sequence,v115@FhA8AeD8CeF8DeG8BeD8JeT6IvhFibBGeBUhBFiBRr?B3rB,v115@FhA8AeD8CeF8DeG8BeD8JeT6IvhFibBUdBGeBFhBRr?B3rB,v115@FhA8AeD8CeF8DeG8BeD8JeT6IvhFUdBGeBxgBimBll?B3rB,v115@FhA8AeD8CeF8DeG8BeD8Jei6IvhFUdBGeBRgB1mBzl?B3rB,v115@FhA8AeD8CeF8DeG8BeD8Jei6IvhFGeBRgBFiB0mBzl?B3rB,v115@FhA8AeD8CeF8DeG8BeD8Jei6IvhFGeBRgBFiBXmBzm?BUrB,v115@FhA8AeD8CeF8DeG8BeD8JeT6IvhFRcBGeBFiB0mB/l?BKrB
SIZLOTJ,O,O,O,X,X,X,X
SIZLOJT,O,O,O,X,X,X,X
SIZJTLO,O,O,X,O,O,O,X
SIZJTOL,O,O,O,O,X,X,X
SIZJLTO,O,O,O,O,O,O,X
SIZJLOT,O,O,O,X,X,X,X
SIZJOTL,O,O,O,X,X,X,X
SIZJOLT,O,O,O,X,X,X,X
SIZOTLJ,O,O,X,X,X,X,X
SIZOTJL,O,O,O,X,X,X,X
SIZOLTJ,O,O,O,X,X,X,X
SIZOLJT,O,O,O,X,X,X,X
SIZOJTL,O,O,O,X,X,X,X
SIZOJLT,O,O,O,X,X,X,X
SIOTLJZ,X,O,O,X,X,O,X
SIOTLZJ,X,O,O,X,X,X,X
SIOTJLZ,X,O,O,X,X,O,X
SIOTJZL,O,O,O,X,X,X,X
SIOTZLJ,O,O,X,X,X,X,X
SIOTZJL,O,O,O,X,X,X,X
SIOLTJZ,X,O,O,X,X,O,X
SIOLTZJ,X,O,O,X,X,X,X
SIOLJTZ,X,O,O,X,X,O,X
SIOLJZT,O,O,O,X,X,X,X
SIOLZTJ,O,O,O,X,X,X,X
SIOLZJT,O,O,O,X,X,X,X
SIOJTLZ,X,O,O,X,X,O,X
SIOJTZL,O,O,O,X,X,X,X
SIOJLTZ,X,O,O,X,X,O,X
SIOJLZT,O,O,O,X,X,X,X
SIOJZTL,O,O,O,X,X,X,X
SIOJZLT,O,O,O,X,X,X,X
SIOZTLJ,O,O,X,X,X,X,X
SIOZTJL,O,O,O,X,X,X,X
SIOZLTJ,O,O,O,X,X,X,X
SIOZLJT,O,O,O,X,X,X,X
SIOZJTL,O,O,O,X,X,X,X
SIOZJLT,O,O,O,X,X,X,X
SLTIJZO,X,O,O,O,O,O,X
SLTIJOZ,X,O,O,O,X,O,X
SLTIZJO,X,O,O,O,X,O,X
SLTIZOJ,X,O,O,O,X,X,X
SLTIOJZ,X,O,O,O,X,O,X
SLTIOZJ,X,O,O,O,X,X,X
SLTJIZO,X,O,O,O,O,O,X
SLTJIOZ,X,O,O,O,X,O,X
SLTJZIO,X,X,O,O,X,X,X
SLTJZOI,X,O,O,O,X,X,X
SLTJOIZ,X,O,O,O,X,X,X
SLTJOZI,X,O,O,O,X,X,X
SLTZIJO,X,X,O,O,X,X,X
SLTZIOJ,X,X,O,O,X,X,X
SLTZJIO,X,X,O,O,X,X,X
SLTZJOI,X,O,O,O,X,X,X
SLTZOIJ,X,X,O,O,X,X,X
SLTZOJI,X,O,O,O,X,X,X
SLTOIJZ,X,O,O,O,X,X,X
SLTOIZJ,X,O,O,O,X,X,X
SLTOJIZ,X,O,O,O,X,X,X
SLTOJZI,X,O,O,O,X,X,X
SLTOZIJ,X,X,O,O,X,X,X
SLTOZJI,X,O,O,O,X,X,X
SLITJZO,X,O,O,O,O,O,X
SLITJOZ,X,O,O,O,X,O,X
SLITZJO,X,O,O,O,X,O,X
SLITZOJ,X,O,O,O,X,X,X
SLITOJZ,X,O,O,O,X,O,X
SLITOZJ,X,O,O,O,X,X,X
SLIJTZO,X,O,O,O,O,O,X
SLIJTOZ,X,O,O,O,X,O,X
SLIJZTO,O,O,O,O,O,O,X
SLIJZOT,O,O,O,X,X,X,X
SLIJOTZ,X,O,O,X,X,O,X
SLIJOZT,O,O,O,X,X,X,X
SLIZTJO,O,O,O,O,O,O,X
SLIZTOJ,O,O,O,O,X,X,X
SLIZJTO,O,O,O,O,O,O,X
SLIZJOT,O,O,O,X,X,X,X
SLIZOTJ,O,O,O,X,X,X,X
SLIZOJT,O,O,O,X,X,X,X
SLIOTJZ,X,O,O,X,X,O,X
SLIOTZJ,X,O,O,X,X,X,X
SLIOJTZ,X,O,O,X,X,O,X
SLIOJZT,O,O,O,X,X,X,X
SLIOZTJ,O,O,O,X,X,X,X
SLIOZJT,O,O,O,X,X,X,X
SLJTIZO,X,O,O,O,O,O,X
SLJTIOZ,X,O,O,O,X,O,X
SLJTZIO,X,X,O,O,X,X,X
SLJTZOI,X,O,O,O,X,X,X
SLJTOIZ,X,O,O,O,X,X,X
SLJTOZI,X,O,O,O,X,X,X
SLJITZO,X,O,O,O,O,O,X
SLJITOZ,X,O,O,O,X,O,X
SLJIZTO,O,O,O,O,O,O,X
SLJIZOT,O,O,O,X,X,X,X
SLJIOTZ,X,O,O,X,X,O,X
SLJIOZT,O,O,O,X,X,X,X
SLJZTIO,X,X,O,O,O,X,X
SLJZTOI,O,X,O,O,X,X,X
SLJZITO,O,X,O,O,O,O,X
SLJZIOT,O,X,O,X,X,X,X
SLJZOTI,O,O,O,O,X,X,X
SLJZOIT,O,O,O,X,X,X,X
SLJOTIZ,X,O,O,O,X,X,X
SLJOTZI,X,O,O,O,X,X,X
SLJOITZ,X,O,O,X,X,O,X
SLJOIZT,O,O,O,X,X,X,X
SLJOZTI,O,O,O,O,X,X,X
SLJOZIT,O,O,O,X,X,X,X
SLZTIJO,X,X,O,O,O,X,X
SLZTIOJ,X,X,O,O,X,X,X
SLZTJIO,X,X,O,O,O,X,X
SLZTJOI,O,X,O,O,X,X,X
SLZTOIJ,X,X,O,O,X,X,X
SLZTOJI,O,X,O,O,X,X,X
SLZITJO,O,X,O,O,O,O,X
SLZITOJ,O,X,O,O,X,X,X
SLZIJTO,O,X,O,O,O,O,X
SLZIJOT,O,X,O,X,X,X,X
SLZIOTJ,O,X,O,X,X,X,X
SLZIOJT,O,X,O,X,X,X,X
SLZJTIO,X,X,O,O,O,X,X
SLZJTOI,O,X,O,O,X,X,X
SLZJITO,O,X,O,O,O,O,X
SLZJIOT,O,X,O,X,X,X,X
SLZJOTI,O,O,O,O,X,X,X
SLZJOIT,O,O,O,X,X,X,X
SLZOTIJ,X,X,O,O,X,X,X
SLZOTJI,O,X,O,O,X,X,X
SLZOITJ,O,X,O,X,X,X,X
SLZOIJT,O,X,O,X,X,X,X
SLZOJTI,O,O,O,O,X,X,X
SLZOJIT,O,O,O,X,X,X,X
SLOTIJZ,X,O,O,O,X,X,X
SLOTIZJ,X,O,O,O,X,X,X
SLOTJIZ,X,O,O,O,X,X,X
SLOTJZI,X,O,O,O,X,X,X
SLOTZIJ,X,X,O,O,X,X,X
SLOTZJI,X,O,O,O,X,X,X
SLOITJZ,X,O,O,X,X,O,X
SLOITZJ,X,O,O,X,X,X,X
SLOIJTZ,X,O,O,X,X,O,X
SLOIJZT,O,O,O,X,X,X,X
SLOIZTJ,O,O,O,X,X,X,X
SLOIZJT,O,O,O,X,X,X,X
SLOJTIZ,X,O,O,O,X,X,X
SLOJTZI,X,O,O,O,X,X,X
SLOJITZ,X,O,O,X,X,O,X
SLOJIZT,O,O,O,X,X,X,X
SLOJZTI,O,O,O,O,X,X,X
SLOJZIT,O,O,O,X,X,X,X
SLOZTIJ,X,X,O,O,X,X,X
SLOZTJI,O,X,O,O,X,X,X
SLOZITJ,O,X,O,X,X,X,X
SLOZIJT,O,X,O,X,X,X,X
SLOZJTI,O,O,O,O,X,X,X
SLOZJIT,O,O,O,X,X,X,X
SJTILZO,X,O,O,O,O,O,X
SJTILOZ,X,O,O,O,X,O,X
SJTIZLO,O,O,X,O,X,O,X
SJTIZOL,O,O,O,O,X,X,X
SJTIOLZ,X,O,O,O,X,O,X
SJTIOZL,O,O,O,O,X,X,X
SJTLIZO,X,O,O,O,O,O,X
SJTLIOZ,X,O,O,O,X,O,X
SJTLZIO,X,X,O,O,X,X,X
SJTLZOI,X,O,O,O,X,X,X
SJTLOIZ,X,O,O,O,X,X,X
SJTLOZI,X,O,O,O,X,X,X
SJTZILO,X,X,X,O,X,O,X
SJTZIOL,X,X,O,O,X,X,X
SJTZLIO,X,X,O,O,X,X,X
SJTZLOI,O,O,O,O,X,X,X
SJTZOIL,X,X,O,O,X,X,X
SJTZOLI,O,O,O,O,X,X,X
SJTOILZ,X,O,O,O,X,O,X
SJTOIZL,O,O,O,O,X,X,X
SJTOLIZ,X,O,O,O,X,X,X
SJTOLZI,X,O,O,O,X,X,X
SJTOZIL,X,X,O,O,X,X,X
SJTOZLI,O,O,O,O,X,X,X
SJITLZO,X,O,O,O,O,O,X
SJITLOZ,X,O,O,O,X,O,X
SJITZLO,O,O,X,O,X,O,X
SJITZOL,O,O,O,O,X,X,X
SJITOLZ,X,O,O,O,X,O,X
SJITOZL,O,O,O,O,X,X,X
SJILTZO,X,O,O,O,O,O,X
SJILTOZ,X,O,O,O,X,O,X
SJILZTO,O,O,O,O,O,O,X
SJILZOT,O,O,O,X,X,X,X
SJILOTZ,X,O,O,X,X,O,X
SJILOZT,O,O,O,X,X,X,X
SJIZTLO,O,O,X,O,O,O,X
SJIZTOL,O,O,O,O,X,X,X
SJIZLTO,O,O,O,O,O,O,X
SJIZLOT,O,O,O,X,X,X,X
SJIZOTL,O,O,O,X,X,X,X
SJIZOLT,O,O,O,X,X,X,X
SJIOTLZ,X,O,O,X,X,O,X
SJIOTZL,O,O,O,X,X,X,X
SJIOLTZ,X,O,O,X,X,O,X
SJIOLZT,O,O,O,X,X,X,X
SJIOZTL,O,O,O,X,X,X,X
SJIOZLT,O,O,O,X,X,X,X
SJLTIZO,X,O,O,O,O,O,X
SJLTIOZ,X,O,O,O,X,O,X
SJLTZIO,X,X,O,O,X,X,X
SJLTZOI,X,O,O,O,X,X,X
SJLTOIZ,X,O,O,O,X,X,X
SJLTOZI,X,O,O,O,X,X,X
SJLITZO,X,O,O,O,O,O,X
SJLITOZ,X,O,O,O,X,O,X
SJLIZTO,O,O,O,O,O,O,X
SJLIZOT,O,O,O,X,X,X,X
SJLIOTZ,X,O,O,X,X,O,X
SJLIOZT,O,O,O,X,X,X,X
SJLZTIO,X,X,O,O,O,X,X
SJLZTOI,O,X,O,O,X,X,X
SJLZITO,O,X,O,O,O,O,X
SJLZIOT,O,X,O,X,X,X,X
SJLZOTI,O,O,O,O,X,X,X
SJLZOIT,O,O,O,X,X,X,X
SJLOTIZ,X,O,O,O,X,X,X
SJLOTZI,X,O,O,O,X,X,X
SJLOITZ,X,O,O,X,X,O,X
SJLOIZT,O,O,O,X,X,X,X
SJLOZTI,O,O,O,O,X,X,X
SJLOZIT,O,O,O,X,X,X,X
SJZTILO,X,X,X,O,O,O,X
SJZTIOL,X,X,O,O,X,X,X
SJZTLIO,X,X,O,O,O,X,O
SJZTLOI,O,O,O,O,X,X,O
SJZTOIL,X,X,O,O,X,X,X
SJZTOLI,O,O,O,O,X,X,O
SJZITLO,O,O,X,O,O,O,X
SJZITOL,O,O,O,O,X,X,X
SJZILTO,O,O,O,O,O,O,X
SJZILOT,O,O,O,X,X,X,X
SJZIOTL,O,O,O,X,X,X,X
SJZIOLT,O,O,O,X,X,X,X
SJZLTIO,X,X,O,O,O,X,X
SJZLTOI,O,X,O,O,X,X,X
SJZLITO,O,X,O,O,O,O,X
SJZLIOT,O,X,O,X,X,X,X
SJZLOTI,O,O,O,O,X,X,X
SJZLOIT,O,O,O,X,X,X,X
SJZOTIL,X,X,O,O,X,X,X
SJZOTLI,O,O,O,O,X,X,O
SJZOITL,O,O,O,X,X,X,X
SJZOILT,O,O,O,X,X,X,X
SJZOLTI,O,O,O,O,X,X,X
SJZOLIT,O,O,O,X,X,X,X
SJOTILZ,X,O,O,O,X,O,X
SJOTIZL,O,O,O,O,X,X,X
SJOTLIZ,X,O,O,O,X,X,X
SJOTLZI,X,O,O,O,X,X,X
SJOTZIL,X,X,O,O,X,X,X
SJOTZLI,O,O,O,O,X,X,X
SJOITLZ,X,O,O,X,X,O,X
SJOITZL,O,O,O,X,X,X,X
SJOILTZ,X,O,O,X,X,O,X
SJOILZT,O,O,O,X,X,X,X
SJOIZTL,O,O,O,X,X,X,X
SJOIZLT,O,O,O,X,X,X,X
SJOLTIZ,X,O,O,O,X,X,X
SJOLTZI,X,O,O,O,X,X,X
SJOLITZ,X,O,O,X,X,O,X
SJOLIZT,O,O,O,X,X,X,X
SJOLZTI,O,O,O,O,X,X,X
SJOLZIT,O,O,O,X,X,X,X
SJOZTIL,X,X,O,O,X,X,X
SJOZTLI,O,O,O,O,X,X,O
SJOZITL,O,O,O,X,X,X,X
SJOZILT,O,O,O,X,X,X,X
SJOZLTI,O,O,O,O,X,X,X
SJOZLIT,O,O,O,X,X,X,X
SZTILJO,X,X,X,O,O,O,X
SZTILOJ,X,X,X,O,X,X,X
SZTIJLO,X,X,X,O,O,O,X
SZTIJOL,X,X,O,O,X,X,X
SZTIOLJ,X,X,X,O,X,X,X
SZTIOJL,X,X,O,O,X,X,X
SZTLIJO,X,X,O,O,O,X,O
SZTLIOJ,X,X,O,O,X,X,O
SZTLJIO,X,X,O,O,O,X,O
SZTLJOI,O,O,O,O,X,X,O
SZTLOIJ,X,X,O,O,X,X,O
SZTLOJI,O,O,O,O,X,X,O
SZTJILO,X,X,X,O,O,O,X
SZTJIOL,X,X,O,O,X,X,X
SZTJLIO,X,X,O,O,O,X,O
SZTJLOI,O,O,O,O,X,X,O
SZTJOIL,X,X,O,O,X,X,X
SZTJOLI,O,O,O,O,X,X,O
SZTOILJ,X,X,X,O,X,X,X
SZTOIJL,X,X,O,O,X,X,X
SZTOLIJ,X,X,O,O,X,X,O
SZTOLJI,O,O,O,O,X,X,O
SZTOJIL,X,X,O,O,X,X,X
SZTOJLI,O,O,O,O,X,X,O
SZITLJO,O,O,X,O,O,O,X
SZITLOJ,O,O,X,O,X,X,X
SZITJLO,O,O,X,O,O,O,X
SZITJOL,O,O,O,O,X,X,X
SZITOLJ,O,O,X,O,X,X,X
SZITOJL,O,O,O,O,X,X,X
SZILTJO,O,O,O,O,O,O,X
SZILTOJ,O,O,O,O,X,X,X
SZILJTO,O,O,O,O,O,O,X
SZILJOT,O,O,O,X,X,X,X
SZILOTJ,O,O,O,X,X,X,X
SZILOJT,O,O,O,X,X,X,X
SZIJTLO,O,O,X,O,O,O,X
SZIJTOL,O,O,O,O,X,X,X
SZIJLTO,O,O,O,O,O,O,X
SZIJLOT,O,O,O,X,X,X,X
SZIJOTL,O,O,O,X,X,X,X
SZIJOLT,O,O,O,X,X,X,X
SZIOTLJ,O,O,X,X,X,X,X
SZIOTJL,O,O,O,X,X,X,X
SZIOLTJ,O,O,O,X,X,X,X
SZIOLJT,O,O,O,X,X,X,X
SZIOJTL,O,O,O,X,X,X,X
SZIOJLT,O,O,O,X,X,X,X
SZLTIJO,X,X,O,O,O,X,X
SZLTIOJ,X,X,O,O,X,X,X
SZLTJIO,X,X,O,O,O,X,X
SZLTJOI,O,X,O,O,X,X,X
SZLTOIJ,X,X,O,O,X,X,X
SZLTOJI,O,X,O,O,X,X,X
SZLITJO,O,X,O,O,O,O,X
SZLITOJ,O,X,O,O,X,X,X
SZLIJTO,O,X,O,O,O,O,X
SZLIJOT,O,X,O,X,X,X,X
SZLIOTJ,O,X,O,X,X,X,X
SZLIOJT,O,X,O,X,X,X,X
SZLJTIO,X,X,O,O,O,X,X
SZLJTOI,O,X,O,O,X,X,X
SZLJITO,O,X,O,O,O,O,X
SZLJIOT,O,X,O,X,X,X,X
SZLJOTI,O,O,O,O,X,X,X
SZLJOIT,O,O,O,X,X,X,X
SZLOTIJ,X,X,O,O,X,X,X
SZLOTJI,O,X,O,O,X,X,X
SZLOITJ,O,X,O,X,X,X,X
SZLOIJT,O,X,O,X,X,X,X
SZLOJTI,O,O,O,O,X,X,X
SZLOJIT,O,O,O,X,X,X,X
SZJTILO,X,X,X,O,O,O,X
SZJTIOL,X,X,O,O,X,X,X
SZJTLIO,X,X,O,O,O,X,O
SZJTLOI,O,O,O,O,X,X,O
SZJTOIL,X,X,O,O,X,X,X
SZJTOLI,O,O,O,O,X,X,O
SZJITLO,O,O,X,O,O,O,X
SZJITOL,O,O,O,O,X,X,X
SZJILTO,O,O,O,O,O,O,X
SZJILOT,O,O,O,X,X,X,X
SZJIOTL,O,O,O,X,X,X,X
SZJIOLT,O,O,O,X,X,X,X
SZJLTIO,X,X,O,O,O,X,X
SZJLTOI,O,X,O,O,X,X,X
SZJLITO,O,X,O,O,O,O,X
SZJLIOT,O,X,O,X,X,X,X
SZJLOTI,O,O,O,O,X,X,X
SZJLOIT,O,O,O,X,X,X,X
SZJOTIL,X,X,O,O,X,X,X
SZJOTLI,O,O,O,O,X,X,O
SZJOITL,O,O,O,X,X,X,X
SZJOILT,O,O,O,X,X,X,X
SZJOLTI,O,O,O,O,X,X,X
SZJOLIT,O,O,O,X,X,X,X
SZOTILJ,X,X,X,O,X,X,X
SZOTIJL,X,X,O,O,X,X,X
SZOTLIJ,X,X,O,O,X,X,O
SZOTLJI,O,O,O,O,X,X,O
SZOTJIL,X,X,O,O,X,X,X
SZOTJLI,O,O,O,O,X,X,O
SZOITLJ,O,O,X,X,X,X,X
SZOITJL,O,O,O,X,X,X,X
SZOILTJ,O,O,O,X,X,X,X
SZOILJT,O,O,O,X,X,X,X
SZOIJTL,O,O,O,X,X,X,X
SZOIJLT,O,O,O,X,X,X,X
SZOLTIJ,X,X,O,O,X,X,X
SZOLTJI,O,X,O,O,X,X,X
SZOLITJ,O,X,O,X,X,X,X
SZOLIJT,O,X,O,X,X,X,X
SZOLJTI,O,O,O,O,X,X,X
SZOLJIT,O,O,O,X,X,X,X
SZOJTIL,X,X,O,O,X,X,X
SZOJTLI,O,O,O,O,X,X,O
SZOJITL,O,O,O,X,X,X,X
SZOJILT,O,O,O,X,X,X,X
SZOJLTI,O,O,O,O,X,X,X
SZOJLIT,O,O,O,X,X,X,X
SOTILJZ,X,O,O,O,X,O,X
SOTILZJ,X,O,O,O,X,X,X
SOTIJLZ,X,O,O,O,X,O,X
SOTIJZL,O,O,O,O,X,X,X
SOTIZLJ,O,O,X,O,X,X,X
SOTIZJL,O,O,O,O,X,X,X
SOTLIJZ,X,O,O,O,X,X,X
SOTLIZJ,X,O,O,O,X,X,X
SOTLJIZ,X,O,O,O,X,X,X
SOTLJZI,X,O,O,O,X,X,X
SOTLZIJ,X,X,O,O,X,X,X
SOTLZJI,X,O,O,O,X,X,X
SOTJILZ,X,O,O,O,X,O,X
SOTJIZL,O,O,O,O,X,X,X
SOTJLIZ,X,O,O,O,X,X,X
SOTJLZI,X,O,O,O,X,X,X
SOTJZIL,X,X,O,O,X,X,X
SOTJZLI,O,O,O,O,X,X,X
SOTZILJ,X,X,X,O,X,X,X
SOTZIJL,X,X,O,O,X,X,X
SOTZLIJ,X,X,O,O,X,X,X
SOTZLJI,O,O,O,O,X,X,X
SOTZJIL,X,X,O,O,X,X,X
SOTZJLI,O,O,O,O,X,X,X
SOITLJZ,X,O,O,X,X,O,X
SOITLZJ,X,O,O,X,X,X,X
SOITJLZ,X,O,O,X,X,O,X
SOITJZL,O,O,O,X,X,X,X
SOITZLJ,O,O,X,X,X,X,X
SOITZJL,O,O,O,X,X,X,X
SOILTJZ,X,O,O,X,X,O,X
SOILTZJ,X,O,O,X,X,X,X
SOILJTZ,X,O,O,X,X,O,X
SOILJZT,O,O,O,X,X,X,X
SOILZTJ,O,O,O,X,X,X,X
SOILZJT,O,O,O,X,X,X,X
SOIJTLZ,X,O,O,X,X,O,X
SOIJTZL,O,O,O,X,X,X,X
SOIJLTZ,X,O,O,X,X,O,X
SOIJLZT,O,O,O,X,X,X,X
SOIJZTL,O,O,O,X,X,X,X
SOIJZLT,O,O,O,X,X,X,X
SOIZTLJ,O,O,X,X,X,X,X
SOIZTJL,O,O,O,X,X,X,X
SOIZLTJ,O,O,O,X,X,X,X
SOIZLJT,O,O,O,X,X,X,X
SOIZJTL,O,O,O,X,X,X,X
SOIZJLT,O,O,O,X,X,X,X
SOLTIJZ,X,O,O,O,X,X,X
SOLTIZJ,X,O,O,O,X,X,X
SOLTJIZ,X,O,O,O,X,X,X
SOLTJZI,X,O,O,O,X,X,X
SOLTZIJ,X,X,O,O,X,X,X
SOLTZJI,X,O,O,O,X,X,X
SOLITJZ,X,O,O,X,X,O,X
SOLITZJ,X,O,O,X,X,X,X
SOLIJTZ,X,O,O,X,X,O,X
SOLIJZT,O,O,O,X,X,X,X
SOLIZTJ,O,O,O,X,X,X,X
SOLIZJT,O,O,O,X,X,X,X
SOLJTIZ,X,O,O,O,X,X,X
SOLJTZI,X,O,O,O,X,X,X
SOLJITZ,X,O,O,X,X,O,X
SOLJIZT,O,O,O,X,X,X,X
SOLJZTI,O,O,O,O,X,X,X
SOLJZIT,O,O,O,X,X,X,X
SOLZTIJ,X,X,O,O,X,X,X
SOLZTJI,O,X,O,O,X,X,X
SOLZITJ,O,X,O,X,X,X,X
SOLZIJT,O,X,O,X,X,X,X
SOLZJTI,O,O,O,O,X,X,X
SOLZJIT,O,O,O,X,X,X,X
SOJTILZ,X,O,O,O,X,O,X
SOJTIZL,O,O,O,O,X,X,X
SOJTLIZ,X,O,O,O,X,X,X
SOJTLZI,X,O,O,O,X,X,X
SOJTZIL,X,X,O,O,X,X,X
SOJTZLI,O,O,O,O,X,X,X
SOJITLZ,X,O,O,X,X,O,X
SOJITZL,O,O,O,X,X,X,X
SOJILTZ,X,O,O,X,X,O,X
SOJILZT,O,O,O,X,X,X,X
SOJIZTL,O,O,O,X,X,X,X
SOJIZLT,O,O,O,X,X,X,X
SOJLTIZ,X,O,O,O,X,X,X
SOJLTZI,X,O,O,O,X,X,X
SOJLITZ,X,O,O,X,X,O,X
SOJLIZT,O,O,O,X,X,X,X
SOJLZTI,O,O,O,O,X,X,X
SOJLZIT,O,O,O,X,X,X,X
SOJZTIL,X,X,O,O,X,X,X
SOJZTLI,O,O,O,O,X,X,O
SOJZITL,O,O,O,X,X,X,X
SOJZILT,O,O,O,X,X,X,X
SOJZLTI,O,O,O,O,X,X,X
SOJZLIT,O,O,O,X,X,X,X
SOZTILJ,X,X,X,O,X,X,X
SOZTIJL,X,X,O,O,X,X,X
SOZTLIJ,X,X,O,O,X,X,O
SOZTLJI,O,O,O,O,X,X,O
SOZTJIL,X,X,O,O,X,X,X
SOZTJLI,O,O,O,O,X,X,O
SOZITLJ,O,O,X,X,X,X,X
SOZITJL,O,O,O,X,X,X,X
SOZILTJ,O,O,O,X,X,X,X
SOZILJT,O,O,O,X,X,X,X
SOZIJTL,O,O,O,X,X,X,X
SOZIJLT,O,O,O,X,X,X,X
SOZLTIJ,X,X,O,O,X,X,X
SOZLTJI,O,X,O,O,X,X,X
SOZLITJ,O,X,O,X,X,X,X
SOZLIJT,O,X,O,X,X,X,X
SOZLJTI,O,O,O,O,X,X,X
SOZLJIT,O,O,O,X,X,X,X
SOZJTIL,X,X,O,O,X,X,X
SOZJTLI,O,O,O,O,X,X,O
SOZJITL,O,O,O,X,X,X,X
SOZJILT,O,O,O,X,X,X,X
SOZJLTI,O,O,O,O,X,X,X
SOZJLIT,O,O,O,X,X,X,X
ZTILJSO,O,O,X,X,O,O,O
ZTILJOS,O,O,X,X,O,X,O
ZTILSJO,O,O,X,X,O,X,O
ZTILSOJ,O,O,X,X,X,X,O
ZTILOJS,O,O,X,X,O,X,O
ZTILOSJ,O,O,X,X,X,X,O
ZTIJLSO,O,O,X,X,O,O,O
ZTIJLOS,O,O,X,X,O,X,O
ZTIJSLO,O,O,X,X,O,X,X
ZTIJSOL,O,O,X,X,X,X,X
ZTIJOLS,O,O,X,X,O,X,O
ZTIJOSL,O,O,O,X,X,X,X
ZTISLJO,O,O,X,X,O,X,X
ZTISLOJ,O,O,X,X,X,X,X
ZTISJLO,O,O,X,X,O,X,X
ZTISJOL,O,O,X,X,X,X,X
ZTISOLJ,O,O,X,X,X,X,X
ZTISOJL,O,O,X,X,X,X,X
ZTIOLJS,O,O,X,X,O,X,O
ZTIOLSJ,O,O,X,X,X,X,O
ZTIOJLS,O,O,X,X,O,X,O
ZTIOJSL,O,O,O,X,X,X,X
ZTIOSLJ,O,O,X,X,X,X,X
ZTIOSJL,O,O,X,X,X,X,X
ZTLIJSO,O,O,X,X,O,O,O
ZTLIJOS,O,O,X,X,O,X,O
ZTLISJO,O,O,X,X,O,X,O
ZTLISOJ,O,O,X,X,X,X,O
ZTLIOJS,O,O,X,X,O,X,O
ZTLIOSJ,O,O,X,X,X,X,O
ZTLJISO,O,O,X,X,O,O,O
ZTLJIOS,O,O,X,X,O,X,O
ZTLJSIO,X,X,X,O,O,X,O
ZTLJSOI,O,O,X,O,X,X,O
ZTLJOIS,O,O,X,X,O,X,O
ZTLJOSI,O,O,X,X,X,X,O
ZTLSIJO,X,X,X,O,O,X,O
ZTLSIOJ,X,X,X,O,X,X,O
ZTLSJIO,X,X,X,O,O,X,O
ZTLSJOI,O,O,X,O,X,X,O
ZTLSOIJ,X,X,X,O,X,X,O
ZTLSOJI,O,O,X,O,X,X,O
ZTLOIJS,O,O,X,X,O,X,O
ZTLOISJ,O,O,X,X,X,X,O
ZTLOJIS,O,O,X,X,O,X,O
ZTLOJSI,O,O,X,X,X,X,O
ZTLOSIJ,X,X,X,X,X,X,O
ZTLOSJI,O,O,X,X,X,X,O
ZTJILSO,O,O,X,X,O,O,O
ZTJILOS,O,O,X,X,O,X,O
ZTJISLO,O,O,X,X,O,X,X
ZTJISOL,O,O,X,X,X,X,X
ZTJIOLS,O,O,X,X,O,X,O
ZTJIOSL,O,O,O,X,X,X,X
ZTJLISO,O,O,X,X,O,O,O
ZTJLIOS,O,O,X,X,O,X,O
ZTJLSIO,X,X,X,O,O,X,O
ZTJLSOI,O,O,X,O,X,X,O
ZTJLOIS,O,O,X,X,O,X,O
ZTJLOSI,O,O,X,X,X,X,O
ZTJSILO,X,X,X,O,O,O,X
ZTJSIOL,X,X,O,O,X,X,X
ZTJSLIO,X,X,O,O,O,X,O
ZTJSLOI,O,O,O,O,X,X,O
ZTJSOIL,X,X,O,O,X,X,X
ZTJSOLI,O,O,O,O,X,X,O
ZTJOILS,O,O,X,X,O,X,O
ZTJOISL,O,O,O,X,X,X,X
ZTJOLIS,O,O,X,X,O,X,O
ZTJOLSI,O,O,X,X,X,X,O
ZTJOSIL,X,X,O,X,X,X,X
ZTJOSLI,O,O,O,X,X,X,O
ZTSILJO,X,X,X,O,O,O,X
ZTSILOJ,X,X,X,O,X,X,X
ZTSIJLO,X,X,X,O,O,O,X
ZTSIJOL,X,X,O,O,X,X,X
ZTSIOLJ,X,X,X,O,X,X,X
ZTSIOJL,X,X,O,O,X,X,X
ZTSLIJO,X,X,O,O,O,X,O
ZTSLIOJ,X,X,O,O,X,X,O
ZTSLJIO,X,X,O,O,O,X,O
ZTSLJOI,O,O,O,O,X,X,O
ZTSLOIJ,X,X,O,O,X,X,O
ZTSLOJI,O,O,O,O,X,X,O
ZTSJILO,X,X,X,O,O,O,X
ZTSJIOL,X,X,O,O,X,X,X
ZTSJLIO,X,X,O,O,O,X,O
ZTSJLOI,O,O,O,O,X,X,O
ZTSJOIL,X,X,O,O,X,X,X
ZTSJOLI,O,O,O,O,X,X,O
ZTSOILJ,X,X,X,O,X,X,X
ZTSOIJL,X,X,O,O,X,X,X
ZTSOLIJ,X,X,O,O,X,X,O
ZTSOLJI,O,O,O,O,X,X,O
ZTSOJIL,X,X,O,O,X,X,X
ZTSOJLI,O,O,O,O,X,X,O
