sequence,v115@1gB8HeC8EeD8FeD8FeH8AeA8JeT6IvhFxcB6jBcmBm?iBXnBFtB,v115@1gB8HeC8EeD8FeD8FeH8AeA8JeT6IvhFlcB3dBimBG?oBRsBctB,v115@1gB8HeC8EeD8FeD8FeH8AeA8JeT6IvhF6hBxdB/nBF?jB2rBctB,v115@1gB8HeC8EeD8FeD8FeH8AeA8JeT6IvhFlcBWjBymBX?jBctBxwB,v115@1gB8HeC8EeD8FeD8FeH8AeA8JeT6IvhFViBajB5jB0?hB2rBftB,v115@1gB8HeC8EeD8FeD8FeH8AeA8JeT6IvhFxcBcmBXnBO?tB6tBlsB
ZJOILTS,X,X,X,O,X,X
ZJOILST,X,X,O,O,X,X
ZJOISTL,O,X,O,X,O,O
ZJOISLT,O,X,O,O,O,O
ZJOLTIS,X,O,X,X,X,X
ZJOLTSI,X,X,O,X,X,X
ZJOLITS,X,O,X,O,X,X
ZJOLIST,X,O,O,O,X,X
ZJOLSTI,X,X,O,X,X,O
ZJOLSIT,X,X,O,X,X,O
ZJOSTIL,O,X,O,X,O,O
ZJOSTLI,O,X,O,X,O,O
ZJOSITL,O,X,O,X,O,O
ZJOSILT,O,X,O,O,O,O
ZJOSLTI,O,X,O,X,O,O
ZJOSLIT,O,X,O,X,O,O
ZSTILJO,O,X,O,O,X,X
ZSTILOJ,O,X,O,O,O,X
ZSTIJLO,O,X,O,X,X,O
ZSTIJOL,O,X,O,X,X,O
ZSTIOLJ,O,X,O,O,O,X
ZSTIOJL,O,X,O,X,X,O
ZSTLIJO,O,X,O,X,X,X
ZSTLIOJ,O,X,O,X,O,X
ZSTLJIO,O,X,O,X,X,X
ZSTLJOI,O,X,O,X,X,X
ZSTLOIJ,O,X,O,X,O,X
ZSTLOJI,O,X,O,X,X,X
ZSTJILO,O,X,O,X,X,O
ZSTJIOL,O,X,O,X,X,O
ZSTJLIO,O,X,O,X,X,O
ZSTJLOI,O,X,O,X,X,O
ZSTJOIL,O,X,O,X,X,O
ZSTJOLI,O,X,O,X,X,O
ZSTOILJ,O,X,O,O,O,X
ZSTOIJL,O,X,O,X,X,O
ZSTOLIJ,O,X,O,X,O,X
ZSTOLJI,O,X,O,X,X,X
ZSTOJIL,O,X,O,X,X,O
ZSTOJLI,O,X,O,X,X,O
ZSITLJO,O,X,O,O,X,X
ZSITLOJ,O,X,O,O,O,X
ZSITJLO,O,X,O,X,X,O
ZSITJOL,O,X,O,X,X,O
ZSITOLJ,O,X,O,O,O,X
ZSITOJL,O,X,O,X,X,O
ZSILTJO,O,X,O,O,X,X
ZSILTOJ,O,X,O,O,O,X
ZSILJTO,O,X,X,O,O,O
ZSILJOT,O,X,O,O,O,O
ZSILOTJ,O,X,O,O,O,X
ZSILOJT,O,X,O,O,O,O
ZSIJTLO,O,X,X,X,O,O
ZSIJTOL,O,X,X,X,O,O
ZSIJLTO,O,X,X,O,O,O
ZSIJLOT,O,X,O,O,O,O
ZSIJOTL,O,X,X,X,O,O
ZSIJOLT,O,X,O,O,O,O
ZSIOTLJ,O,X,O,O,O,X
ZSIOTJL,O,X,O,X,X,O
ZSIOLTJ,O,X,O,O,O,X
ZSIOLJT,O,X,O,O,O,O
ZSIOJTL,O,X,X,X,O,O
ZSIOJLT,O,X,O,O,O,O
ZSLTIJO,O,X,O,X,X,X
ZSLTIOJ,O,X,O,X,O,X
ZSLTJIO,O,X,O,X,X,X
ZSLTJOI,O,X,O,X,X,X
ZSLTOIJ,O,X,O,X,O,X
ZSLTOJI,O,X,O,X,X,X
ZSLITJO,O,X,O,X,X,X
ZSLITOJ,O,X,O,X,O,X
ZSLIJTO,O,X,X,X,O,O
ZSLIJOT,O,X,O,X,O,O
ZSLIOTJ,O,X,O,X,O,X
ZSLIOJT,O,X,O,X,O,O
ZSLJTIO,O,X,O,X,O,O
ZSLJTOI,O,X,O,X,O,O
ZSLJITO,O,X,O,X,O,O
ZSLJIOT,O,X,O,X,O,O
ZSLJOTI,O,X,O,X,O,O
ZSLJOIT,O,X,O,X,O,O
ZSLOTIJ,O,X,O,X,O,X
ZSLOTJI,O,X,O,X,X,X
ZSLOITJ,O,X,O,X,O,X
ZSLOIJT,O,X,O,X,O,O
ZSLOJTI,O,X,O,X,O,O
ZSLOJIT,O,X,O,X,O,O
ZSJTILO,O,X,O,X,O,O
ZSJTIOL,O,X,O,X,O,O
ZSJTLIO,O,X,O,X,O,O
ZSJTLOI,O,X,O,X,O,O
ZSJTOIL,O,X,O,X,O,O
ZSJTOLI,O,X,O,X,O,O
ZSJITLO,O,X,O,X,O,O
ZSJITOL,O,X,O,X,O,O
ZSJILTO,O,X,O,O,O,O
ZSJILOT,O,X,O,O,O,O
ZSJIOTL,O,X,O,X,O,O
ZSJIOLT,O,X,O,O,O,O
ZSJLTIO,O,X,O,X,O,O
ZSJLTOI,O,X,O,X,O,O
ZSJLITO,O,X,O,X,O,O
ZSJLIOT,O,X,O,X,O,O
ZSJLOTI,O,X,O,X,O,O
ZSJLOIT,O,X,O,X,O,O
ZSJOTIL,O,X,O,X,O,O
ZSJOTLI,O,X,O,X,O,O
ZSJOITL,O,X,O,X,O,O
ZSJOILT,O,X,O,O,O,O
ZSJOLTI,O,X,O,X,O,O
ZSJOLIT,O,X,O,X,O,O
ZSOTILJ,O,X,O,O,O,X
ZSOTIJL,O,X,O,X,X,O
ZSOTLIJ,O,X,O,X,O,X
ZSOTLJI,O,X,O,X,X,X
ZSOTJIL,O,X,O,X,X,O
ZSOTJLI,O,X,O,X,X,O
ZSOITLJ,O,X,O,O,O,X
ZSOITJL,O,X,O,X,X,O
ZSOILTJ,O,X,O,O,O,X
ZSOILJT,O,X,O,O,O,O
ZSOIJTL,O,X,X,X,O,O
ZSOIJLT,O,X,O,O,O,O
ZSOLTIJ,O,X,O,X,O,X
ZSOLTJI,O,X,O,X,X,X
ZSOLITJ,O,X,O,X,O,X
ZSOLIJT,O,X,O,X,O,O
ZSOLJTI,O,X,O,X,O,O
ZSOLJIT,O,X,O,X,O,O
ZSOJTIL,O,X,O,X,O,O
ZSOJTLI,O,X,O,X,O,O
ZSOJITL,O,X,O,X,O,O
ZSOJILT,O,X,O,O,O,O
ZSOJLTI,O,X,O,X,O,O
ZSOJLIT,O,X,O,X,O,O
ZOTILJS,O,O,X,O,X,X
ZOTILSJ,O,X,O,O,X,X
ZOTIJLS,O,X,X,O,X,X
ZOTIJSL,O,X,O,X,X,X
ZOTISLJ,O,X,O,O,X,X
ZOTISJL,O,X,O,X,X,O
ZOTLIJS,O,O,X,O,X,X
ZOTLISJ,O,X,O,O,X,X
ZOTLJIS,O,O,X,X,X,X
ZOTLJSI,O,X,O,X,X,X
ZOTLSIJ,O,X,O,X,X,X
ZOTLSJI,O,X,O,X,X,X
ZOTJILS,O,X,X,O,X,X
ZOTJISL,O,X,O,X,X,X
ZOTJLIS,O,X,X,X,X,X
ZOTJLSI,O,X,O,X,X,X
ZOTJSIL,O,X,O,X,X,O
ZOTJSLI,O,X,O,X,X,O
ZOTSILJ,O,X,O,O,X,X
ZOTSIJL,O,X,O,X,X,O
ZOTSLIJ,O,X,O,X,X,X
ZOTSLJI,O,X,O,X,X,X
ZOTSJIL,O,X,O,X,X,O
ZOTSJLI,O,X,O,X,X,O
ZOITLJS,O,O,X,O,X,X
ZOITLSJ,O,X,O,O,X,X
ZOITJLS,O,X,X,O,X,X
ZOITJSL,O,X,O,X,X,X
ZOITSLJ,O,X,O,O,X,X
ZOITSJL,O,X,O,X,X,O
ZOILTJS,O,O,X,O,X,X
ZOILTSJ,O,X,X,O,X,X
ZOILJTS,X,O,X,O,X,X
ZOILJST,X,O,O,O,X,X
ZOILSTJ,O,X,O,O,X,X
ZOILSJT,O,X,O,O,X,O
ZOIJTLS,O,X,X,O,X,X
ZOIJTSL,O,X,X,X,X,X
ZOIJLTS,X,X,X,O,X,X
ZOIJLST,X,X,O,O,X,X
ZOIJSTL,O,X,O,X,O,O
ZOIJSLT,O,X,O,O,O,O
ZOISTLJ,O,X,O,O,O,X
ZOISTJL,O,X,O,X,X,O
ZOISLTJ,O,X,O,O,O,X
ZOISLJT,O,X,O,O,O,O
ZOISJTL,O,X,X,X,O,O
ZOISJLT,O,X,O,O,O,O
ZOLTIJS,O,O,X,O,X,X
ZOLTISJ,O,X,O,O,X,X
ZOLTJIS,O,O,X,X,X,X
ZOLTJSI,O,X,O,X,X,X
ZOLTSIJ,O,X,O,X,X,X
ZOLTSJI,O,X,O,X,X,X
ZOLITJS,O,O,X,O,X,X
ZOLITSJ,O,X,X,O,X,X
ZOLIJTS,X,O,X,O,X,X
ZOLIJST,X,O,O,O,X,X
ZOLISTJ,O,X,O,O,X,X
ZOLISJT,O,X,O,O,X,O
ZOLJTIS,X,O,X,X,X,X
ZOLJTSI,X,X,O,X,X,X
ZOLJITS,X,O,X,O,X,X
ZOLJIST,X,O,O,O,X,X
ZOLJSTI,X,X,O,X,X,O
ZOLJSIT,X,X,O,X,X,O
ZOLSTIJ,O,X,O,X,X,X
ZOLSTJI,O,X,O,X,X,X
ZOLSITJ,O,X,O,X,X,X
ZOLSIJT,O,X,O,X,X,O
ZOLSJTI,O,X,O,X,X,O
ZOLSJIT,O,X,O,X,X,O
ZOJTILS,O,X,X,O,X,X
ZOJTISL,O,X,O,X,X,X
ZOJTLIS,O,X,X,X,X,X
ZOJTLSI,O,X,O,X,X,X
ZOJTSIL,O,X,O,X,X,O
ZOJTSLI,O,X,O,X,X,O
ZOJITLS,O,X,X,O,X,X
ZOJITSL,O,X,X,X,X,X
ZOJILTS,X,X,X,O,X,X
ZOJILST,X,X,O,O,X,X
ZOJISTL,O,X,O,X,O,O
ZOJISLT,O,X,O,O,O,O
ZOJLTIS,X,O,X,X,X,X
ZOJLTSI,X,X,O,X,X,X
ZOJLITS,X,O,X,O,X,X
ZOJLIST,X,O,O,O,X,X
ZOJLSTI,X,X,O,X,X,O
ZOJLSIT,X,X,O,X,X,O
ZOJSTIL,O,X,O,X,O,O
ZOJSTLI,O,X,O,X,O,O
ZOJSITL,O,X,O,X,O,O
ZOJSILT,O,X,O,O,O,O
ZOJSLTI,O,X,O,X,O,O
ZOJSLIT,O,X,O,X,O,O
ZOSTILJ,O,X,O,O,O,X
ZOSTIJL,O,X,O,X,X,O
ZOSTLIJ,O,X,O,X,O,X
ZOSTLJI,O,X,O,X,X,X
ZOSTJIL,O,X,O,X,X,O
ZOSTJLI,O,X,O,X,X,O
ZOSITLJ,O,X,O,O,O,X
ZOSITJL,O,X,O,X,X,O
ZOSILTJ,O,X,O,O,O,X
ZOSILJT,O,X,O,O,O,O
ZOSIJTL,O,X,X,X,O,O
ZOSIJLT,O,X,O,O,O,O
ZOSLTIJ,O,X,O,X,O,X
ZOSLTJI,O,X,O,X,X,X
ZOSLITJ,O,X,O,X,O,X
ZOSLIJT,O,X,O,X,O,O
ZOSLJTI,O,X,O,X,O,O
ZOSLJIT,O,X,O,X,O,O
ZOSJTIL,O,X,O,X,O,O
ZOSJTLI,O,X,O,X,O,O
ZOSJITL,O,X,O,X,O,O
ZOSJILT,O,X,O,O,O,O
ZOSJLTI,O,X,O,X,O,O
ZOSJLIT,O,X,O,X,O,O
OTILJSZ,X,O,X,X,X,X
OTILJZS,O,O,X,O,X,X
OTILSJZ,O,O,X,X,X,X
OTILSZJ,O,X,X,O,X,X
OTILZJS,O,O,X,O,X,X
OTILZSJ,O,X,X,O,X,X
OTIJLSZ,X,O,X,X,X,X
OTIJLZS,O,O,X,O,X,X
OTIJSLZ,X,X,X,X,O,X
OTIJSZL,X,X,X,X,O,X
OTIJZLS,O,X,X,O,X,X
OTIJZSL,O,X,X,X,X,X
OTISLJZ,O,O,X,X,O,X
OTISLZJ,O,X,X,O,O,X
OTISJLZ,O,X,X,X,O,X
OTISJZL,O,X,X,X,O,X
OTISZLJ,O,X,X,O,O,X
OTISZJL,O,X,X,X,X,X
OTIZLJS,O,O,X,O,X,X
OTIZLSJ,O,X,X,O,X,X
OTIZJLS,O,X,X,O,X,X
OTIZJSL,O,X,X,X,X,X
OTIZSLJ,O,X,X,O,X,X
OTIZSJL,O,X,X,X,X,O
OTLIJSZ,X,O,X,X,X,X
OTLIJZS,O,O,X,O,X,X
OTLISJZ,O,O,X,X,X,X
OTLISZJ,O,X,X,O,X,X
OTLIZJS,O,O,X,O,X,X
OTLIZSJ,O,X,X,O,X,X
OTLJISZ,X,O,X,X,X,X
OTLJIZS,O,O,X,X,X,X
OTLJSIZ,O,O,O,X,X,X
OTLJSZI,O,X,O,X,X,X
OTLJZIS,O,O,X,X,X,X
OTLJZSI,O,X,O,X,X,X
OTLSIJZ,O,O,X,X,X,X
OTLSIZJ,O,X,O,X,X,X
OTLSJIZ,O,O,X,X,X,X
OTLSJZI,O,X,X,X,X,X
OTLSZIJ,O,X,O,X,X,X
OTLSZJI,O,X,O,X,X,X
OTLZIJS,O,O,X,O,X,X
OTLZISJ,O,X,X,O,X,X
OTLZJIS,O,O,X,X,X,X
OTLZJSI,O,X,O,X,X,X
OTLZSIJ,O,X,O,X,X,X
OTLZSJI,O,X,O,X,X,X
OTJILSZ,X,O,X,X,X,X
OTJILZS,O,O,X,O,X,X
OTJISLZ,X,X,X,X,O,X
OTJISZL,X,X,X,X,O,X
OTJIZLS,O,X,X,O,X,X
OTJIZSL,O,X,X,X,X,X
OTJLISZ,X,O,X,X,X,X
OTJLIZS,O,O,X,X,X,X
OTJLSIZ,O,O,O,X,X,X
OTJLSZI,O,X,O,X,X,X
OTJLZIS,O,O,X,X,X,X
OTJLZSI,O,X,O,X,X,X
OTJSILZ,O,X,O,X,O,X
OTJSIZL,O,X,X,X,O,X
OTJSLIZ,O,X,O,X,O,X
OTJSLZI,O,X,O,X,O,X
OTJSZIL,O,X,O,X,O,O
OTJSZLI,O,X,O,X,O,O
OTJZILS,O,X,X,O,X,X
OTJZISL,O,X,X,X,X,X
OTJZLIS,O,X,X,X,X,X
OTJZLSI,O,X,O,X,X,X
OTJZSIL,O,X,O,X,X,O
OTJZSLI,O,X,O,X,X,O
OTSILJZ,O,O,X,X,O,X
OTSILZJ,O,X,O,O,O,X
OTSIJLZ,O,X,X,X,O,X
OTSIJZL,O,X,X,X,O,X
OTSIZLJ,O,X,X,O,O,X
OTSIZJL,O,X,X,X,X,X
OTSLIJZ,O,O,X,X,O,X
OTSLIZJ,O,X,O,X,O,X
OTSLJIZ,O,O,X,X,O,X
OTSLJZI,O,X,X,X,O,X
OTSLZIJ,O,X,O,X,O,X
OTSLZJI,O,X,O,X,X,X
OTSJILZ,O,X,X,X,O,X
OTSJIZL,O,X,X,X,O,X
OTSJLIZ,O,X,X,X,O,X
OTSJLZI,O,X,X,X,O,X
OTSJZIL,O,X,X,X,O,O
OTSJZLI,O,X,X,X,O,O
OTSZILJ,O,X,O,O,O,X
OTSZIJL,O,X,O,X,X,O
OTSZLIJ,O,X,O,X,O,X
OTSZLJI,O,X,O,X,X,X
OTSZJIL,O,X,O,X,X,O
OTSZJLI,O,X,O,X,X,O
OTZILJS,O,O,X,O,X,X
OTZILSJ,O,X,O,O,X,X
OTZIJLS,O,X,X,O,X,X
OTZIJSL,O,X,O,X,X,X
OTZISLJ,O,X,O,O,X,X
OTZISJL,O,X,O,X,X,O
OTZLIJS,O,O,X,O,X,X
OTZLISJ,O,X,O,O,X,X
OTZLJIS,O,O,X,X,X,X
OTZLJSI,O,X,O,X,X,X
OTZLSIJ,O,X,O,X,X,X
OTZLSJI,O,X,O,X,X,X
OTZJILS,O,X,X,O,X,X
OTZJISL,O,X,O,X,X,X
OTZJLIS,O,X,X,X,X,X
OTZJLSI,O,X,O,X,X,X
OTZJSIL,O,X,O,X,X,O
OTZJSLI,O,X,O,X,X,O
OTZSILJ,O,X,O,O,X,X
OTZSIJL,O,X,O,X,X,O
OTZSLIJ,O,X,O,X,X,X
OTZSLJI,O,X,O,X,X,X
OTZSJIL,O,X,O,X,X,O
OTZSJLI,O,X,O,X,X,O
OITLJSZ,X,O,X,X,X,X
OITLJZS,O,O,X,O,X,X
OITLSJZ,O,O,X,X,X,X
OITLSZJ,O,X,X,O,X,X
OITLZJS,O,O,X,O,X,X
OITLZSJ,O,X,X,O,X,X
OITJLSZ,X,O,X,X,X,X
OITJLZS,O,O,X,O,X,X
OITJSLZ,X,X,X,X,O,X
OITJSZL,X,X,X,X,O,X
OITJZLS,O,X,X,O,X,X
OITJZSL,O,X,X,X,X,X
OITSLJZ,O,O,X,X,O,X
OITSLZJ,O,X,X,O,O,X
OITSJLZ,O,X,X,X,O,X
OITSJZL,O,X,X,X,O,X
OITSZLJ,O,X,X,O,O,X
OITSZJL,O,X,X,X,X,X
OITZLJS,O,O,X,O,X,X
OITZLSJ,O,X,X,O,X,X
OITZJLS,O,X,X,O,X,X
OITZJSL,O,X,X,X,X,X
OITZSLJ,O,X,X,O,X,X
OITZSJL,O,X,X,X,X,O
OILTJSZ,X,O,X,X,X,X
OILTJZS,O,O,X,O,X,X
OILTSJZ,X,O,X,X,X,X
OILTSZJ,O,X,X,O,X,X
OILTZJS,O,O,X,O,X,X
OILTZSJ,O,X,X,O,X,X
OILJTSZ,X,O,X,X,X,X
OILJTZS,X,O,X,O,X,X
OILJSTZ,X,O,O,X,O,X
OILJSZT,X,O,O,X,O,X
OILJZTS,X,O,X,O,X,X
OILJZST,X,O,O,O,X,X
OILSTJZ,X,O,X,X,O,X
OILSTZJ,X,X,O,O,O,X
OILSJTZ,X,O,X,X,O,X
OILSJZT,X,O,O,X,O,X
OILSZTJ,X,X,O,O,O,X
OILSZJT,X,X,O,O,O,X
OILZTJS,O,O,X,O,X,X
OILZTSJ,O,X,X,O,X,X
OILZJTS,X,O,X,O,X,X
OILZJST,X,O,O,O,X,X
OILZSTJ,O,X,O,O,X,X
OILZSJT,O,X,O,O,X,O
OIJTLSZ,X,O,X,X,X,X
OIJTLZS,O,O,X,O,X,X
OIJTSLZ,X,X,X,X,O,X
OIJTSZL,X,X,X,X,O,X
OIJTZLS,O,X,X,O,X,X
OIJTZSL,O,X,X,X,X,X
OIJLTSZ,X,O,X,X,X,X
OIJLTZS,X,O,X,O,X,X
OIJLSTZ,X,O,O,X,O,X
OIJLSZT,X,O,O,X,O,X
OIJLZTS,X,O,X,O,X,X
OIJLZST,X,O,O,O,X,X
OIJSTLZ,X,X,O,X,O,X
OIJSTZL,X,X,X,X,O,X
OIJSLTZ,X,X,O,X,O,X
OIJSLZT,X,X,O,X,O,X
OIJSZTL,X,X,O,X,O,O
OIJSZLT,X,X,O,X,O,O
OIJZTLS,O,X,X,O,X,X
OIJZTSL,O,X,X,X,X,X
OIJZLTS,X,X,X,O,X,X
OIJZLST,X,X,O,O,X,X
OIJZSTL,O,X,O,X,O,O
OIJZSLT,O,X,O,O,O,O
OISTLJZ,O,O,X,X,O,X
OISTLZJ,O,X,O,O,O,X
OISTJLZ,O,X,X,X,O,X
OISTJZL,O,X,X,X,O,X
OISTZLJ,O,X,X,O,O,X
OISTZJL,O,X,X,X,X,X
OISLTJZ,X,O,X,X,O,X
OISLTZJ,X,X,O,O,O,X
OISLJTZ,X,O,X,X,O,X
OISLJZT,X,O,O,X,O,X
OISLZTJ,X,X,O,O,O,X
OISLZJT,X,X,O,O,O,X
OISJTLZ,X,X,X,X,O,X
OISJTZL,X,X,X,X,O,X
OISJLTZ,X,X,X,X,O,X
OISJLZT,O,X,O,X,O,X
OISJZTL,O,X,X,X,O,O
OISJZLT,O,X,X,X,O,O
OISZTLJ,O,X,O,O,O,X
OISZTJL,O,X,O,X,X,O
OISZLTJ,O,X,O,O,O,X
OISZLJT,O,X,O,O,O,O
OISZJTL,O,X,X,X,O,O
OISZJLT,O,X,O,O,O,O
OIZTLJS,O,O,X,O,X,X
OIZTLSJ,O,X,O,O,X,X
OIZTJLS,O,X,X,O,X,X
OIZTJSL,O,X,O,X,X,X
OIZTSLJ,O,X,O,O,X,X
OIZTSJL,O,X,O,X,X,O
OIZLTJS,O,O,X,O,X,X
OIZLTSJ,O,X,X,O,X,X
OIZLJTS,X,O,X,O,X,X
OIZLJST,X,O,O,O,X,X
OIZLSTJ,O,X,O,O,X,X
OIZLSJT,O,X,O,O,X,O
OIZJTLS,O,X,X,O,X,X
OIZJTSL,O,X,X,X,X,X
OIZJLTS,X,X,X,O,X,X
OIZJLST,X,X,O,O,X,X
OIZJSTL,O,X,O,X,O,O
OIZJSLT,O,X,O,O,O,O
OIZSTLJ,O,X,O,O,O,X
OIZSTJL,O,X,O,X,X,O
OIZSLTJ,O,X,O,O,O,X
OIZSLJT,O,X,O,O,O,O
OIZSJTL,O,X,X,X,O,O
OIZSJLT,O,X,O,O,O,O
OLTIJSZ,X,O,X,X,X,X
OLTIJZS,O,O,X,O,X,X
OLTISJZ,O,O,X,X,X,X
OLTISZJ,O,X,X,O,X,X
OLTIZJS,O,O,X,O,X,X
OLTIZSJ,O,X,X,O,X,X
OLTJISZ,X,O,X,X,X,X
OLTJIZS,O,O,X,X,X,X
OLTJSIZ,O,O,O,X,X,X
OLTJSZI,O,X,O,X,X,X
OLTJZIS,O,O,X,X,X,X
OLTJZSI,O,X,O,X,X,X
OLTSIJZ,O,O,X,X,X,X
OLTSIZJ,O,X,O,X,X,X
OLTSJIZ,O,O,X,X,X,X
OLTSJZI,O,X,X,X,X,X
OLTSZIJ,O,X,O,X,X,X
OLTSZJI,O,X,O,X,X,X
OLTZIJS,O,O,X,O,X,X
OLTZISJ,O,X,X,O,X,X
OLTZJIS,O,O,X,X,X,X
OLTZJSI,O,X,O,X,X,X
OLTZSIJ,O,X,O,X,X,X
OLTZSJI,O,X,O,X,X,X
OLITJSZ,X,O,X,X,X,X
OLITJZS,O,O,X,O,X,X
OLITSJZ,X,O,X,X,X,X
OLITSZJ,O,X,X,O,X,X
OLITZJS,O,O,X,O,X,X
OLITZSJ,O,X,X,O,X,X
OLIJTSZ,X,O,X,X,X,X
OLIJTZS,X,O,X,O,X,X
OLIJSTZ,X,O,O,X,O,X
OLIJSZT,X,O,O,X,O,X
OLIJZTS,X,O,X,O,X,X
OLIJZST,X,O,O,O,X,X
OLISTJZ,X,O,X,X,O,X
OLISTZJ,X,X,O,O,O,X
OLISJTZ,X,O,X,X,O,X
OLISJZT,X,O,O,X,O,X
OLISZTJ,X,X,O,O,O,X
OLISZJT,X,X,O,O,O,X
OLIZTJS,O,O,X,O,X,X
OLIZTSJ,O,X,X,O,X,X
OLIZJTS,X,O,X,O,X,X
OLIZJST,X,O,O,O,X,X
OLIZSTJ,O,X,O,O,X,X
OLIZSJT,O,X,O,O,X,O
OLJTISZ,X,O,X,X,X,X
OLJTIZS,X,O,X,X,X,X
OLJTSIZ,X,O,O,X,X,X
OLJTSZI,X,X,O,X,X,X
OLJTZIS,X,O,X,X,X,X
OLJTZSI,X,X,O,X,X,X
OLJITSZ,X,O,X,X,X,X
OLJITZS,X,O,X,X,X,X
OLJISTZ,X,O,O,X,O,X
OLJISZT,X,O,O,X,O,X
OLJIZTS,X,O,X,X,X,X
OLJIZST,X,O,O,X,X,X
OLJSTIZ,X,O,O,X,O,X
OLJSTZI,X,X,O,X,O,X
OLJSITZ,X,O,O,X,O,X
OLJSIZT,X,O,O,X,O,X
OLJSZTI,X,X,O,X,O,O
OLJSZIT,X,X,O,X,O,O
OLJZTIS,X,O,X,X,X,X
OLJZTSI,X,X,O,X,X,X
OLJZITS,X,O,X,X,X,X
OLJZIST,X,O,O,X,X,X
OLJZSTI,X,X,O,X,X,O
OLJZSIT,X,X,O,X,X,O
OLSTIJZ,O,O,X,X,O,X
OLSTIZJ,O,X,O,X,O,X
OLSTJIZ,O,O,X,X,O,X
OLSTJZI,O,X,X,X,O,X
OLSTZIJ,O,X,O,X,O,X
OLSTZJI,O,X,O,X,X,X
OLSITJZ,X,O,X,X,O,X
OLSITZJ,X,X,O,X,O,X
OLSIJTZ,X,O,X,X,O,X
OLSIJZT,X,O,O,X,O,X
OLSIZTJ,X,X,O,X,O,X
OLSIZJT,X,X,O,X,O,X
OLSJTIZ,X,O,O,X,O,X
OLSJTZI,O,X,O,X,O,X
OLSJITZ,X,O,O,X,O,X
OLSJIZT,O,O,O,X,O,X
OLSJZTI,O,X,O,X,O,O
OLSJZIT,O,X,O,X,O,O
OLSZTIJ,O,X,O,X,O,X
OLSZTJI,O,X,O,X,X,X
OLSZITJ,O,X,O,X,O,X
OLSZIJT,O,X,O,X,O,O
OLSZJTI,O,X,O,X,O,O
OLSZJIT,O,X,O,X,O,O
OLZTIJS,O,O,X,O,X,X
OLZTISJ,O,X,O,O,X,X
OLZTJIS,O,O,X,X,X,X
OLZTJSI,O,X,O,X,X,X
OLZTSIJ,O,X,O,X,X,X
OLZTSJI,O,X,O,X,X,X
OLZITJS,O,O,X,O,X,X
OLZITSJ,O,X,X,O,X,X
OLZIJTS,X,O,X,O,X,X
OLZIJST,X,O,O,O,X,X
OLZISTJ,O,X,O,O,X,X
OLZISJT,O,X,O,O,X,O
OLZJTIS,X,O,X,X,X,X
OLZJTSI,X,X,O,X,X,X
OLZJITS,X,O,X,O,X,X
OLZJIST,X,O,O,O,X,X
OLZJSTI,X,X,O,X,X,O
OLZJSIT,X,X,O,X,X,O
OLZSTIJ,O,X,O,X,X,X
OLZSTJI,O,X,O,X,X,X
OLZSITJ,O,X,O,X,X,X
OLZSIJT,O,X,O,X,X,O
OLZSJTI,O,X,O,X,X,O
OLZSJIT,O,X,O,X,X,O
OJTILSZ,X,O,X,X,X,X
OJTILZS,O,O,X,O,X,X
OJTISLZ,X,X,X,X,O,X
OJTISZL,X,X,X,X,O,X
OJTIZLS,O,X,X,O,X,X
OJTIZSL,O,X,X,X,X,X
OJTLISZ,X,O,X,X,X,X
OJTLIZS,O,O,X,X,X,X
OJTLSIZ,O,O,O,X,X,X
OJTLSZI,O,X,O,X,X,X
OJTLZIS,O,O,X,X,X,X
OJTLZSI,O,X,O,X,X,X
OJTSILZ,O,X,O,X,O,X
OJTSIZL,O,X,X,X,O,X
OJTSLIZ,O,X,O,X,O,X
OJTSLZI,O,X,O,X,O,X
OJTSZIL,O,X,O,X,O,O
OJTSZLI,O,X,O,X,O,O
OJTZILS,O,X,X,O,X,X
OJTZISL,O,X,X,X,X,X
OJTZLIS,O,X,X,X,X,X
OJTZLSI,O,X,O,X,X,X
OJTZSIL,O,X,O,X,X,O
OJTZSLI,O,X,O,X,X,O
OJITLSZ,X,O,X,X,X,X
OJITLZS,O,O,X,O,X,X
OJITSLZ,X,X,X,X,O,X
OJITSZL,X,X,X,X,O,X
OJITZLS,O,X,X,O,X,X
OJITZSL,O,X,X,X,X,X
OJILTSZ,X,O,X,X,X,X
OJILTZS,X,O,X,O,X,X
OJILSTZ,X,O,O,X,O,X
OJILSZT,X,O,O,X,O,X
OJILZTS,X,O,X,O,X,X
OJILZST,X,O,O,O,X,X
OJISTLZ,X,X,O,X,O,X
OJISTZL,X,X,X,X,O,X
OJISLTZ,X,X,O,X,O,X
OJISLZT,X,X,O,X,O,X
OJISZTL,X,X,O,X,O,O
OJISZLT,X,X,O,X,O,O
OJIZTLS,O,X,X,O,X,X
OJIZTSL,O,X,X,X,X,X
OJIZLTS,X,X,X,O,X,X
OJIZLST,X,X,O,O,X,X
OJIZSTL,O,X,O,X,O,O
OJIZSLT,O,X,O,O,O,O
OJLTISZ,X,O,X,X,X,X
OJLTIZS,X,O,X,X,X,X
OJLTSIZ,X,O,O,X,X,X
OJLTSZI,X,X,O,X,X,X
OJLTZIS,X,O,X,X,X,X
OJLTZSI,X,X,O,X,X,X
OJLITSZ,X,O,X,X,X,X
OJLITZS,X,O,X,X,X,X
OJLISTZ,X,O,O,X,O,X
OJLISZT,X,O,O,X,O,X
OJLIZTS,X,O,X,X,X,X
