sequence,v115@zgB8HeB8HeB8BeB8DeE8EeF8AeC8JeOAJvhF8gBfiB?xdBCjBToBFsB,v115@zgB8HeB8HeB8BeB8DeE8EeF8AeC8JeOAJvhF8gBzcB?5jBaoB3iBFsB,v115@zgB8HeB8HeB8BeB8DeE8EeF8AeC8JeOAJvhF8gBzcB?5jB3iBaoBFsB,v115@zgB8HeB8HeB8BeB8DeE8EeF8AeC8JeKAJvhFzbBfiB?xdBGjBUoBFsB,v115@zgB8HeB8HeB8BeB8DeE8EeF8AeC8Jei7IvhFGeB3gB?RiBUiBToBFsB,v115@zgB8HeB8HeB8BeB8DeE8EeF8AeC8Je2AJvhFRdBSjB?UiB3gBToBFsB,v115@zgB8HeB8HeB8BeB8DeE8EeF8AeC8Jei7IvhFzcBGeB?3gBxnBUoBFsB,v115@zgB8HeB8HeB8BeB8DeE8EeF8AeC8Jem7IvhFfiBxdB?TgBSoBUoBFsB,v115@zgB8HeB8HeB8BeB8DeE8EeF8AeC8Jex7IvhFyhBTgB?3iBcoBGoBFsB,v115@zgB8HeB8HeB8BeB8DeE8EeF8AeC8JeKAJvhFzbBFdB?5jBmnB8nBfsB,v115@zgB8HeB8HeB8BeB8DeE8EeF8AeC8Jex7IvhF0dBTgB?OsBXtB6tBlrB,v115@zgB8HeB8HeB8BeB8DeE8EeF8AeC8Jem7IvhFRdBcjB?TgBXnBStBFsB,v115@zgB8HeB8HeB8BeB8DeE8EeF8AeC8Jez8IvhFGeBigB?/oBRsBcsBlqB,v115@zgB8HeB8HeB8BeB8DeE8EeF8AeC8Je2AJvhFzcBSjB?3gBxnBUoBFsB,v115@zgB8HeB8HeB8BeB8DeE8EeF8AeC8Jei7IvhF5jB3gB?mnB8nBzmBFsB,v115@zgB8HeB8HeB8BeB8DeE8EeF8AeC8Jem7IvhFUdB5jB?TgBlnBaoBfsB,v115@zgB8HeB8HeB8BeB8DeE8EeF8AeC8Jex7IvhF0dB6jB?TgBXnBVtBmrB
LTJZSIO,O,O,X,O,X,O,X,O,X,X,X,O,X,X,X,X,X
LTJZSOI,O,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X
LTJZOIS,X,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X,O
LTJZOSI,O,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X
LTJOISZ,X,X,X,X,X,X,X,O,X,O,X,X,X,O,X,X,X
LTJOIZS,X,O,X,X,X,O,X,X,X,O,X,X,X,O,X,X,O
LTJOSIZ,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,O
LTJOSZI,X,X,X,O,X,O,X,O,X,X,X,X,X,X,X,X,O
LTJOZIS,X,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X,O
LTJOZSI,X,O,X,O,X,O,X,O,X,X,X,X,X,X,X,X,X
LTSIJZO,O,X,X,X,O,X,O,O,X,X,X,X,O,X,X,X,X
LTSIJOZ,X,X,X,O,O,X,O,O,X,X,X,X,X,X,X,X,X
LTSIZJO,O,O,O,O,O,X,O,O,X,X,X,X,O,X,X,X,X
LTSIZOJ,O,O,O,O,X,X,O,O,X,X,X,X,O,X,X,X,O
LTSIOJZ,X,X,X,O,O,X,O,O,X,X,X,X,X,X,X,X,O
LTSIOZJ,O,O,O,O,O,X,O,O,X,X,X,X,X,X,X,X,O
LTSJIZO,O,X,X,X,O,X,O,O,X,X,X,X,O,X,X,X,X
LTSJIOZ,X,X,X,O,O,X,O,O,X,X,X,X,X,X,X,X,X
LTSJZIO,O,X,X,O,X,X,X,O,X,X,X,O,X,X,X,X,X
LTSJZOI,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,O
LTSJOIZ,X,X,X,O,O,X,O,O,X,X,X,X,X,X,X,X,O
LTSJOZI,X,X,X,O,O,X,X,O,X,X,X,X,X,X,X,X,O
LTSZIJO,O,O,O,O,O,X,O,O,X,X,X,O,X,X,X,X,X
LTSZIOJ,O,O,O,O,X,X,O,O,X,X,X,O,X,X,X,X,O
LTSZJIO,O,O,O,O,X,X,X,O,X,X,X,O,X,X,X,X,X
LTSZJOI,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,O
LTSZOIJ,O,O,O,O,O,X,O,O,X,X,X,O,X,X,X,X,O
LTSZOJI,O,O,O,O,O,X,X,O,X,X,X,O,X,X,X,X,O
LTSOIJZ,O,X,X,O,O,X,O,O,X,X,X,X,X,X,X,X,O
LTSOIZJ,O,O,O,O,O,X,O,O,X,X,X,X,X,X,X,X,O
LTSOJIZ,O,X,X,O,O,X,O,O,X,X,X,X,X,X,X,X,O
LTSOJZI,O,X,X,O,O,X,X,O,X,X,X,O,X,X,X,X,O
LTSOZIJ,O,O,O,O,O,X,O,O,X,X,X,O,X,X,X,X,O
LTSOZJI,O,O,O,O,O,X,X,O,X,X,X,O,X,X,X,X,O
LTZIJSO,O,O,O,O,X,O,X,X,X,X,X,O,X,X,X,X,X
LTZIJOS,X,O,O,O,X,O,X,X,X,X,X,O,X,X,X,X,X
LTZISJO,O,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X
LTZISOJ,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LTZIOJS,X,O,O,O,X,O,X,X,X,X,X,O,X,X,X,X,O
LTZIOSJ,X,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,O
LTZJISO,O,O,O,O,X,O,X,X,X,X,X,O,X,X,X,X,X
LTZJIOS,X,O,O,O,X,O,X,X,X,X,X,O,X,X,X,X,X
LTZJSIO,O,O,O,O,X,O,X,O,X,X,X,O,X,X,X,X,X
LTZJSOI,O,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X
LTZJOIS,O,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X,O
LTZJOSI,O,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X
LTZSIJO,O,O,O,O,X,O,X,O,X,X,X,O,X,X,X,X,X
LTZSIOJ,O,O,O,O,X,X,X,O,O,X,X,O,X,X,X,X,O
LTZSJIO,O,O,O,O,X,O,X,O,X,X,X,O,X,X,X,X,X
LTZSJOI,O,O,O,O,X,O,X,X,O,X,X,X,X,X,X,X,O
LTZSOIJ,O,O,O,O,X,X,X,O,O,X,X,O,X,X,X,X,O
LTZSOJI,O,O,O,O,X,X,X,O,O,X,X,O,X,X,X,X,O
LTZOIJS,O,O,O,O,X,O,X,X,X,X,X,O,X,X,X,X,O
LTZOISJ,O,O,O,O,X,O,X,X,O,X,X,X,X,X,X,X,O
LTZOJIS,O,O,O,O,X,O,X,X,X,X,X,O,X,X,X,X,O
LTZOJSI,O,O,O,O,X,O,X,O,X,X,X,O,X,X,X,X,X
LTZOSIJ,O,O,O,O,X,O,X,O,O,X,X,O,X,X,X,X,O
LTZOSJI,O,O,O,O,X,O,X,O,O,X,X,O,X,X,X,X,O
LTOIJSZ,X,X,X,X,O,X,O,O,X,O,X,X,X,O,X,O,X
LTOIJZS,X,O,X,X,X,O,X,X,X,O,X,X,X,O,X,O,O
LTOISJZ,O,X,X,O,O,X,O,O,X,X,X,X,X,O,X,O,O
LTOISZJ,O,O,O,O,O,X,O,O,X,X,X,X,X,X,X,O,O
LTOIZJS,O,O,O,O,X,O,X,X,X,X,X,X,X,O,X,O,O
LTOIZSJ,O,O,O,O,X,O,X,X,O,X,X,X,X,X,X,O,O
LTOJISZ,X,X,X,X,O,X,X,O,X,O,X,X,X,O,X,O,X
LTOJIZS,X,O,X,X,X,O,X,X,X,O,X,X,X,O,X,O,O
LTOJSIZ,O,X,X,O,O,X,X,O,X,X,X,X,X,X,X,X,O
LTOJSZI,O,X,X,O,O,O,X,O,X,X,X,O,X,X,X,X,O
LTOJZIS,O,O,X,O,X,O,X,X,X,X,X,O,X,X,X,X,O
LTOJZSI,O,O,X,O,X,O,X,O,X,X,X,O,X,X,X,X,X
LTOSIJZ,O,X,X,O,O,X,O,O,X,X,X,X,X,X,X,X,O
LTOSIZJ,O,O,O,O,O,X,O,O,X,X,X,X,X,X,X,X,O
LTOSJIZ,O,X,X,O,O,X,O,O,X,X,X,X,X,X,X,X,O
LTOSJZI,O,X,X,O,O,O,X,O,X,X,X,O,X,X,X,X,O
LTOSZIJ,O,O,O,O,O,O,O,O,X,X,X,O,X,X,X,X,O
LTOSZJI,O,O,O,O,O,O,X,O,X,X,X,O,X,X,X,X,O
LTOZIJS,O,O,O,O,X,O,X,X,X,X,X,O,X,X,X,X,O
LTOZISJ,O,O,O,O,X,O,X,X,O,X,X,X,X,X,X,X,O
LTOZJIS,O,O,O,O,X,O,X,X,X,X,X,O,X,X,X,X,O
LTOZJSI,O,O,O,O,X,O,X,O,X,X,X,O,X,X,X,X,X
LTOZSIJ,O,O,O,O,X,O,X,O,O,X,X,O,X,X,X,X,O
LTOZSJI,O,O,O,O,X,O,X,O,O,X,X,O,X,X,X,X,O
LITJSZO,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
LITJSOZ,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
LITJZSO,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
LITJZOS,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
LITJOSZ,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
LITJOZS,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
LITSJZO,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X
LITSJOZ,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LITSZJO,X,O,O,O,X,X,X,X,X,X,X,X,O,X,X,X,X
LITSZOJ,X,O,O,O,X,X,X,X,X,X,X,X,O,X,X,X,X
LITSOJZ,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LITSOZJ,X,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LITZJSO,X,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LITZJOS,X,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LITZSJO,X,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LITZSOJ,X,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LITZOJS,X,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LITZOSJ,X,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LITOJSZ,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,O,X
LITOJZS,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,O,X
LITOSJZ,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,O,X
LITOSZJ,X,O,O,O,X,X,X,X,X,X,X,X,X,X,X,O,X
LITOZJS,X,O,O,O,X,X,X,X,X,X,X,X,X,X,X,O,X
LITOZSJ,X,O,O,O,X,X,X,X,X,X,X,X,X,X,X,O,X
LIJTSZO,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
LIJTSOZ,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
LIJTZSO,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
LIJTZOS,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
LIJTOSZ,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
LIJTOZS,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
LIJSTZO,X,X,X,X,O,X,X,X,X,O,X,X,O,X,O,X,X
LIJSTOZ,X,X,X,X,X,X,X,X,X,O,X,X,X,X,O,X,X
LIJSZTO,X,X,X,X,O,X,X,X,X,O,X,O,O,X,O,X,X
LIJSZOT,X,X,X,X,O,X,X,X,X,O,X,O,O,X,O,X,X
LIJSOTZ,X,X,X,X,X,X,X,X,X,O,X,X,X,X,O,X,X
LIJSOZT,X,X,X,X,O,X,X,X,X,O,X,X,O,X,O,X,X
LIJZTSO,X,X,X,X,X,X,X,X,X,O,X,O,X,X,X,X,X
LIJZTOS,X,O,X,X,X,X,X,X,X,O,X,O,X,X,X,X,X
LIJZSTO,X,X,X,X,X,X,X,X,X,O,X,O,X,X,X,X,X
LIJZSOT,X,O,X,X,X,X,X,X,X,O,X,O,X,X,X,X,X
LIJZOTS,X,O,X,X,X,X,X,X,X,O,X,O,X,X,X,X,X
LIJZOST,X,O,X,X,X,X,X,X,X,O,X,O,X,X,X,X,X
LIJOTSZ,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
LIJOTZS,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
LIJOSTZ,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
LIJOSZT,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
LIJOZTS,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
LIJOZST,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
LISTJZO,X,X,X,X,O,X,X,X,X,X,X,X,O,X,O,X,X
LISTJOZ,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X
LISTZJO,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X
LISTZOJ,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X
LISTOJZ,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LISTOZJ,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LISJTZO,X,X,X,X,O,X,X,X,X,O,X,X,O,X,O,X,X
LISJTOZ,X,X,X,X,X,X,X,X,X,O,X,X,X,X,O,X,X
LISJZTO,X,X,X,X,O,X,X,X,X,O,X,O,O,X,O,X,X
LISJZOT,X,X,X,X,O,X,X,X,X,O,X,O,O,X,O,X,X
LISJOTZ,X,X,X,X,X,X,X,X,X,O,X,X,X,X,O,X,X
LISJOZT,X,X,X,O,O,X,X,X,X,O,X,X,O,X,O,X,X
LISZTJO,X,X,X,X,X,X,X,X,X,X,X,O,O,X,X,X,X
LISZTOJ,X,X,X,O,X,X,X,X,X,X,X,O,O,X,X,X,X
LISZJTO,X,X,X,O,O,X,X,X,X,X,X,O,O,X,O,X,X
LISZJOT,X,O,X,O,O,X,X,X,X,X,X,O,O,X,O,X,X
LISZOTJ,X,X,X,O,X,X,X,X,X,X,X,O,O,X,X,X,X
LISZOJT,X,O,X,O,X,X,X,X,X,X,X,O,O,X,X,X,X
LISOTJZ,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LISOTZJ,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LISOJTZ,X,X,X,X,X,X,X,X,X,O,X,X,X,X,O,X,X
LISOJZT,X,X,X,O,O,X,X,X,X,O,X,O,O,X,O,X,X
LISOZTJ,X,X,X,O,X,X,X,X,X,X,X,O,O,X,X,X,X
LISOZJT,X,O,X,O,X,X,X,X,X,X,X,O,O,X,X,X,X
LIZTJSO,X,O,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X
LIZTJOS,X,O,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X
LIZTSJO,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LIZTSOJ,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LIZTOJS,X,O,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X
LIZTOSJ,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LIZJTSO,X,O,O,X,X,X,X,X,X,O,X,O,X,X,X,X,X
LIZJTOS,X,O,O,X,X,X,X,X,X,O,X,O,X,X,X,X,X
LIZJSTO,X,X,X,O,X,X,X,X,X,O,X,O,X,X,X,X,X
LIZJSOT,X,O,X,O,X,X,X,X,X,O,X,O,X,X,X,X,X
LIZJOTS,X,O,O,X,X,X,X,X,X,O,X,O,X,X,X,X,X
LIZJOST,X,O,X,O,X,X,X,X,X,O,X,O,X,X,X,X,X
LIZSTJO,X,X,X,X,X,X,X,X,X,X,X,O,O,X,X,X,X
LIZSTOJ,X,X,X,O,X,X,X,X,X,X,X,O,O,X,X,X,X
LIZSJTO,X,X,X,O,X,X,X,X,X,X,X,O,O,X,X,X,X
LIZSJOT,X,O,X,O,X,X,X,X,X,X,X,O,O,X,X,X,X
LIZSOTJ,X,X,X,O,X,X,X,X,X,X,X,O,O,X,X,X,X
LIZSOJT,X,O,X,O,X,X,X,X,X,X,X,O,O,X,X,X,X
LIZOTJS,X,O,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X
LIZOTSJ,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LIZOJTS,X,O,O,X,X,X,X,X,X,O,X,O,X,X,X,X,X
LIZOJST,X,O,X,O,X,X,X,X,X,O,X,O,X,X,X,X,X
LIZOSTJ,X,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X
LIZOSJT,X,O,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X
LIOTJSZ,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,O,X
LIOTJZS,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,O,X
LIOTSJZ,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,O,X
LIOTSZJ,X,O,O,O,X,X,X,X,X,X,X,X,X,X,X,O,X
LIOTZJS,X,O,O,O,X,X,X,X,X,X,X,X,X,X,X,O,X
LIOTZSJ,X,O,O,O,X,X,X,X,X,X,X,X,X,X,X,O,X
LIOJTSZ,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,O,X
LIOJTZS,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,O,X
LIOJSTZ,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
LIOJSZT,X,X,X,X,X,X,X,X,X,O,X,O,X,X,X,X,X
LIOJZTS,X,O,X,X,X,X,X,X,X,O,X,O,X,X,X,X,X
LIOJZST,X,O,X,X,X,X,X,X,X,O,X,O,X,X,X,X,X
LIOSTJZ,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LIOSTZJ,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LIOSJTZ,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
LIOSJZT,X,X,X,O,X,X,X,X,X,O,X,O,O,X,X,X,X
LIOSZTJ,X,X,X,O,X,X,X,X,X,X,X,O,O,X,X,X,X
LIOSZJT,X,O,X,O,X,X,X,X,X,X,X,O,O,X,X,X,X
LIOZTJS,X,O,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X
LIOZTSJ,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LIOZJTS,X,O,O,X,X,X,X,X,X,O,X,O,X,X,X,X,X
LIOZJST,X,O,X,O,X,X,X,X,X,O,X,O,X,X,X,X,X
LIOZSTJ,X,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X
LIOZSJT,X,O,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X
LJTISZO,X,X,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X
LJTISOZ,X,X,X,X,X,X,X,O,X,O,X,X,X,O,X,X,X
LJTIZSO,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
LJTIZOS,X,X,X,X,X,X,X,X,X,O,X,X,X,O,X,X,X
LJTIOSZ,X,X,X,X,X,X,X,X,X,O,X,X,X,O,X,X,X
LJTIOZS,X,X,X,X,X,X,X,X,X,O,X,X,X,O,X,X,X
LJTSIZO,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
LJTSIOZ,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X
LJTSZIO,X,X,X,O,X,X,X,O,X,X,X,O,X,X,X,X,X
LJTSZOI,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LJTSOIZ,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X
LJTSOZI,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LJTZISO,X,X,X,O,X,O,X,X,X,X,X,O,X,X,X,X,X
LJTZIOS,X,X,X,O,X,O,X,X,X,X,X,O,X,X,X,X,X
LJTZSIO,X,X,X,O,X,O,X,O,X,X,X,O,X,X,X,X,X
LJTZSOI,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X
LJTZOIS,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X
LJTZOSI,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X
LJTOISZ,X,X,X,X,X,X,X,X,X,O,X,X,X,O,X,X,X
LJTOIZS,X,X,X,X,X,O,X,X,X,O,X,X,X,O,X,X,X
LJTOSIZ,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X
LJTOSZI,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X
LJTOZIS,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X
LJTOZSI,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X
LJITSZO,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
LJITSOZ,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
LJITZSO,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
LJITZOS,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
LJITOSZ,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
LJITOZS,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
LJISTZO,X,X,X,X,X,X,X,X,X,O,X,X,O,X,O,X,X
LJISTOZ,X,X,X,X,X,X,X,X,X,O,X,X,X,X,O,X,X
LJISZTO,X,X,X,X,X,X,X,X,X,O,X,O,O,X,O,X,X
LJISZOT,X,X,X,X,X,X,X,X,X,O,X,O,O,X,O,X,X
LJISOTZ,X,X,X,X,X,X,X,X,X,O,X,X,X,X,O,X,X
LJISOZT,X,X,X,X,X,X,X,X,X,O,X,X,O,X,O,X,X
LJIZTSO,X,X,X,X,X,X,X,X,X,O,X,O,X,X,X,X,X
LJIZTOS,X,O,X,X,X,X,X,X,X,O,X,O,X,X,X,X,X
LJIZSTO,X,X,X,X,X,X,X,X,X,O,X,O,X,X,X,X,X
LJIZSOT,X,O,X,X,X,X,X,X,X,O,X,O,X,X,X,X,X
LJIZOTS,X,O,X,X,X,X,X,X,X,O,X,O,X,X,X,X,X
LJIZOST,X,O,X,X,X,X,X,X,X,O,X,O,X,X,X,X,X
LJIOTSZ,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
LJIOTZS,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
LJIOSTZ,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
LJIOSZT,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
LJIOZTS,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
LJIOZST,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
LJSTIZO,X,X,X,X,X,X,X,X,X,X,X,X,O,X,O,X,X
LJSTIOZ,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X
LJSTZIO,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X
LJSTZOI,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LJSTOIZ,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LJSTOZI,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LJSITZO,X,X,X,X,X,X,X,X,X,O,X,X,O,X,O,X,X
LJSITOZ,X,X,X,X,X,X,X,X,X,O,X,X,X,X,O,X,X
LJSIZTO,X,X,X,X,X,X,X,X,X,O,X,O,O,X,O,X,X
LJSIZOT,X,X,X,X,X,X,X,X,X,O,X,O,O,X,O,X,X
LJSIOTZ,X,X,X,X,X,X,X,X,X,O,X,X,X,X,O,X,X
LJSIOZT,X,X,X,O,X,X,X,X,X,O,X,X,O,X,O,X,X
LJSZTIO,X,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X
LJSZTOI,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LJSZITO,X,X,X,O,X,X,X,X,X,X,X,O,O,X,O,X,X
LJSZIOT,X,X,X,O,X,X,X,X,X,X,X,O,O,X,O,X,X
LJSZOTI,X,X,X,O,X,X,X,X,X,X,O,O,X,X,X,X,X
LJSZOIT,X,X,X,O,X,X,X,X,X,X,O,O,X,X,X,X,X
LJSOTIZ,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
LJSOTZI,X,X,X,X,X,X,X,X,X,X,O,O,X,X,X,X,X
LJSOITZ,X,X,X,X,X,X,X,X,X,O,O,X,X,X,O,X,X
LJSOIZT,X,X,X,O,X,X,X,X,X,O,O,O,O,X,O,X,X
LJSOZTI,X,X,X,O,X,X,X,X,X,X,O,O,X,X,X,X,X
LJSOZIT,X,X,X,O,X,X,X,X,X,X,O,O,X,X,X,X,X
LJZTISO,X,X,X,X,X,O,X,X,X,X,X,O,X,X,X,X,X
LJZTIOS,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X
LJZTSIO,X,X,X,O,X,O,X,X,X,X,X,O,X,X,X,X,X
LJZTSOI,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LJZTOIS,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LJZTOSI,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LJZITSO,X,X,X,X,X,O,X,X,X,O,X,O,X,X,X,X,X
LJZITOS,X,O,X,X,X,X,X,X,X,O,X,O,X,X,X,X,X
LJZISTO,X,X,X,O,X,O,X,X,X,O,X,O,X,X,X,X,X
LJZISOT,X,O,X,O,X,O,X,X,X,O,X,O,X,X,X,X,X
LJZIOTS,X,O,X,X,X,X,X,X,X,O,X,O,X,X,X,X,X
LJZIOST,X,O,X,O,X,O,X,X,X,O,X,O,X,X,X,X,X
LJZSTIO,X,X,X,O,X,O,X,X,X,X,X,O,X,X,X,X,X
LJZSTOI,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LJZSITO,X,X,X,O,X,O,X,X,X,X,X,O,X,X,X,X,X
LJZSIOT,X,O,X,O,X,O,X,X,X,X,X,O,X,X,X,X,X
LJZSOTI,X,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X
LJZSOIT,X,O,X,O,X,O,X,X,X,X,X,O,X,X,X,X,X
LJZOTIS,X,O,X,X,X,O,X,X,X,X,X,O,X,X,X,X,X
LJZOTSI,X,X,X,O,X,O,X,X,X,X,X,O,X,X,X,X,X
LJZOITS,X,O,X,X,X,O,X,X,X,O,X,O,X,X,X,X,X
LJZOIST,X,O,X,O,X,O,X,X,X,O,X,O,X,X,X,X,X
LJZOSTI,X,X,X,O,X,O,X,X,X,X,X,O,X,X,X,X,X
LJZOSIT,X,O,X,O,X,O,X,X,X,X,X,O,X,X,X,X,X
LJOTISZ,X,X,X,X,X,X,X,X,X,O,X,X,X,O,X,X,X
LJOTIZS,X,X,X,X,X,O,X,X,X,O,X,X,X,O,X,X,X
LJOTSIZ,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LJOTSZI,X,X,X,O,X,O,X,X,X,X,X,O,X,X,X,X,X
LJOTZIS,X,X,X,O,X,O,X,X,X,X,X,O,X,X,X,X,X
LJOTZSI,X,X,X,O,X,O,X,X,X,X,X,O,X,X,X,X,X
LJOITSZ,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
LJOITZS,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
LJOISTZ,X,X,X,X,X,X,X,X,X,O,O,X,X,X,X,X,X
LJOISZT,X,X,X,X,X,X,X,X,X,O,O,O,X,X,X,X,X
LJOIZTS,X,O,X,X,X,O,X,X,X,O,X,O,X,X,X,X,X
