sequence,v115@zgB8HeA8FeD8EeF8EeF8DeC8Je08IvhFxdBflBlgBO?rB6qBzrB,v115@zgB8HeA8FeD8EeF8EeF8DeC8JeT7IvhF0cBxdBWlB/?mBlqBywB,v115@zgB8HeA8FeD8EeF8EeF8DeC8Je07IvhFxdBzfBumBX?hBlqBywB,v115@zgB8HeA8FeD8EeF8EeF8DeC8JeT7IvhFxdBflBlhBu?qBirB0rB,v115@zgB8HeA8FeD8EeF8EeF8DeC8Jex9IvhFflB0gBlhB6?qBOrBzrB,v115@zgB8HeA8FeD8EeF8EeF8DeC8Je8/IvhFqgBxdBlhB/?qBOrBzrB,v115@zgB8HeA8FeD8EeF8EeF8DeC8JeT7IvhFxdBflBlhBq?qB2rB0rB,v115@zgB8HeA8FeD8EeF8EeF8DeC8Je8/IvhF+gBxdBlhBy?qBzrBXrB,v115@zgB8HeA8FeD8EeF8EeF8DeC8Je8/IvhFqgBxdBlhB/?qBmrBTrB,v115@zgB8HeA8FeD8EeF8EeF8DeC8JeX7IvhFOhBxdBSlB1?rB0qBzrB,v115@zgB8HeA8FeD8EeF8EeF8DeC8JeX7IvhFxdBUhBFlBa?sBTmBWwB
JTLOISZ,X,O,O,O,X,X,X,X,X,X,X
JTLOIZS,X,O,O,X,X,X,X,X,X,X,X
JTLOSIZ,X,O,O,O,X,X,X,X,X,X,X
JTLOSZI,X,O,O,O,X,X,X,X,X,X,X
JTLOZIS,X,O,O,X,X,X,X,X,X,X,X
JTLOZSI,X,O,O,X,X,X,X,X,X,X,X
JTSILZO,O,O,X,O,X,X,X,X,X,X,X
JTSILOZ,X,O,X,O,X,X,O,X,X,X,X
JTSIZLO,O,O,X,X,O,X,X,X,X,X,O
JTSIZOL,O,O,X,O,O,X,X,X,X,X,X
JTSIOLZ,O,O,X,O,X,X,X,X,X,X,X
JTSIOZL,O,O,O,O,X,X,X,X,X,X,X
JTSLIZO,O,O,X,O,X,X,X,X,X,X,X
JTSLIOZ,X,O,X,O,X,X,O,X,X,X,X
JTSLZIO,O,O,X,O,X,X,X,X,X,X,O
JTSLZOI,O,O,X,O,X,X,X,X,X,X,O
JTSLOIZ,O,O,X,O,X,X,O,X,X,X,X
JTSLOZI,O,O,X,O,X,X,O,X,X,X,X
JTSZILO,O,O,X,X,O,X,X,X,X,X,O
JTSZIOL,O,O,X,O,O,X,X,X,X,X,X
JTSZLIO,O,O,X,X,O,X,X,X,X,X,O
JTSZLOI,O,O,X,X,O,X,X,X,X,X,O
JTSZOIL,O,O,X,O,O,X,X,X,X,X,X
JTSZOLI,O,O,X,O,O,X,X,X,X,X,O
JTSOILZ,O,O,X,O,X,X,X,X,X,X,X
JTSOIZL,O,O,O,O,X,X,X,X,X,X,X
JTSOLIZ,O,O,X,O,X,X,X,X,X,X,X
JTSOLZI,O,O,X,O,X,X,X,X,X,X,X
JTSOZIL,O,O,O,O,X,X,X,X,X,X,X
JTSOZLI,O,O,O,O,X,X,X,X,X,X,O
JTZILSO,X,X,X,X,X,X,X,X,X,X,O
JTZILOS,X,X,X,X,X,X,X,X,X,X,O
JTZISLO,O,O,X,X,X,X,X,X,O,X,O
JTZISOL,O,O,X,O,X,X,X,X,X,X,X
JTZIOLS,X,X,O,X,X,X,X,X,X,X,X
JTZIOSL,X,O,O,X,X,X,X,X,X,X,X
JTZLISO,X,X,X,X,X,X,X,X,X,X,O
JTZLIOS,X,X,X,X,X,X,X,X,X,X,O
JTZLSIO,X,X,X,X,X,X,X,X,X,X,O
JTZLSOI,X,X,X,X,X,X,X,X,X,X,O
JTZLOIS,X,X,X,X,X,X,X,X,X,X,O
JTZLOSI,X,X,X,X,X,X,X,X,X,X,O
JTZSILO,O,O,X,X,X,X,X,X,O,X,O
JTZSIOL,O,O,X,O,X,X,X,X,X,X,X
JTZSLIO,O,O,X,X,X,X,X,X,O,X,O
JTZSLOI,O,O,X,X,X,X,X,X,O,X,O
JTZSOIL,O,O,X,O,X,X,X,X,X,X,X
JTZSOLI,O,O,X,O,X,X,X,X,X,X,O
JTZOILS,X,X,O,X,X,X,X,X,X,X,X
JTZOISL,X,O,O,X,X,X,X,X,X,X,X
JTZOLIS,X,X,O,X,X,X,X,X,X,X,O
JTZOLSI,X,X,O,X,X,X,X,X,X,X,O
JTZOSIL,X,O,O,X,X,X,X,X,X,X,X
JTZOSLI,X,O,O,X,X,X,X,X,X,X,O
JTOILSZ,X,O,O,X,X,X,X,X,X,X,X
JTOILZS,X,O,O,X,X,X,X,O,X,X,X
JTOISLZ,X,O,X,O,X,X,X,X,X,X,X
JTOISZL,X,O,O,O,O,X,X,X,X,X,X
JTOIZLS,X,X,O,X,X,X,X,X,X,X,X
JTOIZSL,X,O,O,X,X,X,X,X,X,X,X
JTOLISZ,X,O,O,X,X,X,X,X,X,X,X
JTOLIZS,X,O,O,X,X,X,X,O,X,X,X
JTOLSIZ,X,O,O,X,X,X,X,X,X,X,X
JTOLSZI,X,O,O,X,X,X,X,X,X,X,X
JTOLZIS,X,O,O,X,X,X,X,O,X,X,X
JTOLZSI,X,O,O,X,X,X,X,O,X,X,X
JTOSILZ,X,O,X,O,X,X,X,X,X,X,X
JTOSIZL,X,O,O,O,O,X,X,X,X,X,X
JTOSLIZ,X,O,X,O,X,X,X,X,X,X,X
JTOSLZI,X,O,X,O,X,X,X,X,X,X,X
JTOSZIL,X,O,O,O,O,X,X,X,X,X,X
JTOSZLI,X,O,O,O,O,X,X,X,X,X,O
JTOZILS,X,X,O,X,X,X,X,X,X,X,X
JTOZISL,X,O,O,X,X,X,X,X,X,X,X
JTOZLIS,X,X,O,X,X,X,X,X,X,X,O
JTOZLSI,X,X,O,X,X,X,X,X,X,X,O
JTOZSIL,X,O,O,X,X,X,X,X,X,X,X
JTOZSLI,X,O,O,X,X,X,X,X,X,X,O
JITLSZO,X,O,X,O,X,X,X,X,X,X,X
JITLSOZ,X,O,O,O,X,X,O,X,X,X,X
JITLZSO,X,O,X,O,X,X,X,X,X,X,X
JITLZOS,X,O,O,X,X,X,X,X,X,X,X
JITLOSZ,X,O,O,O,X,X,X,X,X,X,X
JITLOZS,X,O,O,X,X,X,X,X,X,X,X
JITSLZO,O,O,X,O,X,X,X,X,X,X,X
JITSLOZ,X,O,X,O,X,X,O,X,X,X,X
JITSZLO,O,O,X,X,O,X,X,X,X,X,O
JITSZOL,O,O,X,O,O,X,X,X,X,X,X
JITSOLZ,X,O,X,O,X,X,X,X,X,X,X
JITSOZL,O,O,O,O,X,X,X,X,X,X,X
JITZLSO,X,X,X,X,X,X,X,X,X,X,O
JITZLOS,X,X,X,X,X,X,X,X,X,X,O
JITZSLO,O,O,X,X,X,X,X,X,O,X,O
JITZSOL,O,O,X,O,X,X,X,X,X,X,X
JITZOLS,X,X,O,X,X,X,X,X,X,X,X
JITZOSL,X,O,O,X,X,X,X,X,X,X,X
JITOLSZ,X,O,O,X,X,X,X,X,X,X,X
JITOLZS,X,O,O,X,X,X,X,O,X,X,X
JITOSLZ,X,O,X,O,X,X,X,X,X,X,X
JITOSZL,X,O,O,O,O,X,X,X,X,X,X
JITOZLS,X,X,O,X,X,X,X,X,X,X,X
JITOZSL,X,O,O,X,X,X,X,X,X,X,X
JILTSZO,X,O,X,O,X,X,O,X,X,X,X
JILTSOZ,X,O,O,O,X,X,O,X,X,X,X
JILTZSO,X,O,X,O,X,X,O,X,X,X,X
JILTZOS,X,O,O,X,X,X,X,X,X,X,X
JILTOSZ,X,O,O,O,X,X,O,X,X,X,X
JILTOZS,X,O,O,X,X,X,X,X,X,X,X
JILSTZO,O,O,X,O,X,X,O,X,X,X,X
JILSTOZ,X,O,O,O,X,X,O,X,X,X,X
JILSZTO,O,O,X,O,X,X,O,X,X,O,X
JILSZOT,X,O,X,O,X,X,O,X,X,X,X
JILSOTZ,X,O,O,O,X,X,O,X,X,X,X
JILSOZT,X,O,O,O,X,X,O,X,X,X,X
JILZTSO,X,O,X,O,X,X,O,X,X,O,X
JILZTOS,X,O,O,X,X,X,X,X,X,O,X
JILZSTO,O,O,X,O,X,X,O,X,O,O,X
JILZSOT,X,O,X,O,X,X,O,X,O,X,X
JILZOTS,X,O,O,X,X,X,X,X,X,X,X
JILZOST,X,O,O,X,X,X,X,X,X,X,X
JILOTSZ,X,O,O,O,X,X,O,X,X,X,X
JILOTZS,X,O,O,X,X,X,X,X,X,X,X
JILOSTZ,X,O,O,O,X,X,O,X,X,X,X
JILOSZT,X,O,O,O,X,X,O,X,X,X,X
JILOZTS,X,O,O,X,X,X,X,X,X,X,X
JILOZST,X,O,O,X,X,X,X,X,X,X,X
JISTLZO,O,O,X,O,X,X,X,X,X,X,X
JISTLOZ,X,O,X,O,X,X,O,X,X,X,X
JISTZLO,O,O,X,X,O,X,X,X,X,X,X
JISTZOL,O,O,X,O,O,X,X,X,X,X,X
JISTOLZ,O,O,X,O,X,X,X,X,X,X,X
JISTOZL,O,O,O,O,X,X,X,X,X,X,X
JISLTZO,O,O,X,O,X,X,O,X,X,X,X
JISLTOZ,X,O,O,O,X,X,O,X,X,X,X
JISLZTO,O,O,X,O,X,X,O,X,X,X,X
JISLZOT,X,O,X,O,X,X,O,X,X,X,X
JISLOTZ,X,O,O,O,X,X,O,X,X,X,X
JISLOZT,X,O,O,O,X,X,O,X,X,X,X
JISZTLO,O,X,X,X,O,X,X,X,O,X,X
JISZTOL,O,X,X,O,O,X,X,X,X,X,X
JISZLTO,O,X,X,O,X,X,X,X,O,X,X
JISZLOT,X,X,X,O,X,X,X,X,O,X,X
JISZOTL,O,X,X,O,X,X,X,X,X,X,X
JISZOLT,X,X,X,O,X,X,X,X,O,X,X
JISOTLZ,O,O,X,O,X,X,X,X,X,X,X
JISOTZL,O,O,O,O,O,X,X,X,X,X,X
JISOLTZ,O,O,O,O,X,X,O,X,X,X,X
JISOLZT,O,O,O,O,X,X,O,X,X,X,X
JISOZTL,O,X,O,O,O,X,X,X,X,X,X
JISOZLT,O,X,O,O,X,X,X,X,X,X,X
JIZTLSO,X,X,X,X,X,X,X,X,X,O,X
JIZTLOS,X,X,X,X,X,X,X,X,X,O,X
JIZTSLO,O,O,X,X,X,X,X,X,O,O,X
JIZTSOL,O,O,X,O,X,X,X,X,X,X,X
JIZTOLS,X,X,O,X,X,X,X,X,X,O,X
JIZTOSL,X,O,O,X,X,X,X,X,X,X,X
JIZLTSO,X,O,X,O,X,X,X,X,X,O,X
JIZLTOS,X,O,O,X,X,X,X,X,X,O,X
JIZLSTO,O,O,X,O,X,X,X,X,O,O,X
JIZLSOT,X,O,X,O,X,X,X,X,O,X,X
JIZLOTS,X,O,O,X,X,X,X,X,X,X,X
JIZLOST,X,O,O,X,X,X,X,X,X,X,X
JIZSTLO,O,X,X,X,X,X,X,X,O,X,X
JIZSTOL,O,X,X,O,X,X,X,X,X,X,X
JIZSLTO,O,X,X,O,X,O,X,X,O,X,X
JIZSLOT,X,X,X,O,X,X,X,X,O,X,X
JIZSOTL,O,X,X,O,X,X,X,X,X,X,X
JIZSOLT,X,X,X,O,X,O,X,X,O,X,X
JIZOTLS,X,X,O,X,X,X,X,X,X,X,X
JIZOTSL,O,O,O,X,X,X,X,X,X,X,X
JIZOLTS,X,O,O,X,X,X,X,O,X,X,X
JIZOLST,O,O,O,X,X,X,X,O,X,X,X
JIZOSTL,O,X,O,X,X,X,X,X,X,X,X
JIZOSLT,O,X,O,X,X,O,X,X,O,X,X
JIOTLSZ,X,O,O,X,X,X,X,X,X,X,X
JIOTLZS,X,O,O,X,X,X,X,O,X,X,X
JIOTSLZ,O,O,X,O,X,X,X,X,X,X,X
JIOTSZL,O,O,O,O,O,X,X,X,X,X,X
JIOTZLS,X,X,O,X,X,X,X,X,X,X,X
JIOTZSL,O,O,O,X,X,X,X,X,X,X,X
JIOLTSZ,X,O,O,O,X,X,X,X,X,X,X
JIOLTZS,X,O,O,X,X,X,X,O,X,X,X
JIOLSTZ,O,O,O,O,X,X,X,X,X,X,X
JIOLSZT,O,O,O,O,X,X,X,X,X,X,X
JIOLZTS,X,O,O,X,X,X,X,O,X,X,X
JIOLZST,O,O,O,X,X,X,X,O,X,X,X
JIOSTLZ,O,O,X,O,X,X,X,X,X,X,X
JIOSTZL,O,O,O,O,O,X,X,X,X,X,X
JIOSLTZ,O,O,O,O,X,X,X,X,X,X,X
JIOSLZT,O,O,O,O,X,X,X,X,X,X,X
JIOSZTL,O,X,O,O,O,X,X,X,X,X,X
JIOSZLT,O,X,O,O,X,X,X,X,X,X,X
JIOZTLS,X,X,O,X,X,X,X,X,X,X,X
JIOZTSL,O,O,O,X,X,X,X,X,X,X,X
JIOZLTS,X,O,O,X,X,X,X,O,X,X,X
JIOZLST,O,O,O,X,X,X,X,O,X,X,X
JIOZSTL,O,X,O,X,X,X,X,X,X,X,X
JIOZSLT,O,X,O,X,X,O,X,X,O,X,X
JLTISZO,X,O,X,O,X,X,O,X,X,X,X
JLTISOZ,X,O,O,O,X,X,O,X,X,X,X
JLTIZSO,X,O,X,O,X,X,O,X,X,X,X
JLTIZOS,X,O,O,X,X,X,X,X,X,X,X
JLTIOSZ,X,O,O,O,X,X,O,X,X,X,X
JLTIOZS,X,O,O,X,X,X,X,X,X,X,X
JLTSIZO,X,O,X,O,X,X,O,X,X,X,X
JLTSIOZ,X,O,O,O,X,X,O,X,X,X,X
JLTSZIO,X,O,X,O,X,X,O,X,X,X,O
JLTSZOI,X,O,X,O,X,X,O,X,X,X,O
JLTSOIZ,X,O,O,O,X,X,O,X,X,X,X
JLTSOZI,X,O,O,O,X,X,O,X,X,X,X
JLTZISO,X,O,X,O,X,X,O,X,X,X,O
JLTZIOS,X,O,O,X,X,X,X,O,X,X,O
JLTZSIO,X,O,X,O,X,X,O,X,X,X,O
JLTZSOI,X,O,X,O,X,X,O,O,X,X,O
JLTZOIS,X,O,O,X,X,X,X,O,X,X,O
JLTZOSI,X,O,O,X,X,X,X,O,X,X,O
JLTOISZ,X,O,O,O,X,X,O,X,X,X,X
JLTOIZS,X,O,O,X,X,X,X,X,X,X,X
JLTOSIZ,X,O,O,O,X,X,O,X,X,X,X
JLTOSZI,X,O,O,O,X,X,O,X,X,X,X
JLTOZIS,X,O,O,X,X,X,X,X,X,X,X
JLTOZSI,X,O,O,X,X,X,X,X,X,X,X
JLITSZO,X,O,X,O,X,X,O,X,X,X,X
JLITSOZ,X,O,O,O,X,X,O,X,X,X,X
JLITZSO,X,O,X,O,X,X,O,X,X,X,X
JLITZOS,X,O,O,X,X,X,X,X,X,X,X
JLITOSZ,X,O,O,O,X,X,O,X,X,X,X
JLITOZS,X,O,O,X,X,X,X,X,X,X,X
JLISTZO,O,O,X,O,X,X,O,X,X,X,X
JLISTOZ,X,O,O,O,X,X,O,X,X,X,X
JLISZTO,O,O,X,O,X,X,O,X,X,O,X
JLISZOT,X,O,X,O,X,X,O,X,X,X,X
JLISOTZ,X,O,O,O,X,X,O,X,X,X,X
JLISOZT,X,O,O,O,X,X,O,X,X,X,X
JLIZTSO,X,O,X,O,X,X,O,X,X,O,X
JLIZTOS,X,O,O,X,X,X,X,X,X,O,X
JLIZSTO,O,O,X,O,X,X,O,X,O,O,X
JLIZSOT,X,O,X,O,X,X,O,X,O,X,X
JLIZOTS,X,O,O,X,X,X,X,X,X,X,X
JLIZOST,X,O,O,X,X,X,X,X,X,X,X
JLIOTSZ,X,O,O,O,X,X,O,X,X,X,X
JLIOTZS,X,O,O,X,X,X,X,X,X,X,X
JLIOSTZ,X,O,O,O,X,X,O,X,X,X,X
JLIOSZT,X,O,O,O,X,X,O,X,X,X,X
JLIOZTS,X,O,O,X,X,X,X,X,X,X,X
JLIOZST,X,O,O,X,X,X,X,X,X,X,X
JLSTIZO,O,O,X,O,X,X,O,X,X,X,X
JLSTIOZ,X,O,O,O,X,X,O,X,X,X,X
JLSTZIO,O,O,X,O,X,X,O,X,X,X,X
JLSTZOI,O,O,X,O,X,X,O,X,X,X,X
JLSTOIZ,O,O,O,O,X,X,O,X,X,X,X
JLSTOZI,O,O,O,O,X,X,O,X,X,X,X
JLSITZO,O,O,X,O,X,X,O,X,X,X,X
JLSITOZ,X,O,O,O,X,X,O,X,X,X,X
JLSIZTO,O,O,X,O,X,X,O,X,X,O,X
JLSIZOT,X,O,X,O,X,X,O,X,X,X,X
JLSIOTZ,X,O,O,O,X,X,O,X,X,X,X
JLSIOZT,X,O,O,O,X,X,O,X,X,X,X
JLSZTIO,O,O,X,O,X,X,O,X,X,O,X
JLSZTOI,O,O,X,O,X,X,O,X,X,O,X
JLSZITO,O,O,X,O,X,X,O,X,X,O,X
JLSZIOT,X,O,X,O,X,X,O,X,X,X,X
JLSZOTI,X,O,X,O,X,X,O,X,X,X,X
JLSZOIT,X,O,X,O,X,X,O,X,X,X,X
JLSOTIZ,X,O,O,O,X,X,O,X,X,X,X
JLSOTZI,X,O,O,O,X,X,O,X,X,X,X
JLSOITZ,X,O,O,O,X,X,O,X,X,X,X
JLSOIZT,X,O,O,O,X,X,O,X,X,X,X
JLSOZTI,X,O,O,O,X,X,O,X,X,X,X
JLSOZIT,X,O,O,O,X,X,O,X,X,X,X
JLZTISO,X,O,X,O,X,X,O,X,X,O,X
JLZTIOS,X,O,O,X,X,X,X,O,X,O,X
JLZTSIO,X,O,X,O,X,X,O,X,X,O,X
JLZTSOI,X,O,X,O,X,X,O,O,X,O,X
JLZTOIS,X,O,O,X,X,X,X,O,X,O,X
JLZTOSI,X,O,O,X,X,X,X,O,X,O,X
JLZITSO,X,O,X,O,X,X,O,X,X,O,X
JLZITOS,X,O,O,X,X,X,X,O,X,O,X
JLZISTO,O,O,X,O,X,X,O,X,O,O,X
JLZISOT,X,O,X,O,X,X,O,X,O,X,X
JLZIOTS,X,O,O,X,X,X,X,X,X,X,X
JLZIOST,X,O,O,X,X,X,X,X,X,X,X
JLZSTIO,O,O,X,O,X,X,O,X,O,O,X
JLZSTOI,O,O,X,O,X,X,O,O,O,O,X
JLZSITO,O,O,X,O,X,X,O,X,O,O,X
JLZSIOT,X,O,X,O,X,X,O,X,O,X,X
JLZSOTI,X,O,X,O,X,X,O,X,O,X,X
JLZSOIT,X,O,X,O,X,X,O,X,O,X,X
JLZOTIS,X,O,O,X,X,X,X,O,X,X,X
JLZOTSI,X,O,O,X,X,X,X,O,X,X,X
JLZOITS,X,O,O,X,X,X,X,X,X,X,X
JLZOIST,X,O,O,X,X,X,X,X,X,X,X
JLZOSTI,X,O,O,X,X,X,X,X,X,X,X
JLZOSIT,X,O,O,X,X,X,X,X,X,X,X
JLOTISZ,X,O,O,O,X,X,O,X,X,X,X
JLOTIZS,X,O,O,X,X,X,X,X,X,X,X
JLOTSIZ,X,O,O,O,X,X,O,X,X,X,X
JLOTSZI,X,O,O,O,X,X,O,X,X,X,X
JLOTZIS,X,O,O,X,X,X,X,X,X,X,X
JLOTZSI,X,O,O,X,X,X,X,X,X,X,X
JLOITSZ,X,O,O,O,X,X,O,X,X,X,X
JLOITZS,X,O,O,X,X,X,X,X,X,X,X
JLOISTZ,X,O,O,O,X,X,O,X,X,X,X
JLOISZT,X,O,O,O,X,X,O,X,X,X,X
JLOIZTS,X,O,O,X,X,X,X,X,X,X,X
JLOIZST,X,O,O,X,X,X,X,X,X,X,X
JLOSTIZ,X,O,O,O,X,X,O,X,X,X,X
JLOSTZI,X,O,O,O,X,X,O,X,X,X,X
JLOSITZ,X,O,O,O,X,X,O,X,X,X,X
JLOSIZT,X,O,O,O,X,X,O,X,X,X,X
JLOSZTI,X,O,O,O,X,X,O,X,X,X,X
JLOSZIT,X,O,O,O,X,X,O,X,X,X,X
JLOZTIS,X,O,O,X,X,X,X,X,X,X,X
JLOZTSI,X,O,O,X,X,X,X,X,X,X,X
JLOZITS,X,O,O,X,X,X,X,X,X,X,X
JLOZIST,X,O,O,X,X,X,X,X,X,X,X
JLOZSTI,X,O,O,X,X,X,X,X,X,X,X
JLOZSIT,X,O,O,X,X,X,X,X,X,X,X
JSTILZO,O,O,X,O,X,X,X,X,X,X,X
JSTILOZ,X,O,X,O,X,X,O,X,X,X,X
JSTIZLO,O,O,X,X,O,X,X,X,X,X,O
JSTIZOL,O,O,X,O,O,X,X,X,X,X,X
JSTIOLZ,O,O,X,O,X,X,X,X,X,X,X
JSTIOZL,O,O,O,O,X,X,X,X,X,X,X
JSTLIZO,O,O,X,O,X,X,X,X,X,X,X
JSTLIOZ,X,O,X,O,X,X,O,X,X,X,X
JSTLZIO,O,O,X,O,X,X,X,X,X,X,O
JSTLZOI,O,O,X,O,X,X,X,X,X,X,O
JSTLOIZ,O,O,X,O,X,X,O,X,X,X,X
JSTLOZI,O,O,X,O,X,X,O,X,X,X,X
JSTZILO,O,O,X,X,O,X,X,X,X,X,O
JSTZIOL,O,O,X,O,O,X,X,X,X,X,X
JSTZLIO,O,O,X,X,O,X,X,X,X,X,O
JSTZLOI,O,O,X,X,O,X,X,X,X,X,O
JSTZOIL,O,O,X,O,O,X,X,X,X,X,X
JSTZOLI,O,O,X,O,O,X,X,X,X,X,O
JSTOILZ,O,O,X,O,X,X,X,X,X,X,X
JSTOIZL,O,O,O,O,X,X,X,X,X,X,X
JSTOLIZ,O,O,X,O,X,X,X,X,X,X,X
JSTOLZI,O,O,X,O,X,X,X,X,X,X,X
JSTOZIL,O,O,O,O,X,X,X,X,X,X,X
JSTOZLI,O,O,O,O,X,X,X,X,X,X,O
JSITLZO,O,O,X,O,X,X,X,X,X,X,X
JSITLOZ,X,O,X,O,X,X,O,X,X,X,X
JSITZLO,O,O,X,X,O,X,X,X,X,X,X
JSITZOL,O,O,X,O,O,X,X,X,X,X,X
JSITOLZ,O,O,X,O,X,X,X,X,X,X,X
JSITOZL,O,O,O,O,X,X,X,X,X,X,X
JSILTZO,O,O,X,O,X,X,O,X,X,X,X
JSILTOZ,X,O,O,O,X,X,O,X,X,X,X
JSILZTO,O,O,X,O,X,X,O,X,X,X,X
JSILZOT,X,O,X,O,X,X,O,X,X,X,X
JSILOTZ,X,O,O,O,X,X,O,X,X,X,X
JSILOZT,X,O,O,O,X,X,O,X,X,X,X
JSIZTLO,O,X,X,X,O,X,X,X,O,X,X
JSIZTOL,O,X,X,O,O,X,X,X,X,X,X
JSIZLTO,O,X,X,O,X,X,X,X,O,X,X
JSIZLOT,X,X,X,O,X,X,X,X,O,X,X
JSIZOTL,O,X,X,O,X,X,X,X,X,X,X
JSIZOLT,X,X,X,O,X,X,X,X,O,X,X
JSIOTLZ,O,O,X,O,X,X,X,X,X,X,X
JSIOTZL,O,O,O,O,O,X,X,X,X,X,X
JSIOLTZ,O,O,O,O,X,X,O,X,X,X,X
JSIOLZT,O,O,O,O,X,X,O,X,X,X,X
JSIOZTL,O,X,O,O,O,X,X,X,X,X,X
JSIOZLT,O,X,O,O,X,X,X,X,X,X,X
JSLTIZO,O,O,X,O,X,X,O,X,X,X,X
JSLTIOZ,X,O,O,O,X,X,O,X,X,X,X
JSLTZIO,O,O,X,O,X,X,O,X,X,X,X
JSLTZOI,O,O,X,O,X,X,O,X,X,X,X
JSLTOIZ,O,O,O,O,X,X,O,X,X,X,X
JSLTOZI,O,O,O,O,X,X,O,X,X,X,X
JSLITZO,O,O,X,O,X,X,O,X,X,X,X
JSLITOZ,X,O,O,O,X,X,O,X,X,X,X
JSLIZTO,O,O,X,O,X,X,O,X,X,X,X
JSLIZOT,X,O,X,O,X,X,O,X,X,X,X
JSLIOTZ,X,O,O,O,X,X,O,X,X,X,X
JSLIOZT,X,O,O,O,X,X,O,X,X,X,X
JSLZTIO,O,O,X,O,X,X,O,X,X,X,X
JSLZTOI,O,O,X,O,X,X,O,X,X,X,X
JSLZITO,O,O,X,O,X,X,O,X,X,X,X
JSLZIOT,X,O,X,O,X,X,O,X,X,X,X
JSLZOTI,X,O,X,O,X,X,O,X,X,X,X
JSLZOIT,X,O,X,O,X,X,O,X,X,X,X
JSLOTIZ,X,O,O,O,X,X,O,X,X,X,X
JSLOTZI,X,O,O,O,X,X,O,X,X,X,X
JSLOITZ,X,O,O,O,X,X,O,X,X,X,X
JSLOIZT,X,O,O,O,X,X,O,X,X,X,X
JSLOZTI,X,O,O,O,X,X,O,X,X,X,X
JSLOZIT,X,O,O,O,X,X,O,X,X,X,X
JSZTILO,O,X,X,X,O,X,X,X,O,X,X
JSZTIOL,O,X,X,O,O,X,X,X,X,X,X
JSZTLIO,O,X,X,X,O,X,X,X,O,X,X
JSZTLOI,O,X,X,X,O,X,X,X,O,X,X
JSZTOIL,O,X,X,O,O,X,X,X,X,X,X
JSZTOLI,O,X,X,O,O,X,X,X,X,X,X
JSZITLO,O,X,X,X,O,X,X,X,O,X,X
JSZITOL,O,X,X,O,O,X,X,X,X,X,X
JSZILTO,O,X,X,O,X,X,X,X,O,X,X
JSZILOT,X,X,X,O,X,X,X,X,O,X,X
JSZIOTL,O,X,X,O,X,X,X,X,X,X,X
JSZIOLT,X,X,X,O,X,X,X,X,O,X,X
JSZLTIO,O,X,X,O,X,X,X,X,O,X,X
JSZLTOI,O,X,X,O,X,X,X,X,O,X,X
JSZLITO,O,X,X,O,X,X,X,X,O,X,X
JSZLIOT,X,X,X,O,X,X,X,X,O,X,X
JSZLOTI,X,X,X,O,X,X,X,X,O,X,X
JSZLOIT,X,X,X,O,X,X,X,X,O,X,X
JSZOTIL,O,X,X,O,X,X,X,X,X,X,X
JSZOTLI,O,X,X,O,X,X,X,X,X,X,X
JSZOITL,O,X,X,O,X,X,X,X,X,X,X
JSZOILT,X,X,X,O,X,X,X,X,O,X,X
JSZOLTI,X,X,X,O,X,X,X,X,O,X,X
JSZOLIT,X,X,X,O,X,X,X,X,O,X,X
JSOTILZ,O,O,X,O,X,X,X,X,X,X,X
JSOTIZL,O,O,O,O,O,X,X,X,X,X,X
JSOTLIZ,O,O,X,O,X,X,X,X,X,X,X
JSOTLZI,O,O,X,O,X,X,X,X,X,X,X
JSOTZIL,O,O,O,O,O,X,X,X,X,X,X
JSOTZLI,O,O,O,O,O,X,X,X,X,X,X
JSOITLZ,O,O,X,O,X,X,X,X,X,X,X
JSOITZL,O,O,O,O,O,X,X,X,X,X,X
JSOILTZ,O,O,O,O,X,X,O,X,X,X,X
JSOILZT,O,O,O,O,X,X,O,X,X,X,X
JSOIZTL,O,X,O,O,O,X,X,X,X,X,X
JSOIZLT,O,X,O,O,X,X,X,X,X,X,X
JSOLTIZ,O,O,O,O,X,X,O,X,X,X,X
JSOLTZI,O,O,O,O,X,X,O,X,X,X,X
JSOLITZ,O,O,O,O,X,X,O,X,X,X,X
JSOLIZT,O,O,O,O,X,X,O,X,X,X,X
JSOLZTI,O,O,O,O,X,X,O,X,X,X,X
JSOLZIT,O,O,O,O,X,X,O,X,X,X,X
JSOZTIL,O,X,O,O,O,X,X,X,X,X,X
JSOZTLI,O,X,X,O,O,X,X,X,X,X,X
JSOZITL,O,X,O,O,O,X,X,X,X,X,X
JSOZILT,O,X,O,O,X,X,X,X,X,X,X
JSOZLTI,O,X,X,O,X,X,X,X,X,X,X
JSOZLIT,O,X,O,O,X,X,X,X,X,X,X
JZTILSO,X,X,X,X,X,X,X,X,X,O,O
JZTILOS,X,X,X,X,X,X,X,X,X,O,O
JZTISLO,O,O,X,X,X,X,X,X,O,O,O
JZTISOL,O,O,X,O,X,X,X,X,X,X,X
JZTIOLS,X,X,O,X,X,X,X,X,X,O,X
JZTIOSL,X,O,O,X,X,X,X,X,X,X,X
JZTLISO,X,X,X,X,X,X,X,X,X,O,O
JZTLIOS,X,X,X,X,X,X,X,X,X,O,O
JZTLSIO,X,X,X,X,X,X,X,X,X,O,O
JZTLSOI,X,X,X,X,X,X,X,X,X,O,O
JZTLOIS,X,X,X,X,X,X,X,X,X,O,O
