sequence,v115@3gC8GeC8FeD8BeA8CeC8CeB8BeD8AeB8JeZ/IvhFuf?BcgBCeBXjBzpBlsB,v115@3gC8GeC8FeD8BeA8CeC8CeB8BeD8AeB8JeZ/IvhFCb?BuiBcjBXgBzpBlsB,v115@3gC8GeC8FeD8BeA8CeC8CeB8BeD8AeB8Jex6IvhFCe?BTfBOlBXjB0pBlsB,v115@3gC8GeC8FeD8BeA8CeC8CeB8BeD8AeB8JeSDJvhFxf?BXgBziB2pBlsB0pB,v115@3gC8GeC8FeD8BeA8CeC8CeB8BeD8AeB8JeZ/IvhFcg?BqiBTeBfqBlsBupB,v115@3gC8GeC8FeD8BeA8CeC8CeB8BeD8AeB8Jex6IvhFqi?BTeBXgB2pBlsB0pB,v115@3gC8GeC8FeD8BeA8CeC8CeB8BeD8AeB8JecAJvhFTe?BOkBfqBysB5nBlpB,v115@3gC8GeC8FeD8BeA8CeC8CeB8BeD8AeB8JeSDJvhFxf?B0fBziB2pBlsBXqB,v115@3gC8GeC8FeD8BeA8CeC8CeB8BeD8AeB8JeC+IvhFxf?BXjBTfBOlB0pBlsB,v115@3gC8GeC8FeD8BeA8CeC8CeB8BeD8AeB8Jel6IvhFcg?BTeBysBmpB5nB/pB,v115@3gC8GeC8FeD8BeA8CeC8CeB8BeD8AeB8Jex6IvhFCe?BOlBXjBTkBlsB0pB,v115@3gC8GeC8FeD8BeA8CeC8CeB8BeD8AeB8JeSDJvhFxf?B0fBziB/pBOqBlsB,v115@3gC8GeC8FeD8BeA8CeC8CeB8BeD8AeB8Jex6IvhFqi?BTeB0fB2pBlsBXqB,v115@3gC8GeC8FeD8BeA8CeC8CeB8BeD8AeB8Jex6IvhFui?BcjBTfBypBlsBXqB,v115@3gC8GeC8FeD8BeA8CeC8CeB8BeD8AeB8JeuCJvhFcj?BxfBTfBypBlsBXqB,v115@3gC8GeC8FeD8BeA8CeC8CeB8BeD8AeB8JeG+IvhFxf?BziBikBXlBlsB0pB,v115@3gC8GeC8FeD8BeA8CeC8CeB8BeD8AeB8Jex6IvhFOl?BTkB3nBFoB0pBCtB
LIJOTSZ,X,X,X,O,X,X,X,O,X,O,X,X,X,X,X,X,X
LIJOTZS,X,X,X,O,X,X,X,O,X,O,X,X,X,X,X,X,X
LIJOSTZ,X,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X
LIJOSZT,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
LIJOZTS,X,X,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X
LIJOZST,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
LISTJZO,X,O,X,O,O,X,X,O,O,X,X,O,X,X,X,X,X
LISTJOZ,X,X,X,O,O,X,X,O,X,X,X,O,X,X,X,X,X
LISTZJO,O,O,X,O,O,X,X,X,O,X,X,O,X,X,O,X,X
LISTZOJ,X,O,X,O,O,X,X,X,O,X,X,O,X,X,X,X,X
LISTOJZ,X,X,X,O,O,X,X,O,X,X,X,O,X,X,X,O,X
LISTOZJ,O,O,X,O,O,X,X,X,X,X,X,O,X,X,X,X,X
LISJTZO,X,O,X,O,X,X,O,O,O,X,X,O,X,X,X,X,X
LISJTOZ,X,X,X,O,X,X,O,O,X,X,X,O,X,X,X,X,X
LISJZTO,O,O,X,O,X,X,O,O,O,X,X,O,X,X,X,X,X
LISJZOT,O,O,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X
LISJOTZ,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X
LISJOZT,O,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X
LISZTJO,O,O,X,O,O,X,X,X,O,X,X,O,X,X,X,X,X
LISZTOJ,X,O,X,O,O,X,X,X,O,X,X,O,X,X,X,X,X
LISZJTO,O,O,X,O,X,X,O,X,O,X,X,O,X,X,X,X,X
LISZJOT,O,O,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X
LISZOTJ,O,X,X,X,X,X,X,X,O,X,X,O,X,X,X,X,X
LISZOJT,O,O,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X
LISOTJZ,X,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X
LISOTZJ,O,O,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X
LISOJTZ,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X
LISOJZT,O,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X
LISOZTJ,O,X,X,X,X,X,X,X,O,X,X,O,X,X,X,X,X
LISOZJT,O,O,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X
LIZTJSO,O,X,X,O,X,X,X,O,X,X,X,X,X,X,O,X,X
LIZTJOS,X,X,X,O,X,X,X,O,X,X,X,X,X,X,O,X,X
LIZTSJO,O,X,X,O,X,X,X,X,X,X,X,O,X,X,O,X,X
LIZTSOJ,O,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X
LIZTOJS,X,X,X,O,X,X,X,O,X,X,X,X,X,X,O,O,X
LIZTOSJ,X,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X
LIZJTSO,O,X,X,O,X,X,X,O,X,O,X,X,X,X,X,X,X
LIZJTOS,X,X,X,O,X,X,X,O,X,O,X,X,X,X,X,X,X
LIZJSTO,O,O,X,O,X,X,X,O,X,O,X,X,X,X,X,X,X
LIZJSOT,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
LIZJOTS,X,X,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X
LIZJOST,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
LIZSTJO,O,O,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X
LIZSTOJ,X,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X
LIZSJTO,O,O,X,O,X,X,O,X,X,X,X,O,X,X,X,X,X
LIZSJOT,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
LIZSOTJ,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X
LIZSOJT,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
LIZOTJS,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LIZOTSJ,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LIZOJTS,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
LIZOJST,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
LIZOSTJ,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LIZOSJT,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
LIOTJSZ,X,X,X,O,X,X,X,O,X,X,X,O,X,X,X,O,X
LIOTJZS,X,X,X,O,X,X,X,O,X,X,X,X,X,O,X,O,X
LIOTSJZ,O,O,X,O,X,X,X,O,X,X,X,O,X,X,X,O,X
LIOTSZJ,O,O,X,O,X,X,X,X,X,X,X,O,X,O,X,X,X
LIOTZJS,O,O,X,O,X,X,X,O,X,X,X,X,X,O,O,O,X
LIOTZSJ,O,O,X,O,X,X,X,X,X,X,X,O,X,O,X,X,X
LIOJTSZ,X,X,X,O,X,X,X,O,X,O,X,X,X,X,X,X,X
LIOJTZS,X,X,X,O,X,X,X,O,X,O,X,X,X,O,X,X,X
LIOJSTZ,X,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X
LIOJSZT,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
LIOJZTS,X,X,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X
LIOJZST,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
LIOSTJZ,X,O,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X
LIOSTZJ,O,O,X,O,X,X,X,X,X,X,X,O,X,O,X,X,X
LIOSJTZ,X,O,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X
LIOSJZT,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
LIOSZTJ,O,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X
LIOSZJT,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
LIOZTJS,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X
LIOZTSJ,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X
LIOZJTS,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
LIOZJST,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
LIOZSTJ,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LIOZSJT,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
LJTISZO,X,X,O,O,X,O,X,O,X,O,O,X,X,X,X,X,X
LJTISOZ,X,X,O,O,X,O,X,O,X,O,O,X,X,X,X,X,X
LJTIZSO,X,X,X,O,X,X,X,O,X,O,X,X,O,X,O,X,X
LJTIZOS,X,X,X,O,X,X,X,O,X,O,X,X,O,X,O,X,X
LJTIOSZ,X,X,X,O,X,O,X,O,X,O,X,X,X,X,X,O,X
LJTIOZS,X,X,X,O,X,X,X,O,X,O,X,X,O,X,X,O,X
LJTSIZO,X,X,O,O,X,O,X,O,X,O,O,X,X,X,X,X,X
LJTSIOZ,X,X,O,O,X,O,X,O,X,O,O,X,X,X,X,X,X
LJTSZIO,X,X,O,X,X,O,X,X,X,O,O,X,O,X,X,X,X
LJTSZOI,X,X,O,X,X,O,X,X,X,O,O,X,O,X,X,X,X
LJTSOIZ,X,X,O,X,X,O,X,X,X,O,O,X,X,X,X,X,X
LJTSOZI,X,X,O,X,X,O,X,X,X,O,O,X,O,X,X,X,X
LJTZISO,X,X,O,O,X,X,X,O,X,O,X,X,O,X,O,X,X
LJTZIOS,X,X,X,O,X,X,X,O,X,O,X,X,O,O,O,X,X
LJTZSIO,X,X,O,X,X,O,X,X,X,O,X,X,O,X,O,X,X
LJTZSOI,X,X,O,X,X,O,X,X,X,O,X,X,O,O,X,X,X
LJTZOIS,X,X,O,X,X,X,X,X,X,O,X,X,O,O,O,X,X
LJTZOSI,X,X,O,X,X,O,X,X,X,O,X,X,O,O,X,X,X
LJTOISZ,X,X,X,O,X,O,X,O,X,O,O,X,X,X,X,O,X
LJTOIZS,X,X,X,O,X,X,X,O,X,O,X,X,O,O,X,O,X
LJTOSIZ,X,X,X,X,X,O,X,X,X,O,O,X,X,X,X,O,X
LJTOSZI,X,X,X,X,X,O,X,X,X,O,O,X,O,X,X,X,X
LJTOZIS,X,X,X,X,X,X,X,X,X,O,X,X,O,O,X,O,X
LJTOZSI,X,X,X,X,X,O,X,X,X,O,X,X,O,O,X,X,X
LJITSZO,X,X,O,O,X,X,X,O,X,O,O,O,X,X,X,X,X
LJITSOZ,X,X,O,O,X,X,X,O,X,O,O,O,X,X,X,X,X
LJITZSO,X,X,X,O,X,X,X,O,X,O,X,X,X,X,O,X,X
LJITZOS,X,X,X,O,X,X,X,O,X,O,X,X,X,X,O,X,X
LJITOSZ,X,X,X,O,X,X,X,O,X,O,X,O,X,X,X,O,X
LJITOZS,X,X,X,O,X,X,X,O,X,O,X,X,X,X,X,O,X
LJISTZO,X,X,O,O,X,X,X,O,X,O,X,O,X,X,X,X,X
LJISTOZ,X,X,X,O,X,X,X,O,X,O,X,O,X,X,X,X,X
LJISZTO,X,X,O,O,X,X,X,O,X,O,X,O,X,X,X,X,X
LJISZOT,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X
LJISOTZ,X,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X
LJISOZT,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X
LJIZTSO,X,X,X,O,X,X,X,O,X,O,X,X,X,X,X,X,X
LJIZTOS,X,X,X,O,X,X,X,O,X,O,X,X,X,X,X,X,X
LJIZSTO,X,X,X,O,X,X,X,O,X,O,X,X,X,X,X,X,X
LJIZSOT,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
LJIZOTS,X,X,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X
LJIZOST,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
LJIOTSZ,X,X,X,O,X,X,X,O,X,O,X,X,X,X,X,X,X
LJIOTZS,X,X,X,O,X,X,X,O,X,O,X,X,X,X,X,X,X
LJIOSTZ,X,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X
LJIOSZT,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
LJIOZTS,X,X,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X
LJIOZST,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
LJSTIZO,X,X,O,X,X,O,O,X,X,O,X,X,X,X,X,X,X
LJSTIOZ,X,X,X,X,X,O,O,X,X,O,X,X,X,X,X,X,X
LJSTZIO,X,X,O,X,X,O,O,X,X,O,X,X,X,X,X,X,X
LJSTZOI,X,X,O,X,X,O,O,X,X,O,X,X,X,X,X,X,X
LJSTOIZ,X,X,X,X,X,O,O,X,X,O,X,X,X,X,X,X,X
LJSTOZI,X,X,X,X,X,O,O,X,X,O,X,X,X,X,X,X,X
LJSITZO,X,X,O,O,X,O,O,O,X,O,X,O,X,X,X,X,X
LJSITOZ,X,X,X,O,X,O,O,O,X,O,X,O,X,X,X,X,X
LJSIZTO,X,X,O,O,X,X,O,O,X,O,X,O,X,X,X,X,X
LJSIZOT,X,X,O,X,X,X,O,X,X,O,X,X,X,X,X,X,X
LJSIOTZ,X,X,X,O,X,X,O,X,X,O,X,X,X,X,X,X,X
LJSIOZT,X,X,O,X,X,X,O,X,X,O,X,X,X,X,X,X,X
LJSZTIO,X,X,O,X,X,X,O,X,X,O,X,X,X,X,X,X,X
LJSZTOI,X,X,O,X,X,X,O,X,X,O,X,X,X,X,X,X,X
LJSZITO,X,X,O,X,X,X,O,X,X,O,X,X,X,X,X,X,X
LJSZIOT,X,X,O,X,X,X,O,X,X,O,X,X,X,X,X,X,X
LJSZOTI,X,X,O,X,X,X,O,X,X,O,X,X,X,X,X,X,X
LJSZOIT,X,X,O,X,X,X,O,X,X,O,X,X,X,X,X,X,X
LJSOTIZ,X,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X
LJSOTZI,X,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X,O
LJSOITZ,X,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X
LJSOIZT,X,X,O,X,X,X,O,X,X,O,X,X,X,X,X,X,X
LJSOZTI,X,X,O,X,X,X,O,X,X,O,X,X,X,X,X,X,X
LJSOZIT,X,X,O,X,X,X,O,X,X,O,X,X,X,X,X,X,X
LJZTISO,X,X,O,X,X,X,X,X,X,O,X,X,O,X,X,X,X
LJZTIOS,X,X,X,X,X,X,X,X,X,O,X,X,O,X,X,X,X
LJZTSIO,X,X,O,X,X,X,X,X,X,O,X,X,O,X,X,X,X
LJZTSOI,X,X,O,X,X,X,X,X,X,O,X,X,O,X,X,X,X
LJZTOIS,X,X,O,X,X,X,X,X,X,O,X,X,O,X,X,X,X
LJZTOSI,X,X,O,X,X,X,X,X,X,O,X,X,O,X,X,X,X
LJZITSO,X,X,O,O,X,X,X,O,X,O,X,X,O,X,X,X,X
LJZITOS,X,X,X,O,X,X,X,O,X,O,X,X,O,X,X,X,X
LJZISTO,X,X,O,O,X,X,X,O,X,O,X,X,X,X,X,X,X
LJZISOT,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X
LJZIOTS,X,X,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X
LJZIOST,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
LJZSTIO,X,X,O,X,X,X,O,X,X,O,X,X,X,X,X,X,X
LJZSTOI,X,X,O,X,X,X,O,X,X,O,X,X,X,X,X,X,X
LJZSITO,X,X,O,X,X,X,O,X,X,O,X,X,X,X,X,X,X
LJZSIOT,X,X,O,X,X,X,O,X,X,O,X,X,X,X,X,X,X
LJZSOTI,X,X,O,X,X,X,O,X,X,O,X,X,X,X,X,X,X
LJZSOIT,X,X,O,X,X,X,O,X,X,O,X,X,X,X,X,X,X
LJZOTIS,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X
LJZOTSI,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X
LJZOITS,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X
LJZOIST,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X
LJZOSTI,X,X,O,X,X,X,O,X,X,O,X,X,X,X,X,X,X
LJZOSIT,X,X,O,X,X,X,O,X,X,O,X,X,X,X,X,X,X
LJOTISZ,X,X,X,X,X,X,X,X,X,O,O,X,X,X,X,X,X
LJOTIZS,X,X,X,X,X,X,X,X,X,O,X,X,X,O,X,X,X
LJOTSIZ,X,X,X,X,X,X,X,X,X,O,O,X,X,X,X,X,X
LJOTSZI,X,X,X,X,X,X,X,X,X,O,O,X,X,X,X,X,X
LJOTZIS,X,X,X,X,X,X,X,X,X,O,X,X,X,O,X,X,X
LJOTZSI,X,X,X,X,X,X,X,X,X,O,X,X,X,O,X,X,X
LJOITSZ,X,X,X,O,X,X,X,O,X,O,O,X,X,X,X,X,X
LJOITZS,X,X,X,O,X,X,X,O,X,O,X,X,X,O,X,X,X
LJOISTZ,X,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X
LJOISZT,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
LJOIZTS,X,X,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X
LJOIZST,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
LJOSTIZ,X,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X
LJOSTZI,X,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X,O
LJOSITZ,X,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X
LJOSIZT,X,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X
LJOSZTI,X,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X
LJOSZIT,X,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X
LJOZTIS,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
LJOZTSI,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
LJOZITS,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
LJOZIST,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
LJOZSTI,X,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X
LJOZSIT,X,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X
LSTIJZO,X,O,X,X,O,O,X,X,O,X,X,O,X,X,X,X,X
LSTIJOZ,X,X,X,X,O,O,X,X,X,X,X,O,X,X,X,X,X
LSTIZJO,O,O,X,X,O,X,X,X,O,X,X,O,X,X,O,X,X
LSTIZOJ,X,O,X,X,O,O,X,X,O,X,X,O,X,X,X,X,X
LSTIOJZ,X,X,X,X,O,O,X,X,X,X,X,O,X,X,X,O,X
LSTIOZJ,O,O,X,X,O,O,X,X,X,X,X,O,X,X,X,X,X
LSTJIZO,X,O,O,X,O,O,O,X,X,X,X,O,X,X,X,X,X
LSTJIOZ,X,X,X,X,O,O,O,X,X,X,X,O,X,X,X,X,X
LSTJZIO,X,O,O,X,O,O,O,X,X,X,X,X,X,X,X,X,X
LSTJZOI,X,O,O,X,O,O,O,X,X,X,X,X,X,X,X,X,X
LSTJOIZ,X,X,X,X,O,O,O,X,X,X,X,X,X,X,X,X,X
LSTJOZI,X,X,X,X,O,O,O,X,X,X,X,X,X,X,X,X,X
LSTZIJO,O,O,X,X,O,X,X,X,O,X,X,O,X,X,O,X,X
LSTZIOJ,X,O,X,X,O,O,X,X,O,X,X,O,X,X,X,X,X
LSTZJIO,O,O,O,X,O,O,O,X,X,X,X,X,X,X,O,X,X
LSTZJOI,X,O,O,X,O,O,O,X,X,X,X,X,X,O,X,X,X
LSTZOIJ,X,O,O,X,O,O,X,X,X,X,X,X,X,O,X,X,X
LSTZOJI,X,O,O,X,O,O,O,X,X,X,X,X,X,O,X,X,X
LSTOIJZ,X,X,X,X,O,O,X,X,X,X,X,O,X,X,X,O,X
LSTOIZJ,O,O,X,X,O,O,X,X,X,X,X,O,X,O,X,X,X
LSTOJIZ,X,X,X,X,O,O,O,X,X,X,X,X,X,X,X,O,X
LSTOJZI,X,X,X,X,O,O,O,X,X,X,X,X,X,X,X,X,X
LSTOZIJ,O,O,X,X,O,O,X,X,X,X,X,X,X,O,X,X,X
LSTOZJI,O,O,X,X,O,O,O,X,X,X,X,X,X,O,X,X,X
LSITJZO,X,O,X,O,O,X,X,O,O,X,X,O,X,X,X,X,X
LSITJOZ,X,X,X,O,O,O,X,O,X,X,X,O,X,X,X,X,X
LSITZJO,O,O,X,O,O,X,X,X,O,X,X,O,X,X,O,X,X
LSITZOJ,X,O,X,O,O,O,X,X,O,X,X,O,X,X,X,X,X
LSITOJZ,X,X,X,O,O,O,X,O,X,X,X,O,X,X,X,O,X
LSITOZJ,O,O,X,O,O,O,X,X,X,X,X,O,X,X,X,X,X
LSIJTZO,X,O,O,O,X,X,O,O,O,X,X,O,X,X,X,X,X
LSIJTOZ,X,X,X,O,X,X,O,O,X,X,X,O,X,X,X,X,X
LSIJZTO,O,O,O,O,X,X,O,O,O,X,X,O,X,X,X,X,X
LSIJZOT,O,O,O,X,X,X,O,X,O,X,X,X,X,X,X,X,X
LSIJOTZ,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X
LSIJOZT,O,X,O,X,X,X,O,X,O,X,X,X,X,X,X,X,X
LSIZTJO,O,O,X,O,O,X,X,X,O,X,X,O,X,X,X,X,X
LSIZTOJ,X,O,X,O,O,X,X,X,O,X,X,O,X,X,X,X,X
LSIZJTO,O,O,O,O,X,X,O,X,O,X,X,O,X,X,X,X,X
LSIZJOT,O,O,O,X,X,X,O,X,O,X,X,X,X,X,X,X,X
LSIZOTJ,O,X,O,X,X,X,X,X,O,X,X,O,X,X,X,X,X
LSIZOJT,O,O,O,X,X,X,O,X,O,X,X,X,X,X,X,X,X
LSIOTJZ,X,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X
LSIOTZJ,O,O,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X
LSIOJTZ,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X
LSIOJZT,O,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X
LSIOZTJ,O,X,X,X,X,X,X,X,O,X,X,O,X,X,X,X,X
LSIOZJT,O,O,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X
LSJTIZO,X,O,O,X,X,O,O,X,X,O,X,X,X,X,X,X,X
LSJTIOZ,X,X,X,X,X,O,O,X,X,O,X,X,X,X,X,X,X
LSJTZIO,X,O,O,X,X,O,O,X,X,O,X,X,X,X,X,X,X
LSJTZOI,X,O,O,X,X,O,O,X,X,O,X,X,X,X,X,X,X
LSJTOIZ,X,X,X,X,X,O,O,X,X,O,X,X,X,X,X,X,X
LSJTOZI,X,X,X,X,X,O,O,X,X,O,X,X,X,X,X,X,X
LSJITZO,X,O,O,O,X,O,O,O,O,O,X,O,X,X,X,X,X
LSJITOZ,X,X,X,O,X,O,O,O,X,O,X,O,X,X,X,X,X
LSJIZTO,O,O,O,O,X,X,O,O,O,O,X,O,X,X,X,X,X
LSJIZOT,O,O,O,X,X,X,O,X,O,O,X,X,X,X,X,X,X
LSJIOTZ,X,X,X,O,X,X,O,X,X,O,X,X,X,X,X,X,X
LSJIOZT,O,X,O,X,X,X,O,X,O,O,X,X,X,X,X,X,X
LSJZTIO,O,O,O,X,X,X,O,X,X,O,X,X,X,X,X,X,X
LSJZTOI,X,X,O,X,X,X,O,X,X,O,X,X,X,X,X,X,X
LSJZITO,O,O,O,X,X,X,O,X,O,O,X,X,X,X,X,X,X
LSJZIOT,O,O,O,X,X,X,O,X,O,O,X,X,X,X,X,X,X
LSJZOTI,X,X,O,X,X,X,O,X,X,O,X,X,X,X,X,X,X
LSJZOIT,O,O,O,X,X,X,O,X,X,O,X,X,X,X,X,X,X
LSJOTIZ,X,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X
LSJOTZI,X,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X,O
LSJOITZ,X,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X
LSJOIZT,O,X,O,X,X,X,O,X,X,O,X,X,X,X,X,X,X
LSJOZTI,O,X,O,X,X,X,O,X,X,O,X,X,X,X,X,X,X
LSJOZIT,O,X,O,X,X,X,O,X,X,O,X,X,X,X,X,X,X
LSZTIJO,O,O,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X
LSZTIOJ,X,O,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X
LSZTJIO,O,O,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X
LSZTJOI,X,O,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X
LSZTOIJ,X,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X
LSZTOJI,X,O,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X
LSZITJO,O,O,X,X,O,X,X,X,O,X,X,O,X,X,X,X,X
LSZITOJ,X,O,X,X,O,X,X,X,O,X,X,O,X,X,X,X,X
LSZIJTO,O,O,O,X,X,X,O,X,O,X,X,O,X,X,X,X,X
LSZIJOT,O,O,O,X,X,X,O,X,O,X,X,X,X,X,X,X,X
LSZIOTJ,O,X,O,X,X,X,X,X,O,X,X,O,X,X,X,X,X
LSZIOJT,O,O,O,X,X,X,O,X,O,X,X,X,X,X,X,X,X
LSZJTIO,O,O,O,X,X,X,O,X,X,O,X,X,X,X,X,X,X
LSZJTOI,X,X,O,X,X,X,O,X,X,O,X,X,X,X,X,X,X
LSZJITO,O,O,O,X,X,X,O,X,O,O,X,X,X,X,X,X,X
LSZJIOT,O,O,O,X,X,X,O,X,O,O,X,X,X,X,X,X,X
LSZJOTI,X,X,O,X,X,X,O,X,X,O,X,X,X,X,X,X,X
LSZJOIT,O,O,O,X,X,X,O,X,X,O,X,X,X,X,X,X,X
LSZOTIJ,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LSZOTJI,O,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X
LSZOITJ,O,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X
LSZOIJT,O,O,O,X,X,X,O,X,O,X,X,X,X,X,X,X,X
LSZOJTI,O,X,O,X,X,X,O,X,X,O,X,X,X,X,X,X,X
LSZOJIT,O,O,O,X,X,X,O,X,X,O,X,X,X,X,X,X,X
LSOTIJZ,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LSOTIZJ,O,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X
LSOTJIZ,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
LSOTJZI,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
LSOTZIJ,O,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X
LSOTZJI,O,O,X,X,X,X,O,X,X,X,X,X,X,O,X,X,X
LSOITJZ,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X
LSOITZJ,O,O,X,X,X,X,X,X,X,X,X,O,X,O,X,X,X
LSOIJTZ,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
LSOIJZT,O,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X
LSOIZTJ,O,X,X,X,X,X,X,X,O,X,X,O,X,X,X,X,X
LSOIZJT,O,O,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X
LSOJTIZ,X,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X
