sequence,v115@5gD8IeA8BeA8EeF8DeF8BeD8Jex6IvhF0cBTfBlgB3?iBOrBCsB,v115@5gD8IeA8BeA8EeF8DeF8BeD8Jex6IvhFTfB0gBlhB3?iBOrBCsB,v115@5gD8IeA8BeA8EeF8DeF8BeD8Jex6IvhF0cBTfBlgB3?iBKrBWxB,v115@5gD8IeA8BeA8EeF8DeF8BeD8JeO/IvhFxbBCgBXhBl?iBUnBTrB,v115@5gD8IeA8BeA8EeF8DeF8BeD8JeO/IvhF8fBqgBlhB3?iBxrBTrB,v115@5gD8IeA8BeA8EeF8DeF8BeD8Jex6IvhF0cBTfBlgBu?nBimB3rB,v115@5gD8IeA8BeA8EeF8DeF8BeD8JeO/IvhF8fBqgBTcBl?iBxrB3rB,v115@5gD8IeA8BeA8EeF8DeF8BeD8Jem6IvhFCcBTfBlhB3?iBxrBUrB
SJILTZO,X,X,O,O,O,O,X,O
SJILTOZ,X,X,O,O,X,O,X,O
SJILZTO,X,X,O,O,O,O,X,O
SJILZOT,X,X,O,O,O,O,X,O
SJILOTZ,X,X,O,O,X,O,X,X
SJILOZT,X,X,O,O,X,O,X,X
SJIZTLO,O,X,X,O,O,X,X,O
SJIZTOL,O,X,X,O,X,X,X,O
SJIZLTO,X,X,X,O,O,X,X,O
SJIZLOT,X,X,X,O,O,X,X,O
SJIZOTL,O,X,O,O,X,X,X,O
SJIZOLT,O,X,O,O,O,X,X,O
SJIOTLZ,O,X,O,O,X,O,X,O
SJIOTZL,O,X,O,X,X,O,X,O
SJIOLTZ,O,X,O,O,X,O,X,O
SJIOLZT,O,X,O,O,X,O,X,O
SJIOZTL,O,X,O,O,X,O,X,O
SJIOZLT,O,X,O,O,X,O,X,O
SJLTIZO,O,X,O,O,X,O,X,X
SJLTIOZ,O,X,O,O,X,O,X,O
SJLTZIO,O,X,O,O,O,O,X,X
SJLTZOI,O,O,O,O,O,O,X,O
SJLTOIZ,O,X,O,O,X,O,X,O
SJLTOZI,O,O,O,O,X,O,X,O
SJLITZO,O,X,O,O,O,O,X,O
SJLITOZ,O,X,O,O,X,O,X,O
SJLIZTO,O,X,O,O,O,O,X,O
SJLIZOT,O,X,O,O,O,O,X,O
SJLIOTZ,O,X,O,O,X,O,X,X
SJLIOZT,O,X,O,O,X,O,X,X
SJLZTIO,O,X,O,O,O,O,X,X
SJLZTOI,O,O,O,X,O,O,X,X
SJLZITO,O,X,O,O,O,O,X,X
SJLZIOT,O,X,O,O,O,O,X,X
SJLZOTI,O,O,O,X,O,O,X,X
SJLZOIT,O,O,O,O,O,O,X,X
SJLOTIZ,O,X,O,O,X,O,X,X
SJLOTZI,O,O,O,O,X,O,X,X
SJLOITZ,O,X,O,O,X,O,X,X
SJLOIZT,O,O,O,O,X,O,X,X
SJLOZTI,O,O,O,O,X,O,X,X
SJLOZIT,O,O,O,O,X,O,X,X
SJZTILO,O,X,X,O,O,O,X,X
SJZTIOL,O,X,O,O,X,O,X,X
SJZTLIO,O,X,X,X,O,O,X,X
SJZTLOI,O,X,X,X,O,O,X,O
SJZTOIL,O,O,O,X,X,O,X,X
SJZTOLI,O,O,X,X,X,O,X,X
SJZITLO,O,X,X,O,O,X,X,O
SJZITOL,O,X,X,O,X,X,X,O
SJZILTO,X,X,X,O,O,X,X,O
SJZILOT,X,X,X,O,O,X,X,O
SJZIOTL,O,X,O,O,X,X,X,O
SJZIOLT,O,X,O,O,O,X,X,O
SJZLTIO,O,X,O,O,O,O,X,X
SJZLTOI,O,O,O,X,O,O,X,X
SJZLITO,X,X,O,O,O,O,X,X
SJZLIOT,X,X,O,O,O,O,X,X
SJZLOTI,O,O,O,X,O,O,X,X
SJZLOIT,O,O,O,O,O,O,X,X
SJZOTIL,O,O,O,X,X,O,X,X
SJZOTLI,O,O,X,X,X,O,X,X
SJZOITL,O,O,O,O,X,O,X,X
SJZOILT,O,O,O,O,O,O,X,X
SJZOLTI,O,O,O,X,O,O,X,X
SJZOLIT,O,O,O,X,O,O,X,X
SJOTILZ,O,X,O,O,X,O,X,O
SJOTIZL,O,X,O,O,X,O,X,O
SJOTLIZ,O,X,O,O,X,O,X,O
SJOTLZI,O,X,O,O,X,O,X,O
SJOTZIL,O,O,O,O,X,O,X,X
SJOTZLI,O,O,X,X,X,O,X,O
SJOITLZ,O,X,O,O,X,O,X,O
SJOITZL,O,X,O,O,X,O,X,O
SJOILTZ,O,X,O,O,X,O,X,O
SJOILZT,O,O,O,O,X,O,X,O
SJOIZTL,O,O,O,O,X,O,X,O
SJOIZLT,O,O,O,O,X,O,X,O
SJOLTIZ,O,X,O,O,X,O,X,O
SJOLTZI,O,O,O,O,X,O,X,O
SJOLITZ,O,X,O,O,X,O,X,O
SJOLIZT,O,O,O,O,X,O,X,O
SJOLZTI,O,O,O,O,X,O,X,X
SJOLZIT,O,O,O,O,X,O,X,X
SJOZTIL,O,O,O,O,X,O,X,X
SJOZTLI,O,O,X,X,X,O,X,O
SJOZITL,O,O,O,O,X,O,X,O
SJOZILT,O,O,O,O,X,O,X,O
SJOZLTI,O,O,O,O,X,O,X,X
SJOZLIT,O,O,O,O,X,O,X,X
SZTILJO,X,X,X,O,O,O,O,X
SZTILOJ,O,X,O,X,O,O,O,X
SZTIJLO,X,X,X,O,O,O,O,X
SZTIJOL,O,X,O,O,X,O,O,X
SZTIOLJ,O,O,O,X,X,O,O,X
SZTIOJL,O,O,O,X,X,O,O,X
SZTLIJO,X,X,X,O,O,O,O,X
SZTLIOJ,O,O,O,X,O,O,O,X
SZTLJIO,X,X,X,O,O,O,O,X
SZTLJOI,X,O,X,X,O,O,O,O
SZTLOIJ,O,O,O,X,X,O,X,X
SZTLOJI,X,O,X,X,O,O,O,O
SZTJILO,X,X,X,O,O,O,O,X
SZTJIOL,O,X,O,O,X,O,O,X
SZTJLIO,X,X,X,X,O,X,O,X
SZTJLOI,X,X,X,X,O,X,O,O
SZTJOIL,O,O,O,X,X,O,X,X
SZTJOLI,X,O,X,X,X,X,X,X
SZTOILJ,O,O,O,X,X,O,X,X
SZTOIJL,O,O,O,X,X,O,X,X
SZTOLIJ,O,O,O,X,X,O,X,X
SZTOLJI,X,O,X,X,X,O,X,O
SZTOJIL,O,O,O,X,X,O,X,X
SZTOJLI,X,O,X,X,X,X,X,O
SZITLJO,X,X,X,O,O,X,O,O
SZITLOJ,O,X,O,X,O,X,O,O
SZITJLO,X,X,X,O,O,X,O,O
SZITJOL,O,X,O,O,X,X,O,O
SZITOLJ,O,O,O,X,X,X,O,O
SZITOJL,O,O,O,X,X,X,O,O
SZILTJO,X,X,X,O,O,X,O,O
SZILTOJ,X,O,X,X,O,X,O,O
SZILJTO,X,X,X,O,O,X,O,O
SZILJOT,X,X,X,O,O,X,O,O
SZILOTJ,X,O,X,X,O,X,O,O
SZILOJT,X,O,X,O,O,X,O,O
SZIJTLO,X,X,X,O,O,X,O,O
SZIJTOL,X,X,X,O,X,X,O,O
SZIJLTO,X,X,X,O,O,X,O,O
SZIJLOT,X,X,X,O,O,X,O,O
SZIJOTL,X,X,X,O,X,X,X,O
SZIJOLT,X,X,X,O,O,X,O,O
SZIOTLJ,O,O,O,X,X,X,X,O
SZIOTJL,O,O,O,X,X,X,X,O
SZIOLTJ,O,O,O,X,O,X,O,O
SZIOLJT,O,O,O,O,O,X,O,O
SZIOJTL,O,O,O,O,X,X,X,O
SZIOJLT,O,O,O,O,O,X,O,O
SZLTIJO,O,X,O,O,O,O,O,X
SZLTIOJ,O,O,O,X,O,O,O,X
SZLTJIO,O,X,O,O,O,O,O,X
SZLTJOI,O,O,O,X,O,O,O,X
SZLTOIJ,O,O,O,X,X,O,X,X
SZLTOJI,O,O,O,X,O,O,O,X
SZLITJO,O,X,O,O,O,O,O,X
SZLITOJ,O,O,O,X,O,O,O,X
SZLIJTO,X,X,X,O,O,X,O,X
SZLIJOT,X,X,X,O,O,X,O,X
SZLIOTJ,O,O,O,X,O,O,O,X
SZLIOJT,O,O,O,O,O,O,O,X
SZLJTIO,O,X,O,O,O,O,O,X
SZLJTOI,O,O,O,X,O,O,O,X
SZLJITO,O,X,X,O,O,X,O,X
SZLJIOT,O,X,X,O,O,X,O,X
SZLJOTI,O,O,O,X,O,O,O,X
SZLJOIT,O,O,O,O,O,O,O,X
SZLOTIJ,O,O,O,X,X,O,X,X
SZLOTJI,O,O,O,X,O,O,X,X
SZLOITJ,O,O,O,X,O,O,X,X
SZLOIJT,O,O,O,O,O,O,X,X
SZLOJTI,O,O,O,X,O,O,O,X
SZLOJIT,O,O,O,O,O,O,O,X
SZJTILO,O,X,X,O,O,X,O,X
SZJTIOL,O,X,O,O,X,X,O,X
SZJTLIO,O,X,X,X,O,X,O,X
SZJTLOI,O,X,X,X,O,X,O,O
SZJTOIL,O,O,O,X,X,X,X,X
SZJTOLI,O,O,X,X,X,X,X,X
SZJITLO,O,X,X,O,O,X,O,O
SZJITOL,O,X,X,O,X,X,O,O
SZJILTO,X,X,X,O,O,X,O,O
SZJILOT,X,X,X,O,O,X,O,O
SZJIOTL,O,X,O,O,X,X,X,O
SZJIOLT,O,X,O,O,O,X,O,O
SZJLTIO,O,X,O,O,O,X,O,X
SZJLTOI,O,O,O,X,O,X,O,X
SZJLITO,X,X,O,O,O,X,O,X
SZJLIOT,X,X,O,O,O,X,O,X
SZJLOTI,O,O,O,X,O,X,O,X
SZJLOIT,O,O,O,O,O,X,O,X
SZJOTIL,O,O,O,X,X,X,X,X
SZJOTLI,O,O,X,X,X,X,X,X
SZJOITL,O,O,O,O,X,X,X,X
SZJOILT,O,O,O,O,O,X,X,X
SZJOLTI,O,O,O,X,O,X,X,X
SZJOLIT,O,O,O,X,O,X,X,X
SZOTILJ,O,O,O,X,X,O,X,X
SZOTIJL,O,O,O,X,X,O,X,X
SZOTLIJ,O,O,O,X,X,O,X,X
SZOTLJI,X,O,X,X,X,O,X,O
SZOTJIL,O,O,O,X,X,O,X,X
SZOTJLI,X,O,X,X,X,X,X,O
SZOITLJ,O,O,O,X,X,O,X,O
SZOITJL,O,O,O,X,X,O,X,O
SZOILTJ,O,O,O,X,O,O,X,O
SZOILJT,O,O,O,O,O,O,X,O
SZOIJTL,O,O,O,O,X,X,X,O
SZOIJLT,O,O,O,O,O,X,X,O
SZOLTIJ,O,O,O,X,X,O,X,X
SZOLTJI,O,O,O,X,O,O,X,X
SZOLITJ,O,O,O,X,O,O,X,X
SZOLIJT,O,O,O,O,O,O,X,X
SZOLJTI,O,O,O,X,O,O,X,X
SZOLJIT,O,O,O,O,O,O,X,X
SZOJTIL,O,O,O,X,X,X,X,X
SZOJTLI,O,O,X,X,X,X,X,O
SZOJITL,O,O,O,O,X,X,X,O
SZOJILT,O,O,O,O,O,X,X,O
SZOJLTI,O,O,O,X,O,X,X,X
SZOJLIT,O,O,O,X,O,X,X,X
SOTILJZ,O,X,O,O,X,O,X,O
SOTILZJ,O,O,O,O,X,O,X,O
SOTIJLZ,O,X,O,O,X,O,X,O
SOTIJZL,O,X,O,O,X,O,X,O
SOTIZLJ,O,O,O,O,X,O,X,O
SOTIZJL,O,O,O,O,X,O,X,O
SOTLIJZ,O,X,O,O,X,O,X,O
SOTLIZJ,O,O,O,O,X,O,X,X
SOTLJIZ,O,X,O,O,X,O,X,O
SOTLJZI,O,O,O,O,X,O,X,O
SOTLZIJ,O,O,O,O,X,O,X,X
SOTLZJI,O,O,O,O,O,O,X,O
SOTJILZ,O,X,O,O,X,O,X,O
SOTJIZL,O,X,O,O,X,O,X,O
SOTJLIZ,O,X,O,O,X,O,X,O
SOTJLZI,O,X,O,O,X,O,X,O
SOTJZIL,O,O,O,O,X,O,X,X
SOTJZLI,O,O,X,X,X,O,X,O
SOTZILJ,O,O,O,O,X,O,X,X
SOTZIJL,O,O,O,O,X,O,X,X
SOTZLIJ,O,O,O,O,X,O,X,X
SOTZLJI,X,O,X,O,X,O,X,O
SOTZJIL,O,O,O,O,X,O,X,X
SOTZJLI,X,O,X,X,X,X,X,O
SOITLJZ,O,X,O,O,X,O,X,O
SOITLZJ,O,O,O,X,O,O,X,O
SOITJLZ,O,X,O,O,X,O,X,O
SOITJZL,O,X,O,O,X,O,X,O
SOITZLJ,O,O,O,X,X,O,X,O
SOITZJL,O,O,O,X,X,O,X,O
SOILTJZ,O,X,O,O,X,O,X,O
SOILTZJ,O,O,O,X,O,O,X,O
SOILJTZ,O,X,O,O,X,O,X,O
SOILJZT,O,O,O,O,X,O,X,O
SOILZTJ,O,O,O,X,O,O,X,O
SOILZJT,O,O,O,O,O,O,X,O
SOIJTLZ,O,X,O,O,X,O,X,O
SOIJTZL,O,X,O,O,X,O,X,O
SOIJLTZ,O,X,O,O,X,O,X,O
SOIJLZT,O,O,O,O,X,O,X,O
SOIJZTL,O,O,O,O,X,O,X,O
SOIJZLT,O,O,O,O,X,O,X,O
SOIZTLJ,O,O,O,X,X,O,X,O
SOIZTJL,O,O,O,X,X,O,X,O
SOIZLTJ,O,O,O,X,O,O,X,O
SOIZLJT,O,O,O,O,O,O,X,O
SOIZJTL,O,O,O,O,X,X,X,O
SOIZJLT,O,O,O,O,O,X,X,O
SOLTIJZ,O,X,O,O,X,O,X,O
SOLTIZJ,O,O,O,O,X,O,X,X
SOLTJIZ,O,X,O,O,X,O,X,O
SOLTJZI,O,O,O,O,X,O,X,O
SOLTZIJ,O,O,O,O,X,O,X,X
SOLTZJI,O,O,O,O,O,O,X,O
SOLITJZ,O,X,O,O,X,O,X,O
SOLITZJ,O,O,O,X,O,O,X,O
SOLIJTZ,O,X,O,O,X,O,X,O
SOLIJZT,O,O,O,O,X,O,X,O
SOLIZTJ,O,O,O,X,O,O,X,O
SOLIZJT,O,O,O,O,O,O,X,O
SOLJTIZ,O,X,O,O,X,O,X,O
SOLJTZI,O,O,O,O,X,O,X,O
SOLJITZ,O,X,O,O,X,O,X,O
SOLJIZT,O,O,O,O,X,O,X,O
SOLJZTI,O,O,O,O,X,O,X,X
SOLJZIT,O,O,O,O,X,O,X,X
SOLZTIJ,O,O,O,O,X,O,X,X
SOLZTJI,O,O,O,O,O,O,X,X
SOLZITJ,O,O,O,O,O,O,X,X
SOLZIJT,O,O,O,O,O,O,X,X
SOLZJTI,O,O,O,O,O,O,X,X
SOLZJIT,O,O,O,O,O,O,X,X
SOJTILZ,O,X,O,O,X,O,X,O
SOJTIZL,O,X,O,O,X,O,X,O
SOJTLIZ,O,X,O,O,X,O,X,O
SOJTLZI,O,X,O,O,X,O,X,O
SOJTZIL,O,O,O,O,X,O,X,X
SOJTZLI,O,O,X,X,X,O,X,O
SOJITLZ,O,X,O,O,X,O,X,O
SOJITZL,O,X,O,O,X,O,X,O
SOJILTZ,O,X,O,O,X,O,X,O
SOJILZT,O,O,O,O,X,O,X,O
SOJIZTL,O,O,O,O,X,O,X,O
SOJIZLT,O,O,O,O,X,O,X,O
SOJLTIZ,O,X,O,O,X,O,X,O
SOJLTZI,O,O,O,O,X,O,X,O
SOJLITZ,O,X,O,O,X,O,X,O
SOJLIZT,O,O,O,O,X,O,X,O
SOJLZTI,O,O,O,O,X,O,X,X
SOJLZIT,O,O,O,O,X,O,X,X
SOJZTIL,O,O,O,O,X,O,X,X
SOJZTLI,O,O,X,X,X,O,X,O
SOJZITL,O,O,O,O,X,O,X,O
SOJZILT,O,O,O,O,X,O,X,O
SOJZLTI,O,O,O,O,X,O,X,X
SOJZLIT,O,O,O,O,X,O,X,X
SOZTILJ,O,O,O,O,X,O,X,X
SOZTIJL,O,O,O,O,X,O,X,X
SOZTLIJ,O,O,O,O,X,O,X,X
SOZTLJI,X,O,X,O,X,O,X,O
SOZTJIL,O,O,O,O,X,O,X,X
SOZTJLI,X,O,X,X,X,X,X,O
SOZITLJ,O,O,O,O,X,O,X,O
SOZITJL,O,O,O,O,X,O,X,O
SOZILTJ,O,O,O,O,O,O,X,O
SOZILJT,O,O,O,O,O,O,X,O
SOZIJTL,O,O,O,O,X,X,X,O
SOZIJLT,O,O,O,O,O,X,X,O
SOZLTIJ,O,O,O,O,X,O,X,X
SOZLTJI,O,O,O,O,O,O,X,X
SOZLITJ,O,O,O,O,O,O,X,X
SOZLIJT,O,O,O,O,O,O,X,X
SOZLJTI,O,O,O,O,O,O,X,X
SOZLJIT,O,O,O,O,O,O,X,X
SOZJTIL,O,O,O,O,X,X,X,X
SOZJTLI,O,O,X,X,X,X,X,O
SOZJITL,O,O,O,O,X,X,X,O
SOZJILT,O,O,O,O,O,X,X,O
SOZJLTI,O,O,O,O,O,X,X,X
SOZJLIT,O,O,O,O,O,X,X,X
ZTILJSO,O,X,O,O,O,X,O,X
ZTILJOS,O,X,O,O,X,O,O,X
ZTILSJO,O,X,O,O,O,X,O,X
ZTILSOJ,O,X,O,O,O,X,O,X
ZTILOJS,O,X,O,O,X,O,O,X
ZTILOSJ,O,X,O,X,X,X,O,X
ZTIJLSO,O,X,O,O,O,X,O,X
ZTIJLOS,O,X,O,O,X,O,O,X
ZTIJSLO,O,X,X,O,O,O,O,X
ZTIJSOL,O,X,O,O,X,O,O,X
ZTIJOLS,O,X,O,X,X,O,O,X
ZTIJOSL,O,X,O,X,X,O,O,X
ZTISLJO,O,X,O,O,O,O,O,X
ZTISLOJ,O,X,O,O,O,O,O,X
ZTISJLO,O,X,X,O,O,O,O,X
ZTISJOL,O,X,O,O,X,O,O,X
ZTISOLJ,O,X,O,O,X,O,O,X
ZTISOJL,O,X,O,O,X,O,O,X
ZTIOLJS,O,X,O,X,X,O,O,X
ZTIOLSJ,O,X,O,X,X,X,O,X
ZTIOJLS,O,X,O,X,X,O,O,X
ZTIOJSL,O,X,O,X,X,O,O,X
ZTIOSLJ,O,X,O,X,X,X,O,X
ZTIOSJL,O,X,O,X,X,O,O,X
ZTLIJSO,O,X,O,O,O,X,O,X
ZTLIJOS,O,X,O,O,X,O,O,X
ZTLISJO,O,X,O,O,O,X,O,X
ZTLISOJ,O,X,O,O,O,X,O,X
ZTLIOJS,O,X,O,O,X,O,O,X
ZTLIOSJ,O,X,O,X,X,X,O,X
ZTLJISO,O,X,O,O,O,X,O,X
ZTLJIOS,O,X,O,O,X,X,O,X
ZTLJSIO,X,X,O,O,O,X,O,X
ZTLJSOI,X,X,O,O,O,X,O,X
ZTLJOIS,O,X,O,O,X,X,O,X
ZTLJOSI,X,X,O,O,X,X,O,X
ZTLSIJO,O,X,O,O,O,X,O,X
ZTLSIOJ,O,O,O,O,O,X,O,X
ZTLSJIO,O,X,X,O,O,X,O,X
ZTLSJOI,O,O,X,O,O,X,O,X
ZTLSOIJ,O,O,O,O,X,X,X,X
ZTLSOJI,O,O,X,O,O,X,O,X
ZTLOIJS,O,X,O,O,X,O,O,X
ZTLOISJ,O,O,O,X,X,X,O,X
ZTLOJIS,O,X,O,O,X,X,O,X
ZTLOJSI,X,X,O,O,X,X,O,X
ZTLOSIJ,O,O,O,O,X,X,X,X
ZTLOSJI,O,O,X,O,X,X,O,X
ZTJILSO,O,X,O,O,O,X,O,X
ZTJILOS,O,X,O,O,X,O,O,X
ZTJISLO,O,X,X,O,O,O,O,X
ZTJISOL,O,X,O,O,X,O,O,X
ZTJIOLS,O,X,O,X,X,O,O,X
ZTJIOSL,O,X,O,X,X,O,O,X
ZTJLISO,O,X,X,O,O,X,O,X
ZTJLIOS,O,X,X,O,X,O,O,X
ZTJLSIO,X,X,X,O,O,X,O,X
ZTJLSOI,X,X,X,O,O,X,O,X
ZTJLOIS,O,X,X,O,X,O,O,X
ZTJLOSI,X,X,X,O,X,X,O,X
ZTJSILO,O,X,X,O,O,O,O,X
ZTJSIOL,O,X,X,O,X,O,O,X
ZTJSLIO,X,X,X,O,O,O,O,X
ZTJSLOI,X,X,X,O,O,O,O,X
ZTJSOIL,O,X,X,O,X,O,X,X
ZTJSOLI,X,X,X,X,X,O,X,X
ZTJOILS,O,X,O,X,X,O,O,X
ZTJOISL,O,X,O,X,X,O,O,X
ZTJOLIS,O,X,X,O,X,O,O,X
ZTJOLSI,X,X,X,O,X,X,O,X
ZTJOSIL,O,X,X,O,X,O,X,X
ZTJOSLI,X,X,X,X,X,O,X,X
ZTSILJO,O,X,O,O,O,O,O,X
ZTSILOJ,O,X,O,O,O,O,O,X
ZTSIJLO,O,X,X,O,O,O,O,X
ZTSIJOL,O,X,O,O,X,O,O,X
ZTSIOLJ,O,O,O,O,X,O,O,X
ZTSIOJL,O,O,O,O,X,O,O,X
ZTSLIJO,X,X,X,O,O,O,O,X
ZTSLIOJ,O,O,O,O,O,O,O,X
ZTSLJIO,X,X,X,O,O,O,O,X
ZTSLJOI,X,O,X,O,O,O,O,X
ZTSLOIJ,O,O,O,O,X,O,X,X
ZTSLOJI,X,O,X,O,O,O,O,X
ZTSJILO,X,X,X,O,O,O,O,X
ZTSJIOL,O,X,O,O,X,O,O,X
ZTSJLIO,X,X,X,O,O,X,O,X
ZTSJLOI,X,X,X,O,O,X,O,X
ZTSJOIL,O,O,O,O,X,O,X,X
ZTSJOLI,X,O,X,X,X,X,X,X
ZTSOILJ,O,O,O,O,X,O,X,X
ZTSOIJL,O,O,O,O,X,O,X,X
ZTSOLIJ,O,O,O,O,X,O,X,X
ZTSOLJI,X,O,X,O,X,O,X,X
ZTSOJIL,O,O,O,O,X,O,X,X
ZTSOJLI,X,O,X,X,X,X,X,X
ZTOILJS,O,X,O,X,X,O,O,X
ZTOILSJ,O,O,O,X,X,X,O,X
ZTOIJLS,O,X,O,X,X,O,O,X
ZTOIJSL,O,X,O,X,X,O,O,X
ZTOISLJ,O,O,O,X,X,O,O,X
ZTOISJL,O,O,O,X,X,O,O,X
ZTOLIJS,O,X,O,O,X,O,O,X
ZTOLISJ,O,O,O,X,X,X,O,X
ZTOLJIS,O,X,O,O,X,X,O,X
ZTOLJSI,X,X,O,O,X,X,O,X
ZTOLSIJ,O,O,O,O,X,X,X,X
ZTOLSJI,O,O,X,O,X,X,O,X
ZTOJILS,O,X,O,X,X,O,O,X
ZTOJISL,O,X,O,X,X,O,O,X
ZTOJLIS,O,X,X,O,X,O,O,X
ZTOJLSI,X,X,X,O,X,X,O,X
ZTOJSIL,O,X,X,O,X,O,X,X
ZTOJSLI,X,X,X,X,X,O,X,X
ZTOSILJ,O,O,O,O,X,O,X,X
ZTOSIJL,O,O,O,O,X,O,X,X
ZTOSLIJ,O,O,O,O,X,O,X,X
ZTOSLJI,X,O,X,O,X,O,X,X
ZTOSJIL,O,O,O,O,X,O,X,X
ZTOSJLI,X,O,X,X,X,X,X,X
ZITLJSO,X,X,X,X,O,X,O,O
ZITLJOS,X,X,X,X,X,X,O,O
ZITLSJO,X,X,X,X,O,X,O,O
ZITLSOJ,X,X,X,X,O,X,O,O
ZITLOJS,X,X,X,X,X,X,O,O
ZITLOSJ,X,X,X,X,X,X,O,O
ZITJLSO,X,X,X,X,O,X,O,O
ZITJLOS,X,X,X,X,X,X,O,O
ZITJSLO,X,X,X,X,O,X,O,O
ZITJSOL,X,X,X,X,X,X,O,O
ZITJOLS,X,X,X,X,X,X,O,O
ZITJOSL,X,X,X,X,X,X,O,O
ZITSLJO,X,X,X,X,O,X,O,O
ZITSLOJ,X,X,X,X,O,X,O,O
ZITSJLO,X,X,X,X,O,X,O,O
ZITSJOL,X,X,X,X,X,X,O,O
ZITSOLJ,X,X,X,X,X,X,O,O
ZITSOJL,X,X,X,X,X,X,O,O
ZITOLJS,X,X,X,X,X,X,O,O
ZITOLSJ,X,X,X,X,X,X,O,O
ZITOJLS,X,X,X,X,X,X,O,O
ZITOJSL,X,X,X,X,X,X,O,O
ZITOSLJ,X,X,X,X,X,X,O,O
ZITOSJL,X,X,X,X,X,X,O,O
ZILTJSO,X,X,X,O,O,X,O,O
ZILTJOS,X,X,X,O,X,X,O,O
ZILTSJO,X,X,X,X,O,X,O,O
ZILTSOJ,X,X,X,X,O,X,O,O
ZILTOJS,X,X,X,X,X,X,O,O
ZILTOSJ,X,X,X,X,X,X,O,O
ZILJTSO,X,X,X,O,O,X,O,O
ZILJTOS,X,X,X,O,X,X,O,O
ZILJSTO,X,X,X,O,O,X,O,O
ZILJSOT,X,X,X,O,O,X,O,O
ZILJOTS,X,X,X,O,X,X,O,O
ZILJOST,X,X,X,O,O,X,O,O
ZILSTJO,X,X,X,O,O,X,O,O
ZILSTOJ,X,O,X,X,O,X,O,O
ZILSJTO,X,X,X,O,O,X,O,O
ZILSJOT,X,X,X,O,O,X,O,O
ZILSOTJ,X,O,X,X,O,X,O,O
ZILSOJT,X,O,X,O,O,X,O,O
ZILOTJS,X,X,X,X,X,X,O,O
ZILOTSJ,X,O,X,X,X,X,O,O
ZILOJTS,X,X,X,O,X,X,O,O
ZILOJST,X,O,X,O,O,X,O,O
ZILOSTJ,X,O,X,X,O,X,O,O
ZILOSJT,X,O,X,X,O,X,O,O
ZIJTLSO,X,X,X,X,O,X,O,O
ZIJTLOS,X,X,X,X,X,X,O,O
ZIJTSLO,X,X,X,X,O,X,O,O
ZIJTSOL,X,X,X,X,X,X,O,O
ZIJTOLS,X,X,X,X,X,X,O,O
ZIJTOSL,X,X,X,X,X,X,O,O
ZIJLTSO,X,X,X,O,O,X,O,O
ZIJLTOS,X,X,X,O,X,X,O,O
ZIJLSTO,X,X,X,O,O,X,O,O
ZIJLSOT,X,X,X,O,O,X,O,O
ZIJLOTS,X,X,X,O,X,X,O,O
ZIJLOST,X,X,X,O,O,X,O,O
ZIJSTLO,X,X,X,O,O,X,O,O
ZIJSTOL,X,X,X,O,X,X,O,O
ZIJSLTO,X,X,X,O,O,X,O,O
ZIJSLOT,X,X,X,O,O,X,O,O
ZIJSOTL,X,X,X,O,X,X,X,O
ZIJSOLT,X,X,X,O,O,X,O,O
ZIJOTLS,X,X,X,X,X,X,O,O
ZIJOTSL,X,X,X,X,X,X,O,O
ZIJOLTS,X,X,X,X,X,X,O,O
ZIJOLST,X,X,X,X,O,X,O,O
ZIJOSTL,X,X,X,X,X,X,X,O
ZIJOSLT,X,X,X,X,O,X,O,O
ZISTLJO,X,X,X,O,O,X,O,O
ZISTLOJ,X,X,X,X,O,X,O,O
ZISTJLO,X,X,X,O,O,X,O,O
ZISTJOL,X,X,X,O,X,X,O,O
ZISTOLJ,X,O,X,X,X,X,O,O
ZISTOJL,X,O,X,X,X,X,O,O
ZISLTJO,X,X,X,O,O,X,O,O
ZISLTOJ,X,O,X,X,O,X,O,O
ZISLJTO,X,X,X,O,O,X,O,O
ZISLJOT,X,X,X,O,O,X,O,O
ZISLOTJ,X,O,X,X,O,X,O,O
ZISLOJT,X,O,X,O,O,X,O,O
ZISJTLO,X,X,X,O,O,X,O,O
ZISJTOL,X,X,X,O,X,X,O,O
ZISJLTO,X,X,X,O,O,X,O,O
ZISJLOT,X,X,X,O,O,X,O,O
ZISJOTL,X,X,X,O,X,X,X,O
ZISJOLT,X,X,X,O,O,X,O,O
ZISOTLJ,X,O,X,X,X,X,X,O
ZISOTJL,X,O,X,X,X,X,X,O
ZISOLTJ,X,O,X,X,O,X,O,O
ZISOLJT,X,O,X,O,O,X,O,O
ZISOJTL,X,O,X,O,X,X,X,O
ZISOJLT,X,O,X,O,O,X,O,O
ZIOTLJS,X,X,X,X,X,X,O,O
ZIOTLSJ,X,O,X,X,X,X,O,O
ZIOTJLS,X,X,X,X,X,X,O,O
ZIOTJSL,X,X,X,X,X,X,O,O
ZIOTSLJ,X,O,X,X,X,X,O,O
ZIOTSJL,X,O,X,X,X,X,O,O
ZIOLTJS,X,X,X,X,X,X,O,O
ZIOLTSJ,X,O,X,X,X,X,O,O
ZIOLJTS,X,X,X,X,X,X,O,O
ZIOLJST,X,O,X,X,O,X,O,O
ZIOLSTJ,X,O,X,X,O,X,O,O
ZIOLSJT,X,O,X,X,O,X,O,O
