sequence,v115@4gA8CeA8EeA8CeB8DeB8BeC8BeB8CeH8AeB8Je2/Iv?hFRbB/iBajBzgBUlBlsB,v115@4gA8CeA8EeA8CeB8DeB8BeC8BeB8CeH8AeB8Jex6Iv?hFygB2iB0fBziB3lBlsB,v115@4gA8CeA8EeA8CeB8DeB8BeC8BeB8CeH8AeB8Je//Iv?hFRbBmdBKlBzgB0iBlsB,v115@4gA8CeA8EeA8CeB8DeB8BeC8BeB8CeH8AeB8Je//Iv?hFRbByiBmgB0iBTlBlsB,v115@4gA8CeA8EeA8CeB8DeB8BeC8BeB8CeH8AeB8Je//Iv?hFRbBidBOlB8lBziBlsB,v115@4gA8CeA8EeA8CeB8DeB8BeC8BeB8CeH8AeB8JeT6Iv?hFibBmdB0iBRlB3lBlsB,v115@4gA8CeA8EeA8CeB8DeB8BeC8BeB8CeH8AeB8Jem7Iv?hFidBxfBziB0fB3lBlsB,v115@4gA8CeA8EeA8CeB8DeB8BeC8BeB8CeH8AeB8Je2/Iv?hFzbB/iBajBRlBUlBlsB,v115@4gA8CeA8EeA8CeB8DeB8BeC8BeB8CeH8AeB8JeT6Iv?hF2gByiB0iBRlB3lBlsB,v115@4gA8CeA8EeA8CeB8DeB8BeC8BeB8CeH8AeB8Jex6Iv?hFehB/iBajB0fBTlBlsB,v115@4gA8CeA8EeA8CeB8DeB8BeC8BeB8CeH8AeB8Jei6Iv?hFzbBRlB3nBUlBmnBlsB,v115@4gA8CeA8EeA8CeB8DeB8BeC8BeB8CeH8AeB8JeT6Iv?hF2gBliBRlB8sB3qBisB
LZIOTSJ,X,X,X,X,X,X,X,X,X,X,X,X
LZIOJTS,X,O,X,X,X,X,X,X,O,X,X,O
LZIOJST,X,X,O,X,X,O,X,X,O,X,X,X
LZIOSTJ,X,X,O,X,X,O,X,X,X,X,X,X
LZIOSJT,X,X,O,X,X,O,X,X,X,X,X,X
LZJTISO,O,O,X,X,O,X,X,X,X,O,X,X
LZJTIOS,X,O,X,X,X,X,X,X,X,X,X,X
LZJTSIO,O,O,O,X,O,X,X,X,X,O,X,X
LZJTSOI,O,O,O,X,O,X,X,X,X,O,X,X
LZJTOIS,O,O,X,X,O,X,X,X,X,X,X,X
LZJTOSI,O,O,O,X,O,X,X,X,X,X,X,X
LZJITSO,O,O,X,X,X,X,X,X,X,O,X,X
LZJITOS,X,O,X,X,X,X,X,X,X,X,X,X
LZJISTO,O,O,O,X,O,O,X,X,X,O,X,X
LZJISOT,O,O,O,X,O,O,X,X,X,O,X,X
LZJIOTS,X,O,X,X,X,X,X,X,X,X,X,X
LZJIOST,X,X,O,X,X,O,X,X,X,X,X,X
LZJSTIO,O,O,O,O,O,X,X,X,X,O,X,X
LZJSTOI,O,O,O,O,O,X,X,X,X,O,X,X
LZJSITO,O,O,O,O,O,X,X,X,X,O,X,X
LZJSIOT,O,O,O,O,O,X,X,X,X,O,X,X
LZJSOTI,O,O,O,O,X,X,X,X,X,O,X,X
LZJSOIT,O,O,O,O,O,X,X,X,X,O,X,X
LZJOTIS,O,O,X,X,X,X,X,X,X,X,X,X
LZJOTSI,O,O,O,X,X,X,X,X,X,X,X,X
LZJOITS,O,O,X,X,X,X,X,X,X,X,X,X
LZJOIST,O,X,O,X,X,O,X,X,X,X,X,X
LZJOSTI,O,O,O,X,X,X,X,X,X,X,X,X
LZJOSIT,O,O,O,X,O,X,X,X,X,X,X,X
LZSTIJO,X,O,O,X,O,X,X,X,X,O,X,X
LZSTIOJ,X,O,O,X,O,X,X,X,X,X,X,X
LZSTJIO,O,O,O,X,O,X,X,X,X,O,X,X
LZSTJOI,O,O,O,X,O,X,X,X,X,O,X,X
LZSTOIJ,O,O,O,X,O,X,X,X,X,X,X,X
LZSTOJI,O,O,O,X,O,X,X,X,X,X,X,X
LZSITJO,X,O,O,X,O,X,X,X,X,O,O,X
LZSITOJ,X,O,O,X,O,X,X,X,X,X,O,X
LZSIJTO,O,O,O,X,O,X,X,X,X,O,O,X
LZSIJOT,O,O,O,X,O,X,X,X,X,O,O,X
LZSIOTJ,O,O,O,X,O,X,X,X,X,X,O,X
LZSIOJT,O,O,O,X,O,X,X,X,X,O,O,X
LZSJTIO,O,O,O,O,O,X,X,X,X,O,X,X
LZSJTOI,O,O,O,O,O,X,X,X,X,O,X,X
LZSJITO,O,O,O,O,O,X,X,X,X,O,X,X
LZSJIOT,O,O,O,O,O,X,X,X,X,O,X,X
LZSJOTI,O,O,O,O,X,X,X,X,X,O,X,X
LZSJOIT,O,O,O,O,O,X,X,X,X,O,X,X
LZSOTIJ,O,O,O,X,X,X,X,X,X,X,X,X
LZSOTJI,O,O,O,X,X,X,X,X,X,X,X,X
LZSOITJ,O,O,O,X,O,X,X,X,X,X,X,X
LZSOIJT,O,O,O,X,O,X,X,X,X,O,X,X
LZSOJTI,O,O,O,O,X,X,X,X,X,O,X,X
LZSOJIT,O,O,O,O,O,X,X,X,X,O,X,X
LZOTIJS,O,O,O,X,X,X,X,X,X,X,X,O
LZOTISJ,O,X,O,X,X,X,X,X,X,X,X,X
LZOTJIS,O,O,O,X,X,X,X,X,X,X,X,X
LZOTJSI,O,O,O,X,X,X,X,X,X,X,X,X
LZOTSIJ,O,X,O,X,X,X,X,X,X,X,X,X
LZOTSJI,O,X,O,X,X,X,X,X,X,X,X,X
LZOITJS,O,O,X,X,X,X,X,X,X,X,X,O
LZOITSJ,O,X,X,X,X,X,X,X,X,X,X,X
LZOIJTS,O,O,X,X,X,X,X,X,O,X,X,O
LZOIJST,O,X,O,X,X,O,X,X,O,X,X,X
LZOISTJ,O,X,O,X,X,O,X,X,X,X,X,X
LZOISJT,O,X,O,X,X,O,X,X,X,X,X,X
LZOJTIS,O,O,X,X,X,X,X,X,X,X,X,X
LZOJTSI,O,O,O,X,X,X,X,X,X,X,X,X
LZOJITS,O,O,X,X,X,X,X,X,X,X,X,X
LZOJIST,O,X,O,X,X,O,X,X,X,X,X,X
LZOJSTI,O,O,O,O,X,X,X,X,X,X,X,X
LZOJSIT,O,O,O,O,O,X,X,X,X,X,X,X
LZOSTIJ,O,X,O,X,X,X,X,X,X,X,X,X
LZOSTJI,O,X,O,X,X,X,X,X,X,X,X,X
LZOSITJ,O,X,O,X,O,X,X,X,X,X,X,X
LZOSIJT,O,X,O,X,O,X,X,X,X,X,X,X
LZOSJTI,O,X,O,O,X,X,X,X,X,X,X,X
LZOSJIT,O,X,O,O,O,X,X,X,X,X,X,X
LOTIJSZ,O,X,X,O,X,X,X,X,O,X,X,X
LOTIJZS,X,X,X,X,X,O,X,X,O,X,X,X
LOTISJZ,O,X,O,O,X,X,X,X,O,X,X,X
LOTISZJ,O,X,O,X,X,O,X,X,X,X,X,X
LOTIZJS,X,X,O,X,X,O,X,X,O,X,X,X
LOTIZSJ,X,X,O,X,X,O,X,X,X,X,X,X
LOTJISZ,O,X,X,O,X,X,X,X,O,X,X,X
LOTJIZS,X,X,X,X,X,X,X,X,O,X,X,X
LOTJSIZ,O,X,O,O,X,X,X,X,X,X,X,X
LOTJSZI,O,X,O,O,X,X,X,X,X,X,X,X
LOTJZIS,X,X,O,X,X,X,X,X,X,X,X,X
LOTJZSI,X,X,O,O,X,X,X,X,X,X,X,X
LOTSIJZ,O,X,O,O,X,X,X,X,O,X,X,X
LOTSIZJ,O,X,O,X,X,X,X,X,X,X,X,X
LOTSJIZ,O,X,O,O,X,X,X,X,X,X,X,X
LOTSJZI,O,X,O,O,X,X,X,X,X,X,X,X
LOTSZIJ,O,X,O,X,X,X,X,X,X,X,X,X
LOTSZJI,O,X,O,O,X,X,X,X,X,X,X,X
LOTZIJS,X,X,O,X,X,O,X,X,O,X,X,X
LOTZISJ,X,X,O,X,X,O,X,X,X,X,X,X
LOTZJIS,X,X,O,X,X,O,X,X,X,X,X,X
LOTZJSI,X,X,O,O,X,X,X,X,X,X,X,X
LOTZSIJ,X,X,O,X,X,X,X,X,X,X,X,X
LOTZSJI,X,X,O,O,X,X,X,X,X,X,X,X
LOITJSZ,O,X,X,X,X,X,X,X,O,X,X,X
LOITJZS,X,X,X,X,X,O,X,X,O,X,X,X
LOITSJZ,O,X,O,X,X,X,X,X,O,X,X,X
LOITSZJ,O,X,O,X,X,O,X,X,X,X,X,X
LOITZJS,X,X,O,X,X,O,X,X,O,X,X,X
LOITZSJ,X,X,O,X,X,O,X,X,X,X,X,X
LOIJTSZ,O,X,X,X,X,X,X,X,O,X,X,X
LOIJTZS,X,X,X,X,X,O,X,X,O,X,X,X
LOIJSTZ,O,X,X,O,X,X,X,X,X,X,X,X
LOIJSZT,O,X,X,O,X,X,X,X,O,X,X,X
LOIJZTS,X,X,X,X,X,O,X,X,O,X,X,O
LOIJZST,X,X,X,X,X,O,X,X,O,X,X,X
LOISTJZ,O,X,O,X,X,X,X,X,X,X,X,X
LOISTZJ,X,X,O,X,X,O,X,X,X,X,X,X
LOISJTZ,O,X,O,O,X,X,X,X,X,X,X,X
LOISJZT,O,X,O,O,X,X,X,X,O,X,O,X
LOISZTJ,X,X,O,X,X,X,X,X,X,X,O,X
LOISZJT,O,X,O,X,X,O,X,X,X,X,O,X
LOIZTJS,X,X,X,X,X,O,X,X,X,X,X,O
LOIZTSJ,X,X,X,X,X,O,X,X,X,X,X,X
LOIZJTS,X,X,X,X,X,O,X,X,O,X,X,O
LOIZJST,X,X,O,X,X,O,X,X,O,X,X,X
LOIZSTJ,X,X,O,X,X,O,X,X,X,X,X,X
LOIZSJT,X,X,O,X,X,O,X,X,X,X,X,X
LOJTISZ,O,X,X,O,X,X,X,X,X,X,X,X
LOJTIZS,X,X,X,X,X,X,X,X,X,X,X,X
LOJTSIZ,O,X,O,O,X,X,X,X,X,X,X,X
LOJTSZI,O,X,O,O,X,X,X,X,X,X,X,X
LOJTZIS,X,X,O,X,X,X,X,X,X,X,X,X
LOJTZSI,X,X,O,O,X,X,X,X,X,X,X,X
LOJITSZ,O,X,X,X,X,X,X,X,X,X,X,X
LOJITZS,X,X,X,X,X,X,X,X,O,X,X,X
LOJISTZ,O,X,X,O,X,X,X,X,X,X,X,X
LOJISZT,O,X,X,O,X,X,X,X,O,X,X,X
LOJIZTS,X,X,X,X,X,X,X,X,O,X,X,X
LOJIZST,X,X,X,X,X,X,X,X,O,X,X,X
LOJSTIZ,O,X,O,O,X,X,X,X,X,X,X,X
LOJSTZI,O,X,O,O,X,X,X,X,X,X,X,X
LOJSITZ,O,X,O,O,X,X,X,X,X,X,X,X
LOJSIZT,O,X,O,O,X,X,X,X,X,X,X,X
LOJSZTI,O,X,O,O,X,X,X,X,X,X,X,X
LOJSZIT,O,X,O,O,X,X,X,X,X,X,X,X
LOJZTIS,X,X,X,X,X,X,X,X,X,X,X,X
LOJZTSI,X,X,O,X,X,X,X,X,X,X,X,X
LOJZITS,X,X,X,X,X,X,X,X,X,X,X,X
LOJZIST,X,X,O,X,X,X,X,X,X,X,X,X
LOJZSTI,X,X,O,O,X,X,X,X,X,X,X,X
LOJZSIT,X,X,O,O,X,X,X,X,X,X,X,X
LOSTIJZ,O,X,O,O,X,X,X,X,X,X,X,X
LOSTIZJ,X,X,O,X,X,X,X,X,X,X,X,X
LOSTJIZ,O,X,O,O,X,X,X,X,X,X,X,X
LOSTJZI,O,X,O,O,X,X,X,X,X,X,X,X
LOSTZIJ,X,X,O,X,X,X,X,X,X,X,X,X
LOSTZJI,X,X,O,O,X,X,X,X,X,X,X,X
LOSITJZ,O,X,O,X,O,X,X,X,X,X,X,X
LOSITZJ,X,X,O,X,O,X,X,X,X,X,X,X
LOSIJTZ,O,X,O,O,X,X,X,X,X,X,X,X
LOSIJZT,O,X,O,O,X,X,X,X,O,X,O,X
LOSIZTJ,X,X,O,X,O,X,X,X,X,X,O,X
LOSIZJT,O,X,O,X,O,X,X,X,X,X,O,X
LOSJTIZ,O,X,O,O,X,X,X,X,X,X,X,X
LOSJTZI,O,X,O,O,X,X,X,X,X,X,X,X
LOSJITZ,O,X,O,O,X,X,X,X,X,X,X,X
LOSJIZT,O,X,O,O,X,X,X,X,X,X,X,X
LOSJZTI,O,X,O,O,X,X,X,X,X,X,X,X
LOSJZIT,O,X,O,O,X,X,X,X,X,X,X,X
LOSZTIJ,X,X,O,X,X,X,X,X,X,X,X,X
LOSZTJI,X,X,O,X,X,X,X,X,X,X,X,X
LOSZITJ,X,X,O,X,O,X,X,X,X,X,X,X
LOSZIJT,O,X,O,X,O,X,X,X,X,X,X,X
LOSZJTI,O,X,O,O,X,X,X,X,X,X,X,X
LOSZJIT,O,X,O,O,O,X,X,X,X,X,X,X
LOZTIJS,X,X,O,X,X,X,X,X,X,X,X,O
LOZTISJ,X,X,O,X,X,X,X,X,X,X,X,X
LOZTJIS,X,X,O,X,X,X,X,X,X,X,X,X
LOZTJSI,X,X,O,X,X,X,X,X,X,X,X,X
LOZTSIJ,X,X,O,X,X,X,X,X,X,X,X,X
LOZTSJI,X,X,O,X,X,X,X,X,X,X,X,X
LOZITJS,X,X,X,X,X,X,X,X,X,X,X,O
LOZITSJ,X,X,X,X,X,X,X,X,X,X,X,X
LOZIJTS,X,X,X,X,X,X,X,X,O,X,X,O
LOZIJST,X,X,O,X,X,O,X,X,O,X,X,X
LOZISTJ,X,X,O,X,X,O,X,X,X,X,X,X
LOZISJT,X,X,O,X,X,O,X,X,X,X,X,X
LOZJTIS,X,X,X,X,X,X,X,X,X,X,X,X
LOZJTSI,X,X,O,X,X,X,X,X,X,X,X,X
LOZJITS,X,X,X,X,X,X,X,X,X,X,X,X
LOZJIST,X,X,O,X,X,O,X,X,X,X,X,X
LOZJSTI,X,X,O,O,X,X,X,X,X,X,X,X
LOZJSIT,X,X,O,O,O,X,X,X,X,X,X,X
LOZSTIJ,X,X,O,X,X,X,X,X,X,X,X,X
LOZSTJI,X,X,O,X,X,X,X,X,X,X,X,X
LOZSITJ,X,X,O,X,O,X,X,X,X,X,X,X
LOZSIJT,X,X,O,X,O,X,X,X,X,X,X,X
LOZSJTI,X,X,O,O,X,X,X,X,X,X,X,X
LOZSJIT,X,X,O,O,O,X,X,X,X,X,X,X
JTILSZO,O,X,X,O,X,X,X,O,X,X,X,X
JTILSOZ,O,X,X,O,X,X,X,O,O,X,X,X
JTILZSO,X,X,X,X,X,O,X,X,X,X,X,X
JTILZOS,X,X,X,X,X,O,X,X,O,X,X,X
JTILOSZ,X,X,X,X,X,X,O,O,O,X,X,X
JTILOZS,X,X,X,X,X,O,O,X,O,X,X,X
JTISLZO,O,O,X,O,X,X,X,O,X,O,X,X
JTISLOZ,O,X,X,O,X,X,X,O,O,X,X,X
JTISZLO,O,O,X,O,X,X,X,O,X,O,X,X
JTISZOL,O,O,X,X,X,X,X,O,X,O,X,X
JTISOLZ,O,X,X,O,X,X,O,O,O,X,X,X
JTISOZL,O,X,X,X,X,X,X,O,X,X,X,X
JTIZLSO,O,O,X,X,X,O,X,X,X,O,X,X
JTIZLOS,X,O,X,X,X,O,X,X,O,X,X,X
JTIZSLO,O,O,X,X,X,O,X,O,X,O,X,X
JTIZSOL,O,O,X,X,X,O,X,O,X,O,X,X
JTIZOLS,O,O,X,X,X,O,O,X,O,X,X,X
JTIZOSL,O,X,X,X,X,O,X,O,X,O,X,X
JTIOLSZ,O,X,X,X,X,X,O,O,O,X,X,X
JTIOLZS,X,X,X,X,X,O,O,X,O,X,X,X
JTIOSLZ,O,X,X,X,X,X,O,O,O,X,X,X
JTIOSZL,O,X,X,X,X,X,X,O,X,X,X,X
JTIOZLS,X,X,X,X,X,O,O,X,O,X,X,X
JTIOZSL,O,X,X,X,X,O,X,O,X,X,X,X
JTLISZO,O,X,X,O,X,X,X,O,X,X,X,X
JTLISOZ,O,X,X,O,X,X,X,O,O,X,X,X
JTLIZSO,X,X,X,X,X,X,X,X,X,X,X,X
JTLIZOS,X,X,X,X,X,X,X,X,O,X,X,X
JTLIOSZ,X,X,X,X,X,X,X,O,O,X,X,X
JTLIOZS,X,X,X,X,X,X,X,X,O,X,X,X
JTLSIZO,O,O,O,O,O,X,X,O,X,O,X,X
JTLSIOZ,O,X,X,O,O,X,X,O,X,X,X,X
JTLSZIO,O,O,O,O,O,X,X,O,X,O,X,X
JTLSZOI,O,O,O,O,O,X,X,X,X,O,X,X
JTLSOIZ,O,X,O,O,X,X,X,O,X,X,X,X
JTLSOZI,O,O,O,O,X,X,X,X,X,O,X,X
JTLZISO,O,O,O,X,O,X,X,X,X,O,X,X
JTLZIOS,X,O,O,X,X,X,X,X,X,X,X,X
JTLZSIO,O,O,O,O,O,X,X,X,X,O,X,X
JTLZSOI,O,O,O,O,O,X,X,X,X,O,X,X
JTLZOIS,O,O,O,X,X,X,X,X,X,X,X,X
JTLZOSI,O,O,O,X,O,X,X,X,X,X,X,X
JTLOISZ,O,X,X,O,X,X,X,X,O,X,X,X
JTLOIZS,X,X,X,X,X,X,X,X,O,X,X,X
JTLOSIZ,O,X,O,O,X,X,X,X,X,X,X,X
JTLOSZI,O,X,O,O,X,X,X,X,X,X,X,X
JTLOZIS,X,X,O,X,X,X,X,X,X,X,X,X
JTLOZSI,X,X,O,O,X,X,X,X,X,X,X,X
JTSILZO,O,O,X,O,O,X,X,O,X,O,X,X
JTSILOZ,O,X,X,O,O,X,O,O,X,X,X,X
JTSIZLO,O,O,O,O,X,X,X,O,X,O,X,X
JTSIZOL,O,O,O,X,X,X,O,O,X,O,X,X
JTSIOLZ,O,X,X,O,O,X,O,O,X,X,X,X
JTSIOZL,O,X,X,X,X,X,O,O,X,X,X,X
JTSLIZO,O,O,O,O,O,X,X,O,X,O,X,X
JTSLIOZ,O,X,X,O,O,X,O,O,X,X,X,X
JTSLZIO,O,O,O,O,O,X,X,O,X,O,X,X
JTSLZOI,O,O,O,O,O,X,X,X,X,O,X,X
JTSLOIZ,O,X,O,O,X,X,O,O,X,X,X,X
JTSLOZI,O,O,O,O,X,X,O,X,X,O,X,X
JTSZILO,O,O,O,O,O,X,X,O,X,O,X,X
JTSZIOL,O,O,O,X,O,X,O,O,X,O,X,X
JTSZLIO,O,O,O,O,O,X,X,O,X,O,X,X
JTSZLOI,O,O,O,O,O,X,X,X,X,O,X,X
JTSZOIL,O,O,O,X,O,X,O,X,X,O,X,X
JTSZOLI,O,O,O,X,O,X,O,X,X,O,X,X
JTSOILZ,O,X,X,O,O,X,O,O,X,X,X,X
JTSOIZL,O,X,X,O,X,X,O,O,X,X,X,X
JTSOLIZ,O,X,X,O,O,X,O,O,X,X,X,X
JTSOLZI,O,O,X,O,O,X,O,X,X,O,X,X
JTSOZIL,O,O,X,O,O,X,O,X,X,O,X,X
JTSOZLI,O,O,X,O,O,X,O,X,X,O,X,X
JTZILSO,O,O,O,X,O,O,X,X,X,O,X,X
JTZILOS,X,O,O,X,X,O,X,X,X,X,X,X
JTZISLO,O,O,O,X,O,O,X,O,X,O,X,X
JTZISOL,O,O,O,X,O,O,X,O,X,O,X,X
JTZIOLS,O,O,O,X,O,O,X,X,X,X,X,X
JTZIOSL,O,X,X,X,O,O,X,O,X,O,X,X
JTZLISO,O,O,O,X,O,O,X,X,X,O,X,X
JTZLIOS,X,O,O,X,X,O,X,X,X,X,X,X
JTZLSIO,O,O,O,O,O,X,X,X,X,O,X,X
JTZLSOI,O,O,O,O,O,X,X,X,X,O,X,X
JTZLOIS,O,O,O,X,O,O,X,X,X,X,X,X
JTZLOSI,O,O,O,X,O,X,X,X,X,X,X,X
JTZSILO,O,O,O,O,O,O,X,O,X,O,X,X
JTZSIOL,O,O,O,X,O,O,X,O,X,O,X,X
JTZSLIO,O,O,O,O,O,X,X,O,X,O,X,X
JTZSLOI,O,O,O,O,O,X,X,X,X,O,X,X
JTZSOIL,O,O,O,X,O,O,X,X,X,O,X,X
JTZSOLI,O,O,O,X,O,X,X,X,X,O,X,X
JTZOILS,O,O,O,X,O,O,X,X,X,X,X,X
JTZOISL,O,X,X,X,O,O,X,X,X,O,X,X
JTZOLIS,O,O,O,X,O,O,X,X,X,X,X,X
JTZOLSI,O,O,O,X,O,X,X,X,X,X,X,X
JTZOSIL,O,O,O,X,O,O,X,X,X,O,X,X
JTZOSLI,O,O,O,X,O,X,X,X,X,O,X,X
JTOILSZ,O,X,X,O,X,X,O,O,O,X,X,X
JTOILZS,X,X,X,X,X,O,O,X,O,X,X,X
JTOISLZ,O,X,X,O,X,X,O,O,O,X,X,X
JTOISZL,O,X,X,O,X,X,X,O,X,X,X,X
JTOIZLS,X,X,X,X,X,O,O,X,O,X,X,X
JTOIZSL,O,X,X,X,X,O,X,O,X,X,X,X
JTOLISZ,O,X,X,O,X,X,O,X,O,X,X,X
JTOLIZS,X,X,X,X,X,X,O,X,O,X,X,X
JTOLSIZ,O,X,O,O,O,X,O,X,X,X,X,X
JTOLSZI,O,X,O,O,O,X,O,X,X,X,X,X
JTOLZIS,X,X,O,X,O,X,X,X,X,X,X,X
JTOLZSI,X,X,O,O,O,X,X,X,X,X,X,X
JTOSILZ,O,X,X,O,O,X,O,O,X,X,X,X
JTOSIZL,O,X,X,O,X,X,O,O,X,X,X,X
JTOSLIZ,O,X,X,O,O,X,O,O,X,X,X,X
JTOSLZI,O,O,X,O,O,X,O,X,X,O,X,X
JTOSZIL,O,O,X,O,O,X,O,X,X,O,X,X
JTOSZLI,O,O,X,O,O,X,O,X,X,O,X,X
JTOZILS,O,O,O,X,O,O,X,X,X,X,X,X
JTOZISL,O,X,X,X,O,O,X,X,X,O,X,X
JTOZLIS,O,O,O,X,O,O,X,X,X,X,X,X
JTOZLSI,O,O,O,O,O,X,X,X,X,X,X,X
JTOZSIL,O,O,X,O,O,O,X,X,X,O,X,X
JTOZSLI,O,O,O,O,O,X,X,X,X,O,X,X
JITLSZO,O,X,X,O,X,X,X,O,X,X,X,X
JITLSOZ,O,X,X,O,X,X,X,O,O,X,X,X
JITLZSO,X,X,X,X,X,O,X,X,X,X,X,X
JITLZOS,X,X,X,X,X,O,X,X,O,X,X,X
JITLOSZ,X,X,X,X,X,X,O,O,O,X,X,X
JITLOZS,X,X,X,X,X,O,O,X,O,X,X,X
JITSLZO,O,X,X,O,X,X,X,O,X,O,X,X
JITSLOZ,O,X,X,O,X,X,X,O,O,X,X,X
JITSZLO,O,X,X,O,X,X,X,O,X,O,X,X
JITSZOL,O,X,X,X,X,X,X,O,X,O,X,X
JITSOLZ,O,X,X,O,X,X,O,O,O,X,X,X
JITSOZL,O,X,X,X,X,X,X,O,X,X,X,X
JITZLSO,O,X,X,X,X,O,X,X,X,O,X,X
JITZLOS,X,X,X,X,X,O,X,X,O,X,X,O
JITZSLO,O,X,X,X,X,O,X,O,X,O,X,X
JITZSOL,O,X,X,X,X,O,X,O,X,O,X,O
JITZOLS,O,X,X,X,X,O,O,X,O,X,X,O
JITZOSL,O,X,X,X,X,O,X,O,X,O,X,O
JITOLSZ,O,X,X,X,X,X,O,O,O,X,X,X
JITOLZS,X,X,X,X,X,O,O,X,O,X,X,X
JITOSLZ,O,X,X,X,X,X,O,O,O,X,X,X
JITOSZL,O,X,X,X,X,X,X,O,X,X,X,X
JITOZLS,X,X,X,X,X,O,O,X,O,X,X,O
JITOZSL,O,X,X,X,X,O,X,O,X,X,X,O
JILTSZO,O,X,X,X,X,X,X,O,X,X,X,X
JILTSOZ,O,X,X,X,X,X,X,O,O,X,X,X
JILTZSO,X,X,X,X,X,O,X,X,X,X,X,X
JILTZOS,X,X,X,X,X,O,X,X,O,X,X,X
JILTOSZ,X,X,X,X,X,X,O,O,O,X,X,X
JILTOZS,X,X,X,X,X,O,O,X,O,X,X,X
JILSTZO,O,X,X,O,X,X,X,X,X,X,O,X
JILSTOZ,O,X,X,X,X,X,X,O,X,X,X,X
JILSZTO,O,X,X,O,X,X,X,X,X,X,O,X
JILSZOT,O,X,X,O,X,X,X,O,X,X,O,X
JILSOTZ,O,X,X,O,X,X,X,O,X,X,X,X
JILSOZT,O,X,X,O,X,X,X,O,O,X,O,X
JILZTSO,X,X,X,X,X,X,X,X,X,X,X,X
JILZTOS,X,X,X,X,X,O,X,X,X,X,X,O
JILZSTO,X,X,X,X,X,X,X,X,X,X,X,X
JILZSOT,X,X,X,X,X,O,X,X,X,X,X,X
JILZOTS,X,X,X,X,X,O,X,X,O,X,X,O
JILZOST,X,X,X,X,X,O,X,X,O,X,X,X
JILOTSZ,X,X,X,X,X,X,X,O,O,X,X,X
JILOTZS,X,X,X,X,X,O,X,X,O,X,X,X
JILOSTZ,X,X,X,X,X,X,X,O,X,X,X,X
JILOSZT,X,X,X,X,X,X,X,O,O,X,X,X
JILOZTS,X,X,X,X,X,O,X,X,O,X,X,O
JILOZST,X,X,X,X,X,O,X,X,O,X,X,X
JISTLZO,O,X,X,O,X,X,X,O,X,X,O,X
JISTLOZ,O,X,X,O,X,X,X,O,O,X,X,X
JISTZLO,O,X,X,O,X,X,X,O,X,X,O,X
JISTZOL,X,X,X,X,X,X,X,O,X,X,O,X
JISTOLZ,O,X,X,O,X,X,O,O,O,X,X,X
JISTOZL,X,X,X,X,X,X,X,O,X,X,X,X
JISLTZO,O,X,X,O,X,X,X,X,X,X,O,X
JISLTOZ,O,X,X,O,X,X,X,O,X,X,X,X
JISLZTO,O,O,X,O,X,X,X,X,X,O,O,X
JISLZOT,O,O,X,O,X,X,X,O,X,O,O,X
JISLOTZ,O,X,X,O,X,X,X,O,X,X,X,X
JISLOZT,O,X,X,O,X,X,X,O,O,X,O,X
JISZTLO,O,O,X,O,X,X,X,X,X,O,O,X
JISZTOL,X,X,X,X,X,X,X,X,X,X,O,O
JISZLTO,O,O,X,O,X,X,X,X,X,O,O,X
JISZLOT,O,O,X,O,X,X,X,O,X,O,O,X
JISZOTL,O,X,X,X,X,X,X,X,X,X,O,O
JISZOLT,O,O,X,X,X,X,X,O,X,O,O,X
JISOTLZ,O,X,X,O,X,X,X,O,O,X,X,X
JISOTZL,X,X,X,X,X,X,X,O,X,X,X,X
JISOLTZ,O,X,X,X,X,X,X,O,X,X,X,X
JISOLZT,O,X,X,O,X,X,X,O,O,X,O,X
JISOZTL,X,X,X,X,X,X,X,X,X,X,O,O
JISOZLT,O,X,X,X,X,X,X,O,X,X,O,X
JIZTLSO,O,O,X,X,X,X,X,X,X,O,X,X
JIZTLOS,X,O,X,X,X,X,X,X,O,X,X,O
JIZTSLO,O,X,X,X,X,O,X,O,X,O,X,X
JIZTSOL,O,X,X,X,X,O,X,O,X,O,X,O
JIZTOLS,O,X,X,X,X,X,O,X,O,X,X,O
JIZTOSL,O,X,X,X,X,O,X,O,X,O,X,O
JIZLTSO,O,O,X,X,X,X,X,X,X,O,X,X
JIZLTOS,X,O,X,X,X,X,X,X,X,X,X,O
JIZLSTO,O,O,X,X,X,O,X,X,X,O,X,X
JIZLSOT,O,O,X,X,X,O,X,X,X,O,X,X
JIZLOTS,X,O,X,X,X,X,X,X,O,X,X,O
JIZLOST,X,X,X,X,X,O,X,X,O,X,X,X
JIZSTLO,O,O,X,X,X,O,X,X,X,O,X,X
JIZSTOL,O,X,X,X,X,O,X,X,X,O,X,O
JIZSLTO,O,O,X,X,X,O,X,X,X,O,X,X
JIZSLOT,O,O,X,X,X,O,X,O,X,O,X,X
JIZSOTL,O,X,X,X,X,O,X,X,X,X,X,O
JIZSOLT,O,O,X,X,X,O,X,O,X,O,X,X
JIZOTLS,O,X,X,X,X,X,X,X,O,X,X,O
JIZOTSL,O,X,X,X,X,O,X,O,X,O,X,O
JIZOLTS,O,O,X,X,X,X,X,X,O,X,X,O
JIZOLST,O,X,X,X,X,O,X,X,O,X,X,X
JIZOSTL,O,X,X,X,X,O,X,X,X,X,X,O
JIZOSLT,O,X,X,X,X,O,X,O,X,O,X,X
JIOTLSZ,O,X,X,X,X,X,O,O,O,X,X,X
