sequence,v115@9gA8IeB8HeB8HeD8AeC8LeaFJvhFzgBfnBxiBGoBFr?BUtB,v115@9gA8IeB8HeB8HeD8AeC8LeaFJvhFFhB8mBziB5oBfr?BmsB,v115@9gA8IeB8HeB8HeD8AeC8LeaFJvhFRhBGjBfrB0mBln?BTtB,v115@9gA8IeB8HeB8HeD8AeC8LeFAJvhFXhBxiBzmBStBmq?BUtB,v115@9gA8IeB8HeB8HeD8AeC8LeRAJvhF3hBTlBlnBctBir?BGtB,v115@9gA8IeB8HeB8HeD8AeC8LeUAJvhFRhBSoBlmB3nBmq?BTtB,v115@9gA8IeB8HeB8HeD8AeC8LeFAJvhFxhB3lBcrBTnBOt?B6tB
JLSTOIZ,O,O,O,O,X,X,X
JLSTOZI,O,O,O,O,X,X,O
JLSITZO,X,O,O,O,X,X,X
JLSITOZ,O,O,O,O,X,X,X
JLSIZTO,X,O,O,O,X,X,X
JLSIZOT,X,O,O,X,X,X,X
JLSIOTZ,X,O,O,O,X,X,X
JLSIOZT,X,O,O,X,X,X,X
JLSZTIO,O,O,O,O,X,X,X
JLSZTOI,O,O,O,X,O,X,X
JLSZITO,O,O,O,O,X,X,X
JLSZIOT,O,O,O,X,X,X,X
JLSZOTI,O,O,O,X,O,X,X
JLSZOIT,O,O,O,X,O,X,X
JLSOTIZ,X,O,O,O,X,X,X
JLSOTZI,X,O,O,O,X,X,O
JLSOITZ,X,O,O,O,X,X,X
JLSOIZT,X,O,O,O,O,X,X
JLSOZTI,X,O,O,O,O,X,X
JLSOZIT,X,O,O,O,O,X,X
JLZTISO,O,O,X,O,X,X,X
JLZTIOS,O,O,X,X,X,O,X
JLZTSIO,O,O,X,O,X,X,X
JLZTSOI,O,O,X,X,O,X,X
JLZTOIS,O,O,X,O,O,O,X
JLZTOSI,O,O,X,O,O,O,X
JLZITSO,O,O,X,O,X,X,X
JLZITOS,O,O,X,X,X,O,X
JLZISTO,O,O,X,O,X,X,X
JLZISOT,O,O,X,X,X,X,X
JLZIOTS,X,O,X,X,X,O,X
JLZIOST,O,O,X,X,X,X,X
JLZSTIO,O,O,X,O,X,X,X
JLZSTOI,O,O,X,X,O,X,O
JLZSITO,O,O,X,O,X,X,X
JLZSIOT,O,O,X,X,X,X,X
JLZSOTI,O,O,X,X,O,X,O
JLZSOIT,O,O,X,X,O,X,O
JLZOTIS,O,O,X,O,O,O,X
JLZOTSI,O,O,X,O,O,O,X
JLZOITS,X,O,X,O,O,O,X
JLZOIST,O,O,X,O,O,X,O
JLZOSTI,O,O,X,O,O,O,O
JLZOSIT,O,O,X,O,O,X,O
JLOTISZ,X,O,O,O,X,O,X
JLOTIZS,X,O,O,O,X,O,X
JLOTSIZ,X,O,O,O,X,O,X
JLOTSZI,X,O,O,O,X,O,O
JLOTZIS,X,O,O,O,X,O,X
JLOTZSI,X,O,O,O,X,O,X
JLOITSZ,X,O,O,O,X,O,X
JLOITZS,X,O,O,O,X,O,X
JLOISTZ,X,O,O,O,X,X,X
JLOISZT,X,O,O,O,O,X,X
JLOIZTS,X,O,X,O,O,O,X
JLOIZST,X,O,X,O,O,X,O
JLOSTIZ,X,O,O,O,X,O,X
JLOSTZI,X,O,O,O,X,O,O
JLOSITZ,X,O,O,O,X,X,X
JLOSIZT,X,O,O,O,O,X,X
JLOSZTI,X,O,O,O,O,O,X
JLOSZIT,X,O,O,O,O,X,X
JLOZTIS,X,O,O,O,O,O,X
JLOZTSI,X,O,O,O,O,O,X
JLOZITS,X,O,X,O,O,O,X
JLOZIST,X,O,X,O,O,X,O
JLOZSTI,X,O,O,O,O,O,O
JLOZSIT,X,O,O,O,O,X,O
JSTILZO,X,O,O,O,X,X,X
JSTILOZ,O,O,O,O,X,X,X
JSTIZLO,X,O,O,X,X,X,X
JSTIZOL,X,O,O,X,X,O,O
JSTIOLZ,O,O,O,O,X,O,X
JSTIOZL,X,O,X,O,X,O,O
JSTLIZO,X,O,O,O,X,X,X
JSTLIOZ,O,O,O,O,X,X,X
JSTLZIO,O,O,O,O,X,X,X
JSTLZOI,O,O,O,X,X,X,O
JSTLOIZ,O,O,O,O,X,X,X
JSTLOZI,O,O,O,O,X,X,O
JSTZILO,O,O,O,X,X,X,X
JSTZIOL,O,O,O,X,X,O,O
JSTZLIO,O,O,O,O,X,X,X
JSTZLOI,O,O,O,X,X,X,O
JSTZOIL,O,O,O,O,X,O,O
JSTZOLI,O,O,O,O,X,O,O
JSTOILZ,O,O,O,O,X,O,X
JSTOIZL,X,O,X,O,X,O,O
JSTOLIZ,O,O,O,O,X,O,X
JSTOLZI,O,O,O,O,X,O,O
JSTOZIL,O,O,O,O,X,O,O
JSTOZLI,O,O,O,O,X,O,O
JSITLZO,X,O,O,O,X,X,X
JSITLOZ,O,O,O,O,X,X,X
JSITZLO,X,O,O,X,X,X,X
JSITZOL,X,O,X,X,X,X,O
JSITOLZ,O,O,O,O,X,X,X
JSITOZL,X,O,X,O,X,X,O
JSILTZO,X,O,O,O,X,X,X
JSILTOZ,O,O,O,O,X,X,X
JSILZTO,X,O,O,O,X,X,X
JSILZOT,X,O,O,X,X,X,X
JSILOTZ,X,O,O,O,X,X,X
JSILOZT,X,O,O,X,X,X,X
JSIZTLO,X,O,O,X,X,X,X
JSIZTOL,X,O,O,X,X,X,X
JSIZLTO,X,O,O,X,X,X,X
JSIZLOT,X,O,O,X,X,X,X
JSIZOTL,X,O,O,X,X,X,X
JSIZOLT,X,O,O,X,X,X,X
JSIOTLZ,X,O,O,O,X,X,X
JSIOTZL,X,O,O,O,X,X,O
JSIOLTZ,X,O,O,O,X,X,X
JSIOLZT,X,O,O,O,X,X,X
JSIOZTL,X,O,O,O,X,X,X
JSIOZLT,X,O,O,X,X,X,X
JSLTIZO,X,O,O,O,X,X,X
JSLTIOZ,O,O,O,O,X,X,X
JSLTZIO,O,O,O,O,X,X,X
JSLTZOI,O,O,O,X,X,X,O
JSLTOIZ,O,O,O,O,X,X,X
JSLTOZI,O,O,O,O,X,X,O
JSLITZO,X,O,O,O,X,X,X
JSLITOZ,O,O,O,O,X,X,X
JSLIZTO,X,O,O,O,X,X,X
JSLIZOT,X,O,O,X,X,X,X
JSLIOTZ,X,O,O,O,X,X,X
JSLIOZT,X,O,O,X,X,X,X
JSLZTIO,O,O,O,O,X,X,X
JSLZTOI,O,O,O,X,X,X,X
JSLZITO,O,O,O,O,X,X,X
JSLZIOT,O,O,O,X,X,X,X
JSLZOTI,O,O,O,X,X,X,X
JSLZOIT,O,O,O,X,X,X,X
JSLOTIZ,X,O,O,O,X,X,X
JSLOTZI,X,O,O,O,X,X,O
JSLOITZ,X,O,O,O,X,X,X
JSLOIZT,X,O,O,O,X,X,X
JSLOZTI,X,O,O,O,X,X,X
JSLOZIT,X,O,O,O,X,X,X
JSZTILO,O,O,O,X,X,X,X
JSZTIOL,O,O,O,X,X,O,O
JSZTLIO,O,O,O,O,X,X,X
JSZTLOI,O,O,O,X,X,X,O
JSZTOIL,O,O,O,O,X,O,O
JSZTOLI,O,O,O,O,X,O,O
JSZITLO,O,O,O,X,X,X,X
JSZITOL,O,O,O,X,X,O,O
JSZILTO,O,O,O,X,X,X,X
JSZILOT,O,O,O,X,X,X,X
JSZIOTL,O,O,O,X,X,O,O
JSZIOLT,O,O,O,X,X,X,O
JSZLTIO,O,O,O,O,X,X,X
JSZLTOI,O,O,O,X,X,X,O
JSZLITO,O,O,O,O,X,X,X
JSZLIOT,O,O,O,X,X,X,X
JSZLOTI,O,O,O,X,X,X,O
JSZLOIT,O,O,O,X,X,X,O
JSZOTIL,O,O,O,O,X,O,O
JSZOTLI,O,O,O,O,X,O,O
JSZOITL,O,O,O,O,X,O,O
JSZOILT,O,O,O,X,X,X,O
JSZOLTI,O,O,O,O,X,O,O
JSZOLIT,O,O,O,O,X,X,O
JSOTILZ,X,O,O,O,X,O,X
JSOTIZL,X,O,O,O,X,O,O
JSOTLIZ,X,O,O,O,X,O,X
JSOTLZI,X,O,O,O,X,O,O
JSOTZIL,X,O,O,O,X,O,O
JSOTZLI,X,O,O,O,X,O,O
JSOITLZ,X,O,O,O,X,X,X
JSOITZL,X,O,O,O,X,X,O
JSOILTZ,X,O,O,O,X,X,X
JSOILZT,X,O,O,O,X,X,X
JSOIZTL,X,O,O,O,X,X,O
JSOIZLT,X,O,O,X,X,X,O
JSOLTIZ,X,O,O,O,X,O,X
JSOLTZI,X,O,O,O,X,O,O
JSOLITZ,X,O,O,O,X,X,X
JSOLIZT,X,O,O,O,X,X,X
JSOLZTI,X,O,O,O,X,O,X
JSOLZIT,X,O,O,O,X,X,X
JSOZTIL,X,O,O,O,X,O,O
JSOZTLI,X,O,O,O,X,O,O
JSOZITL,X,O,O,O,X,O,O
JSOZILT,X,O,O,X,X,X,O
JSOZLTI,X,O,O,O,X,O,O
JSOZLIT,X,O,O,O,X,X,O
JZTILSO,O,O,X,X,X,X,X
JZTILOS,O,O,X,X,X,O,X
JZTISLO,O,O,X,X,X,X,X
JZTISOL,O,O,X,X,X,O,X
JZTIOLS,O,O,X,X,X,O,X
JZTIOSL,O,O,X,X,X,O,X
JZTLISO,O,O,X,O,X,X,X
JZTLIOS,O,O,X,X,X,O,X
JZTLSIO,O,O,X,O,X,X,X
JZTLSOI,O,O,X,X,X,X,X
JZTLOIS,O,O,X,O,X,O,X
JZTLOSI,O,O,X,O,X,O,X
JZTSILO,O,O,X,X,X,X,X
JZTSIOL,O,O,X,X,X,O,O
JZTSLIO,O,O,X,O,X,X,X
JZTSLOI,O,O,X,X,X,X,O
JZTSOIL,O,O,X,O,X,O,O
JZTSOLI,O,O,X,O,O,O,O
JZTOILS,O,O,X,X,X,O,X
JZTOISL,O,O,X,O,X,O,O
JZTOLIS,O,O,X,O,O,O,X
JZTOLSI,O,O,X,O,O,O,X
JZTOSIL,O,O,X,O,X,O,O
JZTOSLI,O,O,X,O,O,O,O
JZITLSO,O,O,X,X,X,X,X
JZITLOS,O,O,X,X,X,O,X
JZITSLO,O,O,X,X,X,X,X
JZITSOL,O,O,X,X,X,O,X
JZITOLS,O,O,X,X,X,O,X
JZITOSL,O,O,X,X,X,O,X
JZILTSO,O,O,X,X,X,X,X
JZILTOS,O,O,X,X,X,O,X
JZILSTO,O,O,X,X,X,X,X
JZILSOT,O,O,X,X,X,X,X
JZILOTS,X,O,X,X,X,O,X
JZILOST,O,O,X,X,X,X,X
JZISTLO,O,O,X,X,X,X,X
JZISTOL,O,O,X,X,X,O,O
JZISLTO,O,O,X,X,X,X,X
JZISLOT,O,O,X,X,X,X,X
JZISOTL,O,O,X,X,X,O,O
JZISOLT,O,O,X,X,X,X,O
JZIOTLS,X,O,X,X,X,O,X
JZIOTSL,X,O,X,X,X,O,O
JZIOLTS,X,O,X,X,O,O,X
JZIOLST,O,O,X,X,O,X,O
JZIOSTL,O,O,X,X,X,O,O
JZIOSLT,O,O,X,X,X,X,O
JZLTISO,O,O,X,O,X,X,X
JZLTIOS,O,O,X,X,X,O,X
JZLTSIO,O,O,X,O,X,X,X
JZLTSOI,O,O,X,X,O,X,X
JZLTOIS,O,O,X,O,O,O,X
JZLTOSI,O,O,X,O,O,O,X
JZLITSO,O,O,X,O,X,X,X
JZLITOS,O,O,X,X,X,O,X
JZLISTO,O,O,X,O,X,X,X
JZLISOT,O,O,X,X,X,X,X
JZLIOTS,X,O,X,X,X,O,X
JZLIOST,O,O,X,X,X,X,X
JZLSTIO,O,O,X,O,X,X,X
JZLSTOI,O,O,X,X,O,X,O
JZLSITO,O,O,X,O,X,X,X
JZLSIOT,O,O,X,X,X,X,X
JZLSOTI,O,O,X,X,O,X,O
JZLSOIT,O,O,X,X,O,X,O
JZLOTIS,O,O,X,O,O,O,X
JZLOTSI,O,O,X,O,O,O,X
JZLOITS,X,O,X,O,O,O,X
JZLOIST,O,O,X,O,O,X,O
JZLOSTI,O,O,X,O,O,O,O
JZLOSIT,O,O,X,O,O,X,O
JZSTILO,O,O,X,X,X,X,X
JZSTIOL,O,O,X,X,X,O,O
JZSTLIO,O,O,X,O,X,X,X
JZSTLOI,O,O,X,X,X,X,O
JZSTOIL,O,O,X,O,X,O,O
JZSTOLI,O,O,X,O,X,O,O
JZSITLO,O,O,X,X,X,X,X
JZSITOL,O,O,X,X,X,O,O
JZSILTO,O,O,X,X,X,X,X
JZSILOT,O,O,X,X,X,X,X
JZSIOTL,O,O,X,X,X,O,O
JZSIOLT,O,O,X,X,X,X,O
JZSLTIO,O,O,X,O,X,X,X
JZSLTOI,O,O,X,X,X,X,O
JZSLITO,O,O,X,O,X,X,X
JZSLIOT,O,O,X,X,X,X,X
JZSLOTI,O,O,X,X,X,X,O
JZSLOIT,O,O,X,X,X,X,O
JZSOTIL,O,O,X,O,X,O,O
JZSOTLI,O,O,X,O,X,O,O
JZSOITL,O,O,X,O,X,O,O
JZSOILT,O,O,X,X,X,X,O
JZSOLTI,O,O,X,O,X,O,O
JZSOLIT,O,O,X,O,X,X,O
JZOTILS,O,O,X,X,X,O,X
JZOTISL,O,O,X,O,X,O,O
JZOTLIS,O,O,X,O,O,O,X
JZOTLSI,O,O,X,O,O,O,X
JZOTSIL,O,O,X,O,X,O,O
JZOTSLI,O,O,X,O,O,O,O
JZOITLS,X,O,X,X,X,O,X
JZOITSL,X,O,X,O,X,O,O
JZOILTS,X,O,X,X,O,O,X
JZOILST,O,O,X,X,O,X,O
JZOISTL,O,O,X,O,X,O,O
JZOISLT,O,O,X,X,X,X,O
JZOLTIS,O,O,X,O,O,O,X
JZOLTSI,O,O,X,O,O,O,X
JZOLITS,X,O,X,O,O,O,X
JZOLIST,O,O,X,O,O,X,O
JZOLSTI,O,O,X,O,O,O,O
JZOLSIT,O,O,X,O,O,X,O
JZOSTIL,O,O,X,O,X,O,O
JZOSTLI,O,O,X,O,X,O,O
JZOSITL,O,O,X,O,X,O,O
JZOSILT,O,O,X,X,X,X,O
JZOSLTI,O,O,X,O,X,O,O
JZOSLIT,O,O,X,O,X,X,O
JOTILSZ,X,O,O,O,X,O,X
JOTILZS,X,O,O,O,X,O,X
JOTISLZ,X,O,O,O,X,O,X
JOTISZL,X,O,O,O,X,O,O
JOTIZLS,X,O,O,X,X,O,X
JOTIZSL,X,O,X,O,X,O,O
JOTLISZ,X,O,O,O,X,O,X
JOTLIZS,X,O,O,O,X,O,X
JOTLSIZ,X,O,O,O,X,O,X
JOTLSZI,X,O,O,O,X,O,O
JOTLZIS,X,O,O,O,X,O,X
JOTLZSI,X,O,O,O,X,O,X
JOTSILZ,X,O,O,O,X,O,X
JOTSIZL,X,O,O,O,X,O,O
JOTSLIZ,X,O,O,O,X,O,X
JOTSLZI,X,O,O,O,X,O,O
JOTSZIL,X,O,O,O,X,O,O
JOTSZLI,X,O,O,O,X,O,O
JOTZILS,X,O,O,X,X,O,X
JOTZISL,X,O,X,O,X,O,O
JOTZLIS,X,O,O,O,X,O,X
JOTZLSI,X,O,O,O,X,O,X
JOTZSIL,X,O,O,O,X,O,O
JOTZSLI,X,O,O,O,X,O,O
JOITLSZ,X,O,O,O,X,O,X
JOITLZS,X,O,O,O,X,O,X
JOITSLZ,X,O,O,O,X,O,X
JOITSZL,X,O,O,O,X,O,O
JOITZLS,X,O,O,X,X,O,X
JOITZSL,X,O,X,O,X,O,O
JOILTSZ,X,O,O,O,X,O,X
JOILTZS,X,O,O,O,X,O,X
JOILSTZ,X,O,O,O,X,X,X
JOILSZT,X,O,O,O,O,X,X
JOILZTS,X,O,X,O,O,O,X
JOILZST,X,O,X,O,O,X,O
JOISTLZ,X,O,O,O,X,X,X
JOISTZL,X,O,O,O,X,X,O
JOISLTZ,X,O,O,O,X,X,X
JOISLZT,X,O,O,O,X,X,X
JOISZTL,X,O,O,O,X,X,O
JOISZLT,X,O,O,X,X,X,O
JOIZTLS,X,O,X,X,X,O,X
JOIZTSL,X,O,X,O,X,O,O
JOIZLTS,X,O,X,X,O,O,X
JOIZLST,X,O,X,X,O,X,O
JOIZSTL,X,O,X,O,X,O,O
JOIZSLT,X,O,X,X,X,X,O
JOLTISZ,X,O,O,O,X,O,X
JOLTIZS,X,O,O,O,X,O,X
JOLTSIZ,X,O,O,O,X,O,X
JOLTSZI,X,O,O,O,X,O,O
JOLTZIS,X,O,O,O,X,O,X
JOLTZSI,X,O,O,O,X,O,X
JOLITSZ,X,O,O,O,X,O,X
JOLITZS,X,O,O,O,X,O,X
JOLISTZ,X,O,O,O,X,X,X
JOLISZT,X,O,O,O,O,X,X
JOLIZTS,X,O,X,O,O,O,X
JOLIZST,X,O,X,O,O,X,O
JOLSTIZ,X,O,O,O,X,O,X
JOLSTZI,X,O,O,O,X,O,O
JOLSITZ,X,O,O,O,X,X,X
JOLSIZT,X,O,O,O,O,X,X
JOLSZTI,X,O,O,O,O,O,X
JOLSZIT,X,O,O,O,O,X,X
JOLZTIS,X,O,O,O,O,O,X
JOLZTSI,X,O,O,O,O,O,X
JOLZITS,X,O,X,O,O,O,X
JOLZIST,X,O,X,O,O,X,O
JOLZSTI,X,O,O,O,O,O,O
JOLZSIT,X,O,O,O,O,X,O
JOSTILZ,X,O,O,O,X,O,X
JOSTIZL,X,O,O,O,X,O,O
JOSTLIZ,X,O,O,O,X,O,X
JOSTLZI,X,O,O,O,X,O,O
JOSTZIL,X,O,O,O,X,O,O
JOSTZLI,X,O,O,O,X,O,O
JOSITLZ,X,O,O,O,X,X,X
JOSITZL,X,O,O,O,X,X,O
JOSILTZ,X,O,O,O,X,X,X
JOSILZT,X,O,O,O,X,X,X
JOSIZTL,X,O,O,O,X,X,O
JOSIZLT,X,O,O,X,X,X,O
JOSLTIZ,X,O,O,O,X,O,X
JOSLTZI,X,O,O,O,X,O,O
JOSLITZ,X,O,O,O,X,X,X
JOSLIZT,X,O,O,O,X,X,X
JOSLZTI,X,O,O,O,X,O,X
JOSLZIT,X,O,O,O,X,X,X
JOSZTIL,X,O,O,O,X,O,O
JOSZTLI,X,O,O,O,X,O,O
JOSZITL,X,O,O,O,X,O,O
JOSZILT,X,O,O,X,X,X,O
JOSZLTI,X,O,O,O,X,O,O
JOSZLIT,X,O,O,O,X,X,O
JOZTILS,X,O,O,X,X,O,X
JOZTISL,X,O,X,O,X,O,O
JOZTLIS,X,O,O,O,O,O,X
JOZTLSI,X,O,O,O,O,O,X
JOZTSIL,X,O,O,O,X,O,O
JOZTSLI,X,O,O,O,O,O,O
JOZITLS,X,O,X,X,X,O,X
JOZITSL,X,O,X,O,X,O,O
JOZILTS,X,O,X,X,O,O,X
JOZILST,X,O,X,X,O,X,O
JOZISTL,X,O,X,O,X,O,O
JOZISLT,X,O,X,X,X,X,O
JOZLTIS,X,O,O,O,O,O,X
JOZLTSI,X,O,O,O,O,O,X
JOZLITS,X,O,X,O,O,O,X
JOZLIST,X,O,X,O,O,X,O
JOZLSTI,X,O,O,O,O,O,O
JOZLSIT,X,O,O,O,O,X,O
JOZSTIL,X,O,O,O,X,O,O
JOZSTLI,X,O,O,O,X,O,O
JOZSITL,X,O,O,O,X,O,O
JOZSILT,X,O,O,X,X,X,O
JOZSLTI,X,O,O,O,X,O,O
JOZSLIT,X,O,O,O,X,X,O
STILJZO,X,O,O,X,X,X,X
STILJOZ,O,O,O,X,X,X,X
STILZJO,O,O,O,X,X,X,X
STILZOJ,O,O,O,X,X,X,X
STILOJZ,O,X,O,X,X,X,X
STILOZJ,O,O,O,X,X,X,X
STIJLZO,X,O,O,X,X,X,X
STIJLOZ,O,O,O,X,X,X,X
STIJZLO,X,O,O,X,X,X,X
STIJZOL,X,O,O,X,X,X,O
STIJOLZ,O,O,O,X,X,X,X
STIJOZL,X,O,X,X,X,X,O
STIZLJO,O,O,O,X,X,X,X
STIZLOJ,O,O,O,X,X,X,O
STIZJLO,O,O,O,X,X,X,X
STIZJOL,O,O,O,X,X,X,O
STIZOLJ,O,O,O,X,X,O,O
STIZOJL,O,O,O,X,X,X,O
STIOLJZ,O,X,O,X,X,X,X
STIOLZJ,O,O,O,X,X,O,X
STIOJLZ,O,X,O,X,X,X,X
STIOJZL,X,X,O,X,X,X,O
STIOZLJ,O,O,O,X,X,O,O
STIOZJL,O,O,O,X,X,X,O
STLIJZO,X,O,O,X,X,X,X
STLIJOZ,O,O,O,X,X,X,X
STLIZJO,O,O,O,X,X,X,X
STLIZOJ,O,O,O,X,X,X,X
STLIOJZ,O,X,O,O,X,X,X
STLIOZJ,O,O,O,X,X,X,X
STLJIZO,X,O,O,X,X,X,X
STLJIOZ,O,O,O,X,X,X,X
STLJZIO,O,O,O,X,X,X,X
STLJZOI,O,O,O,X,X,X,O
STLJOIZ,O,O,O,X,X,X,X
STLJOZI,O,O,O,X,X,X,O
STLZIJO,O,O,O,X,X,X,X
STLZIOJ,O,O,O,X,X,X,O
STLZJIO,O,O,O,X,X,X,X
STLZJOI,O,O,O,X,X,X,O
STLZOIJ,O,O,O,X,X,X,O
STLZOJI,O,O,O,X,X,X,O
STLOIJZ,O,X,O,O,X,X,X
STLOIZJ,O,O,O,X,X,X,X
STLOJIZ,O,X,O,O,X,X,X
STLOJZI,O,X,O,O,X,X,O
STLOZIJ,O,O,O,X,X,X,O
STLOZJI,O,O,O,X,X,X,O
STJILZO,X,O,O,X,X,X,X
STJILOZ,O,O,O,X,X,X,X
STJIZLO,X,O,O,X,X,X,X
STJIZOL,X,O,O,X,X,O,O
STJIOLZ,O,O,O,X,X,O,X
STJIOZL,X,O,X,X,X,O,O
STJLIZO,X,O,O,X,X,X,X
STJLIOZ,O,O,O,X,X,X,X
STJLZIO,O,O,O,X,X,X,X
STJLZOI,O,O,O,X,X,X,O
STJLOIZ,O,O,O,X,X,X,X
STJLOZI,O,O,O,X,X,X,O
STJZILO,O,O,O,X,X,X,X
STJZIOL,O,O,O,X,X,O,O
STJZLIO,O,O,O,X,X,X,X
STJZLOI,O,O,O,X,X,X,O
STJZOIL,O,O,O,X,X,O,O
STJZOLI,O,O,O,X,X,O,O
STJOILZ,O,O,O,X,X,O,X
STJOIZL,X,O,X,X,X,O,O
STJOLIZ,O,O,O,X,X,O,X
STJOLZI,O,O,O,X,X,O,O
STJOZIL,O,O,O,X,X,O,O
STJOZLI,O,O,O,X,X,O,O
STZILJO,O,O,O,X,X,X,X
STZILOJ,O,O,O,X,X,X,O
STZIJLO,O,O,O,X,X,X,X
STZIJOL,O,O,O,X,X,X,O
STZIOLJ,O,O,O,X,X,O,O
STZIOJL,O,O,O,X,X,X,O
STZLIJO,O,O,O,X,X,X,X
STZLIOJ,O,O,O,X,X,X,O
STZLJIO,O,O,O,X,X,X,X
STZLJOI,O,O,O,X,X,X,O
STZLOIJ,O,O,O,X,X,X,O
STZLOJI,O,O,O,X,X,X,O
STZJILO,O,O,O,X,X,X,X
STZJIOL,O,O,O,X,X,X,O
STZJLIO,O,O,O,X,X,X,X
STZJLOI,O,O,O,X,X,X,O
STZJOIL,O,O,O,X,X,X,O
STZJOLI,O,O,O,X,X,X,O
STZOILJ,O,O,O,X,X,O,O
STZOIJL,O,O,O,X,X,X,O
STZOLIJ,O,O,O,X,X,O,O
STZOLJI,O,O,O,X,X,O,O
STZOJIL,O,O,O,X,X,X,O
STZOJLI,O,O,O,X,X,X,O
STOILJZ,O,X,O,X,X,X,X
STOILZJ,O,O,O,X,X,O,X
STOIJLZ,O,X,O,O,X,X,X
STOIJZL,X,X,O,O,X,X,O
STOIZLJ,O,O,O,X,X,O,O
STOIZJL,O,O,O,X,X,X,O
STOLIJZ,O,X,O,O,X,X,X
STOLIZJ,O,O,O,X,X,O,X
STOLJIZ,O,X,O,O,X,O,X
STOLJZI,O,X,O,O,X,O,O
STOLZIJ,O,O,O,X,X,O,O
STOLZJI,O,O,O,X,X,O,O
STOJILZ,O,X,O,O,X,O,X
STOJIZL,X,X,O,O,X,O,O
STOJLIZ,O,X,O,O,X,O,X
STOJLZI,O,X,O,O,X,O,O
STOJZIL,O,X,O,O,X,O,O
STOJZLI,O,X,O,O,X,O,O
STOZILJ,O,O,O,X,X,O,O
STOZIJL,O,O,O,X,X,X,O
STOZLIJ,O,O,O,X,X,O,O
STOZLJI,O,O,O,X,X,O,O
STOZJIL,O,O,O,X,X,X,O
STOZJLI,O,O,O,X,X,X,O
SITLJZO,X,O,O,X,X,X,X
SITLJOZ,O,O,O,X,X,X,X
SITLZJO,O,O,O,X,X,X,X
SITLZOJ,O,O,O,X,X,X,X
SITLOJZ,O,X,O,X,X,X,X
SITLOZJ,O,O,O,X,X,X,X
SITJLZO,X,O,O,X,X,X,X
SITJLOZ,O,O,O,X,X,X,X
SITJZLO,X,O,O,X,X,X,X
SITJZOL,X,O,O,X,X,X,O
SITJOLZ,O,O,O,X,X,X,X
SITJOZL,X,O,X,X,X,X,O
SITZLJO,O,O,O,X,X,X,X
SITZLOJ,O,O,O,X,X,X,O
SITZJLO,O,O,O,X,X,X,X
SITZJOL,O,O,O,X,X,X,O
SITZOLJ,O,O,O,X,X,X,O
SITZOJL,O,O,O,X,X,X,O
SITOLJZ,O,X,O,X,X,X,X
SITOLZJ,O,O,O,X,X,X,X
SITOJLZ,O,X,O,X,X,X,X
SITOJZL,X,X,O,X,X,X,O
SITOZLJ,O,O,O,X,X,X,O
SITOZJL,O,O,O,X,X,X,O
SILTJZO,X,O,O,X,X,X,X
SILTJOZ,O,O,O,X,X,X,X
SILTZJO,O,O,O,X,X,X,X
SILTZOJ,O,O,O,X,X,X,X
SILTOJZ,O,X,O,X,X,X,X
SILTOZJ,O,O,O,X,X,X,X
SILJTZO,X,O,O,X,X,X,X
SILJTOZ,O,O,O,X,X,X,X
SILJZTO,X,O,O,X,X,X,X
SILJZOT,X,O,O,X,X,X,X
SILJOTZ,X,O,O,X,X,X,X
SILJOZT,X,O,O,X,X,X,X
SILZTJO,O,O,O,X,X,X,X
SILZTOJ,O,O,O,X,X,X,X
SILZJTO,O,O,O,X,X,X,X
SILZJOT,O,O,O,X,X,X,X
SILZOTJ,O,O,O,X,X,X,X
SILZOJT,X,O,O,X,X,X,X
SILOTJZ,O,X,O,X,X,X,X
SILOTZJ,O,O,O,X,X,X,X
SILOJTZ,X,O,O,X,X,X,X
SILOJZT,X,O,O,X,X,X,X
SILOZTJ,X,O,O,X,X,X,X
SILOZJT,X,O,O,X,X,X,X
SIJTLZO,X,O,O,X,X,X,X
SIJTLOZ,O,O,O,X,X,X,X
SIJTZLO,X,O,O,X,X,X,X
SIJTZOL,X,O,X,X,X,X,O
SIJTOLZ,O,O,O,X,X,X,X
SIJTOZL,X,O,X,X,X,X,O
SIJLTZO,X,O,O,X,X,X,X
SIJLTOZ,O,O,O,X,X,X,X
SIJLZTO,X,O,O,X,X,X,X
SIJLZOT,X,O,O,X,X,X,X
SIJLOTZ,X,O,O,X,X,X,X
SIJLOZT,X,O,O,X,X,X,X
SIJZTLO,X,O,O,X,X,X,X
SIJZTOL,X,O,O,X,X,X,X
SIJZLTO,X,O,O,X,X,X,X
SIJZLOT,X,O,O,X,X,X,X
SIJZOTL,X,O,O,X,X,X,X
SIJZOLT,X,O,O,X,X,X,X
SIJOTLZ,X,O,O,X,X,X,X
SIJOTZL,X,O,O,X,X,X,O
SIJOLTZ,X,O,O,X,X,X,X
SIJOLZT,X,O,O,X,X,X,X
SIJOZTL,X,O,O,X,X,X,X
SIJOZLT,X,O,O,X,X,X,X
SIZTLJO,O,O,O,X,X,X,X
SIZTLOJ,O,O,O,X,X,X,X
SIZTJLO,O,O,O,X,X,X,X
SIZTJOL,O,O,O,X,X,X,X
SIZTOLJ,O,O,O,X,X,X,X
SIZTOJL,O,O,O,X,X,X,X
SIZLTJO,O,O,O,X,X,X,X
SIZLTOJ,O,O,O,X,X,X,X
SIZLJTO,O,O,O,X,X,X,X
SIZLJOT,O,O,O,X,X,X,X
