sequence,v115@6gB8HeB8FeD8EeE8AeB8AeG8Jei6IvhFzcB5jBckBm?gB3gBFqB,v115@6gB8HeB8FeD8EeE8AeB8AeG8JecAJvhFmcB5jBTfBX?hBikBFqB,v115@6gB8HeB8FeD8EeE8AeB8AeG8Je/AJvhFahBzcB5jBO?kB0fBFqB,v115@6gB8HeB8FeD8EeE8AeB8AeG8JeaBJvhFzcB5jBOkBX?gBcqBlpB,v115@6gB8HeB8FeD8EeE8AeB8AeG8JeK/IvhFfgBlbBzcB5?jB8lBmpB,v115@6gB8HeB8FeD8EeE8AeB8AeG8JeO/IvhFzcB5jB8lB3?kBFlBiqB,v115@6gB8HeB8FeD8EeE8AeB8AeG8JeeBJvhFzcB5jB/kBF?gBikBcqB
ZTSJOIL,O,O,O,O,X,O,X
ZTSJOLI,O,O,O,O,X,X,X
ZTSOILJ,O,O,O,O,X,X,X
ZTSOIJL,O,O,O,O,X,O,X
ZTSOLIJ,O,O,O,O,X,X,X
ZTSOLJI,O,O,O,O,X,X,X
ZTSOJIL,O,O,O,O,X,O,X
ZTSOJLI,O,O,O,O,X,X,X
ZTOILJS,O,X,O,O,X,X,X
ZTOILSJ,O,X,O,O,X,X,X
ZTOIJLS,O,X,O,O,O,X,X
ZTOIJSL,O,O,O,O,X,X,X
ZTOISLJ,O,O,O,O,X,X,X
ZTOISJL,O,O,O,O,X,O,X
ZTOLIJS,O,X,O,O,X,X,X
ZTOLISJ,O,X,O,O,X,X,X
ZTOLJIS,O,X,O,O,X,X,X
ZTOLJSI,O,X,O,O,X,X,X
ZTOLSIJ,O,X,O,O,X,X,X
ZTOLSJI,O,X,O,O,X,X,X
ZTOJILS,O,X,O,O,O,X,X
ZTOJISL,O,O,O,O,X,X,X
ZTOJLIS,O,X,O,O,O,X,X
ZTOJLSI,O,X,O,O,O,X,X
ZTOJSIL,O,O,O,O,X,X,X
ZTOJSLI,O,O,O,O,X,X,X
ZTOSILJ,O,O,O,O,X,X,X
ZTOSIJL,O,O,O,O,X,O,X
ZTOSLIJ,O,O,O,O,X,X,X
ZTOSLJI,O,O,O,O,X,X,X
ZTOSJIL,O,O,O,O,X,O,X
ZTOSJLI,O,O,O,O,X,X,X
ZITLJSO,O,X,O,O,X,X,X
ZITLJOS,O,X,O,O,X,X,X
ZITLSJO,O,X,O,O,X,X,X
ZITLSOJ,O,X,O,O,X,X,X
ZITLOJS,O,X,O,O,X,X,X
ZITLOSJ,O,X,O,O,X,X,X
ZITJLSO,O,X,O,O,O,X,X
ZITJLOS,O,X,O,O,O,X,X
ZITJSLO,O,O,O,O,X,X,X
ZITJSOL,O,O,O,O,X,X,X
ZITJOLS,O,X,O,O,O,X,X
ZITJOSL,O,O,O,O,X,X,X
ZITSLJO,O,O,O,O,X,X,X
ZITSLOJ,O,O,O,O,X,X,X
ZITSJLO,O,O,O,O,X,O,X
ZITSJOL,O,O,O,O,X,O,X
ZITSOLJ,O,O,O,O,X,X,X
ZITSOJL,O,O,O,O,X,O,X
ZITOLJS,O,X,O,O,X,X,X
ZITOLSJ,O,X,O,O,X,X,X
ZITOJLS,O,X,O,O,O,X,X
ZITOJSL,O,O,O,O,X,X,X
ZITOSLJ,O,O,O,O,X,X,X
ZITOSJL,O,O,O,O,X,O,X
ZILTJSO,O,X,O,O,X,X,X
ZILTJOS,O,X,O,O,X,X,X
ZILTSJO,O,X,O,O,X,X,X
ZILTSOJ,O,X,O,O,X,X,X
ZILTOJS,O,X,O,O,X,X,X
ZILTOSJ,O,X,O,O,X,X,X
ZILJTSO,O,X,X,O,O,X,X
ZILJTOS,O,X,X,O,O,X,X
ZILJSTO,X,X,X,O,O,X,X
ZILJSOT,O,X,X,O,O,X,X
ZILJOTS,O,X,X,O,O,X,X
ZILJOST,O,X,X,O,O,X,X
ZILSTJO,O,X,X,O,X,X,X
ZILSTOJ,O,X,X,O,X,X,X
ZILSJTO,X,X,X,O,X,O,X
ZILSJOT,O,X,X,O,X,O,X
ZILSOTJ,O,X,X,O,X,X,X
ZILSOJT,O,X,X,O,X,O,X
ZILOTJS,O,X,O,O,X,X,X
ZILOTSJ,O,X,O,O,X,X,X
ZILOJTS,O,X,X,O,O,X,X
ZILOJST,O,X,X,O,O,X,X
ZILOSTJ,O,X,X,O,X,X,X
ZILOSJT,O,X,X,O,X,O,X
ZIJTLSO,O,X,O,O,O,X,X
ZIJTLOS,O,X,O,O,O,X,X
ZIJTSLO,O,O,O,O,X,X,X
ZIJTSOL,O,O,O,O,X,X,X
ZIJTOLS,O,X,O,O,O,X,X
ZIJTOSL,O,O,O,O,X,X,X
ZIJLTSO,O,X,X,O,O,X,X
ZIJLTOS,O,X,X,O,O,X,X
ZIJLSTO,X,X,X,O,O,X,X
ZIJLSOT,O,X,X,O,O,X,X
ZIJLOTS,O,X,X,O,O,X,X
ZIJLOST,O,X,X,O,O,X,X
ZIJSTLO,X,O,X,O,X,O,X
ZIJSTOL,X,O,X,O,X,O,O
ZIJSLTO,X,O,X,O,O,O,X
ZIJSLOT,O,X,X,O,O,O,X
ZIJSOTL,X,O,X,O,X,O,O
ZIJSOLT,O,X,X,O,O,O,X
ZIJOTLS,O,X,O,O,O,X,X
ZIJOTSL,O,X,O,O,X,X,X
ZIJOLTS,O,X,X,O,O,X,X
ZIJOLST,O,X,X,O,O,X,X
ZIJOSTL,X,X,X,O,X,O,O
ZIJOSLT,O,X,X,O,O,O,X
ZISTLJO,O,O,X,O,X,X,X
ZISTLOJ,O,O,X,O,X,X,X
ZISTJLO,O,O,X,O,X,O,X
ZISTJOL,O,O,X,O,X,O,O
ZISTOLJ,O,O,X,O,X,X,X
ZISTOJL,O,O,X,O,X,O,X
ZISLTJO,O,O,X,O,X,X,X
ZISLTOJ,O,O,X,O,X,X,X
ZISLJTO,X,O,X,O,X,O,X
ZISLJOT,O,X,X,O,X,O,X
ZISLOTJ,O,X,X,O,X,X,X
ZISLOJT,O,X,X,O,X,O,X
ZISJTLO,X,O,X,O,X,O,X
ZISJTOL,X,O,X,O,X,O,O
ZISJLTO,X,O,X,O,O,O,X
ZISJLOT,O,X,X,O,O,O,X
ZISJOTL,X,O,X,O,X,O,O
ZISJOLT,O,X,X,O,O,O,X
ZISOTLJ,O,O,X,O,X,X,X
ZISOTJL,O,O,X,O,X,O,X
ZISOLTJ,O,X,X,O,X,X,X
ZISOLJT,O,X,X,O,X,O,X
ZISOJTL,X,O,X,O,X,O,O
ZISOJLT,O,X,X,O,O,O,X
ZIOTLJS,O,X,O,O,X,X,X
ZIOTLSJ,O,X,O,O,X,X,X
ZIOTJLS,O,X,O,O,O,X,X
ZIOTJSL,O,X,O,O,X,X,X
ZIOTSLJ,O,X,O,O,X,X,X
ZIOTSJL,O,X,O,O,X,O,X
ZIOLTJS,O,X,O,O,X,X,X
ZIOLTSJ,O,X,O,O,X,X,X
ZIOLJTS,O,X,X,O,O,X,X
ZIOLJST,O,X,X,O,O,X,X
ZIOLSTJ,O,X,X,O,X,X,X
ZIOLSJT,O,X,X,O,X,O,X
ZIOJTLS,O,X,O,O,O,X,X
ZIOJTSL,O,X,O,O,X,X,X
ZIOJLTS,O,X,X,O,O,X,X
ZIOJLST,O,X,X,O,O,X,X
ZIOJSTL,X,X,X,O,X,O,O
ZIOJSLT,O,X,X,O,O,O,X
ZIOSTLJ,O,X,X,O,X,X,X
ZIOSTJL,O,X,X,O,X,O,X
ZIOSLTJ,O,X,X,O,X,X,X
ZIOSLJT,O,X,X,O,X,O,X
ZIOSJTL,X,X,X,O,X,O,O
ZIOSJLT,O,X,X,O,O,O,X
ZLTIJSO,O,X,O,O,X,X,X
ZLTIJOS,O,X,O,O,X,X,X
ZLTISJO,O,X,O,O,X,X,X
ZLTISOJ,O,X,O,O,X,X,X
ZLTIOJS,O,X,O,O,X,X,X
ZLTIOSJ,O,X,O,O,X,X,X
ZLTJISO,O,X,O,O,X,X,X
ZLTJIOS,O,X,O,O,X,X,X
ZLTJSIO,O,X,O,O,X,X,X
ZLTJSOI,O,X,O,O,X,X,X
ZLTJOIS,O,X,O,O,X,X,X
ZLTJOSI,O,X,O,O,X,X,X
ZLTSIJO,O,X,O,O,X,X,X
ZLTSIOJ,O,X,O,O,X,X,X
ZLTSJIO,O,X,O,O,X,X,X
ZLTSJOI,O,X,O,O,X,X,X
ZLTSOIJ,O,X,O,O,X,X,X
ZLTSOJI,O,X,O,O,X,X,X
ZLTOIJS,O,X,O,O,X,X,X
ZLTOISJ,O,X,O,O,X,X,X
ZLTOJIS,O,X,O,O,X,X,X
ZLTOJSI,O,X,O,O,X,X,X
ZLTOSIJ,O,X,O,O,X,X,X
ZLTOSJI,O,X,O,O,X,X,X
ZLITJSO,O,X,O,O,X,X,X
ZLITJOS,O,X,O,O,X,X,X
ZLITSJO,O,X,O,O,X,X,X
ZLITSOJ,O,X,O,O,X,X,X
ZLITOJS,O,X,O,O,X,X,X
ZLITOSJ,O,X,O,O,X,X,X
ZLIJTSO,O,X,X,O,O,X,X
ZLIJTOS,O,X,X,O,O,X,X
ZLIJSTO,X,X,X,O,O,X,X
ZLIJSOT,O,X,X,O,O,X,X
ZLIJOTS,O,X,X,O,O,X,X
ZLIJOST,O,X,X,O,O,X,X
ZLISTJO,O,X,X,O,X,X,X
ZLISTOJ,O,X,X,O,X,X,X
ZLISJTO,X,X,X,O,X,O,X
ZLISJOT,O,X,X,O,X,O,X
ZLISOTJ,O,X,X,O,X,X,X
ZLISOJT,O,X,X,O,X,O,X
ZLIOTJS,O,X,O,O,X,X,X
ZLIOTSJ,O,X,O,O,X,X,X
ZLIOJTS,O,X,X,O,O,X,X
ZLIOJST,O,X,X,O,O,X,X
ZLIOSTJ,O,X,X,O,X,X,X
ZLIOSJT,O,X,X,O,X,O,X
ZLJTISO,O,X,X,O,O,X,X
ZLJTIOS,O,X,X,O,O,X,X
ZLJTSIO,O,X,X,O,O,X,X
ZLJTSOI,O,X,X,O,O,X,X
ZLJTOIS,O,X,X,O,O,X,X
ZLJTOSI,O,X,X,O,O,X,X
ZLJITSO,O,X,X,O,O,X,X
ZLJITOS,O,X,X,O,O,X,X
ZLJISTO,X,X,X,O,O,X,X
ZLJISOT,O,X,X,O,O,X,X
ZLJIOTS,O,X,X,O,O,X,X
ZLJIOST,O,X,X,O,O,X,X
ZLJSTIO,X,X,X,O,O,X,X
ZLJSTOI,X,X,X,O,O,X,X
ZLJSITO,X,X,X,O,O,X,X
ZLJSIOT,O,X,X,O,O,X,X
ZLJSOTI,X,X,X,O,O,X,X
ZLJSOIT,O,X,X,O,O,X,X
ZLJOTIS,O,X,X,O,O,X,X
ZLJOTSI,O,X,X,O,O,X,X
ZLJOITS,O,X,X,O,O,X,X
ZLJOIST,O,X,X,O,O,X,X
ZLJOSTI,X,X,X,O,O,X,X
ZLJOSIT,O,X,X,O,O,X,X
ZLSTIJO,O,X,X,O,X,X,X
ZLSTIOJ,O,X,X,O,X,X,X
ZLSTJIO,O,X,X,O,X,X,X
ZLSTJOI,O,X,X,O,X,X,X
ZLSTOIJ,O,X,X,O,X,X,X
ZLSTOJI,O,X,X,O,X,X,X
ZLSITJO,O,X,X,O,X,X,X
ZLSITOJ,O,X,X,O,X,X,X
ZLSIJTO,X,X,X,O,X,O,X
ZLSIJOT,O,X,X,O,X,O,X
ZLSIOTJ,O,X,X,O,X,X,X
ZLSIOJT,O,X,X,O,X,O,X
ZLSJTIO,X,X,X,O,X,X,X
ZLSJTOI,X,X,X,O,X,X,X
ZLSJITO,X,X,X,O,X,O,X
ZLSJIOT,O,X,X,O,X,O,X
ZLSJOTI,X,X,X,O,X,X,X
ZLSJOIT,O,X,X,O,X,O,X
ZLSOTIJ,O,X,X,O,X,X,X
ZLSOTJI,O,X,X,O,X,X,X
ZLSOITJ,O,X,X,O,X,X,X
ZLSOIJT,O,X,X,O,X,O,X
ZLSOJTI,X,X,X,O,X,X,X
ZLSOJIT,O,X,X,O,X,O,X
ZLOTIJS,O,X,O,O,X,X,X
ZLOTISJ,O,X,O,O,X,X,X
ZLOTJIS,O,X,O,O,X,X,X
ZLOTJSI,O,X,O,O,X,X,X
ZLOTSIJ,O,X,O,O,X,X,X
ZLOTSJI,O,X,O,O,X,X,X
ZLOITJS,O,X,O,O,X,X,X
ZLOITSJ,O,X,O,O,X,X,X
ZLOIJTS,O,X,X,O,O,X,X
ZLOIJST,O,X,X,O,O,X,X
ZLOISTJ,O,X,X,O,X,X,X
ZLOISJT,O,X,X,O,X,O,X
ZLOJTIS,O,X,X,O,O,X,X
ZLOJTSI,O,X,X,O,O,X,X
ZLOJITS,O,X,X,O,O,X,X
ZLOJIST,O,X,X,O,O,X,X
ZLOJSTI,X,X,X,O,O,X,X
ZLOJSIT,O,X,X,O,O,X,X
ZLOSTIJ,O,X,X,O,X,X,X
ZLOSTJI,O,X,X,O,X,X,X
ZLOSITJ,O,X,X,O,X,X,X
ZLOSIJT,O,X,X,O,X,O,X
ZLOSJTI,X,X,X,O,X,X,X
ZLOSJIT,O,X,X,O,X,O,X
ZJTILSO,O,X,O,O,O,X,X
ZJTILOS,O,X,O,O,O,X,X
ZJTISLO,O,O,O,O,X,X,X
ZJTISOL,O,O,O,O,X,X,X
ZJTIOLS,O,X,O,O,O,X,X
ZJTIOSL,O,O,O,O,X,X,X
ZJTLISO,O,X,O,O,O,X,X
ZJTLIOS,O,X,O,O,O,X,X
ZJTLSIO,O,X,O,O,O,X,X
ZJTLSOI,O,X,O,O,O,X,X
ZJTLOIS,O,X,O,O,O,X,X
ZJTLOSI,O,X,O,O,O,X,X
ZJTSILO,O,O,O,O,X,X,X
ZJTSIOL,O,O,O,O,X,X,X
ZJTSLIO,O,O,O,O,X,X,X
ZJTSLOI,O,O,O,O,X,X,X
ZJTSOIL,O,O,O,O,X,X,X
ZJTSOLI,O,O,O,O,X,X,X
ZJTOILS,O,X,O,O,O,X,X
ZJTOISL,O,O,O,O,X,X,X
ZJTOLIS,O,X,O,O,O,X,X
ZJTOLSI,O,X,O,O,O,X,X
ZJTOSIL,O,O,O,O,X,X,X
ZJTOSLI,O,O,O,O,X,X,X
ZJITLSO,O,X,O,O,O,X,X
ZJITLOS,O,X,O,O,O,X,X
ZJITSLO,O,O,O,O,X,X,X
ZJITSOL,O,O,O,O,X,X,X
ZJITOLS,O,X,O,O,O,X,X
ZJITOSL,O,O,O,O,X,X,X
ZJILTSO,O,X,X,O,O,X,X
ZJILTOS,O,X,X,O,O,X,X
ZJILSTO,X,X,X,O,O,X,X
ZJILSOT,O,X,X,O,O,X,X
ZJILOTS,O,X,X,O,O,X,X
ZJILOST,O,X,X,O,O,X,X
ZJISTLO,X,O,X,O,X,O,X
ZJISTOL,X,O,X,O,X,O,O
ZJISLTO,X,O,X,O,O,O,X
ZJISLOT,O,X,X,O,O,O,X
ZJISOTL,X,O,X,O,X,O,O
ZJISOLT,O,X,X,O,O,O,X
ZJIOTLS,O,X,O,O,O,X,X
ZJIOTSL,O,X,O,O,X,X,X
ZJIOLTS,O,X,X,O,O,X,X
ZJIOLST,O,X,X,O,O,X,X
ZJIOSTL,X,X,X,O,X,O,O
ZJIOSLT,O,X,X,O,O,O,X
ZJLTISO,O,X,X,O,O,X,X
ZJLTIOS,O,X,X,O,O,X,X
ZJLTSIO,O,X,X,O,O,X,X
ZJLTSOI,O,X,X,O,O,X,X
ZJLTOIS,O,X,X,O,O,X,X
ZJLTOSI,O,X,X,O,O,X,X
ZJLITSO,O,X,X,O,O,X,X
ZJLITOS,O,X,X,O,O,X,X
ZJLISTO,X,X,X,O,O,X,X
ZJLISOT,O,X,X,O,O,X,X
ZJLIOTS,O,X,X,O,O,X,X
ZJLIOST,O,X,X,O,O,X,X
ZJLSTIO,X,X,X,O,O,X,X
ZJLSTOI,X,X,X,O,O,X,X
ZJLSITO,X,X,X,O,O,X,X
ZJLSIOT,O,X,X,O,O,X,X
ZJLSOTI,X,X,X,O,O,X,X
ZJLSOIT,O,X,X,O,O,X,X
ZJLOTIS,O,X,X,O,O,X,X
ZJLOTSI,O,X,X,O,O,X,X
ZJLOITS,O,X,X,O,O,X,X
ZJLOIST,O,X,X,O,O,X,X
ZJLOSTI,X,X,X,O,O,X,X
ZJLOSIT,O,X,X,O,O,X,X
ZJSTILO,X,O,X,O,X,O,X
ZJSTIOL,X,O,X,O,X,O,O
ZJSTLIO,X,O,X,O,X,X,X
ZJSTLOI,X,O,X,O,X,X,X
ZJSTOIL,X,O,X,O,X,O,O
ZJSTOLI,X,O,X,O,X,X,X
ZJSITLO,X,O,X,O,X,O,X
ZJSITOL,X,O,X,O,X,O,O
ZJSILTO,X,O,X,O,O,O,X
ZJSILOT,O,X,X,O,O,O,X
ZJSIOTL,X,O,X,O,X,O,O
ZJSIOLT,O,X,X,O,O,O,X
ZJSLTIO,X,O,X,O,O,X,X
ZJSLTOI,X,O,X,O,O,X,X
ZJSLITO,X,O,X,O,O,O,X
ZJSLIOT,O,X,X,O,O,O,X
ZJSLOTI,X,X,X,O,O,X,X
ZJSLOIT,O,X,X,O,O,O,X
ZJSOTIL,X,O,X,O,X,O,O
ZJSOTLI,X,O,X,O,X,X,X
ZJSOITL,X,O,X,O,X,O,O
ZJSOILT,O,X,X,O,O,O,X
ZJSOLTI,X,X,X,O,O,X,X
ZJSOLIT,O,X,X,O,O,O,X
ZJOTILS,O,X,O,O,O,X,X
ZJOTISL,O,X,O,O,X,X,X
ZJOTLIS,O,X,O,O,O,X,X
ZJOTLSI,O,X,O,O,O,X,X
ZJOTSIL,O,X,O,O,X,X,X
ZJOTSLI,O,X,O,O,X,X,X
ZJOITLS,O,X,O,O,O,X,X
ZJOITSL,O,X,O,O,X,X,X
ZJOILTS,O,X,X,O,O,X,X
ZJOILST,O,X,X,O,O,X,X
ZJOISTL,X,X,X,O,X,O,O
ZJOISLT,O,X,X,O,O,O,X
ZJOLTIS,O,X,X,O,O,X,X
ZJOLTSI,O,X,X,O,O,X,X
ZJOLITS,O,X,X,O,O,X,X
ZJOLIST,O,X,X,O,O,X,X
ZJOLSTI,X,X,X,O,O,X,X
ZJOLSIT,O,X,X,O,O,X,X
ZJOSTIL,X,X,X,O,X,O,O
ZJOSTLI,X,X,X,O,X,X,X
ZJOSITL,X,X,X,O,X,O,O
ZJOSILT,O,X,X,O,O,O,X
ZJOSLTI,X,X,X,O,O,X,X
ZJOSLIT,O,X,X,O,O,O,X
ZSTILJO,O,O,X,O,X,X,X
ZSTILOJ,O,O,X,O,X,X,X
ZSTIJLO,O,O,X,O,X,O,X
ZSTIJOL,O,O,X,O,X,O,O
ZSTIOLJ,O,O,X,O,X,X,X
ZSTIOJL,O,O,X,O,X,O,X
ZSTLIJO,O,O,X,O,X,X,X
ZSTLIOJ,O,O,X,O,X,X,X
ZSTLJIO,O,O,X,O,X,X,X
ZSTLJOI,O,O,X,O,X,X,X
ZSTLOIJ,O,O,X,O,X,X,X
ZSTLOJI,O,O,X,O,X,X,X
ZSTJILO,O,O,X,O,X,O,X
ZSTJIOL,O,O,X,O,X,O,O
ZSTJLIO,O,O,X,O,X,X,X
ZSTJLOI,O,O,X,O,X,X,X
ZSTJOIL,O,O,X,O,X,O,O
ZSTJOLI,O,O,X,O,X,X,X
ZSTOILJ,O,O,X,O,X,X,X
ZSTOIJL,O,O,X,O,X,O,X
ZSTOLIJ,O,O,X,O,X,X,X
ZSTOLJI,O,O,X,O,X,X,X
ZSTOJIL,O,O,X,O,X,O,X
ZSTOJLI,O,O,X,O,X,X,X
ZSITLJO,O,O,X,O,X,X,X
ZSITLOJ,O,O,X,O,X,X,X
ZSITJLO,O,O,X,O,X,O,X
ZSITJOL,O,O,X,O,X,O,O
ZSITOLJ,O,O,X,O,X,X,X
ZSITOJL,O,O,X,O,X,O,X
ZSILTJO,O,O,X,O,X,X,X
ZSILTOJ,O,O,X,O,X,X,X
ZSILJTO,X,O,X,O,X,O,X
ZSILJOT,O,X,X,O,X,O,X
ZSILOTJ,O,X,X,O,X,X,X
ZSILOJT,O,X,X,O,X,O,X
ZSIJTLO,X,O,X,O,X,O,X
ZSIJTOL,X,O,X,O,X,O,O
ZSIJLTO,X,O,X,O,O,O,X
ZSIJLOT,O,X,X,O,O,O,X
ZSIJOTL,X,O,X,O,X,O,O
ZSIJOLT,O,X,X,O,O,O,X
ZSIOTLJ,O,O,X,O,X,X,X
ZSIOTJL,O,O,X,O,X,O,X
ZSIOLTJ,O,X,X,O,X,X,X
ZSIOLJT,O,X,X,O,X,O,X
ZSIOJTL,X,O,X,O,X,O,O
ZSIOJLT,O,X,X,O,O,O,X
ZSLTIJO,O,O,X,O,X,X,X
ZSLTIOJ,O,O,X,O,X,X,X
ZSLTJIO,O,O,X,O,X,X,X
ZSLTJOI,O,O,X,O,X,X,X
ZSLTOIJ,O,O,X,O,X,X,X
ZSLTOJI,O,O,X,O,X,X,X
ZSLITJO,O,O,X,O,X,X,X
ZSLITOJ,O,O,X,O,X,X,X
ZSLIJTO,X,O,X,O,X,O,X
ZSLIJOT,O,X,X,O,X,O,X
ZSLIOTJ,O,X,X,O,X,X,X
ZSLIOJT,O,X,X,O,X,O,X
ZSLJTIO,X,O,X,O,X,X,X
ZSLJTOI,X,O,X,O,X,X,X
ZSLJITO,X,O,X,O,X,O,X
ZSLJIOT,O,X,X,O,X,O,X
ZSLJOTI,X,X,X,O,X,X,X
ZSLJOIT,O,X,X,O,X,O,X
ZSLOTIJ,O,X,X,O,X,X,X
ZSLOTJI,O,X,X,O,X,X,X
ZSLOITJ,O,X,X,O,X,X,X
ZSLOIJT,O,X,X,O,X,O,X
ZSLOJTI,X,X,X,O,X,X,X
ZSLOJIT,O,X,X,O,X,O,X
ZSJTILO,X,O,X,O,X,O,X
ZSJTIOL,X,O,X,O,X,O,O
ZSJTLIO,X,O,X,O,X,X,X
ZSJTLOI,X,O,X,O,X,X,X
ZSJTOIL,X,O,X,O,X,O,O
ZSJTOLI,X,O,X,O,X,X,X
ZSJITLO,X,O,X,O,X,O,X
ZSJITOL,X,O,X,O,X,O,O
ZSJILTO,X,O,X,O,O,O,X
ZSJILOT,O,X,X,O,O,O,X
ZSJIOTL,X,O,X,O,X,O,O
ZSJIOLT,O,X,X,O,O,O,X
ZSJLTIO,X,O,X,O,O,X,X
ZSJLTOI,X,O,X,O,O,X,X
ZSJLITO,X,O,X,O,O,O,X
ZSJLIOT,O,X,X,O,O,O,X
ZSJLOTI,X,X,X,O,O,X,X
ZSJLOIT,O,X,X,O,O,O,X
ZSJOTIL,X,O,X,O,X,O,O
ZSJOTLI,X,O,X,O,X,X,X
ZSJOITL,X,O,X,O,X,O,O
ZSJOILT,O,X,X,O,O,O,X
ZSJOLTI,X,X,X,O,O,X,X
ZSJOLIT,O,X,X,O,O,O,X
ZSOTILJ,O,O,X,O,X,X,X
ZSOTIJL,O,O,X,O,X,O,X
ZSOTLIJ,O,O,X,O,X,X,X
ZSOTLJI,O,O,X,O,X,X,X
ZSOTJIL,O,O,X,O,X,O,X
ZSOTJLI,O,O,X,O,X,X,X
ZSOITLJ,O,O,X,O,X,X,X
ZSOITJL,O,O,X,O,X,O,X
ZSOILTJ,O,X,X,O,X,X,X
ZSOILJT,O,X,X,O,X,O,X
ZSOIJTL,X,O,X,O,X,O,O
ZSOIJLT,O,X,X,O,O,O,X
ZSOLTIJ,O,X,X,O,X,X,X
ZSOLTJI,O,X,X,O,X,X,X
ZSOLITJ,O,X,X,O,X,X,X
ZSOLIJT,O,X,X,O,X,O,X
ZSOLJTI,X,X,X,O,X,X,X
ZSOLJIT,O,X,X,O,X,O,X
ZSOJTIL,X,O,X,O,X,O,O
ZSOJTLI,X,O,X,O,X,X,X
ZSOJITL,X,O,X,O,X,O,O
ZSOJILT,O,X,X,O,O,O,X
ZSOJLTI,X,X,X,O,O,X,X
ZSOJLIT,O,X,X,O,O,O,X
ZOTILJS,O,X,O,O,X,X,X
ZOTILSJ,O,X,O,O,X,X,X
ZOTIJLS,O,X,O,O,O,X,X
ZOTIJSL,O,X,O,O,X,X,X
ZOTISLJ,O,X,O,O,X,X,X
ZOTISJL,O,X,O,O,X,O,X
ZOTLIJS,O,X,O,O,X,X,X
ZOTLISJ,O,X,O,O,X,X,X
ZOTLJIS,O,X,O,O,X,X,X
ZOTLJSI,O,X,O,O,X,X,X
ZOTLSIJ,O,X,O,O,X,X,X
ZOTLSJI,O,X,O,O,X,X,X
ZOTJILS,O,X,O,O,O,X,X
ZOTJISL,O,X,O,O,X,X,X
ZOTJLIS,O,X,O,O,O,X,X
ZOTJLSI,O,X,O,O,O,X,X
ZOTJSIL,O,X,O,O,X,X,X
ZOTJSLI,O,X,O,O,X,X,X
ZOTSILJ,O,X,O,O,X,X,X
ZOTSIJL,O,X,O,O,X,O,X
ZOTSLIJ,O,X,O,O,X,X,X
ZOTSLJI,O,X,O,O,X,X,X
ZOTSJIL,O,X,O,O,X,O,X
ZOTSJLI,O,X,O,O,X,X,X
ZOITLJS,O,X,O,O,X,X,X
ZOITLSJ,O,X,O,O,X,X,X
ZOITJLS,O,X,O,O,O,X,X
ZOITJSL,O,X,O,O,X,X,X
ZOITSLJ,O,X,O,O,X,X,X
ZOITSJL,O,X,O,O,X,O,X
ZOILTJS,O,X,O,O,X,X,X
ZOILTSJ,O,X,O,O,X,X,X
ZOILJTS,O,X,X,O,O,X,X
ZOILJST,O,X,X,O,O,X,X
ZOILSTJ,O,X,X,O,X,X,X
ZOILSJT,O,X,X,O,X,O,X
ZOIJTLS,O,X,O,O,O,X,X
ZOIJTSL,O,X,O,O,X,X,X
ZOIJLTS,O,X,X,O,O,X,X
ZOIJLST,O,X,X,O,O,X,X
ZOIJSTL,X,X,X,O,X,O,O
ZOIJSLT,O,X,X,O,O,O,X
ZOISTLJ,O,X,X,O,X,X,X
ZOISTJL,O,X,X,O,X,O,X
ZOISLTJ,O,X,X,O,X,X,X
ZOISLJT,O,X,X,O,X,O,X
ZOISJTL,X,X,X,O,X,O,O
ZOISJLT,O,X,X,O,O,O,X
ZOLTIJS,O,X,O,O,X,X,X
ZOLTISJ,O,X,O,O,X,X,X
ZOLTJIS,O,X,O,O,X,X,X
ZOLTJSI,O,X,O,O,X,X,X
ZOLTSIJ,O,X,O,O,X,X,X
ZOLTSJI,O,X,O,O,X,X,X
ZOLITJS,O,X,O,O,X,X,X
ZOLITSJ,O,X,O,O,X,X,X
ZOLIJTS,O,X,X,O,O,X,X
ZOLIJST,O,X,X,O,O,X,X
ZOLISTJ,O,X,X,O,X,X,X
ZOLISJT,O,X,X,O,X,O,X
ZOLJTIS,O,X,X,O,O,X,X
ZOLJTSI,O,X,X,O,O,X,X
ZOLJITS,O,X,X,O,O,X,X
ZOLJIST,O,X,X,O,O,X,X
ZOLJSTI,X,X,X,O,O,X,X
ZOLJSIT,O,X,X,O,O,X,X
ZOLSTIJ,O,X,X,O,X,X,X
ZOLSTJI,O,X,X,O,X,X,X
ZOLSITJ,O,X,X,O,X,X,X
ZOLSIJT,O,X,X,O,X,O,X
ZOLSJTI,X,X,X,O,X,X,X
ZOLSJIT,O,X,X,O,X,O,X
ZOJTILS,O,X,O,O,O,X,X
ZOJTISL,O,X,O,O,X,X,X
ZOJTLIS,O,X,O,O,O,X,X
ZOJTLSI,O,X,O,O,O,X,X
ZOJTSIL,O,X,O,O,X,X,X
ZOJTSLI,O,X,O,O,X,X,X
ZOJITLS,O,X,O,O,O,X,X
ZOJITSL,O,X,O,O,X,X,X
ZOJILTS,O,X,X,O,O,X,X
ZOJILST,O,X,X,O,O,X,X
ZOJISTL,X,X,X,O,X,O,O
ZOJISLT,O,X,X,O,O,O,X
ZOJLTIS,O,X,X,O,O,X,X
ZOJLTSI,O,X,X,O,O,X,X
ZOJLITS,O,X,X,O,O,X,X
