sequence,v115@9gB8HeA8BeB8DeG8CeH8AeB8Jex6IvhFicBuiBcjBX?gBzhBlsB,v115@9gB8HeA8BeB8DeG8CeH8AeB8Jex6IvhFmcBqiBTeBX?gB0hBlsB,v115@9gB8HeA8BeB8DeG8CeH8AeB8Jex6IvhFmcBSjBXgB0?hBziBlsB,v115@9gB8HeA8BeB8DeG8CeH8AeB8Je2AJvhFRcBCeBzhBX?jB0fBlsB,v115@9gB8HeA8BeB8DeG8CeH8AeB8JeT7IvhF/hBRdBSjB2?nB0fBlsB,v115@9gB8HeA8BeB8DeG8CeH8AeB8Jei7IvhFWjBRhB0fBz?hBXjBlsB,v115@9gB8HeA8BeB8DeG8CeH8AeB8Jex6IvhFyhBGeBXgBz?iB0hBlsB,v115@9gB8HeA8BeB8DeG8CeH8AeB8Jex6IvhF2hBTeBXgBS?nB8sBFsB,v115@9gB8HeA8BeB8DeG8CeH8AeB8JeT7IvhFxhBOoB0fBl?hBCjB/sB,v115@9gB8HeA8BeB8DeG8CeH8AeB8Jex6IvhFTcBcjBXgBS?nB2sBlsB
JOTSLZI,O,O,X,O,O,X,O,X,X,X
JOTSZIL,O,O,X,O,O,X,O,X,X,X
JOTSZLI,O,O,X,O,O,X,O,X,X,X
JOTZILS,O,O,X,X,X,X,X,X,X,X
JOTZISL,O,X,X,O,X,X,X,X,X,X
JOTZLIS,O,O,X,X,X,X,X,X,X,X
JOTZLSI,O,O,X,X,O,X,O,X,X,X
JOTZSIL,O,O,X,O,O,X,O,X,X,X
JOTZSLI,O,O,X,O,O,X,O,X,X,X
JOITLSZ,X,X,X,O,X,X,X,X,X,X
JOITLZS,O,O,X,X,X,X,X,X,X,X
JOITSLZ,X,X,X,O,X,X,X,X,O,X
JOITSZL,X,X,X,O,X,X,X,X,O,X
JOITZLS,O,O,X,X,X,X,X,X,X,X
JOITZSL,O,X,X,O,X,X,X,X,O,X
JOILTSZ,X,X,X,O,X,O,X,X,X,X
JOILTZS,O,X,X,X,X,O,X,X,X,X
JOILSTZ,X,X,X,O,X,O,X,X,O,X
JOILSZT,X,X,X,O,X,O,X,X,O,X
JOILZTS,O,X,X,X,X,O,X,X,X,X
JOILZST,O,X,X,X,X,O,X,X,O,X
JOISTLZ,X,X,X,O,X,X,X,X,O,X
JOISTZL,X,X,X,O,X,X,X,X,O,X
JOISLTZ,X,X,X,O,X,X,X,X,O,X
JOISLZT,X,X,X,O,X,X,X,X,O,X
JOISZTL,X,X,X,X,X,X,X,X,O,X
JOISZLT,X,X,X,O,X,X,X,X,O,X
JOIZTLS,O,X,X,X,X,X,X,X,X,X
JOIZTSL,X,X,X,O,X,X,X,X,O,X
JOIZLTS,O,X,X,X,X,X,X,X,X,X
JOIZLST,O,X,X,X,X,X,X,X,O,X
JOIZSTL,X,X,X,X,X,X,X,X,O,X
JOIZSLT,O,X,X,O,X,X,X,X,O,X
JOLTISZ,X,X,X,O,O,X,X,X,X,X
JOLTIZS,O,X,X,X,X,X,X,X,X,X
JOLTSIZ,O,X,X,O,O,X,X,X,X,X
JOLTSZI,O,X,X,O,O,X,X,X,X,X
JOLTZIS,O,X,X,X,X,X,X,X,X,X
JOLTZSI,O,X,X,X,O,X,X,X,X,X
JOLITSZ,X,X,X,O,X,X,X,X,X,X
JOLITZS,O,X,X,X,X,X,X,X,X,X
JOLISTZ,X,X,X,O,X,X,X,X,O,X
JOLISZT,X,X,X,O,X,X,X,X,O,X
JOLIZTS,O,X,X,X,X,X,X,X,X,X
JOLIZST,O,X,X,X,X,X,X,X,O,X
JOLSTIZ,O,X,X,O,X,X,X,X,X,X
JOLSTZI,O,X,X,O,X,X,X,X,X,X
JOLSITZ,O,X,X,O,X,X,X,X,O,X
JOLSIZT,O,X,X,O,X,X,X,X,O,O
JOLSZTI,O,X,X,O,X,X,X,X,X,O
JOLSZIT,O,X,X,O,X,X,X,X,X,O
JOLZTIS,O,X,X,X,X,X,X,X,X,X
JOLZTSI,O,X,X,X,X,X,X,X,X,X
JOLZITS,O,X,X,X,X,X,X,X,X,X
JOLZIST,O,X,X,X,X,X,X,X,X,X
JOLZSTI,O,X,X,X,X,X,X,X,X,O
JOLZSIT,O,X,X,X,X,X,X,X,X,O
JOSTILZ,O,O,X,O,O,X,O,X,O,X
JOSTIZL,O,O,X,O,O,X,O,X,O,X
JOSTLIZ,O,O,X,O,O,X,O,X,X,X
JOSTLZI,O,O,X,O,O,X,O,X,X,X
JOSTZIL,O,O,X,O,O,X,O,X,X,X
JOSTZLI,O,O,X,O,O,X,O,X,X,X
JOSITLZ,O,O,X,O,X,X,O,X,O,X
JOSITZL,O,O,X,O,X,X,O,X,O,X
JOSILTZ,O,X,X,O,X,X,X,X,O,X
JOSILZT,O,X,X,O,X,X,X,X,O,O
JOSIZTL,O,X,X,X,X,X,X,O,O,X
JOSIZLT,O,X,X,O,X,X,X,O,O,O
JOSLTIZ,O,X,X,O,X,X,X,X,X,X
JOSLTZI,O,X,X,O,X,X,X,X,X,X
JOSLITZ,O,X,X,O,X,X,X,X,O,X
JOSLIZT,O,X,X,O,X,X,X,X,O,O
JOSLZTI,O,X,X,O,X,X,X,X,X,O
JOSLZIT,O,X,X,O,X,X,X,X,X,O
JOSZTIL,O,X,X,X,X,X,X,O,X,X
JOSZTLI,O,X,X,X,X,X,X,O,X,X
JOSZITL,O,X,X,X,X,X,X,O,O,X
JOSZILT,O,X,X,O,X,X,X,O,O,O
JOSZLTI,O,X,X,O,X,X,X,O,X,O
JOSZLIT,O,X,X,O,X,X,X,O,X,O
JOZTILS,O,X,X,X,X,X,X,X,X,X
JOZTISL,X,X,X,O,X,X,X,X,X,X
JOZTLIS,O,X,X,X,X,X,X,X,X,X
JOZTLSI,O,X,X,X,X,X,X,O,X,X
JOZTSIL,O,X,X,O,X,X,X,O,X,X
JOZTSLI,O,X,X,O,X,X,X,O,X,X
JOZITLS,O,X,X,X,X,X,X,X,X,X
JOZITSL,X,X,X,O,X,X,X,X,O,X
JOZILTS,O,X,X,X,X,X,X,X,X,X
JOZILST,O,X,X,X,X,X,X,O,O,X
JOZISTL,O,X,X,X,X,X,X,O,O,X
JOZISLT,O,X,X,O,X,X,X,O,O,X
JOZLTIS,O,X,X,X,X,X,X,X,X,X
JOZLTSI,O,X,X,X,X,X,X,O,X,X
JOZLITS,O,X,X,X,X,X,X,X,X,X
JOZLIST,O,X,X,X,X,X,X,O,X,X
JOZLSTI,O,X,X,X,X,X,X,O,X,O
JOZLSIT,O,X,X,X,X,X,X,O,X,O
JOZSTIL,O,X,X,X,X,X,X,O,X,X
JOZSTLI,O,X,X,X,X,X,X,O,X,X
JOZSITL,O,X,X,X,X,X,X,O,O,X
JOZSILT,O,X,X,O,X,X,X,O,O,O
JOZSLTI,O,X,X,O,X,X,X,O,X,O
JOZSLIT,O,X,X,O,X,X,X,O,X,O
STILJZO,O,O,O,X,O,O,X,X,X,X
STILJOZ,O,O,X,O,O,O,O,X,X,X
STILZJO,O,O,O,X,X,X,X,X,X,O
STILZOJ,O,O,O,X,X,X,O,X,X,O
STILOJZ,O,O,X,O,O,X,O,X,X,X
STILOZJ,O,O,O,O,X,X,O,X,X,O
STIJLZO,O,O,O,X,O,O,X,X,X,X
STIJLOZ,O,O,X,O,O,O,O,X,X,X
STIJZLO,O,O,O,X,O,X,X,O,X,X
STIJZOL,O,O,O,X,O,X,O,O,X,X
STIJOLZ,O,O,X,O,O,X,O,X,O,X
STIJOZL,O,O,X,O,O,X,O,X,O,X
STIZLJO,O,O,O,X,X,X,X,O,X,O
STIZLOJ,O,O,O,X,X,X,O,O,X,O
STIZJLO,O,O,O,X,X,X,X,O,X,X
STIZJOL,O,O,O,X,X,X,O,O,X,X
STIZOLJ,O,O,O,X,X,X,O,O,X,O
STIZOJL,O,O,O,X,X,X,O,O,X,X
STIOLJZ,O,O,X,O,O,X,O,X,X,X
STIOLZJ,O,O,O,O,X,X,O,X,X,O
STIOJLZ,O,O,X,O,O,X,O,X,O,X
STIOJZL,O,O,X,O,O,X,O,X,O,X
STIOZLJ,O,O,O,O,X,X,O,O,X,O
STIOZJL,O,O,O,O,X,X,O,O,X,X
STLIJZO,O,O,O,X,O,X,X,X,X,X
STLIJOZ,O,O,X,O,O,X,O,X,X,X
STLIZJO,O,O,O,X,X,X,X,X,X,O
STLIZOJ,O,O,O,X,X,X,O,X,X,O
STLIOJZ,O,O,X,O,O,X,O,X,X,X
STLIOZJ,O,O,O,O,X,X,O,X,X,O
STLJIZO,O,O,O,X,O,X,X,X,X,X
STLJIOZ,O,O,X,O,O,X,O,X,X,X
STLJZIO,O,O,O,X,O,X,X,X,X,X
STLJZOI,O,O,O,O,O,X,X,X,X,X
STLJOIZ,O,O,X,O,O,X,O,X,X,X
STLJOZI,O,O,X,O,O,X,O,X,X,X
STLZIJO,O,O,O,X,X,X,X,X,X,O
STLZIOJ,O,O,O,X,X,X,O,X,X,O
STLZJIO,O,O,O,X,O,X,X,X,X,O
STLZJOI,O,O,O,O,O,X,X,X,X,O
STLZOIJ,O,O,O,O,X,X,O,X,X,O
STLZOJI,O,O,O,O,O,X,O,X,X,O
STLOIJZ,O,O,X,O,O,X,O,X,X,X
STLOIZJ,O,O,O,O,X,X,O,X,X,O
STLOJIZ,O,O,X,O,O,X,O,X,X,X
STLOJZI,O,O,X,O,O,X,O,X,X,X
STLOZIJ,O,O,O,O,X,X,O,X,X,O
STLOZJI,O,O,O,O,O,X,O,X,X,O
STJILZO,O,O,O,X,O,O,X,X,X,X
STJILOZ,O,O,X,O,O,O,O,X,X,X
STJIZLO,O,O,O,X,O,X,X,O,X,X
STJIZOL,O,O,O,X,O,X,O,O,X,X
STJIOLZ,O,O,X,O,O,X,O,X,O,X
STJIOZL,O,O,X,O,O,X,O,X,O,X
STJLIZO,O,O,O,X,O,X,X,X,X,X
STJLIOZ,O,O,X,O,O,X,O,X,X,X
STJLZIO,O,O,O,X,O,X,X,X,X,X
STJLZOI,O,O,O,O,O,X,X,X,X,X
STJLOIZ,O,O,X,O,O,X,O,X,X,X
STJLOZI,O,O,X,O,O,X,O,X,X,X
STJZILO,O,O,O,X,O,X,X,O,X,X
STJZIOL,O,O,O,X,O,X,O,O,X,X
STJZLIO,O,O,O,X,O,X,X,O,X,X
STJZLOI,O,O,O,O,O,X,X,O,X,X
STJZOIL,O,O,O,O,O,X,O,O,X,X
STJZOLI,O,O,O,O,O,X,O,O,X,X
STJOILZ,O,O,X,O,O,X,O,X,O,X
STJOIZL,O,O,X,O,O,X,O,X,O,X
STJOLIZ,O,O,X,O,O,X,O,X,X,X
STJOLZI,O,O,X,O,O,X,O,X,X,X
STJOZIL,O,O,X,O,O,X,O,X,X,X
STJOZLI,O,O,X,O,O,X,O,X,X,X
STZILJO,O,O,O,X,X,X,X,O,X,O
STZILOJ,O,O,O,X,X,X,O,O,X,O
STZIJLO,O,O,O,X,X,X,X,O,X,X
STZIJOL,O,O,O,X,X,X,O,O,X,X
STZIOLJ,O,O,O,X,X,X,O,O,X,O
STZIOJL,O,O,O,X,X,X,O,O,X,X
STZLIJO,O,O,O,X,X,X,X,O,X,O
STZLIOJ,O,O,O,X,X,X,O,O,X,O
STZLJIO,O,O,O,X,O,X,X,O,X,O
STZLJOI,O,O,O,O,O,X,X,O,X,O
STZLOIJ,O,O,O,O,X,X,O,O,X,O
STZLOJI,O,O,O,O,O,X,O,O,X,O
STZJILO,O,O,O,X,O,X,X,O,X,X
STZJIOL,O,O,O,X,O,X,O,O,X,X
STZJLIO,O,O,O,X,O,X,X,O,X,X
STZJLOI,O,O,O,O,O,X,X,O,X,X
STZJOIL,O,O,O,O,O,X,O,O,X,X
STZJOLI,O,O,O,O,O,X,O,O,X,X
STZOILJ,O,O,O,O,X,X,O,O,X,O
STZOIJL,O,O,O,O,X,X,O,O,X,X
STZOLIJ,O,O,O,O,X,X,O,O,X,O
STZOLJI,O,O,O,O,O,X,O,O,X,O
STZOJIL,O,O,O,O,O,X,O,O,X,X
STZOJLI,O,O,O,O,O,X,O,O,X,X
STOILJZ,O,O,X,O,O,X,O,X,X,X
STOILZJ,O,O,O,O,X,X,O,X,X,O
STOIJLZ,O,O,X,O,O,X,O,X,O,X
STOIJZL,O,O,X,O,O,X,O,X,O,X
STOIZLJ,O,O,O,O,X,X,O,O,X,O
STOIZJL,O,O,O,O,X,X,O,O,X,X
STOLIJZ,O,O,X,O,O,X,O,X,X,X
STOLIZJ,O,O,O,O,X,X,O,X,X,O
STOLJIZ,O,O,X,O,O,X,O,X,X,X
STOLJZI,O,O,X,O,O,X,O,X,X,X
STOLZIJ,O,O,O,O,X,X,O,X,X,O
STOLZJI,O,O,O,O,O,X,O,X,X,O
STOJILZ,O,O,X,O,O,X,O,X,O,X
STOJIZL,O,O,X,O,O,X,O,X,O,X
STOJLIZ,O,O,X,O,O,X,O,X,X,X
STOJLZI,O,O,X,O,O,X,O,X,X,X
STOJZIL,O,O,X,O,O,X,O,X,X,X
STOJZLI,O,O,X,O,O,X,O,X,X,X
STOZILJ,O,O,O,O,X,X,O,O,X,O
STOZIJL,O,O,O,O,X,X,O,O,X,X
STOZLIJ,O,O,O,O,X,X,O,O,X,O
STOZLJI,O,O,O,O,O,X,O,O,X,O
STOZJIL,O,O,O,O,O,X,O,O,X,X
STOZJLI,O,O,O,O,O,X,O,O,X,X
SITLJZO,O,O,O,X,O,O,X,X,X,X
SITLJOZ,O,O,X,X,O,O,O,X,X,X
SITLZJO,O,O,O,X,X,X,X,X,X,O
SITLZOJ,O,O,O,X,X,X,O,X,X,O
SITLOJZ,O,O,X,X,O,X,O,X,X,X
SITLOZJ,O,O,O,X,X,X,O,X,X,O
SITJLZO,O,O,O,X,O,O,X,X,X,X
SITJLOZ,O,O,X,X,O,O,O,X,X,X
SITJZLO,O,O,O,X,O,X,X,O,X,X
SITJZOL,O,O,O,X,O,X,O,O,X,X
SITJOLZ,O,O,X,X,O,X,O,X,O,X
SITJOZL,O,O,X,X,O,X,O,X,O,X
SITZLJO,O,O,O,X,X,X,X,O,X,O
SITZLOJ,O,O,O,X,X,X,O,O,X,O
SITZJLO,O,O,O,X,X,X,X,O,X,X
SITZJOL,O,O,O,X,X,X,O,O,X,X
SITZOLJ,O,O,O,X,X,X,O,O,X,O
SITZOJL,O,O,O,X,X,X,O,O,X,X
SITOLJZ,O,O,X,X,O,X,O,X,X,X
SITOLZJ,O,O,O,X,X,X,O,X,X,O
SITOJLZ,O,O,X,X,O,X,O,X,O,X
SITOJZL,O,O,X,X,O,X,O,X,O,X
SITOZLJ,O,O,O,X,X,X,O,O,X,O
SITOZJL,O,O,O,X,X,X,O,O,X,X
SILTJZO,O,O,O,X,X,O,X,X,X,X
SILTJOZ,O,O,X,X,X,O,O,X,X,X
SILTZJO,O,O,O,X,X,X,X,X,X,O
SILTZOJ,O,O,O,X,X,X,O,X,X,O
SILTOJZ,O,O,X,X,X,X,O,X,X,X
SILTOZJ,O,O,O,X,X,X,O,X,X,O
SILJTZO,O,X,O,X,X,O,X,X,X,X
SILJTOZ,O,X,X,X,X,O,O,X,X,X
SILJZTO,O,X,O,X,X,O,X,O,X,O
SILJZOT,O,X,O,X,X,O,X,O,X,O
SILJOTZ,O,X,X,O,X,O,X,X,O,X
SILJOZT,O,X,X,O,X,O,X,X,O,O
SILZTJO,O,O,O,X,X,X,X,O,X,O
SILZTOJ,O,O,O,X,X,X,O,O,X,O
SILZJTO,O,O,O,X,X,X,X,O,X,O
SILZJOT,O,X,O,X,X,X,X,O,X,O
SILZOTJ,O,X,X,X,X,X,X,O,X,O
SILZOJT,O,X,O,X,X,X,X,O,X,O
SILOTJZ,O,O,X,O,X,X,O,X,X,X
SILOTZJ,O,O,O,X,X,X,O,X,X,O
SILOJTZ,O,X,X,O,X,X,X,X,O,X
SILOJZT,O,X,X,O,X,X,X,X,O,O
SILOZTJ,O,X,X,X,X,X,X,O,X,O
SILOZJT,O,X,O,O,X,X,X,O,X,O
SIJTLZO,O,O,O,X,X,X,X,X,X,X
SIJTLOZ,O,O,X,X,X,X,O,X,X,X
SIJTZLO,O,O,O,X,X,X,X,O,X,X
SIJTZOL,O,O,O,X,X,X,O,O,X,X
SIJTOLZ,O,O,X,X,X,X,O,X,O,X
SIJTOZL,O,O,X,X,X,X,O,X,O,X
SIJLTZO,O,X,O,X,X,O,X,X,X,X
SIJLTOZ,O,X,X,X,X,O,O,X,X,X
SIJLZTO,O,X,O,X,X,O,X,O,X,O
SIJLZOT,O,X,O,X,X,O,X,O,X,O
SIJLOTZ,O,X,X,O,X,O,X,X,O,X
SIJLOZT,O,X,X,O,X,O,X,X,O,O
SIJZTLO,O,O,O,X,X,X,X,O,X,X
SIJZTOL,O,O,O,X,X,X,O,O,X,X
SIJZLTO,O,O,O,X,X,X,X,O,X,O
SIJZLOT,O,X,O,X,X,X,X,O,X,O
SIJZOTL,O,O,O,X,X,X,X,O,O,X
SIJZOLT,O,X,O,X,X,X,X,O,O,O
SIJOTLZ,O,O,X,O,X,X,O,X,O,X
SIJOTZL,O,O,X,X,X,X,O,X,O,X
SIJOLTZ,O,X,X,O,X,X,X,X,O,X
SIJOLZT,O,X,X,O,X,X,X,X,O,O
SIJOZTL,O,X,X,X,X,X,X,O,O,X
SIJOZLT,O,X,X,O,X,X,X,O,O,O
SIZTLJO,O,O,O,X,X,X,X,O,X,O
SIZTLOJ,O,O,O,X,X,X,O,O,X,O
SIZTJLO,O,O,O,X,X,X,X,O,X,X
SIZTJOL,O,O,O,X,X,X,O,O,X,X
SIZTOLJ,O,O,O,X,X,X,O,O,X,O
SIZTOJL,O,O,O,X,X,X,O,O,X,X
SIZLTJO,O,O,O,X,X,X,X,O,X,O
SIZLTOJ,O,O,O,X,X,X,O,O,X,O
SIZLJTO,O,O,O,X,X,X,X,O,X,O
SIZLJOT,O,X,O,X,X,X,X,O,X,O
SIZLOTJ,O,X,X,X,X,X,X,O,X,O
SIZLOJT,O,X,O,X,X,X,X,O,X,O
SIZJTLO,O,O,O,X,X,X,X,O,X,X
SIZJTOL,O,O,O,X,X,X,O,O,X,X
SIZJLTO,O,O,O,X,X,X,X,O,X,O
SIZJLOT,O,X,O,X,X,X,X,O,X,O
SIZJOTL,O,O,O,X,X,X,X,O,O,X
SIZJOLT,O,X,O,X,X,X,X,O,O,O
SIZOTLJ,O,O,O,X,X,X,X,O,X,O
SIZOTJL,O,O,O,X,X,X,X,O,X,X
SIZOLTJ,O,X,X,X,X,X,X,O,X,O
SIZOLJT,O,X,O,X,X,X,X,O,X,O
SIZOJTL,O,O,O,X,X,X,X,O,O,X
SIZOJLT,O,X,O,X,X,X,X,O,O,O
SIOTLJZ,O,O,X,O,O,X,O,X,X,X
SIOTLZJ,O,O,O,X,X,X,O,X,X,O
SIOTJLZ,O,O,X,O,O,X,O,X,O,X
SIOTJZL,O,O,X,X,O,X,O,X,O,X
SIOTZLJ,O,O,O,X,X,X,O,O,X,O
SIOTZJL,O,O,O,X,X,X,O,O,X,X
SIOLTJZ,O,O,X,O,X,X,O,X,X,X
SIOLTZJ,O,O,O,X,X,X,O,X,X,O
SIOLJTZ,O,X,X,O,X,X,X,X,O,X
SIOLJZT,O,X,X,O,X,X,X,X,O,O
SIOLZTJ,O,X,X,X,X,X,X,O,X,O
SIOLZJT,O,X,O,O,X,X,X,O,X,O
SIOJTLZ,O,O,X,O,X,X,O,X,O,X
SIOJTZL,O,O,X,X,X,X,O,X,O,X
SIOJLTZ,O,X,X,O,X,X,X,X,O,X
SIOJLZT,O,X,X,O,X,X,X,X,O,O
SIOJZTL,O,X,X,X,X,X,X,O,O,X
SIOJZLT,O,X,X,O,X,X,X,O,O,O
SIOZTLJ,O,O,O,X,X,X,X,O,X,O
SIOZTJL,O,O,O,X,X,X,X,O,X,X
SIOZLTJ,O,X,X,X,X,X,X,O,X,O
SIOZLJT,O,X,O,O,X,X,X,O,X,O
SIOZJTL,O,O,O,X,X,X,X,O,O,X
SIOZJLT,O,X,O,O,X,X,X,O,O,O
SLTIJZO,O,O,O,X,O,X,X,X,X,X
SLTIJOZ,O,O,X,X,O,X,O,X,X,X
SLTIZJO,O,O,O,X,X,X,X,X,X,O
SLTIZOJ,O,O,O,X,X,X,O,X,X,O
SLTIOJZ,O,O,X,X,O,X,O,X,X,X
SLTIOZJ,O,O,O,X,X,X,O,X,X,O
SLTJIZO,O,O,O,X,O,X,X,X,X,X
SLTJIOZ,O,O,X,X,O,X,O,X,X,X
SLTJZIO,O,O,O,X,O,X,X,X,X,X
SLTJZOI,O,O,O,X,O,X,X,X,X,X
SLTJOIZ,O,O,X,O,O,X,O,X,X,X
SLTJOZI,O,O,X,O,O,X,O,X,X,X
SLTZIJO,O,O,O,X,X,X,X,X,X,O
SLTZIOJ,O,O,O,X,X,X,O,X,X,O
SLTZJIO,O,O,O,X,O,X,X,X,X,O
SLTZJOI,O,O,O,X,O,X,X,X,X,O
SLTZOIJ,O,O,O,X,X,X,O,X,X,O
SLTZOJI,O,O,O,X,O,X,O,X,X,O
SLTOIJZ,O,O,X,O,O,X,O,X,X,X
SLTOIZJ,O,O,O,X,X,X,O,X,X,O
SLTOJIZ,O,O,X,O,O,X,O,X,X,X
SLTOJZI,O,O,X,O,O,X,O,X,X,X
SLTOZIJ,O,O,O,X,X,X,O,X,X,O
SLTOZJI,O,O,O,X,O,X,O,X,X,O
SLITJZO,O,O,O,X,X,X,X,X,X,X
SLITJOZ,O,O,X,X,X,X,O,X,X,X
SLITZJO,O,O,O,X,X,X,X,X,X,O
SLITZOJ,O,O,O,X,X,X,O,X,X,O
SLITOJZ,O,O,X,X,X,X,O,X,X,X
SLITOZJ,O,O,O,X,X,X,O,X,X,O
SLIJTZO,O,X,O,X,X,X,X,X,X,X
SLIJTOZ,O,X,X,X,X,X,O,X,X,X
SLIJZTO,O,X,O,X,X,X,X,O,X,O
SLIJZOT,O,X,O,X,X,X,X,O,X,O
SLIJOTZ,O,X,X,O,X,X,X,X,O,X
SLIJOZT,O,X,X,O,X,X,X,X,O,O
SLIZTJO,O,O,O,X,X,X,X,O,X,O
SLIZTOJ,O,O,O,X,X,X,O,O,X,O
SLIZJTO,O,O,O,X,X,X,X,O,X,O
SLIZJOT,O,X,O,X,X,X,X,O,X,O
SLIZOTJ,O,X,X,X,X,X,X,O,X,O
SLIZOJT,O,X,O,X,X,X,X,O,X,O
SLIOTJZ,O,O,X,O,X,X,O,X,X,X
SLIOTZJ,O,O,O,X,X,X,O,X,X,O
SLIOJTZ,O,X,X,O,X,X,X,X,O,X
SLIOJZT,O,X,X,O,X,X,X,X,O,O
SLIOZTJ,O,X,X,X,X,X,X,O,X,O
SLIOZJT,O,X,O,O,X,X,X,O,X,O
SLJTIZO,O,X,O,X,X,X,X,X,X,X
SLJTIOZ,O,X,X,X,X,X,O,X,X,X
SLJTZIO,O,X,O,X,X,X,X,X,X,X
SLJTZOI,O,X,O,X,X,X,X,X,X,X
SLJTOIZ,O,X,X,O,X,X,O,X,X,X
SLJTOZI,O,X,X,O,X,X,O,X,X,X
SLJITZO,O,X,O,X,X,X,X,X,X,X
SLJITOZ,O,X,X,X,X,X,O,X,X,X
SLJIZTO,O,X,O,X,X,X,X,O,X,O
SLJIZOT,O,X,O,X,X,X,X,O,X,O
SLJIOTZ,O,X,X,O,X,X,X,X,O,X
SLJIOZT,O,X,X,O,X,X,X,X,O,O
SLJZTIO,O,X,O,X,X,X,X,O,X,O
SLJZTOI,X,X,O,X,X,X,X,O,X,O
SLJZITO,O,X,O,X,X,X,X,O,X,O
SLJZIOT,O,X,O,X,X,X,X,O,X,O
SLJZOTI,X,X,O,O,X,X,X,O,X,O
SLJZOIT,O,X,O,O,X,X,X,O,X,O
SLJOTIZ,O,X,X,O,X,X,X,X,X,X
SLJOTZI,O,X,X,O,X,X,X,X,X,X
SLJOITZ,O,X,X,O,X,X,X,X,O,X
SLJOIZT,O,X,X,O,X,X,X,X,O,O
SLJOZTI,O,X,X,O,X,X,X,X,X,O
SLJOZIT,O,X,X,O,X,X,X,X,X,O
SLZTIJO,O,O,O,X,X,X,X,O,X,O
SLZTIOJ,O,O,O,X,X,X,O,O,X,O
SLZTJIO,O,O,O,X,X,X,X,O,X,O
SLZTJOI,O,O,O,X,X,X,X,O,X,O
SLZTOIJ,O,O,O,X,X,X,O,O,X,O
SLZTOJI,O,O,O,X,X,X,O,O,X,O
SLZITJO,O,O,O,X,X,X,X,O,X,O
SLZITOJ,O,O,O,X,X,X,O,O,X,O
SLZIJTO,O,O,O,X,X,X,X,O,X,O
SLZIJOT,O,X,O,X,X,X,X,O,X,O
SLZIOTJ,O,X,X,X,X,X,X,O,X,O
SLZIOJT,O,X,O,X,X,X,X,O,X,O
SLZJTIO,O,O,O,X,X,X,X,O,X,O
SLZJTOI,X,O,O,X,X,X,X,O,X,O
SLZJITO,O,O,O,X,X,X,X,O,X,O
SLZJIOT,O,X,O,X,X,X,X,O,X,O
SLZJOTI,O,X,O,O,X,X,X,O,X,O
SLZJOIT,O,X,O,O,X,X,X,O,X,O
SLZOTIJ,O,X,X,X,X,X,X,O,X,O
SLZOTJI,O,X,X,X,X,X,X,O,X,O
SLZOITJ,O,X,X,X,X,X,X,O,X,O
SLZOIJT,O,X,O,O,X,X,X,O,X,O
SLZOJTI,O,X,O,O,X,X,X,O,X,O
SLZOJIT,O,X,O,O,X,X,X,O,X,O
SLOTIJZ,O,O,X,O,O,X,O,X,X,X
SLOTIZJ,O,O,O,X,X,X,O,X,X,O
SLOTJIZ,O,O,X,O,O,X,O,X,X,X
SLOTJZI,O,O,X,O,O,X,O,X,X,X
SLOTZIJ,O,O,O,X,X,X,O,X,X,O
SLOTZJI,O,O,O,X,O,X,O,X,X,O
SLOITJZ,O,O,X,O,X,X,O,X,X,X
SLOITZJ,O,O,O,X,X,X,O,X,X,O
SLOIJTZ,O,X,X,O,X,X,X,X,O,X
SLOIJZT,O,X,X,O,X,X,X,X,O,O
SLOIZTJ,O,X,X,X,X,X,X,O,X,O
SLOIZJT,O,X,O,O,X,X,X,O,X,O
SLOJTIZ,O,X,X,O,X,X,X,X,X,X
SLOJTZI,O,X,X,O,X,X,X,X,X,X
SLOJITZ,O,X,X,O,X,X,X,X,O,X
SLOJIZT,O,X,X,O,X,X,X,X,O,O
SLOJZTI,O,X,X,O,X,X,X,X,X,O
SLOJZIT,O,X,X,O,X,X,X,X,X,O
SLOZTIJ,O,X,X,X,X,X,X,O,X,O
SLOZTJI,O,X,X,X,X,X,X,O,X,O
SLOZITJ,O,X,X,X,X,X,X,O,X,O
SLOZIJT,O,X,O,O,X,X,X,O,X,O
SLOZJTI,O,X,O,O,X,X,X,O,X,O
SLOZJIT,O,X,O,O,X,X,X,O,X,O
SJTILZO,O,O,O,X,O,O,X,X,X,X
SJTILOZ,O,O,X,O,O,O,O,X,X,X
SJTIZLO,O,O,O,X,O,X,X,O,X,X
SJTIZOL,O,O,O,X,O,X,O,O,X,X
SJTIOLZ,O,O,X,O,O,X,O,X,O,X
SJTIOZL,O,O,X,O,O,X,O,X,O,X
SJTLIZO,O,O,O,X,O,X,X,X,X,X
SJTLIOZ,O,O,X,O,O,X,O,X,X,X
SJTLZIO,O,O,O,X,O,X,X,X,X,X
SJTLZOI,O,O,O,O,O,X,X,X,X,X
SJTLOIZ,O,O,X,O,O,X,O,X,X,X
SJTLOZI,O,O,X,O,O,X,O,X,X,X
SJTZILO,O,O,O,X,O,X,X,O,X,X
SJTZIOL,O,O,O,X,O,X,O,O,X,X
SJTZLIO,O,O,O,X,O,X,X,O,X,X
SJTZLOI,O,O,O,O,O,X,X,O,X,X
SJTZOIL,O,O,O,O,O,X,O,O,X,X
SJTZOLI,O,O,O,O,O,X,O,O,X,X
