sequence,v115@+gA8GeC8EeG8CeG8BeD8Jei6IvhFcgBxcBXeBenBFm?BTrB,v115@+gA8GeC8EeG8CeG8BeD8Jei6IvhFFdBXeBxgBmlBzm?BUrB,v115@+gA8GeC8EeG8CeG8BeD8Jei6IvhFUdBFeBxgB3gBmm?BTrB,v115@+gA8GeC8EeG8CeG8BeD8Jei6IvhFcgB2hBXeBRmBFn?BTrB,v115@+gA8GeC8EeG8CeG8BeD8Jei6IvhF1gB0cBXeBOnBxl?BTrB,v115@+gA8GeC8EeG8CeG8BeD8Jei6IvhFFeBTgBxhBmmB3m?BUrB,v115@+gA8GeC8EeG8CeG8BeD8Jei6IvhFFeBxgBXiBmlBzm?BUrB
SIZLOTJ,X,X,X,O,X,X,X
SIZLOJT,O,X,X,O,X,X,X
SIZJTLO,O,X,X,O,X,X,X
SIZJTOL,O,X,X,X,X,X,X
SIZJLTO,O,X,X,O,X,X,X
SIZJLOT,O,X,X,O,X,X,X
SIZJOTL,X,X,X,O,X,X,X
SIZJOLT,O,X,X,O,X,X,X
SIZOTLJ,X,X,X,O,X,X,X
SIZOTJL,X,X,X,O,X,X,X
SIZOLTJ,X,X,X,O,X,X,X
SIZOLJT,O,X,X,O,X,X,X
SIZOJTL,X,X,X,O,X,X,X
SIZOJLT,X,X,X,O,X,X,X
SIOTLJZ,X,O,X,X,O,O,O
SIOTLZJ,X,O,X,X,O,X,X
SIOTJLZ,X,O,X,X,O,X,X
SIOTJZL,X,O,X,O,O,X,X
SIOTZLJ,X,O,X,O,O,X,X
SIOTZJL,X,X,X,O,O,X,X
SIOLTJZ,X,O,X,X,O,O,O
SIOLTZJ,X,O,X,X,O,X,X
SIOLJTZ,X,O,X,X,O,X,X
SIOLJZT,X,O,X,O,X,X,X
SIOLZTJ,X,O,X,O,O,X,X
SIOLZJT,X,X,X,O,X,X,X
SIOJTLZ,X,O,X,X,O,X,X
SIOJTZL,O,O,X,O,O,X,X
SIOJLTZ,X,O,X,X,O,X,X
SIOJLZT,X,O,X,O,X,X,X
SIOJZTL,X,O,X,O,X,X,X
SIOJZLT,O,O,X,O,X,X,X
SIOZTLJ,X,O,X,O,O,X,X
SIOZTJL,X,X,X,O,O,X,X
SIOZLTJ,X,O,X,O,O,X,X
SIOZLJT,O,X,X,O,X,X,X
SIOZJTL,X,X,X,O,X,X,X
SIOZJLT,X,X,X,O,X,X,X
SLTIJZO,X,X,X,X,O,X,O
SLTIJOZ,X,X,X,X,X,X,O
SLTIZJO,X,X,X,X,O,X,O
SLTIZOJ,X,X,X,X,O,X,X
SLTIOJZ,X,O,X,X,X,X,O
SLTIOZJ,X,O,X,X,O,X,X
SLTJIZO,X,X,O,X,X,X,O
SLTJIOZ,X,X,X,X,X,X,O
SLTJZIO,O,X,O,X,X,X,O
SLTJZOI,O,X,X,X,X,X,X
SLTJOIZ,X,O,X,X,X,X,O
SLTJOZI,X,O,X,X,X,X,X
SLTZIJO,O,X,X,X,X,X,O
SLTZIOJ,X,X,X,O,X,X,X
SLTZJIO,O,X,O,X,X,X,O
SLTZJOI,O,X,X,X,X,X,X
SLTZOIJ,X,O,X,O,X,X,X
SLTZOJI,X,O,O,X,X,X,X
SLTOIJZ,X,O,X,X,O,O,O
SLTOIZJ,X,O,X,X,O,X,X
SLTOJIZ,X,O,O,X,X,O,O
SLTOJZI,X,O,O,X,X,X,X
SLTOZIJ,X,O,X,O,X,X,X
SLTOZJI,X,O,O,X,X,X,X
SLITJZO,X,X,X,X,O,X,O
SLITJOZ,X,X,X,X,X,X,O
SLITZJO,X,X,X,X,O,X,O
SLITZOJ,X,X,X,X,O,X,X
SLITOJZ,X,O,X,X,X,X,O
SLITOZJ,X,O,X,X,O,X,X
SLIJTZO,O,X,X,X,O,X,O
SLIJTOZ,X,X,X,X,X,X,O
SLIJZTO,O,X,X,O,X,X,O
SLIJZOT,O,X,X,O,X,X,X
SLIJOTZ,X,O,X,X,X,X,O
SLIJOZT,X,O,X,X,X,X,X
SLIZTJO,O,X,X,X,O,X,O
SLIZTOJ,X,X,X,O,O,X,X
SLIZJTO,O,X,X,X,X,X,X
SLIZJOT,O,X,X,O,X,X,X
SLIZOTJ,X,X,X,O,X,X,X
SLIZOJT,O,X,X,O,X,X,X
SLIOTJZ,X,O,X,X,O,X,O
SLIOTZJ,X,O,X,X,O,X,X
SLIOJTZ,X,O,X,X,O,X,X
SLIOJZT,X,O,X,X,X,X,X
SLIOZTJ,X,O,X,O,O,X,X
SLIOZJT,X,X,X,O,X,X,X
SLJTIZO,O,X,O,X,X,X,O
SLJTIOZ,X,X,X,X,X,X,O
SLJTZIO,O,X,O,X,X,X,O
SLJTZOI,O,X,X,X,X,X,X
SLJTOIZ,X,O,X,X,X,X,O
SLJTOZI,X,O,X,X,X,X,X
SLJITZO,O,X,O,X,O,X,O
SLJITOZ,X,X,X,X,X,X,O
SLJIZTO,O,X,O,X,X,X,O
SLJIZOT,O,X,X,X,X,X,X
SLJIOTZ,X,O,X,X,X,X,O
SLJIOZT,X,O,X,X,X,X,X
SLJZTIO,O,X,O,X,X,X,O
SLJZTOI,O,X,X,X,X,X,X
SLJZITO,O,X,O,X,X,X,O
SLJZIOT,O,X,X,O,X,X,X
SLJZOTI,O,O,X,X,X,X,X
SLJZOIT,O,O,X,O,X,X,X
SLJOTIZ,X,O,X,X,X,X,O
SLJOTZI,X,O,X,X,X,X,X
SLJOITZ,X,O,X,X,O,X,O
SLJOIZT,X,O,X,X,X,X,X
SLJOZTI,O,O,X,X,X,X,X
SLJOZIT,O,O,X,O,X,X,X
SLZTIJO,O,X,X,X,X,X,O
SLZTIOJ,X,X,X,O,X,X,X
SLZTJIO,O,X,O,X,X,X,O
SLZTJOI,O,X,X,X,X,X,X
SLZTOIJ,X,O,X,O,X,X,X
SLZTOJI,X,O,O,X,X,X,X
SLZITJO,O,X,X,X,O,X,O
SLZITOJ,X,X,X,O,O,X,X
SLZIJTO,O,X,X,X,X,X,X
SLZIJOT,O,X,X,O,X,X,X
SLZIOTJ,X,X,X,O,X,X,X
SLZIOJT,O,X,X,O,X,X,X
SLZJTIO,O,X,O,X,X,X,O
SLZJTOI,O,X,X,X,X,X,X
SLZJITO,O,X,O,X,X,X,O
SLZJIOT,O,X,X,O,X,X,X
SLZJOTI,O,O,X,X,X,X,X
SLZJOIT,O,O,X,O,X,X,X
SLZOTIJ,X,O,X,O,X,X,X
SLZOTJI,X,O,O,X,X,X,X
SLZOITJ,X,O,X,O,O,X,X
SLZOIJT,O,X,X,O,X,X,X
SLZOJTI,O,O,O,X,X,X,X
SLZOJIT,O,O,O,O,X,X,X
SLOTIJZ,X,O,X,X,O,O,O
SLOTIZJ,X,O,X,X,O,X,X
SLOTJIZ,X,O,O,X,X,O,O
SLOTJZI,X,O,O,X,X,X,X
SLOTZIJ,X,O,X,O,X,X,X
SLOTZJI,X,O,O,X,X,X,X
SLOITJZ,X,O,X,X,O,O,O
SLOITZJ,X,O,X,X,O,X,X
SLOIJTZ,X,O,X,X,O,X,X
SLOIJZT,X,O,X,O,X,X,X
SLOIZTJ,X,O,X,O,O,X,X
SLOIZJT,X,X,X,O,X,X,X
SLOJTIZ,X,O,O,X,X,O,O
SLOJTZI,X,O,O,X,X,X,X
SLOJITZ,X,O,O,X,O,O,O
SLOJIZT,X,O,O,X,X,X,X
SLOJZTI,O,O,O,X,X,X,X
SLOJZIT,O,O,O,O,X,X,X
SLOZTIJ,X,O,X,O,X,X,X
SLOZTJI,X,O,O,X,X,X,X
SLOZITJ,X,O,X,O,O,X,X
SLOZIJT,O,X,X,O,X,X,X
SLOZJTI,O,O,O,X,X,X,X
SLOZJIT,O,O,O,O,X,X,X
SJTILZO,O,X,O,X,X,X,O
SJTILOZ,X,X,X,X,X,X,O
SJTIZLO,O,X,O,X,X,X,O
SJTIZOL,O,X,X,X,X,X,X
SJTIOLZ,X,X,X,X,X,O,O
SJTIOZL,O,X,X,X,X,X,X
SJTLIZO,O,X,O,X,X,X,O
SJTLIOZ,X,X,X,X,X,X,O
SJTLZIO,O,X,O,X,X,X,O
SJTLZOI,O,X,X,X,X,X,X
SJTLOIZ,X,O,X,X,X,X,O
SJTLOZI,X,O,X,X,X,X,X
SJTZILO,O,X,O,X,X,X,O
SJTZIOL,O,X,X,X,X,X,X
SJTZLIO,O,X,O,X,X,X,O
SJTZLOI,O,X,X,X,X,X,X
SJTZOIL,O,X,X,X,X,X,X
SJTZOLI,O,X,X,X,X,X,X
SJTOILZ,X,O,X,X,X,O,O
SJTOIZL,O,O,X,X,X,X,X
SJTOLIZ,X,O,X,X,X,O,O
SJTOLZI,X,O,X,X,X,X,X
SJTOZIL,O,O,X,X,X,X,X
SJTOZLI,O,O,X,X,X,X,X
SJITLZO,O,X,O,X,O,X,O
SJITLOZ,X,X,X,X,X,X,O
SJITZLO,O,X,O,O,O,X,O
SJITZOL,O,X,X,X,X,X,X
SJITOLZ,X,X,X,X,X,O,O
SJITOZL,O,X,X,X,X,X,X
SJILTZO,O,X,O,X,O,X,O
SJILTOZ,X,X,X,X,X,X,O
SJILZTO,O,X,O,O,X,X,O
SJILZOT,O,X,X,O,X,X,X
SJILOTZ,X,O,X,X,X,X,O
SJILOZT,X,O,X,X,X,X,X
SJIZTLO,O,X,O,O,X,X,O
SJIZTOL,O,X,X,X,X,X,X
SJIZLTO,O,X,O,O,X,X,O
SJIZLOT,O,X,X,O,X,X,X
SJIZOTL,X,X,X,O,X,X,X
SJIZOLT,O,X,X,O,X,X,X
SJIOTLZ,X,O,X,X,X,O,O
SJIOTZL,O,O,X,X,X,X,X
SJIOLTZ,X,O,X,X,X,O,O
SJIOLZT,X,O,X,X,X,X,X
SJIOZTL,X,O,X,X,X,X,X
SJIOZLT,O,O,X,O,X,X,X
SJLTIZO,O,X,O,X,X,X,O
SJLTIOZ,X,X,X,X,X,X,O
SJLTZIO,O,X,O,X,X,X,O
SJLTZOI,O,X,X,X,X,X,X
SJLTOIZ,X,O,X,X,X,X,O
SJLTOZI,X,O,X,X,X,X,X
SJLITZO,O,X,O,X,O,X,O
SJLITOZ,X,X,X,X,X,X,O
SJLIZTO,O,X,O,X,X,X,O
SJLIZOT,O,X,X,X,X,X,X
SJLIOTZ,X,O,X,X,X,X,O
SJLIOZT,X,O,X,X,X,X,X
SJLZTIO,O,X,O,X,X,X,O
SJLZTOI,O,X,X,X,X,X,X
SJLZITO,O,X,O,X,X,X,O
SJLZIOT,O,X,X,O,X,X,X
SJLZOTI,O,O,X,X,X,X,X
SJLZOIT,O,O,X,O,X,X,X
SJLOTIZ,X,O,X,X,X,X,O
SJLOTZI,X,O,X,X,X,X,X
SJLOITZ,X,O,X,X,O,X,O
SJLOIZT,X,O,X,X,X,X,X
SJLOZTI,O,O,X,X,X,X,X
SJLOZIT,O,O,X,O,X,X,X
SJZTILO,O,X,O,X,X,X,O
SJZTIOL,O,X,X,X,X,X,X
SJZTLIO,O,X,O,X,X,X,O
SJZTLOI,O,X,X,X,X,X,X
SJZTOIL,O,X,X,X,X,X,X
SJZTOLI,O,X,X,X,X,X,X
SJZITLO,O,X,O,X,X,X,O
SJZITOL,O,X,X,X,X,X,X
SJZILTO,O,X,O,X,X,X,O
SJZILOT,O,X,X,O,X,X,X
SJZIOTL,X,X,X,O,X,X,X
SJZIOLT,O,X,X,O,X,X,X
SJZLTIO,O,X,O,X,X,X,O
SJZLTOI,O,X,X,X,X,X,X
SJZLITO,O,X,O,X,X,X,O
SJZLIOT,O,X,X,O,X,X,X
SJZLOTI,O,O,X,X,X,X,X
SJZLOIT,O,O,X,O,X,X,X
SJZOTIL,O,O,X,X,X,X,X
SJZOTLI,O,O,X,X,X,X,X
SJZOITL,X,O,X,O,X,X,X
SJZOILT,O,O,X,O,X,X,X
SJZOLTI,O,O,X,X,X,X,X
SJZOLIT,O,O,X,O,X,X,X
SJOTILZ,X,O,X,X,X,O,O
SJOTIZL,O,O,X,X,X,X,X
SJOTLIZ,X,O,X,X,X,O,O
SJOTLZI,X,O,X,X,X,X,X
SJOTZIL,O,O,X,X,X,X,X
SJOTZLI,O,O,X,X,X,X,X
SJOITLZ,X,O,X,X,O,O,O
SJOITZL,O,O,X,O,O,X,X
SJOILTZ,X,O,X,X,O,O,O
SJOILZT,X,O,X,O,X,X,X
SJOIZTL,X,O,X,O,X,X,X
SJOIZLT,O,O,X,O,X,X,X
SJOLTIZ,X,O,X,X,X,O,O
SJOLTZI,X,O,X,X,X,X,X
SJOLITZ,X,O,X,X,O,O,O
SJOLIZT,X,O,X,X,X,X,X
SJOLZTI,O,O,X,X,X,X,X
SJOLZIT,O,O,X,O,X,X,X
SJOZTIL,O,O,X,X,X,X,X
SJOZTLI,O,O,X,X,X,X,X
SJOZITL,X,O,X,O,X,X,X
SJOZILT,O,O,X,O,X,X,X
SJOZLTI,O,O,X,X,X,X,X
SJOZLIT,O,O,X,O,X,X,X
SZTILJO,O,X,X,X,X,X,O
SZTILOJ,X,X,X,O,X,X,X
SZTIJLO,X,X,X,X,X,X,X
SZTIJOL,X,X,X,X,X,X,X
SZTIOLJ,X,X,X,O,X,X,X
SZTIOJL,X,X,X,O,X,X,X
SZTLIJO,O,X,X,X,X,X,O
SZTLIOJ,X,X,X,O,X,X,X
SZTLJIO,O,X,O,X,X,X,O
SZTLJOI,O,X,X,X,X,X,X
SZTLOIJ,X,O,X,O,X,X,X
SZTLOJI,X,O,O,X,X,X,X
SZTJILO,O,X,O,X,X,X,O
SZTJIOL,O,X,X,X,X,X,X
SZTJLIO,O,X,O,X,X,X,O
SZTJLOI,O,X,X,X,X,X,X
SZTJOIL,O,X,X,X,X,X,X
SZTJOLI,O,X,X,X,X,X,X
SZTOILJ,X,O,X,O,X,X,X
SZTOIJL,X,X,X,O,X,X,X
SZTOLIJ,X,O,X,O,X,X,X
SZTOLJI,X,O,O,X,X,X,X
SZTOJIL,X,O,O,X,X,X,X
SZTOJLI,X,O,O,X,X,X,X
SZITLJO,O,X,X,X,O,X,O
SZITLOJ,X,X,X,O,O,X,X
SZITJLO,X,X,X,X,O,X,X
SZITJOL,X,X,X,X,X,X,X
SZITOLJ,X,X,X,O,O,X,X
SZITOJL,X,X,X,O,X,X,X
SZILTJO,O,X,X,X,O,X,O
SZILTOJ,X,X,X,O,O,X,X
SZILJTO,O,X,X,X,X,X,X
SZILJOT,O,X,X,O,X,X,X
SZILOTJ,X,X,X,O,X,X,X
SZILOJT,O,X,X,O,X,X,X
SZIJTLO,O,X,X,O,X,X,X
SZIJTOL,O,X,X,X,X,X,X
SZIJLTO,O,X,X,O,X,X,X
SZIJLOT,O,X,X,O,X,X,X
SZIJOTL,X,X,X,O,X,X,X
SZIJOLT,O,X,X,O,X,X,X
SZIOTLJ,X,X,X,O,X,X,X
SZIOTJL,X,X,X,O,X,X,X
SZIOLTJ,X,X,X,O,X,X,X
SZIOLJT,O,X,X,O,X,X,X
SZIOJTL,X,X,X,O,X,X,X
SZIOJLT,X,X,X,O,X,X,X
SZLTIJO,O,X,X,X,X,X,O
SZLTIOJ,X,X,X,O,X,X,X
SZLTJIO,O,X,O,X,X,X,O
SZLTJOI,O,X,X,X,X,X,X
SZLTOIJ,X,O,X,O,X,X,X
SZLTOJI,X,O,O,X,X,X,X
SZLITJO,O,X,X,X,O,X,O
SZLITOJ,X,X,X,O,O,X,X
SZLIJTO,O,X,X,X,X,X,X
SZLIJOT,O,X,X,O,X,X,X
SZLIOTJ,X,X,X,O,X,X,X
SZLIOJT,O,X,X,O,X,X,X
SZLJTIO,O,X,O,X,X,X,O
SZLJTOI,O,X,X,X,X,X,X
SZLJITO,O,X,O,X,X,X,O
SZLJIOT,O,X,X,O,X,X,X
SZLJOTI,O,O,X,X,X,X,X
SZLJOIT,O,O,X,O,X,X,X
SZLOTIJ,X,O,X,O,X,X,X
SZLOTJI,X,O,O,X,X,X,X
SZLOITJ,X,O,X,O,O,X,X
SZLOIJT,O,X,X,O,X,X,X
SZLOJTI,O,O,O,X,X,X,X
SZLOJIT,O,O,O,O,X,X,X
SZJTILO,O,X,O,X,X,X,O
SZJTIOL,O,X,X,X,X,X,X
SZJTLIO,O,X,O,X,X,X,O
SZJTLOI,O,X,X,X,X,X,X
SZJTOIL,O,X,X,X,X,X,X
SZJTOLI,O,X,X,X,X,X,X
SZJITLO,O,X,O,X,X,X,O
SZJITOL,O,X,X,X,X,X,X
SZJILTO,O,X,O,X,X,X,O
SZJILOT,O,X,X,O,X,X,X
SZJIOTL,X,X,X,O,X,X,X
SZJIOLT,O,X,X,O,X,X,X
SZJLTIO,O,X,O,X,X,X,O
SZJLTOI,O,X,X,X,X,X,X
SZJLITO,O,X,O,X,X,X,O
SZJLIOT,O,X,X,O,X,X,X
SZJLOTI,O,O,X,X,X,X,X
SZJLOIT,O,O,X,O,X,X,X
SZJOTIL,O,O,X,X,X,X,X
SZJOTLI,O,O,X,X,X,X,X
SZJOITL,X,O,X,O,X,X,X
SZJOILT,O,O,X,O,X,X,X
SZJOLTI,O,O,X,X,X,X,X
SZJOLIT,O,O,X,O,X,X,X
SZOTILJ,X,O,X,O,X,X,X
SZOTIJL,X,X,X,O,X,X,X
SZOTLIJ,X,O,X,O,X,X,X
SZOTLJI,X,O,O,X,X,X,X
SZOTJIL,X,O,O,X,X,X,X
SZOTJLI,X,O,O,X,X,X,X
SZOITLJ,X,O,X,O,O,X,X
SZOITJL,X,X,X,O,O,X,X
SZOILTJ,X,O,X,O,O,X,X
SZOILJT,O,X,X,O,X,X,X
SZOIJTL,X,X,X,O,X,X,X
SZOIJLT,X,X,X,O,X,X,X
SZOLTIJ,X,O,X,O,X,X,X
SZOLTJI,X,O,O,X,X,X,X
SZOLITJ,X,O,X,O,O,X,X
SZOLIJT,O,X,X,O,X,X,X
SZOLJTI,O,O,O,X,X,X,X
SZOLJIT,O,O,O,O,X,X,X
SZOJTIL,O,O,O,X,X,X,X
SZOJTLI,O,O,O,X,X,X,X
SZOJITL,X,O,O,O,X,X,X
SZOJILT,O,O,O,O,X,X,X
SZOJLTI,O,O,O,X,X,X,X
SZOJLIT,O,O,O,O,X,X,X
SOTILJZ,X,O,X,X,O,O,O
SOTILZJ,X,O,X,X,O,X,X
SOTIJLZ,X,O,X,X,O,X,X
SOTIJZL,X,O,X,O,O,X,X
SOTIZLJ,X,O,X,O,O,X,X
SOTIZJL,X,X,X,O,O,X,X
SOTLIJZ,X,O,X,X,O,O,O
SOTLIZJ,X,O,X,X,O,X,X
SOTLJIZ,X,O,O,X,X,O,O
SOTLJZI,X,O,O,X,X,X,X
SOTLZIJ,X,O,X,O,X,X,X
SOTLZJI,X,O,O,X,X,X,X
SOTJILZ,X,O,O,X,X,O,O
SOTJIZL,X,O,O,X,X,X,X
SOTJLIZ,X,O,O,X,X,O,O
SOTJLZI,X,O,O,X,X,X,X
SOTJZIL,X,O,O,X,X,X,X
SOTJZLI,X,O,O,X,X,X,X
SOTZILJ,X,O,X,O,X,X,X
SOTZIJL,X,X,X,O,X,X,X
SOTZLIJ,X,O,X,O,X,X,X
SOTZLJI,X,O,O,X,X,X,X
SOTZJIL,X,O,O,X,X,X,X
SOTZJLI,X,O,O,X,X,X,X
SOITLJZ,X,O,X,X,O,O,O
SOITLZJ,X,O,X,X,O,X,X
SOITJLZ,X,O,X,X,O,X,X
SOITJZL,X,O,X,O,O,X,X
SOITZLJ,X,O,X,O,O,X,X
SOITZJL,X,X,X,O,O,X,X
SOILTJZ,X,O,X,X,O,O,O
SOILTZJ,X,O,X,X,O,X,X
SOILJTZ,X,O,X,X,O,X,X
SOILJZT,X,O,X,O,X,X,X
SOILZTJ,X,O,X,O,O,X,X
SOILZJT,X,X,X,O,X,X,X
SOIJTLZ,X,O,X,X,O,X,X
SOIJTZL,O,O,X,O,O,X,X
SOIJLTZ,X,O,X,X,O,X,X
SOIJLZT,X,O,X,O,X,X,X
SOIJZTL,X,O,X,O,X,X,X
SOIJZLT,O,O,X,O,X,X,X
SOIZTLJ,X,O,X,O,O,X,X
SOIZTJL,X,X,X,O,O,X,X
SOIZLTJ,X,O,X,O,O,X,X
SOIZLJT,O,X,X,O,X,X,X
SOIZJTL,X,X,X,O,X,X,X
SOIZJLT,X,X,X,O,X,X,X
SOLTIJZ,X,O,X,X,O,O,O
SOLTIZJ,X,O,X,X,O,X,X
SOLTJIZ,X,O,O,X,X,O,O
SOLTJZI,X,O,O,X,X,X,X
SOLTZIJ,X,O,X,O,X,X,X
SOLTZJI,X,O,O,X,X,X,X
SOLITJZ,X,O,X,X,O,O,O
SOLITZJ,X,O,X,X,O,X,X
SOLIJTZ,X,O,X,X,O,X,X
SOLIJZT,X,O,X,O,X,X,X
SOLIZTJ,X,O,X,O,O,X,X
SOLIZJT,X,X,X,O,X,X,X
SOLJTIZ,X,O,O,X,X,O,O
SOLJTZI,X,O,O,X,X,X,X
SOLJITZ,X,O,O,X,O,O,O
SOLJIZT,X,O,O,X,X,X,X
SOLJZTI,O,O,O,X,X,X,X
SOLJZIT,O,O,O,O,X,X,X
SOLZTIJ,X,O,X,O,X,X,X
SOLZTJI,X,O,O,X,X,X,X
SOLZITJ,X,O,X,O,O,X,X
SOLZIJT,O,X,X,O,X,X,X
SOLZJTI,O,O,O,X,X,X,X
SOLZJIT,O,O,O,O,X,X,X
SOJTILZ,X,O,O,X,X,O,O
SOJTIZL,O,O,O,X,X,X,X
SOJTLIZ,X,O,O,X,X,O,O
SOJTLZI,X,O,O,X,X,X,X
SOJTZIL,O,O,O,X,X,X,X
SOJTZLI,O,O,O,X,X,X,X
SOJITLZ,X,O,O,X,O,O,O
SOJITZL,O,O,O,O,O,X,X
SOJILTZ,X,O,O,X,O,O,O
SOJILZT,X,O,O,O,X,X,X
SOJIZTL,X,O,O,O,X,X,X
SOJIZLT,O,O,O,O,X,X,X
SOJLTIZ,X,O,O,X,X,O,O
SOJLTZI,X,O,O,X,X,X,X
SOJLITZ,X,O,O,X,O,O,O
SOJLIZT,X,O,O,X,X,X,X
SOJLZTI,O,O,O,X,X,X,X
SOJLZIT,O,O,O,O,X,X,X
SOJZTIL,O,O,O,X,X,X,X
SOJZTLI,O,O,O,X,X,X,X
SOJZITL,X,O,O,O,X,X,X
SOJZILT,O,O,O,O,X,X,X
SOJZLTI,O,O,O,X,X,X,X
SOJZLIT,O,O,O,O,X,X,X
SOZTILJ,X,O,X,O,X,X,X
SOZTIJL,X,X,X,O,X,X,X
SOZTLIJ,X,O,X,O,X,X,X
SOZTLJI,X,O,O,X,X,X,X
SOZTJIL,X,O,O,X,X,X,X
SOZTJLI,X,O,O,X,X,X,X
SOZITLJ,X,O,X,O,O,X,X
SOZITJL,X,X,X,O,O,X,X
SOZILTJ,X,O,X,O,O,X,X
SOZILJT,O,X,X,O,X,X,X
SOZIJTL,X,X,X,O,X,X,X
SOZIJLT,X,X,X,O,X,X,X
SOZLTIJ,X,O,X,O,X,X,X
SOZLTJI,X,O,O,X,X,X,X
SOZLITJ,X,O,X,O,O,X,X
SOZLIJT,O,X,X,O,X,X,X
SOZLJTI,O,O,O,X,X,X,X
SOZLJIT,O,O,O,O,X,X,X
SOZJTIL,O,O,O,X,X,X,X
SOZJTLI,O,O,O,X,X,X,X
SOZJITL,X,O,O,O,X,X,X
SOZJILT,O,O,O,O,X,X,X
SOZJLTI,O,O,O,X,X,X,X
SOZJLIT,O,O,O,O,X,X,X
ZTILJSO,O,X,O,X,X,X,X
ZTILJOS,O,X,O,X,X,X,X
ZTILSJO,X,X,X,X,X,X,X
ZTILSOJ,X,X,X,O,X,X,X
ZTILOJS,X,X,O,O,X,X,X
ZTILOSJ,X,X,X,O,X,X,X
ZTIJLSO,O,X,O,X,X,X,X
ZTIJLOS,O,X,O,X,X,X,X
ZTIJSLO,O,X,O,X,X,X,X
ZTIJSOL,O,X,X,X,X,X,X
ZTIJOLS,O,X,O,X,X,O,X
ZTIJOSL,O,X,X,X,X,X,X
ZTISLJO,X,X,X,X,X,X,X
ZTISLOJ,X,X,X,O,X,X,X
ZTISJLO,X,X,X,X,X,X,X
ZTISJOL,X,X,X,X,X,X,X
ZTISOLJ,X,X,X,O,X,X,X
ZTISOJL,X,X,X,O,X,X,X
ZTIOLJS,X,X,O,O,X,O,X
ZTIOLSJ,X,X,X,O,X,X,X
ZTIOJLS,X,X,O,O,X,X,X
ZTIOJSL,X,X,O,O,X,X,X
ZTIOSLJ,X,X,X,O,X,X,X
ZTIOSJL,X,X,X,O,X,X,X
ZTLIJSO,O,X,O,X,X,X,X
ZTLIJOS,O,X,O,X,X,X,X
ZTLISJO,X,X,X,X,X,X,X
ZTLISOJ,X,X,X,O,X,X,X
ZTLIOJS,X,X,O,O,X,X,X
ZTLIOSJ,X,X,X,O,X,X,X
ZTLJISO,O,X,O,X,X,X,O
ZTLJIOS,O,X,O,X,X,X,X
ZTLJSIO,O,X,O,X,X,X,O
ZTLJSOI,O,X,X,X,X,X,X
ZTLJOIS,O,X,O,X,X,X,X
ZTLJOSI,O,X,O,X,X,X,X
ZTLSIJO,O,X,X,X,X,X,O
ZTLSIOJ,X,X,X,O,X,X,X
ZTLSJIO,O,X,O,X,X,X,O
ZTLSJOI,O,X,X,X,X,X,X
ZTLSOIJ,X,X,X,O,X,X,X
ZTLSOJI,X,X,O,X,X,X,X
ZTLOIJS,X,X,O,O,X,O,X
ZTLOISJ,X,X,X,O,X,X,X
ZTLOJIS,O,X,O,X,X,O,X
ZTLOJSI,O,X,O,X,X,X,X
ZTLOSIJ,X,X,X,O,X,X,X
ZTLOSJI,X,X,O,X,X,X,X
ZTJILSO,O,X,O,X,X,X,O
ZTJILOS,O,X,O,X,X,X,X
ZTJISLO,O,X,O,X,X,X,O
ZTJISOL,O,X,X,X,X,X,X
ZTJIOLS,O,X,O,X,X,O,X
ZTJIOSL,O,X,X,X,X,X,X
ZTJLISO,O,X,O,X,X,X,O
ZTJLIOS,O,X,O,X,X,X,X
ZTJLSIO,O,X,O,X,X,X,O
ZTJLSOI,O,X,X,X,X,X,X
ZTJLOIS,O,X,O,X,X,X,X
ZTJLOSI,O,X,O,X,X,X,X
ZTJSILO,O,X,O,X,X,X,O
ZTJSIOL,O,X,X,X,X,X,X
ZTJSLIO,O,X,O,X,X,X,O
ZTJSLOI,O,X,X,X,X,X,X
ZTJSOIL,O,X,X,X,X,X,X
ZTJSOLI,O,X,X,X,X,X,X
ZTJOILS,O,X,O,X,X,O,X
ZTJOISL,O,X,O,X,X,X,X
ZTJOLIS,O,X,O,X,X,O,X
ZTJOLSI,O,X,O,X,X,X,X
ZTJOSIL,O,X,O,X,X,X,X
ZTJOSLI,O,X,O,X,X,X,X
ZTSILJO,O,X,X,X,X,X,O
ZTSILOJ,X,X,X,O,X,X,X
ZTSIJLO,X,X,X,X,X,X,X
ZTSIJOL,X,X,X,X,X,X,X
ZTSIOLJ,X,X,X,O,X,X,X
ZTSIOJL,X,X,X,O,X,X,X
ZTSLIJO,O,X,X,X,X,X,O
ZTSLIOJ,X,X,X,O,X,X,X
ZTSLJIO,O,X,O,X,X,X,O
ZTSLJOI,O,X,X,X,X,X,X
ZTSLOIJ,X,X,X,O,X,X,X
ZTSLOJI,X,X,O,X,X,X,X
ZTSJILO,O,X,O,X,X,X,O
ZTSJIOL,O,X,X,X,X,X,X
ZTSJLIO,O,X,O,X,X,X,O
ZTSJLOI,O,X,X,X,X,X,X
ZTSJOIL,O,X,X,X,X,X,X
ZTSJOLI,O,X,X,X,X,X,X
ZTSOILJ,X,X,X,O,X,X,X
ZTSOIJL,X,X,X,O,X,X,X
ZTSOLIJ,X,X,X,O,X,X,X
ZTSOLJI,X,X,O,X,X,X,X
ZTSOJIL,X,X,O,X,X,X,X
ZTSOJLI,X,X,O,X,X,X,X
