sequence,v115@4gA8IeA8DeA8BeD8CeF8DeG8AeB8Jem6IvhFzbB/iB?ajB5jB0fBlsB,v115@4gA8IeA8DeA8BeD8CeF8DeG8AeB8Je//IvhFagBzbB?mdB5jB0iBlsB,v115@4gA8IeA8DeA8BeD8CeF8DeG8AeB8JeT6IvhFmbByiB?5jBXgB0iBlsB,v115@4gA8IeA8DeA8BeD8CeF8DeG8AeB8JeT6IvhFmbBxdB?XgB0iB6oBlsB,v115@4gA8IeA8DeA8BeD8CeF8DeG8AeB8JeT6IvhFygBmdB?5jB0iBXgBlsB,v115@4gA8IeA8DeA8BeD8CeF8DeG8AeB8Jex6IvhFygB/iB?0fBTjBGoBlsB,v115@4gA8IeA8DeA8BeD8CeF8DeG8AeB8Jem7IvhFTdBxfB?XjB0fB6oBlsB
ZOIJLST,O,O,X,O,O,X,X
ZOIJSTL,O,O,X,O,X,X,X
ZOIJSLT,O,O,X,O,O,X,X
ZOISTLJ,O,O,X,X,X,O,X
ZOISTJL,O,O,X,O,X,O,X
ZOISLTJ,O,O,X,X,X,O,X
ZOISLJT,O,O,X,O,O,X,X
ZOISJTL,O,O,X,O,X,X,X
ZOISJLT,O,O,X,O,O,X,X
ZOLTIJS,O,X,X,O,O,O,X
ZOLTISJ,O,X,X,X,O,O,X
ZOLTJIS,O,X,X,O,O,O,X
ZOLTJSI,O,X,X,X,O,O,X
ZOLTSIJ,O,X,X,X,O,O,X
ZOLTSJI,O,X,X,X,O,O,X
ZOLITJS,O,X,X,O,O,O,X
ZOLITSJ,O,X,X,X,O,O,X
ZOLIJTS,O,X,X,O,O,X,X
ZOLIJST,O,O,X,O,O,X,X
ZOLISTJ,O,O,X,O,X,O,X
ZOLISJT,O,O,X,O,O,X,X
ZOLJTIS,O,X,X,O,O,X,X
ZOLJTSI,O,X,X,X,X,X,X
ZOLJITS,O,X,X,O,O,X,X
ZOLJIST,O,O,X,O,O,X,X
ZOLJSTI,O,O,X,O,X,X,X
ZOLJSIT,O,O,X,O,O,X,X
ZOLSTIJ,O,O,X,O,X,O,X
ZOLSTJI,O,O,X,O,X,O,X
ZOLSITJ,O,O,X,O,X,O,X
ZOLSIJT,O,O,X,O,O,X,X
ZOLSJTI,O,O,X,O,X,X,X
ZOLSJIT,O,O,X,O,O,X,X
ZOJTILS,O,X,X,O,O,X,X
ZOJTISL,O,O,X,O,X,X,O
ZOJTLIS,O,X,X,O,O,X,X
ZOJTLSI,O,X,X,O,X,X,X
ZOJTSIL,O,O,X,O,X,X,O
ZOJTSLI,O,O,X,O,X,X,X
ZOJITLS,O,X,X,O,O,X,X
ZOJITSL,O,O,X,O,X,X,O
ZOJILTS,O,X,X,O,O,X,X
ZOJILST,O,O,X,O,O,X,X
ZOJISTL,O,O,X,O,X,X,X
ZOJISLT,O,O,X,O,O,X,X
ZOJLTIS,O,X,X,O,O,X,X
ZOJLTSI,O,X,X,X,X,X,X
ZOJLITS,O,X,X,O,O,X,X
ZOJLIST,O,O,X,O,O,X,X
ZOJLSTI,O,O,X,O,X,X,X
ZOJLSIT,O,O,X,O,O,X,X
ZOJSTIL,O,O,X,O,X,X,X
ZOJSTLI,O,O,X,O,X,X,X
ZOJSITL,O,O,X,O,X,X,X
ZOJSILT,O,O,X,O,O,X,X
ZOJSLTI,O,O,X,O,X,X,X
ZOJSLIT,O,O,X,O,O,X,X
ZOSTILJ,O,O,X,X,X,O,X
ZOSTIJL,O,O,X,O,X,O,X
ZOSTLIJ,O,O,X,O,X,O,X
ZOSTLJI,O,O,X,O,X,O,X
ZOSTJIL,O,O,X,O,X,O,X
ZOSTJLI,O,O,X,O,X,O,X
ZOSITLJ,O,O,X,X,X,O,X
ZOSITJL,O,O,X,O,X,O,X
ZOSILTJ,O,O,X,O,X,O,X
ZOSILJT,O,O,X,O,O,X,X
ZOSIJTL,O,O,X,O,X,X,X
ZOSIJLT,O,O,X,O,O,X,X
ZOSLTIJ,O,O,X,O,X,O,X
ZOSLTJI,O,O,X,O,X,O,X
ZOSLITJ,O,O,X,O,X,O,X
ZOSLIJT,O,O,X,O,O,X,X
ZOSLJTI,O,O,X,O,X,X,X
ZOSLJIT,O,O,X,O,O,X,X
ZOSJTIL,O,O,X,O,X,X,X
ZOSJTLI,O,O,X,O,X,X,X
ZOSJITL,O,O,X,O,X,X,X
ZOSJILT,O,O,X,O,O,X,X
ZOSJLTI,O,O,X,O,X,X,X
ZOSJLIT,O,O,X,O,O,X,X
OTILJSZ,X,X,O,O,X,X,O
OTILJZS,X,X,X,O,O,X,X
OTILSJZ,O,O,O,O,X,X,O
OTILSZJ,O,O,O,X,O,O,X
OTILZJS,O,O,X,O,O,O,X
OTILZSJ,O,O,X,O,O,O,X
OTIJLSZ,X,X,O,O,X,X,O
OTIJLZS,X,X,X,O,O,X,X
OTIJSLZ,O,O,O,X,X,X,O
OTIJSZL,O,O,O,X,X,X,O
OTIJZLS,O,O,X,O,O,X,X
OTIJZSL,O,O,X,O,O,X,O
OTISLJZ,O,O,O,X,X,X,O
OTISLZJ,O,O,O,X,O,O,X
OTISJLZ,O,O,O,X,X,X,O
OTISJZL,O,O,O,X,X,X,O
OTISZLJ,O,O,O,X,O,O,X
OTISZJL,O,O,O,X,O,O,O
OTIZLJS,O,O,X,O,O,O,X
OTIZLSJ,O,O,X,O,O,O,X
OTIZJLS,O,O,X,O,O,O,X
OTIZJSL,O,O,X,O,O,O,O
OTIZSLJ,O,O,X,X,O,O,X
OTIZSJL,O,O,X,O,O,O,O
OTLIJSZ,X,X,O,O,X,X,O
OTLIJZS,X,X,X,O,O,X,X
OTLISJZ,O,O,O,O,X,X,O
OTLISZJ,O,O,O,O,O,O,X
OTLIZJS,O,O,X,O,O,O,X
OTLIZSJ,O,O,X,O,O,O,X
OTLJISZ,X,X,O,O,X,X,O
OTLJIZS,X,X,X,O,O,X,X
OTLJSIZ,X,X,O,O,X,X,O
OTLJSZI,X,X,O,O,X,O,X
OTLJZIS,X,X,X,O,O,O,X
OTLJZSI,X,X,X,O,O,O,X
OTLSIJZ,O,O,O,O,X,X,O
OTLSIZJ,O,O,O,O,O,O,X
OTLSJIZ,O,O,O,O,X,X,O
OTLSJZI,O,O,O,O,X,O,X
OTLSZIJ,O,O,O,O,O,O,X
OTLSZJI,O,O,O,O,O,O,X
OTLZIJS,O,O,X,O,O,O,X
OTLZISJ,O,O,X,O,O,O,X
OTLZJIS,O,O,X,O,O,O,X
OTLZJSI,O,O,X,O,O,O,X
OTLZSIJ,O,O,X,O,O,O,X
OTLZSJI,O,O,X,O,O,O,X
OTJILSZ,X,X,O,O,X,X,O
OTJILZS,X,X,X,O,O,X,X
OTJISLZ,O,O,O,X,X,X,O
OTJISZL,O,O,O,X,X,X,O
OTJIZLS,O,O,X,O,O,X,X
OTJIZSL,O,O,X,O,O,X,O
OTJLISZ,X,X,O,O,X,X,O
OTJLIZS,X,X,X,O,O,X,X
OTJLSIZ,X,X,O,O,X,X,O
OTJLSZI,X,X,O,O,X,O,X
OTJLZIS,X,X,X,O,O,O,X
OTJLZSI,X,X,X,O,O,O,X
OTJSILZ,O,O,O,O,X,X,O
OTJSIZL,O,O,O,O,X,X,O
OTJSLIZ,O,O,O,O,X,X,O
OTJSLZI,O,O,O,O,X,O,X
OTJSZIL,O,O,O,O,X,O,O
OTJSZLI,O,O,O,O,X,O,X
OTJZILS,O,O,X,O,O,O,X
OTJZISL,O,O,X,O,O,O,O
OTJZLIS,O,O,X,O,O,O,X
OTJZLSI,O,O,X,O,O,O,X
OTJZSIL,O,O,X,O,O,O,O
OTJZSLI,O,O,X,O,O,O,X
OTSILJZ,O,O,O,O,X,X,O
OTSILZJ,O,O,O,O,O,O,X
OTSIJLZ,O,O,O,O,X,X,O
OTSIJZL,O,O,O,O,X,X,O
OTSIZLJ,O,O,O,O,O,O,X
OTSIZJL,O,O,O,O,O,O,O
OTSLIJZ,O,O,O,O,X,X,O
OTSLIZJ,O,O,O,O,O,O,X
OTSLJIZ,O,O,O,O,X,X,O
OTSLJZI,O,O,O,O,X,O,X
OTSLZIJ,O,O,O,O,O,O,X
OTSLZJI,O,O,O,O,O,O,X
OTSJILZ,O,O,O,O,X,X,O
OTSJIZL,O,O,O,O,X,X,O
OTSJLIZ,O,O,O,O,X,X,O
OTSJLZI,O,O,O,O,X,O,X
OTSJZIL,O,O,O,O,X,O,O
OTSJZLI,O,O,O,O,X,O,X
OTSZILJ,O,O,O,O,O,O,X
OTSZIJL,O,O,O,O,O,O,O
OTSZLIJ,O,O,O,O,O,O,X
OTSZLJI,O,O,O,O,O,O,X
OTSZJIL,O,O,O,O,O,O,O
OTSZJLI,O,O,O,O,O,O,X
OTZILJS,O,O,X,O,O,O,X
OTZILSJ,O,O,X,O,O,O,X
OTZIJLS,O,O,X,O,O,O,X
OTZIJSL,O,O,X,O,O,O,O
OTZISLJ,O,O,X,O,O,O,X
OTZISJL,O,O,X,O,O,O,O
OTZLIJS,O,O,X,O,O,O,X
OTZLISJ,O,O,X,O,O,O,X
OTZLJIS,O,O,X,O,O,O,X
OTZLJSI,O,O,X,O,O,O,X
OTZLSIJ,O,O,X,O,O,O,X
OTZLSJI,O,O,X,O,O,O,X
OTZJILS,O,O,X,O,O,O,X
OTZJISL,O,O,X,O,O,O,O
OTZJLIS,O,O,X,O,O,O,X
OTZJLSI,O,O,X,O,O,O,X
OTZJSIL,O,O,X,O,O,O,O
OTZJSLI,O,O,X,O,O,O,X
OTZSILJ,O,O,X,O,O,O,X
OTZSIJL,O,O,X,O,O,O,O
OTZSLIJ,O,O,X,O,O,O,X
OTZSLJI,O,O,X,O,O,O,X
OTZSJIL,O,O,X,O,O,O,O
OTZSJLI,O,O,X,O,O,O,X
OITLJSZ,X,X,O,O,X,X,O
OITLJZS,X,X,X,O,O,X,X
OITLSJZ,O,O,O,O,X,X,O
OITLSZJ,O,O,O,X,O,X,X
OITLZJS,O,O,X,O,O,X,X
OITLZSJ,O,O,X,O,O,X,X
OITJLSZ,X,X,O,O,X,X,O
OITJLZS,X,X,X,O,O,X,X
OITJSLZ,O,O,O,X,X,X,O
OITJSZL,O,O,O,X,X,X,O
OITJZLS,O,O,X,O,O,X,X
OITJZSL,O,O,X,O,O,X,O
OITSLJZ,O,O,O,X,X,X,O
OITSLZJ,O,O,O,X,O,X,X
OITSJLZ,O,O,O,X,X,X,O
OITSJZL,O,O,O,X,X,X,O
OITSZLJ,O,O,O,X,O,X,X
OITSZJL,O,O,O,X,O,X,O
OITZLJS,O,O,X,O,O,X,X
OITZLSJ,O,O,X,O,O,X,X
OITZJLS,O,O,X,O,O,X,X
OITZJSL,O,O,X,O,O,X,O
OITZSLJ,O,O,X,X,O,X,X
OITZSJL,O,O,X,O,O,X,O
OILTJSZ,X,X,X,O,X,X,O
OILTJZS,X,X,X,O,O,X,X
OILTSJZ,O,O,X,X,X,X,O
OILTSZJ,O,O,X,X,O,X,X
OILTZJS,O,O,X,X,O,X,X
OILTZSJ,O,O,X,X,O,X,X
OILJTSZ,X,X,X,O,X,X,O
OILJTZS,X,X,X,O,O,X,X
OILJSTZ,X,X,O,O,X,X,X
OILJSZT,X,X,O,O,X,X,X
OILJZTS,X,X,X,O,O,X,X
OILJZST,X,X,X,O,O,X,X
OILSTJZ,X,O,O,X,X,X,X
OILSTZJ,O,O,X,X,O,X,X
OILSJTZ,X,O,O,O,X,X,X
OILSJZT,O,O,O,O,X,X,X
OILSZTJ,O,O,X,X,X,X,X
OILSZJT,O,O,O,X,O,X,X
OILZTJS,O,X,X,O,O,X,X
OILZTSJ,O,X,X,X,O,X,X
OILZJTS,O,X,X,O,O,X,X
OILZJST,O,O,X,O,O,X,X
OILZSTJ,O,O,X,X,X,X,X
OILZSJT,O,O,X,O,O,X,X
OIJTLSZ,X,X,O,O,X,X,O
OIJTLZS,X,X,X,O,O,X,X
OIJTSLZ,O,O,O,X,X,X,O
OIJTSZL,O,O,O,X,X,X,O
OIJTZLS,O,O,X,O,O,X,X
OIJTZSL,O,O,X,O,O,X,O
OIJLTSZ,X,X,X,O,X,X,O
OIJLTZS,X,X,X,O,O,X,X
OIJLSTZ,X,X,O,O,X,X,X
OIJLSZT,X,X,O,O,X,X,X
OIJLZTS,X,X,X,O,O,X,X
OIJLZST,X,X,X,O,O,X,X
OIJSTLZ,X,O,O,X,X,X,O
OIJSTZL,X,O,O,X,X,X,O
OIJSLTZ,X,O,O,X,X,X,X
OIJSLZT,O,O,O,X,X,X,X
OIJSZTL,O,O,O,X,X,X,X
OIJSZLT,O,O,O,X,X,X,X
OIJZTLS,O,X,X,O,O,X,X
OIJZTSL,O,O,X,O,X,X,O
OIJZLTS,O,X,X,O,O,X,X
OIJZLST,O,O,X,O,O,X,X
OIJZSTL,O,O,X,O,X,X,X
OIJZSLT,O,O,X,O,O,X,X
OISTLJZ,O,O,O,X,X,X,O
OISTLZJ,O,O,O,X,O,X,X
OISTJLZ,O,O,O,X,X,X,O
OISTJZL,O,O,O,X,X,X,O
OISTZLJ,O,O,O,X,O,X,X
OISTZJL,O,O,O,X,O,X,O
OISLTJZ,X,O,O,X,X,X,X
OISLTZJ,O,O,O,X,O,X,X
OISLJTZ,X,O,O,X,X,X,X
OISLJZT,O,O,O,X,X,X,X
OISLZTJ,O,O,X,X,X,X,X
OISLZJT,O,O,O,X,O,X,X
OISJTLZ,X,O,O,X,X,X,O
OISJTZL,X,O,O,X,X,X,O
OISJLTZ,X,O,O,X,X,X,X
OISJLZT,O,O,O,X,X,X,X
OISJZTL,O,O,O,X,X,X,X
OISJZLT,O,O,O,X,X,X,X
OISZTLJ,O,O,O,X,X,X,X
OISZTJL,O,O,O,X,X,X,X
OISZLTJ,O,O,X,X,X,X,X
OISZLJT,O,O,O,X,O,X,X
OISZJTL,O,O,O,X,X,X,X
OISZJLT,O,O,O,X,O,X,X
OIZTLJS,O,O,X,X,O,X,X
OIZTLSJ,O,O,X,X,O,X,X
OIZTJLS,O,O,X,O,O,X,X
OIZTJSL,O,O,X,O,O,X,O
OIZTSLJ,O,O,X,X,O,X,X
OIZTSJL,O,O,X,X,O,X,O
OIZLTJS,O,X,X,O,O,X,X
OIZLTSJ,O,X,X,X,O,X,X
OIZLJTS,O,X,X,O,O,X,X
OIZLJST,O,O,X,O,O,X,X
OIZLSTJ,O,O,X,X,X,X,X
OIZLSJT,O,O,X,O,O,X,X
OIZJTLS,O,X,X,O,O,X,X
OIZJTSL,O,O,X,O,X,X,O
OIZJLTS,O,X,X,O,O,X,X
OIZJLST,O,O,X,O,O,X,X
OIZJSTL,O,O,X,O,X,X,X
OIZJSLT,O,O,X,O,O,X,X
OIZSTLJ,O,O,X,X,X,X,X
OIZSTJL,O,O,X,X,X,X,X
OIZSLTJ,O,O,X,X,X,X,X
OIZSLJT,O,O,X,X,O,X,X
OIZSJTL,O,O,X,O,X,X,X
OIZSJLT,O,O,X,O,O,X,X
OLTIJSZ,X,X,X,O,X,X,O
OLTIJZS,X,X,X,O,O,X,X
OLTISJZ,O,O,X,O,X,X,O
OLTISZJ,O,O,X,X,O,O,X
OLTIZJS,O,O,X,O,O,O,X
OLTIZSJ,O,O,X,O,O,O,X
OLTJISZ,X,X,X,O,X,X,O
OLTJIZS,X,X,X,O,O,X,X
OLTJSIZ,X,X,X,O,X,X,O
OLTJSZI,X,X,X,O,X,O,X
OLTJZIS,X,X,X,O,O,O,X
OLTJZSI,X,X,X,O,O,O,X
OLTSIJZ,O,O,X,O,X,X,O
OLTSIZJ,O,O,X,X,O,O,X
OLTSJIZ,O,O,X,O,X,X,O
OLTSJZI,O,O,X,O,X,O,X
OLTSZIJ,O,O,X,O,O,O,X
OLTSZJI,O,O,X,O,O,O,X
OLTZIJS,O,O,X,O,O,O,X
OLTZISJ,O,O,X,O,O,O,X
OLTZJIS,O,O,X,O,O,O,X
OLTZJSI,O,O,X,O,O,O,X
OLTZSIJ,O,O,X,O,O,O,X
OLTZSJI,O,O,X,O,O,O,X
OLITJSZ,X,X,X,O,X,X,O
OLITJZS,X,X,X,O,O,X,X
OLITSJZ,O,O,X,X,X,X,O
OLITSZJ,O,O,X,X,O,X,X
OLITZJS,O,O,X,X,O,X,X
OLITZSJ,O,O,X,X,O,X,X
OLIJTSZ,X,X,X,O,X,X,O
OLIJTZS,X,X,X,O,O,X,X
OLIJSTZ,X,X,O,O,X,X,X
OLIJSZT,X,X,O,O,X,X,X
OLIJZTS,X,X,X,O,O,X,X
OLIJZST,X,X,X,O,O,X,X
OLISTJZ,X,O,O,O,X,X,X
OLISTZJ,O,O,X,X,O,X,X
OLISJTZ,X,O,O,O,X,X,X
OLISJZT,O,O,O,O,X,X,X
OLISZTJ,O,O,X,X,X,X,X
OLISZJT,O,O,O,O,O,X,X
OLIZTJS,O,X,X,O,O,X,X
OLIZTSJ,O,X,X,X,O,X,X
OLIZJTS,O,X,X,O,O,X,X
OLIZJST,O,O,X,O,O,X,X
OLIZSTJ,O,O,X,X,X,X,X
OLIZSJT,O,O,X,O,O,X,X
OLJTISZ,X,X,X,O,X,X,O
OLJTIZS,X,X,X,O,O,X,X
OLJTSIZ,X,X,X,O,X,X,O
OLJTSZI,X,X,X,O,X,X,X
OLJTZIS,X,X,X,O,O,X,X
OLJTZSI,X,X,X,O,O,X,X
OLJITSZ,X,X,X,O,X,X,O
OLJITZS,X,X,X,O,O,X,X
OLJISTZ,X,X,O,O,X,X,X
OLJISZT,X,X,O,O,X,X,X
OLJIZTS,X,X,X,O,O,X,X
OLJIZST,X,X,X,O,O,X,X
OLJSTIZ,X,X,O,O,X,X,X
OLJSTZI,X,X,X,O,X,X,X
OLJSITZ,X,X,O,O,X,X,X
OLJSIZT,X,X,O,O,X,X,X
OLJSZTI,X,X,X,O,X,X,X
OLJSZIT,X,X,O,O,X,X,X
OLJZTIS,X,X,X,O,O,X,X
OLJZTSI,X,X,X,X,X,X,X
OLJZITS,X,X,X,O,O,X,X
OLJZIST,X,X,X,O,O,X,X
OLJZSTI,X,X,X,O,X,X,X
OLJZSIT,X,X,X,O,O,X,X
OLSTIJZ,O,O,O,O,X,X,X
OLSTIZJ,O,O,X,X,O,O,X
OLSTJIZ,O,O,O,O,X,X,X
OLSTJZI,O,O,X,O,X,O,X
OLSTZIJ,O,O,X,O,O,O,X
OLSTZJI,O,O,X,O,O,O,X
OLSITJZ,X,O,O,O,X,X,X
OLSITZJ,O,O,X,X,O,X,X
OLSIJTZ,X,O,O,O,X,X,X
OLSIJZT,O,O,O,O,X,X,X
OLSIZTJ,O,O,X,O,X,X,X
OLSIZJT,O,O,O,O,O,X,X
OLSJTIZ,X,O,O,O,X,X,X
OLSJTZI,X,O,X,O,X,X,X
OLSJITZ,X,O,O,O,X,X,X
OLSJIZT,O,O,O,O,X,X,X
OLSJZTI,O,O,X,O,X,X,X
OLSJZIT,O,O,O,O,X,X,X
OLSZTIJ,O,O,X,O,X,O,X
OLSZTJI,O,O,X,O,X,O,X
OLSZITJ,O,O,X,O,X,O,X
OLSZIJT,O,O,O,O,O,X,X
OLSZJTI,O,O,X,O,X,X,X
OLSZJIT,O,O,O,O,O,X,X
OLZTIJS,O,X,X,O,O,O,X
OLZTISJ,O,X,X,X,O,O,X
OLZTJIS,O,X,X,O,O,O,X
OLZTJSI,O,X,X,X,O,O,X
OLZTSIJ,O,X,X,X,O,O,X
OLZTSJI,O,X,X,X,O,O,X
OLZITJS,O,X,X,O,O,O,X
OLZITSJ,O,X,X,X,O,O,X
OLZIJTS,O,X,X,O,O,X,X
OLZIJST,O,O,X,O,O,X,X
OLZISTJ,O,O,X,O,X,O,X
OLZISJT,O,O,X,O,O,X,X
OLZJTIS,O,X,X,O,O,X,X
OLZJTSI,O,X,X,X,X,X,X
OLZJITS,O,X,X,O,O,X,X
OLZJIST,O,O,X,O,O,X,X
OLZJSTI,O,O,X,O,X,X,X
OLZJSIT,O,O,X,O,O,X,X
OLZSTIJ,O,O,X,O,X,O,X
OLZSTJI,O,O,X,O,X,O,X
OLZSITJ,O,O,X,O,X,O,X
OLZSIJT,O,O,X,O,O,X,X
OLZSJTI,O,O,X,O,X,X,X
OLZSJIT,O,O,X,O,O,X,X
OJTILSZ,X,X,O,O,X,X,O
OJTILZS,X,X,X,O,O,X,X
OJTISLZ,O,O,O,X,X,X,O
OJTISZL,O,O,O,X,X,X,O
OJTIZLS,O,O,X,O,O,X,X
OJTIZSL,O,O,X,O,O,X,O
OJTLISZ,X,X,O,O,X,X,O
OJTLIZS,X,X,X,O,O,X,X
OJTLSIZ,X,X,O,O,X,X,O
OJTLSZI,X,X,O,O,X,X,X
OJTLZIS,X,X,X,O,O,X,X
OJTLZSI,X,X,X,O,O,X,X
OJTSILZ,O,O,O,O,X,X,O
OJTSIZL,O,O,O,O,X,X,O
OJTSLIZ,O,O,O,O,X,X,O
OJTSLZI,O,O,O,O,X,X,X
OJTSZIL,O,O,O,O,X,X,O
OJTSZLI,O,O,O,O,X,X,X
OJTZILS,O,O,X,O,O,X,X
OJTZISL,O,O,X,O,O,X,O
OJTZLIS,O,O,X,O,O,X,X
OJTZLSI,O,O,X,O,O,X,X
OJTZSIL,O,O,X,O,O,X,O
OJTZSLI,O,O,X,O,O,X,X
OJITLSZ,X,X,O,O,X,X,O
OJITLZS,X,X,X,O,O,X,X
OJITSLZ,O,O,O,X,X,X,O
OJITSZL,O,O,O,X,X,X,O
OJITZLS,O,O,X,O,O,X,X
OJITZSL,O,O,X,O,O,X,O
OJILTSZ,X,X,X,O,X,X,O
OJILTZS,X,X,X,O,O,X,X
OJILSTZ,X,X,O,O,X,X,X
OJILSZT,X,X,O,O,X,X,X
OJILZTS,X,X,X,O,O,X,X
OJILZST,X,X,X,O,O,X,X
OJISTLZ,X,O,O,X,X,X,O
OJISTZL,X,O,O,X,X,X,O
OJISLTZ,X,O,O,X,X,X,X
OJISLZT,O,O,O,X,X,X,X
OJISZTL,O,O,O,X,X,X,X
OJISZLT,O,O,O,X,X,X,X
OJIZTLS,O,X,X,O,O,X,X
OJIZTSL,O,O,X,O,X,X,O
OJIZLTS,O,X,X,O,O,X,X
OJIZLST,O,O,X,O,O,X,X
OJIZSTL,O,O,X,O,X,X,X
OJIZSLT,O,O,X,O,O,X,X
OJLTISZ,X,X,X,O,X,X,O
OJLTIZS,X,X,X,O,O,X,X
OJLTSIZ,X,X,X,O,X,X,O
OJLTSZI,X,X,X,O,X,X,X
OJLTZIS,X,X,X,O,O,X,X
OJLTZSI,X,X,X,O,O,X,X
OJLITSZ,X,X,X,O,X,X,O
OJLITZS,X,X,X,O,O,X,X
OJLISTZ,X,X,O,O,X,X,X
OJLISZT,X,X,O,O,X,X,X
OJLIZTS,X,X,X,O,O,X,X
OJLIZST,X,X,X,O,O,X,X
OJLSTIZ,X,X,O,O,X,X,X
OJLSTZI,X,X,X,O,X,X,X
OJLSITZ,X,X,O,O,X,X,X
OJLSIZT,X,X,O,O,X,X,X
OJLSZTI,X,X,X,O,X,X,X
OJLSZIT,X,X,O,O,X,X,X
OJLZTIS,X,X,X,O,O,X,X
OJLZTSI,X,X,X,X,X,X,X
OJLZITS,X,X,X,O,O,X,X
OJLZIST,X,X,X,O,O,X,X
OJLZSTI,X,X,X,O,X,X,X
OJLZSIT,X,X,X,O,O,X,X
OJSTILZ,O,O,O,O,X,X,O
OJSTIZL,O,O,O,O,X,X,O
OJSTLIZ,O,O,O,O,X,X,O
OJSTLZI,O,O,O,O,X,X,X
OJSTZIL,O,O,O,O,X,X,O
OJSTZLI,O,O,O,O,X,X,X
OJSITLZ,X,O,O,O,X,X,O
OJSITZL,X,O,O,O,X,X,O
OJSILTZ,X,O,O,O,X,X,X
OJSILZT,O,O,O,O,X,X,X
OJSIZTL,O,O,O,O,X,X,X
OJSIZLT,O,O,O,O,X,X,X
OJSLTIZ,X,O,O,O,X,X,X
OJSLTZI,X,O,O,O,X,X,X
OJSLITZ,X,O,O,O,X,X,X
OJSLIZT,O,O,O,O,X,X,X
OJSLZTI,O,O,X,O,X,X,X
OJSLZIT,O,O,O,O,X,X,X
OJSZTIL,O,O,O,O,X,X,X
OJSZTLI,O,O,O,O,X,X,X
OJSZITL,O,O,O,O,X,X,X
OJSZILT,O,O,O,O,X,X,X
OJSZLTI,O,O,X,O,X,X,X
OJSZLIT,O,O,O,O,X,X,X
OJZTILS,O,X,X,O,O,X,X
OJZTISL,O,O,X,O,X,X,O
OJZTLIS,O,X,X,O,O,X,X
OJZTLSI,O,X,X,O,X,X,X
OJZTSIL,O,O,X,O,X,X,O
OJZTSLI,O,O,X,O,X,X,X
OJZITLS,O,X,X,O,O,X,X
OJZITSL,O,O,X,O,X,X,O
OJZILTS,O,X,X,O,O,X,X
OJZILST,O,O,X,O,O,X,X
OJZISTL,O,O,X,O,X,X,X
OJZISLT,O,O,X,O,O,X,X
OJZLTIS,O,X,X,O,O,X,X
OJZLTSI,O,X,X,X,X,X,X
OJZLITS,O,X,X,O,O,X,X
OJZLIST,O,O,X,O,O,X,X
OJZLSTI,O,O,X,O,X,X,X
OJZLSIT,O,O,X,O,O,X,X
OJZSTIL,O,O,X,O,X,X,X
OJZSTLI,O,O,X,O,X,X,X
OJZSITL,O,O,X,O,X,X,X
OJZSILT,O,O,X,O,O,X,X
OJZSLTI,O,O,X,O,X,X,X
OJZSLIT,O,O,X,O,O,X,X
OSTILJZ,O,O,O,O,X,X,O
OSTILZJ,O,O,O,O,O,O,X
OSTIJLZ,O,O,O,O,X,X,O
OSTIJZL,O,O,O,O,X,X,O
OSTIZLJ,O,O,O,O,O,O,X
OSTIZJL,O,O,O,O,O,O,O
OSTLIJZ,O,O,O,O,X,X,O
OSTLIZJ,O,O,O,O,O,O,X
OSTLJIZ,O,O,O,O,X,X,O
OSTLJZI,O,O,O,O,X,O,X
OSTLZIJ,O,O,O,O,O,O,X
OSTLZJI,O,O,O,O,O,O,X
OSTJILZ,O,O,O,O,X,X,O
OSTJIZL,O,O,O,O,X,X,O
OSTJLIZ,O,O,O,O,X,X,O
OSTJLZI,O,O,O,O,X,O,X
OSTJZIL,O,O,O,O,X,O,O
OSTJZLI,O,O,O,O,X,O,X
OSTZILJ,O,O,O,O,O,O,X
OSTZIJL,O,O,O,O,O,O,O
OSTZLIJ,O,O,O,O,O,O,X
OSTZLJI,O,O,O,O,O,O,X
OSTZJIL,O,O,O,O,O,O,O
OSTZJLI,O,O,O,O,O,O,X
OSITLJZ,O,O,O,O,X,X,O
OSITLZJ,O,O,O,O,O,X,X
OSITJLZ,O,O,O,O,X,X,O
OSITJZL,O,O,O,O,X,X,O
OSITZLJ,O,O,O,O,O,X,X
OSITZJL,O,O,O,O,O,X,O
OSILTJZ,X,O,O,O,X,X,X
OSILTZJ,O,O,O,X,O,X,X
OSILJTZ,X,O,O,O,X,X,X
OSILJZT,O,O,O,O,X,X,X
OSILZTJ,O,O,X,O,X,X,X
OSILZJT,O,O,O,O,O,X,X
OSIJTLZ,X,O,O,O,X,X,O
OSIJTZL,X,O,O,O,X,X,O
OSIJLTZ,X,O,O,O,X,X,X
OSIJLZT,O,O,O,O,X,X,X
OSIJZTL,O,O,O,O,X,X,X
OSIJZLT,O,O,O,O,X,X,X
OSIZTLJ,O,O,O,X,X,X,X
OSIZTJL,O,O,O,O,X,X,X
OSIZLTJ,O,O,X,O,X,X,X
OSIZLJT,O,O,O,O,O,X,X
OSIZJTL,O,O,O,O,X,X,X
OSIZJLT,O,O,O,O,O,X,X
OSLTIJZ,O,O,O,O,X,X,X
OSLTIZJ,O,O,O,O,O,O,X
OSLTJIZ,O,O,O,O,X,X,X
OSLTJZI,O,O,O,O,X,O,X
OSLTZIJ,O,O,O,O,O,O,X
OSLTZJI,O,O,O,O,O,O,X
OSLITJZ,X,O,O,O,X,X,X
