sequence,v115@3gA8HeB8HeC8BeC8BeB8CeH8AeC8JeT6IvhFOgBfiB?xdBCjB0kBFsB,v115@3gA8HeB8HeC8BeC8BeB8CeH8AeC8JeO/IvhFXbBRdB?SjBUiBzkBFsB,v115@3gA8HeB8HeC8BeC8BeB8CeH8AeC8Jex6IvhFfiB6iB?TeBmfB0kBFsB,v115@3gA8HeB8HeC8BeC8BeB8CeH8AeC8Jex6IvhFzcBGeB?ykB3iB0kBFsB,v115@3gA8HeB8HeC8BeC8BeB8CeH8AeC8Jex6IvhFGdBTeB?/kBalBUiBFsB,v115@3gA8HeB8HeC8BeC8BeB8CeH8AeC8JeOAJvhFfiBxdB?TfBCjB0kBFsB,v115@3gA8HeB8HeC8BeC8BeB8CeH8AeC8Jex6IvhFzcBSjB?mfB3iB0kBFsB,v115@3gA8HeB8HeC8BeC8BeB8CeH8AeC8JeT6IvhFGeBykB?RiBUiBXlBFsB,v115@3gA8HeB8HeC8BeC8BeB8CeH8AeC8Jex6IvhFSjBTfB?elBUiBfsBlsB
JSIZLTO,O,O,X,X,X,X,X,X,X
JSIZLOT,O,O,X,X,O,X,X,X,X
JSIZOTL,O,X,X,X,O,X,X,X,X
JSIZOLT,O,O,X,O,O,X,X,X,X
JSIOTLZ,X,X,X,O,X,X,X,X,X
JSIOTZL,X,X,X,X,O,X,X,X,X
JSIOLTZ,X,X,X,O,X,O,X,X,X
JSIOLZT,X,X,O,O,X,O,X,X,X
JSIOZTL,O,X,X,X,O,X,X,X,X
JSIOZLT,O,X,X,O,O,X,X,X,X
JSLTIZO,O,O,X,O,O,X,X,X,X
JSLTIOZ,X,O,X,O,O,O,X,O,X
JSLTZIO,O,O,X,O,O,X,X,X,X
JSLTZOI,O,O,X,O,O,X,X,X,X
JSLTOIZ,X,O,X,O,O,O,X,O,X
JSLTOZI,X,O,X,O,O,O,X,X,X
JSLITZO,O,O,X,O,O,X,X,X,X
JSLITOZ,X,X,X,O,O,O,X,X,X
JSLIZTO,O,O,X,O,O,X,X,X,X
JSLIZOT,O,O,X,O,O,O,X,X,X
JSLIOTZ,X,X,X,O,O,O,X,X,X
JSLIOZT,O,O,O,O,O,O,X,O,X
JSLZTIO,O,O,O,O,O,X,X,X,X
JSLZTOI,O,X,O,O,O,X,X,X,X
JSLZITO,O,O,O,O,O,X,X,X,X
JSLZIOT,O,O,O,O,O,O,X,X,X
JSLZOTI,O,X,O,O,O,O,X,X,O
JSLZOIT,O,O,O,O,O,O,X,X,O
JSLOTIZ,X,X,X,O,O,O,X,O,X
JSLOTZI,X,X,X,O,O,O,X,X,X
JSLOITZ,X,X,X,O,O,O,X,X,X
JSLOIZT,O,O,O,O,O,O,X,O,O
JSLOZTI,O,X,O,O,O,O,X,X,O
JSLOZIT,O,O,O,O,O,O,X,X,O
JSZTILO,O,O,O,X,X,X,X,X,X
JSZTIOL,O,O,O,X,O,X,X,X,X
JSZTLIO,O,O,O,X,O,X,X,X,X
JSZTLOI,O,O,O,X,O,X,X,X,X
JSZTOIL,O,O,O,X,O,X,X,X,X
JSZTOLI,O,O,O,X,O,X,X,X,X
JSZITLO,X,O,O,X,X,X,X,X,X
JSZITOL,O,X,O,X,O,X,X,X,X
JSZILTO,O,O,O,X,O,X,X,X,X
JSZILOT,O,O,O,X,O,X,X,X,X
JSZIOTL,O,X,O,X,O,X,X,X,X
JSZIOLT,O,O,O,O,O,X,X,X,X
JSZLTIO,O,O,O,O,O,X,X,X,X
JSZLTOI,O,X,O,O,O,X,X,X,X
JSZLITO,O,O,O,O,O,X,X,X,X
JSZLIOT,O,O,O,O,O,O,X,X,X
JSZLOTI,O,X,O,O,O,O,X,X,O
JSZLOIT,O,O,O,O,O,O,X,X,O
JSZOTIL,O,X,O,X,O,X,X,X,X
JSZOTLI,O,X,O,X,O,X,X,X,X
JSZOITL,O,X,O,X,O,X,X,X,X
JSZOILT,O,O,O,O,O,X,X,X,O
JSZOLTI,O,X,O,O,O,O,X,X,O
JSZOLIT,O,O,O,O,O,O,X,X,O
JSOTILZ,X,X,X,O,X,O,X,X,X
JSOTIZL,X,X,X,X,O,X,X,X,X
JSOTLIZ,X,O,X,O,O,O,X,X,X
JSOTLZI,X,O,X,O,O,O,X,X,X
JSOTZIL,X,O,X,X,O,X,X,X,X
JSOTZLI,X,O,X,X,O,O,X,X,X
JSOITLZ,X,X,X,O,X,X,X,X,X
JSOITZL,X,X,X,X,O,X,X,X,X
JSOILTZ,X,X,X,O,X,O,X,X,X
JSOILZT,X,X,O,O,X,O,X,X,O
JSOIZTL,O,X,X,X,O,X,X,X,X
JSOIZLT,O,X,X,O,O,X,X,X,O
JSOLTIZ,X,X,X,O,O,O,X,X,X
JSOLTZI,X,X,X,O,O,O,X,X,X
JSOLITZ,X,X,X,O,O,O,X,X,X
JSOLIZT,O,O,O,O,O,O,X,X,O
JSOLZTI,O,X,O,O,O,O,X,X,O
JSOLZIT,O,O,O,O,O,O,X,X,O
JSOZTIL,O,X,O,X,O,X,X,X,X
JSOZTLI,O,X,O,X,O,X,X,X,X
JSOZITL,O,X,O,X,O,X,X,X,X
JSOZILT,O,O,O,O,O,X,X,X,O
JSOZLTI,O,X,O,O,O,O,X,X,O
JSOZLIT,O,O,O,O,O,O,X,X,O
JZTILSO,O,O,O,X,X,X,O,X,X
JZTILOS,O,O,O,X,X,X,O,O,X
JZTISLO,O,O,O,X,X,X,O,X,X
JZTISOL,O,O,O,O,X,X,O,X,X
JZTIOLS,O,O,O,O,X,X,O,X,X
JZTIOSL,O,O,O,O,O,X,O,X,X
JZTLISO,O,O,O,O,X,X,O,X,X
JZTLIOS,O,O,O,O,X,X,O,O,X
JZTLSIO,O,O,O,O,X,O,O,X,X
JZTLSOI,O,O,O,O,X,O,O,X,X
JZTLOIS,O,O,O,O,X,X,O,O,O
JZTLOSI,O,O,O,X,X,O,O,X,O
JZTSILO,O,O,O,X,X,X,O,X,X
JZTSIOL,O,O,O,O,O,X,O,X,X
JZTSLIO,O,O,O,O,O,O,O,X,X
JZTSLOI,O,O,O,O,O,O,O,X,X
JZTSOIL,O,O,O,O,O,X,O,X,X
JZTSOLI,O,O,O,O,O,O,O,X,X
JZTOILS,O,O,O,O,X,X,O,X,O
JZTOISL,O,O,O,O,O,X,O,X,X
JZTOLIS,O,O,O,O,X,X,O,X,O
JZTOLSI,O,O,O,X,X,O,O,X,O
JZTOSIL,O,O,O,X,O,X,O,X,X
JZTOSLI,O,O,O,X,O,O,O,X,X
JZITLSO,O,O,O,X,X,X,O,X,X
JZITLOS,O,X,O,X,X,X,O,X,X
JZITSLO,O,O,O,X,X,X,O,X,X
JZITSOL,O,X,O,O,X,X,O,X,X
JZITOLS,O,X,O,O,X,X,O,X,X
JZITOSL,O,X,O,O,O,X,O,X,X
JZILTSO,X,O,O,X,X,X,O,X,X
JZILTOS,X,X,O,X,X,X,O,X,X
JZILSTO,O,O,O,X,X,X,X,X,X
JZILSOT,O,O,O,X,X,X,O,X,X
JZILOTS,X,O,O,X,X,X,O,O,O
JZILOST,O,O,O,X,O,X,O,O,O
JZISTLO,X,O,O,X,X,X,O,X,X
JZISTOL,O,X,O,X,O,X,O,X,X
JZISLTO,O,O,O,X,O,X,X,X,X
JZISLOT,O,O,O,X,O,X,O,X,X
JZISOTL,O,X,O,X,O,X,X,X,X
JZISOLT,O,O,O,O,O,X,O,X,X
JZIOTLS,O,O,O,X,X,X,O,X,O
JZIOTSL,O,O,O,X,O,X,O,X,X
JZIOLTS,X,O,O,X,X,X,O,X,O
JZIOLST,O,O,O,O,O,X,O,X,O
JZIOSTL,O,O,O,X,O,X,X,X,X
JZIOSLT,O,O,O,O,O,X,O,X,O
JZLTISO,O,O,O,O,X,X,O,X,X
JZLTIOS,O,X,O,O,X,X,O,O,X
JZLTSIO,O,O,O,O,X,X,O,X,X
JZLTSOI,O,X,O,O,X,X,O,X,X
JZLTOIS,O,X,O,O,X,X,O,O,O
JZLTOSI,O,X,O,X,X,X,O,X,O
JZLITSO,X,O,O,O,X,X,O,X,X
JZLITOS,X,X,O,O,X,X,O,X,X
JZLISTO,O,O,O,O,X,X,X,X,X
JZLISOT,O,O,O,X,X,X,O,X,X
JZLIOTS,X,O,O,X,X,X,O,O,O
JZLIOST,O,O,O,O,O,X,O,O,O
JZLSTIO,O,O,O,O,O,X,X,X,X
JZLSTOI,O,X,O,O,O,X,X,X,X
JZLSITO,O,O,O,O,O,X,X,X,X
JZLSIOT,O,O,O,O,O,O,O,X,X
JZLSOTI,O,X,O,O,O,O,O,X,O
JZLSOIT,O,O,O,O,O,O,O,X,O
JZLOTIS,O,O,O,X,X,X,O,O,O
JZLOTSI,O,O,O,X,X,X,O,X,O
JZLOITS,X,O,O,X,X,X,O,O,O
JZLOIST,O,O,O,O,O,X,O,O,O
JZLOSTI,O,O,O,X,O,O,O,X,O
JZLOSIT,O,O,O,X,O,O,O,X,O
JZSTILO,O,O,O,X,X,X,O,X,X
JZSTIOL,O,O,O,X,O,X,O,X,X
JZSTLIO,O,O,O,X,O,X,O,X,X
JZSTLOI,O,O,O,X,O,X,O,X,X
JZSTOIL,O,O,O,X,O,X,O,X,X
JZSTOLI,O,O,O,X,O,X,O,X,X
JZSITLO,X,O,O,X,X,X,O,X,X
JZSITOL,O,X,O,X,O,X,O,X,X
JZSILTO,O,O,O,X,O,X,X,X,X
JZSILOT,O,O,O,X,O,X,O,X,X
JZSIOTL,O,X,O,X,O,X,X,X,X
JZSIOLT,O,O,O,O,O,X,O,X,X
JZSLTIO,O,O,O,O,O,X,X,X,X
JZSLTOI,O,X,O,O,O,X,X,X,X
JZSLITO,O,O,O,O,O,X,X,X,X
JZSLIOT,O,O,O,O,O,O,O,X,X
JZSLOTI,O,X,O,O,O,O,O,X,O
JZSLOIT,O,O,O,O,O,O,O,X,O
JZSOTIL,O,X,O,X,O,X,X,X,X
JZSOTLI,O,X,O,X,O,X,X,X,X
JZSOITL,O,X,O,X,O,X,X,X,X
JZSOILT,O,O,O,O,O,X,O,X,O
JZSOLTI,O,X,O,O,O,O,O,X,O
JZSOLIT,O,O,O,O,O,O,O,X,O
JZOTILS,O,O,O,X,X,X,O,X,O
JZOTISL,O,O,O,X,O,X,O,X,X
JZOTLIS,O,O,O,X,X,X,O,X,O
JZOTLSI,O,O,O,X,X,O,O,X,O
JZOTSIL,O,O,O,X,O,X,O,X,X
JZOTSLI,O,O,O,X,O,O,O,X,X
JZOITLS,O,O,O,X,X,X,O,X,O
JZOITSL,O,O,O,X,O,X,O,X,X
JZOILTS,X,O,O,X,X,X,O,X,O
JZOILST,O,O,O,O,O,X,O,X,O
JZOISTL,O,O,O,X,O,X,X,X,X
JZOISLT,O,O,O,O,O,X,O,X,O
JZOLTIS,O,O,O,X,X,X,O,X,O
JZOLTSI,O,O,O,X,X,X,O,X,O
JZOLITS,X,O,O,X,X,X,O,X,O
JZOLIST,O,O,O,O,O,X,O,X,O
JZOLSTI,O,O,O,X,O,O,O,X,O
JZOLSIT,O,O,O,X,O,O,O,X,O
JZOSTIL,O,O,O,X,O,X,X,X,X
JZOSTLI,O,O,O,X,O,X,X,X,X
JZOSITL,O,O,O,X,O,X,X,X,X
JZOSILT,O,O,O,X,O,X,O,X,O
JZOSLTI,O,O,O,X,O,O,O,X,O
JZOSLIT,O,O,O,X,O,O,O,X,O
JOTILSZ,X,O,X,O,X,O,X,O,X
JOTILZS,X,O,X,O,X,X,X,O,O
JOTISLZ,X,O,O,O,X,O,X,X,X
JOTISZL,X,O,X,O,X,X,X,X,X
JOTIZLS,X,O,X,O,O,X,X,X,O
JOTIZSL,X,O,X,O,O,X,X,X,X
JOTLISZ,X,O,X,O,X,O,X,O,X
JOTLIZS,X,O,X,O,X,X,X,O,O
JOTLSIZ,O,O,X,O,X,O,X,O,X
JOTLSZI,O,O,X,O,X,O,X,X,X
JOTLZIS,O,O,X,O,X,X,X,O,O
JOTLZSI,O,O,X,X,X,O,X,X,O
JOTSILZ,X,O,O,O,X,O,X,X,X
JOTSIZL,O,O,X,O,O,X,X,X,X
JOTSLIZ,O,O,O,O,O,O,X,X,X
JOTSLZI,O,O,O,O,O,O,X,X,X
JOTSZIL,O,O,O,O,O,X,X,X,X
JOTSZLI,O,O,O,O,O,O,X,X,X
JOTZILS,O,O,O,O,O,X,X,X,O
JOTZISL,O,O,O,O,O,X,X,X,X
JOTZLIS,O,O,O,O,O,X,X,X,O
JOTZLSI,O,O,O,X,O,O,X,X,O
JOTZSIL,O,O,O,X,O,X,X,X,X
JOTZSLI,O,O,O,X,O,O,X,X,X
JOITLSZ,X,O,X,O,X,O,X,X,X
JOITLZS,X,O,X,O,X,X,X,X,O
JOITSLZ,X,O,O,O,X,O,X,X,X
JOITSZL,X,O,X,O,X,X,X,X,X
JOITZLS,X,O,X,O,O,X,X,X,O
JOITZSL,X,O,X,O,O,X,X,X,X
JOILTSZ,X,O,X,O,X,X,X,X,X
JOILTZS,X,X,X,X,X,X,X,O,O
JOILSTZ,X,O,X,O,X,O,X,X,X
JOILSZT,X,O,X,O,X,O,X,O,O
JOILZTS,X,O,X,X,X,X,X,O,O
JOILZST,X,O,X,O,X,X,X,O,O
JOISTLZ,X,O,X,O,X,X,X,X,X
JOISTZL,X,O,X,X,X,X,X,X,X
JOISLTZ,X,O,X,O,X,O,X,X,X
JOISLZT,X,O,O,O,X,O,X,X,O
JOISZTL,X,O,X,X,X,X,X,X,X
JOISZLT,X,O,X,O,X,X,X,X,O
JOIZTLS,X,O,X,X,X,X,X,X,O
JOIZTSL,X,O,X,X,O,X,X,X,X
JOIZLTS,X,O,X,X,X,X,X,X,O
JOIZLST,X,O,X,O,O,X,X,X,O
JOIZSTL,X,O,X,X,O,X,X,X,X
JOIZSLT,X,O,X,O,O,X,X,X,O
JOLTISZ,X,O,X,O,X,O,X,O,X
JOLTIZS,X,O,X,O,X,X,X,O,O
JOLTSIZ,X,O,X,O,X,O,X,O,X
JOLTSZI,X,O,X,O,X,O,X,X,X
JOLTZIS,X,O,X,O,X,X,X,O,O
JOLTZSI,X,O,X,X,X,O,X,X,O
JOLITSZ,X,O,X,O,X,X,X,O,X
JOLITZS,X,X,X,O,X,X,X,O,O
JOLISTZ,X,O,X,O,X,O,X,X,X
JOLISZT,X,O,X,O,X,O,X,O,O
JOLIZTS,X,O,X,X,X,X,X,O,O
JOLIZST,X,O,X,O,X,X,X,O,O
JOLSTIZ,X,O,X,O,X,O,X,O,X
JOLSTZI,X,O,X,O,X,O,X,X,X
JOLSITZ,X,O,X,O,X,O,X,X,X
JOLSIZT,O,O,X,O,X,O,X,O,O
JOLSZTI,O,O,X,O,X,O,X,X,O
JOLSZIT,O,O,X,O,X,O,X,X,O
JOLZTIS,X,O,X,X,X,X,O,O,O
JOLZTSI,O,O,X,X,X,X,O,X,O
JOLZITS,X,O,X,X,X,X,O,O,O
JOLZIST,O,O,X,O,X,X,O,O,O
JOLZSTI,O,O,X,X,X,O,O,X,O
JOLZSIT,O,O,X,X,X,O,O,X,O
JOSTILZ,X,O,X,O,X,O,X,X,X
JOSTIZL,X,O,X,X,O,X,X,X,X
JOSTLIZ,X,O,X,O,O,O,X,X,X
JOSTLZI,X,O,X,O,O,O,X,X,X
JOSTZIL,X,O,X,X,O,X,X,X,X
JOSTZLI,X,O,X,X,O,O,X,X,X
JOSITLZ,X,O,X,O,X,X,X,X,X
JOSITZL,X,O,X,X,O,X,X,X,X
JOSILTZ,X,O,X,O,X,O,X,X,X
JOSILZT,X,O,O,O,X,O,X,X,O
JOSIZTL,O,O,X,X,O,X,X,X,X
JOSIZLT,O,O,X,O,O,X,X,X,O
JOSLTIZ,X,O,X,O,O,O,X,X,X
JOSLTZI,X,O,X,O,O,O,X,X,X
JOSLITZ,X,O,X,O,O,O,X,X,X
JOSLIZT,O,O,O,O,O,O,X,X,O
JOSLZTI,O,O,O,O,O,O,X,X,O
JOSLZIT,O,O,O,O,O,O,X,X,O
JOSZTIL,O,O,O,X,O,X,X,X,X
JOSZTLI,O,O,O,X,O,X,X,X,X
JOSZITL,O,O,O,X,O,X,X,X,X
JOSZILT,O,O,O,O,O,X,X,X,O
JOSZLTI,O,O,O,O,O,O,X,X,O
JOSZLIT,O,O,O,O,O,O,X,X,O
JOZTILS,O,O,O,X,X,X,O,X,O
JOZTISL,O,O,O,X,O,X,X,X,X
JOZTLIS,O,O,O,X,X,X,O,X,O
JOZTLSI,O,O,O,X,X,O,O,X,O
JOZTSIL,O,O,O,X,O,X,X,X,X
JOZTSLI,O,O,O,X,O,O,X,X,X
JOZITLS,O,O,O,X,X,X,O,X,O
JOZITSL,O,O,O,X,O,X,X,X,X
JOZILTS,X,O,O,X,X,X,O,X,O
JOZILST,O,O,O,O,O,X,O,X,O
JOZISTL,O,O,O,X,O,X,X,X,X
JOZISLT,O,O,O,O,O,X,O,X,O
JOZLTIS,O,O,O,X,X,X,O,X,O
JOZLTSI,O,O,O,X,X,X,O,X,O
JOZLITS,X,O,O,X,X,X,O,X,O
JOZLIST,O,O,O,O,O,X,O,X,O
JOZLSTI,O,O,O,X,O,O,O,X,O
JOZLSIT,O,O,O,X,O,O,O,X,O
JOZSTIL,O,O,O,X,O,X,X,X,X
JOZSTLI,O,O,O,X,O,X,X,X,X
JOZSITL,O,O,O,X,O,X,X,X,X
JOZSILT,O,O,O,X,O,X,O,X,O
JOZSLTI,O,O,O,X,O,O,O,X,O
JOZSLIT,O,O,O,X,O,O,O,X,O
STILJZO,O,O,X,O,O,O,X,X,X
STILJOZ,O,O,O,O,O,O,X,O,X
STILZJO,O,O,O,O,O,O,X,X,X
STILZOJ,O,O,O,O,O,O,X,X,X
STILOJZ,O,O,O,O,O,O,X,O,X
STILOZJ,O,X,O,O,O,O,X,X,X
STIJLZO,O,O,X,O,X,O,X,X,X
STIJLOZ,O,O,O,O,X,O,X,O,X
STIJZLO,O,O,X,X,O,X,X,X,X
STIJZOL,O,O,X,O,O,X,X,X,X
STIJOLZ,X,X,O,O,X,O,X,X,X
STIJOZL,O,X,X,O,O,X,X,X,X
STIZLJO,O,O,O,X,O,X,X,X,X
STIZLOJ,O,O,O,X,O,X,X,X,X
STIZJLO,O,O,O,X,O,X,X,X,X
STIZJOL,O,O,O,O,O,X,X,X,X
STIZOLJ,O,O,O,X,O,X,X,X,X
STIZOJL,O,O,O,O,O,X,X,X,X
STIOLJZ,X,X,O,O,O,O,X,X,X
STIOLZJ,X,X,O,O,O,O,X,X,X
STIOJLZ,X,X,O,O,X,O,X,X,X
STIOJZL,O,X,X,O,O,X,X,X,X
STIOZLJ,O,X,O,X,O,X,X,X,X
STIOZJL,O,X,O,O,O,X,X,X,X
STLIJZO,O,O,X,O,O,O,X,X,X
STLIJOZ,O,O,O,O,O,O,X,O,X
STLIZJO,O,O,O,O,O,O,X,X,X
STLIZOJ,O,O,O,O,O,O,X,X,X
STLIOJZ,O,O,O,O,O,O,X,O,X
STLIOZJ,O,O,O,O,O,O,X,X,X
STLJIZO,O,O,X,O,O,O,X,X,X
STLJIOZ,O,O,O,O,O,O,X,O,X
STLJZIO,O,O,O,O,O,O,X,X,X
STLJZOI,O,O,O,O,O,O,X,X,X
STLJOIZ,O,O,O,O,O,O,X,O,X
STLJOZI,O,O,O,O,O,O,X,X,X
STLZIJO,O,O,O,O,O,O,X,X,X
STLZIOJ,O,O,O,O,O,O,X,X,X
STLZJIO,O,O,O,O,O,O,O,X,X
STLZJOI,O,O,O,O,O,O,O,X,X
STLZOIJ,O,O,O,O,O,O,X,X,X
STLZOJI,O,O,O,O,O,O,O,X,X
STLOIJZ,O,O,O,O,O,O,X,O,X
STLOIZJ,O,O,O,O,O,O,X,X,X
STLOJIZ,O,O,O,O,O,O,X,O,X
STLOJZI,O,O,O,O,O,O,X,X,X
STLOZIJ,O,O,O,O,O,O,X,X,X
STLOZJI,O,O,O,O,O,O,O,X,X
STJILZO,O,O,X,O,X,O,X,X,X
STJILOZ,O,O,O,O,X,O,X,O,X
STJIZLO,O,O,X,X,O,X,X,X,X
STJIZOL,O,O,X,O,O,X,X,X,X
STJIOLZ,X,X,O,O,X,O,X,X,X
STJIOZL,O,X,X,O,O,X,X,X,X
STJLIZO,O,O,X,O,O,O,X,X,X
STJLIOZ,O,O,O,O,O,O,X,O,X
STJLZIO,O,O,O,O,O,O,X,X,X
STJLZOI,O,O,O,O,O,O,X,X,X
STJLOIZ,O,O,O,O,O,O,X,O,X
STJLOZI,O,O,O,O,O,O,X,X,X
STJZILO,O,O,O,X,O,X,X,X,X
STJZIOL,O,O,O,O,O,X,X,X,X
STJZLIO,O,O,O,O,O,O,X,X,X
STJZLOI,O,O,O,O,O,O,X,X,X
STJZOIL,O,O,O,O,O,X,X,X,X
STJZOLI,O,O,O,O,O,O,X,X,X
STJOILZ,X,X,O,O,X,O,X,X,X
STJOIZL,O,X,X,O,O,X,X,X,X
STJOLIZ,O,O,O,O,O,O,X,X,X
STJOLZI,O,O,O,O,O,O,X,X,X
STJOZIL,O,O,O,O,O,X,X,X,X
STJOZLI,O,O,O,O,O,O,X,X,X
STZILJO,O,O,O,X,O,X,X,X,X
STZILOJ,O,O,O,X,O,X,X,X,X
STZIJLO,O,O,O,X,O,X,X,X,X
STZIJOL,O,O,O,O,O,X,X,X,X
STZIOLJ,O,O,O,X,O,X,X,X,X
STZIOJL,O,O,O,O,O,X,X,X,X
STZLIJO,O,O,O,O,O,O,X,X,X
STZLIOJ,O,O,O,O,O,O,X,X,X
STZLJIO,O,O,O,O,O,O,O,X,X
STZLJOI,O,O,O,O,O,O,O,X,X
STZLOIJ,O,O,O,O,O,O,X,X,X
STZLOJI,O,O,O,O,O,O,O,X,X
STZJILO,O,O,O,X,O,X,O,X,X
STZJIOL,O,O,O,O,O,X,O,X,X
STZJLIO,O,O,O,O,O,O,O,X,X
STZJLOI,O,O,O,O,O,O,O,X,X
STZJOIL,O,O,O,O,O,X,O,X,X
STZJOLI,O,O,O,O,O,O,O,X,X
STZOILJ,O,O,O,X,O,X,X,X,X
STZOIJL,O,O,O,O,O,X,X,X,X
STZOLIJ,O,O,O,O,O,O,X,X,X
STZOLJI,O,O,O,O,O,O,O,X,X
STZOJIL,O,O,O,O,O,X,O,X,X
STZOJLI,O,O,O,O,O,O,O,X,X
STOILJZ,X,O,O,O,O,O,X,X,X
STOILZJ,X,O,O,O,O,O,X,X,X
STOIJLZ,X,O,O,O,X,O,X,X,X
STOIJZL,O,O,X,O,O,X,X,X,X
STOIZLJ,O,O,O,X,O,X,X,X,X
STOIZJL,O,O,O,O,O,X,X,X,X
STOLIJZ,O,O,O,O,O,O,X,X,X
STOLIZJ,O,O,O,O,O,O,X,X,X
STOLJIZ,O,O,O,O,O,O,X,X,X
STOLJZI,O,O,O,O,O,O,X,X,X
STOLZIJ,O,O,O,O,O,O,X,X,X
STOLZJI,O,O,O,O,O,O,O,X,X
STOJILZ,X,O,O,O,X,O,X,X,X
STOJIZL,O,O,X,O,O,X,X,X,X
STOJLIZ,O,O,O,O,O,O,X,X,X
STOJLZI,O,O,O,O,O,O,X,X,X
STOJZIL,O,O,O,O,O,X,X,X,X
STOJZLI,O,O,O,O,O,O,X,X,X
STOZILJ,O,O,O,X,O,X,X,X,X
STOZIJL,O,O,O,O,O,X,X,X,X
STOZLIJ,O,O,O,O,O,O,X,X,X
STOZLJI,O,O,O,O,O,O,O,X,X
STOZJIL,O,O,O,O,O,X,O,X,X
STOZJLI,O,O,O,O,O,O,O,X,X
SITLJZO,X,O,X,X,O,X,X,X,X
SITLJOZ,X,O,O,O,O,X,X,X,X
SITLZJO,X,O,X,X,O,X,X,X,X
SITLZOJ,X,O,O,X,O,X,X,X,X
SITLOJZ,X,O,O,O,O,X,X,X,X
SITLOZJ,X,X,O,X,O,X,X,X,X
SITJLZO,X,O,X,X,X,X,X,X,X
SITJLOZ,X,O,O,O,X,X,X,X,X
SITJZLO,X,O,X,X,O,X,X,X,X
SITJZOL,O,O,X,O,O,X,X,X,X
SITJOLZ,X,X,O,O,X,X,X,X,X
SITJOZL,X,X,X,O,O,X,X,X,X
SITZLJO,X,O,X,X,O,X,X,X,X
SITZLOJ,X,O,O,X,O,X,X,X,X
SITZJLO,X,O,X,X,O,X,X,X,X
SITZJOL,O,O,X,O,O,X,X,X,X
SITZOLJ,X,O,O,X,O,X,X,X,X
SITZOJL,O,O,X,O,O,X,X,X,X
SITOLJZ,X,X,O,O,O,X,X,X,X
SITOLZJ,X,X,O,X,O,X,X,X,X
SITOJLZ,X,X,O,O,X,X,X,X,X
SITOJZL,X,X,X,O,O,X,X,X,X
SITOZLJ,X,X,O,X,O,X,X,X,X
SITOZJL,X,X,X,O,O,X,X,X,X
SILTJZO,O,O,X,O,O,X,X,X,X
SILTJOZ,X,X,X,O,O,O,X,X,X
SILTZJO,O,X,X,O,O,X,X,X,X
SILTZOJ,O,X,X,O,O,X,X,X,X
SILTOJZ,X,X,X,O,O,O,X,X,X
SILTOZJ,X,X,O,O,O,X,X,X,X
SILJTZO,O,O,X,O,O,X,X,X,X
SILJTOZ,X,X,X,O,O,O,X,X,X
SILJZTO,O,O,X,O,O,X,X,X,X
SILJZOT,O,O,X,O,O,O,X,X,X
SILJOTZ,X,X,X,O,O,O,X,X,X
SILJOZT,O,O,O,O,O,O,X,O,X
SILZTJO,O,O,X,O,O,X,X,X,X
SILZTOJ,O,X,O,O,O,X,X,X,X
SILZJTO,O,O,O,O,O,X,X,X,X
SILZJOT,O,O,O,O,O,O,X,X,X
SILZOTJ,O,X,O,O,O,X,X,X,X
SILZOJT,O,O,O,O,O,O,X,X,X
SILOTJZ,X,X,X,O,O,O,X,X,X
SILOTZJ,X,X,O,O,O,X,X,X,X
SILOJTZ,X,X,X,O,O,O,X,X,X
SILOJZT,O,O,O,O,O,O,X,O,X
SILOZTJ,O,X,O,X,O,X,X,X,X
SILOZJT,O,X,O,X,O,O,X,X,X
SIJTLZO,X,O,X,X,X,X,X,X,X
SIJTLOZ,X,O,X,O,X,X,X,X,X
SIJTZLO,X,O,X,X,O,X,X,X,X
SIJTZOL,O,O,X,O,O,X,X,X,X
SIJTOLZ,X,X,X,O,X,X,X,X,X
SIJTOZL,X,X,X,O,O,X,X,X,X
SIJLTZO,O,O,X,O,X,X,X,X,X
SIJLTOZ,X,X,X,O,X,O,X,X,X
SIJLZTO,O,O,X,O,X,X,X,X,X
SIJLZOT,O,O,X,O,X,O,X,X,X
SIJLOTZ,X,X,X,O,X,O,X,X,X
SIJLOZT,O,O,O,O,X,O,X,O,X
SIJZTLO,X,O,X,X,X,X,X,X,X
SIJZTOL,O,X,X,X,O,X,X,X,X
SIJZLTO,O,O,X,X,X,X,X,X,X
SIJZLOT,O,O,X,X,O,X,X,X,X
SIJZOTL,O,X,X,X,O,X,X,X,X
SIJZOLT,O,O,X,O,O,X,X,X,X
SIJOTLZ,X,X,X,O,X,X,X,X,X
SIJOTZL,X,X,X,X,O,X,X,X,X
SIJOLTZ,X,X,X,O,X,O,X,X,X
SIJOLZT,X,X,O,O,X,O,X,X,X
SIJOZTL,O,X,X,X,O,X,X,X,X
SIJOZLT,O,X,X,O,O,X,X,X,X
SIZTLJO,X,O,X,X,O,X,X,X,X
SIZTLOJ,X,X,O,X,O,X,X,X,X
SIZTJLO,X,O,X,X,O,X,X,X,X
SIZTJOL,O,X,X,X,O,X,X,X,X
SIZTOLJ,X,X,O,X,O,X,X,X,X
SIZTOJL,O,X,X,X,O,X,X,X,X
SIZLTJO,O,O,X,X,O,X,X,X,X
SIZLTOJ,O,X,O,X,O,X,X,X,X
SIZLJTO,O,O,O,X,O,X,X,X,X
SIZLJOT,O,O,O,X,O,X,X,X,X
SIZLOTJ,O,X,O,X,O,X,X,X,X
