sequence,v115@6gE8FeD8FeC8EeF8DeD8Jem6IvhFRcB3gBcmBTiBFq?BSwB,v115@6gE8FeD8FeC8EeF8DeD8Jex6IvhFmcB/lBFhBSnBUq?BTrB,v115@6gE8FeD8FeC8EeF8DeD8Jex6IvhF/iBTgBOmB0hBFq?BSwB,v115@6gE8FeD8FeC8EeF8DeD8Jex6IvhFlcB/lBamBTiB+r?BUqB,v115@6gE8FeD8FeC8EeF8DeD8Jex6IvhF/iBTgB0hBOmBFq?BSwB,v115@6gE8FeD8FeC8EeF8DeD8Jex6IvhF/lBFhBTiB+rBim?BUqB,v115@6gE8FeD8FeC8EeF8DeD8Jex6IvhFicBTgBGiBVrBUq?B3rB,v115@6gE8FeD8FeC8EeF8DeD8Jem6IvhFUdBFhBXlBCnBzl?BxvB,v115@6gE8FeD8FeC8EeF8DeD8Jem6IvhFqhB/iBzgBVqBUm?BxvB,v115@6gE8FeD8FeC8EeF8DeD8Jem6IvhF/iBlmBRqBcqBTr?BCrB,v115@6gE8FeD8FeC8EeF8DeD8Jez7IvhFUdBZlBWnBqqB/r?BlpB,v115@6gE8FeD8FeC8EeF8DeD8Jex6IvhFTcB/iB0gBVqBur?ByvB,v115@6gE8FeD8FeC8EeF8DeD8Jex6IvhFUdBTgBerBCnBFq?B/rB,v115@6gE8FeD8FeC8EeF8DeD8Jex6IvhF/iBTgB0hBerB6r?BFqB,v115@6gE8FeD8FeC8EeF8DeD8JeR8IvhF0gBTiBFqBXrB6r?BmpB,v115@6gE8FeD8FeC8EeF8DeD8Jex6IvhFVhB/lBTiBumBKr?BUqB,v115@6gE8FeD8FeC8EeF8DeD8JeU8IvhF/iBTgBlmBRqBmp?BSwB,v115@6gE8FeD8FeC8EeF8DeD8Jem6IvhFShB/iBlmBRqBTq?BUrB,v115@6gE8FeD8FeC8EeF8DeD8JeOAJvhFTcB/iBqlBlmB0k?BxvB,v115@6gE8FeD8FeC8EeF8DeD8JeU9IvhFxgBmfBzgBFqBXr?BCsB
IZOLTSJ,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X
IZOLJTS,X,O,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
IZOLJST,X,O,X,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
IZOLSTJ,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X
IZOLSJT,X,O,X,O,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X
IZOJTLS,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
IZOJTSL,X,X,X,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
IZOJLTS,X,O,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
IZOJLST,X,O,X,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
IZOJSTL,X,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
IZOJSLT,X,O,X,O,X,O,O,X,X,X,X,X,X,X,X,O,X,X,X,X
IZOSTLJ,X,O,X,X,X,O,O,X,X,X,X,X,X,X,X,O,O,X,X,X
IZOSTJL,X,O,X,O,X,O,O,X,X,X,X,X,X,X,X,X,O,X,X,X
IZOSLTJ,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X
IZOSLJT,X,O,X,O,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X
IZOSJTL,X,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
IZOSJLT,X,O,X,O,X,O,O,X,X,X,X,X,X,X,X,O,X,X,X,X
IOTLJSZ,O,X,O,X,O,X,X,X,O,X,X,X,O,O,X,X,X,X,X,X
IOTLJZS,O,O,O,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
IOTLSJZ,O,X,O,X,O,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X
IOTLSZJ,X,X,O,X,O,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X
IOTLZJS,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
IOTLZSJ,O,O,O,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
IOTJLSZ,O,X,O,X,O,X,X,X,O,X,X,X,O,O,X,X,X,X,X,X
IOTJLZS,O,X,O,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
IOTJSLZ,O,X,O,X,O,X,X,X,O,X,X,X,O,O,X,X,X,X,X,X
IOTJSZL,X,X,X,O,O,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X
IOTJZLS,O,X,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
IOTJZSL,X,X,X,O,X,O,X,X,O,X,X,X,X,O,X,X,X,X,X,X
IOTSLJZ,O,X,O,X,O,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X
IOTSLZJ,X,X,O,X,O,X,X,X,O,X,X,O,X,X,O,X,O,X,X,X
IOTSJLZ,O,X,O,X,O,X,X,X,O,X,X,O,O,O,X,X,X,X,X,X
IOTSJZL,X,X,X,O,O,X,X,X,O,X,X,O,X,O,X,X,O,X,X,X
IOTSZLJ,X,X,O,X,O,X,X,X,O,X,X,O,X,X,O,X,O,X,X,X
IOTSZJL,X,X,X,O,O,X,X,X,O,X,X,O,X,O,X,X,O,X,X,X
IOTZLJS,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
IOTZLSJ,X,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
IOTZJLS,O,X,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
IOTZJSL,X,X,X,O,X,O,X,X,O,X,X,X,X,O,X,X,X,X,X,X
IOTZSLJ,X,O,O,X,O,O,X,X,O,X,X,O,X,X,X,O,X,X,X,X
IOTZSJL,X,O,X,O,O,O,X,X,O,X,X,O,X,O,X,X,X,X,X,X
IOLTJSZ,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
IOLTJZS,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
IOLTSJZ,O,X,O,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
IOLTSZJ,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
IOLTZJS,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
IOLTZSJ,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
IOLJTSZ,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
IOLJTZS,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
IOLJSTZ,O,X,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X,O,X
IOLJSZT,O,O,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X
IOLJZTS,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
IOLJZST,O,O,X,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X
IOLSTJZ,X,X,O,X,O,X,X,O,X,X,O,X,X,X,X,X,X,X,O,X
IOLSTZJ,X,X,O,X,O,X,X,O,X,X,X,X,X,X,X,X,O,X,O,X
IOLSJTZ,O,X,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X,O,X
IOLSJZT,O,O,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X
IOLSZTJ,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
IOLSZJT,O,O,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X
IOLZTJS,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
IOLZTSJ,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X
IOLZJTS,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
IOLZJST,O,O,X,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X
IOLZSTJ,O,O,X,X,X,O,X,O,X,X,X,X,X,X,X,O,X,X,X,X
IOLZSJT,O,O,X,O,X,O,X,O,X,X,O,X,X,X,X,O,X,X,X,X
IOJTLSZ,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
IOJTLZS,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
IOJTSLZ,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
IOJTSZL,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
IOJTZLS,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
IOJTZSL,X,X,X,O,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X
IOJLTSZ,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
IOJLTZS,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
IOJLSTZ,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
IOJLSZT,O,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
IOJLZTS,O,O,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
IOJLZST,O,O,X,O,X,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X
IOJSTLZ,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
IOJSTZL,X,X,X,O,X,X,X,X,O,O,X,X,X,X,X,X,O,X,X,X
IOJSLTZ,O,X,X,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X
IOJSLZT,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
IOJSZTL,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
IOJSZLT,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
IOJZTLS,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
IOJZTSL,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
IOJZLTS,O,O,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
IOJZLST,O,O,X,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
IOJZSTL,X,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
IOJZSLT,X,O,X,O,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X
IOSTLJZ,X,X,O,X,O,X,X,X,O,X,X,X,X,O,X,X,X,O,O,X
IOSTLZJ,X,X,O,X,O,X,X,X,O,X,X,O,X,X,O,X,O,O,O,X
IOSTJLZ,X,X,O,X,O,X,X,X,O,X,X,O,X,O,X,X,X,O,O,X
IOSTJZL,X,X,X,O,O,X,X,X,O,O,X,O,X,O,X,X,O,O,X,X
IOSTZLJ,X,X,O,X,O,X,X,X,O,O,X,O,X,X,O,X,O,O,O,X
IOSTZJL,X,X,X,O,O,X,X,X,O,O,X,O,X,O,X,X,O,O,X,X
IOSLTJZ,X,X,O,X,O,X,X,O,O,X,X,X,X,X,X,X,X,X,O,X
IOSLTZJ,X,X,O,X,O,X,X,O,O,X,X,X,X,X,X,X,O,X,O,X
IOSLJTZ,O,X,X,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,O,X
IOSLJZT,O,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
IOSLZTJ,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
IOSLZJT,O,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
IOSJTLZ,O,X,X,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X
IOSJTZL,X,X,X,O,X,X,X,X,O,O,X,O,X,X,X,X,O,X,X,X
IOSJLTZ,O,X,X,X,X,X,X,O,O,X,X,O,X,X,X,X,X,X,X,X
IOSJLZT,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
IOSJZTL,X,X,X,O,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X
IOSJZLT,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
IOSZTLJ,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,O,O,X,X,X
IOSZTJL,X,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X
IOSZLTJ,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X
IOSZLJT,X,O,X,O,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X
IOSZJTL,X,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
IOSZJLT,X,O,X,O,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X
IOZTLJS,X,O,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
IOZTLSJ,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
IOZTJLS,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
IOZTJSL,X,O,X,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
IOZTSLJ,X,O,X,X,X,O,O,X,X,X,X,X,X,X,X,O,X,X,X,X
IOZTSJL,X,O,X,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
IOZLTJS,O,O,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
IOZLTSJ,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X
IOZLJTS,O,O,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
IOZLJST,O,O,X,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
IOZLSTJ,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X
IOZLSJT,O,O,X,O,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X
IOZJTLS,O,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
IOZJTSL,X,X,X,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
IOZJLTS,O,O,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
IOZJLST,O,O,X,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
IOZJSTL,X,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
IOZJSLT,X,O,X,O,X,O,O,X,X,X,X,X,X,X,X,O,X,X,X,X
IOZSTLJ,X,O,X,X,X,O,O,X,X,X,X,X,X,X,X,O,O,X,X,X
IOZSTJL,X,O,X,O,X,O,O,X,X,X,X,X,X,X,X,X,O,X,X,X
IOZSLTJ,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X
IOZSLJT,X,O,X,O,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X
IOZSJTL,X,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
IOZSJLT,X,O,X,O,X,O,O,X,X,X,X,X,X,X,X,O,X,X,X,X
LTIJSZO,X,X,X,X,X,X,X,O,O,X,X,O,X,X,X,X,X,X,X,X
LTIJSOZ,X,X,O,X,O,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X
LTIJZSO,O,O,X,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X
LTIJZOS,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LTIJOSZ,O,X,O,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
LTIJOZS,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LTISJZO,X,X,X,X,X,X,X,O,O,X,O,O,X,X,X,X,X,X,X,X
LTISJOZ,X,X,O,X,O,X,X,O,O,X,O,O,X,X,X,X,X,X,X,X
LTISZJO,X,X,X,X,X,X,X,O,O,X,X,O,X,X,X,X,X,X,X,X
LTISZOJ,X,X,O,X,O,X,X,O,O,X,X,O,X,X,X,X,X,X,X,X
LTISOJZ,X,X,O,X,O,X,X,O,O,X,O,X,X,O,X,X,X,X,X,X
LTISOZJ,X,X,O,X,O,X,X,O,O,X,X,O,X,X,X,X,X,X,X,X
LTIZJSO,O,O,X,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X
LTIZJOS,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LTIZSJO,O,O,X,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X
LTIZSOJ,O,O,O,X,O,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X
LTIZOJS,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LTIZOSJ,X,X,O,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
LTIOJSZ,O,X,O,X,O,X,X,X,O,X,X,X,O,O,X,X,X,X,X,X
LTIOJZS,O,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
LTIOSJZ,O,X,O,X,O,X,X,X,O,X,O,X,X,O,X,X,X,X,X,X
LTIOSZJ,X,X,O,X,O,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X
LTIOZJS,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LTIOZSJ,O,X,O,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
LTJISZO,X,X,X,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X
LTJISOZ,X,X,O,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
LTJIZSO,O,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
LTJIZOS,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LTJIOSZ,O,X,O,X,O,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X
LTJIOZS,O,O,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
LTJSIZO,X,X,X,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X
LTJSIOZ,X,X,O,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
LTJSZIO,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
LTJSZOI,X,X,O,X,O,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X
LTJSOIZ,O,X,O,X,O,X,X,X,O,X,X,X,O,O,X,X,X,X,X,X
LTJSOZI,O,X,O,X,O,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X
LTJZISO,O,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
LTJZIOS,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LTJZSIO,O,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
LTJZSOI,O,O,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
LTJZOIS,O,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
LTJZOSI,O,O,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
LTJOISZ,O,X,O,X,O,X,X,X,O,X,X,X,O,O,X,X,X,X,X,X
LTJOIZS,O,O,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
LTJOSIZ,O,X,O,X,O,X,X,X,O,X,X,X,O,O,X,X,X,X,X,X
LTJOSZI,O,X,O,X,O,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X
LTJOZIS,O,O,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
LTJOZSI,O,O,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
LTSIJZO,X,X,X,X,X,X,X,X,O,X,O,O,X,X,X,X,X,X,X,O
LTSIJOZ,X,X,O,X,O,X,X,X,O,X,O,O,X,X,X,X,X,X,X,X
LTSIZJO,X,X,X,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X,O
LTSIZOJ,X,X,O,X,O,X,X,X,O,X,X,O,X,X,X,X,X,X,X,O
LTSIOJZ,X,X,O,X,O,X,X,X,O,X,O,X,X,O,X,X,X,X,X,X
LTSIOZJ,X,X,O,X,O,X,X,X,O,X,X,O,X,X,X,X,X,X,X,O
LTSJIZO,X,X,X,X,X,X,X,X,O,X,O,O,X,X,X,X,X,X,X,O
LTSJIOZ,X,X,O,X,O,X,X,X,O,X,O,O,X,X,X,X,X,X,X,X
LTSJZIO,O,X,X,X,X,X,X,X,X,X,O,O,X,X,X,X,X,X,X,O
LTSJZOI,X,X,O,X,O,X,X,X,O,X,O,O,X,X,X,X,X,X,X,X
LTSJOIZ,O,X,O,X,O,X,X,X,O,X,O,O,X,O,X,X,X,X,X,X
LTSJOZI,O,X,O,X,O,X,X,X,O,X,O,O,X,X,X,X,X,X,X,X
LTSZIJO,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,O
LTSZIOJ,O,X,O,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,O
LTSZJIO,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,O
LTSZJOI,O,X,O,X,O,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X
LTSZOIJ,O,X,O,X,O,X,X,X,X,X,X,O,X,X,O,X,X,X,X,O
LTSZOJI,O,X,O,X,O,X,X,X,O,X,X,O,X,X,O,X,X,X,X,X
LTSOIJZ,O,X,O,X,O,X,X,X,O,X,O,X,X,O,X,X,X,X,X,X
LTSOIZJ,X,X,O,X,O,X,X,X,O,X,X,O,X,X,O,X,X,X,X,O
LTSOJIZ,O,X,O,X,O,X,X,X,O,X,O,X,X,O,X,X,X,X,X,X
LTSOJZI,O,X,O,X,O,X,X,X,O,X,O,X,X,X,O,X,X,X,X,X
LTSOZIJ,O,X,O,X,O,X,X,X,X,X,X,O,X,X,O,X,X,X,X,O
LTSOZJI,O,X,O,X,O,X,X,X,O,X,X,O,X,X,O,X,X,X,X,X
LTZIJSO,O,O,X,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X
LTZIJOS,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LTZISJO,O,O,X,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X
LTZISOJ,O,O,O,X,O,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X
LTZIOJS,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LTZIOSJ,X,X,O,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
LTZJISO,O,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
LTZJIOS,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LTZJSIO,O,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
LTZJSOI,O,O,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
LTZJOIS,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LTZJOSI,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LTZSIJO,O,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
LTZSIOJ,O,O,O,X,O,X,X,X,X,X,X,O,X,X,X,O,X,X,X,X
LTZSJIO,O,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
LTZSJOI,O,O,O,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
LTZSOIJ,O,O,O,X,O,X,X,X,X,X,X,O,X,X,X,O,X,X,X,X
LTZSOJI,O,O,O,X,O,X,X,X,X,X,X,O,X,X,X,O,X,X,X,X
LTZOIJS,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LTZOISJ,O,X,O,X,O,X,X,X,X,X,X,O,X,X,X,O,X,X,X,X
LTZOJIS,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LTZOJSI,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X
LTZOSIJ,O,X,O,X,O,X,X,X,X,X,X,O,X,X,X,O,X,X,X,X
LTZOSJI,O,X,O,X,O,X,X,X,X,X,X,O,X,X,X,O,X,X,X,X
LTOIJSZ,O,X,O,X,O,X,X,X,O,X,X,X,O,O,X,X,X,X,X,X
LTOIJZS,O,O,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
LTOISJZ,O,X,O,X,O,X,X,X,O,X,O,X,X,O,X,X,X,X,X,X
LTOISZJ,X,X,O,X,O,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X
LTOIZJS,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LTOIZSJ,O,O,O,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
LTOJISZ,O,X,O,X,O,X,X,X,O,X,X,X,O,O,X,X,X,X,X,X
LTOJIZS,O,O,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
LTOJSIZ,O,X,O,X,O,X,X,X,O,X,X,X,O,O,X,X,X,X,X,X
LTOJSZI,O,X,O,X,O,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X
LTOJZIS,O,O,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
LTOJZSI,O,O,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
LTOSIJZ,O,X,O,X,O,X,X,X,O,X,O,X,X,O,X,X,X,X,X,X
LTOSIZJ,X,X,O,X,O,X,X,X,O,X,X,O,X,X,O,X,X,X,X,X
LTOSJIZ,O,X,O,X,O,X,X,X,O,X,O,X,X,O,X,X,X,X,X,X
LTOSJZI,O,X,O,X,O,X,X,X,O,X,O,X,X,X,O,X,X,X,X,X
LTOSZIJ,O,X,O,X,O,X,X,X,X,X,X,O,X,X,O,X,X,X,X,X
LTOSZJI,O,X,O,X,O,X,X,X,O,X,X,O,X,X,O,X,X,X,X,X
LTOZIJS,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LTOZISJ,O,O,O,X,O,X,X,X,X,X,X,O,X,X,X,O,X,X,X,X
LTOZJIS,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LTOZJSI,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X
LTOZSIJ,O,O,O,X,O,X,X,X,X,X,X,O,X,X,X,O,X,X,X,X
LTOZSJI,O,O,O,X,O,X,X,X,X,X,X,O,X,X,X,O,X,X,X,X
LITJSZO,X,X,X,X,X,X,X,O,O,X,X,O,X,X,X,X,X,X,O,X
LITJSOZ,X,X,O,X,O,X,X,O,O,X,X,X,X,X,X,X,X,X,O,X
LITJZSO,O,O,X,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X
LITJZOS,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LITJOSZ,O,X,O,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
LITJOZS,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LITSJZO,X,X,X,X,X,X,X,O,O,X,O,O,X,X,X,X,X,X,O,X
LITSJOZ,X,X,O,X,O,X,X,O,O,X,O,O,X,X,X,X,X,X,O,X
LITSZJO,X,X,X,X,X,X,X,O,O,X,X,O,X,X,X,X,X,X,O,X
LITSZOJ,X,X,O,X,O,X,X,O,O,X,X,O,X,X,X,X,X,X,O,X
LITSOJZ,X,X,O,X,O,X,X,O,O,X,O,X,X,O,X,X,X,X,O,X
LITSOZJ,X,X,O,X,O,X,X,O,O,X,X,O,X,X,X,X,X,X,O,X
