sequence,v115@zgC8GeB8HeB8HeD8CeG8BeD8JeR8IvhFzdB+jBigBU?iBFmB3rB,v115@zgC8GeB8HeB8HeD8CeG8BeD8JeWCJvhFxdBigBTjBF?mBXnBUrB,v115@zgC8GeB8HeB8HeD8CeG8BeD8JecAJvhFxcB6jBmiBF?mBXnBTrB,v115@zgC8GeB8HeB8HeD8CeG8BeD8JecAJvhFxcB6jBmhBz?iBFmB3rB,v115@zgC8GeB8HeB8HeD8CeG8BeD8JeR8IvhFzdB+jBigBU?mBFnB3rB,v115@zgC8GeB8HeB8HeD8CeG8BeD8JecAJvhFxcB6jBXhBm?iBFnBTrB,v115@zgC8GeB8HeB8HeD8CeG8BeD8JecAJvhFxcBXeBenBS?oBFmBTrB,v115@zgC8GeB8HeB8HeD8CeG8BeD8JecAJvhFxcByiB+jBF?mBXnBTrB,v115@zgC8GeB8HeB8HeD8CeG8BeD8Je37IvhFUdBGeBVoBx?lByrBTrB,v115@zgC8GeB8HeB8HeD8CeG8BeD8JecAJvhFehBSiBTeB1?rBxsB3rB,v115@zgC8GeB8HeB8HeD8CeG8BeD8JeR8IvhFGeBTgBUjB/?rBFnBirB,v115@zgC8GeB8HeB8HeD8CeG8BeD8JecAJvhFWiBxdBTjBF?mBXnBKrB,v115@zgC8GeB8HeB8HeD8CeG8BeD8Je1AJvhF0cB+jB3iBx?lBinBTrB
LZTISOJ,X,X,X,X,X,X,X,X,O,O,X,X,X
LZTIOJS,O,X,X,O,O,X,X,X,O,O,X,X,X
LZTIOSJ,X,X,X,O,X,X,X,X,O,O,X,X,X
LZTJISO,O,X,O,O,O,O,O,X,O,O,X,X,X
LZTJIOS,O,X,X,O,O,O,O,X,O,O,X,X,X
LZTJSIO,O,X,O,O,O,O,O,O,O,O,X,X,X
LZTJSOI,O,X,O,X,O,O,O,O,X,X,X,X,X
LZTJOIS,O,X,X,O,O,O,O,X,O,O,X,X,X
LZTJOSI,O,X,X,O,O,O,O,X,X,X,X,X,X
LZTSIJO,O,X,O,O,O,O,O,X,O,O,X,X,X
LZTSIOJ,X,X,X,O,X,O,X,X,O,O,X,X,X
LZTSJIO,O,X,O,O,O,O,O,O,O,O,X,X,X
LZTSJOI,O,O,O,O,O,O,O,O,X,X,X,X,X
LZTSOIJ,X,O,X,O,X,O,X,X,X,X,X,O,X
LZTSOJI,X,O,O,O,X,X,X,X,X,X,X,O,X
LZTOIJS,O,X,X,O,O,O,X,X,O,O,X,X,X
LZTOISJ,X,X,X,O,X,X,X,X,O,O,X,X,X
LZTOJIS,O,X,X,O,O,O,O,X,O,O,X,X,X
LZTOJSI,O,X,X,O,O,O,O,X,X,X,X,X,X
LZTOSIJ,X,O,X,O,X,O,X,X,X,X,X,O,X
LZTOSJI,X,O,O,O,X,O,X,X,X,X,X,O,X
LZITJSO,O,X,X,O,O,O,O,X,O,O,X,X,X
LZITJOS,O,X,X,O,O,O,O,X,O,O,X,X,X
LZITSJO,O,X,O,X,O,X,X,X,O,O,X,X,X
LZITSOJ,X,X,X,X,X,X,X,X,O,O,X,X,X
LZITOJS,O,X,X,O,O,X,X,X,O,O,X,X,X
LZITOSJ,X,X,X,O,X,X,X,X,O,O,X,X,X
LZIJTSO,O,X,O,X,O,O,O,X,O,X,X,X,X
LZIJTOS,O,X,X,X,O,O,O,X,O,X,X,X,X
LZIJSTO,O,X,O,X,O,O,O,X,O,X,X,X,X
LZIJSOT,O,X,O,X,O,O,O,X,X,X,X,X,X
LZIJOTS,O,X,X,X,O,O,X,X,X,X,X,X,X
LZIJOST,O,X,O,X,O,O,O,X,X,X,X,X,X
LZISTJO,O,X,O,O,O,O,O,X,O,X,X,X,X
LZISTOJ,X,X,X,O,X,O,X,X,O,X,X,X,X
LZISJTO,O,X,O,O,O,O,O,X,O,X,X,X,X
LZISJOT,O,X,O,O,O,O,O,X,X,X,X,X,X
LZISOTJ,X,X,X,O,X,O,X,X,O,X,X,X,X
LZISOJT,O,X,X,O,X,O,O,X,X,X,X,X,X
LZIOTJS,X,X,X,O,O,O,X,X,O,O,X,X,X
LZIOTSJ,X,X,X,O,X,X,X,X,O,O,X,X,X
LZIOJTS,O,X,X,O,O,O,X,X,X,X,X,X,X
LZIOJST,O,X,X,O,O,O,X,X,X,X,X,X,X
LZIOSTJ,X,X,X,O,X,O,X,X,O,X,X,X,X
LZIOSJT,X,X,X,O,X,O,X,X,X,X,X,X,X
LZJTISO,O,X,O,O,O,O,O,O,O,O,X,X,X
LZJTIOS,O,X,X,O,O,O,O,X,O,O,X,X,X
LZJTSIO,O,X,O,O,O,O,O,O,O,O,X,X,X
LZJTSOI,O,X,O,X,O,O,O,O,X,X,X,X,X
LZJTOIS,O,X,X,O,O,O,O,X,O,O,X,X,X
LZJTOSI,O,X,X,O,O,O,O,X,X,X,X,X,X
LZJITSO,O,X,O,X,O,O,O,O,O,X,X,X,X
LZJITOS,O,X,X,X,O,O,O,X,O,X,X,X,X
LZJISTO,O,X,O,X,O,O,O,O,O,X,X,X,X
LZJISOT,O,X,O,X,O,O,O,O,X,X,X,X,X
LZJIOTS,O,X,X,X,O,O,X,X,X,X,X,X,X
LZJIOST,O,X,O,X,O,O,O,O,X,X,X,X,X
LZJSTIO,O,X,O,O,O,O,O,O,X,X,X,X,X
LZJSTOI,O,X,O,O,O,O,O,O,X,X,X,X,X
LZJSITO,O,X,O,O,O,O,O,O,X,X,X,X,X
LZJSIOT,O,X,O,O,O,O,O,O,X,X,X,X,X
LZJSOTI,O,X,O,O,O,O,O,O,X,X,X,X,X
LZJSOIT,O,X,O,O,O,O,O,O,X,X,X,X,X
LZJOTIS,O,X,X,O,O,O,O,X,X,X,X,X,X
LZJOTSI,O,X,X,O,O,O,O,X,X,X,X,X,X
LZJOITS,O,X,X,O,O,O,X,X,X,X,X,X,X
LZJOIST,O,X,O,O,O,O,O,O,X,X,O,X,X
LZJOSTI,O,X,O,O,O,O,O,O,X,X,O,X,X
LZJOSIT,O,X,O,O,O,O,O,O,X,X,O,X,X
LZSTIJO,O,X,O,O,O,O,O,X,O,X,X,X,X
LZSTIOJ,X,X,X,O,X,O,X,X,O,X,X,X,X
LZSTJIO,O,X,O,O,O,O,O,O,O,X,X,X,X
LZSTJOI,O,X,O,O,O,O,O,O,X,X,X,X,X
LZSTOIJ,X,X,X,O,X,O,X,X,X,X,X,O,X
LZSTOJI,X,X,O,O,X,X,X,X,X,X,X,O,X
LZSITJO,O,X,O,O,O,O,O,X,O,X,X,X,X
LZSITOJ,X,X,X,O,X,O,X,X,O,X,X,X,X
LZSIJTO,O,X,O,O,O,O,O,X,O,X,X,X,X
LZSIJOT,O,X,O,O,O,O,O,X,X,X,X,X,X
LZSIOTJ,X,X,X,O,X,O,X,X,O,X,X,X,X
LZSIOJT,O,X,X,O,X,O,O,X,X,X,X,X,X
LZSJTIO,O,X,O,O,O,O,O,O,X,X,X,X,X
LZSJTOI,O,X,O,O,O,O,O,O,X,X,X,X,X
LZSJITO,O,X,O,O,O,O,O,O,X,X,X,X,X
LZSJIOT,O,X,O,O,O,O,O,O,X,X,X,X,X
LZSJOTI,O,O,O,O,O,O,O,O,X,X,X,X,X
LZSJOIT,O,O,O,O,O,O,O,O,X,X,X,X,X
LZSOTIJ,X,X,X,O,X,O,X,X,X,X,X,O,X
LZSOTJI,X,X,O,O,X,O,X,X,X,X,X,O,X
LZSOITJ,X,X,X,O,X,O,X,X,X,X,X,O,X
LZSOIJT,O,O,X,O,X,O,O,X,X,X,X,X,X
LZSOJTI,O,O,O,O,X,O,O,X,X,X,X,X,X
LZSOJIT,O,O,O,O,X,O,O,X,X,X,X,X,X
LZOTIJS,X,X,X,O,O,O,X,X,O,X,X,X,X
LZOTISJ,X,X,X,O,X,X,X,X,O,X,X,X,X
LZOTJIS,X,X,X,O,O,O,O,X,O,X,X,X,X
LZOTJSI,X,X,X,O,O,O,O,X,X,X,X,X,X
LZOTSIJ,X,O,X,O,X,O,X,X,X,X,X,O,X
LZOTSJI,X,O,O,O,X,O,X,X,X,X,X,O,X
LZOITJS,X,X,X,O,O,O,X,X,O,X,X,X,X
LZOITSJ,X,X,X,O,X,X,X,X,O,X,X,X,X
LZOIJTS,O,X,X,O,O,O,X,X,X,X,X,X,X
LZOIJST,O,X,X,O,O,O,X,X,X,X,O,X,X
LZOISTJ,X,X,X,O,X,O,X,X,O,X,X,O,X
LZOISJT,X,O,X,O,X,O,X,X,X,X,X,X,X
LZOJTIS,O,X,X,O,O,O,O,X,X,X,X,X,X
LZOJTSI,O,X,X,O,O,O,O,X,X,X,X,X,X
LZOJITS,O,X,X,O,O,O,X,X,X,X,X,X,X
LZOJIST,O,X,O,O,O,O,O,X,X,X,O,X,X
LZOJSTI,O,X,O,O,O,O,O,X,X,X,O,X,X
LZOJSIT,O,X,O,O,O,O,O,X,X,X,O,X,X
LZOSTIJ,X,X,X,O,X,O,X,X,X,X,O,O,X
LZOSTJI,X,X,O,O,X,O,X,X,X,X,O,O,X
LZOSITJ,X,X,X,O,X,O,X,X,X,X,X,O,X
LZOSIJT,X,O,X,O,X,O,O,X,X,X,O,X,X
LZOSJTI,X,O,O,O,X,O,O,X,X,X,O,X,X
LZOSJIT,X,O,O,O,X,O,O,X,X,X,O,X,X
LOTIJSZ,O,X,X,X,X,X,X,X,O,X,X,X,X
LOTIJZS,O,X,X,X,X,O,X,X,O,X,X,X,X
LOTISJZ,X,O,X,X,X,X,X,X,O,X,X,X,X
LOTISZJ,X,O,X,X,X,X,X,X,O,X,X,X,X
LOTIZJS,O,X,X,X,X,O,X,X,O,X,X,X,X
LOTIZSJ,X,X,X,X,X,X,X,X,O,X,X,X,X
LOTJISZ,O,X,X,X,X,X,X,X,O,X,X,X,X
LOTJIZS,O,X,X,X,X,O,X,X,O,X,X,X,X
LOTJSIZ,O,O,X,X,X,X,X,X,X,X,X,X,X
LOTJSZI,O,O,X,X,X,O,X,X,X,X,X,X,X
LOTJZIS,O,X,X,X,X,O,X,X,O,X,X,X,X
LOTJZSI,O,X,X,X,X,O,X,X,X,X,X,X,X
LOTSIJZ,X,O,X,X,X,X,X,X,X,X,X,X,X
LOTSIZJ,X,O,X,X,X,X,X,X,X,X,X,X,X
LOTSJIZ,X,O,X,X,X,X,X,X,X,X,X,X,X
LOTSJZI,X,O,X,O,X,O,X,X,X,X,X,X,X
LOTSZIJ,X,O,X,O,X,X,X,X,X,X,X,X,X
LOTSZJI,X,O,X,O,X,O,X,X,X,X,X,X,X
LOTZIJS,O,X,X,O,X,O,X,X,O,X,X,X,X
LOTZISJ,X,X,X,O,X,X,X,X,O,X,X,X,X
LOTZJIS,O,X,X,O,X,O,X,X,O,X,X,X,X
LOTZJSI,O,X,X,O,X,O,X,X,X,X,X,X,X
LOTZSIJ,X,O,X,O,X,O,X,X,X,X,X,X,X
LOTZSJI,X,O,X,O,X,O,X,X,X,X,X,X,X
LOITJSZ,O,X,X,X,X,X,X,X,O,X,X,X,O
LOITJZS,O,X,X,X,X,O,X,X,O,X,X,X,O
LOITSJZ,X,O,X,X,X,X,X,X,O,X,X,X,X
LOITSZJ,X,O,X,X,X,X,X,X,O,X,X,X,X
LOITZJS,O,X,X,X,X,O,X,X,O,X,X,X,O
LOITZSJ,X,X,X,X,X,X,X,X,O,X,X,X,X
LOIJTSZ,O,X,X,X,X,X,X,X,X,X,X,X,O
LOIJTZS,O,X,X,X,O,X,X,X,X,X,X,X,O
LOIJSTZ,O,O,X,X,X,X,X,X,X,X,X,X,O
LOIJSZT,O,O,X,X,O,X,X,X,X,X,X,X,X
LOIJZTS,O,X,X,X,O,O,X,X,X,X,X,X,X
LOIJZST,O,X,X,X,O,O,X,X,X,X,X,X,X
LOISTJZ,X,O,X,X,X,X,X,X,O,X,X,X,X
LOISTZJ,X,O,X,X,X,X,X,X,O,X,O,X,X
LOISJTZ,O,O,X,X,X,X,X,X,X,X,X,X,X
LOISJZT,O,O,X,O,X,X,X,X,X,X,X,X,X
LOISZTJ,X,X,X,O,X,X,X,X,O,X,X,O,X
LOISZJT,O,O,X,O,X,X,X,X,X,X,O,X,X
LOIZTJS,X,X,X,O,O,O,X,X,O,X,X,X,X
LOIZTSJ,X,X,X,O,X,X,X,X,O,X,X,X,X
LOIZJTS,O,X,X,O,O,O,X,X,X,X,X,X,X
LOIZJST,O,X,X,O,O,O,X,X,X,X,O,X,X
LOIZSTJ,X,X,X,O,X,O,X,X,O,X,X,O,X
LOIZSJT,X,O,X,O,X,O,X,X,X,X,X,X,X
LOJTISZ,O,X,X,X,X,X,X,X,X,X,X,X,X
LOJTIZS,O,X,X,X,O,O,X,X,X,X,X,X,X
LOJTSIZ,O,O,X,X,X,X,X,X,X,X,X,X,X
LOJTSZI,O,O,X,X,X,O,X,X,X,X,X,X,X
LOJTZIS,O,X,X,X,O,O,X,X,X,X,X,X,X
LOJTZSI,O,X,X,X,O,O,X,X,X,X,X,X,X
LOJITSZ,O,X,X,X,X,X,X,X,X,X,X,X,O
LOJITZS,O,X,X,X,O,X,X,X,X,X,X,X,O
LOJISTZ,O,O,X,X,X,X,X,X,X,X,X,X,O
LOJISZT,O,O,X,X,O,X,X,X,X,X,X,X,X
LOJIZTS,O,X,X,X,O,O,X,X,X,X,X,X,X
LOJIZST,O,X,X,X,O,O,X,X,X,X,X,X,X
LOJSTIZ,O,O,X,X,X,X,X,X,X,X,X,X,X
LOJSTZI,O,O,X,O,X,X,X,X,X,X,X,X,X
LOJSITZ,O,O,X,X,X,X,X,X,X,X,X,X,O
LOJSIZT,O,O,X,O,O,X,X,X,X,X,X,X,X
LOJSZTI,O,O,O,O,O,O,O,X,X,X,X,X,X
LOJSZIT,O,O,O,O,O,O,O,X,X,X,X,X,X
LOJZTIS,O,X,X,O,O,O,O,X,X,X,X,X,X
LOJZTSI,O,X,X,O,O,O,O,X,X,X,X,X,X
LOJZITS,O,X,X,O,O,O,X,X,X,X,X,X,X
LOJZIST,O,X,O,O,O,O,O,X,X,X,X,X,X
LOJZSTI,O,X,O,O,O,O,O,X,X,X,X,X,X
LOJZSIT,O,X,O,O,O,O,O,X,X,X,X,X,X
LOSTIJZ,X,O,X,X,X,X,X,X,X,X,X,X,X
LOSTIZJ,X,O,X,X,X,X,X,X,X,X,O,X,X
LOSTJIZ,X,O,X,X,X,X,X,X,X,X,X,X,X
LOSTJZI,X,O,X,O,X,O,X,X,X,X,X,X,X
LOSTZIJ,X,O,X,O,X,X,X,X,X,X,O,X,X
LOSTZJI,X,O,X,O,X,O,X,X,X,X,O,X,X
LOSITJZ,X,O,X,X,X,X,X,X,X,X,X,X,X
LOSITZJ,X,O,X,X,X,X,X,X,X,X,O,X,X
LOSIJTZ,O,O,X,X,X,X,X,X,X,X,X,X,X
LOSIJZT,O,O,X,O,X,X,X,X,X,X,X,X,X
LOSIZTJ,X,X,X,O,X,X,X,X,X,X,X,O,X
LOSIZJT,O,O,X,O,X,X,X,X,X,X,O,X,X
LOSJTIZ,O,O,X,X,X,X,X,X,X,X,X,X,X
LOSJTZI,O,O,X,O,X,X,X,X,X,X,X,X,X
LOSJITZ,O,O,X,X,X,X,X,X,X,X,X,X,X
LOSJIZT,O,O,X,O,X,X,X,X,X,X,X,X,X
LOSJZTI,O,O,O,O,X,O,O,X,X,X,X,X,X
LOSJZIT,O,O,O,O,X,O,O,X,X,X,X,X,X
LOSZTIJ,X,X,X,O,X,O,X,X,X,X,O,O,X
LOSZTJI,X,X,O,O,X,O,X,X,X,X,O,O,X
LOSZITJ,X,X,X,O,X,O,X,X,X,X,X,O,X
LOSZIJT,O,O,X,O,X,O,O,X,X,X,O,X,X
LOSZJTI,O,O,O,O,X,O,O,X,X,X,O,X,X
LOSZJIT,O,O,O,O,X,O,O,X,X,X,O,X,X
LOZTIJS,X,X,X,O,O,O,X,X,O,X,X,X,X
LOZTISJ,X,X,X,O,X,X,X,X,O,X,X,X,X
LOZTJIS,X,X,X,O,O,O,O,X,O,X,X,X,X
LOZTJSI,X,X,X,O,O,O,O,X,X,X,X,X,X
LOZTSIJ,X,O,X,O,X,O,X,X,X,X,X,O,X
LOZTSJI,X,O,O,O,X,O,X,X,X,X,X,O,X
LOZITJS,X,X,X,O,O,O,X,X,O,X,X,X,X
LOZITSJ,X,X,X,O,X,X,X,X,O,X,X,X,X
LOZIJTS,O,X,X,O,O,O,X,X,X,X,X,X,X
LOZIJST,O,X,X,O,O,O,X,X,X,X,O,X,X
LOZISTJ,X,X,X,O,X,O,X,X,O,X,X,O,X
LOZISJT,X,O,X,O,X,O,X,X,X,X,X,X,X
LOZJTIS,O,X,X,O,O,O,O,X,X,X,X,X,X
LOZJTSI,O,X,X,O,O,O,O,X,X,X,X,X,X
LOZJITS,O,X,X,O,O,O,X,X,X,X,X,X,X
LOZJIST,O,X,O,O,O,O,O,X,X,X,O,X,X
LOZJSTI,O,X,O,O,O,O,O,X,X,X,O,X,X
LOZJSIT,O,X,O,O,O,O,O,X,X,X,O,X,X
LOZSTIJ,X,X,X,O,X,O,X,X,X,X,O,O,X
LOZSTJI,X,X,O,O,X,O,X,X,X,X,O,O,X
LOZSITJ,X,X,X,O,X,O,X,X,X,X,X,O,X
LOZSIJT,X,O,X,O,X,O,O,X,X,X,O,X,X
LOZSJTI,X,O,O,O,X,O,O,X,X,X,O,X,X
LOZSJIT,X,O,O,O,X,O,O,X,X,X,O,X,X
JTILSZO,O,X,X,X,X,X,X,X,O,X,X,X,O
JTILSOZ,O,X,X,X,X,X,X,X,O,X,X,X,X
JTILZSO,O,X,X,X,X,O,X,X,O,O,X,X,O
JTILZOS,O,X,X,X,X,O,X,X,O,O,X,X,X
JTILOSZ,O,X,X,X,X,X,X,X,O,X,X,X,X
JTILOZS,O,X,X,X,X,X,X,X,O,O,X,X,X
JTISLZO,X,X,X,X,X,X,X,X,O,X,X,X,O
JTISLOZ,X,X,X,X,X,X,X,X,O,X,X,X,X
JTISZLO,X,X,X,X,X,X,X,X,O,X,X,X,O
JTISZOL,X,X,X,X,X,X,X,X,X,X,X,X,O
JTISOLZ,X,X,X,X,X,X,X,X,O,X,X,X,O
JTISOZL,X,X,X,X,X,X,X,X,X,X,X,X,O
JTIZLSO,X,X,X,X,O,O,X,X,O,O,X,X,O
JTIZLOS,O,X,X,X,O,O,X,X,O,O,X,X,X
JTIZSLO,X,X,X,X,X,O,X,X,O,O,X,X,O
JTIZSOL,O,X,X,X,X,O,X,X,X,O,X,X,O
JTIZOLS,O,X,X,X,O,O,X,X,X,O,X,X,X
JTIZOSL,O,X,X,X,X,X,X,X,X,O,X,X,O
JTIOLSZ,O,X,X,X,X,X,X,X,O,X,X,X,X
JTIOLZS,O,X,X,X,X,X,X,X,O,O,X,X,X
JTIOSLZ,X,X,X,X,X,X,X,X,O,X,X,X,X
JTIOSZL,X,X,X,X,X,X,X,X,X,X,X,X,O
JTIOZLS,X,X,X,X,O,X,X,X,X,O,X,X,X
JTIOZSL,X,X,X,X,X,X,X,X,X,O,X,X,O
JTLISZO,O,X,X,X,X,X,X,X,O,X,X,X,X
JTLISOZ,O,X,X,X,X,X,X,X,O,X,X,X,X
JTLIZSO,O,X,X,X,O,O,X,X,O,O,X,X,X
JTLIZOS,O,X,X,X,O,O,X,X,O,O,X,X,X
JTLIOSZ,O,X,X,X,X,X,X,X,O,X,X,X,X
JTLIOZS,O,X,X,X,O,X,X,X,O,O,X,X,X
JTLSIZO,O,X,X,X,X,X,X,X,O,X,X,X,X
JTLSIOZ,O,O,X,X,X,X,X,X,O,X,X,X,X
JTLSZIO,O,X,O,X,X,O,O,O,O,X,X,X,X
JTLSZOI,O,O,O,X,X,O,O,O,X,X,X,X,X
JTLSOIZ,O,O,X,X,X,X,X,X,X,X,X,X,X
JTLSOZI,O,O,X,X,X,X,X,X,X,X,X,X,X
JTLZISO,O,X,O,X,O,O,O,O,O,O,X,X,X
JTLZIOS,O,X,X,X,O,O,O,X,O,O,X,X,X
JTLZSIO,O,X,O,X,O,O,O,O,O,O,X,X,X
JTLZSOI,O,X,O,X,O,O,O,O,X,X,X,X,X
JTLZOIS,O,X,X,X,O,O,O,X,O,O,X,X,X
JTLZOSI,O,X,X,X,O,O,O,X,X,X,X,X,X
JTLOISZ,O,X,X,X,X,X,X,X,O,X,X,X,X
JTLOIZS,O,X,X,X,O,X,X,X,O,X,X,X,X
JTLOSIZ,O,O,X,X,X,X,X,X,X,X,X,X,X
JTLOSZI,O,O,X,X,X,X,X,X,X,X,X,X,X
JTLOZIS,O,X,X,X,O,O,X,X,O,X,X,X,X
JTLOZSI,O,X,X,X,O,O,X,X,X,X,X,X,X
JTSILZO,O,X,X,X,X,X,X,X,O,X,X,X,O
JTSILOZ,O,O,X,X,X,X,X,X,O,X,X,X,X
JTSIZLO,O,X,X,X,X,X,X,X,O,X,X,X,O
JTSIZOL,O,X,X,X,X,X,X,X,X,X,X,X,O
JTSIOLZ,O,O,X,X,X,X,X,X,O,X,X,X,O
JTSIOZL,X,O,X,X,X,X,X,X,X,X,X,X,O
JTSLIZO,O,X,X,X,X,X,X,X,O,X,X,X,X
JTSLIOZ,O,O,X,X,X,X,X,X,O,X,X,X,X
JTSLZIO,O,X,O,X,X,O,X,O,O,X,X,X,X
JTSLZOI,O,O,O,X,X,O,X,O,X,X,X,X,X
JTSLOIZ,O,O,X,X,X,X,X,X,X,X,X,X,X
JTSLOZI,O,O,X,X,X,X,X,X,X,X,X,X,X
JTSZILO,O,X,O,X,X,O,X,O,X,X,X,X,X
JTSZIOL,O,X,O,X,X,O,X,O,X,X,X,X,X
JTSZLIO,O,X,O,X,O,O,X,O,O,X,X,X,X
JTSZLOI,O,O,O,X,O,O,X,O,X,X,X,X,X
JTSZOIL,O,O,O,X,X,O,X,O,X,X,X,X,X
JTSZOLI,O,O,O,X,O,O,X,O,X,X,X,X,X
JTSOILZ,O,O,X,X,X,X,X,X,X,X,X,X,O
JTSOIZL,X,O,X,X,X,X,X,X,X,X,X,X,O
JTSOLIZ,O,O,X,X,X,X,X,X,X,X,X,X,X
JTSOLZI,O,O,X,X,X,X,X,X,X,X,X,X,X
JTSOZIL,O,O,X,X,X,X,X,X,X,X,X,X,X
JTSOZLI,O,O,X,X,O,X,X,X,X,X,X,X,X
JTZILSO,X,X,O,X,O,O,O,X,O,O,X,X,X
JTZILOS,O,X,X,X,O,O,O,X,O,O,X,X,X
JTZISLO,X,X,X,X,X,O,O,O,O,O,X,X,X
JTZISOL,O,X,X,X,X,O,X,O,X,O,X,X,X
JTZIOLS,O,X,X,X,O,O,O,X,X,O,X,X,X
JTZIOSL,O,X,X,X,X,X,X,X,X,O,X,X,X
JTZLISO,O,X,O,X,O,O,O,O,O,O,X,X,X
JTZLIOS,O,X,X,X,O,O,O,X,O,O,X,X,X
JTZLSIO,O,X,O,X,O,O,O,O,O,O,X,X,X
JTZLSOI,O,X,O,X,O,O,O,O,X,X,X,X,X
JTZLOIS,O,X,X,X,O,O,O,X,O,O,X,X,X
JTZLOSI,O,X,X,X,O,O,O,X,X,X,X,X,X
JTZSILO,O,X,O,X,X,O,O,O,X,O,X,X,X
JTZSIOL,O,X,O,X,X,O,X,O,X,O,X,X,X
JTZSLIO,O,X,O,X,O,O,O,O,O,O,X,X,X
JTZSLOI,O,X,O,X,O,O,O,O,X,X,X,X,X
JTZSOIL,O,X,O,X,X,O,X,O,X,X,X,X,X
JTZSOLI,O,X,O,X,O,O,X,O,X,X,X,X,X
JTZOILS,O,X,X,X,O,O,O,X,X,O,X,X,X
JTZOISL,O,X,X,X,X,O,X,X,X,O,X,X,X
JTZOLIS,O,X,X,X,O,O,O,X,O,O,X,X,X
JTZOLSI,O,X,X,X,O,O,O,X,X,X,X,X,X
JTZOSIL,O,X,X,X,X,O,X,O,X,X,X,X,X
JTZOSLI,O,X,X,X,O,O,X,O,X,X,X,X,X
JTOILSZ,O,X,X,X,X,X,X,X,O,X,X,X,O
JTOILZS,O,X,X,X,X,X,X,X,O,X,X,X,O
JTOISLZ,X,X,X,X,X,X,X,X,O,X,X,X,O
JTOISZL,X,X,X,X,X,X,X,X,X,X,X,X,O
JTOIZLS,X,X,X,X,O,X,X,X,X,X,X,X,O
JTOIZSL,X,X,X,X,X,X,X,X,X,X,X,X,O
JTOLISZ,O,X,X,X,X,X,X,X,O,X,X,X,X
JTOLIZS,O,X,X,X,O,X,X,X,O,X,X,X,X
JTOLSIZ,O,O,X,X,X,X,X,X,X,X,X,X,X
JTOLSZI,O,O,X,X,X,X,X,X,X,X,X,X,X
JTOLZIS,O,X,X,X,O,O,X,X,O,X,X,X,X
JTOLZSI,O,X,X,X,O,O,X,X,X,X,X,X,X
JTOSILZ,O,O,X,X,X,X,X,X,X,X,X,X,O
JTOSIZL,X,O,X,X,X,X,X,X,X,X,X,X,O
JTOSLIZ,O,O,X,X,X,X,X,X,X,X,X,X,X
JTOSLZI,O,O,X,X,X,X,X,X,X,X,X,X,X
JTOSZIL,O,O,X,X,X,X,X,X,X,X,X,X,X
JTOSZLI,O,O,X,X,O,X,X,X,X,X,X,X,X
JTOZILS,O,X,X,X,O,O,X,X,X,X,X,X,X
JTOZISL,O,X,X,X,X,O,X,X,X,X,X,X,X
JTOZLIS,O,X,X,X,O,O,X,X,O,X,X,X,X
JTOZLSI,O,X,X,X,O,O,X,X,X,X,X,X,X
JTOZSIL,O,X,X,X,X,O,X,X,X,X,X,X,X
JTOZSLI,O,X,X,X,O,O,X,X,X,X,X,X,X
JITLSZO,O,X,X,X,X,X,X,X,O,X,X,X,O
JITLSOZ,O,X,X,X,X,X,X,X,O,X,X,X,X
JITLZSO,O,X,X,X,X,O,X,X,O,O,X,X,O
JITLZOS,O,X,X,X,X,O,X,X,O,O,X,X,X
JITLOSZ,O,X,X,X,X,X,X,X,O,X,X,X,X
JITLOZS,O,X,X,X,X,X,X,X,O,O,X,X,X
JITSLZO,X,X,X,X,X,X,X,X,O,X,X,X,O
JITSLOZ,X,X,X,X,X,X,X,X,O,X,X,X,X
JITSZLO,X,X,X,X,X,X,X,X,O,X,X,X,O
JITSZOL,X,X,X,X,X,X,X,X,X,X,X,X,O
JITSOLZ,X,X,X,X,X,X,X,X,O,X,X,X,O
JITSOZL,X,X,X,X,X,X,X,X,X,X,X,X,O
JITZLSO,X,X,X,X,O,O,X,X,O,O,X,X,O
JITZLOS,O,X,X,X,O,O,X,X,O,O,X,X,X
JITZSLO,X,X,X,X,X,O,X,X,O,O,X,X,O
JITZSOL,O,X,X,X,X,O,X,X,X,O,X,X,O
JITZOLS,O,X,X,X,O,O,X,X,X,O,X,X,X
JITZOSL,O,X,X,X,X,X,X,X,X,O,X,X,O
JITOLSZ,O,X,X,X,X,X,X,X,O,X,X,X,X
JITOLZS,O,X,X,X,X,X,X,X,O,O,X,X,X
JITOSLZ,X,X,X,X,X,X,X,X,O,X,X,X,X
JITOSZL,X,X,X,X,X,X,X,X,X,X,X,X,O
JITOZLS,X,X,X,X,O,X,X,X,X,O,X,X,X
JITOZSL,X,X,X,X,X,X,X,X,X,O,X,X,O
JILTSZO,O,X,X,X,X,X,X,X,O,X,X,X,O
JILTSOZ,O,X,X,X,X,X,X,X,O,X,X,X,X
JILTZSO,O,X,X,X,O,O,X,X,O,O,X,X,O
JILTZOS,O,X,X,X,O,O,X,X,O,O,X,X,X
JILTOSZ,O,X,X,X,X,X,X,X,O,X,X,X,X
JILTOZS,O,X,X,X,O,X,X,X,O,O,X,X,X
JILSTZO,O,X,X,X,X,X,X,X,O,X,X,X,O
JILSTOZ,O,X,X,X,X,X,X,X,O,X,X,X,X
JILSZTO,O,X,O,X,O,X,O,O,O,X,X,X,X
JILSZOT,O,X,O,X,O,X,O,O,X,X,X,X,X
JILSOTZ,O,X,X,X,X,X,X,X,X,X,X,X,O
