sequence,v115@9gC8GeD8FeD8DeH8AeC8Jex6IvhFXcBOiB6jBcmBzi?BFsB,v115@9gC8GeD8FeD8DeH8AeC8Jex6IvhFXcB6jBcmBmiBTi?BFsB,v115@9gC8GeD8FeD8DeH8AeC8Jex6IvhFXcBKiBzdB+jBcm?BFsB,v115@9gC8GeD8FeD8DeH8AeC8Jex6IvhFXcB6jBFiB8nBTm?BOsB,v115@9gC8GeD8FeD8DeH8AeC8Jex6IvhFXdBTeBamBWoB0h?BFsB,v115@9gC8GeD8FeD8DeH8AeC8Jex6IvhFTeBFhB3mBCoBcn?BmrB,v115@9gC8GeD8FeD8DeH8AeC8Jex6IvhFmcBCeBFhBTjB3m?BcsB,v115@9gC8GeD8FeD8DeH8AeC8Jex6IvhFCeB/nBTjB0mBFm?BmrB
SZTJLOI,O,O,O,X,X,X,O,X
SZTJOIL,O,O,O,X,X,X,O,X
SZTJOLI,O,O,O,X,X,X,O,X
SZTOILJ,O,O,O,X,X,X,O,O
SZTOIJL,O,O,O,X,X,X,O,O
SZTOLIJ,O,O,O,X,X,X,O,O
SZTOLJI,O,O,O,X,X,X,O,O
SZTOJIL,O,O,O,X,X,X,O,O
SZTOJLI,O,O,O,X,X,X,O,O
SZITLJO,O,O,O,X,X,O,O,X
SZITLOJ,O,O,O,X,X,O,O,X
SZITJLO,O,O,O,X,X,X,O,X
SZITJOL,O,O,O,X,X,X,O,X
SZITOLJ,O,O,O,X,X,X,O,O
SZITOJL,O,O,O,X,X,X,O,O
SZILTJO,O,O,O,X,X,O,O,X
SZILTOJ,O,O,O,X,X,O,O,X
SZILJTO,O,O,O,X,X,X,O,X
SZILJOT,O,O,X,X,X,X,O,X
SZILOTJ,O,O,X,O,X,O,O,O
SZILOJT,O,O,X,O,X,X,O,O
SZIJTLO,O,O,O,X,X,X,O,X
SZIJTOL,O,O,O,X,X,X,O,X
SZIJLTO,O,O,O,X,X,X,O,X
SZIJLOT,O,O,X,X,X,X,O,X
SZIJOTL,O,X,O,X,X,X,O,O
SZIJOLT,O,O,X,X,X,X,O,O
SZIOTLJ,O,O,O,O,X,X,O,O
SZIOTJL,O,O,O,O,X,X,O,O
SZIOLTJ,O,O,X,O,X,X,O,O
SZIOLJT,O,O,X,O,X,X,O,O
SZIOJTL,O,X,O,O,X,X,O,O
SZIOJLT,O,O,X,O,X,X,O,O
SZLTIJO,O,O,O,X,X,O,O,X
SZLTIOJ,O,O,O,X,X,O,O,X
SZLTJIO,O,O,O,X,X,O,O,X
SZLTJOI,O,O,O,X,X,O,O,X
SZLTOIJ,O,O,O,X,X,O,O,X
SZLTOJI,O,O,O,X,X,O,O,X
SZLITJO,O,O,O,X,X,O,O,X
SZLITOJ,O,O,O,X,X,O,O,X
SZLIJTO,O,O,O,X,X,X,O,X
SZLIJOT,O,O,X,X,X,X,O,X
SZLIOTJ,O,O,X,O,X,O,O,O
SZLIOJT,O,O,X,O,X,X,O,O
SZLJTIO,O,O,O,X,X,X,O,X
SZLJTOI,O,O,O,X,X,X,O,X
SZLJITO,O,O,O,X,X,X,O,X
SZLJIOT,O,O,X,X,X,X,O,X
SZLJOTI,O,O,X,X,X,X,O,X
SZLJOIT,O,O,X,X,X,X,O,X
SZLOTIJ,O,O,X,O,X,O,O,O
SZLOTJI,O,O,X,O,X,O,O,O
SZLOITJ,O,O,X,O,X,O,O,O
SZLOIJT,O,O,X,O,X,X,O,O
SZLOJTI,O,O,X,O,X,X,O,O
SZLOJIT,O,O,X,O,X,X,O,O
SZJTILO,O,O,O,X,X,X,O,X
SZJTIOL,O,O,O,X,X,X,O,X
SZJTLIO,O,O,O,X,X,X,O,X
SZJTLOI,O,O,O,X,X,X,O,X
SZJTOIL,O,O,O,X,X,X,O,X
SZJTOLI,O,O,O,X,X,X,O,X
SZJITLO,O,O,O,X,X,X,O,X
SZJITOL,O,O,O,X,X,X,O,X
SZJILTO,O,O,O,X,X,X,O,X
SZJILOT,O,O,X,X,X,X,O,X
SZJIOTL,O,X,O,X,X,X,O,O
SZJIOLT,O,O,X,X,X,X,O,O
SZJLTIO,O,O,O,X,X,X,O,X
SZJLTOI,O,O,O,X,X,X,O,X
SZJLITO,O,O,O,X,X,X,O,X
SZJLIOT,O,O,X,X,X,X,O,X
SZJLOTI,O,O,X,X,X,X,O,X
SZJLOIT,O,O,X,X,X,X,O,X
SZJOTIL,O,X,O,X,X,X,O,O
SZJOTLI,O,X,O,X,X,X,O,O
SZJOITL,O,X,O,X,X,X,O,O
SZJOILT,O,O,X,X,X,X,O,O
SZJOLTI,O,O,X,X,X,X,O,O
SZJOLIT,O,O,X,X,X,X,O,O
SZOTILJ,O,O,O,O,X,X,O,O
SZOTIJL,O,O,O,O,X,X,O,O
SZOTLIJ,O,O,O,O,X,X,O,O
SZOTLJI,O,O,O,O,X,X,O,O
SZOTJIL,O,O,O,O,X,X,O,O
SZOTJLI,O,O,O,O,X,X,O,O
SZOITLJ,O,O,O,O,X,X,O,O
SZOITJL,O,O,O,O,X,X,O,O
SZOILTJ,O,O,X,O,X,X,O,O
SZOILJT,O,O,X,O,X,X,O,O
SZOIJTL,O,X,O,O,X,X,O,O
SZOIJLT,O,O,X,O,X,X,O,O
SZOLTIJ,O,O,X,O,X,X,O,O
SZOLTJI,O,O,X,O,X,X,O,O
SZOLITJ,O,O,X,O,X,X,O,O
SZOLIJT,O,O,X,O,X,X,O,O
SZOLJTI,O,O,X,O,X,X,O,O
SZOLJIT,O,O,X,O,X,X,O,O
SZOJTIL,O,X,O,O,X,X,O,O
SZOJTLI,O,X,O,O,X,X,O,O
SZOJITL,O,X,O,O,X,X,O,O
SZOJILT,O,O,X,O,X,X,O,O
SZOJLTI,O,O,X,O,X,X,O,O
SZOJLIT,O,O,X,O,X,X,O,O
SOTILJZ,O,X,X,X,X,O,O,X
SOTILZJ,O,X,X,O,X,O,O,O
SOTIJLZ,O,X,X,X,X,X,O,X
SOTIJZL,O,X,X,X,X,X,O,X
SOTIZLJ,O,X,X,O,X,X,O,O
SOTIZJL,O,X,X,O,X,X,O,O
SOTLIJZ,O,X,X,X,X,O,O,X
SOTLIZJ,O,X,X,O,X,O,O,O
SOTLJIZ,O,X,X,X,X,O,O,X
SOTLJZI,O,X,X,X,X,O,X,X
SOTLZIJ,O,X,X,O,X,O,O,O
SOTLZJI,O,X,X,O,X,O,O,O
SOTJILZ,O,X,X,X,X,X,O,X
SOTJIZL,O,X,X,X,X,X,O,X
SOTJLIZ,O,X,X,X,X,X,O,X
SOTJLZI,O,X,X,X,X,X,X,X
SOTJZIL,O,X,X,X,X,X,O,X
SOTJZLI,O,X,X,X,X,X,O,X
SOTZILJ,O,X,X,O,X,X,O,O
SOTZIJL,O,X,X,O,X,X,O,O
SOTZLIJ,O,X,X,O,X,X,O,O
SOTZLJI,O,X,X,O,X,X,O,O
SOTZJIL,O,X,X,O,X,X,O,O
SOTZJLI,O,X,X,O,X,X,O,O
SOITLJZ,O,X,X,X,X,O,O,X
SOITLZJ,O,X,X,O,X,O,O,O
SOITJLZ,O,X,X,X,X,X,O,X
SOITJZL,O,X,X,X,X,X,O,X
SOITZLJ,O,X,X,O,X,X,O,O
SOITZJL,O,X,X,O,X,X,O,O
SOILTJZ,O,X,X,X,X,O,O,X
SOILTZJ,O,X,X,O,X,O,O,O
SOILJTZ,O,X,X,X,X,O,X,X
SOILJZT,O,X,X,O,X,X,X,O
SOILZTJ,O,O,X,O,X,O,O,O
SOILZJT,O,O,X,O,X,X,O,O
SOIJTLZ,O,X,X,X,X,X,X,X
SOIJTZL,O,X,X,X,X,X,O,X
SOIJLTZ,O,X,X,X,X,X,X,X
SOIJLZT,O,X,X,O,X,X,X,O
SOIJZTL,O,X,O,O,X,X,X,O
SOIJZLT,O,X,X,O,X,X,X,O
SOIZTLJ,O,O,O,O,X,X,O,O
SOIZTJL,O,O,O,O,X,X,O,O
SOIZLTJ,O,O,X,O,X,X,O,O
SOIZLJT,O,O,X,O,X,X,O,O
SOIZJTL,O,X,O,O,X,X,O,O
SOIZJLT,O,O,X,O,X,X,O,O
SOLTIJZ,O,X,X,X,X,O,O,X
SOLTIZJ,O,X,X,O,X,O,O,O
SOLTJIZ,O,X,X,X,X,O,O,X
SOLTJZI,O,X,X,X,X,O,X,X
SOLTZIJ,O,X,X,O,X,O,O,O
SOLTZJI,O,X,X,O,X,O,O,O
SOLITJZ,O,X,X,X,X,O,O,X
SOLITZJ,O,X,X,O,X,O,O,O
SOLIJTZ,O,X,X,X,X,O,X,X
SOLIJZT,O,X,X,O,X,X,X,O
SOLIZTJ,O,O,X,O,X,O,O,O
SOLIZJT,O,O,X,O,X,X,O,O
SOLJTIZ,O,X,X,X,X,O,X,X
SOLJTZI,O,X,X,X,X,O,X,X
SOLJITZ,O,X,X,X,X,O,X,X
SOLJIZT,O,X,X,O,X,X,X,O
SOLJZTI,O,X,X,O,X,X,X,O
SOLJZIT,O,X,X,O,X,X,X,O
SOLZTIJ,O,O,X,O,X,O,O,O
SOLZTJI,O,O,X,O,X,O,O,O
SOLZITJ,O,O,X,O,X,O,O,O
SOLZIJT,O,O,X,O,X,X,O,O
SOLZJTI,O,O,X,O,X,X,O,O
SOLZJIT,O,O,X,O,X,X,O,O
SOJTILZ,O,X,X,X,X,X,X,X
SOJTIZL,O,X,X,X,X,X,O,X
SOJTLIZ,O,X,X,X,X,X,X,X
SOJTLZI,O,X,X,X,X,X,X,X
SOJTZIL,O,X,X,X,X,X,O,X
SOJTZLI,O,X,X,X,X,X,O,X
SOJITLZ,O,X,X,X,X,X,X,X
SOJITZL,O,X,X,X,X,X,O,X
SOJILTZ,O,X,X,X,X,X,X,X
SOJILZT,O,X,X,O,X,X,X,O
SOJIZTL,O,X,O,O,X,X,X,O
SOJIZLT,O,X,X,O,X,X,X,O
SOJLTIZ,O,X,X,X,X,X,X,X
SOJLTZI,O,X,X,X,X,X,X,X
SOJLITZ,O,X,X,X,X,X,X,X
SOJLIZT,O,X,X,O,X,X,X,O
SOJLZTI,O,X,X,O,X,X,X,O
SOJLZIT,O,X,X,O,X,X,X,O
SOJZTIL,O,X,O,O,X,X,X,O
SOJZTLI,O,X,O,O,X,X,X,O
SOJZITL,O,X,O,O,X,X,X,O
SOJZILT,O,X,X,O,X,X,X,O
SOJZLTI,O,X,X,O,X,X,X,O
SOJZLIT,O,X,X,O,X,X,X,O
SOZTILJ,O,O,O,O,X,X,O,O
SOZTIJL,O,O,O,O,X,X,O,O
SOZTLIJ,O,O,O,O,X,X,O,O
SOZTLJI,O,O,O,O,X,X,O,O
SOZTJIL,O,O,O,O,X,X,O,O
SOZTJLI,O,O,O,O,X,X,O,O
SOZITLJ,O,O,O,O,X,X,O,O
SOZITJL,O,O,O,O,X,X,O,O
SOZILTJ,O,O,X,O,X,X,O,O
SOZILJT,O,O,X,O,X,X,O,O
SOZIJTL,O,X,O,O,X,X,O,O
SOZIJLT,O,O,X,O,X,X,O,O
SOZLTIJ,O,O,X,O,X,X,O,O
SOZLTJI,O,O,X,O,X,X,O,O
SOZLITJ,O,O,X,O,X,X,O,O
SOZLIJT,O,O,X,O,X,X,O,O
SOZLJTI,O,O,X,O,X,X,O,O
SOZLJIT,O,O,X,O,X,X,O,O
SOZJTIL,O,X,O,O,X,X,O,O
SOZJTLI,O,X,O,O,X,X,O,O
SOZJITL,O,X,O,O,X,X,O,O
SOZJILT,O,O,X,O,X,X,O,O
SOZJLTI,O,O,X,O,X,X,O,O
SOZJLIT,O,O,X,O,X,X,O,O
ZTILJSO,O,O,O,X,X,X,O,X
ZTILJOS,O,O,O,X,X,X,O,X
ZTILSJO,O,O,O,X,X,X,O,X
ZTILSOJ,O,O,O,X,X,X,O,X
ZTILOJS,O,O,O,O,X,X,O,X
ZTILOSJ,O,O,O,O,X,X,O,X
ZTIJLSO,O,O,O,X,X,X,O,X
ZTIJLOS,O,O,O,X,X,X,O,X
ZTIJSLO,O,O,O,X,X,X,O,X
ZTIJSOL,O,O,O,X,X,X,O,X
ZTIJOLS,O,O,O,X,X,X,O,X
ZTIJOSL,O,O,O,X,X,X,O,X
ZTISLJO,O,O,O,X,X,O,O,X
ZTISLOJ,O,O,O,X,X,O,O,X
ZTISJLO,O,O,O,X,X,X,O,X
ZTISJOL,O,O,O,X,X,X,O,X
ZTISOLJ,O,O,O,X,X,X,O,O
ZTISOJL,O,O,O,X,X,X,O,O
ZTIOLJS,O,O,O,O,X,X,O,X
ZTIOLSJ,O,O,O,O,X,X,O,X
ZTIOJLS,O,O,O,O,X,X,O,X
ZTIOJSL,O,O,O,O,X,X,O,X
ZTIOSLJ,O,O,O,O,X,X,O,O
ZTIOSJL,O,O,O,O,X,X,O,O
ZTLIJSO,O,O,O,X,O,X,O,X
ZTLIJOS,O,O,O,X,O,X,O,X
ZTLISJO,O,O,O,X,X,X,O,X
ZTLISOJ,O,O,O,X,X,X,O,X
ZTLIOJS,O,O,O,O,X,X,O,X
ZTLIOSJ,O,O,O,O,X,X,O,X
ZTLJISO,O,O,O,X,O,X,O,X
ZTLJIOS,O,O,O,X,O,X,O,X
ZTLJSIO,O,O,O,X,O,X,O,X
ZTLJSOI,O,O,O,X,O,X,X,X
ZTLJOIS,O,O,O,X,O,X,O,X
ZTLJOSI,O,O,O,X,O,X,O,X
ZTLSIJO,O,O,O,X,X,X,O,X
ZTLSIOJ,O,O,O,X,X,X,O,X
ZTLSJIO,O,O,O,X,X,X,O,X
ZTLSJOI,O,O,O,X,X,X,O,X
ZTLSOIJ,O,O,O,X,X,X,O,X
ZTLSOJI,O,O,O,X,X,X,O,X
ZTLOIJS,O,O,O,O,X,X,O,X
ZTLOISJ,O,O,O,O,X,X,O,X
ZTLOJIS,O,O,O,O,X,X,O,X
ZTLOJSI,O,O,O,O,X,X,O,X
ZTLOSIJ,O,O,O,O,X,X,O,X
ZTLOSJI,O,O,O,O,X,X,O,X
ZTJILSO,O,O,O,X,X,X,O,X
ZTJILOS,O,O,O,X,X,X,O,X
ZTJISLO,O,O,O,X,X,X,O,X
ZTJISOL,O,O,O,X,X,X,O,X
ZTJIOLS,O,O,O,X,X,X,O,X
ZTJIOSL,O,O,O,X,X,X,O,X
ZTJLISO,O,O,O,X,O,X,O,X
ZTJLIOS,O,O,O,X,O,X,O,X
ZTJLSIO,O,O,O,X,O,X,O,X
ZTJLSOI,O,O,O,X,O,X,X,X
ZTJLOIS,O,O,O,X,O,X,O,X
ZTJLOSI,O,O,O,X,O,X,O,X
ZTJSILO,O,O,O,X,X,X,O,X
ZTJSIOL,O,O,O,X,X,X,O,X
ZTJSLIO,O,O,O,X,O,X,O,X
ZTJSLOI,O,O,O,X,O,X,X,X
ZTJSOIL,O,O,O,X,X,X,O,X
ZTJSOLI,O,O,O,X,O,X,O,X
ZTJOILS,O,O,O,X,X,X,O,X
ZTJOISL,O,O,O,X,X,X,O,X
ZTJOLIS,O,O,O,X,O,X,O,X
ZTJOLSI,O,O,O,X,O,X,O,X
ZTJOSIL,O,O,O,X,X,X,O,X
ZTJOSLI,O,O,O,X,O,X,O,X
ZTSILJO,O,O,O,X,X,O,O,X
ZTSILOJ,O,O,O,X,X,O,O,X
ZTSIJLO,O,O,O,X,X,X,O,X
ZTSIJOL,O,O,O,X,X,X,O,X
ZTSIOLJ,O,O,O,X,X,X,O,O
ZTSIOJL,O,O,O,X,X,X,O,O
ZTSLIJO,O,O,O,X,X,O,O,X
ZTSLIOJ,O,O,O,X,X,O,O,X
ZTSLJIO,O,O,O,X,X,O,O,X
ZTSLJOI,O,O,O,X,X,O,O,X
ZTSLOIJ,O,O,O,X,X,O,O,X
ZTSLOJI,O,O,O,X,X,O,O,X
ZTSJILO,O,O,O,X,X,X,O,X
ZTSJIOL,O,O,O,X,X,X,O,X
ZTSJLIO,O,O,O,X,X,X,O,X
ZTSJLOI,O,O,O,X,X,X,O,X
ZTSJOIL,O,O,O,X,X,X,O,X
ZTSJOLI,O,O,O,X,X,X,O,X
ZTSOILJ,O,O,O,X,X,X,O,O
ZTSOIJL,O,O,O,X,X,X,O,O
ZTSOLIJ,O,O,O,X,X,X,O,O
ZTSOLJI,O,O,O,X,X,X,O,O
ZTSOJIL,O,O,O,X,X,X,O,O
ZTSOJLI,O,O,O,X,X,X,O,O
ZTOILJS,O,O,O,O,X,X,O,X
ZTOILSJ,O,O,O,O,X,X,O,X
ZTOIJLS,O,O,O,O,X,X,O,X
ZTOIJSL,O,O,O,O,X,X,O,X
ZTOISLJ,O,O,O,O,X,X,O,O
ZTOISJL,O,O,O,O,X,X,O,O
ZTOLIJS,O,O,O,O,X,X,O,X
ZTOLISJ,O,O,O,O,X,X,O,X
ZTOLJIS,O,O,O,O,X,X,O,X
ZTOLJSI,O,O,O,O,X,X,O,X
ZTOLSIJ,O,O,O,O,X,X,O,X
ZTOLSJI,O,O,O,O,X,X,O,X
ZTOJILS,O,O,O,O,X,X,O,X
ZTOJISL,O,O,O,O,X,X,O,X
ZTOJLIS,O,O,O,O,X,X,O,X
ZTOJLSI,O,O,O,O,X,X,O,X
ZTOJSIL,O,O,O,O,X,X,O,X
ZTOJSLI,O,O,O,O,X,X,O,X
ZTOSILJ,O,O,O,O,X,X,O,O
ZTOSIJL,O,O,O,O,X,X,O,O
ZTOSLIJ,O,O,O,O,X,X,O,O
ZTOSLJI,O,O,O,O,X,X,O,O
ZTOSJIL,O,O,O,O,X,X,O,O
ZTOSJLI,O,O,O,O,X,X,O,O
ZITLJSO,O,O,O,X,X,X,O,X
ZITLJOS,O,O,O,X,X,X,O,X
ZITLSJO,O,O,O,X,X,X,O,X
ZITLSOJ,O,O,O,X,X,X,O,X
ZITLOJS,O,O,O,O,X,X,O,X
ZITLOSJ,O,O,O,O,X,X,O,X
ZITJLSO,O,O,O,X,X,X,O,X
ZITJLOS,O,O,O,X,X,X,O,X
ZITJSLO,O,O,O,X,X,X,O,X
ZITJSOL,O,O,O,X,X,X,O,X
ZITJOLS,O,O,O,X,X,X,O,X
ZITJOSL,O,O,O,X,X,X,O,X
ZITSLJO,O,O,O,X,X,O,O,X
ZITSLOJ,O,O,O,X,X,O,O,X
ZITSJLO,O,O,O,X,X,X,O,X
ZITSJOL,O,O,O,X,X,X,O,X
ZITSOLJ,O,O,O,X,X,X,O,O
ZITSOJL,O,O,O,X,X,X,O,O
ZITOLJS,O,O,O,O,X,X,O,X
ZITOLSJ,O,O,O,O,X,X,O,X
ZITOJLS,O,O,O,O,X,X,O,X
ZITOJSL,O,O,O,O,X,X,O,X
ZITOSLJ,O,O,O,O,X,X,O,O
ZITOSJL,O,O,O,O,X,X,O,O
ZILTJSO,O,O,O,X,O,X,O,X
ZILTJOS,O,O,O,X,O,X,O,X
ZILTSJO,O,O,O,X,X,X,O,X
ZILTSOJ,O,O,O,X,X,X,O,X
ZILTOJS,O,O,O,O,X,X,O,X
ZILTOSJ,O,O,O,O,X,X,O,X
ZILJTSO,O,O,O,X,O,X,O,X
ZILJTOS,O,O,O,X,O,X,O,X
ZILJSTO,O,O,O,X,X,X,O,X
ZILJSOT,O,O,X,X,O,X,O,X
ZILJOTS,O,X,X,O,O,X,X,X
ZILJOST,O,O,X,O,O,X,X,X
ZILSTJO,O,O,O,X,X,O,O,X
ZILSTOJ,O,O,O,X,X,O,O,X
ZILSJTO,O,O,O,X,X,X,O,X
ZILSJOT,O,O,X,X,X,X,O,X
ZILSOTJ,O,O,X,O,X,O,O,O
ZILSOJT,O,O,X,O,X,X,O,O
ZILOTJS,O,O,X,O,X,X,O,X
ZILOTSJ,O,O,X,O,X,X,O,X
ZILOJTS,O,X,X,O,X,X,O,X
ZILOJST,O,O,X,O,X,X,O,X
ZILOSTJ,O,O,X,O,X,O,O,O
ZILOSJT,O,O,X,O,X,X,O,O
ZIJTLSO,O,O,O,X,X,X,O,X
ZIJTLOS,O,O,O,X,X,X,O,X
ZIJTSLO,O,O,O,X,X,X,O,X
ZIJTSOL,O,O,O,X,X,X,O,X
ZIJTOLS,O,O,O,X,X,X,O,X
ZIJTOSL,O,O,O,X,X,X,O,X
ZIJLTSO,O,O,O,X,O,X,O,X
ZIJLTOS,O,O,O,X,O,X,O,X
ZIJLSTO,O,O,O,X,X,X,O,X
ZIJLSOT,O,O,X,X,O,X,O,X
ZIJLOTS,O,X,X,O,O,X,X,X
ZIJLOST,O,O,X,O,O,X,X,X
ZIJSTLO,O,O,O,X,X,X,O,X
ZIJSTOL,O,O,O,X,X,X,O,X
ZIJSLTO,O,O,O,X,X,X,O,X
ZIJSLOT,O,O,X,X,X,X,O,X
ZIJSOTL,O,X,O,X,X,X,O,O
ZIJSOLT,O,O,X,X,X,X,O,O
ZIJOTLS,O,X,O,O,X,X,O,X
ZIJOTSL,O,X,O,O,X,X,O,X
ZIJOLTS,O,X,X,O,O,X,O,X
ZIJOLST,O,O,X,O,O,X,O,X
ZIJOSTL,O,X,O,O,X,X,O,O
ZIJOSLT,O,O,X,O,X,X,O,O
ZISTLJO,O,O,O,X,X,O,O,X
ZISTLOJ,O,O,O,X,X,O,O,X
ZISTJLO,O,O,O,X,X,X,O,X
ZISTJOL,O,O,O,X,X,X,O,X
ZISTOLJ,O,O,O,X,X,X,O,O
ZISTOJL,O,O,O,X,X,X,O,O
ZISLTJO,O,O,O,X,X,O,O,X
ZISLTOJ,O,O,O,X,X,O,O,X
ZISLJTO,O,O,O,X,X,X,O,X
ZISLJOT,O,O,X,X,X,X,O,X
ZISLOTJ,O,O,X,O,X,O,O,O
ZISLOJT,O,O,X,O,X,X,O,O
ZISJTLO,O,O,O,X,X,X,O,X
ZISJTOL,O,O,O,X,X,X,O,X
ZISJLTO,O,O,O,X,X,X,O,X
ZISJLOT,O,O,X,X,X,X,O,X
ZISJOTL,O,X,O,X,X,X,O,O
ZISJOLT,O,O,X,X,X,X,O,O
ZISOTLJ,O,O,O,O,X,X,O,O
ZISOTJL,O,O,O,O,X,X,O,O
ZISOLTJ,O,O,X,O,X,X,O,O
ZISOLJT,O,O,X,O,X,X,O,O
ZISOJTL,O,X,O,O,X,X,O,O
ZISOJLT,O,O,X,O,X,X,O,O
ZIOTLJS,O,O,O,O,X,X,O,X
ZIOTLSJ,O,O,O,O,X,X,O,X
ZIOTJLS,O,O,O,O,X,X,O,X
ZIOTJSL,O,O,O,O,X,X,O,X
ZIOTSLJ,O,O,O,O,X,X,O,O
ZIOTSJL,O,O,O,O,X,X,O,O
ZIOLTJS,O,O,X,O,X,X,O,X
ZIOLTSJ,O,O,X,O,X,X,O,X
ZIOLJTS,O,X,X,O,X,X,O,X
ZIOLJST,O,O,X,O,X,X,O,X
ZIOLSTJ,O,O,X,O,X,X,O,O
ZIOLSJT,O,O,X,O,X,X,O,O
ZIOJTLS,O,X,O,O,X,X,O,X
ZIOJTSL,O,X,O,O,X,X,O,X
ZIOJLTS,O,X,X,O,X,X,O,X
ZIOJLST,O,O,X,O,X,X,O,X
ZIOJSTL,O,X,O,O,X,X,O,O
ZIOJSLT,O,O,X,O,X,X,O,O
ZIOSTLJ,O,O,O,O,X,X,O,O
ZIOSTJL,O,O,O,O,X,X,O,O
ZIOSLTJ,O,O,X,O,X,X,O,O
ZIOSLJT,O,O,X,O,X,X,O,O
ZIOSJTL,O,X,O,O,X,X,O,O
ZIOSJLT,O,O,X,O,X,X,O,O
ZLTIJSO,O,O,O,X,O,X,O,X
ZLTIJOS,O,O,O,X,O,X,O,X
ZLTISJO,O,O,O,X,X,X,O,X
ZLTISOJ,O,O,O,X,X,X,O,X
ZLTIOJS,O,O,O,O,X,X,O,X
ZLTIOSJ,O,O,O,O,X,X,O,X
ZLTJISO,O,O,O,X,O,X,O,X
ZLTJIOS,O,O,O,X,O,X,O,X
ZLTJSIO,O,O,O,X,O,X,O,X
ZLTJSOI,O,O,O,X,O,X,X,X
ZLTJOIS,O,O,O,X,O,X,O,X
ZLTJOSI,O,O,O,X,O,X,O,X
ZLTSIJO,O,O,O,X,X,X,O,X
ZLTSIOJ,O,O,O,X,X,X,O,X
ZLTSJIO,O,O,O,X,X,X,O,X
ZLTSJOI,O,O,O,X,X,X,O,X
ZLTSOIJ,O,O,O,X,X,X,O,X
ZLTSOJI,O,O,O,X,X,X,O,X
ZLTOIJS,O,O,O,O,X,X,O,X
ZLTOISJ,O,O,O,O,X,X,O,X
ZLTOJIS,O,O,O,O,X,X,O,X
ZLTOJSI,O,O,O,O,X,X,O,X
ZLTOSIJ,O,O,O,O,X,X,O,X
ZLTOSJI,O,O,O,O,X,X,O,X
ZLITJSO,O,O,O,X,O,X,O,X
ZLITJOS,O,O,O,X,O,X,O,X
ZLITSJO,O,O,O,X,X,X,O,X
ZLITSOJ,O,O,O,X,X,X,O,X
ZLITOJS,O,O,O,O,X,X,O,X
ZLITOSJ,O,O,O,O,X,X,O,X
ZLIJTSO,O,O,O,X,O,X,O,X
ZLIJTOS,O,O,O,X,O,X,O,X
ZLIJSTO,O,O,O,X,X,X,O,X
ZLIJSOT,O,O,X,X,O,X,O,X
ZLIJOTS,O,X,X,O,O,X,X,X
ZLIJOST,O,O,X,O,O,X,X,X
ZLISTJO,O,O,O,X,X,O,O,X
ZLISTOJ,O,O,O,X,X,O,O,X
ZLISJTO,O,O,O,X,X,X,O,X
ZLISJOT,O,O,X,X,X,X,O,X
ZLISOTJ,O,O,X,O,X,O,O,O
ZLISOJT,O,O,X,O,X,X,O,O
ZLIOTJS,O,O,X,O,X,X,O,X
ZLIOTSJ,O,O,X,O,X,X,O,X
ZLIOJTS,O,X,X,O,X,X,O,X
ZLIOJST,O,O,X,O,X,X,O,X
ZLIOSTJ,O,O,X,O,X,O,O,O
ZLIOSJT,O,O,X,O,X,X,O,O
ZLJTISO,O,O,O,X,O,X,O,X
ZLJTIOS,O,O,O,X,O,X,O,X
ZLJTSIO,O,O,O,X,O,X,O,X
ZLJTSOI,O,O,O,X,O,X,X,X
ZLJTOIS,O,O,O,X,O,X,O,X
ZLJTOSI,O,O,O,X,O,X,X,X
ZLJITSO,O,O,O,X,O,X,O,X
ZLJITOS,O,O,O,X,O,X,O,X
ZLJISTO,O,O,O,X,X,X,O,X
ZLJISOT,O,O,X,X,O,X,O,X
ZLJIOTS,O,X,X,O,O,X,X,X
ZLJIOST,O,O,X,O,O,X,X,X
ZLJSTIO,O,O,O,X,X,X,O,X
ZLJSTOI,O,O,O,X,X,X,O,X
ZLJSITO,O,O,O,X,X,X,O,X
ZLJSIOT,O,O,X,X,O,X,O,X
ZLJSOTI,O,O,X,X,O,X,X,X
ZLJSOIT,O,O,X,X,O,X,O,X
ZLJOTIS,O,X,X,O,O,X,X,X
ZLJOTSI,O,X,X,O,O,X,X,X
ZLJOITS,O,X,X,O,O,X,X,X
ZLJOIST,O,O,X,O,O,X,X,X
ZLJOSTI,O,O,X,O,O,X,X,X
ZLJOSIT,O,O,X,O,O,X,X,X
ZLSTIJO,O,O,O,X,X,O,O,X
ZLSTIOJ,O,O,O,X,X,O,O,X
ZLSTJIO,O,O,O,X,X,O,O,X
ZLSTJOI,O,O,O,X,X,O,O,X
ZLSTOIJ,O,O,O,X,X,O,O,X
ZLSTOJI,O,O,O,X,X,O,O,X
ZLSITJO,O,O,O,X,X,O,O,X
ZLSITOJ,O,O,O,X,X,O,O,X
ZLSIJTO,O,O,O,X,X,X,O,X
ZLSIJOT,O,O,X,X,X,X,O,X
ZLSIOTJ,O,O,X,O,X,O,O,O
ZLSIOJT,O,O,X,O,X,X,O,O
ZLSJTIO,O,O,O,X,X,X,O,X
ZLSJTOI,O,O,O,X,X,X,O,X
ZLSJITO,O,O,O,X,X,X,O,X
ZLSJIOT,O,O,X,X,X,X,O,X
ZLSJOTI,O,O,X,X,X,X,O,X
ZLSJOIT,O,O,X,X,X,X,O,X
