sequence,v115@zgA8IeA8IeB8CeB8CeC8AeE8AeB8BeF8Jez6IvhFGc?BxdB0iB6oBllB3qB,v115@zgA8IeA8IeB8CeB8CeC8AeE8AeB8BeF8Jez6IvhFSh?BmdB5jB0iBllB3qB,v115@zgA8IeA8IeB8CeB8CeC8AeE8AeB8BeF8JeG7IvhFTc?B/iBajB5jBllBUqB,v115@zgA8IeA8IeB8CeB8CeC8AeE8AeB8BeF8JefAJvhFlb?BchBidB5jBziB+qB,v115@zgA8IeA8IeB8CeB8CeC8AeE8AeB8BeF8JeR7IvhFch?BTdBFgB6oBXjB+qB
OITZJLS,O,O,X,X,X
OITZJSL,O,O,O,X,X
OITZSLJ,X,O,O,X,X
OITZSJL,O,O,O,X,X
OILTJSZ,O,X,O,O,X
OILTJZS,O,O,X,O,X
OILTSJZ,O,X,O,O,X
OILTSZJ,X,O,O,X,X
OILTZJS,O,O,X,X,X
OILTZSJ,O,O,X,X,X
OILJTSZ,O,X,X,O,X
OILJTZS,O,X,X,O,O
OILJSTZ,O,X,X,O,X
OILJSZT,O,X,X,O,X
OILJZTS,O,O,X,O,O
OILJZST,O,O,X,O,X
OILSTJZ,O,X,O,O,X
OILSTZJ,X,X,O,X,X
OILSJTZ,O,X,O,O,X
OILSJZT,O,X,X,O,X
OILSZTJ,X,X,O,X,X
OILSZJT,X,O,X,O,X
OILZTJS,O,O,X,X,X
OILZTSJ,O,O,X,X,X
OILZJTS,O,O,X,O,X
OILZJST,O,O,X,O,X
OILZSTJ,O,X,X,X,X
OILZSJT,O,O,X,O,X
OIJTLSZ,X,X,O,O,X
OIJTLZS,X,O,X,O,O
OIJTSLZ,X,X,O,O,X
OIJTSZL,X,X,O,O,X
OIJTZLS,X,O,X,O,O
OIJTZSL,X,O,O,O,O
OIJLTSZ,O,X,X,O,X
OIJLTZS,O,X,X,O,O
OIJLSTZ,O,X,X,O,X
OIJLSZT,O,X,X,O,X
OIJLZTS,O,O,X,O,O
OIJLZST,O,O,X,O,X
OIJSTLZ,X,X,O,O,X
OIJSTZL,X,X,O,O,X
OIJSLTZ,X,X,O,O,X
OIJSLZT,X,X,X,O,X
OIJSZTL,X,X,X,O,X
OIJSZLT,X,X,X,O,X
OIJZTLS,O,O,X,O,O
OIJZTSL,O,O,X,O,O
OIJZLTS,O,O,X,O,O
OIJZLST,O,O,X,O,X
OIJZSTL,O,O,X,O,X
OIJZSLT,O,O,X,O,X
OISTLJZ,X,X,O,O,X
OISTLZJ,X,O,O,X,X
OISTJLZ,X,X,O,O,X
OISTJZL,X,X,O,O,X
OISTZLJ,X,O,O,X,X
OISTZJL,X,O,O,X,X
OISLTJZ,X,X,O,O,X
OISLTZJ,X,X,O,X,X
OISLJTZ,X,X,O,O,X
OISLJZT,X,X,X,O,X
OISLZTJ,X,X,O,X,X
OISLZJT,X,O,X,O,X
OISJTLZ,X,X,O,O,X
OISJTZL,X,X,O,O,X
OISJLTZ,X,X,O,O,X
OISJLZT,X,X,X,O,X
OISJZTL,X,X,X,O,X
OISJZLT,X,X,X,O,X
OISZTLJ,X,O,O,X,X
OISZTJL,X,O,O,X,X
OISZLTJ,X,X,O,X,X
OISZLJT,X,O,X,O,X
OISZJTL,X,O,X,O,X
OISZJLT,X,O,X,O,X
OIZTLJS,O,O,X,X,X
OIZTLSJ,O,O,X,X,X
OIZTJLS,O,O,X,X,X
OIZTJSL,O,O,O,X,X
OIZTSLJ,X,O,O,X,X
OIZTSJL,O,O,O,X,X
OIZLTJS,O,O,X,X,X
OIZLTSJ,O,O,X,X,X
OIZLJTS,O,O,X,O,X
OIZLJST,O,O,X,O,X
OIZLSTJ,O,X,X,X,X
OIZLSJT,O,O,X,O,X
OIZJTLS,O,O,X,O,X
OIZJTSL,O,O,X,O,X
OIZJLTS,O,O,X,O,X
OIZJLST,O,O,X,O,X
OIZJSTL,O,O,X,O,X
OIZJSLT,O,O,X,O,X
OIZSTLJ,X,O,O,X,X
OIZSTJL,O,O,O,X,X
OIZSLTJ,X,X,O,X,X
OIZSLJT,X,O,X,O,X
OIZSJTL,O,O,X,O,X
OIZSJLT,O,O,X,O,X
OLTIJSZ,O,X,O,O,X
OLTIJZS,O,O,X,O,X
OLTISJZ,O,X,O,O,X
OLTISZJ,X,O,O,X,X
OLTIZJS,O,O,X,X,X
OLTIZSJ,O,O,X,X,X
OLTJISZ,O,X,O,O,X
OLTJIZS,O,O,X,O,O
OLTJSIZ,O,X,O,O,X
OLTJSZI,O,X,O,O,O
OLTJZIS,O,O,X,O,O
OLTJZSI,O,O,X,O,O
OLTSIJZ,O,X,O,O,X
OLTSIZJ,X,O,O,X,X
OLTSJIZ,O,X,O,O,X
OLTSJZI,O,X,O,O,X
OLTSZIJ,O,O,O,X,X
OLTSZJI,O,O,O,X,X
OLTZIJS,O,O,X,X,X
OLTZISJ,O,O,X,X,X
OLTZJIS,O,O,X,X,X
OLTZJSI,O,O,X,X,X
OLTZSIJ,O,O,X,X,X
OLTZSJI,O,O,X,X,X
OLITJSZ,O,X,O,O,X
OLITJZS,O,O,X,O,X
OLITSJZ,O,X,O,O,X
OLITSZJ,X,O,O,X,X
OLITZJS,O,O,X,X,X
OLITZSJ,O,O,X,X,X
OLIJTSZ,O,X,X,O,X
OLIJTZS,O,X,X,O,O
OLIJSTZ,O,X,X,O,X
OLIJSZT,O,X,X,O,X
OLIJZTS,O,O,X,O,O
OLIJZST,O,O,X,O,X
OLISTJZ,O,X,O,O,X
OLISTZJ,X,X,O,X,X
OLISJTZ,O,X,O,O,X
OLISJZT,O,X,X,O,X
OLISZTJ,X,X,O,X,X
OLISZJT,X,O,X,O,X
OLIZTJS,O,O,X,X,X
OLIZTSJ,O,O,X,X,X
OLIZJTS,O,O,X,O,X
OLIZJST,O,O,X,O,X
OLIZSTJ,O,X,X,X,X
OLIZSJT,O,O,X,O,X
OLJTISZ,O,X,X,O,X
OLJTIZS,O,X,X,O,O
OLJTSIZ,O,X,X,O,X
OLJTSZI,O,X,X,O,O
OLJTZIS,O,X,X,O,O
OLJTZSI,O,X,X,O,O
OLJITSZ,O,X,X,O,X
OLJITZS,O,X,X,O,O
OLJISTZ,O,X,X,O,X
OLJISZT,O,X,X,O,X
OLJIZTS,O,O,X,O,O
OLJIZST,O,O,X,O,X
OLJSTIZ,X,X,X,O,X
OLJSTZI,X,X,X,O,O
OLJSITZ,O,X,X,O,X
OLJSIZT,O,X,X,O,X
OLJSZTI,X,X,X,O,O
OLJSZIT,O,X,X,O,X
OLJZTIS,O,O,X,O,O
OLJZTSI,O,X,X,O,O
OLJZITS,O,O,X,O,O
OLJZIST,O,O,X,O,X
OLJZSTI,X,X,X,O,O
OLJZSIT,O,O,X,O,X
OLSTIJZ,O,X,O,O,X
OLSTIZJ,X,X,O,X,X
OLSTJIZ,O,X,O,O,X
OLSTJZI,O,X,O,O,X
OLSTZIJ,O,X,O,X,X
OLSTZJI,O,X,O,X,X
OLSITJZ,O,X,O,O,X
OLSITZJ,X,X,O,X,X
OLSIJTZ,O,X,O,O,X
OLSIJZT,O,X,X,O,X
OLSIZTJ,X,X,O,X,X
OLSIZJT,X,O,X,O,X
OLSJTIZ,X,X,O,O,X
OLSJTZI,X,X,O,O,O
OLSJITZ,O,X,O,O,X
OLSJIZT,O,X,X,O,X
OLSJZTI,X,X,X,O,O
OLSJZIT,O,X,X,O,X
OLSZTIJ,O,X,O,X,X
OLSZTJI,O,X,O,X,X
OLSZITJ,O,X,O,X,X
OLSZIJT,O,O,X,O,X
OLSZJTI,X,X,X,O,X
OLSZJIT,O,O,X,O,X
OLZTIJS,O,O,X,X,X
OLZTISJ,O,O,X,X,X
OLZTJIS,O,O,X,X,X
OLZTJSI,O,O,X,X,X
OLZTSIJ,O,O,X,X,X
OLZTSJI,O,O,X,X,X
OLZITJS,O,O,X,X,X
OLZITSJ,O,O,X,X,X
OLZIJTS,O,O,X,O,X
OLZIJST,O,O,X,O,X
OLZISTJ,O,X,X,X,X
OLZISJT,O,O,X,O,X
OLZJTIS,O,O,X,O,O
OLZJTSI,O,O,X,O,O
OLZJITS,O,O,X,O,O
OLZJIST,O,O,X,O,X
OLZJSTI,X,X,X,O,O
OLZJSIT,O,O,X,O,X
OLZSTIJ,O,X,X,X,X
OLZSTJI,O,X,X,X,X
OLZSITJ,O,X,X,X,X
OLZSIJT,O,O,X,O,X
OLZSJTI,X,X,X,O,X
OLZSJIT,O,O,X,O,X
OJTILSZ,O,X,O,O,X
OJTILZS,O,O,X,O,O
OJTISLZ,X,X,O,O,X
OJTISZL,X,X,O,O,X
OJTIZLS,O,O,X,O,O
OJTIZSL,O,O,O,O,O
OJTLISZ,O,X,O,O,X
OJTLIZS,O,O,X,O,O
OJTLSIZ,O,X,O,O,X
OJTLSZI,O,X,O,O,O
OJTLZIS,O,O,X,O,O
OJTLZSI,O,O,X,O,O
OJTSILZ,X,X,O,O,X
OJTSIZL,X,X,O,O,X
OJTSLIZ,O,X,O,O,X
OJTSLZI,O,X,O,O,O
OJTSZIL,O,X,O,O,O
OJTSZLI,O,X,O,O,O
OJTZILS,O,O,X,O,O
OJTZISL,O,O,O,O,O
OJTZLIS,O,O,X,O,O
OJTZLSI,O,O,X,O,O
OJTZSIL,O,O,O,O,O
OJTZSLI,O,O,O,O,O
OJITLSZ,X,X,O,O,X
OJITLZS,X,O,X,O,O
OJITSLZ,X,X,O,O,X
OJITSZL,X,X,O,O,X
OJITZLS,X,O,X,O,O
OJITZSL,X,O,O,O,O
OJILTSZ,O,X,X,O,X
OJILTZS,O,X,X,O,O
OJILSTZ,O,X,X,O,X
OJILSZT,O,X,X,O,X
OJILZTS,O,O,X,O,O
OJILZST,O,O,X,O,X
OJISTLZ,X,X,O,O,X
OJISTZL,X,X,O,O,X
OJISLTZ,X,X,O,O,X
OJISLZT,X,X,X,O,X
OJISZTL,X,X,X,O,X
OJISZLT,X,X,X,O,X
OJIZTLS,O,O,X,O,O
OJIZTSL,O,O,X,O,O
OJIZLTS,O,O,X,O,O
OJIZLST,O,O,X,O,X
OJIZSTL,O,O,X,O,X
OJIZSLT,O,O,X,O,X
OJLTISZ,O,X,X,O,X
OJLTIZS,O,X,X,O,O
OJLTSIZ,O,X,X,O,X
OJLTSZI,O,X,X,O,O
OJLTZIS,O,X,X,O,O
OJLTZSI,O,X,X,O,O
OJLITSZ,O,X,X,O,X
OJLITZS,O,X,X,O,O
OJLISTZ,O,X,X,O,X
OJLISZT,O,X,X,O,X
OJLIZTS,O,O,X,O,O
OJLIZST,O,O,X,O,X
OJLSTIZ,X,X,X,O,X
OJLSTZI,X,X,X,O,O
OJLSITZ,O,X,X,O,X
OJLSIZT,O,X,X,O,X
OJLSZTI,X,X,X,O,O
OJLSZIT,O,X,X,O,X
OJLZTIS,O,O,X,O,O
OJLZTSI,O,X,X,O,O
OJLZITS,O,O,X,O,O
OJLZIST,O,O,X,O,X
OJLZSTI,X,X,X,O,O
OJLZSIT,O,O,X,O,X
OJSTILZ,X,X,O,O,X
OJSTIZL,X,X,O,O,X
OJSTLIZ,X,X,O,O,X
OJSTLZI,X,X,O,O,O
OJSTZIL,X,X,O,O,O
OJSTZLI,X,X,O,O,O
OJSITLZ,X,X,O,O,X
OJSITZL,X,X,O,O,X
OJSILTZ,X,X,O,O,X
OJSILZT,X,X,X,O,X
OJSIZTL,X,X,X,O,X
OJSIZLT,X,X,X,O,X
OJSLTIZ,X,X,O,O,X
OJSLTZI,X,X,O,O,O
OJSLITZ,O,X,O,O,X
OJSLIZT,O,X,X,O,X
OJSLZTI,X,X,X,O,O
OJSLZIT,O,X,X,O,X
OJSZTIL,X,X,X,O,O
OJSZTLI,X,X,X,O,O
OJSZITL,O,X,X,O,X
OJSZILT,O,X,X,O,X
OJSZLTI,X,X,X,O,O
OJSZLIT,O,X,X,O,X
OJZTILS,O,O,X,O,O
OJZTISL,O,O,X,O,O
OJZTLIS,O,O,X,O,O
OJZTLSI,O,O,X,O,O
OJZTSIL,O,O,X,O,O
OJZTSLI,O,O,X,O,O
OJZITLS,O,O,X,O,O
OJZITSL,O,O,X,O,O
OJZILTS,O,O,X,O,O
OJZILST,O,O,X,O,X
OJZISTL,O,O,X,O,X
OJZISLT,O,O,X,O,X
OJZLTIS,O,O,X,O,O
OJZLTSI,O,O,X,O,O
OJZLITS,O,O,X,O,O
OJZLIST,O,O,X,O,X
OJZLSTI,X,X,X,O,O
OJZLSIT,O,O,X,O,X
OJZSTIL,X,O,X,O,O
OJZSTLI,X,O,X,O,O
OJZSITL,O,O,X,O,X
OJZSILT,O,O,X,O,X
OJZSLTI,X,X,X,O,O
OJZSLIT,O,O,X,O,X
OSTILJZ,X,X,O,O,X
OSTILZJ,X,O,O,X,X
OSTIJLZ,X,X,O,O,X
OSTIJZL,X,X,O,O,X
OSTIZLJ,X,O,O,X,X
OSTIZJL,X,O,O,X,X
OSTLIJZ,O,X,O,O,X
OSTLIZJ,X,O,O,X,X
OSTLJIZ,O,X,O,O,X
OSTLJZI,O,X,O,O,X
OSTLZIJ,O,O,O,X,X
OSTLZJI,O,O,O,X,X
OSTJILZ,X,X,O,O,X
OSTJIZL,X,X,O,O,X
OSTJLIZ,O,X,O,O,X
OSTJLZI,O,X,O,O,X
OSTJZIL,O,X,O,O,X
OSTJZLI,O,X,O,O,X
OSTZILJ,X,O,O,X,X
OSTZIJL,O,O,O,X,X
OSTZLIJ,O,O,O,X,X
OSTZLJI,O,O,O,X,X
OSTZJIL,O,O,O,X,X
OSTZJLI,O,O,O,X,X
OSITLJZ,X,X,O,O,X
OSITLZJ,X,O,O,X,X
OSITJLZ,X,X,O,O,X
OSITJZL,X,X,O,O,X
OSITZLJ,X,O,O,X,X
OSITZJL,X,O,O,X,X
OSILTJZ,X,X,O,O,X
OSILTZJ,X,X,O,X,X
OSILJTZ,X,X,O,O,X
OSILJZT,X,X,X,O,X
OSILZTJ,X,X,O,X,X
OSILZJT,X,O,X,O,X
OSIJTLZ,X,X,O,O,X
OSIJTZL,X,X,O,O,X
OSIJLTZ,X,X,O,O,X
OSIJLZT,X,X,X,O,X
OSIJZTL,X,X,X,O,X
OSIJZLT,X,X,X,O,X
OSIZTLJ,X,O,O,X,X
OSIZTJL,X,O,O,X,X
OSIZLTJ,X,X,O,X,X
OSIZLJT,X,O,X,O,X
OSIZJTL,X,O,X,O,X
OSIZJLT,X,O,X,O,X
OSLTIJZ,O,X,O,O,X
OSLTIZJ,X,X,O,X,X
OSLTJIZ,O,X,O,O,X
OSLTJZI,O,X,O,O,X
OSLTZIJ,O,X,O,X,X
OSLTZJI,O,X,O,X,X
OSLITJZ,O,X,O,O,X
OSLITZJ,X,X,O,X,X
OSLIJTZ,O,X,O,O,X
OSLIJZT,O,X,X,O,X
OSLIZTJ,X,X,O,X,X
OSLIZJT,X,O,X,O,X
OSLJTIZ,X,X,O,O,X
OSLJTZI,X,X,O,O,O
OSLJITZ,O,X,O,O,X
OSLJIZT,O,X,X,O,X
OSLJZTI,X,X,X,O,O
OSLJZIT,O,X,X,O,X
OSLZTIJ,O,X,O,X,X
OSLZTJI,O,X,O,X,X
OSLZITJ,O,X,O,X,X
OSLZIJT,O,O,X,O,X
OSLZJTI,X,X,X,O,X
OSLZJIT,O,O,X,O,X
OSJTILZ,X,X,O,O,X
OSJTIZL,X,X,O,O,X
OSJTLIZ,X,X,O,O,X
OSJTLZI,X,X,O,O,O
OSJTZIL,X,X,O,O,O
OSJTZLI,X,X,O,O,O
OSJITLZ,X,X,O,O,X
OSJITZL,X,X,O,O,X
OSJILTZ,X,X,O,O,X
OSJILZT,X,X,X,O,X
OSJIZTL,X,X,X,O,X
OSJIZLT,X,X,X,O,X
OSJLTIZ,X,X,O,O,X
OSJLTZI,X,X,O,O,O
OSJLITZ,O,X,O,O,X
OSJLIZT,O,X,X,O,X
OSJLZTI,X,X,X,O,O
OSJLZIT,O,X,X,O,X
OSJZTIL,X,X,X,O,O
OSJZTLI,X,X,X,O,O
OSJZITL,O,X,X,O,X
OSJZILT,O,X,X,O,X
OSJZLTI,X,X,X,O,O
OSJZLIT,O,X,X,O,X
OSZTILJ,X,O,O,X,X
OSZTIJL,O,O,O,X,X
OSZTLIJ,O,O,O,X,X
OSZTLJI,O,O,O,X,X
OSZTJIL,O,O,O,X,X
OSZTJLI,O,O,O,X,X
OSZITLJ,X,O,O,X,X
OSZITJL,O,O,O,X,X
OSZILTJ,X,X,O,X,X
OSZILJT,X,O,X,O,X
OSZIJTL,O,O,X,O,X
OSZIJLT,O,O,X,O,X
OSZLTIJ,O,X,O,X,X
OSZLTJI,O,X,O,X,X
OSZLITJ,O,X,O,X,X
OSZLIJT,O,O,X,O,X
OSZLJTI,X,X,X,O,X
OSZLJIT,O,O,X,O,X
OSZJTIL,X,O,X,O,X
OSZJTLI,X,O,X,O,X
OSZJITL,O,O,X,O,X
OSZJILT,O,O,X,O,X
OSZJLTI,X,X,X,O,X
OSZJLIT,O,O,X,O,X
OZTILJS,O,O,X,X,X
OZTILSJ,O,O,X,X,X
OZTIJLS,O,O,X,X,X
OZTIJSL,O,O,O,X,X
OZTISLJ,X,O,O,X,X
OZTISJL,O,O,O,X,X
OZTLIJS,O,O,X,X,X
OZTLISJ,O,O,X,X,X
OZTLJIS,O,O,X,X,X
OZTLJSI,O,O,X,X,X
OZTLSIJ,O,O,X,X,X
OZTLSJI,O,O,X,X,X
OZTJILS,O,O,X,X,X
OZTJISL,O,O,O,X,X
OZTJLIS,O,O,X,X,X
OZTJLSI,O,O,X,X,X
OZTJSIL,O,O,O,X,X
OZTJSLI,O,O,O,X,X
OZTSILJ,X,O,O,X,X
OZTSIJL,O,O,O,X,X
OZTSLIJ,O,O,O,X,X
OZTSLJI,O,O,O,X,X
OZTSJIL,O,O,O,X,X
OZTSJLI,O,O,O,X,X
OZITLJS,O,O,X,X,X
OZITLSJ,O,O,X,X,X
OZITJLS,O,O,X,X,X
OZITJSL,O,O,O,X,X
OZITSLJ,X,O,O,X,X
OZITSJL,O,O,O,X,X
OZILTJS,O,O,X,X,X
OZILTSJ,O,O,X,X,X
OZILJTS,O,O,X,O,X
OZILJST,O,O,X,O,X
OZILSTJ,O,X,X,X,X
OZILSJT,O,O,X,O,X
OZIJTLS,O,O,X,O,X
OZIJTSL,O,O,X,O,X
OZIJLTS,O,O,X,O,X
OZIJLST,O,O,X,O,X
OZIJSTL,O,O,X,O,X
OZIJSLT,O,O,X,O,X
OZISTLJ,X,O,O,X,X
OZISTJL,O,O,O,X,X
OZISLTJ,X,X,O,X,X
OZISLJT,X,O,X,O,X
OZISJTL,O,O,X,O,X
OZISJLT,O,O,X,O,X
OZLTIJS,O,O,X,X,X
OZLTISJ,O,O,X,X,X
OZLTJIS,O,O,X,X,X
OZLTJSI,O,O,X,X,X
OZLTSIJ,O,O,X,X,X
OZLTSJI,O,O,X,X,X
OZLITJS,O,O,X,X,X
OZLITSJ,O,O,X,X,X
OZLIJTS,O,O,X,O,X
OZLIJST,O,O,X,O,X
OZLISTJ,O,X,X,X,X
OZLISJT,O,O,X,O,X
OZLJTIS,O,O,X,O,O
OZLJTSI,O,O,X,O,O
OZLJITS,O,O,X,O,O
OZLJIST,O,O,X,O,X
OZLJSTI,X,X,X,O,O
OZLJSIT,O,O,X,O,X
OZLSTIJ,O,X,X,X,X
OZLSTJI,O,X,X,X,X
OZLSITJ,O,X,X,X,X
OZLSIJT,O,O,X,O,X
OZLSJTI,X,X,X,O,X
OZLSJIT,O,O,X,O,X
OZJTILS,O,O,X,O,O
OZJTISL,O,O,X,O,O
OZJTLIS,O,O,X,O,O
OZJTLSI,O,O,X,O,O
OZJTSIL,O,O,X,O,O
OZJTSLI,O,O,X,O,O
OZJITLS,O,O,X,O,O
OZJITSL,O,O,X,O,O
OZJILTS,O,O,X,O,O
OZJILST,O,O,X,O,X
OZJISTL,O,O,X,O,X
OZJISLT,O,O,X,O,X
OZJLTIS,O,O,X,O,O
OZJLTSI,O,O,X,O,O
OZJLITS,O,O,X,O,O
OZJLIST,O,O,X,O,X
OZJLSTI,X,X,X,O,O
OZJLSIT,O,O,X,O,X
OZJSTIL,X,O,X,O,O
OZJSTLI,X,O,X,O,O
OZJSITL,O,O,X,O,X
OZJSILT,O,O,X,O,X
OZJSLTI,X,X,X,O,O
OZJSLIT,O,O,X,O,X
OZSTILJ,X,O,O,X,X
OZSTIJL,O,O,O,X,X
OZSTLIJ,O,O,O,X,X
OZSTLJI,O,O,O,X,X
OZSTJIL,O,O,O,X,X
OZSTJLI,O,O,O,X,X
OZSITLJ,X,O,O,X,X
OZSITJL,O,O,O,X,X
OZSILTJ,X,X,O,X,X
OZSILJT,X,O,X,O,X
OZSIJTL,O,O,X,O,X
OZSIJLT,O,O,X,O,X
OZSLTIJ,O,X,O,X,X
OZSLTJI,O,X,O,X,X
OZSLITJ,O,X,O,X,X
OZSLIJT,O,O,X,O,X
OZSLJTI,X,X,X,O,X
OZSLJIT,O,O,X,O,X
OZSJTIL,X,O,X,O,X
OZSJTLI,X,O,X,O,X
OZSJITL,O,O,X,O,X
OZSJILT,O,O,X,O,X
OZSJLTI,X,X,X,O,X
OZSJLIT,O,O,X,O,X
