sequence,v115@6gC8IeB8GeC8AeA8CeH8AeE8Je2/IvhFRbBzcBUhB3?iBClBFrB,v115@6gC8IeB8GeC8AeA8CeH8AeE8Jex6IvhFOhB8hB6kBT?gB3iBFrB,v115@6gC8IeB8GeC8AeA8CeH8AeE8JeT6IvhFxbB8hBmgB3?iBClBFrB,v115@6gC8IeB8GeC8AeA8CeH8AeE8JeT6IvhFxbB2iB8kBF?hBfrBCsB,v115@6gC8IeB8GeC8AeA8CeH8AeE8JeaBJvhFzcBxfB3iBG?lBcrBlpB,v115@6gC8IeB8GeC8AeA8CeH8AeE8Jem7IvhFzcBxfB3iB6?kBllBcrB,v115@6gC8IeB8GeC8AeA8CeH8AeE8JeT6IvhFxbByhB8kBW?mB3iBFrB,v115@6gC8IeB8GeC8AeA8CeH8AeE8JeT6IvhFFcB2iBClBx?mB/lBcrB,v115@6gC8IeB8GeC8AeA8CeH8AeE8Jex7IvhF8hBmfBzgB3?iB6kBFrB,v115@6gC8IeB8GeC8AeA8CeH8AeE8JeT6IvhF8kBliBRmBC?mB3mBmqB
JOZTILS,X,X,X,O,X,X,X,X,X,X
JOZTISL,X,X,X,O,X,X,X,X,X,X
JOZTLIS,X,X,X,O,X,X,X,X,X,X
JOZTLSI,X,X,X,O,X,X,X,X,X,X
JOZTSIL,X,X,X,O,X,X,X,X,X,X
JOZTSLI,X,X,X,O,X,X,X,X,X,X
JOZITLS,X,X,X,O,X,X,X,X,X,X
JOZITSL,X,X,X,O,X,X,X,X,X,X
JOZILTS,X,X,X,O,X,X,X,O,X,X
JOZILST,X,X,X,O,O,X,X,O,X,X
JOZISTL,X,X,X,O,O,X,X,X,X,X
JOZISLT,X,X,X,O,O,X,X,X,X,X
JOZLTIS,X,X,X,O,X,X,X,X,X,X
JOZLTSI,X,X,X,O,X,X,X,X,X,X
JOZLITS,X,X,X,O,X,X,X,O,X,X
JOZLIST,X,X,X,O,O,X,X,O,X,X
JOZLSTI,X,X,X,O,O,X,X,X,X,X
JOZLSIT,X,X,X,O,O,X,X,X,X,X
JOZSTIL,X,X,X,O,O,X,X,X,X,X
JOZSTLI,X,X,X,O,O,X,X,X,X,X
JOZSITL,X,X,X,O,O,X,X,X,X,X
JOZSILT,X,X,X,O,O,X,X,X,X,X
JOZSLTI,X,X,X,O,O,X,X,X,X,X
JOZSLIT,X,X,X,O,O,X,X,X,X,X
STILJZO,O,O,O,O,X,X,O,X,X,X
STILJOZ,O,O,O,O,X,X,O,X,X,X
STILZJO,O,O,O,O,X,O,O,X,X,X
STILZOJ,O,O,O,O,X,O,O,X,X,X
STILOJZ,O,O,O,O,X,X,O,X,X,X
STILOZJ,X,O,O,O,X,X,O,X,X,X
STIJLZO,O,X,O,O,X,X,O,X,X,X
STIJLOZ,O,X,O,O,X,X,O,X,X,X
STIJZLO,O,X,O,O,O,O,O,X,X,X
STIJZOL,O,X,O,O,O,O,O,X,O,X
STIJOLZ,O,X,X,X,X,O,O,X,X,X
STIJOZL,O,X,O,O,X,X,O,X,O,X
STIZLJO,O,O,O,O,X,O,O,X,X,X
STIZLOJ,O,O,O,O,O,O,O,X,X,O
STIZJLO,O,O,O,O,X,O,O,X,X,X
STIZJOL,O,O,O,O,X,O,O,X,O,X
STIZOLJ,O,O,O,O,O,O,O,X,O,O
STIZOJL,O,O,O,O,X,O,O,X,O,X
STIOLJZ,O,O,O,O,X,X,X,X,X,X
STIOLZJ,X,O,O,O,X,X,X,X,X,X
STIOJLZ,O,X,X,X,X,O,X,X,X,X
STIOJZL,O,O,O,O,X,X,X,X,O,X
STIOZLJ,O,O,O,O,X,O,X,X,O,X
STIOZJL,O,O,O,O,X,O,X,X,O,X
STLIJZO,O,O,O,O,X,X,O,X,X,X
STLIJOZ,O,O,O,O,X,X,O,X,X,X
STLIZJO,O,O,O,O,X,O,O,X,X,X
STLIZOJ,O,O,O,O,X,O,O,X,X,X
STLIOJZ,O,O,O,O,X,X,O,X,X,X
STLIOZJ,X,O,O,O,X,X,O,X,X,X
STLJIZO,O,O,O,O,X,X,O,X,X,X
STLJIOZ,O,O,O,O,X,X,O,X,X,X
STLJZIO,O,O,O,O,X,X,O,X,X,X
STLJZOI,O,O,O,O,X,X,O,X,O,X
STLJOIZ,O,O,O,O,X,X,O,X,X,X
STLJOZI,O,O,O,O,X,X,O,X,O,X
STLZIJO,O,O,O,O,X,X,O,X,X,X
STLZIOJ,O,O,O,O,X,X,O,X,X,X
STLZJIO,O,O,O,O,X,X,O,X,X,X
STLZJOI,O,O,O,O,X,X,O,X,O,X
STLZOIJ,O,O,O,O,X,X,O,X,O,X
STLZOJI,O,O,O,O,X,X,O,X,O,X
STLOIJZ,O,O,O,O,X,X,O,X,X,X
STLOIZJ,X,O,O,O,X,X,O,X,X,X
STLOJIZ,O,O,O,O,X,X,O,X,X,X
STLOJZI,O,O,O,O,X,X,O,X,O,X
STLOZIJ,O,O,O,O,X,X,O,X,O,X
STLOZJI,O,O,O,O,X,X,O,X,O,X
STJILZO,O,X,O,O,X,X,O,X,X,X
STJILOZ,O,X,O,O,X,X,O,X,X,X
STJIZLO,O,X,O,O,O,O,O,X,X,X
STJIZOL,O,X,O,O,O,O,O,X,O,X
STJIOLZ,O,X,X,X,X,X,O,X,X,X
STJIOZL,O,X,O,O,X,X,O,X,O,X
STJLIZO,O,O,O,O,X,X,O,X,X,X
STJLIOZ,O,O,O,O,X,X,O,X,X,X
STJLZIO,O,O,O,O,X,X,O,X,X,X
STJLZOI,O,O,O,O,X,X,O,X,O,X
STJLOIZ,O,O,O,O,X,X,O,X,X,X
STJLOZI,O,O,O,O,X,X,O,X,O,X
STJZILO,O,O,O,O,O,X,O,X,X,X
STJZIOL,O,O,O,O,O,X,O,X,O,X
STJZLIO,O,O,O,O,O,X,O,X,X,X
STJZLOI,O,O,O,O,O,X,O,X,O,X
STJZOIL,O,O,O,O,O,X,O,X,O,X
STJZOLI,O,O,O,O,O,X,O,X,O,X
STJOILZ,O,X,X,X,X,X,O,X,X,X
STJOIZL,O,O,O,O,X,X,O,X,O,X
STJOLIZ,O,O,O,X,X,X,O,X,X,X
STJOLZI,O,O,O,X,X,X,O,X,O,X
STJOZIL,O,O,O,O,X,X,O,X,O,X
STJOZLI,O,O,O,O,X,X,O,X,O,X
STZILJO,O,O,O,O,X,O,O,X,X,X
STZILOJ,O,O,O,O,O,O,O,X,X,O
STZIJLO,O,O,O,O,X,O,O,X,X,X
STZIJOL,O,O,O,O,X,O,O,X,O,X
STZIOLJ,O,O,O,O,O,O,O,X,O,O
STZIOJL,O,O,O,O,X,O,O,X,O,X
STZLIJO,O,O,O,O,X,O,O,X,X,X
STZLIOJ,O,O,O,O,O,O,O,X,X,X
STZLJIO,O,O,O,O,O,O,O,X,X,X
STZLJOI,O,O,O,O,O,O,O,X,O,X
STZLOIJ,O,O,O,O,O,O,O,X,O,X
STZLOJI,O,O,O,O,O,O,O,X,O,X
STZJILO,O,O,O,O,O,O,O,X,X,X
STZJIOL,O,O,O,O,O,O,O,X,O,X
STZJLIO,O,O,O,O,O,O,O,X,X,X
STZJLOI,O,O,O,O,O,O,O,X,O,X
STZJOIL,O,O,O,O,O,O,O,X,O,X
STZJOLI,O,O,O,O,O,O,O,X,O,X
STZOILJ,O,O,O,O,O,O,O,X,O,O
STZOIJL,O,O,O,O,X,O,O,X,O,X
STZOLIJ,O,O,O,O,O,O,O,X,O,X
STZOLJI,O,O,O,O,O,O,O,X,O,X
STZOJIL,O,O,O,O,O,O,O,X,O,X
STZOJLI,O,O,O,O,O,O,O,X,O,X
STOILJZ,O,O,O,O,X,X,X,X,X,X
STOILZJ,X,O,O,O,X,X,X,X,X,X
STOIJLZ,O,X,X,X,X,O,X,X,X,X
STOIJZL,O,O,O,O,X,X,X,X,O,X
STOIZLJ,O,O,O,O,X,O,X,X,O,X
STOIZJL,O,O,O,O,X,O,X,X,O,X
STOLIJZ,O,O,O,O,X,X,O,X,X,X
STOLIZJ,X,O,O,O,X,X,O,X,X,X
STOLJIZ,O,O,O,O,X,X,O,X,X,X
STOLJZI,O,O,O,O,X,X,O,X,O,X
STOLZIJ,O,O,O,O,X,X,O,X,O,X
STOLZJI,O,O,O,O,X,X,O,X,O,X
STOJILZ,O,X,X,X,X,X,O,X,X,X
STOJIZL,O,O,O,O,X,X,O,X,O,X
STOJLIZ,O,O,O,X,X,X,O,X,X,X
STOJLZI,O,O,O,X,X,X,O,X,O,X
STOJZIL,O,O,O,O,X,X,O,X,O,X
STOJZLI,O,O,O,O,X,X,O,X,O,X
STOZILJ,O,O,O,O,O,O,O,X,O,X
STOZIJL,O,O,O,O,X,O,O,X,O,X
STOZLIJ,O,O,O,O,O,O,O,X,O,X
STOZLJI,O,O,O,O,O,O,O,X,O,X
STOZJIL,O,O,O,O,O,O,O,X,O,X
STOZJLI,O,O,O,O,O,O,O,X,O,X
SITLJZO,O,O,O,O,X,X,O,X,X,X
SITLJOZ,O,O,O,O,X,X,O,X,X,X
SITLZJO,O,O,O,O,X,O,O,X,X,X
SITLZOJ,O,O,O,O,X,O,O,X,X,X
SITLOJZ,O,O,O,O,X,X,O,X,X,X
SITLOZJ,X,O,O,O,X,X,O,X,X,X
SITJLZO,O,X,O,O,X,X,O,X,X,X
SITJLOZ,O,X,O,O,X,X,O,X,X,X
SITJZLO,O,X,O,O,O,O,O,X,X,X
SITJZOL,O,X,O,O,O,O,O,X,O,X
SITJOLZ,O,X,X,X,X,O,O,X,X,X
SITJOZL,O,X,O,O,X,X,O,X,O,X
SITZLJO,O,O,O,O,X,O,O,X,X,X
SITZLOJ,O,O,O,O,O,O,O,X,X,X
SITZJLO,O,O,O,O,X,O,O,X,X,X
SITZJOL,O,O,O,O,X,O,O,X,O,X
SITZOLJ,O,O,O,O,O,O,O,X,O,X
SITZOJL,O,O,O,O,X,O,O,X,O,X
SITOLJZ,O,O,O,O,X,X,X,X,X,X
SITOLZJ,X,O,O,O,X,X,X,X,X,X
SITOJLZ,O,X,X,X,X,O,X,X,X,X
SITOJZL,O,O,O,O,X,X,X,X,O,X
SITOZLJ,O,O,O,O,X,O,X,X,O,X
SITOZJL,O,O,O,O,X,O,X,X,O,X
SILTJZO,O,O,O,O,X,X,O,O,X,X
SILTJOZ,O,O,O,O,X,X,O,O,X,X
SILTZJO,O,O,O,O,X,O,O,O,X,X
SILTZOJ,O,O,O,O,X,O,O,O,X,X
SILTOJZ,O,O,O,O,X,X,O,O,X,X
SILTOZJ,X,O,O,O,X,X,O,O,X,X
SILJTZO,O,O,X,O,X,X,O,O,X,X
SILJTOZ,O,O,X,O,X,X,O,O,X,X
SILJZTO,O,O,O,O,O,X,X,O,X,X
SILJZOT,O,O,O,O,O,X,X,O,X,X
SILJOTZ,O,O,X,X,X,O,X,O,X,X
SILJOZT,O,O,O,X,X,O,X,O,X,X
SILZTJO,O,O,O,O,X,X,O,O,X,X
SILZTOJ,O,O,O,O,O,X,O,O,X,X
SILZJTO,O,O,O,O,X,X,X,O,X,X
SILZJOT,O,O,O,O,O,O,X,O,X,X
SILZOTJ,O,O,O,O,O,X,X,O,X,X
SILZOJT,O,O,O,O,O,O,X,O,X,X
SILOTJZ,X,O,O,X,X,X,O,O,X,X
SILOTZJ,X,O,O,X,X,X,O,O,X,X
SILOJTZ,O,O,X,X,X,O,X,O,X,X
SILOJZT,O,O,O,X,X,O,X,O,X,X
SILOZTJ,X,O,O,X,X,X,X,O,X,X
SILOZJT,X,O,O,X,X,X,X,O,X,X
SIJTLZO,O,X,X,O,X,X,X,X,X,X
SIJTLOZ,O,X,X,X,X,X,X,X,X,X
SIJTZLO,O,X,X,O,O,O,X,X,X,X
SIJTZOL,O,X,X,O,O,O,X,X,O,X
SIJTOLZ,O,X,X,X,X,O,X,X,X,X
SIJTOZL,O,X,X,O,X,X,X,X,O,X
SIJLTZO,O,X,X,O,X,X,X,O,X,X
SIJLTOZ,O,X,X,O,X,X,X,O,X,X
SIJLZTO,O,X,X,O,O,X,X,O,X,X
SIJLZOT,O,X,X,O,O,X,X,O,X,X
SIJLOTZ,O,X,X,X,X,O,X,O,X,X
SIJLOZT,O,X,X,X,X,O,X,O,X,X
SIJZTLO,O,X,X,O,O,X,X,X,X,X
SIJZTOL,O,X,X,O,O,O,X,X,O,X
SIJZLTO,O,X,X,O,O,X,X,X,X,X
SIJZLOT,O,X,X,O,O,O,X,X,X,X
SIJZOTL,O,X,X,O,O,O,X,X,X,X
SIJZOLT,O,X,X,O,O,O,X,X,X,X
SIJOTLZ,O,X,X,X,X,O,X,X,X,X
SIJOTZL,O,X,X,X,X,X,X,X,X,X
SIJOLTZ,O,X,X,X,X,O,X,O,X,X
SIJOLZT,O,X,X,X,X,O,X,O,X,X
SIJOZTL,O,X,X,X,O,X,X,X,X,X
SIJOZLT,O,X,X,X,O,O,X,X,X,X
SIZTLJO,X,O,O,O,X,O,O,X,X,X
SIZTLOJ,X,O,O,O,O,O,O,X,X,X
SIZTJLO,X,O,O,O,X,O,O,X,X,X
SIZTJOL,X,O,O,O,X,O,O,X,O,X
SIZTOLJ,X,O,O,O,O,O,O,X,O,X
SIZTOJL,X,O,O,O,X,O,O,X,O,X
SIZLTJO,X,O,O,O,X,X,X,X,X,X
SIZLTOJ,X,O,O,O,O,X,X,X,X,X
SIZLJTO,X,O,O,O,O,X,X,X,X,X
SIZLJOT,X,O,O,O,O,O,X,X,X,X
SIZLOTJ,X,O,O,O,O,X,X,X,X,X
SIZLOJT,X,O,O,O,O,O,X,X,X,X
SIZJTLO,X,X,O,O,O,X,X,X,X,X
SIZJTOL,X,X,O,O,O,O,X,X,O,X
SIZJLTO,X,O,O,O,O,X,X,X,X,X
SIZJLOT,X,O,O,O,O,O,X,X,X,X
SIZJOTL,X,O,O,O,O,O,X,X,X,X
SIZJOLT,X,O,O,O,O,O,X,X,X,X
SIZOTLJ,X,X,O,O,O,O,O,X,X,X
SIZOTJL,X,O,O,O,X,O,O,X,X,X
SIZOLTJ,X,O,O,O,O,X,X,X,X,X
SIZOLJT,X,O,O,O,O,O,X,X,X,X
SIZOJTL,X,O,O,O,O,O,X,X,X,X
SIZOJLT,X,O,O,O,O,O,X,X,X,X
SIOTLJZ,O,O,O,X,X,X,X,X,X,X
SIOTLZJ,X,O,O,X,X,X,X,X,X,X
SIOTJLZ,O,X,X,X,X,O,X,X,X,X
SIOTJZL,O,O,O,X,X,X,X,X,X,X
SIOTZLJ,O,O,O,X,X,O,X,X,X,X
SIOTZJL,O,O,O,X,X,O,X,X,X,X
SIOLTJZ,X,O,O,X,X,X,X,O,X,X
SIOLTZJ,X,O,O,X,X,X,X,O,X,X
SIOLJTZ,O,O,X,X,X,O,X,O,X,X
SIOLJZT,O,O,O,X,X,O,X,O,X,X
SIOLZTJ,X,O,O,X,X,X,X,O,X,X
SIOLZJT,X,O,O,X,X,X,X,O,X,X
SIOJTLZ,O,X,X,X,X,O,X,X,X,X
SIOJTZL,O,O,X,X,X,X,X,X,X,X
SIOJLTZ,O,X,X,X,X,O,X,O,X,X
SIOJLZT,O,X,X,X,X,O,X,O,X,X
SIOJZTL,O,O,X,X,O,X,X,X,X,X
SIOJZLT,O,O,X,X,O,O,X,X,X,X
SIOZTLJ,X,O,O,X,O,O,X,X,X,X
SIOZTJL,X,O,O,X,X,O,X,X,X,X
SIOZLTJ,X,O,O,X,O,X,X,X,X,X
SIOZLJT,X,O,O,X,O,O,X,X,X,X
SIOZJTL,X,O,O,X,O,O,X,X,X,X
SIOZJLT,X,O,O,X,O,O,X,X,X,X
SLTIJZO,O,O,O,O,X,X,O,X,X,X
SLTIJOZ,O,O,O,O,X,X,O,X,X,X
SLTIZJO,O,O,O,O,X,O,O,X,X,X
SLTIZOJ,O,O,O,O,X,O,O,X,X,X
SLTIOJZ,O,O,O,O,X,X,O,X,X,X
SLTIOZJ,X,O,O,O,X,X,O,X,X,X
SLTJIZO,O,O,O,O,X,X,O,X,X,X
SLTJIOZ,O,O,O,O,X,X,O,X,X,X
SLTJZIO,O,O,O,O,X,X,O,X,X,X
SLTJZOI,O,O,O,O,X,X,O,X,O,X
SLTJOIZ,O,O,O,O,X,X,O,X,X,X
SLTJOZI,O,O,O,O,X,X,O,X,O,X
SLTZIJO,O,O,O,O,X,X,O,X,X,X
SLTZIOJ,O,O,O,O,X,X,O,X,X,X
SLTZJIO,O,O,O,O,X,X,O,X,X,X
SLTZJOI,O,O,O,O,X,X,O,X,O,X
SLTZOIJ,O,O,O,O,X,X,O,X,O,X
SLTZOJI,O,O,O,O,X,X,O,X,O,X
SLTOIJZ,O,O,O,O,X,X,O,X,X,X
SLTOIZJ,X,O,O,O,X,X,O,X,X,X
SLTOJIZ,O,O,O,O,X,X,O,X,X,X
SLTOJZI,O,O,O,O,X,X,O,X,O,X
SLTOZIJ,O,O,O,O,X,X,O,X,O,X
SLTOZJI,O,O,O,O,X,X,O,X,O,X
SLITJZO,O,O,O,O,X,X,O,O,X,X
SLITJOZ,O,O,O,O,X,X,O,O,X,X
SLITZJO,O,O,O,O,X,O,O,O,X,X
SLITZOJ,O,O,O,O,X,O,O,O,X,X
SLITOJZ,O,O,O,O,X,X,O,O,X,X
SLITOZJ,X,O,O,O,X,X,O,O,X,X
SLIJTZO,O,O,X,O,X,X,O,O,X,X
SLIJTOZ,O,O,X,O,X,X,O,O,X,X
SLIJZTO,O,O,O,O,O,X,X,O,X,X
SLIJZOT,O,O,O,O,O,X,X,O,X,X
SLIJOTZ,O,O,X,X,X,O,X,O,X,X
SLIJOZT,O,O,O,X,X,O,X,O,X,X
SLIZTJO,O,O,O,O,X,X,O,O,X,X
SLIZTOJ,O,O,O,O,O,X,O,O,X,X
SLIZJTO,O,O,O,O,X,X,X,O,X,X
SLIZJOT,O,O,O,O,O,O,X,O,X,X
SLIZOTJ,O,O,O,O,O,X,X,O,X,X
SLIZOJT,O,O,O,O,O,O,X,O,X,X
SLIOTJZ,X,O,O,X,X,X,O,O,X,X
SLIOTZJ,X,O,O,X,X,X,O,O,X,X
SLIOJTZ,O,O,X,X,X,O,X,O,X,X
SLIOJZT,O,O,O,X,X,O,X,O,X,X
SLIOZTJ,X,O,O,X,X,X,X,O,X,X
SLIOZJT,X,O,O,X,X,X,X,O,X,X
SLJTIZO,O,O,O,O,X,X,O,X,X,X
SLJTIOZ,O,O,O,O,X,X,O,X,X,X
SLJTZIO,O,O,O,O,X,X,O,X,X,X
SLJTZOI,O,O,O,O,X,X,O,X,O,X
SLJTOIZ,O,O,O,O,X,X,O,X,X,X
SLJTOZI,O,O,O,O,X,X,O,X,O,X
SLJITZO,O,O,X,O,X,X,O,O,X,X
SLJITOZ,O,O,X,O,X,X,O,O,X,X
SLJIZTO,O,O,O,O,O,X,X,O,X,X
SLJIZOT,O,O,O,O,O,X,X,O,X,X
SLJIOTZ,O,O,X,X,X,X,X,O,X,X
SLJIOZT,O,O,O,X,X,X,X,O,X,X
SLJZTIO,O,O,O,O,O,X,X,X,X,X
SLJZTOI,O,O,O,O,O,X,X,X,O,X
SLJZITO,O,O,O,O,O,X,X,X,X,X
SLJZIOT,O,O,O,O,O,X,X,X,X,X
SLJZOTI,O,O,O,O,O,X,X,X,X,X
SLJZOIT,O,O,O,O,O,X,X,X,X,X
SLJOTIZ,O,O,O,O,X,X,X,X,X,X
SLJOTZI,O,O,O,O,X,X,X,X,X,X
SLJOITZ,O,O,X,X,X,X,X,O,X,X
SLJOIZT,O,O,O,X,X,X,X,O,X,X
SLJOZTI,O,O,O,O,X,X,X,X,X,X
SLJOZIT,O,O,O,O,X,X,X,X,X,X
SLZTIJO,O,O,O,O,X,O,O,X,X,X
SLZTIOJ,O,O,O,O,O,O,O,X,X,X
SLZTJIO,O,O,O,O,O,O,O,X,X,X
SLZTJOI,O,O,O,O,O,O,O,X,O,X
SLZTOIJ,O,O,O,O,O,O,O,X,O,X
SLZTOJI,O,O,O,O,O,O,O,X,O,X
SLZITJO,O,O,O,O,X,X,O,X,X,X
SLZITOJ,O,O,O,O,O,X,O,X,X,X
SLZIJTO,O,O,O,O,O,X,X,X,X,X
SLZIJOT,O,O,O,O,O,O,X,X,X,X
SLZIOTJ,O,O,O,O,O,X,X,X,X,X
SLZIOJT,O,O,O,O,O,O,X,X,X,X
SLZJTIO,O,O,O,O,O,X,X,X,X,X
SLZJTOI,O,O,O,O,O,X,X,X,O,X
SLZJITO,O,O,O,O,O,X,X,X,X,X
SLZJIOT,O,O,O,O,O,X,X,X,X,X
SLZJOTI,O,O,O,O,O,X,X,X,X,X
SLZJOIT,O,O,O,O,O,X,X,X,X,X
SLZOTIJ,O,O,O,O,O,O,O,X,X,X
SLZOTJI,O,O,O,O,O,O,O,X,X,X
SLZOITJ,O,O,O,O,O,X,X,X,X,X
SLZOIJT,O,O,O,O,O,O,X,X,X,X
SLZOJTI,O,O,O,O,O,X,X,X,X,X
SLZOJIT,O,O,O,O,O,X,X,X,X,X
SLOTIJZ,O,O,O,O,X,X,O,X,X,X
SLOTIZJ,X,O,O,O,X,X,O,X,X,X
SLOTJIZ,O,O,O,O,X,X,O,X,X,X
SLOTJZI,O,O,O,O,X,X,O,X,X,X
SLOTZIJ,O,O,O,O,X,X,O,X,X,X
SLOTZJI,O,O,O,O,X,X,O,X,X,X
SLOITJZ,X,O,O,X,X,X,O,O,X,X
SLOITZJ,X,O,O,X,X,X,O,O,X,X
SLOIJTZ,O,O,X,X,X,O,X,O,X,X
SLOIJZT,O,O,O,X,X,O,X,O,X,X
SLOIZTJ,X,O,O,X,X,X,X,O,X,X
SLOIZJT,X,O,O,X,X,X,X,O,X,X
SLOJTIZ,O,O,O,O,X,X,X,X,X,X
SLOJTZI,O,O,O,O,X,X,X,X,X,X
SLOJITZ,O,O,X,X,X,X,X,O,X,X
SLOJIZT,O,O,O,X,X,X,X,O,X,X
SLOJZTI,O,O,O,O,X,X,X,X,X,X
SLOJZIT,O,O,O,O,X,X,X,X,X,X
SLOZTIJ,O,O,O,O,O,O,X,X,X,X
SLOZTJI,O,O,O,O,O,O,X,X,X,X
SLOZITJ,O,O,O,O,O,X,X,X,X,X
SLOZIJT,O,O,O,O,O,O,X,X,X,X
SLOZJTI,O,O,O,O,O,X,X,X,X,X
SLOZJIT,O,O,O,O,O,X,X,X,X,X
SJTILZO,O,X,O,O,X,X,O,X,X,X
SJTILOZ,O,X,O,O,X,X,O,X,X,X
SJTIZLO,O,X,O,O,O,O,O,X,X,X
SJTIZOL,O,X,O,O,O,O,O,X,O,X
SJTIOLZ,O,X,X,X,X,X,O,X,X,X
SJTIOZL,O,X,O,O,X,X,O,X,O,X
SJTLIZO,O,O,O,O,X,X,O,X,X,X
SJTLIOZ,O,O,O,O,X,X,O,X,X,X
SJTLZIO,O,O,O,O,X,X,O,X,X,X
SJTLZOI,O,O,O,O,X,X,O,X,O,X
SJTLOIZ,O,O,O,O,X,X,O,X,X,X
SJTLOZI,O,O,O,O,X,X,O,X,O,X
SJTZILO,O,O,O,O,O,X,O,X,X,X
SJTZIOL,O,O,O,O,O,X,O,X,O,X
SJTZLIO,O,O,O,O,O,X,O,X,X,X
SJTZLOI,O,O,O,O,O,X,O,X,O,X
SJTZOIL,O,O,O,O,O,X,O,X,O,X
SJTZOLI,O,O,O,O,O,X,O,X,O,X
SJTOILZ,O,X,X,X,X,X,O,X,X,X
SJTOIZL,O,O,O,O,X,X,O,X,O,X
SJTOLIZ,O,O,O,X,X,X,O,X,X,X
SJTOLZI,O,O,O,X,X,X,O,X,O,X
SJTOZIL,O,O,O,O,X,X,O,X,O,X
SJTOZLI,O,O,O,O,X,X,O,X,O,X
SJITLZO,O,X,X,O,X,X,X,X,X,X
SJITLOZ,O,X,X,X,X,X,X,X,X,X
SJITZLO,O,X,X,O,O,O,X,X,X,X
SJITZOL,O,X,X,O,O,O,X,X,O,X
SJITOLZ,O,X,X,X,X,O,X,X,X,X
SJITOZL,O,X,X,O,X,X,X,X,O,X
SJILTZO,O,X,X,O,X,X,X,O,X,X
SJILTOZ,O,X,X,O,X,X,X,O,X,X
SJILZTO,O,X,X,O,O,X,X,O,X,X
SJILZOT,O,X,X,O,O,X,X,O,X,X
SJILOTZ,O,X,X,X,X,O,X,O,X,X
SJILOZT,O,X,X,X,X,O,X,O,X,X
SJIZTLO,O,X,X,O,O,X,X,X,X,X
SJIZTOL,O,X,X,O,O,O,X,X,O,X
SJIZLTO,O,X,X,O,O,X,X,X,X,X
SJIZLOT,O,X,X,O,O,O,X,X,X,X
SJIZOTL,O,X,X,O,O,O,X,X,X,X
SJIZOLT,O,X,X,O,O,O,X,X,X,X
SJIOTLZ,O,X,X,X,X,O,X,X,X,X
SJIOTZL,O,X,X,X,X,X,X,X,X,X
SJIOLTZ,O,X,X,X,X,O,X,O,X,X
SJIOLZT,O,X,X,X,X,O,X,O,X,X
SJIOZTL,O,X,X,X,O,X,X,X,X,X
SJIOZLT,O,X,X,X,O,O,X,X,X,X
SJLTIZO,O,O,O,O,X,X,O,X,X,X
SJLTIOZ,O,O,O,O,X,X,O,X,X,X
SJLTZIO,O,O,O,O,X,X,O,X,X,X
SJLTZOI,O,O,O,O,X,X,O,X,O,X
SJLTOIZ,O,O,O,O,X,X,O,X,X,X
SJLTOZI,O,O,O,O,X,X,O,X,O,X
SJLITZO,O,O,X,O,X,X,O,O,X,X
SJLITOZ,O,O,X,O,X,X,O,O,X,X
SJLIZTO,O,O,O,O,O,X,X,O,X,X
SJLIZOT,O,O,O,O,O,X,X,O,X,X
SJLIOTZ,O,O,X,X,X,X,X,O,X,X
SJLIOZT,O,O,O,X,X,X,X,O,X,X
SJLZTIO,O,O,O,O,O,X,X,X,X,X
SJLZTOI,O,O,O,O,O,X,X,X,O,X
SJLZITO,O,O,O,O,O,X,X,X,X,X
SJLZIOT,O,O,O,O,O,X,X,X,X,X
SJLZOTI,O,O,O,O,O,X,X,X,X,X
SJLZOIT,O,O,O,O,O,X,X,X,X,X
SJLOTIZ,O,O,O,O,X,X,X,X,X,X
SJLOTZI,O,O,O,O,X,X,X,X,X,X
SJLOITZ,O,O,X,X,X,X,X,O,X,X
SJLOIZT,O,O,O,X,X,X,X,O,X,X
SJLOZTI,O,O,O,O,X,X,X,X,X,X
SJLOZIT,O,O,O,O,X,X,X,X,X,X
SJZTILO,O,O,O,O,O,O,O,X,X,X
SJZTIOL,O,O,O,O,O,O,O,X,O,X
SJZTLIO,O,O,O,O,O,O,O,X,X,X
SJZTLOI,O,O,O,O,O,O,O,X,O,X
SJZTOIL,O,O,O,O,O,O,O,X,O,X
SJZTOLI,O,O,O,O,O,O,O,X,O,X
SJZITLO,O,X,O,O,O,X,X,X,X,X
SJZITOL,O,X,O,O,O,O,X,X,O,X
SJZILTO,O,O,O,O,O,X,X,X,X,X
SJZILOT,O,O,O,O,O,O,X,X,X,X
SJZIOTL,O,O,O,O,O,O,X,X,X,X
SJZIOLT,O,O,O,O,O,O,X,X,X,X
SJZLTIO,O,O,O,O,O,X,X,X,X,X
SJZLTOI,O,O,O,O,O,X,X,X,O,X
SJZLITO,O,O,O,O,O,X,X,X,X,X
SJZLIOT,O,O,O,O,O,X,X,X,X,X
SJZLOTI,O,O,O,O,O,X,X,X,X,X
SJZLOIT,O,O,O,O,O,X,X,X,X,X
SJZOTIL,O,O,O,O,O,O,O,X,O,X
SJZOTLI,O,O,O,O,O,O,O,X,O,X
SJZOITL,O,O,O,O,O,O,X,X,X,X
SJZOILT,O,O,O,O,O,O,X,X,X,X
SJZOLTI,X,O,O,O,O,X,X,X,X,X
SJZOLIT,O,O,O,O,O,X,X,X,X,X
SJOTILZ,O,X,X,X,X,X,X,X,X,X
SJOTIZL,O,O,O,O,X,X,X,X,O,X
SJOTLIZ,O,O,O,X,X,X,X,X,X,X
