sequence,v115@5gC8GeC8FeD8EeE8DeG8JeT6IvhFNgBGcB5jB8lBKp?BfqB,v115@5gC8GeC8FeD8EeE8DeG8JeO/IvhFdgBqgBTcB5jBcp?BXqB,v115@5gC8GeC8FeD8EeE8DeG8Jei6IvhFugBchB5jB3fBNq?BTpB,v115@5gC8GeC8FeD8EeE8DeG8JeX7IvhFTcB5jB2kBtlBip?B0pB,v115@5gC8GeC8FeD8EeE8DeG8JeT6IvhFGcB5jB8lBikB3p?BNqB,v115@5gC8GeC8FeD8EeE8DeG8Jei6IvhFcgBTcB5jB9kB3l?B2uB,v115@5gC8GeC8FeD8EeE8DeG8JeO/IvhFCcB5jBXhBUlBTp?BdqB,v115@5gC8GeC8FeD8EeE8DeG8JeX7IvhFTcB5jBtlBmpBKp?B0pB,v115@5gC8GeC8FeD8EeE8DeG8Je//IvhFTcB5jB0gBKpBdq?BGqB
JSLITOZ,X,X,X,X,X,O,X,X,X
JSLIZTO,O,O,X,X,O,O,X,X,X
JSLIZOT,O,O,X,X,O,O,X,X,X
JSLIOTZ,X,X,X,X,X,O,X,X,X
JSLIOZT,O,O,X,X,O,O,X,X,X
JSLZTIO,O,O,X,X,O,O,X,X,X
JSLZTOI,O,O,X,X,X,O,X,X,X
JSLZITO,O,O,X,X,O,O,X,X,X
JSLZIOT,O,O,X,X,O,O,X,X,X
JSLZOTI,O,O,X,X,X,O,X,X,X
JSLZOIT,O,O,X,X,O,O,X,X,X
JSLOTIZ,X,X,X,X,X,O,X,X,X
JSLOTZI,X,X,X,X,X,O,X,X,X
JSLOITZ,X,X,X,X,X,O,X,X,X
JSLOIZT,O,O,X,X,O,O,X,X,X
JSLOZTI,O,O,X,X,X,O,X,X,X
JSLOZIT,O,O,X,X,O,O,X,X,X
JSZTILO,X,O,X,X,O,O,X,X,X
JSZTIOL,X,O,X,X,X,O,X,X,X
JSZTLIO,X,O,X,X,O,O,X,X,X
JSZTLOI,X,O,X,X,X,O,X,X,X
JSZTOIL,X,O,X,X,X,O,X,X,X
JSZTOLI,X,O,X,X,X,O,X,X,X
JSZITLO,X,O,X,X,O,O,X,X,X
JSZITOL,X,O,X,X,X,O,X,X,X
JSZILTO,O,O,X,X,O,O,X,X,X
JSZILOT,O,O,X,X,O,O,X,X,X
JSZIOTL,X,O,X,X,X,O,X,X,X
JSZIOLT,X,O,X,X,O,O,X,X,X
JSZLTIO,O,O,X,X,O,O,X,X,X
JSZLTOI,O,O,X,X,X,O,X,X,X
JSZLITO,O,O,X,X,O,O,X,X,X
JSZLIOT,O,O,X,X,O,O,X,X,X
JSZLOTI,O,O,X,X,X,O,X,X,X
JSZLOIT,O,O,X,X,O,O,X,X,X
JSZOTIL,X,O,X,X,X,O,X,X,X
JSZOTLI,X,O,X,X,X,O,X,X,X
JSZOITL,X,O,X,X,X,O,X,X,X
JSZOILT,X,O,X,X,O,O,X,X,X
JSZOLTI,X,O,X,X,X,O,X,X,X
JSZOLIT,X,O,X,X,O,O,X,X,X
JSOTILZ,X,X,X,X,X,O,X,O,X
JSOTIZL,X,X,X,X,X,O,O,X,X
JSOTLIZ,X,X,X,X,X,O,X,X,X
JSOTLZI,X,X,X,X,X,O,X,X,X
JSOTZIL,X,X,X,X,X,O,O,X,X
JSOTZLI,X,X,X,X,X,O,X,X,X
JSOITLZ,X,X,X,X,X,O,X,O,X
JSOITZL,X,X,X,X,X,O,O,X,X
JSOILTZ,X,X,X,X,X,O,X,X,X
JSOILZT,X,O,X,X,X,O,O,X,X
JSOIZTL,X,X,X,X,X,O,O,X,X
JSOIZLT,X,O,X,X,O,O,O,X,X
JSOLTIZ,X,X,X,X,X,O,X,X,X
JSOLTZI,X,X,X,X,X,O,X,X,X
JSOLITZ,X,X,X,X,X,O,X,X,X
JSOLIZT,X,O,X,X,X,O,O,X,X
JSOLZTI,X,O,X,X,X,O,X,X,X
JSOLZIT,X,O,X,X,X,O,O,X,X
JSOZTIL,X,X,X,X,X,O,O,X,X
JSOZTLI,X,X,X,X,X,O,X,X,X
JSOZITL,X,X,X,X,X,O,O,X,X
JSOZILT,X,O,X,X,O,O,O,X,X
JSOZLTI,X,O,X,X,X,O,X,X,X
JSOZLIT,X,O,X,X,O,O,O,X,X
JZTILSO,O,O,O,X,X,X,X,O,X
JZTILOS,X,O,O,X,X,X,X,O,X
JZTISLO,X,O,O,X,O,O,X,X,X
JZTISOL,X,X,O,X,X,O,X,X,X
JZTIOLS,X,O,O,X,X,X,X,O,X
JZTIOSL,X,X,O,X,X,O,X,X,X
JZTLISO,O,O,O,X,X,X,X,X,X
JZTLIOS,X,O,O,X,X,X,X,X,X
JZTLSIO,O,O,O,X,X,X,X,X,X
JZTLSOI,O,O,O,X,X,X,X,X,X
JZTLOIS,X,O,O,X,X,X,X,X,X
JZTLOSI,X,O,O,X,X,X,X,X,X
JZTSILO,X,O,O,X,O,O,X,X,X
JZTSIOL,X,X,O,X,X,O,X,X,X
JZTSLIO,X,O,O,X,O,O,X,X,X
JZTSLOI,X,O,O,X,X,O,X,X,X
JZTSOIL,X,X,O,X,X,O,X,X,X
JZTSOLI,X,X,O,X,X,O,X,X,X
JZTOILS,X,O,O,X,X,X,X,O,X
JZTOISL,X,X,O,X,X,O,X,X,X
JZTOLIS,X,O,O,X,X,X,X,X,X
JZTOLSI,X,O,O,X,X,X,X,X,X
JZTOSIL,X,X,O,X,X,O,X,X,X
JZTOSLI,X,X,O,X,X,O,X,X,X
JZITLSO,O,O,O,X,X,X,X,O,X
JZITLOS,X,O,O,X,X,X,X,O,X
JZITSLO,X,O,O,X,O,O,X,X,X
JZITSOL,X,X,O,X,X,O,X,X,X
JZITOLS,X,O,O,X,X,X,X,O,X
JZITOSL,X,X,O,X,X,O,X,X,X
JZILTSO,O,O,O,X,X,X,X,X,X
JZILTOS,X,O,O,X,X,X,X,X,X
JZILSTO,O,X,X,X,O,X,X,X,X
JZILSOT,O,X,X,X,O,X,X,X,X
JZILOTS,X,O,X,X,X,X,X,X,X
JZILOST,O,X,X,X,X,X,X,X,X
JZISTLO,X,O,O,X,O,O,X,X,X
JZISTOL,X,X,O,X,X,O,X,X,X
JZISLTO,O,X,X,X,O,O,X,X,X
JZISLOT,O,X,X,X,O,O,X,X,X
JZISOTL,X,X,X,X,X,O,X,X,X
JZISOLT,X,X,X,X,O,O,X,X,X
JZIOTLS,X,O,O,X,X,X,X,O,X
JZIOTSL,X,X,O,X,X,O,X,X,X
JZIOLTS,X,O,X,X,X,X,X,X,X
JZIOLST,O,X,X,X,X,X,X,X,X
JZIOSTL,X,X,X,X,X,O,X,X,X
JZIOSLT,X,X,X,X,O,O,X,X,X
JZLTISO,O,O,O,X,X,X,X,X,X
JZLTIOS,X,O,O,X,X,X,X,X,X
JZLTSIO,O,O,O,X,X,X,X,X,X
JZLTSOI,O,O,O,X,X,X,X,X,X
JZLTOIS,X,O,O,X,X,X,X,X,X
JZLTOSI,X,O,O,X,X,X,X,X,X
JZLITSO,O,O,O,X,X,X,X,X,X
JZLITOS,X,O,O,X,X,X,X,X,X
JZLISTO,O,X,X,X,O,X,X,X,X
JZLISOT,O,X,X,X,O,X,X,X,X
JZLIOTS,X,O,X,X,X,X,X,X,X
JZLIOST,O,X,X,X,X,X,X,X,X
JZLSTIO,O,X,X,X,O,X,X,X,X
JZLSTOI,O,X,X,X,X,X,X,X,X
JZLSITO,O,X,X,X,O,X,X,X,X
JZLSIOT,O,X,X,X,O,X,X,X,X
JZLSOTI,O,X,X,X,X,X,X,X,X
JZLSOIT,O,X,X,X,O,X,X,X,X
JZLOTIS,X,O,X,X,X,X,X,X,X
JZLOTSI,X,O,X,X,X,X,X,X,X
JZLOITS,X,O,X,X,X,X,X,X,X
JZLOIST,O,X,X,X,X,X,X,X,X
JZLOSTI,O,X,X,X,X,X,X,X,X
JZLOSIT,O,X,X,X,X,X,X,X,X
JZSTILO,X,O,O,X,O,O,X,X,X
JZSTIOL,X,X,O,X,X,O,X,X,X
JZSTLIO,X,O,O,X,O,O,X,X,X
JZSTLOI,X,O,O,X,X,O,X,X,X
JZSTOIL,X,X,O,X,X,O,X,X,X
JZSTOLI,X,X,O,X,X,O,X,X,X
JZSITLO,X,O,O,X,O,O,X,X,X
JZSITOL,X,X,O,X,X,O,X,X,X
JZSILTO,O,X,X,X,O,O,X,X,X
JZSILOT,O,X,X,X,O,O,X,X,X
JZSIOTL,X,X,X,X,X,O,X,X,X
JZSIOLT,X,X,X,X,O,O,X,X,X
JZSLTIO,O,X,X,X,O,O,X,X,X
JZSLTOI,O,X,X,X,X,O,X,X,X
JZSLITO,O,X,X,X,O,O,X,X,X
JZSLIOT,O,X,X,X,O,O,X,X,X
JZSLOTI,O,X,X,X,X,O,X,X,X
JZSLOIT,O,X,X,X,O,O,X,X,X
JZSOTIL,X,X,X,X,X,O,X,X,X
JZSOTLI,X,X,X,X,X,O,X,X,X
JZSOITL,X,X,X,X,X,O,X,X,X
JZSOILT,X,X,X,X,O,O,X,X,X
JZSOLTI,X,X,X,X,X,O,X,X,X
JZSOLIT,X,X,X,X,O,O,X,X,X
JZOTILS,X,O,O,X,X,X,X,O,X
JZOTISL,X,X,O,X,X,O,X,X,X
JZOTLIS,X,O,O,X,X,X,X,X,X
JZOTLSI,X,O,O,X,X,X,X,X,X
JZOTSIL,X,X,O,X,X,O,X,X,X
JZOTSLI,X,X,O,X,X,O,X,X,X
JZOITLS,X,O,O,X,X,X,X,O,X
JZOITSL,X,X,O,X,X,O,X,X,X
JZOILTS,X,O,X,X,X,X,X,X,X
JZOILST,O,X,X,X,X,X,X,X,X
JZOISTL,X,X,X,X,X,O,X,X,X
JZOISLT,X,X,X,X,O,O,X,X,X
JZOLTIS,X,O,X,X,X,X,X,X,X
JZOLTSI,X,O,X,X,X,X,X,X,X
JZOLITS,X,O,X,X,X,X,X,X,X
JZOLIST,O,X,X,X,X,X,X,X,X
JZOLSTI,O,X,X,X,X,X,X,X,X
JZOLSIT,O,X,X,X,X,X,X,X,X
JZOSTIL,X,X,X,X,X,O,X,X,X
JZOSTLI,X,X,X,X,X,O,X,X,X
JZOSITL,X,X,X,X,X,O,X,X,X
JZOSILT,X,X,X,X,O,O,X,X,X
JZOSLTI,X,X,X,X,X,O,X,X,X
JZOSLIT,X,X,X,X,O,O,X,X,X
JOTILSZ,X,X,X,O,X,O,X,O,X
JOTILZS,X,X,X,O,X,X,X,O,X
JOTISLZ,X,X,O,X,X,O,X,O,X
JOTISZL,X,X,O,X,X,O,O,X,X
JOTIZLS,X,X,O,X,X,X,X,O,X
JOTIZSL,X,X,O,X,X,O,O,X,X
JOTLISZ,X,X,X,O,X,O,X,O,X
JOTLIZS,X,X,X,O,X,X,X,O,X
JOTLSIZ,X,X,X,O,X,O,X,X,X
JOTLSZI,X,X,X,O,X,O,X,X,X
JOTLZIS,X,X,X,O,X,X,X,X,X
JOTLZSI,X,X,X,O,X,X,X,X,X
JOTSILZ,X,X,O,X,X,O,X,O,X
JOTSIZL,X,X,O,X,X,O,O,X,X
JOTSLIZ,X,X,O,X,X,O,X,X,X
JOTSLZI,X,X,O,X,X,O,X,X,X
JOTSZIL,X,X,O,X,X,O,O,X,X
JOTSZLI,X,X,O,X,X,O,X,X,X
JOTZILS,X,X,O,X,X,X,X,O,X
JOTZISL,X,X,O,X,X,O,O,X,X
JOTZLIS,X,X,O,X,X,X,X,X,X
JOTZLSI,X,X,O,X,X,X,X,X,X
JOTZSIL,X,X,O,X,X,O,O,X,X
JOTZSLI,X,X,O,X,X,O,X,X,X
JOITLSZ,X,X,X,O,X,O,X,O,X
JOITLZS,X,X,X,O,X,X,X,O,X
JOITSLZ,X,X,O,X,X,O,X,O,X
JOITSZL,X,X,O,X,X,O,O,X,X
JOITZLS,X,X,O,X,X,X,X,O,X
JOITZSL,X,X,O,X,X,O,O,X,X
JOILTSZ,X,X,X,O,X,O,X,O,X
JOILTZS,X,X,X,O,X,X,X,O,X
JOILSTZ,X,X,X,X,X,O,X,X,X
JOILSZT,O,O,X,X,X,O,O,X,X
JOILZTS,X,O,X,X,X,X,X,X,X
JOILZST,O,X,X,X,X,X,O,X,X
JOISTLZ,X,X,X,X,X,O,X,O,X
JOISTZL,X,X,X,X,X,O,O,X,X
JOISLTZ,X,X,X,X,X,O,X,X,X
JOISLZT,X,O,X,X,X,O,O,X,X
JOISZTL,X,X,X,X,X,O,O,X,X
JOISZLT,X,O,X,X,O,O,O,X,X
JOIZTLS,X,X,O,X,X,X,X,O,X
JOIZTSL,X,X,O,X,X,O,O,X,X
JOIZLTS,X,O,X,X,X,X,X,X,X
JOIZLST,O,X,X,X,X,X,O,X,X
JOIZSTL,X,X,X,X,X,O,O,X,X
JOIZSLT,X,X,X,X,O,O,O,X,X
JOLTISZ,X,X,X,O,X,O,X,O,X
JOLTIZS,X,X,X,O,X,X,X,O,X
JOLTSIZ,X,X,X,O,X,O,X,X,X
JOLTSZI,X,X,X,O,X,O,X,X,X
JOLTZIS,X,X,X,O,X,X,X,X,X
JOLTZSI,X,X,X,O,X,X,X,X,X
JOLITSZ,X,X,X,O,X,O,X,O,X
JOLITZS,X,X,X,O,X,X,X,O,X
JOLISTZ,X,X,X,X,X,O,X,X,X
JOLISZT,O,O,X,X,X,O,O,X,X
JOLIZTS,X,O,X,X,X,X,X,X,X
JOLIZST,O,X,X,X,X,X,O,X,X
JOLSTIZ,X,X,X,X,X,O,X,X,X
JOLSTZI,X,X,X,X,X,O,X,X,X
JOLSITZ,X,X,X,X,X,O,X,X,X
JOLSIZT,O,O,X,X,X,O,O,X,X
JOLSZTI,O,O,X,X,X,O,X,X,X
JOLSZIT,O,O,X,X,X,O,O,X,X
JOLZTIS,X,O,X,X,X,X,X,X,X
JOLZTSI,X,O,X,X,X,X,X,X,X
JOLZITS,X,O,X,X,X,X,X,X,X
JOLZIST,O,X,X,X,X,X,O,X,X
JOLZSTI,O,X,X,X,X,X,X,X,X
JOLZSIT,O,X,X,X,X,X,O,X,X
JOSTILZ,X,X,X,X,X,O,X,O,X
JOSTIZL,X,X,X,X,X,O,O,X,X
JOSTLIZ,X,X,X,X,X,O,X,X,X
JOSTLZI,X,X,X,X,X,O,X,X,X
JOSTZIL,X,X,X,X,X,O,O,X,X
JOSTZLI,X,X,X,X,X,O,X,X,X
JOSITLZ,X,X,X,X,X,O,X,O,X
JOSITZL,X,X,X,X,X,O,O,X,X
JOSILTZ,X,X,X,X,X,O,X,X,X
JOSILZT,X,O,X,X,X,O,O,X,X
JOSIZTL,X,X,X,X,X,O,O,X,X
JOSIZLT,X,O,X,X,O,O,O,X,X
JOSLTIZ,X,X,X,X,X,O,X,X,X
JOSLTZI,X,X,X,X,X,O,X,X,X
JOSLITZ,X,X,X,X,X,O,X,X,X
JOSLIZT,X,O,X,X,X,O,O,X,X
JOSLZTI,X,O,X,X,X,O,X,X,X
JOSLZIT,X,O,X,X,X,O,O,X,X
JOSZTIL,X,X,X,X,X,O,O,X,X
JOSZTLI,X,X,X,X,X,O,X,X,X
JOSZITL,X,X,X,X,X,O,O,X,X
JOSZILT,X,O,X,X,O,O,O,X,X
JOSZLTI,X,O,X,X,X,O,X,X,X
JOSZLIT,X,O,X,X,O,O,O,X,X
JOZTILS,X,X,O,X,X,X,X,O,X
JOZTISL,X,X,O,X,X,O,O,X,X
JOZTLIS,X,X,O,X,X,X,X,X,X
JOZTLSI,X,X,O,X,X,X,X,X,X
JOZTSIL,X,X,O,X,X,O,O,X,X
JOZTSLI,X,X,O,X,X,O,X,X,X
JOZITLS,X,X,O,X,X,X,X,O,X
JOZITSL,X,X,O,X,X,O,O,X,X
JOZILTS,X,O,X,X,X,X,X,X,X
JOZILST,O,X,X,X,X,X,O,X,X
JOZISTL,X,X,X,X,X,O,O,X,X
JOZISLT,X,X,X,X,O,O,O,X,X
JOZLTIS,X,O,X,X,X,X,X,X,X
JOZLTSI,X,O,X,X,X,X,X,X,X
JOZLITS,X,O,X,X,X,X,X,X,X
JOZLIST,O,X,X,X,X,X,O,X,X
JOZLSTI,O,X,X,X,X,X,X,X,X
JOZLSIT,O,X,X,X,X,X,O,X,X
JOZSTIL,X,X,X,X,X,O,O,X,X
JOZSTLI,X,X,X,X,X,O,X,X,X
JOZSITL,X,X,X,X,X,O,O,X,X
JOZSILT,X,X,X,X,O,O,O,X,X
JOZSLTI,X,X,X,X,X,O,X,X,X
JOZSLIT,X,X,X,X,O,O,O,X,X
STILJZO,X,X,O,O,X,X,X,X,X
STILJOZ,X,X,X,O,X,X,X,X,X
STILZJO,X,O,O,O,O,X,X,X,X
STILZOJ,X,O,O,O,O,X,X,X,X
STILOJZ,X,X,X,O,X,X,X,X,X
STILOZJ,X,O,O,O,O,X,X,X,X
STIJLZO,X,X,O,X,X,O,X,O,X
STIJLOZ,X,X,X,X,X,O,X,O,X
STIJZLO,X,X,O,X,O,O,X,X,X
STIJZOL,X,X,O,X,X,O,X,X,X
STIJOLZ,X,X,X,X,X,O,X,O,X
STIJOZL,X,X,X,X,X,O,X,X,X
STIZLJO,X,O,O,X,O,X,X,X,X
STIZLOJ,X,O,O,X,O,X,X,X,X
STIZJLO,X,O,O,X,O,O,X,X,X
STIZJOL,X,O,O,X,X,O,X,X,X
STIZOLJ,X,O,O,X,X,X,X,X,X
STIZOJL,X,O,O,X,X,O,X,X,X
STIOLJZ,X,X,O,O,X,X,X,X,X
STIOLZJ,X,O,O,O,X,X,X,X,X
STIOJLZ,X,X,O,X,X,O,X,O,X
STIOJZL,X,X,O,X,X,O,O,X,X
STIOZLJ,X,O,O,X,X,X,X,X,X
STIOZJL,X,X,O,X,X,O,O,X,X
STLIJZO,X,X,O,O,X,X,X,X,X
STLIJOZ,X,X,X,O,X,X,X,X,X
STLIZJO,X,O,O,O,O,X,X,X,X
STLIZOJ,X,O,O,O,O,X,X,X,X
STLIOJZ,X,X,X,O,X,X,X,X,X
STLIOZJ,X,O,O,O,O,X,X,X,X
STLJIZO,X,X,O,O,X,X,X,X,X
STLJIOZ,X,X,X,O,X,X,X,X,X
STLJZIO,X,X,O,O,X,X,X,X,X
STLJZOI,X,X,O,O,X,X,X,X,X
STLJOIZ,X,X,X,O,X,X,X,X,X
STLJOZI,X,X,X,O,X,X,X,X,X
STLZIJO,X,O,O,O,O,X,X,X,X
STLZIOJ,X,O,O,O,O,X,X,X,X
STLZJIO,X,O,O,O,O,X,X,X,X
STLZJOI,X,O,O,O,X,X,X,X,X
STLZOIJ,X,O,O,O,O,X,X,X,X
STLZOJI,X,O,O,O,X,X,X,X,X
STLOIJZ,X,X,X,O,X,X,X,X,X
STLOIZJ,X,O,O,O,O,X,X,X,X
STLOJIZ,X,X,X,O,X,X,X,X,X
STLOJZI,X,X,X,O,X,X,X,X,X
STLOZIJ,X,O,O,O,O,X,X,X,X
STLOZJI,X,O,O,O,X,X,X,X,X
STJILZO,X,X,O,X,X,O,X,O,X
STJILOZ,X,X,X,X,X,O,X,O,X
STJIZLO,X,X,O,X,O,O,X,X,X
STJIZOL,X,X,O,X,X,O,X,X,X
STJIOLZ,X,X,X,X,X,O,X,O,X
STJIOZL,X,X,X,X,X,O,X,X,X
STJLIZO,X,X,O,X,X,O,X,X,X
STJLIOZ,X,X,X,X,X,O,X,X,X
STJLZIO,X,X,O,X,X,O,X,X,X
STJLZOI,X,X,O,X,X,O,X,X,X
STJLOIZ,X,X,X,X,X,O,X,X,X
STJLOZI,X,X,X,X,X,O,X,X,X
STJZILO,X,X,O,X,O,O,X,X,X
STJZIOL,X,X,O,X,X,O,X,X,X
STJZLIO,X,X,O,X,O,O,X,X,X
STJZLOI,X,X,O,X,X,O,X,X,X
STJZOIL,X,X,O,X,X,O,X,X,X
STJZOLI,X,X,O,X,X,O,X,X,X
STJOILZ,X,X,X,X,X,O,X,O,X
STJOIZL,X,X,X,X,X,O,X,X,X
STJOLIZ,X,X,X,X,X,O,X,X,X
STJOLZI,X,X,X,X,X,O,X,X,X
STJOZIL,X,X,X,X,X,O,X,X,X
STJOZLI,X,X,X,X,X,O,X,X,X
STZILJO,X,O,O,X,O,X,X,X,X
STZILOJ,X,O,O,X,O,X,X,X,X
STZIJLO,X,O,O,X,O,O,X,X,X
STZIJOL,X,O,O,X,X,O,X,X,X
STZIOLJ,X,O,O,X,X,X,X,X,X
STZIOJL,X,O,O,X,X,O,X,X,X
STZLIJO,X,O,O,X,O,X,X,X,X
STZLIOJ,X,O,O,X,O,X,X,X,X
STZLJIO,X,O,O,X,O,X,X,X,X
STZLJOI,X,O,O,X,X,X,X,X,X
STZLOIJ,X,O,O,X,O,X,X,X,X
STZLOJI,X,O,O,X,X,X,X,X,X
STZJILO,X,O,O,X,O,O,X,X,X
STZJIOL,X,O,O,X,X,O,X,X,X
STZJLIO,X,O,O,X,O,O,X,X,X
STZJLOI,X,O,O,X,X,O,X,X,X
STZJOIL,X,O,O,X,X,O,X,X,X
STZJOLI,X,O,O,X,X,O,X,X,X
STZOILJ,X,O,O,X,X,X,X,X,X
STZOIJL,X,O,O,X,X,O,X,X,X
STZOLIJ,X,O,O,X,X,X,X,X,X
STZOLJI,X,O,O,X,X,X,X,X,X
STZOJIL,X,O,O,X,X,O,X,X,X
STZOJLI,X,O,O,X,X,O,X,X,X
STOILJZ,X,X,O,O,X,X,X,X,X
STOILZJ,X,O,O,O,X,X,X,X,X
STOIJLZ,X,X,O,X,X,O,X,O,X
STOIJZL,X,X,O,X,X,O,O,X,X
STOIZLJ,X,O,O,X,X,X,X,X,X
STOIZJL,X,X,O,X,X,O,O,X,X
STOLIJZ,X,X,O,O,X,X,X,X,X
STOLIZJ,X,O,O,O,X,X,X,X,X
STOLJIZ,X,X,O,O,X,X,X,X,X
STOLJZI,X,X,O,O,X,X,X,X,X
STOLZIJ,X,O,O,O,X,X,X,X,X
STOLZJI,X,O,O,O,X,X,X,X,X
STOJILZ,X,X,O,X,X,O,X,O,X
STOJIZL,X,X,O,X,X,O,O,X,X
STOJLIZ,X,X,O,X,X,O,X,X,X
STOJLZI,X,X,O,X,X,O,X,X,X
STOJZIL,X,X,O,X,X,O,O,X,X
STOJZLI,X,X,O,X,X,O,X,X,X
STOZILJ,X,O,O,X,X,X,X,X,X
STOZIJL,X,X,O,X,X,O,O,X,X
STOZLIJ,X,O,O,X,X,X,X,X,X
STOZLJI,X,O,O,X,X,X,X,X,X
STOZJIL,X,X,O,X,X,O,O,X,X
STOZJLI,X,X,O,X,X,O,X,X,X
SITLJZO,X,X,O,O,X,X,X,X,X
SITLJOZ,X,X,X,O,X,X,X,X,X
SITLZJO,X,O,O,O,O,X,X,X,X
SITLZOJ,X,O,O,O,O,X,X,X,X
SITLOJZ,X,X,X,O,X,X,X,X,X
SITLOZJ,X,O,O,O,O,X,X,X,X
SITJLZO,X,X,O,X,X,O,X,O,X
SITJLOZ,X,X,X,X,X,O,X,O,X
SITJZLO,X,X,O,X,O,O,X,X,X
SITJZOL,X,X,O,X,X,O,X,X,X
SITJOLZ,X,X,X,X,X,O,X,O,X
SITJOZL,X,X,X,X,X,O,X,X,X
SITZLJO,X,O,O,X,O,X,X,X,X
SITZLOJ,X,O,O,X,O,X,X,X,X
SITZJLO,X,O,O,X,O,O,X,X,X
SITZJOL,X,O,O,X,X,O,X,X,X
SITZOLJ,X,O,O,X,X,X,X,X,X
SITZOJL,X,O,O,X,X,O,X,X,X
SITOLJZ,X,X,O,O,X,X,X,X,X
SITOLZJ,X,O,O,O,X,X,X,X,X
SITOJLZ,X,X,O,X,X,O,X,O,X
SITOJZL,X,X,O,X,X,O,O,X,X
SITOZLJ,X,O,O,X,X,X,X,X,X
SITOZJL,X,X,O,X,X,O,O,X,X
SILTJZO,O,X,X,O,X,X,X,X,O
SILTJOZ,O,X,X,O,X,X,X,X,X
SILTZJO,O,O,X,O,O,X,X,X,O
SILTZOJ,O,O,X,O,O,X,X,X,O
SILTOJZ,O,X,X,O,X,X,X,X,X
SILTOZJ,O,O,X,O,O,X,X,X,O
SILJTZO,O,X,X,O,X,O,X,X,O
SILJTOZ,O,X,X,O,X,O,X,X,X
SILJZTO,O,O,X,X,O,O,X,X,X
SILJZOT,O,O,X,X,O,O,X,X,X
SILJOTZ,O,X,X,X,X,O,X,X,X
SILJOZT,O,O,X,X,O,O,X,X,X
SILZTJO,O,O,X,X,O,X,X,X,O
SILZTOJ,O,O,X,X,O,X,X,X,O
SILZJTO,O,O,X,X,O,O,X,X,X
SILZJOT,O,O,X,X,O,O,X,X,X
SILZOTJ,O,O,X,X,O,X,X,X,X
SILZOJT,O,O,X,X,O,O,X,X,X
SILOTJZ,O,X,X,O,X,X,X,X,X
SILOTZJ,O,O,X,O,O,X,X,X,O
SILOJTZ,O,X,X,X,X,O,X,X,X
SILOJZT,O,O,X,X,O,O,O,X,X
SILOZTJ,O,O,X,X,O,X,X,X,X
SILOZJT,O,O,X,X,O,O,O,X,X
SIJTLZO,X,X,X,X,X,O,X,O,X
SIJTLOZ,X,X,X,X,X,O,X,O,X
SIJTZLO,X,X,X,X,O,O,X,X,X
SIJTZOL,X,X,X,X,X,O,X,X,X
SIJTOLZ,X,X,X,X,X,O,X,O,X
SIJTOZL,X,X,X,X,X,O,X,X,X
SIJLTZO,O,X,X,X,X,O,X,X,X
SIJLTOZ,X,X,X,X,X,O,X,X,X
SIJLZTO,O,O,X,X,O,O,X,X,X
SIJLZOT,O,O,X,X,O,O,X,X,X
SIJLOTZ,X,X,X,X,X,O,X,X,X
SIJLOZT,O,O,X,X,O,O,X,X,X
SIJZTLO,X,O,X,X,O,O,X,X,X
SIJZTOL,X,O,X,X,X,O,X,X,X
SIJZLTO,O,O,X,X,O,O,X,X,X
SIJZLOT,O,O,X,X,O,O,X,X,X
SIJZOTL,X,O,X,X,X,O,X,X,X
SIJZOLT,X,O,X,X,O,O,X,X,X
SIJOTLZ,X,X,X,X,X,O,X,O,X
SIJOTZL,X,X,X,X,X,O,O,X,X
SIJOLTZ,X,X,X,X,X,O,X,X,X
SIJOLZT,X,O,X,X,X,O,O,X,X
SIJOZTL,X,X,X,X,X,O,O,X,X
SIJOZLT,X,O,X,X,O,O,O,X,X
SIZTLJO,X,O,O,X,O,X,X,X,X
SIZTLOJ,X,O,O,X,O,X,X,X,X
SIZTJLO,X,O,O,X,O,O,X,X,X
SIZTJOL,X,O,O,X,X,O,X,X,X
SIZTOLJ,X,O,O,X,X,X,X,X,X
SIZTOJL,X,O,O,X,X,O,X,X,X
SIZLTJO,O,O,X,X,O,X,X,X,X
SIZLTOJ,O,O,X,X,O,X,X,X,X
SIZLJTO,O,O,X,X,O,O,X,X,X
SIZLJOT,O,O,X,X,O,O,X,X,X
SIZLOTJ,O,O,X,X,O,X,X,X,X
SIZLOJT,O,O,X,X,O,O,X,X,X
SIZJTLO,X,O,O,X,O,O,X,X,X
SIZJTOL,X,O,O,X,X,O,X,X,X
SIZJLTO,O,O,X,X,O,O,X,X,X
SIZJLOT,O,O,X,X,O,O,X,X,X
SIZJOTL,X,O,X,X,X,O,X,X,X
SIZJOLT,X,O,X,X,O,O,X,X,X
SIZOTLJ,X,O,O,X,X,X,X,X,X
SIZOTJL,X,O,O,X,X,O,O,X,X
SIZOLTJ,X,O,X,X,O,X,X,X,X
SIZOLJT,X,O,X,X,O,O,O,X,X
SIZOJTL,X,O,X,X,X,O,O,X,X
SIZOJLT,X,O,X,X,O,O,O,X,X
SIOTLJZ,X,X,O,O,X,X,X,X,X
SIOTLZJ,X,O,O,O,X,X,X,X,X
SIOTJLZ,X,X,O,X,X,O,X,O,X
SIOTJZL,X,X,O,X,X,O,O,X,X
SIOTZLJ,X,O,O,X,X,X,X,X,X
SIOTZJL,X,X,O,X,X,O,O,X,X
SIOLTJZ,X,X,X,O,X,X,X,X,X
