sequence,v115@zgC8GeB8HeB8HeF8AeI8Ne37IvhFzcBGeBylBUjBFn?BxxB,v115@zgC8GeB8HeB8HeF8AeI8NeaBJvhFUdBGeBTgBfnBVt?BxxB,v115@zgC8GeB8HeB8HeF8AeI8NecAJvhFehBzcBfjB6jBFn?BxxB,v115@zgC8GeB8HeB8HeF8AeI8NeU8IvhFFdBXeBTgBSoBmm?BxxB,v115@zgC8GeB8HeB8HeF8AeI8Nez7IvhFUdBFeB2lBfnBSt?BxxB,v115@zgC8GeB8HeB8HeF8AeI8NecAJvhFmcBCeBXhBTjBFn?BxxB,v115@zgC8GeB8HeB8HeF8AeI8Ne/CJvhFajBTgB0hB2xB5o?BFrB,v115@zgC8GeB8HeB8HeF8AeI8NecAJvhFyhBzdB+jBXhBFn?BxxB,v115@zgC8GeB8HeB8HeF8AeI8Nez7IvhFxdB2lBUjBFnBfs?BSyB,v115@zgC8GeB8HeB8HeF8AeI8NeF8IvhFxdBTgBmmBftB6t?BUsB,v115@zgC8GeB8HeB8HeF8AeI8NecAJvhFmcBzdBXhBFnB5o?ByxB,v115@zgC8GeB8HeB8HeF8AeI8NecAJvhFxcB+jBXhBFnBKt?BTsB
LOTZJSI,O,O,X,O,X,O,X,X,X,X,X,X
LOTZSIJ,O,O,X,O,X,O,X,X,X,X,X,X
LOTZSJI,O,O,X,O,X,O,X,X,X,X,X,X
LOITJSZ,O,O,X,O,X,X,X,X,X,X,X,X
LOITJZS,O,O,X,O,X,X,X,X,X,X,X,X
LOITSJZ,O,O,X,O,X,X,X,X,X,X,X,X
LOITSZJ,O,O,X,O,X,X,X,X,X,X,X,X
LOITZJS,O,O,X,O,X,O,X,X,X,X,X,X
LOITZSJ,O,O,X,O,X,X,X,X,X,X,X,X
LOIJTSZ,X,O,X,O,X,X,O,X,X,X,X,X
LOIJTZS,X,O,X,O,X,X,X,X,X,X,X,X
LOIJSTZ,X,O,X,O,X,X,O,X,X,X,X,X
LOIJSZT,X,O,X,O,X,X,O,X,X,X,X,X
LOIJZTS,X,X,X,O,X,X,X,X,X,X,X,X
LOIJZST,X,X,X,O,X,X,O,X,X,X,X,X
LOISTJZ,O,O,X,O,X,X,X,X,X,X,X,X
LOISTZJ,O,O,X,O,X,X,X,X,X,X,X,X
LOISJTZ,X,O,X,O,X,X,X,X,X,X,X,X
LOISJZT,X,O,X,O,X,X,X,X,X,X,X,X
LOISZTJ,O,O,X,O,X,X,X,X,X,X,X,X
LOISZJT,O,O,X,O,X,X,X,X,X,X,X,X
LOIZTJS,O,O,X,O,X,O,X,X,X,X,X,X
LOIZTSJ,O,O,X,O,X,O,X,X,X,X,X,X
LOIZJTS,O,X,X,O,X,O,X,X,X,X,X,X
LOIZJST,O,X,X,O,X,O,X,X,X,X,X,X
LOIZSTJ,O,O,X,O,X,O,X,X,X,X,X,X
LOIZSJT,O,O,X,O,X,O,X,X,X,X,X,X
LOJTISZ,X,O,X,O,O,X,O,X,X,O,X,X
LOJTIZS,X,O,X,O,O,X,X,X,X,O,X,X
LOJTSIZ,X,O,X,O,O,X,O,X,X,O,X,X
LOJTSZI,X,O,X,O,O,X,O,X,X,O,X,X
LOJTZIS,X,O,X,O,O,O,X,X,X,O,X,X
LOJTZSI,X,O,X,O,O,O,X,X,X,O,X,X
LOJITSZ,X,O,X,O,O,X,O,X,X,O,X,X
LOJITZS,X,O,X,O,O,X,X,X,X,O,X,X
LOJISTZ,X,O,X,O,O,X,O,X,X,O,X,X
LOJISZT,X,O,X,O,O,X,O,X,X,O,X,X
LOJIZTS,X,X,X,O,O,X,X,X,X,O,X,X
LOJIZST,X,X,X,O,O,X,O,X,X,X,X,X
LOJSTIZ,X,X,X,O,O,X,O,X,X,O,X,X
LOJSTZI,X,X,X,O,O,X,O,X,X,O,X,X
LOJSITZ,X,O,X,O,O,X,O,X,X,O,X,X
LOJSIZT,X,O,X,O,O,X,O,X,X,O,X,X
LOJSZTI,X,X,X,O,O,X,O,X,X,O,X,X
LOJSZIT,X,O,X,O,O,X,O,X,X,O,X,X
LOJZTIS,X,X,X,O,O,O,X,X,X,O,X,X
LOJZTSI,X,X,X,O,O,O,X,X,X,O,X,X
LOJZITS,X,X,X,O,O,O,X,X,X,O,X,X
LOJZIST,X,X,X,O,O,O,O,X,X,X,X,X
LOJZSTI,X,X,X,O,O,O,O,X,X,O,X,X
LOJZSIT,X,X,X,O,O,O,O,X,X,O,X,X
LOSTIJZ,O,O,X,O,X,X,X,X,X,X,X,X
LOSTIZJ,O,O,X,O,X,X,X,X,X,X,X,X
LOSTJIZ,O,O,X,O,O,X,X,X,X,X,X,X
LOSTJZI,O,O,X,O,O,X,X,X,X,X,X,X
LOSTZIJ,O,O,X,O,X,X,X,X,X,X,X,X
LOSTZJI,O,O,O,O,O,O,X,X,X,X,X,X
LOSITJZ,O,O,X,O,X,X,X,X,X,X,X,X
LOSITZJ,O,O,X,O,X,X,X,X,X,X,X,X
LOSIJTZ,X,O,X,O,X,X,X,X,X,X,X,X
LOSIJZT,X,O,X,O,X,X,X,X,X,X,X,X
LOSIZTJ,O,O,X,O,X,X,X,X,X,X,X,X
LOSIZJT,O,O,X,O,X,X,X,X,X,X,X,X
LOSJTIZ,X,X,X,O,O,X,O,X,X,X,X,X
LOSJTZI,X,X,X,O,O,X,O,X,X,X,X,X
LOSJITZ,X,O,X,O,O,X,O,X,X,X,X,X
LOSJIZT,X,O,X,O,O,X,O,X,X,X,X,X
LOSJZTI,X,X,X,O,O,X,O,X,X,X,X,X
LOSJZIT,X,O,X,O,O,X,O,X,X,X,X,X
LOSZTIJ,O,O,X,O,X,O,X,X,X,X,X,X
LOSZTJI,O,X,O,O,O,O,X,X,X,X,X,X
LOSZITJ,O,O,O,O,X,O,X,X,X,X,X,X
LOSZIJT,O,O,O,O,X,O,X,X,X,X,X,X
LOSZJTI,O,X,O,O,O,O,X,X,X,X,X,X
LOSZJIT,O,O,O,O,O,O,X,X,X,X,X,X
LOZTIJS,O,O,X,O,X,O,X,X,X,X,X,X
LOZTISJ,O,O,X,O,X,O,X,X,X,X,X,X
LOZTJIS,O,O,X,O,X,O,X,X,X,X,X,X
LOZTJSI,O,O,X,O,X,O,X,X,X,X,X,X
LOZTSIJ,O,O,X,O,X,O,X,X,X,X,X,X
LOZTSJI,O,O,X,O,X,O,X,X,X,X,X,X
LOZITJS,O,O,X,O,X,O,X,X,X,X,X,X
LOZITSJ,O,O,X,O,X,O,X,X,X,X,X,X
LOZIJTS,O,X,X,O,X,O,X,X,X,X,X,X
LOZIJST,O,X,O,O,X,O,X,X,X,X,X,X
LOZISTJ,O,O,O,O,X,O,X,X,X,X,X,X
LOZISJT,O,O,O,O,X,O,X,X,X,X,X,X
LOZJTIS,O,X,X,O,X,O,X,X,X,X,X,X
LOZJTSI,O,X,X,O,X,O,X,X,X,X,X,X
LOZJITS,O,X,X,O,X,O,X,X,X,X,X,X
LOZJIST,O,X,O,O,X,O,O,X,X,X,X,X
LOZJSTI,O,X,O,O,X,O,O,X,X,X,X,X
LOZJSIT,O,X,O,O,X,O,O,X,X,X,X,X
LOZSTIJ,O,O,X,O,X,O,X,X,X,X,X,X
LOZSTJI,O,X,O,O,X,O,X,X,X,X,X,X
LOZSITJ,O,O,O,O,X,O,X,X,X,X,X,X
LOZSIJT,O,O,O,O,X,O,X,X,X,X,X,X
LOZSJTI,O,X,O,O,X,O,X,X,X,X,X,X
LOZSJIT,O,O,O,O,X,O,X,X,X,X,X,X
JTILSZO,O,O,X,O,X,X,X,O,X,O,X,X
JTILSOZ,O,O,X,O,X,X,O,O,X,O,X,X
JTILZSO,O,O,X,O,X,O,X,O,X,O,O,X
JTILZOS,O,X,X,O,X,O,X,O,X,O,O,X
JTILOSZ,O,O,X,O,X,X,O,O,X,O,X,X
JTILOZS,O,X,X,O,X,X,X,O,X,O,O,X
JTISLZO,X,O,O,O,X,X,X,O,X,O,X,X
JTISLOZ,X,X,X,O,X,X,O,O,X,O,X,X
JTISZLO,X,O,O,O,X,X,X,O,X,O,X,X
JTISZOL,X,O,O,X,X,X,X,O,X,O,X,X
JTISOLZ,X,O,X,X,X,X,O,O,X,O,X,X
JTISOZL,X,O,X,X,X,X,O,O,X,O,X,X
JTIZLSO,O,X,O,O,X,O,X,O,O,X,O,X
JTIZLOS,O,X,O,O,X,O,X,O,O,X,O,X
JTIZSLO,O,X,O,O,X,O,X,O,O,X,O,X
JTIZSOL,O,X,O,X,X,O,X,O,O,X,O,X
JTIZOLS,O,X,O,O,X,O,X,O,O,X,O,X
JTIZOSL,O,X,O,X,X,O,X,O,O,X,O,X
JTIOLSZ,O,O,X,O,X,X,O,O,X,X,X,X
JTIOLZS,O,O,X,O,X,O,X,O,X,X,X,X
JTIOSLZ,X,O,X,X,X,X,O,O,X,X,X,X
JTIOSZL,X,O,X,X,X,X,O,O,X,X,X,X
JTIOZLS,O,O,X,O,X,O,X,O,O,X,O,X
JTIOZSL,O,O,X,X,X,O,O,O,O,X,O,X
JTLISZO,O,O,X,O,O,X,X,O,X,O,X,X
JTLISOZ,O,O,X,O,O,X,O,O,X,O,X,X
JTLIZSO,O,O,X,O,O,X,X,O,X,O,O,X
JTLIZOS,O,X,X,O,O,X,X,O,X,O,O,X
JTLIOSZ,O,O,X,O,O,X,O,O,X,O,X,X
JTLIOZS,O,X,X,O,O,X,X,O,X,O,O,X
JTLSIZO,O,O,X,X,O,X,X,X,X,O,X,X
JTLSIOZ,O,O,X,X,O,X,O,X,X,O,X,X
JTLSZIO,O,O,X,X,O,X,X,X,X,O,X,X
JTLSZOI,O,O,X,X,O,X,X,O,X,X,X,X
JTLSOIZ,O,O,X,X,O,X,O,X,X,O,X,X
JTLSOZI,O,O,X,X,O,X,O,O,X,X,X,X
JTLZISO,O,O,X,O,O,O,X,O,O,O,O,X
JTLZIOS,O,X,X,O,O,O,X,O,O,O,O,X
JTLZSIO,O,O,X,X,O,O,X,X,O,O,O,X
JTLZSOI,O,O,X,X,O,O,X,O,O,X,O,X
JTLZOIS,O,X,X,X,O,O,X,O,O,X,O,X
JTLZOSI,O,X,X,X,O,O,X,O,O,X,O,X
JTLOISZ,O,O,X,X,O,X,O,X,X,O,X,X
JTLOIZS,O,O,X,X,O,X,X,O,X,O,O,X
JTLOSIZ,O,O,X,X,O,X,O,X,X,O,X,X
JTLOSZI,O,O,X,X,O,X,O,O,X,X,X,X
JTLOZIS,O,O,X,X,O,X,X,O,O,X,O,X
JTLOZSI,O,O,X,X,O,X,X,O,O,X,O,X
JTSILZO,X,O,O,O,O,X,X,X,X,O,X,X
JTSILOZ,X,X,X,O,O,X,O,X,X,O,X,X
JTSIZLO,X,O,O,O,O,X,X,X,X,O,X,X
JTSIZOL,X,O,O,X,O,X,X,X,X,O,X,X
JTSIOLZ,X,O,X,X,O,X,O,X,X,O,X,X
JTSIOZL,X,O,X,X,O,X,O,X,X,O,X,X
JTSLIZO,X,O,X,X,X,X,X,X,X,O,X,X
JTSLIOZ,X,O,X,X,X,X,O,X,X,O,X,X
JTSLZIO,X,O,O,X,X,X,X,X,X,O,X,X
JTSLZOI,X,O,O,X,X,X,X,O,X,X,X,X
JTSLOIZ,X,O,X,X,X,X,O,X,X,O,X,X
JTSLOZI,X,O,X,X,X,X,O,O,X,X,X,X
JTSZILO,X,O,O,O,O,X,X,X,O,O,X,X
JTSZIOL,X,O,O,X,O,X,X,X,O,O,X,X
JTSZLIO,X,O,O,X,X,X,X,X,O,O,X,X
JTSZLOI,X,O,O,X,O,X,X,O,O,X,X,X
JTSZOIL,X,O,O,X,O,X,X,X,O,X,X,X
JTSZOLI,X,O,O,X,O,X,X,O,O,X,X,X
JTSOILZ,X,O,X,X,O,X,O,X,X,O,X,X
JTSOIZL,X,O,X,X,O,X,O,X,X,O,X,X
JTSOLIZ,X,O,X,X,X,X,O,X,X,O,X,X
JTSOLZI,X,O,X,X,X,X,O,O,X,X,X,X
JTSOZIL,X,O,X,X,O,X,O,X,O,X,X,X
JTSOZLI,X,O,X,X,O,X,O,O,O,X,X,X
JTZILSO,O,X,O,O,X,O,X,O,O,X,O,X
JTZILOS,O,X,O,O,X,O,X,O,O,X,O,X
JTZISLO,X,X,O,O,X,O,X,O,O,X,O,X
JTZISOL,X,X,O,X,X,O,X,O,O,X,O,X
JTZIOLS,O,X,O,O,X,O,X,O,O,X,O,X
JTZIOSL,X,X,O,X,X,O,X,O,O,X,O,X
JTZLISO,O,O,O,O,X,O,X,O,O,O,O,X
JTZLIOS,O,X,O,O,X,O,X,O,O,O,O,X
JTZLSIO,O,O,O,X,X,O,X,X,O,O,O,X
JTZLSOI,O,O,O,X,X,O,X,O,O,X,O,X
JTZLOIS,O,X,O,X,X,O,X,O,O,X,O,X
JTZLOSI,O,X,O,X,X,O,X,O,O,X,O,X
JTZSILO,X,O,O,O,X,O,X,X,O,O,O,O
JTZSIOL,X,O,O,X,X,O,X,X,O,O,O,O
JTZSLIO,O,O,O,X,X,O,X,X,O,O,O,O
JTZSLOI,O,O,O,X,X,O,X,O,O,X,O,O
JTZSOIL,X,O,O,X,X,X,X,X,O,X,O,O
JTZSOLI,O,O,O,X,X,X,X,O,O,X,X,O
JTZOILS,O,O,O,O,X,O,X,O,O,X,O,X
JTZOISL,X,O,O,X,X,O,X,O,O,X,O,X
JTZOLIS,O,O,O,X,X,O,X,O,O,X,O,X
JTZOLSI,O,O,O,X,X,O,X,O,O,X,O,X
JTZOSIL,X,O,O,X,X,X,X,X,O,X,O,X
JTZOSLI,O,O,O,X,X,X,X,O,O,X,X,X
JTOILSZ,O,O,X,O,O,X,O,X,X,X,X,X
JTOILZS,O,O,X,O,O,X,X,O,X,X,X,X
JTOISLZ,X,O,X,X,O,X,O,X,X,X,X,X
JTOISZL,X,O,X,X,O,X,O,X,X,X,X,X
JTOIZLS,O,O,X,O,X,X,X,O,O,X,O,X
JTOIZSL,O,O,X,X,X,X,O,X,O,X,O,X
JTOLISZ,O,O,X,X,O,X,O,X,X,O,X,X
JTOLIZS,O,O,X,X,O,X,X,O,X,O,X,X
JTOLSIZ,O,O,X,X,O,X,O,X,X,O,X,X
JTOLSZI,O,O,X,X,O,X,O,O,X,X,X,X
JTOLZIS,O,O,X,X,O,X,X,O,O,X,X,X
JTOLZSI,O,O,X,X,O,X,X,O,O,X,X,X
JTOSILZ,X,O,X,X,O,X,O,X,X,O,X,X
JTOSIZL,X,O,X,X,O,X,O,X,X,O,X,X
JTOSLIZ,X,O,X,X,X,X,O,X,X,O,X,X
JTOSLZI,X,O,X,X,X,X,O,O,X,X,X,X
JTOSZIL,X,O,X,X,O,X,O,X,O,X,X,X
JTOSZLI,X,O,X,X,O,X,O,O,O,X,X,X
JTOZILS,O,O,X,O,X,X,X,O,O,X,O,X
JTOZISL,X,O,X,X,X,X,O,O,O,X,O,X
JTOZLIS,O,O,X,X,X,X,X,O,O,X,O,X
JTOZLSI,O,O,X,X,X,X,X,O,O,X,X,X
JTOZSIL,X,O,X,X,X,X,O,X,O,X,O,X
JTOZSLI,O,O,X,X,X,X,O,O,O,X,X,X
JITLSZO,X,X,X,O,X,X,X,X,X,O,X,X
JITLSOZ,X,X,X,O,X,X,O,X,X,O,X,X
JITLZSO,X,X,X,O,X,X,X,X,X,O,X,X
JITLZOS,X,X,X,O,X,X,X,O,X,O,X,X
JITLOSZ,X,X,X,O,X,X,O,X,X,O,X,X
JITLOZS,X,X,X,O,X,X,X,O,X,O,X,X
JITSLZO,X,X,X,O,X,X,X,X,X,O,X,X
JITSLOZ,X,X,X,O,X,X,O,X,X,O,X,X
JITSZLO,X,X,X,O,X,X,X,X,X,O,X,X
JITSZOL,X,X,X,X,X,X,X,X,X,O,X,X
JITSOLZ,X,X,X,X,X,X,O,X,X,O,X,X
JITSOZL,X,X,X,X,X,X,O,X,X,O,X,X
JITZLSO,X,X,X,O,X,X,X,X,O,X,X,X
JITZLOS,X,X,X,O,X,X,X,O,O,X,X,X
JITZSLO,X,X,X,O,X,X,X,X,O,X,X,X
JITZSOL,X,X,X,X,X,X,X,X,O,X,X,X
JITZOLS,X,X,X,O,X,X,X,O,O,X,X,X
JITZOSL,X,X,X,X,X,X,X,X,O,X,X,X
JITOLSZ,X,X,X,O,X,X,O,X,X,X,X,X
JITOLZS,X,X,X,O,X,X,X,O,X,X,X,X
JITOSLZ,X,X,X,X,X,X,O,X,X,X,X,X
JITOSZL,X,X,X,X,X,X,O,X,X,X,X,X
JITOZLS,X,X,X,O,X,X,X,O,O,X,X,X
JITOZSL,X,X,X,X,X,X,O,X,O,X,X,X
JILTSZO,X,X,X,O,O,X,X,X,X,O,X,X
JILTSOZ,X,X,X,O,O,X,O,X,X,O,X,X
JILTZSO,X,X,X,O,O,X,X,X,X,O,X,X
JILTZOS,X,X,X,O,O,X,X,X,X,O,X,X
JILTOSZ,X,X,X,O,O,X,O,X,X,O,X,X
JILTOZS,X,X,X,O,O,X,X,X,X,O,X,X
JILSTZO,X,X,X,O,O,X,X,X,X,O,X,X
JILSTOZ,X,X,X,O,O,X,O,X,X,O,X,X
JILSZTO,X,X,X,O,O,X,X,X,X,O,X,X
JILSZOT,X,X,X,O,O,X,O,X,X,X,X,X
JILSOTZ,X,X,X,O,O,X,O,X,X,O,X,X
JILSOZT,X,X,X,O,O,X,O,X,X,X,X,X
JILZTSO,X,X,X,O,O,X,X,X,X,O,X,X
JILZTOS,X,X,X,O,O,X,X,X,X,O,X,X
JILZSTO,X,X,X,O,O,X,X,X,X,X,X,X
JILZSOT,X,X,X,O,O,X,O,X,X,X,X,X
JILZOTS,X,X,X,O,O,X,X,X,X,X,X,X
JILZOST,X,X,X,O,O,X,O,X,X,X,X,X
JILOTSZ,X,X,X,O,O,X,O,X,X,O,X,X
JILOTZS,X,X,X,O,O,X,X,X,X,O,X,X
JILOSTZ,X,X,X,O,O,X,O,X,X,X,X,X
JILOSZT,X,X,X,O,O,X,O,X,X,X,X,X
JILOZTS,X,X,X,O,O,X,X,X,X,X,X,X
JILOZST,X,X,X,O,O,X,O,X,X,X,X,X
JISTLZO,X,X,X,O,O,X,X,X,X,O,X,X
JISTLOZ,X,X,X,O,O,X,O,X,X,O,X,X
JISTZLO,X,X,X,O,O,X,X,X,X,O,X,X
JISTZOL,X,X,X,X,O,X,X,X,X,O,X,X
JISTOLZ,X,X,X,X,O,X,O,X,X,O,X,X
JISTOZL,X,X,X,X,O,X,O,X,X,O,X,X
JISLTZO,X,X,X,O,O,X,X,X,X,O,X,X
JISLTOZ,X,X,X,O,O,X,O,X,X,O,X,X
JISLZTO,X,X,X,O,O,X,X,X,X,O,X,X
JISLZOT,X,X,X,O,O,X,O,X,X,X,X,X
JISLOTZ,X,X,X,O,O,X,O,X,X,O,X,X
JISLOZT,X,X,X,O,O,X,O,X,X,X,X,X
JISZTLO,X,X,X,O,O,X,X,X,X,O,X,X
JISZTOL,X,X,X,X,O,X,X,X,X,O,X,X
JISZLTO,X,X,X,O,O,X,X,X,X,X,X,X
JISZLOT,X,X,X,O,O,X,O,X,X,X,X,X
JISZOTL,X,X,X,X,O,X,O,X,X,X,X,X
JISZOLT,X,X,X,X,O,X,O,X,X,X,X,X
JISOTLZ,X,X,X,X,O,X,O,X,X,O,X,X
JISOTZL,X,X,X,X,O,X,O,X,X,O,X,X
JISOLTZ,X,X,X,X,O,X,O,X,X,X,X,X
JISOLZT,X,X,X,X,O,X,O,X,X,X,X,X
JISOZTL,X,X,X,X,O,X,O,X,X,X,X,X
JISOZLT,X,X,X,X,O,X,O,X,X,X,X,X
JIZTLSO,X,X,X,O,X,X,X,O,O,X,X,X
JIZTLOS,X,X,X,O,X,X,X,O,O,X,X,X
JIZTSLO,X,X,X,O,X,X,X,O,O,X,X,X
JIZTSOL,X,X,X,X,X,X,X,O,O,X,X,X
JIZTOLS,X,X,X,O,X,X,X,O,O,X,X,X
JIZTOSL,X,X,X,X,X,X,X,O,O,X,X,X
JIZLTSO,X,X,X,O,X,X,X,O,X,X,X,X
JIZLTOS,X,X,X,O,X,X,X,O,X,X,X,X
JIZLSTO,X,X,X,O,X,X,X,X,X,X,X,X
JIZLSOT,X,X,X,O,X,X,O,X,X,X,X,X
JIZLOTS,X,X,X,O,X,X,X,O,X,X,X,X
JIZLOST,X,X,X,O,X,X,O,X,X,X,X,X
JIZSTLO,X,X,X,O,X,X,X,O,X,X,X,O
JIZSTOL,X,X,X,X,X,X,X,O,X,X,X,O
JIZSLTO,X,X,X,O,X,X,X,X,X,X,X,X
JIZSLOT,X,X,X,O,X,X,O,X,X,X,X,X
JIZSOTL,X,X,X,X,X,X,O,O,X,X,X,X
JIZSOLT,X,X,X,X,X,X,O,X,X,X,X,X
JIZOTLS,X,X,X,O,X,X,X,O,O,X,X,X
JIZOTSL,X,X,X,X,X,X,O,O,O,X,X,X
JIZOLTS,X,X,X,O,X,X,X,O,X,X,X,X
JIZOLST,X,X,X,O,X,X,O,X,X,X,X,X
JIZOSTL,X,X,X,X,X,X,O,O,X,X,X,X
JIZOSLT,X,X,X,X,X,X,O,X,X,X,X,X
JIOTLSZ,X,X,X,O,O,X,O,X,X,X,X,X
JIOTLZS,X,X,X,O,O,X,X,O,X,X,X,X
JIOTSLZ,X,X,X,X,O,X,O,X,X,X,X,X
JIOTSZL,X,X,X,X,O,X,O,X,X,X,X,X
JIOTZLS,X,X,X,O,X,X,X,O,O,X,X,X
JIOTZSL,X,X,X,X,X,X,O,X,O,X,X,X
JIOLTSZ,X,X,X,O,O,X,O,X,X,X,X,X
JIOLTZS,X,X,X,O,O,X,X,X,X,X,X,X
JIOLSTZ,X,X,X,O,O,X,O,X,X,X,X,X
JIOLSZT,X,X,X,O,O,X,O,X,X,X,X,X
JIOLZTS,X,X,X,O,O,X,X,X,X,X,X,X
JIOLZST,X,X,X,O,O,X,O,X,X,X,X,X
JIOSTLZ,X,X,X,X,O,X,O,X,X,X,X,X
JIOSTZL,X,X,X,X,O,X,O,X,X,X,X,X
JIOSLTZ,X,X,X,X,O,X,O,X,X,X,X,X
JIOSLZT,X,X,X,X,O,X,O,X,X,X,X,X
JIOSZTL,X,X,X,X,O,X,O,X,X,X,X,X
JIOSZLT,X,X,X,X,O,X,O,X,X,X,X,X
JIOZTLS,X,X,X,O,X,X,X,O,O,X,X,X
JIOZTSL,X,X,X,X,X,X,O,O,O,X,X,X
JIOZLTS,X,X,X,O,O,X,X,O,X,X,X,X
JIOZLST,X,X,X,O,O,X,O,X,X,X,X,X
JIOZSTL,X,X,X,X,O,X,O,O,X,X,X,X
JIOZSLT,X,X,X,X,O,X,O,X,X,X,X,X
JLTISZO,O,O,X,O,O,X,X,X,X,O,X,X
JLTISOZ,O,O,X,O,O,X,O,X,X,O,X,X
JLTIZSO,O,O,X,O,O,X,X,X,X,O,X,X
JLTIZOS,O,X,X,O,O,X,X,O,X,O,X,X
JLTIOSZ,O,O,X,O,O,X,O,X,X,O,X,X
JLTIOZS,O,X,X,O,O,X,X,O,X,O,X,X
JLTSIZO,O,O,X,O,O,X,X,X,X,O,X,X
JLTSIOZ,O,O,X,X,O,X,O,X,X,O,X,X
JLTSZIO,O,O,X,O,O,X,X,X,X,O,X,X
JLTSZOI,O,O,X,O,O,X,X,O,X,X,X,X
JLTSOIZ,O,X,X,X,O,X,O,X,X,O,X,X
JLTSOZI,O,O,X,O,O,X,O,O,X,X,X,X
JLTZISO,O,O,X,O,O,X,X,X,O,O,X,X
JLTZIOS,O,X,X,O,O,X,X,O,O,O,X,X
JLTZSIO,O,O,X,O,O,X,X,X,O,O,X,X
JLTZSOI,O,O,X,O,O,X,X,O,O,X,X,X
JLTZOIS,O,X,X,X,O,X,X,O,O,X,X,X
JLTZOSI,O,X,X,O,O,X,X,O,O,X,X,X
JLTOISZ,O,O,X,X,O,X,O,X,X,O,X,X
JLTOIZS,O,X,X,X,O,X,X,O,X,O,X,X
JLTOSIZ,O,X,X,X,O,X,O,X,X,O,X,X
JLTOSZI,O,O,X,O,O,X,O,O,X,X,X,X
JLTOZIS,O,X,X,X,O,X,X,O,O,X,X,X
JLTOZSI,O,X,X,O,O,X,X,O,O,X,X,X
JLITSZO,O,O,X,O,O,X,X,X,X,O,X,X
JLITSOZ,O,O,X,O,O,X,O,X,X,O,X,X
JLITZSO,O,O,X,O,O,X,X,X,X,O,X,X
JLITZOS,O,X,X,O,O,X,X,X,X,O,X,X
JLITOSZ,O,O,X,O,O,X,O,X,X,O,X,X
JLITOZS,O,X,X,O,O,X,X,X,X,O,X,X
JLISTZO,O,O,X,O,O,X,X,X,X,O,X,X
JLISTOZ,O,O,X,O,O,X,O,X,X,O,X,X
JLISZTO,O,O,X,O,O,X,X,X,X,O,X,X
JLISZOT,O,X,X,O,O,X,O,X,X,X,X,X
JLISOTZ,X,X,X,O,O,X,O,X,X,O,X,X
JLISOZT,X,X,X,O,O,X,O,X,X,X,X,X
JLIZTSO,O,X,X,O,O,X,X,X,X,O,X,X
JLIZTOS,O,X,X,O,O,X,X,X,X,O,X,X
JLIZSTO,O,X,X,O,O,X,X,X,X,X,X,X
JLIZSOT,O,X,X,O,O,X,O,X,X,X,X,X
JLIZOTS,O,X,X,O,O,X,X,X,X,X,X,X
JLIZOST,O,X,X,O,O,X,O,X,X,X,X,X
JLIOTSZ,X,X,X,O,O,X,O,X,X,O,X,X
JLIOTZS,X,X,X,O,O,X,X,X,X,O,X,X
JLIOSTZ,X,X,X,O,O,X,O,X,X,X,X,X
JLIOSZT,X,X,X,O,O,X,O,X,X,X,X,X
JLIOZTS,X,X,X,O,O,X,X,X,X,X,X,X
JLIOZST,X,X,X,O,O,X,O,X,X,X,X,X
JLSTIZO,O,X,X,O,O,X,X,X,X,O,X,X
JLSTIOZ,O,X,X,X,O,X,O,X,X,O,X,X
JLSTZIO,O,X,O,O,O,X,X,X,X,O,X,X
JLSTZOI,O,X,O,O,O,X,X,X,X,X,X,X
JLSTOIZ,O,X,X,X,O,X,O,X,X,O,X,X
JLSTOZI,O,X,X,O,O,X,O,X,X,X,X,X
JLSITZO,O,O,X,O,O,X,X,X,X,O,X,X
JLSITOZ,O,O,X,X,O,X,O,X,X,O,X,X
JLSIZTO,O,O,X,O,O,X,X,X,X,O,X,X
JLSIZOT,O,X,X,X,O,X,O,X,X,X,X,X
JLSIOTZ,X,X,X,X,O,X,O,X,X,O,X,X
JLSIOZT,X,X,X,X,O,X,O,X,X,X,X,X
JLSZTIO,O,X,O,O,O,X,X,X,X,O,X,X
JLSZTOI,O,X,O,O,O,X,X,X,X,X,X,X
JLSZITO,O,O,O,O,O,X,X,X,X,O,X,X
JLSZIOT,O,X,O,X,O,X,O,X,X,X,X,X
JLSZOTI,O,X,O,O,O,X,O,X,X,X,X,X
JLSZOIT,O,X,O,X,O,X,O,X,X,X,X,X
JLSOTIZ,X,X,X,O,O,X,O,X,X,O,X,X
JLSOTZI,X,X,X,O,O,X,O,X,X,X,X,X
JLSOITZ,X,X,X,O,O,X,O,X,X,O,X,X
JLSOIZT,X,X,X,O,O,X,O,X,X,X,X,X
JLSOZTI,X,X,X,O,O,X,O,X,X,X,X,X
JLSOZIT,X,X,X,O,O,X,O,X,X,X,X,X
JLZTISO,O,X,O,O,O,X,X,X,O,O,X,X
JLZTIOS,O,X,X,O,O,X,X,O,O,O,X,X
JLZTSIO,O,X,O,O,O,X,X,X,O,O,X,X
JLZTSOI,O,X,O,O,O,X,X,O,O,X,X,X
JLZTOIS,O,X,X,X,O,X,X,O,O,X,X,X
JLZTOSI,O,X,X,O,O,X,X,O,O,X,X,X
JLZITSO,O,X,O,O,O,X,X,O,X,O,X,X
JLZITOS,O,X,X,O,O,X,X,O,X,O,X,X
JLZISTO,O,X,O,O,O,X,X,X,X,X,X,X
