sequence,v115@6gC8HeC8GeC8EeF8AeG8Je//IvhFRbBUdBTgBKmBWn?BFqB,v115@6gC8HeC8GeC8EeF8AeG8Je//IvhFRbBUdBTgBOmBCn?BFqB,v115@6gC8HeC8GeC8EeF8AeG8Je//IvhFRbBuhBigBTiBUm?BFqB,v115@6gC8HeC8GeC8EeF8AeG8Je//IvhFagBRcBGhBTiBUm?BFqB,v115@6gC8HeC8GeC8EeF8AeG8Je//IvhFUbBRcB6mBTiBml?BFqB,v115@6gC8HeC8GeC8EeF8AeG8Je//IvhFUbBRcBylB+mBTi?BFqB,v115@6gC8HeC8GeC8EeF8AeG8JeT6IvhFmcBxgBSnBXgBUm?BFqB,v115@6gC8HeC8GeC8EeF8AeG8Jem6IvhFRcB0fBfmB6mBTi?BFqB,v115@6gC8HeC8GeC8EeF8AeG8Je//IvhFRbBigBGiBzhBUm?BFqB,v115@6gC8HeC8GeC8EeF8AeG8Jei6IvhFRcBFgB8lB+mBTi?BfqB,v115@6gC8HeC8GeC8EeF8AeG8Je//IvhFagBugBxhBUiBTm?BFqB,v115@6gC8HeC8GeC8EeF8AeG8Jey/IvhFzbBGiB0fBRmB3m?BFqB,v115@6gC8HeC8GeC8EeF8AeG8Jey/IvhFRcBzgBGiB0fB3m?BFqB,v115@6gC8HeC8GeC8EeF8AeG8Je//IvhFRbBzcB2lBSnBUm?BFqB,v115@6gC8HeC8GeC8EeF8AeG8Jei6IvhFRcB8lBGiBzkB3m?BFqB,v115@6gC8HeC8GeC8EeF8AeG8Je//IvhFagBugBUdBxmBTm?BFqB,v115@6gC8HeC8GeC8EeF8AeG8Jei6IvhFTcB/iBWlBlmBRq?BcqB,v115@6gC8HeC8GeC8EeF8AeG8Jex6IvhFTcB/iB6kB0lBlm?BOqB,v115@6gC8HeC8GeC8EeF8AeG8JeT6IvhFUdBClBxmB/mB1q?BOqB,v115@6gC8HeC8GeC8EeF8AeG8Jem6IvhF0fBRhBSnBzgB3m?BFqB,v115@6gC8HeC8GeC8EeF8AeG8Jem6IvhFCcB/iB0fBRmBTm?BFqB,v115@6gC8HeC8GeC8EeF8AeG8Je2/IvhFzbBViBUgBfqBxr?BSwB
TLOJZIS,O,O,X,X,O,O,O,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X
TLOJZSI,O,O,O,X,O,O,O,X,X,X,X,X,O,O,X,X,X,X,X,X,X,X
TLOSIJZ,O,O,O,O,O,O,O,O,O,O,O,X,X,O,X,X,X,X,X,X,X,X
TLOSIZJ,O,O,O,O,O,O,X,O,O,X,O,X,X,O,X,X,X,X,X,X,X,X
TLOSJIZ,O,O,O,O,O,O,O,O,O,O,O,X,O,O,O,X,X,X,X,X,X,X
TLOSJZI,O,O,O,O,O,O,X,O,O,O,O,X,O,O,O,X,X,X,X,X,X,X
TLOSZIJ,O,O,O,O,O,O,O,O,O,X,O,X,X,O,O,X,X,X,X,X,X,X
TLOSZJI,O,O,O,O,O,O,O,O,O,O,O,X,X,O,X,X,X,X,X,X,X,X
TLOZIJS,X,X,O,O,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X
TLOZISJ,X,O,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TLOZJIS,O,O,O,O,O,X,O,O,X,X,X,X,O,X,X,X,X,X,X,O,X,X
TLOZJSI,O,O,O,O,O,X,O,O,O,X,X,X,O,O,X,X,X,X,X,X,X,X
TLOZSIJ,O,O,O,O,O,X,O,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X
TLOZSJI,O,O,O,O,O,X,O,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X
TJILSZO,O,X,X,X,O,O,X,X,O,O,X,X,X,O,O,O,X,X,X,X,X,X
TJILSOZ,O,X,X,X,O,O,X,X,O,O,X,O,O,O,O,O,X,X,X,X,X,X
TJILZSO,O,X,X,X,O,O,X,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X
TJILZOS,O,X,X,X,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X
TJILOSZ,O,X,X,X,O,O,X,X,X,O,X,O,O,O,O,X,X,X,X,X,X,O
TJILOZS,O,X,X,X,X,X,X,X,X,O,X,O,O,X,X,X,X,X,X,X,X,X
TJISLZO,O,O,X,X,O,O,X,X,O,O,X,X,X,O,O,O,X,X,X,X,X,X
TJISLOZ,O,X,X,X,O,O,X,X,O,O,O,O,O,O,O,O,X,X,X,X,X,X
TJISZLO,O,O,X,X,O,O,X,X,O,O,X,X,X,O,O,O,X,X,X,X,X,X
TJISZOL,O,O,X,X,O,O,X,X,X,O,X,X,O,X,O,O,X,X,X,X,X,X
TJISOLZ,X,O,X,X,O,O,X,X,X,X,O,O,O,O,O,O,X,X,X,X,X,O
TJISOZL,O,O,X,X,O,O,X,X,X,X,O,X,O,X,X,O,X,X,X,X,X,O
TJIZLSO,O,X,X,X,X,O,X,X,O,O,X,X,X,X,X,O,X,X,X,X,X,X
TJIZLOS,O,X,X,X,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X
TJIZSLO,O,O,X,X,X,O,X,X,O,O,X,X,X,X,X,O,X,X,X,X,X,X
TJIZSOL,O,O,X,X,X,O,X,X,X,O,X,X,O,X,X,O,X,X,X,X,X,X
TJIZOLS,X,X,X,X,X,X,X,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X
TJIZOSL,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,O
TJIOLSZ,X,X,X,X,O,O,X,X,X,X,O,O,O,X,O,X,X,X,X,X,X,O
TJIOLZS,X,X,X,X,O,X,X,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X
TJIOSLZ,X,O,X,X,O,O,X,X,X,X,O,O,O,X,X,O,X,X,X,X,X,O
TJIOSZL,X,O,X,X,O,O,X,X,X,X,O,X,O,X,X,O,X,X,X,X,X,O
TJIOZLS,X,X,X,X,X,X,X,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X
TJIOZSL,X,O,X,X,O,X,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X,O
TJLISZO,O,O,X,X,O,O,X,X,O,O,X,X,X,O,O,O,X,X,X,X,X,X
TJLISOZ,O,O,X,X,O,O,O,X,O,O,X,O,O,O,O,O,X,X,X,X,X,X
TJLIZSO,O,O,X,X,O,O,X,X,X,O,X,X,X,X,X,O,X,X,X,O,X,X
TJLIZOS,O,O,X,X,X,X,O,X,X,O,X,O,X,X,X,X,X,X,X,O,X,X
TJLIOSZ,O,O,X,X,O,O,O,X,X,O,X,O,O,O,O,X,X,X,X,X,X,X
TJLIOZS,O,O,X,X,X,X,O,X,X,O,X,O,O,X,X,X,X,X,X,X,X,X
TJLSIZO,O,O,O,X,O,O,X,X,O,O,X,X,X,O,O,O,X,X,X,X,X,X
TJLSIOZ,O,O,O,X,O,O,O,X,O,O,O,O,O,O,O,O,X,X,X,X,X,X
TJLSZIO,O,O,O,X,O,O,X,X,O,O,X,X,X,O,O,O,X,X,X,X,X,X
TJLSZOI,O,O,O,X,O,O,X,X,O,O,O,X,O,O,X,X,X,X,X,X,X,X
TJLSOIZ,O,O,O,X,O,O,O,X,O,X,O,X,O,O,O,O,X,X,X,X,X,X
TJLSOZI,O,O,O,X,O,O,X,X,O,O,O,X,O,O,O,X,X,X,X,X,X,X
TJLZISO,O,O,O,X,O,O,O,X,O,O,X,X,X,X,X,X,X,X,X,O,X,X
TJLZIOS,O,O,X,X,X,X,O,X,X,O,X,O,X,X,X,X,X,X,X,O,X,X
TJLZSIO,O,O,O,X,O,O,O,X,O,X,X,X,X,O,X,X,X,X,X,O,X,X
TJLZSOI,O,O,O,X,O,O,O,X,O,X,X,X,O,O,X,X,X,X,X,X,X,X
TJLZOIS,O,O,O,X,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X,O,X,X
TJLZOSI,O,O,O,X,X,X,O,X,O,X,X,X,O,O,X,X,X,X,X,X,X,X
TJLOISZ,O,O,O,X,O,O,O,X,X,X,O,O,O,O,O,X,X,X,X,X,X,X
TJLOIZS,O,O,X,X,O,X,O,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X
TJLOSIZ,O,O,O,X,O,O,O,X,O,X,O,X,O,O,O,X,X,X,X,X,X,X
TJLOSZI,O,O,O,X,O,O,X,X,O,X,O,X,O,O,O,X,X,X,X,X,X,X
TJLOZIS,O,O,X,X,O,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
TJLOZSI,O,O,O,X,O,X,O,X,X,X,X,X,O,O,X,X,X,X,X,X,X,X
TJSILZO,O,O,O,X,O,O,X,X,O,O,X,X,X,O,O,O,X,X,X,X,O,X
TJSILOZ,O,X,O,X,O,O,X,X,O,O,O,O,O,O,O,O,X,X,X,X,X,O
TJSIZLO,O,O,O,X,O,O,X,O,O,O,X,X,X,O,O,O,X,X,X,X,O,X
TJSIZOL,O,O,O,X,O,O,X,O,X,O,X,X,O,X,O,O,X,X,X,X,O,O
TJSIOLZ,O,O,O,X,O,O,X,X,X,X,O,O,O,O,O,O,X,X,X,X,X,O
TJSIOZL,O,O,O,X,O,O,X,X,X,X,O,X,O,X,X,O,X,X,X,X,X,O
TJSLIZO,O,O,O,X,O,O,X,O,O,O,X,X,X,O,O,O,X,X,X,X,X,X
TJSLIOZ,O,O,O,X,O,O,X,X,O,O,O,O,O,O,O,O,X,X,X,X,X,X
TJSLZIO,O,O,O,O,O,O,X,O,O,O,X,X,X,O,O,O,X,X,X,X,X,X
TJSLZOI,O,O,O,O,O,O,X,O,O,O,O,X,O,O,X,X,X,X,X,X,X,X
TJSLOIZ,O,O,O,O,O,O,X,X,O,X,O,X,O,O,O,O,X,X,X,X,X,X
TJSLOZI,O,O,O,O,O,O,X,X,O,O,O,X,O,O,O,X,X,X,X,X,X,X
TJSZILO,O,O,O,O,O,O,X,O,O,O,X,X,X,O,O,O,X,X,X,X,O,X
TJSZIOL,O,O,O,O,O,O,X,O,X,O,X,X,O,X,O,O,X,X,X,X,O,X
TJSZLIO,O,O,O,O,O,O,X,O,O,O,X,X,X,O,O,O,X,X,X,X,O,X
TJSZLOI,O,O,O,O,O,O,X,O,O,O,O,X,O,O,X,X,X,X,X,X,X,X
TJSZOIL,O,O,O,O,O,O,X,O,X,O,O,X,O,X,O,X,X,X,X,X,O,X
TJSZOLI,O,O,O,O,O,O,X,O,O,O,O,X,O,X,O,X,X,X,X,X,X,X
TJSOILZ,O,O,O,O,O,O,X,X,X,X,O,X,O,O,O,O,X,X,X,X,X,X
TJSOIZL,O,O,O,X,O,O,X,O,X,X,O,X,O,X,X,O,X,X,X,X,X,X
TJSOLIZ,O,O,O,O,O,O,X,O,O,X,O,X,O,O,O,O,X,X,X,X,X,X
TJSOLZI,O,O,O,O,O,O,X,O,O,O,O,X,O,O,O,X,X,X,X,X,X,X
TJSOZIL,O,O,O,O,O,O,X,O,X,X,O,X,O,X,O,X,X,X,X,X,X,X
TJSOZLI,O,O,O,O,O,O,X,O,O,X,O,X,O,X,O,X,X,X,X,X,X,X
TJZILSO,O,X,O,O,X,O,X,X,O,O,X,X,X,X,X,O,X,X,X,O,X,X
TJZILOS,O,X,X,X,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X,O,X,X
TJZISLO,O,O,O,O,X,O,X,O,O,O,X,X,X,X,X,O,X,X,X,X,O,X
TJZISOL,O,O,O,O,X,O,X,O,X,O,X,X,O,X,X,O,X,X,X,X,O,X
TJZIOLS,X,X,X,X,X,X,X,O,X,X,X,O,O,X,X,X,X,X,X,X,X,X
TJZIOSL,X,O,X,O,X,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X
TJZLISO,O,X,O,O,O,O,O,X,O,O,X,X,X,X,X,X,X,X,X,O,X,X
TJZLIOS,O,X,X,X,X,X,O,X,X,O,X,O,X,X,X,X,X,X,X,O,X,X
TJZLSIO,O,O,O,O,O,O,O,O,O,X,X,X,X,O,X,X,X,X,X,O,O,X
TJZLSOI,O,O,O,O,O,O,O,O,O,X,X,X,O,O,X,X,X,X,X,X,X,X
TJZLOIS,O,X,O,X,X,X,O,O,X,X,X,X,O,X,X,X,X,X,X,O,X,X
TJZLOSI,O,O,O,X,X,X,O,O,O,X,X,X,O,O,X,X,X,X,X,X,X,X
TJZSILO,O,O,O,O,O,O,X,O,O,O,X,X,X,O,X,O,X,X,X,X,O,X
TJZSIOL,O,O,O,O,O,O,X,O,X,O,X,X,O,X,X,O,X,X,X,X,O,X
TJZSLIO,O,O,O,O,O,O,X,O,O,O,X,X,X,O,X,O,X,X,X,O,O,X
TJZSLOI,O,O,O,O,O,O,X,O,O,O,O,X,O,O,X,X,X,X,X,X,X,X
TJZSOIL,O,O,O,O,O,O,X,O,X,O,O,X,O,X,X,X,X,X,X,X,O,X
TJZSOLI,O,O,O,O,O,O,X,O,O,O,O,X,O,X,X,X,X,X,X,X,X,X
TJZOILS,X,X,O,O,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X
TJZOISL,X,O,O,O,O,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X
TJZOLIS,O,X,O,O,O,X,O,O,X,X,X,X,O,X,X,X,X,X,X,O,X,X
TJZOLSI,O,O,O,O,O,X,O,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X
TJZOSIL,O,O,O,O,O,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X,O,X
TJZOSLI,O,O,O,O,O,X,X,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X
TJOILSZ,X,X,O,X,O,O,X,X,X,X,O,O,O,X,O,X,X,X,X,X,X,X
TJOILZS,X,X,X,X,O,O,X,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X
TJOISLZ,X,O,O,O,O,O,X,X,X,X,O,O,O,X,X,O,X,X,X,X,X,X
TJOISZL,X,O,O,X,O,O,X,O,X,X,O,X,O,X,X,O,X,X,X,X,X,X
TJOIZLS,X,X,X,O,X,O,X,O,X,X,X,O,O,X,X,X,X,X,X,X,X,X
TJOIZSL,X,O,X,O,O,O,X,O,X,X,O,X,X,X,X,O,X,X,X,X,X,X
TJOLISZ,O,O,O,X,O,O,O,X,X,X,O,O,O,O,O,X,X,X,X,X,X,X
TJOLIZS,O,O,X,X,O,O,O,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X
TJOLSIZ,O,O,O,X,O,O,O,X,O,X,O,X,O,O,O,X,X,X,X,X,X,X
TJOLSZI,O,O,O,X,O,O,X,X,O,X,O,X,O,O,O,X,X,X,X,X,X,X
TJOLZIS,O,O,X,X,O,O,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
TJOLZSI,O,O,O,X,O,O,O,X,X,X,X,X,O,O,X,X,X,X,X,X,X,X
TJOSILZ,O,O,O,O,O,O,X,X,X,X,O,X,O,O,O,O,X,X,X,X,X,X
TJOSIZL,O,O,O,X,O,O,X,O,X,X,O,X,O,X,X,O,X,X,X,X,X,X
TJOSLIZ,O,O,O,O,O,O,X,O,O,X,O,X,O,O,O,O,X,X,X,X,X,X
TJOSLZI,O,O,O,O,O,O,X,O,O,X,O,X,O,O,O,X,X,X,X,X,X,X
TJOSZIL,O,O,O,O,O,O,X,O,X,X,O,X,O,X,O,X,X,X,X,X,X,X
TJOSZLI,O,O,O,O,O,O,X,O,O,X,O,X,O,X,O,X,X,X,X,X,X,X
TJOZILS,X,X,O,O,X,O,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X
TJOZISL,X,O,O,O,O,O,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X
TJOZLIS,O,X,O,O,O,O,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X
TJOZLSI,O,O,O,O,O,O,O,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X
TJOZSIL,O,O,O,O,O,O,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X
TJOZSLI,O,O,O,O,O,O,X,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X
TSILJZO,O,O,O,X,O,O,X,O,O,O,X,X,X,O,X,O,O,X,X,X,O,X
TSILJOZ,O,O,O,X,O,O,X,X,O,X,O,O,O,O,X,O,O,O,X,X,X,O
TSILZJO,O,O,O,O,O,O,X,O,O,O,X,X,X,X,X,O,X,O,X,X,O,X
TSILZOJ,X,O,O,O,O,O,X,O,O,O,X,X,X,O,X,O,X,O,X,X,O,X
TSILOJZ,O,O,O,O,X,X,X,X,O,O,O,O,X,O,X,O,O,O,X,X,X,O
TSILOZJ,O,O,O,O,O,O,X,O,O,O,O,X,X,O,X,O,X,O,X,X,O,X
TSIJLZO,O,O,O,X,O,O,X,X,O,O,X,X,X,O,X,O,O,X,X,X,O,X
TSIJLOZ,O,X,O,X,O,O,X,X,O,X,O,O,O,O,X,O,O,X,X,X,X,O
TSIJZLO,O,O,O,X,O,O,X,O,O,X,X,X,X,O,X,O,O,X,X,X,O,X
TSIJZOL,O,O,O,X,O,O,X,O,X,X,X,X,O,X,X,O,O,X,X,X,O,O
TSIJOLZ,O,O,O,X,O,O,X,X,X,X,O,O,O,O,X,O,O,X,X,X,X,O
TSIJOZL,O,O,O,X,O,O,X,X,X,X,O,X,O,X,X,O,O,X,X,X,X,O
TSIZLJO,O,O,O,O,O,O,X,O,O,O,X,X,X,X,X,O,X,O,X,X,O,X
TSIZLOJ,X,O,O,O,O,O,X,O,O,O,X,X,X,O,X,O,X,O,X,X,O,X
TSIZJLO,O,O,O,O,O,O,X,O,O,O,X,X,X,O,X,O,O,X,X,X,O,X
TSIZJOL,O,O,O,O,O,O,X,O,X,O,X,X,X,X,X,O,O,X,X,X,O,O
TSIZOLJ,O,O,O,O,O,O,X,O,O,O,X,X,X,X,X,O,X,O,X,X,O,X
TSIZOJL,X,O,O,O,O,O,X,O,X,X,X,X,X,X,X,O,O,X,X,X,O,O
TSIOLJZ,O,O,O,O,O,O,X,O,O,O,O,O,X,O,X,O,O,O,X,X,X,O
TSIOLZJ,O,O,O,O,O,O,X,O,O,O,O,X,X,O,X,O,X,O,X,X,O,X
TSIOJLZ,O,O,O,O,O,O,X,X,X,O,O,O,X,O,X,O,O,X,X,X,X,O
TSIOJZL,O,O,O,X,O,O,X,O,X,X,O,X,X,X,X,O,O,X,X,X,X,O
TSIOZLJ,O,O,O,O,O,O,X,O,O,X,O,X,X,X,X,O,X,O,X,X,O,X
TSIOZJL,X,O,O,O,O,O,X,O,X,X,O,X,X,X,X,O,O,X,X,X,O,O
TSLIJZO,O,O,O,X,O,O,X,O,O,O,X,X,X,O,X,O,O,X,X,X,O,X
TSLIJOZ,O,O,O,X,O,O,O,X,O,X,O,O,O,O,X,O,O,O,X,X,X,X
TSLIZJO,O,O,O,O,O,O,X,O,O,O,X,X,X,X,X,O,X,O,X,O,O,X
TSLIZOJ,X,O,O,O,O,O,X,O,O,O,X,X,X,O,X,O,X,O,X,X,O,X
TSLIOJZ,O,O,O,O,X,X,O,X,O,O,O,O,X,O,X,O,O,O,X,X,X,X
TSLIOZJ,O,O,O,O,O,O,X,O,O,O,O,X,X,O,X,O,X,O,X,X,O,X
TSLJIZO,O,O,O,X,O,O,X,O,O,O,X,X,X,O,O,O,X,X,X,X,X,X
TSLJIOZ,O,O,O,X,O,O,O,X,O,O,O,O,O,O,O,O,X,O,X,X,X,X
TSLJZIO,O,O,O,O,O,O,X,O,O,O,X,X,X,O,O,O,X,O,X,X,X,X
TSLJZOI,O,O,O,O,O,O,X,O,O,O,O,X,O,O,X,X,X,O,X,X,X,X
TSLJOIZ,O,O,O,O,O,O,O,X,O,O,O,X,O,O,O,O,X,O,X,X,X,X
TSLJOZI,O,O,O,O,O,O,X,X,O,O,O,X,O,O,O,X,X,O,X,X,X,X
TSLZIJO,O,O,O,O,O,O,O,O,O,O,X,X,X,X,O,O,X,O,X,O,O,X
TSLZIOJ,X,O,O,O,O,O,O,O,O,O,X,X,X,O,O,O,X,O,X,X,O,X
TSLZJIO,O,O,O,O,O,O,O,O,O,O,X,X,X,O,X,O,X,O,X,O,O,X
TSLZJOI,O,O,O,O,O,O,O,O,O,O,O,X,O,O,X,X,X,O,X,X,X,X
TSLZOIJ,O,O,O,O,O,O,O,O,O,O,O,X,X,O,X,X,X,O,X,X,X,X
TSLZOJI,O,O,O,O,O,O,O,O,O,O,O,X,X,O,X,X,X,O,X,X,X,X
TSLOIJZ,O,O,O,O,O,O,O,O,O,O,O,X,X,O,X,O,O,O,X,X,X,X
TSLOIZJ,O,O,O,O,O,O,X,O,O,O,O,X,X,O,X,O,X,O,X,X,X,X
TSLOJIZ,O,O,O,O,O,O,O,O,O,O,O,X,O,O,O,O,X,O,X,X,X,X
TSLOJZI,O,O,O,O,O,O,X,O,O,O,O,X,O,O,O,X,X,O,X,X,X,X
TSLOZIJ,O,O,O,O,O,O,O,O,O,O,O,X,X,O,O,X,X,O,X,X,X,X
TSLOZJI,O,O,O,O,O,O,O,O,O,O,O,X,X,O,X,X,X,O,X,X,X,X
TSJILZO,O,O,O,X,O,O,X,X,O,O,X,X,X,O,O,O,O,X,X,X,O,X
TSJILOZ,O,X,O,X,O,O,X,X,O,O,O,O,O,O,O,O,O,X,X,X,X,O
TSJIZLO,O,O,O,X,O,O,X,O,O,O,X,X,X,O,O,O,O,X,X,X,O,X
TSJIZOL,O,O,O,X,O,O,X,O,X,O,X,X,O,X,O,O,O,X,X,X,O,O
TSJIOLZ,O,O,O,X,O,O,X,X,X,X,O,O,O,O,O,O,O,X,X,X,X,O
TSJIOZL,O,O,O,X,O,O,X,X,X,X,O,X,O,X,X,O,O,X,X,X,X,O
TSJLIZO,O,O,O,X,O,O,X,O,O,O,X,X,X,O,O,O,X,X,X,X,X,X
TSJLIOZ,O,O,O,X,O,O,X,X,O,O,O,O,O,O,O,O,X,O,X,X,X,X
TSJLZIO,O,O,O,O,O,O,X,O,O,O,X,X,X,O,O,O,X,O,X,X,X,X
TSJLZOI,O,O,O,O,O,O,X,O,O,O,O,X,O,O,X,X,X,O,X,X,X,X
TSJLOIZ,O,O,O,O,O,O,X,X,O,O,O,X,O,O,O,O,X,O,X,X,X,X
TSJLOZI,O,O,O,O,O,O,X,X,O,O,O,X,O,O,O,X,X,O,X,X,X,X
TSJZILO,O,O,O,O,O,O,X,O,O,O,X,X,X,O,O,O,X,X,X,X,O,X
TSJZIOL,O,O,O,O,O,O,X,O,X,O,X,X,O,X,O,O,X,X,X,X,O,X
TSJZLIO,O,O,O,O,O,O,X,O,O,O,X,X,X,O,O,O,X,O,X,X,O,X
TSJZLOI,O,O,O,O,O,O,X,O,O,O,O,X,O,O,X,X,X,O,X,X,X,X
TSJZOIL,O,O,O,O,O,O,X,O,X,O,O,X,O,X,O,X,X,X,X,X,O,X
TSJZOLI,O,O,O,O,O,O,X,O,O,O,O,X,O,X,O,X,X,O,X,X,X,X
TSJOILZ,O,O,O,O,O,O,X,X,X,O,O,X,O,O,O,O,O,X,X,X,X,X
TSJOIZL,O,O,O,X,O,O,X,O,X,X,O,X,O,X,X,O,O,X,X,X,X,X
TSJOLIZ,O,O,O,O,O,O,X,O,O,O,O,X,O,O,O,O,X,O,X,X,X,X
TSJOLZI,O,O,O,O,O,O,X,O,O,O,O,X,O,O,O,X,X,O,X,X,X,X
TSJOZIL,O,O,O,O,O,O,X,O,X,X,O,X,O,X,O,X,X,X,X,X,X,X
TSJOZLI,O,O,O,O,O,O,X,O,O,O,O,X,O,X,O,X,X,O,X,X,X,X
TSZILJO,O,O,O,O,O,O,X,O,O,O,X,X,X,X,O,O,X,O,X,X,O,X
TSZILOJ,X,O,O,O,O,O,X,O,O,O,X,X,X,O,O,O,X,O,X,X,O,X
TSZIJLO,O,O,O,O,O,O,X,O,O,O,X,X,X,O,X,O,O,X,X,X,O,X
TSZIJOL,O,O,O,O,O,O,X,O,X,O,X,X,X,X,X,O,O,X,X,X,O,X
TSZIOLJ,O,O,O,O,O,O,X,O,O,O,X,X,X,X,O,O,X,O,X,X,O,X
TSZIOJL,X,O,O,O,O,O,X,O,X,X,X,X,X,X,X,O,O,X,X,X,O,X
TSZLIJO,O,O,O,O,O,O,O,O,O,O,X,X,X,X,O,O,X,O,X,O,O,X
TSZLIOJ,X,O,O,O,O,O,O,O,O,O,X,X,X,O,O,O,X,O,X,X,O,X
TSZLJIO,O,O,O,O,O,O,O,O,O,O,X,X,X,O,X,O,X,O,X,O,O,X
TSZLJOI,O,O,O,O,O,O,O,O,O,O,O,X,O,O,X,X,X,O,X,X,X,X
TSZLOIJ,O,O,O,O,O,O,O,O,O,O,O,X,X,O,X,X,X,O,X,X,X,X
TSZLOJI,O,O,O,O,O,O,O,O,O,O,O,X,X,O,X,X,X,O,X,X,X,X
TSZJILO,O,O,O,O,O,O,X,O,O,O,X,X,X,O,X,O,X,X,X,X,O,X
TSZJIOL,O,O,O,O,O,O,X,O,X,O,X,X,O,X,X,O,X,X,X,X,O,X
TSZJLIO,O,O,O,O,O,O,X,O,O,O,X,X,X,O,X,O,X,O,X,O,O,X
TSZJLOI,O,O,O,O,O,O,X,O,O,O,O,X,O,O,X,X,X,O,X,X,X,X
TSZJOIL,O,O,O,O,O,O,X,O,X,O,O,X,O,X,X,X,X,X,X,X,O,X
TSZJOLI,O,O,O,O,O,O,X,O,O,O,O,X,O,X,X,X,X,O,X,X,X,X
TSZOILJ,O,O,O,O,O,O,X,O,O,O,O,X,X,X,O,X,X,O,X,X,O,X
TSZOIJL,X,O,O,O,O,O,X,O,X,X,O,X,X,X,X,X,O,X,X,X,O,X
TSZOLIJ,O,O,O,O,O,O,O,O,O,O,O,X,X,X,O,X,X,O,X,X,X,X
TSZOLJI,O,O,O,O,O,O,O,O,O,O,O,X,X,X,X,X,X,O,X,X,X,X
TSZOJIL,X,O,O,O,O,O,X,O,X,O,O,X,X,X,X,X,X,X,X,X,O,X
TSZOJLI,X,O,O,O,O,O,X,O,O,O,O,X,X,X,X,X,X,O,X,X,X,X
TSOILJZ,O,O,O,O,O,O,X,O,O,O,O,X,X,O,X,O,O,O,X,X,X,X
TSOILZJ,O,O,O,O,O,O,X,O,O,O,O,X,X,O,X,O,X,O,X,X,O,X
TSOIJLZ,O,O,O,O,O,O,X,X,X,O,O,X,X,O,X,O,O,X,X,X,X,X
TSOIJZL,O,O,O,X,O,O,X,O,X,O,O,X,X,X,X,O,O,X,X,X,X,X
TSOIZLJ,O,O,O,O,O,O,X,O,O,X,O,X,X,X,X,O,X,O,X,X,O,X
TSOIZJL,X,O,O,O,O,O,X,O,X,X,O,X,X,X,X,O,O,X,X,X,O,X
TSOLIJZ,O,O,O,O,O,O,O,O,O,O,O,X,X,O,X,O,O,O,X,X,X,X
TSOLIZJ,O,O,O,O,O,O,X,O,O,O,O,X,X,O,X,O,X,O,X,X,X,X
TSOLJIZ,O,O,O,O,O,O,O,O,O,O,O,X,O,O,O,O,X,O,X,X,X,X
TSOLJZI,O,O,O,O,O,O,X,O,O,O,O,X,O,O,O,X,X,O,X,X,X,X
TSOLZIJ,O,O,O,O,O,O,O,O,O,O,O,X,X,O,O,X,X,O,X,X,X,X
TSOLZJI,O,O,O,O,O,O,O,O,O,O,O,X,X,O,X,X,X,O,X,X,X,X
TSOJILZ,O,O,O,O,O,O,X,X,X,O,O,X,O,O,O,O,O,X,X,X,X,X
TSOJIZL,O,O,O,X,O,O,X,O,X,O,O,X,O,X,X,O,O,X,X,X,X,X
TSOJLIZ,O,O,O,O,O,O,X,O,O,O,O,X,O,O,O,O,X,O,X,X,X,X
TSOJLZI,O,O,O,O,O,O,X,O,O,O,O,X,O,O,O,X,X,O,X,X,X,X
TSOJZIL,O,O,O,O,O,O,X,O,X,O,O,X,O,X,O,X,X,X,X,X,X,X
