sequence,v115@7gC8HeD8FeD8EeH8AeC8Je06IvhFxbBXdBulBziBim?BFsB,v115@7gC8HeD8FeD8EeH8AeC8Je06IvhFxbBXdBqlB2mBzi?BFsB,v115@7gC8HeD8FeD8EeH8AeC8Je06IvhF6gBxcBmhBziBXm?BFsB,v115@7gC8HeD8FeD8EeH8AeC8Je06IvhFxbBOiBChBziBXm?BFsB,v115@7gC8HeD8FeD8EeH8AeC8Je06IvhFxbBChBmiBTiBXm?BFsB,v115@7gC8HeD8FeD8EeH8AeC8Jex6IvhFTcBGgBiiB0iBXm?BFsB,v115@7gC8HeD8FeD8EeH8AeC8Je06IvhFmbBzcBfjBqlBxm?BFsB,v115@7gC8HeD8FeD8EeH8AeC8Je06IvhFxbBKiBfjBGhBzl?BFsB,v115@7gC8HeD8FeD8EeH8AeC8Jel6IvhFTdBxgB8nBXhBas?BWwB,v115@7gC8HeD8FeD8EeH8AeC8Je06IvhFlbBXhBZnBznBSw?BGsB
IOZTJLS,O,O,O,O,X,X,X,X,O,X
IOZTJSL,O,O,O,O,X,X,X,O,X,X
IOZTSLJ,O,O,O,O,X,X,X,O,O,X
IOZTSJL,O,O,O,O,X,X,X,O,X,X
IOZLTJS,X,O,O,X,X,X,X,X,O,X
IOZLTSJ,O,O,O,X,X,X,X,X,O,O
IOZLJTS,O,O,O,X,X,X,X,X,O,X
IOZLJST,O,O,O,O,X,X,X,X,X,O
IOZLSTJ,O,O,O,O,X,X,X,X,O,O
IOZLSJT,O,O,O,O,X,X,X,X,X,O
IOZJTLS,O,X,X,X,X,X,X,X,O,X
IOZJTSL,O,X,X,O,X,X,X,O,X,X
IOZJLTS,O,O,O,X,X,X,X,X,X,X
IOZJLST,O,O,O,O,X,X,X,X,X,O
IOZJSTL,O,O,X,O,X,X,X,X,X,X
IOZJSLT,O,O,X,O,X,X,X,X,X,X
IOZSTLJ,O,O,O,O,X,X,X,O,O,X
IOZSTJL,O,O,O,O,X,X,X,O,X,X
IOZSLTJ,O,O,O,O,X,X,X,X,X,O
IOZSLJT,O,O,O,O,X,X,X,X,X,O
IOZSJTL,O,O,O,O,X,X,X,X,X,X
IOZSJLT,O,O,O,O,X,X,X,X,X,X
LTIJSZO,O,O,X,X,X,O,X,X,X,X
LTIJSOZ,O,O,X,X,X,O,X,X,X,X
LTIJZSO,O,O,X,X,X,O,X,X,X,X
LTIJZOS,O,O,X,X,X,X,X,X,O,X
LTIJOSZ,O,O,X,X,X,O,X,X,X,X
LTIJOZS,O,O,X,X,X,X,X,X,X,X
LTISJZO,O,O,X,X,X,O,X,X,X,X
LTISJOZ,O,O,X,X,X,O,X,X,X,X
LTISZJO,O,O,X,X,X,X,X,X,X,X
LTISZOJ,O,O,X,X,X,X,X,X,O,X
LTISOJZ,X,O,X,X,X,O,X,X,X,X
LTISOZJ,O,O,X,X,X,X,X,X,X,X
LTIZJSO,O,O,X,X,X,O,X,X,X,X
LTIZJOS,O,O,X,X,X,X,X,X,O,X
LTIZSJO,O,O,X,X,X,X,X,X,X,X
LTIZSOJ,O,O,X,X,X,X,X,X,O,X
LTIZOJS,X,O,X,X,X,X,X,X,O,X
LTIZOSJ,O,O,X,X,X,X,X,X,O,X
LTIOJSZ,X,O,X,X,X,O,X,X,X,X
LTIOJZS,X,O,X,X,X,X,X,X,X,X
LTIOSJZ,X,O,X,X,X,X,X,X,X,X
LTIOSZJ,X,O,X,X,X,X,X,X,X,X
LTIOZJS,X,O,X,X,X,X,X,X,O,X
LTIOZSJ,X,O,X,X,X,X,X,X,O,X
LTJISZO,O,O,X,X,X,O,X,X,X,X
LTJISOZ,O,O,X,X,X,O,X,X,X,X
LTJIZSO,O,O,O,X,X,O,X,X,X,X
LTJIZOS,O,O,O,X,X,X,X,X,O,X
LTJIOSZ,O,O,X,X,X,O,X,X,X,X
LTJIOZS,O,O,X,X,X,X,X,X,X,X
LTJSIZO,O,O,X,O,O,O,O,O,X,X
LTJSIOZ,O,O,X,O,O,O,O,O,X,X
LTJSZIO,O,O,X,O,O,O,O,O,X,X
LTJSZOI,O,O,X,O,O,O,X,O,X,X
LTJSOIZ,O,O,X,O,O,O,X,O,X,X
LTJSOZI,O,O,X,O,O,O,X,O,X,X
LTJZISO,O,O,O,O,X,O,X,X,X,X
LTJZIOS,O,O,O,O,X,X,X,X,O,X
LTJZSIO,O,O,O,O,O,O,O,O,X,X
LTJZSOI,O,O,X,O,O,O,X,O,X,X
LTJZOIS,O,O,O,X,X,X,X,X,O,X
LTJZOSI,O,O,X,X,X,X,X,X,X,X
LTJOISZ,O,O,X,X,X,O,X,X,X,X
LTJOIZS,O,O,X,X,X,X,X,X,X,X
LTJOSIZ,O,O,X,X,X,O,X,X,X,X
LTJOSZI,O,O,X,X,X,O,X,X,X,X
LTJOZIS,O,O,X,X,X,X,X,X,X,X
LTJOZSI,O,O,X,X,X,X,X,X,X,X
LTSIJZO,O,O,O,O,O,O,O,O,X,X
LTSIJOZ,O,O,O,O,O,O,O,O,X,X
LTSIZJO,O,O,O,O,O,X,O,O,X,X
LTSIZOJ,O,O,O,O,O,X,O,O,O,O
LTSIOJZ,X,O,O,O,O,O,O,O,X,O
LTSIOZJ,O,O,O,O,O,X,O,O,X,O
LTSJIZO,O,O,O,O,O,O,O,O,X,X
LTSJIOZ,O,O,O,O,O,O,O,O,X,X
LTSJZIO,O,O,O,O,O,O,O,O,X,X
LTSJZOI,O,O,O,O,O,O,X,O,X,O
LTSJOIZ,O,O,O,O,O,O,X,O,X,O
LTSJOZI,O,O,O,O,O,O,X,O,X,O
LTSZIJO,O,O,O,O,O,X,O,O,X,X
LTSZIOJ,O,O,O,O,O,X,O,O,O,O
LTSZJIO,O,O,O,O,O,O,O,O,X,X
LTSZJOI,O,O,O,O,O,O,X,O,X,O
LTSZOIJ,O,O,O,O,O,X,X,O,O,O
LTSZOJI,O,O,O,O,O,O,X,O,X,O
LTSOIJZ,X,O,O,O,O,O,X,O,X,O
LTSOIZJ,O,O,O,O,O,X,X,O,X,O
LTSOJIZ,O,O,O,O,O,O,X,O,X,O
LTSOJZI,O,O,O,O,O,O,X,O,X,O
LTSOZIJ,O,O,O,O,O,X,X,O,X,O
LTSOZJI,O,O,O,O,O,O,X,O,X,O
LTZIJSO,O,O,O,O,X,O,X,X,X,X
LTZIJOS,O,O,O,O,X,X,X,X,O,X
LTZISJO,O,O,X,O,O,X,X,X,X,X
LTZISOJ,O,O,X,O,O,X,X,X,O,X
LTZIOJS,O,O,O,O,X,X,X,X,O,X
LTZIOSJ,O,O,O,X,X,X,X,X,O,X
LTZJISO,O,O,O,O,X,O,X,X,X,X
LTZJIOS,O,O,O,O,X,X,X,X,O,X
LTZJSIO,O,O,O,O,O,O,O,O,X,X
LTZJSOI,O,O,X,O,O,O,X,O,X,X
LTZJOIS,O,O,O,X,X,X,X,X,O,X
LTZJOSI,O,O,O,X,X,X,X,X,X,X
LTZSIJO,O,O,O,O,O,X,O,O,X,X
LTZSIOJ,O,O,O,O,O,X,O,O,O,O
LTZSJIO,O,O,O,O,O,O,O,O,X,X
LTZSJOI,O,O,O,O,O,O,X,O,X,O
LTZSOIJ,O,O,O,O,O,X,X,O,O,O
LTZSOJI,O,O,O,O,O,O,X,O,X,O
LTZOIJS,O,O,O,O,X,X,X,X,O,X
LTZOISJ,O,O,O,X,X,X,X,X,O,O
LTZOJIS,O,O,O,O,X,X,X,X,O,X
LTZOJSI,O,O,O,O,X,X,X,O,X,X
LTZOSIJ,O,O,O,O,X,X,X,O,O,O
LTZOSJI,O,O,O,O,X,X,X,O,X,O
LTOIJSZ,O,O,X,X,X,O,X,X,X,X
LTOIJZS,O,O,O,X,X,X,X,X,X,X
LTOISJZ,O,O,O,X,X,X,X,X,X,O
LTOISZJ,O,O,O,X,X,X,X,X,X,O
LTOIZJS,O,O,O,X,X,X,X,X,O,X
LTOIZSJ,O,O,O,X,X,X,X,X,O,O
LTOJISZ,O,O,X,X,X,O,X,X,X,X
LTOJIZS,O,O,O,X,X,X,X,X,X,X
LTOJSIZ,O,O,X,O,X,O,X,O,X,X
LTOJSZI,O,O,X,O,X,O,X,O,X,X
LTOJZIS,O,O,O,O,X,X,X,X,X,X
LTOJZSI,O,O,O,O,X,X,X,O,X,X
LTOSIJZ,O,O,O,O,X,O,X,O,X,O
LTOSIZJ,O,O,O,O,X,X,X,O,X,O
LTOSJIZ,O,O,O,O,X,O,X,O,X,O
LTOSJZI,O,O,O,O,X,O,X,O,X,O
LTOSZIJ,O,O,O,O,X,X,X,O,X,O
LTOSZJI,O,O,O,O,X,O,X,O,X,O
LTOZIJS,O,O,O,O,X,X,X,X,O,X
LTOZISJ,O,O,O,X,X,X,X,X,O,O
LTOZJIS,O,O,O,O,X,X,X,X,O,X
LTOZJSI,O,O,O,O,X,X,X,O,X,X
LTOZSIJ,O,O,O,O,X,X,X,O,O,O
LTOZSJI,O,O,O,O,X,X,X,O,X,O
LITJSZO,X,O,X,X,X,O,X,X,X,X
LITJSOZ,X,O,X,X,X,O,X,X,X,X
LITJZSO,X,O,X,X,X,O,X,X,X,X
LITJZOS,X,O,X,X,X,X,X,X,O,X
LITJOSZ,X,O,X,X,X,O,X,X,X,X
LITJOZS,X,O,X,X,X,X,X,X,X,X
LITSJZO,X,O,X,X,X,O,X,X,X,X
LITSJOZ,X,O,X,X,X,O,X,X,X,X
LITSZJO,X,O,X,X,X,X,X,X,X,X
LITSZOJ,X,O,X,X,X,X,X,X,O,X
LITSOJZ,X,O,X,X,X,X,X,X,X,X
LITSOZJ,X,O,X,X,X,X,X,X,X,X
LITZJSO,X,O,X,X,X,O,X,X,X,X
LITZJOS,X,O,X,X,X,X,X,X,O,X
LITZSJO,X,O,X,X,X,X,X,X,X,X
LITZSOJ,X,O,X,X,X,X,X,X,O,X
LITZOJS,X,O,X,X,X,X,X,X,O,X
LITZOSJ,X,O,X,X,X,X,X,X,O,X
LITOJSZ,X,O,X,X,X,O,X,X,X,X
LITOJZS,X,O,X,X,X,X,X,X,X,X
LITOSJZ,X,O,X,X,X,X,X,X,X,X
LITOSZJ,X,O,X,X,X,X,X,X,X,X
LITOZJS,X,O,X,X,X,X,X,X,O,X
LITOZSJ,X,O,X,X,X,X,X,X,O,X
LIJTSZO,O,O,X,X,X,O,X,X,X,X
LIJTSOZ,X,O,X,X,X,O,X,X,X,X
LIJTZSO,O,O,X,X,X,O,X,X,X,X
LIJTZOS,X,O,X,X,X,X,X,X,O,X
LIJTOSZ,X,O,X,X,X,O,X,X,X,X
LIJTOZS,X,O,X,X,X,X,X,X,X,X
LIJSTZO,O,O,X,X,X,O,O,X,X,X
LIJSTOZ,X,X,X,X,X,O,O,X,X,X
LIJSZTO,O,O,X,X,X,X,O,X,X,X
LIJSZOT,O,O,X,X,X,X,O,X,X,X
LIJSOTZ,X,X,X,X,X,O,O,X,X,X
LIJSOZT,O,O,X,X,X,X,O,X,X,X
LIJZTSO,O,O,X,X,X,X,X,X,X,X
LIJZTOS,X,O,X,X,X,X,X,X,O,X
LIJZSTO,O,O,X,X,X,X,O,X,X,X
LIJZSOT,O,O,X,X,X,X,O,X,X,X
LIJZOTS,X,O,X,X,X,X,X,X,O,X
LIJZOST,O,O,X,X,X,X,X,X,X,X
LIJOTSZ,X,O,X,X,X,X,X,X,X,X
LIJOTZS,X,O,X,X,X,X,X,X,X,X
LIJOSTZ,X,O,X,X,X,X,X,X,X,X
LIJOSZT,O,O,X,X,X,X,X,X,X,X
LIJOZTS,X,O,X,X,X,X,X,X,X,X
LIJOZST,O,O,X,X,X,X,X,X,X,X
LISTJZO,X,O,X,X,X,X,O,X,X,X
LISTJOZ,X,O,X,X,X,X,O,X,X,X
LISTZJO,O,O,X,X,X,X,O,X,X,X
LISTZOJ,O,O,X,X,X,X,O,X,O,O
LISTOJZ,X,O,X,X,X,X,O,X,X,O
LISTOZJ,X,O,X,X,X,X,O,X,X,O
LISJTZO,O,O,X,X,X,X,O,X,X,X
LISJTOZ,X,X,X,X,X,X,O,X,X,X
LISJZTO,O,O,X,X,X,X,O,X,X,X
LISJZOT,O,O,X,X,X,X,O,X,X,X
LISJOTZ,X,X,X,X,X,X,O,X,X,X
LISJOZT,O,O,X,X,X,X,O,X,X,X
LISZTJO,O,O,X,X,X,X,O,X,X,X
LISZTOJ,O,O,X,X,X,X,O,X,O,O
LISZJTO,O,O,X,X,X,X,O,X,X,X
LISZJOT,O,O,X,X,X,X,O,X,X,X
LISZOTJ,O,O,X,X,X,X,O,X,O,O
LISZOJT,O,O,X,X,X,X,O,X,X,O
LISOTJZ,X,X,X,X,X,X,O,X,X,O
LISOTZJ,X,O,X,X,X,X,O,X,X,O
LISOJTZ,X,O,X,X,X,X,O,X,X,O
LISOJZT,X,O,X,X,X,X,O,X,X,O
LISOZTJ,O,O,X,X,X,X,O,X,X,O
LISOZJT,O,O,X,X,X,X,O,X,X,O
LIZTJSO,X,O,X,X,X,X,X,X,X,X
LIZTJOS,X,O,X,X,X,X,X,X,O,X
LIZTSJO,O,O,X,X,X,X,X,X,X,X
LIZTSOJ,O,O,X,X,X,X,X,X,O,X
LIZTOJS,X,O,X,X,X,X,X,X,O,X
LIZTOSJ,X,O,X,X,X,X,X,X,O,X
LIZJTSO,O,O,X,X,X,X,X,X,X,X
LIZJTOS,X,O,X,X,X,X,X,X,O,X
LIZJSTO,O,O,X,X,X,X,O,X,X,X
LIZJSOT,O,O,X,X,X,X,O,X,X,X
LIZJOTS,X,O,X,X,X,X,X,X,O,X
LIZJOST,O,O,X,X,X,X,X,X,X,X
LIZSTJO,O,O,X,X,X,X,O,X,X,X
LIZSTOJ,O,O,X,X,X,X,O,X,O,O
LIZSJTO,O,O,X,X,X,X,O,X,X,X
LIZSJOT,O,O,X,X,X,X,O,X,X,X
LIZSOTJ,O,O,X,X,X,X,O,X,O,O
LIZSOJT,O,O,X,X,X,X,O,X,X,O
LIZOTJS,X,O,X,X,X,X,X,X,O,X
LIZOTSJ,X,O,X,X,X,X,X,X,O,O
LIZOJTS,X,O,X,X,X,X,X,X,O,X
LIZOJST,X,O,X,X,X,X,X,X,X,O
LIZOSTJ,O,O,X,X,X,X,X,X,O,O
LIZOSJT,O,O,X,X,X,X,X,X,X,O
LIOTJSZ,X,O,X,X,X,X,X,X,X,X
LIOTJZS,X,O,X,X,X,X,X,X,X,X
LIOTSJZ,X,O,X,X,X,X,X,X,X,O
LIOTSZJ,X,O,X,X,X,X,X,X,X,O
LIOTZJS,X,O,X,X,X,X,X,X,O,X
LIOTZSJ,X,O,X,X,X,X,X,X,O,O
LIOJTSZ,X,O,X,X,X,X,X,X,X,X
LIOJTZS,X,O,X,X,X,X,X,X,X,X
LIOJSTZ,X,O,X,X,X,X,X,X,X,O
LIOJSZT,X,O,X,X,X,X,X,X,X,O
LIOJZTS,X,O,X,X,X,X,X,X,X,X
LIOJZST,X,O,X,X,X,X,X,X,X,O
LIOSTJZ,X,X,X,X,X,X,X,X,X,O
LIOSTZJ,X,O,X,X,X,X,X,X,X,O
LIOSJTZ,X,O,X,X,X,X,X,X,X,O
LIOSJZT,X,O,X,X,X,X,X,X,X,O
LIOSZTJ,X,O,X,X,X,X,X,X,X,O
LIOSZJT,X,O,X,X,X,X,X,X,X,O
LIOZTJS,X,O,X,X,X,X,X,X,O,X
LIOZTSJ,X,O,X,X,X,X,X,X,O,O
LIOZJTS,X,O,X,X,X,X,X,X,O,X
LIOZJST,X,O,X,X,X,X,X,X,X,O
LIOZSTJ,X,O,X,X,X,X,X,X,O,O
LIOZSJT,X,O,X,X,X,X,X,X,X,O
LJTISZO,O,O,X,X,X,O,X,X,X,X
LJTISOZ,O,O,X,X,X,O,X,X,X,X
LJTIZSO,O,O,X,X,X,O,X,X,X,X
LJTIZOS,O,O,X,X,X,X,X,X,O,X
LJTIOSZ,O,O,X,X,X,O,X,X,X,X
LJTIOZS,O,O,X,X,X,X,X,X,X,X
LJTSIZO,O,O,X,X,O,O,O,X,X,X
LJTSIOZ,O,O,X,X,O,O,O,X,X,X
LJTSZIO,O,O,X,X,O,O,O,X,X,X
LJTSZOI,O,O,X,X,O,O,X,X,X,X
LJTSOIZ,O,O,X,X,O,O,X,X,X,X
LJTSOZI,O,O,X,X,O,O,X,X,X,X
LJTZISO,O,O,X,X,X,O,X,X,X,X
LJTZIOS,O,O,X,X,X,X,X,X,O,X
LJTZSIO,O,O,X,X,O,O,O,X,X,X
LJTZSOI,O,O,X,X,O,O,X,X,X,X
LJTZOIS,O,O,X,X,X,X,X,X,O,X
LJTZOSI,O,O,X,X,X,X,X,X,X,X
LJTOISZ,O,O,X,X,X,O,X,X,X,X
LJTOIZS,O,O,X,X,X,X,X,X,X,X
LJTOSIZ,O,O,X,X,X,O,X,X,X,X
LJTOSZI,O,O,X,X,X,O,X,X,X,X
LJTOZIS,O,O,X,X,X,X,X,X,X,X
LJTOZSI,O,O,X,X,X,X,X,X,X,X
LJITSZO,O,O,X,X,X,O,X,X,X,X
LJITSOZ,O,O,X,X,X,O,X,X,X,X
LJITZSO,O,O,X,X,X,O,X,X,X,X
LJITZOS,O,O,X,X,X,X,X,X,O,X
LJITOSZ,O,O,X,X,X,O,X,X,X,X
LJITOZS,O,O,X,X,X,X,X,X,X,X
LJISTZO,O,O,X,X,X,O,O,X,X,X
LJISTOZ,X,X,X,X,X,O,O,X,X,X
LJISZTO,O,O,X,X,X,X,O,X,X,X
LJISZOT,O,O,X,X,X,X,O,X,X,X
LJISOTZ,X,X,X,X,X,O,O,X,X,X
LJISOZT,O,O,X,X,X,X,O,X,X,X
LJIZTSO,O,O,X,X,X,X,X,X,X,X
LJIZTOS,O,O,X,X,X,X,X,X,O,X
LJIZSTO,O,O,X,X,X,X,O,X,X,X
LJIZSOT,O,O,X,X,X,X,O,X,X,X
LJIZOTS,X,O,X,X,X,X,X,X,O,X
LJIZOST,O,O,X,X,X,X,X,X,X,X
LJIOTSZ,X,O,X,X,X,X,X,X,X,X
LJIOTZS,X,O,X,X,X,X,X,X,X,X
LJIOSTZ,X,O,X,X,X,X,X,X,X,X
LJIOSZT,O,O,X,X,X,X,X,X,X,X
LJIOZTS,X,O,X,X,X,X,X,X,X,X
LJIOZST,O,O,X,X,X,X,X,X,X,X
LJSTIZO,O,O,X,X,O,O,O,X,X,X
LJSTIOZ,X,X,X,X,X,O,O,X,X,X
LJSTZIO,O,O,X,X,O,O,O,X,X,X
LJSTZOI,X,X,X,X,O,O,X,X,X,O
LJSTOIZ,X,X,X,X,X,O,X,X,X,O
LJSTOZI,X,X,X,X,X,O,X,X,X,O
LJSITZO,O,O,X,X,O,O,O,X,X,X
LJSITOZ,X,X,X,X,X,O,O,X,X,X
LJSIZTO,O,O,X,X,O,X,O,X,X,X
LJSIZOT,O,O,X,X,O,X,O,X,X,X
LJSIOTZ,X,X,X,X,X,O,O,X,X,X
LJSIOZT,O,O,X,X,O,X,O,X,X,X
LJSZTIO,O,O,X,X,O,X,O,X,X,X
LJSZTOI,X,X,X,X,O,X,X,X,X,O
LJSZITO,O,O,X,X,O,X,O,X,X,X
LJSZIOT,O,O,X,X,O,X,O,X,X,X
LJSZOTI,X,X,X,X,O,X,X,X,X,O
LJSZOIT,O,O,X,X,O,X,O,X,X,O
LJSOTIZ,X,X,X,X,X,O,X,X,X,O
LJSOTZI,X,X,X,X,X,O,X,X,X,O
LJSOITZ,X,X,X,X,X,O,O,X,X,O
LJSOIZT,O,O,X,X,O,X,O,X,X,O
LJSOZTI,X,X,X,X,O,X,X,X,X,O
LJSOZIT,O,O,X,X,O,X,O,X,X,O
LJZTISO,O,O,X,X,X,X,X,X,X,X
LJZTIOS,O,O,X,X,X,X,X,X,O,X
LJZTSIO,O,O,X,X,O,X,O,X,X,X
LJZTSOI,O,O,X,X,O,X,X,X,X,X
LJZTOIS,O,O,X,X,X,X,X,X,O,X
LJZTOSI,O,O,X,X,X,X,X,X,X,X
LJZITSO,O,O,X,X,X,X,X,X,X,X
LJZITOS,O,O,X,X,X,X,X,X,O,X
LJZISTO,O,O,X,X,X,X,O,X,X,X
LJZISOT,O,O,X,X,X,X,O,X,X,X
LJZIOTS,X,O,X,X,X,X,X,X,O,X
LJZIOST,O,O,X,X,X,X,X,X,X,X
LJZSTIO,O,O,X,X,O,X,O,X,X,X
LJZSTOI,X,X,X,X,O,X,X,X,X,O
LJZSITO,O,O,X,X,O,X,O,X,X,X
LJZSIOT,O,O,X,X,O,X,O,X,X,X
LJZSOTI,X,X,X,X,O,X,X,X,X,O
LJZSOIT,O,O,X,X,O,X,O,X,X,O
LJZOTIS,O,O,X,X,X,X,X,X,O,X
LJZOTSI,O,O,X,X,X,X,X,X,X,X
LJZOITS,O,O,X,X,X,X,X,X,O,X
LJZOIST,O,O,X,X,X,X,X,X,X,O
LJZOSTI,O,O,X,X,X,X,X,X,X,O
LJZOSIT,O,O,X,X,X,X,O,X,X,O
LJOTISZ,O,O,X,X,X,X,X,X,X,X
LJOTIZS,O,O,X,X,X,X,X,X,X,X
LJOTSIZ,O,O,X,X,X,X,X,X,X,X
LJOTSZI,O,O,X,X,X,X,X,X,X,X
LJOTZIS,O,O,X,X,X,X,X,X,X,X
LJOTZSI,O,O,X,X,X,X,X,X,X,X
LJOITSZ,O,O,X,X,X,X,X,X,X,X
LJOITZS,O,O,X,X,X,X,X,X,X,X
LJOISTZ,O,O,X,X,X,X,X,X,X,O
LJOISZT,O,O,X,X,X,X,X,X,X,O
LJOIZTS,O,O,X,X,X,X,X,X,X,X
LJOIZST,O,O,X,X,X,X,X,X,X,O
LJOSTIZ,O,O,X,X,X,X,X,X,X,O
LJOSTZI,O,O,X,X,X,X,X,X,X,O
LJOSITZ,O,O,X,X,X,X,O,X,X,O
LJOSIZT,O,O,X,X,X,X,O,X,X,O
LJOSZTI,O,O,X,X,X,X,X,X,X,O
LJOSZIT,O,O,X,X,X,X,O,X,X,O
LJOZTIS,O,O,X,X,X,X,X,X,X,X
LJOZTSI,O,O,X,X,X,X,X,X,X,X
LJOZITS,O,O,X,X,X,X,X,X,X,X
LJOZIST,O,O,X,X,X,X,X,X,X,O
LJOZSTI,O,O,X,X,X,X,X,X,X,O
LJOZSIT,O,O,X,X,X,X,O,X,X,O
LSTIJZO,X,O,O,O,O,O,O,O,X,X
LSTIJOZ,X,O,O,O,O,O,O,O,X,X
LSTIZJO,O,O,O,O,O,X,O,O,X,X
LSTIZOJ,O,O,O,O,O,X,O,O,O,O
LSTIOJZ,X,O,O,O,O,O,O,O,X,O
LSTIOZJ,X,O,O,O,O,X,O,O,X,O
LSTJIZO,O,O,O,O,O,O,O,O,X,X
LSTJIOZ,X,O,O,O,O,O,O,O,X,X
LSTJZIO,O,O,O,O,O,O,O,O,X,X
LSTJZOI,X,O,O,O,O,O,X,O,X,O
LSTJOIZ,X,O,O,O,O,O,X,O,X,O
LSTJOZI,X,O,O,O,O,O,X,O,X,O
LSTZIJO,O,O,O,O,O,X,O,O,X,X
LSTZIOJ,O,O,O,O,O,X,O,O,O,O
LSTZJIO,O,O,O,O,O,O,O,O,X,X
LSTZJOI,X,O,O,O,O,O,X,O,X,O
LSTZOIJ,X,O,O,O,O,X,X,O,O,O
LSTZOJI,X,O,O,O,O,O,X,O,X,O
LSTOIJZ,X,O,O,O,O,O,X,O,X,O
LSTOIZJ,X,O,O,O,O,X,X,O,X,O
LSTOJIZ,X,O,O,O,O,O,X,O,X,O
LSTOJZI,X,O,O,O,O,O,X,O,X,O
LSTOZIJ,X,O,O,O,O,X,X,O,X,O
LSTOZJI,X,O,O,O,O,O,X,O,X,O
LSITJZO,X,O,O,O,O,X,O,X,X,X
LSITJOZ,X,O,O,O,O,X,O,X,X,X
LSITZJO,O,O,O,O,O,X,O,X,X,X
LSITZOJ,O,O,O,O,O,X,O,X,O,O
LSITOJZ,X,O,O,O,O,X,O,X,X,O
LSITOZJ,X,O,O,O,O,X,O,X,X,O
LSIJTZO,O,O,O,O,O,X,O,X,X,X
LSIJTOZ,X,X,X,O,O,X,O,X,X,X
LSIJZTO,O,O,O,O,O,X,O,X,X,X
LSIJZOT,O,O,O,O,O,X,O,X,X,X
LSIJOTZ,X,X,X,O,X,X,O,X,X,X
LSIJOZT,O,O,O,O,O,X,O,X,X,X
LSIZTJO,O,O,O,O,O,X,O,X,X,X
LSIZTOJ,O,O,O,O,O,X,O,X,O,O
LSIZJTO,O,O,O,O,O,X,O,X,X,X
LSIZJOT,O,O,O,O,O,X,O,X,X,X
LSIZOTJ,O,O,O,O,O,X,O,X,O,O
LSIZOJT,O,O,O,O,O,X,O,X,X,O
LSIOTJZ,X,X,X,O,O,X,O,X,X,O
LSIOTZJ,X,O,O,O,O,X,O,X,X,O
LSIOJTZ,X,O,O,O,X,X,O,X,X,O
LSIOJZT,X,O,O,O,O,X,O,X,X,O
LSIOZTJ,O,O,O,O,O,X,O,X,X,O
LSIOZJT,O,O,O,O,O,X,O,X,X,O
LSJTIZO,O,O,O,O,O,O,O,X,X,X
LSJTIOZ,X,X,O,O,O,O,O,X,X,X
LSJTZIO,O,O,O,O,O,O,O,X,X,X
LSJTZOI,X,X,O,O,O,O,X,X,X,O
LSJTOIZ,X,X,O,O,O,O,X,X,X,O
LSJTOZI,X,X,O,O,O,O,X,X,X,O
LSJITZO,O,O,O,O,O,O,O,X,X,X
LSJITOZ,X,X,X,O,O,O,O,X,X,X
LSJIZTO,O,O,O,O,O,X,O,X,X,X
LSJIZOT,O,O,O,O,O,X,O,X,X,X
LSJIOTZ,X,X,X,O,X,O,O,X,X,X
LSJIOZT,O,O,O,O,O,X,O,X,X,X
LSJZTIO,O,O,O,O,O,X,O,X,X,X
LSJZTOI,X,X,O,O,O,X,X,X,X,O
LSJZITO,O,O,O,O,O,X,O,X,X,X
LSJZIOT,O,O,O,O,O,X,O,X,X,X
LSJZOTI,X,X,O,O,O,X,X,X,X,O
LSJZOIT,O,O,O,O,O,X,O,X,X,O
LSJOTIZ,X,X,O,O,X,O,X,X,X,O
LSJOTZI,X,X,O,O,X,O,X,X,X,O
LSJOITZ,X,X,O,O,X,O,O,X,X,O
LSJOIZT,O,O,O,O,O,X,O,X,X,O
LSJOZTI,X,X,O,O,O,X,X,X,X,O
LSJOZIT,O,O,O,O,O,X,O,X,X,O
LSZTIJO,O,O,O,O,O,X,O,O,X,X
LSZTIOJ,O,O,O,O,O,X,O,O,O,O
LSZTJIO,O,O,O,O,O,X,O,O,X,X
LSZTJOI,X,O,O,O,O,X,X,O,X,O
LSZTOIJ,X,O,O,O,O,X,X,O,O,O
LSZTOJI,X,O,O,O,O,X,X,O,X,O
LSZITJO,O,O,O,O,O,X,O,X,X,X
LSZITOJ,O,O,O,O,O,X,O,X,O,O
LSZIJTO,O,O,O,O,O,X,O,X,X,X
LSZIJOT,O,O,O,O,O,X,O,X,X,X
LSZIOTJ,O,O,O,O,O,X,O,X,O,O
LSZIOJT,O,O,O,O,O,X,O,X,X,O
LSZJTIO,O,O,O,O,O,X,O,X,X,X
LSZJTOI,X,X,O,O,O,X,X,X,X,O
LSZJITO,O,O,O,O,O,X,O,X,X,X
LSZJIOT,O,O,O,O,O,X,O,X,X,X
LSZJOTI,X,X,O,O,O,X,X,X,X,O
LSZJOIT,O,O,O,O,O,X,O,X,X,O
LSZOTIJ,X,O,O,O,O,X,X,O,O,O
LSZOTJI,X,O,O,O,O,X,X,O,X,O
LSZOITJ,O,O,O,O,O,X,O,X,O,O
LSZOIJT,O,O,O,O,O,X,O,X,X,O
LSZOJTI,X,O,O,O,O,X,X,X,X,O
LSZOJIT,O,O,O,O,O,X,O,X,X,O
LSOTIJZ,X,O,O,O,O,O,X,O,X,O
LSOTIZJ,X,O,O,O,O,X,X,O,X,O
