sequence,v115@zgA8IeB8BeA8EeE8EeD8FeG8AeB8JeU7IvhFGcBidB?5jBziB3mBlsB,v115@zgA8IeB8BeA8EeE8EeD8FeG8AeB8JeU7IvhFRcBSiB?TeB3mBGoBlsB,v115@zgA8IeB8BeA8EeE8EeD8FeG8AeB8JeU7IvhFRcBzdB?+jBFnB3mBCtB,v115@zgA8IeB8BeA8EeE8EeD8FeG8AeB8JeU7IvhFGcBxdB?/nB1rBToBCtB,v115@zgA8IeB8BeA8EeE8EeD8FeG8AeB8JeU7IvhFRcBSjB?FnBToB3mBusB,v115@zgA8IeB8BeA8EeE8EeD8FeG8AeB8JeU7IvhFGcB1rB?xnB/nBToBCtB,v115@zgA8IeB8BeA8EeE8EeD8FeG8AeB8JeU7IvhFXdB5nB?6tBOtBzrBFrB,v115@zgA8IeB8BeA8EeE8EeD8FeG8AeB8JeU7IvhFGcB5jB?3mBznBinBlsB,v115@zgA8IeB8BeA8EeE8EeD8FeG8AeB8JeU7IvhFxdBWnB?TjBXnBFmBCtB,v115@zgA8IeB8BeA8EeE8EeD8FeG8AeB8JeU7IvhFxdBumB?CjB/sBTtBFrB
JOTISLZ,O,O,X,O,X,O,X,X,X,X
JOTISZL,O,O,X,O,X,O,X,X,X,X
JOTIZLS,O,O,X,X,X,O,X,X,X,X
JOTIZSL,O,O,X,O,X,O,X,X,X,X
JOTLISZ,O,O,X,X,X,X,X,X,X,X
JOTLIZS,O,O,X,X,X,X,X,X,X,X
JOTLSIZ,O,O,X,O,O,X,X,X,X,X
JOTLSZI,O,O,X,O,O,X,X,X,X,X
JOTLZIS,O,O,X,X,X,X,X,X,X,X
JOTLZSI,O,O,X,O,O,X,X,X,X,X
JOTSILZ,O,O,X,O,O,X,X,X,X,X
JOTSIZL,O,O,X,O,O,X,X,X,X,X
JOTSLIZ,O,O,X,O,O,X,X,X,X,X
JOTSLZI,O,O,X,O,O,X,X,X,X,X
JOTSZIL,O,O,X,O,O,X,X,X,X,X
JOTSZLI,O,O,X,O,O,X,X,X,X,X
JOTZILS,O,O,X,X,X,O,X,X,X,X
JOTZISL,O,O,X,O,X,O,X,X,X,X
JOTZLIS,O,O,X,X,X,X,X,X,X,X
JOTZLSI,O,O,X,O,O,X,X,X,X,X
JOTZSIL,O,O,X,O,O,X,X,X,X,X
JOTZSLI,O,O,X,O,O,X,X,X,X,X
JOITLSZ,O,O,X,X,X,X,X,X,X,X
JOITLZS,O,O,X,X,X,X,X,X,X,X
JOITSLZ,O,O,X,O,X,X,X,X,X,X
JOITSZL,O,O,X,O,X,X,X,X,X,X
JOITZLS,O,O,X,X,X,X,X,X,X,X
JOITZSL,O,O,X,O,X,X,X,X,X,X
JOILTSZ,X,X,X,X,X,X,X,X,X,X
JOILTZS,X,O,X,X,X,X,X,X,X,X
JOILSTZ,X,X,X,X,X,X,X,X,X,X
JOILSZT,X,O,X,X,X,X,O,X,X,X
JOILZTS,X,O,X,X,X,X,X,X,X,X
JOILZST,X,O,X,X,X,X,O,X,X,X
JOISTLZ,O,O,X,X,X,X,X,O,X,X
JOISTZL,O,O,X,X,X,X,X,O,X,X
JOISLTZ,X,O,X,X,X,X,X,O,X,X
JOISLZT,O,O,X,X,X,X,O,O,X,X
JOISZTL,O,O,X,X,X,X,X,O,X,X
JOISZLT,O,O,X,X,X,X,O,O,X,X
JOIZTLS,O,O,X,X,X,X,X,X,X,X
JOIZTSL,O,O,X,O,X,X,X,X,X,X
JOIZLTS,X,O,X,X,X,X,X,X,X,X
JOIZLST,X,O,X,X,X,X,O,X,X,X
JOIZSTL,O,O,X,X,X,X,X,O,X,X
JOIZSLT,O,O,X,X,X,X,O,O,X,X
JOLTISZ,X,O,X,X,X,X,X,X,X,X
JOLTIZS,X,O,X,X,X,X,X,X,X,X
JOLTSIZ,X,O,X,O,O,X,X,X,X,X
JOLTSZI,X,O,X,O,O,X,X,X,X,X
JOLTZIS,X,O,X,X,X,X,X,X,X,X
JOLTZSI,X,O,X,O,O,X,X,X,X,X
JOLITSZ,X,X,X,X,X,X,X,X,X,X
JOLITZS,X,O,X,X,X,X,X,X,X,X
JOLISTZ,X,X,X,X,X,X,X,X,X,X
JOLISZT,X,O,X,X,X,X,O,X,X,X
JOLIZTS,X,O,X,X,X,X,X,X,X,X
JOLIZST,X,O,X,X,X,X,O,X,X,X
JOLSTIZ,X,O,X,X,X,X,X,X,X,X
JOLSTZI,X,O,X,X,X,X,X,X,X,X
JOLSITZ,X,O,X,X,X,X,X,X,X,X
JOLSIZT,X,O,X,X,X,X,X,X,X,X
JOLSZTI,X,O,X,X,X,X,X,X,X,X
JOLSZIT,X,O,X,X,X,X,X,X,X,X
JOLZTIS,X,O,X,X,X,X,X,X,X,X
JOLZTSI,X,O,X,O,O,X,X,X,X,X
JOLZITS,X,O,X,X,X,X,X,X,X,X
JOLZIST,X,O,X,X,X,X,O,X,X,X
JOLZSTI,X,O,X,X,X,X,X,X,X,X
JOLZSIT,X,O,X,X,X,X,X,X,X,X
JOSTILZ,O,O,X,O,X,X,X,O,X,X
JOSTIZL,O,O,X,O,X,X,X,O,X,X
JOSTLIZ,O,O,X,O,X,X,X,X,X,O
JOSTLZI,O,O,X,O,X,X,X,X,X,O
JOSTZIL,O,O,X,O,X,X,X,O,X,X
JOSTZLI,O,O,X,O,X,X,X,X,X,O
JOSITLZ,O,O,X,X,X,X,X,O,X,X
JOSITZL,O,O,X,X,X,X,X,O,X,X
JOSILTZ,X,O,X,X,X,X,X,O,X,O
JOSILZT,O,O,X,X,X,X,X,O,X,O
JOSIZTL,O,O,X,X,X,X,X,O,X,X
JOSIZLT,O,O,X,X,X,X,X,O,X,O
JOSLTIZ,X,O,X,X,X,X,X,X,X,O
JOSLTZI,X,O,X,X,X,X,X,X,X,O
JOSLITZ,X,O,X,X,X,X,X,O,X,O
JOSLIZT,O,O,X,X,X,X,X,O,X,O
JOSLZTI,X,O,X,X,X,X,X,X,X,O
JOSLZIT,O,O,X,X,X,X,X,O,X,O
JOSZTIL,O,O,X,O,X,X,X,O,X,X
JOSZTLI,O,O,X,O,X,X,X,X,X,O
JOSZITL,O,O,X,X,X,X,X,O,X,X
JOSZILT,O,O,X,X,X,X,X,O,X,O
JOSZLTI,X,O,X,X,X,X,X,X,X,O
JOSZLIT,O,O,X,X,X,X,X,O,X,O
JOZTILS,O,O,X,X,X,O,X,X,X,X
JOZTISL,O,O,X,O,X,O,X,X,X,X
JOZTLIS,O,O,X,X,X,X,X,X,X,X
JOZTLSI,O,O,X,O,O,X,X,X,X,X
JOZTSIL,O,O,X,O,O,X,X,X,X,X
JOZTSLI,O,O,X,O,O,X,X,X,X,X
JOZITLS,O,O,X,X,X,X,X,X,X,X
JOZITSL,O,O,X,O,X,X,X,X,X,X
JOZILTS,X,O,X,X,X,X,X,X,X,X
JOZILST,X,O,X,X,X,X,O,X,X,X
JOZISTL,O,O,X,X,X,X,X,O,X,X
JOZISLT,O,O,X,X,X,X,O,O,X,X
JOZLTIS,X,O,X,X,X,X,X,X,X,X
JOZLTSI,X,O,X,O,O,X,X,X,X,X
JOZLITS,X,O,X,X,X,X,X,X,X,X
JOZLIST,X,O,X,X,X,X,O,X,X,X
JOZLSTI,X,O,X,X,X,X,X,X,X,X
JOZLSIT,X,O,X,X,X,X,X,X,X,X
JOZSTIL,O,O,X,O,X,X,X,O,X,X
JOZSTLI,O,O,X,O,X,X,X,X,X,O
JOZSITL,O,O,X,X,X,X,X,O,X,X
JOZSILT,O,O,X,X,X,X,X,O,X,O
JOZSLTI,X,O,X,X,X,X,X,X,X,O
JOZSLIT,O,O,X,X,X,X,X,O,X,O
STILJZO,O,O,O,O,X,O,X,X,X,X
STILJOZ,O,O,O,X,X,O,X,X,X,X
STILZJO,O,O,O,O,X,O,X,X,X,X
STILZOJ,O,O,X,X,X,O,X,X,X,X
STILOJZ,O,O,X,X,X,O,X,X,X,X
STILOZJ,O,O,X,X,X,O,X,X,X,X
STIJLZO,O,O,X,O,X,O,X,X,X,X
STIJLOZ,O,O,X,X,X,O,X,X,X,X
STIJZLO,O,O,X,O,X,O,X,X,X,X
STIJZOL,O,O,X,O,X,O,X,O,X,X
STIJOLZ,O,O,X,O,X,O,X,O,X,X
STIJOZL,O,O,X,O,X,O,X,O,X,X
STIZLJO,O,O,O,O,X,O,X,X,X,X
STIZLOJ,O,O,X,X,X,O,X,X,X,X
STIZJLO,O,O,X,O,X,O,X,X,X,X
STIZJOL,O,O,X,O,X,O,X,O,X,X
STIZOLJ,O,O,X,O,X,O,X,O,X,X
STIZOJL,O,O,X,O,X,O,X,O,X,X
STIOLJZ,O,O,X,O,X,O,X,O,X,X
STIOLZJ,O,O,X,O,X,O,X,O,X,X
STIOJLZ,O,O,X,O,X,O,X,O,X,X
STIOJZL,O,O,X,O,X,O,X,O,X,X
STIOZLJ,O,O,X,O,X,O,X,O,X,X
STIOZJL,O,O,X,O,X,O,X,O,X,X
STLIJZO,O,O,O,O,X,X,X,X,X,X
STLIJOZ,O,O,O,X,X,X,X,X,X,X
STLIZJO,O,O,O,O,X,X,X,X,X,X
STLIZOJ,O,O,X,X,X,X,X,X,X,X
STLIOJZ,O,O,X,X,X,X,X,X,X,X
STLIOZJ,O,O,X,X,X,X,X,X,X,X
STLJIZO,O,O,O,O,X,X,X,X,X,X
STLJIOZ,O,O,O,X,X,X,X,X,X,X
STLJZIO,O,O,O,O,X,X,X,X,X,X
STLJZOI,O,O,O,O,X,X,X,X,X,O
STLJOIZ,O,O,O,O,X,X,X,X,X,X
STLJOZI,O,O,O,O,X,X,X,X,X,X
STLZIJO,O,O,O,O,X,X,X,X,X,X
STLZIOJ,O,O,X,X,X,X,X,X,X,X
STLZJIO,O,O,O,O,X,X,X,X,X,X
STLZJOI,O,O,O,O,X,X,X,X,X,O
STLZOIJ,O,O,X,O,X,X,X,X,X,X
STLZOJI,O,O,X,O,X,X,X,X,X,X
STLOIJZ,O,O,X,O,X,X,X,X,X,X
STLOIZJ,O,O,X,O,X,X,X,X,X,X
STLOJIZ,O,O,X,O,X,X,X,X,X,X
STLOJZI,O,O,X,O,X,X,X,X,X,X
STLOZIJ,O,O,X,O,X,X,X,X,X,X
STLOZJI,O,O,X,O,X,X,X,X,X,X
STJILZO,O,O,X,O,X,O,X,X,X,X
STJILOZ,O,O,X,X,X,O,X,X,X,X
STJIZLO,O,O,X,O,X,O,X,X,X,X
STJIZOL,O,O,X,O,X,O,X,O,X,X
STJIOLZ,O,O,X,O,X,O,X,O,X,X
STJIOZL,O,O,X,O,X,O,X,O,X,X
STJLIZO,O,O,X,O,X,X,X,X,X,X
STJLIOZ,O,O,X,X,X,X,X,X,X,X
STJLZIO,O,O,X,O,X,X,X,X,X,X
STJLZOI,O,O,X,O,X,X,X,X,X,O
STJLOIZ,O,O,X,O,X,X,X,X,X,X
STJLOZI,O,O,X,O,X,X,X,X,X,X
STJZILO,O,O,X,O,X,O,X,X,X,X
STJZIOL,O,O,X,O,X,O,X,O,X,X
STJZLIO,O,O,X,O,X,X,X,X,X,X
STJZLOI,O,O,X,O,X,X,X,X,X,O
STJZOIL,O,O,X,O,X,X,X,O,X,X
STJZOLI,O,O,X,O,X,X,X,X,X,O
STJOILZ,O,O,X,O,X,X,X,O,X,X
STJOIZL,O,O,X,O,X,X,X,O,X,X
STJOLIZ,O,O,X,O,X,X,X,X,X,O
STJOLZI,O,O,X,O,X,X,X,X,X,O
STJOZIL,O,O,X,O,X,X,X,O,X,X
STJOZLI,O,O,X,O,X,X,X,X,X,O
STZILJO,O,O,O,O,X,O,X,X,X,X
STZILOJ,O,O,X,X,X,O,X,X,X,X
STZIJLO,O,O,X,O,X,O,X,X,X,X
STZIJOL,O,O,X,O,X,O,X,O,X,X
STZIOLJ,O,O,X,O,X,O,X,O,X,X
STZIOJL,O,O,X,O,X,O,X,O,X,X
STZLIJO,O,O,O,O,X,X,X,X,X,X
STZLIOJ,O,O,X,X,X,X,X,X,X,X
STZLJIO,O,O,O,O,X,X,X,X,X,X
STZLJOI,O,O,O,O,X,X,X,X,X,O
STZLOIJ,O,O,X,O,X,X,X,X,X,X
STZLOJI,O,O,X,O,X,X,X,X,X,X
STZJILO,O,O,X,O,X,O,X,X,X,X
STZJIOL,O,O,X,O,X,O,X,O,X,X
STZJLIO,O,O,X,O,X,X,X,X,X,X
STZJLOI,O,O,X,O,X,X,X,X,X,O
STZJOIL,O,O,X,O,X,X,X,O,X,X
STZJOLI,O,O,X,O,X,X,X,X,X,O
STZOILJ,O,O,X,O,O,X,X,O,X,X
STZOIJL,O,O,X,O,O,X,X,O,X,X
STZOLIJ,O,O,X,O,O,X,X,X,X,X
STZOLJI,O,O,X,O,O,X,X,X,X,O
STZOJIL,O,O,X,O,O,X,X,O,X,X
STZOJLI,O,O,X,O,O,X,X,X,X,O
STOILJZ,O,O,X,O,O,X,X,O,X,X
STOILZJ,O,O,X,O,O,X,X,O,X,X
STOIJLZ,O,O,X,O,O,X,X,O,X,X
STOIJZL,O,O,X,O,O,X,X,O,X,X
STOIZLJ,O,O,X,O,O,X,X,O,X,X
STOIZJL,O,O,X,O,O,X,X,O,X,X
STOLIJZ,O,O,X,O,O,X,X,X,X,X
STOLIZJ,O,O,X,O,O,X,X,X,X,X
STOLJIZ,O,O,X,O,O,X,X,X,X,O
STOLJZI,O,O,X,O,O,X,X,X,X,O
STOLZIJ,O,O,X,O,O,X,X,X,X,X
STOLZJI,O,O,X,O,O,X,X,X,X,O
STOJILZ,O,O,X,O,O,X,X,O,X,X
STOJIZL,O,O,X,O,O,X,X,O,X,X
STOJLIZ,O,O,X,O,O,X,X,X,X,O
STOJLZI,O,O,X,O,O,X,X,X,X,O
STOJZIL,O,O,X,O,O,X,X,O,X,X
STOJZLI,O,O,X,O,O,X,X,X,X,O
STOZILJ,O,O,X,O,O,X,X,O,X,X
STOZIJL,O,O,X,O,O,X,X,O,X,X
STOZLIJ,O,O,X,O,O,X,X,X,X,X
STOZLJI,O,O,X,O,O,X,X,X,X,O
STOZJIL,O,O,X,O,O,X,X,O,X,X
STOZJLI,O,O,X,O,O,X,X,X,X,O
SITLJZO,O,O,O,X,X,X,X,X,X,X
SITLJOZ,O,O,O,X,X,X,X,X,X,X
SITLZJO,O,O,O,X,X,X,X,X,X,X
SITLZOJ,O,O,X,X,X,X,X,X,X,X
SITLOJZ,O,O,X,X,X,X,X,X,X,X
SITLOZJ,O,O,X,X,X,X,X,X,X,X
SITJLZO,O,O,X,X,X,X,X,X,X,X
SITJLOZ,O,O,X,X,X,X,X,X,X,X
SITJZLO,O,O,X,X,X,X,X,X,X,X
SITJZOL,O,O,X,X,X,X,X,O,X,X
SITJOLZ,O,O,X,X,X,X,X,O,X,X
SITJOZL,O,O,X,X,X,X,X,O,X,X
SITZLJO,O,O,O,X,X,X,X,X,X,X
SITZLOJ,O,O,X,X,X,X,X,X,X,X
SITZJLO,O,O,X,X,X,X,X,X,X,X
SITZJOL,O,O,X,X,X,X,X,O,X,X
SITZOLJ,O,O,X,X,X,X,X,O,X,X
SITZOJL,O,O,X,X,X,X,X,O,X,X
SITOLJZ,O,O,X,X,X,X,X,O,X,X
SITOLZJ,O,O,X,X,X,X,X,O,X,X
SITOJLZ,O,O,X,X,X,X,X,O,X,X
SITOJZL,O,O,X,X,X,X,X,O,X,X
SITOZLJ,O,O,X,X,X,X,X,O,X,X
SITOZJL,O,O,X,X,X,X,X,O,X,X
SILTJZO,O,O,O,X,X,X,X,X,X,X
SILTJOZ,O,O,O,X,X,X,X,X,X,X
SILTZJO,O,O,O,X,X,X,X,X,X,X
SILTZOJ,O,O,X,X,X,X,X,X,X,X
SILTOJZ,O,O,X,X,X,X,X,X,X,X
SILTOZJ,O,O,X,X,X,X,X,X,X,X
SILJTZO,O,O,O,X,X,X,X,X,X,X
SILJTOZ,O,O,O,X,X,X,X,X,X,X
SILJZTO,O,O,O,X,X,X,X,X,X,X
SILJZOT,O,O,O,X,X,X,X,O,X,O
SILJOTZ,X,O,X,X,X,X,X,O,X,X
SILJOZT,O,O,O,X,X,X,X,O,X,X
SILZTJO,O,O,O,X,X,X,X,X,X,X
SILZTOJ,O,O,X,X,X,X,X,X,X,X
SILZJTO,O,O,O,X,X,X,X,X,X,X
SILZJOT,O,O,O,X,X,X,X,O,X,O
SILZOTJ,X,O,X,X,X,X,O,O,X,X
SILZOJT,O,O,X,X,X,X,O,O,X,X
SILOTJZ,X,O,X,X,X,X,X,O,X,X
SILOTZJ,X,O,X,X,X,X,O,O,X,X
SILOJTZ,X,O,X,X,X,X,X,O,X,X
SILOJZT,O,O,X,X,X,X,O,O,X,X
SILOZTJ,X,O,X,X,X,X,O,O,X,X
SILOZJT,O,O,X,X,X,X,O,O,X,X
SIJTLZO,O,O,X,X,X,X,X,X,X,X
SIJTLOZ,O,O,X,X,X,X,X,X,X,X
SIJTZLO,O,O,X,X,X,X,X,X,X,X
SIJTZOL,O,O,X,X,X,X,X,O,X,X
SIJTOLZ,O,O,X,X,X,X,X,O,X,X
SIJTOZL,O,O,X,X,X,X,X,O,X,X
SIJLTZO,O,O,X,X,X,X,X,X,X,X
SIJLTOZ,O,O,X,X,X,X,X,X,X,X
SIJLZTO,O,O,X,X,X,X,X,X,X,X
SIJLZOT,O,O,X,X,X,X,X,O,X,O
SIJLOTZ,X,O,X,X,X,X,X,O,X,X
SIJLOZT,O,O,X,X,X,X,X,O,X,X
SIJZTLO,O,O,X,X,X,X,X,X,X,X
SIJZTOL,O,O,X,X,X,X,X,O,X,X
SIJZLTO,O,O,X,X,X,X,X,X,X,X
SIJZLOT,O,O,X,X,X,X,X,O,X,O
SIJZOTL,O,O,X,X,X,X,X,O,X,X
SIJZOLT,O,O,X,X,X,X,X,O,X,O
SIJOTLZ,O,O,X,X,X,X,X,O,X,X
SIJOTZL,O,O,X,X,X,X,X,O,X,X
SIJOLTZ,X,O,X,X,X,X,X,O,X,O
SIJOLZT,O,O,X,X,X,X,X,O,X,O
SIJOZTL,O,O,X,X,X,X,X,O,X,X
SIJOZLT,O,O,X,X,X,X,X,O,X,O
SIZTLJO,O,O,O,X,X,X,X,X,X,X
SIZTLOJ,O,O,X,X,X,X,X,X,X,X
SIZTJLO,O,O,X,X,X,X,X,X,X,X
SIZTJOL,O,O,X,X,X,X,X,O,X,X
SIZTOLJ,O,O,X,X,X,X,X,O,X,X
SIZTOJL,O,O,X,X,X,X,X,O,X,X
SIZLTJO,O,O,O,X,X,X,X,X,X,X
SIZLTOJ,O,O,X,X,X,X,X,X,X,X
SIZLJTO,O,O,O,X,X,X,X,X,X,X
SIZLJOT,O,O,O,X,X,X,X,O,X,O
SIZLOTJ,X,O,X,X,X,X,O,O,X,X
SIZLOJT,O,O,X,X,X,X,O,O,X,X
SIZJTLO,O,O,X,X,X,X,X,X,X,X
SIZJTOL,O,O,X,X,X,X,X,O,X,X
SIZJLTO,O,O,X,X,X,X,X,X,X,X
SIZJLOT,O,O,X,X,X,X,X,O,X,O
SIZJOTL,O,O,X,X,X,X,X,O,X,X
SIZJOLT,O,O,X,X,X,X,X,O,X,O
SIZOTLJ,O,O,X,X,X,X,O,O,X,X
SIZOTJL,O,O,X,X,X,X,X,O,X,X
SIZOLTJ,X,O,X,X,X,X,O,O,X,X
SIZOLJT,O,O,X,X,X,X,O,O,X,O
SIZOJTL,O,O,X,X,X,X,X,O,X,X
SIZOJLT,O,O,X,X,X,X,O,O,X,O
SIOTLJZ,O,O,X,X,X,X,X,O,X,X
SIOTLZJ,O,O,X,X,X,X,O,O,X,X
SIOTJLZ,O,O,X,X,X,X,X,O,X,X
SIOTJZL,O,O,X,X,X,X,X,O,X,X
SIOTZLJ,O,O,X,X,X,X,O,O,X,X
SIOTZJL,O,O,X,X,X,X,X,O,X,X
SIOLTJZ,X,O,X,X,X,X,X,O,X,X
SIOLTZJ,X,O,X,X,X,X,O,O,X,X
SIOLJTZ,X,O,X,X,X,X,X,O,X,O
SIOLJZT,O,O,X,X,X,X,O,O,X,O
SIOLZTJ,X,O,X,X,X,X,O,O,X,X
SIOLZJT,O,O,X,X,X,X,O,O,X,O
SIOJTLZ,O,O,X,X,X,X,X,O,X,X
SIOJTZL,O,O,X,X,X,X,X,O,X,X
SIOJLTZ,X,O,X,X,X,X,X,O,X,O
SIOJLZT,O,O,X,X,X,X,O,O,X,O
SIOJZTL,O,O,X,X,X,X,X,O,X,X
SIOJZLT,O,O,X,X,X,X,O,O,X,O
SIOZTLJ,O,O,X,X,X,X,O,O,X,X
SIOZTJL,O,O,X,X,X,X,X,O,X,X
SIOZLTJ,X,O,X,X,X,X,O,O,X,X
SIOZLJT,O,O,X,X,X,X,O,O,X,O
SIOZJTL,O,O,X,X,X,X,X,O,X,X
SIOZJLT,O,O,X,X,X,X,O,O,X,O
SLTIJZO,O,O,O,X,X,X,X,X,X,X
SLTIJOZ,O,O,O,X,X,X,X,X,X,X
SLTIZJO,O,O,O,X,X,X,X,X,X,X
SLTIZOJ,O,O,X,X,X,X,X,X,X,X
SLTIOJZ,O,O,X,X,X,X,X,X,X,X
SLTIOZJ,O,O,X,X,X,X,X,X,X,X
SLTJIZO,O,O,O,X,X,X,X,X,X,X
SLTJIOZ,O,O,O,X,X,X,X,X,X,X
SLTJZIO,O,O,O,X,X,X,X,X,X,X
SLTJZOI,O,O,O,X,X,X,X,X,X,O
SLTJOIZ,O,O,O,X,X,X,X,X,X,X
SLTJOZI,O,O,O,X,X,X,X,X,X,X
SLTZIJO,O,O,O,X,X,X,X,X,X,X
SLTZIOJ,O,O,X,X,X,X,X,X,X,X
SLTZJIO,O,O,O,X,X,X,X,X,X,X
SLTZJOI,O,O,O,X,X,X,X,X,X,O
SLTZOIJ,O,O,X,X,X,X,X,X,X,X
SLTZOJI,O,O,X,X,X,X,X,X,X,X
SLTOIJZ,O,O,X,X,X,X,X,X,X,X
SLTOIZJ,O,O,X,X,X,X,X,X,X,X
SLTOJIZ,O,O,X,X,X,X,X,X,X,X
SLTOJZI,O,O,X,X,X,X,X,X,X,X
SLTOZIJ,O,O,X,X,X,X,X,X,X,X
SLTOZJI,O,O,X,X,X,X,X,X,X,X
SLITJZO,O,O,O,X,X,X,X,X,X,X
SLITJOZ,O,O,O,X,X,X,X,X,X,X
SLITZJO,O,O,O,X,X,X,X,X,X,X
SLITZOJ,O,O,X,X,X,X,X,X,X,X
SLITOJZ,O,O,X,X,X,X,X,X,X,X
SLITOZJ,O,O,X,X,X,X,X,X,X,X
SLIJTZO,O,O,O,X,X,X,X,X,X,X
SLIJTOZ,O,O,O,X,X,X,X,X,X,X
SLIJZTO,O,O,O,X,X,X,X,X,X,X
SLIJZOT,O,O,O,X,X,X,X,O,X,O
SLIJOTZ,X,O,X,X,X,X,X,O,X,X
SLIJOZT,O,O,O,X,X,X,X,O,X,X
SLIZTJO,O,O,O,X,X,X,X,X,X,X
SLIZTOJ,O,O,X,X,X,X,X,X,X,X
SLIZJTO,O,O,O,X,X,X,X,X,X,X
SLIZJOT,O,O,O,X,X,X,X,O,X,O
SLIZOTJ,X,O,X,X,X,X,O,O,X,X
SLIZOJT,O,O,X,X,X,X,O,O,X,X
SLIOTJZ,X,O,X,X,X,X,X,O,X,X
SLIOTZJ,X,O,X,X,X,X,O,O,X,X
SLIOJTZ,X,O,X,X,X,X,X,O,X,X
SLIOJZT,O,O,X,X,X,X,O,O,X,X
SLIOZTJ,X,O,X,X,X,X,O,O,X,X
SLIOZJT,O,O,X,X,X,X,O,O,X,X
SLJTIZO,O,O,O,X,X,X,X,X,X,X
SLJTIOZ,O,O,O,X,X,X,X,X,X,X
SLJTZIO,O,O,O,X,X,X,X,X,X,X
SLJTZOI,O,O,O,X,X,X,X,X,X,O
SLJTOIZ,O,O,O,X,X,X,X,X,X,X
SLJTOZI,O,O,O,X,X,X,X,X,X,X
SLJITZO,O,O,O,X,X,X,X,X,X,X
SLJITOZ,O,O,O,X,X,X,X,X,X,X
SLJIZTO,O,O,O,X,X,X,X,X,X,X
SLJIZOT,O,O,O,X,X,X,X,O,X,O
SLJIOTZ,X,O,X,X,X,X,X,O,X,X
SLJIOZT,O,O,O,X,X,X,X,O,X,X
SLJZTIO,O,O,O,X,X,X,X,X,X,X
SLJZTOI,O,O,O,X,X,X,X,X,X,O
SLJZITO,O,O,O,X,X,X,X,X,X,X
SLJZIOT,O,O,O,X,X,X,X,O,X,O
SLJZOTI,X,O,O,X,X,X,X,X,O,O
SLJZOIT,O,O,O,X,X,X,X,O,O,O
SLJOTIZ,X,O,O,X,X,X,X,X,O,O
SLJOTZI,X,O,O,X,X,X,X,X,O,O
SLJOITZ,X,O,X,X,X,X,X,O,O,O
SLJOIZT,O,O,O,X,X,X,X,O,O,O
SLJOZTI,X,O,O,X,X,X,X,X,O,O
SLJOZIT,O,O,O,X,X,X,X,O,O,O
SLZTIJO,O,O,O,X,X,X,X,X,X,X
SLZTIOJ,O,O,X,X,X,X,X,X,X,X
SLZTJIO,O,O,O,X,X,X,X,X,X,X
SLZTJOI,O,O,O,X,X,X,X,X,X,O
SLZTOIJ,O,O,X,X,X,X,X,X,X,X
SLZTOJI,O,O,X,X,X,X,X,X,X,X
SLZITJO,O,O,O,X,X,X,X,X,X,X
SLZITOJ,O,O,X,X,X,X,X,X,X,X
SLZIJTO,O,O,O,X,X,X,X,X,X,X
SLZIJOT,O,O,O,X,X,X,X,O,X,O
SLZIOTJ,X,O,X,X,X,X,O,O,X,X
SLZIOJT,O,O,X,X,X,X,O,O,X,X
SLZJTIO,O,O,O,X,X,X,X,X,X,X
SLZJTOI,O,O,O,X,X,X,X,X,X,O
SLZJITO,O,O,O,X,X,X,X,X,X,X
SLZJIOT,O,O,O,X,X,X,X,O,X,O
SLZJOTI,X,O,O,X,X,X,X,X,O,O
SLZJOIT,O,O,O,X,X,X,X,O,O,O
SLZOTIJ,X,O,X,X,X,X,X,X,X,X
SLZOTJI,X,O,X,X,X,X,X,X,X,O
SLZOITJ,X,O,X,X,X,X,O,O,X,X
SLZOIJT,O,O,X,X,X,X,O,O,X,O
SLZOJTI,X,O,X,X,X,X,X,X,O,O
SLZOJIT,O,O,X,X,X,X,X,O,O,O
SLOTIJZ,X,O,X,X,X,X,X,X,X,X
SLOTIZJ,X,O,X,X,X,X,X,X,X,X
SLOTJIZ,X,O,X,X,X,X,X,X,X,O
SLOTJZI,X,O,X,X,X,X,X,X,X,O
SLOTZIJ,X,O,X,X,X,X,X,X,X,X
SLOTZJI,X,O,X,X,X,X,X,X,X,O
SLOITJZ,X,O,X,X,X,X,X,O,X,X
SLOITZJ,X,O,X,X,X,X,O,O,X,X
SLOIJTZ,X,O,X,X,X,X,X,O,X,O
SLOIJZT,O,O,X,X,X,X,O,O,X,O
SLOIZTJ,X,O,X,X,X,X,O,O,X,X
SLOIZJT,O,O,X,X,X,X,O,O,X,O
SLOJTIZ,X,O,X,X,X,X,X,X,O,O
SLOJTZI,X,O,X,X,X,X,X,X,O,O
SLOJITZ,X,O,X,X,X,X,X,O,O,O
SLOJIZT,O,O,X,X,X,X,X,O,O,O
SLOJZTI,X,O,X,X,X,X,X,X,O,O
SLOJZIT,O,O,X,X,X,X,X,O,O,O
SLOZTIJ,X,O,X,X,X,X,X,X,X,X
SLOZTJI,X,O,X,X,X,X,X,X,X,O
SLOZITJ,X,O,X,X,X,X,O,O,X,X
SLOZIJT,O,O,X,X,X,X,O,O,X,O
SLOZJTI,X,O,X,X,X,X,X,X,O,O
SLOZJIT,O,O,X,X,X,X,X,O,O,O
SJTILZO,O,O,X,O,X,O,X,X,X,X
SJTILOZ,O,O,X,X,X,O,X,X,X,X
SJTIZLO,O,O,X,O,X,O,X,X,X,X
SJTIZOL,O,O,X,O,X,O,X,O,X,X
