sequence,v115@zgA8CeA8EeA8CeA8EeA8BeB8DeB8CeB8BeD8AeG8Je?u/IvhFcgBRdBSjBzhB3nBFqB,v115@zgA8CeA8EeA8CeA8EeA8BeB8DeB8CeB8BeD8AeG8Je?SAJvhFWiBxdBXjBzfBUnBFqB,v115@zgA8CeA8EeA8CeA8EeA8BeB8DeB8CeB8BeD8AeG8Je?C7IvhFRdBcjBXgBzhB+nBFqB,v115@zgA8CeA8EeA8CeA8EeA8BeB8DeB8CeB8BeD8AeG8Je?WAJvhFRdBcjBCiBXgBTnBFqB,v115@zgA8CeA8EeA8CeA8EeA8BeB8DeB8CeB8BeD8AeG8Je?G7IvhFRdBcjBzfBfnB6nBFqB,v115@zgA8CeA8EeA8CeA8EeA8BeB8DeB8CeB8BeD8AeG8Je?C7IvhFGdBTeBXgBRnBUnBFqB,v115@zgA8CeA8EeA8CeA8EeA8BeB8DeB8CeB8BeD8AeG8Je?G7IvhFCdBzfBxiBXjBUnBFqB,v115@zgA8CeA8EeA8CeA8EeA8BeB8DeB8CeB8BeD8AeG8Je?u/IvhFcgBzcBSjBRnB3nBFqB,v115@zgA8CeA8EeA8CeA8EeA8BeB8DeB8CeB8BeD8AeG8Je?WAJvhFSiBTeBXgBRnBUnBFqB,v115@zgA8CeA8EeA8CeA8EeA8BeB8DeB8CeB8BeD8AeG8Je?u/IvhFcgBqhBxdBXjBTnBFqB,v115@zgA8CeA8EeA8CeA8EeA8BeB8DeB8CeB8BeD8AeG8Je?z8IvhFGeBUlBRnBClB3nBFqB,v115@zgA8CeA8EeA8CeA8EeA8BeB8DeB8CeB8BeD8AeG8Je?SCJvhFTeBFgBfqBRsBGqBUsB
LZOTIJS,O,X,X,O,X,X,O,X,X,X,X,X
LZOTISJ,O,X,X,O,X,X,O,X,X,X,X,X
LZOTJIS,O,X,X,O,X,X,O,X,X,X,X,X
LZOTJSI,O,X,X,O,X,X,O,X,X,X,X,X
LZOTSIJ,O,X,X,O,X,X,O,X,X,X,X,X
LZOTSJI,O,X,X,O,X,X,O,X,X,X,X,X
LZOITJS,O,X,X,O,X,X,O,O,X,X,X,X
LZOITSJ,O,X,X,O,X,X,O,X,X,X,X,X
LZOIJTS,O,X,X,O,X,X,X,O,X,X,X,X
LZOIJST,O,X,X,O,X,X,X,O,X,X,X,X
LZOISTJ,X,X,X,O,X,X,X,X,X,X,X,X
LZOISJT,O,X,X,O,X,X,X,O,X,X,X,X
LZOJTIS,O,X,X,O,X,X,X,X,X,X,X,X
LZOJTSI,O,X,X,O,X,X,X,X,X,X,X,X
LZOJITS,O,X,X,O,X,X,X,O,X,X,X,X
LZOJIST,O,X,X,O,X,X,X,O,X,X,X,X
LZOJSTI,O,O,X,O,X,X,X,X,X,O,X,X
LZOJSIT,O,O,X,O,X,X,X,X,X,O,X,X
LZOSTIJ,O,X,X,O,X,X,X,X,X,X,X,X
LZOSTJI,O,X,X,O,X,X,X,X,X,X,X,X
LZOSITJ,O,X,X,O,X,X,X,X,X,X,X,X
LZOSIJT,O,O,X,O,X,X,X,X,X,O,X,X
LZOSJTI,O,O,X,O,X,X,X,X,X,O,X,X
LZOSJIT,O,O,X,O,X,X,X,X,X,O,X,X
LOTIJSZ,X,X,X,X,X,O,X,X,O,X,X,X
LOTIJZS,O,X,X,O,X,X,X,O,O,X,X,X
LOTISJZ,X,X,X,X,X,O,X,X,O,X,X,X
LOTISZJ,O,X,X,X,X,O,X,O,X,X,X,X
LOTIZJS,O,X,X,O,X,X,X,O,O,X,X,X
LOTIZSJ,O,X,X,O,X,X,X,O,X,X,X,X
LOTJISZ,X,X,X,X,X,X,X,X,O,X,X,X
LOTJIZS,O,X,X,O,X,X,X,X,O,X,X,X
LOTJSIZ,X,X,O,X,X,X,X,X,X,X,X,X
LOTJSZI,X,X,O,O,X,X,X,X,X,X,X,X
LOTJZIS,O,X,O,O,X,X,X,X,X,X,X,X
LOTJZSI,O,X,O,O,X,X,X,X,X,X,X,X
LOTSIJZ,O,X,O,X,X,O,X,X,X,X,X,X
LOTSIZJ,O,X,X,X,X,O,X,X,X,O,X,X
LOTSJIZ,O,X,O,X,X,O,X,X,X,X,X,X
LOTSJZI,O,X,O,O,X,X,X,X,X,X,X,X
LOTSZIJ,O,X,X,O,X,O,X,X,X,O,X,X
LOTSZJI,O,X,O,O,X,X,X,X,X,O,X,X
LOTZIJS,O,X,X,O,X,X,X,O,X,X,X,X
LOTZISJ,O,X,X,O,X,X,X,O,X,X,X,X
LOTZJIS,O,X,X,O,X,X,X,O,X,X,X,X
LOTZJSI,O,X,X,O,X,X,X,X,X,O,X,X
LOTZSIJ,O,X,X,O,X,X,X,X,X,O,X,X
LOTZSJI,O,X,X,O,X,X,X,X,X,O,X,X
LOITJSZ,X,X,X,X,X,O,X,X,O,X,X,X
LOITJZS,O,X,X,O,X,X,X,O,O,X,X,X
LOITSJZ,X,X,X,X,X,O,X,X,O,X,X,O
LOITSZJ,O,X,X,X,X,O,X,O,X,X,X,O
LOITZJS,O,X,X,O,X,X,X,O,O,X,X,X
LOITZSJ,O,X,X,O,X,X,X,O,X,X,X,X
LOIJTSZ,X,X,X,X,X,O,X,X,O,X,X,X
LOIJTZS,O,X,X,X,X,X,X,O,O,X,X,X
LOIJSTZ,X,X,X,X,X,O,X,X,O,X,X,O
LOIJSZT,X,X,X,X,X,O,X,X,O,X,X,X
LOIJZTS,O,X,X,O,X,X,X,O,X,X,X,X
LOIJZST,O,X,X,O,X,X,X,O,O,X,X,X
LOISTJZ,X,X,X,X,X,X,X,X,O,X,X,O
LOISTZJ,O,X,X,X,X,O,X,O,X,X,X,O
LOISJTZ,X,X,X,X,X,X,X,X,O,X,X,O
LOISJZT,X,X,X,X,X,O,X,X,O,X,X,X
LOISZTJ,X,X,X,X,X,O,X,X,X,X,X,O
LOISZJT,O,X,X,X,X,O,X,O,X,X,X,X
LOIZTJS,O,X,X,O,X,X,X,O,O,X,X,X
LOIZTSJ,O,X,X,O,X,X,X,O,X,X,X,X
LOIZJTS,O,X,X,O,X,X,X,O,X,X,X,X
LOIZJST,O,X,X,O,X,X,X,O,O,X,X,X
LOIZSTJ,X,X,X,O,X,X,X,X,X,X,X,O
LOIZSJT,O,X,X,O,X,X,X,O,X,X,X,X
LOJTISZ,X,X,X,X,X,X,X,X,X,X,X,X
LOJTIZS,O,X,X,O,X,X,X,X,X,X,X,X
LOJTSIZ,X,X,O,X,X,X,X,X,X,X,X,X
LOJTSZI,X,X,O,O,X,X,X,X,X,X,X,X
LOJTZIS,O,X,O,O,X,X,X,X,X,X,X,X
LOJTZSI,O,X,O,O,X,X,X,X,X,X,X,X
LOJITSZ,X,X,X,X,X,X,X,X,O,X,X,X
LOJITZS,O,X,X,X,X,X,X,X,X,X,X,X
LOJISTZ,X,X,X,X,X,X,X,X,O,X,X,X
LOJISZT,X,X,X,X,X,X,X,X,O,X,X,X
LOJIZTS,O,X,X,O,X,X,X,X,X,X,X,X
LOJIZST,O,X,X,O,X,X,X,X,O,X,X,X
LOJSTIZ,X,X,X,X,X,X,X,X,X,X,X,X
LOJSTZI,X,X,O,X,X,X,X,X,X,X,X,X
LOJSITZ,X,X,X,X,X,X,X,X,X,X,X,X
LOJSIZT,X,X,O,X,X,X,X,X,X,X,X,X
LOJSZTI,X,X,O,O,X,X,X,X,X,X,X,X
LOJSZIT,X,X,O,O,X,X,X,X,X,X,X,X
LOJZTIS,O,X,O,O,X,X,X,X,X,X,X,X
LOJZTSI,O,X,O,O,X,X,X,X,X,X,X,X
LOJZITS,O,X,O,O,X,X,X,X,X,X,X,X
LOJZIST,O,X,O,O,X,X,X,X,X,X,X,X
LOJZSTI,O,X,O,O,X,X,X,X,X,X,X,X
LOJZSIT,O,X,O,O,X,X,X,X,X,X,X,X
LOSTIJZ,O,X,X,X,X,X,X,X,X,X,X,O
LOSTIZJ,O,X,X,X,X,O,X,X,X,O,X,O
LOSTJIZ,O,X,X,X,X,X,X,X,X,X,X,X
LOSTJZI,O,X,O,O,X,X,X,X,X,X,X,X
LOSTZIJ,O,X,X,O,X,X,X,X,X,O,X,X
LOSTZJI,O,X,X,O,X,X,X,X,X,O,X,X
LOSITJZ,O,X,X,X,X,X,X,X,X,X,X,O
LOSITZJ,O,X,X,X,X,O,X,X,X,O,X,O
LOSIJTZ,O,O,X,X,X,X,X,X,X,X,X,O
LOSIJZT,O,X,O,X,X,O,X,X,X,X,X,X
LOSIZTJ,O,X,X,X,X,O,X,X,X,X,X,O
LOSIZJT,O,X,X,X,X,O,X,X,X,O,X,X
LOSJTIZ,O,O,X,X,X,X,X,X,X,X,X,X
LOSJTZI,O,O,O,X,X,X,X,X,X,X,X,X
LOSJITZ,O,O,X,X,X,X,X,X,X,X,X,X
LOSJIZT,O,X,O,X,X,O,X,X,X,X,X,X
LOSJZTI,O,O,O,O,X,X,X,X,X,X,X,X
LOSJZIT,O,O,O,O,X,X,X,X,X,X,X,X
LOSZTIJ,O,X,X,O,X,X,X,X,X,X,X,X
LOSZTJI,O,X,X,O,X,X,X,X,X,X,X,X
LOSZITJ,O,X,X,O,X,O,X,X,X,X,X,X
LOSZIJT,O,O,X,O,X,O,X,X,X,O,X,X
LOSZJTI,O,O,O,O,X,X,X,X,X,O,X,X
LOSZJIT,O,O,O,O,X,X,X,X,X,O,X,X
LOZTIJS,O,X,X,O,X,X,X,X,X,X,X,X
LOZTISJ,O,X,X,O,X,X,X,X,X,X,X,X
LOZTJIS,O,X,X,O,X,X,X,X,X,X,X,X
LOZTJSI,O,X,X,O,X,X,X,X,X,X,X,X
LOZTSIJ,O,X,X,O,X,X,X,X,X,X,X,X
LOZTSJI,O,X,X,O,X,X,X,X,X,X,X,X
LOZITJS,O,X,X,O,X,X,X,O,X,X,X,X
LOZITSJ,O,X,X,O,X,X,X,X,X,X,X,X
LOZIJTS,O,X,X,O,X,X,X,O,X,X,X,X
LOZIJST,O,X,X,O,X,X,X,O,X,X,X,X
LOZISTJ,X,X,X,O,X,X,X,X,X,X,X,X
LOZISJT,O,X,X,O,X,X,X,O,X,X,X,X
LOZJTIS,O,X,X,O,X,X,X,X,X,X,X,X
LOZJTSI,O,X,X,O,X,X,X,X,X,X,X,X
LOZJITS,O,X,X,O,X,X,X,O,X,X,X,X
LOZJIST,O,X,X,O,X,X,X,O,X,X,X,X
LOZJSTI,O,O,X,O,X,X,X,X,X,O,X,X
LOZJSIT,O,O,X,O,X,X,X,X,X,O,X,X
LOZSTIJ,O,X,X,O,X,X,X,X,X,X,X,X
LOZSTJI,O,X,X,O,X,X,X,X,X,X,X,X
LOZSITJ,O,X,X,O,X,X,X,X,X,X,X,X
LOZSIJT,O,O,X,O,X,X,X,X,X,O,X,X
LOZSJTI,O,O,X,O,X,X,X,X,X,O,X,X
LOZSJIT,O,O,X,O,X,X,X,X,X,O,X,X
JTILSZO,X,X,X,X,X,O,X,X,X,X,X,X
JTILSOZ,X,X,X,X,X,O,X,X,O,X,X,X
JTILZSO,X,X,X,O,X,X,X,O,X,X,X,X
JTILZOS,X,X,X,O,X,X,X,O,O,X,X,X
JTILOSZ,X,X,X,X,X,O,O,X,O,X,X,X
JTILOZS,X,X,X,X,X,X,O,O,O,X,X,X
JTISLZO,X,X,O,X,O,O,X,X,X,X,X,X
JTISLOZ,X,X,O,X,X,O,X,X,O,X,X,X
JTISZLO,X,X,O,X,O,O,X,X,X,X,X,X
JTISZOL,X,X,O,X,O,O,X,X,X,X,X,X
JTISOLZ,X,X,O,X,X,O,X,X,O,X,X,X
JTISOZL,X,X,O,X,X,O,X,X,X,X,X,X
JTIZLSO,X,X,O,O,O,X,X,O,X,X,O,X
JTIZLOS,X,X,X,O,O,X,X,O,O,X,X,X
JTIZSLO,X,X,O,X,O,O,X,O,X,X,O,X
JTIZSOL,X,X,O,X,O,O,X,O,X,X,O,X
JTIZOLS,X,X,O,O,O,X,X,O,O,X,X,X
JTIZOSL,X,X,O,X,O,O,X,O,X,X,X,X
JTIOLSZ,X,X,X,X,X,O,O,X,O,X,X,X
JTIOLZS,X,X,X,O,X,X,O,O,O,X,X,X
JTIOSLZ,X,X,O,X,X,O,O,X,O,X,X,X
JTIOSZL,X,X,O,X,X,O,X,X,X,X,X,X
JTIOZLS,X,X,O,O,X,X,O,O,O,X,X,X
JTIOZSL,X,X,O,X,X,O,X,O,X,X,X,X
JTLISZO,X,X,X,X,X,X,X,X,X,X,X,X
JTLISOZ,X,X,X,X,X,X,X,X,O,X,X,X
JTLIZSO,O,X,X,O,X,X,X,O,X,X,X,X
JTLIZOS,O,X,X,O,X,X,X,O,O,X,X,X
JTLIOSZ,X,X,X,X,X,X,X,X,O,X,X,X
JTLIOZS,X,X,X,X,X,X,X,O,O,X,X,X
JTLSIZO,O,O,O,X,O,X,X,X,X,O,X,X
JTLSIOZ,X,O,O,X,X,X,X,X,X,X,X,X
JTLSZIO,O,O,O,O,O,X,X,X,X,O,X,X
JTLSZOI,O,O,O,O,O,X,X,X,X,O,X,X
JTLSOIZ,O,O,O,X,X,X,X,X,X,X,X,X
JTLSOZI,O,O,O,X,O,X,X,X,X,X,X,X
JTLZISO,O,O,O,O,O,X,X,O,X,O,X,X
JTLZIOS,O,X,X,O,O,X,X,O,X,X,X,X
JTLZSIO,O,O,O,O,O,X,X,O,X,O,X,X
JTLZSOI,O,O,O,O,O,X,X,X,X,O,X,X
JTLZOIS,O,X,O,O,X,X,X,O,X,X,X,X
JTLZOSI,O,O,O,O,X,X,X,X,X,O,X,X
JTLOISZ,X,X,X,X,X,X,X,X,O,X,X,X
JTLOIZS,O,X,X,O,X,X,X,X,O,X,X,X
JTLOSIZ,X,X,O,X,X,X,X,X,X,X,X,X
JTLOSZI,X,X,O,O,X,X,X,X,X,X,X,X
JTLOZIS,O,X,O,O,X,X,X,X,X,X,X,X
JTLOZSI,O,X,O,O,X,X,X,X,X,X,X,X
JTSILZO,X,O,O,X,O,O,X,X,X,O,X,X
JTSILOZ,X,O,O,X,X,O,X,X,O,X,X,X
JTSIZLO,X,O,O,X,O,O,X,X,X,O,X,X
JTSIZOL,X,X,O,X,O,O,X,X,X,O,X,X
JTSIOLZ,X,O,O,X,X,O,X,X,O,X,X,X
JTSIOZL,X,X,O,X,X,O,X,X,X,X,X,X
JTSLIZO,O,O,O,X,O,O,X,X,X,O,X,X
JTSLIOZ,X,O,O,X,X,O,X,X,X,X,X,X
JTSLZIO,O,O,O,O,O,X,X,X,X,O,X,X
JTSLZOI,O,O,O,O,O,X,X,X,X,O,X,X
JTSLOIZ,O,O,O,X,O,O,X,X,X,X,X,X
JTSLOZI,O,O,O,X,O,X,X,X,X,X,X,X
JTSZILO,O,O,O,X,O,X,X,X,X,O,X,X
JTSZIOL,O,O,O,X,O,X,X,X,X,O,X,X
JTSZLIO,O,O,O,O,O,X,X,X,X,O,X,X
JTSZLOI,O,O,O,O,O,X,X,X,X,O,X,X
JTSZOIL,O,O,O,X,O,X,X,X,X,O,X,X
JTSZOLI,O,O,O,O,O,X,X,X,X,O,X,X
JTSOILZ,O,O,O,X,O,O,X,X,O,X,X,X
JTSOIZL,O,X,O,X,O,O,X,X,X,X,X,X
JTSOLIZ,O,O,O,X,O,O,X,X,X,X,X,X
JTSOLZI,O,O,O,O,O,X,X,X,X,X,X,X
JTSOZIL,O,X,O,X,O,X,X,X,X,X,X,X
JTSOZLI,O,X,O,O,O,X,X,X,X,X,X,X
JTZILSO,O,O,O,O,O,X,X,O,X,O,O,X
JTZILOS,O,X,X,O,O,X,O,O,O,X,X,X
JTZISLO,O,O,O,X,O,X,X,O,X,O,O,X
JTZISOL,O,O,O,X,O,X,X,O,X,O,O,X
JTZIOLS,O,X,O,O,O,X,O,O,O,X,X,X
JTZIOSL,O,X,O,X,O,X,O,O,X,X,X,X
JTZLISO,O,O,O,O,O,X,X,O,X,O,X,X
JTZLIOS,O,X,X,O,O,X,O,O,X,X,X,X
JTZLSIO,O,O,O,O,O,X,X,O,X,O,X,X
JTZLSOI,O,O,O,O,O,X,X,X,X,O,X,X
JTZLOIS,O,X,O,O,X,X,O,O,X,X,X,X
JTZLOSI,O,O,O,O,X,X,O,X,X,O,X,X
JTZSILO,O,O,O,X,O,X,X,O,X,O,X,X
JTZSIOL,O,O,O,X,O,X,X,O,X,O,X,X
JTZSLIO,O,O,O,O,O,X,X,O,X,O,X,X
JTZSLOI,O,O,O,O,O,X,X,X,X,O,X,X
JTZSOIL,O,O,O,X,O,X,X,X,X,O,X,X
JTZSOLI,O,O,O,O,O,X,X,X,X,O,X,X
JTZOILS,O,X,O,O,O,X,O,O,O,X,X,X
JTZOISL,O,X,O,X,O,X,O,O,X,X,X,X
JTZOLIS,O,X,O,O,O,X,O,O,X,X,X,X
JTZOLSI,O,O,O,O,O,X,O,X,X,O,X,X
JTZOSIL,O,O,O,X,O,X,O,X,X,O,X,X
JTZOSLI,O,O,O,O,O,X,O,X,X,O,X,X
JTOILSZ,X,X,X,X,X,O,O,X,O,X,X,X
JTOILZS,O,X,X,O,X,X,O,X,O,X,X,X
JTOISLZ,X,X,O,X,O,O,O,X,O,X,X,X
JTOISZL,X,X,O,X,O,O,X,X,X,X,X,X
JTOIZLS,O,X,O,O,O,X,O,X,O,X,X,X
JTOIZSL,O,X,O,X,O,O,O,X,X,X,X,X
JTOLISZ,X,X,X,X,X,X,O,X,O,X,X,X
JTOLIZS,O,X,X,O,X,X,O,X,O,X,X,X
JTOLSIZ,X,X,O,X,O,X,X,X,X,X,X,X
JTOLSZI,X,X,O,O,O,X,X,X,X,X,X,X
JTOLZIS,O,X,O,O,O,X,O,X,X,X,X,X
JTOLZSI,O,X,O,O,O,X,O,X,X,X,X,X
JTOSILZ,X,X,O,X,O,O,O,X,O,X,X,X
JTOSIZL,X,X,O,X,O,O,X,X,X,X,X,X
JTOSLIZ,X,X,O,X,O,O,X,X,X,X,X,X
JTOSLZI,X,X,O,O,O,X,X,X,X,X,X,X
JTOSZIL,X,X,O,X,O,X,O,X,X,X,X,X
JTOSZLI,X,X,O,O,O,X,O,X,X,X,X,X
JTOZILS,O,X,O,O,O,X,O,X,O,X,X,X
JTOZISL,O,X,O,X,O,X,O,X,X,X,X,X
JTOZLIS,O,X,O,O,O,X,O,X,X,X,X,X
JTOZLSI,O,X,O,O,O,X,O,X,X,X,X,X
JTOZSIL,O,X,O,X,O,X,O,X,X,X,X,X
JTOZSLI,O,X,O,O,O,X,O,X,X,X,X,X
JITLSZO,X,X,X,X,X,O,X,X,X,X,X,X
JITLSOZ,X,X,X,X,X,O,X,X,O,X,X,X
JITLZSO,X,X,X,X,X,X,X,O,X,X,X,X
JITLZOS,X,X,X,X,X,X,X,O,O,X,X,X
JITLOSZ,X,X,X,X,X,O,O,X,O,X,X,X
JITLOZS,X,X,X,X,X,X,O,O,O,X,X,X
JITSLZO,X,X,O,X,X,O,X,X,X,X,X,X
JITSLOZ,X,X,O,X,X,O,X,X,O,X,X,X
JITSZLO,X,X,O,X,X,O,X,X,X,X,X,X
JITSZOL,X,X,O,X,X,O,X,X,X,X,X,X
JITSOLZ,X,X,O,X,X,O,X,X,O,X,X,X
JITSOZL,X,X,O,X,X,O,X,X,X,X,X,X
JITZLSO,X,X,O,X,X,X,X,O,X,X,O,X
JITZLOS,X,X,X,X,X,X,X,O,O,X,X,X
JITZSLO,X,X,O,X,X,O,X,O,X,X,O,X
JITZSOL,X,X,O,X,X,O,X,O,X,X,O,X
JITZOLS,X,X,O,X,X,X,X,O,O,X,X,X
JITZOSL,X,X,O,X,X,O,X,O,X,X,X,X
JITOLSZ,X,X,X,X,X,O,O,X,O,X,X,X
JITOLZS,X,X,X,X,X,X,O,O,O,X,X,X
JITOSLZ,X,X,O,X,X,O,O,X,O,X,X,X
JITOSZL,X,X,O,X,X,O,X,X,X,X,X,X
JITOZLS,X,X,O,X,X,X,O,O,O,X,X,X
JITOZSL,X,X,O,X,X,O,X,O,X,X,X,X
JILTSZO,X,X,X,X,X,O,X,X,X,X,X,X
JILTSOZ,X,X,X,X,X,O,X,X,O,X,X,X
JILTZSO,X,X,X,X,X,X,X,O,X,X,X,X
JILTZOS,X,X,X,X,X,X,X,O,O,X,X,X
JILTOSZ,X,X,X,X,X,O,O,X,O,X,X,X
JILTOZS,X,X,X,X,X,X,O,O,O,X,X,X
JILSTZO,X,X,X,X,X,X,X,X,X,X,X,X
JILSTOZ,X,X,X,X,X,O,X,X,X,X,X,O
JILSZTO,X,X,X,X,X,X,X,X,X,X,X,X
JILSZOT,X,X,X,X,X,O,X,X,X,X,X,X
JILSOTZ,X,X,X,X,X,O,X,X,O,X,X,O
JILSOZT,X,X,X,X,X,O,X,X,O,X,X,X
JILZTSO,X,X,X,O,X,X,X,X,X,X,O,X
JILZTOS,X,X,X,X,X,X,X,O,X,X,X,X
JILZSTO,X,X,X,O,X,X,X,X,X,X,O,X
JILZSOT,X,X,X,O,X,X,X,O,X,X,O,X
JILZOTS,X,X,X,O,X,X,X,O,X,X,X,X
JILZOST,X,X,X,O,X,X,X,O,O,X,O,X
JILOTSZ,X,X,X,X,X,O,X,X,O,X,X,X
JILOTZS,X,X,X,X,X,X,X,O,O,X,X,X
JILOSTZ,X,X,X,X,X,O,X,X,O,X,X,O
JILOSZT,X,X,X,X,X,O,X,X,O,X,X,X
JILOZTS,X,X,X,X,X,X,X,O,X,X,X,X
JILOZST,X,X,X,X,X,X,X,O,O,X,X,X
JISTLZO,X,X,X,X,X,O,X,X,X,X,X,X
JISTLOZ,X,X,X,X,X,O,X,X,X,X,X,O
JISTZLO,X,X,X,X,X,O,X,X,X,X,X,X
JISTZOL,X,X,X,X,X,O,X,X,X,X,X,X
JISTOLZ,X,X,X,X,X,O,X,X,X,X,X,O
JISTOZL,X,X,X,X,X,O,X,X,X,X,X,X
JISLTZO,X,X,X,X,X,X,X,X,X,X,X,X
JISLTOZ,X,X,X,X,X,O,X,X,X,X,X,O
JISLZTO,X,X,O,X,O,O,X,X,X,X,X,X
JISLZOT,X,X,O,X,O,O,X,X,X,X,X,X
JISLOTZ,X,X,X,X,X,O,X,X,O,X,X,O
JISLOZT,X,X,O,X,X,O,X,X,O,X,X,X
JISZTLO,X,X,O,X,O,O,X,X,X,X,O,X
JISZTOL,X,X,X,X,O,O,X,X,X,X,O,X
JISZLTO,X,X,O,X,O,O,X,X,X,X,O,X
JISZLOT,X,X,O,X,O,O,X,X,X,X,O,X
JISZOTL,X,X,O,X,O,O,X,X,X,X,O,X
JISZOLT,X,X,O,X,O,O,X,X,X,X,O,X
JISOTLZ,X,X,X,X,X,O,X,X,X,X,X,O
JISOTZL,X,X,X,X,X,O,X,X,X,X,X,X
JISOLTZ,X,X,X,X,X,O,X,X,O,X,X,O
JISOLZT,X,X,O,X,X,O,X,X,O,X,X,X
JISOZTL,X,X,O,X,X,O,X,X,X,X,X,X
JISOZLT,X,X,O,X,X,O,X,X,X,X,X,X
JIZTLSO,X,X,O,X,O,X,X,X,X,X,O,X
JIZTLOS,X,X,X,X,O,X,X,O,X,X,X,X
JIZTSLO,X,X,O,X,O,O,X,X,X,X,O,X
JIZTSOL,X,X,O,X,O,O,X,X,X,X,O,X
JIZTOLS,X,X,O,X,O,X,X,O,X,X,X,X
JIZTOSL,X,X,O,X,O,O,X,X,X,X,X,X
JIZLTSO,X,X,O,O,O,X,X,X,X,X,O,X
JIZLTOS,X,X,X,X,O,X,X,O,X,X,X,X
JIZLSTO,X,X,O,O,O,X,X,X,X,X,O,X
JIZLSOT,X,X,O,O,O,X,X,O,X,X,O,X
JIZLOTS,X,X,X,O,X,X,X,O,X,X,X,X
JIZLOST,X,X,X,O,X,X,X,O,O,X,O,X
JIZSTLO,X,X,O,X,O,X,X,X,X,X,O,X
JIZSTOL,X,X,O,X,O,X,X,X,X,X,O,X
JIZSLTO,X,X,O,X,O,X,X,X,X,X,O,X
JIZSLOT,X,X,O,X,O,O,X,O,X,X,O,X
JIZSOTL,X,X,O,X,O,X,X,X,X,X,O,X
JIZSOLT,X,X,O,X,O,O,X,O,X,X,O,X
JIZOTLS,X,X,O,X,O,X,X,O,X,X,X,X
JIZOTSL,X,X,O,X,O,O,X,X,X,X,X,X
JIZOLTS,X,X,O,O,X,X,X,O,X,X,X,X
JIZOLST,X,X,O,O,X,X,X,O,O,X,O,X
JIZOSTL,X,X,O,X,O,X,X,X,X,X,O,X
JIZOSLT,X,X,O,X,O,O,X,O,X,X,O,X
JIOTLSZ,X,X,X,X,X,O,X,X,O,X,X,X
JIOTLZS,X,X,X,X,X,X,X,O,O,X,X,X
JIOTSLZ,X,X,O,X,X,O,X,X,O,X,X,X
JIOTSZL,X,X,O,X,X,O,X,X,X,X,X,X
JIOTZLS,X,X,O,X,X,X,X,O,O,X,X,X
JIOTZSL,X,X,O,X,X,O,X,O,X,X,X,X
JIOLTSZ,X,X,X,X,X,O,X,X,O,X,X,X
JIOLTZS,X,X,X,X,X,X,X,O,O,X,X,X
JIOLSTZ,X,X,X,X,X,O,X,X,O,X,X,O
JIOLSZT,X,X,X,X,X,O,X,X,O,X,X,X
JIOLZTS,X,X,X,O,X,X,X,O,X,X,X,X
JIOLZST,X,X,X,O,X,X,X,O,O,X,X,X
JIOSTLZ,X,X,X,X,X,O,X,X,X,X,X,O
JIOSTZL,X,X,X,X,X,O,X,X,X,X,X,X
JIOSLTZ,X,X,X,X,X,O,X,X,O,X,X,O
JIOSLZT,X,X,O,X,X,O,X,X,O,X,X,X
JIOSZTL,X,X,O,X,X,O,X,X,X,X,X,X
JIOSZLT,X,X,O,X,X,O,X,X,X,X,X,X
JIOZTLS,X,X,O,X,X,X,X,O,X,X,X,X
JIOZTSL,X,X,O,X,X,O,X,X,X,X,X,X
JIOZLTS,X,X,O,O,X,X,X,O,X,X,X,X
JIOZLST,X,X,O,O,X,X,X,O,O,X,O,X
JIOZSTL,X,X,O,X,X,X,X,X,X,X,O,X
JIOZSLT,X,X,O,X,X,O,X,O,X,X,O,X
JLTISZO,X,X,X,X,X,X,X,X,X,X,X,X
JLTISOZ,X,X,X,X,X,X,X,X,X,X,X,X
JLTIZSO,O,X,X,O,X,X,X,O,X,X,X,X
JLTIZOS,O,X,X,O,X,X,X,O,X,X,X,X
JLTIOSZ,X,X,X,X,X,X,X,X,X,X,X,X
JLTIOZS,X,X,X,X,X,X,X,O,X,X,X,X
JLTSIZO,O,X,O,X,X,X,X,X,X,O,X,X
JLTSIOZ,X,X,O,X,X,X,X,X,X,X,X,X
JLTSZIO,O,X,O,O,X,X,X,X,X,O,X,X
JLTSZOI,O,X,O,O,X,X,X,X,X,O,X,X
JLTSOIZ,O,X,O,X,X,X,X,X,X,X,X,X
JLTSOZI,O,X,O,X,X,X,X,X,X,X,X,X
JLTZISO,O,X,O,O,X,X,X,O,X,O,X,X
JLTZIOS,O,X,X,O,X,X,X,O,X,X,X,X
JLTZSIO,O,X,O,O,X,X,X,O,X,O,X,X
JLTZSOI,O,X,O,O,X,X,X,X,X,O,X,X
JLTZOIS,O,X,O,O,X,X,X,O,X,X,X,X
JLTZOSI,O,X,O,O,X,X,X,X,X,O,X,X
JLTOISZ,X,X,X,X,X,X,X,X,X,X,X,X
JLTOIZS,O,X,X,X,X,X,X,X,X,X,X,X
JLTOSIZ,X,X,O,X,X,X,X,X,X,X,X,X
JLTOSZI,X,X,O,X,X,X,X,X,X,X,X,X
JLTOZIS,O,X,O,O,X,X,X,X,X,X,X,X
JLTOZSI,O,X,O,O,X,X,X,X,X,X,X,X
JLITSZO,X,X,X,X,X,X,X,X,X,X,X,X
JLITSOZ,X,X,X,X,X,X,X,X,X,X,X,X
JLITZSO,O,X,X,X,X,X,X,O,X,X,X,X
JLITZOS,O,X,X,X,X,X,X,O,X,X,X,X
