sequence,v115@9gC8GeB8HeB8HeD8AeA8NecFJvhFThBmiB5oBKsBft?BFrB,v115@9gC8GeB8HeB8HeD8AeA8NecFJvhFThBZnBGjBqsB/t?BFrB,v115@9gC8GeB8HeB8HeD8AeA8NeRBJvhF3iBcoBTlBOrBFs?BSyB,v115@9gC8GeB8HeB8HeD8AeA8NecFJvhFThB/nBaoB5oBFr?B2xB,v115@9gC8GeB8HeB8HeD8AeA8NecFJvhFThBOnBXjBStBFr?BxxB,v115@9gC8GeB8HeB8HeD8AeA8NecFJvhFThBxiBOsBXoBFr?BSyB,v115@9gC8GeB8HeB8HeD8AeA8NeFBJvhFZnBGjBTlBcrBqs?B/tB,v115@9gC8GeB8HeB8HeD8AeA8NeFBJvhFmiB5oBTlBftBir?BUsB,v115@9gC8GeB8HeB8HeD8AeA8NecFJvhFThBxiBinB+tBFr?B3sB,v115@9gC8GeB8HeB8HeD8AeA8Ne3AJvhFziB5oBlmBUnBmq?ByxB,v115@9gC8GeB8HeB8HeD8AeA8NeFBJvhF/nBaoB5oBTlBcr?B2xB,v115@9gC8GeB8HeB8HeD8AeA8NecFJvhFThBiiB+oB3nBFr?BxxB,v115@9gC8GeB8HeB8HeD8AeA8NecFJvhFThBiiB5oBFrBms?B3sB,v115@9gC8GeB8HeB8HeD8AeA8NecFJvhFThB2nB5oB3nBFr?ByxB,v115@9gC8GeB8HeB8HeD8AeA8NeFBJvhF5oBTlBcrBinB3s?BmsB,v115@9gC8GeB8HeB8HeD8AeA8NecFJvhFThB5oBinBFrB3s?BmsB
LTSJIOZ,X,X,X,X,X,X,O,O,X,O,X,X,X,X,X,X
LTSJZIO,O,O,O,X,X,O,O,O,X,X,X,X,X,X,X,X
LTSJZOI,O,O,O,X,X,O,O,X,X,X,X,X,X,X,X,X
LTSJOIZ,X,X,X,X,X,X,O,O,X,O,X,X,X,X,X,X
LTSJOZI,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
LTSZIJO,O,O,O,X,X,O,O,O,X,X,X,X,X,X,X,X
LTSZIOJ,O,O,O,X,X,O,O,X,X,O,X,X,X,X,X,X
LTSZJIO,O,O,O,X,X,O,O,O,X,X,X,X,X,X,X,X
LTSZJOI,O,O,O,X,X,O,O,X,X,X,X,X,X,X,X,X
LTSZOIJ,O,O,O,X,X,O,O,X,X,O,X,X,X,X,X,X
LTSZOJI,O,O,O,X,X,O,O,X,X,X,X,X,X,X,X,X
LTSOIJZ,X,X,X,X,X,X,O,O,X,O,X,X,X,X,X,X
LTSOIZJ,X,X,O,X,X,X,O,X,X,O,X,X,X,X,X,X
LTSOJIZ,X,X,O,X,X,X,O,O,X,O,X,X,X,X,X,X
LTSOJZI,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X
LTSOZIJ,X,X,O,X,X,X,O,X,X,O,X,X,X,X,X,X
LTSOZJI,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X
LTZIJSO,O,O,O,X,X,O,O,X,X,X,X,X,X,O,X,X
LTZIJOS,O,O,O,X,X,O,X,X,X,X,X,X,X,O,X,X
LTZISJO,O,O,O,X,X,O,O,O,X,X,X,X,X,O,X,X
LTZISOJ,O,O,O,X,X,O,O,X,X,O,X,X,X,O,X,X
LTZIOJS,O,O,O,X,X,O,X,X,X,X,X,X,X,O,X,X
LTZIOSJ,O,O,O,X,X,O,O,X,X,O,X,X,X,O,X,X
LTZJISO,O,O,O,X,X,O,O,X,X,X,X,X,X,O,X,X
LTZJIOS,O,O,O,X,X,O,X,X,X,X,X,X,X,O,X,X
LTZJSIO,O,O,O,X,X,O,O,X,X,X,X,X,X,O,X,X
LTZJSOI,O,O,O,X,X,O,O,X,X,X,X,X,X,O,X,X
LTZJOIS,O,O,O,X,X,O,X,X,X,X,X,X,X,O,X,X
LTZJOSI,O,O,O,X,X,O,X,X,X,X,X,X,X,O,X,X
LTZSIJO,O,O,O,X,X,O,O,O,X,X,X,X,X,O,X,X
LTZSIOJ,O,O,O,X,X,O,O,X,X,O,X,X,X,O,X,X
LTZSJIO,O,O,O,X,X,O,O,O,X,X,X,X,X,O,X,X
LTZSJOI,O,O,O,X,X,O,O,X,X,X,X,X,X,O,X,X
LTZSOIJ,O,O,O,X,X,O,O,X,X,O,X,X,X,O,X,X
LTZSOJI,O,O,O,X,X,O,O,X,X,X,X,X,X,O,X,X
LTZOIJS,O,O,O,X,X,O,X,X,X,X,X,X,X,O,X,X
LTZOISJ,O,O,O,X,X,O,O,X,X,O,X,X,X,O,X,X
LTZOJIS,O,O,O,X,X,O,X,X,X,X,X,X,X,O,X,X
LTZOJSI,O,O,O,X,X,O,X,X,X,X,X,X,X,O,X,X
LTZOSIJ,O,O,O,X,X,O,O,X,X,O,X,X,X,O,X,X
LTZOSJI,O,O,O,X,X,O,O,X,X,X,X,X,X,O,X,X
LTOIJSZ,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X
LTOIJZS,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X
LTOISJZ,X,X,X,X,X,X,O,O,X,O,X,X,X,X,X,X
LTOISZJ,X,X,O,X,X,X,O,X,X,O,X,X,X,X,X,X
LTOIZJS,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X
LTOIZSJ,X,X,O,X,X,X,O,X,X,O,X,X,X,X,X,X
LTOJISZ,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X
LTOJIZS,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X
LTOJSIZ,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X
LTOJSZI,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X
LTOJZIS,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X
LTOJZSI,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X
LTOSIJZ,X,X,X,X,X,X,O,O,X,O,X,X,X,X,X,X
LTOSIZJ,X,X,O,X,X,X,O,X,X,O,X,X,X,X,X,X
LTOSJIZ,X,X,O,X,X,X,O,O,X,O,X,X,X,X,X,X
LTOSJZI,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X
LTOSZIJ,X,X,O,X,X,X,O,X,X,O,X,X,X,X,X,X
LTOSZJI,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X
LTOZIJS,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X
LTOZISJ,X,X,O,X,X,X,O,X,X,O,X,X,X,X,X,X
LTOZJIS,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X
LTOZJSI,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X
LTOZSIJ,X,X,O,X,X,X,O,X,X,O,X,X,X,X,X,X
LTOZSJI,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X
LITJSZO,X,X,O,X,O,X,X,O,X,O,X,X,X,X,X,X
LITJSOZ,X,X,X,X,X,X,X,O,X,O,X,X,X,X,X,X
LITJZSO,X,X,O,X,O,X,X,X,X,O,X,X,X,O,X,X
LITJZOS,X,X,O,X,O,X,X,X,X,O,X,X,X,O,X,X
LITJOSZ,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
LITJOZS,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X
LITSJZO,O,O,X,X,O,X,O,O,X,X,X,X,X,X,X,X
LITSJOZ,X,X,X,X,X,X,O,O,X,O,X,X,X,X,X,X
LITSZJO,O,O,X,X,O,X,O,O,X,X,X,X,X,X,X,X
LITSZOJ,O,O,X,X,O,X,O,X,X,O,X,X,X,X,X,X
LITSOJZ,X,X,X,X,X,X,O,O,X,O,X,X,X,X,X,X
LITSOZJ,X,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X
LITZJSO,O,O,O,X,O,X,O,X,X,X,X,X,X,O,X,X
LITZJOS,O,O,O,X,O,X,X,X,X,X,X,X,X,O,X,X
LITZSJO,O,O,O,X,O,X,O,O,X,X,X,X,X,O,X,X
LITZSOJ,O,O,O,X,O,X,O,X,X,O,X,X,X,O,X,X
LITZOJS,O,O,O,X,O,X,X,X,X,X,X,X,X,O,X,X
LITZOSJ,O,O,O,X,O,X,O,X,X,O,X,X,X,O,X,X
LITOJSZ,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X
LITOJZS,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X
LITOSJZ,X,X,X,X,X,X,O,O,X,O,X,X,X,X,X,X
LITOSZJ,X,X,O,X,X,X,O,X,X,O,X,X,X,X,X,X
LITOZJS,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X
LITOZSJ,X,X,O,X,X,X,O,X,X,O,X,X,X,X,X,X
LIJTSZO,X,X,O,X,O,X,X,O,X,O,X,X,X,X,X,X
LIJTSOZ,X,X,X,X,X,X,X,O,X,O,X,X,X,X,X,X
LIJTZSO,X,X,O,X,O,O,X,X,X,O,X,X,O,O,X,X
LIJTZOS,X,X,O,X,O,O,X,X,X,O,X,X,O,O,X,X
LIJTOSZ,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
LIJTOZS,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X
LIJSTZO,O,O,O,O,O,O,O,O,X,O,O,O,X,X,X,X
LIJSTOZ,X,X,X,X,X,X,O,O,X,O,O,X,X,X,X,X
LIJSZTO,O,O,O,O,O,O,O,O,X,O,O,O,O,O,X,X
LIJSZOT,O,O,O,O,O,O,O,X,X,O,O,O,X,X,X,X
LIJSOTZ,X,X,X,X,X,X,O,O,X,O,O,X,X,X,X,X
LIJSOZT,O,O,X,O,O,O,O,X,X,O,O,O,X,X,X,X
LIJZTSO,O,O,O,O,O,O,O,X,X,O,O,O,O,O,X,X
LIJZTOS,O,O,O,O,O,O,X,X,X,O,X,O,O,O,X,X
LIJZSTO,O,O,O,O,O,O,O,X,X,O,O,O,O,O,X,X
LIJZSOT,O,O,O,O,O,O,O,X,X,O,O,O,X,X,X,X
LIJZOTS,X,X,X,X,O,O,X,X,X,O,X,X,O,O,X,X
LIJZOST,X,X,O,X,O,X,X,X,X,O,X,X,X,X,X,X
LIJOTSZ,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
LIJOTZS,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X
LIJOSTZ,X,X,X,X,X,X,O,X,X,O,O,X,X,X,X,X
LIJOSZT,X,X,X,X,O,X,O,X,X,O,O,X,X,X,X,X
LIJOZTS,X,X,X,X,O,O,O,X,X,O,O,X,O,O,X,X
LIJOZST,X,X,O,X,O,X,O,X,X,O,O,X,X,X,X,X
LISTJZO,O,O,X,X,O,X,O,O,X,X,X,X,X,X,X,X
LISTJOZ,X,X,X,X,X,X,O,O,X,O,X,X,X,X,X,X
LISTZJO,O,O,X,X,O,O,O,O,X,X,X,X,X,X,X,O
LISTZOJ,O,O,X,X,O,O,O,X,X,O,X,X,X,X,X,O
LISTOJZ,X,X,X,X,X,X,O,O,X,O,X,X,X,X,X,X
LISTOZJ,X,X,X,X,X,X,O,X,X,O,X,X,X,X,O,X
LISJTZO,O,O,X,X,O,O,O,O,X,O,X,X,X,X,X,X
LISJTOZ,X,X,X,X,X,X,O,O,X,O,X,X,X,X,X,X
LISJZTO,O,O,X,X,O,O,O,O,X,O,X,X,X,O,X,O
LISJZOT,O,O,X,X,O,O,O,X,X,O,X,X,X,X,X,X
LISJOTZ,X,X,X,X,X,X,O,O,X,O,X,X,X,X,X,X
LISJOZT,O,O,X,X,O,O,O,O,X,O,X,X,X,X,O,X
LISZTJO,O,O,X,X,O,O,O,O,X,X,X,X,X,O,X,O
LISZTOJ,O,O,X,X,O,O,O,X,X,X,X,X,X,O,X,O
LISZJTO,O,O,X,X,O,O,O,O,X,X,X,X,X,O,X,O
LISZJOT,O,O,X,X,O,O,O,X,X,X,X,X,X,X,X,X
LISZOTJ,O,O,X,X,O,O,O,X,X,X,X,X,X,X,O,O
LISZOJT,O,O,X,X,O,X,O,X,X,X,X,X,X,X,O,X
LISOTJZ,X,X,X,X,X,X,O,O,X,O,X,X,X,X,X,X
LISOTZJ,X,X,X,X,X,X,O,O,X,O,X,X,X,X,O,X
LISOJTZ,X,X,X,X,X,X,O,O,X,O,X,X,X,X,X,X
LISOJZT,O,O,X,X,O,X,O,O,X,O,X,X,X,X,O,X
LISOZTJ,O,O,X,X,O,O,O,O,X,X,X,X,X,X,O,O
LISOZJT,O,O,X,X,O,X,O,O,X,X,X,X,X,X,O,X
LIZTJSO,O,O,O,O,O,O,O,X,X,X,O,O,O,O,X,X
LIZTJOS,O,O,O,O,O,O,X,X,X,X,X,O,O,O,X,X
LIZTSJO,O,O,O,X,O,O,O,O,X,X,X,X,X,O,X,O
LIZTSOJ,O,O,O,X,O,O,O,X,X,O,X,X,X,O,X,O
LIZTOJS,O,O,O,O,O,O,X,X,X,X,X,O,O,O,X,X
LIZTOSJ,O,O,O,X,O,O,O,X,X,O,X,X,X,O,X,O
LIZJTSO,O,O,O,O,O,O,O,X,X,O,O,O,O,O,X,X
LIZJTOS,O,O,O,O,O,O,X,X,X,O,X,O,O,O,X,X
LIZJSTO,O,O,O,O,O,O,O,X,X,O,O,O,O,O,X,X
LIZJSOT,O,O,O,O,O,O,O,X,X,O,O,O,X,X,X,X
LIZJOTS,X,X,X,X,O,O,X,X,X,O,X,X,O,O,X,X
LIZJOST,X,X,O,X,O,X,X,X,X,O,X,X,X,X,X,X
LIZSTJO,O,O,O,X,O,O,O,O,X,X,X,X,X,O,X,O
LIZSTOJ,O,O,O,X,O,O,O,X,X,X,X,X,X,O,X,O
LIZSJTO,O,O,O,X,O,O,O,O,X,X,X,X,X,O,X,O
LIZSJOT,O,O,O,X,O,O,O,X,X,X,X,X,X,X,X,X
LIZSOTJ,O,O,O,X,O,O,O,X,X,X,X,X,X,X,X,O
LIZSOJT,O,O,O,X,O,X,O,X,X,X,X,X,X,X,X,X
LIZOTJS,O,O,O,X,O,X,O,X,X,X,X,X,X,O,X,X
LIZOTSJ,O,O,O,X,O,X,O,X,X,O,X,X,X,O,X,X
LIZOJTS,X,X,O,X,O,X,O,X,X,O,X,X,X,O,X,X
LIZOJST,X,X,O,X,O,X,O,X,X,O,X,X,X,X,X,X
LIZOSTJ,O,O,O,X,O,X,O,X,X,X,X,X,X,X,X,X
LIZOSJT,O,O,O,X,O,X,O,X,X,X,X,X,X,X,X,X
LIOTJSZ,X,X,O,X,X,X,X,O,X,O,X,X,X,X,X,X
LIOTJZS,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X
LIOTSJZ,X,X,X,X,X,X,O,O,X,O,X,X,X,X,X,X
LIOTSZJ,X,X,O,X,X,X,O,O,X,O,X,X,X,X,X,X
LIOTZJS,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X
LIOTZSJ,X,X,O,X,X,X,O,O,X,O,X,X,X,X,X,X
LIOJTSZ,X,X,O,X,X,X,X,O,X,O,X,X,X,X,X,X
LIOJTZS,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X
LIOJSTZ,X,X,O,X,X,X,O,O,X,O,O,X,X,X,X,X
LIOJSZT,X,X,O,X,O,X,O,O,X,O,O,X,X,X,X,X
LIOJZTS,X,X,O,X,O,X,O,X,X,O,O,X,X,O,X,X
LIOJZST,X,X,O,X,O,X,O,X,X,O,O,X,X,X,X,X
LIOSTJZ,X,X,X,X,X,X,O,O,X,O,X,X,X,X,X,X
LIOSTZJ,X,X,O,X,X,X,O,O,X,O,X,X,X,X,O,X
LIOSJTZ,X,X,O,X,X,X,O,O,X,O,X,X,X,X,X,X
LIOSJZT,O,O,O,X,O,X,O,O,X,O,X,X,X,X,O,X
LIOSZTJ,O,O,O,X,O,X,O,O,X,X,X,X,X,X,O,X
LIOSZJT,O,O,O,X,O,X,O,O,X,X,X,X,X,X,O,X
LIOZTJS,O,O,O,X,O,X,O,X,X,X,O,X,X,O,X,X
LIOZTSJ,O,O,O,X,O,X,O,O,X,O,X,X,X,O,O,X
LIOZJTS,X,X,O,X,O,X,O,X,X,O,O,X,X,O,X,X
LIOZJST,X,X,O,X,O,X,O,X,X,O,O,X,X,X,X,X
LIOZSTJ,O,O,O,X,O,X,O,O,X,X,X,X,X,X,O,X
LIOZSJT,O,O,O,X,O,X,O,O,X,X,X,X,X,X,O,X
LJTISZO,X,X,O,X,X,X,X,O,X,O,X,X,X,X,X,X
LJTISOZ,X,X,X,X,X,X,X,O,X,O,X,X,X,X,X,X
LJTIZSO,X,X,O,X,X,O,X,X,X,O,X,X,O,O,X,X
LJTIZOS,X,X,O,X,X,O,X,X,X,O,X,X,O,O,X,X
LJTIOSZ,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
LJTIOZS,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X
LJTSIZO,X,X,O,X,X,O,X,O,X,O,X,X,X,X,X,X
LJTSIOZ,X,X,X,X,X,X,X,O,X,O,X,X,X,X,X,X
LJTSZIO,X,X,O,X,X,O,X,O,X,O,X,X,X,X,X,X
LJTSZOI,X,X,O,X,X,O,X,X,X,O,X,X,X,X,X,X
LJTSOIZ,X,X,X,X,X,X,X,O,X,O,X,X,X,X,X,X
LJTSOZI,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
LJTZISO,X,X,O,X,X,O,X,X,X,O,X,X,O,O,X,X
LJTZIOS,X,X,O,X,X,O,X,X,X,O,X,X,O,O,X,X
LJTZSIO,X,X,O,X,X,O,X,X,X,O,X,X,O,O,X,X
LJTZSOI,X,X,O,X,X,O,X,X,X,O,X,X,O,O,X,X
LJTZOIS,X,X,O,X,X,O,X,X,X,O,X,X,O,O,X,X
LJTZOSI,X,X,O,X,X,O,X,X,X,O,X,X,O,O,X,X
LJTOISZ,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X
LJTOIZS,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X
LJTOSIZ,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X
LJTOSZI,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X
LJTOZIS,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X
LJTOZSI,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X
LJITSZO,X,X,O,X,X,X,X,O,X,O,X,X,X,X,X,X
LJITSOZ,X,X,X,X,X,X,X,O,X,O,X,X,X,X,X,X
LJITZSO,X,X,O,X,X,O,X,X,X,O,X,X,O,O,X,X
LJITZOS,X,X,O,X,X,O,X,X,X,O,X,X,O,O,X,X
LJITOSZ,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
LJITOZS,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X
LJISTZO,O,O,O,O,X,O,O,O,O,O,O,X,X,X,X,X
LJISTOZ,X,X,X,X,X,X,O,O,X,O,O,X,X,X,X,X
LJISZTO,O,O,O,O,X,O,O,O,O,O,O,X,O,O,X,X
LJISZOT,O,O,O,O,X,O,O,X,O,O,O,X,X,X,X,X
LJISOTZ,X,X,X,X,X,X,O,O,X,O,O,X,X,X,X,X
LJISOZT,O,O,X,O,X,O,O,X,O,O,O,X,X,X,X,X
LJIZTSO,O,O,O,O,X,O,O,X,X,O,O,X,O,O,X,X
LJIZTOS,O,O,O,O,X,O,X,X,O,O,X,X,O,O,X,X
LJIZSTO,O,O,O,O,X,O,O,X,O,O,O,X,O,O,X,X
LJIZSOT,O,O,O,O,X,O,O,X,O,O,O,X,X,X,X,X
LJIZOTS,X,X,X,X,X,O,X,X,X,O,X,X,O,O,X,X
LJIZOST,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X
LJIOTSZ,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
LJIOTZS,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X
LJIOSTZ,X,X,X,X,X,X,O,X,X,O,O,X,X,X,X,X
LJIOSZT,X,X,X,X,X,X,O,X,X,O,O,X,X,X,X,X
LJIOZTS,X,X,X,X,X,O,O,X,X,O,O,X,O,O,X,X
LJIOZST,X,X,O,X,X,X,O,X,X,O,O,X,X,X,X,X
LJSTIZO,O,O,O,O,X,O,O,O,O,O,O,X,X,X,X,X
LJSTIOZ,X,X,X,X,X,X,O,O,X,O,O,X,X,X,X,X
LJSTZIO,O,O,O,O,X,O,O,O,O,O,O,X,X,X,X,X
LJSTZOI,O,O,O,O,X,O,O,X,O,O,O,X,X,X,X,X
LJSTOIZ,X,X,X,X,X,X,O,O,X,O,O,X,X,X,X,X
LJSTOZI,X,X,X,X,X,X,O,X,X,O,O,X,X,X,X,X
LJSITZO,O,O,O,O,X,O,O,O,O,O,O,X,X,X,X,X
LJSITOZ,X,X,X,X,X,X,O,O,X,O,O,X,X,X,X,X
LJSIZTO,O,O,O,O,X,O,O,O,O,O,O,X,O,O,X,X
LJSIZOT,O,O,O,O,X,O,O,X,O,O,O,X,X,X,X,X
LJSIOTZ,X,X,X,X,X,X,O,O,X,O,O,X,X,X,X,X
LJSIOZT,O,O,X,O,X,O,O,X,O,O,O,X,X,X,X,X
LJSZTIO,O,O,O,O,X,O,O,O,O,O,O,X,O,O,X,X
LJSZTOI,O,O,O,O,X,O,O,X,O,O,O,X,O,O,X,X
LJSZITO,O,O,O,O,X,O,O,O,O,O,O,X,O,O,X,X
LJSZIOT,O,O,O,O,X,O,O,X,O,O,O,X,X,X,X,X
LJSZOTI,O,O,X,O,X,O,O,X,O,O,O,X,X,X,X,X
LJSZOIT,O,O,O,O,X,O,O,X,O,O,O,X,X,X,X,X
LJSOTIZ,X,X,X,X,X,X,O,O,X,O,O,X,X,X,X,X
LJSOTZI,X,X,X,X,X,X,O,X,X,O,O,X,X,X,X,X
LJSOITZ,X,X,X,X,X,X,O,O,X,O,O,X,X,X,X,X
LJSOIZT,O,O,X,O,X,O,O,X,O,O,O,X,X,X,X,X
LJSOZTI,O,O,X,O,X,O,O,X,O,O,O,X,X,X,X,X
LJSOZIT,O,O,X,O,X,O,O,X,O,O,O,X,X,X,X,X
LJZTISO,O,O,O,O,X,O,O,X,X,O,O,X,O,O,X,X
LJZTIOS,O,O,O,O,X,O,X,X,O,O,X,X,O,O,X,X
LJZTSIO,O,O,O,O,X,O,O,X,O,O,O,X,O,O,X,X
LJZTSOI,O,O,O,O,X,O,O,X,O,O,O,X,O,O,X,X
LJZTOIS,O,O,O,O,X,O,X,X,O,O,X,X,O,O,X,X
LJZTOSI,O,O,O,O,X,O,X,X,O,O,X,X,O,O,X,X
LJZITSO,O,O,O,O,X,O,O,X,X,O,O,X,O,O,X,X
LJZITOS,O,O,O,O,X,O,X,X,O,O,X,X,O,O,X,X
LJZISTO,O,O,O,O,X,O,O,X,O,O,O,X,O,O,X,X
LJZISOT,O,O,O,O,X,O,O,X,O,O,O,X,X,X,X,X
LJZIOTS,X,X,X,X,X,O,X,X,X,O,X,X,O,O,X,X
LJZIOST,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X
LJZSTIO,O,O,O,O,X,O,O,X,O,O,O,X,O,O,X,X
LJZSTOI,O,O,O,O,X,O,O,X,O,O,O,X,O,O,X,X
LJZSITO,O,O,O,O,X,O,O,X,O,O,O,X,O,O,X,X
LJZSIOT,O,O,O,O,X,O,O,X,O,O,O,X,X,X,X,X
LJZSOTI,O,O,O,O,X,O,O,X,O,O,O,X,X,X,X,X
LJZSOIT,O,O,O,O,X,O,O,X,O,O,O,X,X,X,X,X
LJZOTIS,X,X,O,X,X,O,X,X,X,O,X,X,O,O,X,X
LJZOTSI,X,X,O,X,X,O,X,X,X,O,X,X,O,O,X,X
LJZOITS,X,X,O,X,X,O,X,X,X,O,X,X,O,O,X,X
LJZOIST,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X
LJZOSTI,X,X,O,X,X,O,X,X,X,O,X,X,X,X,X,X
LJZOSIT,X,X,O,X,X,O,X,X,X,O,X,X,X,X,X,X
LJOTISZ,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X
LJOTIZS,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X
LJOTSIZ,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X
LJOTSZI,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X
LJOTZIS,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X
LJOTZSI,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X
LJOITSZ,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X
LJOITZS,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X
LJOISTZ,X,X,O,X,X,X,O,X,X,O,O,X,X,X,X,X
LJOISZT,X,X,O,X,X,X,O,X,X,O,O,X,X,X,X,X
LJOIZTS,X,X,O,X,X,O,O,X,X,O,O,X,O,O,X,X
LJOIZST,X,X,O,X,X,X,O,X,X,O,O,X,X,X,X,X
LJOSTIZ,X,X,O,X,X,X,O,X,X,O,O,X,X,X,X,X
LJOSTZI,X,X,O,X,X,X,O,X,X,O,O,X,X,X,X,X
LJOSITZ,X,X,O,X,X,X,O,X,X,O,O,X,X,X,X,X
LJOSIZT,X,X,O,X,X,O,O,X,X,O,O,X,X,X,X,X
LJOSZTI,X,X,O,X,X,O,O,X,X,O,O,X,X,X,X,X
LJOSZIT,X,X,O,X,X,O,O,X,X,O,O,X,X,X,X,X
LJOZTIS,X,X,O,X,X,O,O,X,X,O,O,X,O,O,X,X
LJOZTSI,X,X,O,X,X,O,O,X,X,O,O,X,O,O,X,X
LJOZITS,X,X,O,X,X,O,O,X,X,O,O,X,O,O,X,X
LJOZIST,X,X,O,X,X,X,O,X,X,O,O,X,X,X,X,X
LJOZSTI,X,X,O,X,X,O,O,X,X,O,O,X,X,X,X,X
LJOZSIT,X,X,O,X,X,O,O,X,X,O,O,X,X,X,X,X
LSTIJZO,O,O,X,X,X,X,O,O,X,X,X,X,X,X,X,X
LSTIJOZ,X,X,X,X,X,X,O,O,X,O,X,X,X,X,X,X
LSTIZJO,O,O,X,X,X,O,O,O,X,X,X,X,X,X,X,O
LSTIZOJ,O,O,X,X,X,O,O,X,X,O,X,X,X,X,X,O
LSTIOJZ,X,X,X,X,X,X,O,O,X,O,X,X,X,X,X,X
LSTIOZJ,X,X,X,X,X,X,O,X,X,O,X,X,X,X,O,X
LSTJIZO,O,O,O,X,X,O,O,O,X,X,X,X,X,X,X,X
LSTJIOZ,X,X,X,X,X,X,O,O,X,O,X,X,X,X,X,X
LSTJZIO,O,O,O,X,X,O,O,O,X,X,X,X,X,X,X,X
LSTJZOI,O,O,O,X,X,O,O,X,X,X,X,X,X,X,X,X
LSTJOIZ,X,X,X,X,X,X,O,O,X,O,X,X,X,X,X,X
LSTJOZI,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
LSTZIJO,O,O,O,X,X,O,O,O,X,X,X,X,X,X,X,O
LSTZIOJ,O,O,O,X,X,O,O,X,X,O,X,X,X,X,X,O
LSTZJIO,O,O,O,X,X,O,O,O,X,X,X,X,X,X,X,O
LSTZJOI,O,O,O,X,X,O,O,X,X,X,X,X,X,X,X,O
LSTZOIJ,O,O,O,X,X,O,O,X,X,O,X,X,X,X,X,O
LSTZOJI,O,O,O,X,X,O,O,X,X,X,X,X,X,X,X,O
LSTOIJZ,X,X,X,X,X,X,O,O,X,O,X,X,X,X,X,X
LSTOIZJ,X,X,O,X,X,X,O,X,X,O,X,X,X,X,O,X
LSTOJIZ,X,X,O,X,X,X,O,O,X,O,X,X,X,X,X,X
LSTOJZI,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X
LSTOZIJ,X,X,O,X,X,X,O,X,X,O,X,X,X,X,O,X
LSTOZJI,X,X,O,X,X,X,O,X,X,X,X,X,X,X,O,X
LSITJZO,O,O,X,X,X,X,O,O,X,X,X,X,X,X,X,X
