sequence,v115@9gC8GeD8EeE8DeG8BeC8Jex6IvhFVhBUdBGeBynBTm?BXsB,v115@9gC8GeD8EeE8DeG8BeC8Jex6IvhF3dBcjBFhBGnBim?BzrB,v115@9gC8GeD8EeE8DeG8BeC8Jex6IvhFGeBFhBXiB8nBim?BzrB,v115@9gC8GeD8EeE8DeG8BeC8Jex6IvhFlcBGeBamBXiB8n?BzrB,v115@9gC8GeD8EeE8DeG8BeC8Jex6IvhFciBTeB6rB3nBFm?BmrB,v115@9gC8GeD8EeE8DeG8BeC8Jex6IvhFGeBFhB8mBziBim?BXsB,v115@9gC8GeD8EeE8DeG8BeC8Jex6IvhF3dBcjB6rBTnBFm?BmrB,v115@9gC8GeD8EeE8DeG8BeC8Jex6IvhFTeBFhB0iBasB/r?BGsB,v115@9gC8GeD8EeE8DeG8BeC8Jex6IvhFGeBFhBziB3mBKn?B0rB
LOTSIJZ,O,X,X,O,X,X,X,X,X
LOTSIZJ,O,X,X,O,O,X,X,X,X
LOTSJIZ,O,X,X,O,X,X,X,X,X
LOTSJZI,O,X,X,O,X,X,X,X,X
LOTSZIJ,O,X,X,O,O,X,X,X,X
LOTSZJI,O,X,X,O,O,X,X,X,X
LOTZIJS,O,O,O,O,X,X,O,O,X
LOTZISJ,O,X,O,O,X,X,O,O,X
LOTZJIS,O,O,O,O,X,X,O,O,X
LOTZJSI,O,O,O,O,X,X,O,O,X
LOTZSIJ,O,X,O,O,X,X,O,O,X
LOTZSJI,O,X,O,O,X,X,O,O,X
LOITJSZ,O,X,X,O,X,X,X,X,X
LOITJZS,O,X,X,O,X,X,X,X,X
LOITSJZ,O,X,X,O,X,X,X,X,X
LOITSZJ,O,X,X,O,O,X,X,X,X
LOITZJS,O,O,O,O,X,X,O,O,X
LOITZSJ,O,X,O,O,X,X,O,O,X
LOIJTSZ,O,X,X,O,X,X,X,X,X
LOIJTZS,O,O,X,O,X,X,X,X,X
LOIJSTZ,O,X,X,O,X,X,X,X,O
LOIJSZT,O,X,X,O,O,O,X,X,X
LOIJZTS,O,O,O,O,X,X,O,X,X
LOIJZST,O,O,O,O,X,X,O,X,X
LOISTJZ,O,X,X,O,X,X,X,X,O
LOISTZJ,O,X,X,O,O,X,X,X,O
LOISJTZ,O,X,X,O,X,X,X,X,O
LOISJZT,O,X,X,O,O,O,X,X,X
LOISZTJ,O,X,X,O,O,O,O,X,X
LOISZJT,O,X,X,O,O,O,O,X,X
LOIZTJS,O,O,O,O,X,X,O,O,X
LOIZTSJ,O,X,O,O,X,X,O,O,X
LOIZJTS,O,O,O,O,X,X,O,O,X
LOIZJST,O,O,O,O,X,X,O,X,X
LOIZSTJ,O,X,O,O,O,X,O,O,X
LOIZSJT,O,O,O,O,O,X,O,X,X
LOJTISZ,O,X,X,O,X,X,X,X,X
LOJTIZS,O,O,X,O,X,X,X,X,X
LOJTSIZ,O,X,X,O,X,X,X,X,X
LOJTSZI,O,X,X,O,X,X,X,X,X
LOJTZIS,O,O,X,O,X,X,X,X,X
LOJTZSI,O,O,X,O,X,X,X,X,X
LOJITSZ,O,X,X,O,X,X,X,X,X
LOJITZS,O,O,X,O,X,X,X,X,X
LOJISTZ,O,X,X,O,X,X,X,X,O
LOJISZT,O,X,X,O,O,O,X,X,X
LOJIZTS,O,O,O,O,X,X,O,X,X
LOJIZST,O,O,O,O,X,X,O,X,X
LOJSTIZ,O,X,X,O,X,X,X,X,O
LOJSTZI,O,X,X,O,X,X,X,X,O
LOJSITZ,O,X,X,O,X,X,X,X,O
LOJSIZT,O,X,X,O,O,O,X,X,X
LOJSZTI,O,X,X,O,O,O,X,X,X
LOJSZIT,O,X,X,O,O,O,X,X,X
LOJZTIS,O,O,O,O,X,X,O,X,X
LOJZTSI,O,O,O,O,X,X,O,X,X
LOJZITS,O,O,O,O,X,X,O,X,X
LOJZIST,O,O,O,O,X,X,O,X,X
LOJZSTI,O,O,O,O,X,X,O,X,X
LOJZSIT,O,O,O,O,X,X,O,X,X
LOSTIJZ,O,X,X,O,X,X,X,X,O
LOSTIZJ,O,X,X,O,O,X,X,X,O
LOSTJIZ,O,X,X,O,X,X,X,X,O
LOSTJZI,O,X,X,O,X,X,X,X,O
LOSTZIJ,O,X,X,O,O,X,X,X,O
LOSTZJI,O,X,X,O,O,X,X,X,O
LOSITJZ,O,X,X,O,X,X,X,X,O
LOSITZJ,O,X,X,O,O,X,X,X,O
LOSIJTZ,O,X,X,O,X,X,X,X,O
LOSIJZT,O,X,X,O,O,O,X,X,X
LOSIZTJ,O,X,X,O,O,O,O,X,X
LOSIZJT,O,X,X,O,O,O,O,X,X
LOSJTIZ,O,X,X,O,X,X,X,X,O
LOSJTZI,O,X,X,O,X,X,X,X,O
LOSJITZ,O,X,X,O,X,X,X,X,O
LOSJIZT,O,X,X,O,O,O,X,X,X
LOSJZTI,O,X,X,O,O,O,X,X,X
LOSJZIT,O,X,X,O,O,O,X,X,X
LOSZTIJ,O,X,X,O,O,O,O,X,X
LOSZTJI,O,X,X,O,O,O,O,X,X
LOSZITJ,O,X,X,O,O,O,O,X,X
LOSZIJT,O,X,X,O,O,O,O,X,X
LOSZJTI,O,X,X,O,O,O,O,X,X
LOSZJIT,O,X,X,O,O,O,O,X,X
LOZTIJS,O,O,O,O,X,X,O,O,X
LOZTISJ,O,X,O,O,X,X,O,O,X
LOZTJIS,O,O,O,O,X,X,O,O,X
LOZTJSI,O,O,O,O,X,X,O,O,X
LOZTSIJ,O,X,O,O,X,X,O,O,X
LOZTSJI,O,X,O,O,X,X,O,O,X
LOZITJS,O,O,O,O,X,X,O,O,X
LOZITSJ,O,X,O,O,X,X,O,O,X
LOZIJTS,O,O,O,O,X,X,O,O,X
LOZIJST,O,O,O,O,X,X,O,X,X
LOZISTJ,O,X,O,O,O,X,O,O,X
LOZISJT,O,O,O,O,O,X,O,X,X
LOZJTIS,O,O,O,O,X,X,O,O,X
LOZJTSI,O,O,O,O,X,X,O,O,X
LOZJITS,O,O,O,O,X,X,O,O,X
LOZJIST,O,O,O,O,X,X,O,X,X
LOZJSTI,O,O,O,O,X,X,O,X,X
LOZJSIT,O,O,O,O,X,X,O,X,X
LOZSTIJ,O,X,O,O,O,X,O,O,X
LOZSTJI,O,X,O,O,O,X,O,O,X
LOZSITJ,O,X,O,O,O,X,O,O,X
LOZSIJT,O,O,O,O,O,X,O,X,X
LOZSJTI,O,O,O,O,O,X,O,X,X
LOZSJIT,O,O,O,O,O,X,O,X,X
JTILSZO,O,X,X,O,X,X,X,X,X
JTILSOZ,O,X,X,O,X,X,X,X,X
JTILZSO,O,O,O,O,X,X,X,X,X
JTILZOS,O,X,X,O,X,X,X,O,X
JTILOSZ,O,X,X,O,X,X,X,X,X
JTILOZS,O,X,X,O,X,X,X,X,X
JTISLZO,O,X,X,X,X,X,X,X,X
JTISLOZ,O,X,X,X,X,X,X,X,X
JTISZLO,O,O,O,X,X,X,X,X,X
JTISZOL,O,O,O,X,X,X,X,X,X
JTISOLZ,O,X,X,X,X,X,X,X,O
JTISOZL,O,X,X,X,X,O,X,X,O
JTIZLSO,O,O,O,O,X,X,X,X,X
JTIZLOS,O,X,X,O,X,X,X,X,X
JTIZSLO,O,O,O,O,X,X,X,X,X
JTIZSOL,O,O,O,O,X,X,X,X,X
JTIZOLS,O,O,O,X,X,X,X,O,X
JTIZOSL,X,O,O,O,X,X,X,X,X
JTIOLSZ,O,X,X,X,X,X,X,X,X
JTIOLZS,O,X,X,X,X,X,X,X,X
JTIOSLZ,O,X,X,X,X,X,X,X,O
JTIOSZL,O,X,X,X,X,O,X,X,O
JTIOZLS,O,O,O,X,X,X,X,O,X
JTIOZSL,O,O,O,O,X,X,X,X,X
JTLISZO,O,X,X,O,X,X,X,X,X
JTLISOZ,O,X,X,O,X,X,X,X,X
JTLIZSO,O,O,O,O,X,X,X,X,X
JTLIZOS,O,X,X,O,X,X,X,O,X
JTLIOSZ,O,X,X,O,X,X,X,X,X
JTLIOZS,O,X,X,O,X,X,X,X,X
JTLSIZO,O,X,X,O,X,X,X,X,X
JTLSIOZ,O,X,X,O,X,X,X,X,X
JTLSZIO,O,X,X,X,X,X,X,X,X
JTLSZOI,O,X,X,X,X,X,X,X,X
JTLSOIZ,O,X,X,X,X,X,X,X,X
JTLSOZI,O,X,X,X,X,X,X,X,X
JTLZISO,O,O,O,O,X,X,X,X,X
JTLZIOS,O,X,X,O,X,X,X,O,X
JTLZSIO,O,O,O,O,X,X,X,X,X
JTLZSOI,O,O,O,O,X,X,X,X,X
JTLZOIS,O,X,X,O,X,X,X,O,X
JTLZOSI,X,X,X,O,X,X,X,O,X
JTLOISZ,O,X,X,O,X,X,X,X,X
JTLOIZS,O,X,X,O,X,X,X,X,X
JTLOSIZ,O,X,X,O,X,X,X,X,X
JTLOSZI,O,X,X,X,X,X,X,X,X
JTLOZIS,O,X,X,O,X,X,X,X,X
JTLOZSI,O,X,X,O,X,X,X,X,X
JTSILZO,O,X,X,X,X,X,X,X,X
JTSILOZ,O,X,X,X,X,X,X,X,X
JTSIZLO,O,O,O,X,X,X,X,X,X
JTSIZOL,O,O,O,X,X,X,X,X,X
JTSIOLZ,O,X,X,X,X,X,X,X,O
JTSIOZL,O,X,X,X,X,O,X,X,O
JTSLIZO,O,X,X,X,X,X,X,X,X
JTSLIOZ,O,X,X,X,X,X,X,X,X
JTSLZIO,O,X,X,X,X,X,X,X,X
JTSLZOI,O,X,X,X,X,X,X,X,X
JTSLOIZ,O,X,X,X,X,X,X,X,X
JTSLOZI,O,X,X,X,X,X,X,X,X
JTSZILO,O,O,O,X,X,X,X,X,X
JTSZIOL,O,O,O,X,X,X,X,X,X
JTSZLIO,O,O,O,X,X,X,X,X,X
JTSZLOI,O,O,O,X,X,X,X,X,X
JTSZOIL,O,O,O,X,X,X,X,X,X
JTSZOLI,X,O,O,X,X,X,X,X,X
JTSOILZ,O,X,X,X,X,X,X,X,O
JTSOIZL,O,X,X,X,X,O,X,X,O
JTSOLIZ,O,X,X,X,X,X,X,X,O
JTSOLZI,O,X,X,X,X,X,X,X,O
JTSOZIL,O,X,X,X,X,O,X,X,O
JTSOZLI,O,X,X,X,X,O,X,X,O
JTZILSO,O,O,O,O,X,X,X,X,X
JTZILOS,O,X,X,O,X,X,X,X,X
JTZISLO,O,O,O,O,X,X,X,X,X
JTZISOL,O,O,O,O,X,X,X,X,X
JTZIOLS,O,O,O,X,X,X,X,O,X
JTZIOSL,X,O,O,O,X,X,X,X,X
JTZLISO,O,O,O,O,X,X,X,X,X
JTZLIOS,O,X,X,O,X,X,X,X,X
JTZLSIO,O,O,O,O,X,X,X,X,X
JTZLSOI,X,O,O,O,X,X,X,X,X
JTZLOIS,O,X,X,O,X,X,X,X,X
JTZLOSI,X,X,X,O,X,X,X,X,X
JTZSILO,O,O,O,O,X,X,X,X,X
JTZSIOL,O,O,O,O,X,X,X,X,X
JTZSLIO,O,O,O,O,X,X,X,X,X
JTZSLOI,O,O,O,O,X,X,X,X,X
JTZSOIL,O,O,O,O,X,X,X,X,X
JTZSOLI,X,O,O,X,X,X,X,X,X
JTZOILS,O,O,O,X,X,X,X,O,X
JTZOISL,X,O,O,O,X,X,X,X,X
JTZOLIS,X,O,O,O,X,X,X,O,X
JTZOLSI,X,O,O,O,X,X,X,O,X
JTZOSIL,X,O,O,O,X,X,X,X,X
JTZOSLI,X,O,O,O,X,X,X,X,X
JTOILSZ,O,X,X,X,X,X,X,X,X
JTOILZS,O,X,X,X,X,X,X,X,X
JTOISLZ,O,X,X,X,X,X,X,X,O
JTOISZL,O,X,X,X,X,O,X,X,O
JTOIZLS,O,O,O,X,X,X,X,O,X
JTOIZSL,O,O,O,O,X,X,X,X,X
JTOLISZ,O,X,X,O,X,X,X,X,X
JTOLIZS,O,X,X,O,X,X,X,X,X
JTOLSIZ,O,X,X,O,X,X,X,X,X
JTOLSZI,O,X,X,X,X,X,X,X,X
JTOLZIS,O,X,X,O,X,X,X,X,X
JTOLZSI,O,X,X,O,X,X,X,X,X
JTOSILZ,O,X,X,X,X,X,X,X,O
JTOSIZL,O,X,X,X,X,O,X,X,O
JTOSLIZ,O,X,X,X,X,X,X,X,O
JTOSLZI,O,X,X,X,X,X,X,X,O
JTOSZIL,O,X,X,X,X,O,X,X,O
JTOSZLI,X,X,X,X,X,O,X,X,O
JTOZILS,O,O,O,X,X,X,X,O,X
JTOZISL,O,O,O,O,X,X,X,X,X
JTOZLIS,O,O,O,O,X,X,X,O,X
JTOZLSI,O,O,O,O,X,X,X,O,X
JTOZSIL,O,O,O,O,X,X,X,X,X
JTOZSLI,X,O,O,O,X,X,X,X,X
JITLSZO,O,X,X,O,X,X,X,X,X
JITLSOZ,O,X,X,O,X,X,X,X,X
JITLZSO,O,O,O,O,X,X,X,X,X
JITLZOS,O,X,X,O,X,X,X,O,X
JITLOSZ,O,X,X,O,X,X,X,X,X
JITLOZS,O,X,X,O,X,X,X,X,X
JITSLZO,O,X,X,X,X,X,X,X,X
JITSLOZ,O,X,X,X,X,X,X,X,X
JITSZLO,O,O,O,X,X,X,X,X,X
JITSZOL,O,O,O,X,X,X,X,X,X
JITSOLZ,O,X,X,X,X,X,X,X,O
JITSOZL,O,X,X,X,X,O,X,X,O
JITZLSO,O,O,O,O,X,X,X,X,X
JITZLOS,O,X,X,O,X,X,X,X,X
JITZSLO,O,O,O,O,X,X,X,X,X
JITZSOL,O,O,O,O,X,X,X,X,X
JITZOLS,O,O,O,X,X,X,X,O,X
JITZOSL,X,O,O,O,X,X,X,X,X
JITOLSZ,O,X,X,X,X,X,X,X,X
JITOLZS,O,X,X,X,X,X,X,X,X
JITOSLZ,O,X,X,X,X,X,X,X,O
JITOSZL,O,X,X,X,X,O,X,X,O
JITOZLS,O,O,O,X,X,X,X,O,X
JITOZSL,O,O,O,O,X,X,X,X,X
JILTSZO,O,X,X,O,X,X,X,X,X
JILTSOZ,O,X,X,O,X,X,X,X,X
JILTZSO,O,O,O,O,X,X,X,X,X
JILTZOS,O,X,X,O,X,X,X,O,X
JILTOSZ,O,X,X,O,X,X,X,X,X
JILTOZS,O,X,X,O,X,X,X,X,X
JILSTZO,O,X,X,O,X,X,X,X,X
JILSTOZ,O,X,X,O,X,X,X,X,X
JILSZTO,O,X,X,O,O,X,X,X,X
JILSZOT,O,X,X,O,O,X,X,X,X
JILSOTZ,O,X,X,O,X,X,X,X,X
JILSOZT,O,X,X,O,O,O,X,X,X
JILZTSO,O,O,O,O,X,X,X,X,X
JILZTOS,O,X,X,O,X,X,X,O,X
JILZSTO,O,O,O,O,X,X,X,X,X
JILZSOT,O,X,X,O,X,X,X,X,X
JILZOTS,O,X,O,O,X,X,O,O,X
JILZOST,O,X,O,O,X,X,O,X,X
JILOTSZ,O,X,X,O,X,X,X,X,X
JILOTZS,O,X,X,O,X,X,X,X,X
JILOSTZ,O,X,X,O,X,X,X,X,O
JILOSZT,O,X,X,O,O,O,X,X,X
JILOZTS,O,X,O,O,X,X,O,X,X
JILOZST,O,X,O,O,X,X,O,X,X
JISTLZO,O,X,X,X,X,X,X,X,X
JISTLOZ,O,X,X,X,X,X,X,X,X
JISTZLO,O,O,O,X,X,X,X,X,X
JISTZOL,O,O,O,X,X,X,X,X,X
JISTOLZ,O,X,X,X,X,X,X,X,O
JISTOZL,O,X,X,X,X,O,X,X,O
JISLTZO,O,X,X,O,X,X,X,X,X
JISLTOZ,O,X,X,O,X,X,X,X,X
JISLZTO,O,X,X,O,O,X,X,X,X
JISLZOT,O,X,X,O,O,X,X,X,X
JISLOTZ,O,X,X,O,X,X,X,X,X
JISLOZT,O,X,X,O,O,O,X,X,X
JISZTLO,O,O,O,O,X,X,X,X,X
JISZTOL,O,O,O,O,X,O,X,X,X
JISZLTO,O,O,O,O,O,X,X,X,X
JISZLOT,O,X,X,O,O,X,X,X,X
JISZOTL,O,O,O,O,X,O,X,X,X
JISZOLT,O,X,O,O,O,O,X,X,X
JISOTLZ,O,X,X,X,X,X,X,X,O
JISOTZL,O,X,X,X,X,O,X,X,O
JISOLTZ,O,X,X,X,X,X,X,X,O
JISOLZT,O,X,X,X,O,O,X,X,X
JISOZTL,O,X,O,O,X,O,X,X,O
JISOZLT,O,X,O,O,O,O,X,X,X
JIZTLSO,O,O,O,O,X,X,X,X,X
JIZTLOS,O,X,X,O,X,X,X,X,X
JIZTSLO,O,O,O,O,X,X,X,X,X
JIZTSOL,O,O,O,O,X,X,X,X,X
JIZTOLS,O,O,O,X,X,X,X,O,X
JIZTOSL,X,O,O,O,X,X,X,X,X
JIZLTSO,O,O,O,O,X,X,X,X,X
JIZLTOS,O,X,X,O,X,X,X,O,X
JIZLSTO,O,O,O,O,X,X,X,X,X
JIZLSOT,O,X,X,O,X,X,X,X,X
JIZLOTS,O,X,O,O,X,X,O,O,X
JIZLOST,O,X,O,O,X,X,O,X,X
JIZSTLO,O,O,O,O,X,X,X,X,X
JIZSTOL,O,O,O,O,X,X,X,X,X
JIZSLTO,O,O,O,O,X,X,X,X,X
JIZSLOT,O,X,X,O,X,X,X,X,X
JIZSOTL,O,O,O,O,X,O,X,X,X
JIZSOLT,O,O,O,O,X,O,O,X,X
JIZOTLS,O,O,O,X,X,X,X,O,X
JIZOTSL,O,O,O,O,X,X,X,X,X
JIZOLTS,O,O,O,O,X,X,O,O,X
JIZOLST,O,O,O,O,X,X,O,X,X
JIZOSTL,X,O,O,O,X,O,X,X,O
JIZOSLT,X,O,O,O,X,O,O,X,X
JIOTLSZ,O,X,X,X,X,X,X,X,X
JIOTLZS,O,O,X,X,X,X,X,X,X
JIOTSLZ,O,X,X,X,X,X,X,X,O
JIOTSZL,O,O,X,X,X,O,X,X,O
JIOTZLS,O,O,O,X,X,X,X,O,X
JIOTZSL,O,O,O,O,X,X,X,X,X
JIOLTSZ,O,X,X,O,X,X,X,X,X
JIOLTZS,O,O,X,O,X,X,X,X,X
JIOLSTZ,O,X,X,O,X,X,X,X,O
JIOLSZT,O,X,X,O,O,O,X,X,X
JIOLZTS,O,O,O,O,X,X,O,X,X
JIOLZST,O,O,O,O,X,X,O,X,X
JIOSTLZ,O,X,X,X,X,X,X,X,O
JIOSTZL,O,O,X,O,X,O,X,X,O
JIOSLTZ,O,X,X,X,X,X,X,X,O
JIOSLZT,O,X,X,X,O,O,X,X,X
JIOSZTL,O,O,O,O,X,O,X,X,O
JIOSZLT,O,O,O,O,O,O,X,X,X
JIOZTLS,O,O,O,X,X,X,X,O,X
JIOZTSL,O,O,O,O,X,X,X,X,X
JIOZLTS,O,O,O,O,X,X,O,O,X
JIOZLST,O,O,O,O,X,X,O,X,X
JIOZSTL,X,O,O,O,X,O,X,X,O
JIOZSLT,X,O,O,O,X,O,O,X,X
JLTISZO,O,X,X,O,X,X,X,X,X
JLTISOZ,O,X,X,O,X,X,X,X,X
JLTIZSO,O,O,O,O,X,X,X,X,X
JLTIZOS,O,X,X,O,X,X,X,O,X
JLTIOSZ,O,X,X,O,X,X,X,X,X
JLTIOZS,O,X,X,O,X,X,X,X,X
JLTSIZO,O,X,X,O,X,X,X,X,X
JLTSIOZ,O,X,X,O,X,X,X,X,X
JLTSZIO,O,X,X,X,X,X,X,X,X
JLTSZOI,O,X,X,X,X,X,X,X,X
JLTSOIZ,O,X,X,X,X,X,X,X,X
JLTSOZI,O,X,X,X,X,X,X,X,X
JLTZISO,O,O,O,O,X,X,X,X,X
JLTZIOS,O,X,X,O,X,X,X,O,X
JLTZSIO,O,O,O,O,X,X,X,X,X
JLTZSOI,O,O,O,O,X,X,X,X,X
JLTZOIS,O,X,X,O,X,X,X,O,X
JLTZOSI,X,X,X,O,X,X,X,O,X
JLTOISZ,O,X,X,O,X,X,X,X,X
JLTOIZS,O,X,X,O,X,X,X,X,X
JLTOSIZ,O,X,X,O,X,X,X,X,X
JLTOSZI,O,X,X,O,X,X,X,X,X
JLTOZIS,O,X,X,O,X,X,X,X,X
JLTOZSI,O,X,X,O,X,X,X,X,X
JLITSZO,O,X,X,O,X,X,X,X,X
JLITSOZ,O,X,X,O,X,X,X,X,X
JLITZSO,O,O,O,O,X,X,X,X,X
JLITZOS,O,X,X,O,X,X,X,O,X
JLITOSZ,O,X,X,O,X,X,X,X,X
JLITOZS,O,X,X,O,X,X,X,X,X
JLISTZO,O,X,X,O,X,X,X,X,X
JLISTOZ,O,X,X,O,X,X,X,X,X
JLISZTO,O,X,X,O,O,X,X,X,X
JLISZOT,O,X,X,O,O,X,X,X,X
JLISOTZ,O,X,X,O,X,X,X,X,X
JLISOZT,O,X,X,O,O,O,X,X,X
JLIZTSO,O,O,O,O,X,X,X,X,X
JLIZTOS,O,X,X,O,X,X,X,O,X
JLIZSTO,O,O,O,O,X,X,X,X,X
JLIZSOT,O,X,X,O,X,X,X,X,X
JLIZOTS,O,X,O,O,X,X,O,O,X
JLIZOST,O,X,O,O,X,X,O,X,X
JLIOTSZ,O,X,X,O,X,X,X,X,X
JLIOTZS,O,X,X,O,X,X,X,X,X
JLIOSTZ,O,X,X,O,X,X,X,X,O
JLIOSZT,O,X,X,O,O,O,X,X,X
JLIOZTS,O,X,O,O,X,X,O,X,X
JLIOZST,O,X,O,O,X,X,O,X,X
JLSTIZO,O,X,X,O,X,X,X,X,X
JLSTIOZ,O,X,X,O,X,X,X,X,X
JLSTZIO,O,X,X,X,X,X,X,X,X
JLSTZOI,O,X,X,X,X,X,X,X,X
JLSTOIZ,O,X,X,X,X,X,X,X,X
JLSTOZI,O,X,X,X,X,X,X,X,X
JLSITZO,O,X,X,O,X,X,X,X,X
JLSITOZ,O,X,X,O,X,X,X,X,X
JLSIZTO,O,X,X,O,O,X,X,X,X
JLSIZOT,O,X,X,O,O,X,X,X,X
JLSIOTZ,O,X,X,O,X,X,X,X,X
JLSIOZT,O,X,X,O,O,O,X,X,X
JLSZTIO,O,X,X,O,O,X,X,X,X
JLSZTOI,O,X,X,O,O,X,X,X,X
JLSZITO,O,X,X,O,O,X,X,X,X
JLSZIOT,O,X,X,O,O,X,X,X,X
JLSZOTI,O,X,X,O,O,X,X,X,X
JLSZOIT,O,X,X,O,O,X,X,X,X
JLSOTIZ,O,X,X,O,X,X,X,X,X
JLSOTZI,O,X,X,X,X,X,X,X,X
JLSOITZ,O,X,X,O,X,X,X,X,X
JLSOIZT,O,X,X,O,O,O,X,X,X
JLSOZTI,O,X,X,O,O,O,X,X,X
JLSOZIT,O,X,X,O,O,O,X,X,X
JLZTISO,O,O,O,O,X,X,X,X,X
JLZTIOS,O,X,X,O,X,X,X,O,X
JLZTSIO,O,O,O,O,X,X,X,X,X
JLZTSOI,O,O,O,O,X,X,X,X,X
JLZTOIS,O,X,X,O,X,X,X,O,X
JLZTOSI,X,X,X,O,X,X,X,O,X
JLZITSO,O,O,O,O,X,X,X,X,X
JLZITOS,O,X,X,O,X,X,X,O,X
JLZISTO,O,O,O,O,X,X,X,X,X
JLZISOT,O,X,X,O,X,X,X,X,X
JLZIOTS,O,X,O,O,X,X,O,O,X
JLZIOST,O,X,O,O,X,X,O,X,X
JLZSTIO,O,O,O,O,X,X,X,X,X
JLZSTOI,O,O,O,O,X,X,X,X,X
JLZSITO,O,O,O,O,X,X,X,X,X
JLZSIOT,O,X,X,O,X,X,X,X,X
JLZSOTI,O,X,X,O,X,X,X,X,X
JLZSOIT,O,X,X,O,X,X,X,X,X
JLZOTIS,O,X,O,O,X,X,O,O,X
JLZOTSI,O,X,O,O,X,X,O,O,X
JLZOITS,O,X,O,O,X,X,O,O,X
JLZOIST,O,X,O,O,X,X,O,X,X
JLZOSTI,O,X,O,O,X,X,O,X,X
JLZOSIT,O,X,O,O,X,X,O,X,X
JLOTISZ,O,X,X,O,X,X,X,X,X
JLOTIZS,O,X,X,O,X,X,X,X,X
JLOTSIZ,O,X,X,O,X,X,X,X,X
JLOTSZI,O,X,X,O,X,X,X,X,X
JLOTZIS,O,X,X,O,X,X,X,X,X
JLOTZSI,O,X,X,O,X,X,X,X,X
JLOITSZ,O,X,X,O,X,X,X,X,X
JLOITZS,O,X,X,O,X,X,X,X,X
JLOISTZ,O,X,X,O,X,X,X,X,O
JLOISZT,O,X,X,O,O,O,X,X,X
JLOIZTS,O,X,O,O,X,X,O,X,X
JLOIZST,O,X,O,O,X,X,O,X,X
JLOSTIZ,O,X,X,O,X,X,X,X,O
JLOSTZI,O,X,X,O,X,X,X,X,O
JLOSITZ,O,X,X,O,X,X,X,X,O
JLOSIZT,O,X,X,O,O,O,X,X,X
JLOSZTI,O,X,X,O,O,O,X,X,X
JLOSZIT,O,X,X,O,O,O,X,X,X
JLOZTIS,O,X,O,O,X,X,O,X,X
JLOZTSI,O,X,O,O,X,X,O,X,X
JLOZITS,O,X,O,O,X,X,O,X,X
JLOZIST,O,X,O,O,X,X,O,X,X
JLOZSTI,O,X,O,O,X,X,O,X,X
JLOZSIT,O,X,O,O,X,X,O,X,X
JSTILZO,O,X,X,X,X,X,X,X,X
JSTILOZ,O,X,X,X,X,X,X,X,X
JSTIZLO,O,O,O,X,X,X,X,X,X
JSTIZOL,O,O,O,X,X,X,X,X,X
JSTIOLZ,O,X,X,X,X,X,X,X,O
JSTIOZL,O,X,X,X,X,O,X,X,O
JSTLIZO,O,X,X,X,X,X,X,X,X
JSTLIOZ,O,X,X,X,X,X,X,X,X
JSTLZIO,O,X,X,X,X,X,X,X,X
JSTLZOI,O,X,X,X,X,X,X,X,X
JSTLOIZ,O,X,X,X,X,X,X,X,X
JSTLOZI,O,X,X,X,X,X,X,X,X
JSTZILO,O,O,O,X,X,X,X,X,X
JSTZIOL,O,O,O,X,X,X,X,X,X
JSTZLIO,O,O,O,X,X,X,X,X,X
JSTZLOI,O,O,O,X,X,X,X,X,X
JSTZOIL,O,O,O,X,X,X,X,X,X
JSTZOLI,X,O,O,X,X,X,X,X,X
JSTOILZ,O,X,X,X,X,X,X,X,O
JSTOIZL,O,X,X,X,X,O,X,X,O
JSTOLIZ,O,X,X,X,X,X,X,X,O
JSTOLZI,O,X,X,X,X,X,X,X,O
JSTOZIL,O,X,X,X,X,O,X,X,O
JSTOZLI,O,X,X,X,X,O,X,X,O
JSITLZO,O,X,X,X,X,X,X,X,X
JSITLOZ,O,X,X,X,X,X,X,X,X
JSITZLO,O,O,O,X,X,X,X,X,X
JSITZOL,O,O,O,X,X,X,X,X,X
JSITOLZ,O,X,X,X,X,X,X,X,O
JSITOZL,O,X,X,X,X,O,X,X,O
JSILTZO,O,X,X,O,X,X,X,X,X
JSILTOZ,O,X,X,O,X,X,X,X,X
JSILZTO,O,X,X,O,O,X,X,X,X
JSILZOT,O,X,X,O,O,X,X,X,X
JSILOTZ,O,X,X,O,X,X,X,X,X
JSILOZT,O,X,X,O,O,O,X,X,X
JSIZTLO,O,O,O,O,X,X,X,X,X
JSIZTOL,O,O,O,O,X,O,X,X,X
JSIZLTO,O,O,O,O,O,X,X,X,X
JSIZLOT,O,X,X,O,O,X,X,X,X
JSIZOTL,O,O,O,O,X,O,X,X,X
JSIZOLT,O,X,O,O,O,O,X,X,X
JSIOTLZ,O,X,X,X,X,X,X,X,O
JSIOTZL,O,X,X,X,X,O,X,X,O
JSIOLTZ,O,X,X,X,X,X,X,X,O
JSIOLZT,O,X,X,X,O,O,X,X,X
JSIOZTL,O,X,O,O,X,O,X,X,O
JSIOZLT,O,X,O,O,O,O,X,X,X
JSLTIZO,O,X,X,O,X,X,X,X,X
JSLTIOZ,O,X,X,O,X,X,X,X,X
JSLTZIO,O,X,X,X,X,X,X,X,X
JSLTZOI,O,X,X,X,X,X,X,X,X
JSLTOIZ,O,X,X,X,X,X,X,X,X
JSLTOZI,O,X,X,X,X,X,X,X,X
JSLITZO,O,X,X,O,X,X,X,X,X
JSLITOZ,O,X,X,O,X,X,X,X,X
