sequence,v115@7gB8HeD8AeA8EeF8CeG8CeB8JeT6IvhFOgBxcBFhB0?iBqrB/sB,v115@7gB8HeD8AeA8EeF8CeG8CeB8JeT6IvhFxbBigB0mBl?nBGsBXsB,v115@7gB8HeD8AeA8EeF8CeG8CeB8Jex6IvhFXcBmfB0mBl?nBCsBTsB,v115@7gB8HeD8AeA8EeF8CeG8CeB8JeT6IvhFxgB0iBigBl?mBXsBGsB,v115@7gB8HeD8AeA8EeF8CeG8CeB8Jei6IvhFRcBciBFgBT?hB3nBWxB,v115@7gB8HeD8AeA8EeF8CeG8CeB8JeT6IvhFxbBigBFiB0?mBusBXsB,v115@7gB8HeD8AeA8EeF8CeG8CeB8JeT6IvhFxbBXdBigB1?nBGsB0rB,v115@7gB8HeD8AeA8EeF8CeG8CeB8JeT6IvhFxbBigBlmB3?nB8rB+sB,v115@7gB8HeD8AeA8EeF8CeG8CeB8JeT6IvhFOgBFhBRnB6?sBXnB0rB,v115@7gB8HeD8AeA8EeF8CeG8CeB8Jex6IvhFmfBFhBXiB0?iB6rBTsB,v115@7gB8HeD8AeA8EeF8CeG8CeB8JeT6IvhFOgBRhBlmB3?nB6sB0rB,v115@7gB8HeD8AeA8EeF8CeG8CeB8JeT6IvhFOgBxcBUhBF?iBCsB3sB,v115@7gB8HeD8AeA8EeF8CeG8CeB8JeT6IvhFOgBRhB1nB/?mBUnBSxB,v115@7gB8HeD8AeA8EeF8CeG8CeB8JeT9IvhFxfB0hBmfBF?hBCsB3sB,v115@7gB8HeD8AeA8EeF8CeG8CeB8JeT6IvhFOgBxcBFhB8?mB3nBSxB
JOLITZS,O,X,X,X,X,O,O,X,O,X,X,X,X,X,X
JOLISTZ,O,X,X,X,X,X,O,X,X,O,X,O,X,X,X
JOLISZT,X,X,X,X,O,O,X,X,X,X,X,O,X,X,X
JOLIZTS,O,O,X,X,X,O,O,X,X,X,X,O,X,X,X
JOLIZST,X,X,X,X,X,O,X,X,X,X,X,O,X,X,X
JOLSTIZ,O,X,X,X,O,X,O,O,X,O,O,O,X,X,X
JOLSTZI,O,X,X,X,O,O,O,O,X,O,O,O,X,X,X
JOLSITZ,O,X,X,X,X,X,O,X,X,O,X,O,X,X,X
JOLSIZT,X,X,X,X,O,O,X,X,X,X,X,O,X,X,X
JOLSZTI,O,X,X,X,O,O,X,X,X,X,X,O,X,X,O
JOLSZIT,X,X,X,X,O,O,X,X,X,X,X,O,X,X,O
JOLZTIS,O,O,X,X,X,O,O,X,X,X,X,O,X,X,X
JOLZTSI,O,O,X,X,X,O,O,X,X,X,X,O,X,X,X
JOLZITS,O,O,X,X,X,O,O,X,X,X,X,O,X,X,X
JOLZIST,O,X,X,X,X,O,X,X,X,X,X,O,X,X,X
JOLZSTI,O,X,X,X,O,O,X,X,X,X,X,O,X,X,X
JOLZSIT,O,X,X,X,O,O,X,X,X,X,X,O,X,X,X
JOSTILZ,O,X,X,X,O,X,O,X,O,O,O,X,O,X,X
JOSTIZL,X,X,X,X,O,X,O,X,X,O,O,X,O,X,X
JOSTLIZ,O,X,X,X,O,X,O,O,X,O,O,X,X,X,X
JOSTLZI,O,X,X,X,O,O,O,O,X,O,O,X,X,X,X
JOSTZIL,X,X,X,X,O,X,O,X,X,O,O,X,X,X,O
JOSTZLI,O,X,X,X,O,X,O,X,X,O,O,X,X,X,O
JOSITLZ,X,X,X,X,O,X,X,X,O,O,O,X,X,X,X
JOSITZL,X,X,X,X,O,X,X,X,X,O,O,X,X,X,X
JOSILTZ,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X
JOSILZT,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
JOSIZTL,X,X,O,O,O,X,X,X,X,O,X,X,X,X,O
JOSIZLT,X,X,X,O,O,X,X,X,X,X,X,X,X,X,O
JOSLTIZ,O,X,X,X,O,X,O,O,X,O,O,O,X,X,X
JOSLTZI,O,X,X,X,O,O,O,O,X,O,O,O,X,X,X
JOSLITZ,O,X,X,X,X,X,O,X,X,O,X,O,X,X,X
JOSLIZT,X,X,X,X,O,O,X,X,X,X,X,O,X,X,X
JOSLZTI,O,X,X,X,O,O,X,X,X,X,X,O,X,X,O
JOSLZIT,X,X,X,X,O,O,X,X,X,X,X,O,X,X,O
JOSZTIL,O,X,O,O,O,X,X,X,X,O,O,O,X,X,O
JOSZTLI,O,X,O,X,O,O,X,X,X,O,O,O,X,X,O
JOSZITL,O,X,O,O,O,X,X,X,X,O,X,O,X,X,O
JOSZILT,O,X,X,O,O,X,X,X,X,X,X,O,X,X,O
JOSZLTI,O,X,X,X,O,O,X,X,X,X,X,O,X,X,O
JOSZLIT,O,X,X,X,O,O,X,X,X,X,X,O,X,X,O
JOZTILS,O,X,O,O,X,O,O,X,O,X,X,O,X,X,X
JOZTISL,O,X,O,X,X,X,O,X,X,O,X,O,O,X,X
JOZTLIS,O,O,O,X,X,O,O,X,X,X,X,O,X,X,X
JOZTLSI,O,O,O,X,O,O,O,X,X,X,X,O,X,X,X
JOZTSIL,O,X,O,X,O,X,O,X,X,O,O,O,X,X,X
JOZTSLI,O,X,O,X,O,O,O,X,X,O,O,O,X,X,X
JOZITLS,O,X,O,O,X,O,X,X,O,X,X,O,X,X,X
JOZITSL,O,X,O,X,X,X,X,X,X,O,X,O,X,X,X
JOZILTS,O,X,X,O,X,O,X,X,X,X,X,O,X,X,X
JOZILST,O,X,X,O,X,O,X,X,X,X,X,O,X,X,X
JOZISTL,O,X,O,O,X,X,X,X,X,O,X,O,X,X,X
JOZISLT,O,X,X,O,X,X,X,X,X,X,X,O,X,X,X
JOZLTIS,O,O,X,X,X,O,O,X,X,X,X,O,X,X,X
JOZLTSI,O,O,X,X,X,O,O,X,X,X,X,O,X,X,X
JOZLITS,O,O,X,X,X,O,O,X,X,X,X,O,X,X,X
JOZLIST,O,X,X,X,X,O,X,X,X,X,X,O,X,X,X
JOZLSTI,O,X,X,X,O,O,X,X,X,X,X,O,X,X,X
JOZLSIT,O,X,X,X,O,O,X,X,X,X,X,O,X,X,X
JOZSTIL,O,X,O,O,O,X,X,X,X,O,O,O,X,X,O
JOZSTLI,O,X,O,X,O,O,X,X,X,O,O,O,X,X,O
JOZSITL,O,X,O,O,O,X,X,X,X,O,X,O,X,X,O
JOZSILT,O,X,X,O,O,X,X,X,X,X,X,O,X,X,O
JOZSLTI,O,X,X,X,O,O,X,X,X,X,X,O,X,X,O
JOZSLIT,O,X,X,X,O,O,X,X,X,X,X,O,X,X,O
STILJZO,X,X,X,X,O,X,X,O,X,X,O,X,X,X,X
STILJOZ,X,X,X,X,O,X,O,O,X,X,O,X,X,X,X
STILZJO,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
STILZOJ,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X
STILOJZ,X,X,X,X,X,X,O,O,X,X,O,X,X,X,X
STILOZJ,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X
STIJLZO,X,X,X,X,O,X,X,X,X,X,O,X,X,X,X
STIJLOZ,X,X,X,X,O,X,X,X,O,X,O,X,X,X,X
STIJZLO,X,X,X,X,O,X,X,X,X,X,O,X,X,X,X
STIJZOL,X,X,X,X,O,X,X,X,X,X,O,X,X,X,X
STIJOLZ,O,X,X,X,O,X,O,X,O,X,O,X,O,X,X
STIJOZL,X,X,X,X,O,X,X,X,X,X,O,X,O,X,X
STIZLJO,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
STIZLOJ,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
STIZJLO,X,X,X,X,O,X,X,X,X,X,O,X,X,X,X
STIZJOL,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X
STIZOLJ,X,X,X,O,O,X,O,X,X,X,X,X,X,X,X
STIZOJL,X,X,X,O,O,X,X,X,X,X,O,X,X,X,X
STIOLJZ,X,X,X,X,X,X,O,O,X,X,O,X,X,X,X
STIOLZJ,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X
STIOJLZ,O,X,X,X,X,X,O,X,O,X,O,X,O,X,X
STIOJZL,X,X,X,X,X,X,X,X,X,X,O,X,O,X,X
STIOZLJ,X,X,X,O,O,X,O,X,X,X,X,X,X,X,X
STIOZJL,X,X,X,O,O,X,X,X,X,X,O,X,X,X,X
STLIJZO,O,X,X,X,O,X,X,O,X,X,O,X,X,X,X
STLIJOZ,O,X,X,X,O,X,O,O,X,X,O,X,X,X,X
STLIZJO,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X
STLIZOJ,O,X,X,X,O,X,O,X,X,X,X,X,X,X,X
STLIOJZ,O,X,X,X,X,X,O,O,X,X,O,X,X,X,X
STLIOZJ,O,X,X,X,O,X,O,X,X,X,X,X,X,X,X
STLJIZO,O,X,X,X,O,X,O,O,X,X,O,X,X,X,X
STLJIOZ,O,X,X,X,O,X,O,O,X,X,O,X,X,X,X
STLJZIO,O,X,X,X,O,X,O,O,X,X,O,X,X,X,X
STLJZOI,O,X,X,X,O,X,O,O,X,X,O,X,X,X,X
STLJOIZ,O,X,X,X,O,X,O,O,X,X,O,X,X,X,X
STLJOZI,O,X,X,X,O,X,O,O,X,X,O,X,X,X,X
STLZIJO,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X
STLZIOJ,O,O,X,X,O,X,O,X,X,X,X,X,X,X,X
STLZJIO,O,O,X,X,O,X,X,O,X,X,X,X,X,X,X
STLZJOI,O,O,X,X,O,X,X,O,X,X,X,X,X,X,X
STLZOIJ,O,O,X,X,O,X,O,X,X,X,X,X,X,X,X
STLZOJI,O,O,X,X,O,X,X,O,X,X,X,X,X,X,X
STLOIJZ,O,X,X,X,X,X,O,O,X,X,O,X,X,X,X
STLOIZJ,O,X,X,X,O,X,O,X,X,X,X,X,X,X,X
STLOJIZ,O,X,X,X,O,X,O,O,X,X,O,X,X,X,X
STLOJZI,O,X,X,X,O,X,O,O,X,X,O,X,X,X,X
STLOZIJ,O,O,X,X,O,X,O,X,X,X,X,X,X,X,X
STLOZJI,O,O,X,X,O,X,X,O,X,X,X,X,X,X,X
STJILZO,X,X,X,X,O,X,O,X,X,X,O,X,X,X,X
STJILOZ,X,X,X,X,O,X,O,X,O,X,O,X,X,X,X
STJIZLO,X,X,O,X,O,X,X,X,X,X,O,X,X,X,X
STJIZOL,X,X,O,X,O,X,O,X,X,X,O,X,X,X,X
STJIOLZ,O,X,X,X,O,X,O,X,O,O,O,X,O,X,X
STJIOZL,X,X,X,X,O,X,O,X,X,O,O,X,O,X,X
STJLIZO,O,X,X,X,O,X,O,O,X,X,O,X,X,X,X
STJLIOZ,O,X,X,X,O,X,O,O,X,X,O,X,X,X,X
STJLZIO,O,X,X,X,O,X,O,O,X,X,O,X,X,X,X
STJLZOI,O,X,X,X,O,X,O,O,X,X,O,X,X,X,X
STJLOIZ,O,X,X,X,O,X,O,O,X,X,O,X,X,X,X
STJLOZI,O,X,X,X,O,X,O,O,X,X,O,X,X,X,X
STJZILO,X,X,O,X,O,X,O,X,X,X,O,X,X,X,O
STJZIOL,X,X,O,X,O,X,O,X,X,X,O,X,X,X,O
STJZLIO,X,X,O,X,O,X,O,X,X,X,O,X,X,X,O
STJZLOI,X,X,O,X,O,X,O,X,X,X,O,X,X,X,O
STJZOIL,X,X,O,X,O,X,O,X,X,X,O,X,X,X,O
STJZOLI,O,X,O,X,O,X,O,X,X,X,O,X,X,X,O
STJOILZ,O,X,X,X,O,X,O,X,O,O,O,X,O,X,X
STJOIZL,X,X,X,X,O,X,O,X,X,O,O,X,O,X,X
STJOLIZ,O,X,X,X,O,X,O,O,X,O,O,X,X,X,X
STJOLZI,O,X,X,X,O,X,O,O,X,O,O,X,X,X,X
STJOZIL,X,X,X,X,O,X,O,X,X,O,O,X,X,X,O
STJOZLI,O,X,X,X,O,X,O,X,X,O,O,X,X,X,O
STZILJO,X,X,X,X,O,X,X,X,X,X,X,X,X,X,O
STZILOJ,X,X,X,O,O,X,X,X,X,X,X,X,X,X,O
STZIJLO,X,X,O,X,O,X,X,X,X,X,O,X,X,X,O
STZIJOL,X,X,O,O,X,X,X,X,X,X,O,X,X,X,O
STZIOLJ,X,X,X,O,O,X,O,X,X,X,X,X,X,X,O
STZIOJL,X,X,X,O,O,X,X,X,X,X,O,X,X,X,O
STZLIJO,X,O,X,X,O,X,X,X,X,X,X,X,X,X,O
STZLIOJ,X,O,X,O,O,X,O,X,X,X,X,X,X,X,O
STZLJIO,X,O,O,X,O,X,X,O,X,X,X,X,X,X,O
STZLJOI,X,O,O,X,O,X,X,O,X,X,X,X,X,X,O
STZLOIJ,X,O,X,O,O,X,O,X,X,X,X,X,X,X,O
STZLOJI,X,O,X,X,O,X,X,O,X,X,X,X,X,X,O
STZJILO,X,X,O,X,O,X,X,X,X,X,O,X,X,X,O
STZJIOL,X,X,O,O,O,X,X,X,X,X,O,X,X,X,O
STZJLIO,X,X,O,X,O,X,X,X,X,X,O,X,X,X,O
STZJLOI,X,X,O,X,O,X,X,X,X,X,O,X,X,X,O
STZJOIL,X,X,O,O,O,X,X,X,X,X,O,X,X,X,O
STZJOLI,O,X,O,X,O,X,X,X,X,X,O,X,X,X,O
STZOILJ,X,X,X,O,O,X,O,X,X,X,X,X,X,X,O
STZOIJL,X,X,X,O,O,X,X,X,X,X,O,X,X,X,O
STZOLIJ,X,O,X,O,O,X,O,X,X,X,X,X,X,X,O
STZOLJI,X,O,X,X,O,X,X,O,X,X,X,X,X,X,O
STZOJIL,X,X,O,O,O,X,X,X,X,X,O,X,X,X,O
STZOJLI,O,X,O,X,O,X,X,X,X,X,O,X,X,X,O
STOILJZ,X,X,X,X,X,X,O,O,X,X,O,X,X,X,X
STOILZJ,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X
STOIJLZ,O,X,X,X,X,X,O,X,O,O,O,X,O,X,X
STOIJZL,X,X,X,X,X,X,X,X,X,O,O,X,O,X,X
STOIZLJ,X,X,X,O,O,X,O,X,X,X,X,X,X,X,X
STOIZJL,X,X,X,O,O,X,X,X,X,X,O,X,X,X,X
STOLIJZ,O,X,X,X,X,X,O,O,X,X,O,X,X,X,X
STOLIZJ,O,X,X,X,O,X,O,X,X,X,X,X,X,X,X
STOLJIZ,O,X,X,X,O,X,O,O,X,O,O,X,X,X,X
STOLJZI,O,X,X,X,O,X,O,O,X,O,O,X,X,X,X
STOLZIJ,O,O,X,X,O,X,O,X,X,X,X,X,X,X,X
STOLZJI,O,O,X,X,O,X,X,O,X,X,X,X,X,X,X
STOJILZ,O,X,X,X,O,X,O,X,O,O,O,X,O,X,X
STOJIZL,X,X,X,X,O,X,O,X,X,O,O,X,O,X,X
STOJLIZ,O,X,X,X,O,X,O,O,X,O,O,X,X,X,X
STOJLZI,O,X,X,X,O,X,O,O,X,O,O,X,X,X,X
STOJZIL,X,X,X,X,O,X,O,X,X,O,O,X,X,X,O
STOJZLI,O,X,X,X,O,X,O,X,X,O,O,X,X,X,O
STOZILJ,X,X,X,O,O,X,O,X,X,X,X,X,X,X,O
STOZIJL,X,X,X,O,O,X,X,X,X,X,O,X,X,X,O
STOZLIJ,X,O,X,O,O,X,O,X,X,X,X,X,X,X,O
STOZLJI,X,O,X,X,O,X,X,O,X,X,X,X,X,X,O
STOZJIL,X,X,X,O,O,X,X,X,X,O,O,X,X,X,O
STOZJLI,O,X,X,X,O,X,X,X,X,O,O,X,X,X,O
SITLJZO,X,X,X,X,O,X,X,O,X,X,O,X,X,X,X
SITLJOZ,X,X,X,X,O,X,X,O,X,X,O,X,X,X,X
SITLZJO,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
SITLZOJ,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
SITLOJZ,X,X,X,X,X,X,X,O,X,X,O,X,X,X,X
SITLOZJ,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
SITJLZO,X,X,X,X,O,X,X,X,X,X,O,X,X,X,X
SITJLOZ,X,X,X,X,O,X,X,X,O,X,O,X,X,X,X
SITJZLO,X,X,X,X,O,X,X,X,X,X,O,X,X,X,X
SITJZOL,X,X,X,X,O,X,X,X,X,X,O,X,X,X,X
SITJOLZ,X,X,X,X,O,X,X,X,O,X,O,X,X,X,X
SITJOZL,X,X,X,X,O,X,X,X,X,X,O,X,X,X,X
SITZLJO,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
SITZLOJ,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
SITZJLO,X,X,X,X,O,X,X,X,X,X,O,X,X,X,X
SITZJOL,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X
SITZOLJ,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X
SITZOJL,X,X,X,O,O,X,X,X,X,X,O,X,X,X,X
SITOLJZ,X,X,X,X,X,X,X,O,X,X,O,X,X,X,X
SITOLZJ,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
SITOJLZ,X,X,X,X,X,X,X,X,O,X,O,X,X,X,X
SITOJZL,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X
SITOZLJ,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X
SITOZJL,X,X,X,O,O,X,X,X,X,X,O,X,X,X,X
SILTJZO,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X
SILTJOZ,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X
SILTZJO,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SILTZOJ,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X
SILTOJZ,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X
SILTOZJ,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X
SILJTZO,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SILJTOZ,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SILJZTO,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
SILJZOT,X,X,X,X,O,X,X,X,X,X,X,X,X,O,X
SILJOTZ,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SILJOZT,X,X,X,X,O,X,X,X,X,X,X,X,X,O,X
SILZTJO,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
SILZTOJ,X,X,X,X,O,X,X,X,X,X,X,X,X,O,X
SILZJTO,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
SILZJOT,X,X,X,X,O,X,X,X,X,X,X,X,X,O,X
SILZOTJ,X,X,X,O,O,X,X,X,X,X,X,X,X,O,X
SILZOJT,X,X,X,O,O,X,X,X,X,X,X,X,X,O,X
SILOTJZ,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X
SILOTZJ,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X
SILOJTZ,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SILOJZT,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X
SILOZTJ,X,X,X,O,O,X,X,X,X,X,X,X,X,O,X
SILOZJT,X,X,X,O,O,X,X,X,X,X,X,X,X,O,X
SIJTLZO,X,X,X,X,O,X,X,X,X,X,O,X,X,X,X
SIJTLOZ,X,X,X,X,O,X,X,X,O,X,O,X,X,X,X
SIJTZLO,X,X,O,X,O,X,X,X,X,X,O,X,X,X,X
SIJTZOL,X,X,O,X,O,X,X,X,X,X,O,X,X,X,X
SIJTOLZ,X,X,X,X,O,X,X,X,O,X,O,X,X,X,X
SIJTOZL,X,X,X,X,O,X,X,X,X,X,O,X,X,X,X
SIJLTZO,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SIJLTOZ,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SIJLZTO,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X
SIJLZOT,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
SIJLOTZ,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SIJLOZT,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
SIJZTLO,X,X,O,X,O,X,X,X,X,X,X,X,X,X,O
SIJZTOL,X,X,O,X,O,X,X,X,X,X,X,X,X,X,O
SIJZLTO,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X
SIJZLOT,X,X,X,X,O,X,X,X,X,X,X,X,X,X,O
SIJZOTL,X,X,O,O,O,X,X,X,X,X,X,X,X,X,O
SIJZOLT,X,X,X,O,O,X,X,X,X,X,X,X,X,X,O
SIJOTLZ,X,X,X,X,O,X,X,X,O,X,O,X,X,X,X
SIJOTZL,X,X,X,X,O,X,X,X,X,X,O,X,X,X,X
SIJOLTZ,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SIJOLZT,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
SIJOZTL,X,X,O,O,O,X,X,X,X,X,X,X,X,X,O
SIJOZLT,X,X,X,O,O,X,X,X,X,X,X,X,X,X,O
SIZTLJO,X,X,X,X,O,X,X,X,X,X,X,X,X,X,O
SIZTLOJ,X,X,X,O,O,X,X,X,X,X,X,X,X,X,O
SIZTJLO,X,X,O,X,O,X,X,X,X,X,X,X,X,X,O
SIZTJOL,X,X,O,O,X,X,X,X,X,X,X,X,X,X,O
SIZTOLJ,X,X,X,O,O,X,X,X,X,X,X,X,X,X,O
SIZTOJL,X,X,X,O,O,X,X,X,X,X,X,X,X,X,O
SIZLTJO,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
SIZLTOJ,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
SIZLJTO,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
SIZLJOT,X,X,X,X,O,X,X,X,X,X,X,X,X,X,O
SIZLOTJ,X,X,X,O,O,X,X,X,X,X,X,X,X,X,O
SIZLOJT,X,X,X,O,O,X,X,X,X,X,X,X,X,X,O
SIZJTLO,X,X,O,X,O,X,X,X,X,X,X,X,X,X,O
SIZJTOL,X,X,O,X,X,X,X,X,X,X,X,X,X,X,O
SIZJLTO,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X
SIZJLOT,X,X,X,X,O,X,X,X,X,X,X,X,X,X,O
SIZJOTL,X,X,O,O,X,X,X,X,X,X,X,X,X,X,O
SIZJOLT,X,X,X,O,X,X,X,X,X,X,X,X,X,X,O
SIZOTLJ,X,X,X,O,O,X,X,X,X,X,X,X,X,X,O
SIZOTJL,X,X,X,O,O,X,X,X,X,X,X,X,X,X,O
SIZOLTJ,X,X,X,O,O,X,X,X,X,X,X,X,X,X,O
SIZOLJT,X,X,X,O,O,X,X,X,X,X,X,X,X,X,O
SIZOJTL,X,X,X,O,O,X,X,X,X,X,X,X,X,X,O
SIZOJLT,X,X,X,O,O,X,X,X,X,X,X,X,X,X,O
SIOTLJZ,X,X,X,X,X,X,X,O,X,X,O,X,X,X,X
SIOTLZJ,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
SIOTJLZ,X,X,X,X,X,X,X,X,O,X,O,X,X,X,X
SIOTJZL,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X
SIOTZLJ,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X
SIOTZJL,X,X,X,O,O,X,X,X,X,X,O,X,X,X,X
SIOLTJZ,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X
SIOLTZJ,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SIOLJTZ,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SIOLJZT,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SIOLZTJ,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X
SIOLZJT,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X
SIOJTLZ,X,X,X,X,X,X,X,X,O,X,O,X,X,X,X
SIOJTZL,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X
SIOJLTZ,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SIOJLZT,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SIOJZTL,X,X,X,O,X,X,X,X,X,X,X,X,X,X,O
SIOJZLT,X,X,X,O,X,X,X,X,X,X,X,X,X,X,O
SIOZTLJ,X,X,X,O,O,X,X,X,X,X,X,X,X,X,O
SIOZTJL,X,X,X,O,O,X,X,X,X,X,X,X,X,X,O
SIOZLTJ,X,X,X,O,O,X,X,X,X,X,X,X,X,X,O
SIOZLJT,X,X,X,O,O,X,X,X,X,X,X,X,X,X,O
SIOZJTL,X,X,X,O,O,X,X,X,X,X,X,X,X,X,O
SIOZJLT,X,X,X,O,O,X,X,X,X,X,X,X,X,X,O
SLTIJZO,O,X,X,X,O,X,X,O,X,X,O,O,X,X,X
SLTIJOZ,O,X,X,X,O,X,O,O,X,X,O,O,X,X,X
SLTIZJO,O,X,X,X,O,X,X,X,X,X,X,O,X,X,X
SLTIZOJ,O,X,X,X,O,X,O,X,X,X,X,O,X,O,X
SLTIOJZ,O,X,X,X,X,X,O,O,X,X,O,O,X,X,X
SLTIOZJ,O,X,X,X,O,X,O,X,X,X,X,O,X,O,X
SLTJIZO,O,X,X,X,O,X,O,O,X,X,O,O,X,X,X
SLTJIOZ,O,X,X,X,O,X,O,O,X,X,O,O,X,X,X
SLTJZIO,O,X,X,X,O,X,O,O,X,X,O,O,X,X,X
SLTJZOI,O,X,X,X,O,X,O,O,X,X,O,O,X,X,X
SLTJOIZ,O,X,X,X,O,X,O,O,X,X,O,O,X,X,X
SLTJOZI,O,X,X,X,O,X,O,O,X,X,O,O,X,X,X
SLTZIJO,O,O,X,X,O,X,X,X,X,X,X,O,X,X,X
SLTZIOJ,O,O,X,X,O,X,O,X,X,X,X,O,X,O,X
SLTZJIO,O,O,X,X,O,X,X,O,X,X,X,O,X,X,X
SLTZJOI,O,O,X,X,O,X,X,O,X,X,X,O,X,X,X
SLTZOIJ,O,O,X,X,O,X,O,X,X,X,X,O,X,O,X
SLTZOJI,O,O,X,X,O,X,X,O,X,X,X,O,X,X,X
SLTOIJZ,O,X,X,X,X,X,O,O,X,X,O,O,X,X,X
SLTOIZJ,O,X,X,X,O,X,O,X,X,X,X,O,X,O,X
SLTOJIZ,O,X,X,X,O,X,O,O,X,X,O,O,X,X,X
SLTOJZI,O,X,X,X,O,X,O,O,X,X,O,O,X,X,X
SLTOZIJ,O,O,X,X,O,X,O,X,X,X,X,O,X,O,X
SLTOZJI,O,O,X,X,O,X,X,O,X,X,X,O,X,X,X
SLITJZO,O,X,X,X,X,X,X,O,X,X,X,O,X,X,X
SLITJOZ,O,X,X,X,X,X,O,O,X,X,X,O,X,X,X
SLITZJO,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X
SLITZOJ,O,X,X,X,X,X,O,X,X,X,X,O,X,O,X
SLITOJZ,O,X,X,X,X,X,O,O,X,X,X,O,X,X,X
SLITOZJ,O,X,X,X,X,X,O,X,X,X,X,O,X,O,X
SLIJTZO,O,X,X,X,X,X,O,X,X,X,X,O,X,X,X
SLIJTOZ,O,X,X,X,X,X,O,X,X,X,X,O,X,X,X
SLIJZTO,X,X,X,X,O,O,X,X,X,X,X,O,X,X,X
SLIJZOT,X,X,X,X,O,O,X,X,X,X,X,O,X,O,X
SLIJOTZ,O,X,X,X,X,X,O,X,X,X,X,O,X,X,X
SLIJOZT,X,X,X,X,O,O,X,X,X,X,X,O,X,O,X
SLIZTJO,X,O,X,X,O,X,X,X,X,X,X,O,X,X,X
SLIZTOJ,X,O,X,X,O,X,X,X,X,X,X,O,X,O,X
SLIZJTO,X,X,X,X,O,X,X,X,X,X,X,O,X,X,X
SLIZJOT,X,X,X,X,O,X,X,X,X,X,X,O,X,O,X
SLIZOTJ,X,O,X,O,O,X,X,X,X,X,X,O,X,O,X
SLIZOJT,X,X,X,O,O,X,X,X,X,X,X,O,X,O,X
SLIOTJZ,O,X,X,X,X,X,O,O,X,X,X,O,X,X,X
SLIOTZJ,O,X,X,X,X,X,O,X,X,X,X,O,X,O,X
