sequence,v115@7gB8HeB8DeA8CeB8CeH8BeG8Jex6IvhFXcBTdBifBW?nBFlB0pB,v115@7gB8HeB8DeA8CeB8CeH8BeG8JeZ/IvhFUbBFcBXdBW?lBSnBzpB,v115@7gB8HeB8DeA8CeB8CeH8BeG8Je06IvhFxcBKkBGhBT?iBFlBXqB,v115@7gB8HeB8DeA8CeB8CeH8BeG8Jex7IvhF6iBlfB3gBz?hB2pB0pB,v115@7gB8HeB8DeA8CeB8CeH8BeG8JeZ/IvhFUcBGdBCgBV?nBXlBzpB,v115@7gB8HeB8DeA8CeB8CeH8BeG8JeX7IvhFxcBKkBGhBT?iBFlB0pB,v115@7gB8HeB8DeA8CeB8CeH8BeG8JeT6IvhFUcBGdBSlBV?nB/pBZlB,v115@7gB8HeB8DeA8CeB8CeH8BeG8Jex7IvhFlfB3gBCiBT?iB2pB0pB,v115@7gB8HeB8DeA8CeB8CeH8BeG8JeT6IvhFxbB8hB+iB/?pBFlBiqB,v115@7gB8HeB8DeA8CeB8CeH8BeG8JeU8IvhFxfBTiBCiB/?pBFlBmpB,v115@7gB8HeB8DeA8CeB8CeH8BeG8Jex6IvhFXcB8hB+iBK?kBFlBzpB
LJZTIOS,O,O,O,X,X,X,X,X,X,X,O
LJZTSIO,O,O,X,X,X,X,X,O,X,X,O
LJZTSOI,O,O,O,X,X,O,X,O,X,X,O
LJZTOIS,O,O,O,X,X,O,X,X,X,X,O
LJZTOSI,O,O,O,X,X,O,X,X,X,X,O
LJZITSO,O,O,X,X,X,X,X,X,X,X,O
LJZITOS,O,O,X,X,X,X,X,X,X,X,O
LJZISTO,O,O,X,X,X,X,X,O,O,X,O
LJZISOT,O,O,X,X,X,X,X,X,O,X,O
LJZIOTS,O,O,O,X,X,X,X,X,X,X,X
LJZIOST,O,O,O,X,X,X,X,X,X,X,O
LJZSTIO,O,O,X,X,X,X,X,O,O,X,O
LJZSTOI,O,O,X,X,X,X,X,O,O,X,O
LJZSITO,O,O,X,X,X,X,X,O,O,X,O
LJZSIOT,O,O,X,X,X,X,X,X,O,X,O
LJZSOTI,O,O,O,X,X,X,X,X,O,X,O
LJZSOIT,O,O,O,X,X,X,X,X,O,X,O
LJZOTIS,O,O,O,X,X,O,X,X,X,X,O
LJZOTSI,O,O,O,X,X,O,X,X,X,X,O
LJZOITS,O,O,O,X,X,O,X,X,X,X,X
LJZOIST,O,O,O,X,X,X,X,X,X,X,O
LJZOSTI,O,O,O,X,X,X,X,X,X,X,O
LJZOSIT,O,O,O,X,X,X,X,X,X,X,O
LJOTISZ,O,O,O,O,X,O,X,X,X,X,X
LJOTIZS,O,O,O,X,X,O,X,X,X,X,O
LJOTSIZ,O,O,O,O,X,O,X,O,X,X,X
LJOTSZI,O,O,O,O,X,O,X,O,X,X,X
LJOTZIS,O,O,O,X,X,O,X,X,X,X,O
LJOTZSI,O,O,O,O,X,O,X,X,X,X,O
LJOITSZ,X,O,O,O,X,O,X,X,X,X,X
LJOITZS,X,O,O,X,X,O,X,X,X,X,X
LJOISTZ,X,O,O,O,X,O,X,O,X,X,X
LJOISZT,X,O,O,O,X,X,X,X,X,X,X
LJOIZTS,X,O,O,X,X,O,X,X,X,X,X
LJOIZST,X,O,O,O,X,X,X,X,X,X,O
LJOSTIZ,O,O,O,O,X,O,X,O,X,X,X
LJOSTZI,O,O,O,O,X,O,X,O,X,X,X
LJOSITZ,O,O,O,O,X,O,X,O,X,X,X
LJOSIZT,O,O,O,O,X,X,X,X,X,X,X
LJOSZTI,O,O,O,O,X,X,X,X,X,X,X
LJOSZIT,O,O,O,O,X,X,X,X,X,X,X
LJOZTIS,O,O,O,X,X,O,X,X,X,X,O
LJOZTSI,O,O,O,O,X,O,X,X,X,X,O
LJOZITS,O,O,O,X,X,O,X,X,X,X,X
LJOZIST,O,O,O,O,X,X,X,X,X,X,O
LJOZSTI,O,O,O,O,X,X,X,X,X,X,O
LJOZSIT,O,O,O,O,X,X,X,X,X,X,O
LSTIJZO,O,O,X,X,O,X,O,O,X,X,O
LSTIJOZ,O,O,X,X,O,O,O,O,X,X,X
LSTIZJO,O,O,X,X,O,X,O,O,X,X,X
LSTIZOJ,X,O,X,X,O,X,O,O,X,O,X
LSTIOJZ,O,O,X,O,O,O,O,O,X,X,X
LSTIOZJ,X,O,X,O,O,X,O,O,X,O,X
LSTJIZO,O,O,X,X,O,X,O,O,X,X,O
LSTJIOZ,O,O,X,X,O,O,O,O,X,X,X
LSTJZIO,O,O,X,X,O,X,O,O,O,X,O
LSTJZOI,O,O,O,X,O,O,O,O,O,X,O
LSTJOIZ,O,O,O,X,O,O,O,O,X,X,X
LSTJOZI,O,O,O,X,O,O,O,O,O,X,X
LSTZIJO,O,O,X,X,O,X,O,O,X,X,X
LSTZIOJ,X,O,X,X,O,X,O,O,X,O,X
LSTZJIO,O,O,X,X,O,X,O,O,X,X,X
LSTZJOI,O,O,O,X,O,O,O,O,X,X,X
LSTZOIJ,X,O,O,X,O,X,O,O,X,O,X
LSTZOJI,X,O,O,X,O,O,O,O,X,X,X
LSTOIJZ,O,O,O,O,O,O,O,O,X,X,X
LSTOIZJ,X,O,O,O,O,X,O,O,X,O,X
LSTOJIZ,O,O,O,O,O,O,O,O,X,X,X
LSTOJZI,O,O,O,O,O,O,O,O,O,X,X
LSTOZIJ,X,O,O,O,O,X,O,O,X,O,X
LSTOZJI,X,O,O,O,O,O,O,O,X,X,X
LSITJZO,X,O,X,X,O,X,O,O,X,X,X
LSITJOZ,X,O,X,X,O,X,O,O,X,X,X
LSITZJO,X,O,X,X,O,X,O,O,X,X,X
LSITZOJ,X,O,X,X,O,X,O,O,X,X,X
LSITOJZ,X,O,X,O,O,X,O,O,X,X,X
LSITOZJ,X,O,X,O,O,X,O,O,X,X,X
LSIJTZO,X,O,X,X,O,X,X,O,X,X,X
LSIJTOZ,X,O,X,O,O,X,X,O,X,X,X
LSIJZTO,X,O,X,X,O,X,X,O,X,X,O
LSIJZOT,X,O,X,X,X,X,X,X,X,X,O
LSIJOTZ,O,O,X,O,X,X,X,O,X,X,X
LSIJOZT,O,O,X,O,X,X,X,X,X,X,X
LSIZTJO,X,O,X,X,O,X,O,O,X,X,X
LSIZTOJ,X,O,X,X,O,X,O,O,X,X,X
LSIZJTO,X,O,X,X,O,X,X,O,X,X,X
LSIZJOT,X,O,X,X,X,X,X,X,X,X,X
LSIZOTJ,X,O,X,X,O,X,O,X,X,O,X
LSIZOJT,X,O,X,X,X,X,X,X,X,O,X
LSIOTJZ,X,O,X,O,O,X,O,O,X,X,X
LSIOTZJ,X,O,X,O,O,X,O,O,X,X,X
LSIOJTZ,X,O,X,O,X,X,X,O,X,X,X
LSIOJZT,X,O,X,O,X,X,X,X,X,X,X
LSIOZTJ,X,O,X,O,O,X,O,X,X,O,X
LSIOZJT,X,O,X,O,X,X,X,X,X,O,X
LSJTIZO,O,O,X,X,O,X,O,O,X,X,O
LSJTIOZ,O,O,X,O,O,O,O,O,X,X,X
LSJTZIO,O,O,X,X,O,X,O,O,O,X,O
LSJTZOI,O,O,O,X,O,O,O,O,O,X,O
LSJTOIZ,O,O,O,O,O,O,O,O,X,X,X
LSJTOZI,O,O,O,O,O,O,O,O,O,X,X
LSJITZO,X,O,X,X,O,X,X,O,X,X,X
LSJITOZ,X,O,X,O,O,X,X,O,X,X,X
LSJIZTO,X,O,X,X,O,X,X,O,X,X,O
LSJIZOT,X,O,X,X,X,X,X,X,X,X,O
LSJIOTZ,O,O,X,O,X,X,X,O,X,X,X
LSJIOZT,O,O,X,O,X,X,X,X,X,X,X
LSJZTIO,O,O,X,X,O,X,O,O,O,X,O
LSJZTOI,O,O,X,X,O,X,O,O,O,X,O
LSJZITO,O,O,X,X,O,X,X,O,O,X,O
LSJZIOT,O,O,X,X,X,X,X,X,O,X,O
LSJZOTI,O,O,O,X,X,X,O,X,O,X,O
LSJZOIT,O,O,O,X,X,X,X,X,O,X,O
LSJOTIZ,O,O,O,O,X,O,O,O,X,X,X
LSJOTZI,O,O,O,O,X,O,O,O,O,X,X
LSJOITZ,O,O,O,O,X,O,X,O,X,X,X
LSJOIZT,O,O,O,O,X,X,X,X,X,X,X
LSJOZTI,O,O,O,O,X,X,O,X,O,X,X
LSJOZIT,O,O,O,O,X,X,X,X,O,X,X
LSZTIJO,O,O,X,X,O,X,O,O,X,X,X
LSZTIOJ,O,O,X,X,O,X,O,O,X,O,X
LSZTJIO,O,O,X,X,O,X,O,O,X,X,X
LSZTJOI,O,O,X,X,O,X,O,O,X,X,X
LSZTOIJ,O,O,X,X,O,X,O,O,X,O,X
LSZTOJI,O,O,X,X,O,X,O,O,X,X,X
LSZITJO,O,O,X,X,O,X,O,O,X,X,X
LSZITOJ,X,O,X,X,O,X,O,O,X,X,X
LSZIJTO,O,O,X,X,O,X,X,O,X,X,X
LSZIJOT,O,O,X,X,X,X,X,X,X,X,X
LSZIOTJ,X,O,X,X,O,X,O,X,X,O,X
LSZIOJT,O,O,X,X,X,X,X,X,X,O,X
LSZJTIO,O,O,X,X,O,X,O,O,X,X,X
LSZJTOI,O,O,X,X,O,X,O,O,X,X,X
LSZJITO,O,O,X,X,O,X,X,O,X,X,X
LSZJIOT,O,O,X,X,X,X,X,X,X,X,X
LSZJOTI,O,O,O,X,X,X,O,X,X,X,X
LSZJOIT,O,O,O,X,X,X,X,X,X,X,X
LSZOTIJ,X,O,X,X,O,X,O,X,X,O,X
LSZOTJI,X,O,X,X,O,X,O,X,X,X,X
LSZOITJ,X,O,X,X,O,X,O,X,X,O,X
LSZOIJT,O,O,O,X,X,X,X,X,X,O,X
LSZOJTI,O,O,O,X,X,X,O,X,X,X,X
LSZOJIT,O,O,O,X,X,X,X,X,X,X,X
LSOTIJZ,X,O,O,O,O,O,O,O,X,X,X
LSOTIZJ,X,O,O,O,O,X,O,O,X,O,X
LSOTJIZ,X,O,O,O,O,O,O,O,X,X,X
LSOTJZI,X,O,O,O,O,O,O,O,O,X,X
LSOTZIJ,X,O,O,O,O,X,O,O,X,O,X
LSOTZJI,X,O,O,O,O,O,O,O,X,X,X
LSOITJZ,X,O,O,O,O,O,O,O,X,X,X
LSOITZJ,X,O,O,O,O,X,O,O,X,X,X
LSOIJTZ,X,O,O,O,X,O,X,O,X,X,X
LSOIJZT,X,O,O,O,X,X,X,X,X,X,X
LSOIZTJ,X,O,X,O,O,X,O,X,X,O,X
LSOIZJT,X,O,O,O,X,X,X,X,X,O,X
LSOJTIZ,X,O,O,O,X,O,O,O,X,X,X
LSOJTZI,X,O,O,O,X,O,O,O,O,X,X
LSOJITZ,X,O,O,O,X,O,X,O,X,X,X
LSOJIZT,X,O,O,O,X,X,X,X,X,X,X
LSOJZTI,X,O,O,O,X,X,O,X,O,X,X
LSOJZIT,X,O,O,O,X,X,X,X,O,X,X
LSOZTIJ,X,O,X,O,O,X,O,X,X,O,X
LSOZTJI,X,O,X,O,O,X,O,X,X,X,X
LSOZITJ,X,O,X,O,O,X,O,X,X,O,X
LSOZIJT,X,O,O,O,X,X,X,X,X,O,X
LSOZJTI,X,O,O,O,X,X,O,X,X,X,X
LSOZJIT,X,O,O,O,X,X,X,X,X,X,X
LZTIJSO,O,O,X,X,O,X,X,X,X,X,O
LZTIJOS,O,O,O,X,X,X,X,X,X,X,O
LZTISJO,O,O,X,X,O,X,X,X,X,X,X
LZTISOJ,O,O,X,X,O,X,X,X,X,X,X
LZTIOJS,O,O,O,X,X,X,X,X,X,X,X
LZTIOSJ,O,O,O,X,X,X,X,X,X,X,X
LZTJISO,O,O,X,X,O,X,X,X,X,X,O
LZTJIOS,O,O,O,X,X,X,X,X,X,X,O
LZTJSIO,O,O,X,X,O,X,O,X,X,X,O
LZTJSOI,O,O,O,X,O,O,O,X,X,X,O
LZTJOIS,O,O,O,X,X,O,X,X,X,X,O
LZTJOSI,O,O,O,X,X,O,X,X,X,X,O
LZTSIJO,O,O,X,X,O,X,O,X,X,X,X
LZTSIOJ,O,O,X,X,O,X,O,X,X,X,X
LZTSJIO,O,O,X,X,O,X,O,X,X,X,X
LZTSJOI,O,O,O,X,O,O,O,X,X,X,X
LZTSOIJ,O,O,O,X,O,X,O,X,X,X,X
LZTSOJI,O,O,O,X,O,O,O,X,X,X,X
LZTOIJS,O,O,O,X,X,O,X,X,X,X,X
LZTOISJ,O,O,O,X,X,X,X,X,X,X,X
LZTOJIS,O,O,O,X,X,O,X,X,X,X,X
LZTOJSI,O,O,O,X,X,O,X,X,X,X,X
LZTOSIJ,O,O,O,X,X,X,X,X,X,X,X
LZTOSJI,O,O,O,X,X,O,X,X,X,X,X
LZITJSO,O,O,X,X,O,X,X,X,X,X,X
LZITJOS,O,O,X,X,X,X,X,X,X,X,X
LZITSJO,O,O,X,X,O,X,X,X,X,X,X
LZITSOJ,X,O,X,X,O,X,X,X,X,X,X
LZITOJS,X,O,X,X,X,X,X,X,X,X,X
LZITOSJ,X,O,X,X,X,X,X,X,X,X,X
LZIJTSO,O,O,X,X,X,X,X,X,X,X,O
LZIJTOS,O,O,X,X,X,X,X,X,X,X,X
LZIJSTO,O,O,X,X,X,X,X,O,X,X,O
LZIJSOT,O,O,X,X,X,X,X,X,X,X,O
LZIJOTS,O,O,O,X,X,X,X,X,X,X,X
LZIJOST,O,O,O,X,X,X,X,X,X,X,O
LZISTJO,O,O,X,X,O,X,X,O,X,X,X
LZISTOJ,X,O,X,X,O,X,X,O,X,X,X
LZISJTO,O,O,X,X,O,X,X,O,X,X,X
LZISJOT,O,O,X,X,X,X,X,X,X,X,X
LZISOTJ,X,O,X,X,O,X,X,X,X,X,X
LZISOJT,O,O,X,X,X,X,X,X,X,X,X
LZIOTJS,X,O,O,X,X,X,X,X,X,X,X
LZIOTSJ,X,O,X,X,X,X,X,X,X,X,X
LZIOJTS,O,O,O,X,X,X,X,X,X,X,X
LZIOJST,O,O,O,X,X,X,X,X,X,X,X
LZIOSTJ,X,O,X,X,X,X,X,X,X,X,X
LZIOSJT,O,O,O,X,X,X,X,X,X,X,X
LZJTISO,O,O,X,X,X,X,X,X,X,X,O
LZJTIOS,O,O,O,X,X,X,X,X,X,X,O
LZJTSIO,O,O,X,X,X,X,X,O,X,X,O
LZJTSOI,O,O,O,X,X,O,X,O,X,X,O
LZJTOIS,O,O,O,X,X,O,X,X,X,X,O
LZJTOSI,O,O,O,X,X,O,X,X,X,X,O
LZJITSO,O,O,X,X,X,X,X,X,X,X,O
LZJITOS,O,O,X,X,X,X,X,X,X,X,O
LZJISTO,O,O,X,X,X,X,X,O,X,X,O
LZJISOT,O,O,X,X,X,X,X,X,X,X,O
LZJIOTS,O,O,O,X,X,X,X,X,X,X,X
LZJIOST,O,O,O,X,X,X,X,X,X,X,O
LZJSTIO,O,O,X,X,X,X,X,O,X,X,O
LZJSTOI,O,O,X,X,X,X,X,O,X,X,O
LZJSITO,O,O,X,X,X,X,X,O,X,X,O
LZJSIOT,O,O,X,X,X,X,X,X,X,X,O
LZJSOTI,O,O,O,X,X,X,X,X,X,X,O
LZJSOIT,O,O,O,X,X,X,X,X,X,X,O
LZJOTIS,O,O,O,X,X,O,X,X,X,X,O
LZJOTSI,O,O,O,X,X,O,X,X,X,X,O
LZJOITS,O,O,O,X,X,O,X,X,X,X,X
LZJOIST,O,O,O,X,X,X,X,X,X,X,O
LZJOSTI,O,O,O,X,X,X,X,X,X,X,O
LZJOSIT,O,O,O,X,X,X,X,X,X,X,O
LZSTIJO,O,O,X,X,O,X,O,O,X,X,X
LZSTIOJ,O,O,X,X,O,X,O,O,X,O,X
LZSTJIO,O,O,X,X,O,X,O,O,X,X,X
LZSTJOI,O,O,X,X,O,X,O,O,X,X,X
LZSTOIJ,O,O,X,X,O,X,O,O,X,O,X
LZSTOJI,O,O,X,X,O,X,O,O,X,X,X
LZSITJO,O,O,X,X,O,X,O,O,X,X,X
LZSITOJ,X,O,X,X,O,X,O,O,X,X,X
LZSIJTO,O,O,X,X,O,X,X,O,X,X,X
LZSIJOT,O,O,X,X,X,X,X,X,X,X,X
LZSIOTJ,X,O,X,X,O,X,O,X,X,O,X
LZSIOJT,O,O,X,X,X,X,X,X,X,O,X
LZSJTIO,O,O,X,X,O,X,O,O,X,X,X
LZSJTOI,O,O,X,X,O,X,O,O,X,X,X
LZSJITO,O,O,X,X,O,X,X,O,X,X,X
LZSJIOT,O,O,X,X,X,X,X,X,X,X,X
LZSJOTI,O,O,O,X,X,X,O,X,X,X,X
LZSJOIT,O,O,O,X,X,X,X,X,X,X,X
LZSOTIJ,X,O,X,X,O,X,O,X,X,O,X
LZSOTJI,X,O,X,X,O,X,O,X,X,X,X
LZSOITJ,X,O,X,X,O,X,O,X,X,O,X
LZSOIJT,O,O,O,X,X,X,X,X,X,O,X
LZSOJTI,O,O,O,X,X,X,O,X,X,X,X
LZSOJIT,O,O,O,X,X,X,X,X,X,X,X
LZOTIJS,X,O,O,X,X,O,X,X,X,X,X
LZOTISJ,X,O,O,X,X,X,X,X,X,X,X
LZOTJIS,X,O,O,X,X,O,X,X,X,X,X
LZOTJSI,X,O,O,X,X,O,X,X,X,X,X
LZOTSIJ,X,O,O,X,X,X,X,X,X,X,X
LZOTSJI,X,O,O,X,X,O,X,X,X,X,X
LZOITJS,X,O,O,X,X,O,X,X,X,X,X
LZOITSJ,X,O,O,X,X,X,X,X,X,X,X
LZOIJTS,O,O,O,X,X,O,X,X,X,X,X
LZOIJST,O,O,O,X,X,X,X,X,X,X,X
LZOISTJ,X,O,X,X,X,X,X,X,X,X,X
LZOISJT,O,O,O,X,X,X,X,X,X,X,X
LZOJTIS,O,O,O,X,X,O,X,X,X,X,X
LZOJTSI,O,O,O,X,X,O,X,X,X,X,X
LZOJITS,O,O,O,X,X,O,X,X,X,X,X
LZOJIST,O,O,O,X,X,X,X,X,X,X,X
LZOJSTI,O,O,O,X,X,X,X,X,X,X,X
LZOJSIT,O,O,O,X,X,X,X,X,X,X,X
LZOSTIJ,X,O,X,X,X,X,X,X,X,O,X
LZOSTJI,X,O,X,X,X,X,X,X,X,X,X
LZOSITJ,X,O,X,X,X,X,X,X,X,O,X
LZOSIJT,O,O,O,X,X,X,X,X,X,O,X
LZOSJTI,O,O,O,X,X,X,X,X,X,X,X
LZOSJIT,O,O,O,X,X,X,X,X,X,X,X
LOTIJSZ,X,O,O,O,X,O,X,X,X,X,X
LOTIJZS,X,O,O,X,X,O,X,X,X,X,O
LOTISJZ,X,O,O,O,X,O,X,X,X,X,X
LOTISZJ,X,O,O,O,X,X,X,X,X,X,X
LOTIZJS,X,O,O,X,X,O,X,X,X,X,X
LOTIZSJ,X,O,O,X,X,X,X,X,X,X,X
LOTJISZ,X,O,O,O,X,O,X,X,X,X,X
LOTJIZS,X,O,O,X,X,O,X,X,X,X,O
LOTJSIZ,X,O,O,O,X,O,X,X,X,X,X
LOTJSZI,X,O,O,O,X,O,X,X,X,X,X
LOTJZIS,X,O,O,X,X,O,X,X,X,X,O
LOTJZSI,X,O,O,O,X,O,X,X,X,X,O
LOTSIJZ,X,O,O,O,X,O,X,X,X,X,X
LOTSIZJ,X,O,O,O,X,X,X,X,X,X,X
LOTSJIZ,X,O,O,O,X,O,X,X,X,X,X
LOTSJZI,X,O,O,O,X,O,X,X,X,X,X
LOTSZIJ,X,O,O,O,X,X,X,X,X,X,X
LOTSZJI,X,O,O,O,X,O,X,X,X,X,X
LOTZIJS,X,O,O,X,X,O,X,X,X,X,X
LOTZISJ,X,O,O,X,X,X,X,X,X,X,X
LOTZJIS,X,O,O,X,X,O,X,X,X,X,X
LOTZJSI,X,O,O,X,X,O,X,X,X,X,X
LOTZSIJ,X,O,O,X,X,X,X,X,X,X,X
LOTZSJI,X,O,O,X,X,O,X,X,X,X,X
LOITJSZ,X,O,O,O,X,O,X,X,X,X,X
LOITJZS,X,O,O,X,X,O,X,X,X,X,X
LOITSJZ,X,O,O,O,X,O,X,X,X,X,X
LOITSZJ,X,O,O,O,X,X,X,X,X,X,X
LOITZJS,X,O,O,X,X,O,X,X,X,X,X
LOITZSJ,X,O,O,X,X,X,X,X,X,X,X
LOIJTSZ,X,O,O,O,X,O,X,X,X,X,X
LOIJTZS,X,O,O,X,X,O,X,X,X,X,X
LOIJSTZ,X,O,O,O,X,O,X,O,X,X,X
LOIJSZT,X,O,O,O,X,X,X,X,X,X,X
LOIJZTS,X,O,O,X,X,O,X,X,X,X,X
LOIJZST,X,O,O,O,X,X,X,X,X,X,O
LOISTJZ,X,O,O,O,X,O,X,O,X,X,X
LOISTZJ,X,O,O,O,X,X,X,O,X,X,X
LOISJTZ,X,O,O,O,X,O,X,O,X,X,X
LOISJZT,X,O,O,O,X,X,X,X,X,X,X
LOISZTJ,X,O,X,O,X,X,X,X,X,X,X
LOISZJT,X,O,O,O,X,X,X,X,X,X,X
LOIZTJS,X,O,O,X,X,O,X,X,X,X,X
LOIZTSJ,X,O,O,X,X,X,X,X,X,X,X
LOIZJTS,X,O,O,X,X,O,X,X,X,X,X
LOIZJST,X,O,O,O,X,X,X,X,X,X,X
LOIZSTJ,X,O,X,O,X,X,X,X,X,X,X
LOIZSJT,X,O,O,O,X,X,X,X,X,X,X
LOJTISZ,X,O,O,O,X,O,X,X,X,X,X
LOJTIZS,X,O,O,X,X,O,X,X,X,X,O
LOJTSIZ,X,O,O,O,X,O,X,O,X,X,X
LOJTSZI,X,O,O,O,X,O,X,O,X,X,X
LOJTZIS,X,O,O,X,X,O,X,X,X,X,O
LOJTZSI,X,O,O,O,X,O,X,X,X,X,O
LOJITSZ,X,O,O,O,X,O,X,X,X,X,X
LOJITZS,X,O,O,X,X,O,X,X,X,X,X
LOJISTZ,X,O,O,O,X,O,X,O,X,X,X
LOJISZT,X,O,O,O,X,X,X,X,X,X,X
LOJIZTS,X,O,O,X,X,O,X,X,X,X,X
LOJIZST,X,O,O,O,X,X,X,X,X,X,O
LOJSTIZ,X,O,O,O,X,O,X,O,X,X,X
LOJSTZI,X,O,O,O,X,O,X,O,X,X,X
LOJSITZ,X,O,O,O,X,O,X,O,X,X,X
LOJSIZT,X,O,O,O,X,X,X,X,X,X,X
LOJSZTI,X,O,O,O,X,X,X,X,X,X,X
LOJSZIT,X,O,O,O,X,X,X,X,X,X,X
LOJZTIS,X,O,O,X,X,O,X,X,X,X,O
LOJZTSI,X,O,O,O,X,O,X,X,X,X,O
LOJZITS,X,O,O,X,X,O,X,X,X,X,X
LOJZIST,X,O,O,O,X,X,X,X,X,X,O
LOJZSTI,X,O,O,O,X,X,X,X,X,X,O
LOJZSIT,X,O,O,O,X,X,X,X,X,X,O
LOSTIJZ,X,O,O,O,X,O,X,O,X,X,X
LOSTIZJ,X,O,O,O,X,X,X,O,X,O,X
LOSTJIZ,X,O,O,O,X,O,X,O,X,X,X
LOSTJZI,X,O,O,O,X,O,X,O,X,X,X
LOSTZIJ,X,O,O,O,X,X,X,O,X,O,X
LOSTZJI,X,O,O,O,X,O,X,O,X,X,X
LOSITJZ,X,O,O,O,X,O,X,O,X,X,X
LOSITZJ,X,O,O,O,X,X,X,O,X,X,X
LOSIJTZ,X,O,O,O,X,O,X,O,X,X,X
LOSIJZT,X,O,O,O,X,X,X,X,X,X,X
LOSIZTJ,X,O,X,O,X,X,X,X,X,O,X
LOSIZJT,X,O,O,O,X,X,X,X,X,O,X
LOSJTIZ,X,O,O,O,X,O,X,O,X,X,X
LOSJTZI,X,O,O,O,X,O,X,O,X,X,X
LOSJITZ,X,O,O,O,X,O,X,O,X,X,X
LOSJIZT,X,O,O,O,X,X,X,X,X,X,X
LOSJZTI,X,O,O,O,X,X,X,X,X,X,X
LOSJZIT,X,O,O,O,X,X,X,X,X,X,X
LOSZTIJ,X,O,X,O,X,X,X,X,X,O,X
LOSZTJI,X,O,X,O,X,X,X,X,X,X,X
LOSZITJ,X,O,X,O,X,X,X,X,X,O,X
LOSZIJT,X,O,O,O,X,X,X,X,X,O,X
LOSZJTI,X,O,O,O,X,X,X,X,X,X,X
LOSZJIT,X,O,O,O,X,X,X,X,X,X,X
LOZTIJS,X,O,O,X,X,O,X,X,X,X,X
LOZTISJ,X,O,O,X,X,X,X,X,X,X,X
LOZTJIS,X,O,O,X,X,O,X,X,X,X,X
LOZTJSI,X,O,O,X,X,O,X,X,X,X,X
LOZTSIJ,X,O,O,X,X,X,X,X,X,X,X
LOZTSJI,X,O,O,X,X,O,X,X,X,X,X
LOZITJS,X,O,O,X,X,O,X,X,X,X,X
LOZITSJ,X,O,O,X,X,X,X,X,X,X,X
LOZIJTS,X,O,O,X,X,O,X,X,X,X,X
LOZIJST,X,O,O,O,X,X,X,X,X,X,X
LOZISTJ,X,O,X,O,X,X,X,X,X,X,X
LOZISJT,X,O,O,O,X,X,X,X,X,X,X
LOZJTIS,X,O,O,X,X,O,X,X,X,X,X
LOZJTSI,X,O,O,O,X,O,X,X,X,X,X
LOZJITS,X,O,O,X,X,O,X,X,X,X,X
LOZJIST,X,O,O,O,X,X,X,X,X,X,X
LOZJSTI,X,O,O,O,X,X,X,X,X,X,X
LOZJSIT,X,O,O,O,X,X,X,X,X,X,X
LOZSTIJ,X,O,X,O,X,X,X,X,X,O,X
LOZSTJI,X,O,X,O,X,X,X,X,X,X,X
LOZSITJ,X,O,X,O,X,X,X,X,X,O,X
LOZSIJT,X,O,O,O,X,X,X,X,X,O,X
LOZSJTI,X,O,O,O,X,X,X,X,X,X,X
LOZSJIT,X,O,O,O,X,X,X,X,X,X,X
JTILSZO,O,O,X,X,O,X,X,O,X,X,X
JTILSOZ,O,O,X,X,O,X,X,O,X,X,X
JTILZSO,O,O,X,X,O,X,X,X,X,X,X
JTILZOS,O,O,X,X,X,X,X,X,X,X,X
JTILOSZ,O,O,X,X,X,X,X,X,X,X,X
JTILOZS,O,O,X,X,X,X,X,X,X,X,X
JTISLZO,O,O,X,X,O,X,O,O,X,X,X
JTISLOZ,O,O,X,O,O,X,O,O,X,X,X
JTISZLO,X,O,X,X,O,X,O,O,X,X,X
JTISZOL,O,X,X,O,O,X,X,X,X,X,X
JTISOLZ,O,X,X,O,O,X,X,O,X,X,X
JTISOZL,O,X,X,O,O,X,X,X,X,X,X
JTIZLSO,X,O,X,X,O,X,X,X,X,X,X
JTIZLOS,X,O,X,X,X,X,X,X,X,X,X
JTIZSLO,X,O,X,X,O,X,O,X,X,X,X
JTIZSOL,X,X,X,X,O,X,X,X,X,X,X
JTIZOLS,X,O,X,X,X,X,X,X,X,X,X
JTIZOSL,X,X,X,X,O,X,X,X,X,X,X
JTIOLSZ,O,O,X,O,X,X,X,X,X,X,X
JTIOLZS,O,O,X,X,X,X,X,X,X,X,X
JTIOSLZ,O,O,X,O,O,X,X,X,X,X,X
JTIOSZL,O,O,X,O,O,X,X,X,X,X,X
JTIOZLS,X,O,X,X,X,X,X,X,X,X,X
JTIOZSL,X,O,X,X,O,X,X,X,X,X,X
JTLISZO,O,O,X,X,O,X,X,O,X,X,O
JTLISOZ,O,O,X,X,O,O,X,O,X,X,X
JTLIZSO,O,O,X,X,O,X,X,X,X,X,O
JTLIZOS,O,O,O,X,X,X,X,X,X,X,O
JTLIOSZ,O,O,O,X,X,O,X,X,X,X,X
JTLIOZS,O,O,O,X,X,O,X,X,X,X,O
JTLSIZO,O,O,X,X,O,X,O,O,X,X,O
JTLSIOZ,O,O,X,O,O,O,O,O,X,X,X
JTLSZIO,O,O,X,X,O,X,O,O,X,X,O
JTLSZOI,O,O,O,X,O,O,O,O,X,X,O
JTLSOIZ,O,O,O,O,O,O,O,O,X,X,X
JTLSOZI,O,O,O,O,O,O,O,O,X,X,X
JTLZISO,O,O,X,X,O,X,X,X,X,X,O
JTLZIOS,O,O,O,X,X,X,X,X,X,X,O
JTLZSIO,O,O,X,X,O,X,O,O,X,X,O
