sequence,v115@6gC8HeC8FeD8CeA8BeD8BeG8Je//IvhFagBRcBulBF?iB0mBzpB,v115@6gC8HeC8FeD8CeA8BeD8BeG8Je2/IvhFRbBUdBFhBC?lBzmBXqB,v115@6gC8HeC8FeD8CeA8BeD8BeG8Je//IvhFUbBRcB6mBO?nBllBzpB,v115@6gC8HeC8FeD8CeA8BeD8BeG8JeT6IvhF2gBRcBFiBC?lB0mBXqB,v115@6gC8HeC8FeD8CeA8BeD8BeG8Jex6IvhF0fB6lB/mBF?iBmmBzpB,v115@6gC8HeC8FeD8CeA8BeD8BeG8Jei6IvhFRcB3gBFiBW?qB0mBzpB,v115@6gC8HeC8FeD8CeA8BeD8BeG8Je//IvhFRbBUdBFhBS?qBzmBeqB,v115@6gC8HeC8FeD8CeA8BeD8BeG8Jey/IvhF5gB/mBFiB0?fBmmBzpB,v115@6gC8HeC8FeD8CeA8BeD8BeG8Je2/IvhFRbBUhBFiBC?lBzmBXqB,v115@6gC8HeC8FeD8CeA8BeD8BeG8Jex6IvhFVhBUdB6kB2?lBzmBXqB,v115@6gC8HeC8FeD8CeA8BeD8BeG8Jex/IvhF/mBFiB0fB6?lBmmBzpB,v115@6gC8HeC8FeD8CeA8BeD8BeG8JeKBJvhFxfBFiBGlBX?lBzmB0pB,v115@6gC8HeC8FeD8CeA8BeD8BeG8JeR8IvhFFiBGlB0mB/?kBilBzpB,v115@6gC8HeC8FeD8CeA8BeD8BeG8Je//IvhFygBFiBxlBu?pBcqBzrB,v115@6gC8HeC8FeD8CeA8BeD8BeG8Je2AJvhF6kBFiBxlB3?lBzmB0pB,v115@6gC8HeC8FeD8CeA8BeD8BeG8Jem6IvhF5gBicB0fB1?mBXnBzpB,v115@6gC8HeC8FeD8CeA8BeD8BeG8Jex6IvhFlcB0fB6lB2?mBXnBzpB,v115@6gC8HeC8FeD8CeA8BeD8BeG8Je2/IvhFFiBfqBxlB8?lBzmBCqB,v115@6gC8HeC8FeD8CeA8BeD8BeG8Je//IvhF5gBOhBViB8?pBzmBaqB,v115@6gC8HeC8FeD8CeA8BeD8BeG8Je//IvhFFiBxlB8lBe?qBCqBzrB,v115@6gC8HeC8FeD8CeA8BeD8BeG8JeU9IvhF6kBZlBXhBz?mBulBlpB
IZLOJTS,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X
IZLOJST,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,O
IZLOSTJ,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,O
IZLOSJT,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O
IZJTLSO,O,O,X,X,X,O,X,X,X,X,X,X,O,X,O,O,O,X,X,X,X
IZJTLOS,O,O,X,O,X,O,X,X,X,X,X,X,O,X,O,O,O,X,X,X,X
IZJTSLO,O,O,X,X,X,O,X,X,O,X,X,X,O,X,X,O,O,X,X,X,X
IZJTSOL,O,O,X,O,X,O,X,X,X,X,X,X,O,X,X,O,X,X,X,X,X
IZJTOLS,O,O,X,O,X,O,X,X,X,X,X,X,O,X,X,O,O,X,X,X,X
IZJTOSL,O,O,X,O,X,O,X,X,X,X,X,X,O,X,X,O,X,X,X,X,X
IZJLTSO,X,O,X,X,X,O,X,X,X,X,X,X,X,X,O,O,O,X,X,X,X
IZJLTOS,X,O,X,X,X,O,X,X,X,X,X,X,X,X,O,O,O,X,X,X,X
IZJLSTO,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X
IZJLSOT,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X
IZJLOTS,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X
IZJLOST,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X
IZJSTLO,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,O,O,X,X,X,X
IZJSTOL,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X
IZJSLTO,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
IZJSLOT,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
IZJSOTL,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X
IZJSOLT,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
IZJOTLS,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,O,O,X,O,X,X
IZJOTSL,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X,O,X,X
IZJOLTS,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
IZJOLST,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
IZJOSTL,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X
IZJOSLT,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
IZSTLJO,O,O,X,O,O,O,X,O,O,X,O,X,X,O,X,O,X,X,X,O,X
IZSTLOJ,O,O,X,O,O,O,X,O,O,X,O,X,X,O,X,O,X,X,X,X,X
IZSTJLO,O,O,X,O,X,O,X,X,O,X,O,X,X,X,X,O,X,X,X,O,X
IZSTJOL,O,O,X,O,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X,O,X
IZSTOLJ,O,X,X,O,X,O,X,O,X,X,O,X,X,X,X,O,X,X,O,X,X
IZSTOJL,X,O,X,O,X,O,X,X,X,X,O,X,X,X,X,O,X,X,O,O,X
IZSLTJO,O,O,X,O,O,O,X,O,O,X,X,X,X,O,X,X,X,X,X,X,X
IZSLTOJ,O,O,X,O,O,O,X,O,O,X,X,X,X,O,X,X,X,X,X,X,X
IZSLJTO,O,O,X,O,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
IZSLJOT,O,O,X,O,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
IZSLOTJ,X,X,X,O,O,O,X,X,O,X,X,X,X,X,X,X,X,X,O,X,X
IZSLOJT,X,X,X,O,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
IZSJTLO,O,O,X,O,X,O,X,X,O,X,X,X,X,X,X,O,O,X,X,X,X
IZSJTOL,O,O,X,O,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X
IZSJLTO,O,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
IZSJLOT,O,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
IZSJOTL,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X
IZSJOLT,O,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
IZSOTLJ,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X
IZSOTJL,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X
IZSOLTJ,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X
IZSOLJT,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
IZSOJTL,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X
IZSOJLT,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
IZOTLJS,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X,O,X,X
IZOTLSJ,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,O,X,O
IZOTJLS,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X,O,X,X
IZOTJSL,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X,O,X,X
IZOTSLJ,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X,O,X,O
IZOTSJL,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X,O,X,X
IZOLTJS,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,O,X,X
IZOLTSJ,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,O,X,O
IZOLJTS,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X
IZOLJST,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O
IZOLSTJ,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,O,X,O
IZOLSJT,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O
IZOJTLS,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,O,O,X,O,X,X
IZOJTSL,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X,O,X,X
IZOJLTS,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X
IZOJLST,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O
IZOJSTL,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X,O,X,X
IZOJSLT,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O
IZOSTLJ,O,X,X,O,X,X,X,O,X,X,X,X,X,X,X,O,X,X,O,X,O
IZOSTJL,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X,O,X,X
IZOSLTJ,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,O,X,O
IZOSLJT,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O
IZOSJTL,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X,O,X,X
IZOSJLT,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O
IOTLJSZ,O,X,O,X,X,X,O,X,X,O,X,O,X,X,O,X,X,X,X,X,X
IOTLJZS,X,O,X,X,X,X,O,X,X,O,X,O,X,X,O,O,X,X,O,X,X
IOTLSJZ,O,X,O,X,X,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X,O
IOTLSZJ,O,X,O,X,X,X,X,O,X,O,X,X,X,O,X,O,X,X,X,X,O
IOTLZJS,X,O,X,X,X,X,O,X,X,O,X,X,X,X,X,O,X,X,O,X,X
IOTLZSJ,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,O,X,X,O,X,O
IOTJLSZ,O,X,O,X,X,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X
IOTJLZS,X,O,O,X,X,X,X,X,X,O,X,X,X,X,O,O,X,X,O,X,X
IOTJSLZ,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
IOTJSZL,O,O,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,O,X,X
IOTJZLS,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,O,X,X,O,X,X
IOTJZSL,O,O,O,X,X,X,X,X,X,O,X,X,X,X,X,O,X,X,O,X,X
IOTSLJZ,O,O,O,O,X,X,X,O,X,O,O,X,X,O,X,X,X,X,X,X,O
IOTSLZJ,O,O,O,O,X,X,X,O,X,O,O,X,X,O,X,O,X,X,X,X,O
IOTSJLZ,O,O,O,O,X,X,X,O,X,O,O,X,X,X,X,X,X,X,X,X,X
IOTSJZL,O,O,O,X,X,X,X,X,X,O,O,X,X,X,X,X,X,X,O,O,X
IOTSZLJ,O,O,O,O,X,X,X,O,X,O,O,X,X,X,X,O,X,X,O,X,O
IOTSZJL,O,O,O,X,X,X,X,X,X,O,O,X,X,X,X,O,X,X,O,O,X
IOTZLJS,X,O,X,X,X,X,O,X,X,O,X,X,X,X,X,O,X,X,O,X,X
IOTZLSJ,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,O,X,X,O,X,O
IOTZJLS,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,O,X,X,O,X,X
IOTZJSL,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X,O,X,X,O,X,X
IOTZSLJ,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X,O,X,X,O,X,O
IOTZSJL,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X,O,X,X,O,X,X
IOLTJSZ,X,X,O,X,X,X,O,X,X,O,X,O,X,X,O,X,O,X,X,X,X
IOLTJZS,X,X,X,X,X,X,O,X,X,O,X,O,X,X,O,O,O,X,O,X,X
IOLTSJZ,X,X,O,X,X,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X,O
IOLTSZJ,X,X,O,X,X,X,X,O,X,O,X,X,X,O,X,O,X,X,X,X,O
IOLTZJS,X,X,X,X,X,X,O,X,X,O,X,X,X,X,X,O,X,X,O,X,X
IOLTZSJ,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,O,X,X,O,X,O
IOLJTSZ,X,X,O,X,X,X,O,X,X,O,X,X,X,X,O,X,O,X,X,X,X
IOLJTZS,X,X,X,X,X,X,O,X,X,O,X,X,X,X,O,X,O,X,X,X,X
IOLJSTZ,X,X,X,X,X,X,O,O,X,O,X,X,X,X,X,X,O,X,X,X,O
IOLJSZT,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O
IOLJZTS,X,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X,O,X,X,X,X
IOLJZST,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X,O
IOLSTJZ,X,X,O,X,X,X,X,O,X,X,O,X,X,O,X,X,X,X,X,X,O
IOLSTZJ,X,X,O,X,O,X,O,O,X,O,O,X,X,O,X,X,X,X,X,X,O
IOLSJTZ,X,X,X,X,X,X,O,O,X,O,X,X,X,X,X,X,O,X,X,X,O
IOLSJZT,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O
IOLSZTJ,X,X,O,X,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,O
IOLSZJT,X,X,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O
IOLZTJS,X,X,X,X,X,X,O,X,X,O,X,X,X,X,X,O,O,X,O,X,X
IOLZTSJ,X,X,O,X,O,X,X,X,X,O,X,X,X,X,X,O,X,X,O,X,O
IOLZJTS,X,X,X,X,X,X,O,X,X,O,X,X,X,X,X,O,O,X,X,X,X
IOLZJST,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X,O
IOLZSTJ,X,X,O,X,O,X,O,O,X,X,X,X,X,X,X,X,X,X,O,X,O
IOLZSJT,X,X,O,X,O,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X,O
IOJTLSZ,O,X,O,X,X,X,X,X,X,O,X,X,X,X,O,X,O,X,X,X,X
IOJTLZS,X,O,O,X,X,X,X,X,X,O,X,X,X,X,O,O,O,X,O,X,X
IOJTSLZ,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
IOJTSZL,O,O,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,O,X,X
IOJTZLS,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,O,O,X,O,X,X
IOJTZSL,O,O,O,X,X,X,X,X,X,O,X,X,X,X,X,O,O,X,O,X,X
IOJLTSZ,X,X,O,X,X,X,X,X,X,O,X,X,X,X,O,X,O,X,X,X,X
IOJLTZS,X,O,O,X,X,X,X,X,X,O,X,X,X,X,O,X,O,X,X,X,X
IOJLSTZ,O,X,O,X,X,X,X,O,X,O,X,X,X,X,X,X,O,X,X,X,O
IOJLSZT,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O
IOJLZTS,X,O,O,X,X,X,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X
IOJLZST,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,O
IOJSTLZ,O,O,O,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X
IOJSTZL,O,O,O,X,X,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X
IOJSLTZ,O,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,O
IOJSLZT,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O
IOJSZTL,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
IOJSZLT,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O
IOJZTLS,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X,O,O,X,O,X,X
IOJZTSL,O,O,O,X,X,X,X,X,X,O,X,X,X,X,X,O,O,X,O,X,X
IOJZLTS,X,O,O,X,X,X,X,X,X,O,X,X,X,X,X,O,O,X,X,X,X
IOJZLST,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,O
IOJZSTL,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,O,O,X,O,X,X
IOJZSLT,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O
IOSTLJZ,O,O,O,O,X,X,X,O,X,O,O,X,X,O,X,X,X,X,X,X,O
IOSTLZJ,O,O,O,O,O,X,X,O,X,O,O,X,X,O,X,O,X,X,X,X,O
IOSTJLZ,O,O,O,O,X,X,X,O,X,O,O,X,X,X,X,X,X,X,X,X,X
IOSTJZL,O,O,O,X,X,X,X,X,X,O,O,X,X,X,X,X,X,X,O,O,X
IOSTZLJ,O,O,O,O,O,X,X,O,X,O,O,X,X,X,X,O,X,X,O,X,O
IOSTZJL,O,O,O,X,X,X,X,X,X,O,O,X,X,X,X,O,X,X,O,O,X
IOSLTJZ,O,O,O,O,X,X,X,O,X,O,O,X,X,O,X,X,X,X,X,X,O
IOSLTZJ,O,O,O,O,O,X,X,O,X,O,O,X,X,O,X,X,X,X,X,X,O
IOSLJTZ,O,O,X,O,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,O
IOSLJZT,O,O,O,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,O
IOSLZTJ,O,O,O,O,O,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,O
IOSLZJT,O,O,O,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,O
IOSJTLZ,O,O,O,X,X,X,X,O,X,O,O,X,X,X,X,X,X,X,X,X,X
IOSJTZL,O,O,O,X,X,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X
IOSJLTZ,O,O,O,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,O
IOSJLZT,O,O,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,O
IOSJZTL,O,O,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
IOSJZLT,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O
IOSZTLJ,O,O,O,O,O,X,X,O,X,O,O,X,X,X,X,O,X,X,O,X,O
IOSZTJL,O,O,O,O,X,X,X,X,X,O,O,X,X,X,X,O,X,X,O,X,X
IOSZLTJ,O,O,O,X,O,X,X,O,X,O,X,X,X,X,X,X,X,X,O,X,O
IOSZLJT,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O
IOSZJTL,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X,O,X,X
IOSZJLT,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O
IOZTLJS,X,O,X,O,X,X,O,X,X,O,X,X,X,X,X,O,X,X,O,X,X
IOZTLSJ,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,O,X,X,O,X,O
IOZTJLS,O,O,X,O,X,X,X,X,X,O,X,X,X,X,X,O,O,X,O,X,X
IOZTJSL,O,O,X,O,X,X,X,X,X,O,X,X,X,X,X,O,O,X,O,X,X
IOZTSLJ,O,O,X,O,X,X,X,X,X,O,X,X,X,X,X,O,X,X,O,X,O
IOZTSJL,O,O,X,O,X,X,X,X,X,O,X,X,X,X,X,O,X,X,O,X,X
IOZLTJS,X,X,X,X,X,X,O,X,X,O,X,X,X,X,X,O,O,X,O,X,X
IOZLTSJ,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X,O,X,X,O,X,O
IOZLJTS,X,X,X,X,X,X,O,X,X,O,X,X,X,X,X,O,O,X,X,X,X
IOZLJST,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X,O
IOZLSTJ,X,X,X,X,O,X,O,O,X,X,X,X,X,X,X,X,X,X,O,X,O
IOZLSJT,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X,O
IOZJTLS,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,O,O,X,O,X,X
IOZJTSL,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,O,O,X,O,X,X
IOZJLTS,X,O,X,O,X,X,X,X,X,O,X,X,X,X,X,O,O,X,X,X,X
IOZJLST,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,O
IOZJSTL,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,O,O,X,O,X,X
IOZJSLT,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O
IOZSTLJ,O,O,X,O,O,X,X,O,X,O,O,X,X,X,X,O,X,X,O,X,O
IOZSTJL,O,O,X,O,X,X,X,X,X,O,O,X,X,X,X,O,X,X,O,X,X
IOZSLTJ,O,O,X,X,O,X,X,O,X,O,X,X,X,X,X,X,X,X,O,X,O
IOZSLJT,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O
IOZSJTL,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,O,O,X,O,X,X
IOZSJLT,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O
LTIJSZO,O,X,O,X,X,X,X,X,X,O,X,O,X,O,O,X,O,X,X,X,X
LTIJSOZ,O,X,X,X,X,X,X,X,X,X,X,O,X,O,O,X,X,X,X,X,X
LTIJZSO,X,O,X,X,X,X,X,X,X,O,X,O,X,X,O,O,O,X,X,X,X
LTIJZOS,X,O,X,X,X,X,X,X,X,O,X,O,X,X,O,O,O,X,X,X,X
LTIJOSZ,O,X,X,X,X,X,X,X,X,O,X,O,X,X,O,X,X,X,X,X,X
LTIJOZS,X,X,X,X,X,X,X,X,X,O,X,O,X,X,O,O,O,X,X,X,X
LTISJZO,O,X,O,O,X,X,X,O,X,X,X,O,X,O,O,X,X,X,X,O,X
LTISJOZ,O,X,X,O,X,X,X,X,X,X,X,O,X,O,O,X,X,X,X,X,X
LTISZJO,O,X,O,O,X,X,X,O,X,X,X,X,X,O,X,O,X,X,X,O,X
LTISZOJ,X,X,O,O,X,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X
LTISOJZ,O,X,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
LTISOZJ,X,X,O,O,X,X,X,O,X,X,X,X,X,O,X,O,X,X,X,X,X
LTIZJSO,X,O,X,X,X,X,X,X,X,X,X,O,X,X,O,O,X,X,X,X,X
LTIZJOS,X,O,X,X,X,X,X,X,X,X,X,O,X,X,O,O,X,X,X,X,X
LTIZSJO,X,X,O,X,X,X,X,X,X,X,X,X,X,O,X,O,X,X,X,X,X
LTIZSOJ,X,X,O,X,X,X,X,X,X,X,X,X,X,O,X,O,X,X,X,X,X
LTIZOJS,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X
LTIZOSJ,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X
LTIOJSZ,O,X,O,X,X,X,X,X,X,O,X,O,X,X,O,X,X,X,X,X,X
LTIOJZS,X,X,X,X,X,X,X,X,X,O,X,O,X,X,O,O,X,X,X,X,X
LTIOSJZ,O,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,O
LTIOSZJ,O,X,O,X,X,X,X,X,X,O,X,X,X,O,X,O,X,X,X,X,O
LTIOZJS,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,O,X,X,X,X,X
LTIOZSJ,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,O,X,X,X,X,O
LTJISZO,O,X,O,X,X,X,X,X,X,O,X,O,X,X,O,X,O,X,X,X,X
LTJISOZ,O,X,O,X,X,X,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X
LTJIZSO,X,O,O,X,X,X,X,X,X,O,X,O,X,X,O,O,O,X,X,X,X
LTJIZOS,X,O,X,X,X,X,X,X,X,O,X,O,X,X,O,O,O,X,X,X,X
LTJIOSZ,O,X,O,X,X,X,X,X,X,O,X,O,X,X,O,X,X,X,X,X,X
LTJIOZS,X,X,X,X,X,X,X,X,X,O,X,O,X,X,O,O,O,X,X,X,X
LTJSIZO,O,X,O,X,X,O,X,X,O,O,X,O,X,X,X,X,O,O,X,X,X
LTJSIOZ,O,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
LTJSZIO,O,X,O,X,X,O,X,X,O,O,X,X,X,X,X,X,O,X,X,X,X
LTJSZOI,O,X,O,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
LTJSOIZ,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LTJSOZI,O,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
LTJZISO,X,O,O,X,X,O,X,X,X,O,X,O,X,X,X,O,O,X,X,X,X
LTJZIOS,X,O,X,X,X,O,X,X,X,O,X,O,X,X,X,O,O,X,X,X,X
LTJZSIO,X,O,O,X,X,O,X,X,O,O,X,X,X,X,X,O,O,X,X,X,X
LTJZSOI,X,O,O,X,X,O,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X
LTJZOIS,X,X,X,X,X,O,X,X,X,O,X,X,X,X,X,O,O,X,X,X,X
LTJZOSI,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LTJOISZ,O,X,O,X,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X
LTJOIZS,X,X,X,X,X,X,X,X,X,O,X,O,X,X,X,O,O,X,X,X,X
LTJOSIZ,O,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
LTJOSZI,O,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
LTJOZIS,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,O,O,X,X,X,X
LTJOZSI,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,O,X,X,X,X,X
LTSIJZO,O,O,O,O,X,X,X,O,O,X,X,O,X,O,O,X,X,O,X,O,X
LTSIJOZ,O,O,X,O,X,X,X,X,X,X,X,O,X,O,O,X,X,X,X,X,X
LTSIZJO,O,O,O,O,O,X,X,O,O,X,X,X,X,O,X,O,X,O,X,O,X
LTSIZOJ,X,O,O,O,O,X,X,O,O,X,X,X,X,O,X,X,X,X,X,X,X
LTSIOJZ,O,O,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
LTSIOZJ,X,O,O,O,X,X,O,O,X,X,X,X,X,O,X,O,X,X,X,X,X
LTSJIZO,O,O,O,O,X,X,X,O,O,X,X,O,X,X,X,X,X,O,X,X,X
LTSJIOZ,O,O,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
LTSJZIO,O,O,O,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
LTSJZOI,O,O,O,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
LTSJOIZ,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
