sequence,v115@6gF8EeC8FeD8FeE8DeD8Jex6IvhFXcBViBClBOrB8r?BTqB,v115@6gF8EeC8FeD8FeE8DeD8Jex6IvhFXcBViBGlBKrBzm?BUqB,v115@6gF8EeC8FeD8FeE8DeD8Jex6IvhFUhBFiBzkB+qBim?B3rB,v115@6gF8EeC8FeD8FeE8DeD8Jex6IvhFViB3gBThBWqB8r?ByvB,v115@6gF8EeC8FeD8FeE8DeD8Jex6IvhFViBamB0hBzkB+q?B3rB,v115@6gF8EeC8FeD8FeE8DeD8Jex6IvhFlcBUhBOnBfqB6q?BTrB,v115@6gF8EeC8FeD8FeE8DeD8Jex6IvhFFhBXiBClBOrB8r?BTqB,v115@6gF8EeC8FeD8FeE8DeD8Jex6IvhFUhBFiBClB2rBTq?B3rB,v115@6gF8EeC8FeD8FeE8DeD8Jex6IvhFUhBFiBfqB6qBmm?BTrB,v115@6gF8EeC8FeD8FeE8DeD8Jex6IvhFVhBUdBzkB+qBim?B3rB,v115@6gF8EeC8FeD8FeE8DeD8Jex6IvhFFhBXiBGlByrBUq?BTrB,v115@6gF8EeC8FeD8FeE8DeD8Jex7IvhF3gBFiB6kBOrB8r?BTqB,v115@6gF8EeC8FeD8FeE8DeD8JeeBJvhFUdBfnBaqB5lBlk?BTrB,v115@6gF8EeC8FeD8FeE8DeD8JeUBJvhFFiB5lBzkBimB3r?BmpB,v115@6gF8EeC8FeD8FeE8DeD8Je07IvhFFiB6kBxlB2rBTq?B3rB,v115@6gF8EeC8FeD8FeE8DeD8Jei8IvhFWmBFiB0fBRqB3r?BTqB,v115@6gF8EeC8FeD8FeE8DeD8Je8AJvhFFiB6kBOlBXmBzm?BxvB,v115@6gF8EeC8FeD8FeE8DeD8Jem7IvhFSlBFiBXmB0kBzm?BxvB,v115@6gF8EeC8FeD8FeE8DeD8JezAJvhFFiB0fBSrBXlBmm?BxvB,v115@6gF8EeC8FeD8FeE8DeD8JezAJvhFFiBXgBSrB0kBmm?BxvB,v115@6gF8EeC8FeD8FeE8DeD8Jem7IvhFclBFiB6kBXmBzm?BxvB
TLOZJSI,O,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
TLOZSIJ,O,O,X,X,X,X,O,O,O,X,X,X,X,X,O,X,X,X,X,X,X
TLOZSJI,O,O,X,X,X,X,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X
TJILSZO,X,X,X,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TJILSOZ,X,X,X,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TJILZSO,X,X,X,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
TJILZOS,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
TJILOSZ,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X
TJILOZS,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X
TJISLZO,O,O,X,O,O,O,X,X,X,O,X,O,X,X,X,X,X,O,X,X,X
TJISLOZ,O,O,X,X,O,O,X,X,X,O,X,O,X,X,X,X,X,O,X,X,X
TJISZLO,O,O,X,O,X,O,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X
TJISZOL,O,O,X,O,X,O,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X
TJISOLZ,O,O,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
TJISOZL,O,O,X,O,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
TJIZLSO,O,O,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
TJIZLOS,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
TJIZSLO,O,O,X,O,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,O
TJIZSOL,O,O,X,O,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,O
TJIZOLS,X,X,O,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
TJIZOSL,O,O,O,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
TJIOLSZ,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TJIOLZS,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TJIOSLZ,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TJIOSZL,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TJIOZLS,X,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
TJIOZSL,X,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
TJLISZO,O,O,X,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TJLISOZ,O,O,X,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TJLIZSO,O,X,X,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
TJLIZOS,O,X,X,X,O,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X
TJLIOSZ,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TJLIOZS,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TJLSIZO,O,O,X,O,O,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
TJLSIOZ,O,O,X,O,O,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
TJLSZIO,X,O,X,O,O,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
TJLSZOI,X,O,X,O,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
TJLSOIZ,X,X,X,O,O,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
TJLSOZI,X,X,X,O,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
TJLZISO,O,X,X,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
TJLZIOS,O,X,X,X,O,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X
TJLZSIO,O,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TJLZSOI,O,X,X,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
TJLZOIS,O,X,O,X,O,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X
TJLZOSI,O,X,O,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
TJLOISZ,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TJLOIZS,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TJLOSIZ,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TJLOSZI,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TJLOZIS,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TJLOZSI,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TJSILZO,O,O,X,O,O,O,X,X,X,O,X,O,X,X,X,O,X,X,X,X,X
TJSILOZ,O,O,X,X,O,O,X,X,X,O,X,O,X,X,X,O,X,X,X,X,X
TJSIZLO,O,O,X,O,X,O,X,X,X,O,X,X,X,X,X,O,X,X,X,X,X
TJSIZOL,O,O,O,O,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
TJSIOLZ,O,O,X,X,X,O,X,X,X,O,X,X,X,X,X,O,X,X,X,X,X
TJSIOZL,O,O,X,O,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
TJSLIZO,O,O,X,O,O,O,X,X,O,O,X,O,X,X,X,O,X,X,X,X,X
TJSLIOZ,O,O,X,O,O,O,X,X,X,O,X,O,X,X,X,O,X,X,X,X,X
TJSLZIO,X,O,X,O,O,O,X,X,O,O,X,O,X,X,X,O,X,X,X,X,X
TJSLZOI,X,O,O,O,O,O,X,X,O,O,X,O,X,X,X,O,X,X,X,X,X
TJSLOIZ,X,X,X,O,O,O,X,X,X,O,X,O,X,X,X,O,X,X,X,X,X
TJSLOZI,X,X,X,O,O,O,X,X,X,O,X,O,X,X,X,O,X,X,X,X,X
TJSZILO,O,O,X,O,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
TJSZIOL,O,O,O,O,X,O,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X
TJSZLIO,O,O,X,O,O,O,X,X,X,O,X,O,X,X,X,O,X,X,X,X,X
TJSZLOI,O,O,O,O,O,X,X,X,X,O,X,O,X,X,X,O,X,X,X,X,X
TJSZOIL,O,O,O,O,X,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X
TJSZOLI,O,X,O,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
TJSOILZ,O,O,O,X,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
TJSOIZL,O,O,O,O,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
TJSOLIZ,O,O,O,X,O,O,X,X,X,O,X,O,X,X,X,O,X,X,X,X,X
TJSOLZI,X,O,O,X,O,X,X,X,X,O,X,O,X,X,X,O,X,X,X,X,X
TJSOZIL,X,O,O,O,X,O,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X
TJSOZLI,X,X,O,O,O,O,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X
TJZILSO,O,O,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
TJZILOS,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
TJZISLO,O,O,X,O,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
TJZISOL,O,O,X,O,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
TJZIOLS,X,X,O,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
TJZIOSL,O,O,O,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
TJZLISO,O,O,X,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
TJZLIOS,O,O,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
TJZLSIO,O,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TJZLSOI,O,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TJZLOIS,O,O,O,X,O,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X
TJZLOSI,O,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TJZSILO,O,O,X,O,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
TJZSIOL,O,O,X,O,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
TJZSLIO,O,O,X,O,O,O,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X
TJZSLOI,O,O,X,O,O,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X
TJZSOIL,O,O,O,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
TJZSOLI,O,X,O,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
TJZOILS,X,X,O,X,X,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X
TJZOISL,O,O,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
TJZOLIS,O,O,O,X,X,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X
TJZOLSI,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TJZOSIL,O,O,O,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
TJZOSLI,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TJOILSZ,X,X,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TJOILZS,X,X,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TJOISLZ,O,O,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TJOISZL,O,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TJOIZLS,X,X,O,X,X,O,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X
TJOIZSL,O,X,O,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
TJOLISZ,O,O,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TJOLIZS,O,X,O,X,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
TJOLSIZ,O,O,X,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TJOLSZI,X,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TJOLZIS,X,X,O,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
TJOLZSI,X,X,O,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
TJOSILZ,O,O,O,X,O,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
TJOSIZL,O,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TJOSLIZ,O,O,O,X,O,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
TJOSLZI,X,O,O,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
TJOSZIL,X,O,O,O,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
TJOSZLI,X,X,O,O,O,O,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X
TJOZILS,X,X,O,X,X,O,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X
TJOZISL,O,O,O,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
TJOZLIS,O,O,O,X,O,O,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X
TJOZLSI,O,O,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TJOZSIL,O,O,O,O,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
TJOZSLI,O,X,O,O,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
TSILJZO,O,O,X,X,O,O,O,X,O,O,X,X,X,X,X,O,X,O,X,X,X
TSILJOZ,O,O,X,X,O,O,O,X,X,X,X,X,X,X,X,O,X,O,X,X,X
TSILZJO,O,O,X,X,O,O,O,X,O,O,X,X,X,X,X,X,O,O,X,X,X
TSILZOJ,O,O,X,X,O,O,O,X,O,O,X,X,X,X,X,X,O,X,X,X,X
TSILOJZ,O,O,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,O,X,O,X
TSILOZJ,O,O,X,X,O,O,O,X,O,O,X,X,X,X,X,X,X,X,O,O,X
TSIJLZO,O,O,X,O,O,O,X,X,X,O,X,X,X,X,X,O,X,O,X,X,X
TSIJLOZ,O,O,X,X,O,O,X,X,X,O,X,X,X,X,X,O,X,O,X,X,X
TSIJZLO,O,O,X,O,X,O,X,X,X,O,X,X,X,X,X,O,O,X,X,X,X
TSIJZOL,O,O,O,O,X,O,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X
TSIJOLZ,O,O,X,X,X,O,X,X,X,O,X,X,X,X,X,O,X,X,X,X,X
TSIJOZL,O,O,X,O,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
TSIZLJO,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O,X,X,X
TSIZLOJ,O,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X,O,X,X,X,X
TSIZJLO,O,O,X,X,X,X,X,X,X,X,O,X,X,X,X,O,O,X,X,X,X
TSIZJOL,O,O,O,X,X,X,X,X,X,X,O,X,X,O,X,X,O,X,X,X,X
TSIZOLJ,O,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X,O,X,X,X,X
TSIZOJL,O,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X,O,X,X,X,X
TSIOLJZ,O,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X
TSIOLZJ,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TSIOJLZ,O,O,O,X,O,X,X,X,X,O,X,X,X,X,X,O,X,X,X,X,X
TSIOJZL,O,O,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
TSIOZLJ,O,O,X,X,X,O,X,X,O,X,X,X,X,O,X,X,O,X,X,X,X
TSIOZJL,O,O,O,X,X,O,X,X,X,X,X,X,X,O,X,X,O,X,X,X,X
TSLIJZO,O,O,X,X,O,O,O,X,O,O,X,X,X,X,X,O,X,X,X,X,X
TSLIJOZ,O,O,X,X,O,O,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X
TSLIZJO,O,O,X,X,O,O,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X
TSLIZOJ,O,O,X,X,O,O,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X
TSLIOJZ,O,O,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X
TSLIOZJ,O,O,X,X,O,O,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X
TSLJIZO,O,O,X,O,O,O,O,X,O,O,X,X,X,X,X,O,X,X,X,X,X
TSLJIOZ,O,O,X,O,O,O,O,X,X,O,X,X,X,X,X,O,X,X,X,X,X
TSLJZIO,X,O,X,O,O,O,O,X,O,O,X,X,X,X,X,O,X,X,X,X,X
TSLJZOI,X,O,O,O,O,O,O,X,O,O,X,X,X,X,X,O,X,X,X,X,X
TSLJOIZ,X,X,X,O,O,O,O,X,X,O,X,X,X,X,X,O,X,X,X,X,X
TSLJOZI,X,X,X,O,O,O,O,X,X,O,X,X,X,X,X,O,X,X,X,X,X
TSLZIJO,O,O,X,X,O,O,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X
TSLZIOJ,O,O,X,X,O,O,O,O,O,O,X,X,X,O,X,X,X,X,X,X,X
TSLZJIO,O,O,X,X,O,O,O,X,O,O,O,X,X,X,X,X,X,X,X,X,X
TSLZJOI,O,O,O,X,O,X,O,O,O,O,O,X,X,X,X,X,X,X,X,X,X
TSLZOIJ,O,O,X,X,O,O,O,O,O,O,X,X,X,O,X,X,X,X,X,X,X
TSLZOJI,O,O,X,X,O,X,O,O,O,O,X,X,O,X,X,X,X,X,X,X,X
TSLOIJZ,O,O,O,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X
TSLOIZJ,O,O,X,X,O,O,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X
TSLOJIZ,O,O,O,X,O,X,O,X,O,X,X,X,O,X,X,X,X,X,X,X,X
TSLOJZI,X,O,O,X,O,X,O,X,O,X,X,X,O,X,X,X,X,X,X,X,X
TSLOZIJ,O,O,X,X,O,O,O,X,O,O,X,X,X,O,X,X,X,X,X,X,X
TSLOZJI,X,O,X,X,O,O,O,X,O,O,X,X,O,X,X,X,X,X,X,X,X
TSJILZO,O,O,X,O,O,O,X,X,X,O,X,O,X,X,X,O,X,X,X,X,X
TSJILOZ,O,O,X,X,O,O,X,X,X,O,X,O,X,X,X,O,X,X,X,X,X
TSJIZLO,O,O,X,O,X,O,X,X,X,O,X,X,X,X,X,O,X,X,X,X,X
TSJIZOL,O,O,O,O,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
TSJIOLZ,O,O,X,X,X,O,X,X,X,O,X,X,X,X,X,O,X,X,X,X,X
TSJIOZL,O,O,X,O,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
TSJLIZO,O,O,X,O,O,O,O,X,O,O,X,O,X,X,X,O,X,X,X,X,X
TSJLIOZ,O,O,X,O,O,O,O,X,X,O,X,O,X,X,X,O,X,X,X,X,X
TSJLZIO,X,O,X,O,O,O,O,X,O,O,X,O,X,X,X,O,X,X,X,X,X
TSJLZOI,X,O,O,O,O,O,O,X,O,O,X,O,X,X,X,O,X,X,X,X,X
TSJLOIZ,X,X,X,O,O,O,O,X,X,O,X,O,X,X,X,O,X,X,X,X,X
TSJLOZI,X,X,X,O,O,O,O,X,X,O,X,O,X,X,X,O,X,X,X,X,X
TSJZILO,O,O,X,O,X,O,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X
TSJZIOL,O,O,O,O,X,O,X,X,X,O,O,X,X,O,X,X,X,X,X,X,X
TSJZLIO,O,O,X,O,O,O,X,X,X,O,O,O,X,X,X,O,X,X,X,X,X
TSJZLOI,O,O,O,O,O,X,X,X,X,O,O,O,X,X,X,O,X,X,X,X,X
TSJZOIL,O,O,O,O,X,X,X,X,X,O,O,X,X,O,X,X,X,X,X,X,X
TSJZOLI,O,X,O,O,X,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X
TSJOILZ,O,O,O,X,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
TSJOIZL,O,O,O,O,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
TSJOLIZ,O,O,O,X,O,O,O,X,X,O,X,O,X,X,X,O,X,X,X,X,X
TSJOLZI,X,O,O,X,O,X,O,X,X,O,X,O,X,X,X,O,X,X,X,X,X
TSJOZIL,X,O,O,O,X,O,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X
TSJOZLI,X,X,O,O,O,O,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X
TSZILJO,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TSZILOJ,O,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
TSZIJLO,O,O,X,X,X,X,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X
TSZIJOL,O,O,O,X,X,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X
TSZIOLJ,O,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
TSZIOJL,O,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
TSZLIJO,O,O,X,X,O,X,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X
TSZLIOJ,O,O,X,X,O,X,O,X,O,O,X,X,X,O,X,X,X,X,X,X,X
TSZLJIO,O,O,X,O,O,X,O,X,O,O,O,X,X,X,X,X,X,X,X,X,X
TSZLJOI,O,O,O,O,O,X,O,X,O,O,O,X,X,X,X,X,X,X,X,X,X
TSZLOIJ,O,O,X,X,O,X,O,X,O,O,X,X,X,O,O,X,X,X,X,X,X
TSZLOJI,O,O,X,X,O,X,O,X,O,O,X,X,O,X,X,X,X,X,X,X,X
TSZJILO,O,O,X,O,X,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X
TSZJIOL,O,O,O,O,X,X,X,X,X,O,O,X,X,O,X,X,X,X,X,X,X
TSZJLIO,O,O,X,O,O,X,X,X,X,O,O,X,X,X,X,O,X,X,X,X,X
TSZJLOI,O,O,O,O,O,X,X,X,X,O,O,X,X,X,X,O,X,X,X,X,X
TSZJOIL,O,O,O,O,X,X,X,X,X,O,O,X,X,O,X,X,X,X,X,X,X
TSZJOLI,O,X,O,O,X,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X
TSZOILJ,O,O,X,X,X,X,X,X,O,X,X,X,X,O,O,X,X,X,X,X,X
TSZOIJL,O,O,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
TSZOLIJ,O,O,X,X,X,X,O,X,O,X,X,X,X,O,O,X,X,X,X,X,X
TSZOLJI,O,O,X,X,X,X,O,X,O,X,X,X,O,X,X,X,X,X,X,X,X
TSZOJIL,O,O,O,X,X,X,X,X,X,O,O,X,X,O,X,X,X,X,X,X,X
TSZOJLI,O,X,O,X,O,X,X,X,O,O,O,X,X,X,X,X,X,X,X,X,X
TSOILJZ,O,O,O,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X
TSOILZJ,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TSOIJLZ,O,O,O,X,O,X,X,X,X,O,X,O,X,X,X,O,X,X,X,X,X
TSOIJZL,O,O,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
TSOIZLJ,O,O,X,X,X,O,X,X,O,X,X,X,X,O,O,X,X,X,X,X,X
TSOIZJL,O,O,O,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
TSOLIJZ,O,O,O,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X
TSOLIZJ,O,O,X,X,O,X,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X
TSOLJIZ,O,O,O,X,O,X,O,X,X,X,X,O,O,X,X,X,X,X,X,X,X
TSOLJZI,X,O,O,X,O,X,O,X,X,X,X,O,O,X,X,X,X,X,X,X,X
TSOLZIJ,O,O,X,X,O,X,O,O,O,X,X,X,X,O,X,X,X,X,X,X,X
TSOLZJI,X,O,X,X,O,X,O,O,O,X,X,O,O,X,X,X,X,X,X,X,X
TSOJILZ,O,O,O,X,O,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X
TSOJIZL,O,O,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
TSOJLIZ,O,O,O,X,O,X,O,X,X,O,X,O,X,X,X,O,X,X,X,X,X
TSOJLZI,X,O,O,X,O,X,O,X,X,O,X,O,X,X,X,O,X,X,X,X,X
TSOJZIL,X,O,O,X,X,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X
TSOJZLI,X,X,O,X,O,X,X,X,O,O,X,O,X,X,X,X,X,X,X,X,X
TSOZILJ,O,O,X,X,X,O,X,X,O,X,X,X,X,O,O,X,X,X,X,X,X
TSOZIJL,O,O,O,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
TSOZLIJ,O,O,X,X,X,O,O,X,O,X,X,X,X,O,O,X,X,X,X,X,X
TSOZLJI,O,O,X,X,X,X,O,X,O,X,X,O,O,X,X,X,X,X,X,X,X
TSOZJIL,O,O,O,X,X,O,X,X,X,O,O,X,X,O,X,X,X,X,X,X,X
TSOZJLI,O,X,O,X,O,X,X,X,O,O,O,O,X,X,X,X,X,X,X,X,X
TZILJSO,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TZILJOS,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TZILSJO,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TZILSOJ,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TZILOJS,X,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,O,X,X
TZILOSJ,O,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,O,O,X
TZIJLSO,O,O,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
TZIJLOS,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TZIJSLO,O,O,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
TZIJSOL,O,O,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
TZIJOLS,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TZIJOSL,O,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
TZISLJO,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O,X,X,X
TZISLOJ,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X
TZISJLO,O,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,O,X,X,X,X
