sequence,v115@zgB8HeC8GeB8FeE8DeF8BeA8AeC8Je07IvhFxcBTeB?GiBllBasBXrB,v115@zgB8HeC8GeB8FeE8DeF8BeA8AeC8Je07IvhFxcBTeB?CiBllBOsBXrB,v115@zgB8HeC8GeB8FeE8DeF8BeA8AeC8JeX8IvhF6iBTeB?+mBZnBllB0qB,v115@zgB8HeC8GeB8FeE8DeF8BeA8AeC8Je07IvhF6iBTeB?+mBZnBllBXrB,v115@zgB8HeC8GeB8FeE8DeF8BeA8AeC8Jel7IvhFGdBTeB?ZmBUiB6qBfsB,v115@zgB8HeC8GeB8FeE8DeF8BeA8AeC8Jem7IvhFRdBSjB?1lBUiBfsBzqB,v115@zgB8HeC8GeB8FeE8DeF8BeA8AeC8Je07IvhFxdBzhB?CjBllBmrBXrB,v115@zgB8HeC8GeB8FeE8DeF8BeA8AeC8JeX8IvhFxdBzhB?CjBllBmrB0qB,v115@zgB8HeC8GeB8FeE8DeF8BeA8AeC8JeT8IvhFGeB3iB?llBcrBZnB6qB,v115@zgB8HeC8GeB8FeE8DeF8BeA8AeC8Jel7IvhFGeBylB?RiBUiBfsBzqB,v115@zgB8HeC8GeB8FeE8DeF8BeA8AeC8Je5BJvhFTeBylB?cnBfrBOsBlqB,v115@zgB8HeC8GeB8FeE8DeF8BeA8AeC8Jel7IvhFGeB3iB?xlB0mBzqBasB
LOTIZSJ,O,X,X,X,O,X,X,X,X,X,O,X
LOTJISZ,O,O,O,O,O,O,O,O,X,O,X,O
LOTJIZS,O,O,O,O,X,O,O,O,X,O,X,X
LOTJSIZ,O,O,O,X,O,O,O,O,X,O,X,O
LOTJSZI,O,O,X,X,O,O,O,O,X,O,X,X
LOTJZIS,O,O,X,O,X,O,O,O,X,O,X,X
LOTJZSI,O,O,X,X,X,O,O,O,X,O,X,X
LOTSIJZ,O,X,X,X,O,O,X,X,X,O,X,O
LOTSIZJ,O,X,X,X,O,O,X,X,X,O,X,O
LOTSJIZ,O,X,O,X,O,O,X,X,X,O,X,O
LOTSJZI,O,X,X,X,O,O,X,X,X,O,X,X
LOTSZIJ,O,X,X,X,O,O,X,X,X,O,X,X
LOTSZJI,O,X,X,X,O,O,X,X,X,O,X,X
LOTZIJS,O,O,X,X,X,O,X,X,X,O,X,X
LOTZISJ,O,X,X,X,O,X,X,X,X,X,O,X
LOTZJIS,O,O,X,O,X,O,O,X,X,O,X,X
LOTZJSI,O,O,X,X,X,O,O,X,X,O,X,X
LOTZSIJ,O,X,X,X,O,O,X,X,X,O,X,X
LOTZSJI,O,X,X,X,O,O,X,X,X,O,X,X
LOITJSZ,O,X,O,O,O,O,X,X,X,O,X,O
LOITJZS,O,X,O,O,X,O,X,X,X,O,X,X
LOITSJZ,X,X,X,X,O,O,X,X,X,O,X,O
LOITSZJ,X,X,X,X,O,O,X,X,X,O,X,O
LOITZJS,O,X,X,X,X,O,X,X,X,O,X,X
LOITZSJ,O,X,X,X,O,X,X,X,X,X,O,X
LOIJTSZ,O,X,O,O,O,O,O,O,X,O,X,O
LOIJTZS,O,X,O,O,X,O,O,O,X,O,X,X
LOIJSTZ,O,X,O,O,O,X,O,O,X,O,X,O
LOIJSZT,O,X,O,X,O,X,X,O,X,O,X,O
LOIJZTS,O,X,O,O,X,X,O,O,X,O,X,X
LOIJZST,O,X,O,X,X,X,X,O,X,X,O,X
LOISTJZ,O,X,X,X,O,O,X,X,X,O,X,O
LOISTZJ,O,X,X,X,O,X,X,X,X,O,X,O
LOISJTZ,O,X,O,O,O,X,X,X,X,O,X,O
LOISJZT,O,X,O,X,O,X,X,X,X,O,X,O
LOISZTJ,O,X,X,X,O,O,X,X,X,O,O,O
LOISZJT,O,X,X,X,O,O,X,X,X,O,O,O
LOIZTJS,O,X,X,X,X,O,X,X,X,O,X,X
LOIZTSJ,X,X,X,X,O,X,X,X,X,X,O,X
LOIZJTS,O,X,O,O,X,X,X,X,X,O,X,X
LOIZJST,O,X,O,X,X,X,X,X,X,X,O,X
LOIZSTJ,X,X,X,X,O,X,X,X,X,X,O,X
LOIZSJT,O,X,X,X,O,X,X,X,X,X,O,X
LOJTISZ,O,O,O,O,O,O,O,O,X,O,X,O
LOJTIZS,O,O,O,O,X,O,O,O,X,O,X,X
LOJTSIZ,O,O,O,X,O,O,O,O,X,O,X,O
LOJTSZI,O,O,X,X,O,O,O,O,X,O,X,X
LOJTZIS,O,O,X,O,X,O,O,O,X,O,X,X
LOJTZSI,O,O,X,X,X,O,O,O,X,O,X,X
LOJITSZ,O,O,O,O,O,O,O,O,X,O,X,O
LOJITZS,O,O,O,O,X,O,O,O,X,O,X,X
LOJISTZ,O,O,O,O,O,X,O,O,X,O,X,O
LOJISZT,O,O,O,X,O,X,X,O,X,O,X,O
LOJIZTS,O,O,O,O,X,X,O,O,X,O,X,X
LOJIZST,O,O,O,X,X,X,X,O,X,X,O,X
LOJSTIZ,O,O,X,X,O,X,O,O,X,O,X,O
LOJSTZI,O,O,X,X,O,X,O,O,X,O,X,X
LOJSITZ,O,O,O,X,O,X,O,O,X,O,X,O
LOJSIZT,O,O,O,X,O,X,X,O,X,O,X,O
LOJSZTI,O,O,X,X,O,O,X,O,X,O,X,X
LOJSZIT,O,O,X,X,O,O,X,O,X,O,X,X
LOJZTIS,O,O,X,X,X,X,O,O,X,O,X,X
LOJZTSI,O,O,X,X,X,X,O,O,X,O,X,X
LOJZITS,O,O,X,X,X,X,O,O,X,O,X,X
LOJZIST,O,O,X,X,X,X,X,O,X,X,O,X
LOJZSTI,O,O,X,X,X,X,X,O,X,O,X,X
LOJZSIT,O,O,X,X,X,X,X,O,X,O,X,X
LOSTIJZ,O,O,X,X,O,O,X,X,X,O,X,O
LOSTIZJ,O,O,X,X,O,O,X,X,X,O,X,O
LOSTJIZ,O,O,X,X,O,O,X,X,X,O,X,O
LOSTJZI,O,O,X,X,O,O,X,X,X,O,X,X
LOSTZIJ,O,O,X,X,O,O,X,X,X,O,X,X
LOSTZJI,O,O,X,X,O,O,X,X,X,O,X,X
LOSITJZ,O,O,X,X,O,O,X,X,X,O,X,O
LOSITZJ,O,O,X,X,O,X,X,X,X,O,X,O
LOSIJTZ,O,X,O,O,O,X,X,X,X,O,X,O
LOSIJZT,O,O,O,X,O,X,X,X,X,O,X,O
LOSIZTJ,O,O,X,X,O,O,X,X,X,O,O,O
LOSIZJT,O,O,X,X,O,O,X,X,X,O,O,O
LOSJTIZ,O,O,X,X,O,X,X,X,X,O,X,O
LOSJTZI,O,O,X,X,O,X,X,X,X,O,X,X
LOSJITZ,O,O,X,X,O,X,X,X,X,O,X,O
LOSJIZT,O,O,X,X,O,X,X,X,X,O,X,O
LOSJZTI,O,O,X,X,O,O,X,X,X,O,X,X
LOSJZIT,O,O,X,X,O,O,X,X,X,O,X,X
LOSZTIJ,O,O,X,X,O,O,X,X,X,O,X,X
LOSZTJI,O,O,X,X,O,O,X,X,X,O,X,X
LOSZITJ,O,O,X,X,O,O,X,X,X,O,O,X
LOSZIJT,O,O,X,X,O,O,X,X,X,O,O,X
LOSZJTI,O,O,X,X,O,O,X,X,X,O,X,X
LOSZJIT,O,O,X,X,O,O,X,X,X,O,X,X
LOZTIJS,O,O,X,X,X,O,X,X,X,O,X,X
LOZTISJ,O,X,X,X,O,X,X,X,X,X,O,X
LOZTJIS,O,O,X,O,X,O,O,X,X,O,X,X
LOZTJSI,O,O,X,X,X,O,O,X,X,O,X,X
LOZTSIJ,O,X,X,X,O,O,X,X,X,O,X,X
LOZTSJI,O,X,X,X,O,O,X,X,X,O,X,X
LOZITJS,O,O,X,X,X,O,X,X,X,O,X,X
LOZITSJ,O,X,X,X,O,X,X,X,X,X,O,X
LOZIJTS,O,O,O,O,X,X,X,X,X,O,X,X
LOZIJST,O,O,O,X,X,X,X,X,X,X,O,X
LOZISTJ,O,O,X,X,O,X,X,X,X,X,O,X
LOZISJT,O,O,X,X,O,X,X,X,X,X,O,X
LOZJTIS,O,O,X,X,X,X,X,X,X,O,X,X
LOZJTSI,O,X,X,X,X,X,X,X,X,O,X,X
LOZJITS,O,O,X,X,X,X,X,X,X,O,X,X
LOZJIST,O,O,X,X,X,X,X,X,X,X,O,X
LOZJSTI,O,X,X,X,X,X,X,X,X,O,X,X
LOZJSIT,O,O,X,X,X,X,X,X,X,O,X,X
LOZSTIJ,O,O,X,X,O,O,X,X,X,O,X,X
LOZSTJI,O,O,X,X,O,O,X,X,X,O,X,X
LOZSITJ,O,O,X,X,O,O,X,X,X,O,O,X
LOZSIJT,O,O,X,X,O,O,X,X,X,O,O,X
LOZSJTI,O,O,X,X,O,O,X,X,X,O,X,X
LOZSJIT,O,O,X,X,O,O,X,X,X,O,X,X
JTILSZO,O,O,O,O,X,O,X,X,X,O,X,X
JTILSOZ,O,O,O,O,X,O,X,X,X,O,X,X
JTILZSO,X,O,O,O,X,O,X,X,X,O,X,X
JTILZOS,O,O,O,O,X,X,O,X,X,X,X,X
JTILOSZ,O,O,O,O,X,O,O,O,X,O,X,X
JTILOZS,O,O,O,O,X,X,O,O,X,X,X,X
JTISLZO,X,X,O,O,X,O,X,X,X,O,X,X
JTISLOZ,X,X,O,O,X,O,X,X,X,O,X,X
JTISZLO,X,X,O,O,O,O,X,X,X,X,X,X
JTISZOL,O,X,O,O,O,O,X,X,X,X,X,X
JTISOLZ,X,X,O,O,X,X,X,O,X,O,X,O
JTISOZL,O,X,O,O,O,X,X,X,X,X,X,O
JTIZLSO,X,O,O,O,X,X,X,X,X,X,X,X
JTIZLOS,O,O,O,O,X,X,O,X,X,X,X,X
JTIZSLO,X,O,O,O,X,X,X,X,X,X,X,X
JTIZSOL,O,O,O,O,X,X,X,X,X,X,X,X
JTIZOLS,O,O,O,O,X,X,O,X,X,X,X,X
JTIZOSL,O,O,O,O,X,X,X,X,X,X,X,X
JTIOLSZ,O,O,O,O,X,X,O,O,X,O,X,O
JTIOLZS,O,O,O,O,X,X,O,O,X,O,X,X
JTIOSLZ,X,X,O,O,X,X,X,O,X,X,X,O
JTIOSZL,O,X,O,O,O,X,X,X,X,X,X,O
JTIOZLS,O,O,O,O,X,X,O,X,X,X,X,X
JTIOZSL,O,O,O,O,X,X,X,X,X,X,X,O
JTLISZO,O,O,O,O,O,O,X,X,X,O,X,X
JTLISOZ,O,O,O,O,O,O,X,X,X,O,X,X
JTLIZSO,O,O,O,O,X,O,X,X,X,O,X,X
JTLIZOS,O,O,O,O,X,X,O,X,X,X,X,X
JTLIOSZ,O,O,O,O,O,O,O,O,X,O,X,X
JTLIOZS,O,O,O,O,X,X,O,O,X,X,X,X
JTLSIZO,O,O,O,X,O,O,X,X,X,O,X,X
JTLSIOZ,O,O,O,X,O,O,X,X,X,O,X,X
JTLSZIO,O,O,X,X,O,O,X,X,X,O,X,X
JTLSZOI,O,O,X,X,O,O,O,X,X,X,X,X
JTLSOIZ,O,O,O,X,O,O,O,O,X,O,X,X
JTLSOZI,O,O,X,X,O,O,O,O,X,X,X,X
JTLZISO,O,O,X,O,X,O,X,X,X,O,X,X
JTLZIOS,O,O,X,O,X,X,O,X,X,X,X,X
JTLZSIO,O,O,X,X,X,O,X,X,X,O,X,X
JTLZSOI,O,O,X,X,X,O,O,X,X,X,X,X
JTLZOIS,O,O,X,O,X,X,O,O,X,X,X,X
JTLZOSI,O,O,X,X,X,X,O,O,X,X,X,X
JTLOISZ,O,O,O,O,O,O,O,O,X,O,X,O
JTLOIZS,O,O,O,O,X,X,O,O,X,O,X,X
JTLOSIZ,O,O,O,X,O,O,O,O,X,O,X,O
JTLOSZI,O,O,X,X,O,O,O,O,X,O,X,X
JTLOZIS,O,O,X,O,X,X,O,O,X,O,X,X
JTLOZSI,O,O,X,X,X,X,O,O,X,O,X,X
JTSILZO,O,O,O,O,X,O,X,X,X,O,X,X
JTSILOZ,O,O,O,O,X,O,X,X,X,O,X,X
JTSIZLO,O,O,O,O,O,O,X,X,X,X,X,X
JTSIZOL,O,O,O,O,O,O,X,X,X,X,X,X
JTSIOLZ,O,O,O,O,X,X,X,O,X,O,X,O
JTSIOZL,O,O,O,O,O,X,X,X,X,X,X,O
JTSLIZO,O,O,O,X,X,O,X,X,X,O,X,X
JTSLIOZ,O,O,O,X,X,O,X,X,X,O,X,X
JTSLZIO,O,O,X,X,X,O,X,X,X,O,X,X
JTSLZOI,O,O,X,X,X,O,O,X,X,X,X,X
JTSLOIZ,O,O,O,X,X,O,O,O,X,O,X,X
JTSLOZI,O,O,X,X,X,O,O,O,X,X,X,X
JTSZILO,O,O,O,O,X,O,X,X,O,X,X,X
JTSZIOL,O,O,O,O,O,O,X,X,O,X,X,X
JTSZLIO,O,O,X,X,X,O,X,X,O,X,X,X
JTSZLOI,O,O,X,X,O,O,O,X,O,X,X,X
JTSZOIL,O,O,O,O,O,O,X,X,O,X,X,X
JTSZOLI,O,O,X,X,O,O,O,O,O,X,X,X
JTSOILZ,O,O,O,O,X,X,X,O,X,O,X,O
JTSOIZL,O,O,O,O,O,X,X,X,X,X,X,O
JTSOLIZ,O,O,O,X,X,O,O,O,X,O,X,O
JTSOLZI,O,O,X,X,X,O,O,O,X,O,X,X
JTSOZIL,O,O,O,O,O,O,X,X,X,X,X,O
JTSOZLI,O,O,X,X,O,O,O,O,X,X,X,X
JTZILSO,X,O,O,O,X,X,X,X,X,X,X,X
JTZILOS,O,O,O,O,X,X,O,X,X,X,X,X
JTZISLO,X,O,O,O,X,X,X,X,O,X,X,X
JTZISOL,O,O,O,O,X,X,X,X,O,X,X,X
JTZIOLS,O,O,O,O,X,X,O,X,X,X,X,X
JTZIOSL,O,O,O,O,X,X,X,X,X,X,X,X
JTZLISO,O,O,X,O,X,O,X,X,X,O,X,X
JTZLIOS,O,O,X,O,X,X,O,X,X,X,X,X
JTZLSIO,O,O,X,X,X,O,X,X,O,O,X,X
JTZLSOI,O,O,X,X,X,O,O,X,O,X,X,X
JTZLOIS,O,O,X,O,X,X,O,O,X,X,X,X
JTZLOSI,O,O,X,X,X,X,O,O,X,X,X,X
JTZSILO,X,O,O,O,X,O,X,X,O,X,X,X
JTZSIOL,O,O,O,O,X,O,X,X,O,X,X,X
JTZSLIO,X,O,X,X,X,O,X,X,O,X,X,X
JTZSLOI,X,O,X,X,X,O,O,X,O,X,X,X
JTZSOIL,O,O,O,O,X,O,X,X,O,X,X,X
JTZSOLI,O,O,X,X,X,O,O,O,O,X,X,X
JTZOILS,O,O,O,O,X,X,O,X,X,X,X,X
JTZOISL,O,O,O,O,X,X,X,X,X,X,X,O
JTZOLIS,O,O,X,O,X,X,O,O,X,O,X,X
JTZOLSI,O,O,X,X,X,X,O,O,X,O,X,X
JTZOSIL,O,O,O,O,X,X,X,X,O,X,X,O
JTZOSLI,O,O,X,X,X,X,O,O,O,X,X,X
JTOILSZ,O,O,O,O,X,X,O,O,X,O,X,O
JTOILZS,O,O,O,O,X,X,O,O,X,O,X,X
JTOISLZ,X,X,O,O,X,X,X,O,X,X,X,O
JTOISZL,O,X,O,O,O,X,X,X,X,X,X,O
JTOIZLS,O,O,O,O,X,X,O,X,X,X,X,X
JTOIZSL,O,O,O,O,X,X,X,X,X,X,X,O
JTOLISZ,O,O,O,O,O,O,O,O,X,O,X,O
JTOLIZS,O,O,O,O,X,X,O,O,X,O,X,X
JTOLSIZ,O,O,O,X,O,O,O,O,X,O,X,O
JTOLSZI,O,O,X,X,O,O,O,O,X,O,X,X
JTOLZIS,O,O,X,O,X,X,O,O,X,O,X,X
JTOLZSI,O,O,X,X,X,X,O,O,X,O,X,X
JTOSILZ,O,O,O,O,X,X,X,O,X,O,X,O
JTOSIZL,O,O,O,O,O,X,X,X,X,X,X,O
JTOSLIZ,O,O,O,X,X,O,O,O,X,O,X,O
JTOSLZI,O,O,X,X,X,O,O,O,X,O,X,X
JTOSZIL,O,O,O,O,O,O,X,X,X,X,X,O
JTOSZLI,O,O,X,X,O,O,O,O,X,X,X,X
JTOZILS,O,O,O,O,X,X,O,X,X,X,X,X
JTOZISL,O,O,O,O,X,X,X,X,X,X,X,O
JTOZLIS,O,O,X,O,X,X,O,O,X,O,X,X
JTOZLSI,O,O,X,X,X,X,O,O,X,O,X,X
JTOZSIL,O,O,O,O,X,X,X,X,X,X,X,O
JTOZSLI,O,O,X,X,X,X,O,O,X,X,X,X
JITLSZO,O,O,O,O,X,O,X,X,X,O,X,X
JITLSOZ,O,O,O,O,X,O,X,X,X,O,X,X
JITLZSO,X,O,O,O,X,O,X,X,X,O,X,X
JITLZOS,O,O,O,O,X,X,O,X,X,X,X,X
JITLOSZ,O,O,O,O,X,O,O,O,X,O,X,X
JITLOZS,O,O,O,O,X,X,O,O,X,X,X,X
JITSLZO,X,X,O,O,X,O,X,X,X,O,X,X
JITSLOZ,X,X,O,O,X,O,X,X,X,O,X,X
JITSZLO,X,X,O,O,O,O,X,X,X,X,X,X
JITSZOL,O,X,O,O,O,O,X,X,X,X,X,X
JITSOLZ,X,X,O,O,X,X,X,O,X,O,X,O
JITSOZL,O,X,O,O,O,X,X,X,X,X,X,O
JITZLSO,X,O,O,O,X,X,X,X,X,X,X,X
JITZLOS,O,O,O,O,X,X,O,X,X,X,X,X
JITZSLO,X,O,O,O,X,X,X,X,X,X,X,X
JITZSOL,O,O,O,O,X,X,X,X,X,X,X,X
JITZOLS,O,O,O,O,X,X,O,X,X,X,X,X
JITZOSL,O,O,O,O,X,X,X,X,X,X,X,X
JITOLSZ,O,O,O,O,X,X,O,O,X,O,X,O
JITOLZS,O,O,O,O,X,X,O,O,X,O,X,X
JITOSLZ,X,X,O,O,X,X,X,O,X,X,X,O
JITOSZL,O,X,O,O,O,X,X,X,X,X,X,O
JITOZLS,O,O,O,O,X,X,O,X,X,X,X,X
JITOZSL,O,O,O,O,X,X,X,X,X,X,X,O
JILTSZO,O,O,O,O,X,O,X,X,X,O,X,X
JILTSOZ,O,O,O,O,X,O,X,X,X,O,X,X
JILTZSO,O,O,O,O,X,O,X,X,X,O,X,X
JILTZOS,O,O,O,O,X,X,O,X,X,X,X,X
JILTOSZ,O,O,O,O,X,O,O,O,X,O,X,X
JILTOZS,O,O,O,O,X,X,O,O,X,X,X,X
JILSTZO,O,O,O,O,X,O,X,X,X,O,X,X
JILSTOZ,O,O,O,O,X,O,X,X,X,O,X,X
JILSZTO,O,O,X,X,X,X,X,X,X,O,X,X
JILSZOT,O,O,O,X,X,X,X,X,X,X,X,X
JILSOTZ,O,O,O,O,X,X,O,O,X,O,X,O
JILSOZT,O,O,O,X,X,X,X,O,X,O,X,O
JILZTSO,X,X,O,O,X,O,X,X,X,O,X,X
JILZTOS,O,O,O,O,X,X,X,X,X,X,X,X
JILZSTO,O,O,X,X,X,X,X,X,X,X,O,X
JILZSOT,O,O,O,X,X,X,X,X,X,X,O,X
JILZOTS,O,O,O,O,X,X,O,O,X,X,X,X
JILZOST,O,O,O,X,X,X,X,O,X,X,O,X
JILOTSZ,O,O,O,O,X,O,O,O,X,O,X,X
JILOTZS,O,O,O,O,X,X,O,O,X,O,X,X
JILOSTZ,O,O,O,O,X,X,O,O,X,O,X,X
JILOSZT,O,O,O,X,X,X,X,O,X,X,X,X
JILOZTS,O,O,O,O,X,X,O,O,X,O,X,X
JILOZST,O,O,O,X,X,X,X,O,X,X,O,X
JISTLZO,O,O,O,O,X,X,X,X,X,O,X,X
JISTLOZ,O,O,O,O,X,X,X,X,X,O,X,X
JISTZLO,O,O,O,O,O,X,X,X,X,X,X,X
JISTZOL,O,O,O,O,O,X,X,X,X,X,X,X
JISTOLZ,O,O,O,O,X,X,X,X,X,O,X,O
JISTOZL,O,O,O,O,O,X,X,X,X,X,X,O
JISLTZO,O,O,O,O,X,X,X,X,X,O,X,X
JISLTOZ,O,O,O,O,X,X,X,X,X,O,X,X
JISLZTO,O,O,X,X,X,X,X,X,X,O,X,X
JISLZOT,O,O,O,X,X,X,X,X,X,X,X,X
JISLOTZ,O,O,O,O,X,X,X,X,X,O,X,O
JISLOZT,O,O,O,X,X,X,X,X,X,O,X,O
JISZTLO,X,O,X,X,O,X,X,X,O,X,X,X
JISZTOL,O,O,X,X,O,X,X,X,O,X,X,X
JISZLTO,X,O,X,X,O,X,X,X,X,O,X,X
JISZLOT,O,O,O,X,O,X,X,X,X,X,X,X
JISZOTL,O,O,X,X,O,X,X,X,X,X,X,O
JISZOLT,O,O,O,X,O,X,X,X,X,O,X,O
JISOTLZ,O,O,O,O,X,X,X,X,X,O,X,O
JISOTZL,O,O,O,O,O,X,X,X,X,X,X,O
JISOLTZ,O,O,O,O,X,X,X,X,X,O,X,O
JISOLZT,O,O,O,X,X,X,X,X,X,O,X,O
JISOZTL,O,O,X,X,O,X,X,X,X,X,X,O
JISOZLT,O,O,O,X,O,X,X,X,X,O,X,O
JIZTLSO,X,X,O,O,X,X,X,X,X,X,X,X
JIZTLOS,X,O,O,O,X,X,X,X,X,X,X,X
JIZTSLO,X,X,O,O,X,X,X,X,O,X,X,X
JIZTSOL,X,X,O,O,X,X,X,X,O,X,X,X
JIZTOLS,O,O,O,O,X,X,X,X,X,X,X,X
JIZTOSL,O,X,O,O,X,X,X,X,X,X,X,X
JIZLTSO,X,X,O,O,X,X,X,X,X,O,X,X
JIZLTOS,O,O,O,O,X,X,X,X,X,X,X,X
JIZLSTO,O,X,X,X,X,X,X,X,X,X,O,X
JIZLSOT,O,O,O,X,X,X,X,X,X,X,O,X
JIZLOTS,O,O,O,O,X,X,X,X,X,X,X,X
JIZLOST,O,O,O,X,X,X,X,X,X,X,O,X
JIZSTLO,X,X,X,X,X,X,X,X,O,X,X,X
JIZSTOL,O,X,X,X,X,X,X,X,O,X,X,X
JIZSLTO,X,X,X,X,X,X,X,X,X,O,X,X
JIZSLOT,O,O,O,X,X,X,X,X,X,X,X,X
JIZSOTL,O,X,X,X,X,X,X,X,X,X,X,O
JIZSOLT,O,O,O,X,X,X,X,X,X,O,X,O
JIZOTLS,O,O,O,O,X,X,X,X,X,X,X,X
JIZOTSL,O,X,O,O,X,X,X,X,X,X,X,X
JIZOLTS,O,O,O,O,X,X,X,X,X,O,X,X
JIZOLST,O,O,O,X,X,X,X,X,X,X,O,X
JIZOSTL,O,X,X,X,X,X,X,X,X,X,X,X
JIZOSLT,O,O,O,X,X,X,X,X,X,X,X,X
JIOTLSZ,O,O,O,O,X,X,O,O,X,O,X,O
JIOTLZS,O,O,O,O,X,X,O,O,X,O,X,X
JIOTSLZ,X,X,O,O,X,X,X,O,X,X,X,O
JIOTSZL,O,X,O,O,O,X,X,X,X,X,X,O
JIOTZLS,O,O,O,O,X,X,O,X,X,X,X,X
JIOTZSL,O,O,O,O,X,X,X,X,X,X,X,O
JIOLTSZ,O,O,O,O,X,X,O,O,X,O,X,O
JIOLTZS,O,O,O,O,X,X,O,O,X,O,X,X
JIOLSTZ,O,O,O,O,X,X,O,O,X,O,X,O
JIOLSZT,O,O,O,X,X,X,X,O,X,O,X,O
JIOLZTS,O,O,O,O,X,X,O,O,X,O,X,X
JIOLZST,O,O,O,X,X,X,X,O,X,X,O,X
JIOSTLZ,O,O,O,O,X,X,X,X,X,O,X,O
JIOSTZL,O,O,O,O,O,X,X,X,X,X,X,O
JIOSLTZ,O,O,O,O,X,X,X,O,X,O,X,O
JIOSLZT,O,O,O,X,X,X,X,O,X,O,X,O
JIOSZTL,O,O,X,X,O,X,X,X,X,X,X,O
JIOSZLT,O,O,O,X,O,X,X,X,X,O,X,O
JIOZTLS,O,O,O,O,X,X,X,X,X,X,X,X
JIOZTSL,O,X,O,O,X,X,X,X,X,X,X,O
JIOZLTS,O,O,O,O,X,X,X,X,X,O,X,X
JIOZLST,O,O,O,X,X,X,X,X,X,X,O,X
JIOZSTL,O,X,X,X,X,X,X,X,X,X,X,O
JIOZSLT,O,O,O,X,X,X,X,X,X,X,X,O
JLTISZO,O,O,O,O,O,O,X,X,X,O,X,X
JLTISOZ,O,O,O,O,O,O,X,X,X,O,X,X
JLTIZSO,O,O,O,O,X,O,X,X,X,O,X,X
JLTIZOS,O,O,O,O,X,X,O,X,X,X,X,X
JLTIOSZ,O,O,O,O,O,O,O,O,X,O,X,X
JLTIOZS,O,O,O,O,X,X,O,O,X,X,X,X
JLTSIZO,O,O,O,X,O,O,X,X,X,O,X,X
JLTSIOZ,O,O,O,X,O,O,X,X,X,O,X,X
JLTSZIO,O,O,X,X,O,O,X,X,X,O,X,X
JLTSZOI,O,O,X,X,O,O,O,X,X,X,X,X
JLTSOIZ,O,O,O,X,O,O,O,O,X,O,X,X
JLTSOZI,O,O,X,X,O,O,O,O,X,X,X,X
JLTZISO,O,O,X,O,X,O,X,X,X,O,X,X
JLTZIOS,O,O,X,O,X,X,O,X,X,X,X,X
JLTZSIO,O,O,X,X,X,O,X,X,X,O,X,X
JLTZSOI,O,O,X,X,X,O,O,X,X,X,X,X
JLTZOIS,O,O,X,O,X,X,O,O,X,X,X,X
JLTZOSI,O,O,X,X,X,X,O,O,X,X,X,X
JLTOISZ,O,O,O,O,O,O,O,O,X,O,X,O
JLTOIZS,O,O,O,O,X,X,O,O,X,O,X,X
JLTOSIZ,O,O,O,X,O,O,O,O,X,O,X,O
JLTOSZI,O,O,X,X,O,O,O,O,X,O,X,X
JLTOZIS,O,O,X,O,X,X,O,O,X,O,X,X
JLTOZSI,O,O,X,X,X,X,O,O,X,O,X,X
JLITSZO,O,O,O,O,O,O,X,X,X,O,X,X
JLITSOZ,O,O,O,O,O,O,X,X,X,O,X,X
JLITZSO,O,O,O,O,X,O,X,X,X,O,X,X
JLITZOS,O,O,O,O,X,X,O,X,X,X,X,X
JLITOSZ,O,O,O,O,O,O,O,O,X,O,X,X
JLITOZS,O,O,O,O,X,X,O,O,X,X,X,X
JLISTZO,O,O,O,O,O,O,X,X,X,O,X,X
JLISTOZ,O,O,O,O,O,O,X,X,X,O,X,X
JLISZTO,O,O,X,X,O,X,X,X,X,O,X,X
JLISZOT,O,O,O,X,O,X,X,X,X,X,X,X
JLISOTZ,O,O,O,O,O,X,O,O,X,O,X,O
JLISOZT,O,O,O,X,O,X,X,O,X,O,X,O
JLIZTSO,X,X,O,O,X,O,X,X,X,O,X,X
JLIZTOS,O,O,O,O,X,X,X,X,X,X,X,X
JLIZSTO,O,O,X,X,X,X,X,X,X,X,O,X
JLIZSOT,O,O,O,X,X,X,X,X,X,X,O,X
JLIZOTS,O,O,O,O,X,X,O,O,X,X,X,X
JLIZOST,O,O,O,X,X,X,X,O,X,X,O,X
JLIOTSZ,O,O,O,O,O,O,O,O,X,O,X,X
JLIOTZS,O,O,O,O,X,O,O,O,X,O,X,X
JLIOSTZ,O,O,O,O,O,X,O,O,X,O,X,X
JLIOSZT,O,O,O,X,O,X,X,O,X,X,X,X
JLIOZTS,O,O,O,O,X,X,O,O,X,O,X,X
JLIOZST,O,O,O,X,X,X,X,O,X,X,O,X
JLSTIZO,O,O,X,X,O,O,X,X,X,O,X,X
JLSTIOZ,O,O,X,X,O,O,X,X,X,O,X,X
JLSTZIO,O,O,X,X,O,O,X,X,X,O,X,X
JLSTZOI,O,O,X,X,O,O,O,X,X,X,X,X
JLSTOIZ,O,O,X,X,O,O,O,O,X,O,X,X
JLSTOZI,O,O,X,X,O,O,O,O,X,X,X,X
JLSITZO,O,O,X,X,O,O,X,X,X,O,X,X
JLSITOZ,O,O,O,X,O,O,X,X,X,O,X,X
JLSIZTO,O,O,X,X,O,X,X,X,X,O,X,X
JLSIZOT,O,O,O,X,O,X,X,X,X,X,X,X
JLSIOTZ,O,O,O,X,O,X,O,O,X,O,X,O
JLSIOZT,O,O,O,X,O,X,X,O,X,O,X,O
JLSZTIO,O,O,X,X,O,O,X,X,O,O,X,X
JLSZTOI,O,O,X,X,O,O,X,X,O,X,X,X
