sequence,v115@zgB8HeB8HeD8FeC8EeH8AeC8Je2AJvhFRcBCeBUiBT?jBXmBFsB,v115@zgB8HeB8HeD8FeC8EeH8AeC8Jei7IvhFzdB+jBRhBU?iBXmBFsB,v115@zgB8HeB8HeD8FeC8EeH8AeC8JeT7IvhFxcB6jBemBF?iB8nBfsB,v115@zgB8HeB8HeD8FeC8EeH8AeC8JeT7IvhF/hBGdB6jBZ?nB8sBVwB,v115@zgB8HeB8HeD8FeC8EeH8AeC8Je2AJvhFTdB6jB8nBR?rBfsBFrB,v115@zgB8HeB8HeD8FeC8EeH8AeC8Jex8IvhFXeBmgBzhBS?oB0lBFsB,v115@zgB8HeB8HeD8FeC8EeH8AeC8JeyAJvhFGdBTeB3hBx?nB0lBFsB,v115@zgB8HeB8HeD8FeC8EeH8AeC8Jex7IvhFXdB6jB2mBz?iB0lBFsB,v115@zgB8HeB8HeD8FeC8EeH8AeC8JeT7IvhFxcB8iB+jBy?mBXmBFsB,v115@zgB8HeB8HeD8FeC8EeH8AeC8Jei7IvhFFdBTeBXmBx?nBGmBcsB,v115@zgB8HeB8HeD8FeC8EeH8AeC8JeT7IvhFUeBxhBmhBS?oBXmBFsB,v115@zgB8HeB8HeD8FeC8EeH8AeC8JeOCJvhFXeBxgBSoBT?hB0lBFsB,v115@zgB8HeB8HeD8FeC8EeH8AeC8Jei9IvhF+jBxgB3iBT?hB0lBFsB
LZTIJOS,X,O,X,O,X,X,X,X,X,X,X,X,X
LZTISJO,X,X,X,O,O,X,X,X,X,X,X,O,X
LZTISOJ,X,X,X,O,O,X,X,X,X,X,X,X,X
LZTIOJS,X,X,X,O,X,X,X,X,X,X,X,X,X
LZTIOSJ,X,X,X,O,X,X,X,X,X,X,X,X,X
LZTJISO,X,X,X,O,O,X,X,O,X,X,X,O,X
LZTJIOS,X,O,O,O,X,X,X,X,X,X,X,X,X
LZTJSIO,X,X,O,O,X,X,X,O,X,X,X,O,X
LZTJSOI,X,X,O,O,X,O,X,X,X,X,X,X,X
LZTJOIS,X,O,O,O,X,O,X,X,X,X,X,X,X
LZTJOSI,X,X,O,O,X,O,X,X,X,X,X,X,X
LZTSIJO,X,X,X,O,X,X,O,X,X,X,X,O,X
LZTSIOJ,X,X,X,O,X,X,O,X,X,X,X,X,X
LZTSJIO,X,X,O,O,X,X,O,X,X,X,X,O,X
LZTSJOI,X,X,O,O,X,O,X,X,X,X,X,X,X
LZTSOIJ,X,X,X,O,X,O,X,X,X,X,X,X,X
LZTSOJI,X,X,O,O,X,O,X,X,X,X,X,X,X
LZTOIJS,X,X,X,O,X,O,X,X,X,X,X,X,X
LZTOISJ,X,X,X,O,X,O,X,X,X,X,X,X,X
LZTOJIS,X,X,O,O,X,O,X,O,X,X,X,X,X
LZTOJSI,X,X,O,O,X,O,X,O,X,X,X,X,X
LZTOSIJ,X,X,X,O,X,O,X,O,X,X,X,X,X
LZTOSJI,X,X,O,O,X,O,X,O,X,X,X,X,X
LZITJSO,X,X,X,O,O,X,X,X,X,X,X,X,X
LZITJOS,X,O,X,O,X,X,X,X,X,X,X,X,X
LZITSJO,X,X,X,O,O,X,X,X,X,X,X,X,X
LZITSOJ,X,X,X,O,O,X,X,X,X,X,X,X,X
LZITOJS,X,X,X,O,X,X,X,X,X,X,X,X,X
LZITOSJ,X,X,X,O,X,X,X,X,X,X,X,X,X
LZIJTSO,X,X,X,O,O,X,X,X,X,X,X,X,X
LZIJTOS,X,X,O,O,X,X,X,X,X,X,X,X,X
LZIJSTO,X,X,O,X,O,X,X,X,X,X,X,X,X
LZIJSOT,X,X,O,X,O,X,X,X,X,X,X,X,X
LZIJOTS,X,O,O,O,X,X,X,X,X,X,X,X,X
LZIJOST,X,O,O,X,O,X,X,X,X,X,X,X,X
LZISTJO,X,X,X,O,O,X,X,X,X,O,X,X,X
LZISTOJ,X,X,X,O,O,X,X,X,X,O,X,X,X
LZISJTO,X,X,O,X,O,X,X,X,X,O,X,O,X
LZISJOT,X,O,O,X,O,X,X,X,X,O,X,X,X
LZISOTJ,X,X,X,O,O,X,X,X,X,O,X,X,X
LZISOJT,X,X,O,X,O,X,X,X,X,O,X,X,X
LZIOTJS,X,X,X,O,X,X,X,X,X,X,X,X,X
LZIOTSJ,X,X,X,O,X,X,X,X,X,X,X,X,X
LZIOJTS,X,X,O,O,X,X,X,X,X,X,X,X,X
LZIOJST,X,X,O,X,O,X,X,X,X,X,X,X,X
LZIOSTJ,X,X,X,O,O,X,X,X,X,O,X,X,X
LZIOSJT,X,X,O,X,O,X,X,X,X,O,X,X,X
LZJTISO,X,X,X,O,O,X,X,X,X,X,X,X,X
LZJTIOS,X,O,O,O,X,X,X,X,X,X,X,X,X
LZJTSIO,X,X,O,O,X,X,X,X,X,X,X,X,X
LZJTSOI,X,X,O,O,X,O,X,X,X,X,X,X,X
LZJTOIS,X,O,O,O,X,O,X,X,X,X,X,X,X
LZJTOSI,X,X,O,O,X,O,X,X,X,X,X,X,X
LZJITSO,X,X,X,O,O,X,X,X,X,X,X,X,X
LZJITOS,X,X,O,O,X,X,X,X,X,X,X,X,X
LZJISTO,X,X,O,X,O,X,X,X,X,X,X,X,X
LZJISOT,X,X,O,X,O,X,X,X,X,X,X,X,X
LZJIOTS,X,O,O,O,X,X,X,X,X,X,X,X,X
LZJIOST,X,O,O,X,O,X,X,X,X,X,X,X,X
LZJSTIO,X,O,O,X,X,X,X,X,X,X,X,X,X
LZJSTOI,X,O,O,X,X,O,X,X,X,X,X,X,X
LZJSITO,X,X,O,X,O,X,X,X,X,X,X,X,X
LZJSIOT,X,O,O,X,O,X,X,X,X,X,X,X,X
LZJSOTI,X,X,O,X,X,X,X,X,X,X,X,X,X
LZJSOIT,X,O,O,X,X,X,X,X,X,X,X,X,X
LZJOTIS,X,O,O,O,X,X,X,X,X,X,X,X,X
LZJOTSI,X,X,O,O,X,X,X,X,X,X,X,X,X
LZJOITS,X,O,O,O,X,X,X,X,X,X,X,X,X
LZJOIST,X,O,O,X,O,X,X,X,X,X,X,X,X
LZJOSTI,X,X,O,X,X,X,X,X,X,X,X,X,X
LZJOSIT,X,O,O,X,X,X,X,X,X,X,X,X,X
LZSTIJO,X,O,X,O,X,X,X,X,X,X,X,O,X
LZSTIOJ,X,X,X,O,X,X,X,X,X,X,X,X,X
LZSTJIO,X,O,O,O,X,X,X,X,X,X,X,O,X
LZSTJOI,X,O,O,O,X,O,X,X,X,X,X,X,X
LZSTOIJ,X,X,X,O,X,O,X,X,X,X,X,X,X
LZSTOJI,X,X,O,O,X,O,X,X,X,X,X,X,X
LZSITJO,X,X,X,O,O,X,X,X,X,O,X,X,X
LZSITOJ,X,X,X,O,O,X,X,X,X,O,X,X,X
LZSIJTO,X,X,O,X,O,X,X,X,X,O,X,O,X
LZSIJOT,X,O,O,X,O,X,X,X,X,O,X,X,X
LZSIOTJ,X,X,X,O,O,X,X,X,X,O,X,X,X
LZSIOJT,X,X,O,X,O,X,X,X,X,O,X,X,X
LZSJTIO,X,O,O,X,X,X,X,X,X,X,X,O,X
LZSJTOI,X,O,O,X,X,O,X,X,X,X,X,X,X
LZSJITO,X,X,O,X,O,X,X,X,X,X,X,O,X
LZSJIOT,X,O,O,X,O,X,X,X,X,X,X,X,X
LZSJOTI,X,X,O,X,X,X,X,X,X,X,X,X,X
LZSJOIT,X,O,O,X,X,X,X,X,X,X,X,X,X
LZSOTIJ,X,X,X,O,X,X,X,X,X,X,X,X,X
LZSOTJI,X,X,O,O,X,X,X,X,X,X,X,X,X
LZSOITJ,X,X,X,O,X,X,X,X,X,X,X,X,X
LZSOIJT,X,X,O,X,X,X,X,X,X,X,X,X,X
LZSOJTI,X,X,O,X,X,X,X,X,X,X,X,X,X
LZSOJIT,X,X,O,X,X,X,X,X,X,X,X,X,X
LZOTIJS,X,X,X,O,X,X,X,X,X,X,X,X,X
LZOTISJ,X,X,X,O,X,X,X,X,X,X,X,X,X
LZOTJIS,X,X,O,O,X,X,X,O,X,X,X,X,X
LZOTJSI,X,X,O,O,X,X,X,O,X,X,X,X,X
LZOTSIJ,X,X,X,O,X,X,X,O,X,X,X,X,X
LZOTSJI,X,X,O,O,X,X,X,O,X,X,X,X,X
LZOITJS,X,X,X,O,X,X,X,X,X,X,X,X,X
LZOITSJ,X,X,X,O,X,X,X,X,X,X,X,X,X
LZOIJTS,X,X,O,O,X,X,X,X,X,X,X,X,X
LZOIJST,X,X,O,X,O,X,X,X,X,X,X,X,X
LZOISTJ,X,X,X,O,O,X,X,X,X,X,X,X,X
LZOISJT,X,X,O,X,O,X,X,X,X,X,X,X,X
LZOJTIS,X,X,O,O,X,X,X,X,X,X,X,X,X
LZOJTSI,X,X,O,O,X,X,X,X,X,X,X,X,X
LZOJITS,X,X,O,O,X,X,X,X,X,X,X,X,X
LZOJIST,X,X,O,X,O,X,X,X,X,X,X,X,X
LZOJSTI,X,X,O,X,X,X,X,X,X,X,X,X,X
LZOJSIT,X,X,O,X,X,X,X,X,X,X,X,X,X
LZOSTIJ,X,X,X,O,X,X,X,X,X,X,X,X,X
LZOSTJI,X,X,O,O,X,X,X,X,X,X,X,X,X
LZOSITJ,X,X,X,O,X,X,X,X,X,X,X,X,X
LZOSIJT,X,X,O,X,X,X,X,X,X,X,X,X,X
LZOSJTI,X,X,O,X,X,X,X,X,X,X,X,X,X
LZOSJIT,X,X,O,X,X,X,X,X,X,X,X,X,X
LOTIJSZ,O,O,X,X,X,O,X,O,X,X,X,O,X
LOTIJZS,O,O,X,X,X,O,X,O,O,X,X,X,X
LOTISJZ,O,X,X,X,X,O,X,O,X,X,X,O,X
LOTISZJ,X,X,X,O,X,O,X,O,X,X,X,X,X
LOTIZJS,O,X,X,O,X,O,X,X,X,X,X,X,X
LOTIZSJ,O,X,X,O,X,O,X,X,X,X,X,X,X
LOTJISZ,O,O,O,X,X,O,X,O,X,X,X,O,X
LOTJIZS,O,O,O,X,X,O,X,O,O,X,X,X,X
LOTJSIZ,O,O,O,X,X,O,X,O,X,X,X,O,X
LOTJSZI,O,X,O,O,X,O,X,O,O,X,X,X,X
LOTJZIS,O,O,O,O,X,O,X,O,O,X,X,X,X
LOTJZSI,O,X,O,O,X,O,X,O,O,X,X,X,X
LOTSIJZ,O,X,X,X,X,O,O,O,X,X,X,O,X
LOTSIZJ,X,X,X,O,X,O,O,O,X,X,X,X,X
LOTSJIZ,O,X,O,X,X,O,O,O,X,X,X,O,X
LOTSJZI,O,X,O,O,X,O,X,O,O,X,X,X,X
LOTSZIJ,O,X,X,O,X,O,X,O,X,X,X,X,X
LOTSZJI,O,X,O,O,X,O,X,O,X,X,X,X,X
LOTZIJS,O,X,X,O,X,O,X,X,X,X,X,X,X
LOTZISJ,O,X,X,O,X,O,X,X,X,X,X,X,X
LOTZJIS,O,X,O,O,X,O,X,O,O,X,X,X,X
LOTZJSI,O,X,O,O,X,O,X,O,O,X,X,X,X
LOTZSIJ,O,X,X,O,X,O,X,O,X,X,X,X,X
LOTZSJI,O,X,O,O,X,O,X,O,X,X,X,X,X
LOITJSZ,O,O,X,X,X,X,X,O,X,X,X,X,X
LOITJZS,O,O,X,X,X,X,X,O,X,X,X,X,X
LOITSJZ,O,X,X,X,X,X,X,O,X,O,X,X,X
LOITSZJ,X,X,X,O,X,X,X,O,X,O,X,X,X
LOITZJS,O,X,X,O,X,X,X,X,X,X,X,X,X
LOITZSJ,O,X,X,O,X,X,X,X,X,X,X,X,X
LOIJTSZ,O,O,O,X,X,X,X,X,X,X,X,X,X
LOIJTZS,O,O,O,X,X,X,X,X,X,X,X,X,X
LOIJSTZ,O,O,O,X,X,X,X,X,X,O,X,X,X
LOIJSZT,O,O,O,X,X,X,X,X,X,O,X,X,X
LOIJZTS,O,O,O,X,X,X,X,X,X,X,X,X,X
LOIJZST,O,O,O,X,O,X,X,X,X,X,X,X,X
LOISTJZ,X,X,X,X,X,X,X,X,X,O,X,X,X
LOISTZJ,X,X,X,X,X,X,X,X,X,O,X,X,X
LOISJTZ,O,O,O,X,X,X,X,X,X,O,X,O,X
LOISJZT,O,O,O,X,X,X,X,X,X,O,X,X,X
LOISZTJ,X,X,X,X,X,X,X,X,X,O,X,X,X
LOISZJT,X,X,O,X,X,X,X,X,X,O,X,X,X
LOIZTJS,X,X,X,O,X,X,X,X,X,X,X,X,X
LOIZTSJ,X,X,X,O,X,X,X,X,X,X,X,X,X
LOIZJTS,X,X,O,O,X,X,X,X,X,X,X,X,X
LOIZJST,X,X,O,X,O,X,X,X,X,X,X,X,X
LOIZSTJ,X,X,X,O,O,X,X,X,X,O,X,X,X
LOIZSJT,X,X,O,X,O,X,X,X,X,O,X,X,X
LOJTISZ,O,O,O,X,X,O,X,O,X,X,X,X,X
LOJTIZS,O,O,O,X,X,O,X,O,O,X,X,X,X
LOJTSIZ,O,O,O,X,X,O,X,O,X,X,X,X,X
LOJTSZI,O,X,O,O,X,O,X,O,O,X,X,X,X
LOJTZIS,O,O,O,O,X,O,X,O,O,X,X,X,X
LOJTZSI,O,X,O,O,X,O,X,O,O,X,X,X,X
LOJITSZ,O,O,O,X,X,X,X,X,X,X,X,X,X
LOJITZS,O,O,O,X,X,X,X,X,X,X,X,X,X
LOJISTZ,O,O,O,X,X,X,X,X,X,X,X,X,X
LOJISZT,O,O,O,X,X,X,X,X,X,X,X,X,X
LOJIZTS,O,O,O,X,X,X,X,X,X,X,X,X,X
LOJIZST,O,O,O,X,O,X,X,X,X,X,X,X,X
LOJSTIZ,O,O,O,X,X,O,X,X,X,X,X,X,X
LOJSTZI,O,O,O,X,X,O,X,X,X,X,X,X,X
LOJSITZ,O,O,O,X,X,X,X,X,X,X,X,X,X
LOJSIZT,O,O,O,X,X,X,X,X,X,X,X,X,X
LOJSZTI,O,X,O,X,X,X,X,X,X,X,X,X,X
LOJSZIT,O,O,O,X,X,X,X,X,X,X,X,X,X
LOJZTIS,O,O,O,O,X,X,X,X,O,X,X,X,X
LOJZTSI,O,X,O,O,X,X,X,X,O,X,X,X,X
LOJZITS,O,O,O,O,X,X,X,X,O,X,X,X,X
LOJZIST,O,O,O,X,O,X,X,X,X,X,X,X,X
LOJZSTI,X,X,O,X,X,X,X,X,X,X,X,X,X
LOJZSIT,O,O,O,X,X,X,X,X,X,X,X,X,X
LOSTIJZ,O,O,X,X,X,O,X,O,X,X,X,O,X
LOSTIZJ,X,X,X,O,X,O,X,O,X,X,O,X,X
LOSTJIZ,O,O,O,X,X,O,X,O,X,X,X,O,X
LOSTJZI,O,O,O,O,X,O,X,O,X,X,X,X,X
LOSTZIJ,O,X,X,O,X,O,X,O,X,X,X,X,X
LOSTZJI,O,X,O,O,X,O,X,O,X,X,X,X,X
LOSITJZ,X,X,X,X,X,X,X,X,X,O,X,X,X
LOSITZJ,X,X,X,X,X,X,X,X,X,O,O,X,X
LOSIJTZ,O,O,O,X,X,X,X,X,X,O,X,O,X
LOSIJZT,O,O,O,X,X,X,X,X,X,O,X,X,X
LOSIZTJ,X,X,X,X,X,X,X,X,X,O,O,X,X
LOSIZJT,X,X,O,X,X,X,X,X,X,O,O,X,X
LOSJTIZ,O,O,O,X,X,O,X,X,X,X,X,O,X
LOSJTZI,O,O,O,X,X,O,X,X,X,X,X,X,X
LOSJITZ,O,O,O,X,X,X,X,X,X,X,X,O,X
LOSJIZT,O,O,O,X,X,X,X,X,X,X,X,X,X
LOSJZTI,O,X,O,X,X,X,X,X,X,X,X,X,X
LOSJZIT,O,O,O,X,X,X,X,X,X,X,X,X,X
LOSZTIJ,O,X,X,O,X,X,X,X,X,X,X,X,X
LOSZTJI,O,X,O,O,X,X,X,X,X,X,X,X,X
LOSZITJ,O,X,X,O,X,X,X,X,X,X,X,X,X
LOSZIJT,O,X,O,X,X,X,X,X,X,X,X,X,X
LOSZJTI,O,X,O,X,X,X,X,X,X,X,X,X,X
LOSZJIT,O,X,O,X,X,X,X,X,X,X,X,X,X
LOZTIJS,O,X,X,O,X,X,X,X,X,X,X,X,X
LOZTISJ,O,X,X,O,X,X,X,X,X,X,X,X,X
LOZTJIS,O,X,O,O,X,X,X,O,X,X,X,X,X
LOZTJSI,O,X,O,O,X,X,X,O,X,X,X,X,X
LOZTSIJ,O,X,X,O,X,X,X,O,X,X,X,X,X
LOZTSJI,O,X,O,O,X,X,X,O,X,X,X,X,X
LOZITJS,X,X,X,O,X,X,X,X,X,X,X,X,X
LOZITSJ,X,X,X,O,X,X,X,X,X,X,X,X,X
LOZIJTS,X,X,O,O,X,X,X,X,X,X,X,X,X
LOZIJST,X,X,O,X,O,X,X,X,X,X,X,X,X
LOZISTJ,X,X,X,O,O,X,X,X,X,X,X,X,X
LOZISJT,X,X,O,X,O,X,X,X,X,X,X,X,X
LOZJTIS,O,X,O,O,X,X,X,X,X,X,X,X,X
LOZJTSI,O,X,O,O,X,X,X,X,X,X,X,X,X
LOZJITS,O,X,O,O,X,X,X,X,X,X,X,X,X
LOZJIST,O,X,O,X,O,X,X,X,X,X,X,X,X
LOZJSTI,X,X,O,X,X,X,X,X,X,X,X,X,X
LOZJSIT,O,X,O,X,X,X,X,X,X,X,X,X,X
LOZSTIJ,X,X,X,O,X,X,X,X,X,X,X,X,X
LOZSTJI,X,X,O,O,X,X,X,X,X,X,X,X,X
LOZSITJ,X,X,X,O,X,X,X,X,X,X,X,X,X
LOZSIJT,X,X,O,X,X,X,X,X,X,X,X,X,X
LOZSJTI,X,X,O,X,X,X,X,X,X,X,X,X,X
LOZSJIT,O,X,O,X,X,X,X,X,X,X,X,X,X
JTILSZO,X,X,X,X,X,X,O,O,X,X,X,O,O
JTILSOZ,X,O,X,X,X,O,O,O,X,X,X,O,O
JTILZSO,O,X,X,X,O,X,X,O,O,X,X,O,X
JTILZOS,O,O,X,X,X,X,X,X,O,X,X,X,X
JTILOSZ,O,O,O,X,X,O,O,O,X,X,X,O,X
JTILOZS,O,O,O,X,X,O,X,O,O,X,X,X,X
JTISLZO,O,O,X,X,X,X,O,O,X,X,X,O,O
JTISLOZ,O,O,O,X,X,X,O,O,X,X,X,O,O
JTISZLO,O,O,O,O,X,X,O,O,X,X,X,X,O
JTISZOL,O,O,O,O,X,X,O,O,X,X,X,X,X
JTISOLZ,O,O,O,X,X,O,O,O,X,X,X,X,O
JTISOZL,O,O,O,O,X,X,O,O,X,X,X,X,X
JTIZLSO,O,X,X,O,O,X,X,O,O,X,X,O,X
JTIZLOS,O,O,O,O,X,X,X,X,O,X,X,X,X
JTIZSLO,O,X,X,O,O,X,O,O,X,X,X,X,O
JTIZSOL,O,X,X,O,O,X,O,O,O,X,X,X,X
JTIZOLS,O,O,O,O,X,O,X,O,O,X,X,X,X
JTIZOSL,O,X,X,O,X,X,O,O,O,X,X,X,X
JTIOLSZ,O,O,O,X,X,O,O,O,X,X,X,O,X
JTIOLZS,O,O,O,X,X,O,X,O,O,X,X,X,X
JTIOSLZ,O,O,O,X,X,O,O,O,X,X,X,X,O
JTIOSZL,X,O,O,O,X,X,O,O,X,X,X,X,X
JTIOZLS,O,O,O,O,X,O,X,O,O,X,X,X,X
JTIOZSL,O,X,X,O,X,X,O,O,O,X,X,X,X
JTLISZO,X,X,X,X,X,X,X,O,X,X,X,O,O
JTLISOZ,X,O,X,X,X,O,X,O,X,X,X,O,O
JTLIZSO,O,X,X,X,O,X,X,O,O,X,X,O,X
JTLIZOS,O,O,X,X,X,X,X,X,O,X,X,X,X
JTLIOSZ,O,O,O,X,X,O,X,O,X,X,X,O,X
JTLIOZS,O,O,O,X,X,O,X,O,O,X,X,X,X
JTLSIZO,X,O,X,X,X,X,O,O,X,X,X,O,O
JTLSIOZ,X,O,O,X,X,O,O,O,X,X,X,O,O
JTLSZIO,X,O,O,O,X,X,O,O,O,X,X,O,O
JTLSZOI,X,O,O,O,X,O,X,X,O,X,X,X,X
JTLSOIZ,X,O,O,X,X,O,O,O,X,X,X,O,O
JTLSOZI,X,O,O,O,X,O,X,O,O,X,X,X,X
JTLZISO,O,X,X,O,O,X,X,O,O,X,X,O,X
JTLZIOS,O,O,O,O,X,X,X,X,O,X,X,X,X
JTLZSIO,O,X,O,O,X,X,X,O,O,X,X,O,X
JTLZSOI,X,X,O,O,X,O,X,X,O,X,X,X,X
JTLZOIS,O,O,O,O,X,O,X,X,O,X,X,X,X
JTLZOSI,O,X,O,O,X,O,X,X,O,X,X,X,X
JTLOISZ,O,O,O,X,X,O,X,O,X,X,X,O,X
JTLOIZS,O,O,O,X,X,O,X,O,O,X,X,X,X
JTLOSIZ,O,O,O,X,X,O,X,O,X,X,X,O,X
JTLOSZI,O,O,O,O,X,O,X,O,O,X,X,X,X
JTLOZIS,O,O,O,O,X,O,X,O,O,X,X,X,X
JTLOZSI,O,X,O,O,X,O,X,O,O,X,X,X,X
JTSILZO,O,O,X,X,X,X,O,O,X,X,X,O,O
JTSILOZ,O,O,O,X,X,X,O,O,X,X,X,O,O
JTSIZLO,O,O,O,O,X,X,O,O,X,X,X,X,O
JTSIZOL,O,O,O,O,X,X,O,O,X,X,O,X,X
JTSIOLZ,O,O,O,X,X,O,O,O,X,X,X,X,O
JTSIOZL,O,O,O,O,X,X,O,O,X,X,O,X,X
JTSLIZO,O,O,X,X,X,X,O,O,X,X,X,O,O
JTSLIOZ,O,O,O,X,X,O,O,O,X,X,X,O,O
JTSLZIO,O,O,O,O,X,X,O,O,O,X,X,O,O
JTSLZOI,O,O,O,O,X,O,X,X,O,X,X,X,X
JTSLOIZ,O,O,O,X,X,O,O,O,X,X,X,O,O
JTSLOZI,O,O,O,O,X,O,X,O,O,X,X,X,X
JTSZILO,O,O,O,O,X,X,O,O,X,X,X,X,O
JTSZIOL,O,O,O,O,X,X,O,O,O,X,X,X,X
JTSZLIO,O,O,O,O,X,X,O,O,O,X,X,X,O
JTSZLOI,O,O,O,O,X,X,X,X,O,X,X,X,X
JTSZOIL,O,O,O,O,X,X,X,O,O,X,X,X,X
JTSZOLI,O,O,O,O,X,X,X,O,O,X,X,X,X
JTSOILZ,O,O,O,X,X,O,O,O,X,X,X,X,O
JTSOIZL,O,O,O,O,X,X,O,O,X,X,O,X,X
JTSOLIZ,O,O,O,X,X,O,O,O,X,X,X,X,O
JTSOLZI,O,O,O,O,X,O,X,O,O,X,X,X,X
JTSOZIL,O,O,O,O,X,X,X,O,O,X,X,X,X
JTSOZLI,O,O,O,O,X,X,X,O,O,X,X,X,X
JTZILSO,O,X,X,O,O,X,X,O,O,X,X,O,X
JTZILOS,O,O,O,O,X,X,X,X,O,X,X,X,X
JTZISLO,O,X,X,O,O,X,X,O,X,X,X,X,O
JTZISOL,O,X,X,O,O,X,X,O,O,X,X,X,X
JTZIOLS,O,O,O,O,X,O,X,O,O,X,X,X,X
JTZIOSL,O,X,X,O,X,X,X,O,O,X,X,X,X
JTZLISO,O,X,X,O,O,X,X,O,O,X,X,O,X
JTZLIOS,O,O,O,O,X,X,X,X,O,X,X,X,X
JTZLSIO,O,X,O,O,X,X,X,O,O,X,X,O,X
JTZLSOI,O,X,O,O,X,O,X,X,O,X,X,X,X
JTZLOIS,O,O,O,O,X,O,X,X,O,X,X,X,X
JTZLOSI,O,X,O,O,X,O,X,X,O,X,X,X,X
JTZSILO,O,O,O,O,X,X,X,O,X,X,X,X,O
JTZSIOL,O,O,O,O,X,X,X,O,O,X,X,X,X
JTZSLIO,O,O,O,O,X,X,X,O,O,X,X,X,O
JTZSLOI,O,O,O,O,X,X,X,X,O,X,X,X,X
JTZSOIL,O,O,O,O,X,X,X,O,O,X,X,X,X
JTZSOLI,O,O,O,O,X,X,X,O,O,X,X,X,X
JTZOILS,O,O,O,O,X,O,X,O,O,X,X,X,X
JTZOISL,O,X,X,O,X,X,X,O,O,X,X,X,X
JTZOLIS,O,O,O,O,X,O,X,O,O,X,X,X,X
JTZOLSI,O,X,O,O,X,O,X,O,O,X,X,X,X
JTZOSIL,O,O,O,O,X,X,X,O,O,X,X,X,X
JTZOSLI,O,O,O,O,X,X,X,O,O,X,X,X,X
JTOILSZ,O,O,O,X,X,O,X,O,X,X,X,O,X
JTOILZS,O,O,O,X,X,O,X,O,O,X,X,X,X
JTOISLZ,O,O,O,X,X,O,X,O,X,X,X,X,O
JTOISZL,X,O,O,O,X,X,X,O,X,X,X,X,X
JTOIZLS,O,O,O,O,X,O,X,O,O,X,X,X,X
JTOIZSL,O,X,X,O,X,X,X,O,O,X,X,X,X
JTOLISZ,O,O,O,X,X,O,X,O,X,X,X,O,X
JTOLIZS,O,O,O,X,X,O,X,O,O,X,X,X,X
JTOLSIZ,O,O,O,X,X,O,X,O,X,X,X,O,X
JTOLSZI,O,O,O,O,X,O,X,O,O,X,X,X,X
JTOLZIS,O,O,O,O,X,O,X,O,O,X,X,X,X
JTOLZSI,O,X,O,O,X,O,X,O,O,X,X,X,X
JTOSILZ,O,O,O,X,X,O,X,O,X,X,X,X,O
JTOSIZL,O,O,O,O,X,X,X,O,X,X,X,X,X
JTOSLIZ,O,O,O,X,X,O,X,O,X,X,X,X,O
JTOSLZI,O,O,O,O,X,O,X,O,O,X,X,X,X
JTOSZIL,O,O,O,O,X,X,X,O,O,X,X,X,X
JTOSZLI,O,O,O,O,X,X,X,O,O,X,X,X,X
JTOZILS,O,O,O,O,X,O,X,O,O,X,X,X,X
JTOZISL,O,X,X,O,X,X,X,O,O,X,X,X,X
JTOZLIS,O,O,O,O,X,O,X,O,O,X,X,X,X
JTOZLSI,O,X,O,O,X,O,X,O,O,X,X,X,X
JTOZSIL,O,O,O,O,X,X,X,O,O,X,X,X,X
JTOZSLI,O,O,O,O,X,X,X,O,O,X,X,X,X
JITLSZO,X,X,X,X,X,X,O,X,X,X,X,O,O
JITLSOZ,X,O,X,X,X,O,O,X,X,X,X,O,O
JITLZSO,O,X,X,X,O,X,X,X,O,X,X,O,X
JITLZOS,O,O,X,X,X,X,X,X,O,X,X,X,X
JITLOSZ,O,O,O,X,X,O,O,X,X,X,X,O,X
JITLOZS,O,O,O,X,X,O,X,X,O,X,X,X,X
JITSLZO,O,O,X,X,X,X,O,X,X,X,X,O,O
JITSLOZ,O,O,O,X,X,X,O,X,X,X,X,O,O
JITSZLO,O,O,O,O,X,X,O,X,X,X,X,X,O
JITSZOL,O,O,O,O,X,X,O,X,X,X,X,X,X
JITSOLZ,O,O,O,X,X,O,O,X,X,X,X,X,O
JITSOZL,O,O,O,O,X,X,O,X,X,X,X,X,X
JITZLSO,O,X,X,O,O,X,X,X,O,X,X,O,X
JITZLOS,O,O,O,O,X,X,X,X,O,X,X,X,X
JITZSLO,O,X,X,O,O,X,O,X,X,X,X,X,O
JITZSOL,O,X,X,O,O,X,O,X,O,X,X,X,X
JITZOLS,O,O,O,O,X,O,X,X,O,X,X,X,X
JITZOSL,O,X,X,O,X,X,O,X,O,X,X,X,X
JITOLSZ,O,O,O,X,X,O,O,X,X,X,X,O,X
JITOLZS,O,O,O,X,X,O,X,X,O,X,X,X,X
JITOSLZ,O,O,O,X,X,O,O,X,X,X,X,X,O
JITOSZL,X,O,O,O,X,X,O,X,X,X,X,X,X
JITOZLS,O,O,O,O,X,O,X,X,O,X,X,X,X
JITOZSL,O,X,X,O,X,X,O,X,O,X,X,X,X
JILTSZO,X,X,X,X,X,X,O,X,X,X,X,X,O
JILTSOZ,X,O,X,X,X,O,O,X,X,X,X,X,O
JILTZSO,O,X,X,X,O,X,X,X,X,X,X,X,X
JILTZOS,O,O,X,X,X,X,X,X,X,X,X,X,X
JILTOSZ,O,O,O,X,X,O,O,X,X,X,X,X,X
JILTOZS,O,O,O,X,X,O,X,X,X,X,X,X,X
JILSTZO,O,O,X,X,X,X,X,X,X,O,X,O,O
JILSTOZ,O,O,O,X,X,O,O,X,X,O,X,O,O
