sequence,v115@3gB8HeC8BeA8DeC8BeA8EeF8CeF8JeO/IvhFXbBxdB?SlBziB0pBlqB,v115@3gB8HeC8BeA8DeC8BeA8EeF8CeF8Jei6IvhF+gBxdB?3fBziB0pBlqB,v115@3gB8HeC8BeA8DeC8BeA8EeF8CeF8Je06IvhF6gBxdB?2kBziBlpB3qB,v115@3gB8HeC8BeA8DeC8BeA8EeF8CeF8Jex6IvhF6iBOjB?clBTkB3qBlpB,v115@3gB8HeC8BeA8DeC8BeA8EeF8CeF8JeZ/IvhFWgBXeB?TgB0iBqpBlqB,v115@3gB8HeC8BeA8DeC8BeA8EeF8CeF8JeZ/IvhFWgB0dB?TgBXjBqpBlqB,v115@3gB8HeC8BeA8DeC8BeA8EeF8CeF8Jex6IvhFXeBOkB?TgB0iBqpBlqB,v115@3gB8HeC8BeA8DeC8BeA8EeF8CeF8JeO/IvhFXbBxdB?qlBziBlpBUqB,v115@3gB8HeC8BeA8DeC8BeA8EeF8CeF8Je//IvhFFbBxdB?ziB2pB0lBSvB,v115@3gB8HeC8BeA8DeC8BeA8EeF8CeF8Jex6IvhF0dBOkB?TgBXjBqpBlqB,v115@3gB8HeC8BeA8DeC8BeA8EeF8CeF8Je6AJvhFxdBlfB?ziBOkB8pB3qB,v115@3gB8HeC8BeA8DeC8BeA8EeF8CeF8Je6CJvhFOjBxfB?clBTkB3qBlpB,v115@3gB8HeC8BeA8DeC8BeA8EeF8CeF8Jei6IvhFxdBWlB?ziB/pBlqBcqB,v115@3gB8HeC8BeA8DeC8BeA8EeF8CeF8Jex9IvhFOkBXgB?ziBqlBUqBlpB,v115@3gB8HeC8BeA8DeC8BeA8EeF8CeF8JeX+IvhFxfBmfB?0iBTkB1qBSvB,v115@3gB8HeC8BeA8DeC8BeA8EeF8CeF8JeX+IvhFxfBOkB?TgB0iBqpBlqB,v115@3gB8HeC8BeA8DeC8BeA8EeF8CeF8Je09IvhFxfBOkB?TgBXjBqpBlqB,v115@3gB8HeC8BeA8DeC8BeA8EeF8CeF8Jex9IvhFVlBziB?2pBqlB/pBUqB,v115@3gB8HeC8BeA8DeC8BeA8EeF8CeF8JeZ/IvhF0dBzfB?qlBXjBFlBWvB,v115@3gB8HeC8BeA8DeC8BeA8EeF8CeF8JeO/IvhFXbBxdB?ziB1pB0lBSvB
STZIOLJ,X,X,X,X,X,X,X,X,X,X,O,X,X,X,O,X,X,X,X,X
STZIOJL,X,X,X,X,X,X,X,X,X,X,O,X,X,X,O,X,X,X,X,X
STZLIJO,O,X,O,O,O,O,X,X,X,X,X,X,X,X,X,O,O,X,X,X
STZLIOJ,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,O,O,X,X,X
STZLJIO,O,X,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
STZLJOI,O,X,O,O,X,X,O,X,X,O,O,X,X,X,X,X,X,X,X,X
STZLOIJ,O,X,O,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
STZLOJI,O,X,O,O,X,X,O,X,X,O,O,X,X,X,X,X,X,X,X,X
STZJILO,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
STZJIOL,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
STZJLIO,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
STZJLOI,O,O,O,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
STZJOIL,O,O,O,O,X,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X
STZJOLI,O,O,O,O,X,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X
STZOILJ,O,X,O,O,X,X,X,X,X,X,O,X,X,X,O,X,X,X,X,X
STZOIJL,O,O,O,O,X,X,X,X,X,X,O,X,O,X,O,X,X,X,X,X
STZOLIJ,O,X,O,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
STZOLJI,O,X,O,O,X,X,O,X,X,O,O,X,X,X,X,X,X,X,X,X
STZOJIL,O,O,O,O,X,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X
STZOJLI,O,O,O,O,X,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X
STOILJZ,O,X,O,X,X,X,O,O,X,X,X,O,O,X,O,X,X,X,X,X
STOILZJ,O,X,O,X,X,X,X,O,X,X,O,X,X,X,O,X,X,X,X,X
STOIJLZ,X,O,O,X,X,X,X,O,X,X,X,O,O,X,O,X,X,X,X,X
STOIJZL,X,O,O,X,X,X,X,X,X,X,X,X,O,X,O,X,X,X,X,X
STOIZLJ,O,X,O,X,X,X,X,X,X,X,O,X,X,X,O,X,X,X,X,X
STOIZJL,O,O,O,X,X,X,X,X,X,X,O,X,O,X,O,X,X,X,X,X
STOLIJZ,O,X,O,X,O,X,O,O,X,X,X,O,O,X,O,O,X,X,X,X
STOLIZJ,O,X,O,X,X,X,X,O,X,X,O,X,X,X,O,O,X,X,X,X
STOLJIZ,O,X,O,X,O,X,O,O,X,O,X,O,O,X,X,X,X,X,X,X
STOLJZI,O,X,O,O,X,X,O,O,X,O,X,X,O,X,X,X,X,X,X,X
STOLZIJ,O,X,O,O,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X
STOLZJI,O,X,O,O,X,X,O,O,X,O,O,X,X,X,X,X,X,X,X,X
STOJILZ,X,O,O,X,X,X,X,O,X,X,X,O,O,X,O,X,X,X,X,X
STOJIZL,X,O,O,X,X,X,X,X,X,X,X,X,O,X,O,X,X,X,X,X
STOJLIZ,X,O,O,X,X,X,O,O,X,X,X,O,O,X,X,X,X,X,X,X
STOJLZI,X,O,O,O,X,X,O,O,X,X,X,X,O,X,X,X,X,X,X,X
STOJZIL,X,O,O,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
STOJZLI,X,O,O,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
STOZILJ,O,X,O,O,X,X,X,X,X,X,O,X,X,X,O,X,X,X,X,X
STOZIJL,O,O,O,O,X,X,X,X,X,X,O,X,O,X,O,X,X,X,X,X
STOZLIJ,O,X,O,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
STOZLJI,O,X,O,O,X,X,O,X,X,O,O,X,X,X,X,X,X,X,X,X
STOZJIL,O,O,O,O,X,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X
STOZJLI,O,O,O,O,X,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X
SITLJZO,O,X,O,X,O,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X
SITLJOZ,O,X,O,X,O,X,O,O,X,X,X,X,X,X,X,O,X,X,X,X
SITLZJO,O,X,O,X,O,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X
SITLZOJ,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O,X,X,X,X
SITLOJZ,O,X,O,X,O,X,O,O,X,X,X,X,X,X,O,O,X,X,X,X
SITLOZJ,X,X,O,X,X,X,X,X,X,X,X,X,X,X,O,O,X,X,X,X
SITJLZO,X,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
SITJLOZ,X,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
SITJZLO,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SITJZOL,X,O,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X
SITJOLZ,X,O,O,X,X,X,X,X,X,X,X,X,O,X,O,X,X,X,X,X
SITJOZL,X,X,O,X,X,X,X,X,X,X,X,X,O,X,O,X,X,X,X,X
SITZLJO,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SITZLOJ,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X
SITZJLO,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SITZJOL,X,O,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X
SITZOLJ,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X
SITZOJL,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X
SITOLJZ,X,X,O,X,X,X,O,X,X,X,X,X,O,X,O,X,X,X,X,X
SITOLZJ,X,X,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X
SITOJLZ,X,X,O,X,X,X,X,X,X,X,X,X,O,X,O,X,X,X,X,X
SITOJZL,X,X,O,X,X,X,X,X,X,X,X,X,O,X,O,X,X,X,X,X
SITOZLJ,X,X,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X
SITOZJL,X,X,O,X,X,X,X,X,X,X,X,X,O,X,O,X,X,X,X,X
SILTJZO,X,X,O,X,O,O,X,O,X,X,X,X,X,X,X,O,X,X,X,X
SILTJOZ,X,X,O,X,O,X,O,O,X,X,X,X,X,X,X,O,X,X,X,X
SILTZJO,X,X,O,X,O,O,X,O,X,X,X,X,X,X,X,O,X,X,X,X
SILTZOJ,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X
SILTOJZ,X,X,O,X,O,X,O,O,X,X,X,X,X,X,X,O,X,X,X,X
SILTOZJ,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X
SILJTZO,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X
SILJTOZ,X,X,O,X,O,X,O,O,X,X,X,X,X,X,X,O,X,X,X,X
SILJZTO,X,X,X,O,O,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X
SILJZOT,X,X,X,O,O,O,X,O,X,X,X,X,X,X,X,O,X,X,O,X
SILJOTZ,X,X,X,X,O,X,X,O,X,X,X,O,X,X,X,O,X,X,X,X
SILJOZT,X,X,X,O,O,X,X,O,X,X,X,O,X,X,X,O,X,X,O,X
SILZTJO,X,X,O,O,O,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X
SILZTOJ,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,O,X,X,X,X
SILZJTO,X,X,X,O,O,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X
SILZJOT,X,X,X,O,O,O,X,O,X,X,X,X,X,X,X,O,X,X,O,X
SILZOTJ,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X,O,X,X,X,X
SILZOJT,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X,O,X,X,X,X
SILOTJZ,X,X,O,X,O,X,X,X,X,X,X,O,X,X,X,O,X,X,X,X
SILOTZJ,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X,O,X,X,X,X
SILOJTZ,X,X,O,X,O,X,X,O,X,X,X,O,X,X,X,O,X,X,X,X
SILOJZT,X,X,X,O,O,X,X,O,X,X,O,O,X,X,X,O,X,X,X,X
SILOZTJ,X,X,O,O,X,X,X,X,X,X,O,X,X,X,X,O,X,X,X,X
SILOZJT,X,X,X,O,X,X,X,X,X,X,O,O,X,X,X,O,X,X,X,X
SIJTLZO,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SIJTLOZ,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SIJTZLO,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
SIJTZOL,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
SIJTOLZ,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SIJTOZL,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SIJLTZO,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SIJLTOZ,X,X,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
SIJLZTO,X,X,X,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
SIJLZOT,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X
SIJLOTZ,X,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
SIJLOZT,X,X,X,O,O,X,X,X,X,X,X,O,X,X,X,X,X,X,O,X
SIJZTLO,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
SIJZTOL,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
SIJZLTO,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
SIJZLOT,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X
SIJZOTL,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
SIJZOLT,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SIJOTLZ,X,X,X,X,X,X,X,X,X,X,X,O,O,X,X,X,X,X,X,X
SIJOTZL,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
SIJOLTZ,X,X,X,X,X,X,X,X,X,X,X,O,O,X,X,X,X,X,X,X
SIJOLZT,X,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
SIJOZTL,X,X,X,O,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X
SIJOZLT,X,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
SIZTLJO,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O
SIZTLOJ,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
SIZTJLO,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O
SIZTJOL,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O
SIZTOLJ,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
SIZTOJL,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,O
SIZLTJO,O,X,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SIZLTOJ,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
SIZLJTO,O,X,X,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SIZLJOT,O,X,X,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X
SIZLOTJ,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
SIZLOJT,O,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
SIZJTLO,O,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
SIZJTOL,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
SIZJLTO,O,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
SIZJLOT,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X
SIZJOTL,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
SIZJOLT,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SIZOTLJ,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
SIZOTJL,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
SIZOLTJ,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
SIZOLJT,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
SIZOJTL,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
SIZOJLT,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
SIOTLJZ,X,X,O,X,X,X,X,X,X,X,X,O,O,X,O,X,X,X,X,X
SIOTLZJ,X,X,O,X,X,X,X,X,X,X,O,X,X,X,O,X,X,X,X,X
SIOTJLZ,X,X,O,X,X,X,X,X,X,X,X,O,O,X,O,X,X,X,X,X
SIOTJZL,X,X,O,X,X,X,X,X,X,X,X,X,O,X,O,X,X,X,X,X
SIOTZLJ,X,X,O,X,X,X,X,X,X,X,O,X,X,X,O,X,X,X,X,X
SIOTZJL,X,X,O,X,X,X,X,X,X,X,O,X,O,X,O,X,X,X,X,X
SIOLTJZ,X,X,O,X,O,X,X,X,X,X,X,O,O,X,O,X,X,X,X,X
SIOLTZJ,X,X,O,X,X,X,X,X,X,X,O,X,X,X,O,X,X,X,X,X
SIOLJTZ,X,X,O,X,O,X,X,X,X,X,X,O,O,X,X,X,X,X,X,X
SIOLJZT,X,X,X,O,O,X,X,X,X,X,O,O,X,X,X,X,X,X,X,X
SIOLZTJ,X,X,O,O,X,X,X,X,X,X,O,X,X,X,O,X,X,X,X,X
SIOLZJT,X,X,X,O,X,X,X,X,X,X,O,O,X,X,X,X,X,X,X,X
SIOJTLZ,X,X,O,X,X,X,X,X,X,X,X,O,O,X,O,X,X,X,X,X
SIOJTZL,X,X,O,X,X,X,X,X,X,X,X,X,O,X,O,X,X,X,X,X
SIOJLTZ,X,X,O,X,X,X,X,X,X,X,X,O,O,X,X,X,X,X,X,X
SIOJLZT,X,X,X,O,X,X,X,X,X,X,O,O,X,X,X,X,X,X,X,X
SIOJZTL,X,X,X,O,X,X,X,X,X,X,O,X,O,X,O,X,X,X,X,X
SIOJZLT,X,X,X,O,X,X,X,X,X,X,O,O,X,X,X,X,X,X,X,X
SIOZTLJ,X,X,O,O,X,X,X,X,X,X,O,X,X,X,O,X,X,X,X,X
SIOZTJL,X,X,O,O,X,X,X,X,X,X,O,X,O,X,O,X,X,X,X,X
SIOZLTJ,X,X,O,O,X,X,X,X,X,X,O,X,X,X,O,X,X,X,X,X
SIOZLJT,X,X,X,O,X,X,X,X,X,X,O,O,X,X,X,X,X,X,X,X
SIOZJTL,X,X,X,O,X,X,X,X,X,X,O,X,O,X,O,X,X,X,X,X
SIOZJLT,X,X,X,O,X,X,X,X,X,X,O,O,X,X,X,X,X,X,X,X
SLTIJZO,X,X,O,X,O,O,X,O,X,X,X,X,X,X,X,O,X,X,X,X
SLTIJOZ,X,X,O,X,O,X,O,O,X,X,X,X,X,X,X,O,X,X,X,X
SLTIZJO,X,X,O,X,O,O,X,O,X,X,X,X,X,X,X,O,O,X,X,X
SLTIZOJ,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O,O,X,X,X
SLTIOJZ,X,X,O,X,O,X,O,O,X,X,X,X,X,X,O,O,X,X,X,X
SLTIOZJ,X,X,O,X,X,X,X,O,X,X,X,X,X,X,O,O,X,X,X,X
SLTJIZO,X,X,O,X,O,O,X,O,X,X,X,X,X,X,X,O,X,X,X,X
SLTJIOZ,X,X,O,X,O,X,O,O,X,X,X,X,X,X,X,O,X,X,X,X
SLTJZIO,X,X,O,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X
SLTJZOI,X,X,O,O,X,X,O,O,X,O,X,X,X,X,X,X,X,X,X,X
SLTJOIZ,X,X,O,X,O,X,O,O,X,O,X,O,O,X,X,X,X,X,X,X
SLTJOZI,X,X,O,O,X,X,O,O,X,O,X,X,O,X,X,X,X,X,X,X
SLTZIJO,X,X,O,O,O,O,X,O,X,X,X,X,X,X,X,O,O,X,X,X
SLTZIOJ,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,O,O,X,X,X
SLTZJIO,X,X,O,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X
SLTZJOI,X,X,O,O,X,X,O,O,X,O,O,X,X,X,X,X,X,X,X,X
SLTZOIJ,X,X,O,O,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X
SLTZOJI,X,X,O,O,X,X,O,O,X,O,O,X,X,X,X,X,X,X,X,X
SLTOIJZ,X,X,O,X,O,X,O,O,X,X,X,O,O,X,O,O,X,X,X,X
SLTOIZJ,X,X,O,X,X,X,X,O,X,X,O,X,X,X,O,O,X,X,X,X
SLTOJIZ,X,X,O,X,O,X,O,O,X,O,X,O,O,X,X,X,X,X,X,X
SLTOJZI,X,X,O,O,X,X,O,O,X,O,X,X,O,X,X,X,X,X,X,X
SLTOZIJ,X,X,O,O,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X
SLTOZJI,X,X,O,O,X,X,O,O,X,O,O,X,X,X,X,X,X,X,X,X
SLITJZO,X,X,O,X,O,O,X,O,X,X,X,X,X,X,X,O,X,X,X,X
SLITJOZ,X,X,O,X,O,X,O,O,X,X,X,X,X,X,X,O,X,X,X,X
SLITZJO,X,X,O,X,O,O,X,O,X,X,X,X,X,X,X,O,X,X,X,X
SLITZOJ,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X
SLITOJZ,X,X,O,X,O,X,O,O,X,X,X,X,X,X,X,O,X,X,X,X
SLITOZJ,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X
SLIJTZO,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X
SLIJTOZ,X,X,O,X,O,X,O,O,X,X,X,X,X,X,X,O,X,X,X,X
SLIJZTO,X,X,X,O,O,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X
SLIJZOT,X,X,X,O,O,O,X,O,X,X,X,X,X,X,X,O,X,X,O,X
SLIJOTZ,X,X,X,X,O,X,X,O,X,X,X,O,X,X,X,O,X,X,X,X
SLIJOZT,X,X,X,O,O,X,X,O,X,X,X,O,X,X,X,O,X,X,O,X
SLIZTJO,X,X,O,O,O,O,X,X,X,X,X,X,X,X,X,O,O,X,X,X
SLIZTOJ,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,O,O,X,X,X
SLIZJTO,X,X,X,O,O,O,X,X,X,X,X,X,X,X,X,O,O,X,X,X
SLIZJOT,X,X,X,O,O,O,X,O,X,X,X,X,X,X,X,O,O,X,O,X
SLIZOTJ,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X,O,O,X,X,X
SLIZOJT,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X,O,O,X,X,X
SLIOTJZ,X,X,O,X,O,X,X,O,X,X,X,O,X,X,X,O,X,X,X,X
SLIOTZJ,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X,O,X,X,X,X
SLIOJTZ,X,X,O,X,O,X,X,O,X,X,X,O,X,X,X,O,X,X,X,X
SLIOJZT,X,X,X,O,O,X,X,O,X,X,O,O,X,X,X,O,X,X,X,X
SLIOZTJ,X,X,O,O,X,X,X,X,X,X,O,X,X,X,X,O,X,X,X,X
SLIOZJT,X,X,X,O,X,X,X,O,X,X,O,O,X,X,X,O,X,X,X,X
SLJTIZO,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X
SLJTIOZ,X,X,O,X,O,X,O,O,X,X,X,X,X,X,X,O,X,X,X,X
SLJTZIO,X,X,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SLJTZOI,X,X,O,O,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X
SLJTOIZ,X,X,O,X,O,X,O,O,X,O,X,O,X,X,X,X,X,X,X,X
SLJTOZI,X,X,O,O,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X
SLJITZO,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X
SLJITOZ,X,X,O,X,O,X,O,O,X,X,X,X,X,X,X,O,X,X,X,X
SLJIZTO,X,X,X,O,O,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X
SLJIZOT,X,X,X,O,O,O,X,O,X,X,X,X,X,X,X,O,X,X,X,X
SLJIOTZ,X,X,X,X,O,X,X,O,X,X,X,O,X,X,X,O,X,X,X,X
SLJIOZT,X,X,X,O,O,X,X,O,X,X,X,O,X,X,X,O,X,X,X,X
SLJZTIO,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SLJZTOI,X,X,X,O,X,X,O,X,X,O,O,X,X,X,X,X,X,X,X,X
SLJZITO,X,X,X,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SLJZIOT,X,X,X,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X
SLJZOTI,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
SLJZOIT,X,X,X,O,X,X,X,O,X,X,O,O,X,X,X,X,X,X,X,X
SLJOTIZ,X,X,O,X,X,X,O,O,X,X,X,O,O,X,X,X,X,X,X,X
SLJOTZI,X,X,O,O,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X
SLJOITZ,X,X,O,X,O,X,X,O,X,X,X,O,O,X,X,X,X,X,X,X
SLJOIZT,X,X,X,O,O,X,X,O,X,X,O,O,X,X,X,X,X,X,X,X
SLJOZTI,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
SLJOZIT,X,X,X,O,X,X,X,O,X,X,O,O,X,X,X,X,X,X,X,X
SLZTIJO,X,X,O,O,O,O,X,X,X,X,X,X,X,X,X,O,O,X,X,X
SLZTIOJ,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,O,O,X,X,X
SLZTJIO,X,X,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SLZTJOI,X,X,O,O,X,X,O,X,X,O,O,X,X,X,X,X,X,X,X,X
SLZTOIJ,X,X,O,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
SLZTOJI,X,X,O,O,X,X,O,X,X,O,O,X,X,X,X,X,X,X,X,X
SLZITJO,X,X,O,O,O,O,X,X,X,X,X,X,X,X,X,O,O,X,X,X
SLZITOJ,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,O,O,X,X,X
SLZIJTO,X,X,X,O,O,O,X,X,X,X,X,X,X,X,X,O,O,X,X,X
SLZIJOT,X,X,X,O,O,O,X,O,X,X,X,X,X,X,X,O,O,X,O,X
SLZIOTJ,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X,O,O,X,X,X
SLZIOJT,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X,O,O,X,X,X
SLZJTIO,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SLZJTOI,X,X,X,O,X,X,O,X,X,O,O,X,X,X,X,X,X,X,X,X
SLZJITO,X,X,X,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SLZJIOT,X,X,X,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X
SLZJOTI,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
SLZJOIT,X,X,X,O,X,X,X,O,X,X,O,O,X,X,X,X,X,X,X,X
SLZOTIJ,X,X,O,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
SLZOTJI,X,X,O,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
SLZOITJ,X,X,O,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
SLZOIJT,X,X,X,O,X,X,X,O,X,X,O,O,X,X,X,X,X,X,X,X
SLZOJTI,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
SLZOJIT,X,X,X,O,X,X,X,O,X,X,O,O,X,X,X,X,X,X,X,X
SLOTIJZ,X,X,O,X,O,X,O,O,X,X,X,O,O,X,O,O,X,X,X,X
SLOTIZJ,X,X,O,X,X,X,X,O,X,X,O,X,X,X,O,O,X,X,X,X
SLOTJIZ,X,X,O,X,O,X,O,O,X,X,X,O,O,X,X,X,X,X,X,X
SLOTJZI,X,X,O,O,X,X,O,O,X,X,X,X,O,X,X,X,X,X,X,X
SLOTZIJ,X,X,O,O,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X
SLOTZJI,X,X,O,O,X,X,O,O,X,X,O,X,X,X,X,X,X,X,X,X
SLOITJZ,X,X,O,X,O,X,X,O,X,X,X,O,O,X,O,O,X,X,X,X
