sequence,v115@zgA8IeB8HeB8FeF8AeA8BeI8BeA8JeR7IvhF3cBGeB?TgBliBimB0sB,v115@zgA8IeB8HeB8FeF8AeA8BeI8BeA8JeR7IvhFzcBGeB?igB3iBFmB0sB,v115@zgA8IeB8HeB8FeF8AeA8BeI8BeA8JeF7IvhFxcBTeB?3gBcmBOnBqsB,v115@zgA8IeB8HeB8FeF8AeA8BeI8BeA8JeR7IvhFfiBTeB?igB+nBFmB0sB,v115@zgA8IeB8HeB8FeF8AeA8BeI8BeA8JeF7IvhFxcBTeB?3gBGiBimB0sB,v115@zgA8IeB8HeB8FeF8AeA8BeI8BeA8JeR7IvhFFdBTgB?OmBCjBUnBXtB,v115@zgA8IeB8HeB8FeF8AeA8BeI8BeA8JeU7IvhFyhBWjB?xlBTnBFmBXtB,v115@zgA8IeB8HeB8FeF8AeA8BeI8BeA8JeaAJvhFzbBRdB?GiBFmB/sBctB,v115@zgA8IeB8HeB8FeF8AeA8BeI8BeA8JeU7IvhFylBWnB?xnBFmBTnBXtB
LOTIJZS,O,X,O,O,O,X,O,X,X
LOTISJZ,O,X,O,O,X,X,X,O,X
LOTISZJ,O,X,O,X,X,X,X,X,X
LOTIZJS,O,X,O,O,X,X,O,X,X
LOTIZSJ,O,X,O,X,X,X,X,X,X
LOTJISZ,O,X,O,O,O,X,X,X,X
LOTJIZS,O,X,O,O,O,X,O,X,X
LOTJSIZ,O,X,O,O,O,X,X,O,X
LOTJSZI,O,X,O,O,O,X,X,O,X
LOTJZIS,O,X,O,O,O,X,O,X,X
LOTJZSI,O,X,O,O,X,X,X,X,X
LOTSIJZ,O,X,O,O,O,X,X,O,X
LOTSIZJ,O,X,O,X,O,X,X,X,X
LOTSJIZ,O,X,O,O,O,X,X,O,X
LOTSJZI,O,X,O,O,O,X,X,O,X
LOTSZIJ,O,X,O,X,O,X,X,X,X
LOTSZJI,O,X,O,X,O,X,X,O,X
LOTZIJS,O,X,O,O,X,X,X,X,X
LOTZISJ,O,X,O,X,X,X,X,X,X
LOTZJIS,O,X,O,O,O,X,O,X,X
LOTZJSI,O,X,O,O,X,X,X,X,X
LOTZSIJ,O,X,O,X,X,X,X,X,X
LOTZSJI,O,X,O,X,X,X,X,O,X
LOITJSZ,O,X,O,O,O,X,X,X,X
LOITJZS,O,X,O,O,O,X,O,X,X
LOITSJZ,O,X,O,O,X,X,X,X,X
LOITSZJ,O,X,O,X,X,X,X,X,X
LOITZJS,O,X,O,O,X,X,O,X,X
LOITZSJ,O,X,O,X,X,X,X,X,X
LOIJTSZ,O,X,O,O,O,X,X,X,X
LOIJTZS,O,X,O,O,O,X,O,X,X
LOIJSTZ,O,O,O,O,O,X,X,X,X
LOIJSZT,O,O,O,X,O,X,O,X,X
LOIJZTS,O,X,O,O,O,O,O,X,O
LOIJZST,O,X,O,X,O,O,O,X,O
LOISTJZ,O,O,O,X,O,X,X,X,X
LOISTZJ,O,X,O,X,O,X,X,X,X
LOISJTZ,O,O,O,O,O,X,X,X,X
LOISJZT,O,O,X,X,O,X,O,X,X
LOISZTJ,O,X,X,X,O,X,X,X,X
LOISZJT,O,O,X,X,X,X,O,X,X
LOIZTJS,O,X,O,X,X,X,O,X,X
LOIZTSJ,O,X,O,X,X,X,X,X,X
LOIZJTS,O,X,O,O,X,X,O,X,O
LOIZJST,O,X,O,X,X,X,O,X,O
LOIZSTJ,O,X,O,X,X,X,X,X,X
LOIZSJT,O,X,O,X,X,X,O,X,X
LOJTISZ,O,X,O,O,O,X,X,X,X
LOJTIZS,O,X,O,O,O,X,O,X,X
LOJTSIZ,O,X,O,O,O,X,X,X,X
LOJTSZI,O,X,O,O,O,X,X,X,X
LOJTZIS,O,X,O,O,O,X,O,X,X
LOJTZSI,O,X,O,O,X,X,X,X,X
LOJITSZ,O,X,O,O,O,X,X,X,X
LOJITZS,O,X,O,O,O,X,O,X,X
LOJISTZ,O,O,O,O,O,X,X,X,X
LOJISZT,O,O,O,X,O,X,O,X,X
LOJIZTS,O,X,O,O,O,O,O,X,O
LOJIZST,O,X,O,X,O,O,O,X,O
LOJSTIZ,O,O,O,O,O,X,X,X,X
LOJSTZI,O,O,O,O,O,X,X,X,X
LOJSITZ,O,O,O,O,O,X,X,X,X
LOJSIZT,O,O,O,X,O,X,O,X,X
LOJSZTI,X,O,O,O,O,X,X,X,X
LOJSZIT,O,O,O,X,O,X,O,X,X
LOJZTIS,O,X,O,O,O,O,O,X,X
LOJZTSI,O,X,O,O,X,O,X,X,X
LOJZITS,O,X,O,O,O,O,O,X,O
LOJZIST,O,X,O,X,O,O,O,X,O
LOJZSTI,X,X,O,O,O,O,X,X,X
LOJZSIT,O,X,O,X,O,O,O,X,X
LOSTIJZ,O,O,O,X,O,X,X,O,X
LOSTIZJ,O,X,O,X,O,X,X,X,X
LOSTJIZ,O,O,O,X,O,X,X,O,X
LOSTJZI,O,O,O,X,O,X,X,O,X
LOSTZIJ,O,X,O,X,O,X,X,X,X
LOSTZJI,O,X,O,X,O,X,X,O,X
LOSITJZ,O,O,O,X,O,X,X,X,X
LOSITZJ,O,X,O,X,O,X,X,X,X
LOSIJTZ,O,O,O,O,O,X,X,X,X
LOSIJZT,O,O,X,X,O,X,O,X,X
LOSIZTJ,O,X,X,X,O,X,X,X,X
LOSIZJT,O,O,X,X,X,X,O,X,X
LOSJTIZ,O,O,O,O,O,X,X,O,X
LOSJTZI,O,O,O,O,O,X,X,O,X
LOSJITZ,O,O,O,O,O,X,X,X,X
LOSJIZT,O,O,O,X,O,X,O,X,X
LOSJZTI,X,O,O,O,O,X,X,X,X
LOSJZIT,O,O,O,X,O,X,O,X,X
LOSZTIJ,O,X,O,X,O,X,X,X,X
LOSZTJI,O,X,O,X,O,X,X,X,X
LOSZITJ,O,X,O,X,O,X,X,X,X
LOSZIJT,O,O,O,X,X,X,X,X,X
LOSZJTI,X,O,O,X,O,X,X,X,X
LOSZJIT,O,O,O,X,O,X,O,X,X
LOZTIJS,O,X,O,X,X,X,X,X,X
LOZTISJ,O,X,O,X,X,X,X,X,X
LOZTJIS,O,X,O,X,O,O,O,X,X
LOZTJSI,O,X,O,X,X,O,X,X,X
LOZTSIJ,O,X,O,X,X,X,X,X,X
LOZTSJI,O,X,O,X,X,X,X,X,X
LOZITJS,O,X,O,X,X,X,O,X,X
LOZITSJ,O,X,O,X,X,X,X,X,X
LOZIJTS,O,X,O,O,X,O,O,X,O
LOZIJST,O,X,O,X,X,O,O,X,O
LOZISTJ,O,X,O,X,X,X,X,X,X
LOZISJT,O,X,O,X,X,X,O,X,X
LOZJTIS,O,X,O,O,O,O,O,X,X
LOZJTSI,O,X,O,O,X,O,X,X,X
LOZJITS,O,X,O,O,O,O,O,X,O
LOZJIST,O,X,O,X,O,O,O,X,O
LOZJSTI,X,X,O,O,O,O,X,X,X
LOZJSIT,O,X,O,X,O,O,O,X,X
LOZSTIJ,O,X,O,X,O,X,X,X,X
LOZSTJI,O,X,O,X,O,X,X,X,X
LOZSITJ,O,X,O,X,O,X,X,X,X
LOZSIJT,O,X,O,X,X,X,X,X,X
LOZSJTI,X,X,O,X,O,O,X,X,X
LOZSJIT,O,X,O,X,O,O,O,X,X
JTILSZO,O,O,X,O,X,X,X,X,X
JTILSOZ,O,O,X,O,X,X,X,X,X
JTILZSO,O,O,X,O,X,X,X,X,O
JTILZOS,X,O,X,O,X,X,X,X,O
JTILOSZ,O,O,X,O,X,X,X,X,X
JTILOZS,X,O,X,O,X,X,X,X,X
JTISLZO,X,O,X,O,X,X,X,X,X
JTISLOZ,O,O,X,O,X,X,X,X,X
JTISZLO,X,O,X,X,X,X,X,X,X
JTISZOL,O,O,X,X,X,X,X,X,X
JTISOLZ,O,O,X,O,X,X,X,X,X
JTISOZL,O,O,X,X,X,X,X,X,X
JTIZLSO,X,O,X,O,X,X,X,X,O
JTIZLOS,X,O,X,O,X,X,X,X,O
JTIZSLO,X,O,X,X,X,X,X,X,X
JTIZSOL,O,O,X,X,X,X,X,X,X
JTIZOLS,X,O,X,O,X,X,X,X,X
JTIZOSL,X,O,X,X,X,X,X,X,X
JTIOLSZ,O,O,X,O,X,X,X,X,X
JTIOLZS,O,O,X,O,X,X,X,X,X
JTIOSLZ,O,O,X,O,X,X,X,X,X
JTIOSZL,O,O,X,X,X,X,X,X,X
JTIOZLS,X,O,X,O,X,X,X,X,X
JTIOZSL,O,O,X,X,X,X,X,X,X
JTLISZO,O,O,O,O,X,X,X,X,X
JTLISOZ,O,O,O,O,O,X,X,X,X
JTLIZSO,O,O,O,O,X,X,X,X,O
JTLIZOS,X,O,O,O,O,X,X,X,O
JTLIOSZ,O,O,O,O,O,X,X,X,X
JTLIOZS,O,O,O,O,O,X,X,X,X
JTLSIZO,O,O,O,O,X,X,X,O,X
JTLSIOZ,O,O,O,O,O,X,X,O,X
JTLSZIO,O,O,O,O,X,X,X,O,X
JTLSZOI,O,O,O,O,X,X,X,O,X
JTLSOIZ,O,O,O,O,O,X,X,O,X
JTLSOZI,O,O,O,O,X,X,X,O,X
JTLZISO,O,O,O,O,X,X,X,X,O
JTLZIOS,X,O,O,O,O,X,X,X,O
JTLZSIO,O,O,O,O,X,X,X,X,X
JTLZSOI,O,O,O,O,X,X,X,X,X
JTLZOIS,O,O,O,O,O,X,X,X,X
JTLZOSI,O,O,O,O,X,X,X,X,X
JTLOISZ,O,O,O,O,O,X,X,X,X
JTLOIZS,O,O,O,O,O,X,X,X,X
JTLOSIZ,O,O,O,O,O,X,X,O,X
JTLOSZI,O,O,O,O,X,X,X,O,X
JTLOZIS,O,O,O,O,O,X,X,X,X
JTLOZSI,O,O,O,O,X,X,X,X,X
JTSILZO,X,O,X,O,X,X,X,O,X
JTSILOZ,O,O,X,O,O,X,X,O,X
JTSIZLO,X,O,X,X,X,X,X,X,X
JTSIZOL,O,O,X,X,X,X,X,X,X
JTSIOLZ,O,O,X,O,O,X,X,O,X
JTSIOZL,O,O,X,X,X,X,X,X,X
JTSLIZO,X,O,O,O,O,X,X,O,X
JTSLIOZ,O,O,O,O,O,X,X,O,X
JTSLZIO,X,O,O,O,O,X,X,O,X
JTSLZOI,X,O,O,O,O,X,X,O,X
JTSLOIZ,O,O,O,O,O,X,X,O,X
JTSLOZI,O,O,O,O,O,X,X,O,X
JTSZILO,X,O,O,X,X,X,X,X,X
JTSZIOL,O,O,O,X,X,X,X,X,X
JTSZLIO,X,O,O,O,X,X,X,O,X
JTSZLOI,X,O,O,O,X,X,X,O,X
JTSZOIL,O,O,O,X,X,X,X,X,X
JTSZOLI,O,O,O,O,X,X,X,O,X
JTSOILZ,O,O,X,O,O,X,X,O,X
JTSOIZL,O,O,X,X,X,X,X,X,X
JTSOLIZ,O,O,O,O,O,X,X,O,X
JTSOLZI,O,O,O,O,O,X,X,O,X
JTSOZIL,O,O,O,X,X,X,X,X,X
JTSOZLI,O,O,O,O,X,X,X,O,X
JTZILSO,X,O,X,O,X,X,X,X,O
JTZILOS,X,O,O,O,X,O,X,X,O
JTZISLO,X,O,X,X,X,X,X,X,X
JTZISOL,O,O,X,X,X,X,X,X,X
JTZIOLS,X,O,O,O,X,O,X,X,X
JTZIOSL,X,O,O,X,X,O,X,X,X
JTZLISO,X,O,O,O,X,X,X,X,O
JTZLIOS,X,O,O,O,X,O,X,X,O
JTZLSIO,X,O,O,O,X,X,X,X,X
JTZLSOI,X,O,O,O,X,O,X,X,X
JTZLOIS,X,O,O,O,X,O,X,X,X
JTZLOSI,X,O,O,O,X,O,X,X,X
JTZSILO,X,O,X,X,X,X,X,X,X
JTZSIOL,O,O,X,X,X,X,X,X,X
JTZSLIO,X,O,X,O,X,X,X,X,X
JTZSLOI,X,O,X,O,X,O,X,X,X
JTZSOIL,O,O,X,X,X,O,X,X,X
JTZSOLI,O,O,X,O,X,O,X,X,X
JTZOILS,X,O,O,O,X,O,X,X,X
JTZOISL,O,O,O,X,X,O,X,X,X
JTZOLIS,O,O,O,O,X,O,X,X,X
JTZOLSI,O,O,O,O,X,O,X,X,X
JTZOSIL,O,O,X,X,X,O,X,X,X
JTZOSLI,O,O,X,O,X,O,X,X,X
JTOILSZ,O,O,X,O,X,X,X,X,X
JTOILZS,O,O,X,O,X,X,X,X,X
JTOISLZ,O,O,X,O,X,X,X,X,X
JTOISZL,O,O,X,X,X,X,X,X,X
JTOIZLS,X,O,X,O,X,O,X,X,X
JTOIZSL,O,O,X,X,X,O,X,X,X
JTOLISZ,O,O,O,O,O,X,X,X,X
JTOLIZS,O,O,O,O,O,X,X,X,X
JTOLSIZ,O,O,O,O,O,X,X,O,X
JTOLSZI,O,O,O,O,X,X,X,O,X
JTOLZIS,O,O,O,O,O,X,X,X,X
JTOLZSI,O,O,O,O,X,X,X,X,X
JTOSILZ,O,O,X,O,O,X,X,O,X
JTOSIZL,O,O,X,X,X,X,X,X,X
JTOSLIZ,O,O,O,O,O,X,X,O,X
JTOSLZI,O,O,O,O,O,X,X,O,X
JTOSZIL,O,O,O,X,X,X,X,X,X
JTOSZLI,O,O,O,O,X,X,X,O,X
JTOZILS,X,O,O,O,X,O,X,X,X
JTOZISL,O,O,O,X,X,O,X,X,X
JTOZLIS,O,O,O,O,X,O,X,X,X
JTOZLSI,O,O,O,O,X,O,X,X,X
JTOZSIL,O,O,X,X,X,O,X,X,X
JTOZSLI,O,O,X,O,X,O,X,X,X
JITLSZO,O,O,X,O,X,X,X,X,X
JITLSOZ,O,O,X,O,X,X,X,X,X
JITLZSO,O,O,X,O,X,X,X,X,O
JITLZOS,X,O,X,O,X,X,X,X,O
JITLOSZ,O,O,X,O,X,X,X,X,X
JITLOZS,X,O,X,O,X,X,X,X,X
JITSLZO,X,O,X,O,X,X,X,X,X
JITSLOZ,O,O,X,O,X,X,X,X,X
JITSZLO,X,O,X,X,X,X,X,X,X
JITSZOL,O,O,X,X,X,X,X,X,X
JITSOLZ,O,O,X,O,X,X,X,X,X
JITSOZL,O,O,X,X,X,X,X,X,X
JITZLSO,X,O,X,O,X,X,X,X,O
JITZLOS,X,O,X,O,X,X,X,X,O
JITZSLO,X,O,X,X,X,X,X,X,X
JITZSOL,O,O,X,X,X,X,X,X,X
JITZOLS,X,O,X,O,X,X,X,X,X
JITZOSL,X,O,X,X,X,X,X,X,X
JITOLSZ,O,O,X,O,X,X,X,X,X
JITOLZS,O,O,X,O,X,X,X,X,X
JITOSLZ,O,O,X,O,X,X,X,X,X
JITOSZL,O,O,X,X,X,X,X,X,X
JITOZLS,X,O,X,O,X,X,X,X,X
JITOZSL,O,O,X,X,X,X,X,X,X
JILTSZO,O,O,X,O,X,X,X,X,X
JILTSOZ,O,O,X,O,X,X,X,X,X
JILTZSO,O,O,X,O,X,X,X,X,O
JILTZOS,X,O,X,O,X,X,X,X,O
JILTOSZ,O,O,X,O,X,X,X,X,X
JILTOZS,O,O,X,O,X,X,X,X,X
JILSTZO,O,O,X,O,X,X,X,X,X
JILSTOZ,O,O,X,O,X,X,X,X,X
JILSZTO,O,X,X,X,X,X,X,X,O
JILSZOT,O,O,X,X,X,X,X,X,O
JILSOTZ,O,O,X,O,X,X,X,X,X
JILSOZT,O,O,X,X,X,X,X,X,X
JILZTSO,O,X,X,O,X,X,X,X,O
JILZTOS,X,X,X,O,X,X,X,X,O
JILZSTO,O,X,X,X,X,X,X,X,O
JILZSOT,O,O,X,X,X,X,X,X,O
JILZOTS,X,X,X,O,X,X,X,X,O
JILZOST,X,X,X,X,X,X,X,X,O
JILOTSZ,O,X,X,O,X,X,X,X,X
JILOTZS,O,X,X,O,X,X,X,X,X
JILOSTZ,O,O,X,O,X,X,X,X,X
JILOSZT,O,O,X,X,X,X,X,X,X
JILOZTS,O,X,X,O,X,X,X,X,O
JILOZST,O,X,X,X,X,X,X,X,O
JISTLZO,X,O,X,O,X,X,X,X,X
JISTLOZ,O,O,X,O,X,X,X,X,X
JISTZLO,X,O,X,X,X,X,X,X,X
JISTZOL,O,O,X,X,X,X,X,X,X
JISTOLZ,O,O,X,O,X,X,X,X,X
JISTOZL,O,O,X,X,X,X,X,X,X
JISLTZO,O,O,X,O,X,X,X,X,X
JISLTOZ,O,O,X,O,X,X,X,X,X
JISLZTO,O,X,X,X,X,X,X,X,O
JISLZOT,O,O,X,X,X,X,X,X,O
JISLOTZ,O,O,X,O,X,X,X,X,X
JISLOZT,O,O,X,X,X,X,X,X,X
JISZTLO,X,O,X,X,X,X,X,X,X
JISZTOL,X,O,X,X,X,X,X,X,X
JISZLTO,X,X,X,X,X,X,X,X,O
JISZLOT,X,O,X,X,X,X,X,X,O
JISZOTL,X,O,X,X,X,X,X,X,X
JISZOLT,X,O,X,X,X,X,X,X,X
JISOTLZ,O,O,X,O,X,X,X,X,X
JISOTZL,O,O,X,X,X,X,X,X,X
JISOLTZ,O,O,X,O,X,X,X,X,X
JISOLZT,O,O,X,X,X,X,X,X,X
JISOZTL,X,O,X,X,X,X,X,X,X
JISOZLT,X,O,X,X,X,X,X,X,X
JIZTLSO,X,O,X,O,X,X,X,X,O
JIZTLOS,X,O,X,O,X,O,X,X,O
JIZTSLO,X,O,X,X,X,X,X,X,X
JIZTSOL,O,O,X,X,X,X,X,X,X
JIZTOLS,X,O,X,O,X,O,X,X,X
JIZTOSL,X,O,X,X,X,O,X,X,X
JIZLTSO,O,X,X,O,X,X,X,X,O
JIZLTOS,X,X,X,O,X,O,X,X,O
JIZLSTO,O,X,X,X,X,X,X,X,O
JIZLSOT,O,O,X,X,X,X,X,X,O
JIZLOTS,X,X,X,O,X,O,X,X,O
JIZLOST,X,X,X,X,X,O,X,X,O
JIZSTLO,X,O,X,X,X,X,X,X,X
JIZSTOL,X,O,X,X,X,X,X,X,X
JIZSLTO,X,X,X,X,X,X,X,X,O
JIZSLOT,X,O,X,X,X,X,X,X,O
JIZSOTL,X,O,X,X,X,X,X,X,X
JIZSOLT,X,O,X,X,X,X,X,X,X
JIZOTLS,X,X,X,O,X,O,O,X,X
JIZOTSL,O,X,X,X,X,O,X,X,X
JIZOLTS,O,X,X,O,X,O,O,X,O
JIZOLST,O,X,X,X,X,O,O,X,O
JIZOSTL,X,X,X,X,X,O,X,X,X
JIZOSLT,X,X,X,X,X,O,O,X,X
JIOTLSZ,O,O,X,O,X,X,X,X,X
JIOTLZS,O,O,X,O,X,X,O,X,X
JIOTSLZ,O,O,X,O,X,X,X,X,X
JIOTSZL,O,O,X,X,X,X,X,X,X
JIOTZLS,X,O,X,O,X,O,O,X,X
JIOTZSL,O,O,X,X,X,O,X,X,X
JIOLTSZ,O,X,X,O,X,X,X,X,X
JIOLTZS,O,X,X,O,X,X,O,X,X
JIOLSTZ,O,O,X,O,X,X,X,X,X
JIOLSZT,O,O,X,X,X,X,O,X,X
JIOLZTS,O,X,X,O,X,O,O,X,O
JIOLZST,O,X,X,X,X,O,O,X,O
JIOSTLZ,O,O,X,O,X,X,X,X,X
JIOSTZL,O,O,X,X,X,X,X,X,X
JIOSLTZ,O,O,X,O,X,X,X,X,X
JIOSLZT,O,O,X,X,X,X,O,X,X
JIOSZTL,X,O,X,X,X,O,X,X,X
JIOSZLT,X,O,X,X,X,O,O,X,X
JIOZTLS,X,X,X,O,X,O,O,X,X
JIOZTSL,O,X,X,X,X,O,X,X,X
JIOZLTS,O,X,X,O,X,O,O,X,O
JIOZLST,O,X,X,X,X,O,O,X,O
JIOZSTL,X,X,X,X,X,O,X,X,X
JIOZSLT,X,X,X,X,X,O,O,X,X
JLTISZO,O,O,O,O,O,X,X,X,X
JLTISOZ,O,O,O,O,O,X,X,X,X
JLTIZSO,O,O,O,O,X,X,X,X,O
JLTIZOS,X,O,O,O,O,X,X,X,O
JLTIOSZ,O,O,O,O,O,X,X,X,X
JLTIOZS,O,O,O,O,O,X,X,X,X
JLTSIZO,O,O,O,O,O,X,X,O,X
JLTSIOZ,O,O,O,O,O,X,X,O,X
JLTSZIO,O,O,O,O,O,X,X,O,X
JLTSZOI,O,O,O,O,O,X,X,O,X
JLTSOIZ,O,O,O,O,O,X,X,O,X
JLTSOZI,O,O,O,O,O,X,X,O,X
JLTZISO,O,O,O,O,X,X,X,X,O
JLTZIOS,X,O,O,O,O,X,X,X,O
JLTZSIO,O,O,O,O,X,X,X,X,X
JLTZSOI,O,O,O,O,X,X,X,X,X
JLTZOIS,O,O,O,O,O,X,X,X,X
JLTZOSI,O,O,O,O,X,X,X,X,X
JLTOISZ,O,O,O,O,O,X,X,X,X
JLTOIZS,O,O,O,O,O,X,X,X,X
JLTOSIZ,O,O,O,O,O,X,X,O,X
JLTOSZI,O,O,O,O,O,X,X,O,X
JLTOZIS,O,O,O,O,O,X,X,X,X
JLTOZSI,O,O,O,O,X,X,X,X,X
JLITSZO,O,O,O,O,O,X,X,X,X
JLITSOZ,O,O,O,O,O,X,X,X,X
JLITZSO,O,O,O,O,X,X,X,X,O
JLITZOS,X,O,O,O,O,X,X,X,O
JLITOSZ,O,O,O,O,O,X,X,X,X
JLITOZS,O,O,O,O,O,X,X,X,X
JLISTZO,O,O,O,O,O,X,X,X,X
JLISTOZ,O,O,O,O,O,X,X,X,X
JLISZTO,O,X,O,X,O,X,X,X,O
JLISZOT,O,O,O,X,O,X,X,X,O
JLISOTZ,O,O,O,O,O,X,X,X,X
JLISOZT,O,O,O,X,O,X,X,X,X
JLIZTSO,O,X,O,O,X,X,X,X,O
JLIZTOS,X,X,O,O,O,X,X,X,O
JLIZSTO,O,X,O,X,O,X,X,X,O
JLIZSOT,O,O,O,X,O,X,X,X,O
JLIZOTS,X,X,O,O,O,X,X,X,O
JLIZOST,X,X,O,X,O,X,X,X,O
JLIOTSZ,O,X,O,O,O,X,X,X,X
JLIOTZS,O,X,O,O,O,X,X,X,X
JLIOSTZ,O,O,O,O,O,X,X,X,X
JLIOSZT,O,O,O,X,O,X,X,X,X
JLIOZTS,O,X,O,O,O,X,X,X,O
JLIOZST,O,X,O,X,O,X,X,X,O
JLSTIZO,O,O,O,O,O,X,X,O,X
JLSTIOZ,O,O,O,O,O,X,X,O,X
JLSTZIO,O,O,O,O,O,X,X,O,X
JLSTZOI,O,O,O,O,O,X,X,O,X
JLSTOIZ,O,O,O,O,O,X,X,O,X
JLSTOZI,O,O,O,O,O,X,X,O,X
JLSITZO,O,O,O,O,O,X,X,O,X
JLSITOZ,O,O,O,O,O,X,X,O,X
JLSIZTO,O,X,O,X,O,X,X,X,O
JLSIZOT,O,O,O,X,O,X,X,X,O
JLSIOTZ,O,O,O,O,O,X,X,X,X
JLSIOZT,O,O,O,X,O,X,X,X,X
JLSZTIO,X,X,O,X,O,X,X,O,X
JLSZTOI,X,X,O,X,O,X,X,O,X
JLSZITO,O,X,O,X,O,X,X,X,O
JLSZIOT,O,O,O,X,O,X,X,X,O
JLSZOTI,X,O,O,O,O,X,X,X,X
JLSZOIT,O,O,O,X,O,X,X,X,X
JLSOTIZ,O,O,O,O,O,X,X,O,X
JLSOTZI,O,O,O,O,O,X,X,O,X
JLSOITZ,O,O,O,O,O,X,X,X,X
JLSOIZT,O,O,O,X,O,X,X,X,X
JLSOZTI,X,O,O,O,O,X,X,X,X
JLSOZIT,O,O,O,X,O,X,X,X,X
JLZTISO,O,X,O,O,X,X,X,X,O
JLZTIOS,X,X,O,O,O,O,X,X,O
JLZTSIO,O,X,O,O,X,X,X,X,X
JLZTSOI,O,X,O,O,X,O,X,X,X
JLZTOIS,O,X,O,O,O,O,X,X,X
JLZTOSI,O,X,O,O,X,O,X,X,X
JLZITSO,O,X,O,O,X,X,X,X,O
JLZITOS,X,X,O,O,O,O,X,X,O
JLZISTO,O,X,O,X,O,X,X,X,O
JLZISOT,O,O,O,X,O,X,X,X,O
JLZIOTS,X,X,O,O,O,O,X,X,O
JLZIOST,X,X,O,X,O,O,X,X,O
JLZSTIO,X,X,O,X,O,X,X,X,X
JLZSTOI,X,X,O,X,O,O,X,X,X
JLZSITO,O,X,O,X,O,X,X,X,O
JLZSIOT,O,O,O,X,O,X,X,X,O
JLZSOTI,X,O,O,O,O,O,X,X,X
JLZSOIT,O,O,O,X,O,O,X,X,X
JLZOTIS,O,X,O,O,O,O,X,X,X
JLZOTSI,O,X,O,O,X,O,X,X,X
JLZOITS,O,X,O,O,O,O,X,X,O
JLZOIST,O,X,O,X,O,O,X,X,O
JLZOSTI,X,X,O,O,O,O,X,X,X
JLZOSIT,O,X,O,X,O,O,X,X,X
JLOTISZ,O,X,O,O,O,X,X,X,X
JLOTIZS,O,X,O,O,O,X,X,X,X
JLOTSIZ,O,X,O,O,O,X,X,X,X
JLOTSZI,O,X,O,O,O,X,X,X,X
JLOTZIS,O,X,O,O,O,X,X,X,X
JLOTZSI,O,X,O,O,X,X,X,X,X
JLOITSZ,O,X,O,O,O,X,X,X,X
JLOITZS,O,X,O,O,O,X,X,X,X
JLOISTZ,O,O,O,O,O,X,X,X,X
JLOISZT,O,O,O,X,O,X,X,X,X
JLOIZTS,O,X,O,O,O,O,X,X,O
JLOIZST,O,X,O,X,O,O,X,X,O
JLOSTIZ,O,O,O,O,O,X,X,X,X
JLOSTZI,O,O,O,O,O,X,X,X,X
JLOSITZ,O,O,O,O,O,X,X,X,X
JLOSIZT,O,O,O,X,O,X,X,X,X
JLOSZTI,X,O,O,O,O,X,X,X,X
JLOSZIT,O,O,O,X,O,X,X,X,X
JLOZTIS,O,X,O,O,O,O,X,X,X
JLOZTSI,O,X,O,O,X,O,X,X,X
JLOZITS,O,X,O,O,O,O,X,X,O
JLOZIST,O,X,O,X,O,O,X,X,O
JLOZSTI,X,X,O,O,O,O,X,X,X
JLOZSIT,O,X,O,X,O,O,X,X,X
JSTILZO,X,O,X,O,X,X,X,O,X
JSTILOZ,O,O,X,O,O,X,X,O,X
JSTIZLO,X,O,X,X,X,X,X,X,X
JSTIZOL,O,O,X,X,X,X,X,X,X
JSTIOLZ,O,O,X,O,O,X,X,O,X
JSTIOZL,O,O,X,X,X,X,X,X,X
JSTLIZO,X,O,O,O,O,X,X,O,X
JSTLIOZ,O,O,O,O,O,X,X,O,X
JSTLZIO,X,O,O,O,O,X,X,O,X
JSTLZOI,X,O,O,O,O,X,X,O,X
JSTLOIZ,O,O,O,O,O,X,X,O,X
JSTLOZI,O,O,O,O,O,X,X,O,X
JSTZILO,X,O,O,X,X,X,X,X,X
JSTZIOL,O,O,O,X,X,X,X,X,X
JSTZLIO,X,O,O,O,X,X,X,O,X
JSTZLOI,X,O,O,O,X,X,X,O,X
JSTZOIL,O,O,O,X,X,X,X,X,X
JSTZOLI,O,O,O,O,X,X,X,O,X
JSTOILZ,O,O,X,O,O,X,X,O,X
JSTOIZL,O,O,X,X,X,X,X,X,X
JSTOLIZ,O,O,O,O,O,X,X,O,X
JSTOLZI,O,O,O,O,O,X,X,O,X
JSTOZIL,O,O,O,X,X,X,X,X,X
JSTOZLI,O,O,O,O,X,X,X,O,X
JSITLZO,X,O,X,O,X,X,X,O,X
JSITLOZ,O,O,X,O,O,X,X,O,X
JSITZLO,X,O,X,X,X,X,X,X,X
JSITZOL,O,O,X,X,X,X,X,X,X
JSITOLZ,O,O,X,O,O,X,X,O,X
JSITOZL,O,O,X,X,X,X,X,X,X
JSILTZO,O,O,X,O,X,X,X,O,X
JSILTOZ,O,O,X,O,O,X,X,O,X
JSILZTO,O,X,X,X,X,X,X,X,O
JSILZOT,O,O,X,X,X,X,X,X,O
JSILOTZ,O,O,X,O,O,X,X,X,X
JSILOZT,O,O,X,X,X,X,X,X,X
JSIZTLO,X,O,X,X,X,X,X,X,X
JSIZTOL,X,O,X,X,X,X,X,X,X
JSIZLTO,X,X,X,X,X,X,X,X,O
JSIZLOT,X,O,X,X,X,X,X,X,O
JSIZOTL,X,O,X,X,X,X,X,X,X
JSIZOLT,X,O,X,X,X,X,X,X,X
