sequence,v115@FhB8IeA8HeB8AeE8BeB8JeZEJvhFukB3gBzhBtnByq?BUsB,v115@FhB8IeA8HeB8AeE8BeB8JeZEJvhFqkBTgBmhBtnBXm?BUsB,v115@FhB8IeA8HeB8AeE8BeB8JeZEJvhFCgBemBzhBtnBXl?BUsB,v115@FhB8IeA8HeB8AeE8BeB8JeZEJvhFukB3gBtmB0iByq?BTsB,v115@FhB8IeA8HeB8AeE8BeB8JeT/IvhF/lBRhBtnB2rBip?BUsB,v115@FhB8IeA8HeB8AeE8BeB8JeZEJvhFCgBemBtmB0iBXl?BTsB,v115@FhB8IeA8HeB8AeE8BeB8JeZEJvhFCgBemBtnBXlBzm?BUsB
LSIJTZO,O,O,O,O,O,O,O
LSIJTOZ,O,O,O,O,O,O,O
LSIJZTO,O,O,O,O,X,O,O
LSIJZOT,O,O,O,O,X,O,X
LSIJOTZ,O,O,O,O,O,O,O
LSIJOZT,O,O,O,O,X,O,X
LSIZTJO,O,O,O,O,X,X,O
LSIZTOJ,O,O,O,O,X,X,O
LSIZJTO,O,O,O,O,X,O,O
LSIZJOT,O,O,O,O,X,O,X
LSIZOTJ,O,O,O,O,X,X,X
LSIZOJT,O,O,O,O,X,O,X
LSIOTJZ,O,O,O,O,O,O,O
LSIOTZJ,O,O,X,O,O,X,O
LSIOJTZ,O,O,O,O,O,O,O
LSIOJZT,O,O,O,O,X,O,X
LSIOZTJ,O,O,O,O,X,X,X
LSIOZJT,O,O,O,O,X,O,X
LSJTIZO,O,O,O,O,O,O,O
LSJTIOZ,O,O,O,O,O,O,O
LSJTZIO,O,O,O,O,O,O,O
LSJTZOI,O,O,O,O,O,O,O
LSJTOIZ,O,O,O,O,O,O,O
LSJTOZI,O,O,O,O,O,O,O
LSJITZO,O,O,O,O,O,O,O
LSJITOZ,O,O,O,O,O,O,O
LSJIZTO,O,O,O,O,X,O,O
LSJIZOT,O,O,O,O,X,O,X
LSJIOTZ,O,O,O,O,O,O,O
LSJIOZT,O,O,O,O,X,O,X
LSJZTIO,O,O,O,O,O,O,O
LSJZTOI,O,O,O,O,O,O,O
LSJZITO,O,O,O,O,X,O,O
LSJZIOT,O,O,O,O,X,O,X
LSJZOTI,O,O,O,O,O,O,X
LSJZOIT,O,O,O,O,X,O,X
LSJOTIZ,O,O,O,O,O,O,O
LSJOTZI,O,O,O,O,O,O,O
LSJOITZ,O,O,O,O,O,O,O
LSJOIZT,O,O,O,O,X,O,X
LSJOZTI,O,O,O,O,O,O,X
LSJOZIT,O,O,O,O,X,O,X
LSZTIJO,O,O,O,O,X,X,O
LSZTIOJ,O,O,O,O,O,X,O
LSZTJIO,O,O,O,O,O,X,O
LSZTJOI,O,O,O,O,O,X,O
LSZTOIJ,O,O,O,O,O,X,O
LSZTOJI,O,O,O,O,O,X,O
LSZITJO,O,O,O,O,X,X,O
LSZITOJ,O,O,O,O,X,X,O
LSZIJTO,O,O,O,O,X,O,O
LSZIJOT,O,O,O,O,X,O,X
LSZIOTJ,O,O,O,O,X,X,X
LSZIOJT,O,O,O,O,X,O,X
LSZJTIO,O,O,O,O,O,O,O
LSZJTOI,O,O,O,O,O,O,O
LSZJITO,O,O,O,O,X,O,O
LSZJIOT,O,O,O,O,X,O,X
LSZJOTI,O,O,O,O,O,O,X
LSZJOIT,O,O,O,O,X,O,X
LSZOTIJ,O,O,O,O,O,X,X
LSZOTJI,O,O,O,O,O,X,X
LSZOITJ,O,O,O,O,X,X,X
LSZOIJT,O,O,O,O,X,O,X
LSZOJTI,O,O,O,O,O,O,X
LSZOJIT,O,O,O,O,X,O,X
LSOTIJZ,O,O,O,O,O,O,O
LSOTIZJ,O,O,X,O,O,X,O
LSOTJIZ,O,O,O,O,O,O,O
LSOTJZI,O,O,O,O,O,O,O
LSOTZIJ,O,O,X,O,O,X,O
LSOTZJI,O,O,X,O,O,X,O
LSOITJZ,O,O,O,O,O,O,O
LSOITZJ,O,O,X,O,O,X,O
LSOIJTZ,O,O,O,O,O,O,O
LSOIJZT,O,O,O,O,X,O,X
LSOIZTJ,O,O,O,O,X,X,X
LSOIZJT,O,O,O,O,X,O,X
LSOJTIZ,O,O,O,O,O,O,O
LSOJTZI,O,O,O,O,O,O,O
LSOJITZ,O,O,O,O,O,O,O
LSOJIZT,O,O,O,O,X,O,X
LSOJZTI,O,O,O,O,O,O,X
LSOJZIT,O,O,O,O,X,O,X
LSOZTIJ,O,O,O,O,O,X,X
LSOZTJI,O,O,O,O,O,X,X
LSOZITJ,O,O,O,O,X,X,X
LSOZIJT,O,O,O,O,X,O,X
LSOZJTI,O,O,O,O,O,O,X
LSOZJIT,O,O,O,O,X,O,X
LZTIJSO,O,O,O,O,X,O,X
LZTIJOS,O,O,O,O,X,X,X
LZTISJO,O,O,O,O,X,X,X
LZTISOJ,O,O,O,O,X,X,X
LZTIOJS,O,O,O,O,X,X,X
LZTIOSJ,O,O,X,O,X,X,X
LZTJISO,O,O,O,O,X,O,X
LZTJIOS,O,O,O,O,X,X,X
LZTJSIO,O,O,O,O,O,O,X
LZTJSOI,O,O,O,O,O,O,X
LZTJOIS,O,O,O,O,X,X,X
LZTJOSI,O,O,O,O,O,X,X
LZTSIJO,O,O,O,O,X,X,X
LZTSIOJ,O,O,O,O,O,X,X
LZTSJIO,O,O,O,O,O,X,X
LZTSJOI,O,O,O,O,O,X,X
LZTSOIJ,O,O,O,O,O,X,X
LZTSOJI,O,O,O,O,O,X,X
LZTOIJS,O,O,O,O,X,X,X
LZTOISJ,O,O,X,O,X,X,X
LZTOJIS,O,O,O,O,X,X,X
LZTOJSI,O,O,O,O,O,X,X
LZTOSIJ,O,O,X,O,O,X,X
LZTOSJI,O,O,X,O,O,X,X
LZITJSO,O,O,O,O,X,O,X
LZITJOS,O,O,O,O,X,X,X
LZITSJO,O,O,O,O,X,X,X
LZITSOJ,O,O,O,O,X,X,X
LZITOJS,O,O,O,O,X,X,X
LZITOSJ,O,O,X,O,X,X,X
LZIJTSO,O,O,O,O,X,X,X
LZIJTOS,O,O,O,O,X,X,X
LZIJSTO,O,O,O,O,X,X,X
LZIJSOT,O,O,O,O,X,X,X
LZIJOTS,O,O,X,O,X,X,X
LZIJOST,O,X,X,O,X,X,X
LZISTJO,O,O,O,O,X,X,X
LZISTOJ,O,O,O,O,X,X,X
LZISJTO,O,O,O,O,X,X,X
LZISJOT,O,O,O,O,X,X,X
LZISOTJ,O,O,O,O,X,X,X
LZISOJT,O,O,O,O,X,X,X
LZIOTJS,O,O,X,O,X,X,X
LZIOTSJ,O,O,X,O,X,X,X
LZIOJTS,O,O,X,O,X,X,X
LZIOJST,O,X,X,O,X,X,X
LZIOSTJ,O,O,X,O,X,X,X
LZIOSJT,O,O,X,O,X,X,X
LZJTISO,O,O,O,O,X,X,X
LZJTIOS,O,O,O,O,X,X,X
LZJTSIO,O,O,O,O,O,X,X
LZJTSOI,O,O,O,O,O,X,X
LZJTOIS,O,O,O,O,X,X,X
LZJTOSI,O,O,O,O,O,X,X
LZJITSO,O,O,O,O,X,X,X
LZJITOS,O,O,O,O,X,X,X
LZJISTO,O,O,O,O,X,X,X
LZJISOT,O,O,O,O,X,X,X
LZJIOTS,O,O,X,O,X,X,X
LZJIOST,O,X,X,O,X,X,X
LZJSTIO,O,O,O,O,O,X,X
LZJSTOI,O,O,O,O,O,X,X
LZJSITO,O,O,O,O,X,X,X
LZJSIOT,O,O,O,O,X,X,X
LZJSOTI,O,O,O,O,O,X,X
LZJSOIT,O,O,O,O,X,X,X
LZJOTIS,O,O,X,O,X,X,X
LZJOTSI,O,O,X,O,O,X,X
LZJOITS,O,O,X,O,X,X,X
LZJOIST,O,X,X,O,X,X,X
LZJOSTI,O,X,X,O,O,X,X
LZJOSIT,O,X,X,O,X,X,X
LZSTIJO,O,O,O,O,X,X,X
LZSTIOJ,O,O,O,O,O,X,X
LZSTJIO,O,O,O,O,O,X,X
LZSTJOI,O,O,O,O,O,X,X
LZSTOIJ,O,O,O,O,O,X,X
LZSTOJI,O,O,O,O,O,X,X
LZSITJO,O,O,O,O,X,X,X
LZSITOJ,O,O,O,O,X,X,X
LZSIJTO,O,O,O,O,X,X,X
LZSIJOT,O,O,O,O,X,X,X
LZSIOTJ,O,O,O,O,X,X,X
LZSIOJT,O,O,O,O,X,X,X
LZSJTIO,O,O,O,O,O,X,X
LZSJTOI,O,O,O,O,O,X,X
LZSJITO,O,O,O,O,X,X,X
LZSJIOT,O,O,O,O,X,X,X
LZSJOTI,O,O,O,O,O,X,X
LZSJOIT,O,O,O,O,X,X,X
LZSOTIJ,O,O,O,O,O,X,X
LZSOTJI,O,O,O,O,O,X,X
LZSOITJ,O,O,O,O,X,X,X
LZSOIJT,O,O,O,O,X,X,X
LZSOJTI,O,O,O,O,O,X,X
LZSOJIT,O,O,O,O,X,X,X
LZOTIJS,O,O,X,O,X,X,X
LZOTISJ,O,O,X,O,X,X,X
LZOTJIS,O,O,X,O,X,X,X
LZOTJSI,O,O,X,O,O,X,X
LZOTSIJ,O,O,X,O,O,X,X
LZOTSJI,O,O,X,O,O,X,X
LZOITJS,O,O,X,O,X,X,X
LZOITSJ,O,O,X,O,X,X,X
LZOIJTS,O,O,X,O,X,X,X
LZOIJST,O,X,X,O,X,X,X
LZOISTJ,O,O,X,O,X,X,X
LZOISJT,O,O,X,O,X,X,X
LZOJTIS,O,O,X,O,X,X,X
LZOJTSI,O,O,X,O,O,X,X
LZOJITS,O,O,X,O,X,X,X
LZOJIST,O,X,X,O,X,X,X
LZOJSTI,O,X,X,O,O,X,X
LZOJSIT,O,X,X,O,X,X,X
LZOSTIJ,O,O,X,O,O,X,X
LZOSTJI,O,O,X,O,O,X,X
LZOSITJ,O,O,X,O,X,X,X
LZOSIJT,O,O,X,O,X,X,X
LZOSJTI,O,O,X,O,O,X,X
LZOSJIT,O,O,X,O,X,X,X
LOTIJSZ,O,O,X,O,O,O,X
LOTIJZS,O,X,X,O,X,O,X
LOTISJZ,O,O,X,O,O,X,X
LOTISZJ,O,O,X,O,O,X,X
LOTIZJS,O,O,X,O,X,O,X
LOTIZSJ,O,O,X,O,X,X,X
LOTJISZ,O,O,X,O,O,O,X
LOTJIZS,O,X,X,O,X,O,X
LOTJSIZ,O,O,X,O,O,O,X
LOTJSZI,O,O,X,O,O,O,X
LOTJZIS,O,X,X,O,X,O,X
LOTJZSI,O,X,X,O,O,O,X
LOTSIJZ,O,O,X,O,O,X,X
LOTSIZJ,O,O,X,O,O,X,X
LOTSJIZ,O,O,X,O,O,X,X
LOTSJZI,O,O,X,O,O,X,X
LOTSZIJ,O,O,X,O,O,X,X
LOTSZJI,O,O,X,O,O,X,X
LOTZIJS,O,O,X,O,X,O,X
LOTZISJ,O,O,X,O,X,X,X
LOTZJIS,O,O,X,O,X,O,X
LOTZJSI,O,O,X,O,O,O,X
LOTZSIJ,O,O,X,O,O,X,X
LOTZSJI,O,O,X,O,O,X,X
LOITJSZ,O,O,X,O,O,O,X
LOITJZS,O,X,X,O,X,O,X
LOITSJZ,O,O,X,O,O,X,X
LOITSZJ,O,O,X,O,O,X,X
LOITZJS,O,O,X,O,X,O,X
LOITZSJ,O,O,X,O,X,X,X
LOIJTSZ,O,O,X,O,O,O,X
LOIJTZS,O,X,X,O,X,O,X
LOIJSTZ,O,O,X,O,O,O,X
LOIJSZT,O,O,X,O,X,O,X
LOIJZTS,O,O,X,O,X,X,X
LOIJZST,O,X,X,O,X,X,X
LOISTJZ,O,O,X,O,O,O,X
LOISTZJ,O,O,X,O,O,X,X
LOISJTZ,O,O,X,O,O,O,X
LOISJZT,O,O,X,O,X,O,X
LOISZTJ,O,O,X,O,X,X,X
LOISZJT,O,O,X,O,X,O,X
LOIZTJS,O,O,X,O,X,O,X
LOIZTSJ,O,O,X,O,X,X,X
LOIZJTS,O,O,X,O,X,X,X
LOIZJST,O,X,X,O,X,X,X
LOIZSTJ,O,O,X,O,X,X,X
LOIZSJT,O,O,X,O,X,X,X
LOJTISZ,O,O,X,O,O,O,X
LOJTIZS,O,X,X,O,X,O,X
LOJTSIZ,O,O,X,O,O,O,X
LOJTSZI,O,O,X,O,O,O,X
LOJTZIS,O,X,X,O,X,O,X
LOJTZSI,O,X,X,O,O,O,X
LOJITSZ,O,O,X,O,O,O,X
LOJITZS,O,X,X,O,X,O,X
LOJISTZ,O,O,X,O,O,O,X
LOJISZT,O,O,X,O,X,O,X
LOJIZTS,O,O,X,O,X,X,X
LOJIZST,O,X,X,O,X,X,X
LOJSTIZ,O,O,X,O,O,O,X
LOJSTZI,O,O,X,O,O,O,X
LOJSITZ,O,O,X,O,O,O,X
LOJSIZT,O,O,X,O,X,O,X
LOJSZTI,O,O,X,O,O,O,X
LOJSZIT,O,O,X,O,X,O,X
LOJZTIS,O,O,X,O,X,X,X
LOJZTSI,O,O,X,O,O,X,X
LOJZITS,O,O,X,O,X,X,X
LOJZIST,O,X,X,O,X,X,X
LOJZSTI,O,X,X,O,O,X,X
LOJZSIT,O,X,X,O,X,X,X
LOSTIJZ,O,O,X,O,O,O,X
LOSTIZJ,O,O,X,O,O,X,X
LOSTJIZ,O,O,X,O,O,O,X
LOSTJZI,O,O,X,O,O,O,X
LOSTZIJ,O,O,X,O,O,X,X
LOSTZJI,O,O,X,O,O,X,X
LOSITJZ,O,O,X,O,O,O,X
LOSITZJ,O,O,X,O,O,X,X
LOSIJTZ,O,O,X,O,O,O,X
LOSIJZT,O,O,X,O,X,O,X
LOSIZTJ,O,O,X,O,X,X,X
LOSIZJT,O,O,X,O,X,O,X
LOSJTIZ,O,O,X,O,O,O,X
LOSJTZI,O,O,X,O,O,O,X
LOSJITZ,O,O,X,O,O,O,X
LOSJIZT,O,O,X,O,X,O,X
LOSJZTI,O,O,X,O,O,O,X
LOSJZIT,O,O,X,O,X,O,X
LOSZTIJ,O,O,X,O,O,X,X
LOSZTJI,O,O,X,O,O,X,X
LOSZITJ,O,O,X,O,X,X,X
LOSZIJT,O,O,X,O,X,O,X
LOSZJTI,O,O,X,O,O,O,X
LOSZJIT,O,O,X,O,X,O,X
LOZTIJS,O,O,X,O,X,O,X
LOZTISJ,O,O,X,O,X,X,X
LOZTJIS,O,O,X,O,X,O,X
LOZTJSI,O,O,X,O,O,O,X
LOZTSIJ,O,O,X,O,O,X,X
LOZTSJI,O,O,X,O,O,X,X
LOZITJS,O,O,X,O,X,O,X
LOZITSJ,O,O,X,O,X,X,X
LOZIJTS,O,O,X,O,X,X,X
LOZIJST,O,X,X,O,X,X,X
LOZISTJ,O,O,X,O,X,X,X
LOZISJT,O,O,X,O,X,X,X
LOZJTIS,O,O,X,O,X,X,X
LOZJTSI,O,O,X,O,O,X,X
LOZJITS,O,O,X,O,X,X,X
LOZJIST,O,X,X,O,X,X,X
LOZJSTI,O,X,X,O,O,X,X
LOZJSIT,O,X,X,O,X,X,X
LOZSTIJ,O,O,X,O,O,X,X
LOZSTJI,O,O,X,O,O,X,X
LOZSITJ,O,O,X,O,X,X,X
LOZSIJT,O,O,X,O,X,X,X
LOZSJTI,O,O,X,O,O,X,X
LOZSJIT,O,O,X,O,X,X,X
JTILSZO,O,O,O,O,O,O,O
JTILSOZ,O,O,O,O,O,O,O
JTILZSO,O,X,O,O,X,O,X
JTILZOS,O,X,O,O,X,X,X
JTILOSZ,O,O,X,O,O,X,O
JTILOZS,O,X,X,O,X,X,X
JTISLZO,O,O,O,O,O,O,O
JTISLOZ,O,O,O,O,O,O,O
JTISZLO,X,O,O,O,O,O,O
JTISZOL,X,X,O,X,X,O,O
JTISOLZ,X,O,O,X,O,O,O
JTISOZL,X,X,O,X,X,O,O
JTIZLSO,O,X,O,O,X,O,X
JTIZLOS,O,X,O,O,X,X,X
JTIZSLO,O,X,O,O,O,O,O
JTIZSOL,O,X,O,X,X,O,O
JTIZOLS,O,X,O,O,X,X,X
JTIZOSL,O,X,O,X,X,O,O
JTIOLSZ,O,X,X,O,X,O,O
JTIOLZS,O,X,X,O,X,O,X
JTIOSLZ,X,X,O,O,O,O,O
JTIOSZL,X,X,O,O,X,O,O
JTIOZLS,X,X,O,O,X,O,X
JTIOZSL,X,X,O,O,X,O,O
JTLISZO,O,O,O,O,O,O,O
JTLISOZ,O,O,O,O,O,O,O
JTLIZSO,O,X,O,O,X,O,X
JTLIZOS,O,X,O,O,X,X,X
JTLIOSZ,O,O,X,O,O,X,O
JTLIOZS,O,X,X,O,X,X,X
JTLSIZO,O,O,O,O,O,O,O
JTLSIOZ,O,O,O,O,O,O,O
JTLSZIO,O,O,O,O,O,O,O
JTLSZOI,O,O,O,O,O,O,O
JTLSOIZ,O,O,O,O,O,O,O
JTLSOZI,O,O,O,O,O,O,O
JTLZISO,O,X,O,O,X,O,X
JTLZIOS,O,X,O,O,X,X,X
JTLZSIO,O,X,O,O,O,O,X
JTLZSOI,O,X,O,O,O,O,X
JTLZOIS,O,X,O,O,X,X,X
JTLZOSI,O,X,O,O,O,X,X
JTLOISZ,O,O,X,O,O,X,O
JTLOIZS,O,X,X,O,X,X,X
JTLOSIZ,O,O,X,O,O,X,O
JTLOSZI,O,O,X,O,O,X,O
JTLOZIS,O,X,X,O,X,X,X
JTLOZSI,O,X,X,O,O,X,X
JTSILZO,O,O,O,O,O,O,O
JTSILOZ,O,O,O,O,O,O,O
JTSIZLO,X,O,O,O,O,O,O
JTSIZOL,X,X,O,X,X,O,O
JTSIOLZ,X,O,O,X,O,O,O
JTSIOZL,X,X,O,X,X,O,O
JTSLIZO,O,O,O,O,O,O,O
JTSLIOZ,O,O,O,O,O,O,O
JTSLZIO,O,O,O,O,O,O,O
JTSLZOI,O,O,O,O,O,O,O
JTSLOIZ,O,O,O,O,O,O,O
JTSLOZI,O,O,O,O,O,O,O
JTSZILO,X,O,O,O,O,O,O
JTSZIOL,X,X,O,X,X,O,O
JTSZLIO,X,O,O,O,O,O,O
JTSZLOI,X,O,O,O,O,O,O
JTSZOIL,X,X,O,X,X,O,O
JTSZOLI,X,O,O,X,X,O,O
JTSOILZ,X,O,O,X,O,O,O
JTSOIZL,X,X,O,X,X,O,O
JTSOLIZ,X,O,O,X,O,O,O
JTSOLZI,X,O,O,X,O,O,O
JTSOZIL,X,X,O,X,X,O,O
JTSOZLI,X,O,O,X,X,O,O
JTZILSO,O,X,O,O,X,O,X
JTZILOS,O,X,O,O,X,X,X
JTZISLO,O,X,O,O,O,O,O
JTZISOL,O,X,O,X,X,O,O
JTZIOLS,O,X,O,O,X,X,X
JTZIOSL,O,X,O,X,X,O,O
JTZLISO,O,X,O,O,X,O,X
JTZLIOS,O,X,O,O,X,X,X
JTZLSIO,O,X,O,O,O,O,X
JTZLSOI,O,X,O,O,O,O,X
JTZLOIS,O,X,O,O,X,X,X
JTZLOSI,O,X,O,O,O,X,X
JTZSILO,O,X,O,O,O,O,O
JTZSIOL,O,X,O,X,X,O,O
JTZSLIO,O,X,O,O,O,O,O
JTZSLOI,O,X,O,O,O,O,O
JTZSOIL,O,X,O,X,X,O,O
JTZSOLI,O,X,O,X,X,O,O
JTZOILS,O,X,O,O,X,X,X
JTZOISL,O,X,O,X,X,O,O
JTZOLIS,O,X,O,O,X,X,X
JTZOLSI,O,X,O,O,X,X,X
JTZOSIL,O,X,O,X,X,O,O
JTZOSLI,O,X,O,X,X,O,O
JTOILSZ,O,X,X,O,X,O,O
JTOILZS,O,X,X,O,X,O,X
JTOISLZ,X,X,O,O,O,O,O
JTOISZL,X,X,O,O,X,O,O
JTOIZLS,X,X,O,O,X,O,X
JTOIZSL,X,X,O,O,X,O,O
JTOLISZ,O,X,X,O,O,O,O
JTOLIZS,O,X,X,O,X,O,X
JTOLSIZ,O,X,X,O,O,O,O
JTOLSZI,O,X,X,O,O,O,O
JTOLZIS,O,X,X,O,X,O,X
JTOLZSI,O,X,X,O,O,O,X
JTOSILZ,X,X,O,O,O,O,O
JTOSIZL,X,X,O,O,X,O,O
JTOSLIZ,X,X,O,O,O,O,O
JTOSLZI,X,X,O,O,O,O,O
JTOSZIL,X,X,O,O,X,O,O
JTOSZLI,X,X,O,O,X,O,O
JTOZILS,X,X,O,O,X,O,X
JTOZISL,X,X,O,O,X,O,O
JTOZLIS,X,X,O,O,X,O,X
JTOZLSI,X,X,O,O,X,O,X
JTOZSIL,X,X,O,O,X,O,O
JTOZSLI,X,X,O,O,X,O,O
JITLSZO,O,O,O,O,O,O,O
JITLSOZ,O,O,O,O,O,O,O
JITLZSO,O,X,O,O,X,O,X
JITLZOS,O,X,O,O,X,X,X
JITLOSZ,O,O,X,O,O,X,O
JITLOZS,O,X,X,O,X,X,X
JITSLZO,O,O,O,O,O,O,O
JITSLOZ,O,O,O,O,O,O,O
JITSZLO,X,O,O,O,O,O,O
JITSZOL,X,X,O,X,X,O,O
JITSOLZ,X,O,O,X,O,O,O
JITSOZL,X,X,O,X,X,O,O
JITZLSO,O,X,O,O,X,O,X
JITZLOS,O,X,O,O,X,X,X
JITZSLO,O,X,O,O,O,O,O
JITZSOL,O,X,O,X,X,O,O
JITZOLS,O,X,O,O,X,X,X
JITZOSL,O,X,O,X,X,O,O
JITOLSZ,O,X,X,O,X,O,O
JITOLZS,O,X,X,O,X,O,X
JITOSLZ,X,X,O,O,O,O,O
JITOSZL,X,X,O,O,X,O,O
JITOZLS,X,X,O,O,X,O,X
JITOZSL,X,X,O,O,X,O,O
JILTSZO,O,O,O,O,O,O,O
JILTSOZ,O,O,O,O,O,O,O
JILTZSO,O,X,O,O,X,O,X
JILTZOS,O,X,O,O,X,X,X
JILTOSZ,O,O,X,O,O,X,O
JILTOZS,O,X,X,O,X,X,X
JILSTZO,O,O,O,O,O,O,O
JILSTOZ,O,O,O,O,O,O,O
JILSZTO,O,O,O,O,X,O,O
JILSZOT,O,O,O,O,X,O,X
JILSOTZ,O,O,O,O,O,O,O
JILSOZT,O,O,O,O,X,O,X
JILZTSO,O,O,O,O,X,X,X
JILZTOS,O,O,O,O,X,X,X
JILZSTO,O,O,O,O,X,X,X
JILZSOT,O,O,O,O,X,X,X
JILZOTS,O,O,X,O,X,X,X
JILZOST,O,X,X,O,X,X,X
JILOTSZ,O,O,X,O,O,O,X
JILOTZS,O,X,X,O,X,O,X
JILOSTZ,O,O,X,O,O,O,X
JILOSZT,O,O,X,O,X,O,X
JILOZTS,O,O,X,O,X,X,X
JILOZST,O,X,X,O,X,X,X
JISTLZO,O,O,O,O,O,O,O
JISTLOZ,O,O,O,O,O,O,O
JISTZLO,X,O,O,O,O,O,O
JISTZOL,X,X,O,X,X,O,O
JISTOLZ,X,O,O,X,O,O,O
JISTOZL,X,X,O,X,X,O,O
JISLTZO,O,O,O,O,O,O,O
JISLTOZ,O,O,O,O,O,O,O
JISLZTO,O,O,O,O,X,O,O
JISLZOT,O,O,O,O,X,O,X
JISLOTZ,O,O,O,O,O,O,O
JISLOZT,O,O,O,O,X,O,X
JISZTLO,O,O,O,O,X,O,O
JISZTOL,O,O,O,X,X,O,O
JISZLTO,O,O,O,X,X,O,O
JISZLOT,O,O,O,X,X,O,X
JISZOTL,X,X,O,X,X,O,X
JISZOLT,X,X,O,X,X,O,X
JISOTLZ,X,X,O,O,X,O,O
JISOTZL,X,X,O,O,X,O,O
JISOLTZ,X,X,O,O,X,O,O
JISOLZT,X,X,O,O,X,O,X
JISOZTL,X,X,O,O,X,O,X
JISOZLT,X,X,O,X,X,O,X
JIZTLSO,O,O,O,O,X,O,X
JIZTLOS,O,O,O,O,X,X,X
JIZTSLO,O,O,O,O,X,O,O
JIZTSOL,O,O,O,X,X,O,O
JIZTOLS,O,O,O,O,X,X,X
JIZTOSL,O,O,O,X,X,O,O
JIZLTSO,O,O,O,O,X,X,X
JIZLTOS,O,O,O,O,X,X,X
JIZLSTO,O,O,O,O,X,X,X
JIZLSOT,O,O,O,O,X,X,X
JIZLOTS,O,O,X,O,X,X,X
JIZLOST,O,X,X,O,X,X,X
JIZSTLO,O,O,O,O,X,O,O
JIZSTOL,O,O,O,X,X,O,O
JIZSLTO,O,O,O,X,X,O,O
JIZSLOT,O,O,O,X,X,O,X
JIZSOTL,X,X,O,X,X,O,X
JIZSOLT,X,X,O,X,X,O,X
JIZOTLS,O,X,O,O,X,O,X
JIZOTSL,O,X,O,O,X,O,X
JIZOLTS,O,X,X,O,X,X,X
JIZOLST,O,X,X,O,X,X,X
JIZOSTL,X,X,O,O,X,O,X
JIZOSLT,X,X,O,X,X,O,X
JIOTLSZ,O,X,X,O,X,O,O
JIOTLZS,O,X,X,O,X,O,X
JIOTSLZ,X,X,O,O,X,O,O
JIOTSZL,X,X,O,O,X,O,O
JIOTZLS,X,X,O,O,X,O,X
JIOTZSL,X,X,O,O,X,O,O
JIOLTSZ,O,X,X,O,X,O,X
JIOLTZS,O,X,X,O,X,O,X
JIOLSTZ,O,X,X,O,X,O,X
JIOLSZT,O,X,X,O,X,O,X
JIOLZTS,O,X,X,O,X,X,X
JIOLZST,O,X,X,O,X,X,X
JIOSTLZ,X,X,O,O,X,O,O
JIOSTZL,X,X,O,O,X,O,O
JIOSLTZ,X,X,O,O,X,O,O
JIOSLZT,X,X,O,O,X,O,X
JIOSZTL,X,X,O,O,X,O,X
JIOSZLT,X,X,O,X,X,O,X
JIOZTLS,O,X,O,O,X,O,X
JIOZTSL,O,X,O,O,X,O,X
JIOZLTS,O,X,X,O,X,X,X
JIOZLST,O,X,X,O,X,X,X
JIOZSTL,X,X,O,O,X,O,X
JIOZSLT,X,X,O,X,X,O,X
JLTISZO,O,O,O,O,O,O,O
JLTISOZ,O,O,O,O,O,O,O
JLTIZSO,O,X,O,O,X,O,X
JLTIZOS,O,X,O,O,X,X,X
JLTIOSZ,O,O,X,O,O,X,O
JLTIOZS,O,X,X,O,X,X,X
JLTSIZO,O,O,O,O,O,O,O
JLTSIOZ,O,O,O,O,O,O,O
JLTSZIO,O,O,O,O,O,O,O
JLTSZOI,O,O,O,O,O,O,O
JLTSOIZ,O,O,O,O,O,O,O
JLTSOZI,O,O,O,O,O,O,O
JLTZISO,O,X,O,O,X,O,X
JLTZIOS,O,X,O,O,X,X,X
JLTZSIO,O,X,O,O,O,O,X
JLTZSOI,O,X,O,O,O,O,X
JLTZOIS,O,X,O,O,X,X,X
JLTZOSI,O,X,O,O,O,X,X
JLTOISZ,O,O,X,O,O,X,O
JLTOIZS,O,X,X,O,X,X,X
JLTOSIZ,O,O,X,O,O,X,O
JLTOSZI,O,O,X,O,O,X,O
JLTOZIS,O,X,X,O,X,X,X
JLTOZSI,O,X,X,O,O,X,X
JLITSZO,O,O,O,O,O,O,O
JLITSOZ,O,O,O,O,O,O,O
JLITZSO,O,X,O,O,X,O,X
JLITZOS,O,X,O,O,X,X,X
JLITOSZ,O,O,X,O,O,X,O
JLITOZS,O,X,X,O,X,X,X
JLISTZO,O,O,O,O,O,O,O
JLISTOZ,O,O,O,O,O,O,O
JLISZTO,O,O,O,O,X,O,O
JLISZOT,O,O,O,O,X,O,X
JLISOTZ,O,O,O,O,O,O,O
JLISOZT,O,O,O,O,X,O,X
JLIZTSO,O,O,O,O,X,X,X
JLIZTOS,O,O,O,O,X,X,X
JLIZSTO,O,O,O,O,X,X,X
JLIZSOT,O,O,O,O,X,X,X
JLIZOTS,O,O,X,O,X,X,X
JLIZOST,O,X,X,O,X,X,X
JLIOTSZ,O,O,X,O,O,O,X
JLIOTZS,O,X,X,O,X,O,X
JLIOSTZ,O,O,X,O,O,O,X
JLIOSZT,O,O,X,O,X,O,X
JLIOZTS,O,O,X,O,X,X,X
JLIOZST,O,X,X,O,X,X,X
JLSTIZO,O,O,O,O,O,O,O
JLSTIOZ,O,O,O,O,O,O,O
JLSTZIO,O,O,O,O,O,O,O
JLSTZOI,O,O,O,O,O,O,O
