sequence,v115@5gA8CeA8EeA8CeB8CeC8BeC8CeG8CeD8Je06IvhFxb?BCeBTjBllBXrBGrB,v115@5gA8CeA8EeA8CeB8CeC8BeC8CeG8CeD8Jex6IvhFzd?B+jBUgBFhBXmBSwB,v115@5gA8CeA8EeA8CeB8CeC8BeC8CeG8CeD8Jex6IvhFfj?B6jBUgBFhBTmBWwB,v115@5gA8CeA8EeA8CeB8CeC8BeC8CeG8CeD8Jex6IvhFCe?BUgBFhBTjBGrBXrB,v115@5gA8CeA8EeA8CeB8CeC8BeC8CeG8CeD8Jex6IvhFTc?BfjB6jBFgBUmBWwB,v115@5gA8CeA8EeA8CeB8CeC8BeC8CeG8CeD8Je06IvhFxb?BzdB+jB1lBXmBSwB,v115@5gA8CeA8EeA8CeB8CeC8BeC8CeG8CeD8Je06IvhFxb?BCeB1lBTjBGrBXrB,v115@5gA8CeA8EeA8CeB8CeC8BeC8CeG8CeD8Jex6IvhFSj?BFgBXhBUjBTmBWwB,v115@5gA8CeA8EeA8CeB8CeC8BeC8CeG8CeD8Jex6IvhFGe?BFgBXhBUjBCrBTrB,v115@5gA8CeA8EeA8CeB8CeC8BeC8CeG8CeD8Je06IvhFCe?B3gBTjBerB5mBlqB
JITSOZL,X,X,X,X,O,O,O,X,X,X
JITZLSO,X,O,O,X,O,O,O,O,O,X
JITZLOS,X,O,X,O,O,O,O,X,X,X
JITZSLO,X,X,O,X,O,X,O,O,O,X
JITZSOL,X,O,O,O,O,O,O,X,O,X
JITZOLS,X,O,X,O,O,O,O,X,X,X
JITZOSL,X,O,O,O,O,O,O,X,O,X
JITOLSZ,X,X,X,X,O,O,O,O,X,X
JITOLZS,X,O,X,O,X,O,O,X,X,X
JITOSLZ,X,X,X,X,O,X,O,O,X,X
JITOSZL,X,X,X,X,O,O,O,X,X,X
JITOZLS,X,O,X,O,O,O,O,X,X,X
JITOZSL,X,O,X,O,O,O,O,X,X,X
JILTSZO,X,X,X,X,O,O,O,O,O,X
JILTSOZ,X,X,X,X,O,O,X,O,X,X
JILTZSO,X,O,X,X,O,O,O,O,O,X
JILTZOS,X,O,X,X,O,O,O,X,O,X
JILTOSZ,X,X,X,X,O,O,X,O,X,X
JILTOZS,X,O,X,X,X,O,O,X,X,X
JILSTZO,X,X,O,X,O,X,X,O,X,X
JILSTOZ,X,X,X,X,O,X,X,O,X,X
JILSZTO,X,O,O,X,O,X,X,X,X,X
JILSZOT,X,O,O,X,O,X,X,X,X,X
JILSOTZ,X,X,X,X,O,X,X,X,X,X
JILSOZT,X,O,O,X,O,X,X,X,X,X
JILZTSO,X,O,O,X,X,O,O,O,O,X
JILZTOS,X,O,X,O,X,O,O,X,O,X
JILZSTO,X,O,O,X,O,X,O,X,O,X
JILZSOT,X,O,O,X,O,O,O,X,X,X
JILZOTS,X,O,X,O,X,O,O,X,O,X
JILZOST,X,O,X,O,O,O,O,X,X,X
JILOTSZ,X,X,X,X,X,O,X,O,X,X
JILOTZS,X,O,X,O,X,O,X,X,X,X
JILOSTZ,X,X,X,X,O,X,X,X,X,X
JILOSZT,X,O,X,O,O,X,X,X,X,X
JILOZTS,X,O,X,O,X,O,X,X,X,X
JILOZST,X,O,X,O,X,O,X,X,X,X
JISTLZO,X,X,O,X,O,X,X,O,X,X
JISTLOZ,X,X,X,X,O,X,X,O,X,X
JISTZLO,X,X,O,X,O,X,X,O,X,X
JISTZOL,X,X,O,X,O,X,X,X,X,X
JISTOLZ,X,X,X,X,O,X,X,O,X,X
JISTOZL,X,X,X,X,O,X,X,X,X,X
JISLTZO,X,X,O,X,O,X,X,O,X,X
JISLTOZ,X,X,X,X,O,X,X,O,X,X
JISLZTO,X,O,O,X,O,X,X,X,X,X
JISLZOT,X,O,O,X,O,X,X,X,X,X
JISLOTZ,X,X,X,X,O,X,X,X,X,X
JISLOZT,X,O,O,X,O,X,X,X,X,X
JISZTLO,X,X,O,X,O,X,X,X,X,X
JISZTOL,X,O,O,O,O,X,X,X,X,X
JISZLTO,X,O,O,X,O,X,X,X,X,X
JISZLOT,X,O,O,X,O,X,X,X,X,X
JISZOTL,X,O,O,O,O,X,X,X,X,O
JISZOLT,X,O,O,O,O,X,X,X,X,O
JISOTLZ,X,X,X,X,O,X,X,X,X,O
JISOTZL,X,X,X,X,O,X,X,X,X,O
JISOLTZ,X,X,X,X,O,X,X,X,X,O
JISOLZT,X,O,O,O,O,X,X,X,X,O
JISOZTL,X,O,O,O,O,X,X,X,X,O
JISOZLT,X,O,O,O,O,X,X,X,X,O
JIZTLSO,X,O,O,X,O,O,O,O,O,X
JIZTLOS,X,O,X,O,O,O,O,X,O,X
JIZTSLO,X,X,O,X,O,X,O,O,O,X
JIZTSOL,X,O,O,O,O,O,O,X,O,X
JIZTOLS,X,O,X,O,O,O,O,X,X,X
JIZTOSL,X,O,O,O,O,O,O,X,O,X
JIZLTSO,X,O,O,X,X,O,O,O,O,X
JIZLTOS,X,O,X,O,X,O,O,X,O,X
JIZLSTO,X,O,O,X,O,X,O,X,O,X
JIZLSOT,X,O,O,X,O,O,O,X,X,X
JIZLOTS,X,O,X,O,X,O,O,X,O,X
JIZLOST,X,O,X,O,O,O,O,X,X,X
JIZSTLO,X,X,O,X,O,X,X,X,O,X
JIZSTOL,X,O,O,O,O,X,X,X,O,X
JIZSLTO,X,O,O,X,O,X,O,X,O,X
JIZSLOT,X,O,O,X,O,X,O,X,X,X
JIZSOTL,X,O,O,O,O,O,X,X,X,O
JIZSOLT,X,O,O,O,O,O,O,X,X,O
JIZOTLS,X,O,X,O,O,O,O,X,X,X
JIZOTSL,X,O,O,O,O,O,O,X,O,X
JIZOLTS,X,O,X,O,X,O,O,X,O,X
JIZOLST,X,O,X,O,O,O,O,X,X,O
JIZOSTL,X,O,O,O,O,O,X,X,X,O
JIZOSLT,X,O,O,O,O,O,O,X,X,O
JIOTLSZ,X,X,X,X,O,O,O,O,X,X
JIOTLZS,X,O,X,O,X,O,O,X,X,X
JIOTSLZ,X,X,X,X,O,X,O,O,X,X
JIOTSZL,X,X,X,X,O,O,O,X,X,X
JIOTZLS,X,O,X,O,O,O,O,X,X,X
JIOTZSL,X,O,X,O,O,O,O,X,X,X
JIOLTSZ,X,X,X,X,X,O,O,O,X,X
JIOLTZS,X,O,X,O,X,O,O,X,X,X
JIOLSTZ,X,X,X,X,O,X,X,X,X,O
JIOLSZT,X,O,X,O,O,X,X,X,X,O
JIOLZTS,X,O,X,O,X,O,O,X,X,X
JIOLZST,X,O,X,O,X,O,O,X,X,O
JIOSTLZ,X,X,X,X,O,X,X,X,X,O
JIOSTZL,X,X,X,X,O,X,X,X,X,O
JIOSLTZ,X,X,X,X,O,X,X,X,X,O
JIOSLZT,X,O,O,O,O,X,X,X,X,O
JIOSZTL,X,O,O,O,O,X,X,X,X,O
JIOSZLT,X,O,O,O,O,X,X,X,X,O
JIOZTLS,X,O,X,O,X,O,O,X,X,X
JIOZTSL,X,O,O,O,O,O,O,X,X,X
JIOZLTS,X,O,X,O,X,O,O,X,X,X
JIOZLST,X,O,X,O,O,O,O,X,X,O
JIOZSTL,X,O,O,O,O,O,X,X,X,O
JIOZSLT,X,O,O,O,O,O,O,X,X,O
JLTISZO,X,X,X,X,O,O,O,O,O,X
JLTISOZ,X,X,X,X,O,O,X,O,X,X
JLTIZSO,X,O,X,X,O,O,O,O,O,X
JLTIZOS,X,O,X,X,O,O,O,X,O,X
JLTIOSZ,X,X,X,X,O,O,O,O,X,X
JLTIOZS,X,O,X,X,X,O,O,X,X,X
JLTSIZO,X,X,O,X,O,O,O,O,O,X
JLTSIOZ,X,X,X,X,O,O,X,O,X,X
JLTSZIO,X,O,O,X,O,O,O,O,O,X
JLTSZOI,X,O,O,X,O,O,X,O,O,X
JLTSOIZ,X,X,X,X,O,O,X,O,X,X
JLTSOZI,X,O,O,X,O,O,X,O,X,X
JLTZISO,X,O,O,X,O,O,O,O,O,X
JLTZIOS,O,O,X,O,O,O,O,X,O,X
JLTZSIO,X,O,O,X,O,O,O,O,O,X
JLTZSOI,X,O,O,X,O,O,X,O,O,X
JLTZOIS,X,O,X,O,O,O,O,X,O,X
JLTZOSI,X,O,X,O,O,O,O,X,O,X
JLTOISZ,X,X,X,X,O,O,O,O,X,X
JLTOIZS,X,O,X,O,X,O,O,X,X,X
JLTOSIZ,X,X,X,X,O,O,O,O,X,X
JLTOSZI,X,O,X,O,O,O,O,O,X,X
JLTOZIS,X,O,X,O,X,O,O,X,X,X
JLTOZSI,X,O,X,O,X,O,O,X,X,X
JLITSZO,X,X,X,X,O,O,O,O,O,X
JLITSOZ,X,X,X,X,O,O,X,O,X,X
JLITZSO,X,O,X,X,O,O,O,O,O,X
JLITZOS,X,O,X,X,O,O,O,X,O,X
JLITOSZ,X,X,X,X,O,O,X,O,X,X
JLITOZS,X,O,X,X,X,O,O,X,X,X
JLISTZO,X,X,O,X,O,X,X,O,X,X
JLISTOZ,X,X,X,X,O,X,X,O,X,X
JLISZTO,X,O,O,X,O,X,X,X,X,X
JLISZOT,X,O,O,X,O,X,X,X,X,X
JLISOTZ,X,X,X,X,O,X,X,X,X,X
JLISOZT,X,O,O,X,O,X,X,X,X,X
JLIZTSO,X,O,O,X,X,O,O,O,O,X
JLIZTOS,X,O,X,O,X,O,O,X,O,X
JLIZSTO,X,O,O,X,O,X,O,X,O,X
JLIZSOT,X,O,O,X,O,O,O,X,X,X
JLIZOTS,X,O,X,O,X,O,O,X,O,X
JLIZOST,X,O,X,O,O,O,O,X,X,X
JLIOTSZ,X,X,X,X,X,O,X,O,X,X
JLIOTZS,X,O,X,O,X,O,X,X,X,X
JLIOSTZ,X,X,X,X,O,X,X,X,X,X
JLIOSZT,X,O,X,O,O,X,X,X,X,X
JLIOZTS,X,O,X,O,X,O,X,X,X,X
JLIOZST,X,O,X,O,X,O,X,X,X,X
JLSTIZO,X,X,O,X,O,O,O,O,O,X
JLSTIOZ,X,X,X,X,O,O,X,O,X,X
JLSTZIO,O,O,O,X,O,O,O,O,O,X
JLSTZOI,X,O,O,X,O,O,X,O,O,X
JLSTOIZ,X,X,X,X,O,O,X,O,X,X
JLSTOZI,X,O,O,X,O,O,X,O,X,X
JLSITZO,X,X,O,X,O,X,X,O,X,X
JLSITOZ,X,X,X,X,O,X,X,O,X,X
JLSIZTO,X,O,O,X,O,X,X,X,X,X
JLSIZOT,X,O,O,X,O,X,X,X,X,X
JLSIOTZ,X,X,X,X,O,X,X,X,X,X
JLSIOZT,X,O,O,X,O,X,X,X,X,X
JLSZTIO,O,O,O,X,O,O,O,O,O,X
JLSZTOI,X,O,O,X,O,O,X,O,O,X
JLSZITO,O,O,O,X,O,X,O,X,O,X
JLSZIOT,O,O,O,X,O,O,O,X,X,X
JLSZOTI,X,O,O,X,O,O,X,X,O,O
JLSZOIT,X,O,O,X,O,O,X,X,X,O
JLSOTIZ,X,X,X,X,O,O,X,O,X,O
JLSOTZI,X,O,O,X,O,O,X,O,X,O
JLSOITZ,X,X,X,X,O,X,X,X,X,O
JLSOIZT,X,O,O,X,O,X,X,X,X,O
JLSOZTI,X,O,O,X,O,O,X,X,X,O
JLSOZIT,X,O,O,X,O,O,X,X,X,O
JLZTISO,X,O,O,X,O,O,O,O,O,X
JLZTIOS,O,O,X,O,O,O,O,X,O,X
JLZTSIO,X,O,O,X,O,O,O,O,O,X
JLZTSOI,X,O,O,X,O,O,X,O,O,X
JLZTOIS,X,O,X,O,O,O,O,X,O,X
JLZTOSI,X,O,X,O,O,O,O,X,O,X
JLZITSO,X,O,O,X,X,O,O,O,O,X
JLZITOS,O,O,X,O,X,O,O,X,O,X
JLZISTO,O,O,O,X,O,X,O,X,O,X
JLZISOT,O,O,O,X,O,O,O,X,X,X
JLZIOTS,O,O,X,O,X,O,O,X,O,X
JLZIOST,O,O,X,O,O,O,O,X,X,X
JLZSTIO,O,O,O,X,O,O,O,O,O,X
JLZSTOI,X,O,O,X,O,O,X,O,O,X
JLZSITO,O,O,O,X,O,X,O,X,O,X
JLZSIOT,O,O,O,X,O,O,O,X,X,X
JLZSOTI,X,O,O,X,O,O,X,X,O,O
JLZSOIT,X,O,O,X,O,O,X,X,X,O
JLZOTIS,X,O,X,O,O,O,O,X,O,X
JLZOTSI,X,O,X,O,O,O,O,X,O,O
JLZOITS,X,O,X,O,X,O,O,X,O,X
JLZOIST,X,O,X,O,O,O,O,X,X,O
JLZOSTI,X,O,X,O,O,O,O,X,O,O
JLZOSIT,X,O,X,O,O,O,O,X,X,O
JLOTISZ,X,X,X,X,O,O,O,O,X,X
JLOTIZS,X,O,X,O,X,O,O,X,X,X
JLOTSIZ,X,X,X,X,O,O,O,O,X,O
JLOTSZI,X,O,X,O,O,O,O,O,X,O
JLOTZIS,X,O,X,O,X,O,O,X,X,X
JLOTZSI,X,O,X,O,X,O,O,X,X,O
JLOITSZ,X,X,X,X,X,O,O,O,X,X
JLOITZS,X,O,X,O,X,O,O,X,X,X
JLOISTZ,X,X,X,X,O,X,X,X,X,O
JLOISZT,X,O,X,O,O,X,X,X,X,O
JLOIZTS,X,O,X,O,X,O,O,X,X,X
JLOIZST,X,O,X,O,X,O,O,X,X,O
JLOSTIZ,X,X,X,X,O,O,O,O,X,O
JLOSTZI,X,O,X,O,O,O,O,O,X,O
JLOSITZ,X,X,X,X,O,X,X,X,X,O
JLOSIZT,X,O,X,O,O,X,X,X,X,O
JLOSZTI,X,O,X,O,O,O,O,X,X,O
JLOSZIT,X,O,X,O,O,O,O,X,X,O
JLOZTIS,X,O,X,O,X,O,O,X,X,X
JLOZTSI,X,O,X,O,X,O,O,X,X,O
JLOZITS,X,O,X,O,X,O,O,X,X,X
JLOZIST,X,O,X,O,X,O,O,X,X,O
JLOZSTI,X,O,X,O,X,O,O,X,X,O
JLOZSIT,X,O,X,O,X,O,O,X,X,O
JSTILZO,X,X,O,X,O,X,O,O,X,X
JSTILOZ,X,X,X,X,O,X,X,O,X,X
JSTIZLO,X,X,O,X,O,X,O,O,O,X
JSTIZOL,X,X,O,X,O,O,O,X,O,X
JSTIOLZ,X,X,X,X,O,X,O,O,X,X
JSTIOZL,X,X,X,X,O,O,O,X,X,X
JSTLIZO,X,X,O,X,O,O,O,O,X,X
JSTLIOZ,X,X,X,X,O,O,X,O,X,X
JSTLZIO,O,X,O,X,O,O,O,O,X,X
JSTLZOI,X,X,O,X,O,O,X,O,X,X
JSTLOIZ,X,X,X,X,O,O,X,O,X,X
JSTLOZI,X,X,O,X,O,O,X,O,X,X
JSTZILO,O,X,O,X,O,X,O,O,O,X
JSTZIOL,O,O,O,O,O,O,O,X,O,X
JSTZLIO,O,X,O,X,O,O,O,O,O,X
JSTZLOI,X,X,O,X,O,O,X,O,O,X
JSTZOIL,O,O,O,O,O,O,O,X,O,O
JSTZOLI,O,O,O,O,O,O,O,X,O,O
JSTOILZ,O,X,X,X,O,X,O,O,X,O
JSTOIZL,O,X,X,X,O,O,O,X,X,O
JSTOLIZ,O,X,X,X,O,O,O,O,X,O
JSTOLZI,O,X,O,O,O,O,O,O,X,O
JSTOZIL,O,O,O,O,O,O,O,X,X,O
JSTOZLI,O,O,O,O,O,O,O,X,X,O
JSITLZO,X,X,O,X,O,X,X,O,X,X
JSITLOZ,X,X,X,X,O,X,X,O,X,X
JSITZLO,X,X,O,X,O,X,X,O,X,X
JSITZOL,X,X,O,X,O,X,X,X,X,X
JSITOLZ,X,X,X,X,O,X,X,O,X,X
JSITOZL,X,X,X,X,O,X,X,X,X,X
JSILTZO,X,X,O,X,O,X,X,O,X,X
JSILTOZ,X,X,X,X,O,X,X,O,X,X
JSILZTO,X,O,O,X,O,X,X,X,X,X
JSILZOT,X,O,O,X,O,X,X,X,X,X
JSILOTZ,X,X,X,X,O,X,X,X,X,X
JSILOZT,X,O,O,X,O,X,X,X,X,X
JSIZTLO,X,X,O,X,O,X,X,X,X,X
JSIZTOL,X,O,O,O,O,X,X,X,X,X
JSIZLTO,X,O,O,X,O,X,X,X,X,X
JSIZLOT,X,O,O,X,O,X,X,X,X,X
JSIZOTL,X,O,O,O,O,X,X,X,X,O
JSIZOLT,X,O,O,O,O,X,X,X,X,O
JSIOTLZ,X,X,X,X,O,X,X,X,X,O
JSIOTZL,X,X,X,X,O,X,X,X,X,O
JSIOLTZ,X,X,X,X,O,X,X,X,X,O
JSIOLZT,X,O,O,O,O,X,X,X,X,O
JSIOZTL,X,O,O,O,O,X,X,X,X,O
JSIOZLT,X,O,O,O,O,X,X,X,X,O
JSLTIZO,X,X,O,X,O,O,O,O,X,X
JSLTIOZ,X,X,X,X,O,O,X,O,X,X
JSLTZIO,O,O,O,X,O,O,O,O,X,X
JSLTZOI,X,O,O,X,O,O,X,O,X,X
JSLTOIZ,X,X,X,X,O,O,X,O,X,X
JSLTOZI,X,O,O,X,O,O,X,O,X,X
JSLITZO,X,X,O,X,O,X,X,O,X,X
JSLITOZ,X,X,X,X,O,X,X,O,X,X
JSLIZTO,X,O,O,X,O,X,X,X,X,X
JSLIZOT,X,O,O,X,O,X,X,X,X,X
JSLIOTZ,X,X,X,X,O,X,X,X,X,X
JSLIOZT,X,O,O,X,O,X,X,X,X,X
JSLZTIO,O,O,O,X,O,O,O,O,X,X
JSLZTOI,X,O,O,X,O,O,X,O,X,X
JSLZITO,O,O,O,X,O,X,O,X,X,X
JSLZIOT,O,O,O,X,O,O,O,X,X,X
JSLZOTI,X,O,O,X,O,O,X,X,X,O
JSLZOIT,X,O,O,X,O,O,X,X,X,O
JSLOTIZ,X,X,X,X,O,O,X,O,X,O
JSLOTZI,X,O,O,X,O,O,X,O,X,O
JSLOITZ,X,X,X,X,O,X,X,X,X,O
JSLOIZT,X,O,O,X,O,X,X,X,X,O
JSLOZTI,X,O,O,X,O,O,X,X,X,O
JSLOZIT,X,O,O,X,O,O,X,X,X,O
JSZTILO,O,X,O,X,O,X,O,O,O,X
JSZTIOL,O,O,O,O,O,O,O,X,O,X
JSZTLIO,O,X,O,X,O,O,O,O,O,X
JSZTLOI,X,X,O,X,O,O,X,O,O,X
JSZTOIL,O,O,O,O,O,O,O,X,O,O
JSZTOLI,O,O,O,O,O,O,O,X,O,O
JSZITLO,X,X,O,X,O,X,X,X,O,X
JSZITOL,X,O,O,O,O,X,X,X,O,X
JSZILTO,O,O,O,X,O,X,O,X,X,X
JSZILOT,O,O,O,X,O,X,O,X,X,X
JSZIOTL,X,O,O,O,O,O,X,X,X,O
JSZIOLT,O,O,O,O,O,O,O,X,X,O
JSZLTIO,O,O,O,X,O,O,O,O,O,X
JSZLTOI,X,O,O,X,O,O,X,O,O,X
JSZLITO,O,O,O,X,O,X,O,X,X,X
JSZLIOT,O,O,O,X,O,O,O,X,X,X
JSZLOTI,X,O,O,X,O,O,X,X,X,O
JSZLOIT,X,O,O,X,O,O,X,X,X,O
JSZOTIL,O,O,O,O,O,O,O,X,O,O
JSZOTLI,O,O,O,O,O,O,O,X,O,O
JSZOITL,X,O,O,O,O,O,X,X,X,O
JSZOILT,O,O,O,O,O,O,O,X,X,O
JSZOLTI,O,O,O,O,O,O,O,X,X,O
JSZOLIT,O,O,O,O,O,O,O,X,X,O
JSOTILZ,O,X,X,X,O,X,O,O,X,O
JSOTIZL,O,X,X,X,O,O,O,X,X,O
JSOTLIZ,O,X,X,X,O,O,O,O,X,O
JSOTLZI,O,X,O,O,O,O,O,O,X,O
JSOTZIL,O,O,O,O,O,O,O,X,X,O
JSOTZLI,O,O,O,O,O,O,O,X,X,O
JSOITLZ,X,X,X,X,O,X,X,X,X,O
JSOITZL,X,X,X,X,O,X,X,X,X,O
JSOILTZ,X,X,X,X,O,X,X,X,X,O
JSOILZT,X,O,O,O,O,X,X,X,X,O
JSOIZTL,X,O,O,O,O,X,X,X,X,O
JSOIZLT,X,O,O,O,O,X,X,X,X,O
JSOLTIZ,O,X,X,X,O,O,O,O,X,O
JSOLTZI,O,O,O,O,O,O,O,O,X,O
JSOLITZ,X,X,X,X,O,X,X,X,X,O
JSOLIZT,X,O,O,O,O,X,X,X,X,O
JSOLZTI,O,O,O,O,O,O,O,X,X,O
JSOLZIT,O,O,O,O,O,O,O,X,X,O
JSOZTIL,O,O,O,O,O,O,O,X,X,O
JSOZTLI,O,O,O,O,O,O,O,X,X,O
JSOZITL,X,O,O,O,O,O,X,X,X,O
JSOZILT,O,O,O,O,O,O,O,X,X,O
JSOZLTI,O,O,O,O,O,O,O,X,X,O
JSOZLIT,O,O,O,O,O,O,O,X,X,O
JZTILSO,X,O,O,X,O,O,O,O,O,X
JZTILOS,O,O,X,O,O,O,O,X,O,X
JZTISLO,X,X,O,X,O,X,O,O,O,X
JZTISOL,X,O,O,O,O,O,O,X,O,X
JZTIOLS,O,O,X,O,O,O,O,X,X,X
JZTIOSL,X,O,O,O,O,O,O,X,O,X
JZTLISO,X,O,O,X,O,O,O,O,O,X
JZTLIOS,O,O,X,O,O,O,O,X,O,X
JZTLSIO,X,O,O,X,O,O,O,O,O,X
JZTLSOI,X,O,O,X,O,O,X,O,O,X
JZTLOIS,X,O,X,O,O,O,O,X,O,X
JZTLOSI,X,O,X,O,O,O,O,X,O,X
JZTSILO,X,X,O,X,O,X,O,O,O,X
JZTSIOL,X,O,O,O,O,O,O,X,O,X
JZTSLIO,X,X,O,X,O,O,O,O,O,X
JZTSLOI,X,X,O,X,O,O,X,O,O,X
JZTSOIL,X,O,O,O,O,O,O,X,O,O
JZTSOLI,X,O,O,O,O,O,O,X,O,O
JZTOILS,O,O,X,O,O,O,O,X,X,X
JZTOISL,X,O,O,O,O,O,O,X,O,X
JZTOLIS,O,O,X,O,O,O,O,X,X,X
JZTOLSI,O,O,X,O,O,O,O,X,X,O
JZTOSIL,O,O,O,O,O,O,O,X,O,O
JZTOSLI,O,O,O,O,O,O,O,X,O,O
JZITLSO,X,O,O,X,O,O,O,O,O,X
JZITLOS,X,O,X,O,O,O,O,X,O,X
JZITSLO,X,X,O,X,O,X,O,O,O,X
JZITSOL,X,O,O,O,O,O,O,X,O,X
JZITOLS,X,O,X,O,O,O,O,X,X,X
JZITOSL,X,O,O,O,O,O,O,X,O,X
JZILTSO,X,O,O,X,X,O,O,O,O,X
JZILTOS,O,O,X,O,X,O,O,X,O,X
JZILSTO,O,O,O,X,O,X,O,X,O,X
JZILSOT,O,O,O,X,O,O,O,X,X,X
JZILOTS,O,O,X,O,X,O,O,X,O,X
JZILOST,O,O,X,O,O,O,O,X,X,X
JZISTLO,X,X,O,X,O,X,X,X,O,X
JZISTOL,X,O,O,O,O,X,X,X,O,X
JZISLTO,X,O,O,X,O,X,O,X,O,X
JZISLOT,X,O,O,X,O,X,O,X,X,X
JZISOTL,X,O,O,O,O,O,X,X,X,O
JZISOLT,X,O,O,O,O,O,O,X,X,O
JZIOTLS,X,O,X,O,O,O,O,X,X,X
JZIOTSL,X,O,O,O,O,O,O,X,O,X
JZIOLTS,O,O,X,O,X,O,O,X,O,X
JZIOLST,O,O,X,O,O,O,O,X,X,O
JZIOSTL,X,O,O,O,O,O,X,X,X,O
JZIOSLT,X,O,O,O,O,O,O,X,X,O
JZLTISO,X,O,O,X,O,O,O,O,O,X
JZLTIOS,O,O,X,O,O,O,O,X,O,X
JZLTSIO,X,O,O,X,O,O,O,O,O,X
JZLTSOI,X,O,O,X,O,O,X,O,O,X
JZLTOIS,X,O,X,O,O,O,O,X,O,X
JZLTOSI,X,O,X,O,O,O,O,X,O,X
JZLITSO,X,O,O,X,X,O,O,O,O,X
JZLITOS,O,O,X,O,X,O,O,X,O,X
JZLISTO,O,O,O,X,O,X,O,X,O,X
JZLISOT,O,O,O,X,O,O,O,X,X,X
JZLIOTS,O,O,X,O,X,O,O,X,O,X
JZLIOST,O,O,X,O,O,O,O,X,X,X
JZLSTIO,O,O,O,X,O,O,O,O,O,X
JZLSTOI,X,O,O,X,O,O,X,O,O,X
JZLSITO,O,O,O,X,O,X,O,X,O,X
JZLSIOT,O,O,O,X,O,O,O,X,X,X
JZLSOTI,X,O,O,X,O,O,X,X,O,O
JZLSOIT,X,O,O,X,O,O,X,X,X,O
JZLOTIS,X,O,X,O,O,O,O,X,O,X
JZLOTSI,X,O,X,O,O,O,O,X,O,O
JZLOITS,X,O,X,O,X,O,O,X,O,X
JZLOIST,X,O,X,O,O,O,O,X,X,O
JZLOSTI,X,O,X,O,O,O,O,X,O,O
JZLOSIT,X,O,X,O,O,O,O,X,X,O
JZSTILO,O,X,O,X,O,X,O,O,O,X
JZSTIOL,O,O,O,O,O,O,O,X,O,X
JZSTLIO,O,X,O,X,O,O,O,O,O,X
JZSTLOI,X,X,O,X,O,O,X,O,O,X
JZSTOIL,O,O,O,O,O,O,O,X,O,O
JZSTOLI,O,O,O,O,O,O,O,X,O,O
JZSITLO,X,X,O,X,O,X,X,X,O,X
JZSITOL,X,O,O,O,O,X,X,X,O,X
JZSILTO,O,O,O,X,O,X,O,X,O,X
JZSILOT,O,O,O,X,O,X,O,X,X,X
JZSIOTL,X,O,O,O,O,O,X,X,X,O
JZSIOLT,O,O,O,O,O,O,O,X,X,O
JZSLTIO,O,O,O,X,O,O,O,O,O,X
JZSLTOI,X,O,O,X,O,O,X,O,O,X
JZSLITO,O,O,O,X,O,X,O,X,O,X
JZSLIOT,O,O,O,X,O,O,O,X,X,X
JZSLOTI,X,O,O,X,O,O,X,X,O,O
JZSLOIT,X,O,O,X,O,O,X,X,X,O
JZSOTIL,O,O,O,O,O,O,O,X,O,O
JZSOTLI,O,O,O,O,O,O,O,X,O,O
JZSOITL,X,O,O,O,O,O,X,X,X,O
JZSOILT,O,O,O,O,O,O,O,X,X,O
JZSOLTI,O,O,O,O,O,O,O,X,X,O
JZSOLIT,O,O,O,O,O,O,O,X,X,O
JZOTILS,O,O,X,O,O,O,O,X,X,X
JZOTISL,X,O,O,O,O,O,O,X,O,X
JZOTLIS,O,O,X,O,O,O,O,X,X,X
JZOTLSI,O,O,X,O,O,O,O,X,X,O
JZOTSIL,O,O,O,O,O,O,O,X,O,O
JZOTSLI,O,O,O,O,O,O,O,X,O,O
JZOITLS,X,O,X,O,O,O,O,X,X,X
JZOITSL,X,O,O,O,O,O,O,X,O,X
JZOILTS,O,O,X,O,X,O,O,X,O,X
JZOILST,O,O,X,O,O,O,O,X,X,O
JZOISTL,X,O,O,O,O,O,X,X,X,O
JZOISLT,X,O,O,O,O,O,O,X,X,O
JZOLTIS,O,O,X,O,O,O,O,X,O,X
JZOLTSI,O,O,X,O,O,O,O,X,O,O
JZOLITS,O,O,X,O,X,O,O,X,O,X
JZOLIST,O,O,X,O,O,O,O,X,X,O
JZOLSTI,O,O,X,O,O,O,O,X,O,O
JZOLSIT,O,O,X,O,O,O,O,X,X,O
JZOSTIL,O,O,O,O,O,O,O,X,O,O
JZOSTLI,O,O,O,O,O,O,O,X,O,O
JZOSITL,X,O,O,O,O,O,X,X,X,O
JZOSILT,O,O,O,O,O,O,O,X,X,O
JZOSLTI,O,O,O,O,O,O,O,X,X,O
JZOSLIT,O,O,O,O,O,O,O,X,X,O
JOTILSZ,X,X,X,X,O,O,O,O,X,X
JOTILZS,X,O,X,O,X,O,O,X,X,X
JOTISLZ,X,X,X,X,O,X,O,O,X,X
JOTISZL,X,X,X,X,O,O,O,X,X,X
JOTIZLS,X,O,X,O,O,O,O,X,X,X
JOTIZSL,X,O,X,O,O,O,O,X,X,X
JOTLISZ,X,X,X,X,O,O,O,O,X,X
JOTLIZS,X,O,X,O,X,O,O,X,X,X
JOTLSIZ,O,X,X,X,O,O,O,O,X,O
JOTLSZI,O,O,X,O,O,O,O,O,X,O
JOTLZIS,O,O,X,O,X,O,O,X,X,X
JOTLZSI,O,O,X,O,X,O,O,X,X,O
JOTSILZ,O,X,X,X,O,X,O,O,X,O
