sequence,v115@zgB8HeC8GeC8GeD8CeA8AeF8AeB8AeA8Jex7IvhF6i?BTeBfmBlhB8rBOtB,v115@zgB8HeC8GeC8GeD8CeA8AeF8AeB8AeA8Jex7IvhF8h?BSjBzgB3iBOtBlrB,v115@zgB8HeC8GeC8GeD8CeA8AeF8AeB8AeA8Jex7IvhFTd?BChBcoB/rBFnBOtB,v115@zgB8HeC8GeC8GeD8CeA8AeF8AeB8AeA8Je6AJvhFTc?BxdBcoB/rBFnBmsB,v115@zgB8HeC8GeC8GeD8CeA8AeF8AeB8AeA8Je07IvhFTd?B6jBWnBZoBXhBlrB,v115@zgB8HeC8GeC8GeD8CeA8AeF8AeB8AeA8Jex7IvhFXd?BzgBSnBcoBlrBOtB,v115@zgB8HeC8GeC8GeD8CeA8AeF8AeB8AeA8Jex7IvhF6i?BfmBlhBTjB8rBOtB,v115@zgB8HeC8GeC8GeD8CeA8AeF8AeB8AeA8Jex7IvhF8h?B+jBzgB3iBatBlrB,v115@zgB8HeC8GeC8GeD8CeA8AeF8AeB8AeA8Je07IvhFxc?BTeBFmBXnBOtBCsB,v115@zgB8HeC8GeC8GeD8CeA8AeF8AeB8AeA8Je6AJvhFRd?BOnBTmBFoB/rBctB,v115@zgB8HeC8GeC8GeD8CeA8AeF8AeB8AeA8Je6AJvhFlc?BTeBxmBOtBcnB/rB,v115@zgB8HeC8GeC8GeD8CeA8AeF8AeB8AeA8Je6AJvhFTc?BxiBcoB/rBFnBmsB,v115@zgB8HeC8GeC8GeD8CeA8AeF8AeB8AeA8Jex7IvhF6i?BfmBcoBzmBOtBlrB,v115@zgB8HeC8GeC8GeD8CeA8AeF8AeB8AeA8Je6AJvhFZh?B3dBzmBFoBurBctB,v115@zgB8HeC8GeC8GeD8CeA8AeF8AeB8AeA8JeRBJvhFcn?BTjBlgBCiB/rBOtB
LTOJSZI,X,O,X,X,X,O,X,O,X,O,X,X,X,X,X
LTOJZIS,X,O,X,X,X,O,X,O,X,O,X,X,X,X,X
LTOJZSI,X,O,X,X,X,O,X,O,X,O,X,X,X,X,X
LTOSIJZ,X,X,X,X,X,O,X,X,X,X,X,X,X,O,X
LTOSIZJ,X,X,X,X,X,O,X,X,X,X,X,X,O,O,X
LTOSJIZ,X,X,X,X,X,O,X,X,X,O,X,X,X,X,X
LTOSJZI,X,X,X,X,X,O,X,X,X,O,X,X,X,X,X
LTOSZIJ,X,X,X,X,X,O,O,X,X,X,X,X,O,X,X
LTOSZJI,X,X,X,X,X,O,O,X,X,X,X,X,O,X,X
LTOZIJS,X,O,X,X,O,O,X,O,X,X,X,X,X,O,X
LTOZISJ,X,X,X,X,X,O,X,X,X,X,X,X,X,O,X
LTOZJIS,X,O,X,X,X,O,X,O,X,O,X,X,X,X,X
LTOZJSI,X,O,X,X,X,O,X,O,X,O,X,X,X,X,X
LTOZSIJ,X,X,X,X,X,O,O,X,X,X,X,X,O,X,X
LTOZSJI,X,X,X,X,X,O,O,X,X,X,X,X,O,X,X
LITJSZO,X,X,X,X,O,X,X,X,X,X,O,X,X,X,X
LITJSOZ,X,X,X,X,O,X,X,X,X,X,O,O,X,X,X
LITJZSO,X,X,X,X,O,X,X,X,X,X,O,X,X,X,X
LITJZOS,X,X,X,X,O,X,X,X,X,X,O,X,X,X,X
LITJOSZ,O,O,X,X,O,X,X,X,X,O,O,X,X,O,X
LITJOZS,O,O,X,X,O,X,X,O,X,O,O,X,X,O,X
LITSJZO,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X
LITSJOZ,X,X,O,X,O,X,X,X,X,X,X,O,X,X,X
LITSZJO,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X
LITSZOJ,X,X,O,X,X,X,X,X,X,X,X,O,X,X,X
LITSOJZ,X,X,O,X,X,X,X,X,X,X,X,O,X,O,X
LITSOZJ,X,X,O,X,X,X,X,X,X,X,X,O,X,O,X
LITZJSO,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
LITZJOS,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
LITZSJO,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X
LITZSOJ,X,X,O,X,X,X,X,X,X,X,X,O,X,X,X
LITZOJS,X,X,X,X,O,O,X,X,X,X,X,X,X,O,X
LITZOSJ,X,X,X,X,X,O,X,X,X,X,X,X,X,O,X
LITOJSZ,X,O,X,X,O,O,X,X,X,O,X,X,X,O,X
LITOJZS,X,O,X,X,O,O,X,O,X,O,X,X,X,O,X
LITOSJZ,X,X,X,X,X,O,X,X,X,X,X,O,X,O,X
LITOSZJ,X,X,X,X,X,O,X,X,X,X,X,O,X,O,X
LITOZJS,X,O,X,X,O,O,X,O,X,X,X,X,X,O,X
LITOZSJ,X,X,X,X,X,O,X,X,X,X,X,X,X,O,X
LIJTSZO,X,X,X,X,O,X,X,X,X,X,O,X,X,X,X
LIJTSOZ,X,X,X,X,O,X,X,X,X,X,O,X,X,X,X
LIJTZSO,X,X,X,X,O,X,X,X,X,X,O,X,X,X,X
LIJTZOS,X,X,X,X,O,X,X,X,X,X,O,X,X,X,X
LIJTOSZ,O,O,X,X,O,X,X,X,X,O,O,X,X,O,X
LIJTOZS,O,O,X,X,O,X,X,O,X,O,O,X,X,O,X
LIJSTZO,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X
LIJSTOZ,O,X,O,X,X,X,X,X,X,X,O,X,X,X,X
LIJSZTO,O,X,O,X,X,X,X,X,X,X,O,X,X,X,X
LIJSZOT,O,X,X,X,O,X,X,X,X,X,O,X,X,X,X
LIJSOTZ,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X
LIJSOZT,O,X,X,X,O,X,X,X,X,X,O,X,X,X,X
LIJZTSO,X,X,X,X,O,X,X,X,X,X,O,X,X,X,X
LIJZTOS,O,X,X,X,O,X,X,X,X,X,O,X,X,X,X
LIJZSTO,O,X,O,X,X,X,X,X,X,X,O,X,X,X,X
LIJZSOT,O,X,X,X,O,X,X,X,X,X,O,X,X,X,X
LIJZOTS,O,X,X,X,O,X,X,X,X,X,O,X,X,X,X
LIJZOST,O,X,X,X,O,X,X,X,X,X,O,X,X,X,X
LIJOTSZ,O,O,X,X,X,X,X,X,X,O,O,X,X,O,X
LIJOTZS,O,O,X,X,O,X,X,O,X,O,O,X,X,O,X
LIJOSTZ,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X
LIJOSZT,O,X,X,X,O,X,X,X,X,X,O,X,X,X,X
LIJOZTS,O,X,X,X,O,X,X,X,X,X,O,X,X,X,X
LIJOZST,O,X,X,X,O,X,X,X,X,X,O,X,X,X,X
LISTJZO,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X
LISTJOZ,O,X,O,X,O,X,X,X,X,X,X,O,X,X,X
LISTZJO,X,X,O,O,O,X,X,X,X,X,X,X,X,X,X
LISTZOJ,X,X,O,O,X,X,X,X,X,X,X,O,X,X,X
LISTOJZ,X,X,O,X,X,X,X,X,X,X,X,O,X,O,X
LISTOZJ,X,X,O,O,X,X,X,X,X,X,X,O,X,O,X
LISJTZO,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X
LISJTOZ,O,X,O,X,X,X,X,X,X,X,O,X,X,X,X
LISJZTO,O,X,O,X,X,X,X,X,X,X,O,X,X,X,X
LISJZOT,O,X,X,X,O,X,X,X,X,X,O,X,X,X,X
LISJOTZ,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X
LISJOZT,O,X,X,X,O,X,X,X,X,X,O,X,X,X,X
LISZTJO,O,X,O,O,O,X,O,X,X,X,X,X,X,X,X
LISZTOJ,O,X,O,O,X,X,O,X,X,X,X,X,X,X,X
LISZJTO,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X
LISZJOT,O,X,X,O,O,X,X,X,X,X,X,X,X,X,X
LISZOTJ,X,X,O,O,X,X,O,X,X,X,X,X,O,X,X
LISZOJT,O,X,X,O,X,X,X,X,X,X,X,X,O,X,X
LISOTJZ,X,X,O,X,X,X,X,X,X,X,X,O,X,O,X
LISOTZJ,X,X,O,O,X,X,X,X,X,X,X,O,O,O,X
LISOJTZ,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LISOJZT,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X
LISOZTJ,X,X,O,O,X,X,O,X,X,X,X,X,O,X,X
LISOZJT,X,X,X,O,X,X,X,X,X,X,X,X,O,X,X
LIZTJSO,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
LIZTJOS,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X
LIZTSJO,X,X,O,O,O,X,X,X,X,X,X,X,X,X,X
LIZTSOJ,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X
LIZTOJS,X,X,X,X,O,O,X,X,X,X,X,X,X,O,X
LIZTOSJ,X,X,X,X,X,O,X,X,X,X,X,X,X,O,X
LIZJTSO,X,X,X,X,O,X,X,X,X,X,O,X,X,X,X
LIZJTOS,O,X,X,X,O,X,X,X,X,X,O,X,X,X,X
LIZJSTO,O,X,O,O,X,X,X,X,X,X,O,X,X,X,X
LIZJSOT,O,X,X,O,O,X,X,X,X,X,O,X,X,X,X
LIZJOTS,O,X,X,X,O,X,X,X,X,X,O,X,X,X,X
LIZJOST,O,X,X,X,O,X,X,X,X,X,O,X,X,X,X
LIZSTJO,O,X,O,O,O,X,O,X,X,X,X,X,X,X,X
LIZSTOJ,O,X,O,O,X,X,O,X,X,X,X,X,X,X,X
LIZSJTO,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X
LIZSJOT,O,X,X,O,O,X,X,X,X,X,X,X,X,X,X
LIZSOTJ,X,X,O,O,X,X,O,X,X,X,X,X,O,X,X
LIZSOJT,O,X,X,O,X,X,X,X,X,X,X,X,O,X,X
LIZOTJS,X,X,X,X,O,O,X,X,X,X,X,X,X,O,X
LIZOTSJ,X,X,X,X,X,O,X,X,X,X,X,X,X,O,X
LIZOJTS,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X
LIZOJST,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X
LIZOSTJ,X,X,O,O,X,X,O,X,X,X,X,X,O,X,X
LIZOSJT,X,X,X,O,X,X,X,X,X,X,X,X,O,X,X
LIOTJSZ,X,O,X,X,O,O,X,X,X,O,X,X,X,O,X
LIOTJZS,X,O,X,X,O,O,X,O,X,O,X,X,X,O,X
LIOTSJZ,X,X,X,X,X,O,X,X,X,X,X,X,X,O,X
LIOTSZJ,X,X,X,X,X,O,X,X,X,X,X,X,X,O,X
LIOTZJS,X,O,X,X,O,O,X,O,X,X,X,X,X,O,X
LIOTZSJ,X,X,X,X,X,O,X,X,X,X,X,X,X,O,X
LIOJTSZ,O,O,X,X,X,X,X,X,X,O,O,X,X,O,X
LIOJTZS,O,O,X,X,O,X,X,O,X,O,O,X,X,O,X
LIOJSTZ,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X
LIOJSZT,O,X,X,X,O,X,X,X,X,X,O,X,X,X,X
LIOJZTS,O,X,X,X,O,X,X,X,X,X,O,X,X,X,X
LIOJZST,O,X,X,X,O,X,X,X,X,X,O,X,X,X,X
LIOSTJZ,X,X,O,X,X,X,X,X,X,X,X,X,X,O,X
LIOSTZJ,X,X,O,X,X,X,X,X,X,X,X,X,O,O,X
LIOSJTZ,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LIOSJZT,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X
LIOSZTJ,X,X,O,X,X,X,O,X,X,X,X,X,O,X,X
LIOSZJT,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X
LIOZTJS,X,X,X,X,O,O,X,X,X,X,X,X,X,O,X
LIOZTSJ,X,X,X,X,X,O,X,X,X,X,X,X,X,O,X
LIOZJTS,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
LIOZJST,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
LIOZSTJ,X,X,O,X,X,X,O,X,X,X,X,X,O,X,X
LIOZSJT,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X
LJTISZO,X,X,X,X,O,X,X,X,X,X,O,X,X,X,X
LJTISOZ,X,X,X,X,O,X,X,X,X,X,O,O,X,X,X
LJTIZSO,X,X,X,X,O,X,X,X,X,X,O,X,X,X,X
LJTIZOS,X,O,X,X,O,X,X,X,X,X,O,X,X,X,X
LJTIOSZ,O,O,X,X,O,X,X,X,X,O,O,X,X,O,X
LJTIOZS,O,O,X,X,O,X,X,O,X,O,O,X,X,O,X
LJTSIZO,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
LJTSIOZ,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X
LJTSZIO,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X
LJTSZOI,O,O,X,X,X,X,X,O,O,X,X,X,X,X,X
LJTSOIZ,O,O,X,X,X,X,X,X,O,O,X,X,X,X,X
LJTSOZI,O,O,X,X,X,X,X,O,O,O,X,X,X,X,X
LJTZISO,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
LJTZIOS,O,O,X,X,O,X,X,X,O,X,X,X,X,X,X
LJTZSIO,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X
LJTZSOI,O,O,X,X,X,X,X,O,O,X,X,X,X,X,X
LJTZOIS,O,O,X,X,X,X,X,O,O,O,X,X,X,X,X
LJTZOSI,O,O,X,X,X,X,X,O,O,O,X,X,X,X,X
LJTOISZ,O,O,X,X,X,X,X,X,X,O,O,X,X,O,X
LJTOIZS,O,O,X,X,X,X,X,O,X,O,O,X,X,O,X
LJTOSIZ,O,O,X,X,X,X,X,X,O,O,X,X,X,X,X
LJTOSZI,O,O,X,X,X,X,X,O,O,O,X,X,X,X,X
LJTOZIS,O,O,X,X,X,X,X,O,O,O,X,X,X,X,X
LJTOZSI,O,O,X,X,X,X,X,O,O,O,X,X,X,X,X
LJITSZO,X,X,X,X,O,X,X,X,X,X,O,X,X,X,X
LJITSOZ,X,X,X,X,O,X,X,X,X,X,O,X,X,X,X
LJITZSO,X,X,X,X,O,X,X,X,X,X,O,X,X,X,X
LJITZOS,X,O,X,X,O,X,X,X,X,X,O,X,X,X,X
LJITOSZ,O,O,X,X,O,X,X,X,X,O,O,X,X,O,X
LJITOZS,O,O,X,X,O,X,X,O,X,O,O,X,X,O,X
LJISTZO,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X
LJISTOZ,O,X,O,X,X,X,X,X,X,X,O,X,X,X,X
LJISZTO,O,X,O,X,X,X,X,X,X,X,O,X,X,X,X
LJISZOT,O,X,X,X,O,X,X,X,X,X,O,X,X,X,X
LJISOTZ,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X
LJISOZT,O,X,X,X,O,X,X,X,X,X,O,X,X,X,X
LJIZTSO,X,X,X,X,O,X,X,X,X,X,O,X,X,X,X
LJIZTOS,O,X,X,X,O,X,X,X,X,X,O,X,X,X,X
LJIZSTO,O,X,O,X,X,X,X,X,X,X,O,X,X,X,X
LJIZSOT,O,X,X,X,O,X,X,X,X,X,O,X,X,X,X
LJIZOTS,O,X,X,X,O,X,X,X,X,X,O,X,X,X,X
LJIZOST,O,X,X,X,O,X,X,X,X,X,O,X,X,X,X
LJIOTSZ,O,O,X,X,X,X,X,X,X,O,O,X,X,O,X
LJIOTZS,O,O,X,X,O,X,X,O,X,O,O,X,X,O,X
LJIOSTZ,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X
LJIOSZT,O,X,X,X,O,X,X,X,X,X,O,X,X,X,X
LJIOZTS,O,X,X,X,O,X,X,X,X,X,O,X,X,X,X
LJIOZST,O,X,X,X,O,X,X,X,X,X,O,X,X,X,X
LJSTIZO,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X
LJSTIOZ,O,X,O,X,X,X,X,X,O,X,X,O,X,X,X
LJSTZIO,O,X,O,O,X,X,X,X,O,X,X,X,X,X,X
LJSTZOI,O,O,O,O,X,X,X,O,O,X,X,X,X,X,X
LJSTOIZ,O,O,O,X,X,X,X,X,O,O,X,O,X,X,X
LJSTOZI,O,O,O,O,X,X,X,O,O,O,X,X,X,X,X
LJSITZO,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X
LJSITOZ,O,X,O,X,X,X,X,X,X,X,O,X,X,X,X
LJSIZTO,O,X,O,X,X,X,X,X,X,X,O,X,X,X,X
LJSIZOT,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X
LJSIOTZ,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X
LJSIOZT,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X
LJSZTIO,O,X,O,O,X,X,O,X,X,X,X,X,X,X,X
LJSZTOI,O,X,O,O,X,X,O,X,X,X,X,X,X,X,X
LJSZITO,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X
LJSZIOT,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X
LJSZOTI,O,X,X,O,X,X,O,O,X,X,X,X,X,X,X
LJSZOIT,O,X,X,O,X,X,X,O,X,X,X,X,X,X,X
LJSOTIZ,O,O,X,X,X,X,X,X,O,O,X,O,X,X,X
LJSOTZI,O,O,X,O,X,X,X,X,O,O,X,X,X,X,X
LJSOITZ,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X
LJSOIZT,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X
LJSOZTI,O,X,X,O,X,X,O,O,X,X,X,X,X,X,X
LJSOZIT,O,X,X,O,X,X,X,O,X,X,X,X,X,X,X
LJZTISO,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
LJZTIOS,O,O,X,X,O,X,X,X,O,X,X,X,X,X,X
LJZTSIO,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X
LJZTSOI,O,O,X,X,X,X,X,X,O,X,X,X,X,X,X
LJZTOIS,O,O,X,X,X,X,X,X,O,O,X,X,X,X,X
LJZTOSI,O,O,X,X,X,X,X,X,O,O,X,X,X,X,X
LJZITSO,X,X,X,X,O,X,X,X,X,X,O,X,X,X,X
LJZITOS,O,X,X,X,O,X,X,X,O,X,O,X,X,X,X
LJZISTO,O,X,O,O,X,X,X,X,X,X,O,X,X,X,X
LJZISOT,O,X,X,O,O,X,X,X,X,X,O,X,X,X,X
LJZIOTS,O,X,X,X,O,X,X,X,O,X,O,X,X,X,X
LJZIOST,O,X,X,X,O,X,X,X,X,X,O,X,X,X,X
LJZSTIO,O,X,O,O,X,X,O,X,X,X,X,X,X,X,X
LJZSTOI,O,X,O,O,X,X,O,X,X,X,X,X,X,X,X
LJZSITO,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X
LJZSIOT,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X
LJZSOTI,O,X,X,O,X,X,O,X,X,X,X,X,X,X,X
LJZSOIT,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X
LJZOTIS,O,O,X,X,X,O,X,X,O,O,X,X,X,X,X
LJZOTSI,O,O,X,X,X,O,X,X,O,O,X,X,X,X,X
LJZOITS,O,X,X,X,O,X,X,X,O,X,O,X,X,X,X
LJZOIST,O,X,X,X,O,X,X,X,X,X,O,X,X,X,X
LJZOSTI,O,X,X,X,X,X,O,X,X,X,X,X,O,X,X
LJZOSIT,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X
LJOTISZ,O,O,X,X,X,X,X,X,X,O,O,X,X,O,X
LJOTIZS,O,O,X,X,X,X,X,O,X,O,O,X,X,O,X
LJOTSIZ,O,O,X,X,X,X,X,X,O,O,X,X,X,X,X
LJOTSZI,O,O,X,X,X,X,X,O,O,O,X,X,X,X,X
LJOTZIS,O,O,X,X,X,X,X,O,O,O,X,X,X,X,X
LJOTZSI,O,O,X,X,X,X,X,O,O,O,X,X,X,X,X
LJOITSZ,O,O,X,X,X,X,X,X,X,O,O,X,X,O,X
LJOITZS,O,O,X,X,O,X,X,O,X,O,O,X,X,O,X
LJOISTZ,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X
LJOISZT,O,X,X,X,O,X,X,X,X,X,O,X,X,X,X
LJOIZTS,O,X,X,X,O,X,X,X,X,X,O,X,X,X,X
LJOIZST,O,X,X,X,O,X,X,X,X,X,O,X,X,X,X
LJOSTIZ,O,O,X,X,X,X,X,X,O,O,X,X,X,X,X
LJOSTZI,O,O,X,X,X,X,X,X,O,O,X,X,X,X,X
LJOSITZ,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X
LJOSIZT,O,X,X,X,X,X,X,X,X,X,O,X,O,X,X
LJOSZTI,O,X,X,X,X,X,O,O,X,X,X,X,O,X,X
LJOSZIT,O,X,X,X,X,X,X,O,X,X,X,X,O,X,X
LJOZTIS,O,O,X,X,X,O,X,X,O,O,X,X,X,X,X
LJOZTSI,O,O,X,X,X,O,X,X,O,O,X,X,X,X,X
LJOZITS,O,X,X,X,O,X,X,X,O,X,O,X,X,X,X
LJOZIST,O,X,X,X,O,X,X,X,X,X,O,X,X,X,X
LJOZSTI,O,X,X,X,X,X,O,X,X,X,X,X,O,X,X
LJOZSIT,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X
LSTIJZO,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X
LSTIJOZ,O,X,O,X,O,X,X,X,X,X,X,O,X,X,X
LSTIZJO,X,X,O,O,O,X,X,X,X,X,X,X,X,X,X
LSTIZOJ,X,X,O,O,X,X,X,X,X,X,X,O,X,X,X
LSTIOJZ,X,X,O,X,X,X,X,X,X,X,X,O,X,O,X
LSTIOZJ,X,X,O,O,X,X,X,X,X,X,X,O,X,O,X
LSTJIZO,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X
LSTJIOZ,O,X,O,X,X,X,X,X,O,X,X,O,X,X,X
LSTJZIO,O,X,O,O,X,X,X,X,O,X,X,X,X,X,X
LSTJZOI,O,X,O,O,X,X,X,X,O,X,X,X,X,X,X
LSTJOIZ,O,X,O,X,X,X,X,X,O,O,X,O,X,X,X
LSTJOZI,O,X,O,O,X,X,X,X,O,O,X,X,X,X,X
LSTZIJO,O,X,O,O,O,X,O,X,O,X,X,X,X,X,X
LSTZIOJ,O,X,O,O,X,X,O,X,X,X,X,O,X,X,X
LSTZJIO,O,X,O,O,X,X,O,X,O,X,X,X,X,X,X
LSTZJOI,O,X,O,O,X,X,O,X,O,X,X,X,X,X,X
LSTZOIJ,O,X,O,O,X,X,O,X,X,X,X,O,X,X,X
LSTZOJI,O,X,O,O,X,X,O,X,X,X,X,X,X,X,X
LSTOIJZ,X,X,O,X,X,X,X,X,X,X,X,O,X,O,X
LSTOIZJ,X,X,O,O,X,X,X,X,X,X,X,O,X,O,X
LSTOJIZ,X,X,O,X,X,X,X,X,X,O,X,O,X,X,X
LSTOJZI,X,X,O,O,X,X,X,X,X,O,X,X,X,X,X
LSTOZIJ,X,X,O,O,X,X,O,X,X,X,X,O,X,X,X
LSTOZJI,X,X,O,O,X,X,O,X,X,X,X,X,X,X,X
LSITJZO,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X
LSITJOZ,O,X,O,X,O,X,X,X,X,X,X,O,X,X,X
LSITZJO,X,X,O,O,O,X,X,X,X,X,X,X,X,X,X
LSITZOJ,X,X,O,O,X,X,X,X,X,X,X,O,X,X,X
LSITOJZ,X,X,O,X,X,X,X,X,X,X,X,O,X,O,X
LSITOZJ,X,X,O,O,X,X,X,X,X,X,X,O,X,O,X
LSIJTZO,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X
LSIJTOZ,O,X,O,X,X,X,X,X,X,X,O,X,X,X,X
LSIJZTO,O,X,O,X,X,X,X,X,X,X,O,X,X,X,X
LSIJZOT,O,X,X,X,O,X,X,X,X,X,O,X,X,X,X
LSIJOTZ,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X
LSIJOZT,O,X,X,X,O,X,X,X,X,X,O,X,X,X,X
LSIZTJO,O,X,O,O,O,X,O,X,X,X,X,X,X,X,X
LSIZTOJ,O,X,O,O,X,X,O,X,X,X,X,X,X,X,X
LSIZJTO,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X
LSIZJOT,O,X,X,O,O,X,X,X,X,X,X,X,X,X,X
LSIZOTJ,X,X,O,O,X,X,O,X,X,X,X,X,O,X,X
LSIZOJT,O,X,X,O,X,X,X,X,X,X,X,X,O,X,X
LSIOTJZ,X,X,O,X,X,X,X,X,X,X,X,O,X,O,X
LSIOTZJ,X,X,O,O,X,X,X,X,X,X,X,O,O,O,X
LSIOJTZ,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LSIOJZT,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X
LSIOZTJ,X,X,O,O,X,X,O,X,X,X,X,X,O,X,X
LSIOZJT,X,X,X,O,X,X,X,X,X,X,X,X,O,X,X
LSJTIZO,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X
LSJTIOZ,O,X,O,X,X,X,X,X,O,X,X,O,X,X,X
LSJTZIO,O,X,O,O,X,X,X,X,O,X,X,X,X,X,X
LSJTZOI,O,X,O,O,X,X,X,X,O,X,X,X,X,X,X
LSJTOIZ,O,X,O,X,X,X,X,X,O,O,X,O,X,X,X
LSJTOZI,O,X,O,O,X,X,X,X,O,O,X,X,X,X,X
LSJITZO,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X
LSJITOZ,O,X,O,X,X,X,X,X,X,X,O,X,X,X,X
LSJIZTO,O,X,O,X,X,X,X,X,X,X,O,X,X,X,X
LSJIZOT,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X
LSJIOTZ,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X
LSJIOZT,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X
LSJZTIO,O,X,O,O,X,X,O,X,X,X,X,X,X,X,X
LSJZTOI,O,X,O,O,X,X,O,X,X,X,X,X,X,X,X
LSJZITO,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X
LSJZIOT,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X
LSJZOTI,O,X,X,O,X,X,O,X,X,X,X,X,X,X,X
LSJZOIT,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X
LSJOTIZ,O,X,X,X,X,X,X,X,O,O,X,O,X,X,X
LSJOTZI,O,X,X,O,X,X,X,X,O,O,X,X,X,X,X
LSJOITZ,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X
LSJOIZT,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X
LSJOZTI,O,X,X,O,X,X,O,X,X,X,X,X,X,X,X
LSJOZIT,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X
LSZTIJO,O,X,O,O,O,X,O,X,X,X,X,X,X,X,X
LSZTIOJ,O,X,O,O,X,X,O,X,X,X,X,O,X,X,X
LSZTJIO,O,X,O,O,X,X,O,X,X,X,X,X,X,X,X
LSZTJOI,O,X,O,O,X,X,O,X,X,X,X,X,X,X,X
LSZTOIJ,O,X,O,O,X,X,O,X,X,X,X,O,X,X,X
LSZTOJI,O,X,O,O,X,X,O,X,X,X,X,X,X,X,X
LSZITJO,O,X,O,O,O,X,O,X,X,X,X,X,X,X,X
LSZITOJ,O,X,O,O,X,X,O,X,X,X,X,X,X,X,X
LSZIJTO,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X
LSZIJOT,O,X,X,O,O,X,X,X,X,X,X,X,X,X,X
LSZIOTJ,X,X,O,O,X,X,O,X,X,X,X,X,O,X,O
LSZIOJT,O,X,X,O,X,X,X,X,X,X,X,X,O,X,O
LSZJTIO,O,X,O,O,X,X,O,X,X,X,X,X,X,X,X
LSZJTOI,O,X,O,O,X,X,O,X,X,X,X,X,X,X,X
LSZJITO,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X
LSZJIOT,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X
