sequence,v115@IhA8GeD8FeD8DeC8Jei/IvhF3gBcmBxiBdsBznBWwB,v115@IhA8GeD8FeD8DeC8Jei/IvhF9lBxhBOoBTnBXrB0rB,v115@IhA8GeD8FeD8DeC8Jei/IvhF9lBxhBOoBTnB0rBXrB,v115@IhA8GeD8FeD8DeC8Jei/IvhFThBXjBUrBRsB9qBOsB,v115@IhA8GeD8FeD8DeC8Jei/IvhF9lBxiBmmBznBXrB0rB,v115@IhA8GeD8FeD8DeC8Jei/IvhF9lBTiBOoBxrBXrB0rB,v115@IhA8GeD8FeD8DeC8Jei/IvhF9lBxiBmmBznB0rBXrB,v115@IhA8GeD8FeD8DeC8Jei/IvhF9mBxiB0lBmnBXsBzqB,v115@IhA8GeD8FeD8DeC8Jei/IvhF9lBOoBxmBTnBXrB0rB,v115@IhA8GeD8FeD8DeC8Jei/IvhF9lBOoBxmBTnB0rBXrB
LSOIJZT,X,X,X,X,X,X,X,O,X,X
LSOIZTJ,X,X,X,O,O,X,O,X,X,X
LSOIZJT,X,X,X,O,X,X,X,O,X,X
LSOJTIZ,O,O,O,X,O,X,X,O,O,X
LSOJTZI,O,O,O,X,O,X,X,O,X,X
LSOJITZ,O,O,X,X,O,X,X,O,X,X
LSOJIZT,X,X,X,X,X,X,X,O,X,X
LSOJZTI,O,O,O,X,X,X,X,O,X,X
LSOJZIT,O,X,X,X,X,X,X,O,X,X
LSOZTIJ,X,O,O,X,O,X,O,X,X,X
LSOZTJI,X,O,O,X,O,X,O,O,X,X
LSOZITJ,X,X,X,O,O,X,O,X,X,X
LSOZIJT,X,X,X,O,X,X,X,O,X,X
LSOZJTI,X,O,O,X,X,X,X,O,X,X
LSOZJIT,X,X,X,X,X,X,X,O,X,X
LZTIJSO,O,X,X,O,X,O,X,O,X,O
LZTIJOS,O,X,O,O,X,O,O,X,X,O
LZTISJO,O,X,X,O,X,X,X,O,X,O
LZTISOJ,O,X,X,O,X,X,X,X,X,X
LZTIOJS,O,X,O,O,X,O,O,X,X,O
LZTIOSJ,O,X,O,O,O,X,O,X,X,X
LZTJISO,O,X,X,X,X,O,X,O,X,O
LZTJIOS,O,X,O,X,X,O,O,X,X,O
LZTJSIO,O,X,X,X,X,X,X,O,O,O
LZTJSOI,O,O,O,X,X,X,O,O,X,X
LZTJOIS,O,O,O,X,X,X,O,X,X,O
LZTJOSI,O,O,O,X,X,X,O,X,X,X
LZTSIJO,O,X,X,O,X,X,X,O,O,O
LZTSIOJ,O,X,X,O,X,X,X,X,X,X
LZTSJIO,O,X,X,X,X,X,X,O,O,O
LZTSJOI,O,O,O,X,O,X,O,O,X,X
LZTSOIJ,O,O,O,X,O,X,O,X,X,X
LZTSOJI,O,O,O,X,O,X,O,O,X,X
LZTOIJS,O,O,O,X,X,X,O,X,X,O
LZTOISJ,O,X,O,X,O,X,O,X,X,X
LZTOJIS,O,O,O,X,X,X,O,X,X,O
LZTOJSI,O,O,O,X,X,X,O,X,X,X
LZTOSIJ,O,O,O,X,O,X,O,X,X,X
LZTOSJI,O,O,O,X,O,X,O,X,X,X
LZITJSO,O,X,X,O,X,O,X,O,X,O
LZITJOS,O,X,O,O,X,O,O,X,X,O
LZITSJO,O,X,X,O,X,X,X,O,X,O
LZITSOJ,O,X,X,O,X,X,X,X,X,X
LZITOJS,X,X,O,O,X,O,O,X,X,O
LZITOSJ,O,X,O,O,O,X,O,X,X,X
LZIJTSO,O,X,X,O,X,O,X,O,X,O
LZIJTOS,O,X,O,O,X,O,X,X,X,O
LZIJSTO,O,X,X,O,X,X,X,O,X,X
LZIJSOT,O,X,X,O,X,X,X,O,X,X
LZIJOTS,O,X,O,O,X,O,X,X,X,X
LZIJOST,O,X,X,O,X,X,X,O,X,X
LZISTJO,X,X,X,O,X,X,X,O,X,X
LZISTOJ,X,X,X,O,X,X,X,X,X,X
LZISJTO,X,X,X,O,X,X,X,O,X,X
LZISJOT,X,X,X,O,X,X,X,O,X,X
LZISOTJ,X,X,X,O,X,X,X,X,X,X
LZISOJT,X,X,X,O,X,X,X,O,X,X
LZIOTJS,O,X,O,O,X,O,O,X,X,X
LZIOTSJ,O,X,O,O,O,X,O,X,X,X
LZIOJTS,O,X,O,O,X,O,O,X,X,X
LZIOJST,X,X,X,O,X,X,X,O,X,X
LZIOSTJ,X,X,X,O,O,X,O,X,X,X
LZIOSJT,X,X,X,O,X,X,X,O,X,X
LZJTISO,O,X,X,X,X,O,X,O,X,O
LZJTIOS,O,X,O,X,X,O,O,X,X,O
LZJTSIO,O,X,X,X,X,X,X,O,O,O
LZJTSOI,O,O,O,X,X,X,O,O,X,X
LZJTOIS,O,O,O,X,X,X,O,X,X,O
LZJTOSI,O,O,O,X,X,X,O,X,X,X
LZJITSO,O,X,X,O,X,O,X,O,X,O
LZJITOS,O,X,O,O,X,O,X,X,X,O
LZJISTO,O,X,X,O,X,X,X,O,X,X
LZJISOT,O,X,X,O,X,X,X,O,X,X
LZJIOTS,O,X,O,O,X,O,X,X,X,X
LZJIOST,O,X,X,O,X,X,X,O,X,X
LZJSTIO,O,X,X,X,X,X,X,O,O,O
LZJSTOI,O,O,O,X,X,X,X,O,X,X
LZJSITO,O,X,X,O,X,X,X,O,X,X
LZJSIOT,O,X,X,O,X,X,X,O,X,X
LZJSOTI,O,O,O,X,X,X,X,O,X,X
LZJSOIT,O,X,X,X,X,X,X,O,X,X
LZJOTIS,O,O,O,X,X,X,O,X,X,O
LZJOTSI,O,O,O,X,X,X,O,X,X,X
LZJOITS,O,X,O,X,X,X,O,X,X,X
LZJOIST,O,X,X,X,X,X,X,O,X,X
LZJOSTI,O,O,O,X,X,X,X,O,X,X
LZJOSIT,O,X,X,X,X,X,X,O,X,X
LZSTIJO,X,X,X,O,X,X,X,O,O,O
LZSTIOJ,X,X,X,O,X,X,X,X,X,X
LZSTJIO,X,X,X,X,X,X,X,O,O,O
LZSTJOI,X,O,O,X,O,X,O,O,X,X
LZSTOIJ,X,O,O,X,O,X,O,X,X,X
LZSTOJI,X,O,O,X,O,X,O,O,X,X
LZSITJO,X,X,X,O,X,X,X,O,X,X
LZSITOJ,X,X,X,O,X,X,X,X,X,X
LZSIJTO,X,X,X,O,X,X,X,O,X,X
LZSIJOT,X,X,X,O,X,X,X,O,X,X
LZSIOTJ,X,X,X,O,X,X,X,X,X,X
LZSIOJT,X,X,X,O,X,X,X,O,X,X
LZSJTIO,O,X,X,X,X,X,X,O,O,O
LZSJTOI,O,O,O,X,X,X,X,O,X,X
LZSJITO,O,X,X,O,X,X,X,O,X,X
LZSJIOT,O,X,X,O,X,X,X,O,X,X
LZSJOTI,O,O,O,X,X,X,X,O,X,X
LZSJOIT,O,X,X,X,X,X,X,O,X,X
LZSOTIJ,X,O,O,X,O,X,O,X,X,X
LZSOTJI,X,O,O,X,O,X,O,O,X,X
LZSOITJ,X,X,X,O,O,X,O,X,X,X
LZSOIJT,X,X,X,O,X,X,X,O,X,X
LZSOJTI,X,O,O,X,X,X,X,O,X,X
LZSOJIT,X,X,X,X,X,X,X,O,X,X
LZOTIJS,O,O,O,X,X,X,O,X,X,O
LZOTISJ,O,X,O,X,O,X,O,X,X,X
LZOTJIS,O,O,O,X,X,X,O,X,X,O
LZOTJSI,O,O,O,X,X,X,O,X,X,X
LZOTSIJ,O,O,O,X,O,X,O,X,X,X
LZOTSJI,O,O,O,X,O,X,O,X,X,X
LZOITJS,O,X,O,O,X,X,O,X,X,X
LZOITSJ,O,X,O,O,O,X,O,X,X,X
LZOIJTS,O,X,O,O,X,X,O,X,X,X
LZOIJST,X,X,X,O,X,X,X,O,X,X
LZOISTJ,X,X,X,O,O,X,O,X,X,X
LZOISJT,X,X,X,O,X,X,X,O,X,X
LZOJTIS,O,O,O,X,X,X,O,X,X,O
LZOJTSI,O,O,O,X,X,X,O,X,X,X
LZOJITS,O,X,O,X,X,X,O,X,X,X
LZOJIST,X,X,X,X,X,X,X,O,X,X
LZOJSTI,X,O,O,X,X,X,X,O,X,X
LZOJSIT,X,X,X,X,X,X,X,O,X,X
LZOSTIJ,X,O,O,X,O,X,O,X,X,X
LZOSTJI,X,O,O,X,O,X,O,O,X,X
LZOSITJ,X,X,X,O,O,X,O,X,X,X
LZOSIJT,X,X,X,O,X,X,X,O,X,X
LZOSJTI,X,O,O,X,X,X,X,O,X,X
LZOSJIT,X,X,X,X,X,X,X,O,X,X
LOTIJSZ,O,O,O,X,O,O,X,X,X,X
LOTIJZS,O,O,O,X,X,O,O,X,X,X
LOTISJZ,O,O,O,X,O,O,X,X,X,X
LOTISZJ,O,O,X,X,O,X,O,X,X,X
LOTIZJS,O,O,O,X,X,O,O,X,X,X
LOTIZSJ,O,X,O,X,O,X,O,X,X,X
LOTJISZ,O,O,O,X,O,O,X,X,X,X
LOTJIZS,O,O,O,X,X,O,O,X,X,X
LOTJSIZ,O,O,O,X,O,X,X,X,O,X
LOTJSZI,O,O,O,X,O,X,X,X,X,X
LOTJZIS,O,O,O,X,X,X,O,X,X,O
LOTJZSI,O,O,O,X,X,X,O,X,X,X
LOTSIJZ,O,O,O,X,O,X,X,X,O,X
LOTSIZJ,O,O,X,X,O,X,O,X,X,X
LOTSJIZ,O,O,O,X,O,X,X,X,O,X
LOTSJZI,O,O,O,X,O,X,X,X,X,X
LOTSZIJ,O,O,O,X,O,X,O,X,X,X
LOTSZJI,O,O,O,X,O,X,O,X,X,X
LOTZIJS,O,O,O,X,X,X,O,X,X,O
LOTZISJ,O,X,O,X,O,X,O,X,X,X
LOTZJIS,O,O,O,X,X,X,O,X,X,O
LOTZJSI,O,O,O,X,X,X,O,X,X,X
LOTZSIJ,O,O,O,X,O,X,O,X,X,X
LOTZSJI,O,O,O,X,O,X,O,X,X,X
LOITJSZ,O,O,O,X,O,O,X,X,X,X
LOITJZS,O,O,O,X,X,O,O,X,X,X
LOITSJZ,O,O,O,X,O,O,X,X,X,X
LOITSZJ,O,O,X,X,O,X,O,X,X,X
LOITZJS,O,O,O,X,X,O,O,X,X,X
LOITZSJ,O,X,O,X,O,X,O,X,X,X
LOIJTSZ,O,O,O,X,O,O,X,X,X,X
LOIJTZS,O,O,O,X,X,O,O,X,X,X
LOIJSTZ,O,O,X,X,O,O,X,O,X,X
LOIJSZT,X,X,X,X,X,X,X,O,X,X
LOIJZTS,O,X,O,X,X,O,O,X,X,X
LOIJZST,O,X,X,X,X,X,X,O,X,X
LOISTJZ,O,O,X,X,O,O,X,X,X,X
LOISTZJ,O,O,X,X,O,X,O,X,X,X
LOISJTZ,O,O,X,X,O,O,X,O,X,X
LOISJZT,X,X,X,X,X,X,X,O,X,X
LOISZTJ,X,X,X,O,O,X,O,X,X,X
LOISZJT,X,X,X,O,X,X,X,O,X,X
LOIZTJS,O,X,O,O,X,O,O,X,X,X
LOIZTSJ,O,X,O,O,O,X,O,X,X,X
LOIZJTS,O,X,O,O,X,O,O,X,X,X
LOIZJST,X,X,X,O,X,X,X,O,X,X
LOIZSTJ,X,X,X,O,O,X,O,X,X,X
LOIZSJT,X,X,X,O,X,X,X,O,X,X
LOJTISZ,O,O,O,X,O,O,X,X,X,X
LOJTIZS,O,O,O,X,X,O,O,X,X,X
LOJTSIZ,O,O,O,X,O,X,X,X,O,X
LOJTSZI,O,O,O,X,O,X,X,X,X,X
LOJTZIS,O,O,O,X,X,X,O,X,X,O
LOJTZSI,O,O,O,X,X,X,O,X,X,X
LOJITSZ,O,O,O,X,O,O,X,X,X,X
LOJITZS,O,O,O,X,X,O,O,X,X,X
LOJISTZ,O,O,X,X,O,O,X,O,X,X
LOJISZT,X,X,X,X,X,X,X,O,X,X
LOJIZTS,O,X,O,X,X,O,O,X,X,X
LOJIZST,O,X,X,X,X,X,X,O,X,X
LOJSTIZ,O,O,O,X,O,X,X,O,O,X
LOJSTZI,O,O,O,X,O,X,X,O,X,X
LOJSITZ,O,O,X,X,O,X,X,O,X,X
LOJSIZT,X,X,X,X,X,X,X,O,X,X
LOJSZTI,O,O,O,X,X,X,X,O,X,X
LOJSZIT,O,X,X,X,X,X,X,O,X,X
LOJZTIS,O,O,O,X,X,X,O,X,X,O
LOJZTSI,O,O,O,X,X,X,O,X,X,X
LOJZITS,O,X,O,X,X,X,O,X,X,X
LOJZIST,O,X,X,X,X,X,X,O,X,X
LOJZSTI,O,O,O,X,X,X,X,O,X,X
LOJZSIT,O,X,X,X,X,X,X,O,X,X
LOSTIJZ,O,O,O,X,O,X,X,X,O,X
LOSTIZJ,O,O,X,X,O,X,O,X,X,X
LOSTJIZ,O,O,O,X,O,X,X,O,O,X
LOSTJZI,O,O,O,X,O,X,X,O,X,X
LOSTZIJ,O,O,O,X,O,X,O,X,X,X
LOSTZJI,O,O,O,X,O,X,O,O,X,X
LOSITJZ,O,O,X,X,O,X,X,X,X,X
LOSITZJ,O,O,X,X,O,X,O,X,X,X
LOSIJTZ,O,O,X,X,O,X,X,O,X,X
LOSIJZT,X,X,X,X,X,X,X,O,X,X
LOSIZTJ,X,X,X,O,O,X,O,X,X,X
LOSIZJT,X,X,X,O,X,X,X,O,X,X
LOSJTIZ,O,O,O,X,O,X,X,O,O,X
LOSJTZI,O,O,O,X,O,X,X,O,X,X
LOSJITZ,O,O,X,X,O,X,X,O,X,X
LOSJIZT,X,X,X,X,X,X,X,O,X,X
LOSJZTI,O,O,O,X,X,X,X,O,X,X
LOSJZIT,O,X,X,X,X,X,X,O,X,X
LOSZTIJ,X,O,O,X,O,X,O,X,X,X
LOSZTJI,X,O,O,X,O,X,O,O,X,X
LOSZITJ,X,X,X,O,O,X,O,X,X,X
LOSZIJT,X,X,X,O,X,X,X,O,X,X
LOSZJTI,X,O,O,X,X,X,X,O,X,X
LOSZJIT,X,X,X,X,X,X,X,O,X,X
LOZTIJS,O,O,O,X,X,X,O,X,X,O
LOZTISJ,O,X,O,X,O,X,O,X,X,X
LOZTJIS,O,O,O,X,X,X,O,X,X,O
LOZTJSI,O,O,O,X,X,X,O,X,X,X
LOZTSIJ,O,O,O,X,O,X,O,X,X,X
LOZTSJI,O,O,O,X,O,X,O,X,X,X
LOZITJS,O,X,O,O,X,X,O,X,X,X
LOZITSJ,O,X,O,O,O,X,O,X,X,X
LOZIJTS,O,X,O,O,X,X,O,X,X,X
LOZIJST,X,X,X,O,X,X,X,O,X,X
LOZISTJ,X,X,X,O,O,X,O,X,X,X
LOZISJT,X,X,X,O,X,X,X,O,X,X
LOZJTIS,O,O,O,X,X,X,O,X,X,O
LOZJTSI,O,O,O,X,X,X,O,X,X,X
LOZJITS,O,X,O,X,X,X,O,X,X,X
LOZJIST,X,X,X,X,X,X,X,O,X,X
LOZJSTI,X,O,O,X,X,X,X,O,X,X
LOZJSIT,X,X,X,X,X,X,X,O,X,X
LOZSTIJ,X,O,O,X,O,X,O,X,X,X
LOZSTJI,X,O,O,X,O,X,O,O,X,X
LOZSITJ,X,X,X,O,O,X,O,X,X,X
LOZSIJT,X,X,X,O,X,X,X,O,X,X
LOZSJTI,X,O,O,X,X,X,X,O,X,X
LOZSJIT,X,X,X,X,X,X,X,O,X,X
JTILSZO,O,X,X,X,X,O,X,O,O,X
JTILSOZ,X,O,X,X,X,O,X,O,O,X
JTILZSO,O,X,X,X,X,O,X,O,X,O
JTILZOS,O,X,O,X,X,O,X,X,X,O
JTILOSZ,O,O,O,X,O,O,X,X,X,X
JTILOZS,O,O,O,X,X,O,O,X,X,X
JTISLZO,O,X,X,X,X,O,X,O,O,X
JTISLOZ,X,O,X,X,X,O,X,O,O,X
JTISZLO,O,X,X,X,X,O,X,O,O,X
JTISZOL,O,X,X,X,X,O,X,O,X,X
JTISOLZ,X,O,X,X,X,O,X,O,O,X
JTISOZL,X,O,X,X,X,O,X,O,X,X
JTIZLSO,O,X,X,X,X,O,X,O,X,O
JTIZLOS,O,X,O,X,X,O,X,X,X,O
JTIZSLO,O,X,X,X,X,O,X,O,X,O
JTIZSOL,O,X,X,X,X,O,X,O,X,X
JTIZOLS,O,X,O,X,X,O,X,X,X,O
JTIZOSL,O,X,O,X,X,O,X,X,X,X
JTIOLSZ,O,O,O,X,O,O,X,X,X,X
JTIOLZS,O,O,O,X,X,O,O,X,X,X
JTIOSLZ,O,O,O,X,O,O,X,X,X,X
JTIOSZL,O,O,X,X,O,O,X,X,X,X
JTIOZLS,O,O,O,X,X,O,O,X,X,X
JTIOZSL,O,X,O,X,X,O,O,X,X,X
JTLISZO,O,X,X,X,X,O,X,O,O,X
JTLISOZ,X,O,X,X,X,O,X,O,O,X
JTLIZSO,O,X,X,X,X,O,X,O,X,O
JTLIZOS,O,X,O,X,X,O,X,X,X,O
JTLIOSZ,O,O,O,X,O,O,X,X,X,X
JTLIOZS,O,O,O,X,X,O,O,X,X,X
JTLSIZO,O,X,X,X,X,O,X,O,O,X
JTLSIOZ,X,O,X,X,O,O,X,O,O,X
JTLSZIO,O,X,X,X,X,X,X,O,O,O
JTLSZOI,O,O,O,X,O,X,X,O,X,X
JTLSOIZ,O,O,O,X,O,X,X,O,O,X
JTLSOZI,O,O,O,X,O,X,X,O,X,X
JTLZISO,O,X,X,X,X,O,X,O,X,O
JTLZIOS,O,X,O,X,X,O,O,X,X,O
JTLZSIO,O,X,X,X,X,X,X,O,O,O
JTLZSOI,O,O,O,X,X,X,O,O,X,X
JTLZOIS,O,O,O,X,X,X,O,X,X,O
JTLZOSI,O,O,O,X,X,X,O,X,X,X
JTLOISZ,O,O,O,X,O,O,X,X,X,X
JTLOIZS,O,O,O,X,X,O,O,X,X,X
JTLOSIZ,O,O,O,X,O,X,X,X,O,X
JTLOSZI,O,O,O,X,O,X,X,X,X,X
JTLOZIS,O,O,O,X,X,X,O,X,X,O
JTLOZSI,O,O,O,X,X,X,O,X,X,X
JTSILZO,O,X,X,X,X,O,X,O,O,X
JTSILOZ,X,O,X,X,O,O,X,O,O,X
JTSIZLO,O,X,X,X,X,O,X,O,O,X
JTSIZOL,O,X,X,X,X,O,X,O,X,X
JTSIOLZ,X,O,X,X,O,O,X,O,O,X
JTSIOZL,X,O,X,X,O,O,X,O,X,X
JTSLIZO,O,X,X,X,X,O,X,O,O,X
JTSLIOZ,X,O,X,X,O,O,X,O,O,X
JTSLZIO,O,X,X,X,X,X,X,O,O,O
JTSLZOI,O,O,O,X,O,X,X,O,X,X
JTSLOIZ,O,O,O,X,O,X,X,O,O,X
JTSLOZI,O,O,O,X,O,X,X,O,X,X
JTSZILO,O,X,X,X,X,X,X,O,O,O
JTSZIOL,O,X,X,X,X,X,X,O,X,X
JTSZLIO,O,X,X,X,X,X,X,O,O,O
JTSZLOI,O,O,O,X,O,X,X,O,X,X
JTSZOIL,O,O,O,X,O,X,X,O,X,X
JTSZOLI,O,O,O,X,O,X,X,O,X,X
JTSOILZ,O,O,O,X,O,X,X,O,O,X
JTSOIZL,O,O,X,X,O,X,X,O,X,X
JTSOLIZ,O,O,O,X,O,X,X,O,O,X
JTSOLZI,O,O,O,X,O,X,X,O,X,X
JTSOZIL,O,O,O,X,O,X,X,O,X,X
JTSOZLI,O,O,O,X,O,X,X,O,X,X
JTZILSO,O,X,X,X,X,O,X,O,X,O
JTZILOS,O,X,O,X,X,O,O,X,X,O
JTZISLO,O,X,X,X,X,O,X,O,X,O
JTZISOL,O,X,X,X,X,O,X,O,X,X
JTZIOLS,O,X,O,X,X,O,O,X,X,O
JTZIOSL,O,X,O,X,X,O,O,X,X,X
JTZLISO,O,X,X,X,X,O,X,O,X,O
JTZLIOS,O,X,O,X,X,O,O,X,X,O
JTZLSIO,O,X,X,X,X,X,X,O,O,O
JTZLSOI,O,O,O,X,X,X,O,O,X,X
JTZLOIS,O,O,O,X,X,X,O,X,X,O
JTZLOSI,O,O,O,X,X,X,O,X,X,X
JTZSILO,O,X,X,X,X,X,X,O,O,O
JTZSIOL,O,X,X,X,X,X,X,O,X,X
JTZSLIO,O,X,X,X,X,X,X,O,O,O
JTZSLOI,O,O,O,X,X,X,O,O,X,X
JTZSOIL,O,O,O,X,X,X,O,O,X,X
JTZSOLI,O,O,O,X,X,X,O,O,X,X
JTZOILS,O,O,O,X,X,X,O,X,X,O
JTZOISL,O,X,O,X,X,X,O,X,X,X
JTZOLIS,O,O,O,X,X,X,O,X,X,O
JTZOLSI,O,O,O,X,X,X,O,X,X,X
JTZOSIL,O,O,O,X,X,X,O,X,X,X
JTZOSLI,O,O,O,X,X,X,O,X,X,X
JTOILSZ,O,O,O,X,O,O,X,X,X,X
JTOILZS,O,O,O,X,X,O,O,X,X,X
JTOISLZ,O,O,O,X,O,O,X,X,X,X
JTOISZL,O,O,X,X,O,O,X,X,X,X
JTOIZLS,O,O,O,X,X,O,O,X,X,X
JTOIZSL,O,X,O,X,X,O,O,X,X,X
JTOLISZ,O,O,O,X,O,O,X,X,X,X
JTOLIZS,O,O,O,X,X,O,O,X,X,X
JTOLSIZ,O,O,O,X,O,X,X,X,O,X
JTOLSZI,O,O,O,X,O,X,X,X,X,X
JTOLZIS,O,O,O,X,X,X,O,X,X,O
JTOLZSI,O,O,O,X,X,X,O,X,X,X
JTOSILZ,O,O,O,X,O,X,X,X,O,X
JTOSIZL,O,O,X,X,O,X,X,X,X,X
JTOSLIZ,O,O,O,X,O,X,X,X,O,X
JTOSLZI,O,O,O,X,O,X,X,X,X,X
JTOSZIL,O,O,O,X,O,X,X,X,X,X
JTOSZLI,O,O,O,X,O,X,X,X,X,X
JTOZILS,O,O,O,X,X,X,O,X,X,O
JTOZISL,O,X,O,X,X,X,O,X,X,X
JTOZLIS,O,O,O,X,X,X,O,X,X,O
JTOZLSI,O,O,O,X,X,X,O,X,X,X
JTOZSIL,O,O,O,X,X,X,O,X,X,X
JTOZSLI,O,O,O,X,X,X,O,X,X,X
JITLSZO,O,X,X,X,X,O,X,O,O,X
JITLSOZ,X,O,X,X,X,O,X,O,O,X
JITLZSO,O,X,X,X,X,O,X,O,X,O
JITLZOS,O,X,O,X,X,O,X,X,X,O
JITLOSZ,O,O,O,X,O,O,X,X,X,X
JITLOZS,O,O,O,X,X,O,O,X,X,X
JITSLZO,O,X,X,X,X,O,X,O,O,X
JITSLOZ,X,O,X,X,X,O,X,O,O,X
JITSZLO,O,X,X,X,X,O,X,O,O,X
JITSZOL,O,X,X,X,X,O,X,O,X,X
JITSOLZ,X,O,X,X,X,O,X,O,O,X
JITSOZL,X,O,X,X,X,O,X,O,X,X
JITZLSO,O,X,X,X,X,O,X,O,X,O
JITZLOS,O,X,O,X,X,O,X,X,X,O
JITZSLO,O,X,X,X,X,O,X,O,X,O
JITZSOL,O,X,X,X,X,O,X,O,X,X
JITZOLS,O,X,O,X,X,O,X,X,X,O
JITZOSL,O,X,O,X,X,O,X,X,X,X
JITOLSZ,O,O,O,X,O,O,X,X,X,X
JITOLZS,O,O,O,X,X,O,O,X,X,X
JITOSLZ,O,O,O,X,O,O,X,X,X,X
JITOSZL,O,O,X,X,O,O,X,X,X,X
JITOZLS,O,O,O,X,X,O,O,X,X,X
JITOZSL,O,X,O,X,X,O,O,X,X,X
JILTSZO,O,X,X,X,X,O,X,O,O,X
JILTSOZ,X,O,X,X,X,O,X,O,O,X
JILTZSO,O,X,X,X,X,O,X,O,X,O
JILTZOS,O,X,O,X,X,O,X,X,X,O
JILTOSZ,O,O,O,X,O,O,X,X,X,X
JILTOZS,O,O,O,X,X,O,O,X,X,X
JILSTZO,O,X,X,X,X,O,X,O,O,X
JILSTOZ,X,O,X,X,X,O,X,O,O,X
JILSZTO,O,X,X,O,X,X,X,O,X,X
JILSZOT,O,X,X,O,X,X,X,O,X,X
JILSOTZ,O,O,X,X,X,O,X,O,X,X
JILSOZT,X,X,X,X,X,X,X,O,X,X
JILZTSO,O,X,X,O,X,O,X,O,X,O
JILZTOS,O,X,O,O,X,O,X,X,X,O
JILZSTO,O,X,X,O,X,X,X,O,X,X
JILZSOT,O,X,X,O,X,X,X,O,X,X
JILZOTS,O,X,O,O,X,O,X,X,X,X
JILZOST,O,X,X,O,X,X,X,O,X,X
JILOTSZ,O,O,O,X,O,O,X,X,X,X
JILOTZS,O,O,O,X,X,O,O,X,X,X
JILOSTZ,O,O,X,X,O,O,X,O,X,X
JILOSZT,X,X,X,X,X,X,X,O,X,X
JILOZTS,O,X,O,X,X,O,O,X,X,X
JILOZST,O,X,X,X,X,X,X,O,X,X
JISTLZO,O,X,X,X,X,O,X,O,O,X
JISTLOZ,X,O,X,X,X,O,X,O,O,X
JISTZLO,O,X,X,X,X,O,X,O,O,X
JISTZOL,O,X,X,X,X,O,X,O,X,X
JISTOLZ,X,O,X,X,X,O,X,O,O,X
JISTOZL,X,O,X,X,X,O,X,O,X,X
JISLTZO,O,X,X,X,X,O,X,O,O,X
JISLTOZ,X,O,X,X,X,O,X,O,O,X
JISLZTO,O,X,X,O,X,X,X,O,X,X
JISLZOT,O,X,X,O,X,X,X,O,X,X
JISLOTZ,O,O,X,X,X,O,X,O,X,X
JISLOZT,X,X,X,X,X,X,X,O,X,X
JISZTLO,O,X,X,O,X,X,X,O,O,X
JISZTOL,O,X,X,O,X,X,X,O,X,X
JISZLTO,O,X,X,O,X,X,X,O,X,X
JISZLOT,O,X,X,O,X,X,X,O,X,X
JISZOTL,X,X,X,O,X,X,X,O,X,X
JISZOLT,O,X,X,O,X,X,X,O,X,X
JISOTLZ,O,O,X,X,X,O,X,O,O,X
JISOTZL,O,O,X,X,X,O,X,O,X,X
JISOLTZ,O,O,X,X,X,O,X,O,X,X
JISOLZT,X,X,X,X,X,X,X,O,X,X
JISOZTL,X,O,X,X,X,X,X,O,X,X
JISOZLT,X,X,X,X,X,X,X,O,X,X
JIZTLSO,O,X,X,O,X,O,X,O,X,O
JIZTLOS,O,X,O,O,X,O,X,X,X,O
JIZTSLO,O,X,X,O,X,O,X,O,X,O
JIZTSOL,O,X,X,O,X,O,X,O,X,X
JIZTOLS,O,X,O,O,X,O,X,X,X,O
JIZTOSL,O,X,O,O,X,O,X,X,X,X
JIZLTSO,O,X,X,O,X,O,X,O,X,O
JIZLTOS,O,X,O,O,X,O,X,X,X,O
JIZLSTO,O,X,X,O,X,X,X,O,X,X
JIZLSOT,O,X,X,O,X,X,X,O,X,X
JIZLOTS,O,X,O,O,X,O,X,X,X,X
JIZLOST,O,X,X,O,X,X,X,O,X,X
JIZSTLO,O,X,X,O,X,X,X,O,X,O
JIZSTOL,O,X,X,O,X,X,X,O,X,X
JIZSLTO,O,X,X,O,X,X,X,O,X,X
JIZSLOT,O,X,X,O,X,X,X,O,X,X
JIZSOTL,X,X,X,O,X,X,X,O,X,X
JIZSOLT,O,X,X,O,X,X,X,O,X,X
JIZOTLS,O,X,O,O,X,O,X,X,X,O
JIZOTSL,O,X,O,O,X,O,X,X,X,X
JIZOLTS,O,X,O,O,X,O,X,X,X,X
JIZOLST,O,X,X,O,X,X,X,O,X,X
JIZOSTL,X,X,O,O,X,X,X,O,X,X
JIZOSLT,O,X,X,O,X,X,X,O,X,X
JIOTLSZ,O,O,O,X,O,O,X,X,X,X
JIOTLZS,O,O,O,X,X,O,O,X,X,X
JIOTSLZ,O,O,O,X,O,O,X,X,X,X
JIOTSZL,O,O,X,X,O,O,X,X,X,X
JIOTZLS,O,O,O,X,X,O,O,X,X,X
JIOTZSL,O,X,O,X,X,O,O,X,X,X
JIOLTSZ,O,O,O,X,O,O,X,X,X,X
JIOLTZS,O,O,O,X,X,O,O,X,X,X
JIOLSTZ,O,O,X,X,O,O,X,O,X,X
JIOLSZT,X,X,X,X,X,X,X,O,X,X
JIOLZTS,O,X,O,X,X,O,O,X,X,X
JIOLZST,O,X,X,X,X,X,X,O,X,X
JIOSTLZ,O,O,O,X,O,O,X,O,X,X
JIOSTZL,O,O,X,X,O,O,X,O,X,X
JIOSLTZ,O,O,X,X,O,O,X,O,X,X
