sequence,v115@1gB8FeA8BeB8EeD8FeE8AeA8CeG8Me06IvhFxcBTeB?GiBlmBXoBSyB,v115@1gB8FeA8BeB8EeD8FeE8AeA8CeG8Me06IvhFxcBTeB?lmBftB6tBGsB,v115@1gB8FeA8BeB8EeD8FeE8AeA8CeG8Me06IvhFxcBGiB?/oBlmBzsB6tB,v115@1gB8FeA8BeB8EeD8FeE8AeA8CeG8Me06IvhFxcBGiB?TjBlmBXoBSyB,v115@1gB8FeA8BeB8EeD8FeE8AeA8CeG8Me06IvhFumB3iB?5oBihBFjBzsB,v115@1gB8FeA8BeB8EeD8FeE8AeA8CeG8Me06IvhF+iBKjB?3hB5oBlmBzsB,v115@1gB8FeA8BeB8EeD8FeE8AeA8CeG8Me06IvhFzdBumB?lnBXtB5oBirB,v115@1gB8FeA8BeB8EeD8FeE8AeA8CeG8Me06IvhFSiBTjB?xmBlmBGtBXtB,v115@1gB8FeA8BeB8EeD8FeE8AeA8CeG8Me06IvhFTjBxmB?6mBGtB/sBFtB,v115@1gB8FeA8BeB8EeD8FeE8AeA8CeG8Me06IvhFCeB3hB?xnBToBlmBWyB,v115@1gB8FeA8BeB8EeD8FeE8AeA8CeG8Me06IvhF6jBRiB?/mBFiBusBTtB,v115@1gB8FeA8BeB8EeD8FeE8AeA8CeG8Me06IvhFzdB3hB?6sBOtB5oBlrB,v115@1gB8FeA8BeB8EeD8FeE8AeA8CeG8Me06IvhFSjB3hB?xnBlmBusBTtB,v115@1gB8FeA8BeB8EeD8FeE8AeA8CeG8Me06IvhFWjB3hB?xnBlmBCtBTtB,v115@1gB8FeA8BeB8EeD8FeE8AeA8CeG8Me06IvhFGeB3hB?xnBznBlmBSyB
JOLSZTI,X,X,X,X,X,O,X,X,X,X,X,O,X,X,X
JOLSZIT,X,X,X,X,O,O,X,X,X,X,O,O,X,X,X
JOLZTIS,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X
JOLZTSI,X,X,X,X,X,O,X,X,X,X,X,O,X,X,X
JOLZITS,X,X,X,X,X,X,X,O,O,X,O,X,X,X,X
JOLZIST,X,X,X,X,O,O,X,O,O,X,O,O,X,X,X
JOLZSTI,X,X,X,X,X,O,X,X,X,X,X,O,X,X,X
JOLZSIT,X,X,X,X,O,O,X,X,X,X,O,O,X,X,X
JOSTILZ,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X
JOSTIZL,X,X,O,X,O,X,O,X,X,X,X,X,X,X,X
JOSTLIZ,X,X,O,X,X,O,O,X,X,X,X,X,X,X,X
JOSTLZI,X,X,O,X,X,O,O,X,X,X,X,X,X,X,X
JOSTZIL,X,X,O,X,O,X,O,X,X,X,X,X,X,X,X
JOSTZLI,X,X,O,X,X,O,O,X,X,X,X,X,X,X,X
JOSITLZ,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X
JOSITZL,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X
JOSILTZ,X,X,X,X,X,O,X,X,O,O,X,X,X,X,X
JOSILZT,X,X,X,X,O,O,X,O,O,O,O,X,O,X,X
JOSIZTL,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X
JOSIZLT,X,X,X,X,O,O,X,O,O,O,O,X,O,X,X
JOSLTIZ,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
JOSLTZI,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
JOSLITZ,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
JOSLIZT,X,X,X,X,O,O,X,X,X,X,O,X,X,X,X
JOSLZTI,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
JOSLZIT,X,X,X,X,O,O,X,X,X,X,O,X,X,X,X
JOSZTIL,X,X,O,X,O,X,O,X,X,X,X,X,X,X,X
JOSZTLI,X,X,O,X,X,O,O,X,X,X,X,X,X,X,X
JOSZITL,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X
JOSZILT,X,X,X,X,O,O,X,O,O,O,O,X,O,X,X
JOSZLTI,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
JOSZLIT,X,X,X,X,O,O,X,X,X,X,O,X,X,X,X
JOZTILS,X,X,O,X,X,X,X,O,O,X,O,X,X,X,X
JOZTISL,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X
JOZTLIS,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X
JOZTLSI,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X
JOZTSIL,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X
JOZTSLI,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X
JOZITLS,X,X,O,X,X,X,X,O,O,X,O,X,X,X,X
JOZITSL,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X
JOZILTS,X,X,X,X,X,X,X,O,O,X,O,X,X,X,X
JOZILST,X,X,X,X,O,O,X,O,O,X,O,X,O,X,X
JOZISTL,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X
JOZISLT,X,X,X,X,O,O,X,O,O,O,O,X,O,X,X
JOZLTIS,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X
JOZLTSI,X,X,X,X,X,O,X,X,X,X,X,O,X,X,X
JOZLITS,X,X,X,X,X,X,X,O,O,X,O,X,X,X,X
JOZLIST,X,X,X,X,O,O,X,O,O,X,O,O,X,X,X
JOZLSTI,X,X,X,X,X,O,X,X,X,X,X,O,X,X,X
JOZLSIT,X,X,X,X,O,O,X,X,X,X,O,O,X,X,X
JOZSTIL,X,X,O,X,O,X,O,X,X,X,X,X,X,X,X
JOZSTLI,X,X,O,X,X,O,O,X,X,X,X,X,X,X,X
JOZSITL,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X
JOZSILT,X,X,X,X,O,O,X,O,O,O,O,X,O,X,X
JOZSLTI,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
JOZSLIT,X,X,X,X,O,O,X,X,X,X,O,X,X,X,X
STILJZO,O,O,X,O,X,X,X,X,X,X,X,X,X,O,X
STILJOZ,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X
STILZJO,O,O,X,O,X,X,X,X,X,X,X,X,X,O,X
STILZOJ,O,O,X,X,X,X,X,X,X,X,X,X,X,X,O
STILOJZ,O,O,X,X,X,X,X,X,X,X,X,X,X,X,O
STILOZJ,O,O,X,X,X,X,X,X,X,X,X,X,X,X,O
STIJLZO,O,O,X,O,X,X,O,X,X,X,X,X,X,X,X
STIJLOZ,O,O,X,O,X,X,O,X,X,X,X,X,X,X,X
STIJZLO,O,O,X,O,O,X,O,X,X,X,X,X,X,X,X
STIJZOL,X,X,O,X,O,X,O,X,X,O,X,X,X,X,X
STIJOLZ,X,X,O,X,X,X,O,X,X,O,X,X,X,X,X
STIJOZL,X,X,O,X,X,X,O,X,X,O,X,X,X,X,X
STIZLJO,O,O,X,O,X,X,X,X,X,X,X,X,X,O,X
STIZLOJ,O,O,X,X,X,X,X,X,X,X,X,X,X,X,O
STIZJLO,O,O,X,O,O,X,O,X,X,X,X,X,X,X,X
STIZJOL,X,X,O,X,O,X,O,X,X,O,X,X,X,X,X
STIZOLJ,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X
STIZOJL,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X
STIOLJZ,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
STIOLZJ,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X
STIOJLZ,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X
STIOJZL,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X
STIOZLJ,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X
STIOZJL,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X
STLIJZO,O,O,X,O,X,X,X,X,X,X,X,X,X,O,X
STLIJOZ,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X
STLIZJO,O,O,X,O,X,X,X,X,X,X,X,X,X,O,X
STLIZOJ,O,O,X,X,X,X,X,X,X,X,X,X,X,X,O
STLIOJZ,O,O,X,X,X,X,X,X,X,X,X,X,X,X,O
STLIOZJ,O,O,X,X,X,X,X,X,X,X,X,X,X,X,O
STLJIZO,O,O,X,O,X,X,O,X,X,X,X,O,X,X,X
STLJIOZ,O,O,X,O,X,X,O,X,X,X,X,O,X,X,X
STLJZIO,O,O,X,O,X,X,O,X,X,X,X,O,X,X,X
STLJZOI,O,O,X,O,X,X,O,X,X,X,X,O,X,X,X
STLJOIZ,O,O,X,O,X,X,O,X,X,X,X,O,X,X,X
STLJOZI,O,O,X,O,X,X,O,X,X,X,X,O,X,X,X
STLZIJO,O,O,X,O,X,X,X,X,X,X,X,X,X,O,X
STLZIOJ,O,O,X,X,X,X,X,X,X,X,X,X,X,X,O
STLZJIO,O,O,X,O,X,X,O,X,X,X,X,O,X,X,X
STLZJOI,O,O,X,O,X,X,O,X,X,X,X,O,X,X,X
STLZOIJ,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
STLZOJI,O,O,X,O,X,X,O,X,X,X,X,X,X,X,X
STLOIJZ,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
STLOIZJ,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
STLOJIZ,O,O,X,O,X,X,O,X,X,X,X,X,X,X,X
STLOJZI,O,O,X,O,X,X,O,X,X,X,X,X,X,X,X
STLOZIJ,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
STLOZJI,O,O,X,O,X,X,O,X,X,X,X,X,X,X,X
STJILZO,O,O,X,O,X,X,O,X,X,X,X,X,X,X,X
STJILOZ,O,O,X,O,X,X,O,X,X,X,X,X,X,X,X
STJIZLO,O,O,X,O,O,X,O,X,X,X,X,X,X,X,X
STJIZOL,X,X,O,X,O,X,O,X,X,O,X,X,X,X,X
STJIOLZ,X,X,O,X,X,X,O,X,X,O,X,X,X,X,X
STJIOZL,X,X,O,X,X,X,O,X,X,O,X,X,X,X,X
STJLIZO,O,O,X,O,X,X,O,X,X,X,X,X,X,X,X
STJLIOZ,O,O,X,O,X,X,O,X,X,X,X,X,X,X,X
STJLZIO,O,O,X,O,X,X,O,X,X,X,X,X,X,X,X
STJLZOI,O,O,X,O,X,X,O,X,X,X,X,X,X,X,X
STJLOIZ,O,O,X,O,X,X,O,X,X,X,X,X,X,X,X
STJLOZI,O,O,X,O,X,X,O,X,X,X,X,X,X,X,X
STJZILO,O,O,X,O,O,X,O,X,X,X,X,X,X,X,X
STJZIOL,X,X,O,X,O,X,O,X,X,O,X,X,X,X,X
STJZLIO,O,O,X,O,X,X,O,X,X,X,X,X,X,X,X
STJZLOI,O,O,X,O,X,X,O,X,X,X,X,X,X,X,X
STJZOIL,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X
STJZOLI,X,X,O,X,X,O,O,X,X,X,X,X,X,X,X
STJOILZ,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X
STJOIZL,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X
STJOLIZ,X,X,O,X,X,O,O,X,X,X,X,X,X,X,X
STJOLZI,X,X,O,X,X,O,O,X,X,X,X,X,X,X,X
STJOZIL,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X
STJOZLI,X,X,O,X,X,O,O,X,X,X,X,X,X,X,X
STZILJO,O,O,X,O,X,X,X,X,X,X,X,X,X,O,X
STZILOJ,O,O,X,X,X,X,X,X,X,X,X,X,X,X,O
STZIJLO,O,O,X,O,O,X,O,X,X,X,X,X,X,X,X
STZIJOL,X,X,O,X,O,X,O,X,X,O,X,X,X,X,X
STZIOLJ,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X
STZIOJL,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X
STZLIJO,O,O,X,O,X,X,X,X,X,X,X,X,X,O,X
STZLIOJ,O,O,X,X,X,X,X,X,X,X,X,X,X,X,O
STZLJIO,O,O,X,O,X,X,O,X,X,X,X,O,X,X,X
STZLJOI,O,O,X,O,X,X,O,X,X,X,X,O,X,X,X
STZLOIJ,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
STZLOJI,O,O,X,O,X,X,O,X,X,X,X,X,X,X,X
STZJILO,O,O,X,O,O,X,O,X,X,X,X,X,X,X,X
STZJIOL,X,X,O,X,O,X,O,X,X,O,X,X,X,X,X
STZJLIO,O,O,X,O,X,X,O,X,X,X,X,X,X,X,X
STZJLOI,O,O,X,O,X,X,O,X,X,X,X,X,X,X,X
STZJOIL,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X
STZJOLI,X,X,O,X,X,O,O,X,X,X,X,X,X,X,X
STZOILJ,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X
STZOIJL,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X
STZOLIJ,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
STZOLJI,X,O,O,X,X,X,O,X,X,X,X,X,X,X,X
STZOJIL,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X
STZOJLI,X,X,O,X,X,O,O,X,X,X,X,X,X,X,X
STOILJZ,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
STOILZJ,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X
STOIJLZ,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X
STOIJZL,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X
STOIZLJ,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X
STOIZJL,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X
STOLIJZ,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
STOLIZJ,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
STOLJIZ,X,O,O,X,X,X,O,X,X,X,X,X,X,X,X
STOLJZI,X,O,O,X,X,X,O,X,X,X,X,X,X,X,X
STOLZIJ,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
STOLZJI,X,O,O,X,X,X,O,X,X,X,X,X,X,X,X
STOJILZ,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X
STOJIZL,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X
STOJLIZ,X,X,O,X,X,O,O,X,X,X,X,X,X,X,X
STOJLZI,X,X,O,X,X,O,O,X,X,X,X,X,X,X,X
STOJZIL,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X
STOJZLI,X,X,O,X,X,O,O,X,X,X,X,X,X,X,X
STOZILJ,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X
STOZIJL,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X
STOZLIJ,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
STOZLJI,X,O,O,X,X,X,O,X,X,X,X,X,X,X,X
STOZJIL,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X
STOZJLI,X,X,O,X,X,O,O,X,X,X,X,X,X,X,X
SITLJZO,O,O,X,O,X,X,X,X,X,X,X,X,X,O,X
SITLJOZ,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X
SITLZJO,O,O,X,O,X,X,X,X,X,X,X,X,X,O,X
SITLZOJ,O,O,X,X,X,X,X,X,X,X,X,X,X,X,O
SITLOJZ,O,O,X,X,X,X,X,X,X,X,X,X,X,X,O
SITLOZJ,O,O,X,X,X,X,X,X,X,X,X,X,X,X,O
SITJLZO,O,O,X,O,X,X,O,X,X,X,X,X,X,X,X
SITJLOZ,O,O,X,O,X,X,O,X,X,X,X,X,X,X,X
SITJZLO,O,O,X,O,O,X,O,X,X,X,X,X,X,X,X
SITJZOL,X,X,O,X,O,X,O,X,X,O,X,X,X,X,X
SITJOLZ,X,X,O,X,X,X,O,X,X,O,X,X,X,X,X
SITJOZL,X,X,O,X,X,X,O,X,X,O,X,X,X,X,X
SITZLJO,O,O,X,O,X,X,X,X,X,X,X,X,X,O,X
SITZLOJ,O,O,X,X,X,X,X,X,X,X,X,X,X,X,O
SITZJLO,O,O,X,O,O,X,O,X,X,X,X,X,X,X,X
SITZJOL,X,X,O,X,O,X,O,X,X,O,X,X,X,X,X
SITZOLJ,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X
SITZOJL,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X
SITOLJZ,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
SITOLZJ,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X
SITOJLZ,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X
SITOJZL,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X
SITOZLJ,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X
SITOZJL,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X
SILTJZO,O,O,X,O,X,X,X,X,X,X,X,X,X,O,X
SILTJOZ,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X
SILTZJO,O,O,X,O,X,X,X,X,X,X,X,X,O,O,X
SILTZOJ,O,O,X,X,X,X,X,X,X,X,X,X,O,X,O
SILTOJZ,O,O,X,X,X,X,X,X,X,X,X,X,X,X,O
SILTOZJ,O,O,X,X,X,X,X,X,X,X,X,X,X,X,O
SILJTZO,O,X,X,X,X,X,X,X,X,X,X,O,X,O,X
SILJTOZ,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X
SILJZTO,O,X,X,X,O,X,X,X,X,X,X,O,O,O,X
SILJZOT,O,O,X,X,O,X,X,O,X,O,X,O,O,O,O
SILJOTZ,X,X,X,X,X,X,X,X,X,O,X,O,X,X,O
SILJOZT,O,O,X,X,X,X,X,O,X,O,X,O,X,O,O
SILZTJO,O,O,X,O,X,X,X,X,X,X,X,X,O,O,X
SILZTOJ,O,O,X,X,X,X,X,X,X,X,X,X,O,X,O
SILZJTO,O,X,X,X,O,X,X,X,X,X,X,O,O,O,X
SILZJOT,O,O,X,X,O,X,X,O,X,O,X,O,O,O,O
SILZOTJ,O,O,X,X,X,X,X,X,X,X,X,X,O,X,O
SILZOJT,O,O,X,X,X,X,X,X,X,X,X,X,O,O,O
SILOTJZ,O,O,X,X,X,X,X,X,X,X,X,X,X,X,O
SILOTZJ,O,O,X,X,X,X,X,X,X,X,X,X,O,X,O
SILOJTZ,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O
SILOJZT,O,O,X,X,X,X,X,X,X,X,X,X,O,O,O
SILOZTJ,O,O,X,X,X,X,X,X,X,X,X,X,O,X,O
SILOZJT,O,O,X,X,X,X,X,X,X,X,X,X,O,O,O
SIJTLZO,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
SIJTLOZ,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
SIJTZLO,X,X,X,X,O,X,O,X,X,X,X,X,X,O,X
SIJTZOL,X,X,X,X,O,X,O,X,X,O,X,X,X,O,X
SIJTOLZ,X,X,X,X,X,X,O,X,X,O,X,X,X,X,X
SIJTOZL,X,X,X,X,X,X,O,X,X,O,X,X,X,X,X
SIJLTZO,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X
SIJLTOZ,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SIJLZTO,X,X,X,X,O,X,X,X,X,X,X,X,X,O,X
SIJLZOT,X,O,X,X,O,X,X,O,X,O,X,X,X,O,O
SIJLOTZ,X,X,X,X,X,X,X,X,X,O,X,X,X,X,O
SIJLOZT,X,O,X,X,X,X,X,O,X,O,X,X,X,O,O
SIJZTLO,X,X,X,X,O,X,O,X,X,X,X,X,X,O,X
SIJZTOL,X,X,X,X,O,X,O,X,X,O,X,X,X,O,X
SIJZLTO,X,X,X,X,O,X,X,X,X,X,X,X,X,O,X
SIJZLOT,X,O,X,X,O,X,X,O,X,O,X,X,X,O,O
SIJZOTL,X,X,X,X,O,X,X,X,X,O,X,X,X,O,X
SIJZOLT,X,X,X,X,O,O,X,O,O,O,X,X,O,O,X
SIJOTLZ,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X
SIJOTZL,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X
SIJOLTZ,X,X,X,X,X,O,X,X,O,O,X,X,X,X,X
SIJOLZT,X,X,X,X,O,O,X,O,O,O,X,X,O,X,X
SIJOZTL,X,X,X,X,O,X,X,X,X,O,X,X,X,O,X
SIJOZLT,X,X,X,X,O,O,X,O,O,O,X,X,O,O,X
SIZTLJO,O,O,X,O,X,X,X,X,X,X,X,X,X,O,X
SIZTLOJ,O,O,X,X,X,X,X,X,X,X,X,X,X,X,O
SIZTJLO,O,O,X,O,O,X,O,X,X,X,X,X,X,X,X
SIZTJOL,X,X,O,X,O,X,O,X,X,O,X,X,X,X,X
SIZTOLJ,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X
SIZTOJL,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X
SIZLTJO,O,O,X,O,X,X,X,X,X,X,X,X,O,O,X
SIZLTOJ,O,O,X,X,X,X,X,X,X,X,X,X,O,X,O
SIZLJTO,O,X,X,X,O,X,X,X,X,X,X,O,O,O,X
SIZLJOT,O,O,X,X,O,X,X,O,X,O,X,O,O,O,O
SIZLOTJ,O,O,X,X,X,X,X,X,X,X,X,X,O,X,O
SIZLOJT,O,O,X,X,X,X,X,X,X,X,X,X,O,O,O
SIZJTLO,X,X,X,X,O,X,O,X,X,X,X,X,X,O,X
SIZJTOL,X,X,X,X,O,X,O,X,X,O,X,X,X,O,X
SIZJLTO,X,X,X,X,O,X,X,X,X,X,X,X,X,O,X
SIZJLOT,X,O,X,X,O,X,X,O,X,O,X,X,X,O,O
SIZJOTL,X,X,X,X,O,X,X,X,X,O,X,X,X,O,X
SIZJOLT,X,X,X,X,O,O,X,O,O,O,X,X,O,O,X
SIZOTLJ,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X
SIZOTJL,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X
SIZOLTJ,X,O,X,X,X,X,X,X,X,X,X,X,O,X,O
SIZOLJT,X,O,X,X,O,X,X,X,X,X,X,X,O,O,O
SIZOJTL,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X
SIZOJLT,X,X,X,X,O,O,X,X,X,O,X,X,O,X,X
SIOTLJZ,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SIOTLZJ,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X
SIOTJLZ,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
SIOTJZL,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X
SIOTZLJ,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X
SIOTZJL,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X
SIOLTJZ,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O
SIOLTZJ,X,O,X,X,X,X,X,X,X,X,X,X,O,X,O
SIOLJTZ,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O
SIOLJZT,X,O,X,X,O,X,X,X,X,X,X,X,O,O,O
SIOLZTJ,X,O,X,X,X,X,X,X,X,X,X,X,O,X,O
SIOLZJT,X,O,X,X,O,X,X,X,X,X,X,X,O,O,O
SIOJTLZ,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X
SIOJTZL,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X
SIOJLTZ,X,X,X,X,X,O,X,X,X,O,X,X,X,X,X
SIOJLZT,X,X,X,X,O,O,X,X,X,O,X,X,O,X,X
SIOJZTL,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X
SIOJZLT,X,X,X,X,O,O,X,X,X,O,X,X,O,X,X
SIOZTLJ,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X
SIOZTJL,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X
SIOZLTJ,X,O,X,X,X,X,X,X,X,X,X,X,O,X,O
SIOZLJT,X,O,X,X,O,X,X,X,X,X,X,X,O,O,O
SIOZJTL,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X
SIOZJLT,X,X,X,X,O,O,X,X,X,O,X,X,O,X,X
SLTIJZO,O,O,X,O,X,X,X,X,X,X,X,X,X,O,X
SLTIJOZ,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X
SLTIZJO,O,O,X,O,X,X,X,X,X,X,X,X,X,O,X
SLTIZOJ,O,O,X,X,X,X,X,X,X,X,X,X,X,X,O
SLTIOJZ,O,O,X,X,X,X,X,X,X,X,X,X,X,X,O
SLTIOZJ,O,O,X,X,X,X,X,X,X,X,X,X,X,X,O
SLTJIZO,O,O,X,O,X,X,O,X,X,X,X,O,X,X,X
SLTJIOZ,O,O,X,O,X,X,O,X,X,X,X,O,X,X,X
SLTJZIO,O,O,X,O,X,X,O,X,X,X,X,O,X,X,X
SLTJZOI,O,O,X,O,X,X,O,X,X,X,X,O,X,X,X
SLTJOIZ,O,O,X,O,X,X,O,X,X,X,X,O,X,X,X
SLTJOZI,O,O,X,O,X,X,O,X,X,X,X,O,X,X,X
SLTZIJO,O,O,X,O,X,X,X,X,X,X,X,X,X,O,X
SLTZIOJ,O,O,X,X,X,X,X,X,X,X,X,X,X,X,O
SLTZJIO,O,O,X,O,X,X,O,X,X,X,X,O,X,X,X
SLTZJOI,O,O,X,O,X,X,O,X,X,X,X,O,X,X,X
SLTZOIJ,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
SLTZOJI,O,O,X,O,X,X,O,X,X,X,X,X,X,X,X
SLTOIJZ,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
SLTOIZJ,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
SLTOJIZ,O,O,X,O,X,X,O,X,X,X,X,X,X,X,X
SLTOJZI,O,O,X,O,X,X,O,X,X,X,X,X,X,X,X
SLTOZIJ,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
SLTOZJI,O,O,X,O,X,X,O,X,X,X,X,X,X,X,X
SLITJZO,O,O,X,O,X,X,X,X,X,X,X,X,X,O,X
SLITJOZ,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X
SLITZJO,O,O,X,O,X,X,X,X,X,X,X,X,X,O,X
SLITZOJ,O,O,X,X,X,X,X,X,X,X,X,X,X,X,O
SLITOJZ,O,O,X,X,X,X,X,X,X,X,X,X,X,X,O
SLITOZJ,O,O,X,X,X,X,X,X,X,X,X,X,X,X,O
SLIJTZO,O,X,X,X,X,X,X,X,X,X,X,O,X,O,X
SLIJTOZ,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X
SLIJZTO,O,X,X,X,O,X,X,X,X,X,X,O,X,O,X
SLIJZOT,O,O,X,X,O,X,X,X,X,O,X,O,X,O,O
SLIJOTZ,O,X,X,X,X,X,X,X,X,O,X,O,X,X,O
SLIJOZT,O,O,X,X,X,X,X,X,X,O,X,O,X,O,O
SLIZTJO,O,O,X,O,X,X,X,X,X,X,X,X,X,O,X
SLIZTOJ,O,O,X,X,X,X,X,X,X,X,X,X,X,X,O
SLIZJTO,O,X,X,X,O,X,X,X,X,X,X,O,X,O,X
SLIZJOT,O,O,X,X,O,X,X,X,X,O,X,O,X,O,O
SLIZOTJ,O,O,X,X,X,X,X,X,X,X,X,X,O,X,O
SLIZOJT,O,O,X,X,X,X,X,X,X,X,X,X,O,O,O
SLIOTJZ,O,O,X,X,X,X,X,X,X,X,X,X,X,X,O
SLIOTZJ,O,O,X,X,X,X,X,X,X,X,X,X,O,X,O
SLIOJTZ,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O
SLIOJZT,O,O,X,X,X,X,X,X,X,X,X,X,O,O,O
SLIOZTJ,O,O,X,X,X,X,X,X,X,X,X,X,O,X,O
SLIOZJT,O,O,X,X,X,X,X,X,X,X,X,X,O,O,O
SLJTIZO,O,O,X,X,X,X,O,X,X,X,X,O,X,X,X
SLJTIOZ,O,O,X,X,X,X,O,X,X,X,X,O,X,X,X
SLJTZIO,O,O,X,X,X,X,O,X,X,X,X,O,X,X,X
