sequence,v115@5gB8IeA8BeA8EeE8DeH8BeE8Jex6IvhF0cBTeB6kBl?gB/qBOrB,v115@5gB8IeA8BeA8EeE8DeH8BeE8Jex6IvhF0cBTeB6kBl?gB2qBXrB,v115@5gB8IeA8BeA8EeE8DeH8BeE8Jex6IvhFTeB6kB0gBl?hB/qBOrB,v115@5gB8IeA8BeA8EeE8DeH8BeE8Je//IvhFUbBTeBlhBR?qBmqBCrB,v115@5gB8IeA8BeA8EeE8DeH8BeE8Jex6IvhFTeB6kB0gBl?hB2qBXrB,v115@5gB8IeA8BeA8EeE8DeH8BeE8Jem6IvhFTeB0fBlhBR?qBfrBCrB,v115@5gB8IeA8BeA8EeE8DeH8BeE8Je//IvhF0cBTeBigBR?qBFrBGqB,v115@5gB8IeA8BeA8EeE8DeH8BeE8Jem6IvhF0cBTeB6kBx?lBlqBfrB,v115@5gB8IeA8BeA8EeE8DeH8BeE8Jex7IvhFTeBmfBfmBl?hB6kB0qB,v115@5gB8IeA8BeA8EeE8DeH8BeE8Jex6IvhF0cBTeB6kB/?qBFmBmqB,v115@5gB8IeA8BeA8EeE8DeH8BeE8JeU7IvhFTeBlhBRlB/?kBmqBCrB,v115@5gB8IeA8BeA8EeE8DeH8BeE8Je//IvhFUbB1hBTeBx?lBarBGqB
LOTSIJZ,O,X,X,O,X,X,X,O,X,O,X,O
LOTSIZJ,O,X,O,O,X,X,X,O,X,O,X,O
LOTSJIZ,O,X,X,X,X,X,X,O,X,O,X,O
LOTSJZI,O,X,O,X,O,X,X,X,X,O,X,O
LOTSZIJ,O,X,O,O,X,X,X,X,X,O,X,O
LOTSZJI,O,X,O,X,X,X,X,X,X,O,X,O
LOTZIJS,O,O,X,X,X,X,X,O,X,X,X,X
LOTZISJ,O,X,X,X,X,X,X,O,X,O,X,X
LOTZJIS,O,O,X,X,O,X,X,O,X,X,X,X
LOTZJSI,O,O,X,X,O,X,X,X,X,X,X,X
LOTZSIJ,O,X,O,X,X,X,X,X,X,O,X,X
LOTZSJI,O,X,O,X,X,X,X,X,X,X,X,X
LOITJSZ,X,O,X,O,X,X,O,O,X,X,X,O
LOITJZS,O,O,X,X,O,X,O,O,X,X,X,X
LOITSJZ,O,X,X,O,X,X,O,O,X,O,X,O
LOITSZJ,O,X,O,O,X,O,O,O,X,O,X,O
LOITZJS,O,O,X,X,X,X,O,O,X,X,X,X
LOITZSJ,O,X,X,X,X,X,O,O,X,O,X,X
LOIJTSZ,X,O,X,O,X,X,X,O,X,X,X,O
LOIJTZS,O,O,X,X,O,X,X,O,X,X,X,X
LOIJSTZ,O,O,X,O,X,X,X,O,X,O,X,O
LOIJSZT,O,O,O,O,O,X,X,X,X,O,X,O
LOIJZTS,O,O,X,X,O,X,X,O,X,X,X,X
LOIJZST,O,O,X,X,O,X,X,X,X,O,X,X
LOISTJZ,O,X,X,O,X,X,O,O,X,O,X,O
LOISTZJ,O,X,O,O,X,O,O,O,X,O,X,O
LOISJTZ,O,O,X,O,X,X,X,O,X,O,X,O
LOISJZT,O,O,O,O,O,X,X,X,X,O,X,O
LOISZTJ,O,X,O,O,X,O,O,X,X,O,X,O
LOISZJT,O,O,O,O,X,O,X,X,X,O,X,O
LOIZTJS,O,O,X,X,X,X,O,O,X,X,X,X
LOIZTSJ,O,X,X,X,X,X,O,O,X,O,X,X
LOIZJTS,O,O,X,X,O,X,X,O,X,X,X,X
LOIZJST,O,O,X,X,O,O,X,X,X,O,X,X
LOIZSTJ,O,X,O,X,X,O,O,X,X,O,X,X
LOIZSJT,O,O,O,X,X,O,X,X,X,O,X,X
LOJTISZ,X,O,X,X,X,X,X,O,X,X,O,O
LOJTIZS,O,O,X,X,O,X,X,O,X,X,X,X
LOJTSIZ,O,O,X,X,X,X,X,O,X,X,X,O
LOJTSZI,O,O,O,X,O,X,X,X,X,X,X,O
LOJTZIS,O,O,X,X,O,X,X,O,X,X,X,X
LOJTZSI,O,O,X,X,O,X,X,X,X,X,X,X
LOJITSZ,X,O,X,X,X,X,X,O,X,X,O,O
LOJITZS,O,O,X,X,O,X,X,O,X,X,X,X
LOJISTZ,O,O,X,X,X,X,X,O,X,O,X,O
LOJISZT,O,O,O,X,O,X,X,X,X,O,X,O
LOJIZTS,O,O,X,X,O,X,X,O,X,X,X,X
LOJIZST,O,O,X,X,O,X,X,X,X,O,X,X
LOJSTIZ,O,O,X,X,X,X,X,O,X,O,X,O
LOJSTZI,O,O,O,X,O,X,X,X,X,O,X,O
LOJSITZ,O,O,X,X,X,X,X,O,X,O,X,O
LOJSIZT,O,O,O,X,O,X,X,X,X,O,X,O
LOJSZTI,O,O,O,X,O,X,X,X,X,X,X,O
LOJSZIT,O,O,O,X,O,X,X,X,X,O,X,O
LOJZTIS,O,O,X,X,O,X,X,O,X,X,X,X
LOJZTSI,O,O,X,X,O,X,X,X,X,X,X,X
LOJZITS,O,O,X,X,O,X,X,O,X,X,X,X
LOJZIST,O,O,X,X,O,X,X,X,X,O,X,X
LOJZSTI,O,O,X,X,O,X,X,X,O,X,X,X
LOJZSIT,O,O,X,X,O,X,X,X,X,O,X,X
LOSTIJZ,O,X,X,O,X,X,X,O,X,O,X,O
LOSTIZJ,O,X,O,O,X,X,X,O,X,O,X,O
LOSTJIZ,O,X,X,X,X,X,X,O,X,O,X,O
LOSTJZI,O,X,O,X,O,X,X,X,X,O,X,O
LOSTZIJ,O,X,O,O,X,X,X,X,X,O,X,O
LOSTZJI,O,X,O,X,X,X,X,X,X,O,X,O
LOSITJZ,O,X,X,O,X,X,O,O,X,O,X,O
LOSITZJ,O,X,O,O,X,X,O,O,X,O,X,O
LOSIJTZ,O,O,X,O,X,X,X,O,X,O,X,O
LOSIJZT,O,O,O,O,O,X,X,X,X,O,X,O
LOSIZTJ,O,X,O,O,X,X,O,X,X,O,X,O
LOSIZJT,O,O,O,O,X,X,X,X,X,O,X,O
LOSJTIZ,O,O,X,X,X,X,X,O,X,O,X,O
LOSJTZI,O,O,O,X,O,X,X,X,X,O,X,O
LOSJITZ,O,O,X,X,X,X,X,O,X,O,X,O
LOSJIZT,O,O,O,X,O,X,X,X,X,O,X,O
LOSJZTI,O,O,O,X,O,X,X,X,X,X,X,O
LOSJZIT,O,O,O,X,O,X,X,X,X,O,X,O
LOSZTIJ,O,X,O,O,X,X,X,X,X,O,X,O
LOSZTJI,O,X,O,X,X,X,X,X,X,O,X,O
LOSZITJ,O,X,O,O,X,X,O,X,X,O,X,O
LOSZIJT,O,O,O,O,X,X,X,X,X,O,X,O
LOSZJTI,O,O,O,X,X,X,X,X,X,X,X,O
LOSZJIT,O,O,O,X,X,X,X,X,X,O,X,O
LOZTIJS,O,O,X,X,X,X,X,O,X,X,X,X
LOZTISJ,O,X,X,X,X,X,X,O,X,O,X,X
LOZTJIS,O,O,X,X,O,X,X,O,X,X,X,X
LOZTJSI,O,O,X,X,O,X,X,X,X,X,X,X
LOZTSIJ,O,X,O,X,X,X,X,X,X,O,X,X
LOZTSJI,O,X,O,X,X,X,X,X,X,X,X,X
LOZITJS,O,O,X,X,X,X,O,O,X,X,X,X
LOZITSJ,O,X,X,X,X,X,O,O,X,O,X,X
LOZIJTS,O,O,X,X,O,X,X,O,X,X,X,X
LOZIJST,O,O,X,X,O,O,X,X,X,O,X,X
LOZISTJ,O,X,O,X,X,O,O,X,X,O,X,X
LOZISJT,O,O,O,X,X,O,X,X,X,O,X,X
LOZJTIS,O,O,X,X,O,X,X,O,X,X,X,X
LOZJTSI,O,O,X,X,O,X,X,X,X,X,X,X
LOZJITS,O,O,X,X,O,X,X,O,X,X,X,X
LOZJIST,O,O,X,X,O,O,X,X,X,O,X,X
LOZJSTI,O,O,X,X,O,X,X,X,O,X,X,X
LOZJSIT,O,O,X,X,O,X,X,X,X,O,X,X
LOZSTIJ,O,X,O,X,X,X,X,X,O,O,X,X
LOZSTJI,O,X,O,X,X,X,X,X,O,O,X,X
LOZSITJ,O,X,O,X,X,X,O,X,X,O,X,X
LOZSIJT,O,O,O,X,X,X,X,X,X,O,X,X
LOZSJTI,O,O,O,X,X,X,X,X,O,X,X,X
LOZSJIT,O,O,O,X,X,X,X,X,X,O,X,X
JTILSZO,X,O,X,O,X,X,X,O,X,X,O,O
JTILSOZ,X,O,X,O,X,X,X,O,X,X,O,O
JTILZSO,X,O,X,X,O,X,X,O,X,X,X,X
JTILZOS,O,O,X,X,O,X,X,O,X,X,X,X
JTILOSZ,X,O,X,O,X,X,X,O,X,X,O,O
JTILOZS,O,O,X,X,O,X,X,O,X,X,X,X
JTISLZO,X,X,X,O,X,X,X,X,X,X,O,O
JTISLOZ,X,X,X,O,X,X,X,X,X,X,O,O
JTISZLO,X,X,X,O,X,O,X,X,X,X,O,O
JTISZOL,X,O,X,O,X,O,X,X,X,X,O,O
JTISOLZ,X,X,X,O,X,X,X,X,X,X,O,O
JTISOZL,X,O,X,O,X,O,X,X,X,X,O,O
JTIZLSO,X,O,X,X,O,X,X,X,X,X,X,X
JTIZLOS,O,O,X,X,O,X,X,X,X,X,X,X
JTIZSLO,X,X,X,O,X,X,X,X,X,X,O,O
JTIZSOL,X,O,X,O,X,X,X,X,X,X,O,O
JTIZOLS,O,O,X,X,O,X,X,X,X,X,X,X
JTIZOSL,X,O,X,O,X,X,X,X,X,X,O,O
JTIOLSZ,X,O,X,O,X,X,X,O,X,X,O,O
JTIOLZS,O,O,X,X,O,X,X,O,X,X,X,X
JTIOSLZ,X,X,X,O,X,X,X,X,X,X,O,O
JTIOSZL,X,O,X,O,X,O,X,X,X,X,O,O
JTIOZLS,O,O,X,X,O,X,X,X,X,X,X,X
JTIOZSL,X,O,X,O,X,X,X,X,X,X,O,O
JTLISZO,X,O,X,X,X,X,X,O,X,X,O,O
JTLISOZ,X,O,X,X,X,X,X,O,X,X,O,O
JTLIZSO,X,O,X,X,O,X,X,O,X,X,X,X
JTLIZOS,O,O,X,X,O,X,X,O,X,X,X,X
JTLIOSZ,X,O,X,X,X,X,X,O,X,X,O,O
JTLIOZS,O,O,X,X,O,X,X,O,X,X,X,X
JTLSIZO,O,O,X,X,X,X,X,O,X,X,X,O
JTLSIOZ,O,O,X,X,X,X,X,O,X,X,X,O
JTLSZIO,O,O,O,X,O,X,X,X,X,X,X,X
JTLSZOI,O,O,O,X,O,X,X,X,X,X,X,O
JTLSOIZ,O,O,X,X,X,X,X,O,X,X,X,O
JTLSOZI,O,O,O,X,O,X,X,X,X,X,X,O
JTLZISO,X,O,X,X,O,X,X,O,X,X,X,X
JTLZIOS,O,O,X,X,O,X,X,O,X,X,X,X
JTLZSIO,O,O,X,X,O,X,X,X,X,X,X,X
JTLZSOI,O,O,X,X,O,X,X,X,X,X,X,X
JTLZOIS,O,O,X,X,O,X,X,O,X,X,X,X
JTLZOSI,O,O,X,X,O,X,X,X,X,X,X,X
JTLOISZ,X,O,X,X,X,X,X,O,X,X,O,O
JTLOIZS,O,O,X,X,O,X,X,O,X,X,X,X
JTLOSIZ,O,O,X,X,X,X,X,O,X,X,X,O
JTLOSZI,O,O,O,X,O,X,X,X,X,X,X,O
JTLOZIS,O,O,X,X,O,X,X,O,X,X,X,X
JTLOZSI,O,O,X,X,O,X,X,X,X,X,X,X
JTSILZO,O,X,X,O,X,X,X,X,X,X,O,O
JTSILOZ,O,X,X,O,X,X,X,X,X,X,O,O
JTSIZLO,O,X,X,O,X,X,X,X,X,X,O,O
JTSIZOL,O,O,X,O,X,X,X,X,X,X,O,O
JTSIOLZ,O,X,X,O,X,X,X,X,X,X,O,O
JTSIOZL,O,O,X,O,X,X,X,X,X,X,O,O
JTSLIZO,O,O,X,X,X,X,X,X,X,X,X,O
JTSLIOZ,O,O,X,X,X,X,X,X,X,X,X,O
JTSLZIO,O,O,O,X,O,X,X,X,X,X,X,X
JTSLZOI,O,O,O,X,O,X,X,X,X,X,X,O
JTSLOIZ,O,O,X,X,X,X,X,X,X,X,X,O
JTSLOZI,O,O,O,X,O,X,X,X,X,X,X,O
JTSZILO,O,X,X,X,X,X,X,X,X,X,X,O
JTSZIOL,O,O,X,X,X,X,X,X,X,X,X,O
JTSZLIO,O,O,O,X,O,X,X,X,X,X,X,X
JTSZLOI,O,O,O,X,O,X,X,X,X,X,X,O
JTSZOIL,O,O,X,O,X,X,X,X,X,X,X,O
JTSZOLI,O,O,O,X,O,X,X,X,X,X,X,O
JTSOILZ,O,X,X,O,X,X,X,X,X,X,O,O
JTSOIZL,O,O,X,O,X,X,X,X,X,X,O,O
JTSOLIZ,O,O,X,X,X,X,X,X,X,X,X,O
JTSOLZI,O,O,O,X,O,X,X,X,X,X,X,O
JTSOZIL,O,O,X,O,X,X,X,X,X,X,X,O
JTSOZLI,O,O,O,X,O,X,X,X,X,X,X,O
JTZILSO,X,O,X,X,O,X,X,X,X,X,X,X
JTZILOS,O,O,X,X,O,X,X,X,X,X,X,X
JTZISLO,X,X,X,X,X,X,X,X,X,X,O,O
JTZISOL,X,O,X,X,X,X,X,X,X,X,O,O
JTZIOLS,O,O,X,X,O,X,X,X,X,X,X,X
JTZIOSL,X,O,X,X,X,X,X,X,X,X,O,O
JTZLISO,X,O,X,X,O,X,X,X,X,X,X,X
JTZLIOS,O,O,X,X,O,X,X,X,X,X,X,X
JTZLSIO,O,O,X,X,O,X,X,X,X,X,X,X
JTZLSOI,O,O,X,X,O,X,X,X,X,X,X,X
JTZLOIS,O,O,X,X,O,X,X,X,X,X,X,X
JTZLOSI,O,O,X,X,O,X,X,X,X,X,X,X
JTZSILO,O,X,X,X,X,X,X,X,O,X,X,O
JTZSIOL,O,O,X,X,X,X,X,X,O,X,X,O
JTZSLIO,O,O,X,X,O,X,X,X,O,X,X,X
JTZSLOI,O,O,X,X,O,X,X,X,O,X,X,O
JTZSOIL,O,O,X,X,X,X,X,X,O,X,X,O
JTZSOLI,O,O,X,X,O,X,X,X,O,X,X,O
JTZOILS,O,O,X,X,O,X,X,X,X,X,X,X
JTZOISL,X,O,X,X,X,X,X,X,X,X,O,O
JTZOLIS,O,O,X,X,O,X,X,X,X,X,X,X
JTZOLSI,O,O,X,X,O,X,X,X,X,X,X,X
JTZOSIL,O,O,X,X,X,X,X,X,O,X,X,O
JTZOSLI,O,O,X,X,O,X,X,X,O,X,X,O
JTOILSZ,X,O,X,O,X,X,X,O,X,X,O,O
JTOILZS,O,O,X,X,O,X,X,O,X,X,X,X
JTOISLZ,X,X,X,O,X,X,X,X,X,X,O,O
JTOISZL,X,O,X,O,X,O,X,X,X,X,O,O
JTOIZLS,O,O,X,X,O,X,X,X,X,X,X,X
JTOIZSL,X,O,X,O,X,X,X,X,X,X,O,O
JTOLISZ,X,O,X,X,X,X,X,O,X,X,O,O
JTOLIZS,O,O,X,X,O,X,X,O,X,X,X,X
JTOLSIZ,O,O,X,X,X,X,X,O,X,X,X,O
JTOLSZI,O,O,O,X,O,X,X,X,X,X,X,O
JTOLZIS,O,O,X,X,O,X,X,O,X,X,X,X
JTOLZSI,O,O,X,X,O,X,X,X,X,X,X,X
JTOSILZ,O,X,X,O,X,X,X,X,X,X,O,O
JTOSIZL,O,O,X,O,X,X,X,X,X,X,O,O
JTOSLIZ,O,O,X,X,X,X,X,X,X,X,X,O
JTOSLZI,O,O,O,X,O,X,X,X,X,X,X,O
JTOSZIL,O,O,X,O,X,X,X,X,X,X,X,O
JTOSZLI,O,O,O,X,O,X,X,X,X,X,X,O
JTOZILS,O,O,X,X,O,X,X,X,X,X,X,X
JTOZISL,X,O,X,X,X,X,X,X,X,X,O,O
JTOZLIS,O,O,X,X,O,X,X,X,X,X,X,X
JTOZLSI,O,O,X,X,O,X,X,X,X,X,X,X
JTOZSIL,O,O,X,X,X,X,X,X,O,X,X,O
JTOZSLI,O,O,X,X,O,X,X,X,O,X,X,O
JITLSZO,X,O,X,O,X,X,O,X,X,X,O,O
JITLSOZ,X,O,X,O,X,X,O,X,X,X,O,O
JITLZSO,X,O,X,X,O,X,O,X,X,X,X,X
JITLZOS,O,O,X,X,O,X,O,X,X,X,X,X
JITLOSZ,X,O,X,O,X,X,O,X,X,X,O,O
JITLOZS,O,O,X,X,O,X,O,X,X,X,X,X
JITSLZO,X,X,X,O,X,X,O,X,X,X,O,O
JITSLOZ,X,X,X,O,X,X,O,X,X,X,O,O
JITSZLO,X,X,X,O,X,O,O,X,X,X,O,O
JITSZOL,X,O,X,O,X,O,O,X,X,X,O,O
JITSOLZ,X,X,X,O,X,X,O,X,X,X,O,O
JITSOZL,X,O,X,O,X,O,O,X,X,X,O,O
JITZLSO,X,O,X,X,O,X,O,X,X,X,X,X
JITZLOS,O,O,X,X,O,X,O,X,X,X,X,X
JITZSLO,X,X,X,O,X,X,O,X,X,X,O,O
JITZSOL,X,O,X,O,X,X,O,X,X,X,O,O
JITZOLS,O,O,X,X,O,X,O,X,X,X,X,X
JITZOSL,X,O,X,O,X,X,O,X,X,X,O,O
JITOLSZ,X,O,X,O,X,X,O,X,X,X,O,O
JITOLZS,O,O,X,X,O,X,O,X,X,X,X,X
JITOSLZ,X,X,X,O,X,X,O,X,X,X,O,O
JITOSZL,X,O,X,O,X,O,O,X,X,X,O,O
JITOZLS,O,O,X,X,O,X,O,X,X,X,X,X
JITOZSL,X,O,X,O,X,X,O,X,X,X,O,O
JILTSZO,X,O,X,O,X,X,X,O,X,X,O,O
JILTSOZ,X,O,X,O,X,X,X,O,X,X,O,O
JILTZSO,X,O,X,X,O,X,X,O,X,X,X,X
JILTZOS,O,O,X,X,O,X,X,O,X,X,X,X
JILTOSZ,X,O,X,O,X,X,X,O,X,X,O,O
JILTOZS,O,O,X,X,O,X,X,O,X,X,X,X
JILSTZO,O,O,X,O,X,X,X,O,X,X,X,O
JILSTOZ,O,O,X,O,X,X,X,O,X,X,X,O
JILSZTO,O,O,X,O,O,X,X,X,X,X,X,O
JILSZOT,O,O,X,O,O,X,X,X,X,X,X,O
JILSOTZ,O,O,X,O,X,X,X,O,X,X,X,O
JILSOZT,O,O,X,O,O,X,X,X,X,X,X,O
JILZTSO,X,O,X,X,O,X,X,O,X,X,X,X
JILZTOS,O,O,X,X,O,X,X,O,X,X,X,X
JILZSTO,O,O,X,X,O,X,X,X,X,X,X,X
JILZSOT,O,O,X,X,O,X,X,X,X,X,X,X
JILZOTS,O,O,X,X,O,X,X,O,X,X,X,X
JILZOST,O,O,X,X,O,X,X,X,X,X,X,X
JILOTSZ,X,O,X,O,X,X,X,O,X,X,O,O
JILOTZS,O,O,X,X,O,X,X,O,X,X,X,X
JILOSTZ,O,O,X,O,X,X,X,O,X,X,X,O
JILOSZT,O,O,X,O,O,X,X,X,X,X,X,O
JILOZTS,O,O,X,X,O,X,X,O,X,X,X,X
JILOZST,O,O,X,X,O,X,X,X,X,X,X,X
JISTLZO,O,X,X,O,X,X,O,X,X,X,O,O
JISTLOZ,O,X,X,O,X,X,O,X,X,X,O,O
JISTZLO,O,X,X,O,X,O,O,X,X,X,O,O
JISTZOL,O,X,X,O,X,O,O,X,X,X,O,O
JISTOLZ,O,X,X,O,X,X,O,X,X,X,O,O
JISTOZL,O,X,X,O,X,O,O,X,X,X,O,O
JISLTZO,O,X,X,O,X,X,X,X,X,X,X,O
JISLTOZ,O,X,X,O,X,X,X,X,X,X,X,O
JISLZTO,O,X,X,O,X,X,X,X,X,X,X,O
JISLZOT,O,X,X,O,X,X,X,X,X,X,X,O
JISLOTZ,O,X,X,O,X,X,X,X,X,X,X,O
JISLOZT,O,X,X,O,X,X,X,X,X,X,X,O
JISZTLO,O,X,X,O,X,O,O,X,X,X,X,O
JISZTOL,O,X,X,O,X,O,O,X,X,X,X,O
JISZLTO,O,X,X,O,X,O,X,X,X,X,X,O
JISZLOT,O,X,X,O,X,O,X,X,X,X,X,O
JISZOTL,O,X,X,O,X,O,O,X,X,X,X,O
JISZOLT,O,X,X,O,X,O,X,X,X,X,X,O
JISOTLZ,O,X,X,O,X,X,O,X,X,X,O,O
JISOTZL,O,X,X,O,X,O,O,X,X,X,O,O
JISOLTZ,O,X,X,O,X,X,X,X,X,X,X,O
JISOLZT,O,X,X,O,X,X,X,X,X,X,X,O
JISOZTL,O,X,X,O,X,O,O,X,X,X,X,O
JISOZLT,O,X,X,O,X,O,X,X,X,X,X,O
JIZTLSO,X,O,X,X,O,X,O,X,X,X,X,X
JIZTLOS,O,O,X,X,O,X,O,X,X,X,X,X
JIZTSLO,X,X,X,O,X,O,O,X,X,X,O,O
JIZTSOL,X,O,X,O,X,O,O,X,X,X,O,O
JIZTOLS,O,O,X,X,O,X,O,X,X,X,X,X
JIZTOSL,X,O,X,O,X,O,O,X,X,X,O,O
JIZLTSO,X,O,X,X,O,X,X,X,X,X,X,X
JIZLTOS,O,O,X,X,O,X,X,X,X,X,X,X
JIZLSTO,O,O,X,X,O,O,X,X,X,X,X,X
JIZLSOT,O,O,X,X,O,O,X,X,X,X,X,X
JIZLOTS,O,O,X,X,O,X,X,X,X,X,X,X
JIZLOST,O,O,X,X,O,O,X,X,X,X,X,X
JIZSTLO,O,X,X,O,X,O,O,X,O,X,X,O
JIZSTOL,O,X,X,O,X,O,O,X,O,X,X,O
JIZSLTO,O,X,X,O,X,O,X,X,X,X,X,O
JIZSLOT,O,X,X,O,X,O,X,X,X,X,X,O
JIZSOTL,O,X,X,O,X,O,O,X,O,X,X,O
JIZSOLT,O,X,X,O,X,O,X,X,X,X,X,O
JIZOTLS,O,O,X,X,O,X,O,X,X,X,X,X
JIZOTSL,X,O,X,O,X,O,O,X,X,X,O,O
JIZOLTS,O,O,X,X,O,X,X,X,X,X,X,X
JIZOLST,O,O,X,X,O,O,X,X,X,X,X,X
JIZOSTL,O,X,X,O,X,O,O,X,O,X,X,O
JIZOSLT,O,X,X,O,X,O,X,X,X,X,X,O
JIOTLSZ,X,O,X,O,X,X,O,X,X,X,O,O
JIOTLZS,O,O,X,X,O,X,O,X,X,X,X,X
JIOTSLZ,X,X,X,O,X,X,O,X,X,X,O,O
JIOTSZL,X,O,X,O,X,O,O,X,X,X,O,O
JIOTZLS,O,O,X,X,O,X,O,X,X,X,X,X
JIOTZSL,X,O,X,O,X,X,O,X,X,X,O,O
JIOLTSZ,X,O,X,O,X,X,X,O,X,X,O,O
JIOLTZS,O,O,X,X,O,X,X,O,X,X,X,X
JIOLSTZ,O,O,X,O,X,X,X,O,X,X,X,O
JIOLSZT,O,O,X,O,O,X,X,X,X,X,X,O
JIOLZTS,O,O,X,X,O,X,X,O,X,X,X,X
JIOLZST,O,O,X,X,O,X,X,X,X,X,X,X
JIOSTLZ,O,X,X,O,X,X,O,X,X,X,O,O
JIOSTZL,O,X,X,O,X,O,O,X,X,X,O,O
JIOSLTZ,O,X,X,O,X,X,X,X,X,X,X,O
JIOSLZT,O,X,X,O,X,X,X,X,X,X,X,O
JIOSZTL,O,X,X,O,X,O,O,X,X,X,X,O
JIOSZLT,O,X,X,O,X,O,X,X,X,X,X,O
JIOZTLS,O,O,X,X,O,X,O,X,X,X,X,X
JIOZTSL,X,O,X,O,X,O,O,X,X,X,O,O
JIOZLTS,O,O,X,X,O,X,X,X,X,X,X,X
JIOZLST,O,O,X,X,O,O,X,X,X,X,X,X
JIOZSTL,O,X,X,O,X,O,O,X,O,X,X,O
JIOZSLT,O,X,X,O,X,O,X,X,X,X,X,O
JLTISZO,X,O,X,X,X,X,X,O,X,X,O,O
JLTISOZ,X,O,X,X,X,X,X,O,X,X,O,O
JLTIZSO,X,O,X,X,O,X,X,O,X,X,X,X
JLTIZOS,O,O,X,X,O,X,X,O,X,X,X,X
JLTIOSZ,X,O,X,X,X,X,X,O,X,X,O,O
JLTIOZS,O,O,X,X,O,X,X,O,X,X,X,X
JLTSIZO,O,O,X,X,X,X,X,O,X,X,X,O
JLTSIOZ,O,O,X,X,X,X,X,O,X,X,X,O
JLTSZIO,O,O,O,X,O,X,X,X,X,X,X,X
JLTSZOI,O,O,O,X,O,X,X,X,X,X,X,O
JLTSOIZ,O,O,X,X,X,X,X,O,X,X,X,O
JLTSOZI,O,O,O,X,O,X,X,X,X,X,X,O
JLTZISO,X,O,X,X,O,X,X,O,X,X,X,X
JLTZIOS,O,O,X,X,O,X,X,O,X,X,X,X
JLTZSIO,O,O,X,X,O,X,X,X,X,X,X,X
JLTZSOI,O,O,X,X,O,X,X,X,X,X,X,X
JLTZOIS,O,O,X,X,O,X,X,O,X,X,X,X
JLTZOSI,O,O,X,X,O,X,X,X,X,X,X,X
JLTOISZ,X,O,X,X,X,X,X,O,X,X,O,O
JLTOIZS,O,O,X,X,O,X,X,O,X,X,X,X
JLTOSIZ,O,O,X,X,X,X,X,O,X,X,X,O
JLTOSZI,O,O,O,X,O,X,X,X,X,X,X,O
JLTOZIS,O,O,X,X,O,X,X,O,X,X,X,X
JLTOZSI,O,O,X,X,O,X,X,X,X,X,X,X
JLITSZO,X,O,X,X,X,X,X,O,X,X,O,O
JLITSOZ,X,O,X,X,X,X,X,O,X,X,O,O
JLITZSO,X,O,X,X,O,X,X,O,X,X,X,X
JLITZOS,O,O,X,X,O,X,X,O,X,X,X,X
JLITOSZ,X,O,X,X,X,X,X,O,X,X,O,O
JLITOZS,O,O,X,X,O,X,X,O,X,X,X,X
JLISTZO,O,O,X,X,X,X,X,O,X,O,X,O
JLISTOZ,O,O,X,X,X,X,X,O,X,O,X,O
JLISZTO,O,O,O,X,O,X,X,X,X,X,X,O
JLISZOT,O,O,O,X,O,X,X,X,X,O,X,O
JLISOTZ,O,O,X,X,X,X,X,O,X,O,X,O
JLISOZT,O,O,O,X,O,X,X,X,X,O,X,O
JLIZTSO,X,O,X,X,O,X,X,O,X,X,X,X
JLIZTOS,O,O,X,X,O,X,X,O,X,X,X,X
JLIZSTO,O,O,X,X,O,X,X,X,X,X,X,X
JLIZSOT,O,O,X,X,O,X,X,X,X,X,X,X
JLIZOTS,O,O,X,X,O,X,X,O,X,X,X,X
JLIZOST,O,O,X,X,O,X,X,X,X,O,X,X
JLIOTSZ,X,O,X,X,X,X,X,O,X,X,O,O
JLIOTZS,O,O,X,X,O,X,X,O,X,X,X,X
JLIOSTZ,O,O,X,X,X,X,X,O,X,O,X,O
JLIOSZT,O,O,O,X,O,X,X,X,X,O,X,O
JLIOZTS,O,O,X,X,O,X,X,O,X,X,X,X
JLIOZST,O,O,X,X,O,X,X,X,X,O,X,X
JLSTIZO,O,O,X,X,X,X,X,O,X,O,X,O
JLSTIOZ,O,O,X,X,X,X,X,O,X,O,X,O
JLSTZIO,O,O,O,X,O,X,X,X,X,O,X,X
JLSTZOI,O,O,O,X,O,X,X,X,X,O,X,O
JLSTOIZ,O,O,X,X,X,X,X,O,X,O,X,O
JLSTOZI,O,O,O,X,O,X,X,X,X,O,X,O
JLSITZO,O,O,X,X,X,X,X,O,X,O,X,O
JLSITOZ,O,O,X,X,X,X,X,O,X,O,X,O
JLSIZTO,O,O,O,X,O,X,X,X,X,X,X,O
JLSIZOT,O,O,O,X,O,X,X,X,X,O,X,O
JLSIOTZ,O,O,X,X,X,X,X,O,X,O,X,O
JLSIOZT,O,O,O,X,O,X,X,X,X,O,X,O
JLSZTIO,O,O,O,X,O,X,X,X,X,X,X,X
JLSZTOI,O,O,O,X,O,X,X,X,X,X,X,O
JLSZITO,O,O,O,X,O,X,X,X,X,X,X,O
JLSZIOT,O,O,O,X,O,X,X,X,X,O,X,O
JLSZOTI,O,O,O,X,O,X,X,X,X,X,X,O
JLSZOIT,O,O,O,X,O,X,X,X,X,O,X,O
JLSOTIZ,O,O,X,X,X,X,X,O,X,O,X,O
JLSOTZI,O,O,O,X,O,X,X,X,X,O,X,O
JLSOITZ,O,O,X,X,X,X,X,O,X,O,X,O
JLSOIZT,O,O,O,X,O,X,X,X,X,O,X,O
