sequence,v115@9gC8GeD8CeA8BeC8CeG8CeD8Jex6IvhFXcBdiBGeBU?jB6rBzqB,v115@9gC8GeD8CeA8BeC8CeG8CeD8Jex6IvhFXcBdiBCeBT?jB8qB+rB,v115@9gC8GeD8CeA8BeC8CeG8CeD8Jex6IvhFdiBzdB+jBU?hBXmBSwB,v115@9gC8GeD8CeA8BeC8CeG8CeD8Jex6IvhFdhBzcBGeBU?jBCrB3rB,v115@9gC8GeD8CeA8BeC8CeG8CeD8Jex6IvhFdhBfjB6jB8?mBzqBurB,v115@9gC8GeD8CeA8BeC8CeG8CeD8Jex6IvhFXcBdiBGeBU?jBCrBTrB,v115@9gC8GeD8CeA8BeC8CeG8CeD8Jex6IvhFdhBzcBSjBU?jB3mBWwB,v115@9gC8GeD8CeA8BeC8CeG8CeD8Jex6IvhFdhBGeBzhBU?jBCrB3rB,v115@9gC8GeD8CeA8BeC8CeG8CeD8Jex6IvhFzcBfjB6jB8?qBurBdrB,v115@9gC8GeD8CeA8BeC8CeG8CeD8Jex6IvhFXcBdiBSjBU?jBTmBWwB,v115@9gC8GeD8CeA8BeC8CeG8CeD8Jex6IvhFdiBfjB6jBU?hBTmBWwB
JZTLSOI,O,O,O,O,X,O,O,O,X,O,O
JZTLOIS,O,O,O,O,X,O,X,O,X,X,X
JZTLOSI,O,O,O,O,X,O,X,O,X,X,X
JZTSILO,O,O,X,X,X,O,X,X,O,O,O
JZTSIOL,O,O,O,X,X,O,X,O,X,X,O
JZTSLIO,O,O,X,X,X,O,X,X,O,O,O
JZTSLOI,O,O,X,X,X,O,X,X,O,O,O
JZTSOIL,O,O,O,X,X,O,X,O,X,X,O
JZTSOLI,X,O,O,X,X,X,X,O,O,X,O
JZTOILS,O,O,O,X,X,X,X,O,X,X,X
JZTOISL,O,O,O,X,X,O,X,O,X,X,O
JZTOLIS,O,O,O,X,X,O,X,O,X,X,X
JZTOLSI,O,O,O,X,X,O,X,O,X,X,X
JZTOSIL,O,O,O,X,X,O,X,O,X,X,O
JZTOSLI,O,O,O,X,X,X,X,O,O,X,O
JZITLSO,O,O,X,O,X,O,O,O,X,O,O
JZITLOS,O,O,O,O,X,O,X,O,X,X,X
JZITSLO,O,O,X,X,X,O,X,X,O,O,O
JZITSOL,O,O,O,X,X,O,X,O,X,X,O
JZITOLS,O,O,O,X,X,X,X,O,X,X,X
JZITOSL,O,O,O,X,X,O,X,O,X,X,O
JZILTSO,O,O,O,O,X,O,O,O,X,O,O
JZILTOS,O,O,O,O,X,O,X,O,X,X,X
JZILSTO,O,O,O,O,X,O,O,O,O,X,O
JZILSOT,X,O,O,O,X,O,X,X,O,X,O
JZILOTS,O,O,O,O,X,O,X,O,X,O,X
JZILOST,O,O,O,O,X,O,X,X,X,X,X
JZISTLO,O,O,X,X,X,O,O,X,O,O,O
JZISTOL,O,O,O,X,X,O,O,O,X,X,O
JZISLTO,O,O,X,O,X,O,O,O,O,X,O
JZISLOT,X,O,X,O,X,O,X,X,O,X,O
JZISOTL,O,O,O,X,X,X,X,X,X,X,O
JZISOLT,O,O,X,X,X,X,X,X,O,X,O
JZIOTLS,O,O,O,X,X,X,X,O,X,O,X
JZIOTSL,O,O,O,X,X,O,X,O,X,O,O
JZIOLTS,O,O,O,O,X,O,X,O,X,O,X
JZIOLST,O,O,O,O,X,O,X,X,X,X,X
JZIOSTL,O,O,O,X,X,X,X,X,X,O,O
JZIOSLT,O,O,X,X,X,X,X,X,O,X,O
JZLTISO,O,O,O,O,X,O,O,O,X,O,O
JZLTIOS,O,O,O,O,X,O,X,O,X,X,X
JZLTSIO,O,O,O,O,X,O,O,O,X,O,O
JZLTSOI,O,O,O,O,X,O,O,O,X,O,O
JZLTOIS,O,O,O,O,X,O,X,O,X,X,X
JZLTOSI,O,O,O,O,X,O,X,O,X,X,X
JZLITSO,O,O,O,O,X,O,O,O,X,O,O
JZLITOS,O,O,O,O,X,O,X,O,X,X,X
JZLISTO,O,O,O,O,X,O,O,O,O,X,O
JZLISOT,X,O,O,O,X,O,X,X,O,X,O
JZLIOTS,O,O,O,O,X,O,X,O,X,O,X
JZLIOST,O,O,O,O,X,O,X,X,X,X,X
JZLSTIO,O,O,O,O,X,O,O,O,O,X,O
JZLSTOI,O,O,O,O,X,O,O,O,O,X,O
JZLSITO,O,O,O,O,X,O,O,O,O,X,O
JZLSIOT,X,O,O,O,X,O,X,X,O,X,O
JZLSOTI,X,O,O,O,X,O,O,O,O,X,O
JZLSOIT,X,O,O,O,X,O,X,X,O,X,O
JZLOTIS,O,O,O,O,X,O,X,O,X,O,X
JZLOTSI,O,O,O,O,X,O,X,O,X,O,X
JZLOITS,O,O,O,O,X,O,X,O,X,O,X
JZLOIST,O,O,O,O,X,O,X,X,X,X,X
JZLOSTI,O,O,O,O,X,O,X,O,O,X,X
JZLOSIT,O,O,O,O,X,O,X,X,O,X,X
JZSTILO,O,O,X,X,X,O,O,X,O,O,O
JZSTIOL,O,O,O,X,X,O,O,O,X,X,O
JZSTLIO,O,O,X,X,X,O,O,X,O,O,O
JZSTLOI,O,O,X,X,X,O,O,X,O,O,O
JZSTOIL,O,O,O,X,X,O,O,O,X,X,O
JZSTOLI,X,O,O,X,X,X,O,O,O,X,O
JZSITLO,O,O,X,X,X,O,O,X,O,O,O
JZSITOL,O,O,O,X,X,O,O,O,X,X,O
JZSILTO,O,O,X,O,X,O,O,O,O,X,O
JZSILOT,X,O,X,O,X,O,X,X,O,X,O
JZSIOTL,O,O,O,X,X,X,X,X,X,X,O
JZSIOLT,O,O,X,X,X,X,X,X,O,X,O
JZSLTIO,O,O,X,O,X,O,O,O,O,X,O
JZSLTOI,O,O,X,O,X,O,O,O,O,X,O
JZSLITO,O,O,X,O,X,O,O,O,O,X,O
JZSLIOT,X,O,X,O,X,O,X,X,O,X,O
JZSLOTI,X,O,X,O,X,O,O,O,O,X,O
JZSLOIT,X,O,X,O,X,O,X,X,O,X,O
JZSOTIL,O,O,O,X,X,X,O,O,X,X,O
JZSOTLI,O,O,O,X,X,X,O,O,O,X,O
JZSOITL,O,O,O,X,X,X,X,X,X,X,O
JZSOILT,O,O,X,X,X,X,X,X,O,X,O
JZSOLTI,O,O,X,X,X,X,O,O,O,X,O
JZSOLIT,O,O,X,X,X,X,X,X,O,X,O
JZOTILS,O,O,O,X,X,X,X,O,X,O,X
JZOTISL,O,O,O,X,X,O,X,O,X,O,O
JZOTLIS,O,O,O,X,X,O,X,O,X,O,X
JZOTLSI,O,O,O,X,X,O,X,O,X,O,X
JZOTSIL,O,O,O,X,X,O,X,O,X,O,O
JZOTSLI,O,O,O,X,X,X,X,O,O,O,O
JZOITLS,O,O,O,X,X,X,X,O,X,O,X
JZOITSL,O,O,O,X,X,O,X,O,X,O,O
JZOILTS,O,O,O,O,X,O,X,O,X,O,X
JZOILST,O,O,O,O,X,O,X,X,X,X,X
JZOISTL,O,O,O,X,X,X,X,X,X,O,O
JZOISLT,O,O,X,X,X,X,X,X,O,X,O
JZOLTIS,O,O,O,O,X,O,X,O,X,O,X
JZOLTSI,O,O,O,O,X,O,X,O,X,O,X
JZOLITS,O,O,O,O,X,O,X,O,X,O,X
JZOLIST,O,O,O,O,X,O,X,X,X,X,X
JZOLSTI,O,O,O,O,X,O,X,O,O,X,X
JZOLSIT,O,O,O,O,X,O,X,X,O,X,X
JZOSTIL,O,O,O,X,X,X,X,O,X,O,O
JZOSTLI,O,O,O,X,X,X,X,O,O,O,O
JZOSITL,O,O,O,X,X,X,X,X,X,O,O
JZOSILT,O,O,X,X,X,X,X,X,O,X,O
JZOSLTI,O,O,X,X,X,X,X,O,O,X,O
JZOSLIT,O,O,X,X,X,X,X,X,O,X,O
JOTILSZ,X,X,O,X,X,X,O,X,X,O,X
JOTILZS,X,O,O,X,X,X,X,X,X,O,X
JOTISLZ,X,X,X,X,O,X,X,X,X,O,O
JOTISZL,O,X,O,X,O,X,X,X,X,O,O
JOTIZLS,O,O,O,X,X,X,X,O,X,O,X
JOTIZSL,O,O,O,X,O,X,X,O,X,O,O
JOTLISZ,X,X,O,X,X,X,O,X,X,O,X
JOTLIZS,X,O,O,X,X,X,X,X,X,O,X
JOTLSIZ,X,X,O,X,X,X,O,X,X,O,X
JOTLSZI,X,O,O,X,X,X,O,X,X,O,X
JOTLZIS,X,O,O,X,X,X,X,X,X,O,X
JOTLZSI,X,O,O,X,X,X,X,X,X,O,X
JOTSILZ,X,X,X,X,O,X,X,X,X,O,O
JOTSIZL,O,X,O,X,O,X,X,X,X,O,O
JOTSLIZ,X,X,O,X,O,X,X,X,X,O,O
JOTSLZI,X,O,O,X,O,X,X,X,O,O,O
JOTSZIL,O,O,O,X,O,X,X,X,X,O,O
JOTSZLI,O,O,O,X,O,X,X,X,O,O,O
JOTZILS,O,O,O,X,X,X,X,O,X,O,X
JOTZISL,O,O,O,X,O,X,X,O,X,O,O
JOTZLIS,O,O,O,X,X,X,X,O,X,O,X
JOTZLSI,O,O,O,X,X,X,X,O,X,O,X
JOTZSIL,O,O,O,X,O,X,X,O,X,O,O
JOTZSLI,O,O,O,X,O,X,X,O,O,O,O
JOITLSZ,X,X,O,X,X,X,O,X,X,O,X
JOITLZS,X,O,O,X,X,X,X,X,X,O,X
JOITSLZ,X,X,X,X,O,X,X,X,X,O,O
JOITSZL,O,X,O,X,O,X,X,X,X,O,O
JOITZLS,O,O,O,X,X,X,X,X,X,O,X
JOITZSL,O,O,O,X,O,X,X,X,X,O,O
JOILTSZ,O,X,O,X,X,X,O,X,X,O,X
JOILTZS,O,O,O,X,X,X,X,X,X,O,X
JOILSTZ,O,X,O,X,X,X,O,X,X,O,X
JOILSZT,X,X,O,X,X,X,X,X,X,X,X
JOILZTS,O,O,O,X,X,X,X,X,X,O,X
JOILZST,O,O,O,X,X,X,X,X,X,X,X
JOISTLZ,X,X,X,X,O,X,O,X,X,O,O
JOISTZL,O,X,O,X,O,X,O,X,X,O,O
JOISLTZ,X,X,O,X,O,X,O,X,X,O,O
JOISLZT,X,X,O,X,O,X,X,X,O,X,O
JOISZTL,X,X,O,X,O,X,X,X,X,O,O
JOISZLT,X,X,X,X,O,X,X,X,O,X,O
JOIZTLS,O,O,O,X,X,X,X,X,X,O,X
JOIZTSL,O,O,O,X,O,X,X,X,X,O,O
JOIZLTS,O,O,O,X,X,X,X,X,X,O,X
JOIZLST,O,O,O,X,X,X,X,X,X,X,X
JOIZSTL,O,O,O,X,O,X,X,X,X,O,O
JOIZSLT,O,O,X,X,O,X,X,X,O,X,O
JOLTISZ,O,X,O,X,X,X,O,X,X,O,X
JOLTIZS,O,O,O,X,X,X,X,O,X,O,X
JOLTSIZ,O,X,O,X,X,X,O,X,X,O,X
JOLTSZI,O,O,O,X,X,X,O,X,X,O,X
JOLTZIS,O,O,O,X,X,X,X,O,X,O,X
JOLTZSI,O,O,O,X,X,X,X,O,X,O,X
JOLITSZ,O,X,O,X,X,X,O,X,X,O,X
JOLITZS,O,O,O,X,X,X,X,X,X,O,X
JOLISTZ,O,X,O,X,X,X,O,X,X,O,X
JOLISZT,X,X,O,X,X,X,X,X,X,X,X
JOLIZTS,O,O,O,X,X,X,X,X,X,O,X
JOLIZST,O,O,O,X,X,X,X,X,X,X,X
JOLSTIZ,O,X,O,X,X,X,O,X,X,O,X
JOLSTZI,O,O,O,X,X,X,O,X,O,O,X
JOLSITZ,O,X,O,X,X,X,O,X,X,O,X
JOLSIZT,X,X,O,X,X,X,X,X,O,X,X
JOLSZTI,X,O,O,X,X,X,O,X,O,X,X
JOLSZIT,X,O,O,X,X,X,X,X,O,X,X
JOLZTIS,O,O,O,X,X,X,X,O,X,O,X
JOLZTSI,O,O,O,X,X,X,X,O,X,O,X
JOLZITS,O,O,O,X,X,X,X,O,X,O,X
JOLZIST,O,O,O,X,X,X,X,X,X,X,X
JOLZSTI,O,O,O,X,X,X,X,O,O,X,X
JOLZSIT,O,O,O,X,X,X,X,X,O,X,X
JOSTILZ,X,X,X,X,O,X,O,X,X,O,O
JOSTIZL,O,X,O,X,O,X,O,X,X,O,O
JOSTLIZ,X,X,O,X,O,X,O,X,X,O,O
JOSTLZI,X,O,O,X,O,X,O,X,O,O,O
JOSTZIL,O,O,O,X,O,X,O,X,X,O,O
JOSTZLI,O,O,O,X,O,X,O,X,O,O,O
JOSITLZ,X,X,X,X,O,X,O,X,X,O,O
JOSITZL,O,X,O,X,O,X,O,X,X,O,O
JOSILTZ,X,X,O,X,O,X,O,X,X,O,O
JOSILZT,X,X,O,X,O,X,X,X,O,X,O
JOSIZTL,X,X,O,X,O,X,X,X,X,O,O
JOSIZLT,X,X,X,X,O,X,X,X,O,X,O
JOSLTIZ,X,X,O,X,O,X,O,X,X,O,O
JOSLTZI,X,O,O,X,O,X,O,X,O,O,O
JOSLITZ,X,X,O,X,O,X,O,X,X,O,O
JOSLIZT,X,X,O,X,O,X,X,X,O,X,O
JOSLZTI,X,O,O,X,O,X,O,X,O,X,O
JOSLZIT,X,O,O,X,O,X,X,X,O,X,O
JOSZTIL,X,O,O,X,O,X,O,X,X,O,O
JOSZTLI,X,O,O,X,O,X,O,X,O,O,O
JOSZITL,X,O,O,X,O,X,X,X,X,O,O
JOSZILT,X,O,X,X,O,X,X,X,O,X,O
JOSZLTI,X,O,X,X,O,X,O,X,O,X,O
JOSZLIT,X,O,X,X,O,X,X,X,O,X,O
JOZTILS,O,O,O,X,X,X,X,O,X,O,X
JOZTISL,O,O,O,X,O,X,X,O,X,O,O
JOZTLIS,O,O,O,X,X,X,X,O,X,O,X
JOZTLSI,O,O,O,X,X,X,X,O,X,O,X
JOZTSIL,O,O,O,X,O,X,X,O,X,O,O
JOZTSLI,O,O,O,X,O,X,X,O,O,O,O
JOZITLS,O,O,O,X,X,X,X,O,X,O,X
JOZITSL,O,O,O,X,O,X,X,O,X,O,O
JOZILTS,O,O,O,X,X,X,X,O,X,O,X
JOZILST,O,O,O,X,X,X,X,X,X,X,X
JOZISTL,O,O,O,X,O,X,X,X,X,O,O
JOZISLT,O,O,X,X,O,X,X,X,O,X,O
JOZLTIS,O,O,O,X,X,X,X,O,X,O,X
JOZLTSI,O,O,O,X,X,X,X,O,X,O,X
JOZLITS,O,O,O,X,X,X,X,O,X,O,X
JOZLIST,O,O,O,X,X,X,X,X,X,X,X
JOZLSTI,O,O,O,X,X,X,X,O,O,X,X
JOZLSIT,O,O,O,X,X,X,X,X,O,X,X
JOZSTIL,O,O,O,X,O,X,X,O,X,O,O
JOZSTLI,O,O,O,X,O,X,X,O,O,O,O
JOZSITL,O,O,O,X,O,X,X,X,X,O,O
JOZSILT,O,O,X,X,O,X,X,X,O,X,O
JOZSLTI,O,O,X,X,O,X,X,O,O,X,O
JOZSLIT,O,O,X,X,O,X,X,X,O,X,O
STILJZO,X,X,X,X,X,X,O,X,X,O,O
STILJOZ,X,X,X,X,X,X,O,X,X,X,O
STILZJO,O,X,X,X,X,O,X,X,O,O,O
STILZOJ,X,X,X,X,X,X,O,X,X,O,O
STILOJZ,X,X,X,X,O,X,O,X,X,X,X
STILOZJ,X,X,X,X,O,X,O,X,X,O,O
STIJLZO,X,X,X,X,X,X,O,X,X,O,O
STIJLOZ,X,X,X,X,X,X,O,X,X,X,O
STIJZLO,O,X,X,X,X,O,X,X,X,X,O
STIJZOL,O,X,O,X,X,O,X,X,X,X,O
STIJOLZ,X,X,X,X,X,X,O,X,X,X,O
STIJOZL,X,X,O,X,X,X,X,X,X,X,O
STIZLJO,O,X,X,X,X,O,X,X,O,O,O
STIZLOJ,X,X,X,X,X,X,O,X,X,O,O
STIZJLO,O,X,X,X,X,O,X,X,O,X,O
STIZJOL,O,X,O,X,X,O,X,O,X,X,X
STIZOLJ,X,X,X,X,X,X,O,X,X,X,O
STIZOJL,O,X,X,X,X,O,X,O,X,X,X
STIOLJZ,X,X,X,X,O,X,O,X,X,X,X
STIOLZJ,X,X,X,X,O,X,O,X,X,O,O
STIOJLZ,X,X,X,X,O,X,O,X,X,X,X
STIOJZL,X,X,X,X,O,X,X,X,X,X,X
STIOZLJ,X,X,X,X,O,X,O,X,X,X,O
STIOZJL,O,X,X,X,O,O,X,O,X,X,X
STLIJZO,O,X,O,X,X,O,O,X,X,O,O
STLIJOZ,X,X,O,X,X,X,O,X,X,X,O
STLIZJO,O,X,O,X,X,O,X,X,O,O,O
STLIZOJ,O,X,X,X,X,O,O,X,X,O,O
STLIOJZ,X,X,X,X,O,X,O,X,X,X,X
STLIOZJ,O,X,X,X,O,O,O,X,X,O,O
STLJIZO,O,X,O,X,X,O,O,X,X,O,O
STLJIOZ,X,X,O,X,X,X,O,X,X,X,O
STLJZIO,O,X,O,X,X,O,O,X,O,O,O
STLJZOI,O,X,O,X,X,O,O,X,O,X,O
STLJOIZ,X,X,O,X,X,X,O,X,X,X,O
STLJOZI,X,X,O,X,X,X,O,X,O,X,O
STLZIJO,O,X,O,X,X,O,X,X,O,O,O
STLZIOJ,O,X,X,X,X,O,O,X,X,O,O
STLZJIO,O,X,O,X,X,O,X,X,O,O,O
STLZJOI,O,X,O,X,X,O,X,X,O,X,O
STLZOIJ,O,X,X,X,X,O,O,X,X,O,O
STLZOJI,O,X,X,X,X,O,O,X,X,X,O
STLOIJZ,X,X,X,X,O,X,O,X,X,X,X
STLOIZJ,O,X,X,X,O,O,O,X,X,O,O
STLOJIZ,X,X,X,X,O,X,O,X,X,X,X
STLOJZI,X,X,X,X,O,X,O,X,X,X,X
STLOZIJ,O,X,X,X,O,O,O,X,X,O,O
STLOZJI,O,X,X,X,O,O,O,X,X,X,O
STJILZO,X,X,X,X,X,X,O,X,X,O,O
STJILOZ,X,X,X,X,X,X,O,X,X,X,O
STJIZLO,O,X,X,X,X,O,X,X,X,X,O
STJIZOL,O,X,O,X,X,O,X,X,X,X,O
STJIOLZ,X,X,X,X,X,X,O,X,X,X,O
STJIOZL,X,X,O,X,X,X,X,X,X,X,O
STJLIZO,X,X,O,X,X,X,O,X,X,O,O
STJLIOZ,X,X,O,X,X,X,O,X,X,X,O
STJLZIO,X,X,O,X,X,X,O,X,O,O,O
STJLZOI,X,X,O,X,X,X,O,X,O,X,O
STJLOIZ,X,X,O,X,X,X,O,X,X,X,O
STJLOZI,X,X,O,X,X,X,O,X,O,X,O
STJZILO,O,X,X,X,X,O,X,X,O,X,O
STJZIOL,O,X,O,X,X,O,X,X,X,X,O
STJZLIO,O,X,X,X,X,O,X,X,O,X,O
STJZLOI,X,X,X,X,X,X,X,X,O,X,O
STJZOIL,O,X,O,X,X,O,X,X,X,X,O
STJZOLI,X,X,O,X,X,X,X,X,O,X,O
STJOILZ,X,X,X,X,X,X,O,X,X,X,O
STJOIZL,X,X,O,X,X,X,X,X,X,X,O
STJOLIZ,X,X,O,X,X,X,O,X,X,X,O
STJOLZI,X,X,O,X,X,X,O,X,O,X,O
STJOZIL,X,X,O,X,X,X,X,X,X,X,O
STJOZLI,X,X,O,X,X,X,X,X,O,X,O
STZILJO,O,X,X,X,X,O,X,X,O,O,O
STZILOJ,X,X,X,X,X,X,O,X,X,O,O
STZIJLO,O,X,X,X,X,O,X,X,O,X,O
STZIJOL,O,X,O,X,X,O,X,O,X,X,X
STZIOLJ,X,X,X,X,X,X,O,X,X,X,O
STZIOJL,O,X,X,X,X,O,X,O,X,X,X
STZLIJO,O,X,X,X,X,O,X,X,O,O,O
STZLIOJ,O,X,X,X,X,O,O,X,X,O,O
STZLJIO,O,X,X,X,X,O,X,X,O,O,O
STZLJOI,O,X,X,X,X,O,X,X,O,X,O
STZLOIJ,O,X,X,X,X,O,O,X,X,O,O
STZLOJI,O,X,X,X,X,O,O,X,X,X,O
STZJILO,O,X,X,X,X,O,X,X,O,X,O
STZJIOL,O,X,O,X,X,O,X,O,X,X,X
STZJLIO,O,X,X,X,X,O,X,X,O,X,O
STZJLOI,O,X,X,X,X,O,X,X,O,X,O
STZJOIL,O,X,O,X,X,O,X,O,X,X,X
STZJOLI,X,X,O,X,X,X,X,O,O,X,X
STZOILJ,X,X,X,X,X,X,O,X,X,X,O
STZOIJL,O,X,X,X,X,O,X,O,X,X,X
STZOLIJ,X,X,X,X,X,X,O,X,X,X,O
STZOLJI,X,X,X,X,X,X,O,X,X,X,O
STZOJIL,O,X,X,X,X,O,X,O,X,X,X
STZOJLI,X,X,X,X,X,X,X,O,X,X,X
STOILJZ,X,X,X,X,O,X,O,X,X,X,X
STOILZJ,X,X,X,X,O,X,O,X,X,O,O
STOIJLZ,X,X,X,X,O,X,O,X,X,X,X
STOIJZL,X,X,X,X,O,X,X,X,X,X,X
STOIZLJ,X,X,X,X,O,X,O,X,X,X,O
STOIZJL,O,X,X,X,O,O,X,O,X,X,X
STOLIJZ,X,X,X,X,O,X,O,X,X,X,X
STOLIZJ,X,X,X,X,O,X,O,X,X,O,O
STOLJIZ,X,X,X,X,O,X,O,X,X,X,X
STOLJZI,X,X,X,X,O,X,O,X,X,X,X
STOLZIJ,X,X,X,X,O,X,O,X,X,O,O
STOLZJI,X,X,X,X,O,X,O,X,X,X,O
STOJILZ,X,X,X,X,O,X,O,X,X,X,X
STOJIZL,X,X,X,X,O,X,X,X,X,X,X
STOJLIZ,X,X,X,X,O,X,O,X,X,X,X
STOJLZI,X,X,X,X,O,X,O,X,X,X,X
STOJZIL,X,X,X,X,O,X,X,X,X,X,X
STOJZLI,X,X,X,X,O,X,X,X,X,X,X
STOZILJ,X,X,X,X,O,X,O,X,X,X,O
STOZIJL,O,X,X,X,O,O,X,O,X,X,X
STOZLIJ,X,X,X,X,O,X,O,X,X,X,O
STOZLJI,X,X,X,X,O,X,O,X,X,X,O
STOZJIL,O,X,X,X,O,O,X,O,X,X,X
STOZJLI,X,X,X,X,O,X,X,O,X,X,X
SITLJZO,X,X,X,X,X,X,O,X,X,O,O
SITLJOZ,X,X,X,X,X,X,O,X,X,X,O
SITLZJO,O,X,X,X,X,O,X,X,O,O,O
SITLZOJ,X,X,X,X,X,X,O,X,X,O,O
SITLOJZ,X,X,X,X,O,X,O,X,X,X,X
SITLOZJ,X,X,X,X,O,X,O,X,X,O,O
SITJLZO,X,X,X,X,X,X,O,X,X,O,O
SITJLOZ,X,X,X,X,X,X,O,X,X,X,O
SITJZLO,O,X,X,X,X,O,X,X,X,X,O
SITJZOL,O,X,O,X,X,O,X,X,X,X,O
SITJOLZ,X,X,X,X,X,X,O,X,X,X,O
SITJOZL,X,X,O,X,X,X,X,X,X,X,O
SITZLJO,O,X,X,X,X,O,X,X,O,O,O
SITZLOJ,X,X,X,X,X,X,O,X,X,O,O
SITZJLO,O,X,X,X,X,O,X,X,O,X,O
SITZJOL,O,X,O,X,X,O,X,O,X,X,X
SITZOLJ,X,X,X,X,X,X,O,X,X,X,O
SITZOJL,O,X,X,X,X,O,X,O,X,X,X
SITOLJZ,X,X,X,X,O,X,O,X,X,X,X
SITOLZJ,X,X,X,X,O,X,O,X,X,O,O
SITOJLZ,X,X,X,X,O,X,O,X,X,X,X
SITOJZL,X,X,X,X,O,X,X,X,X,X,X
SITOZLJ,X,X,X,X,O,X,O,X,X,X,O
SITOZJL,O,X,X,X,O,O,X,O,X,X,X
SILTJZO,O,X,O,O,X,O,O,X,X,O,O
SILTJOZ,X,X,O,O,X,X,O,X,X,X,O
SILTZJO,O,X,O,O,X,O,X,O,O,O,O
SILTZOJ,O,X,X,O,X,O,O,O,X,O,O
SILTOJZ,X,X,X,O,O,X,O,X,X,X,X
SILTOZJ,O,X,X,O,O,O,O,O,X,O,O
SILJTZO,O,X,O,O,X,O,O,X,X,O,O
SILJTOZ,X,X,O,O,X,X,O,X,X,O,O
SILJZTO,X,X,O,O,X,X,O,X,O,X,O
SILJZOT,X,X,O,O,X,X,X,X,O,X,O
SILJOTZ,X,X,O,X,O,X,O,X,X,O,O
SILJOZT,X,X,O,X,O,X,X,X,O,X,O
SILZTJO,O,X,O,O,X,O,X,O,O,X,O
SILZTOJ,O,X,X,O,X,O,O,O,X,X,O
SILZJTO,O,O,O,O,X,O,X,O,O,X,O
SILZJOT,X,X,O,O,X,O,X,X,O,X,O
SILZOTJ,X,X,X,O,O,O,X,X,X,X,O
SILZOJT,X,X,X,O,O,O,X,X,O,X,X
SILOTJZ,X,X,X,O,O,O,O,X,X,X,X
SILOTZJ,O,X,X,O,O,O,O,X,X,X,O
SILOJTZ,X,X,X,X,O,O,X,X,X,X,O
SILOJZT,X,X,X,X,O,X,X,X,X,X,O
SILOZTJ,X,X,X,O,O,O,X,X,X,X,O
SILOZJT,X,X,X,O,O,O,X,X,O,X,X
SIJTLZO,X,X,X,X,X,X,O,X,X,O,O
SIJTLOZ,X,X,X,X,X,X,O,X,X,O,O
SIJTZLO,O,X,X,X,X,O,O,X,X,O,O
SIJTZOL,O,X,O,X,X,O,O,X,X,X,O
SIJTOLZ,X,X,X,X,X,X,O,X,X,O,O
SIJTOZL,X,X,O,X,X,X,O,X,X,X,O
SIJLTZO,X,X,O,X,X,X,O,X,X,O,O
SIJLTOZ,X,X,O,X,X,X,O,X,X,O,O
SIJLZTO,X,X,O,X,X,X,O,X,O,X,O
SIJLZOT,X,X,O,X,X,X,X,X,O,X,O
SIJLOTZ,X,X,O,X,O,X,O,X,X,O,O
SIJLOZT,X,X,O,X,O,X,X,X,O,X,O
SIJZTLO,X,X,X,X,X,X,O,X,O,O,O
SIJZTOL,X,X,O,X,X,X,O,X,X,X,O
SIJZLTO,X,X,X,X,X,X,O,X,O,X,O
SIJZLOT,X,X,X,X,X,X,X,X,O,X,O
SIJZOTL,X,X,O,X,X,X,X,X,X,X,O
SIJZOLT,X,X,X,X,X,X,X,X,O,X,O
SIJOTLZ,X,X,X,X,O,X,O,X,X,O,O
SIJOTZL,X,X,O,X,O,X,O,X,X,O,O
SIJOLTZ,X,X,O,X,O,X,O,X,X,O,O
SIJOLZT,X,X,O,X,O,X,X,X,O,X,O
SIJOZTL,X,X,O,X,O,X,X,X,X,O,O
SIJOZLT,X,X,X,X,O,X,X,X,O,X,O
SIZTLJO,O,X,X,X,X,O,X,X,O,O,O
SIZTLOJ,X,X,X,X,X,X,O,X,X,O,O
SIZTJLO,O,X,X,X,X,O,X,X,O,X,O
SIZTJOL,O,X,O,X,X,O,X,O,X,X,X
SIZTOLJ,X,X,X,X,X,X,O,X,X,X,O
SIZTOJL,O,X,X,X,X,O,X,O,X,X,X
SIZLTJO,O,X,X,O,X,O,X,O,O,X,O
SIZLTOJ,O,X,X,O,X,O,O,O,X,X,O
SIZLJTO,O,O,X,O,X,O,X,O,O,X,O
SIZLJOT,X,X,X,O,X,O,X,X,O,X,O
SIZLOTJ,X,X,X,O,O,O,X,X,X,X,O
SIZLOJT,X,X,X,O,O,O,X,X,O,X,X
SIZJTLO,O,O,X,X,X,O,X,X,O,X,O
SIZJTOL,O,O,O,X,X,O,X,O,X,X,O
SIZJLTO,O,O,X,O,X,O,X,O,O,X,O
SIZJLOT,X,O,X,O,X,O,X,X,O,X,O
SIZJOTL,O,O,O,X,X,X,X,X,X,X,O
SIZJOLT,O,O,X,X,X,X,X,X,O,X,O
SIZOTLJ,O,X,X,X,O,X,X,X,X,X,O
SIZOTJL,O,X,X,X,O,X,X,X,X,X,X
SIZOLTJ,O,X,X,X,O,X,X,X,X,X,O
SIZOLJT,O,O,X,X,O,X,X,X,O,X,X
SIZOJTL,O,O,X,X,O,X,X,X,X,X,X
SIZOJLT,O,O,X,X,O,X,X,X,O,X,X
SIOTLJZ,X,X,X,X,O,X,O,X,X,X,X
SIOTLZJ,O,X,X,X,O,X,O,X,X,O,O
SIOTJLZ,X,X,X,X,O,X,O,X,X,X,X
SIOTJZL,O,X,X,X,O,X,X,X,X,X,X
SIOTZLJ,O,X,X,X,O,X,O,X,X,X,O
