sequence,v115@zgB8HeC8GeD8EeE8DeF8DeB8Jex7IvhFTeBUhBFiBu?sBirBXsB,v115@zgB8HeC8GeD8EeE8DeF8DeB8Jel7IvhFSiBTeBZmBu?rB3nBUsB,v115@zgB8HeC8GeD8EeE8DeF8DeB8Jex7IvhFTeBUhBlnBm?rB6sB3rB,v115@zgB8HeC8GeD8EeE8DeF8DeB8Je07IvhFxcBTeBKrBf?sBlnBGsB,v115@zgB8HeC8GeD8EeE8DeF8DeB8Jex7IvhFTeBUhBlnBi?rBGsBXsB,v115@zgB8HeC8GeD8EeE8DeF8DeB8Jex7IvhF8hBGeBamBz?iB/sB1wB,v115@zgB8HeC8GeD8EeE8DeF8DeB8Jel7IvhFuhB3dBcjBZ?mBCsBTsB,v115@zgB8HeC8GeD8EeE8DeF8DeB8Jex7IvhFTeB3hBlnBm?rB6sBUrB,v115@zgB8HeC8GeD8EeE8DeF8DeB8Jex7IvhFViBcjBamB3?iB+rBTsB,v115@zgB8HeC8GeD8EeE8DeF8DeB8Jex7IvhF8hBTeBamBl?nB3rB+sB,v115@zgB8HeC8GeD8EeE8DeF8DeB8Je07IvhFxdB3hBlnBm?rBCtBTrB,v115@zgB8HeC8GeD8EeE8DeF8DeB8JeU9IvhFFhBXjBzmBm?lBCoBxwB
JLSOZTI,O,X,X,O,X,X,X,X,O,X,X,X
JLSOZIT,O,O,X,O,X,X,X,X,O,X,X,X
JLZTISO,O,X,O,X,O,O,O,X,O,X,X,X
JLZTIOS,O,X,O,X,O,O,O,X,O,X,X,X
JLZTSIO,O,X,O,X,O,O,O,X,O,X,O,X
JLZTSOI,O,X,O,X,O,O,O,X,O,X,O,X
JLZTOIS,O,X,O,X,O,O,X,X,O,X,X,X
JLZTOSI,O,X,O,X,O,X,O,X,O,X,X,X
JLZITSO,O,X,O,X,O,X,O,X,O,X,X,X
JLZITOS,O,X,O,X,O,X,O,X,O,X,X,X
JLZISTO,O,X,X,O,X,X,O,X,O,X,X,X
JLZISOT,O,X,X,O,X,X,O,X,O,X,X,X
JLZIOTS,O,X,O,X,O,X,O,X,O,X,X,X
JLZIOST,O,X,X,O,X,X,O,X,O,X,X,X
JLZSTIO,O,X,X,O,X,X,O,X,O,X,O,X
JLZSTOI,O,X,X,O,X,X,O,X,O,X,O,X
JLZSITO,O,X,X,O,X,X,O,X,O,X,X,X
JLZSIOT,O,X,X,O,X,X,O,X,O,X,X,X
JLZSOTI,O,X,X,O,X,X,O,X,O,X,X,X
JLZSOIT,O,X,X,O,X,X,O,X,O,X,X,X
JLZOTIS,O,X,O,X,O,X,X,X,O,X,X,X
JLZOTSI,O,X,O,X,O,X,O,X,O,X,X,X
JLZOITS,O,X,O,X,O,X,O,X,O,X,X,X
JLZOIST,O,X,X,O,X,X,O,X,O,X,X,X
JLZOSTI,O,X,X,O,X,X,O,X,O,X,X,X
JLZOSIT,O,X,X,O,X,X,O,X,O,X,X,X
JLOTISZ,X,X,X,X,X,X,X,X,O,X,X,X
JLOTIZS,O,X,X,X,X,X,X,X,O,X,X,X
JLOTSIZ,X,O,X,X,X,X,X,O,O,X,X,X
JLOTSZI,O,X,X,X,X,O,X,O,O,X,X,X
JLOTZIS,O,X,O,X,O,O,X,X,O,X,X,X
JLOTZSI,O,X,O,X,O,X,O,X,O,X,X,X
JLOITSZ,X,O,X,X,X,X,O,X,O,X,X,X
JLOITZS,O,X,X,X,X,X,O,X,O,X,X,X
JLOISTZ,X,O,X,X,X,X,O,X,O,X,X,X
JLOISZT,O,O,X,X,X,X,O,X,O,X,X,X
JLOIZTS,O,X,O,X,O,X,O,X,O,X,X,X
JLOIZST,O,X,X,X,X,X,O,X,O,X,X,X
JLOSTIZ,X,O,X,O,X,O,X,X,O,X,X,X
JLOSTZI,O,X,X,O,X,O,X,X,O,X,X,X
JLOSITZ,X,O,X,X,X,X,X,X,O,X,X,X
JLOSIZT,O,O,X,X,X,X,X,X,O,X,X,X
JLOSZTI,O,X,X,O,X,X,X,X,O,X,X,X
JLOSZIT,O,O,X,O,X,X,X,X,O,X,X,X
JLOZTIS,O,X,O,X,O,X,X,X,O,X,X,X
JLOZTSI,O,X,O,X,O,X,O,X,O,X,X,X
JLOZITS,O,X,O,X,O,X,O,X,O,X,X,X
JLOZIST,O,X,X,O,X,X,O,X,O,X,X,X
JLOZSTI,O,X,X,O,X,X,O,X,O,X,X,X
JLOZSIT,O,X,X,O,X,X,O,X,O,X,X,X
JSTILZO,X,O,X,X,X,O,X,O,X,X,O,X
JSTILOZ,X,O,X,X,X,X,X,O,X,X,O,X
JSTIZLO,X,O,X,X,X,O,X,O,X,X,O,X
JSTIZOL,X,O,X,X,X,O,X,O,X,X,X,X
JSTIOLZ,X,O,X,X,X,X,X,O,X,X,X,X
JSTIOZL,X,O,X,X,X,X,X,O,X,X,X,X
JSTLIZO,X,O,X,X,X,O,X,O,O,X,O,X
JSTLIOZ,X,O,X,X,X,X,X,O,X,X,O,X
JSTLZIO,O,X,X,X,X,O,X,O,O,O,O,X
JSTLZOI,O,X,X,X,X,O,X,O,O,O,O,X
JSTLOIZ,X,O,X,X,X,O,X,O,X,X,O,X
JSTLOZI,O,X,X,X,X,O,X,O,X,X,O,X
JSTZILO,X,O,O,X,X,O,X,O,X,X,O,X
JSTZIOL,O,O,O,X,X,O,X,O,X,X,X,X
JSTZLIO,X,X,O,X,X,O,X,O,O,O,O,X
JSTZLOI,X,X,O,X,X,O,X,O,O,O,O,X
JSTZOIL,O,O,O,X,X,O,X,O,X,X,X,X
JSTZOLI,O,X,O,X,X,O,X,O,X,X,O,X
JSTOILZ,X,O,X,X,X,O,X,O,X,X,X,X
JSTOIZL,X,O,X,X,X,O,X,O,X,X,X,X
JSTOLIZ,X,O,X,X,X,O,X,O,X,X,O,X
JSTOLZI,O,X,X,X,X,O,X,O,X,X,O,X
JSTOZIL,O,O,O,X,X,O,X,O,X,X,X,X
JSTOZLI,O,X,O,X,X,O,X,O,X,X,O,X
JSITLZO,X,O,X,X,X,O,X,O,X,X,O,X
JSITLOZ,X,O,X,X,X,X,X,O,X,X,O,X
JSITZLO,X,O,X,X,X,O,X,O,X,X,O,X
JSITZOL,X,O,X,X,X,O,X,O,X,X,X,X
JSITOLZ,X,O,X,X,X,X,X,O,X,X,X,X
JSITOZL,X,O,X,X,X,X,X,O,X,X,X,X
JSILTZO,X,O,X,X,X,X,X,O,X,X,X,X
JSILTOZ,X,O,X,X,X,X,X,O,X,X,X,X
JSILZTO,O,O,X,X,X,X,X,X,X,X,X,X
JSILZOT,O,O,X,X,X,X,X,X,X,X,X,X
JSILOTZ,X,O,X,X,X,X,X,X,X,X,X,X
JSILOZT,O,O,X,X,X,X,X,X,X,X,X,X
JSIZTLO,X,O,O,X,X,X,X,O,X,X,O,X
JSIZTOL,O,O,O,X,X,X,X,O,X,X,X,X
JSIZLTO,X,O,X,X,X,X,X,X,X,X,X,X
JSIZLOT,X,O,X,X,X,X,X,X,X,X,X,X
JSIZOTL,O,O,O,X,X,X,X,X,X,X,X,X
JSIZOLT,X,O,X,X,X,X,X,X,X,X,X,X
JSIOTLZ,X,O,X,X,X,X,X,O,X,X,X,X
JSIOTZL,X,O,X,X,X,X,X,O,X,X,X,O
JSIOLTZ,X,O,X,X,X,X,X,X,X,X,X,X
JSIOLZT,O,O,X,X,X,X,X,X,X,X,X,X
JSIOZTL,O,O,O,X,X,X,X,X,X,X,X,O
JSIOZLT,X,O,X,X,X,X,X,X,X,X,X,X
JSLTIZO,X,O,X,X,X,O,X,O,O,X,O,X
JSLTIOZ,X,O,X,X,X,X,X,O,X,X,O,X
JSLTZIO,O,X,X,X,X,O,X,O,O,O,O,X
JSLTZOI,O,X,X,X,X,O,X,O,O,O,O,X
JSLTOIZ,X,O,X,X,X,X,X,O,X,X,O,X
JSLTOZI,O,X,X,X,X,O,X,O,X,X,O,X
JSLITZO,X,O,X,X,X,X,X,O,O,X,X,X
JSLITOZ,X,O,X,X,X,X,X,O,X,X,X,X
JSLIZTO,O,O,X,X,X,X,X,X,O,O,X,X
JSLIZOT,O,O,X,X,X,X,X,X,O,X,X,X
JSLIOTZ,X,O,X,X,X,X,X,X,O,X,X,X
JSLIOZT,O,O,X,X,X,X,X,X,O,X,X,X
JSLZTIO,O,X,X,X,X,X,X,X,O,O,O,X
JSLZTOI,O,X,X,X,X,X,X,X,O,O,O,X
JSLZITO,O,O,X,X,X,X,X,X,O,O,X,X
JSLZIOT,O,O,X,X,X,X,X,X,O,X,X,X
JSLZOTI,O,X,X,X,X,X,X,X,O,X,X,X
JSLZOIT,O,O,X,X,X,X,X,X,O,X,X,X
JSLOTIZ,X,O,X,X,X,X,X,X,O,X,X,X
JSLOTZI,O,X,X,X,X,X,X,X,O,X,X,X
JSLOITZ,X,O,X,X,X,X,X,X,O,X,X,X
JSLOIZT,O,O,X,X,X,X,X,X,O,X,X,X
JSLOZTI,O,X,X,X,X,X,X,X,O,X,X,X
JSLOZIT,O,O,X,X,X,X,X,X,O,X,X,X
JSZTILO,X,O,O,X,X,O,X,O,X,X,O,X
JSZTIOL,O,O,O,X,X,O,X,O,X,X,X,X
JSZTLIO,X,X,O,X,X,O,X,O,O,O,O,X
JSZTLOI,X,X,O,X,X,O,X,O,O,O,O,X
JSZTOIL,O,O,O,X,X,O,X,O,X,X,X,X
JSZTOLI,O,X,O,X,X,O,X,O,X,X,O,X
JSZITLO,X,O,O,X,X,X,X,O,X,X,O,X
JSZITOL,O,O,O,X,X,X,X,O,X,X,X,X
JSZILTO,X,O,X,X,X,X,X,X,X,X,X,X
JSZILOT,X,O,X,X,X,X,X,X,X,X,X,X
JSZIOTL,O,O,O,X,X,X,X,X,X,X,X,X
JSZIOLT,X,O,X,X,X,X,X,X,X,X,X,X
JSZLTIO,O,X,X,X,X,X,X,X,O,O,O,X
JSZLTOI,O,X,X,X,X,X,X,X,O,O,O,X
JSZLITO,O,O,X,X,X,X,X,X,O,O,X,X
JSZLIOT,O,O,X,X,X,X,X,X,O,X,X,X
JSZLOTI,O,X,X,X,X,X,X,X,O,X,X,X
JSZLOIT,O,O,X,X,X,X,X,X,O,X,X,X
JSZOTIL,O,O,O,X,X,X,X,X,X,X,X,X
JSZOTLI,O,X,O,X,X,X,X,X,O,X,O,X
JSZOITL,O,O,O,X,X,X,X,X,X,X,X,X
JSZOILT,X,O,X,X,X,X,X,X,X,X,X,X
JSZOLTI,O,X,X,X,X,X,X,X,O,X,X,X
JSZOLIT,O,O,X,X,X,X,X,X,O,X,X,X
JSOTILZ,X,O,X,X,X,O,X,O,X,X,X,X
JSOTIZL,X,O,X,X,X,O,X,O,X,X,X,X
JSOTLIZ,X,O,X,X,X,O,X,O,O,X,O,X
JSOTLZI,O,X,X,X,X,O,X,O,O,X,O,X
JSOTZIL,O,O,O,X,X,O,X,O,X,X,X,X
JSOTZLI,O,X,O,X,X,O,X,O,O,X,O,X
JSOITLZ,X,O,X,X,X,O,X,O,X,X,X,X
JSOITZL,X,O,X,X,X,O,X,O,X,X,X,X
JSOILTZ,X,O,X,X,X,X,X,X,X,X,X,X
JSOILZT,O,O,X,X,X,X,X,X,X,X,X,X
JSOIZTL,O,O,O,X,X,X,X,X,X,X,X,X
JSOIZLT,X,O,X,X,X,X,X,X,X,X,X,X
JSOLTIZ,X,O,X,X,X,O,X,X,O,X,X,X
JSOLTZI,O,X,X,X,X,O,X,X,O,X,X,X
JSOLITZ,X,O,X,X,X,X,X,X,O,X,X,X
JSOLIZT,O,O,X,X,X,X,X,X,O,X,X,X
JSOLZTI,O,X,X,X,X,X,X,X,O,X,X,X
JSOLZIT,O,O,X,X,X,X,X,X,O,X,X,X
JSOZTIL,O,O,O,X,X,O,X,X,X,X,X,X
JSOZTLI,O,X,O,X,X,O,X,X,O,X,O,X
JSOZITL,O,O,O,X,X,X,X,X,X,X,X,X
JSOZILT,X,O,X,X,X,X,X,X,X,X,X,X
JSOZLTI,O,X,X,X,X,X,X,X,O,X,X,X
JSOZLIT,O,O,X,X,X,X,X,X,O,X,X,X
JZTILSO,X,X,O,X,X,O,O,X,O,X,X,X
JZTILOS,O,X,O,X,X,O,O,X,O,X,X,X
JZTISLO,X,X,O,X,X,O,O,X,X,X,O,X
JZTISOL,O,X,O,X,X,O,O,X,X,X,X,X
JZTIOLS,O,X,O,X,X,O,X,X,X,X,X,X
JZTIOSL,O,X,O,X,X,O,X,X,X,X,X,X
JZTLISO,O,X,O,X,O,O,O,X,O,X,X,X
JZTLIOS,O,X,O,X,O,O,O,X,O,X,X,X
JZTLSIO,O,X,O,X,O,O,O,X,O,X,O,X
JZTLSOI,O,X,O,X,O,O,O,X,O,X,O,X
JZTLOIS,O,X,O,X,O,O,X,X,O,X,X,X
JZTLOSI,O,X,O,X,O,X,O,X,O,X,X,X
JZTSILO,X,O,O,X,X,O,O,O,X,X,O,X
JZTSIOL,O,O,O,X,X,O,O,O,X,X,X,X
JZTSLIO,X,X,O,X,X,O,O,O,O,X,O,X
JZTSLOI,X,X,O,X,X,O,X,O,O,X,O,X
JZTSOIL,O,O,O,X,X,O,O,O,X,X,X,X
JZTSOLI,O,X,O,X,X,O,X,O,X,X,O,X
JZTOILS,O,X,O,X,X,O,X,X,O,X,X,X
JZTOISL,O,X,O,X,X,O,X,X,X,X,X,X
JZTOLIS,O,X,O,X,O,O,X,X,O,X,X,X
JZTOLSI,O,X,O,X,O,X,X,X,O,X,X,X
JZTOSIL,O,O,O,X,X,X,X,O,X,X,X,X
JZTOSLI,O,X,O,X,X,X,X,O,O,X,O,X
JZITLSO,X,X,O,X,X,X,O,X,O,X,X,X
JZITLOS,O,X,O,X,X,X,O,X,O,X,X,X
JZITSLO,X,O,O,X,X,X,O,X,X,X,O,X
JZITSOL,O,O,O,X,X,X,O,X,X,X,X,X
JZITOLS,O,X,O,X,X,X,X,X,X,X,X,X
JZITOSL,O,O,O,X,X,X,X,X,X,X,X,X
JZILTSO,O,X,O,X,O,X,O,X,O,X,X,X
JZILTOS,O,X,O,X,O,X,O,X,O,X,X,X
JZILSTO,O,X,X,O,X,X,O,X,O,X,X,X
JZILSOT,O,X,X,O,X,X,O,X,O,X,X,X
JZILOTS,O,X,O,X,O,X,O,X,O,X,X,X
JZILOST,O,X,X,O,X,X,O,X,O,X,X,X
JZISTLO,X,O,O,X,X,X,O,O,X,X,O,X
JZISTOL,O,O,O,X,X,X,O,O,X,X,X,X
JZISLTO,X,O,X,X,X,X,O,X,X,X,X,X
JZISLOT,X,O,X,X,X,X,O,X,X,X,X,X
JZISOTL,O,O,O,X,X,X,O,X,X,X,X,X
JZISOLT,X,O,X,X,X,X,X,X,X,X,X,X
JZIOTLS,O,X,O,X,X,X,X,X,O,X,X,X
JZIOTSL,O,O,O,X,X,X,X,X,X,X,X,X
JZIOLTS,O,X,O,X,O,X,X,X,O,X,X,X
JZIOLST,O,X,X,O,X,X,X,X,O,X,X,X
JZIOSTL,O,O,O,X,X,X,X,X,X,X,X,X
JZIOSLT,X,O,X,X,X,X,X,X,X,X,X,X
JZLTISO,O,X,O,X,O,O,O,X,O,X,X,X
JZLTIOS,O,X,O,X,O,O,O,X,O,X,X,X
JZLTSIO,O,X,O,X,O,O,O,X,O,X,O,X
JZLTSOI,O,X,O,X,O,O,O,X,O,X,O,X
JZLTOIS,O,X,O,X,O,O,X,X,O,X,X,X
JZLTOSI,O,X,O,X,O,X,O,X,O,X,X,X
JZLITSO,O,X,O,X,O,X,O,X,O,X,X,X
JZLITOS,O,X,O,X,O,X,O,X,O,X,X,X
JZLISTO,O,X,X,O,X,X,O,X,O,X,X,X
JZLISOT,O,X,X,O,X,X,O,X,O,X,X,X
JZLIOTS,O,X,O,X,O,X,O,X,O,X,X,X
JZLIOST,O,X,X,O,X,X,O,X,O,X,X,X
JZLSTIO,O,X,X,O,X,X,O,X,O,X,O,X
JZLSTOI,O,X,X,O,X,X,O,X,O,X,O,X
JZLSITO,O,X,X,O,X,X,O,X,O,X,X,X
JZLSIOT,O,X,X,O,X,X,O,X,O,X,X,X
JZLSOTI,O,X,X,O,X,X,O,X,O,X,X,X
JZLSOIT,O,X,X,O,X,X,O,X,O,X,X,X
JZLOTIS,O,X,O,X,O,X,X,X,O,X,X,X
JZLOTSI,O,X,O,X,O,X,O,X,O,X,X,X
JZLOITS,O,X,O,X,O,X,O,X,O,X,X,X
JZLOIST,O,X,X,O,X,X,O,X,O,X,X,X
JZLOSTI,O,X,X,O,X,X,O,X,O,X,X,X
JZLOSIT,O,X,X,O,X,X,O,X,O,X,X,X
JZSTILO,X,O,O,X,X,O,O,O,X,X,O,X
JZSTIOL,O,O,O,X,X,O,O,O,X,X,X,X
JZSTLIO,X,X,O,X,X,O,O,O,O,X,O,X
JZSTLOI,X,X,O,X,X,O,O,O,O,X,O,X
JZSTOIL,O,O,O,X,X,O,O,O,X,X,X,X
JZSTOLI,O,X,O,X,X,O,X,O,X,X,O,X
JZSITLO,X,O,O,X,X,X,O,O,X,X,O,X
JZSITOL,O,O,O,X,X,X,O,O,X,X,X,X
JZSILTO,X,O,X,X,X,X,O,X,X,X,X,X
JZSILOT,X,O,X,X,X,X,O,X,X,X,X,X
JZSIOTL,O,O,O,X,X,X,O,X,X,X,X,X
JZSIOLT,X,O,X,X,X,X,X,X,X,X,X,X
JZSLTIO,O,X,X,X,X,X,O,X,O,X,O,X
JZSLTOI,O,X,X,X,X,X,O,X,O,X,O,X
JZSLITO,O,O,X,X,X,X,O,X,O,X,X,X
JZSLIOT,O,O,X,X,X,X,O,X,O,X,X,X
JZSLOTI,O,X,X,X,X,X,O,X,O,X,X,X
JZSLOIT,O,O,X,X,X,X,O,X,O,X,X,X
JZSOTIL,O,O,O,X,X,X,O,X,X,X,X,X
JZSOTLI,O,X,O,X,X,X,X,X,O,X,O,X
JZSOITL,O,O,O,X,X,X,O,X,X,X,X,X
JZSOILT,X,O,X,X,X,X,X,X,X,X,X,X
JZSOLTI,O,X,X,X,X,X,O,X,O,X,X,X
JZSOLIT,O,O,X,X,X,X,O,X,O,X,X,X
JZOTILS,O,X,O,X,X,X,X,X,O,X,X,X
JZOTISL,O,X,O,X,X,X,X,X,X,X,X,X
JZOTLIS,O,X,O,X,O,X,X,X,O,X,X,X
JZOTLSI,O,X,O,X,O,X,X,X,O,X,X,X
JZOTSIL,O,O,O,X,X,X,X,O,X,X,X,X
JZOTSLI,O,X,O,X,X,X,X,O,O,X,O,X
JZOITLS,O,X,O,X,X,X,X,X,O,X,X,X
JZOITSL,O,O,O,X,X,X,X,X,X,X,X,X
JZOILTS,O,X,O,X,O,X,X,X,O,X,X,X
JZOILST,O,X,X,O,X,X,X,X,O,X,X,X
JZOISTL,O,O,O,X,X,X,X,X,X,X,X,X
JZOISLT,X,O,X,X,X,X,X,X,X,X,X,X
JZOLTIS,O,X,O,X,O,X,X,X,O,X,X,X
JZOLTSI,O,X,O,X,O,X,X,X,O,X,X,X
JZOLITS,O,X,O,X,O,X,X,X,O,X,X,X
JZOLIST,O,X,X,O,X,X,X,X,O,X,X,X
JZOLSTI,O,X,X,O,X,X,X,X,O,X,X,X
JZOLSIT,O,X,X,O,X,X,X,X,O,X,X,X
JZOSTIL,O,O,O,X,X,O,X,X,X,X,X,X
JZOSTLI,O,X,O,X,X,O,X,X,O,X,O,X
JZOSITL,O,O,O,X,X,X,X,X,X,X,X,X
JZOSILT,X,O,X,X,X,X,X,X,X,X,X,X
JZOSLTI,O,X,X,X,X,X,X,X,O,X,X,X
JZOSLIT,O,O,X,X,X,X,X,X,O,X,X,X
JOTILSZ,X,O,X,X,X,X,X,X,O,X,X,X
JOTILZS,O,X,X,X,X,X,X,X,O,X,X,X
JOTISLZ,X,O,X,X,X,X,X,O,X,X,X,X
JOTISZL,X,O,X,X,X,X,X,O,X,X,X,X
JOTIZLS,O,X,O,X,X,X,X,X,O,X,X,X
JOTIZSL,O,O,O,X,X,X,X,X,X,X,X,X
JOTLISZ,X,X,X,X,X,X,X,X,O,X,X,X
JOTLIZS,O,X,X,X,X,X,X,X,O,X,X,X
JOTLSIZ,X,O,X,X,X,X,X,O,O,X,X,X
JOTLSZI,O,X,X,X,X,O,X,O,O,X,X,X
JOTLZIS,O,X,O,X,O,O,X,X,O,X,X,X
JOTLZSI,O,X,O,X,O,X,X,X,O,X,X,X
JOTSILZ,X,O,X,X,X,O,X,O,X,X,X,X
JOTSIZL,X,O,X,X,X,O,X,O,X,X,X,X
JOTSLIZ,X,O,X,X,X,O,X,O,O,X,O,X
JOTSLZI,O,X,X,X,X,O,X,O,O,X,O,X
JOTSZIL,O,O,O,X,X,O,X,O,X,X,X,X
JOTSZLI,O,X,O,X,X,O,X,O,O,X,O,X
JOTZILS,O,X,O,X,X,O,X,X,O,X,X,X
JOTZISL,O,X,O,X,X,O,X,X,X,X,X,X
JOTZLIS,O,X,O,X,O,O,X,X,O,X,X,X
JOTZLSI,O,X,O,X,O,X,X,X,O,X,X,X
JOTZSIL,O,O,O,X,X,X,X,O,X,X,X,X
JOTZSLI,O,X,O,X,X,X,X,O,O,X,O,X
JOITLSZ,X,O,X,X,X,X,X,X,O,X,X,X
JOITLZS,O,X,X,X,X,X,X,X,O,X,X,X
JOITSLZ,X,O,X,X,X,X,X,O,X,X,X,X
JOITSZL,X,O,X,X,X,X,X,O,X,X,X,X
JOITZLS,O,X,O,X,X,X,X,X,O,X,X,X
JOITZSL,O,O,O,X,X,X,X,X,X,X,X,X
JOILTSZ,X,O,X,X,X,X,X,X,O,X,X,X
JOILTZS,O,X,X,X,X,X,X,X,O,X,X,X
JOILSTZ,X,O,X,X,X,X,X,X,O,X,X,X
JOILSZT,O,O,X,X,X,X,X,X,O,X,X,X
JOILZTS,O,X,O,X,O,X,X,X,O,X,X,X
JOILZST,O,X,X,X,X,X,X,X,O,X,X,X
JOISTLZ,X,O,X,X,X,O,X,O,X,X,X,X
JOISTZL,X,O,X,X,X,O,X,O,X,X,X,X
JOISLTZ,X,O,X,X,X,X,X,X,X,X,X,X
JOISLZT,O,O,X,X,X,X,X,X,X,X,X,X
JOISZTL,O,O,O,X,X,X,X,X,X,X,X,X
JOISZLT,X,O,X,X,X,X,X,X,X,X,X,X
JOIZTLS,O,X,O,X,X,X,X,X,O,X,X,X
JOIZTSL,O,O,O,X,X,X,X,X,X,X,X,X
JOIZLTS,O,X,O,X,O,X,X,X,O,X,X,X
JOIZLST,O,X,X,X,X,X,X,X,O,X,X,X
JOIZSTL,O,O,O,X,X,X,X,X,X,X,X,X
JOIZSLT,X,O,X,X,X,X,X,X,X,X,X,X
JOLTISZ,X,X,X,X,X,X,X,X,O,X,X,X
JOLTIZS,O,X,X,X,X,X,X,X,O,X,X,X
JOLTSIZ,X,O,X,X,X,X,X,O,O,X,X,X
JOLTSZI,O,X,X,X,X,O,X,O,O,X,X,X
JOLTZIS,O,X,O,X,O,O,X,X,O,X,X,X
JOLTZSI,O,X,O,X,O,X,X,X,O,X,X,X
JOLITSZ,X,O,X,X,X,X,X,X,O,X,X,X
JOLITZS,O,X,X,X,X,X,X,X,O,X,X,X
JOLISTZ,X,O,X,X,X,X,X,X,O,X,X,X
JOLISZT,O,O,X,X,X,X,X,X,O,X,X,X
JOLIZTS,O,X,O,X,O,X,X,X,O,X,X,X
JOLIZST,O,X,X,X,X,X,X,X,O,X,X,X
JOLSTIZ,X,O,X,O,X,O,X,X,O,X,X,X
JOLSTZI,O,X,X,O,X,O,X,X,O,X,X,X
JOLSITZ,X,O,X,X,X,X,X,X,O,X,X,X
JOLSIZT,O,O,X,X,X,X,X,X,O,X,X,X
JOLSZTI,O,X,X,O,X,X,X,X,O,X,X,X
JOLSZIT,O,O,X,O,X,X,X,X,O,X,X,X
JOLZTIS,O,X,O,X,O,X,X,X,O,X,X,X
JOLZTSI,O,X,O,X,O,X,X,X,O,X,X,X
JOLZITS,O,X,O,X,O,X,X,X,O,X,X,X
JOLZIST,O,X,X,O,X,X,X,X,O,X,X,X
JOLZSTI,O,X,X,O,X,X,X,X,O,X,X,X
JOLZSIT,O,X,X,O,X,X,X,X,O,X,X,X
JOSTILZ,X,O,X,X,X,O,X,O,X,X,X,X
JOSTIZL,X,O,X,X,X,O,X,O,X,X,X,X
JOSTLIZ,X,O,X,X,X,O,X,O,O,X,O,X
JOSTLZI,O,X,X,X,X,O,X,O,O,X,O,X
JOSTZIL,O,O,O,X,X,O,X,O,X,X,X,X
JOSTZLI,O,X,O,X,X,O,X,O,O,X,O,X
JOSITLZ,X,O,X,X,X,O,X,O,X,X,X,X
JOSITZL,X,O,X,X,X,O,X,O,X,X,X,X
JOSILTZ,X,O,X,X,X,X,X,X,X,X,X,X
JOSILZT,O,O,X,X,X,X,X,X,X,X,X,X
JOSIZTL,O,O,O,X,X,X,X,X,X,X,X,X
JOSIZLT,X,O,X,X,X,X,X,X,X,X,X,X
JOSLTIZ,X,O,X,X,X,O,X,X,O,X,X,X
JOSLTZI,O,X,X,X,X,O,X,X,O,X,X,X
JOSLITZ,X,O,X,X,X,X,X,X,O,X,X,X
JOSLIZT,O,O,X,X,X,X,X,X,O,X,X,X
JOSLZTI,O,X,X,X,X,X,X,X,O,X,X,X
JOSLZIT,O,O,X,X,X,X,X,X,O,X,X,X
JOSZTIL,O,O,O,X,X,O,X,X,X,X,X,X
JOSZTLI,O,X,O,X,X,O,X,X,O,X,O,X
JOSZITL,O,O,O,X,X,X,X,X,X,X,X,X
JOSZILT,X,O,X,X,X,X,X,X,X,X,X,X
JOSZLTI,O,X,X,X,X,X,X,X,O,X,X,X
JOSZLIT,O,O,X,X,X,X,X,X,O,X,X,X
JOZTILS,O,X,O,X,X,X,X,X,O,X,X,X
JOZTISL,O,X,O,X,X,X,X,X,X,X,X,X
JOZTLIS,O,X,O,X,O,X,X,X,O,X,X,X
JOZTLSI,O,X,O,X,O,X,X,X,O,X,X,X
JOZTSIL,O,O,O,X,X,X,X,O,X,X,X,X
JOZTSLI,O,X,O,X,X,X,X,O,O,X,O,X
JOZITLS,O,X,O,X,X,X,X,X,O,X,X,X
JOZITSL,O,O,O,X,X,X,X,X,X,X,X,X
JOZILTS,O,X,O,X,O,X,X,X,O,X,X,X
JOZILST,O,X,X,O,X,X,X,X,O,X,X,X
JOZISTL,O,O,O,X,X,X,X,X,X,X,X,X
JOZISLT,X,O,X,X,X,X,X,X,X,X,X,X
JOZLTIS,O,X,O,X,O,X,X,X,O,X,X,X
JOZLTSI,O,X,O,X,O,X,X,X,O,X,X,X
JOZLITS,O,X,O,X,O,X,X,X,O,X,X,X
JOZLIST,O,X,X,O,X,X,X,X,O,X,X,X
JOZLSTI,O,X,X,O,X,X,X,X,O,X,X,X
JOZLSIT,O,X,X,O,X,X,X,X,O,X,X,X
JOZSTIL,O,O,O,X,X,O,X,X,X,X,X,X
JOZSTLI,O,X,O,X,X,O,X,X,O,X,O,X
JOZSITL,O,O,O,X,X,X,X,X,X,X,X,X
JOZSILT,X,O,X,X,X,X,X,X,X,X,X,X
JOZSLTI,O,X,X,X,X,X,X,X,O,X,X,X
JOZSLIT,O,O,X,X,X,X,X,X,O,X,X,X
STILJZO,X,O,X,X,X,O,O,X,X,X,X,X
STILJOZ,X,O,X,X,X,X,O,X,X,X,X,X
STILZJO,X,X,X,X,X,O,O,X,X,O,X,X
STILZOJ,X,O,X,X,X,O,O,X,X,O,X,X
STILOJZ,X,O,X,X,X,O,O,X,X,X,X,X
STILOZJ,X,O,X,X,X,O,O,X,X,X,X,X
STIJLZO,X,O,X,X,X,O,X,O,X,X,O,X
STIJLOZ,X,O,X,X,X,X,X,O,X,X,O,X
STIJZLO,X,O,X,X,X,O,X,O,X,X,O,X
STIJZOL,X,O,X,X,X,O,X,O,X,X,X,X
