sequence,v115@3gF8GeC8HeD8EeF8DeC8Jex6IvhFTfBOlB/mBUiBtq?BywB,v115@3gF8GeC8HeD8EeF8DeC8JeO/IvhF6gBzfBNnBxqBXr?B0rB,v115@3gF8GeC8HeD8EeF8DeC8JeO/IvhF6gBzfBNnBxqB0r?BXrB,v115@3gF8GeC8HeD8EeF8DeC8Jex6IvhFTfBSmBNnB/qB0r?BmqB,v115@3gF8GeC8HeD8EeF8DeC8Jex6IvhFTfBKlBWmBNnB0r?BXrB,v115@3gF8GeC8HeD8EeF8DeC8Jex6IvhFTfBKlBWmBNnBXr?B0rB,v115@3gF8GeC8HeD8EeF8DeC8Jex6IvhFTfBOlBNnBCmB0r?BXrB,v115@3gF8GeC8HeD8EeF8DeC8Jex6IvhFTfBOlBNnBCmBXr?B0rB,v115@3gF8GeC8HeD8EeF8DeC8Jex6IvhFTfBNlBamBUiBfs?BWwB,v115@3gF8GeC8HeD8EeF8DeC8Jex6IvhFTfB0gB6mBNnB/q?B2wB,v115@3gF8GeC8HeD8EeF8DeC8JeK/IvhFzaB+gBNnBxqB0r?BXrB,v115@3gF8GeC8HeD8EeF8DeC8JeK/IvhFzaB+gBNnBxqBXr?B0rB,v115@3gF8GeC8HeD8EeF8DeC8JeO/IvhF0bBzfB9qBxmB3m?BywB,v115@3gF8GeC8HeD8EeF8DeC8Jex6IvhFTfBNlB3hBOsBCr?BUrB,v115@3gF8GeC8HeD8EeF8DeC8Jex6IvhFTfBNlBUhBOsBCr?B3rB,v115@3gF8GeC8HeD8EeF8DeC8Jex6IvhFTfBNlBGhB8qBXn?BywB,v115@3gF8GeC8HeD8EeF8DeC8Jex6IvhFTfBKlBdmBUiBfs?BWwB,v115@3gF8GeC8HeD8EeF8DeC8JeT6IvhFxgBNnB6lBmkBXr?B0rB,v115@3gF8GeC8HeD8EeF8DeC8JeT6IvhFxgBNnB6lBmkB0r?BXrB,v115@3gF8GeC8HeD8EeF8DeC8Jex6IvhFTfBNlBUiBKrBfs?BuqB,v115@3gF8GeC8HeD8EeF8DeC8JeK/IvhFzaBNnBxlB+lB0r?BXrB,v115@3gF8GeC8HeD8EeF8DeC8JeO/IvhF8fBtgB/qBxmBir?BzrB,v115@3gF8GeC8HeD8EeF8DeC8JeK/IvhFzaBNnBxlB+lBXr?B0rB,v115@3gF8GeC8HeD8EeF8DeC8JeO/IvhFRgBUiBXgB9qBTm?BywB,v115@3gF8GeC8HeD8EeF8DeC8JeT6IvhF/mBUiBxkBOlBtq?BywB,v115@3gF8GeC8HeD8EeF8DeC8JeO/IvhFXbBChBNnBUlBTm?BRwB
IJLSTZO,O,O,O,X,X,X,X,O,O,X,X,X,O,O,X,X,X,X,X,X,X,O,X,X,X,X
IJLSTOZ,O,O,O,X,X,X,X,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
IJLSZTO,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
IJLSZOT,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
IJLSOTZ,O,O,O,X,X,X,X,O,O,X,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X
IJLSOZT,X,X,X,X,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
IJLZTSO,O,O,O,X,X,X,O,X,O,X,X,X,O,X,O,X,X,X,X,X,X,X,X,O,X,O
IJLZTOS,O,O,O,X,X,X,O,X,O,X,X,X,O,X,O,X,X,X,X,X,X,X,X,O,X,O
IJLZSTO,X,X,X,X,X,X,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,O
IJLZSOT,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
IJLZOTS,O,O,O,X,X,X,O,X,X,X,O,O,X,X,O,X,X,X,X,X,X,X,X,O,X,X
IJLZOST,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X
IJLOTSZ,O,O,O,X,X,X,X,O,O,X,O,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X
IJLOTZS,O,O,O,X,X,X,O,X,O,X,O,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X
IJLOSTZ,O,O,O,X,X,X,X,O,O,X,O,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X
IJLOSZT,X,X,X,X,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
IJLOZTS,O,O,O,X,X,X,O,X,X,X,O,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X
IJLOZST,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
IJSTLZO,O,O,X,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
IJSTLOZ,O,O,X,X,X,X,X,O,O,O,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X
IJSTZLO,O,O,X,X,X,X,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,O
IJSTZOL,O,O,O,X,X,X,O,O,O,O,X,X,O,O,X,X,X,O,X,X,X,O,X,X,X,O
IJSTOLZ,O,O,O,X,X,X,X,O,O,O,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,O
IJSTOZL,O,O,X,X,X,X,O,O,O,O,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,O
IJSLTZO,O,O,O,X,X,X,X,O,O,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X
IJSLTOZ,O,O,O,X,X,X,X,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
IJSLZTO,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
IJSLZOT,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
IJSLOTZ,O,O,O,X,X,X,X,O,O,X,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X
IJSLOZT,X,X,X,X,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
IJSZTLO,X,X,X,X,X,X,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O
IJSZTOL,X,X,X,X,X,X,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O
IJSZLTO,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O
IJSZLOT,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
IJSZOTL,X,X,X,X,X,X,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O
IJSZOLT,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
IJSOTLZ,O,X,X,X,X,X,X,O,O,O,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X
IJSOTZL,O,X,X,X,X,X,O,O,O,O,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X
IJSOLTZ,O,O,O,X,X,X,X,O,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
IJSOLZT,X,X,X,X,X,X,X,X,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
IJSOZTL,X,X,X,X,X,X,O,O,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
IJSOZLT,X,X,X,X,X,X,X,X,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
IJZTLSO,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,O
IJZTLOS,O,X,O,X,X,X,O,X,X,X,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X,O
IJZTSLO,O,O,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,O
IJZTSOL,O,O,O,X,X,X,O,O,X,X,X,X,O,X,X,X,X,X,O,X,X,X,X,O,X,O
IJZTOLS,O,O,O,X,X,X,O,X,X,X,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X,O
IJZTOSL,O,X,O,X,X,X,O,O,X,X,X,X,O,X,X,X,X,X,O,X,X,X,X,O,X,O
IJZLTSO,O,O,O,X,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,O,X,O
IJZLTOS,O,O,O,X,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,O,X,O
IJZLSTO,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O
IJZLSOT,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
IJZLOTS,O,O,O,X,X,X,O,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X
IJZLOST,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X
IJZSTLO,X,X,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O
IJZSTOL,X,X,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O
IJZSLTO,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O
IJZSLOT,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
IJZSOTL,X,X,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O
IJZSOLT,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
IJZOTLS,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,O
IJZOTSL,O,X,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,O
IJZOLTS,O,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
IJZOLST,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
IJZOSTL,X,X,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O
IJZOSLT,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
IJOTLSZ,O,O,O,X,X,X,X,O,O,O,X,X,X,O,O,X,X,O,O,X,X,X,X,X,X,O
IJOTLZS,O,O,O,X,X,X,O,X,O,O,X,X,X,O,O,X,X,O,O,X,X,X,X,X,X,O
IJOTSLZ,O,O,O,X,X,X,X,O,O,O,X,X,X,O,O,X,X,O,O,X,X,X,X,X,X,O
IJOTSZL,O,O,X,X,X,X,O,O,O,O,X,X,X,O,O,X,X,O,X,X,X,X,X,X,X,O
IJOTZLS,O,O,O,X,X,X,O,X,O,O,X,X,O,O,O,X,X,O,O,X,X,X,X,X,X,O
IJOTZSL,O,X,O,X,X,X,O,O,O,O,X,X,O,O,O,X,X,X,O,X,X,X,X,X,X,O
IJOLTSZ,O,O,O,X,X,X,X,O,O,O,O,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X
IJOLTZS,O,O,O,X,X,X,O,X,O,O,O,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X
IJOLSTZ,O,O,O,X,X,X,X,O,O,O,O,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X
IJOLSZT,X,X,X,X,X,X,X,X,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
IJOLZTS,O,O,O,X,X,X,O,X,X,X,O,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X
IJOLZST,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
IJOSTLZ,O,X,X,X,X,X,X,O,O,O,X,X,X,O,O,X,X,O,X,X,X,X,X,X,X,X
IJOSTZL,O,X,X,X,X,X,O,O,O,O,X,X,X,O,O,X,X,O,X,X,X,X,X,X,X,X
IJOSLTZ,O,O,O,X,X,X,X,O,O,O,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X
IJOSLZT,X,X,X,X,X,X,X,X,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
IJOSZTL,X,X,X,X,X,X,O,O,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
IJOSZLT,X,X,X,X,X,X,X,X,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
IJOZTLS,O,X,X,X,X,X,O,X,O,O,X,X,O,O,O,X,X,X,O,X,X,X,X,X,X,O
IJOZTSL,O,X,X,X,X,X,O,O,O,O,X,X,O,O,O,X,X,X,O,X,X,X,X,X,X,O
IJOZLTS,O,O,O,X,X,X,O,X,X,X,X,X,O,O,O,X,X,X,X,X,X,X,X,X,X,X
IJOZLST,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
IJOZSTL,X,X,X,X,X,X,O,O,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,O
IJOZSLT,X,X,X,X,X,X,X,X,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
ISTLJZO,X,O,X,X,X,O,X,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X
ISTLJOZ,X,O,X,X,X,O,X,O,O,X,O,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X
ISTLZJO,X,O,X,X,X,O,X,X,O,X,O,O,X,X,X,O,X,X,X,X,X,O,O,X,X,X
ISTLZOJ,X,O,X,X,X,O,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
ISTLOJZ,X,O,X,X,X,O,X,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X
ISTLOZJ,X,O,X,X,X,O,X,O,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
ISTJLZO,X,O,X,X,X,O,X,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X
ISTJLOZ,X,O,X,X,X,O,X,O,O,O,O,O,X,X,X,X,X,O,X,X,X,X,O,X,X,X
ISTJZLO,X,O,X,X,X,O,X,O,O,O,X,O,X,X,X,O,X,X,X,X,X,O,X,X,X,O
ISTJZOL,X,O,O,X,X,X,X,O,O,O,X,X,O,X,X,O,X,O,X,X,X,O,X,X,X,O
ISTJOLZ,X,O,O,X,X,O,X,O,O,O,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,O
ISTJOZL,X,O,X,X,X,X,X,O,O,O,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X,O
ISTZLJO,X,O,X,X,X,X,X,X,O,O,O,O,X,X,X,O,X,X,X,X,X,O,O,X,X,O
ISTZLOJ,X,O,X,O,X,X,X,X,O,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,O
ISTZJLO,X,O,X,X,X,X,X,X,O,O,O,O,X,X,X,O,X,X,X,X,X,O,X,X,X,O
ISTZJOL,X,O,O,X,X,X,X,X,O,O,X,X,O,X,X,O,X,X,X,X,X,O,X,X,X,O
ISTZOLJ,X,O,O,O,X,X,X,X,O,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
ISTZOJL,X,O,O,O,X,X,X,X,O,O,X,X,O,X,X,O,X,X,X,X,X,O,X,X,X,O
ISTOLJZ,X,O,O,X,X,O,X,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X,O
ISTOLZJ,X,O,X,O,X,O,X,O,O,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,O
ISTOJLZ,X,O,O,X,X,O,X,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O
ISTOJZL,X,O,X,O,X,X,X,O,O,O,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X,O
ISTOZLJ,X,O,X,O,X,O,X,O,O,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,O
ISTOZJL,X,O,X,O,X,X,X,O,O,O,X,X,O,X,X,O,X,X,X,X,X,O,X,X,X,O
ISLTJZO,X,X,X,X,X,O,X,X,X,X,X,O,O,X,X,X,O,X,X,O,X,O,O,X,X,X
ISLTJOZ,X,X,X,X,X,O,X,X,X,X,O,O,X,X,X,X,O,X,X,O,X,X,O,X,X,X
ISLTZJO,X,X,X,X,X,O,X,X,X,X,O,O,O,X,X,X,O,X,X,O,X,O,O,X,X,X
ISLTZOJ,X,X,X,X,X,O,X,X,X,X,X,X,O,X,X,X,O,X,X,O,X,O,X,X,X,X
ISLTOJZ,X,X,X,X,X,O,X,X,X,X,X,O,O,X,X,X,O,X,X,O,X,X,O,X,X,X
ISLTOZJ,X,X,X,X,X,O,X,X,X,X,X,X,O,X,X,X,O,X,X,O,X,O,X,X,X,X
ISLJTZO,X,O,O,X,X,O,X,X,X,X,X,X,O,X,X,X,O,X,X,X,X,O,X,X,X,X
ISLJTOZ,X,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
ISLJZTO,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
ISLJZOT,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
ISLJOTZ,X,O,O,X,X,O,X,X,X,X,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X
ISLJOZT,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
ISLZTJO,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,O,X,X,X,X
ISLZTOJ,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,O,X,X,X,X
ISLZJTO,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
ISLZJOT,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
ISLZOTJ,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
ISLZOJT,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
ISLOTJZ,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X
ISLOTZJ,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X,O,X,O,X,X,X,X
ISLOJTZ,X,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X
ISLOJZT,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X
ISLOZTJ,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X
ISLOZJT,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X
ISJTLZO,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ISJTLOZ,X,O,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
ISJTZLO,X,O,X,X,X,X,X,O,X,O,X,X,X,X,X,O,X,X,X,X,X,O,X,X,X,O
ISJTZOL,X,O,O,X,X,X,X,O,X,O,X,X,O,X,X,O,X,O,X,X,X,O,X,X,X,O
ISJTOLZ,X,O,O,X,X,X,X,O,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,O
ISJTOZL,X,O,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,O
ISJLTZO,X,O,O,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
ISJLTOZ,X,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ISJLZTO,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
ISJLZOT,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ISJLOTZ,X,O,O,X,X,X,X,O,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ISJLOZT,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ISJZTLO,X,X,X,X,X,X,X,O,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,O
ISJZTOL,X,X,X,X,X,X,X,O,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,O
ISJZLTO,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,O
ISJZLOT,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ISJZOTL,X,X,X,X,X,X,X,O,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,O
ISJZOLT,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ISJOTLZ,X,X,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
ISJOTZL,X,X,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
ISJOLTZ,X,O,O,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ISJOLZT,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ISJOZTL,X,X,X,X,X,X,X,O,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
ISJOZLT,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ISZTLJO,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,O,X,X,X,X,X,O,X,X,X,O
ISZTLOJ,X,X,X,O,X,X,X,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,O
ISZTJLO,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,O,X,X,X,X,X,O,X,X,X,O
ISZTJOL,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,O,X,X,X,X,X,O,X,X,X,O
ISZTOLJ,X,X,X,O,X,X,X,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
ISZTOJL,X,X,X,O,X,X,X,X,X,O,X,X,X,X,X,O,X,X,X,X,X,O,X,X,X,O
ISZLTJO,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ISZLTOJ,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ISZLJTO,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O
ISZLJOT,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ISZLOTJ,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ISZLOJT,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ISZJTLO,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,O
ISZJTOL,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,O
ISZJLTO,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,O
ISZJLOT,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ISZJOTL,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,O
ISZJOLT,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ISZOTLJ,X,X,X,O,X,X,X,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
ISZOTJL,X,X,X,O,X,X,X,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
ISZOLTJ,X,X,X,O,X,X,X,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
ISZOLJT,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ISZOJTL,X,X,X,O,X,X,X,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,O
ISZOJLT,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ISOTLJZ,X,X,X,X,X,O,X,O,O,O,X,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X
ISOTLZJ,X,X,X,O,X,O,X,O,O,O,X,X,X,X,X,O,O,X,X,O,X,X,X,X,X,X
ISOTJLZ,X,X,X,X,X,O,X,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ISOTJZL,X,X,X,O,X,X,X,O,O,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
ISOTZLJ,X,X,X,O,X,O,X,O,O,O,X,X,X,X,X,O,O,X,X,O,X,X,X,X,X,X
ISOTZJL,X,X,X,O,X,X,X,O,O,O,X,X,X,X,X,O,X,X,X,X,X,O,X,X,X,X
ISOLTJZ,X,X,X,X,X,O,X,O,O,O,X,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X
ISOLTZJ,X,X,X,O,X,O,X,O,O,O,X,X,X,X,X,O,O,X,X,O,X,X,X,X,X,X
ISOLJTZ,X,O,O,X,X,O,X,O,X,O,X,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X
ISOLJZT,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X
ISOLZTJ,X,X,X,O,X,O,X,X,O,O,X,X,X,X,X,O,O,X,X,O,X,X,X,X,X,X
ISOLZJT,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X
ISOJTLZ,X,X,X,X,X,O,X,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ISOJTZL,X,X,X,O,X,X,X,O,O,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
ISOJLTZ,X,O,O,X,X,O,X,O,X,O,X,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X
ISOJLZT,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X
ISOJZTL,X,X,X,O,X,X,X,O,O,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
ISOJZLT,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X
ISOZTLJ,X,X,X,O,X,O,X,O,O,O,X,X,X,X,X,O,O,X,X,O,X,X,X,X,X,X
ISOZTJL,X,X,X,O,X,X,X,O,O,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
ISOZLTJ,X,X,X,O,X,O,X,X,O,O,X,X,X,X,X,O,O,X,X,O,X,X,X,X,X,X
ISOZLJT,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X
ISOZJTL,X,X,X,O,X,X,X,O,O,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
ISOZJLT,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X
