sequence,v115@EhB8IeA8IeA8AeC8AeE8Kei/IvhFzgBUiB5oB3kBWs?BlqB,v115@EhB8IeA8IeA8AeC8AeE8KeOEJvhF8kBzgBqmB/nB5o?BlqB,v115@EhB8IeA8IeA8AeC8AeE8Kei/IvhF3gBumB5oB1pB8q?BTsB,v115@EhB8IeA8IeA8AeC8AeE8Kel/IvhF3gBzhB5oB2pB8q?BSxB,v115@EhB8IeA8IeA8AeC8AeE8Kem/IvhFChB/nB5oBTkB0m?BlqB,v115@EhB8IeA8IeA8AeC8AeE8Ke0/IvhFlgB3hB5oB2pBTn?BCrB,v115@EhB8IeA8IeA8AeC8AeE8KeKEJvhFzfBWmB/nB5oB0m?BlqB,v115@EhB8IeA8IeA8AeC8AeE8KeKEJvhFflBlgBumB5oB8q?BTsB
JTZISLO,O,O,O,O,O,O,O,X
JTZISOL,O,O,O,O,X,O,X,X
JTZIOLS,O,X,O,O,X,O,X,X
JTZIOSL,O,O,O,O,X,O,X,X
JTZLISO,O,O,O,O,X,O,O,O
JTZLIOS,O,X,O,O,X,O,O,X
JTZLSIO,O,O,O,O,X,O,O,O
JTZLSOI,O,O,O,O,X,O,O,O
JTZLOIS,O,X,O,O,X,O,O,X
JTZLOSI,O,X,O,O,X,O,O,X
JTZSILO,O,O,O,O,O,O,O,X
JTZSIOL,O,O,O,O,X,O,X,X
JTZSLIO,O,O,O,O,O,O,O,X
JTZSLOI,O,O,O,O,X,O,O,X
JTZSOIL,O,O,O,O,X,O,X,X
JTZSOLI,O,O,O,O,X,O,X,X
JTZOILS,O,X,O,O,X,O,X,X
JTZOISL,O,O,O,O,X,O,X,X
JTZOLIS,O,X,O,O,X,O,X,X
JTZOLSI,O,X,O,O,X,O,X,X
JTZOSIL,O,O,O,O,X,O,X,X
JTZOSLI,O,O,O,O,X,O,X,X
JTOILSZ,O,X,O,O,O,O,O,X
JTOILZS,O,X,O,O,X,O,O,X
JTOISLZ,O,X,O,X,O,O,O,X
JTOISZL,O,X,O,X,O,O,X,X
JTOIZLS,O,X,O,O,X,O,X,X
JTOIZSL,O,X,O,O,O,O,X,X
JTOLISZ,O,X,O,O,O,O,O,X
JTOLIZS,O,X,O,O,X,O,O,X
JTOLSIZ,O,X,O,O,O,O,O,X
JTOLSZI,O,X,O,O,O,O,O,X
JTOLZIS,O,X,O,O,X,O,O,X
JTOLZSI,O,X,O,O,X,O,O,X
JTOSILZ,O,X,O,X,O,O,O,X
JTOSIZL,O,X,O,X,O,O,X,X
JTOSLIZ,O,X,O,X,O,O,O,X
JTOSLZI,O,X,O,X,O,O,O,X
JTOSZIL,O,X,O,X,O,O,X,X
JTOSZLI,O,X,O,X,O,O,X,X
JTOZILS,O,X,O,O,X,O,X,X
JTOZISL,O,X,O,O,O,O,X,X
JTOZLIS,O,X,O,O,X,O,X,X
JTOZLSI,O,X,O,O,X,O,X,X
JTOZSIL,O,X,O,O,O,O,X,X
JTOZSLI,O,X,O,O,O,O,X,X
JITLSZO,O,X,O,O,O,O,O,O
JITLSOZ,O,X,X,O,O,O,O,X
JITLZSO,O,X,O,O,X,O,O,O
JITLZOS,O,X,O,O,X,O,O,X
JITLOSZ,O,X,O,O,X,O,O,X
JITLOZS,O,X,O,O,X,O,O,X
JITSLZO,O,O,O,O,O,X,O,X
JITSLOZ,O,O,X,O,O,X,O,X
JITSZLO,O,O,O,O,O,X,O,X
JITSZOL,O,O,O,O,X,X,X,X
JITSOLZ,O,X,X,X,O,X,O,X
JITSOZL,O,X,X,X,O,X,X,X
JITZLSO,O,O,O,O,X,O,O,O
JITZLOS,O,X,O,O,X,O,O,X
JITZSLO,O,O,O,O,O,O,O,X
JITZSOL,O,O,O,O,X,O,X,X
JITZOLS,O,X,O,O,X,O,X,X
JITZOSL,O,O,O,O,X,O,X,X
JITOLSZ,O,X,O,O,O,O,O,X
JITOLZS,O,X,O,O,X,O,O,X
JITOSLZ,O,X,O,X,O,O,O,X
JITOSZL,O,X,O,X,O,O,X,X
JITOZLS,O,X,O,O,X,O,X,X
JITOZSL,O,X,O,O,O,O,X,X
JILTSZO,O,X,O,O,X,O,O,O
JILTSOZ,O,X,X,O,X,O,O,X
JILTZSO,O,X,O,O,X,O,O,O
JILTZOS,O,X,O,O,X,O,O,X
JILTOSZ,O,X,X,O,X,O,O,X
JILTOZS,O,X,O,O,X,O,O,X
JILSTZO,O,O,X,O,X,O,O,O
JILSTOZ,O,X,X,O,X,O,O,X
JILSZTO,O,O,X,O,X,O,X,O
JILSZOT,O,O,X,O,X,O,X,O
JILSOTZ,O,X,X,O,X,O,O,O
JILSOZT,O,O,X,O,X,O,X,O
JILZTSO,O,O,O,O,X,O,X,O
JILZTOS,O,X,O,O,X,O,X,X
JILZSTO,O,O,O,O,X,O,X,O
JILZSOT,O,O,X,O,X,O,X,O
JILZOTS,X,X,X,O,X,O,X,O
JILZOST,X,X,X,O,X,O,X,O
JILOTSZ,X,X,X,O,X,O,O,O
JILOTZS,X,X,X,O,X,O,O,O
JILOSTZ,X,X,X,O,X,O,O,O
JILOSZT,X,X,X,O,X,O,X,O
JILOZTS,X,X,X,O,X,O,X,O
JILOZST,X,X,X,O,X,O,X,O
JISTLZO,O,O,O,O,O,X,O,X
JISTLOZ,O,O,X,O,O,X,O,X
JISTZLO,O,O,O,O,O,X,O,X
JISTZOL,O,O,O,O,X,X,X,X
JISTOLZ,O,X,X,X,O,X,O,X
JISTOZL,O,X,X,X,O,X,X,X
JISLTZO,O,O,X,O,X,O,O,O
JISLTOZ,O,O,X,O,X,O,O,X
JISLZTO,O,O,X,O,X,O,X,O
JISLZOT,O,O,X,O,X,O,X,O
JISLOTZ,O,X,X,O,X,O,O,X
JISLOZT,O,O,X,O,X,O,X,O
JISZTLO,O,O,O,O,O,O,X,X
JISZTOL,O,O,O,O,O,O,X,X
JISZLTO,O,O,O,O,X,O,X,O
JISZLOT,O,O,X,O,O,O,X,O
JISZOTL,O,O,O,O,O,O,X,X
JISZOLT,O,O,X,O,O,O,X,X
JISOTLZ,O,X,X,X,O,O,X,X
JISOTZL,O,X,X,X,O,O,X,X
JISOLTZ,O,X,X,X,O,O,X,X
JISOLZT,O,O,X,X,O,O,X,X
JISOZTL,O,O,X,X,O,O,X,X
JISOZLT,O,O,X,X,O,O,X,X
JIZTLSO,O,O,O,O,X,O,X,O
JIZTLOS,O,X,O,O,X,O,X,X
JIZTSLO,O,O,O,O,X,O,X,X
JIZTSOL,O,O,O,O,X,O,X,X
JIZTOLS,O,X,O,O,X,O,X,X
JIZTOSL,O,O,O,O,X,O,X,X
JIZLTSO,O,O,O,O,X,O,X,O
JIZLTOS,O,X,O,O,X,O,X,X
JIZLSTO,O,O,O,O,X,O,X,O
JIZLSOT,O,O,X,O,X,O,X,O
JIZLOTS,X,X,X,O,X,O,X,O
JIZLOST,X,X,X,O,X,O,X,O
JIZSTLO,O,O,O,O,X,O,X,X
JIZSTOL,O,O,O,O,X,O,X,X
JIZSLTO,O,O,O,O,X,O,X,O
JIZSLOT,O,O,X,O,X,O,X,O
JIZSOTL,O,O,O,O,X,O,X,X
JIZSOLT,O,O,O,O,X,O,X,X
JIZOTLS,O,X,O,O,X,O,X,O
JIZOTSL,O,O,O,O,X,O,X,X
JIZOLTS,X,X,O,O,X,O,X,O
JIZOLST,X,X,O,O,X,O,X,O
JIZOSTL,O,O,O,O,X,O,X,X
JIZOSLT,O,O,O,O,X,O,X,O
JIOTLSZ,O,X,O,O,O,O,X,O
JIOTLZS,O,X,O,O,X,O,X,O
JIOTSLZ,O,X,O,X,O,O,X,X
JIOTSZL,O,X,O,X,O,O,X,X
JIOTZLS,O,X,O,O,X,O,X,O
JIOTZSL,O,X,O,O,O,O,X,X
JIOLTSZ,X,X,O,O,O,O,X,O
JIOLTZS,X,X,O,O,X,O,X,O
JIOLSTZ,X,X,X,O,O,O,X,O
JIOLSZT,X,X,X,O,O,O,X,O
JIOLZTS,X,X,O,O,X,O,X,O
JIOLZST,X,X,O,O,X,O,X,O
JIOSTLZ,O,X,O,X,O,O,X,X
JIOSTZL,O,X,O,X,O,O,X,X
JIOSLTZ,O,X,X,X,O,O,X,O
JIOSLZT,O,O,X,X,O,O,X,O
JIOSZTL,O,O,O,X,O,O,X,X
JIOSZLT,O,O,O,X,O,O,X,O
JIOZTLS,O,X,O,O,X,O,X,O
JIOZTSL,O,O,O,O,O,O,X,X
JIOZLTS,X,X,O,O,X,O,X,O
JIOZLST,X,X,O,O,X,O,X,O
JIOZSTL,O,O,O,O,O,O,X,X
JIOZSLT,O,O,O,O,O,O,X,O
JLTISZO,O,X,O,O,X,O,O,O
JLTISOZ,O,X,X,O,X,O,O,X
JLTIZSO,O,X,O,O,X,O,O,O
JLTIZOS,O,X,O,O,X,O,O,X
JLTIOSZ,O,X,X,O,X,O,O,X
JLTIOZS,O,X,O,O,X,O,O,X
JLTSIZO,O,X,O,O,X,O,O,O
JLTSIOZ,O,X,X,O,X,O,O,X
JLTSZIO,O,X,O,O,X,O,O,O
JLTSZOI,O,X,O,O,X,O,O,O
JLTSOIZ,O,X,X,O,X,O,O,X
JLTSOZI,O,X,X,O,X,O,O,X
JLTZISO,O,X,O,O,X,O,O,O
JLTZIOS,O,X,O,O,X,O,O,X
JLTZSIO,O,X,O,O,X,O,O,O
JLTZSOI,O,X,O,O,X,O,O,O
JLTZOIS,O,X,O,O,X,O,O,X
JLTZOSI,O,X,O,O,X,O,O,X
JLTOISZ,O,X,X,O,X,O,O,X
JLTOIZS,O,X,O,O,X,O,O,X
JLTOSIZ,O,X,X,O,X,O,O,X
JLTOSZI,O,X,X,O,X,O,O,X
JLTOZIS,O,X,O,O,X,O,O,X
JLTOZSI,O,X,O,O,X,O,O,X
JLITSZO,O,X,O,O,X,O,O,O
JLITSOZ,O,X,X,O,X,O,O,X
JLITZSO,O,X,O,O,X,O,O,O
JLITZOS,O,X,O,O,X,O,O,X
JLITOSZ,O,X,X,O,X,O,O,X
JLITOZS,O,X,O,O,X,O,O,X
JLISTZO,O,O,X,O,X,O,O,O
JLISTOZ,O,X,X,O,X,O,O,X
JLISZTO,O,O,X,O,X,O,X,O
JLISZOT,O,O,X,O,X,O,X,O
JLISOTZ,O,X,X,O,X,O,O,O
JLISOZT,O,O,X,O,X,O,X,O
JLIZTSO,O,O,O,O,X,O,X,O
JLIZTOS,O,X,O,O,X,O,X,X
JLIZSTO,O,O,O,O,X,O,X,O
JLIZSOT,O,O,X,O,X,O,X,O
JLIZOTS,X,X,X,O,X,O,X,O
JLIZOST,X,X,X,O,X,O,X,O
JLIOTSZ,X,X,X,O,X,O,O,O
JLIOTZS,X,X,X,O,X,O,O,O
JLIOSTZ,X,X,X,O,X,O,O,O
JLIOSZT,X,X,X,O,X,O,X,O
JLIOZTS,X,X,X,O,X,O,X,O
JLIOZST,X,X,X,O,X,O,X,O
JLSTIZO,O,O,X,O,X,O,O,O
JLSTIOZ,O,X,X,O,X,O,O,X
JLSTZIO,O,O,X,O,X,O,O,O
JLSTZOI,O,O,X,O,X,O,O,O
JLSTOIZ,O,X,X,O,X,O,O,X
JLSTOZI,O,X,X,O,X,O,O,X
JLSITZO,O,O,X,O,X,O,O,O
JLSITOZ,O,X,X,O,X,O,O,X
JLSIZTO,O,O,X,O,X,O,X,O
JLSIZOT,O,O,X,O,X,O,X,O
JLSIOTZ,O,X,X,O,X,O,O,O
JLSIOZT,O,O,X,O,X,O,X,O
JLSZTIO,O,O,X,O,X,O,X,O
JLSZTOI,O,O,X,O,X,O,X,O
JLSZITO,O,O,X,O,X,O,X,O
JLSZIOT,O,O,X,O,X,O,X,O
JLSZOTI,O,O,X,O,X,O,X,O
JLSZOIT,O,O,X,O,X,O,X,O
JLSOTIZ,O,X,X,O,X,O,O,O
JLSOTZI,O,X,X,O,X,O,O,O
JLSOITZ,O,X,X,O,X,O,O,O
JLSOIZT,O,O,X,O,X,O,X,O
JLSOZTI,O,O,X,O,X,O,X,O
JLSOZIT,O,O,X,O,X,O,X,O
JLZTISO,O,O,O,O,X,O,X,O
JLZTIOS,O,X,O,O,X,O,X,X
JLZTSIO,O,O,O,O,X,O,X,O
JLZTSOI,O,O,O,O,X,O,X,O
JLZTOIS,O,X,O,O,X,O,X,X
JLZTOSI,O,X,O,O,X,O,X,X
JLZITSO,O,O,O,O,X,O,X,O
JLZITOS,O,X,O,O,X,O,X,X
JLZISTO,O,O,O,O,X,O,X,O
JLZISOT,O,O,X,O,X,O,X,O
JLZIOTS,X,X,X,O,X,O,X,O
JLZIOST,X,X,X,O,X,O,X,O
JLZSTIO,O,O,O,O,X,O,X,O
JLZSTOI,O,O,O,O,X,O,X,O
JLZSITO,O,O,O,O,X,O,X,O
JLZSIOT,O,O,X,O,X,O,X,O
JLZSOTI,O,O,X,O,X,O,X,O
JLZSOIT,O,O,X,O,X,O,X,O
JLZOTIS,X,X,X,O,X,O,X,O
JLZOTSI,X,X,X,O,X,O,X,O
JLZOITS,X,X,X,O,X,O,X,O
JLZOIST,X,X,X,O,X,O,X,O
JLZOSTI,X,X,X,O,X,O,X,O
JLZOSIT,X,X,X,O,X,O,X,O
JLOTISZ,X,X,X,O,X,O,O,O
JLOTIZS,X,X,X,O,X,O,O,O
JLOTSIZ,X,X,X,O,X,O,O,O
JLOTSZI,X,X,X,O,X,O,O,O
JLOTZIS,X,X,X,O,X,O,O,O
JLOTZSI,X,X,X,O,X,O,O,O
JLOITSZ,X,X,X,O,X,O,O,O
JLOITZS,X,X,X,O,X,O,O,O
JLOISTZ,X,X,X,O,X,O,O,O
JLOISZT,X,X,X,O,X,O,X,O
JLOIZTS,X,X,X,O,X,O,X,O
JLOIZST,X,X,X,O,X,O,X,O
JLOSTIZ,X,X,X,O,X,O,O,O
JLOSTZI,X,X,X,O,X,O,O,O
JLOSITZ,X,X,X,O,X,O,O,O
JLOSIZT,X,X,X,O,X,O,X,O
JLOSZTI,X,X,X,O,X,O,X,O
JLOSZIT,X,X,X,O,X,O,X,O
JLOZTIS,X,X,X,O,X,O,X,O
JLOZTSI,X,X,X,O,X,O,X,O
JLOZITS,X,X,X,O,X,O,X,O
JLOZIST,X,X,X,O,X,O,X,O
JLOZSTI,X,X,X,O,X,O,X,O
JLOZSIT,X,X,X,O,X,O,X,O
JSTILZO,O,O,O,O,O,X,O,X
JSTILOZ,O,O,X,O,O,X,O,X
JSTIZLO,O,O,O,O,O,X,O,X
JSTIZOL,O,O,O,O,X,X,X,X
JSTIOLZ,O,X,X,X,O,X,O,X
JSTIOZL,O,X,X,X,O,X,X,X
JSTLIZO,O,O,O,O,O,X,O,X
JSTLIOZ,O,O,X,O,O,X,O,X
JSTLZIO,O,O,O,O,O,X,O,X
JSTLZOI,O,O,O,O,X,X,O,X
JSTLOIZ,O,O,X,O,O,X,O,X
JSTLOZI,O,O,X,O,O,X,O,X
JSTZILO,O,O,O,O,O,X,O,X
JSTZIOL,O,O,O,O,X,X,X,X
JSTZLIO,O,O,O,O,O,X,O,X
JSTZLOI,O,O,O,O,X,X,O,X
JSTZOIL,O,O,O,O,X,X,X,X
JSTZOLI,O,O,O,O,X,X,X,X
JSTOILZ,O,X,X,X,O,X,O,X
JSTOIZL,O,X,X,X,O,X,X,X
JSTOLIZ,O,X,X,X,O,X,O,X
JSTOLZI,O,X,X,X,O,X,O,X
JSTOZIL,O,X,X,X,O,X,X,X
JSTOZLI,O,X,X,X,O,X,X,X
JSITLZO,O,O,O,O,O,X,O,X
JSITLOZ,O,O,X,O,O,X,O,X
JSITZLO,O,O,O,O,O,X,O,X
JSITZOL,O,O,O,O,X,X,X,X
JSITOLZ,O,X,X,X,O,X,O,X
JSITOZL,O,X,X,X,O,X,X,X
JSILTZO,O,O,X,O,X,O,O,O
JSILTOZ,O,O,X,O,X,O,O,X
JSILZTO,O,O,X,O,X,O,X,O
JSILZOT,O,O,X,O,X,O,X,O
JSILOTZ,O,X,X,O,X,O,O,X
JSILOZT,O,O,X,O,X,O,X,O
JSIZTLO,O,O,O,O,O,O,X,X
JSIZTOL,O,O,O,O,O,O,X,X
JSIZLTO,O,O,O,O,X,O,X,O
JSIZLOT,O,O,X,O,O,O,X,O
JSIZOTL,O,O,O,O,O,O,X,X
JSIZOLT,O,O,X,O,O,O,X,X
JSIOTLZ,O,X,X,X,O,O,X,X
JSIOTZL,O,X,X,X,O,O,X,X
JSIOLTZ,O,X,X,X,O,O,X,X
JSIOLZT,O,O,X,X,O,O,X,X
JSIOZTL,O,O,X,X,O,O,X,X
JSIOZLT,O,O,X,X,O,O,X,X
JSLTIZO,O,O,X,O,X,O,O,O
JSLTIOZ,O,O,X,O,X,O,O,X
JSLTZIO,O,O,X,O,X,O,O,O
JSLTZOI,O,O,X,O,X,O,O,O
JSLTOIZ,O,O,X,O,X,O,O,X
JSLTOZI,O,O,X,O,X,O,O,X
JSLITZO,O,O,X,O,X,O,O,O
JSLITOZ,O,O,X,O,X,O,O,X
JSLIZTO,O,O,X,O,X,O,X,O
JSLIZOT,O,O,X,O,X,O,X,O
JSLIOTZ,O,X,X,O,X,O,O,X
JSLIOZT,O,O,X,O,X,O,X,O
JSLZTIO,O,O,X,O,X,O,X,O
JSLZTOI,O,O,X,O,X,O,X,O
JSLZITO,O,O,X,O,X,O,X,O
JSLZIOT,O,O,X,O,X,O,X,O
JSLZOTI,O,O,X,O,X,O,X,O
JSLZOIT,O,O,X,O,X,O,X,O
JSLOTIZ,O,X,X,O,X,O,O,X
JSLOTZI,O,X,X,O,X,O,O,X
JSLOITZ,O,X,X,O,X,O,O,X
JSLOIZT,O,O,X,O,X,O,X,O
JSLOZTI,O,O,X,O,X,O,X,O
JSLOZIT,O,O,X,O,X,O,X,O
JSZTILO,O,O,O,O,O,O,X,X
JSZTIOL,O,O,O,O,O,O,X,X
JSZTLIO,O,O,O,O,O,O,X,X
JSZTLOI,O,O,O,O,O,O,X,X
JSZTOIL,O,O,O,O,O,O,X,X
JSZTOLI,O,O,O,O,O,O,X,X
JSZITLO,O,O,O,O,O,O,X,X
JSZITOL,O,O,O,O,O,O,X,X
JSZILTO,O,O,O,O,X,O,X,O
JSZILOT,O,O,X,O,O,O,X,O
JSZIOTL,O,O,O,O,O,O,X,X
JSZIOLT,O,O,X,O,O,O,X,X
JSZLTIO,O,O,O,O,X,O,X,O
JSZLTOI,O,O,O,O,X,O,X,O
JSZLITO,O,O,O,O,X,O,X,O
JSZLIOT,O,O,X,O,O,O,X,O
JSZLOTI,O,O,X,O,O,O,X,O
JSZLOIT,O,O,X,O,O,O,X,O
JSZOTIL,O,O,O,O,O,O,X,X
JSZOTLI,O,O,O,O,O,O,X,X
JSZOITL,O,O,O,O,O,O,X,X
JSZOILT,O,O,X,O,O,O,X,X
JSZOLTI,O,O,X,O,O,O,X,X
JSZOLIT,O,O,X,O,O,O,X,X
JSOTILZ,O,X,X,X,O,O,X,X
JSOTIZL,O,X,X,X,O,O,X,X
JSOTLIZ,O,X,X,X,O,O,X,X
JSOTLZI,O,X,X,X,O,O,X,X
JSOTZIL,O,X,X,X,O,O,X,X
JSOTZLI,O,X,X,X,O,O,X,X
JSOITLZ,O,X,X,X,O,O,X,X
JSOITZL,O,X,X,X,O,O,X,X
JSOILTZ,O,X,X,X,O,O,X,X
JSOILZT,O,O,X,X,O,O,X,X
JSOIZTL,O,O,X,X,O,O,X,X
JSOIZLT,O,O,X,X,O,O,X,X
JSOLTIZ,O,X,X,X,O,O,X,X
JSOLTZI,O,X,X,X,O,O,X,X
JSOLITZ,O,X,X,X,O,O,X,X
JSOLIZT,O,O,X,X,O,O,X,X
JSOLZTI,O,O,X,X,O,O,X,X
JSOLZIT,O,O,X,X,O,O,X,X
JSOZTIL,O,O,X,X,O,O,X,X
JSOZTLI,O,O,X,X,O,O,X,X
JSOZITL,O,O,X,X,O,O,X,X
JSOZILT,O,O,X,X,O,O,X,X
JSOZLTI,O,O,X,X,O,O,X,X
JSOZLIT,O,O,X,X,O,O,X,X
JZTILSO,O,O,O,O,X,O,X,O
JZTILOS,O,X,O,O,X,O,X,X
JZTISLO,O,O,O,O,X,O,X,X
JZTISOL,O,O,O,O,X,O,X,X
JZTIOLS,O,X,O,O,X,O,X,X
JZTIOSL,O,O,O,O,X,O,X,X
JZTLISO,O,O,O,O,X,O,X,O
JZTLIOS,O,X,O,O,X,O,X,X
JZTLSIO,O,O,O,O,X,O,X,O
JZTLSOI,O,O,O,O,X,O,X,O
JZTLOIS,O,X,O,O,X,O,X,X
JZTLOSI,O,X,O,O,X,O,X,X
JZTSILO,O,O,O,O,X,O,X,X
JZTSIOL,O,O,O,O,X,O,X,X
JZTSLIO,O,O,O,O,X,O,X,X
JZTSLOI,O,O,O,O,X,O,X,X
JZTSOIL,O,O,O,O,X,O,X,X
JZTSOLI,O,O,O,O,X,O,X,X
JZTOILS,O,X,O,O,X,O,X,X
JZTOISL,O,O,O,O,X,O,X,X
JZTOLIS,O,X,O,O,X,O,X,X
JZTOLSI,O,X,O,O,X,O,X,X
JZTOSIL,O,O,O,O,X,O,X,X
JZTOSLI,O,O,O,O,X,O,X,X
JZITLSO,O,O,O,O,X,O,X,O
JZITLOS,O,X,O,O,X,O,X,X
JZITSLO,O,O,O,O,X,O,X,X
JZITSOL,O,O,O,O,X,O,X,X
JZITOLS,O,X,O,O,X,O,X,X
JZITOSL,O,O,O,O,X,O,X,X
JZILTSO,O,O,O,O,X,O,X,O
JZILTOS,O,X,O,O,X,O,X,X
JZILSTO,O,O,O,O,X,O,X,O
JZILSOT,O,O,X,O,X,O,X,O
JZILOTS,X,X,X,O,X,O,X,O
JZILOST,X,X,X,O,X,O,X,O
JZISTLO,O,O,O,O,X,O,X,X
JZISTOL,O,O,O,O,X,O,X,X
JZISLTO,O,O,O,O,X,O,X,O
JZISLOT,O,O,X,O,X,O,X,O
JZISOTL,O,O,O,O,X,O,X,X
JZISOLT,O,O,O,O,X,O,X,X
JZIOTLS,O,X,O,O,X,O,X,O
JZIOTSL,O,O,O,O,X,O,X,X
JZIOLTS,X,X,O,O,X,O,X,O
JZIOLST,X,X,O,O,X,O,X,O
JZIOSTL,O,O,O,O,X,O,X,X
JZIOSLT,O,O,O,O,X,O,X,O
JZLTISO,O,O,O,O,X,O,X,O
JZLTIOS,O,X,O,O,X,O,X,X
JZLTSIO,O,O,O,O,X,O,X,O
JZLTSOI,O,O,O,O,X,O,X,O
JZLTOIS,O,X,O,O,X,O,X,X
JZLTOSI,O,X,O,O,X,O,X,X
JZLITSO,O,O,O,O,X,O,X,O
JZLITOS,O,X,O,O,X,O,X,X
JZLISTO,O,O,O,O,X,O,X,O
JZLISOT,O,O,X,O,X,O,X,O
JZLIOTS,X,X,X,O,X,O,X,O
JZLIOST,X,X,X,O,X,O,X,O
JZLSTIO,O,O,O,O,X,O,X,O
JZLSTOI,O,O,O,O,X,O,X,O
JZLSITO,O,O,O,O,X,O,X,O
JZLSIOT,O,O,X,O,X,O,X,O
JZLSOTI,O,O,X,O,X,O,X,O
JZLSOIT,O,O,X,O,X,O,X,O
JZLOTIS,X,X,X,O,X,O,X,O
JZLOTSI,X,X,X,O,X,O,X,O
JZLOITS,X,X,X,O,X,O,X,O
JZLOIST,X,X,X,O,X,O,X,O
JZLOSTI,X,X,X,O,X,O,X,O
JZLOSIT,X,X,X,O,X,O,X,O
JZSTILO,O,O,O,O,X,O,X,X
JZSTIOL,O,O,O,O,X,O,X,X
JZSTLIO,O,O,O,O,X,O,X,X
JZSTLOI,O,O,O,O,X,O,X,X
JZSTOIL,O,O,O,O,X,O,X,X
JZSTOLI,O,O,O,O,X,O,X,X
JZSITLO,O,O,O,O,X,O,X,X
JZSITOL,O,O,O,O,X,O,X,X
JZSILTO,O,O,O,O,X,O,X,O
JZSILOT,O,O,X,O,X,O,X,O
JZSIOTL,O,O,O,O,X,O,X,X
JZSIOLT,O,O,O,O,X,O,X,X
JZSLTIO,O,O,O,O,X,O,X,O
JZSLTOI,O,O,O,O,X,O,X,O
JZSLITO,O,O,O,O,X,O,X,O
JZSLIOT,O,O,X,O,X,O,X,O
JZSLOTI,O,O,X,O,X,O,X,O
JZSLOIT,O,O,X,O,X,O,X,O
JZSOTIL,O,O,O,O,X,O,X,X
JZSOTLI,O,O,O,O,X,O,X,X
JZSOITL,O,O,O,O,X,O,X,X
JZSOILT,O,O,O,O,X,O,X,X
JZSOLTI,O,O,O,O,X,O,X,X
JZSOLIT,O,O,O,O,X,O,X,X
JZOTILS,O,X,O,O,X,O,X,O
JZOTISL,O,O,O,O,X,O,X,X
JZOTLIS,O,X,O,O,X,O,X,O
JZOTLSI,O,X,O,O,X,O,X,O
JZOTSIL,O,O,O,O,X,O,X,X
JZOTSLI,O,O,O,O,X,O,X,X
JZOITLS,O,X,O,O,X,O,X,O
JZOITSL,O,O,O,O,X,O,X,X
JZOILTS,X,X,O,O,X,O,X,O
JZOILST,X,X,O,O,X,O,X,O
JZOISTL,O,O,O,O,X,O,X,X
JZOISLT,O,O,O,O,X,O,X,O
JZOLTIS,X,X,O,O,X,O,X,O
JZOLTSI,X,X,O,O,X,O,X,O
JZOLITS,X,X,O,O,X,O,X,O
JZOLIST,X,X,O,O,X,O,X,O
JZOLSTI,X,X,O,O,X,O,X,O
JZOLSIT,X,X,O,O,X,O,X,O
JZOSTIL,O,O,O,O,X,O,X,X
JZOSTLI,O,O,O,O,X,O,X,X
JZOSITL,O,O,O,O,X,O,X,X
JZOSILT,O,O,O,O,X,O,X,O
JZOSLTI,O,O,O,O,X,O,X,O
JZOSLIT,O,O,O,O,X,O,X,O
JOTILSZ,O,X,O,O,O,O,X,O
JOTILZS,O,X,O,O,X,O,X,O
JOTISLZ,O,X,O,X,O,O,X,X
JOTISZL,O,X,O,X,O,O,X,X
JOTIZLS,O,X,O,O,X,O,X,O
JOTIZSL,O,X,O,O,O,O,X,X
JOTLISZ,O,X,O,O,O,O,X,O
JOTLIZS,O,X,O,O,X,O,X,O
JOTLSIZ,O,X,O,O,O,O,X,O
JOTLSZI,O,X,O,O,O,O,X,O
JOTLZIS,O,X,O,O,X,O,X,O
JOTLZSI,O,X,O,O,X,O,X,O
JOTSILZ,O,X,O,X,O,O,X,X
JOTSIZL,O,X,O,X,O,O,X,X
JOTSLIZ,O,X,O,X,O,O,X,X
JOTSLZI,O,X,O,X,O,O,X,X
JOTSZIL,O,X,O,X,O,O,X,X
JOTSZLI,O,X,O,X,O,O,X,X
JOTZILS,O,X,O,O,X,O,X,O
JOTZISL,O,X,O,O,O,O,X,X
JOTZLIS,O,X,O,O,X,O,X,O
JOTZLSI,O,X,O,O,X,O,X,O
JOTZSIL,O,X,O,O,O,O,X,X
JOTZSLI,O,X,O,O,O,O,X,X
JOITLSZ,O,X,O,O,O,O,X,O
JOITLZS,O,X,O,O,X,O,X,O
JOITSLZ,O,X,O,X,O,O,X,X
JOITSZL,O,X,O,X,O,O,X,X
JOITZLS,O,X,O,O,X,O,X,O
JOITZSL,O,X,O,O,O,O,X,X
JOILTSZ,X,X,O,O,O,O,X,O
JOILTZS,X,X,O,O,X,O,X,O
JOILSTZ,X,X,X,O,O,O,X,O
JOILSZT,X,X,X,O,O,O,X,O
JOILZTS,X,X,O,O,X,O,X,O
JOILZST,X,X,O,O,X,O,X,O
JOISTLZ,O,X,O,X,O,O,X,X
JOISTZL,O,X,O,X,O,O,X,X
JOISLTZ,O,X,X,X,O,O,X,O
JOISLZT,O,O,X,X,O,O,X,O
JOISZTL,O,O,O,X,O,O,X,X
JOISZLT,O,O,O,X,O,O,X,O
JOIZTLS,O,X,O,O,X,O,X,O
JOIZTSL,O,O,O,O,O,O,X,X
JOIZLTS,X,X,O,O,X,O,X,O
JOIZLST,X,X,O,O,X,O,X,O
JOIZSTL,O,O,O,O,O,O,X,X
