sequence,v115@5gD8GeC8FeD8FeD8BeA8AeF8JeZ/IvhFCbB0cBTgB/?mB+pBlqB,v115@5gD8GeC8FeD8FeD8BeA8AeF8JeO/IvhFxbBCgBlhB/?qBUmBTpB,v115@5gD8GeC8FeD8FeD8BeA8AeF8JeO/IvhFxbBflB0gBl?hBTpBCrB,v115@5gD8GeC8FeD8FeD8BeA8AeF8JeT6IvhFxbBXgBlhBK?pBUmBGqB,v115@5gD8GeC8FeD8FeD8BeA8AeF8JeZ/IvhFCbB0cBlgB+?pB/qBTrB,v115@5gD8GeC8FeD8FeD8BeA8AeF8JeT6IvhFxbB0gBlhB2?pBCrB3pB,v115@5gD8GeC8FeD8FeD8BeA8AeF8JeK/IvhFWgBxbBlhB/?qBUmBTpB,v115@5gD8GeC8FeD8FeD8BeA8AeF8JeZ/IvhFCbB0cBGlBT?mB3pBlqB,v115@5gD8GeC8FeD8FeD8BeA8AeF8JeZ/IvhFzaBCcBlhB+?pB/qBUrB,v115@5gD8GeC8FeD8FeD8BeA8AeF8JeT7IvhF0cBZkBWlB/?mB6pBlqB,v115@5gD8GeC8FeD8FeD8BeA8AeF8JeK/IvhFRgB3hBUgBG?mBTpBlqB,v115@5gD8GeC8FeD8FeD8BeA8AeF8Jex6IvhF0cBlgB6pB/?qBTmBOpB,v115@5gD8GeC8FeD8FeD8BeA8AeF8Jex6IvhF0cBTgB/mB6?pBOpBlqB,v115@5gD8GeC8FeD8FeD8BeA8AeF8JeZ/IvhFzaBSlBlhB8?qBGmB3pB,v115@5gD8GeC8FeD8FeD8BeA8AeF8Jez6IvhF+gB0cB/mB6?pBZkBlqB,v115@5gD8GeC8FeD8FeD8BeA8AeF8Je08IvhFlgBTmBxpBi?pB/pBGqB,v115@5gD8GeC8FeD8FeD8BeA8AeF8Jex/IvhFlhB0fBKpBu?qBXqBTrB,v115@5gD8GeC8FeD8FeD8BeA8AeF8Je08IvhFxkBTmBllBi?pB/pBGqB,v115@5gD8GeC8FeD8FeD8BeA8AeF8Jex/IvhFlhBXgBKpBu?qB0pBTrB,v115@5gD8GeC8FeD8FeD8BeA8AeF8Jex6IvhF0cBlfB3gBK?pBTmBGqB,v115@5gD8GeC8FeD8FeD8BeA8AeF8Jex6IvhF0cBlgBOpB/?qBTmB6pB,v115@5gD8GeC8FeD8FeD8BeA8AeF8Je08IvhFxfB/mBTgB6?pBOpBlqB,v115@5gD8GeC8FeD8FeD8BeA8AeF8Je36IvhF0gBlhB2kBT?pBxqBCrB,v115@5gD8GeC8FeD8FeD8BeA8AeF8Jex6IvhF0fBlhBKpBu?qBXqBTrB,v115@5gD8GeC8FeD8FeD8BeA8AeF8JeZ/IvhFufB1gB0cB6?qBTmB3pB,v115@5gD8GeC8FeD8FeD8BeA8AeF8JeZ/IvhFzaBFcBclB3?hB+pBCrB,v115@5gD8GeC8FeD8FeD8BeA8AeF8Jex6IvhFXgBlhBKpBu?qB0pBTrB,v115@5gD8GeC8FeD8FeD8BeA8AeF8Jex6IvhF0gBlhB6pB/?qBOpBTrB
LISZTJO,X,X,O,X,X,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X,O,X,X,O,O,X,O
LISZTOJ,X,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,O,X,X,O,X,X,X
LISZJTO,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,O,O,X,X
LISZJOT,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O,X,X
LISZOTJ,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,O,X,X,X
LISZOJT,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X
LISOTJZ,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X,O,X,X,X
LISOTZJ,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X,O,X,X,X
LISOJTZ,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X
LISOJZT,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X
LISOZTJ,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,O,X,X,X,O,X,X,O,X,X,X
LISOZJT,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X
LIZTJSO,X,X,O,O,X,O,X,X,X,X,X,X,X,X,X,X,O,X,O,X,X,X,X,X,X,O,X,X
LIZTJOS,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X,O,X,X,X,X,X,O,X,X
LIZTSJO,X,X,O,O,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,O,X,X,O,X,X,X
LIZTSOJ,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,O,X,X,O,X,X,X
LIZTOJS,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X
LIZTOSJ,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,O,X,X,X,X,X
LIZJTSO,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,O,X,O,O,X,X,X,O,X,O,X,X
LIZJTOS,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X,O,X,X,X,X,X,O,X,X
LIZJSTO,X,X,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,O,X,X
LIZJSOT,X,X,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,O,X,X
LIZJOTS,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X
LIZJOST,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X
LIZSTJO,X,X,O,O,X,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X,O,X,X,O,O,X,X
LIZSTOJ,X,X,O,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,O,X,X,O,X,X,X
LIZSJTO,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,O,O,X,X
LIZSJOT,X,X,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X
LIZSOTJ,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,O,X,X,X
LIZSOJT,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LIZOTJS,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X
LIZOTSJ,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,O,X,X,O,X,X,X,X,X
LIZOJTS,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X
LIZOJST,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
LIZOSTJ,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,O,X,O,X,X,O,X,X,X,X,X
LIZOSJT,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
LIOTJSZ,X,X,O,O,X,X,X,X,X,X,X,X,X,X,O,O,X,O,O,O,X,X,X,X,X,X,X,X
LIOTJZS,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,O,O,O,X,O,X,X,X,X,X,X,X,X
LIOTSJZ,X,X,O,O,X,X,X,X,X,X,X,X,X,X,O,O,X,O,X,O,X,X,X,X,O,X,X,X
LIOTSZJ,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,O,X,O,X,O,X,O,X,X,O,X,X,X
LIOTZJS,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,O,O,O,X,O,X,X,X,X,X,X,X,X
LIOTZSJ,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,O,X,O,X,O,X,X,O,X,O,X,X,X
LIOJTSZ,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,O,X,O,O,O,X,X,X,X,X,X,X,X
LIOJTZS,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,O,O,O,X,O,X,X,X,X,X,X,X,X
LIOJSTZ,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
LIOJSZT,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
LIOJZTS,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,O,X,O,X,O,X,X,X,X,X,X,X,X
LIOJZST,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
LIOSTJZ,X,X,O,X,X,X,X,X,X,X,X,O,X,X,X,O,X,O,X,O,X,X,X,X,O,X,X,X
LIOSTZJ,X,X,O,X,X,X,X,X,X,X,X,O,X,X,X,O,X,O,X,O,X,X,X,X,O,X,X,X
LIOSJTZ,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,O,X,X,X
LIOSJZT,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,O,X,X,X
LIOSZTJ,X,X,O,X,X,X,X,X,X,X,X,O,X,X,X,O,X,O,X,O,X,O,X,X,O,X,X,X
LIOSZJT,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,O,X,X,X
LIOZTJS,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,O,X,O,X,O,X,X,X,X,X,X,X,X
LIOZTSJ,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,O,X,O,X,O,X,X,O,X,O,X,X,X
LIOZJTS,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,O,X,O,X,X,X,X,X,X,X,X
LIOZJST,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
LIOZSTJ,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,O,X,O,X,O,X,X,O,X,O,X,X,X
LIOZSJT,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,O,X,X,X
LJTISZO,O,X,O,O,O,O,X,X,O,X,X,X,X,X,O,X,O,X,O,O,X,O,X,X,X,O,O,X
LJTISOZ,O,X,O,O,O,O,X,X,O,X,X,X,X,X,O,X,X,X,O,O,X,X,X,X,X,O,X,X
LJTIZSO,O,X,O,O,O,O,X,X,O,X,X,X,X,X,X,X,O,X,O,O,X,X,X,O,X,O,X,X
LJTIZOS,O,X,X,O,O,O,X,X,O,X,X,X,X,X,X,X,O,X,X,O,X,X,X,X,X,O,X,X
LJTIOSZ,O,X,O,O,X,O,X,X,O,X,X,X,X,X,O,X,X,X,O,O,X,X,X,X,X,X,X,X
LJTIOZS,O,X,O,O,O,O,X,X,O,X,X,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X
LJTSIZO,O,X,O,O,O,O,X,X,O,X,X,X,X,X,O,X,O,X,O,O,X,O,X,X,O,O,O,X
LJTSIOZ,O,X,O,O,O,O,X,X,O,X,X,X,X,X,O,X,X,X,O,O,X,X,X,X,O,O,X,X
LJTSZIO,O,X,O,O,O,O,X,X,O,X,X,X,X,X,O,X,X,X,X,O,X,O,X,O,O,O,O,O
LJTSZOI,O,X,O,O,O,O,X,X,O,X,X,X,O,X,O,X,X,X,X,O,X,X,X,O,O,O,O,O
LJTSOIZ,O,X,O,O,O,O,X,X,O,X,X,X,O,X,O,X,X,X,X,O,X,X,X,X,O,O,X,X
LJTSOZI,O,X,O,O,O,O,X,X,O,X,X,X,O,X,O,X,X,X,X,O,X,X,X,X,O,O,O,X
LJTZISO,O,X,O,O,O,O,X,X,O,X,X,X,X,X,X,X,O,X,O,O,X,X,X,O,X,O,X,X
LJTZIOS,O,X,X,O,O,O,X,X,O,X,X,X,X,X,X,X,O,X,X,O,X,X,X,X,X,O,X,X
LJTZSIO,O,X,O,O,X,O,X,X,O,X,X,X,X,X,O,X,X,X,X,O,X,X,X,O,O,O,O,X
LJTZSOI,O,X,O,O,X,O,X,X,O,X,X,X,X,X,O,X,X,X,X,O,X,X,X,O,O,O,O,X
LJTZOIS,O,X,X,O,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,O,X,X
LJTZOSI,O,X,X,O,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X,O,X,X,X,O,X,O,X,X
LJTOISZ,O,X,O,O,X,O,X,X,O,X,X,X,O,X,O,X,X,X,O,O,X,X,X,X,X,X,X,X
LJTOIZS,O,X,O,O,O,O,X,X,O,X,X,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X
LJTOSIZ,O,X,O,O,X,O,X,X,O,X,X,X,O,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X
LJTOSZI,O,X,O,O,X,O,X,X,X,X,X,X,O,X,O,X,X,X,X,O,X,X,X,X,X,X,O,X
LJTOZIS,O,X,O,O,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
LJTOZSI,O,X,O,O,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X,O,X,X,X,O,X,X,X,X
LJITSZO,O,X,X,O,O,O,X,X,O,X,X,X,X,X,X,X,O,X,O,O,X,O,X,X,X,O,O,X
LJITSOZ,O,X,X,O,O,O,X,X,O,X,X,X,X,X,X,X,X,X,O,O,X,X,X,X,X,O,X,X
LJITZSO,O,X,X,O,O,O,X,X,O,X,X,X,X,X,X,X,O,X,O,O,X,X,X,O,X,O,X,X
LJITZOS,O,X,X,O,O,O,X,X,O,X,X,X,X,X,X,X,O,X,X,O,X,X,X,X,X,O,X,X
LJITOSZ,O,X,X,O,X,O,X,X,O,X,X,X,X,X,X,X,X,X,O,O,X,X,X,X,X,X,X,X
LJITOZS,O,X,X,O,O,O,X,X,O,X,X,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X
LJISTZO,O,X,X,O,O,O,X,X,O,X,X,X,X,X,X,X,O,X,O,O,X,X,X,X,X,O,O,X
LJISTOZ,O,X,X,O,O,O,X,X,O,X,X,X,X,X,X,X,X,X,O,O,X,X,X,X,X,O,X,X
LJISZTO,O,X,X,O,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,O,X,O,X,X,X,O,X,X
LJISZOT,O,X,X,O,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,O,X,X
LJISOTZ,X,X,X,O,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X
LJISOZT,O,X,X,O,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,O,X,X
LJIZTSO,O,X,X,O,O,O,X,X,O,X,X,X,X,X,X,X,O,X,O,O,X,X,X,O,X,O,X,X
LJIZTOS,O,X,X,O,O,O,X,X,X,X,X,X,X,X,X,X,O,X,X,O,X,X,X,X,X,O,X,X
LJIZSTO,O,X,X,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,O,X,X
LJIZSOT,O,X,X,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,O,X,X
LJIZOTS,X,X,X,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X
LJIZOST,O,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X
LJIOTSZ,O,X,X,O,X,O,X,X,O,X,X,X,X,X,X,X,X,O,O,O,X,X,X,X,X,X,X,X
LJIOTZS,O,X,X,O,O,O,X,X,O,X,X,X,X,X,X,X,O,O,X,O,X,X,X,X,X,X,X,X
LJIOSTZ,X,X,X,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,O,X,X
LJIOSZT,O,X,X,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,O,X,X
LJIOZTS,X,X,X,O,O,O,X,X,X,X,X,X,X,X,X,X,X,O,X,O,X,X,X,X,X,O,X,X
LJIOZST,O,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,O,X,X
LJSTIZO,O,X,O,O,O,O,X,X,O,X,X,X,X,X,O,X,O,X,O,O,X,O,X,X,O,O,O,X
LJSTIOZ,O,X,O,O,O,O,X,X,O,X,X,X,X,X,O,X,X,X,O,O,X,X,X,X,O,O,X,X
LJSTZIO,O,X,O,O,O,O,X,X,O,X,X,X,X,X,O,X,X,X,X,O,X,O,X,O,O,O,O,O
LJSTZOI,O,X,O,O,O,O,X,X,O,X,X,X,O,X,O,X,X,X,X,O,X,X,X,O,O,O,O,O
LJSTOIZ,O,X,O,O,O,O,X,X,O,X,X,X,O,X,O,X,X,X,X,O,X,X,X,X,O,O,X,X
LJSTOZI,O,X,O,O,O,O,X,X,O,X,X,X,O,X,O,X,X,X,X,O,X,X,X,X,O,O,O,X
LJSITZO,O,X,O,O,O,O,X,X,O,X,X,X,X,X,X,X,O,X,O,O,X,X,X,X,O,O,O,X
LJSITOZ,O,X,O,O,O,O,X,X,O,X,X,X,X,X,X,X,X,X,O,O,X,X,X,X,O,O,X,X
LJSIZTO,O,X,O,O,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,O,X,O,X,X,O,O,X,X
LJSIZOT,O,X,O,O,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,O,O,X,X
LJSIOTZ,X,X,X,O,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O,X,X
LJSIOZT,O,X,X,O,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,O,O,X,X
LJSZTIO,O,X,O,O,O,O,X,X,O,X,X,X,X,X,O,X,X,X,X,O,X,O,X,O,O,O,O,O
LJSZTOI,O,X,O,O,O,O,X,X,O,X,X,X,O,X,O,X,X,X,X,O,X,X,X,O,O,O,O,O
LJSZITO,O,X,O,O,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,O,X,O,X,X,O,O,X,X
LJSZIOT,O,X,O,O,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,O,O,X,X
LJSZOTI,X,X,O,O,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,O,O,X,X
LJSZOIT,O,X,O,O,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,O,O,X,X
LJSOTIZ,X,X,O,O,O,O,X,X,O,X,X,O,X,X,X,X,X,X,X,O,O,X,X,X,O,O,X,X
LJSOTZI,X,X,O,O,O,O,X,X,O,X,X,O,X,X,X,X,X,X,X,O,O,X,X,X,O,O,O,X
LJSOITZ,X,X,X,O,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,O,O,X,X
LJSOIZT,O,X,X,O,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,O,O,X,X
LJSOZTI,X,X,O,O,O,O,X,X,O,X,X,O,X,X,X,X,X,X,X,O,O,X,X,X,O,O,X,X
LJSOZIT,O,X,O,O,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,O,O,X,X
LJZTISO,O,X,O,O,O,O,X,X,O,X,X,X,X,X,X,X,O,X,O,O,X,X,X,O,X,O,X,X
LJZTIOS,O,X,X,O,O,O,X,X,X,X,X,X,X,X,X,X,O,X,X,O,X,X,X,X,X,O,X,X
LJZTSIO,O,X,O,O,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,O,O,O,O,X
LJZTSOI,O,X,O,O,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,O,O,O,O,X
LJZTOIS,O,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,O,X,X
LJZTOSI,O,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,O,X,O,X,X
LJZITSO,O,X,X,O,O,O,X,X,O,X,X,X,X,X,X,X,O,X,O,O,X,X,X,O,X,O,X,X
LJZITOS,O,X,X,O,O,O,X,X,X,X,X,X,X,X,X,X,O,X,X,O,X,X,X,X,X,O,X,X
LJZISTO,O,X,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,O,X,X
LJZISOT,O,X,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,O,X,X
LJZIOTS,X,X,X,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X
LJZIOST,O,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X
LJZSTIO,O,X,O,O,O,O,X,X,X,X,X,X,X,X,O,X,X,X,X,O,X,O,X,O,O,O,O,X
LJZSTOI,O,X,O,O,O,O,X,X,X,X,X,X,O,X,O,X,X,X,X,O,X,X,X,O,O,O,O,X
LJZSITO,O,X,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,O,X,X,O,O,X,X
LJZSIOT,O,X,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,O,X,X
LJZSOTI,X,X,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,O,X,X
LJZSOIT,O,X,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,O,X,X
LJZOTIS,X,X,X,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,O,X,X
LJZOTSI,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,O,X,O,X,X
LJZOITS,X,X,X,O,O,O,X,X,X,X,X,X,X,X,X,X,X,O,X,O,X,X,X,X,X,O,X,X
LJZOIST,O,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,O,X,X
LJZOSTI,X,X,X,O,O,O,X,X,X,X,X,O,X,X,X,X,X,X,X,O,O,X,X,X,X,O,X,X
LJZOSIT,X,X,X,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,O,X,X
LJOTISZ,O,X,O,O,X,O,X,X,O,X,X,X,X,X,O,X,X,X,O,O,X,X,X,X,X,X,X,X
LJOTIZS,O,X,O,O,O,O,X,X,O,X,X,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X
LJOTSIZ,O,X,O,O,X,O,X,X,O,X,X,X,X,X,O,X,X,X,X,O,X,X,X,X,O,X,X,X
LJOTSZI,O,X,O,O,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X,O,X,X,X,X,O,X,O,X
LJOTZIS,O,X,O,O,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
LJOTZSI,O,X,O,O,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X,O,X,X,X,O,O,X,X,X
LJOITSZ,O,X,O,O,X,O,X,X,O,X,X,X,X,X,X,X,X,O,O,O,X,X,X,X,X,X,X,X
LJOITZS,O,X,O,O,O,O,X,X,O,X,X,X,X,X,X,X,O,O,X,O,X,X,X,X,X,X,X,X
LJOISTZ,X,X,O,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,O,X,X
LJOISZT,O,X,O,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,O,X,X
LJOIZTS,X,X,X,O,O,O,X,X,X,X,X,X,X,X,X,X,X,O,X,O,X,X,X,X,X,O,X,X
LJOIZST,O,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,O,X,X
LJOSTIZ,X,X,O,O,O,O,X,X,O,X,X,O,X,X,X,X,X,X,X,O,O,X,X,X,O,O,X,X
LJOSTZI,X,X,O,O,O,O,X,X,O,X,X,O,X,X,X,X,X,X,X,O,O,X,X,X,O,O,O,X
LJOSITZ,X,X,O,O,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,O,O,X,X
LJOSIZT,O,X,O,O,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,O,O,X,X
LJOSZTI,X,X,O,O,O,O,X,X,O,X,X,O,X,X,X,X,X,X,X,O,O,X,X,X,O,O,X,X
LJOSZIT,O,X,O,O,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,O,O,X,X
LJOZTIS,X,X,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,O,X,X
LJOZTSI,X,X,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,O,O,O,X,X
LJOZITS,X,X,X,O,O,O,X,X,X,X,X,X,X,X,X,X,X,O,X,O,X,X,X,X,X,O,X,X
LJOZIST,O,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,O,X,X
LJOZSTI,X,X,O,O,O,O,X,X,X,X,X,O,X,X,X,X,X,X,X,O,O,X,X,X,O,O,X,X
LJOZSIT,X,X,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,O,O,X,X
LSTIJZO,X,O,O,O,X,O,X,X,O,O,X,X,X,X,O,X,O,X,O,X,X,O,X,X,O,O,X,X
LSTIJOZ,X,O,O,O,X,O,X,X,O,O,X,X,X,O,O,X,X,X,O,X,X,X,X,X,O,O,X,X
LSTIZJO,X,O,O,O,X,O,X,X,X,O,X,X,X,O,O,X,O,X,X,X,X,O,X,X,O,O,X,O
LSTIZOJ,X,X,O,O,X,X,X,X,X,X,X,X,O,O,X,X,X,X,X,O,X,O,X,X,O,X,X,X
LSTIOJZ,X,O,O,O,X,X,O,X,X,X,X,X,O,O,O,X,X,X,X,X,X,X,X,X,O,X,X,X
LSTIOZJ,X,O,O,O,X,X,O,X,X,X,X,X,O,O,X,X,X,X,X,O,X,O,X,X,O,X,X,X
LSTJIZO,O,O,O,O,O,O,X,X,O,O,X,X,X,X,O,X,O,X,O,X,X,O,X,X,O,O,O,X
LSTJIOZ,O,O,O,O,O,O,X,X,O,O,X,X,X,O,O,X,X,X,O,X,X,X,X,X,O,O,X,X
LSTJZIO,O,O,O,O,O,O,X,X,O,O,X,X,X,X,O,X,X,X,X,X,X,O,X,O,O,O,O,O
LSTJZOI,O,O,O,O,O,O,X,X,O,O,X,X,O,X,O,X,X,X,X,X,X,X,X,O,O,O,O,O
LSTJOIZ,O,O,O,O,O,O,X,X,O,O,X,X,O,O,O,X,X,X,X,X,X,X,X,X,O,O,X,X
LSTJOZI,O,O,O,O,O,O,X,X,O,O,X,X,O,X,O,X,X,X,X,X,X,X,X,X,O,O,O,X
LSTZIJO,X,O,O,O,X,O,X,X,X,O,X,X,X,O,O,X,X,X,X,X,X,O,X,X,O,O,X,O
LSTZIOJ,X,O,O,O,X,X,X,X,X,X,X,X,O,O,X,X,X,X,X,O,X,O,X,X,O,X,X,X
