sequence,v115@zgB8HeC8GeB8FeD8FeH8AeC8Jex7IvhF6iBTeBclBm?hBXmBFsB,v115@zgB8HeC8GeB8FeD8FeH8AeC8Jex7IvhF8hBGeBamB3?iBTlBFsB,v115@zgB8HeC8GeB8FeD8FeH8AeC8Je07IvhFxdBzhBCjBX?hB2qBFsB,v115@zgB8HeC8GeB8FeD8FeH8AeC8Je38IvhF5iBTeBclBy?mBllBmrB,v115@zgB8HeC8GeB8FeD8FeH8AeC8Jex7IvhFTeBclBXmBO?sB6sBlrB,v115@zgB8HeC8GeB8FeD8FeH8AeC8JeVBJvhFaiB5iBTeB0?gB2qBfsB,v115@zgB8HeC8GeB8FeD8FeH8AeC8JefCJvhFxdBUhBCjBT?lBmlBFsB,v115@zgB8HeC8GeB8FeD8FeH8AeC8Je3AJvhFcmBxiBmhBC?jBTlBFsB
JTSOLIZ,O,O,O,X,X,O,X,X
JTSOLZI,O,O,O,X,X,O,X,X
JTSOZIL,O,O,X,X,O,O,X,X
JTSOZLI,O,O,O,X,O,O,X,X
JTZILSO,O,O,X,O,X,X,X,X
JTZILOS,O,O,O,O,X,X,X,X
JTZISLO,O,O,X,X,X,X,X,O
JTZISOL,O,O,X,X,X,X,X,O
JTZIOLS,O,O,O,O,X,X,X,X
JTZIOSL,O,O,X,X,X,X,X,X
JTZLISO,O,O,X,O,X,X,X,X
JTZLIOS,O,O,O,O,X,X,X,X
JTZLSIO,O,O,X,O,X,X,O,X
JTZLSOI,O,O,O,O,X,X,O,X
JTZLOIS,O,O,O,O,X,X,X,X
JTZLOSI,O,O,O,O,X,X,X,X
JTZSILO,O,O,X,X,O,X,X,O
JTZSIOL,O,O,X,X,O,X,X,O
JTZSLIO,O,O,X,X,O,X,O,X
JTZSLOI,O,O,O,X,O,X,O,X
JTZSOIL,O,O,X,X,O,X,X,X
JTZSOLI,O,O,O,X,O,X,X,X
JTZOILS,O,O,O,O,X,X,X,X
JTZOISL,O,O,X,X,X,X,X,X
JTZOLIS,O,O,O,O,X,X,X,X
JTZOLSI,O,O,O,O,X,X,X,X
JTZOSIL,O,O,X,X,O,X,X,X
JTZOSLI,O,O,O,X,O,X,X,X
JTOILSZ,X,O,O,O,X,X,X,X
JTOILZS,O,O,O,O,X,X,X,X
JTOISLZ,X,O,X,X,X,O,X,X
JTOISZL,X,O,X,X,X,O,X,X
JTOIZLS,O,O,O,O,X,X,X,X
JTOIZSL,O,O,X,X,X,X,X,X
JTOLISZ,X,O,O,O,X,X,X,X
JTOLIZS,O,O,O,O,X,X,X,X
JTOLSIZ,O,O,O,O,X,X,X,X
JTOLSZI,O,O,O,O,X,X,X,X
JTOLZIS,O,O,O,O,X,X,X,X
JTOLZSI,O,O,O,O,X,X,O,X
JTOSILZ,O,O,X,X,X,O,X,X
JTOSIZL,O,O,X,X,X,O,X,X
JTOSLIZ,O,O,O,X,X,O,X,X
JTOSLZI,O,O,O,X,X,O,X,X
JTOSZIL,O,O,X,X,O,O,X,X
JTOSZLI,O,O,O,X,O,O,X,X
JTOZILS,O,O,O,O,X,X,X,X
JTOZISL,O,O,X,X,X,X,X,X
JTOZLIS,O,O,O,O,X,X,X,X
JTOZLSI,O,O,O,O,X,X,O,X
JTOZSIL,O,O,X,X,O,X,X,X
JTOZSLI,O,O,O,X,O,X,O,X
JITLSZO,X,O,X,O,X,X,X,X
JITLSOZ,X,X,O,O,X,X,X,X
JITLZSO,X,O,X,O,X,X,X,X
JITLZOS,X,O,O,O,X,X,X,X
JITLOSZ,X,X,O,O,X,X,X,X
JITLOZS,O,X,O,O,X,X,X,X
JITSLZO,X,O,X,X,X,O,X,X
JITSLOZ,X,X,X,X,X,O,X,X
JITSZLO,X,O,X,X,X,O,X,X
JITSZOL,X,O,X,X,X,O,X,X
JITSOLZ,X,O,X,X,X,O,X,X
JITSOZL,X,O,X,X,X,O,X,X
JITZLSO,O,O,X,O,X,X,X,X
JITZLOS,O,O,O,O,X,X,X,X
JITZSLO,O,O,X,X,X,X,X,O
JITZSOL,O,O,X,X,X,X,X,O
JITZOLS,O,O,O,O,X,X,X,X
JITZOSL,O,O,X,X,X,X,X,X
JITOLSZ,X,O,O,O,X,X,X,X
JITOLZS,O,O,O,O,X,X,X,X
JITOSLZ,X,O,X,X,X,O,X,X
JITOSZL,X,O,X,X,X,O,X,X
JITOZLS,O,O,O,O,X,X,X,X
JITOZSL,O,O,X,X,X,X,X,X
JILTSZO,X,O,X,O,X,X,X,X
JILTSOZ,X,X,O,O,X,X,X,X
JILTZSO,X,O,X,O,X,X,X,X
JILTZOS,X,O,O,O,X,X,X,X
JILTOSZ,X,X,O,O,X,X,X,X
JILTOZS,X,X,O,O,X,X,X,X
JILSTZO,X,X,X,O,X,O,X,X
JILSTOZ,X,X,O,O,X,O,X,X
JILSZTO,X,O,X,O,X,O,X,X
JILSZOT,X,O,X,O,X,O,X,X
JILSOTZ,X,X,X,O,X,O,X,X
JILSOZT,X,X,X,O,X,O,X,X
JILZTSO,X,X,X,O,X,X,X,X
JILZTOS,X,X,O,O,X,X,X,X
JILZSTO,X,X,X,O,X,X,X,X
JILZSOT,X,X,X,O,X,X,X,X
JILZOTS,X,X,X,O,X,X,X,X
JILZOST,X,X,X,O,X,X,X,X
JILOTSZ,X,X,O,O,X,X,X,X
JILOTZS,X,X,O,O,X,X,X,X
JILOSTZ,X,X,X,O,X,O,X,X
JILOSZT,X,X,X,O,X,O,X,X
JILOZTS,X,X,X,O,X,X,X,X
JILOZST,X,X,X,O,X,X,X,X
JISTLZO,X,X,X,X,X,O,X,X
JISTLOZ,X,X,X,X,X,O,X,X
JISTZLO,X,X,X,X,X,O,X,X
JISTZOL,X,X,X,X,X,O,X,X
JISTOLZ,X,X,X,X,X,O,X,X
JISTOZL,X,X,X,X,X,O,X,X
JISLTZO,X,X,X,O,X,O,X,X
JISLTOZ,X,X,X,O,X,O,X,X
JISLZTO,X,O,X,O,X,O,X,X
JISLZOT,X,O,X,O,X,O,X,X
JISLOTZ,X,X,X,O,X,O,X,X
JISLOZT,X,X,X,O,X,O,X,X
JISZTLO,X,O,X,X,O,O,X,X
JISZTOL,X,O,X,X,O,O,X,X
JISZLTO,X,O,X,O,O,O,X,X
JISZLOT,X,O,X,O,O,O,X,X
JISZOTL,X,O,X,X,O,O,X,X
JISZOLT,X,O,X,O,O,O,X,X
JISOTLZ,X,O,X,X,X,O,X,X
JISOTZL,X,O,X,X,X,O,X,X
JISOLTZ,X,X,X,O,X,O,X,X
JISOLZT,X,O,X,O,X,O,X,X
JISOZTL,X,O,X,X,O,O,X,X
JISOZLT,X,O,X,O,O,O,X,X
JIZTLSO,O,X,X,O,X,X,X,X
JIZTLOS,O,X,O,O,X,X,X,X
JIZTSLO,O,X,X,X,X,X,X,X
JIZTSOL,O,X,X,X,X,X,X,X
JIZTOLS,O,X,O,O,X,X,X,X
JIZTOSL,O,X,X,X,X,X,X,X
JIZLTSO,X,X,X,O,X,X,X,X
JIZLTOS,X,X,O,O,X,X,X,X
JIZLSTO,X,X,X,O,X,X,X,X
JIZLSOT,X,X,X,O,X,X,X,X
JIZLOTS,X,X,X,O,X,X,X,X
JIZLOST,X,X,X,O,X,X,X,X
JIZSTLO,O,X,X,X,O,O,X,O
JIZSTOL,O,X,X,X,O,O,X,O
JIZSLTO,O,X,X,O,O,O,X,O
JIZSLOT,O,X,X,O,O,O,X,O
JIZSOTL,O,X,X,X,O,O,X,X
JIZSOLT,O,X,X,O,O,O,X,O
JIZOTLS,O,X,X,O,X,X,X,X
JIZOTSL,O,X,X,X,X,X,X,X
JIZOLTS,X,X,X,O,X,X,X,X
JIZOLST,X,X,X,O,X,X,X,X
JIZOSTL,O,X,X,X,O,O,X,X
JIZOSLT,O,X,X,O,O,O,X,X
JIOTLSZ,X,O,X,O,X,X,X,X
JIOTLZS,O,O,X,O,X,X,X,X
JIOTSLZ,X,O,X,X,X,O,X,X
JIOTSZL,X,O,X,X,X,O,X,X
JIOTZLS,O,O,X,O,X,X,X,X
JIOTZSL,O,O,X,X,X,X,X,X
JIOLTSZ,X,O,X,O,X,X,X,X
JIOLTZS,X,O,X,O,X,X,X,X
JIOLSTZ,X,X,X,O,X,O,X,X
JIOLSZT,X,O,X,O,X,O,X,X
JIOLZTS,X,X,X,O,X,X,X,X
JIOLZST,X,X,X,O,X,X,X,X
JIOSTLZ,X,O,X,X,X,O,X,X
JIOSTZL,X,O,X,X,X,O,X,X
JIOSLTZ,X,X,X,O,X,O,X,X
JIOSLZT,X,O,X,O,X,O,X,X
JIOSZTL,X,O,X,X,O,O,X,X
JIOSZLT,X,O,X,O,O,O,X,X
JIOZTLS,O,X,X,O,X,X,X,X
JIOZTSL,O,X,X,X,X,X,X,X
JIOZLTS,X,X,X,O,X,X,X,X
JIOZLST,X,X,X,O,X,X,X,X
JIOZSTL,O,X,X,X,O,O,X,X
JIOZSLT,O,X,X,O,O,O,X,X
JLTISZO,X,O,X,O,X,X,O,X
JLTISOZ,X,X,O,O,X,X,X,X
JLTIZSO,X,O,X,O,X,X,X,X
JLTIZOS,X,O,O,O,X,X,X,X
JLTIOSZ,X,X,O,O,X,X,X,X
JLTIOZS,X,X,O,O,X,X,X,X
JLTSIZO,X,O,X,O,X,X,O,X
JLTSIOZ,X,X,O,O,X,X,X,X
JLTSZIO,X,O,X,O,X,X,O,X
JLTSZOI,X,O,O,O,X,X,O,X
JLTSOIZ,X,O,O,O,X,X,X,X
JLTSOZI,X,O,O,O,X,X,X,X
JLTZISO,X,O,X,O,X,X,X,X
JLTZIOS,X,O,O,O,X,X,X,X
JLTZSIO,X,O,X,O,X,X,O,X
JLTZSOI,X,O,O,O,X,X,O,X
JLTZOIS,X,O,O,O,X,X,X,X
JLTZOSI,X,O,O,O,X,X,X,X
JLTOISZ,X,O,O,O,X,X,X,X
JLTOIZS,X,O,O,O,X,X,X,X
JLTOSIZ,X,O,O,O,X,X,X,X
JLTOSZI,X,O,O,O,X,X,X,X
JLTOZIS,X,O,O,O,X,X,X,X
JLTOZSI,X,O,O,O,X,X,O,X
JLITSZO,X,O,X,O,X,X,O,X
JLITSOZ,X,X,O,O,X,X,X,X
JLITZSO,X,O,X,O,X,X,X,X
JLITZOS,X,O,O,O,X,X,X,X
JLITOSZ,X,X,O,O,X,X,X,X
JLITOZS,X,X,O,O,X,X,X,X
JLISTZO,X,X,X,O,X,O,X,X
JLISTOZ,X,X,O,O,X,O,X,X
JLISZTO,X,O,X,O,X,O,X,X
JLISZOT,X,O,X,O,X,O,X,X
JLISOTZ,X,X,X,O,X,O,X,X
JLISOZT,X,X,X,O,X,O,X,X
JLIZTSO,X,X,X,O,X,X,X,X
JLIZTOS,X,X,O,O,X,X,X,X
JLIZSTO,X,X,X,O,X,X,X,X
JLIZSOT,X,X,X,O,X,X,X,X
JLIZOTS,X,X,X,O,X,X,X,X
JLIZOST,X,X,X,O,X,X,X,X
JLIOTSZ,X,X,O,O,X,X,X,X
JLIOTZS,X,X,O,O,X,X,X,X
JLIOSTZ,X,X,X,O,X,O,X,X
JLIOSZT,X,X,X,O,X,O,X,X
JLIOZTS,X,X,X,O,X,X,X,X
JLIOZST,X,X,X,O,X,X,X,X
JLSTIZO,X,O,X,O,X,O,X,X
JLSTIOZ,X,X,O,O,X,O,X,X
JLSTZIO,X,O,X,O,X,O,X,X
JLSTZOI,X,O,O,O,X,O,X,X
JLSTOIZ,X,X,O,O,X,O,X,X
JLSTOZI,X,O,O,O,X,O,X,X
JLSITZO,X,X,X,O,X,O,X,X
JLSITOZ,X,X,O,O,X,O,X,X
JLSIZTO,X,O,X,O,X,O,X,X
JLSIZOT,X,O,X,O,X,O,X,X
JLSIOTZ,X,X,X,O,X,O,X,X
JLSIOZT,X,X,X,O,X,O,X,X
JLSZTIO,X,O,X,O,O,O,X,X
JLSZTOI,X,O,O,O,O,O,X,X
JLSZITO,X,O,X,O,O,O,X,X
JLSZIOT,X,O,X,O,O,O,X,X
JLSZOTI,X,O,X,O,O,O,X,X
JLSZOIT,X,O,X,O,O,O,X,X
JLSOTIZ,X,O,X,O,X,O,X,X
JLSOTZI,X,O,X,O,X,O,X,X
JLSOITZ,X,X,X,O,X,O,X,X
JLSOIZT,X,O,X,O,X,O,X,X
JLSOZTI,X,O,X,O,O,O,X,X
JLSOZIT,X,O,X,O,O,O,X,X
JLZTISO,X,O,X,O,X,X,X,X
JLZTIOS,X,O,O,O,X,X,X,X
JLZTSIO,X,O,X,O,X,X,X,X
JLZTSOI,X,O,O,O,X,X,X,X
JLZTOIS,X,O,O,O,X,X,X,X
JLZTOSI,X,X,O,O,X,X,X,X
JLZITSO,X,X,X,O,X,X,X,X
JLZITOS,X,X,O,O,X,X,X,X
JLZISTO,X,X,X,O,X,X,X,X
JLZISOT,X,X,X,O,X,X,X,X
JLZIOTS,X,X,X,O,X,X,X,X
JLZIOST,X,X,X,O,X,X,X,X
JLZSTIO,X,O,X,O,O,X,X,X
JLZSTOI,X,O,O,O,O,X,X,X
JLZSITO,X,O,X,O,O,X,X,X
JLZSIOT,X,O,X,O,O,X,X,X
JLZSOTI,X,O,X,O,O,X,X,X
JLZSOIT,X,O,X,O,O,X,X,X
JLZOTIS,X,X,O,O,X,X,X,X
JLZOTSI,X,X,O,O,X,X,X,X
JLZOITS,X,X,X,O,X,X,X,X
JLZOIST,X,X,X,O,X,X,X,X
JLZOSTI,X,X,X,O,O,X,X,X
JLZOSIT,X,X,X,O,O,X,X,X
JLOTISZ,X,O,O,O,X,X,X,X
JLOTIZS,X,O,O,O,X,X,X,X
JLOTSIZ,X,O,O,O,X,X,X,X
JLOTSZI,X,O,O,O,X,X,X,X
JLOTZIS,X,O,O,O,X,X,X,X
JLOTZSI,X,O,O,O,X,X,O,X
JLOITSZ,X,O,O,O,X,X,X,X
JLOITZS,X,O,O,O,X,X,X,X
JLOISTZ,X,X,X,O,X,O,X,X
JLOISZT,X,O,X,O,X,O,X,X
JLOIZTS,X,X,X,O,X,X,X,X
JLOIZST,X,X,X,O,X,X,X,X
JLOSTIZ,X,O,X,O,X,O,X,X
JLOSTZI,X,O,X,O,X,O,X,X
JLOSITZ,X,X,X,O,X,O,X,X
JLOSIZT,X,O,X,O,X,O,X,X
JLOSZTI,X,O,X,O,O,O,X,X
JLOSZIT,X,O,X,O,O,O,X,X
JLOZTIS,X,O,O,O,X,X,X,X
JLOZTSI,X,O,O,O,X,X,X,X
JLOZITS,X,X,X,O,X,X,X,X
JLOZIST,X,X,X,O,X,X,X,X
JLOZSTI,X,O,X,O,O,X,O,X
JLOZSIT,X,O,X,O,O,X,O,X
JSTILZO,O,O,X,X,X,O,X,X
JSTILOZ,O,X,X,X,X,O,X,X
JSTIZLO,O,O,X,X,X,O,X,X
JSTIZOL,O,O,X,X,X,O,X,X
JSTIOLZ,O,O,X,X,X,O,X,X
JSTIOZL,O,O,X,X,X,O,X,X
JSTLIZO,O,O,X,X,X,O,X,X
JSTLIOZ,O,X,O,X,X,O,X,X
JSTLZIO,O,O,X,X,X,O,X,X
JSTLZOI,O,O,O,X,X,O,X,X
JSTLOIZ,O,O,O,X,X,O,X,X
JSTLOZI,O,O,O,X,X,O,X,X
JSTZILO,O,O,X,X,O,O,X,X
JSTZIOL,O,O,X,X,O,O,X,X
JSTZLIO,O,O,X,X,O,O,X,X
JSTZLOI,O,O,O,X,O,O,X,X
JSTZOIL,O,O,X,X,O,O,X,X
JSTZOLI,O,O,O,X,O,O,X,X
JSTOILZ,O,O,X,X,X,O,X,X
JSTOIZL,O,O,X,X,X,O,X,X
JSTOLIZ,O,O,O,X,X,O,X,X
JSTOLZI,O,O,O,X,X,O,X,X
JSTOZIL,O,O,X,X,O,O,X,X
JSTOZLI,O,O,O,X,O,O,X,X
JSITLZO,X,X,X,X,X,O,X,X
JSITLOZ,X,X,X,X,X,O,X,X
JSITZLO,X,X,X,X,X,O,X,X
JSITZOL,X,X,X,X,X,O,X,X
JSITOLZ,X,X,X,X,X,O,X,X
JSITOZL,X,X,X,X,X,O,X,X
JSILTZO,X,X,X,O,X,O,X,X
JSILTOZ,X,X,X,O,X,O,X,X
JSILZTO,O,O,X,O,X,O,X,X
JSILZOT,O,O,X,O,X,O,X,X
JSILOTZ,X,X,X,O,X,O,X,X
JSILOZT,O,X,X,O,X,O,X,X
JSIZTLO,O,O,X,X,O,O,X,X
JSIZTOL,O,O,X,X,O,O,X,X
JSIZLTO,O,O,X,O,O,O,X,X
JSIZLOT,O,O,X,O,O,O,X,X
JSIZOTL,O,O,X,X,O,O,X,X
JSIZOLT,O,O,X,O,O,O,X,X
JSIOTLZ,X,O,X,X,X,O,X,X
JSIOTZL,X,O,X,X,X,O,X,X
JSIOLTZ,X,X,X,O,X,O,X,X
JSIOLZT,O,O,X,O,X,O,X,X
JSIOZTL,O,O,X,X,O,O,X,X
JSIOZLT,O,O,X,O,O,O,X,X
JSLTIZO,X,O,X,O,X,O,X,X
JSLTIOZ,X,X,O,O,X,O,X,X
JSLTZIO,O,O,X,O,X,O,X,X
JSLTZOI,O,O,O,O,X,O,X,X
JSLTOIZ,X,X,O,O,X,O,X,X
JSLTOZI,O,O,O,O,X,O,X,X
JSLITZO,X,X,X,O,X,O,X,X
JSLITOZ,X,X,O,O,X,O,X,X
JSLIZTO,O,O,X,O,X,O,X,X
JSLIZOT,O,O,X,O,X,O,X,X
JSLIOTZ,X,X,X,O,X,O,X,X
JSLIOZT,O,X,X,O,X,O,X,X
JSLZTIO,O,O,X,O,O,O,X,X
JSLZTOI,O,O,O,O,O,O,X,X
JSLZITO,O,O,X,O,O,O,X,X
JSLZIOT,O,O,X,O,O,O,X,X
JSLZOTI,O,O,X,O,O,O,X,X
JSLZOIT,O,O,X,O,O,O,X,X
JSLOTIZ,X,O,X,O,X,O,X,X
JSLOTZI,O,O,X,O,X,O,X,X
JSLOITZ,X,X,X,O,X,O,X,X
JSLOIZT,O,O,X,O,X,O,X,X
JSLOZTI,O,O,X,O,O,O,X,X
JSLOZIT,O,O,X,O,O,O,X,X
JSZTILO,O,O,X,X,O,O,X,X
JSZTIOL,O,O,X,X,O,O,X,X
JSZTLIO,O,O,X,X,O,O,X,X
JSZTLOI,O,O,O,X,O,O,X,X
JSZTOIL,O,O,X,X,O,O,X,X
JSZTOLI,O,O,O,X,O,O,X,X
JSZITLO,O,O,X,X,O,O,X,X
JSZITOL,O,O,X,X,O,O,X,X
JSZILTO,O,O,X,O,O,O,X,X
JSZILOT,O,O,X,O,O,O,X,X
JSZIOTL,O,O,X,X,O,O,X,X
JSZIOLT,O,O,X,O,O,O,X,X
JSZLTIO,O,O,X,O,O,O,X,X
JSZLTOI,O,O,O,O,O,O,X,X
JSZLITO,O,O,X,O,O,O,X,X
JSZLIOT,O,O,X,O,O,O,X,X
JSZLOTI,O,O,X,O,O,O,X,X
JSZLOIT,O,O,X,O,O,O,X,X
JSZOTIL,O,O,X,X,O,O,X,X
JSZOTLI,O,O,X,X,O,O,X,X
JSZOITL,O,O,X,X,O,O,X,X
JSZOILT,O,O,X,O,O,O,X,X
JSZOLTI,O,O,X,O,O,O,X,X
JSZOLIT,O,O,X,O,O,O,X,X
JSOTILZ,O,O,X,X,X,O,X,X
JSOTIZL,O,O,X,X,X,O,X,X
JSOTLIZ,O,O,X,X,X,O,X,X
JSOTLZI,O,O,X,X,X,O,X,X
JSOTZIL,O,O,X,X,O,O,X,X
JSOTZLI,O,O,X,X,O,O,X,X
JSOITLZ,X,O,X,X,X,O,X,X
JSOITZL,X,O,X,X,X,O,X,X
JSOILTZ,X,X,X,O,X,O,X,X
JSOILZT,O,O,X,O,X,O,X,X
JSOIZTL,O,O,X,X,O,O,X,X
JSOIZLT,O,O,X,O,O,O,X,X
JSOLTIZ,X,O,X,O,X,O,X,X
JSOLTZI,O,O,X,O,X,O,X,X
JSOLITZ,X,X,X,O,X,O,X,X
JSOLIZT,O,O,X,O,X,O,X,X
JSOLZTI,O,O,X,O,O,O,X,X
JSOLZIT,O,O,X,O,O,O,X,X
JSOZTIL,O,O,X,X,O,O,X,X
JSOZTLI,O,O,X,X,O,O,X,X
JSOZITL,O,O,X,X,O,O,X,X
JSOZILT,O,O,X,O,O,O,X,X
JSOZLTI,O,O,X,O,O,O,X,X
JSOZLIT,O,O,X,O,O,O,X,X
JZTILSO,O,O,X,O,X,X,X,X
JZTILOS,O,O,O,O,X,X,X,X
JZTISLO,O,O,X,X,X,X,X,O
JZTISOL,O,O,X,X,X,X,X,O
JZTIOLS,O,O,O,O,X,X,X,X
JZTIOSL,O,O,X,X,X,X,X,X
JZTLISO,O,O,X,O,X,X,X,X
JZTLIOS,O,O,O,O,X,X,X,X
JZTLSIO,O,O,X,O,X,X,X,X
JZTLSOI,O,O,O,O,X,X,X,X
JZTLOIS,O,O,O,O,X,X,X,X
JZTLOSI,O,O,O,O,X,X,X,X
JZTSILO,O,O,X,X,O,X,X,O
JZTSIOL,O,O,X,X,O,X,X,O
JZTSLIO,O,O,X,X,O,X,X,X
JZTSLOI,O,O,O,X,O,X,X,X
JZTSOIL,O,O,X,X,O,X,X,X
JZTSOLI,O,O,O,X,O,X,X,X
JZTOILS,O,O,O,O,X,X,X,X
JZTOISL,O,O,X,X,X,X,X,X
JZTOLIS,O,O,O,O,X,X,X,X
JZTOLSI,O,O,O,O,X,X,X,X
JZTOSIL,O,O,X,X,O,X,X,X
JZTOSLI,O,O,O,X,O,X,X,X
JZITLSO,O,X,X,O,X,X,X,X
JZITLOS,O,X,O,O,X,X,X,X
JZITSLO,O,X,X,X,X,X,X,X
JZITSOL,O,X,X,X,X,X,X,X
JZITOLS,O,X,O,O,X,X,X,X
JZITOSL,O,X,X,X,X,X,X,X
JZILTSO,X,X,X,O,X,X,X,X
JZILTOS,X,X,O,O,X,X,X,X
JZILSTO,X,X,X,O,X,X,X,X
JZILSOT,X,X,X,O,X,X,X,X
JZILOTS,X,X,X,O,X,X,X,X
JZILOST,X,X,X,O,X,X,X,X
JZISTLO,O,X,X,X,O,O,X,O
JZISTOL,O,X,X,X,O,O,X,O
JZISLTO,O,X,X,O,O,O,X,O
JZISLOT,O,X,X,O,O,O,X,O
JZISOTL,O,X,X,X,O,O,X,X
JZISOLT,O,X,X,O,O,O,X,O
JZIOTLS,O,X,X,O,X,X,X,X
JZIOTSL,O,X,X,X,X,X,X,X
JZIOLTS,X,X,X,O,X,X,X,X
JZIOLST,X,X,X,O,X,X,X,X
JZIOSTL,O,X,X,X,O,O,X,X
JZIOSLT,O,X,X,O,O,O,X,X
JZLTISO,X,O,X,O,X,X,X,X
JZLTIOS,X,O,O,O,X,X,X,X
JZLTSIO,X,O,X,O,X,X,X,X
JZLTSOI,X,O,O,O,X,X,X,X
JZLTOIS,X,O,O,O,X,X,X,X
JZLTOSI,X,X,O,O,X,X,X,X
JZLITSO,X,X,X,O,X,X,X,X
JZLITOS,X,X,O,O,X,X,X,X
JZLISTO,X,X,X,O,X,X,X,X
JZLISOT,X,X,X,O,X,X,X,X
JZLIOTS,X,X,X,O,X,X,X,X
JZLIOST,X,X,X,O,X,X,X,X
JZLSTIO,X,O,X,O,O,X,X,X
JZLSTOI,X,O,O,O,O,X,X,X
JZLSITO,X,O,X,O,O,X,X,X
JZLSIOT,X,O,X,O,O,X,X,X
JZLSOTI,X,O,X,O,O,X,X,X
JZLSOIT,X,O,X,O,O,X,X,X
JZLOTIS,X,X,O,O,X,X,X,X
JZLOTSI,X,X,O,O,X,X,X,X
JZLOITS,X,X,X,O,X,X,X,X
JZLOIST,X,X,X,O,X,X,X,X
JZLOSTI,X,X,X,O,O,X,X,X
JZLOSIT,X,X,X,O,O,X,X,X
JZSTILO,O,O,X,X,O,O,X,O
JZSTIOL,O,O,X,X,O,O,X,O
JZSTLIO,O,O,X,X,O,O,X,X
JZSTLOI,O,O,O,X,O,O,X,X
JZSTOIL,O,O,X,X,O,O,X,X
JZSTOLI,O,O,O,X,O,O,X,X
JZSITLO,O,O,X,X,O,O,X,O
JZSITOL,O,O,X,X,O,O,X,O
JZSILTO,O,O,X,O,O,O,X,O
JZSILOT,O,O,X,O,O,O,X,O
JZSIOTL,O,O,X,X,O,O,X,X
JZSIOLT,O,O,X,O,O,O,X,O
JZSLTIO,O,O,X,O,O,O,X,X
JZSLTOI,O,O,O,O,O,O,X,X
JZSLITO,O,O,X,O,O,O,X,X
JZSLIOT,O,O,X,O,O,O,X,X
JZSLOTI,O,O,X,O,O,O,X,X
JZSLOIT,O,O,X,O,O,O,X,X
JZSOTIL,O,O,X,X,O,O,X,X
JZSOTLI,O,O,X,X,O,O,X,X
JZSOITL,O,O,X,X,O,O,X,X
JZSOILT,O,O,X,O,O,O,X,X
JZSOLTI,O,O,X,O,O,O,X,X
JZSOLIT,O,O,X,O,O,O,X,X
JZOTILS,O,O,O,O,X,X,X,X
JZOTISL,O,O,X,X,X,X,X,X
JZOTLIS,O,O,O,O,X,X,X,X
JZOTLSI,O,O,O,O,X,X,X,X
JZOTSIL,O,O,X,X,O,X,X,X
JZOTSLI,O,O,O,X,O,X,X,X
JZOITLS,O,X,X,O,X,X,X,X
JZOITSL,O,X,X,X,X,X,X,X
JZOILTS,X,X,X,O,X,X,X,X
JZOILST,X,X,X,O,X,X,X,X
JZOISTL,O,X,X,X,O,O,X,X
JZOISLT,O,X,X,O,O,O,X,X
JZOLTIS,X,O,O,O,X,X,X,X
JZOLTSI,X,O,O,O,X,X,X,X
JZOLITS,X,X,X,O,X,X,X,X
JZOLIST,X,X,X,O,X,X,X,X
JZOLSTI,X,O,X,O,O,X,X,X
JZOLSIT,X,O,X,O,O,X,X,X
JZOSTIL,O,O,X,X,O,O,X,X
JZOSTLI,O,O,X,X,O,O,X,X
JZOSITL,O,O,X,X,O,O,X,X
JZOSILT,O,O,X,O,O,O,X,X
JZOSLTI,O,O,X,O,O,O,X,X
JZOSLIT,O,O,X,O,O,O,X,X
JOTILSZ,X,O,O,O,X,X,X,X
JOTILZS,O,O,O,O,X,X,X,X
JOTISLZ,X,O,X,X,X,O,X,X
JOTISZL,X,O,X,X,X,O,X,X
JOTIZLS,O,O,O,O,X,X,X,X
JOTIZSL,O,O,X,X,X,X,X,X
JOTLISZ,X,O,O,O,X,X,X,X
JOTLIZS,O,O,O,O,X,X,X,X
JOTLSIZ,O,O,O,O,X,X,X,X
JOTLSZI,O,O,O,O,X,X,X,X
JOTLZIS,O,O,O,O,X,X,X,X
JOTLZSI,O,O,O,O,X,X,O,X
JOTSILZ,O,O,X,X,X,O,X,X
JOTSIZL,O,O,X,X,X,O,X,X
JOTSLIZ,O,O,O,X,X,O,X,X
JOTSLZI,O,O,O,X,X,O,X,X
JOTSZIL,O,O,X,X,O,O,X,X
JOTSZLI,O,O,O,X,O,O,X,X
JOTZILS,O,O,O,O,X,X,X,X
JOTZISL,O,O,X,X,X,X,X,X
JOTZLIS,O,O,O,O,X,X,X,X
JOTZLSI,O,O,O,O,X,X,O,X
JOTZSIL,O,O,X,X,O,X,X,X
JOTZSLI,O,O,O,X,O,X,O,X
JOITLSZ,X,O,X,O,X,X,X,X
JOITLZS,O,O,X,O,X,X,X,X
JOITSLZ,X,O,X,X,X,O,X,X
JOITSZL,X,O,X,X,X,O,X,X
JOITZLS,O,O,X,O,X,X,X,X
JOITZSL,O,O,X,X,X,X,X,X
JOILTSZ,X,O,X,O,X,X,X,X
JOILTZS,X,O,X,O,X,X,X,X
JOILSTZ,X,X,X,O,X,O,X,X
JOILSZT,X,O,X,O,X,O,X,X
JOILZTS,X,X,X,O,X,X,X,X
JOILZST,X,X,X,O,X,X,X,X
JOISTLZ,X,O,X,X,X,O,X,X
JOISTZL,X,O,X,X,X,O,X,X
JOISLTZ,X,X,X,O,X,O,X,X
