sequence,v115@5gB8GeC8HeD8FeE8AeH8JeO/IvhFxbBTeBCgB/mB0l?BlpB,v115@5gB8GeC8HeD8FeE8AeH8JeU7IvhFFcBTeBikBGmBRq?B/pB,v115@5gB8GeC8HeD8FeE8AeH8Jex6IvhFOhBTeBlfBclB/p?BSwB,v115@5gB8GeC8HeD8FeE8AeH8Jey/IvhFFcBTeBWmB0fB/p?BxvB,v115@5gB8GeC8HeD8FeE8AeH8JeZ/IvhFufB1gBTeBXhB8p?BSwB,v115@5gB8GeC8HeD8FeE8AeH8Jex7IvhFTeB/mB6pB0qBOp?BFqB
SZIOLTJ,O,X,X,X,O,O
SZIOLJT,O,X,O,O,O,O
SZIOJTL,O,X,O,O,O,X
SZIOJLT,O,X,O,O,O,O
SZLTIJO,O,X,O,X,O,O
SZLTIOJ,O,X,O,X,O,O
SZLTJIO,O,X,O,X,O,O
SZLTJOI,O,X,O,X,O,O
SZLTOIJ,O,X,O,X,O,O
SZLTOJI,O,X,O,X,O,O
SZLITJO,O,X,O,X,O,O
SZLITOJ,O,X,O,X,O,O
SZLIJTO,O,X,O,O,O,O
SZLIJOT,O,X,O,O,O,O
SZLIOTJ,O,X,O,X,O,O
SZLIOJT,O,X,O,O,O,O
SZLJTIO,O,X,O,X,O,O
SZLJTOI,O,X,O,X,O,O
SZLJITO,O,X,O,X,O,O
SZLJIOT,O,X,O,X,O,O
SZLJOTI,O,X,O,X,O,O
SZLJOIT,O,X,O,X,O,O
SZLOTIJ,O,X,O,X,O,O
SZLOTJI,O,X,O,X,O,O
SZLOITJ,O,X,O,X,O,O
SZLOIJT,O,X,O,O,O,O
SZLOJTI,O,X,O,X,O,O
SZLOJIT,O,X,O,X,O,O
SZJTILO,O,X,O,X,X,X
SZJTIOL,O,X,O,X,O,X
SZJTLIO,O,X,O,X,X,X
SZJTLOI,O,X,O,X,X,X
SZJTOIL,O,X,O,X,O,X
SZJTOLI,O,X,O,X,X,X
SZJITLO,O,X,O,X,X,X
SZJITOL,O,X,O,X,O,X
SZJILTO,O,X,X,X,O,O
SZJILOT,O,X,O,X,O,O
SZJIOTL,O,X,O,X,O,X
SZJIOLT,O,X,O,X,O,O
SZJLTIO,O,X,O,X,O,O
SZJLTOI,O,X,O,X,O,O
SZJLITO,O,X,O,X,O,O
SZJLIOT,O,X,O,X,O,O
SZJLOTI,O,X,O,X,O,O
SZJLOIT,O,X,O,X,O,O
SZJOTIL,O,X,O,X,O,X
SZJOTLI,O,X,O,X,X,X
SZJOITL,O,X,O,X,O,X
SZJOILT,O,X,O,X,O,O
SZJOLTI,O,X,O,X,O,O
SZJOLIT,O,X,O,X,O,O
SZOTILJ,O,X,O,X,X,O
SZOTIJL,O,X,O,O,O,X
SZOTLIJ,O,X,O,X,X,O
SZOTLJI,O,X,O,X,X,O
SZOTJIL,O,X,O,X,O,X
SZOTJLI,O,X,O,X,X,X
SZOITLJ,O,X,O,X,X,O
SZOITJL,O,X,O,O,O,X
SZOILTJ,O,X,X,X,O,O
SZOILJT,O,X,O,O,O,O
SZOIJTL,O,X,O,O,O,X
SZOIJLT,O,X,O,O,O,O
SZOLTIJ,O,X,O,X,O,O
SZOLTJI,O,X,O,X,O,O
SZOLITJ,O,X,O,X,O,O
SZOLIJT,O,X,O,O,O,O
SZOLJTI,O,X,O,X,O,O
SZOLJIT,O,X,O,X,O,O
SZOJTIL,O,X,O,X,O,X
SZOJTLI,O,X,O,X,X,X
SZOJITL,O,X,O,X,O,X
SZOJILT,O,X,O,X,O,O
SZOJLTI,O,X,O,X,O,O
SZOJLIT,O,X,O,X,O,O
SOTILJZ,O,X,X,O,X,X
SOTILZJ,O,X,O,X,X,X
SOTIJLZ,O,O,X,O,X,X
SOTIJZL,O,X,O,O,X,X
SOTIZLJ,O,X,O,X,X,O
SOTIZJL,O,X,O,O,X,X
SOTLIJZ,O,X,X,O,X,X
SOTLIZJ,O,X,O,X,X,X
SOTLJIZ,O,X,X,X,X,X
SOTLJZI,O,X,O,X,X,X
SOTLZIJ,O,X,O,X,X,O
SOTLZJI,O,X,O,X,X,O
SOTJILZ,O,O,X,O,X,X
SOTJIZL,O,X,O,O,X,X
SOTJLIZ,O,O,X,X,X,X
SOTJLZI,O,X,O,X,X,X
SOTJZIL,O,X,O,X,X,X
SOTJZLI,O,X,O,X,X,X
SOTZILJ,O,X,O,X,X,O
SOTZIJL,O,X,O,O,X,X
SOTZLIJ,O,X,O,X,X,O
SOTZLJI,O,X,O,X,X,O
SOTZJIL,O,X,O,X,X,X
SOTZJLI,O,X,O,X,X,X
SOITLJZ,O,X,X,O,X,X
SOITLZJ,O,X,O,X,X,X
SOITJLZ,O,O,X,O,X,X
SOITJZL,O,X,O,O,X,X
SOITZLJ,O,X,O,X,X,O
SOITZJL,O,X,O,O,X,X
SOILTJZ,O,X,X,O,X,X
SOILTZJ,O,X,X,X,X,X
SOILJTZ,X,X,X,O,X,X
SOILJZT,X,X,O,O,X,X
SOILZTJ,O,X,O,X,O,O
SOILZJT,O,X,O,O,O,O
SOIJTLZ,O,O,X,O,X,X
SOIJTZL,O,X,X,O,X,X
SOIJLTZ,X,O,X,O,X,X
SOIJLZT,X,O,O,O,X,X
SOIJZTL,O,X,O,O,X,X
SOIJZLT,O,X,O,O,X,O
SOIZTLJ,O,X,O,X,X,O
SOIZTJL,O,X,O,O,O,X
SOIZLTJ,O,X,X,X,O,O
SOIZLJT,O,X,O,O,O,O
SOIZJTL,O,X,O,O,O,X
SOIZJLT,O,X,O,O,O,O
SOLTIJZ,O,X,X,O,X,X
SOLTIZJ,O,X,O,X,X,X
SOLTJIZ,O,X,X,X,X,X
SOLTJZI,O,X,O,X,X,X
SOLTZIJ,O,X,O,X,X,O
SOLTZJI,O,X,O,X,X,O
SOLITJZ,O,X,X,O,X,X
SOLITZJ,O,X,X,X,X,X
SOLIJTZ,X,X,X,O,X,X
SOLIJZT,X,X,O,O,X,X
SOLIZTJ,O,X,O,X,O,O
SOLIZJT,O,X,O,O,O,O
SOLJTIZ,X,O,X,X,X,X
SOLJTZI,X,X,O,X,X,X
SOLJITZ,X,O,X,O,X,X
SOLJIZT,X,O,O,O,X,X
SOLJZTI,X,X,O,X,X,O
SOLJZIT,X,X,O,X,X,O
SOLZTIJ,O,X,O,X,O,O
SOLZTJI,O,X,O,X,O,O
SOLZITJ,O,X,O,X,O,O
SOLZIJT,O,X,O,O,O,O
SOLZJTI,O,X,O,X,O,O
SOLZJIT,O,X,O,X,O,O
SOJTILZ,O,O,X,O,X,X
SOJTIZL,O,X,O,O,X,X
SOJTLIZ,O,O,X,X,X,X
SOJTLZI,O,X,O,X,X,X
SOJTZIL,O,X,O,X,X,X
SOJTZLI,O,X,O,X,X,X
SOJITLZ,O,O,X,O,X,X
SOJITZL,O,X,X,O,X,X
SOJILTZ,X,O,X,O,X,X
SOJILZT,X,O,O,O,X,X
SOJIZTL,O,X,O,O,X,X
SOJIZLT,O,X,O,O,X,O
SOJLTIZ,X,O,X,X,X,X
SOJLTZI,X,X,O,X,X,X
SOJLITZ,X,O,X,O,X,X
SOJLIZT,X,O,O,O,X,X
SOJLZTI,X,X,O,X,X,O
SOJLZIT,X,X,O,X,X,O
SOJZTIL,O,X,O,X,X,X
SOJZTLI,O,X,O,X,X,X
SOJZITL,O,X,O,X,X,X
SOJZILT,O,X,O,X,X,O
SOJZLTI,O,X,O,X,X,O
SOJZLIT,O,X,O,X,X,O
SOZTILJ,O,X,O,X,X,O
SOZTIJL,O,X,O,O,O,X
SOZTLIJ,O,X,O,X,X,O
SOZTLJI,O,X,O,X,X,O
SOZTJIL,O,X,O,X,O,X
SOZTJLI,O,X,O,X,X,X
SOZITLJ,O,X,O,X,X,O
SOZITJL,O,X,O,O,O,X
SOZILTJ,O,X,X,X,O,O
SOZILJT,O,X,O,O,O,O
SOZIJTL,O,X,O,O,O,X
SOZIJLT,O,X,O,O,O,O
SOZLTIJ,O,X,O,X,O,O
SOZLTJI,O,X,O,X,O,O
SOZLITJ,O,X,O,X,O,O
SOZLIJT,O,X,O,O,O,O
SOZLJTI,O,X,O,X,O,O
SOZLJIT,O,X,O,X,O,O
SOZJTIL,O,X,O,X,O,X
SOZJTLI,O,X,O,X,X,X
SOZJITL,O,X,O,X,O,X
SOZJILT,O,X,O,X,O,O
SOZJLTI,O,X,O,X,O,O
SOZJLIT,O,X,O,X,O,O
ZTILJSO,O,X,X,X,O,X
ZTILJOS,O,X,X,X,O,X
ZTILSJO,O,X,X,X,O,X
ZTILSOJ,O,X,X,X,O,X
ZTILOJS,O,X,X,X,O,X
ZTILOSJ,O,X,X,X,O,X
ZTIJLSO,O,O,X,X,O,X
ZTIJLOS,O,O,X,X,O,X
ZTIJSLO,O,X,X,O,X,X
ZTIJSOL,O,X,X,O,O,X
ZTIJOLS,O,O,X,X,O,X
ZTIJOSL,O,X,O,O,O,X
ZTISLJO,O,X,X,X,X,X
ZTISLOJ,O,X,X,X,X,X
ZTISJLO,O,X,X,O,X,X
ZTISJOL,O,X,X,O,O,X
ZTISOLJ,O,X,X,X,X,X
ZTISOJL,O,X,X,O,O,X
ZTIOLJS,O,X,X,X,O,X
ZTIOLSJ,O,X,X,X,O,X
ZTIOJLS,O,O,X,X,O,X
ZTIOJSL,O,X,O,O,O,X
ZTIOSLJ,O,X,X,X,X,X
ZTIOSJL,O,X,X,O,O,X
ZTLIJSO,O,X,X,X,O,X
ZTLIJOS,O,X,X,X,O,X
ZTLISJO,O,X,X,X,O,X
ZTLISOJ,O,X,X,X,O,X
ZTLIOJS,O,X,X,X,O,X
ZTLIOSJ,O,X,X,X,O,X
ZTLJISO,O,X,X,X,O,X
ZTLJIOS,O,X,X,X,O,X
ZTLJSIO,O,X,X,X,O,X
ZTLJSOI,O,X,X,X,O,X
ZTLJOIS,O,X,X,X,O,X
ZTLJOSI,O,X,X,X,O,X
ZTLSIJO,O,X,X,X,O,O
ZTLSIOJ,O,X,X,X,O,O
ZTLSJIO,O,X,X,X,O,O
ZTLSJOI,O,X,X,X,O,O
ZTLSOIJ,O,X,X,X,O,O
ZTLSOJI,O,X,X,X,O,O
ZTLOIJS,O,X,X,X,O,X
ZTLOISJ,O,X,X,X,O,X
ZTLOJIS,O,X,X,X,O,X
ZTLOJSI,O,X,X,X,O,X
ZTLOSIJ,O,X,X,X,O,O
ZTLOSJI,O,X,X,X,O,O
ZTJILSO,O,O,X,X,O,X
ZTJILOS,O,O,X,X,O,X
ZTJISLO,O,X,X,X,X,X
ZTJISOL,O,X,X,X,O,X
ZTJIOLS,O,O,X,X,O,X
ZTJIOSL,O,X,O,X,O,X
ZTJLISO,O,O,X,X,O,X
ZTJLIOS,O,O,X,X,O,X
ZTJLSIO,O,X,X,X,O,X
ZTJLSOI,O,X,X,X,O,X
ZTJLOIS,O,O,X,X,O,X
ZTJLOSI,O,X,X,X,O,X
ZTJSILO,O,X,O,X,X,X
ZTJSIOL,O,X,O,X,O,X
ZTJSLIO,O,X,O,X,X,X
ZTJSLOI,O,X,O,X,X,X
ZTJSOIL,O,X,O,X,O,X
ZTJSOLI,O,X,O,X,X,X
ZTJOILS,O,O,X,X,O,X
ZTJOISL,O,X,O,X,O,X
ZTJOLIS,O,O,X,X,O,X
ZTJOLSI,O,X,X,X,O,X
ZTJOSIL,O,X,O,X,O,X
ZTJOSLI,O,X,O,X,X,X
ZTSILJO,O,X,O,X,X,O
ZTSILOJ,O,X,O,X,X,O
ZTSIJLO,O,X,O,O,X,X
ZTSIJOL,O,X,O,O,O,X
ZTSIOLJ,O,X,O,X,X,O
ZTSIOJL,O,X,O,O,O,X
ZTSLIJO,O,X,O,X,X,O
ZTSLIOJ,O,X,O,X,X,O
ZTSLJIO,O,X,O,X,X,O
ZTSLJOI,O,X,O,X,X,O
ZTSLOIJ,O,X,O,X,X,O
ZTSLOJI,O,X,O,X,X,O
ZTSJILO,O,X,O,X,X,X
ZTSJIOL,O,X,O,X,O,X
ZTSJLIO,O,X,O,X,X,X
ZTSJLOI,O,X,O,X,X,X
ZTSJOIL,O,X,O,X,O,X
ZTSJOLI,O,X,O,X,X,X
ZTSOILJ,O,X,O,X,X,O
ZTSOIJL,O,X,O,O,O,X
ZTSOLIJ,O,X,O,X,X,O
ZTSOLJI,O,X,O,X,X,O
ZTSOJIL,O,X,O,X,O,X
ZTSOJLI,O,X,O,X,X,X
ZTOILJS,O,X,X,X,O,X
ZTOILSJ,O,X,X,X,O,X
ZTOIJLS,O,O,X,X,O,X
ZTOIJSL,O,X,O,O,O,X
ZTOISLJ,O,X,X,X,X,X
ZTOISJL,O,X,X,O,O,X
ZTOLIJS,O,X,X,X,O,X
ZTOLISJ,O,X,X,X,O,X
ZTOLJIS,O,X,X,X,O,X
ZTOLJSI,O,X,X,X,O,X
ZTOLSIJ,O,X,X,X,O,O
ZTOLSJI,O,X,X,X,O,O
ZTOJILS,O,O,X,X,O,X
ZTOJISL,O,X,O,X,O,X
ZTOJLIS,O,O,X,X,O,X
ZTOJLSI,O,X,X,X,O,X
ZTOJSIL,O,X,O,X,O,X
ZTOJSLI,O,X,O,X,X,X
ZTOSILJ,O,X,O,X,X,O
ZTOSIJL,O,X,O,O,O,X
ZTOSLIJ,O,X,O,X,X,O
ZTOSLJI,O,X,O,X,X,O
ZTOSJIL,O,X,O,X,O,X
ZTOSJLI,O,X,O,X,X,X
ZITLJSO,O,X,X,X,O,X
ZITLJOS,O,X,X,X,O,X
ZITLSJO,O,X,X,X,O,X
ZITLSOJ,O,X,X,X,O,X
ZITLOJS,O,X,X,X,O,X
ZITLOSJ,O,X,X,X,O,X
ZITJLSO,O,O,X,X,O,X
ZITJLOS,O,O,X,X,O,X
ZITJSLO,O,X,X,O,X,X
ZITJSOL,O,X,X,O,O,X
ZITJOLS,O,O,X,X,O,X
ZITJOSL,O,X,O,O,O,X
ZITSLJO,O,X,X,X,X,X
ZITSLOJ,O,X,X,X,X,X
ZITSJLO,O,X,X,O,X,X
ZITSJOL,O,X,X,O,O,X
ZITSOLJ,O,X,X,X,X,X
ZITSOJL,O,X,X,O,O,X
ZITOLJS,O,X,X,X,O,X
ZITOLSJ,O,X,X,X,O,X
ZITOJLS,O,O,X,X,O,X
ZITOJSL,O,X,O,O,O,X
ZITOSLJ,O,X,X,X,X,X
ZITOSJL,O,X,X,O,O,X
ZILTJSO,X,X,X,X,O,X
ZILTJOS,X,X,X,X,O,X
ZILTSJO,X,X,X,X,O,X
ZILTSOJ,X,X,X,X,O,X
ZILTOJS,X,X,X,X,O,X
ZILTOSJ,X,X,X,X,O,X
ZILJTSO,X,X,X,X,O,X
ZILJTOS,X,X,X,X,O,X
ZILJSTO,O,X,X,X,O,X
ZILJSOT,O,X,X,X,O,X
ZILJOTS,X,X,X,X,O,X
ZILJOST,O,X,O,X,O,X
ZILSTJO,O,X,X,X,O,O
ZILSTOJ,O,X,X,X,O,O
ZILSJTO,O,X,X,X,O,O
ZILSJOT,O,X,X,X,O,O
ZILSOTJ,O,X,X,X,O,O
ZILSOJT,O,X,X,X,O,O
ZILOTJS,X,X,X,X,O,X
ZILOTSJ,X,X,X,X,O,X
ZILOJTS,X,X,X,X,O,X
ZILOJST,O,X,O,X,O,X
ZILOSTJ,O,X,X,X,O,O
ZILOSJT,O,X,X,X,O,O
ZIJTLSO,X,O,X,X,O,X
ZIJTLOS,X,O,X,X,O,X
ZIJTSLO,X,X,X,O,X,X
ZIJTSOL,X,X,X,O,O,X
ZIJTOLS,X,O,X,X,O,X
ZIJTOSL,X,X,O,O,O,X
ZIJLTSO,X,O,X,X,O,X
ZIJLTOS,X,O,X,X,O,X
ZIJLSTO,X,O,X,X,O,X
ZIJLSOT,X,O,X,X,O,X
ZIJLOTS,X,O,X,X,O,X
ZIJLOST,X,O,O,X,O,X
ZIJSTLO,X,X,O,O,X,X
ZIJSTOL,X,X,O,O,O,X
ZIJSLTO,X,X,X,O,O,X
ZIJSLOT,X,X,O,O,O,X
ZIJSOTL,X,X,O,O,O,X
ZIJSOLT,X,X,O,O,O,X
ZIJOTLS,X,O,X,X,O,X
ZIJOTSL,X,X,O,O,O,X
ZIJOLTS,X,O,X,X,O,X
ZIJOLST,X,O,O,X,O,X
ZIJOSTL,X,X,O,O,O,X
ZIJOSLT,X,X,O,O,O,X
ZISTLJO,O,X,O,X,X,O
ZISTLOJ,O,X,O,X,X,O
ZISTJLO,O,X,O,O,X,X
ZISTJOL,O,X,O,O,O,X
ZISTOLJ,O,X,O,X,X,O
ZISTOJL,O,X,O,O,O,X
ZISLTJO,O,X,X,X,O,O
ZISLTOJ,O,X,X,X,O,O
ZISLJTO,O,X,X,O,O,O
ZISLJOT,O,X,O,O,O,O
ZISLOTJ,O,X,X,X,O,O
ZISLOJT,O,X,O,O,O,O
ZISJTLO,O,X,O,O,X,X
ZISJTOL,O,X,O,O,O,X
ZISJLTO,O,X,X,O,O,O
ZISJLOT,O,X,O,O,O,O
ZISJOTL,O,X,O,O,O,X
ZISJOLT,O,X,O,O,O,O
ZISOTLJ,O,X,O,X,X,O
ZISOTJL,O,X,O,O,O,X
ZISOLTJ,O,X,X,X,O,O
ZISOLJT,O,X,O,O,O,O
ZISOJTL,O,X,O,O,O,X
ZISOJLT,O,X,O,O,O,O
ZIOTLJS,O,X,X,X,O,X
ZIOTLSJ,O,X,X,X,O,X
ZIOTJLS,O,O,X,X,O,X
ZIOTJSL,O,X,O,O,O,X
ZIOTSLJ,O,X,X,X,X,X
ZIOTSJL,O,X,X,O,O,X
ZIOLTJS,X,X,X,X,O,X
ZIOLTSJ,X,X,X,X,O,X
ZIOLJTS,X,X,X,X,O,X
ZIOLJST,O,X,O,X,O,X
ZIOLSTJ,O,X,X,X,O,O
ZIOLSJT,O,X,X,X,O,O
ZIOJTLS,X,O,X,X,O,X
ZIOJTSL,X,X,O,O,O,X
ZIOJLTS,X,O,X,X,O,X
ZIOJLST,X,O,O,X,O,X
ZIOJSTL,X,X,O,O,O,X
ZIOJSLT,X,X,O,O,O,X
ZIOSTLJ,O,X,O,X,X,O
ZIOSTJL,O,X,O,O,O,X
ZIOSLTJ,O,X,X,X,O,O
ZIOSLJT,O,X,O,O,O,O
ZIOSJTL,O,X,O,O,O,X
ZIOSJLT,O,X,O,O,O,O
ZLTIJSO,O,X,X,X,O,X
ZLTIJOS,O,X,O,X,O,X
ZLTISJO,O,X,X,X,O,X
ZLTISOJ,O,X,X,X,O,X
ZLTIOJS,O,X,O,X,O,X
ZLTIOSJ,O,X,X,X,O,X
ZLTJISO,O,X,X,X,O,X
ZLTJIOS,O,X,O,X,O,X
ZLTJSIO,O,X,O,X,O,X
ZLTJSOI,O,X,O,X,O,X
ZLTJOIS,O,X,O,X,O,X
ZLTJOSI,O,X,O,X,O,X
ZLTSIJO,O,X,O,X,O,O
ZLTSIOJ,O,X,O,X,O,O
ZLTSJIO,O,X,O,X,O,O
ZLTSJOI,O,X,O,X,O,O
ZLTSOIJ,O,X,O,X,O,O
ZLTSOJI,O,X,O,X,O,O
ZLTOIJS,O,X,O,X,O,X
ZLTOISJ,O,X,X,X,O,X
ZLTOJIS,O,X,O,X,O,X
ZLTOJSI,O,X,O,X,O,X
ZLTOSIJ,O,X,O,X,O,O
ZLTOSJI,O,X,O,X,O,O
ZLITJSO,X,X,X,X,O,X
ZLITJOS,X,X,O,X,O,X
ZLITSJO,X,X,X,X,O,X
ZLITSOJ,X,X,X,X,O,X
ZLITOJS,X,X,O,X,O,X
ZLITOSJ,X,X,X,X,O,X
ZLIJTSO,X,X,X,X,O,X
ZLIJTOS,X,X,O,X,O,X
ZLIJSTO,O,X,O,X,O,X
ZLIJSOT,O,X,O,X,O,X
ZLIJOTS,X,X,O,X,O,X
ZLIJOST,O,X,O,X,O,X
ZLISTJO,O,X,O,X,O,O
ZLISTOJ,O,X,O,X,O,O
ZLISJTO,O,X,O,X,O,O
ZLISJOT,O,X,O,X,O,O
ZLISOTJ,O,X,O,X,O,O
ZLISOJT,O,X,O,X,O,O
ZLIOTJS,X,X,O,X,O,X
ZLIOTSJ,X,X,X,X,O,X
ZLIOJTS,X,X,O,X,O,X
ZLIOJST,O,X,O,X,O,X
ZLIOSTJ,O,X,O,X,O,O
ZLIOSJT,O,X,O,X,O,O
ZLJTISO,X,O,X,X,O,X
ZLJTIOS,X,O,O,X,O,X
ZLJTSIO,O,X,O,X,O,X
ZLJTSOI,O,X,O,X,O,X
ZLJTOIS,X,O,O,X,O,X
ZLJTOSI,O,X,O,X,O,X
ZLJITSO,X,O,X,X,O,X
ZLJITOS,X,O,O,X,O,X
ZLJISTO,O,O,O,X,O,X
ZLJISOT,O,O,O,X,O,X
ZLJIOTS,X,O,O,X,O,X
ZLJIOST,O,O,O,X,O,X
ZLJSTIO,O,X,O,X,O,O
ZLJSTOI,O,X,O,X,O,O
ZLJSITO,O,X,O,X,O,O
ZLJSIOT,O,X,O,X,O,O
ZLJSOTI,O,X,O,X,O,O
ZLJSOIT,O,X,O,X,O,O
ZLJOTIS,X,O,O,X,O,X
ZLJOTSI,O,X,O,X,O,X
ZLJOITS,X,O,O,X,O,X
ZLJOIST,O,O,O,X,O,X
ZLJOSTI,O,X,O,X,O,O
ZLJOSIT,O,X,O,X,O,O
ZLSTIJO,O,X,O,X,O,O
ZLSTIOJ,O,X,O,X,O,O
ZLSTJIO,O,X,O,X,O,O
ZLSTJOI,O,X,O,X,O,O
ZLSTOIJ,O,X,O,X,O,O
ZLSTOJI,O,X,O,X,O,O
ZLSITJO,O,X,O,X,O,O
ZLSITOJ,O,X,O,X,O,O
ZLSIJTO,O,X,O,X,O,O
ZLSIJOT,O,X,O,X,O,O
ZLSIOTJ,O,X,O,X,O,O
ZLSIOJT,O,X,O,X,O,O
ZLSJTIO,O,X,O,X,O,O
ZLSJTOI,O,X,O,X,O,O
ZLSJITO,O,X,O,X,O,O
ZLSJIOT,O,X,O,X,O,O
ZLSJOTI,O,X,O,X,O,O
ZLSJOIT,O,X,O,X,O,O
ZLSOTIJ,O,X,O,X,O,O
ZLSOTJI,O,X,O,X,O,O
ZLSOITJ,O,X,O,X,O,O
ZLSOIJT,O,X,O,X,O,O
ZLSOJTI,O,X,O,X,O,O
ZLSOJIT,O,X,O,X,O,O
ZLOTIJS,O,X,O,X,O,X
ZLOTISJ,O,X,X,X,O,X
ZLOTJIS,O,X,O,X,O,X
ZLOTJSI,O,X,O,X,O,X
ZLOTSIJ,O,X,O,X,O,O
ZLOTSJI,O,X,O,X,O,O
ZLOITJS,X,X,O,X,O,X
ZLOITSJ,X,X,X,X,O,X
ZLOIJTS,X,X,O,X,O,X
ZLOIJST,O,X,O,X,O,X
ZLOISTJ,O,X,O,X,O,O
ZLOISJT,O,X,O,X,O,O
ZLOJTIS,X,O,O,X,O,X
ZLOJTSI,O,X,O,X,O,X
ZLOJITS,X,O,O,X,O,X
ZLOJIST,O,O,O,X,O,X
ZLOJSTI,O,X,O,X,O,O
ZLOJSIT,O,X,O,X,O,O
ZLOSTIJ,O,X,O,X,O,O
ZLOSTJI,O,X,O,X,O,O
ZLOSITJ,O,X,O,X,O,O
ZLOSIJT,O,X,O,X,O,O
ZLOSJTI,O,X,O,X,O,O
ZLOSJIT,O,X,O,X,O,O
ZJTILSO,O,O,X,X,O,X
ZJTILOS,O,O,X,X,O,X
ZJTISLO,O,X,X,X,X,X
ZJTISOL,O,X,X,X,O,X
ZJTIOLS,O,O,X,X,O,X
ZJTIOSL,O,X,O,X,O,X
ZJTLISO,O,O,X,X,O,X
ZJTLIOS,O,O,X,X,O,X
ZJTLSIO,O,X,X,X,O,X
ZJTLSOI,O,X,X,X,O,X
ZJTLOIS,O,O,X,X,O,X
ZJTLOSI,O,X,X,X,O,X
ZJTSILO,O,X,O,X,X,X
ZJTSIOL,O,X,O,X,O,X
ZJTSLIO,O,X,O,X,X,X
ZJTSLOI,O,X,O,X,X,X
ZJTSOIL,O,X,O,X,O,X
ZJTSOLI,O,X,O,X,X,X
ZJTOILS,O,O,X,X,O,X
ZJTOISL,O,X,O,X,O,X
ZJTOLIS,O,O,X,X,O,X
ZJTOLSI,O,X,X,X,O,X
ZJTOSIL,O,X,O,X,O,X
ZJTOSLI,O,X,O,X,X,X
ZJITLSO,X,O,X,X,O,X
ZJITLOS,X,O,X,X,O,X
ZJITSLO,X,X,X,X,X,X
ZJITSOL,X,X,X,X,O,X
ZJITOLS,X,O,X,X,O,X
ZJITOSL,X,X,O,X,O,X
ZJILTSO,X,O,X,X,O,X
ZJILTOS,X,O,X,X,O,X
ZJILSTO,X,O,X,X,O,X
ZJILSOT,X,O,X,X,O,X
ZJILOTS,X,O,X,X,O,X
ZJILOST,X,O,O,X,O,X
ZJISTLO,X,X,O,X,X,X
ZJISTOL,X,X,O,X,O,X
ZJISLTO,X,X,X,X,O,X
ZJISLOT,X,X,O,X,O,X
ZJISOTL,X,X,O,X,O,X
ZJISOLT,X,X,O,X,O,X
ZJIOTLS,X,O,X,X,O,X
ZJIOTSL,X,X,O,X,O,X
ZJIOLTS,X,O,X,X,O,X
ZJIOLST,X,O,O,X,O,X
ZJIOSTL,X,X,O,X,O,X
ZJIOSLT,X,X,O,X,O,X
ZJLTISO,X,O,X,X,O,X
ZJLTIOS,X,O,O,X,O,X
ZJLTSIO,O,X,O,X,O,X
ZJLTSOI,O,X,O,X,O,X
ZJLTOIS,X,O,O,X,O,X
ZJLTOSI,O,X,O,X,O,X
ZJLITSO,X,O,X,X,O,X
ZJLITOS,X,O,O,X,O,X
ZJLISTO,O,O,O,X,O,X
ZJLISOT,O,O,O,X,O,X
ZJLIOTS,X,O,O,X,O,X
ZJLIOST,O,O,O,X,O,X
ZJLSTIO,O,X,O,X,O,O
ZJLSTOI,O,X,O,X,O,O
ZJLSITO,O,X,O,X,O,O
ZJLSIOT,O,X,O,X,O,O
ZJLSOTI,O,X,O,X,O,O
ZJLSOIT,O,X,O,X,O,O
ZJLOTIS,X,O,O,X,O,X
ZJLOTSI,O,X,O,X,O,X
ZJLOITS,X,O,O,X,O,X
ZJLOIST,O,O,O,X,O,X
ZJLOSTI,O,X,O,X,O,O
ZJLOSIT,O,X,O,X,O,O
ZJSTILO,O,X,O,X,X,X
ZJSTIOL,O,X,O,X,O,X
ZJSTLIO,O,X,O,X,X,X
ZJSTLOI,O,X,O,X,X,X
ZJSTOIL,O,X,O,X,O,X
ZJSTOLI,O,X,O,X,X,X
ZJSITLO,O,X,O,X,X,X
ZJSITOL,O,X,O,X,O,X
ZJSILTO,O,X,X,X,O,O
ZJSILOT,O,X,O,X,O,O
ZJSIOTL,O,X,O,X,O,X
ZJSIOLT,O,X,O,X,O,O
ZJSLTIO,O,X,O,X,O,O
ZJSLTOI,O,X,O,X,O,O
ZJSLITO,O,X,O,X,O,O
ZJSLIOT,O,X,O,X,O,O
ZJSLOTI,O,X,O,X,O,O
ZJSLOIT,O,X,O,X,O,O
ZJSOTIL,O,X,O,X,O,X
ZJSOTLI,O,X,O,X,X,X
ZJSOITL,O,X,O,X,O,X
ZJSOILT,O,X,O,X,O,O
ZJSOLTI,O,X,O,X,O,O
ZJSOLIT,O,X,O,X,O,O
ZJOTILS,O,O,X,X,O,X
ZJOTISL,O,X,O,X,O,X
ZJOTLIS,O,O,X,X,O,X
ZJOTLSI,O,X,X,X,O,X
ZJOTSIL,O,X,O,X,O,X
ZJOTSLI,O,X,O,X,X,X
ZJOITLS,X,O,X,X,O,X
ZJOITSL,X,X,O,X,O,X
ZJOILTS,X,O,X,X,O,X
ZJOILST,X,O,O,X,O,X
ZJOISTL,X,X,O,X,O,X
ZJOISLT,X,X,O,X,O,X
ZJOLTIS,X,O,O,X,O,X
ZJOLTSI,O,X,O,X,O,X
ZJOLITS,X,O,O,X,O,X
