sequence,v115@1gB8HeB8FeC8GeF8CeH8BeA8JeT6IvhFxcB6jBXhBF?nB8sBmsB,v115@1gB8HeB8FeC8GeF8CeH8BeA8JeT6IvhFxcB6jBXhBl?iBUnBetB,v115@1gB8HeB8FeC8GeF8CeH8BeA8JeT6IvhFxcB6jBVmBU?iBetB3sB,v115@1gB8HeB8FeC8GeF8CeH8BeA8JeT6IvhFehBCdBxiBU?nBFoBXtB,v115@1gB8HeB8FeC8GeF8CeH8BeA8JeT6IvhFehBRdBCiB/?sBFoBctB,v115@1gB8HeB8FeC8GeF8CeH8BeA8JeT6IvhFxcB6jBVmB3?iBetBUsB,v115@1gB8HeB8FeC8GeF8CeH8BeA8JeT6IvhF0cBxdBVmBG?jB/sBatB,v115@1gB8HeB8FeC8GeF8CeH8BeA8JeT6IvhFicBWjBRmBF?oBUnBXtB,v115@1gB8HeB8FeC8GeF8CeH8BeA8JeT6IvhF2hBXeBcoBR?mBqsBFsB,v115@1gB8HeB8FeC8GeF8CeH8BeA8JeT6IvhFxcB+jBVmBa?nBftB8sB,v115@1gB8HeB8FeC8GeF8CeH8BeA8JeT6IvhF0hBxiBXhBS?oBmsBlsB
JZTLOSI,X,O,O,O,X,O,O,X,X,X,X
JZTSILO,X,O,O,O,X,O,X,X,X,X,X
JZTSIOL,X,O,O,O,X,O,O,X,X,X,X
JZTSLIO,X,O,O,O,X,O,X,X,X,O,X
JZTSLOI,X,O,O,O,X,O,X,X,X,O,X
JZTSOIL,X,O,O,O,X,O,O,X,X,X,X
JZTSOLI,X,O,O,O,X,O,O,X,X,O,X
JZTOILS,X,O,O,O,X,O,O,X,X,X,O
JZTOISL,X,O,O,O,X,X,O,X,X,X,O
JZTOLIS,X,O,O,O,X,O,O,X,X,X,X
JZTOLSI,X,O,O,O,X,O,O,X,X,X,X
JZTOSIL,X,O,O,O,X,O,O,X,X,X,X
JZTOSLI,X,O,O,O,X,O,O,X,X,O,X
JZITLSO,X,O,X,O,X,X,X,X,X,X,X
JZITLOS,X,O,X,O,X,X,O,X,X,X,X
JZITSLO,X,O,X,O,X,X,X,X,X,X,X
JZITSOL,X,O,X,O,X,X,O,X,X,X,X
JZITOLS,X,O,X,O,X,X,O,X,X,X,O
JZITOSL,X,O,X,O,X,X,O,X,X,X,O
JZILTSO,X,O,X,O,X,X,X,X,X,X,X
JZILTOS,X,O,X,O,X,X,X,X,X,X,X
JZILSTO,X,X,X,X,X,X,X,X,X,X,X
JZILSOT,X,X,X,O,X,X,X,X,X,X,X
JZILOTS,X,O,X,O,X,X,X,X,X,X,O
JZILOST,X,X,X,O,X,X,X,X,X,X,O
JZISTLO,X,X,X,X,X,X,X,X,X,X,X
JZISTOL,X,X,X,X,X,X,X,X,X,X,X
JZISLTO,X,X,X,X,X,X,X,X,X,X,X
JZISLOT,X,X,X,O,X,X,X,X,X,X,X
JZISOTL,X,X,X,X,X,X,X,X,X,X,O
JZISOLT,X,X,X,O,X,X,X,X,X,X,O
JZIOTLS,X,O,X,O,X,X,O,X,X,X,O
JZIOTSL,X,O,X,O,X,X,O,X,X,X,O
JZIOLTS,X,O,X,O,X,X,X,X,X,X,O
JZIOLST,X,X,X,O,X,X,X,X,X,X,O
JZIOSTL,X,X,X,X,X,X,X,X,X,X,O
JZIOSLT,X,X,X,O,X,X,X,X,X,X,O
JZLTISO,X,O,O,O,X,X,X,X,X,X,X
JZLTIOS,X,O,O,O,X,O,X,X,X,X,X
JZLTSIO,X,O,O,O,X,O,X,X,X,X,X
JZLTSOI,X,O,O,O,X,O,X,X,X,X,X
JZLTOIS,X,O,O,O,X,O,X,X,X,X,X
JZLTOSI,X,O,O,O,X,O,X,X,X,X,X
JZLITSO,X,O,X,O,X,X,X,X,O,X,X
JZLITOS,X,O,X,O,X,X,X,X,O,X,X
JZLISTO,X,X,X,X,X,X,X,X,O,X,X
JZLISOT,X,X,X,O,X,X,X,X,O,X,X
JZLIOTS,X,O,X,O,X,X,X,X,O,X,O
JZLIOST,X,X,X,O,X,X,X,X,O,X,O
JZLSTIO,O,O,X,O,O,X,X,X,X,X,X
JZLSTOI,O,O,X,O,O,X,X,X,X,X,X
JZLSITO,X,O,X,X,X,X,X,X,O,X,X
JZLSIOT,O,O,X,O,X,X,X,X,O,X,X
JZLSOTI,O,O,X,O,O,X,X,X,X,X,X
JZLSOIT,O,O,X,O,X,X,X,X,O,X,X
JZLOTIS,X,O,O,O,X,O,X,X,X,X,X
JZLOTSI,X,O,O,O,X,O,X,X,X,X,X
JZLOITS,X,O,X,O,X,X,X,X,O,X,O
JZLOIST,X,X,X,O,X,X,X,X,O,X,O
JZLOSTI,O,O,X,O,O,X,X,X,X,X,X
JZLOSIT,O,O,X,O,X,X,X,X,O,X,X
JZSTILO,O,O,X,O,X,X,X,X,X,X,X
JZSTIOL,O,O,X,O,X,X,X,X,X,X,X
JZSTLIO,O,O,X,O,O,X,X,X,X,O,X
JZSTLOI,O,O,X,O,O,X,X,X,X,O,X
JZSTOIL,O,O,X,O,X,X,X,X,X,X,X
JZSTOLI,O,O,X,O,O,X,X,X,X,O,X
JZSITLO,O,O,X,X,X,X,X,X,X,X,X
JZSITOL,O,O,X,X,X,X,X,X,X,X,X
JZSILTO,X,O,X,X,X,X,X,X,X,X,X
JZSILOT,O,O,X,O,X,X,X,X,X,X,X
JZSIOTL,O,O,X,X,X,X,X,X,X,X,O
JZSIOLT,O,O,X,O,X,X,X,X,X,X,O
JZSLTIO,O,O,X,O,O,X,X,X,X,X,X
JZSLTOI,O,O,X,O,O,X,X,X,X,X,X
JZSLITO,X,O,X,X,X,X,X,X,X,X,X
JZSLIOT,O,O,X,O,X,X,X,X,X,X,X
JZSLOTI,O,O,X,O,O,X,X,X,X,X,X
JZSLOIT,O,O,X,O,X,X,X,X,X,X,X
JZSOTIL,O,O,X,O,X,X,X,X,X,X,X
JZSOTLI,O,O,X,O,O,X,X,X,X,O,X
JZSOITL,O,O,X,X,X,X,X,X,X,X,O
JZSOILT,O,O,X,O,X,X,X,X,X,X,O
JZSOLTI,O,O,X,O,O,X,X,X,X,X,X
JZSOLIT,O,O,X,O,X,X,X,X,X,X,X
JZOTILS,X,O,O,O,X,O,O,X,X,X,O
JZOTISL,X,O,O,O,X,X,O,X,X,X,O
JZOTLIS,X,O,O,O,X,O,O,X,X,X,X
JZOTLSI,X,O,O,O,X,O,O,X,X,X,X
JZOTSIL,X,O,O,O,X,O,O,X,X,X,X
JZOTSLI,X,O,O,O,X,O,O,X,X,O,X
JZOITLS,X,O,X,O,X,X,O,X,X,X,O
JZOITSL,X,O,X,O,X,X,O,X,X,X,O
JZOILTS,X,O,X,O,X,X,X,X,X,X,O
JZOILST,X,X,X,O,X,X,X,X,X,X,O
JZOISTL,X,X,X,X,X,X,X,X,X,X,O
JZOISLT,X,X,X,O,X,X,X,X,X,X,O
JZOLTIS,X,O,O,O,X,O,X,X,X,X,X
JZOLTSI,X,O,O,O,X,O,X,X,X,X,X
JZOLITS,X,O,X,O,X,X,X,X,O,X,O
JZOLIST,X,X,X,O,X,X,X,X,O,X,O
JZOLSTI,O,O,X,O,O,X,X,X,X,X,X
JZOLSIT,O,O,X,O,X,X,X,X,O,X,X
JZOSTIL,O,O,X,O,X,X,X,X,X,X,X
JZOSTLI,O,O,X,O,O,X,X,X,X,O,X
JZOSITL,O,O,X,X,X,X,X,X,X,X,O
JZOSILT,O,O,X,O,X,X,X,X,X,X,O
JZOSLTI,O,O,X,O,O,X,X,X,X,X,X
JZOSLIT,O,O,X,O,X,X,X,X,X,X,X
JOTILSZ,X,O,O,X,X,O,X,X,X,X,X
JOTILZS,X,O,O,X,X,O,O,O,X,X,X
JOTISLZ,X,O,O,X,X,O,X,X,X,O,X
JOTISZL,X,O,X,X,X,O,O,X,X,X,X
JOTIZLS,X,O,O,O,X,O,O,O,X,X,X
JOTIZSL,X,X,O,O,X,X,O,O,X,X,X
JOTLISZ,X,O,O,X,X,O,X,X,X,X,X
JOTLIZS,X,O,O,X,X,O,O,X,X,X,X
JOTLSIZ,X,O,O,X,O,O,X,X,X,O,X
JOTLSZI,X,O,O,X,O,O,X,X,X,O,X
JOTLZIS,X,O,O,O,X,O,O,X,X,X,X
JOTLZSI,X,O,O,O,X,O,O,X,X,X,X
JOTSILZ,X,O,O,X,O,O,O,X,X,O,X
JOTSIZL,X,O,X,X,X,O,O,X,X,X,X
JOTSLIZ,X,O,O,X,O,O,O,X,X,O,X
JOTSLZI,X,O,O,X,O,O,O,X,X,O,X
JOTSZIL,X,O,O,O,X,O,O,X,X,X,X
JOTSZLI,X,O,O,O,O,O,O,X,X,O,X
JOTZILS,X,O,O,O,X,O,O,X,X,X,O
JOTZISL,X,O,O,O,X,X,O,X,X,X,O
JOTZLIS,X,O,O,O,X,O,O,X,X,X,X
JOTZLSI,X,O,O,O,X,O,O,X,X,X,X
JOTZSIL,X,O,O,O,X,O,O,X,X,X,X
JOTZSLI,X,O,O,O,X,O,O,X,X,O,X
JOITLSZ,X,O,O,X,X,O,X,X,X,X,X
JOITLZS,X,O,O,X,X,O,O,O,O,X,X
JOITSLZ,X,O,O,X,X,O,X,X,X,O,X
JOITSZL,X,O,X,X,X,O,O,X,X,X,X
JOITZLS,X,O,O,O,X,O,O,O,X,X,X
JOITZSL,X,X,O,O,X,X,O,O,X,X,X
JOILTSZ,X,O,O,X,X,O,X,X,X,X,X
JOILTZS,X,O,O,X,X,O,O,O,O,X,X
JOILSTZ,X,O,X,X,O,X,X,X,X,X,X
JOILSZT,X,O,X,X,X,X,X,X,O,X,X
JOILZTS,X,O,X,X,X,X,X,X,O,X,X
JOILZST,X,X,X,X,X,X,X,X,O,X,X
JOISTLZ,X,O,X,X,O,X,X,X,X,O,X
JOISTZL,X,O,X,X,X,X,O,X,X,X,X
JOISLTZ,X,O,X,X,O,X,X,X,X,X,X
JOISLZT,X,O,X,X,X,X,X,X,O,X,X
JOISZTL,X,O,X,X,X,X,X,X,X,X,X
JOISZLT,X,O,X,X,X,X,X,X,X,X,X
JOIZTLS,X,O,X,O,X,X,O,X,X,X,O
JOIZTSL,X,O,X,O,X,X,O,X,X,X,O
JOIZLTS,X,O,X,O,X,X,X,X,O,X,O
JOIZLST,X,X,X,O,X,X,X,X,O,X,O
JOIZSTL,X,X,X,X,X,X,X,X,X,X,O
JOIZSLT,X,X,X,O,X,X,X,X,X,X,O
JOLTISZ,X,O,O,X,X,O,X,X,X,X,X
JOLTIZS,X,O,O,X,X,O,O,X,X,X,X
JOLTSIZ,X,O,O,X,O,O,X,X,X,O,X
JOLTSZI,X,O,O,X,O,O,X,X,X,O,X
JOLTZIS,X,O,O,O,X,O,O,X,X,X,X
JOLTZSI,X,O,O,O,X,O,O,X,X,X,X
JOLITSZ,X,O,O,X,X,O,X,X,X,X,X
JOLITZS,X,O,O,X,X,O,O,X,O,X,X
JOLISTZ,X,O,X,X,O,X,X,X,X,X,X
JOLISZT,X,O,X,X,X,X,X,X,O,X,X
JOLIZTS,X,O,X,X,X,X,X,X,O,X,X
JOLIZST,X,X,X,X,X,X,X,X,O,X,X
JOLSTIZ,X,O,O,X,O,O,X,X,X,O,X
JOLSTZI,O,O,O,X,O,O,X,X,X,O,X
JOLSITZ,X,O,X,X,O,X,X,X,X,X,X
JOLSIZT,O,O,X,X,X,X,X,X,X,X,X
JOLSZTI,O,O,X,X,O,X,X,X,X,X,X
JOLSZIT,O,O,X,X,X,X,X,X,X,X,X
JOLZTIS,X,O,O,O,X,O,X,X,X,X,X
JOLZTSI,X,O,O,O,X,O,X,X,X,X,X
JOLZITS,X,O,X,O,X,X,X,X,O,X,O
JOLZIST,X,X,X,O,X,X,X,X,O,X,O
JOLZSTI,O,O,X,O,O,X,X,X,X,X,X
JOLZSIT,O,O,X,O,X,X,X,X,O,X,X
JOSTILZ,X,O,O,X,O,O,X,X,X,O,X
JOSTIZL,X,O,X,X,X,O,O,X,X,X,X
JOSTLIZ,X,O,O,X,O,O,X,X,X,O,X
JOSTLZI,O,O,O,X,O,O,X,X,X,O,X
JOSTZIL,X,O,O,O,X,O,O,X,X,X,X
JOSTZLI,X,O,O,O,O,O,O,X,X,O,X
JOSITLZ,X,O,X,X,O,X,X,X,X,O,X
JOSITZL,X,O,X,X,X,X,O,X,X,X,X
JOSILTZ,X,O,X,X,O,X,X,X,X,X,X
JOSILZT,O,O,X,X,X,X,X,X,X,X,X
JOSIZTL,O,O,X,X,X,X,X,X,X,X,X
JOSIZLT,O,O,X,X,X,X,X,X,X,X,X
JOSLTIZ,X,O,O,X,O,O,X,X,X,O,X
JOSLTZI,O,O,O,X,O,O,X,X,X,O,X
JOSLITZ,X,O,X,X,O,X,X,X,X,X,X
JOSLIZT,O,O,X,X,X,X,X,X,X,X,X
JOSLZTI,O,O,X,X,O,X,X,X,X,X,X
JOSLZIT,O,O,X,X,X,X,X,X,X,X,X
JOSZTIL,O,O,X,O,X,X,X,X,X,X,X
JOSZTLI,O,O,X,O,O,X,X,X,X,O,X
JOSZITL,O,O,X,X,X,X,X,X,X,X,O
JOSZILT,O,O,X,O,X,X,X,X,X,X,O
JOSZLTI,O,O,X,O,O,X,X,X,X,X,X
JOSZLIT,O,O,X,O,X,X,X,X,X,X,X
JOZTILS,X,O,O,O,X,O,O,X,X,X,O
JOZTISL,X,O,O,O,X,X,O,X,X,X,O
JOZTLIS,X,O,O,O,X,O,O,X,X,X,X
JOZTLSI,X,O,O,O,X,O,O,X,X,X,X
JOZTSIL,X,O,O,O,X,O,O,X,X,X,X
JOZTSLI,X,O,O,O,X,O,O,X,X,O,X
JOZITLS,X,O,X,O,X,X,O,X,X,X,O
JOZITSL,X,O,X,O,X,X,O,X,X,X,O
JOZILTS,X,O,X,O,X,X,X,X,X,X,O
JOZILST,X,X,X,O,X,X,X,X,X,X,O
JOZISTL,X,X,X,X,X,X,X,X,X,X,O
JOZISLT,X,X,X,O,X,X,X,X,X,X,O
JOZLTIS,X,O,O,O,X,O,X,X,X,X,X
JOZLTSI,X,O,O,O,X,O,X,X,X,X,X
JOZLITS,X,O,X,O,X,X,X,X,O,X,O
JOZLIST,X,X,X,O,X,X,X,X,O,X,O
JOZLSTI,O,O,X,O,O,X,X,X,X,X,X
JOZLSIT,O,O,X,O,X,X,X,X,O,X,X
JOZSTIL,O,O,X,O,X,X,X,X,X,X,X
JOZSTLI,O,O,X,O,O,X,X,X,X,O,X
JOZSITL,O,O,X,X,X,X,X,X,X,X,O
JOZSILT,O,O,X,O,X,X,X,X,X,X,O
JOZSLTI,O,O,X,O,O,X,X,X,X,X,X
JOZSLIT,O,O,X,O,X,X,X,X,X,X,X
STILJZO,X,X,X,X,O,X,O,X,X,O,X
STILJOZ,X,X,X,X,O,X,O,X,X,O,X
STILZJO,O,X,X,X,X,X,O,O,X,X,X
STILZOJ,O,X,X,X,X,X,O,O,X,X,X
STILOJZ,X,O,O,X,O,O,O,X,X,O,X
STILOZJ,O,X,X,X,X,X,O,O,X,X,X
STIJLZO,X,O,X,X,O,X,O,X,X,O,X
STIJLOZ,X,O,O,X,O,O,O,X,X,O,X
STIJZLO,X,O,X,X,X,X,O,X,X,X,X
STIJZOL,X,O,X,X,X,X,O,X,X,X,X
STIJOLZ,X,O,O,X,O,O,O,X,X,O,X
STIJOZL,X,O,X,X,X,X,O,X,X,X,X
STIZLJO,O,X,X,X,X,X,O,O,X,X,X
STIZLOJ,O,X,X,X,X,X,O,O,X,X,X
STIZJLO,O,O,O,X,X,X,O,O,X,X,X
STIZJOL,O,O,O,X,X,X,O,O,X,X,X
STIZOLJ,O,X,X,X,X,X,O,O,X,X,X
STIZOJL,O,O,O,X,X,X,O,O,X,X,X
STIOLJZ,X,O,O,X,O,O,O,X,X,O,X
STIOLZJ,O,X,X,X,X,X,O,O,X,X,X
STIOJLZ,X,O,O,X,O,O,O,X,X,O,X
STIOJZL,X,O,X,X,X,X,O,X,X,X,X
STIOZLJ,O,X,X,X,X,X,O,O,X,X,X
STIOZJL,O,O,O,X,X,X,O,O,X,X,X
STLIJZO,X,X,X,X,O,X,O,X,X,O,X
STLIJOZ,X,X,X,X,O,X,O,X,X,O,X
STLIZJO,O,X,X,X,X,X,O,X,X,X,X
STLIZOJ,O,X,X,X,X,X,O,X,X,X,X
STLIOJZ,X,O,O,X,O,O,O,X,X,O,X
STLIOZJ,O,X,X,X,X,X,O,X,X,X,X
STLJIZO,X,O,X,X,O,O,O,X,X,O,X
STLJIOZ,X,O,O,X,O,O,O,X,X,O,X
STLJZIO,O,O,O,X,O,O,O,X,X,O,X
STLJZOI,O,O,O,X,O,O,O,X,X,O,X
STLJOIZ,X,O,O,X,O,O,O,X,X,O,X
STLJOZI,O,O,O,X,O,O,O,X,X,O,X
STLZIJO,O,X,X,X,X,X,O,X,X,X,X
STLZIOJ,O,X,X,X,X,X,O,X,X,X,X
STLZJIO,O,X,X,X,O,X,O,X,X,O,X
STLZJOI,O,X,X,X,O,X,O,X,X,O,X
STLZOIJ,O,X,X,X,X,X,O,X,X,X,X
STLZOJI,O,X,X,X,O,X,O,X,X,O,X
STLOIJZ,X,O,O,X,O,O,O,X,X,O,X
STLOIZJ,O,X,X,X,X,X,O,X,X,X,X
STLOJIZ,X,O,O,X,O,O,O,X,X,O,X
STLOJZI,O,O,O,X,O,O,O,X,X,O,X
STLOZIJ,O,X,X,X,X,X,O,X,X,X,X
STLOZJI,O,X,X,X,O,X,O,X,X,O,X
STJILZO,X,O,X,X,O,O,O,X,X,O,X
STJILOZ,X,O,O,X,O,O,O,X,X,O,X
STJIZLO,X,O,X,X,X,O,O,X,X,X,X
STJIZOL,X,O,X,X,X,O,O,X,X,X,X
STJIOLZ,X,O,O,X,O,O,O,X,X,O,X
STJIOZL,X,O,X,X,X,O,O,X,X,X,X
STJLIZO,X,O,X,X,O,O,O,X,X,O,X
STJLIOZ,X,O,O,X,O,O,O,X,X,O,X
STJLZIO,O,O,O,X,O,O,O,X,X,O,X
STJLZOI,O,O,O,X,O,O,O,X,X,O,X
STJLOIZ,X,O,O,X,O,O,O,X,X,O,X
STJLOZI,O,O,O,X,O,O,O,X,X,O,X
STJZILO,X,O,O,O,X,O,O,X,X,X,X
STJZIOL,X,O,O,O,X,O,O,X,X,X,X
STJZLIO,X,O,O,O,O,O,O,X,X,O,X
STJZLOI,X,O,O,O,O,O,O,X,X,O,X
STJZOIL,X,O,O,O,X,O,O,X,X,X,X
STJZOLI,X,O,O,O,O,O,O,X,X,O,X
STJOILZ,X,O,O,X,O,O,O,X,X,O,X
STJOIZL,X,O,X,X,X,O,O,X,X,X,X
STJOLIZ,X,O,O,X,O,O,O,X,X,O,X
STJOLZI,O,O,O,X,O,O,O,X,X,O,X
STJOZIL,X,O,O,O,X,O,O,X,X,X,X
STJOZLI,X,O,O,O,O,O,O,X,X,O,X
STZILJO,O,X,X,X,X,X,O,X,X,X,X
STZILOJ,O,X,X,X,X,X,O,X,X,X,X
STZIJLO,O,O,O,O,X,X,O,X,X,X,X
STZIJOL,O,O,O,O,X,X,O,X,X,X,X
STZIOLJ,O,X,X,X,X,X,O,X,X,X,X
STZIOJL,O,O,O,O,X,X,O,X,X,X,X
STZLIJO,O,X,X,X,X,X,O,X,X,X,X
STZLIOJ,O,X,X,X,X,X,O,X,X,X,X
STZLJIO,O,X,X,X,O,X,O,X,X,O,X
STZLJOI,O,X,X,X,O,X,O,X,X,O,X
STZLOIJ,O,X,X,X,X,X,O,X,X,X,X
STZLOJI,O,X,X,X,O,X,O,X,X,O,X
STZJILO,O,O,O,O,X,X,O,X,X,X,X
STZJIOL,O,O,O,O,X,X,O,X,X,X,X
STZJLIO,O,O,O,O,O,X,O,X,X,O,X
STZJLOI,O,O,O,O,O,X,O,X,X,O,X
STZJOIL,O,O,O,O,X,X,O,X,X,X,X
STZJOLI,O,O,O,O,O,X,O,X,X,O,X
STZOILJ,O,X,X,X,X,X,O,X,X,X,X
STZOIJL,O,O,O,O,X,X,O,X,X,X,X
STZOLIJ,O,X,X,X,X,X,O,X,X,X,X
STZOLJI,O,X,X,X,O,X,O,X,X,O,X
STZOJIL,O,O,O,O,X,X,O,X,X,X,X
STZOJLI,O,O,O,O,O,X,O,X,X,O,X
STOILJZ,X,O,O,X,O,O,O,X,X,O,X
STOILZJ,O,X,X,X,X,X,O,O,X,X,X
STOIJLZ,X,O,O,X,O,O,O,X,X,O,X
STOIJZL,X,O,X,X,X,X,O,X,X,X,X
STOIZLJ,O,X,X,X,X,X,O,O,X,X,X
STOIZJL,O,O,O,X,X,X,O,O,X,X,X
STOLIJZ,X,O,O,X,O,O,O,X,X,O,X
STOLIZJ,O,X,X,X,X,X,O,X,X,X,X
STOLJIZ,X,O,O,X,O,O,O,X,X,O,X
STOLJZI,O,O,O,X,O,O,O,X,X,O,X
STOLZIJ,O,X,X,X,X,X,O,X,X,X,X
STOLZJI,O,X,X,X,O,X,O,X,X,O,X
STOJILZ,X,O,O,X,O,O,O,X,X,O,X
STOJIZL,X,O,X,X,X,O,O,X,X,X,X
STOJLIZ,X,O,O,X,O,O,O,X,X,O,X
STOJLZI,O,O,O,X,O,O,O,X,X,O,X
STOJZIL,X,O,O,O,X,O,O,X,X,X,X
STOJZLI,X,O,O,O,O,O,O,X,X,O,X
STOZILJ,O,X,X,X,X,X,O,X,X,X,X
STOZIJL,O,O,O,O,X,X,O,X,X,X,X
STOZLIJ,O,X,X,X,X,X,O,X,X,X,X
STOZLJI,O,X,X,X,O,X,O,X,X,O,X
STOZJIL,O,O,O,O,X,X,O,X,X,X,X
STOZJLI,O,O,O,O,O,X,O,X,X,O,X
SITLJZO,X,X,X,X,O,X,X,X,X,O,X
SITLJOZ,X,X,X,X,O,X,X,X,X,O,X
SITLZJO,O,X,X,X,X,X,X,O,X,X,X
SITLZOJ,O,X,X,X,X,X,X,O,X,X,X
SITLOJZ,X,O,X,X,O,X,X,X,X,O,X
SITLOZJ,O,X,X,X,X,X,X,O,X,X,X
SITJLZO,X,O,X,X,O,X,X,X,X,O,X
SITJLOZ,X,O,X,X,O,X,X,X,X,O,X
SITJZLO,X,O,X,X,X,X,X,X,X,X,X
SITJZOL,X,O,X,X,X,X,X,X,X,X,X
SITJOLZ,X,O,X,X,O,X,X,X,X,O,X
SITJOZL,X,O,X,X,X,X,X,X,X,X,X
SITZLJO,O,X,X,X,X,X,X,O,X,X,X
SITZLOJ,O,X,X,X,X,X,X,O,X,X,X
SITZJLO,O,O,X,X,X,X,X,O,X,X,X
SITZJOL,O,O,X,X,X,X,X,O,X,X,X
SITZOLJ,O,X,X,X,X,X,X,O,X,X,X
SITZOJL,O,O,X,X,X,X,X,O,X,X,X
SITOLJZ,X,O,X,X,O,X,X,X,X,O,X
SITOLZJ,O,X,X,X,X,X,X,O,X,X,X
SITOJLZ,X,O,X,X,O,X,X,X,X,O,X
SITOJZL,X,O,X,X,X,X,X,X,X,X,X
SITOZLJ,O,X,X,X,X,X,X,O,X,X,X
SITOZJL,O,O,X,X,X,X,X,O,X,X,X
SILTJZO,X,X,X,X,O,X,X,X,X,X,X
SILTJOZ,X,X,X,X,O,X,X,X,X,X,X
SILTZJO,O,X,X,X,X,X,X,O,X,X,X
SILTZOJ,O,X,X,X,X,X,X,O,X,X,X
SILTOJZ,X,O,X,X,O,X,X,X,X,X,X
SILTOZJ,O,X,X,X,X,X,X,O,X,X,X
SILJTZO,X,O,X,X,O,X,X,X,X,X,X
SILJTOZ,X,O,X,X,O,X,X,X,X,X,X
SILJZTO,X,O,X,X,X,X,X,X,O,X,X
SILJZOT,X,O,X,X,X,X,X,X,O,X,X
SILJOTZ,X,O,X,X,O,X,X,X,X,X,X
SILJOZT,O,O,X,X,X,X,X,X,O,X,X
SILZTJO,O,X,X,X,X,X,X,X,O,X,X
SILZTOJ,O,X,X,X,X,X,X,X,O,X,X
SILZJTO,X,O,X,X,X,X,X,X,O,X,X
SILZJOT,O,O,X,X,X,X,X,X,O,X,X
SILZOTJ,O,X,X,X,X,X,X,X,O,X,X
SILZOJT,O,O,X,X,X,X,X,X,O,X,X
SILOTJZ,X,O,X,X,O,X,X,X,X,X,X
SILOTZJ,O,X,X,X,X,X,X,O,X,X,X
SILOJTZ,X,O,X,X,O,X,X,X,X,X,X
SILOJZT,O,O,X,X,X,X,X,X,O,X,X
SILOZTJ,O,X,X,X,X,X,X,X,O,X,X
SILOZJT,O,O,X,X,X,X,X,X,O,X,X
SIJTLZO,X,O,X,X,O,X,X,X,X,O,X
SIJTLOZ,X,O,X,X,O,X,X,X,X,O,X
SIJTZLO,X,O,X,X,X,X,X,X,X,X,X
SIJTZOL,X,O,X,X,X,X,X,X,X,X,X
SIJTOLZ,X,O,X,X,O,X,X,X,X,O,X
SIJTOZL,X,O,X,X,X,X,X,X,X,X,X
SIJLTZO,X,O,X,X,O,X,X,X,X,X,X
SIJLTOZ,X,O,X,X,O,X,X,X,X,X,X
SIJLZTO,X,O,X,X,X,X,X,X,O,X,X
SIJLZOT,X,O,X,X,X,X,X,X,O,X,X
SIJLOTZ,X,O,X,X,O,X,X,X,X,X,X
SIJLOZT,O,O,X,X,X,X,X,X,O,X,X
SIJZTLO,O,O,X,X,X,X,X,X,X,X,X
SIJZTOL,O,O,X,X,X,X,X,X,X,X,X
SIJZLTO,X,O,X,X,X,X,X,X,X,X,X
SIJZLOT,O,O,X,X,X,X,X,X,X,X,X
SIJZOTL,O,O,X,X,X,X,X,X,X,X,X
SIJZOLT,O,O,X,X,X,X,X,X,X,X,X
SIJOTLZ,X,O,X,X,O,X,X,X,X,O,X
SIJOTZL,X,O,X,X,X,X,X,X,X,X,X
SIJOLTZ,X,O,X,X,O,X,X,X,X,X,X
SIJOLZT,O,O,X,X,X,X,X,X,O,X,X
SIJOZTL,O,O,X,X,X,X,X,X,X,X,X
SIJOZLT,O,O,X,X,X,X,X,X,X,X,X
SIZTLJO,O,X,X,X,X,X,X,X,X,X,X
SIZTLOJ,O,X,X,X,X,X,X,X,X,X,X
SIZTJLO,O,O,X,X,X,X,X,X,X,X,X
SIZTJOL,O,O,X,X,X,X,X,X,X,X,X
SIZTOLJ,O,X,X,X,X,X,X,X,X,X,X
SIZTOJL,O,O,X,X,X,X,X,X,X,X,X
SIZLTJO,O,X,X,X,X,X,X,X,X,X,X
SIZLTOJ,O,X,X,X,X,X,X,X,X,X,X
SIZLJTO,X,O,X,X,X,X,X,X,X,X,X
SIZLJOT,O,O,X,X,X,X,X,X,X,X,X
SIZLOTJ,O,X,X,X,X,X,X,X,X,X,X
SIZLOJT,O,O,X,X,X,X,X,X,X,X,X
SIZJTLO,O,O,X,X,X,X,X,X,X,X,X
SIZJTOL,O,O,X,X,X,X,X,X,X,X,X
SIZJLTO,X,O,X,X,X,X,X,X,X,X,X
SIZJLOT,O,O,X,X,X,X,X,X,X,X,X
SIZJOTL,O,O,X,X,X,X,X,X,X,X,X
SIZJOLT,O,O,X,X,X,X,X,X,X,X,X
SIZOTLJ,O,X,X,X,X,X,X,X,X,X,X
SIZOTJL,O,O,X,X,X,X,X,X,X,X,X
SIZOLTJ,O,X,X,X,X,X,X,X,X,X,X
SIZOLJT,O,O,X,X,X,X,X,X,X,X,X
SIZOJTL,O,O,X,X,X,X,X,X,X,X,X
SIZOJLT,O,O,X,X,X,X,X,X,X,X,X
SIOTLJZ,X,O,X,X,O,X,X,X,X,O,X
SIOTLZJ,O,X,X,X,X,X,X,O,X,X,X
SIOTJLZ,X,O,X,X,O,X,X,X,X,O,X
SIOTJZL,X,O,X,X,X,X,X,X,X,X,X
SIOTZLJ,O,X,X,X,X,X,X,O,X,X,X
SIOTZJL,O,O,X,X,X,X,X,O,X,X,X
SIOLTJZ,X,O,X,X,O,X,X,X,X,X,X
