sequence,v115@EhD8EeF8DeG8BeE8Jei6IvhF3bB1hBxdBWlBTmB0qB,v115@EhD8EeF8DeG8BeE8Je//IvhFUbBxdBlhBilBGmBzqB,v115@EhD8EeF8DeG8BeE8Jei6IvhFxdBflB0gBlhBGmBzqB,v115@EhD8EeF8DeG8BeE8Jei6IvhFFcBxdBflB0gBumBzqB,v115@EhD8EeF8DeG8BeE8JeT6IvhF/gBxdBUlBOrBlmBCrB,v115@EhD8EeF8DeG8BeE8Jei6IvhFxdBzfBfmBlhBGmB0qB,v115@EhD8EeF8DeG8BeE8Je//IvhFUbBxdBTlBOrBlmBCrB,v115@EhD8EeF8DeG8BeE8JeT6IvhFxdBXgBlhBuqBilBcrB,v115@EhD8EeF8DeG8BeE8Jei6IvhFxdBzfBlhBUmB+lBXrB
LOTZSIJ,O,O,X,X,X,O,X,X,O
LOTZSJI,X,O,X,X,X,O,X,X,O
LOITJSZ,O,O,X,X,X,X,X,X,X
LOITJZS,O,X,X,X,X,X,X,X,X
LOITSJZ,O,O,O,X,X,X,X,O,X
LOITSZJ,O,O,O,O,X,X,X,X,X
LOITZJS,O,X,X,X,X,X,X,X,O
LOITZSJ,O,O,X,X,X,O,X,X,O
LOIJTSZ,O,O,X,O,X,X,X,X,X
LOIJTZS,O,X,X,O,X,X,X,X,X
LOIJSTZ,O,O,O,O,X,X,O,X,X
LOIJSZT,O,O,O,O,X,X,O,X,X
LOIJZTS,O,X,X,O,X,X,X,X,O
LOIJZST,O,X,X,O,O,O,X,X,X
LOISTJZ,O,O,O,X,X,X,X,O,X
LOISTZJ,O,O,O,O,X,X,X,X,X
LOISJTZ,O,O,O,O,X,X,O,O,X
LOISJZT,O,O,O,O,X,X,O,X,X
LOISZTJ,X,O,O,O,X,O,X,X,O
LOISZJT,X,O,O,O,X,O,O,X,X
LOIZTJS,O,X,X,X,X,X,X,X,O
LOIZTSJ,O,O,X,O,X,O,X,X,O
LOIZJTS,O,X,X,X,X,X,X,X,O
LOIZJST,O,X,X,X,O,O,X,X,X
LOIZSTJ,O,O,O,O,X,O,X,X,O
LOIZSJT,O,O,O,O,O,O,X,X,X
LOJTISZ,O,O,X,O,X,X,X,X,X
LOJTIZS,O,X,X,O,X,X,X,X,X
LOJTSIZ,O,O,X,O,X,X,X,X,X
LOJTSZI,O,O,X,O,X,X,X,X,X
LOJTZIS,O,X,X,O,X,X,X,X,X
LOJTZSI,O,X,X,O,X,X,X,X,X
LOJITSZ,O,O,X,O,X,X,X,X,X
LOJITZS,O,X,X,O,X,X,X,X,X
LOJISTZ,O,O,O,O,X,X,O,X,X
LOJISZT,O,O,O,O,X,X,O,X,X
LOJIZTS,O,X,X,O,X,X,X,X,O
LOJIZST,O,X,X,O,O,O,X,X,X
LOJSTIZ,O,O,O,O,X,X,O,X,X
LOJSTZI,O,O,O,O,X,X,O,X,X
LOJSITZ,O,O,O,O,X,X,O,X,X
LOJSIZT,O,O,O,O,X,X,O,X,X
LOJSZTI,O,O,O,O,X,X,O,X,X
LOJSZIT,O,O,O,O,X,X,O,X,X
LOJZTIS,O,X,X,O,X,X,X,X,O
LOJZTSI,O,X,X,O,X,X,X,X,O
LOJZITS,O,X,X,O,X,X,X,X,O
LOJZIST,O,X,X,O,O,O,X,X,X
LOJZSTI,O,X,X,O,O,O,X,X,X
LOJZSIT,O,X,X,O,O,O,X,X,X
LOSTIJZ,O,O,O,X,X,X,X,O,X
LOSTIZJ,O,O,O,O,X,X,X,X,X
LOSTJIZ,O,O,O,O,X,X,X,O,X
LOSTJZI,O,O,O,O,X,X,X,O,X
LOSTZIJ,O,O,O,O,X,X,X,X,X
LOSTZJI,X,O,O,O,X,X,X,X,X
LOSITJZ,O,O,O,X,X,X,X,O,X
LOSITZJ,O,O,O,O,X,X,X,X,X
LOSIJTZ,O,O,O,O,X,X,O,O,X
LOSIJZT,O,O,O,O,X,X,O,X,X
LOSIZTJ,X,O,O,O,X,O,X,X,O
LOSIZJT,X,O,O,O,X,O,O,X,X
LOSJTIZ,O,O,O,O,X,X,O,O,X
LOSJTZI,O,O,O,O,X,X,O,O,X
LOSJITZ,O,O,O,O,X,X,O,O,X
LOSJIZT,O,O,O,O,X,X,O,X,X
LOSJZTI,O,O,O,O,X,X,O,X,X
LOSJZIT,O,O,O,O,X,X,O,X,X
LOSZTIJ,X,O,O,O,X,O,X,X,O
LOSZTJI,X,O,O,O,X,O,X,X,O
LOSZITJ,X,O,O,O,X,O,X,X,O
LOSZIJT,X,O,O,O,X,O,O,X,X
LOSZJTI,X,O,O,O,X,O,O,X,X
LOSZJIT,X,O,O,O,X,O,O,X,X
LOZTIJS,O,X,X,X,X,X,X,X,O
LOZTISJ,O,O,X,O,X,O,X,X,O
LOZTJIS,O,X,X,X,X,X,X,X,O
LOZTJSI,O,X,X,X,X,X,X,X,O
LOZTSIJ,O,O,X,O,X,O,X,X,O
LOZTSJI,O,O,X,O,X,O,X,X,O
LOZITJS,O,X,X,X,X,X,X,X,O
LOZITSJ,O,O,X,O,X,O,X,X,O
LOZIJTS,O,X,X,X,X,X,X,X,O
LOZIJST,O,X,X,X,O,O,X,X,X
LOZISTJ,O,O,O,O,X,O,X,X,O
LOZISJT,O,O,O,O,O,O,X,X,X
LOZJTIS,O,X,X,O,X,X,X,X,O
LOZJTSI,O,X,X,O,X,X,X,X,O
LOZJITS,O,X,X,O,X,X,X,X,O
LOZJIST,O,X,X,O,O,O,X,X,X
LOZJSTI,O,X,X,O,O,O,X,X,X
LOZJSIT,O,X,X,O,O,O,X,X,X
LOZSTIJ,O,O,O,O,X,O,X,X,O
LOZSTJI,O,O,O,O,X,O,X,X,O
LOZSITJ,O,O,O,O,X,O,X,X,O
LOZSIJT,O,O,O,O,O,O,X,X,X
LOZSJTI,O,O,O,O,O,O,X,X,X
LOZSJIT,O,O,O,O,O,O,X,X,X
JTILSZO,O,O,O,O,X,X,X,X,X
JTILSOZ,O,X,X,O,X,X,X,O,X
JTILZSO,O,X,X,O,X,X,X,X,X
JTILZOS,O,X,X,O,X,X,X,X,X
JTILOSZ,O,X,X,O,X,X,X,X,X
JTILOZS,O,X,X,O,X,X,X,X,X
JTISLZO,O,O,O,O,X,X,X,X,X
JTISLOZ,O,X,X,O,X,X,X,O,X
JTISZLO,O,O,O,O,X,X,X,X,X
JTISZOL,X,X,X,O,X,X,X,O,X
JTISOLZ,O,O,X,O,X,X,O,O,X
JTISOZL,X,X,X,O,X,X,O,O,X
JTIZLSO,O,X,X,O,X,X,X,X,X
JTIZLOS,O,X,X,O,X,X,X,X,X
JTIZSLO,O,X,X,O,O,X,X,X,X
JTIZSOL,O,X,X,X,O,X,X,O,X
JTIZOLS,O,X,X,O,X,X,X,X,O
JTIZOSL,O,X,X,O,O,X,X,X,O
JTIOLSZ,O,X,X,O,X,X,X,X,X
JTIOLZS,O,X,X,O,X,X,X,X,X
JTIOSLZ,O,O,O,O,X,X,O,O,X
JTIOSZL,O,X,O,O,X,X,O,O,X
JTIOZLS,O,X,X,O,X,X,X,X,X
JTIOZSL,O,X,X,O,O,X,X,X,X
JTLISZO,O,O,O,O,X,X,X,X,X
JTLISOZ,O,X,X,O,X,X,X,O,X
JTLIZSO,O,X,X,O,X,X,X,X,X
JTLIZOS,O,X,X,O,X,X,X,X,X
JTLIOSZ,O,X,X,O,X,X,X,X,X
JTLIOZS,O,X,X,O,X,X,X,X,X
JTLSIZO,O,O,O,O,X,X,X,X,X
JTLSIOZ,O,X,X,O,X,X,X,O,X
JTLSZIO,O,O,O,O,X,X,X,X,X
JTLSZOI,O,O,O,O,X,X,X,X,X
JTLSOIZ,O,X,X,O,X,X,X,O,X
JTLSOZI,X,X,X,O,X,X,X,O,X
JTLZISO,O,X,X,O,X,X,X,X,X
JTLZIOS,O,X,X,O,X,X,X,X,X
JTLZSIO,O,X,X,X,X,X,X,X,X
JTLZSOI,O,X,X,X,X,X,X,X,X
JTLZOIS,O,X,X,X,X,X,X,X,X
JTLZOSI,O,X,X,X,X,X,X,X,X
JTLOISZ,O,X,X,O,X,X,X,X,X
JTLOIZS,O,X,X,O,X,X,X,X,X
JTLOSIZ,O,X,X,O,X,X,X,X,X
JTLOSZI,O,X,X,O,X,X,X,X,X
JTLOZIS,O,X,X,O,X,X,X,X,X
JTLOZSI,O,X,X,O,X,X,X,X,X
JTSILZO,O,O,O,O,X,X,X,X,X
JTSILOZ,O,X,X,O,X,X,X,O,X
JTSIZLO,O,O,O,O,X,X,X,X,X
JTSIZOL,X,X,X,O,X,X,X,O,X
JTSIOLZ,O,O,X,O,X,X,O,O,X
JTSIOZL,X,X,X,O,X,X,O,O,X
JTSLIZO,O,O,O,O,X,X,X,X,X
JTSLIOZ,O,X,X,O,X,X,X,O,X
JTSLZIO,O,O,O,O,X,X,X,X,X
JTSLZOI,O,O,O,O,X,X,X,X,X
JTSLOIZ,O,X,X,O,X,X,X,O,X
JTSLOZI,X,X,X,O,X,X,X,O,X
JTSZILO,O,O,O,O,X,X,X,X,X
JTSZIOL,O,X,X,O,X,X,X,O,X
JTSZLIO,O,O,O,O,X,X,X,X,X
JTSZLOI,O,O,O,O,X,X,X,X,X
JTSZOIL,O,X,X,O,X,X,X,O,X
JTSZOLI,O,X,X,O,X,X,X,O,X
JTSOILZ,O,O,X,O,X,X,O,O,X
JTSOIZL,X,X,X,O,X,X,O,O,X
JTSOLIZ,O,O,X,O,X,X,O,O,X
JTSOLZI,X,O,X,O,X,X,O,O,X
JTSOZIL,X,X,X,O,X,X,O,O,X
JTSOZLI,X,X,X,O,X,X,O,O,X
JTZILSO,O,X,X,O,X,X,X,X,X
JTZILOS,O,X,X,O,X,X,X,X,X
JTZISLO,O,X,X,O,O,X,X,X,X
JTZISOL,O,X,X,X,O,X,X,O,X
JTZIOLS,O,X,X,O,X,X,X,X,O
JTZIOSL,O,X,X,O,O,X,X,X,O
JTZLISO,O,X,X,O,X,X,X,X,X
JTZLIOS,O,X,X,O,X,X,X,X,X
JTZLSIO,O,X,X,X,X,X,X,X,X
JTZLSOI,O,X,X,X,X,X,X,X,X
JTZLOIS,O,X,X,X,X,X,X,X,X
JTZLOSI,O,X,X,X,X,X,X,X,X
JTZSILO,O,X,X,O,O,X,X,X,X
JTZSIOL,O,X,X,X,O,X,X,O,X
JTZSLIO,O,X,X,O,O,X,X,X,X
JTZSLOI,O,X,X,X,O,X,X,X,X
JTZSOIL,O,X,X,X,O,X,X,O,X
JTZSOLI,O,X,X,X,O,X,X,O,X
JTZOILS,O,X,X,O,X,X,X,X,O
JTZOISL,O,X,X,O,O,X,X,X,O
JTZOLIS,O,X,X,O,X,X,X,X,O
JTZOLSI,O,X,X,O,X,X,X,X,O
JTZOSIL,O,X,X,O,O,X,X,X,O
JTZOSLI,O,X,X,O,O,X,X,X,O
JTOILSZ,O,X,X,O,X,X,X,X,X
JTOILZS,O,X,X,O,X,X,X,X,X
JTOISLZ,O,O,O,O,X,X,O,O,X
JTOISZL,O,X,O,O,X,X,O,O,X
JTOIZLS,O,X,X,O,X,X,X,X,X
JTOIZSL,O,X,X,O,O,X,X,X,X
JTOLISZ,O,X,X,O,X,X,X,X,X
JTOLIZS,O,X,X,O,X,X,X,X,X
JTOLSIZ,O,X,X,O,X,X,X,X,X
JTOLSZI,O,X,X,O,X,X,X,X,X
JTOLZIS,O,X,X,O,X,X,X,X,X
JTOLZSI,O,X,X,O,X,X,X,X,X
JTOSILZ,O,O,O,O,X,X,O,O,X
JTOSIZL,O,X,O,O,X,X,O,O,X
JTOSLIZ,O,O,O,O,X,X,O,O,X
JTOSLZI,O,O,O,O,X,X,O,O,X
JTOSZIL,O,X,O,O,X,X,O,O,X
JTOSZLI,O,X,O,O,X,X,O,O,X
JTOZILS,O,X,X,O,X,X,X,X,X
JTOZISL,O,X,X,O,O,X,X,X,X
JTOZLIS,O,X,X,O,X,X,X,X,X
JTOZLSI,O,X,X,O,X,X,X,X,X
JTOZSIL,O,X,X,O,O,X,X,X,X
JTOZSLI,O,X,X,O,O,X,X,X,X
JITLSZO,O,O,O,O,X,X,X,X,X
JITLSOZ,O,X,X,O,X,X,X,O,X
JITLZSO,O,X,X,O,X,X,X,X,X
JITLZOS,O,X,X,O,X,X,X,X,X
JITLOSZ,O,X,X,O,X,X,X,X,X
JITLOZS,O,X,X,O,X,X,X,X,X
JITSLZO,O,O,O,O,X,X,X,X,X
JITSLOZ,O,X,X,O,X,X,X,O,X
JITSZLO,O,O,O,O,X,X,X,X,X
JITSZOL,X,X,X,O,X,X,X,O,X
JITSOLZ,O,O,X,O,X,X,O,O,X
JITSOZL,X,X,X,O,X,X,O,O,X
JITZLSO,O,X,X,O,X,X,X,X,X
JITZLOS,O,X,X,O,X,X,X,X,X
JITZSLO,O,X,X,O,O,X,X,X,X
JITZSOL,O,X,X,X,O,X,X,O,X
JITZOLS,O,X,X,O,X,X,X,X,O
JITZOSL,O,X,X,O,O,X,X,X,O
JITOLSZ,O,X,X,O,X,X,X,X,X
JITOLZS,O,X,X,O,X,X,X,X,X
JITOSLZ,O,O,O,O,X,X,O,O,X
JITOSZL,O,X,O,O,X,X,O,O,X
JITOZLS,O,X,X,O,X,X,X,X,X
JITOZSL,O,X,X,O,O,X,X,X,X
JILTSZO,O,O,O,O,X,X,X,X,X
JILTSOZ,O,X,X,O,X,X,X,O,X
JILTZSO,O,X,X,O,X,X,X,X,X
JILTZOS,O,X,X,O,X,X,X,X,X
JILTOSZ,O,X,X,O,X,X,X,X,X
JILTOZS,O,X,X,O,X,X,X,X,X
JILSTZO,O,O,O,O,X,X,X,X,X
JILSTOZ,O,X,X,O,X,X,X,O,X
JILSZTO,O,O,O,O,X,X,X,X,X
JILSZOT,O,X,X,O,X,X,X,X,X
JILSOTZ,O,X,O,O,X,X,O,O,X
JILSOZT,O,X,O,O,X,X,O,X,X
JILZTSO,O,X,X,O,X,X,X,X,X
JILZTOS,O,X,X,O,X,X,X,X,X
JILZSTO,O,X,X,O,O,X,X,X,X
JILZSOT,O,X,X,O,O,X,X,X,X
JILZOTS,O,X,X,O,X,X,X,X,X
JILZOST,O,X,X,O,O,O,X,X,X
JILOTSZ,O,X,X,O,X,X,X,X,X
JILOTZS,O,X,X,O,X,X,X,X,X
JILOSTZ,O,X,O,O,X,X,O,X,X
JILOSZT,O,X,O,O,X,X,O,X,X
JILOZTS,O,X,X,O,X,X,X,X,O
JILOZST,O,X,X,O,O,O,X,X,X
JISTLZO,O,O,O,O,X,X,X,X,X
JISTLOZ,O,X,X,O,X,X,X,O,X
JISTZLO,O,O,O,O,X,X,X,X,X
JISTZOL,X,X,X,O,X,X,X,O,X
JISTOLZ,O,O,X,O,X,X,O,O,X
JISTOZL,X,X,X,O,X,X,O,O,X
JISLTZO,O,O,O,O,X,X,X,X,X
JISLTOZ,O,X,X,O,X,X,X,O,X
JISLZTO,O,O,O,O,X,X,X,X,X
JISLZOT,O,X,X,O,X,X,X,X,X
JISLOTZ,O,X,O,O,X,X,O,O,X
JISLOZT,O,X,O,O,X,X,O,X,X
JISZTLO,O,O,O,O,O,X,X,X,X
JISZTOL,O,X,X,O,O,X,X,O,X
JISZLTO,O,O,O,O,O,X,X,X,X
JISZLOT,O,X,X,O,O,X,X,X,X
JISZOTL,O,X,X,O,O,X,O,O,X
JISZOLT,O,O,X,O,O,X,O,X,X
JISOTLZ,O,O,O,O,X,X,O,O,X
JISOTZL,O,X,O,O,X,X,O,O,X
JISOLTZ,O,O,O,O,X,X,O,O,X
JISOLZT,O,O,O,O,X,X,O,X,X
JISOZTL,O,X,O,O,O,X,O,O,X
JISOZLT,O,O,O,O,O,X,O,X,X
JIZTLSO,O,X,X,O,X,X,X,X,X
JIZTLOS,O,X,X,O,X,X,X,X,X
JIZTSLO,O,X,X,O,O,X,X,X,X
JIZTSOL,O,X,X,X,O,X,X,O,X
JIZTOLS,O,X,X,O,X,X,X,X,O
JIZTOSL,O,X,X,O,O,X,X,X,O
JIZLTSO,O,X,X,O,X,X,X,X,X
JIZLTOS,O,X,X,O,X,X,X,X,X
JIZLSTO,O,X,X,O,O,X,X,X,X
JIZLSOT,O,X,X,O,O,X,X,X,X
JIZLOTS,O,X,X,O,X,X,X,X,X
JIZLOST,O,X,X,O,O,O,X,X,X
JIZSTLO,O,X,X,O,O,X,X,X,X
JIZSTOL,O,X,X,O,O,O,X,O,X
JIZSLTO,O,X,X,O,O,X,X,X,X
JIZSLOT,O,X,X,O,O,X,X,X,X
JIZSOTL,O,X,X,O,O,O,O,O,X
JIZSOLT,O,X,X,O,O,O,O,X,X
JIZOTLS,O,X,X,O,X,X,X,X,O
JIZOTSL,O,X,X,O,O,X,X,X,O
JIZOLTS,O,X,X,O,X,X,X,X,O
JIZOLST,O,X,X,O,O,O,X,X,X
JIZOSTL,O,X,X,O,O,O,O,X,X
JIZOSLT,O,X,X,O,O,O,O,X,X
JIOTLSZ,O,X,X,O,X,X,X,X,X
JIOTLZS,O,X,X,O,X,X,X,X,X
JIOTSLZ,O,O,O,O,X,X,O,O,X
JIOTSZL,O,X,O,O,X,X,O,O,X
JIOTZLS,O,X,X,O,X,X,X,X,X
JIOTZSL,O,X,X,O,O,X,X,X,X
JIOLTSZ,O,O,X,O,X,X,X,X,X
JIOLTZS,O,X,X,O,X,X,X,X,X
JIOLSTZ,O,O,O,O,X,X,O,X,X
JIOLSZT,O,O,O,O,X,X,O,X,X
JIOLZTS,O,X,X,O,X,X,X,X,O
JIOLZST,O,X,X,O,O,O,X,X,X
JIOSTLZ,O,O,O,O,X,X,O,O,X
JIOSTZL,O,X,O,O,X,X,O,O,X
JIOSLTZ,O,O,O,O,X,X,O,O,X
JIOSLZT,O,O,O,O,X,X,O,X,X
JIOSZTL,O,X,O,O,O,X,O,O,X
JIOSZLT,O,O,O,O,O,X,O,X,X
JIOZTLS,O,X,X,O,X,X,X,X,O
JIOZTSL,O,X,X,O,O,X,X,X,O
JIOZLTS,O,X,X,O,X,X,X,X,O
JIOZLST,O,X,X,O,O,O,X,X,X
JIOZSTL,O,X,X,O,O,O,O,X,X
JIOZSLT,O,X,X,O,O,O,O,X,X
JLTISZO,O,O,O,O,X,X,X,X,X
JLTISOZ,O,X,X,O,X,X,X,O,X
JLTIZSO,O,X,X,O,X,X,X,X,X
JLTIZOS,O,X,X,O,X,X,X,X,X
JLTIOSZ,O,X,X,O,X,X,X,X,X
JLTIOZS,O,X,X,O,X,X,X,X,X
JLTSIZO,O,O,O,O,X,X,X,X,X
JLTSIOZ,O,X,X,O,X,X,X,O,X
JLTSZIO,O,O,O,O,X,X,X,X,X
JLTSZOI,O,O,O,O,X,X,X,X,X
JLTSOIZ,O,X,X,O,X,X,X,O,X
JLTSOZI,X,X,X,O,X,X,X,O,X
JLTZISO,O,X,X,O,X,X,X,X,X
JLTZIOS,O,X,X,O,X,X,X,X,X
JLTZSIO,O,X,X,X,X,X,X,X,X
JLTZSOI,O,X,X,X,X,X,X,X,X
JLTZOIS,O,X,X,X,X,X,X,X,X
JLTZOSI,O,X,X,X,X,X,X,X,X
JLTOISZ,O,X,X,O,X,X,X,X,X
JLTOIZS,O,X,X,O,X,X,X,X,X
JLTOSIZ,O,X,X,O,X,X,X,X,X
JLTOSZI,O,X,X,O,X,X,X,X,X
JLTOZIS,O,X,X,O,X,X,X,X,X
JLTOZSI,O,X,X,O,X,X,X,X,X
JLITSZO,O,O,O,O,X,X,X,X,X
JLITSOZ,O,X,X,O,X,X,X,O,X
JLITZSO,O,X,X,O,X,X,X,X,X
JLITZOS,O,X,X,O,X,X,X,X,X
JLITOSZ,O,X,X,O,X,X,X,X,X
JLITOZS,O,X,X,O,X,X,X,X,X
JLISTZO,O,O,O,O,X,X,X,X,X
JLISTOZ,O,X,X,O,X,X,X,O,X
JLISZTO,O,O,O,O,X,X,X,X,X
JLISZOT,O,X,X,O,X,X,X,X,X
JLISOTZ,O,X,O,O,X,X,O,O,X
JLISOZT,O,X,O,O,X,X,O,X,X
JLIZTSO,O,X,X,O,X,X,X,X,X
JLIZTOS,O,X,X,O,X,X,X,X,X
JLIZSTO,O,X,X,O,O,X,X,X,X
JLIZSOT,O,X,X,O,O,X,X,X,X
JLIZOTS,O,X,X,O,X,X,X,X,X
JLIZOST,O,X,X,O,O,O,X,X,X
JLIOTSZ,O,X,X,O,X,X,X,X,X
JLIOTZS,O,X,X,O,X,X,X,X,X
JLIOSTZ,O,X,O,O,X,X,O,X,X
JLIOSZT,O,X,O,O,X,X,O,X,X
JLIOZTS,O,X,X,O,X,X,X,X,O
JLIOZST,O,X,X,O,O,O,X,X,X
JLSTIZO,O,O,O,O,X,X,X,X,X
JLSTIOZ,O,X,X,O,X,X,X,O,X
JLSTZIO,O,O,O,O,X,X,X,X,X
JLSTZOI,O,O,O,O,X,X,X,X,X
JLSTOIZ,O,X,X,O,X,X,X,O,X
JLSTOZI,X,X,X,O,X,X,X,O,X
JLSITZO,O,O,O,O,X,X,X,X,X
JLSITOZ,O,X,X,O,X,X,X,O,X
JLSIZTO,O,O,O,O,X,X,X,X,X
JLSIZOT,O,X,X,O,X,X,X,X,X
JLSIOTZ,O,X,O,O,X,X,O,O,X
JLSIOZT,O,X,O,O,X,X,O,X,X
JLSZTIO,O,O,O,O,X,X,X,X,X
JLSZTOI,O,O,O,O,X,X,X,X,X
JLSZITO,O,O,O,O,X,X,X,X,X
JLSZIOT,O,X,X,O,X,X,X,X,X
JLSZOTI,O,X,X,O,X,X,X,X,X
JLSZOIT,O,X,X,O,X,X,X,X,X
JLSOTIZ,O,X,O,O,X,X,O,O,X
JLSOTZI,O,X,O,O,X,X,O,O,X
JLSOITZ,O,X,O,O,X,X,O,O,X
JLSOIZT,O,X,O,O,X,X,O,X,X
JLSOZTI,O,X,O,O,X,X,O,X,X
JLSOZIT,O,X,O,O,X,X,O,X,X
JLZTISO,O,X,X,O,X,X,X,X,X
JLZTIOS,O,X,X,O,X,X,X,X,X
JLZTSIO,O,X,X,X,X,X,X,X,X
JLZTSOI,O,X,X,X,X,X,X,X,X
JLZTOIS,O,X,X,X,X,X,X,X,X
JLZTOSI,O,X,X,X,X,X,X,X,X
JLZITSO,O,X,X,O,X,X,X,X,X
JLZITOS,O,X,X,O,X,X,X,X,X
JLZISTO,O,X,X,O,O,X,X,X,X
JLZISOT,O,X,X,O,O,X,X,X,X
JLZIOTS,O,X,X,O,X,X,X,X,X
JLZIOST,O,X,X,O,O,O,X,X,X
JLZSTIO,O,X,X,O,O,X,X,X,X
JLZSTOI,O,X,X,O,O,X,X,X,X
JLZSITO,O,X,X,O,O,X,X,X,X
JLZSIOT,O,X,X,O,O,X,X,X,X
JLZSOTI,O,X,X,O,O,X,X,X,X
JLZSOIT,O,X,X,O,O,X,X,X,X
JLZOTIS,O,X,X,O,X,X,X,X,X
JLZOTSI,O,X,X,X,X,X,X,X,X
JLZOITS,O,X,X,O,X,X,X,X,X
JLZOIST,O,X,X,O,O,O,X,X,X
JLZOSTI,O,X,X,O,O,O,X,X,X
JLZOSIT,O,X,X,O,O,O,X,X,X
JLOTISZ,O,X,X,O,X,X,X,X,X
JLOTIZS,O,X,X,O,X,X,X,X,X
JLOTSIZ,O,X,X,O,X,X,X,X,X
JLOTSZI,O,X,X,O,X,X,X,X,X
JLOTZIS,O,X,X,O,X,X,X,X,X
JLOTZSI,O,X,X,O,X,X,X,X,X
JLOITSZ,O,X,X,O,X,X,X,X,X
JLOITZS,O,X,X,O,X,X,X,X,X
JLOISTZ,O,X,O,O,X,X,O,X,X
JLOISZT,O,X,O,O,X,X,O,X,X
JLOIZTS,O,X,X,O,X,X,X,X,O
JLOIZST,O,X,X,O,O,O,X,X,X
JLOSTIZ,O,X,O,O,X,X,O,X,X
JLOSTZI,O,X,O,O,X,X,O,X,X
JLOSITZ,O,X,O,O,X,X,O,X,X
JLOSIZT,O,X,O,O,X,X,O,X,X
JLOSZTI,O,X,O,O,X,X,O,X,X
JLOSZIT,O,X,O,O,X,X,O,X,X
JLOZTIS,O,X,X,O,X,X,X,X,O
JLOZTSI,O,X,X,O,X,X,X,X,O
JLOZITS,O,X,X,O,X,X,X,X,O
JLOZIST,O,X,X,O,O,O,X,X,X
JLOZSTI,O,X,X,O,O,O,X,X,X
JLOZSIT,O,X,X,O,O,O,X,X,X
JSTILZO,O,O,O,O,X,X,X,X,X
JSTILOZ,O,X,X,O,X,X,X,O,X
JSTIZLO,O,O,O,O,X,X,X,X,X
JSTIZOL,X,X,X,O,X,X,X,O,X
JSTIOLZ,O,O,X,O,X,X,O,O,X
JSTIOZL,X,X,X,O,X,X,O,O,X
JSTLIZO,O,O,O,O,X,X,X,X,X
JSTLIOZ,O,X,X,O,X,X,X,O,X
JSTLZIO,O,O,O,O,X,X,X,X,X
JSTLZOI,O,O,O,O,X,X,X,X,X
JSTLOIZ,O,X,X,O,X,X,X,O,X
JSTLOZI,X,X,X,O,X,X,X,O,X
JSTZILO,O,O,O,O,X,X,X,X,X
JSTZIOL,O,X,X,O,X,X,X,O,X
JSTZLIO,O,O,O,O,X,X,X,X,X
JSTZLOI,O,O,O,O,X,X,X,X,X
JSTZOIL,O,X,X,O,X,X,X,O,X
JSTZOLI,O,X,X,O,X,X,X,O,X
JSTOILZ,O,O,X,O,X,X,O,O,X
JSTOIZL,X,X,X,O,X,X,O,O,X
JSTOLIZ,O,O,X,O,X,X,O,O,X
JSTOLZI,X,O,X,O,X,X,O,O,X
JSTOZIL,X,X,X,O,X,X,O,O,X
JSTOZLI,X,X,X,O,X,X,O,O,X
JSITLZO,O,O,O,O,X,X,X,X,X
JSITLOZ,O,X,X,O,X,X,X,O,X
JSITZLO,O,O,O,O,X,X,X,X,X
JSITZOL,X,X,X,O,X,X,X,O,X
JSITOLZ,O,O,X,O,X,X,O,O,X
JSITOZL,X,X,X,O,X,X,O,O,X
JSILTZO,O,O,O,O,X,X,X,X,X
JSILTOZ,O,X,X,O,X,X,X,O,X
JSILZTO,O,O,O,O,X,X,X,X,X
JSILZOT,O,X,X,O,X,X,X,X,X
JSILOTZ,O,X,O,O,X,X,O,O,X
JSILOZT,O,X,O,O,X,X,O,X,X
JSIZTLO,O,O,O,O,O,X,X,X,X
JSIZTOL,O,X,X,O,O,X,X,O,X
JSIZLTO,O,O,O,O,O,X,X,X,X
JSIZLOT,O,X,X,O,O,X,X,X,X
JSIZOTL,O,X,X,O,O,X,O,O,X
JSIZOLT,O,O,X,O,O,X,O,X,X
JSIOTLZ,O,O,O,O,X,X,O,O,X
JSIOTZL,O,X,O,O,X,X,O,O,X
JSIOLTZ,O,O,O,O,X,X,O,O,X
JSIOLZT,O,O,O,O,X,X,O,X,X
JSIOZTL,O,X,O,O,O,X,O,O,X
JSIOZLT,O,O,O,O,O,X,O,X,X
JSLTIZO,O,O,O,O,X,X,X,X,X
JSLTIOZ,O,X,X,O,X,X,X,O,X
JSLTZIO,O,O,O,O,X,X,X,X,X
JSLTZOI,O,O,O,O,X,X,X,X,X
JSLTOIZ,O,X,X,O,X,X,X,O,X
JSLTOZI,X,X,X,O,X,X,X,O,X
JSLITZO,O,O,O,O,X,X,X,X,X
JSLITOZ,O,X,X,O,X,X,X,O,X
JSLIZTO,O,O,O,O,X,X,X,X,X
JSLIZOT,O,X,X,O,X,X,X,X,X
JSLIOTZ,O,X,O,O,X,X,O,O,X
JSLIOZT,O,X,O,O,X,X,O,X,X
JSLZTIO,O,O,O,O,X,X,X,X,X
JSLZTOI,O,O,O,O,X,X,X,X,X
JSLZITO,O,O,O,O,X,X,X,X,X
JSLZIOT,O,X,X,O,X,X,X,X,X
JSLZOTI,O,X,X,O,X,X,X,X,X
JSLZOIT,O,X,X,O,X,X,X,X,X
JSLOTIZ,O,X,O,O,X,X,O,O,X
