sequence,v115@+gB8HeA8IeA8IeE8AeC8JeZEJvhF3gBzhBGjByqBUo?BFsB,v115@+gB8HeA8IeA8IeE8AeC8JeZEJvhFclBemBzhBfoB6o?BFsB,v115@+gB8HeA8IeA8IeE8AeC8JeZEJvhFamBUiBGjBTlBfs?BVyB,v115@+gB8HeA8IeA8IeE8AeC8JeZEJvhFzgBUiBFjB2qBfs?BSyB,v115@+gB8HeA8IeA8IeE8AeC8JeZEJvhFclBmhBCjBXmBTo?BFsB,v115@+gB8HeA8IeA8IeE8AeC8JeZEJvhFUhBFiBXjBTlBSt?BmrB,v115@+gB8HeA8IeA8IeE8AeC8JeZEJvhFclBymBziB+oBXm?BFsB,v115@+gB8HeA8IeA8IeE8AeC8JeZEJvhFamBFiB8nB+oBTl?BfsB
JTZISOL,O,O,O,X,O,X,O,O
JTZIOLS,O,O,O,X,O,O,O,O
JTZIOSL,O,O,O,X,O,X,O,O
JTZLISO,O,O,O,X,O,O,O,O
JTZLIOS,O,O,X,X,O,O,O,X
JTZLSIO,O,O,O,X,O,O,O,O
JTZLSOI,O,O,O,X,X,O,O,O
JTZLOIS,O,O,X,X,O,O,O,X
JTZLOSI,O,O,X,X,O,O,O,X
JTZSILO,O,O,O,X,O,O,O,O
JTZSIOL,O,O,O,X,O,X,O,O
JTZSLIO,O,O,O,X,O,O,O,O
JTZSLOI,O,O,O,X,X,O,O,O
JTZSOIL,O,O,O,X,O,X,O,O
JTZSOLI,O,O,O,X,O,X,O,O
JTZOILS,O,O,O,X,O,O,O,O
JTZOISL,O,O,O,X,O,X,O,O
JTZOLIS,O,O,O,X,O,O,O,O
JTZOLSI,O,O,O,X,O,O,O,O
JTZOSIL,O,O,O,X,O,X,O,O
JTZOSLI,O,O,O,X,O,X,O,O
JTOILSZ,O,X,O,O,X,O,O,O
JTOILZS,O,X,O,O,O,O,O,O
JTOISLZ,X,X,O,O,X,X,O,O
JTOISZL,X,X,O,O,X,X,O,O
JTOIZLS,O,X,O,X,O,O,O,O
JTOIZSL,O,X,O,X,O,X,O,O
JTOLISZ,O,X,O,O,X,O,O,O
JTOLIZS,O,X,O,O,O,O,O,O
JTOLSIZ,O,X,O,O,X,O,O,O
JTOLSZI,O,X,O,O,X,O,O,O
JTOLZIS,O,X,O,O,O,O,O,O
JTOLZSI,O,X,O,O,O,O,O,O
JTOSILZ,X,X,O,O,X,X,O,O
JTOSIZL,X,X,O,O,X,X,O,O
JTOSLIZ,X,X,O,O,X,X,O,O
JTOSLZI,X,X,O,O,X,X,O,O
JTOSZIL,X,X,O,O,X,X,O,O
JTOSZLI,X,X,O,O,X,X,O,O
JTOZILS,O,X,O,X,O,O,O,O
JTOZISL,O,X,O,X,O,X,O,O
JTOZLIS,O,X,O,X,O,O,O,O
JTOZLSI,O,X,O,X,O,O,O,O
JTOZSIL,O,X,O,X,O,X,O,O
JTOZSLI,O,X,O,X,O,X,O,O
JITLSZO,O,X,O,O,X,O,O,O
JITLSOZ,O,X,O,O,X,O,O,X
JITLZSO,O,X,O,O,O,O,O,O
JITLZOS,O,X,X,O,O,O,O,X
JITLOSZ,O,X,O,O,X,O,O,X
JITLOZS,O,X,O,O,X,O,O,X
JITSLZO,X,O,O,O,X,O,O,O
JITSLOZ,X,X,O,O,X,O,O,X
JITSZLO,X,O,O,O,X,O,O,O
JITSZOL,X,O,O,O,X,X,O,O
JITSOLZ,X,X,O,O,X,X,O,O
JITSOZL,X,X,O,O,X,X,O,O
JITZLSO,O,O,O,X,O,O,O,O
JITZLOS,O,O,X,X,O,O,O,X
JITZSLO,O,O,O,X,O,O,O,O
JITZSOL,O,O,O,X,O,X,O,O
JITZOLS,O,O,O,X,O,O,O,O
JITZOSL,O,O,O,X,O,X,O,O
JITOLSZ,O,X,O,O,X,O,O,O
JITOLZS,O,X,O,O,O,O,O,O
JITOSLZ,X,X,O,O,X,X,O,O
JITOSZL,X,X,O,O,X,X,O,O
JITOZLS,O,X,O,X,O,O,O,O
JITOZSL,O,X,O,X,O,X,O,O
JILTSZO,O,X,O,O,X,O,O,O
JILTSOZ,O,X,O,O,X,O,O,X
JILTZSO,O,X,O,O,X,O,O,O
JILTZOS,O,X,X,O,X,O,O,X
JILTOSZ,O,X,O,O,X,O,O,X
JILTOZS,O,X,X,O,X,O,O,X
JILSTZO,O,O,O,O,X,O,X,O
JILSTOZ,O,X,O,O,X,O,X,X
JILSZTO,O,O,O,O,X,O,X,O
JILSZOT,O,O,X,O,X,O,X,O
JILSOTZ,X,X,X,O,X,O,X,O
JILSOZT,X,X,X,O,X,O,X,O
JILZTSO,O,O,X,O,X,O,O,O
JILZTOS,O,X,X,O,X,O,O,X
JILZSTO,O,O,X,O,X,O,X,O
JILZSOT,O,O,X,O,X,O,X,O
JILZOTS,O,X,X,O,X,O,O,O
JILZOST,O,O,X,O,X,O,X,O
JILOTSZ,X,X,X,O,X,O,O,O
JILOTZS,X,X,X,O,X,O,O,O
JILOSTZ,X,X,X,O,X,O,X,O
JILOSZT,X,X,X,O,X,O,X,O
JILOZTS,X,X,X,O,X,O,O,O
JILOZST,X,X,X,O,X,O,X,O
JISTLZO,X,O,O,O,X,O,O,O
JISTLOZ,X,X,O,O,X,O,O,X
JISTZLO,X,O,O,O,X,O,O,O
JISTZOL,X,O,O,O,X,X,O,O
JISTOLZ,X,X,O,O,X,X,O,O
JISTOZL,X,X,O,O,X,X,O,O
JISLTZO,X,O,O,O,X,O,X,O
JISLTOZ,X,X,O,O,X,O,X,X
JISLZTO,X,O,O,O,X,O,X,O
JISLZOT,X,O,X,O,X,O,X,O
JISLOTZ,X,X,X,O,X,O,X,O
JISLOZT,X,X,X,O,X,O,X,O
JISZTLO,X,O,O,O,X,O,O,O
JISZTOL,X,O,O,O,X,X,O,O
JISZLTO,X,O,O,O,X,O,X,O
JISZLOT,X,O,X,O,X,O,X,O
JISZOTL,X,O,O,O,X,X,O,O
JISZOLT,X,O,O,O,X,X,X,O
JISOTLZ,X,X,O,O,X,X,O,O
JISOTZL,X,X,O,O,X,X,O,O
JISOLTZ,X,X,O,O,X,X,X,O
JISOLZT,X,X,O,O,X,X,X,O
JISOZTL,X,X,O,O,X,X,O,O
JISOZLT,X,X,O,O,X,X,X,O
JIZTLSO,O,O,X,X,O,O,O,O
JIZTLOS,O,O,X,X,O,O,O,X
JIZTSLO,O,O,X,X,O,O,O,O
JIZTSOL,O,O,X,X,O,X,O,O
JIZTOLS,O,O,X,X,O,O,O,O
JIZTOSL,O,O,X,X,O,X,O,O
JIZLTSO,O,O,X,O,X,O,O,O
JIZLTOS,O,O,X,O,X,O,O,X
JIZLSTO,O,O,X,O,X,O,X,O
JIZLSOT,O,O,X,O,X,O,X,O
JIZLOTS,O,X,X,O,X,O,O,O
JIZLOST,O,O,X,O,X,O,X,O
JIZSTLO,O,O,X,O,O,O,O,O
JIZSTOL,O,O,X,O,O,X,O,O
JIZSLTO,O,O,X,O,X,O,X,O
JIZSLOT,O,O,X,O,O,O,X,O
JIZSOTL,X,O,X,O,O,X,O,O
JIZSOLT,X,O,X,O,O,X,X,O
JIZOTLS,O,O,X,X,O,O,O,O
JIZOTSL,O,O,X,X,O,X,O,O
JIZOLTS,O,X,X,O,O,O,O,O
JIZOLST,O,O,X,O,O,O,X,O
JIZOSTL,X,O,X,O,O,X,O,O
JIZOSLT,X,O,X,O,O,X,X,O
JIOTLSZ,X,X,O,O,X,O,O,O
JIOTLZS,X,X,O,O,O,O,O,O
JIOTSLZ,X,X,O,O,X,O,O,O
JIOTSZL,X,X,O,O,X,O,O,O
JIOTZLS,X,X,O,X,O,O,O,O
JIOTZSL,X,X,O,X,O,O,O,O
JIOLTSZ,X,X,O,O,X,O,O,O
JIOLTZS,X,X,O,O,O,O,O,O
JIOLSTZ,X,X,O,O,X,O,X,O
JIOLSZT,X,X,O,O,X,O,X,O
JIOLZTS,X,X,X,O,O,O,O,O
JIOLZST,X,X,X,O,O,O,X,O
JIOSTLZ,X,X,O,O,X,O,O,O
JIOSTZL,X,X,O,O,X,O,O,O
JIOSLTZ,X,X,O,O,X,O,X,O
JIOSLZT,X,X,O,O,X,O,X,O
JIOSZTL,X,X,O,O,X,O,O,O
JIOSZLT,X,X,O,O,X,O,X,O
JIOZTLS,X,X,X,X,O,O,O,O
JIOZTSL,X,X,X,X,O,O,O,O
JIOZLTS,X,X,X,O,O,O,O,O
JIOZLST,X,X,X,O,O,O,X,O
JIOZSTL,X,X,X,O,O,O,O,O
JIOZSLT,X,X,X,O,O,O,X,O
JLTISZO,O,X,O,O,X,O,O,O
JLTISOZ,O,X,O,O,X,O,O,X
JLTIZSO,O,X,O,O,X,O,O,O
JLTIZOS,O,X,X,O,X,O,O,X
JLTIOSZ,O,X,O,O,X,O,O,X
JLTIOZS,O,X,X,O,X,O,O,X
JLTSIZO,O,X,O,O,X,O,O,O
JLTSIOZ,O,X,O,O,X,O,O,X
JLTSZIO,O,X,O,O,X,O,O,O
JLTSZOI,O,X,O,O,X,O,O,O
JLTSOIZ,O,X,O,O,X,O,O,X
JLTSOZI,O,X,O,O,X,O,O,X
JLTZISO,O,X,O,O,X,O,O,O
JLTZIOS,O,X,X,O,X,O,O,X
JLTZSIO,O,X,O,O,X,O,O,O
JLTZSOI,O,X,O,O,X,O,O,O
JLTZOIS,O,X,X,O,X,O,O,X
JLTZOSI,O,X,X,O,X,O,O,X
JLTOISZ,O,X,O,O,X,O,O,X
JLTOIZS,O,X,X,O,X,O,O,X
JLTOSIZ,O,X,O,O,X,O,O,X
JLTOSZI,O,X,O,O,X,O,O,X
JLTOZIS,O,X,X,O,X,O,O,X
JLTOZSI,O,X,X,O,X,O,O,X
JLITSZO,O,X,O,O,X,O,O,O
JLITSOZ,O,X,O,O,X,O,O,X
JLITZSO,O,X,O,O,X,O,O,O
JLITZOS,O,X,X,O,X,O,O,X
JLITOSZ,O,X,O,O,X,O,O,X
JLITOZS,O,X,X,O,X,O,O,X
JLISTZO,O,O,O,O,X,O,X,O
JLISTOZ,O,X,O,O,X,O,X,X
JLISZTO,O,O,O,O,X,O,X,O
JLISZOT,O,O,X,O,X,O,X,O
JLISOTZ,X,X,X,O,X,O,X,O
JLISOZT,X,X,X,O,X,O,X,O
JLIZTSO,O,O,X,O,X,O,O,O
JLIZTOS,O,X,X,O,X,O,O,X
JLIZSTO,O,O,X,O,X,O,X,O
JLIZSOT,O,O,X,O,X,O,X,O
JLIZOTS,O,X,X,O,X,O,O,O
JLIZOST,O,O,X,O,X,O,X,O
JLIOTSZ,X,X,X,O,X,O,O,O
JLIOTZS,X,X,X,O,X,O,O,O
JLIOSTZ,X,X,X,O,X,O,X,O
JLIOSZT,X,X,X,O,X,O,X,O
JLIOZTS,X,X,X,O,X,O,O,O
JLIOZST,X,X,X,O,X,O,X,O
JLSTIZO,O,O,O,O,X,O,X,O
JLSTIOZ,O,X,O,O,X,O,X,X
JLSTZIO,O,O,O,O,X,O,X,O
JLSTZOI,O,O,O,O,X,O,X,O
JLSTOIZ,O,X,O,O,X,O,X,X
JLSTOZI,O,X,O,O,X,O,X,X
JLSITZO,O,O,O,O,X,O,X,O
JLSITOZ,O,X,O,O,X,O,X,X
JLSIZTO,O,O,O,O,X,O,X,O
JLSIZOT,O,O,X,O,X,O,X,O
JLSIOTZ,X,X,X,O,X,O,X,O
JLSIOZT,X,X,X,O,X,O,X,O
JLSZTIO,O,O,O,O,X,O,X,O
JLSZTOI,O,O,O,O,X,O,X,O
JLSZITO,O,O,O,O,X,O,X,O
JLSZIOT,O,O,X,O,X,O,X,O
JLSZOTI,O,O,X,O,X,O,X,O
JLSZOIT,O,O,X,O,X,O,X,O
JLSOTIZ,X,X,X,O,X,O,X,O
JLSOTZI,X,X,X,O,X,O,X,O
JLSOITZ,X,X,X,O,X,O,X,O
JLSOIZT,X,X,X,O,X,O,X,O
JLSOZTI,X,X,X,O,X,O,X,O
JLSOZIT,X,X,X,O,X,O,X,O
JLZTISO,O,O,X,O,X,O,O,O
JLZTIOS,O,X,X,O,X,O,O,X
JLZTSIO,O,O,X,O,X,O,O,O
JLZTSOI,O,O,X,O,X,O,O,O
JLZTOIS,O,X,X,O,X,O,O,X
JLZTOSI,O,X,X,O,X,O,O,X
JLZITSO,O,O,X,O,X,O,O,O
JLZITOS,O,X,X,O,X,O,O,X
JLZISTO,O,O,X,O,X,O,X,O
JLZISOT,O,O,X,O,X,O,X,O
JLZIOTS,O,X,X,O,X,O,O,O
JLZIOST,O,O,X,O,X,O,X,O
JLZSTIO,O,O,X,O,X,O,X,O
JLZSTOI,O,O,X,O,X,O,X,O
JLZSITO,O,O,X,O,X,O,X,O
JLZSIOT,O,O,X,O,X,O,X,O
JLZSOTI,O,O,X,O,X,O,X,O
JLZSOIT,O,O,X,O,X,O,X,O
JLZOTIS,O,X,X,O,X,O,O,O
JLZOTSI,O,X,X,O,X,O,O,O
JLZOITS,O,X,X,O,X,O,O,O
JLZOIST,O,O,X,O,X,O,X,O
JLZOSTI,O,O,X,O,X,O,X,O
JLZOSIT,O,O,X,O,X,O,X,O
JLOTISZ,X,X,X,O,X,O,O,O
JLOTIZS,X,X,X,O,X,O,O,O
JLOTSIZ,X,X,X,O,X,O,O,O
JLOTSZI,X,X,X,O,X,O,O,O
JLOTZIS,X,X,X,O,X,O,O,O
JLOTZSI,X,X,X,O,X,O,O,O
JLOITSZ,X,X,X,O,X,O,O,O
JLOITZS,X,X,X,O,X,O,O,O
JLOISTZ,X,X,X,O,X,O,X,O
JLOISZT,X,X,X,O,X,O,X,O
JLOIZTS,X,X,X,O,X,O,O,O
JLOIZST,X,X,X,O,X,O,X,O
JLOSTIZ,X,X,X,O,X,O,X,O
JLOSTZI,X,X,X,O,X,O,X,O
JLOSITZ,X,X,X,O,X,O,X,O
JLOSIZT,X,X,X,O,X,O,X,O
JLOSZTI,X,X,X,O,X,O,X,O
JLOSZIT,X,X,X,O,X,O,X,O
JLOZTIS,X,X,X,O,X,O,O,O
JLOZTSI,X,X,X,O,X,O,O,O
JLOZITS,X,X,X,O,X,O,O,O
JLOZIST,X,X,X,O,X,O,X,O
JLOZSTI,X,X,X,O,X,O,X,O
JLOZSIT,X,X,X,O,X,O,X,O
JSTILZO,X,O,O,O,X,O,O,O
JSTILOZ,X,X,O,O,X,O,O,X
JSTIZLO,X,O,O,O,X,O,O,O
JSTIZOL,X,O,O,O,X,X,O,O
JSTIOLZ,X,X,O,O,X,X,O,O
JSTIOZL,X,X,O,O,X,X,O,O
JSTLIZO,X,O,O,O,X,O,O,O
JSTLIOZ,X,X,O,O,X,O,O,X
JSTLZIO,X,O,O,O,X,O,O,O
JSTLZOI,X,O,O,O,X,O,O,O
JSTLOIZ,X,X,O,O,X,O,O,X
JSTLOZI,X,X,O,O,X,O,O,X
JSTZILO,X,O,O,O,X,O,O,O
JSTZIOL,X,O,O,O,X,X,O,O
JSTZLIO,X,O,O,O,X,O,O,O
JSTZLOI,X,O,O,O,X,O,O,O
JSTZOIL,X,O,O,O,X,X,O,O
JSTZOLI,X,O,O,O,X,X,O,O
JSTOILZ,X,X,O,O,X,X,O,O
JSTOIZL,X,X,O,O,X,X,O,O
JSTOLIZ,X,X,O,O,X,X,O,O
JSTOLZI,X,X,O,O,X,X,O,O
JSTOZIL,X,X,O,O,X,X,O,O
JSTOZLI,X,X,O,O,X,X,O,O
JSITLZO,X,O,O,O,X,O,O,O
JSITLOZ,X,X,O,O,X,O,O,X
JSITZLO,X,O,O,O,X,O,O,O
JSITZOL,X,O,O,O,X,X,O,O
JSITOLZ,X,X,O,O,X,X,O,O
JSITOZL,X,X,O,O,X,X,O,O
JSILTZO,X,O,O,O,X,O,X,O
JSILTOZ,X,X,O,O,X,O,X,X
JSILZTO,X,O,O,O,X,O,X,O
JSILZOT,X,O,X,O,X,O,X,O
JSILOTZ,X,X,X,O,X,O,X,O
JSILOZT,X,X,X,O,X,O,X,O
JSIZTLO,X,O,O,O,X,O,O,O
JSIZTOL,X,O,O,O,X,X,O,O
JSIZLTO,X,O,O,O,X,O,X,O
JSIZLOT,X,O,X,O,X,O,X,O
JSIZOTL,X,O,O,O,X,X,O,O
JSIZOLT,X,O,O,O,X,X,X,O
JSIOTLZ,X,X,O,O,X,X,O,O
JSIOTZL,X,X,O,O,X,X,O,O
JSIOLTZ,X,X,O,O,X,X,X,O
JSIOLZT,X,X,O,O,X,X,X,O
JSIOZTL,X,X,O,O,X,X,O,O
JSIOZLT,X,X,O,O,X,X,X,O
JSLTIZO,X,O,O,O,X,O,X,O
JSLTIOZ,X,X,O,O,X,O,X,X
JSLTZIO,X,O,O,O,X,O,X,O
JSLTZOI,X,O,O,O,X,O,X,O
JSLTOIZ,X,X,O,O,X,O,X,X
JSLTOZI,X,X,O,O,X,O,X,X
JSLITZO,X,O,O,O,X,O,X,O
JSLITOZ,X,X,O,O,X,O,X,X
JSLIZTO,X,O,O,O,X,O,X,O
JSLIZOT,X,O,X,O,X,O,X,O
JSLIOTZ,X,X,X,O,X,O,X,O
JSLIOZT,X,X,X,O,X,O,X,O
JSLZTIO,X,O,O,O,X,O,X,O
JSLZTOI,X,O,O,O,X,O,X,O
JSLZITO,X,O,O,O,X,O,X,O
JSLZIOT,X,O,X,O,X,O,X,O
JSLZOTI,X,O,X,O,X,O,X,O
JSLZOIT,X,O,X,O,X,O,X,O
JSLOTIZ,X,X,X,O,X,O,X,O
JSLOTZI,X,X,X,O,X,O,X,O
JSLOITZ,X,X,X,O,X,O,X,O
JSLOIZT,X,X,X,O,X,O,X,O
JSLOZTI,X,X,X,O,X,O,X,O
JSLOZIT,X,X,X,O,X,O,X,O
JSZTILO,X,O,O,O,X,O,O,O
JSZTIOL,X,O,O,O,X,X,O,O
JSZTLIO,X,O,O,O,X,O,O,O
JSZTLOI,X,O,O,O,X,O,O,O
JSZTOIL,X,O,O,O,X,X,O,O
JSZTOLI,X,O,O,O,X,X,O,O
JSZITLO,X,O,O,O,X,O,O,O
JSZITOL,X,O,O,O,X,X,O,O
JSZILTO,X,O,O,O,X,O,X,O
JSZILOT,X,O,X,O,X,O,X,O
JSZIOTL,X,O,O,O,X,X,O,O
JSZIOLT,X,O,O,O,X,X,X,O
JSZLTIO,X,O,O,O,X,O,X,O
JSZLTOI,X,O,O,O,X,O,X,O
JSZLITO,X,O,O,O,X,O,X,O
JSZLIOT,X,O,X,O,X,O,X,O
JSZLOTI,X,O,X,O,X,O,X,O
JSZLOIT,X,O,X,O,X,O,X,O
JSZOTIL,X,O,O,O,X,X,O,O
JSZOTLI,X,O,O,O,X,X,O,O
JSZOITL,X,O,O,O,X,X,O,O
JSZOILT,X,O,O,O,X,X,X,O
JSZOLTI,X,O,O,O,X,X,X,O
JSZOLIT,X,O,O,O,X,X,X,O
JSOTILZ,X,X,O,O,X,X,O,O
JSOTIZL,X,X,O,O,X,X,O,O
JSOTLIZ,X,X,O,O,X,X,O,O
JSOTLZI,X,X,O,O,X,X,O,O
JSOTZIL,X,X,O,O,X,X,O,O
JSOTZLI,X,X,O,O,X,X,O,O
JSOITLZ,X,X,O,O,X,X,O,O
JSOITZL,X,X,O,O,X,X,O,O
JSOILTZ,X,X,O,O,X,X,X,O
JSOILZT,X,X,O,O,X,X,X,O
JSOIZTL,X,X,O,O,X,X,O,O
JSOIZLT,X,X,O,O,X,X,X,O
JSOLTIZ,X,X,O,O,X,X,X,O
JSOLTZI,X,X,O,O,X,X,X,O
JSOLITZ,X,X,O,O,X,X,X,O
JSOLIZT,X,X,O,O,X,X,X,O
JSOLZTI,X,X,O,O,X,X,X,O
JSOLZIT,X,X,O,O,X,X,X,O
JSOZTIL,X,X,O,O,X,X,O,O
JSOZTLI,X,X,O,O,X,X,O,O
JSOZITL,X,X,O,O,X,X,O,O
JSOZILT,X,X,O,O,X,X,X,O
JSOZLTI,X,X,O,O,X,X,X,O
JSOZLIT,X,X,O,O,X,X,X,O
JZTILSO,O,O,X,X,O,O,O,O
JZTILOS,O,O,X,X,O,O,O,X
JZTISLO,O,O,X,X,O,O,O,O
JZTISOL,O,O,X,X,O,X,O,O
JZTIOLS,O,O,X,X,O,O,O,O
JZTIOSL,O,O,X,X,O,X,O,O
JZTLISO,O,O,X,X,O,O,O,O
JZTLIOS,O,O,X,X,O,O,O,X
JZTLSIO,O,O,X,X,O,O,O,O
JZTLSOI,O,O,X,X,X,O,O,O
JZTLOIS,O,O,X,X,O,O,O,X
JZTLOSI,O,O,X,X,O,O,O,X
JZTSILO,O,O,X,X,O,O,O,O
JZTSIOL,O,O,X,X,O,X,O,O
JZTSLIO,O,O,X,X,O,O,O,O
JZTSLOI,O,O,X,X,X,O,O,O
JZTSOIL,O,O,X,X,O,X,O,O
JZTSOLI,O,O,X,X,O,X,O,O
JZTOILS,O,O,X,X,O,O,O,O
JZTOISL,O,O,X,X,O,X,O,O
JZTOLIS,O,O,X,X,O,O,O,O
JZTOLSI,O,O,X,X,O,O,O,O
JZTOSIL,O,O,X,X,O,X,O,O
JZTOSLI,O,O,X,X,O,X,O,O
JZITLSO,O,O,X,X,O,O,O,O
JZITLOS,O,O,X,X,O,O,O,X
JZITSLO,O,O,X,X,O,O,O,O
JZITSOL,O,O,X,X,O,X,O,O
JZITOLS,O,O,X,X,O,O,O,O
JZITOSL,O,O,X,X,O,X,O,O
JZILTSO,O,O,X,O,X,O,O,O
JZILTOS,O,O,X,O,X,O,O,X
JZILSTO,O,O,X,O,X,O,X,O
JZILSOT,O,O,X,O,X,O,X,O
JZILOTS,O,X,X,O,X,O,O,O
JZILOST,O,O,X,O,X,O,X,O
JZISTLO,O,O,X,O,O,O,O,O
JZISTOL,O,O,X,O,O,X,O,O
JZISLTO,O,O,X,O,X,O,X,O
JZISLOT,O,O,X,O,O,O,X,O
JZISOTL,X,O,X,O,O,X,O,O
JZISOLT,X,O,X,O,O,X,X,O
JZIOTLS,O,O,X,X,O,O,O,O
JZIOTSL,O,O,X,X,O,X,O,O
JZIOLTS,O,X,X,O,O,O,O,O
JZIOLST,O,O,X,O,O,O,X,O
JZIOSTL,X,O,X,O,O,X,O,O
JZIOSLT,X,O,X,O,O,X,X,O
JZLTISO,O,O,X,O,X,O,O,O
JZLTIOS,O,O,X,O,X,O,O,X
JZLTSIO,O,O,X,O,X,O,O,O
JZLTSOI,O,O,X,O,X,O,O,O
JZLTOIS,O,O,X,O,X,O,O,X
JZLTOSI,O,O,X,O,X,O,O,X
JZLITSO,O,O,X,O,X,O,O,O
JZLITOS,O,O,X,O,X,O,O,X
JZLISTO,O,O,X,O,X,O,X,O
JZLISOT,O,O,X,O,X,O,X,O
JZLIOTS,O,X,X,O,X,O,O,O
JZLIOST,O,O,X,O,X,O,X,O
JZLSTIO,O,O,X,O,X,O,X,O
JZLSTOI,O,O,X,O,X,O,X,O
JZLSITO,O,O,X,O,X,O,X,O
JZLSIOT,O,O,X,O,X,O,X,O
JZLSOTI,O,O,X,O,X,O,X,O
JZLSOIT,O,O,X,O,X,O,X,O
JZLOTIS,O,X,X,O,X,O,O,O
JZLOTSI,O,X,X,O,X,O,O,O
JZLOITS,O,X,X,O,X,O,O,O
JZLOIST,O,O,X,O,X,O,X,O
JZLOSTI,O,O,X,O,X,O,X,O
JZLOSIT,O,O,X,O,X,O,X,O
JZSTILO,O,O,X,O,O,O,O,O
JZSTIOL,O,O,X,O,O,X,O,O
JZSTLIO,O,O,X,O,O,O,O,O
JZSTLOI,O,O,X,O,O,O,O,O
JZSTOIL,O,O,X,O,O,X,O,O
JZSTOLI,O,O,X,O,O,X,O,O
JZSITLO,O,O,X,O,O,O,O,O
JZSITOL,O,O,X,O,O,X,O,O
JZSILTO,O,O,X,O,X,O,X,O
JZSILOT,O,O,X,O,O,O,X,O
JZSIOTL,X,O,X,O,O,X,O,O
JZSIOLT,X,O,X,O,O,X,X,O
JZSLTIO,O,O,X,O,X,O,X,O
JZSLTOI,O,O,X,O,X,O,X,O
JZSLITO,O,O,X,O,X,O,X,O
JZSLIOT,O,O,X,O,O,O,X,O
JZSLOTI,O,O,X,O,O,O,X,O
JZSLOIT,O,O,X,O,O,O,X,O
JZSOTIL,X,O,X,O,O,X,O,O
JZSOTLI,X,O,X,O,O,X,O,O
JZSOITL,X,O,X,O,O,X,O,O
JZSOILT,X,O,X,O,O,X,X,O
JZSOLTI,X,O,X,O,O,X,X,O
JZSOLIT,X,O,X,O,O,X,X,O
JZOTILS,O,O,X,X,O,O,O,O
JZOTISL,O,O,X,X,O,X,O,O
JZOTLIS,O,O,X,X,O,O,O,O
JZOTLSI,O,O,X,X,O,O,O,O
JZOTSIL,O,O,X,X,O,X,O,O
JZOTSLI,O,O,X,X,O,X,O,O
JZOITLS,O,O,X,X,O,O,O,O
JZOITSL,O,O,X,X,O,X,O,O
JZOILTS,O,X,X,O,O,O,O,O
JZOILST,O,O,X,O,O,O,X,O
JZOISTL,X,O,X,O,O,X,O,O
JZOISLT,X,O,X,O,O,X,X,O
JZOLTIS,O,X,X,O,O,O,O,O
JZOLTSI,O,X,X,O,O,O,O,O
JZOLITS,O,X,X,O,O,O,O,O
JZOLIST,O,O,X,O,O,O,X,O
JZOLSTI,O,O,X,O,O,O,X,O
JZOLSIT,O,O,X,O,O,O,X,O
JZOSTIL,X,O,X,O,O,X,O,O
JZOSTLI,X,O,X,O,O,X,O,O
JZOSITL,X,O,X,O,O,X,O,O
JZOSILT,X,O,X,O,O,X,X,O
JZOSLTI,X,O,X,O,O,X,X,O
JZOSLIT,X,O,X,O,O,X,X,O
JOTILSZ,X,X,O,O,X,O,O,O
JOTILZS,X,X,O,O,O,O,O,O
JOTISLZ,X,X,O,O,X,O,O,O
JOTISZL,X,X,O,O,X,O,O,O
JOTIZLS,X,X,O,X,O,O,O,O
JOTIZSL,X,X,O,X,O,O,O,O
JOTLISZ,X,X,O,O,X,O,O,O
JOTLIZS,X,X,O,O,O,O,O,O
JOTLSIZ,X,X,O,O,X,O,O,O
JOTLSZI,X,X,O,O,X,O,O,O
JOTLZIS,X,X,O,O,O,O,O,O
JOTLZSI,X,X,O,O,O,O,O,O
JOTSILZ,X,X,O,O,X,O,O,O
JOTSIZL,X,X,O,O,X,O,O,O
JOTSLIZ,X,X,O,O,X,O,O,O
JOTSLZI,X,X,O,O,X,O,O,O
JOTSZIL,X,X,O,O,X,O,O,O
JOTSZLI,X,X,O,O,X,O,O,O
JOTZILS,X,X,O,X,O,O,O,O
JOTZISL,X,X,O,X,O,O,O,O
JOTZLIS,X,X,O,X,O,O,O,O
JOTZLSI,X,X,O,X,O,O,O,O
JOTZSIL,X,X,O,X,O,O,O,O
JOTZSLI,X,X,O,X,O,O,O,O
JOITLSZ,X,X,O,O,X,O,O,O
JOITLZS,X,X,O,O,O,O,O,O
JOITSLZ,X,X,O,O,X,O,O,O
JOITSZL,X,X,O,O,X,O,O,O
JOITZLS,X,X,O,X,O,O,O,O
JOITZSL,X,X,O,X,O,O,O,O
JOILTSZ,X,X,O,O,X,O,O,O
JOILTZS,X,X,O,O,O,O,O,O
JOILSTZ,X,X,O,O,X,O,X,O
JOILSZT,X,X,O,O,X,O,X,O
JOILZTS,X,X,X,O,O,O,O,O
JOILZST,X,X,X,O,O,O,X,O
JOISTLZ,X,X,O,O,X,O,O,O
JOISTZL,X,X,O,O,X,O,O,O
JOISLTZ,X,X,O,O,X,O,X,O
JOISLZT,X,X,O,O,X,O,X,O
JOISZTL,X,X,O,O,X,O,O,O
JOISZLT,X,X,O,O,X,O,X,O
JOIZTLS,X,X,X,X,O,O,O,O
JOIZTSL,X,X,X,X,O,O,O,O
JOIZLTS,X,X,X,O,O,O,O,O
JOIZLST,X,X,X,O,O,O,X,O
JOIZSTL,X,X,X,O,O,O,O,O
JOIZSLT,X,X,X,O,O,O,X,O
