sequence,v115@EhD8EeE8DeF8BeG8Jem6IvhFFcBxdB0fBqlB3hBzpB,v115@EhD8EeE8DeF8BeG8JeT6IvhF/gB1hBUhBxiBupBiqB,v115@EhD8EeE8DeF8BeG8JeT6IvhF0cBxdBigBWqBFmBXqB,v115@EhD8EeE8DeF8BeG8Je//IvhFUbBxdBlhBmlBCmBzpB,v115@EhD8EeE8DeF8BeG8Jem6IvhFxdB0fBfmBlhBCmBzpB,v115@EhD8EeE8DeF8BeG8Jey/IvhFxdBulB3hB0fBFmBzpB
OJLTSZI,X,O,O,O,X,O
OJLTZIS,O,O,O,X,X,X
OJLTZSI,O,O,O,X,X,X
OJLITSZ,X,O,O,O,X,O
OJLITZS,O,O,O,X,X,X
OJLISTZ,O,O,X,O,X,O
OJLISZT,O,X,X,O,X,O
OJLIZTS,O,X,O,X,X,X
OJLIZST,O,X,X,X,X,O
OJLSTIZ,O,O,X,O,X,O
OJLSTZI,O,O,X,O,X,O
OJLSITZ,O,O,X,O,X,O
OJLSIZT,O,X,X,O,X,O
OJLSZTI,O,X,X,O,X,O
OJLSZIT,O,X,X,O,X,O
OJLZTIS,O,X,O,X,X,X
OJLZTSI,O,X,O,X,X,X
OJLZITS,O,X,O,X,X,X
OJLZIST,O,X,X,X,X,O
OJLZSTI,O,X,X,X,X,O
OJLZSIT,O,X,X,X,X,O
OJSTILZ,O,O,O,O,X,O
OJSTIZL,X,O,O,O,O,X
OJSTLIZ,O,O,O,O,X,O
OJSTLZI,O,O,O,O,X,O
OJSTZIL,X,O,O,O,O,X
OJSTZLI,X,O,O,O,O,X
OJSITLZ,O,O,O,O,X,O
OJSITZL,X,O,O,O,O,X
OJSILTZ,O,O,X,O,X,O
OJSILZT,O,X,X,O,X,O
OJSIZTL,X,O,O,O,O,X
OJSIZLT,O,X,X,O,O,O
OJSLTIZ,O,O,X,O,X,O
OJSLTZI,O,O,X,O,X,O
OJSLITZ,O,O,X,O,X,O
OJSLIZT,O,X,X,O,X,O
OJSLZTI,O,X,X,O,X,O
OJSLZIT,O,X,X,O,X,O
OJSZTIL,X,O,O,O,O,X
OJSZTLI,X,O,O,O,O,X
OJSZITL,X,O,O,O,O,X
OJSZILT,O,X,X,O,O,O
OJSZLTI,O,X,X,O,O,O
OJSZLIT,O,X,X,O,O,O
OJZTILS,O,O,O,X,X,X
OJZTISL,X,O,O,O,O,X
OJZTLIS,O,O,O,X,X,X
OJZTLSI,O,O,O,X,X,X
OJZTSIL,X,O,O,O,O,X
OJZTSLI,X,O,O,O,O,X
OJZITLS,O,O,O,X,X,X
OJZITSL,X,O,O,O,O,X
OJZILTS,O,X,O,X,X,X
OJZILST,O,X,X,X,O,O
OJZISTL,X,O,O,O,O,X
OJZISLT,O,X,X,O,O,O
OJZLTIS,O,X,O,X,X,X
OJZLTSI,O,X,O,X,X,X
OJZLITS,O,X,O,X,X,X
OJZLIST,O,X,X,X,O,O
OJZLSTI,O,X,X,X,O,O
OJZLSIT,O,X,X,X,O,O
OJZSTIL,X,O,O,O,O,X
OJZSTLI,X,O,O,O,O,X
OJZSITL,X,O,O,O,O,X
OJZSILT,O,X,X,O,O,O
OJZSLTI,O,X,X,O,O,O
OJZSLIT,O,X,X,O,O,O
OSTILJZ,O,O,X,O,X,O
OSTILZJ,O,O,X,O,O,X
OSTIJLZ,O,O,O,O,X,O
OSTIJZL,X,O,O,O,O,X
OSTIZLJ,O,X,X,O,O,X
OSTIZJL,X,X,O,O,O,X
OSTLIJZ,O,O,X,O,X,O
OSTLIZJ,O,O,X,O,O,X
OSTLJIZ,O,O,X,O,X,O
OSTLJZI,O,O,X,O,X,O
OSTLZIJ,O,O,X,O,O,X
OSTLZJI,O,O,X,O,O,X
OSTJILZ,O,O,O,O,X,O
OSTJIZL,X,O,O,O,O,X
OSTJLIZ,O,O,O,O,X,O
OSTJLZI,O,O,O,O,X,O
OSTJZIL,X,O,O,O,O,X
OSTJZLI,X,O,O,O,O,X
OSTZILJ,O,X,X,O,O,X
OSTZIJL,X,X,O,O,O,X
OSTZLIJ,O,X,X,O,O,X
OSTZLJI,O,X,X,O,O,X
OSTZJIL,X,X,O,O,O,X
OSTZJLI,X,X,O,O,O,X
OSITLJZ,O,O,X,O,X,O
OSITLZJ,O,O,X,O,O,X
OSITJLZ,O,O,O,O,X,O
OSITJZL,X,O,O,O,O,X
OSITZLJ,O,X,X,O,O,X
OSITZJL,X,X,O,O,O,X
OSILTJZ,O,O,X,O,X,O
OSILTZJ,O,O,X,O,O,X
OSILJTZ,O,O,X,O,X,O
OSILJZT,O,X,X,O,X,O
OSILZTJ,O,O,X,O,O,X
OSILZJT,O,X,X,O,O,O
OSIJTLZ,O,O,O,O,X,O
OSIJTZL,X,O,O,O,O,X
OSIJLTZ,O,O,X,O,X,O
OSIJLZT,O,X,X,O,X,O
OSIJZTL,X,O,O,O,O,X
OSIJZLT,O,X,X,O,O,O
OSIZTLJ,O,X,X,O,O,X
OSIZTJL,X,X,O,O,O,X
OSIZLTJ,O,X,X,O,O,X
OSIZLJT,O,X,X,O,O,O
OSIZJTL,X,X,O,O,O,X
OSIZJLT,O,X,X,O,O,O
OSLTIJZ,O,O,X,O,X,O
OSLTIZJ,O,O,X,O,O,X
OSLTJIZ,O,O,X,O,X,O
OSLTJZI,O,O,X,O,X,O
OSLTZIJ,O,O,X,O,O,X
OSLTZJI,O,O,X,O,O,X
OSLITJZ,O,O,X,O,X,O
OSLITZJ,O,O,X,O,O,X
OSLIJTZ,O,O,X,O,X,O
OSLIJZT,O,X,X,O,X,O
OSLIZTJ,O,O,X,O,O,X
OSLIZJT,O,X,X,O,O,O
OSLJTIZ,O,O,X,O,X,O
OSLJTZI,O,O,X,O,X,O
OSLJITZ,O,O,X,O,X,O
OSLJIZT,O,X,X,O,X,O
OSLJZTI,O,X,X,O,X,O
OSLJZIT,O,X,X,O,X,O
OSLZTIJ,O,O,X,O,O,X
OSLZTJI,O,O,X,O,O,X
OSLZITJ,O,O,X,O,O,X
OSLZIJT,O,X,X,O,O,O
OSLZJTI,O,X,X,O,O,O
OSLZJIT,O,X,X,O,O,O
OSJTILZ,O,O,O,O,X,O
OSJTIZL,X,O,O,O,O,X
OSJTLIZ,O,O,O,O,X,O
OSJTLZI,O,O,O,O,X,O
OSJTZIL,X,O,O,O,O,X
OSJTZLI,X,O,O,O,O,X
OSJITLZ,O,O,O,O,X,O
OSJITZL,X,O,O,O,O,X
OSJILTZ,O,O,X,O,X,O
OSJILZT,O,X,X,O,X,O
OSJIZTL,X,O,O,O,O,X
OSJIZLT,O,X,X,O,O,O
OSJLTIZ,O,O,X,O,X,O
OSJLTZI,O,O,X,O,X,O
OSJLITZ,O,O,X,O,X,O
OSJLIZT,O,X,X,O,X,O
OSJLZTI,O,X,X,O,X,O
OSJLZIT,O,X,X,O,X,O
OSJZTIL,X,O,O,O,O,X
OSJZTLI,X,O,O,O,O,X
OSJZITL,X,O,O,O,O,X
OSJZILT,O,X,X,O,O,O
OSJZLTI,O,X,X,O,O,O
OSJZLIT,O,X,X,O,O,O
OSZTILJ,O,X,X,O,O,X
OSZTIJL,X,X,O,O,O,X
OSZTLIJ,O,X,X,O,O,X
OSZTLJI,O,X,X,O,O,X
OSZTJIL,X,X,O,O,O,X
OSZTJLI,X,X,O,O,O,X
OSZITLJ,O,X,X,O,O,X
OSZITJL,X,X,O,O,O,X
OSZILTJ,O,X,X,O,O,X
OSZILJT,O,X,X,O,O,O
OSZIJTL,X,X,O,O,O,X
OSZIJLT,O,X,X,O,O,O
OSZLTIJ,O,X,X,O,O,X
OSZLTJI,O,X,X,O,O,X
OSZLITJ,O,X,X,O,O,X
OSZLIJT,O,X,X,O,O,O
OSZLJTI,O,X,X,O,O,O
OSZLJIT,O,X,X,O,O,O
OSZJTIL,X,X,O,O,O,X
OSZJTLI,X,X,O,O,O,X
OSZJITL,X,X,O,O,O,X
OSZJILT,O,X,X,O,O,O
OSZJLTI,O,X,X,O,O,O
OSZJLIT,O,X,X,O,O,O
OZTILJS,O,X,O,X,X,X
OZTILSJ,O,O,X,X,X,X
OZTIJLS,O,O,O,X,X,X
OZTIJSL,X,O,O,O,O,X
OZTISLJ,O,X,X,O,O,X
OZTISJL,X,X,O,O,O,X
OZTLIJS,O,X,O,X,X,X
OZTLISJ,O,O,X,X,X,X
OZTLJIS,O,X,O,X,X,X
OZTLJSI,O,X,O,X,X,X
OZTLSIJ,O,O,X,X,X,X
OZTLSJI,O,O,X,X,X,X
OZTJILS,O,O,O,X,X,X
OZTJISL,X,O,O,O,O,X
OZTJLIS,O,O,O,X,X,X
OZTJLSI,O,O,O,X,X,X
OZTJSIL,X,O,O,O,O,X
OZTJSLI,X,O,O,O,O,X
OZTSILJ,O,X,X,O,O,X
OZTSIJL,X,X,O,O,O,X
OZTSLIJ,O,X,X,O,O,X
OZTSLJI,O,X,X,O,O,X
OZTSJIL,X,X,O,O,O,X
OZTSJLI,X,X,O,O,O,X
OZITLJS,O,X,O,X,X,X
OZITLSJ,O,O,X,X,X,X
OZITJLS,O,O,O,X,X,X
OZITJSL,X,O,O,O,O,X
OZITSLJ,O,X,X,O,O,X
OZITSJL,X,X,O,O,O,X
OZILTJS,O,X,O,X,X,X
OZILTSJ,O,O,X,X,X,X
OZILJTS,O,X,O,X,X,X
OZILJST,O,X,X,X,O,O
OZILSTJ,O,O,X,X,O,X
OZILSJT,O,X,X,X,O,O
OZIJTLS,O,O,O,X,X,X
OZIJTSL,X,O,O,O,O,X
OZIJLTS,O,X,O,X,X,X
OZIJLST,O,X,X,X,O,O
OZIJSTL,X,O,O,O,O,X
OZIJSLT,O,X,X,O,O,O
OZISTLJ,O,X,X,O,O,X
OZISTJL,X,X,O,O,O,X
OZISLTJ,O,X,X,O,O,X
OZISLJT,O,X,X,O,O,O
OZISJTL,X,X,O,O,O,X
OZISJLT,O,X,X,O,O,O
OZLTIJS,O,X,O,X,X,X
OZLTISJ,O,O,X,X,X,X
OZLTJIS,O,X,O,X,X,X
OZLTJSI,O,X,O,X,X,X
OZLTSIJ,O,O,X,X,X,X
OZLTSJI,O,O,X,X,X,X
OZLITJS,O,X,O,X,X,X
OZLITSJ,O,O,X,X,X,X
OZLIJTS,O,X,O,X,X,X
OZLIJST,O,X,X,X,O,O
OZLISTJ,O,O,X,X,O,X
OZLISJT,O,X,X,X,O,O
OZLJTIS,O,X,O,X,X,X
OZLJTSI,O,X,O,X,X,X
OZLJITS,O,X,O,X,X,X
OZLJIST,O,X,X,X,O,O
OZLJSTI,O,X,X,X,O,O
OZLJSIT,O,X,X,X,O,O
OZLSTIJ,O,O,X,X,O,X
OZLSTJI,O,O,X,X,O,X
OZLSITJ,O,O,X,X,O,X
OZLSIJT,O,X,X,X,O,O
OZLSJTI,O,X,X,X,O,O
OZLSJIT,O,X,X,X,O,O
OZJTILS,O,O,O,X,X,X
OZJTISL,X,O,O,O,O,X
OZJTLIS,O,O,O,X,X,X
OZJTLSI,O,O,O,X,X,X
OZJTSIL,X,O,O,O,O,X
OZJTSLI,X,O,O,O,O,X
OZJITLS,O,O,O,X,X,X
OZJITSL,X,O,O,O,O,X
OZJILTS,O,X,O,X,X,X
OZJILST,O,X,X,X,O,O
OZJISTL,X,O,O,O,O,X
OZJISLT,O,X,X,O,O,O
OZJLTIS,O,X,O,X,X,X
OZJLTSI,O,X,O,X,X,X
OZJLITS,O,X,O,X,X,X
OZJLIST,O,X,X,X,O,O
OZJLSTI,O,X,X,X,O,O
OZJLSIT,O,X,X,X,O,O
OZJSTIL,X,O,O,O,O,X
OZJSTLI,X,O,O,O,O,X
OZJSITL,X,O,O,O,O,X
OZJSILT,O,X,X,O,O,O
OZJSLTI,O,X,X,O,O,O
OZJSLIT,O,X,X,O,O,O
OZSTILJ,O,X,X,O,O,X
OZSTIJL,X,X,O,O,O,X
OZSTLIJ,O,X,X,O,O,X
OZSTLJI,O,X,X,O,O,X
OZSTJIL,X,X,O,O,O,X
OZSTJLI,X,X,O,O,O,X
OZSITLJ,O,X,X,O,O,X
OZSITJL,X,X,O,O,O,X
OZSILTJ,O,X,X,O,O,X
OZSILJT,O,X,X,O,O,O
OZSIJTL,X,X,O,O,O,X
OZSIJLT,O,X,X,O,O,O
OZSLTIJ,O,X,X,O,O,X
OZSLTJI,O,X,X,O,O,X
OZSLITJ,O,X,X,O,O,X
OZSLIJT,O,X,X,O,O,O
OZSLJTI,O,X,X,O,O,O
OZSLJIT,O,X,X,O,O,O
OZSJTIL,X,X,O,O,O,X
OZSJTLI,X,X,O,O,O,X
OZSJITL,X,X,O,O,O,X
OZSJILT,O,X,X,O,O,O
OZSJLTI,O,X,X,O,O,O
OZSJLIT,O,X,X,O,O,O
