sequence,v115@2gC8HeB8GeD8FeF8DeG8JeT6IvhFNgB/iBajB5jB0k?B2uB,v115@2gC8HeB8GeD8FeF8DeG8JeN/IvhFmdB5jBXgB0iBaq?BTpB,v115@2gC8HeB8GeD8FeF8DeG8JeT6IvhFNgBmdB5jB0iBKp?BfqB,v115@2gC8HeB8GeD8FeF8DeG8JeNAJvhF/iBajB5jBckBzp?BOpB,v115@2gC8HeB8GeD8FeF8DeG8Je//IvhFUbBidB5jBziBNp?BeqB,v115@2gC8HeB8GeD8FeF8DeG8Je//IvhFUbBTdBejB5jBKp?BdqB,v115@2gC8HeB8GeD8FeF8DeG8JeNAJvhFxdBOkB0iB6oBfq?BTpB,v115@2gC8HeB8GeD8FeF8DeG8JeN/IvhFUbBTdBejB5jB3k?ByuB,v115@2gC8HeB8GeD8FeF8DeG8JeN/IvhFmdB5jBXgB0iBip?BzpB,v115@2gC8HeB8GeD8FeF8DeG8JeT6IvhFmdB5jB0iBikB3p?BNqB,v115@2gC8HeB8GeD8FeF8DeG8JeNAJvhFyiB5jBOkB0iBfq?BTpB
LJSZOIT,O,X,O,X,X,X,X,O,O,X,X
LJSOTIZ,O,X,X,X,X,O,X,O,X,X,X
LJSOTZI,O,X,X,X,X,O,X,O,X,X,X
LJSOITZ,O,X,X,X,X,O,X,O,X,X,X
LJSOIZT,O,X,X,X,X,X,X,O,X,X,X
LJSOZTI,O,X,X,X,X,X,X,O,X,X,X
LJSOZIT,O,X,X,X,X,X,X,O,X,X,X
LJZTISO,O,X,O,X,O,O,O,X,O,X,X
LJZTIOS,O,X,X,X,X,O,X,X,O,X,X
LJZTSIO,O,X,O,X,O,O,O,X,O,X,X
LJZTSOI,O,X,O,X,O,O,O,X,O,X,X
LJZTOIS,O,X,X,X,X,O,X,X,O,X,X
LJZTOSI,O,X,X,X,X,O,X,X,O,X,X
LJZITSO,O,X,O,X,O,O,O,X,O,X,X
LJZITOS,O,X,X,X,X,O,X,X,O,X,X
LJZISTO,O,X,O,X,X,X,O,O,O,X,X
LJZISOT,O,X,O,X,X,X,X,O,O,X,X
LJZIOTS,X,X,X,X,X,O,X,X,O,X,X
LJZIOST,X,X,O,X,X,X,X,O,O,X,X
LJZSTIO,O,X,O,X,X,X,O,O,O,X,X
LJZSTOI,O,X,O,X,X,X,O,O,O,X,X
LJZSITO,O,X,O,X,X,X,O,O,O,X,X
LJZSIOT,O,X,O,X,X,X,X,O,O,X,X
LJZSOTI,O,X,O,X,X,X,X,O,O,X,X
LJZSOIT,O,X,O,X,X,X,X,O,O,X,X
LJZOTIS,X,X,X,X,X,O,X,X,O,X,X
LJZOTSI,X,X,X,X,X,O,X,X,O,X,X
LJZOITS,X,X,X,X,X,O,X,X,O,X,X
LJZOIST,X,X,O,X,X,X,X,O,O,X,X
LJZOSTI,X,X,O,X,X,X,X,O,O,X,X
LJZOSIT,X,X,O,X,X,X,X,O,O,X,X
LJOTISZ,X,X,X,X,O,O,X,O,X,X,X
LJOTIZS,X,X,X,X,O,O,X,X,X,X,X
LJOTSIZ,X,X,X,X,O,O,X,O,X,X,X
LJOTSZI,X,X,X,X,O,O,X,O,X,X,X
LJOTZIS,X,X,X,X,O,O,X,X,X,X,X
LJOTZSI,X,X,X,X,O,O,X,X,X,X,X
LJOITSZ,X,X,X,X,O,O,X,O,X,X,X
LJOITZS,X,X,X,X,O,O,X,X,X,X,X
LJOISTZ,X,X,X,X,O,O,X,O,X,X,X
LJOISZT,X,X,X,X,X,X,X,O,X,X,X
LJOIZTS,X,X,X,X,O,O,X,X,X,X,X
LJOIZST,X,X,X,X,X,X,X,O,X,X,X
LJOSTIZ,X,X,X,X,O,O,X,O,X,X,X
LJOSTZI,X,X,X,X,O,O,X,O,X,X,X
LJOSITZ,X,X,X,X,O,O,X,O,X,X,X
LJOSIZT,X,X,X,X,X,X,X,O,X,X,X
LJOSZTI,X,X,X,X,X,X,X,O,X,X,X
LJOSZIT,X,X,X,X,X,X,X,O,X,X,X
LJOZTIS,X,X,X,X,O,O,X,X,X,X,X
LJOZTSI,X,X,X,X,O,O,X,X,X,X,X
LJOZITS,X,X,X,X,O,O,X,X,X,X,X
LJOZIST,X,X,X,X,X,X,X,O,X,X,X
LJOZSTI,X,X,X,X,X,X,X,O,X,X,X
LJOZSIT,X,X,X,X,X,X,X,O,X,X,X
LSTIJZO,O,X,O,X,X,O,O,O,O,X,O
LSTIJOZ,O,X,O,O,X,O,X,O,X,X,O
LSTIZJO,O,O,O,X,X,O,O,O,O,O,O
LSTIZOJ,X,X,O,O,X,O,O,O,O,O,X
LSTIOJZ,O,X,O,O,X,O,X,O,X,X,O
LSTIOZJ,X,X,O,O,X,O,X,O,O,X,X
LSTJIZO,O,X,O,X,X,O,O,O,O,X,O
LSTJIOZ,O,X,O,O,X,O,X,O,X,X,O
LSTJZIO,O,X,O,X,X,O,O,O,O,X,O
LSTJZOI,O,X,O,X,X,O,O,O,O,X,X
LSTJOIZ,O,X,O,O,X,O,X,O,X,X,O
LSTJOZI,O,X,O,O,X,O,O,O,X,X,X
LSTZIJO,O,O,O,X,X,O,O,O,O,O,O
LSTZIOJ,X,X,O,O,X,O,O,O,O,O,X
LSTZJIO,O,O,O,X,X,O,O,O,O,O,O
LSTZJOI,O,X,O,X,X,O,O,O,O,X,X
LSTZOIJ,X,X,O,O,X,O,O,O,O,X,X
LSTZOJI,X,X,O,O,X,O,O,O,O,X,X
LSTOIJZ,O,X,O,O,X,O,X,O,X,X,O
LSTOIZJ,X,X,O,O,X,O,X,O,O,X,X
LSTOJIZ,O,X,O,O,X,O,X,O,X,X,O
LSTOJZI,O,X,O,O,X,O,O,O,X,X,X
LSTOZIJ,X,X,O,O,X,O,O,O,O,X,X
LSTOZJI,X,X,O,O,X,O,O,O,O,X,X
LSITJZO,O,X,O,X,X,O,O,O,O,X,O
LSITJOZ,O,X,O,O,X,O,X,O,X,X,O
LSITZJO,O,O,O,X,X,O,O,O,O,O,O
LSITZOJ,X,X,O,O,X,O,O,O,O,O,X
LSITOJZ,O,X,O,O,X,O,X,O,X,X,O
LSITOZJ,X,X,O,O,X,O,X,O,O,X,X
LSIJTZO,O,X,O,X,O,O,X,O,O,X,O
LSIJTOZ,O,X,O,O,O,O,X,O,X,X,O
LSIJZTO,O,X,O,X,X,X,X,O,O,O,X
LSIJZOT,O,X,O,X,X,X,X,O,O,O,X
LSIJOTZ,O,X,X,O,X,O,X,O,X,X,X
LSIJOZT,O,X,X,X,X,X,X,O,X,X,X
LSIZTJO,O,O,O,X,X,X,O,O,O,O,O
LSIZTOJ,X,X,O,O,X,X,O,O,O,O,X
LSIZJTO,O,O,O,X,X,X,O,O,O,O,X
LSIZJOT,O,X,O,X,X,X,X,O,O,O,X
LSIZOTJ,X,X,O,O,X,X,O,X,O,O,X
LSIZOJT,X,X,O,X,X,X,X,X,O,O,X
LSIOTJZ,O,X,O,O,X,X,X,O,X,X,O
LSIOTZJ,X,X,O,O,X,X,X,O,O,X,X
LSIOJTZ,O,X,X,O,X,X,X,O,X,X,X
LSIOJZT,O,X,X,X,X,X,X,O,X,X,X
LSIOZTJ,X,X,O,O,X,X,X,X,O,O,X
LSIOZJT,X,X,O,X,X,X,X,X,O,O,X
LSJTIZO,O,X,O,X,O,O,O,O,O,X,O
LSJTIOZ,O,X,O,O,O,O,X,O,X,X,O
LSJTZIO,O,X,O,X,O,O,O,O,O,X,O
LSJTZOI,O,X,O,X,O,O,O,O,O,X,X
LSJTOIZ,O,X,O,O,O,O,X,O,X,X,O
LSJTOZI,O,X,O,O,O,O,O,O,X,X,X
LSJITZO,O,X,O,X,O,O,X,O,O,X,O
LSJITOZ,O,X,O,O,O,O,X,O,X,X,O
LSJIZTO,O,X,O,X,X,X,X,O,O,O,X
LSJIZOT,O,X,O,X,X,X,X,O,O,O,X
LSJIOTZ,O,X,X,O,X,O,X,O,X,X,X
LSJIOZT,O,X,X,X,X,X,X,O,X,X,X
LSJZTIO,O,X,O,X,X,X,O,O,O,O,X
LSJZTOI,O,X,O,X,X,X,O,O,O,X,X
LSJZITO,O,X,O,X,X,X,O,O,O,O,X
LSJZIOT,O,X,O,X,X,X,X,O,O,O,X
LSJZOTI,O,X,O,X,X,X,X,O,O,X,X
LSJZOIT,O,X,O,X,X,X,X,O,O,O,X
LSJOTIZ,O,X,X,O,X,O,X,O,X,X,X
LSJOTZI,O,X,X,O,X,O,X,O,X,X,X
LSJOITZ,O,X,X,O,X,O,X,O,X,X,X
LSJOIZT,O,X,X,X,X,X,X,O,X,X,X
LSJOZTI,O,X,X,X,X,X,X,O,X,X,X
LSJOZIT,O,X,X,X,X,X,X,O,X,X,X
LSZTIJO,O,O,O,X,X,X,O,O,O,O,O
LSZTIOJ,X,X,O,O,X,X,O,O,O,O,X
LSZTJIO,O,O,O,X,X,X,O,O,O,O,O
LSZTJOI,O,X,O,X,X,X,O,O,O,X,X
LSZTOIJ,X,X,O,O,X,X,O,O,O,X,X
LSZTOJI,X,X,O,O,X,X,O,O,O,X,X
LSZITJO,O,O,O,X,X,X,O,O,O,O,O
LSZITOJ,X,X,O,O,X,X,O,O,O,O,X
LSZIJTO,O,O,O,X,X,X,O,O,O,O,X
LSZIJOT,O,X,O,X,X,X,X,O,O,O,X
LSZIOTJ,X,X,O,O,X,X,O,X,O,O,X
LSZIOJT,X,X,O,X,X,X,X,X,O,O,X
LSZJTIO,O,O,O,X,X,X,O,O,O,O,X
LSZJTOI,O,X,O,X,X,X,O,O,O,X,X
LSZJITO,O,O,O,X,X,X,O,O,O,O,X
LSZJIOT,O,X,O,X,X,X,X,O,O,O,X
LSZJOTI,O,X,O,X,X,X,X,O,O,X,X
LSZJOIT,O,X,O,X,X,X,X,O,O,O,X
LSZOTIJ,X,X,O,O,X,X,O,O,O,X,X
LSZOTJI,X,X,O,O,X,X,O,O,O,X,X
LSZOITJ,X,X,O,O,X,X,O,X,O,O,X
LSZOIJT,X,X,O,X,X,X,X,X,O,O,X
LSZOJTI,X,X,O,X,X,X,X,O,O,X,X
LSZOJIT,X,X,O,X,X,X,X,O,O,O,X
LSOTIJZ,O,X,O,O,X,O,X,O,X,X,O
LSOTIZJ,X,X,O,O,X,O,X,O,O,X,X
LSOTJIZ,O,X,O,O,X,O,X,O,X,X,O
LSOTJZI,O,X,O,O,X,O,O,O,X,X,X
LSOTZIJ,X,X,O,O,X,O,O,O,O,X,X
LSOTZJI,X,X,O,O,X,O,O,O,O,X,X
LSOITJZ,O,X,O,O,X,X,X,O,X,X,O
LSOITZJ,X,X,O,O,X,X,X,O,O,X,X
LSOIJTZ,O,X,X,O,X,X,X,O,X,X,X
LSOIJZT,O,X,X,X,X,X,X,O,X,X,X
LSOIZTJ,X,X,O,O,X,X,X,X,O,O,X
LSOIZJT,X,X,O,X,X,X,X,X,O,O,X
LSOJTIZ,O,X,X,O,X,O,X,O,X,X,X
LSOJTZI,O,X,X,O,X,O,X,O,X,X,X
LSOJITZ,O,X,X,O,X,O,X,O,X,X,X
LSOJIZT,O,X,X,X,X,X,X,O,X,X,X
LSOJZTI,O,X,X,X,X,X,X,O,X,X,X
LSOJZIT,O,X,X,X,X,X,X,O,X,X,X
LSOZTIJ,X,X,O,O,X,X,O,O,O,X,X
LSOZTJI,X,X,O,O,X,X,O,O,O,X,X
LSOZITJ,X,X,O,O,X,X,O,X,O,O,X
LSOZIJT,X,X,O,X,X,X,X,X,O,O,X
LSOZJTI,X,X,O,X,X,X,X,O,O,X,X
LSOZJIT,X,X,O,X,X,X,X,O,O,O,X
LZTIJSO,X,X,O,X,X,O,O,X,O,X,X
LZTIJOS,X,X,X,X,X,O,X,X,O,X,X
LZTISJO,X,X,O,X,X,O,O,X,O,X,O
LZTISOJ,X,X,O,X,X,O,O,X,O,X,X
LZTIOJS,X,X,X,X,X,X,X,X,O,X,X
LZTIOSJ,X,X,X,X,X,X,O,X,O,X,X
LZTJISO,X,X,O,X,X,O,O,X,O,X,X
LZTJIOS,X,X,X,X,X,O,X,X,O,X,X
LZTJSIO,X,X,O,X,X,O,O,X,O,X,X
LZTJSOI,X,X,O,X,X,O,O,X,O,X,X
LZTJOIS,X,X,X,X,X,O,X,X,O,X,X
LZTJOSI,X,X,X,X,X,O,X,X,O,X,X
LZTSIJO,X,X,O,X,X,O,O,X,O,X,O
LZTSIOJ,X,X,O,X,X,O,O,X,O,X,X
LZTSJIO,X,X,O,X,X,O,O,X,O,X,O
LZTSJOI,X,X,O,X,X,O,O,X,O,X,X
LZTSOIJ,X,X,O,X,X,O,O,X,O,X,X
LZTSOJI,X,X,O,X,X,O,O,X,O,X,X
LZTOIJS,X,X,X,X,X,X,X,X,O,X,X
LZTOISJ,X,X,X,X,X,X,O,X,O,X,X
LZTOJIS,X,X,X,X,X,O,X,X,O,X,X
LZTOJSI,X,X,X,X,X,O,X,X,O,X,X
LZTOSIJ,X,X,X,X,X,O,O,X,O,X,X
LZTOSJI,X,X,X,X,X,O,O,X,O,X,X
LZITJSO,X,X,O,X,X,O,O,X,O,X,X
LZITJOS,X,X,X,X,X,O,X,X,O,X,X
LZITSJO,X,X,O,X,X,O,O,X,O,X,O
LZITSOJ,X,X,O,X,X,O,O,X,O,X,X
LZITOJS,X,X,X,X,X,X,X,X,O,X,X
LZITOSJ,X,X,X,X,X,X,O,X,O,X,X
LZIJTSO,X,X,O,X,O,O,O,X,O,X,X
LZIJTOS,X,X,X,X,X,O,X,X,O,X,X
LZIJSTO,X,O,O,X,X,X,O,O,O,O,X
LZIJSOT,X,X,O,X,X,X,X,O,O,O,X
LZIJOTS,X,O,X,X,X,O,X,X,O,X,X
LZIJOST,X,O,O,X,X,X,X,O,O,X,X
LZISTJO,X,O,O,X,X,X,O,O,O,O,O
LZISTOJ,X,X,O,X,X,X,O,O,O,O,X
LZISJTO,X,O,O,X,X,X,O,O,O,O,X
LZISJOT,X,X,O,X,X,X,X,O,O,O,X
LZISOTJ,X,X,O,X,X,X,O,X,O,O,X
LZISOJT,X,X,O,X,X,X,X,X,O,O,X
LZIOTJS,X,O,X,X,X,X,X,X,O,X,X
LZIOTSJ,X,O,X,X,X,X,O,X,O,X,X
LZIOJTS,X,O,X,X,X,X,X,X,O,X,X
LZIOJST,X,O,O,X,X,X,X,X,O,X,X
LZIOSTJ,X,O,O,X,X,X,O,X,O,X,X
LZIOSJT,X,O,O,X,X,X,X,X,O,X,X
LZJTISO,X,X,O,X,O,O,O,X,O,X,X
LZJTIOS,X,X,X,X,X,O,X,X,O,X,X
LZJTSIO,X,X,O,X,O,O,O,X,O,X,X
LZJTSOI,X,X,O,X,O,O,O,X,O,X,X
LZJTOIS,X,X,X,X,X,O,X,X,O,X,X
LZJTOSI,X,X,X,X,X,O,X,X,O,X,X
LZJITSO,X,X,O,X,O,O,O,X,O,X,X
LZJITOS,X,X,X,X,X,O,X,X,O,X,X
LZJISTO,X,O,O,X,X,X,O,O,O,O,X
LZJISOT,X,X,O,X,X,X,X,O,O,O,X
LZJIOTS,X,O,X,X,X,O,X,X,O,X,X
LZJIOST,X,O,O,X,X,X,X,O,O,X,X
LZJSTIO,X,O,O,X,X,X,O,O,O,O,X
LZJSTOI,X,X,O,X,X,X,O,O,O,X,X
LZJSITO,X,O,O,X,X,X,O,O,O,O,X
LZJSIOT,X,X,O,X,X,X,X,O,O,O,X
LZJSOTI,X,X,O,X,X,X,X,O,O,X,X
LZJSOIT,X,X,O,X,X,X,X,O,O,O,X
LZJOTIS,X,O,X,X,X,O,X,X,O,X,X
LZJOTSI,X,O,X,X,X,O,X,X,O,X,X
LZJOITS,X,O,X,X,X,O,X,X,O,X,X
LZJOIST,X,O,O,X,X,X,X,O,O,X,X
LZJOSTI,X,O,O,X,X,X,X,O,O,X,X
LZJOSIT,X,O,O,X,X,X,X,O,O,X,X
LZSTIJO,X,O,O,X,X,X,O,O,O,O,O
LZSTIOJ,X,X,O,X,X,X,O,O,O,O,X
LZSTJIO,X,O,O,X,X,X,O,O,O,O,O
LZSTJOI,X,X,O,X,X,X,O,O,O,X,X
LZSTOIJ,X,X,O,X,X,X,O,O,O,X,X
LZSTOJI,X,X,O,X,X,X,O,O,O,X,X
LZSITJO,X,O,O,X,X,X,O,O,O,O,O
LZSITOJ,X,X,O,X,X,X,O,O,O,O,X
LZSIJTO,X,O,O,X,X,X,O,O,O,O,X
LZSIJOT,X,X,O,X,X,X,X,O,O,O,X
LZSIOTJ,X,X,O,X,X,X,O,X,O,O,X
LZSIOJT,X,X,O,X,X,X,X,X,O,O,X
LZSJTIO,X,O,O,X,X,X,O,O,O,O,X
LZSJTOI,X,X,O,X,X,X,O,O,O,X,X
LZSJITO,X,O,O,X,X,X,O,O,O,O,X
LZSJIOT,X,X,O,X,X,X,X,O,O,O,X
LZSJOTI,X,X,O,X,X,X,X,O,O,X,X
LZSJOIT,X,X,O,X,X,X,X,O,O,O,X
LZSOTIJ,X,X,O,X,X,X,O,O,O,X,X
LZSOTJI,X,X,O,X,X,X,O,O,O,X,X
LZSOITJ,X,X,O,X,X,X,O,X,O,O,X
LZSOIJT,X,X,O,X,X,X,X,X,O,O,X
LZSOJTI,X,X,O,X,X,X,X,O,O,X,X
LZSOJIT,X,X,O,X,X,X,X,O,O,O,X
LZOTIJS,X,O,X,X,X,X,X,X,O,X,X
LZOTISJ,X,O,X,X,X,X,O,X,O,X,X
LZOTJIS,X,O,X,X,X,O,X,X,O,X,X
LZOTJSI,X,O,X,X,X,O,X,X,O,X,X
LZOTSIJ,X,O,X,X,X,O,O,X,O,X,X
LZOTSJI,X,O,X,X,X,O,O,X,O,X,X
LZOITJS,X,O,X,X,X,X,X,X,O,X,X
LZOITSJ,X,O,X,X,X,X,O,X,O,X,X
LZOIJTS,X,O,X,X,X,X,X,X,O,X,X
LZOIJST,X,O,O,X,X,X,X,X,O,X,X
LZOISTJ,X,O,O,X,X,X,O,X,O,X,X
LZOISJT,X,O,O,X,X,X,X,X,O,X,X
LZOJTIS,X,O,X,X,X,O,X,X,O,X,X
LZOJTSI,X,O,X,X,X,O,X,X,O,X,X
LZOJITS,X,O,X,X,X,O,X,X,O,X,X
LZOJIST,X,O,O,X,X,X,X,O,O,X,X
LZOJSTI,X,O,O,X,X,X,X,O,O,X,X
LZOJSIT,X,O,O,X,X,X,X,O,O,X,X
LZOSTIJ,X,O,O,X,X,X,O,O,O,X,X
LZOSTJI,X,O,O,X,X,X,O,O,O,X,X
LZOSITJ,X,O,O,X,X,X,O,X,O,X,X
LZOSIJT,X,O,O,X,X,X,X,X,O,X,X
LZOSJTI,X,O,O,X,X,X,X,O,O,X,X
LZOSJIT,X,O,O,X,X,X,X,O,O,X,X
LOTIJSZ,X,X,X,X,O,O,X,X,X,X,X
LOTIJZS,X,X,X,X,O,O,X,X,X,X,X
LOTISJZ,X,X,X,O,X,O,X,X,X,X,O
LOTISZJ,X,O,X,O,X,O,X,X,O,X,X
LOTIZJS,X,O,X,X,X,X,X,X,O,X,X
LOTIZSJ,X,O,X,O,X,X,X,X,O,X,X
LOTJISZ,X,X,X,X,O,O,X,O,X,X,X
LOTJIZS,X,X,X,X,O,O,X,X,X,X,X
LOTJSIZ,X,X,X,X,O,O,X,O,X,X,X
LOTJSZI,X,X,X,X,O,O,X,O,X,X,X
LOTJZIS,X,X,X,X,O,O,X,X,X,X,X
LOTJZSI,X,X,X,X,O,O,X,X,X,X,X
LOTSIJZ,X,X,X,O,X,O,X,O,X,X,O
LOTSIZJ,X,O,X,O,X,O,X,O,O,X,X
LOTSJIZ,X,X,X,O,X,O,X,O,X,X,O
LOTSJZI,X,X,X,O,X,O,O,O,X,X,X
LOTSZIJ,X,O,X,O,X,O,O,O,O,X,X
LOTSZJI,X,O,X,O,X,O,O,O,O,X,X
LOTZIJS,X,O,X,X,X,X,X,X,O,X,X
LOTZISJ,X,O,X,O,X,X,O,X,O,X,X
LOTZJIS,X,O,X,X,X,O,X,X,O,X,X
LOTZJSI,X,O,X,X,X,O,X,X,O,X,X
LOTZSIJ,X,O,X,O,X,O,O,X,O,X,X
LOTZSJI,X,O,X,O,X,O,O,X,O,X,X
LOITJSZ,X,X,X,X,O,O,X,X,X,X,X
LOITJZS,X,X,X,X,O,O,X,X,X,X,X
LOITSJZ,X,X,X,O,X,O,X,X,X,X,O
LOITSZJ,X,O,X,O,X,O,X,X,O,X,X
LOITZJS,X,O,X,X,X,X,X,X,O,X,X
LOITZSJ,X,O,X,O,X,X,X,X,O,X,X
LOIJTSZ,X,X,X,X,O,O,X,O,X,X,X
LOIJTZS,X,X,X,X,O,O,X,X,X,X,X
LOIJSTZ,X,X,X,X,O,O,X,O,X,X,X
LOIJSZT,X,X,X,X,X,X,X,O,X,X,X
LOIJZTS,X,X,X,X,O,O,X,X,X,X,X
LOIJZST,X,X,X,X,X,X,X,O,X,X,X
LOISTJZ,X,X,O,O,X,X,X,O,X,X,O
LOISTZJ,X,O,O,O,X,X,X,O,O,X,X
LOISJTZ,X,X,X,O,O,X,X,O,X,X,X
LOISJZT,X,X,X,X,X,X,X,O,X,X,X
LOISZTJ,X,O,O,O,X,X,X,X,O,X,X
LOISZJT,X,O,O,X,X,X,X,X,O,X,X
LOIZTJS,X,O,X,X,X,X,X,X,O,X,X
LOIZTSJ,X,O,X,X,X,X,X,X,O,X,X
LOIZJTS,X,O,X,X,O,X,X,X,O,X,X
LOIZJST,X,O,O,X,X,X,X,X,O,X,X
LOIZSTJ,X,O,O,X,X,X,X,X,O,X,X
LOIZSJT,X,O,O,X,X,X,X,X,O,X,X
LOJTISZ,X,X,X,X,O,O,X,O,X,X,X
LOJTIZS,X,X,X,X,O,O,X,X,X,X,X
LOJTSIZ,X,X,X,X,O,O,X,O,X,X,X
LOJTSZI,X,X,X,X,O,O,X,O,X,X,X
LOJTZIS,X,X,X,X,O,O,X,X,X,X,X
LOJTZSI,X,X,X,X,O,O,X,X,X,X,X
LOJITSZ,X,X,X,X,O,O,X,O,X,X,X
LOJITZS,X,X,X,X,O,O,X,X,X,X,X
LOJISTZ,X,X,X,X,O,O,X,O,X,X,X
LOJISZT,X,X,X,X,X,X,X,O,X,X,X
LOJIZTS,X,X,X,X,O,O,X,X,X,X,X
LOJIZST,X,X,X,X,X,X,X,O,X,X,X
LOJSTIZ,X,X,X,X,O,O,X,O,X,X,X
LOJSTZI,X,X,X,X,O,O,X,O,X,X,X
LOJSITZ,X,X,X,X,O,O,X,O,X,X,X
LOJSIZT,X,X,X,X,X,X,X,O,X,X,X
LOJSZTI,X,X,X,X,X,X,X,O,X,X,X
LOJSZIT,X,X,X,X,X,X,X,O,X,X,X
LOJZTIS,X,X,X,X,O,O,X,X,X,X,X
LOJZTSI,X,X,X,X,O,O,X,X,X,X,X
LOJZITS,X,X,X,X,O,O,X,X,X,X,X
LOJZIST,X,X,X,X,X,X,X,O,X,X,X
LOJZSTI,X,X,X,X,X,X,X,O,X,X,X
LOJZSIT,X,X,X,X,X,X,X,O,X,X,X
LOSTIJZ,X,X,O,O,X,O,X,O,X,X,O
LOSTIZJ,X,O,O,O,X,O,X,O,O,X,X
LOSTJIZ,X,X,O,O,X,O,X,O,X,X,O
LOSTJZI,X,X,O,O,X,O,O,O,X,X,X
LOSTZIJ,X,O,O,O,X,O,O,O,O,X,X
LOSTZJI,X,O,O,O,X,O,O,O,O,X,X
LOSITJZ,X,X,O,O,X,X,X,O,X,X,O
LOSITZJ,X,O,O,O,X,X,X,O,O,X,X
LOSIJTZ,X,X,X,O,O,X,X,O,X,X,X
LOSIJZT,X,X,X,X,X,X,X,O,X,X,X
LOSIZTJ,X,O,O,O,X,X,X,X,O,X,X
LOSIZJT,X,O,O,X,X,X,X,X,O,X,X
LOSJTIZ,X,X,X,O,O,O,X,O,X,X,X
LOSJTZI,X,X,X,O,O,O,X,O,X,X,X
LOSJITZ,X,X,X,O,O,O,X,O,X,X,X
LOSJIZT,X,X,X,X,X,X,X,O,X,X,X
LOSJZTI,X,X,X,X,X,X,X,O,X,X,X
LOSJZIT,X,X,X,X,X,X,X,O,X,X,X
LOSZTIJ,X,O,O,O,X,X,O,O,O,X,X
LOSZTJI,X,O,O,O,X,X,O,O,O,X,X
LOSZITJ,X,O,O,O,X,X,O,X,O,X,X
LOSZIJT,X,O,O,X,X,X,X,X,O,X,X
LOSZJTI,X,O,O,X,X,X,X,O,O,X,X
LOSZJIT,X,O,O,X,X,X,X,O,O,X,X
LOZTIJS,X,O,X,X,X,X,X,X,O,X,X
LOZTISJ,X,O,X,X,X,X,O,X,O,X,X
LOZTJIS,X,O,X,X,X,O,X,X,O,X,X
LOZTJSI,X,O,X,X,X,O,X,X,O,X,X
LOZTSIJ,X,O,X,X,X,O,O,X,O,X,X
LOZTSJI,X,O,X,X,X,O,O,X,O,X,X
LOZITJS,X,O,X,X,X,X,X,X,O,X,X
LOZITSJ,X,O,X,X,X,X,O,X,O,X,X
LOZIJTS,X,O,X,X,O,X,X,X,O,X,X
LOZIJST,X,O,O,X,X,X,X,X,O,X,X
LOZISTJ,X,O,O,X,X,X,O,X,O,X,X
LOZISJT,X,O,O,X,X,X,X,X,O,X,X
LOZJTIS,X,O,X,X,O,O,X,X,O,X,X
LOZJTSI,X,O,X,X,O,O,X,X,O,X,X
LOZJITS,X,O,X,X,O,O,X,X,O,X,X
LOZJIST,X,O,O,X,X,X,X,O,O,X,X
LOZJSTI,X,O,O,X,X,X,X,O,O,X,X
LOZJSIT,X,O,O,X,X,X,X,O,O,X,X
LOZSTIJ,X,O,O,X,X,X,O,O,O,X,X
LOZSTJI,X,O,O,X,X,X,O,O,O,X,X
LOZSITJ,X,O,O,X,X,X,O,X,O,X,X
LOZSIJT,X,O,O,X,X,X,X,X,O,X,X
LOZSJTI,X,O,O,X,X,X,X,O,O,X,X
LOZSJIT,X,O,O,X,X,X,X,O,O,X,X
JTILSZO,O,X,X,X,O,O,X,O,X,X,O
JTILSOZ,O,X,X,X,O,O,X,O,X,X,O
JTILZSO,O,X,X,X,O,O,X,X,X,X,X
JTILZOS,O,X,X,X,X,O,X,X,X,X,X
JTILOSZ,X,X,X,X,O,O,X,O,X,X,X
JTILOZS,X,X,X,X,O,O,X,X,X,X,X
JTISLZO,O,X,X,X,O,X,X,X,X,X,O
JTISLOZ,O,X,X,O,O,X,X,X,X,X,O
JTISZLO,O,X,X,X,O,X,X,X,X,X,O
JTISZOL,O,X,X,X,O,X,X,X,X,X,X
JTISOLZ,O,X,X,O,O,X,X,X,X,X,O
JTISOZL,O,X,X,O,O,X,X,X,X,X,X
JTIZLSO,O,X,X,X,O,X,X,X,X,X,X
JTIZLOS,O,X,X,X,X,X,X,X,X,X,X
JTIZSLO,O,X,X,X,O,X,X,X,X,X,X
JTIZSOL,O,X,X,X,O,X,X,X,X,X,X
JTIZOLS,O,X,X,X,O,X,X,X,X,X,X
JTIZOSL,O,X,X,X,O,X,X,X,X,X,X
JTIOLSZ,X,X,X,X,O,O,X,O,X,X,X
JTIOLZS,X,X,X,X,O,O,X,X,X,X,X
JTIOSLZ,O,X,X,O,O,X,X,X,X,X,X
JTIOSZL,O,X,X,O,O,X,X,X,X,X,X
JTIOZLS,O,X,X,X,O,X,X,X,X,X,X
JTIOZSL,O,X,X,O,O,X,X,X,X,X,X
JTLISZO,O,X,X,X,O,O,X,O,X,X,O
JTLISOZ,O,X,X,X,O,O,X,O,X,X,O
JTLIZSO,O,X,X,X,O,O,X,X,X,X,X
JTLIZOS,O,X,X,X,X,O,X,X,X,X,X
JTLIOSZ,X,X,X,X,O,O,X,O,X,X,X
JTLIOZS,X,X,X,X,O,O,X,X,X,X,X
JTLSIZO,O,X,X,X,O,O,O,O,X,X,O
JTLSIOZ,O,X,X,X,O,O,X,O,X,X,O
JTLSZIO,O,X,X,X,O,O,O,O,X,X,O
