sequence,v115@0gC8GeC8GeD8FeE8DeG8MeZ/IvhFicB9iBTeBfnB8s?B+tB,v115@0gC8GeC8GeD8FeE8DeG8MeZ/IvhFTcBeiBtiB6jB/t?B0sB,v115@0gC8GeC8GeD8FeE8DeG8MeZ/IvhF/hBaiBGeBUjB9s?BTtB,v115@0gC8GeC8GeD8FeE8DeG8MeZ/IvhFTcB0dBdnBSoBGt?BXtB,v115@0gC8GeC8GeD8FeE8DeG8MeZ/IvhFicBTeBfnBGoBUt?B9sB,v115@0gC8GeC8GeD8FeE8DeG8MeZ/IvhFTcB/iBGeBNoBUn?BSyB,v115@0gC8GeC8GeD8FeE8DeG8MeZ/IvhFmcB6jB0hB3nBTt?BtsB,v115@0gC8GeC8GeD8FeE8DeG8MeZ/IvhFTcBXeBdnBCtB+t?B0sB,v115@0gC8GeC8GeD8FeE8DeG8MeZ/IvhFTcBcjBXiBtsB+t?BisB
LOTJZSI,X,X,X,O,X,O,X,X,X
LOTSIJZ,X,X,O,X,X,X,X,O,X
LOTSIZJ,X,X,O,X,X,O,O,X,X
LOTSJIZ,X,X,O,X,X,X,X,X,X
LOTSJZI,X,X,O,X,X,X,X,X,X
LOTSZIJ,X,X,O,X,X,O,O,X,X
LOTSZJI,X,X,O,X,X,O,X,X,X
LOTZIJS,X,X,O,X,X,O,X,O,X
LOTZISJ,X,X,O,X,X,O,O,X,X
LOTZJIS,X,X,O,X,X,O,X,X,X
LOTZJSI,X,X,O,X,X,O,X,X,X
LOTZSIJ,X,X,O,X,X,O,O,X,X
LOTZSJI,X,X,O,X,X,O,X,X,X
LOITJSZ,X,X,X,O,X,X,X,O,X
LOITJZS,X,X,X,O,X,O,X,O,X
LOITSJZ,X,X,O,X,X,X,X,O,X
LOITSZJ,X,X,O,X,X,O,O,X,X
LOITZJS,X,X,O,X,X,O,X,O,X
LOITZSJ,X,X,O,X,X,O,O,X,X
LOIJTSZ,X,X,X,O,X,X,X,O,X
LOIJTZS,X,X,X,O,X,O,X,O,X
LOIJSTZ,X,O,X,X,X,X,X,X,X
LOIJSZT,O,X,X,X,X,X,O,X,X
LOIJZTS,X,X,X,X,X,O,X,X,X
LOIJZST,O,O,X,X,X,O,O,X,X
LOISTJZ,X,X,O,X,X,X,X,O,X
LOISTZJ,X,X,O,X,X,O,O,X,X
LOISJTZ,X,O,X,X,X,X,X,X,X
LOISJZT,O,X,X,X,X,X,O,X,X
LOISZTJ,X,X,X,X,X,O,O,X,X
LOISZJT,X,X,X,X,O,O,O,X,X
LOIZTJS,X,X,X,X,X,O,X,O,X
LOIZTSJ,X,X,X,X,X,O,O,X,X
LOIZJTS,X,X,X,X,X,O,X,X,X
LOIZJST,X,O,X,X,X,O,O,X,X
LOIZSTJ,X,X,X,X,X,O,O,X,X
LOIZSJT,X,O,X,X,O,O,O,X,X
LOJTISZ,X,X,X,O,X,X,X,O,X
LOJTIZS,X,X,X,O,X,O,X,O,X
LOJTSIZ,X,X,X,O,X,X,X,X,X
LOJTSZI,X,X,X,O,X,X,X,X,X
LOJTZIS,X,X,X,O,X,O,X,X,X
LOJTZSI,X,X,X,O,X,O,X,X,X
LOJITSZ,X,X,X,O,X,X,X,O,X
LOJITZS,X,X,X,O,X,O,X,O,X
LOJISTZ,X,O,X,X,X,X,X,X,X
LOJISZT,O,X,X,X,X,X,O,X,X
LOJIZTS,X,X,X,X,X,O,X,X,X
LOJIZST,O,O,X,X,X,O,O,X,X
LOJSTIZ,X,O,X,X,X,X,X,X,X
LOJSTZI,X,O,X,X,X,X,X,X,X
LOJSITZ,X,O,X,X,X,X,X,X,X
LOJSIZT,O,X,X,X,X,X,O,X,X
LOJSZTI,O,X,X,X,X,X,X,X,X
LOJSZIT,O,X,X,X,X,X,O,X,X
LOJZTIS,X,X,X,X,X,O,X,X,X
LOJZTSI,X,X,X,X,X,O,X,X,X
LOJZITS,X,X,X,X,X,O,X,X,X
LOJZIST,O,O,X,X,X,O,O,X,X
LOJZSTI,O,O,X,X,X,O,X,X,X
LOJZSIT,O,O,X,X,X,O,O,X,X
LOSTIJZ,X,X,O,X,X,X,X,O,X
LOSTIZJ,X,X,O,X,X,O,O,X,X
LOSTJIZ,X,X,O,X,X,X,X,X,X
LOSTJZI,X,X,O,X,X,X,X,X,X
LOSTZIJ,X,X,O,X,X,O,O,X,X
LOSTZJI,X,X,O,X,X,O,X,X,X
LOSITJZ,X,X,O,X,X,X,X,O,X
LOSITZJ,X,X,O,X,X,O,O,X,X
LOSIJTZ,X,O,X,X,X,X,X,X,X
LOSIJZT,O,X,X,X,X,X,O,X,X
LOSIZTJ,X,X,X,X,X,O,O,X,X
LOSIZJT,X,X,X,X,O,O,O,X,X
LOSJTIZ,X,O,X,X,X,X,X,X,X
LOSJTZI,X,O,X,X,X,X,X,X,X
LOSJITZ,X,O,X,X,X,X,X,X,X
LOSJIZT,O,X,X,X,X,X,O,X,X
LOSJZTI,O,X,X,X,X,X,X,X,X
LOSJZIT,O,X,X,X,X,X,O,X,X
LOSZTIJ,X,X,X,X,X,O,O,X,X
LOSZTJI,X,X,X,X,X,O,X,X,X
LOSZITJ,X,X,X,X,X,O,O,X,X
LOSZIJT,X,X,X,X,O,O,O,X,X
LOSZJTI,X,X,X,X,X,O,X,X,X
LOSZJIT,X,X,X,X,O,O,O,X,X
LOZTIJS,X,X,X,X,X,O,X,O,X
LOZTISJ,X,X,X,X,X,O,O,X,X
LOZTJIS,X,X,X,X,X,O,X,X,X
LOZTJSI,X,X,X,X,X,O,X,X,X
LOZTSIJ,X,X,X,X,X,O,O,X,X
LOZTSJI,X,X,X,X,X,O,X,X,X
LOZITJS,X,X,X,X,X,O,X,O,X
LOZITSJ,X,X,X,X,X,O,O,X,X
LOZIJTS,X,X,X,X,X,O,X,X,X
LOZIJST,X,O,X,X,X,O,O,X,X
LOZISTJ,X,X,X,X,X,O,O,X,X
LOZISJT,X,O,X,X,O,O,O,X,X
LOZJTIS,X,X,X,X,X,O,X,X,X
LOZJTSI,X,X,X,X,X,O,X,X,X
LOZJITS,X,X,X,X,X,O,X,X,X
LOZJIST,X,O,X,X,X,O,O,X,X
LOZJSTI,X,O,X,X,X,O,X,X,X
LOZJSIT,X,O,X,X,X,O,O,X,X
LOZSTIJ,X,X,X,X,X,O,O,X,X
LOZSTJI,X,X,X,X,X,O,X,X,X
LOZSITJ,X,X,X,X,X,O,O,X,X
LOZSIJT,X,O,X,X,O,O,O,X,X
LOZSJTI,X,O,X,X,X,O,X,X,X
LOZSJIT,X,O,X,X,O,O,O,X,X
JTILSZO,O,X,X,O,X,X,X,O,O
JTILSOZ,X,X,X,O,X,X,X,O,O
JTILZSO,O,X,X,O,X,X,X,O,O
JTILZOS,X,X,X,O,X,X,X,O,X
JTILOSZ,X,X,X,O,X,X,X,O,X
JTILOZS,X,X,X,O,X,X,X,O,X
JTISLZO,O,O,O,O,X,X,X,X,O
JTISLOZ,X,O,O,O,X,X,X,X,O
JTISZLO,O,O,O,O,X,X,X,X,O
JTISZOL,O,O,O,O,X,X,X,X,O
JTISOLZ,X,O,O,O,X,X,X,X,O
JTISOZL,X,O,O,O,X,X,X,X,O
JTIZLSO,O,X,O,O,X,X,X,X,O
JTIZLOS,O,X,X,O,X,X,X,X,X
JTIZSLO,O,O,O,O,X,X,X,X,O
JTIZSOL,O,O,O,O,X,X,X,X,O
JTIZOLS,O,X,X,O,X,X,X,X,X
JTIZOSL,O,O,O,O,X,X,X,X,O
JTIOLSZ,X,X,X,O,X,X,X,O,X
JTIOLZS,X,X,X,O,X,X,X,O,X
JTIOSLZ,X,O,O,O,X,X,X,X,O
JTIOSZL,X,O,O,O,X,X,X,X,O
JTIOZLS,O,X,O,O,X,X,X,X,X
JTIOZSL,O,O,O,O,X,X,X,X,O
JTLISZO,O,X,X,O,X,X,X,O,O
JTLISOZ,X,X,X,O,X,X,X,O,O
JTLIZSO,O,X,X,O,X,X,X,O,O
JTLIZOS,X,X,X,O,X,X,X,O,X
JTLIOSZ,X,X,X,O,X,X,X,O,X
JTLIOZS,X,X,X,O,X,X,X,O,X
JTLSIZO,O,X,X,O,X,X,X,X,O
JTLSIOZ,X,X,X,O,X,X,X,X,O
JTLSZIO,O,X,X,O,X,X,X,X,O
JTLSZOI,O,X,X,O,X,X,X,X,O
JTLSOIZ,X,X,X,O,X,X,X,X,O
JTLSOZI,X,X,X,O,X,X,X,X,O
JTLZISO,O,X,X,O,X,X,X,X,O
JTLZIOS,X,X,X,O,X,X,X,X,X
JTLZSIO,O,X,X,O,X,X,X,X,O
JTLZSOI,O,X,X,O,X,X,X,X,O
JTLZOIS,X,X,X,O,X,X,X,X,X
JTLZOSI,X,X,X,O,X,X,X,X,X
JTLOISZ,X,X,X,O,X,X,X,O,X
JTLOIZS,X,X,X,O,X,X,X,O,X
JTLOSIZ,X,X,X,O,X,X,X,X,X
JTLOSZI,X,X,X,O,X,X,X,X,X
JTLOZIS,X,X,X,O,X,X,X,X,X
JTLOZSI,X,X,X,O,X,X,X,X,X
JTSILZO,O,O,O,O,X,X,X,X,O
JTSILOZ,X,O,O,O,X,X,X,X,O
JTSIZLO,O,O,O,O,X,X,X,X,O
JTSIZOL,O,O,O,O,X,X,X,X,O
JTSIOLZ,X,O,O,O,X,X,X,X,O
JTSIOZL,X,O,O,O,X,X,X,X,O
JTSLIZO,O,O,O,O,X,X,X,X,O
JTSLIOZ,X,O,O,O,X,X,X,X,O
JTSLZIO,O,O,O,O,X,X,X,X,O
JTSLZOI,O,O,O,O,X,X,X,X,O
JTSLOIZ,X,O,O,O,X,X,X,X,O
JTSLOZI,X,O,O,O,X,X,X,X,O
JTSZILO,O,O,O,O,X,X,X,X,O
JTSZIOL,O,O,O,O,X,X,X,X,O
JTSZLIO,O,O,O,O,X,X,X,X,O
JTSZLOI,O,O,O,O,X,X,X,X,O
JTSZOIL,O,O,O,O,X,X,X,X,O
JTSZOLI,O,O,O,O,X,X,X,X,O
JTSOILZ,X,O,O,O,X,X,X,X,O
JTSOIZL,X,O,O,O,X,X,X,X,O
JTSOLIZ,X,O,O,O,X,X,X,X,O
JTSOLZI,X,O,O,O,X,X,X,X,O
JTSOZIL,X,O,O,O,X,X,X,X,O
JTSOZLI,X,O,O,O,X,X,X,X,O
JTZILSO,O,X,O,O,X,X,X,X,O
JTZILOS,O,X,X,O,X,X,X,X,X
JTZISLO,O,O,O,O,X,X,X,X,O
JTZISOL,O,O,O,O,X,X,X,X,O
JTZIOLS,O,X,X,O,X,X,X,X,X
JTZIOSL,O,O,O,O,X,X,X,X,O
JTZLISO,O,X,O,O,X,X,X,X,O
JTZLIOS,O,X,X,O,X,X,X,X,X
JTZLSIO,O,X,O,O,X,X,X,X,O
JTZLSOI,O,X,O,O,X,X,X,X,O
JTZLOIS,O,X,X,O,X,X,X,X,X
JTZLOSI,O,X,X,O,X,X,X,X,X
JTZSILO,O,O,O,O,X,X,X,X,O
JTZSIOL,O,O,O,O,X,X,X,X,O
JTZSLIO,O,O,O,O,X,X,X,X,O
JTZSLOI,O,O,O,O,X,X,X,X,O
JTZSOIL,O,O,O,O,X,X,X,X,O
JTZSOLI,O,O,O,O,X,X,X,X,O
JTZOILS,O,X,X,O,X,X,X,X,X
JTZOISL,O,O,O,O,X,X,X,X,O
JTZOLIS,O,X,X,O,X,X,X,X,X
JTZOLSI,O,X,X,O,X,X,X,X,X
JTZOSIL,O,O,O,O,X,X,X,X,O
JTZOSLI,O,O,O,O,X,X,X,X,O
JTOILSZ,X,X,X,O,X,X,X,O,X
JTOILZS,X,X,X,O,X,X,X,O,X
JTOISLZ,X,O,O,O,X,X,X,X,O
JTOISZL,X,O,O,O,X,X,X,X,O
JTOIZLS,O,X,O,O,X,X,X,X,X
JTOIZSL,O,O,O,O,X,X,X,X,O
JTOLISZ,X,X,X,O,X,X,X,O,X
JTOLIZS,X,X,X,O,X,X,X,O,X
JTOLSIZ,X,X,X,O,X,X,X,X,X
JTOLSZI,X,X,X,O,X,X,X,X,X
JTOLZIS,X,X,X,O,X,X,X,X,X
JTOLZSI,X,X,X,O,X,X,X,X,X
JTOSILZ,X,O,O,O,X,X,X,X,O
JTOSIZL,X,O,O,O,X,X,X,X,O
JTOSLIZ,X,O,O,O,X,X,X,X,O
JTOSLZI,X,O,O,O,X,X,X,X,O
JTOSZIL,X,O,O,O,X,X,X,X,O
JTOSZLI,X,O,O,O,X,X,X,X,O
JTOZILS,O,X,O,O,X,X,X,X,X
JTOZISL,O,O,O,O,X,X,X,X,O
JTOZLIS,O,X,O,O,X,X,X,X,X
JTOZLSI,O,X,O,O,X,X,X,X,X
JTOZSIL,O,O,O,O,X,X,X,X,O
JTOZSLI,O,O,O,O,X,X,X,X,O
JITLSZO,O,X,X,O,X,X,X,O,O
JITLSOZ,X,X,X,O,X,X,X,O,O
JITLZSO,O,X,X,O,X,X,X,O,O
JITLZOS,X,X,X,O,X,X,X,O,X
JITLOSZ,X,X,X,O,X,X,X,O,X
JITLOZS,X,X,X,O,X,X,X,O,X
JITSLZO,O,O,O,O,X,X,X,X,O
JITSLOZ,X,O,O,O,X,X,X,X,O
JITSZLO,O,O,O,O,X,X,X,X,O
JITSZOL,O,O,O,O,X,X,X,X,O
JITSOLZ,X,O,O,O,X,X,X,X,O
JITSOZL,X,O,O,O,X,X,X,X,O
JITZLSO,O,X,O,O,X,X,X,X,O
JITZLOS,O,X,X,O,X,X,X,X,X
JITZSLO,O,O,O,O,X,X,X,X,O
JITZSOL,O,O,O,O,X,X,X,X,O
JITZOLS,O,X,X,O,X,X,X,X,X
JITZOSL,O,O,O,O,X,X,X,X,O
JITOLSZ,X,X,X,O,X,X,X,O,X
JITOLZS,X,X,X,O,X,X,X,O,X
JITOSLZ,X,O,O,O,X,X,X,X,O
JITOSZL,X,O,O,O,X,X,X,X,O
JITOZLS,O,X,O,O,X,X,X,X,X
JITOZSL,O,O,O,O,X,X,X,X,O
JILTSZO,O,X,X,O,X,X,X,O,O
JILTSOZ,X,X,X,O,X,X,X,O,O
JILTZSO,O,X,X,O,X,O,X,O,O
JILTZOS,X,X,X,O,X,O,X,O,X
JILTOSZ,X,X,X,O,X,X,X,O,X
JILTOZS,X,X,X,O,X,O,X,O,X
JILSTZO,O,O,X,O,X,X,X,X,X
JILSTOZ,X,O,X,O,X,X,X,X,X
JILSZTO,O,X,X,X,O,X,X,X,X
JILSZOT,O,X,X,X,O,X,X,X,X
JILSOTZ,X,O,X,X,X,X,X,X,X
JILSOZT,O,X,X,X,X,X,X,X,X
JILZTSO,O,X,X,O,X,O,X,X,O
JILZTOS,O,X,X,O,X,O,X,X,X
JILZSTO,O,O,X,X,O,O,X,X,X
JILZSOT,O,O,X,X,O,O,X,X,X
JILZOTS,O,X,X,X,X,O,X,X,X
JILZOST,O,O,X,X,X,O,X,X,X
JILOTSZ,X,X,X,O,X,X,X,O,X
JILOTZS,X,X,X,O,X,O,X,O,X
JILOSTZ,X,O,X,X,X,X,X,X,X
JILOSZT,O,X,X,X,X,X,X,X,X
JILOZTS,O,X,X,X,X,O,X,X,X
JILOZST,O,O,X,X,X,O,X,X,X
JISTLZO,O,O,O,O,X,X,X,X,O
JISTLOZ,X,O,O,O,X,X,X,X,O
JISTZLO,O,O,O,O,X,X,X,X,O
JISTZOL,O,O,O,O,X,X,X,X,O
JISTOLZ,X,O,O,O,X,X,X,X,O
JISTOZL,X,O,O,O,X,X,X,X,O
JISLTZO,O,O,O,O,X,X,X,X,X
JISLTOZ,X,O,O,O,X,X,X,X,X
JISLZTO,O,X,X,X,O,X,X,X,X
JISLZOT,O,X,X,X,O,X,X,X,X
JISLOTZ,X,O,X,X,X,X,X,X,X
JISLOZT,O,X,X,X,X,X,X,X,X
JISZTLO,O,O,X,X,O,X,X,X,O
JISZTOL,O,O,X,X,O,X,X,X,O
JISZLTO,O,O,X,X,O,X,X,X,X
JISZLOT,O,O,X,X,O,X,X,X,X
JISZOTL,O,O,X,X,O,X,X,X,X
JISZOLT,O,O,X,X,O,X,X,X,X
JISOTLZ,X,O,O,O,X,X,X,X,X
JISOTZL,X,O,O,O,X,X,X,X,X
JISOLTZ,X,O,X,X,X,X,X,X,X
JISOLZT,O,X,X,X,X,X,X,X,X
JISOZTL,O,O,X,X,X,X,X,X,X
JISOZLT,O,O,X,X,X,X,X,X,X
JIZTLSO,O,X,X,O,X,X,X,X,O
JIZTLOS,O,X,X,O,X,X,X,X,X
JIZTSLO,O,O,X,O,O,X,X,X,O
JIZTSOL,O,O,X,O,O,X,X,X,O
JIZTOLS,O,X,X,O,X,X,X,X,X
JIZTOSL,O,O,X,O,O,X,X,X,O
JIZLTSO,O,X,X,O,X,O,X,X,O
JIZLTOS,O,X,X,O,X,O,X,X,X
JIZLSTO,O,O,X,X,O,O,X,X,X
JIZLSOT,O,O,X,X,O,O,X,X,X
JIZLOTS,O,X,X,X,X,O,X,X,X
JIZLOST,O,O,X,X,O,O,X,X,X
JIZSTLO,O,O,X,X,O,X,X,X,O
JIZSTOL,O,O,X,X,O,X,X,X,O
JIZSLTO,O,O,X,X,O,O,X,X,X
JIZSLOT,O,O,X,X,O,O,X,X,X
JIZSOTL,O,O,X,X,O,X,X,X,X
JIZSOLT,O,O,X,X,O,O,X,X,X
JIZOTLS,O,X,X,O,X,X,X,X,X
JIZOTSL,O,O,X,O,O,X,X,X,O
JIZOLTS,O,X,X,X,X,O,X,X,X
JIZOLST,O,O,X,X,O,O,O,X,X
JIZOSTL,O,O,X,X,O,X,X,X,X
JIZOSLT,O,O,X,X,O,O,O,X,X
JIOTLSZ,X,X,X,O,X,X,X,O,X
JIOTLZS,X,X,X,O,X,X,X,O,X
JIOTSLZ,X,O,O,O,X,X,X,X,O
JIOTSZL,X,O,O,O,X,X,X,X,O
JIOTZLS,O,X,O,O,X,X,X,X,X
JIOTZSL,O,O,O,O,X,X,X,X,O
JIOLTSZ,X,X,X,O,X,X,X,O,X
JIOLTZS,X,X,X,O,X,O,X,O,X
JIOLSTZ,X,O,X,X,X,X,X,X,X
JIOLSZT,O,X,X,X,X,X,O,X,X
JIOLZTS,O,X,X,X,X,O,X,X,X
JIOLZST,O,O,X,X,X,O,O,X,X
JIOSTLZ,X,O,O,O,X,X,X,X,X
JIOSTZL,X,O,O,O,X,X,X,X,X
JIOSLTZ,X,O,X,X,X,X,X,X,X
JIOSLZT,O,X,X,X,X,X,O,X,X
JIOSZTL,O,O,X,X,X,X,X,X,X
JIOSZLT,O,O,X,X,X,X,O,X,X
JIOZTLS,O,X,X,O,X,X,X,X,X
JIOZTSL,O,O,X,O,X,X,X,X,O
JIOZLTS,O,X,X,X,X,O,X,X,X
JIOZLST,O,O,X,X,X,O,O,X,X
JIOZSTL,O,O,X,X,X,X,X,X,X
JIOZSLT,O,O,X,X,X,O,O,X,X
JLTISZO,O,X,X,O,X,X,X,O,O
JLTISOZ,X,X,X,O,X,X,X,O,O
JLTIZSO,O,X,X,O,X,O,X,O,O
JLTIZOS,X,X,X,O,X,O,X,O,X
JLTIOSZ,X,X,X,O,X,X,X,O,X
JLTIOZS,X,X,X,O,X,O,X,O,X
JLTSIZO,O,X,X,O,X,X,X,X,O
JLTSIOZ,X,X,X,O,X,X,X,X,O
JLTSZIO,O,X,X,O,X,X,X,X,O
JLTSZOI,O,X,X,O,X,X,X,X,O
JLTSOIZ,X,X,X,O,X,X,X,X,O
JLTSOZI,X,X,X,O,X,X,X,X,O
JLTZISO,O,X,X,O,X,O,X,X,O
JLTZIOS,X,X,X,O,X,O,X,X,X
JLTZSIO,O,X,X,O,X,O,X,X,O
JLTZSOI,O,X,X,O,X,O,X,X,O
JLTZOIS,X,X,X,O,X,O,X,X,X
JLTZOSI,X,X,X,O,X,O,X,X,X
JLTOISZ,X,X,X,O,X,X,X,O,X
JLTOIZS,X,X,X,O,X,O,X,O,X
JLTOSIZ,X,X,X,O,X,X,X,X,X
JLTOSZI,X,X,X,O,X,X,X,X,X
JLTOZIS,X,X,X,O,X,O,X,X,X
JLTOZSI,X,X,X,O,X,O,X,X,X
JLITSZO,O,X,X,O,X,X,X,O,O
JLITSOZ,X,X,X,O,X,X,X,O,O
JLITZSO,O,X,X,O,X,O,X,O,O
JLITZOS,X,X,X,O,X,O,X,O,X
JLITOSZ,X,X,X,O,X,X,X,O,X
JLITOZS,X,X,X,O,X,O,X,O,X
JLISTZO,O,O,X,O,X,X,X,X,X
JLISTOZ,X,O,X,O,X,X,X,X,X
JLISZTO,O,X,X,X,O,X,X,X,X
JLISZOT,O,X,X,X,O,X,X,X,X
JLISOTZ,X,O,X,X,X,X,X,X,X
JLISOZT,O,X,X,X,X,X,X,X,X
JLIZTSO,O,X,X,O,X,O,X,X,O
JLIZTOS,O,X,X,O,X,O,X,X,X
JLIZSTO,O,O,X,X,O,O,X,X,X
JLIZSOT,O,O,X,X,O,O,X,X,X
JLIZOTS,O,X,X,X,X,O,X,X,X
JLIZOST,O,O,X,X,X,O,X,X,X
JLIOTSZ,X,X,X,O,X,X,X,O,X
JLIOTZS,X,X,X,O,X,O,X,O,X
JLIOSTZ,X,O,X,X,X,X,X,X,X
JLIOSZT,O,X,X,X,X,X,X,X,X
JLIOZTS,O,X,X,X,X,O,X,X,X
JLIOZST,O,O,X,X,X,O,X,X,X
JLSTIZO,O,O,X,O,X,X,X,X,X
JLSTIOZ,X,O,X,O,X,X,X,X,X
JLSTZIO,O,O,X,O,X,X,X,X,X
JLSTZOI,O,O,X,O,X,X,X,X,X
JLSTOIZ,X,O,X,O,X,X,X,X,X
JLSTOZI,X,O,X,O,X,X,X,X,X
JLSITZO,O,O,X,O,X,X,X,X,X
JLSITOZ,X,O,X,O,X,X,X,X,X
JLSIZTO,O,X,X,X,O,X,X,X,X
JLSIZOT,O,X,X,X,O,X,X,X,X
JLSIOTZ,X,O,X,X,X,X,X,X,X
JLSIOZT,O,X,X,X,X,X,X,X,X
JLSZTIO,O,X,X,X,O,X,X,X,X
JLSZTOI,O,X,X,X,X,X,X,X,X
JLSZITO,O,X,X,X,O,X,X,X,X
JLSZIOT,O,X,X,X,O,X,X,X,X
JLSZOTI,O,X,X,X,X,X,X,X,X
JLSZOIT,O,X,X,X,O,X,X,X,X
JLSOTIZ,X,O,X,X,X,X,X,X,X
JLSOTZI,X,O,X,X,X,X,X,X,X
JLSOITZ,X,O,X,X,X,X,X,X,X
JLSOIZT,O,X,X,X,X,X,X,X,X
JLSOZTI,O,X,X,X,X,X,X,X,X
JLSOZIT,O,X,X,X,X,X,X,X,X
JLZTISO,O,X,X,O,X,O,X,X,O
JLZTIOS,O,X,X,O,X,O,X,X,X
JLZTSIO,O,X,X,O,X,O,X,X,O
JLZTSOI,O,X,X,O,X,O,X,X,O
JLZTOIS,O,X,X,O,X,O,X,X,X
JLZTOSI,O,X,X,O,X,O,X,X,X
JLZITSO,O,X,X,O,X,O,X,X,O
JLZITOS,O,X,X,O,X,O,X,X,X
JLZISTO,O,O,X,X,O,O,X,X,X
JLZISOT,O,O,X,X,O,O,X,X,X
JLZIOTS,O,X,X,X,X,O,X,X,X
JLZIOST,O,O,X,X,X,O,X,X,X
JLZSTIO,O,O,X,X,O,O,X,X,X
JLZSTOI,O,O,X,X,X,O,X,X,X
JLZSITO,O,O,X,X,O,O,X,X,X
JLZSIOT,O,O,X,X,O,O,X,X,X
JLZSOTI,O,O,X,X,X,O,X,X,X
JLZSOIT,O,O,X,X,O,O,X,X,X
JLZOTIS,O,X,X,X,X,O,X,X,X
JLZOTSI,O,X,X,X,X,O,X,X,X
JLZOITS,O,X,X,X,X,O,X,X,X
JLZOIST,O,O,X,X,X,O,X,X,X
JLZOSTI,O,O,X,X,X,O,X,X,X
JLZOSIT,O,O,X,X,X,O,X,X,X
JLOTISZ,X,X,X,O,X,X,X,O,X
JLOTIZS,X,X,X,O,X,O,X,O,X
JLOTSIZ,X,X,X,O,X,X,X,X,X
JLOTSZI,X,X,X,O,X,X,X,X,X
JLOTZIS,X,X,X,O,X,O,X,X,X
JLOTZSI,X,X,X,O,X,O,X,X,X
JLOITSZ,X,X,X,O,X,X,X,O,X
JLOITZS,X,X,X,O,X,O,X,O,X
JLOISTZ,X,O,X,X,X,X,X,X,X
JLOISZT,O,X,X,X,X,X,X,X,X
JLOIZTS,O,X,X,X,X,O,X,X,X
JLOIZST,O,O,X,X,X,O,X,X,X
JLOSTIZ,X,O,X,X,X,X,X,X,X
JLOSTZI,X,O,X,X,X,X,X,X,X
JLOSITZ,X,O,X,X,X,X,X,X,X
JLOSIZT,O,X,X,X,X,X,X,X,X
JLOSZTI,O,X,X,X,X,X,X,X,X
JLOSZIT,O,X,X,X,X,X,X,X,X
JLOZTIS,O,X,X,X,X,O,X,X,X
JLOZTSI,O,X,X,X,X,O,X,X,X
JLOZITS,O,X,X,X,X,O,X,X,X
JLOZIST,O,O,X,X,X,O,X,X,X
JLOZSTI,O,O,X,X,X,O,X,X,X
JLOZSIT,O,O,X,X,X,O,X,X,X
JSTILZO,O,O,O,O,X,X,X,X,O
JSTILOZ,X,O,O,O,X,X,X,X,O
JSTIZLO,O,O,O,O,X,X,X,X,O
JSTIZOL,O,O,O,O,X,X,X,X,O
JSTIOLZ,X,O,O,O,X,X,X,X,O
JSTIOZL,X,O,O,O,X,X,X,X,O
JSTLIZO,O,O,O,O,X,X,X,X,O
JSTLIOZ,X,O,O,O,X,X,X,X,O
JSTLZIO,O,O,O,O,X,X,X,X,O
JSTLZOI,O,O,O,O,X,X,X,X,O
JSTLOIZ,X,O,O,O,X,X,X,X,O
JSTLOZI,X,O,O,O,X,X,X,X,O
JSTZILO,O,O,O,O,X,X,X,X,O
JSTZIOL,O,O,O,O,X,X,X,X,O
JSTZLIO,O,O,O,O,X,X,X,X,O
JSTZLOI,O,O,O,O,X,X,X,X,O
JSTZOIL,O,O,O,O,X,X,X,X,O
JSTZOLI,O,O,O,O,X,X,X,X,O
JSTOILZ,X,O,O,O,X,X,X,X,O
JSTOIZL,X,O,O,O,X,X,X,X,O
JSTOLIZ,X,O,O,O,X,X,X,X,O
JSTOLZI,X,O,O,O,X,X,X,X,O
JSTOZIL,X,O,O,O,X,X,X,X,O
JSTOZLI,X,O,O,O,X,X,X,X,O
JSITLZO,O,O,O,O,X,X,X,X,O
JSITLOZ,X,O,O,O,X,X,X,X,O
JSITZLO,O,O,O,O,X,X,X,X,O
JSITZOL,O,O,O,O,X,X,X,X,O
JSITOLZ,X,O,O,O,X,X,X,X,O
JSITOZL,X,O,O,O,X,X,X,X,O
JSILTZO,O,O,O,O,X,X,X,X,X
JSILTOZ,X,O,O,O,X,X,X,X,X
JSILZTO,O,X,X,X,O,X,X,X,X
JSILZOT,O,X,X,X,O,X,X,X,X
JSILOTZ,X,O,X,X,X,X,X,X,X
JSILOZT,O,X,X,X,X,X,X,X,X
JSIZTLO,O,O,X,X,O,X,X,X,O
JSIZTOL,O,O,X,X,O,X,X,X,O
JSIZLTO,O,O,X,X,O,X,X,X,X
JSIZLOT,O,O,X,X,O,X,X,X,X
JSIZOTL,O,O,X,X,O,X,X,X,X
JSIZOLT,O,O,X,X,O,X,X,X,X
JSIOTLZ,X,O,O,O,X,X,X,X,X
JSIOTZL,X,O,O,O,X,X,X,X,X
JSIOLTZ,X,O,X,X,X,X,X,X,X
JSIOLZT,O,X,X,X,X,X,X,X,X
JSIOZTL,O,O,X,X,X,X,X,X,X
JSIOZLT,O,O,X,X,X,X,X,X,X
JSLTIZO,O,O,O,O,X,X,X,X,X
JSLTIOZ,X,O,O,O,X,X,X,X,X
JSLTZIO,O,O,O,O,X,X,X,X,X
JSLTZOI,O,O,O,O,X,X,X,X,X
JSLTOIZ,X,O,O,O,X,X,X,X,X
JSLTOZI,X,O,O,O,X,X,X,X,X
