sequence,v115@2gB8HeC8DeA8BeB8EeF8DeF8BeB8JeT6IvhFegBUdB?ajB5jBFnB3sB,v115@2gB8HeC8DeA8BeB8EeF8DeF8BeB8Jei6IvhF3dB5jB?zfBeoBFnBUsB,v115@2gB8HeC8DeA8BeB8EeF8DeF8BeB8Jei6IvhFUdB5jB?zfBeoBFnB3sB,v115@2gB8HeC8DeA8BeB8EeF8DeF8BeB8Je//IvhFagBUdB?FeB+oBRnBTsB,v115@2gB8HeC8DeA8BeB8EeF8DeF8BeB8Je//IvhFagBFdB?TeBWoBxsBUsB,v115@2gB8HeC8DeA8BeB8EeF8DeF8BeB8Jem6IvhFTeB0fB?XiBxsBCtBFsB,v115@2gB8HeC8DeA8BeB8EeF8DeF8BeB8Jei6IvhFFdBzfB?GjBXjBxsBUsB,v115@2gB8HeC8DeA8BeB8EeF8DeF8BeB8JeT6IvhFegBajB?5jBXiB1sBUsB,v115@2gB8HeC8DeA8BeB8EeF8DeF8BeB8Jei6IvhFzfBxiB?FnBXoBGoBUsB,v115@2gB8HeC8DeA8BeB8EeF8DeF8BeB8Jei6IvhFGeBzfB?XiBVoBxsBUsB,v115@2gB8HeC8DeA8BeB8EeF8DeF8BeB8Je39IvhF5jBlfB?isB8sBmpBzrB
JTLSZOI,X,X,X,O,X,X,X,O,X,X,X
JTLSOIZ,X,O,X,O,X,X,X,O,X,X,X
JTLSOZI,X,O,X,O,X,X,X,O,X,X,X
JTLZISO,O,X,X,X,X,X,X,O,X,X,X
JTLZIOS,O,X,O,X,X,X,X,O,X,X,X
JTLZSIO,O,X,X,O,X,X,X,O,X,X,X
JTLZSOI,O,X,X,O,X,X,X,O,X,X,X
JTLZOIS,O,X,O,X,X,X,X,O,X,X,X
JTLZOSI,O,X,O,X,X,X,X,O,X,X,X
JTLOISZ,X,O,O,X,X,X,X,O,X,X,X
JTLOIZS,O,O,O,X,X,X,X,O,X,X,X
JTLOSIZ,X,O,O,X,X,X,X,O,X,X,X
JTLOSZI,X,O,O,X,X,X,X,O,X,X,X
JTLOZIS,O,O,O,X,X,X,X,O,X,X,X
JTLOZSI,O,O,O,X,X,X,X,O,X,X,X
JTSILZO,O,X,X,O,O,X,X,O,X,X,X
JTSILOZ,O,O,X,O,O,X,X,O,X,X,X
JTSIZLO,O,X,X,O,O,X,X,O,X,X,X
JTSIZOL,O,O,O,O,O,X,X,O,X,X,X
JTSIOLZ,O,O,O,O,O,X,X,O,O,X,X
JTSIOZL,O,O,O,O,O,X,X,O,X,X,X
JTSLIZO,O,X,X,O,O,X,X,O,X,X,X
JTSLIOZ,O,O,X,O,O,X,X,O,X,X,X
JTSLZIO,O,X,X,O,X,X,X,O,X,X,X
JTSLZOI,O,X,X,O,X,X,X,O,X,X,X
JTSLOIZ,O,O,X,O,X,X,X,O,X,X,X
JTSLOZI,O,O,X,O,X,X,X,O,X,X,X
JTSZILO,O,X,X,O,X,X,X,O,X,X,X
JTSZIOL,O,O,O,O,X,X,X,O,X,X,X
JTSZLIO,O,X,X,O,X,X,X,O,X,X,X
JTSZLOI,O,X,X,O,X,X,X,O,X,X,X
JTSZOIL,O,O,O,X,X,X,X,O,X,X,X
JTSZOLI,O,O,O,O,X,X,X,O,X,X,X
JTSOILZ,O,O,O,O,X,X,X,O,O,X,X
JTSOIZL,O,O,O,O,X,X,X,O,X,X,X
JTSOLIZ,O,O,O,O,X,X,X,O,O,X,X
JTSOLZI,O,O,O,O,X,X,X,O,X,X,X
JTSOZIL,O,O,O,O,X,X,X,O,X,X,X
JTSOZLI,O,O,O,O,X,X,X,O,X,X,X
JTZILSO,O,X,X,O,X,X,X,O,X,X,X
JTZILOS,O,X,O,X,X,X,X,O,X,X,X
JTZISLO,O,X,X,O,X,X,X,O,X,X,X
JTZISOL,O,O,O,O,X,X,X,O,X,X,X
JTZIOLS,O,O,O,X,X,X,X,O,X,X,X
JTZIOSL,O,O,O,O,X,X,X,O,X,X,X
JTZLISO,O,X,X,X,X,X,X,O,X,X,X
JTZLIOS,O,X,O,X,X,X,X,O,X,X,X
JTZLSIO,O,X,X,O,X,X,X,O,X,X,X
JTZLSOI,O,X,X,O,X,X,X,O,X,X,X
JTZLOIS,O,X,O,X,X,X,X,O,X,X,X
JTZLOSI,O,X,O,X,X,X,X,O,X,X,X
JTZSILO,O,X,X,O,X,X,X,O,X,X,X
JTZSIOL,O,O,O,O,X,X,X,O,X,X,X
JTZSLIO,O,X,X,O,X,X,X,O,X,X,X
JTZSLOI,O,X,X,O,X,X,X,O,X,X,X
JTZSOIL,O,O,O,X,X,X,X,O,X,X,X
JTZSOLI,O,O,O,O,X,X,X,O,X,X,X
JTZOILS,O,O,O,X,X,X,X,O,X,X,X
JTZOISL,O,O,O,X,X,X,X,O,X,X,X
JTZOLIS,O,O,O,X,X,X,X,O,X,X,X
JTZOLSI,O,O,O,X,X,X,X,O,X,X,X
JTZOSIL,O,O,O,X,X,X,X,O,X,X,X
JTZOSLI,O,O,O,O,X,X,X,O,X,X,X
JTOILSZ,X,O,O,O,X,X,O,O,O,X,X
JTOILZS,O,O,O,O,X,X,O,O,X,X,X
JTOISLZ,O,O,O,O,X,X,O,O,X,X,X
JTOISZL,O,O,O,O,X,X,X,O,X,X,X
JTOIZLS,O,O,O,O,X,X,O,O,X,X,X
JTOIZSL,O,O,O,O,X,X,O,O,X,X,X
JTOLISZ,X,O,O,X,X,X,O,O,O,X,X
JTOLIZS,O,O,O,X,X,X,O,O,X,X,X
JTOLSIZ,X,O,O,O,X,X,X,O,O,X,X
JTOLSZI,X,O,O,O,X,X,X,O,X,X,X
JTOLZIS,O,O,O,X,X,X,X,O,X,X,X
JTOLZSI,O,O,O,O,X,X,X,O,X,X,X
JTOSILZ,O,O,O,O,X,X,X,O,O,X,X
JTOSIZL,O,O,O,O,X,X,X,O,X,X,X
JTOSLIZ,O,O,O,O,X,X,X,O,O,X,X
JTOSLZI,O,O,O,O,X,X,X,O,X,X,X
JTOSZIL,O,O,O,O,X,X,X,O,X,X,X
JTOSZLI,O,O,O,O,X,X,X,O,X,X,X
JTOZILS,O,O,O,O,X,X,X,O,X,X,X
JTOZISL,O,O,O,O,X,X,X,O,X,X,X
JTOZLIS,O,O,O,X,X,X,X,O,X,X,X
JTOZLSI,O,O,O,O,X,X,X,O,X,X,X
JTOZSIL,O,O,O,O,X,X,X,O,X,X,X
JTOZSLI,O,O,O,O,X,X,X,O,X,X,X
JITLSZO,X,X,X,O,O,X,X,O,X,X,X
JITLSOZ,X,O,X,O,O,X,X,O,X,O,X
JITLZSO,O,X,X,O,X,X,X,O,X,X,O
JITLZOS,O,X,O,X,X,X,X,O,X,X,X
JITLOSZ,X,O,O,X,O,X,O,O,X,O,X
JITLOZS,O,O,O,X,X,X,O,O,X,O,X
JITSLZO,O,X,X,O,O,X,X,O,X,X,X
JITSLOZ,O,O,X,O,O,X,X,O,X,O,X
JITSZLO,O,X,X,O,O,X,X,O,X,X,X
JITSZOL,O,O,O,O,O,X,X,O,X,O,X
JITSOLZ,O,O,O,O,O,X,O,O,X,O,X
JITSOZL,O,O,O,O,O,X,X,O,X,O,X
JITZLSO,O,X,X,O,O,X,X,O,X,X,X
JITZLOS,O,X,O,X,O,X,O,O,X,X,X
JITZSLO,O,X,X,O,O,X,X,O,X,X,X
JITZSOL,O,O,O,O,O,X,O,O,X,O,X
JITZOLS,O,O,O,X,O,X,O,O,X,O,X
JITZOSL,O,O,O,O,O,X,O,O,X,O,X
JITOLSZ,X,O,O,X,O,X,O,O,X,O,X
JITOLZS,O,O,O,X,X,X,O,O,X,O,X
JITOSLZ,O,O,O,O,O,X,O,O,X,O,X
JITOSZL,O,O,O,O,O,X,X,O,X,O,X
JITOZLS,O,O,O,X,X,X,O,O,X,O,X
JITOZSL,O,O,O,O,O,X,O,O,X,O,X
JILTSZO,X,X,X,O,O,X,X,O,X,X,X
JILTSOZ,X,O,X,O,O,X,X,O,X,X,X
JILTZSO,O,X,X,O,X,X,X,O,X,X,O
JILTZOS,O,X,O,X,X,X,X,O,X,X,X
JILTOSZ,X,O,O,X,O,X,O,O,X,X,X
JILTOZS,O,O,O,X,X,X,O,O,X,X,X
JILSTZO,O,X,X,O,O,X,X,X,X,X,X
JILSTOZ,O,X,X,O,O,X,X,X,X,X,X
JILSZTO,O,X,X,O,O,O,X,X,X,X,X
JILSZOT,O,X,X,O,O,O,X,X,X,X,X
JILSOTZ,O,O,X,O,O,X,X,X,X,X,X
JILSOZT,O,O,X,O,O,O,X,X,X,X,X
JILZTSO,X,X,X,O,X,O,X,X,X,X,O
JILZTOS,O,X,X,X,X,O,X,X,X,X,X
JILZSTO,X,X,X,O,X,O,X,X,X,X,O
JILZSOT,O,X,X,O,X,O,X,X,X,X,X
JILZOTS,O,X,X,X,X,O,X,X,X,X,X
JILZOST,O,X,X,X,X,O,X,X,X,X,X
JILOTSZ,X,O,O,X,O,X,O,O,X,X,X
JILOTZS,O,O,O,X,X,X,O,O,X,X,X
JILOSTZ,O,O,O,X,O,X,O,X,X,X,X
JILOSZT,O,O,X,X,O,O,X,X,X,X,X
JILOZTS,O,O,O,X,X,O,O,X,X,X,X
JILOZST,O,O,X,X,X,O,X,X,X,X,X
JISTLZO,O,X,X,O,O,X,X,O,X,X,X
JISTLOZ,O,O,X,O,O,X,X,O,X,O,X
JISTZLO,O,X,X,O,O,X,X,O,X,X,X
JISTZOL,O,O,O,O,O,X,X,O,X,O,X
JISTOLZ,O,O,O,O,O,X,O,O,X,O,X
JISTOZL,O,O,O,O,O,X,X,O,X,O,X
JISLTZO,O,X,X,O,O,X,X,X,X,X,X
JISLTOZ,O,X,X,O,O,X,X,X,X,X,X
JISLZTO,O,X,X,O,O,O,X,X,X,X,X
JISLZOT,O,X,X,O,O,O,X,X,X,X,X
JISLOTZ,O,O,X,O,O,X,X,X,X,X,X
JISLOZT,O,O,X,O,O,O,X,X,X,X,X
JISZTLO,O,X,X,O,O,O,X,X,X,X,X
JISZTOL,O,X,X,O,O,X,X,X,X,X,X
JISZLTO,O,X,X,O,O,O,X,X,X,X,X
JISZLOT,O,X,X,O,O,O,X,X,X,X,X
JISZOTL,O,X,X,O,O,X,X,X,X,X,X
JISZOLT,O,O,X,O,O,O,X,X,X,X,X
JISOTLZ,O,O,O,O,O,X,O,O,X,O,X
JISOTZL,O,O,O,O,O,X,X,O,X,O,X
JISOLTZ,O,O,O,O,O,X,O,X,X,O,X
JISOLZT,O,O,X,O,O,X,X,X,X,X,X
JISOZTL,O,X,X,O,O,X,X,X,X,X,X
JISOZLT,O,O,X,O,O,X,X,X,X,X,X
JIZTLSO,O,X,X,O,O,O,X,O,X,X,X
JIZTLOS,O,X,O,X,O,O,O,O,X,X,X
JIZTSLO,O,X,X,O,O,O,X,O,X,X,X
JIZTSOL,O,O,O,O,O,X,O,O,X,X,X
JIZTOLS,O,O,O,X,O,X,O,O,X,X,X
JIZTOSL,O,O,O,O,O,X,O,O,X,X,X
JIZLTSO,X,X,X,O,O,O,X,X,X,X,X
JIZLTOS,O,X,X,X,O,O,O,X,X,X,X
JIZLSTO,X,X,X,O,O,O,X,X,X,X,X
JIZLSOT,O,X,X,O,O,O,X,X,X,X,X
JIZLOTS,O,X,X,X,O,O,O,X,X,X,X
JIZLOST,O,X,X,X,O,O,O,X,X,X,X
JIZSTLO,O,X,X,O,O,O,X,X,X,X,X
JIZSTOL,O,X,X,O,O,X,O,X,X,X,X
JIZSLTO,O,X,X,O,O,O,X,X,X,X,X
JIZSLOT,O,X,X,O,O,O,X,X,X,X,X
JIZSOTL,O,X,X,O,O,X,O,X,X,X,X
JIZSOLT,O,O,X,O,O,O,O,X,X,X,X
JIZOTLS,O,O,O,X,O,X,O,O,X,X,X
JIZOTSL,O,O,O,O,O,X,O,O,X,X,X
JIZOLTS,O,O,O,X,O,O,O,X,X,X,X
JIZOLST,O,O,X,X,O,O,O,X,X,X,X
JIZOSTL,O,X,X,O,O,X,O,X,X,X,X
JIZOSLT,O,O,X,O,O,O,O,X,X,X,X
JIOTLSZ,X,O,O,O,O,X,O,O,X,O,X
JIOTLZS,O,O,O,O,X,X,O,O,X,O,X
JIOTSLZ,O,O,O,O,O,X,O,O,X,O,X
JIOTSZL,O,O,O,O,O,X,X,O,X,O,X
JIOTZLS,O,O,O,O,X,X,O,O,X,O,X
JIOTZSL,O,O,O,O,O,X,O,O,X,O,X
JIOLTSZ,X,O,O,O,O,X,O,O,X,O,X
JIOLTZS,O,O,O,O,X,X,O,O,X,O,X
JIOLSTZ,O,O,O,O,O,X,O,X,X,O,X
JIOLSZT,O,O,X,O,O,X,X,X,X,X,X
JIOLZTS,O,O,O,O,X,X,O,X,X,X,X
JIOLZST,O,O,X,O,X,X,O,X,X,X,X
JIOSTLZ,O,O,O,O,O,X,O,O,X,O,X
JIOSTZL,O,O,O,O,O,X,X,O,X,O,X
JIOSLTZ,O,O,O,O,O,X,O,X,X,O,X
JIOSLZT,O,O,X,O,O,X,X,X,X,X,X
JIOSZTL,O,X,X,O,O,X,X,X,X,X,X
JIOSZLT,O,O,X,O,O,X,X,X,X,X,X
JIOZTLS,O,O,O,O,X,X,O,O,X,X,X
JIOZTSL,O,O,O,O,O,X,O,O,X,X,X
JIOZLTS,O,O,O,O,X,X,O,X,X,X,X
JIOZLST,O,O,X,O,X,X,O,X,X,X,X
JIOZSTL,O,X,X,O,O,X,O,X,X,X,X
JIOZSLT,O,O,X,O,O,X,O,X,X,X,X
JLTISZO,X,X,X,O,X,X,X,O,X,X,X
JLTISOZ,X,O,X,O,X,X,X,O,X,X,X
JLTIZSO,O,X,X,O,X,X,X,O,X,X,O
JLTIZOS,O,X,O,X,X,X,X,O,X,X,X
JLTIOSZ,X,O,O,X,X,X,X,O,X,X,X
JLTIOZS,O,O,O,X,X,X,X,O,X,X,X
JLTSIZO,X,X,X,O,X,X,X,O,X,X,X
JLTSIOZ,X,O,X,O,X,X,X,O,X,X,X
JLTSZIO,X,X,X,O,X,X,X,O,X,X,X
JLTSZOI,X,X,X,O,X,X,X,O,X,X,X
JLTSOIZ,X,O,X,O,X,X,X,O,X,X,X
JLTSOZI,X,O,X,O,X,X,X,O,X,X,X
JLTZISO,O,X,X,X,X,X,X,O,X,X,X
JLTZIOS,O,X,O,X,X,X,X,O,X,X,X
JLTZSIO,O,X,X,O,X,X,X,O,X,X,X
JLTZSOI,O,X,X,O,X,X,X,O,X,X,X
JLTZOIS,O,X,O,X,X,X,X,O,X,X,X
JLTZOSI,O,X,O,X,X,X,X,O,X,X,X
JLTOISZ,X,O,O,X,X,X,X,O,X,X,X
JLTOIZS,O,O,O,X,X,X,X,O,X,X,X
JLTOSIZ,X,O,O,X,X,X,X,O,X,X,X
JLTOSZI,X,O,O,X,X,X,X,O,X,X,X
JLTOZIS,O,O,O,X,X,X,X,O,X,X,X
JLTOZSI,O,O,O,X,X,X,X,O,X,X,X
JLITSZO,X,X,X,O,X,X,X,O,X,X,X
JLITSOZ,X,O,X,O,X,X,X,O,X,X,X
JLITZSO,O,X,X,O,X,X,X,O,X,X,O
JLITZOS,O,X,O,X,X,X,X,O,X,X,X
JLITOSZ,X,O,O,X,X,X,X,O,X,X,X
JLITOZS,O,O,O,X,X,X,X,O,X,X,X
JLISTZO,O,X,X,O,X,X,X,X,X,X,X
JLISTOZ,O,X,X,O,X,X,X,X,X,X,X
JLISZTO,O,X,X,O,X,X,X,X,X,X,X
JLISZOT,O,X,X,O,X,X,X,X,X,X,X
JLISOTZ,O,O,X,O,X,X,X,X,X,X,X
JLISOZT,O,O,X,O,X,X,X,X,X,X,X
JLIZTSO,X,X,X,O,X,X,X,X,X,X,O
JLIZTOS,O,X,X,X,X,X,X,X,X,X,X
JLIZSTO,X,X,X,O,X,X,X,X,X,X,O
JLIZSOT,O,X,X,O,X,X,X,X,X,X,X
JLIZOTS,O,X,X,X,X,X,X,X,X,X,X
JLIZOST,O,X,X,X,X,X,X,X,X,X,X
JLIOTSZ,X,O,O,X,X,X,X,O,X,X,X
JLIOTZS,O,O,O,X,X,X,X,O,X,X,X
JLIOSTZ,O,O,O,X,X,X,X,X,X,X,X
JLIOSZT,O,O,X,X,X,X,X,X,X,X,X
JLIOZTS,O,O,O,X,X,X,X,X,X,X,X
JLIOZST,O,O,X,X,X,X,X,X,X,X,X
JLSTIZO,O,X,X,O,X,X,X,O,X,X,X
JLSTIOZ,O,X,X,O,X,X,X,O,X,X,X
JLSTZIO,O,X,X,O,X,X,X,O,X,X,X
JLSTZOI,O,X,X,O,X,X,X,O,X,X,X
JLSTOIZ,O,X,X,O,X,X,X,O,X,X,X
JLSTOZI,O,X,X,O,X,X,X,O,X,X,X
JLSITZO,O,X,X,O,X,X,X,X,X,X,X
JLSITOZ,O,X,X,O,X,X,X,X,X,X,X
JLSIZTO,O,X,X,O,X,X,X,X,X,X,X
JLSIZOT,O,X,X,O,X,X,X,X,X,X,X
JLSIOTZ,O,O,X,O,X,X,X,X,X,X,X
JLSIOZT,O,O,X,O,X,X,X,X,X,X,X
JLSZTIO,O,X,X,O,X,X,X,X,X,X,X
JLSZTOI,O,X,X,O,X,X,X,X,X,X,X
JLSZITO,O,X,X,O,X,X,X,X,X,X,X
JLSZIOT,O,X,X,O,X,X,X,X,X,X,X
JLSZOTI,O,X,X,O,X,X,X,X,X,X,X
JLSZOIT,O,X,X,O,X,X,X,X,X,X,X
JLSOTIZ,O,O,X,O,X,X,X,O,X,X,X
JLSOTZI,O,X,X,O,X,X,X,O,X,X,X
JLSOITZ,O,O,X,O,X,X,X,X,X,X,X
JLSOIZT,O,O,X,O,X,X,X,X,X,X,X
JLSOZTI,O,X,X,O,X,X,X,X,X,X,X
JLSOZIT,O,O,X,O,X,X,X,X,X,X,X
JLZTISO,O,X,X,X,X,X,X,X,X,X,X
JLZTIOS,O,X,X,X,X,X,X,X,X,X,X
JLZTSIO,O,X,X,O,X,X,X,X,X,X,X
JLZTSOI,O,X,X,O,X,X,X,X,X,X,X
JLZTOIS,O,X,X,X,X,X,X,X,X,X,X
JLZTOSI,O,X,X,X,X,X,X,X,X,X,X
JLZITSO,X,X,X,O,X,X,X,X,X,X,X
JLZITOS,O,X,X,X,X,X,X,X,X,X,X
JLZISTO,X,X,X,O,X,X,X,X,X,X,X
JLZISOT,O,X,X,O,X,X,X,X,X,X,X
JLZIOTS,O,X,X,X,X,X,X,X,X,X,X
JLZIOST,O,X,X,X,X,X,X,X,X,X,X
JLZSTIO,O,X,X,O,X,X,X,X,X,X,X
JLZSTOI,O,X,X,O,X,X,X,X,X,X,X
JLZSITO,O,X,X,O,X,X,X,X,X,X,X
JLZSIOT,O,X,X,O,X,X,X,X,X,X,X
JLZSOTI,O,X,X,O,X,X,X,X,X,X,X
JLZSOIT,O,X,X,O,X,X,X,X,X,X,X
JLZOTIS,O,X,X,X,X,X,X,X,X,X,X
JLZOTSI,O,X,X,X,X,X,X,X,X,X,X
JLZOITS,O,X,X,X,X,X,X,X,X,X,X
JLZOIST,O,X,X,X,X,X,X,X,X,X,X
JLZOSTI,O,X,X,X,X,X,X,X,X,X,X
JLZOSIT,O,X,X,X,X,X,X,X,X,X,X
JLOTISZ,X,O,O,X,X,X,X,O,X,X,X
JLOTIZS,O,O,O,X,X,X,X,O,X,X,X
JLOTSIZ,X,O,O,O,X,X,X,O,X,X,X
JLOTSZI,X,O,O,O,X,X,X,O,X,X,X
JLOTZIS,O,O,O,X,X,X,X,O,X,X,X
JLOTZSI,O,O,O,O,X,X,X,O,X,X,X
JLOITSZ,X,O,O,O,X,X,X,O,X,X,X
JLOITZS,O,O,O,O,X,X,X,O,X,X,X
JLOISTZ,O,O,O,O,X,X,X,X,X,X,X
JLOISZT,O,O,X,O,X,X,X,X,X,X,X
JLOIZTS,O,O,O,O,X,X,X,X,X,X,X
JLOIZST,O,O,X,O,X,X,X,X,X,X,X
JLOSTIZ,O,O,O,O,X,X,X,O,X,X,X
JLOSTZI,O,O,O,O,X,X,X,O,X,X,X
JLOSITZ,O,O,O,O,X,X,X,X,X,X,X
JLOSIZT,O,O,X,O,X,X,X,X,X,X,X
JLOSZTI,O,X,X,O,X,X,X,X,X,X,X
JLOSZIT,O,O,X,O,X,X,X,X,X,X,X
JLOZTIS,O,O,O,X,X,X,X,X,X,X,X
JLOZTSI,O,O,O,O,X,X,X,X,X,X,X
JLOZITS,O,O,O,O,X,X,X,X,X,X,X
JLOZIST,O,O,X,O,X,X,X,X,X,X,X
JLOZSTI,O,X,X,O,X,X,X,X,X,X,X
JLOZSIT,O,O,X,O,X,X,X,X,X,X,X
JSTILZO,O,X,X,O,O,X,X,O,X,X,X
JSTILOZ,O,O,X,O,O,X,X,O,X,X,X
JSTIZLO,O,X,X,O,O,X,X,O,X,X,X
JSTIZOL,O,O,O,O,O,X,X,O,X,X,X
JSTIOLZ,O,O,O,O,O,X,X,O,O,X,X
JSTIOZL,O,O,O,O,O,X,X,O,X,X,X
JSTLIZO,O,X,X,O,O,X,X,O,X,X,X
JSTLIOZ,O,O,X,O,O,X,X,O,X,X,X
JSTLZIO,O,X,X,O,X,X,X,O,X,X,X
JSTLZOI,O,X,X,O,X,X,X,O,X,X,X
JSTLOIZ,O,O,X,O,X,X,X,O,X,X,X
JSTLOZI,O,O,X,O,X,X,X,O,X,X,X
JSTZILO,O,X,X,O,X,X,X,O,X,X,X
JSTZIOL,O,O,O,O,X,X,X,O,X,X,X
JSTZLIO,O,X,X,O,X,X,X,O,X,X,X
JSTZLOI,O,X,X,O,X,X,X,O,X,X,X
JSTZOIL,O,O,O,X,X,X,X,O,X,X,X
JSTZOLI,O,O,O,O,X,X,X,O,X,X,X
JSTOILZ,O,O,O,O,X,X,X,O,O,X,X
JSTOIZL,O,O,O,O,X,X,X,O,X,X,X
JSTOLIZ,O,O,O,O,X,X,X,O,O,X,X
JSTOLZI,O,O,O,O,X,X,X,O,X,X,X
JSTOZIL,O,O,O,O,X,X,X,O,X,X,X
JSTOZLI,O,O,O,O,X,X,X,O,X,X,X
JSITLZO,O,X,X,O,O,X,X,O,X,X,X
JSITLOZ,O,O,X,O,O,X,X,O,X,O,X
JSITZLO,O,X,X,O,O,X,X,O,X,X,X
JSITZOL,O,O,O,O,O,X,X,O,X,O,X
JSITOLZ,O,O,O,O,O,X,X,O,X,O,X
JSITOZL,O,O,O,O,O,X,X,O,X,O,X
JSILTZO,O,X,X,O,O,X,X,X,X,X,X
JSILTOZ,O,X,X,O,O,X,X,X,X,X,X
JSILZTO,O,X,X,O,O,O,X,X,X,X,X
JSILZOT,O,X,X,O,O,O,X,X,X,X,X
JSILOTZ,O,O,X,O,O,X,X,X,X,X,X
JSILOZT,O,O,X,O,O,O,X,X,X,X,X
JSIZTLO,O,X,X,O,O,O,X,X,X,X,X
JSIZTOL,O,X,X,O,O,X,X,X,X,X,X
JSIZLTO,O,X,X,O,O,O,X,X,X,X,X
JSIZLOT,O,X,X,O,O,O,X,X,X,X,X
JSIZOTL,O,X,X,O,O,X,X,X,X,X,X
JSIZOLT,O,O,X,O,O,O,X,X,X,X,X
JSIOTLZ,O,O,O,O,O,X,X,O,X,O,X
JSIOTZL,O,O,O,O,O,X,X,O,X,O,X
JSIOLTZ,O,O,O,O,O,X,X,X,O,O,X
JSIOLZT,O,O,X,O,O,X,X,X,X,X,X
JSIOZTL,O,X,X,O,O,X,X,X,X,X,X
JSIOZLT,O,O,X,O,O,X,X,X,X,X,X
JSLTIZO,O,X,X,O,O,X,X,O,X,X,X
JSLTIOZ,O,X,X,O,O,X,X,O,X,X,X
JSLTZIO,O,X,X,O,X,X,X,O,X,X,X
JSLTZOI,O,X,X,O,X,X,X,O,X,X,X
JSLTOIZ,O,X,X,O,X,X,X,O,X,X,X
JSLTOZI,O,X,X,O,X,X,X,O,X,X,X
JSLITZO,O,X,X,O,O,X,X,X,X,X,X
JSLITOZ,O,X,X,O,O,X,X,X,X,X,X
JSLIZTO,O,X,X,O,O,X,X,X,X,X,X
JSLIZOT,O,X,X,O,O,X,X,X,X,X,X
JSLIOTZ,O,O,X,O,O,X,X,X,X,X,X
JSLIOZT,O,O,X,O,O,X,X,X,X,X,X
JSLZTIO,O,X,X,O,X,X,X,X,X,X,X
JSLZTOI,O,X,X,O,X,X,X,X,X,X,X
JSLZITO,O,X,X,O,X,X,X,X,X,X,X
JSLZIOT,O,X,X,O,X,X,X,X,X,X,X
JSLZOTI,O,X,X,O,X,X,X,X,X,X,X
JSLZOIT,O,X,X,O,X,X,X,X,X,X,X
JSLOTIZ,O,O,X,O,X,X,X,O,X,X,X
JSLOTZI,O,X,X,O,X,X,X,O,X,X,X
JSLOITZ,O,O,X,O,X,X,X,X,X,X,X
JSLOIZT,O,O,X,O,X,X,X,X,X,X,X
JSLOZTI,O,X,X,O,X,X,X,X,X,X,X
JSLOZIT,O,O,X,O,X,X,X,X,X,X,X
JSZTILO,O,X,X,O,X,O,X,O,X,X,X
JSZTIOL,O,X,X,O,X,X,X,O,X,X,X
JSZTLIO,O,X,X,O,X,X,X,O,X,X,X
JSZTLOI,O,X,X,O,X,X,X,O,X,X,X
JSZTOIL,O,X,X,X,X,X,X,O,X,X,X
JSZTOLI,O,X,X,O,X,X,X,O,X,X,X
JSZITLO,O,X,X,O,X,O,X,X,X,X,X
JSZITOL,O,X,X,O,X,X,X,X,X,X,X
JSZILTO,O,X,X,O,X,O,X,X,X,X,X
JSZILOT,O,X,X,O,X,O,X,X,X,X,X
JSZIOTL,O,X,X,O,X,X,X,X,X,X,X
JSZIOLT,O,O,X,O,X,O,X,X,X,X,X
JSZLTIO,O,X,X,O,X,X,X,X,X,X,X
JSZLTOI,O,X,X,O,X,X,X,X,X,X,X
JSZLITO,O,X,X,O,X,O,X,X,X,X,X
JSZLIOT,O,X,X,O,X,O,X,X,X,X,X
JSZLOTI,O,X,X,O,X,X,X,X,X,X,X
JSZLOIT,O,X,X,O,X,X,X,X,X,X,X
JSZOTIL,O,X,X,O,X,X,X,O,X,X,X
JSZOTLI,O,X,X,O,X,X,X,O,X,X,X
JSZOITL,O,X,X,O,X,X,X,X,X,X,X
JSZOILT,O,O,X,O,X,O,X,X,X,X,X
JSZOLTI,O,X,X,O,X,X,X,X,X,X,X
JSZOLIT,O,O,X,O,X,X,X,X,X,X,X
JSOTILZ,O,O,O,O,X,X,X,O,O,X,X
JSOTIZL,O,O,O,O,X,X,X,O,X,X,X
JSOTLIZ,O,O,O,O,X,X,X,O,O,X,X
JSOTLZI,O,O,O,O,X,X,X,O,X,X,X
JSOTZIL,O,O,O,O,X,X,X,O,X,X,X
JSOTZLI,O,O,O,O,X,X,X,O,X,X,X
JSOITLZ,O,O,O,O,X,X,X,O,X,O,X
JSOITZL,O,O,O,O,X,X,X,O,X,O,X
JSOILTZ,O,O,O,O,X,X,X,X,O,O,X
JSOILZT,O,O,X,O,X,X,X,X,X,X,X
JSOIZTL,O,X,X,O,X,X,X,X,X,X,X
JSOIZLT,O,O,X,O,X,X,X,X,X,X,X
JSOLTIZ,O,O,O,O,X,X,X,O,O,X,X
JSOLTZI,O,O,O,O,X,X,X,O,X,X,X
JSOLITZ,O,O,O,O,X,X,X,X,O,O,X
JSOLIZT,O,O,X,O,X,X,X,X,X,X,X
JSOLZTI,O,X,X,O,X,X,X,X,X,X,X
JSOLZIT,O,O,X,O,X,X,X,X,X,X,X
JSOZTIL,O,X,X,O,X,X,X,O,X,X,X
JSOZTLI,O,X,X,O,X,X,X,O,X,X,X
JSOZITL,O,X,X,O,X,X,X,X,X,X,X
JSOZILT,O,O,X,O,X,X,X,X,X,X,X
JSOZLTI,O,X,X,O,X,X,X,X,X,X,X
JSOZLIT,O,O,X,O,X,X,X,X,X,X,X
JZTILSO,O,X,X,O,X,O,X,O,X,X,X
