sequence,v115@zgB8HeB8EeF8CeE8FeD8FeC8Je08IvhFxdBlgBOrBX?lBSvBzrB,v115@zgB8HeB8EeF8CeE8FeD8FeC8Je08IvhFxdBlgBKrBf?sBTlBWvB,v115@zgB8HeB8EeF8CeE8FeD8FeC8Je/AJvhFxdBlhB8qBG?mBzpBywB,v115@zgB8HeB8EeF8CeE8FeD8FeC8JeT7IvhFxdBlhB3lBW?vBirB0rB,v115@zgB8HeB8EeF8CeE8FeD8FeC8Jex9IvhF0gBlhBXlBO?rBSvBzrB,v115@zgB8HeB8EeF8CeE8FeD8FeC8Jex9IvhF0gBlhBXlBS?vBmrBTrB,v115@zgB8HeB8EeF8CeE8FeD8FeC8Je08IvhFxdBlgBTmBG?qBywBXqB,v115@zgB8HeB8EeF8CeE8FeD8FeC8Jex9IvhFlgB3hB6qB0?mBzpB2wB,v115@zgB8HeB8EeF8CeE8FeD8FeC8JeT7IvhF0cBxdB/mB1?qBWvBywB,v115@zgB8HeB8EeF8CeE8FeD8FeC8Jex9IvhF0gBlhBTlBK?rBfsBWvB,v115@zgB8HeB8EeF8CeE8FeD8FeC8Je/AJvhFFcBxdBumB8?qBzpBywB,v115@zgB8HeB8EeF8CeE8FeD8FeC8Je1BJvhFxdB0gBfsBT?lBKrBWvB
LIZTOSJ,X,X,O,X,O,O,X,X,O,X,X,X
LIZJTSO,O,X,O,O,O,O,X,X,O,X,O,X
LIZJTOS,O,X,X,X,O,O,X,X,O,X,X,X
LIZJSTO,O,O,O,O,X,O,X,X,X,X,O,X
LIZJSOT,X,O,X,O,X,X,X,X,X,X,O,X
LIZJOTS,O,X,X,X,X,O,O,X,O,X,X,X
LIZJOST,X,X,X,X,X,X,O,X,X,X,O,X
LIZSTJO,X,O,O,X,O,O,X,X,X,X,O,X
LIZSTOJ,X,O,O,X,O,O,X,X,X,X,O,X
LIZSJTO,X,O,O,X,X,X,X,X,X,X,O,X
LIZSJOT,X,O,X,X,X,X,X,X,X,X,O,X
LIZSOTJ,X,O,O,X,X,X,X,X,X,X,O,X
LIZSOJT,X,O,X,X,X,X,X,X,X,X,X,X
LIZOTJS,X,X,X,X,O,O,O,X,X,X,X,X
LIZOTSJ,X,X,O,X,O,O,O,X,O,X,X,X
LIZOJTS,O,X,X,X,O,X,O,X,O,X,X,X
LIZOJST,O,X,X,X,X,X,O,X,X,X,X,X
LIZOSTJ,X,X,O,X,O,X,O,X,X,X,O,X
LIZOSJT,X,X,X,X,X,X,O,X,X,X,X,X
LIOTJSZ,O,X,O,O,X,X,O,X,O,X,X,X
LIOTJZS,O,X,X,X,O,X,O,X,O,X,O,X
LIOTSJZ,X,X,O,X,X,X,X,O,O,X,X,X
LIOTSZJ,X,X,O,X,O,X,O,O,O,X,X,X
LIOTZJS,X,X,O,X,O,O,O,X,X,X,X,X
LIOTZSJ,X,X,O,X,O,O,O,X,O,X,O,X
LIOJTSZ,O,X,O,O,X,X,O,O,O,X,X,X
LIOJTZS,O,X,X,X,O,O,O,X,O,X,O,X
LIOJSTZ,O,X,O,O,X,X,O,O,O,X,X,X
LIOJSZT,O,X,X,O,X,X,O,X,X,X,O,X
LIOJZTS,O,X,O,X,O,O,O,X,O,X,O,X
LIOJZST,O,X,O,X,X,X,O,X,X,X,O,X
LIOSTJZ,X,X,O,X,X,X,X,O,O,X,X,X
LIOSTZJ,X,X,O,X,O,X,O,O,O,X,O,X
LIOSJTZ,O,X,O,X,X,X,O,O,O,X,X,X
LIOSJZT,O,X,X,X,X,X,O,X,X,X,O,X
LIOSZTJ,X,X,O,X,O,X,O,X,X,X,O,X
LIOSZJT,X,X,O,X,X,X,O,X,X,X,O,X
LIOZTJS,X,X,O,X,O,O,O,X,X,X,X,X
LIOZTSJ,X,X,O,X,O,O,O,X,O,X,O,X
LIOZJTS,O,X,O,X,O,X,O,X,O,X,O,X
LIOZJST,O,X,O,X,X,X,O,X,X,X,O,X
LIOZSTJ,X,X,O,X,O,X,O,X,X,X,O,X
LIOZSJT,X,X,O,X,X,X,O,X,X,X,O,X
LJTISZO,O,O,O,O,X,O,X,O,O,X,X,O
LJTISOZ,X,O,X,O,X,X,X,O,O,X,X,X
LJTIZSO,O,X,X,O,O,O,X,X,O,O,O,X
LJTIZOS,O,X,X,X,O,O,X,X,O,X,X,X
LJTIOSZ,O,X,X,O,X,X,O,X,O,X,X,X
LJTIOZS,O,X,X,X,X,O,O,X,O,X,X,X
LJTSIZO,O,O,O,O,X,O,X,O,O,X,X,O
LJTSIOZ,X,O,X,O,X,X,X,O,O,X,X,X
LJTSZIO,O,O,O,O,X,O,X,O,O,X,X,O
LJTSZOI,O,O,O,O,X,O,X,O,O,X,X,O
LJTSOIZ,O,O,X,O,X,X,X,O,O,X,X,X
LJTSOZI,O,O,X,O,X,X,X,O,O,X,X,X
LJTZISO,O,X,X,O,O,O,X,X,O,O,O,X
LJTZIOS,O,X,X,X,O,O,X,X,O,O,X,X
LJTZSIO,O,O,X,O,O,O,X,X,O,O,O,X
LJTZSOI,O,O,X,O,O,O,X,X,O,O,O,X
LJTZOIS,O,X,X,X,O,O,X,X,O,O,X,X
LJTZOSI,O,X,X,X,O,O,X,X,O,O,X,X
LJTOISZ,O,X,X,O,X,X,O,X,O,X,X,X
LJTOIZS,O,X,X,X,X,O,O,X,O,X,X,X
LJTOSIZ,O,O,X,O,X,X,O,X,O,X,X,X
LJTOSZI,O,O,X,O,X,X,O,X,O,X,X,X
LJTOZIS,O,X,X,X,X,O,O,X,O,X,X,X
LJTOZSI,O,X,X,X,X,O,O,X,O,X,X,X
LJITSZO,O,O,O,O,X,O,X,O,O,X,X,O
LJITSOZ,X,O,X,O,X,X,X,O,O,X,X,X
LJITZSO,O,X,X,O,O,O,X,X,O,O,O,X
LJITZOS,O,X,X,X,O,O,X,X,O,X,X,X
LJITOSZ,O,X,X,O,X,X,O,X,O,X,X,X
LJITOZS,O,X,X,X,X,O,O,X,O,X,X,X
LJISTZO,O,O,O,O,X,O,X,O,O,X,X,O
LJISTOZ,X,O,X,O,X,X,X,O,O,X,X,X
LJISZTO,O,O,X,O,X,O,X,X,X,X,O,O
LJISZOT,X,O,X,O,X,X,X,X,X,X,O,X
LJISOTZ,X,O,X,O,X,X,O,X,O,X,X,X
LJISOZT,X,O,X,O,X,X,O,X,X,X,X,X
LJIZTSO,O,X,O,O,O,O,X,X,O,O,O,X
LJIZTOS,O,X,X,X,O,O,X,X,O,X,X,X
LJIZSTO,O,O,O,O,X,O,X,X,X,X,O,X
LJIZSOT,X,O,X,O,X,X,X,X,X,X,O,X
LJIZOTS,O,X,X,X,X,O,O,X,O,X,X,X
LJIZOST,X,X,X,X,X,X,O,X,X,X,O,X
LJIOTSZ,O,X,X,O,X,X,O,X,O,X,X,X
LJIOTZS,O,X,X,X,O,O,O,X,O,X,O,X
LJIOSTZ,O,X,X,O,X,X,O,X,O,X,X,X
LJIOSZT,O,X,X,O,X,X,O,X,X,X,O,X
LJIOZTS,O,X,X,X,O,O,O,X,O,X,O,X
LJIOZST,O,X,X,X,X,X,O,X,X,X,O,X
LJSTIZO,O,O,O,O,X,O,X,O,O,X,X,O
LJSTIOZ,X,O,X,O,X,X,X,O,O,X,X,X
LJSTZIO,O,O,O,O,X,O,X,O,O,X,X,O
LJSTZOI,O,O,O,O,X,O,X,O,O,X,X,O
LJSTOIZ,O,O,X,O,X,X,X,O,O,X,X,X
LJSTOZI,O,O,X,O,X,X,X,O,O,X,X,X
LJSITZO,O,O,O,O,X,O,X,O,O,X,X,O
LJSITOZ,X,O,X,O,X,X,X,O,O,X,X,X
LJSIZTO,O,O,X,O,X,O,X,X,X,X,O,O
LJSIZOT,X,O,X,O,X,X,X,X,X,X,O,X
LJSIOTZ,X,O,X,O,X,X,O,X,O,X,X,X
LJSIOZT,X,O,X,O,X,X,O,X,X,X,X,X
LJSZTIO,O,O,X,O,X,O,X,X,X,X,O,O
LJSZTOI,O,O,X,O,X,O,X,X,X,X,O,O
LJSZITO,O,O,X,O,X,O,X,X,X,X,O,O
LJSZIOT,X,O,X,O,X,X,X,X,X,X,O,X
LJSZOTI,X,O,X,O,X,X,X,X,X,X,O,X
LJSZOIT,X,O,X,O,X,X,X,X,X,X,O,X
LJSOTIZ,X,O,X,O,X,X,O,X,O,X,X,X
LJSOTZI,X,O,X,O,X,X,O,X,O,X,X,X
LJSOITZ,X,O,X,O,X,X,O,X,O,X,X,X
LJSOIZT,X,O,X,O,X,X,O,X,X,X,X,X
LJSOZTI,X,O,X,O,X,X,O,X,X,X,X,X
LJSOZIT,X,O,X,O,X,X,O,X,X,X,X,X
LJZTISO,O,X,O,O,O,O,X,X,O,O,O,X
LJZTIOS,O,X,X,X,O,O,X,X,O,O,X,X
LJZTSIO,O,O,O,O,O,O,X,X,O,O,O,X
LJZTSOI,O,O,O,O,O,O,X,X,O,O,O,X
LJZTOIS,O,X,X,X,O,O,X,X,O,O,X,X
LJZTOSI,O,X,X,X,O,O,X,X,O,O,X,X
LJZITSO,O,X,O,O,O,O,X,X,O,O,O,X
LJZITOS,O,X,X,X,O,O,X,X,O,X,X,X
LJZISTO,O,O,O,O,X,O,X,X,X,X,O,X
LJZISOT,X,O,X,O,X,X,X,X,X,X,O,X
LJZIOTS,O,X,X,X,X,O,O,X,O,X,X,X
LJZIOST,X,X,X,X,X,X,O,X,X,X,O,X
LJZSTIO,O,O,O,O,X,O,X,X,X,X,O,O
LJZSTOI,O,O,O,O,X,O,X,X,X,X,O,O
LJZSITO,O,O,O,O,X,O,X,X,X,X,O,O
LJZSIOT,X,O,X,O,X,X,X,X,X,X,O,X
LJZSOTI,X,O,X,O,X,X,X,X,X,X,O,X
LJZSOIT,X,O,X,O,X,X,X,X,X,X,O,X
LJZOTIS,O,X,X,X,X,O,O,X,O,X,X,X
LJZOTSI,O,X,X,X,X,O,O,X,O,X,X,X
LJZOITS,O,X,X,X,X,O,O,X,O,X,X,X
LJZOIST,X,X,X,X,X,X,O,X,X,X,O,X
LJZOSTI,X,X,X,X,X,X,O,X,X,X,O,X
LJZOSIT,X,X,X,X,X,X,O,X,X,X,O,X
LJOTISZ,O,X,X,O,X,X,O,X,O,X,X,X
LJOTIZS,O,X,X,X,O,O,O,X,O,X,O,X
LJOTSIZ,O,O,X,O,X,X,O,X,O,X,X,X
LJOTSZI,O,O,X,O,X,X,O,X,O,X,X,X
LJOTZIS,O,X,X,X,O,O,O,X,O,X,O,X
LJOTZSI,O,X,X,X,O,O,O,X,O,X,O,X
LJOITSZ,O,X,X,O,X,X,O,X,O,X,X,X
LJOITZS,O,X,X,X,O,O,O,X,O,X,O,X
LJOISTZ,O,X,X,O,X,X,O,X,O,X,X,X
LJOISZT,O,X,X,O,X,X,O,X,X,X,O,X
LJOIZTS,O,X,X,X,O,O,O,X,O,X,O,X
LJOIZST,O,X,X,X,X,X,O,X,X,X,O,X
LJOSTIZ,O,O,X,O,X,X,O,X,O,X,X,X
LJOSTZI,O,O,X,O,X,X,O,X,O,X,X,X
LJOSITZ,O,O,X,O,X,X,O,X,O,X,X,X
LJOSIZT,O,O,X,O,X,X,O,X,X,X,O,X
LJOSZTI,O,O,X,O,X,X,O,X,X,X,O,X
LJOSZIT,O,O,X,O,X,X,O,X,X,X,O,X
LJOZTIS,O,X,X,X,O,O,O,X,O,X,O,X
LJOZTSI,O,X,X,X,O,O,O,X,O,X,O,X
LJOZITS,O,X,X,X,O,O,O,X,O,X,O,X
LJOZIST,O,X,X,X,X,X,O,X,X,X,O,X
LJOZSTI,O,X,X,X,X,X,O,X,X,X,O,X
LJOZSIT,O,X,X,X,X,X,O,X,X,X,O,X
LSTIJZO,X,O,O,X,X,X,X,O,O,X,X,X
LSTIJOZ,X,O,X,X,X,X,X,O,O,X,X,X
LSTIZJO,X,O,O,X,O,O,X,O,O,X,O,O
LSTIZOJ,X,O,O,X,O,O,X,X,O,X,X,O
LSTIOJZ,X,X,X,X,X,X,X,O,O,X,X,X
LSTIOZJ,X,O,O,X,X,X,X,O,O,X,X,X
LSTJIZO,O,O,O,X,X,X,X,O,O,X,X,X
LSTJIOZ,X,O,X,X,X,X,X,O,O,X,X,X
LSTJZIO,O,O,O,X,X,X,X,O,O,X,X,X
LSTJZOI,O,O,O,X,X,X,X,O,O,X,X,X
LSTJOIZ,O,O,X,X,X,X,X,O,O,X,X,X
LSTJOZI,O,O,X,X,X,X,X,O,O,X,X,X
LSTZIJO,X,O,O,X,O,O,X,O,O,X,X,O
LSTZIOJ,X,O,O,X,O,O,X,X,O,X,X,O
LSTZJIO,X,O,O,X,O,O,X,O,O,X,X,O
LSTZJOI,X,O,O,X,O,O,X,O,O,X,X,O
LSTZOIJ,X,O,O,X,O,O,X,X,O,X,X,O
LSTZOJI,X,O,O,X,O,O,X,X,O,X,X,O
LSTOIJZ,X,X,X,X,X,X,X,O,O,X,X,X
LSTOIZJ,X,O,O,X,X,X,X,O,O,X,X,X
LSTOJIZ,X,X,X,X,X,X,X,O,O,X,X,X
LSTOJZI,X,X,X,X,X,X,X,O,O,X,X,X
LSTOZIJ,X,O,O,X,X,X,X,O,O,X,X,X
LSTOZJI,X,O,O,X,X,X,X,O,O,X,X,X
LSITJZO,X,O,O,X,X,X,X,O,O,X,X,X
LSITJOZ,X,O,X,X,X,X,X,O,O,X,X,X
LSITZJO,X,O,O,X,O,O,X,O,O,X,O,O
LSITZOJ,X,O,O,X,O,O,X,X,O,X,X,O
LSITOJZ,X,X,X,X,X,X,X,O,O,X,X,X
LSITOZJ,X,O,O,X,X,X,X,O,O,X,X,X
LSIJTZO,O,O,O,O,X,O,X,O,O,X,X,O
LSIJTOZ,X,O,X,O,X,X,X,O,O,X,X,X
LSIJZTO,O,O,X,O,X,O,X,X,X,X,O,O
LSIJZOT,X,O,X,O,X,X,X,X,X,X,O,X
LSIJOTZ,X,O,X,O,X,X,O,X,O,X,X,X
LSIJOZT,X,O,X,O,X,X,O,X,X,X,X,X
LSIZTJO,X,O,O,X,O,O,X,X,X,X,O,O
LSIZTOJ,X,O,O,X,O,O,X,X,X,X,O,O
LSIZJTO,X,O,O,X,X,X,X,X,X,X,O,O
LSIZJOT,X,O,X,X,X,X,X,X,X,X,X,X
LSIZOTJ,X,O,O,X,X,X,X,X,X,X,O,X
LSIZOJT,X,O,X,X,X,X,X,X,X,X,X,X
LSIOTJZ,X,X,O,X,X,X,X,X,O,X,X,X
LSIOTZJ,X,O,O,X,O,X,O,X,O,X,O,X
LSIOJTZ,O,O,O,X,X,X,O,X,O,X,X,X
LSIOJZT,O,O,X,X,X,X,O,X,X,X,X,X
LSIOZTJ,X,O,O,X,O,X,O,X,X,X,O,X
LSIOZJT,X,O,X,X,X,X,O,X,X,X,X,X
LSJTIZO,O,O,O,O,X,O,X,O,O,X,X,O
LSJTIOZ,X,O,X,O,X,X,X,O,O,X,X,X
LSJTZIO,O,O,O,O,X,O,X,O,O,X,X,O
LSJTZOI,O,O,O,O,X,O,X,O,O,X,X,O
LSJTOIZ,O,O,X,O,X,X,X,O,O,X,X,X
LSJTOZI,O,O,X,O,X,X,X,O,O,X,X,X
LSJITZO,O,O,O,O,X,O,X,O,O,X,X,O
LSJITOZ,X,O,X,O,X,X,X,O,O,X,X,X
LSJIZTO,O,O,X,O,X,O,X,X,X,X,O,O
LSJIZOT,X,O,X,O,X,X,X,X,X,X,O,X
LSJIOTZ,X,O,X,O,X,X,O,X,O,X,X,X
LSJIOZT,X,O,X,O,X,X,O,X,X,X,X,X
LSJZTIO,O,O,X,O,X,O,X,X,X,X,O,O
LSJZTOI,O,O,X,O,X,O,X,X,X,X,O,O
LSJZITO,O,O,X,O,X,O,X,X,X,X,O,O
LSJZIOT,X,O,X,O,X,X,X,X,X,X,O,X
LSJZOTI,X,O,X,O,X,X,X,X,X,X,O,X
LSJZOIT,X,O,X,O,X,X,X,X,X,X,O,X
LSJOTIZ,X,O,X,O,X,X,O,X,O,X,X,X
LSJOTZI,X,O,X,O,X,X,O,X,O,X,X,X
LSJOITZ,X,O,X,O,X,X,O,X,O,X,X,X
LSJOIZT,X,O,X,O,X,X,O,X,X,X,X,X
LSJOZTI,X,O,X,O,X,X,O,X,X,X,X,X
LSJOZIT,X,O,X,O,X,X,O,X,X,X,X,X
LSZTIJO,X,O,O,X,O,O,X,X,X,X,O,O
LSZTIOJ,X,O,O,X,O,O,X,X,X,X,O,O
LSZTJIO,X,O,O,X,O,O,X,X,X,X,O,O
LSZTJOI,X,O,O,X,O,O,X,X,X,X,O,O
LSZTOIJ,X,O,O,X,O,O,X,X,X,X,O,O
LSZTOJI,X,O,O,X,O,O,X,X,X,X,X,O
LSZITJO,X,O,O,X,O,O,X,X,X,X,O,O
LSZITOJ,X,O,O,X,O,O,X,X,X,X,O,O
LSZIJTO,X,O,O,X,X,X,X,X,X,X,O,O
LSZIJOT,X,O,X,X,X,X,X,X,X,X,O,X
LSZIOTJ,X,O,O,X,X,X,X,X,X,X,O,X
LSZIOJT,X,O,X,X,X,X,X,X,X,X,X,X
LSZJTIO,X,O,O,X,X,O,X,X,X,X,O,O
LSZJTOI,X,O,O,X,X,O,X,X,X,X,O,O
LSZJITO,X,O,O,X,X,O,X,X,X,X,O,O
LSZJIOT,X,O,X,X,X,X,X,X,X,X,O,X
LSZJOTI,X,O,X,X,X,X,X,X,X,X,O,X
LSZJOIT,X,O,X,X,X,X,X,X,X,X,O,X
LSZOTIJ,X,O,O,X,X,X,X,X,X,X,O,X
LSZOTJI,X,O,O,X,X,X,X,X,X,X,X,X
LSZOITJ,X,O,O,X,X,X,X,X,X,X,O,X
LSZOIJT,X,O,X,X,X,X,X,X,X,X,X,X
LSZOJTI,X,O,X,X,X,X,X,X,X,X,O,X
LSZOJIT,X,O,X,X,X,X,X,X,X,X,O,X
LSOTIJZ,X,X,O,X,X,X,X,X,O,X,X,X
LSOTIZJ,X,O,O,X,O,X,O,X,O,X,O,X
LSOTJIZ,X,X,O,X,X,X,X,X,O,X,X,X
LSOTJZI,X,X,O,X,X,X,X,X,O,X,X,X
LSOTZIJ,X,O,O,X,O,X,O,X,O,X,X,X
LSOTZJI,X,O,O,X,O,X,O,X,O,X,X,X
LSOITJZ,X,X,O,X,X,X,X,X,O,X,X,X
LSOITZJ,X,O,O,X,O,X,O,X,O,X,O,X
LSOIJTZ,O,O,O,X,X,X,O,X,O,X,X,X
LSOIJZT,O,O,X,X,X,X,O,X,X,X,X,X
LSOIZTJ,X,O,O,X,O,X,O,X,X,X,O,X
LSOIZJT,X,O,X,X,X,X,O,X,X,X,X,X
LSOJTIZ,O,O,O,X,X,X,O,X,O,X,X,X
LSOJTZI,O,O,O,X,X,X,O,X,O,X,X,X
LSOJITZ,O,O,O,X,X,X,O,X,O,X,X,X
LSOJIZT,O,O,X,X,X,X,O,X,X,X,X,X
LSOJZTI,O,O,X,X,X,X,O,X,X,X,X,X
LSOJZIT,O,O,X,X,X,X,O,X,X,X,X,X
LSOZTIJ,X,O,O,X,O,X,O,X,X,X,O,X
LSOZTJI,X,O,O,X,O,X,O,X,X,X,X,X
LSOZITJ,X,O,O,X,O,X,O,X,X,X,O,X
LSOZIJT,X,O,X,X,X,X,O,X,X,X,X,X
LSOZJTI,X,O,X,X,X,X,O,X,X,X,O,X
LSOZJIT,X,O,X,X,X,X,O,X,X,X,O,X
LZTIJSO,X,X,O,X,O,O,X,X,X,O,X,X
LZTIJOS,X,X,X,X,O,O,X,X,X,O,X,X
LZTISJO,X,X,O,X,O,O,X,X,O,O,O,X
LZTISOJ,X,X,O,X,O,O,X,X,O,O,O,X
LZTIOJS,X,X,X,X,O,O,X,X,X,X,X,X
LZTIOSJ,X,X,O,X,O,O,X,X,O,X,X,X
LZTJISO,O,X,O,X,O,O,X,X,X,O,O,X
LZTJIOS,O,X,X,X,O,O,X,X,X,O,X,X
LZTJSIO,O,X,O,X,O,O,X,X,X,O,O,X
LZTJSOI,O,X,O,X,O,O,X,X,X,O,O,X
LZTJOIS,O,X,X,X,O,O,X,X,X,O,X,X
LZTJOSI,O,X,X,X,O,O,X,X,X,O,X,X
LZTSIJO,X,O,O,X,O,O,X,X,O,O,O,X
LZTSIOJ,X,O,O,X,O,O,X,X,O,O,O,X
LZTSJIO,X,O,O,X,O,O,X,X,O,O,O,X
LZTSJOI,X,O,O,X,O,O,X,X,O,O,O,X
LZTSOIJ,X,O,O,X,O,O,X,X,O,O,O,X
LZTSOJI,X,O,O,X,O,O,X,X,O,O,X,X
LZTOIJS,X,X,X,X,O,O,X,X,X,X,X,X
LZTOISJ,X,X,O,X,O,O,X,X,O,X,X,X
LZTOJIS,X,X,X,X,O,O,X,X,X,O,X,X
LZTOJSI,X,X,X,X,O,O,X,X,X,O,X,X
LZTOSIJ,X,X,O,X,O,O,X,X,O,O,X,X
LZTOSJI,X,X,O,X,O,O,X,X,O,O,X,X
LZITJSO,X,X,O,X,O,O,X,X,X,O,X,X
LZITJOS,X,X,X,X,O,O,X,X,X,X,X,X
LZITSJO,X,X,O,X,O,O,X,X,O,O,O,X
LZITSOJ,X,X,O,X,O,O,X,X,O,O,O,X
LZITOJS,X,X,X,X,O,O,X,X,X,X,X,X
LZITOSJ,X,X,O,X,O,O,X,X,O,X,X,X
LZIJTSO,O,X,O,O,O,O,X,X,O,X,O,X
LZIJTOS,O,X,X,X,O,O,X,X,O,X,X,X
LZIJSTO,O,O,O,O,X,O,X,X,X,X,O,X
LZIJSOT,X,O,X,O,X,X,X,X,X,X,O,X
LZIJOTS,O,X,X,X,X,O,O,X,O,X,X,X
LZIJOST,X,X,X,X,X,X,O,X,X,X,O,X
LZISTJO,X,O,O,X,O,O,X,X,X,X,O,X
LZISTOJ,X,O,O,X,O,O,X,X,X,X,O,X
LZISJTO,X,O,O,X,X,X,X,X,X,X,O,X
LZISJOT,X,O,X,X,X,X,X,X,X,X,O,X
LZISOTJ,X,O,O,X,X,X,X,X,X,X,O,X
LZISOJT,X,O,X,X,X,X,X,X,X,X,X,X
LZIOTJS,X,X,X,X,O,O,O,X,X,X,X,X
LZIOTSJ,X,X,O,X,O,O,O,X,O,X,X,X
LZIOJTS,O,X,X,X,O,X,O,X,O,X,X,X
LZIOJST,O,X,X,X,X,X,O,X,X,X,X,X
LZIOSTJ,X,X,O,X,O,X,O,X,X,X,O,X
LZIOSJT,X,X,X,X,X,X,O,X,X,X,X,X
LZJTISO,O,X,O,O,O,O,X,X,O,O,O,X
LZJTIOS,O,X,X,X,O,O,X,X,O,O,X,X
LZJTSIO,O,O,O,O,O,O,X,X,O,O,O,X
LZJTSOI,O,O,O,O,O,O,X,X,O,O,O,X
LZJTOIS,O,X,X,X,O,O,X,X,O,O,X,X
LZJTOSI,O,X,X,X,O,O,X,X,O,O,X,X
LZJITSO,O,X,O,O,O,O,X,X,O,O,O,X
LZJITOS,O,X,X,X,O,O,X,X,O,X,X,X
LZJISTO,O,O,O,O,X,O,X,X,X,X,O,X
LZJISOT,X,O,X,O,X,X,X,X,X,X,O,X
LZJIOTS,O,X,X,X,X,O,O,X,O,X,X,X
LZJIOST,X,X,X,X,X,X,O,X,X,X,O,X
LZJSTIO,O,O,O,O,X,O,X,X,X,X,O,O
LZJSTOI,O,O,O,O,X,O,X,X,X,X,O,O
LZJSITO,O,O,O,O,X,O,X,X,X,X,O,O
LZJSIOT,X,O,X,O,X,X,X,X,X,X,O,X
LZJSOTI,X,O,X,O,X,X,X,X,X,X,O,X
LZJSOIT,X,O,X,O,X,X,X,X,X,X,O,X
LZJOTIS,O,X,X,X,X,O,O,X,O,X,X,X
LZJOTSI,O,X,X,X,X,O,O,X,O,X,X,X
LZJOITS,O,X,X,X,X,O,O,X,O,X,X,X
LZJOIST,X,X,X,X,X,X,O,X,X,X,O,X
LZJOSTI,X,X,X,X,X,X,O,X,X,X,O,X
LZJOSIT,X,X,X,X,X,X,O,X,X,X,O,X
LZSTIJO,X,O,O,X,O,O,X,X,X,X,O,O
LZSTIOJ,X,O,O,X,O,O,X,X,X,X,O,O
LZSTJIO,X,O,O,X,O,O,X,X,X,X,O,O
LZSTJOI,X,O,O,X,O,O,X,X,X,X,O,O
LZSTOIJ,X,O,O,X,O,O,X,X,X,X,O,O
LZSTOJI,X,O,O,X,O,O,X,X,X,X,X,O
LZSITJO,X,O,O,X,O,O,X,X,X,X,O,O
LZSITOJ,X,O,O,X,O,O,X,X,X,X,O,O
LZSIJTO,X,O,O,X,X,X,X,X,X,X,O,O
LZSIJOT,X,O,X,X,X,X,X,X,X,X,O,X
LZSIOTJ,X,O,O,X,X,X,X,X,X,X,O,X
LZSIOJT,X,O,X,X,X,X,X,X,X,X,X,X
LZSJTIO,X,O,O,X,X,O,X,X,X,X,O,O
LZSJTOI,X,O,O,X,X,O,X,X,X,X,O,O
LZSJITO,X,O,O,X,X,O,X,X,X,X,O,O
LZSJIOT,X,O,X,X,X,X,X,X,X,X,O,X
LZSJOTI,X,O,X,X,X,X,X,X,X,X,O,X
LZSJOIT,X,O,X,X,X,X,X,X,X,X,O,X
LZSOTIJ,X,O,O,X,X,X,X,X,X,X,O,X
LZSOTJI,X,O,O,X,X,X,X,X,X,X,X,X
LZSOITJ,X,O,O,X,X,X,X,X,X,X,O,X
LZSOIJT,X,O,X,X,X,X,X,X,X,X,X,X
LZSOJTI,X,O,X,X,X,X,X,X,X,X,O,X
LZSOJIT,X,O,X,X,X,X,X,X,X,X,O,X
LZOTIJS,X,X,X,X,O,O,O,X,X,X,X,X
LZOTISJ,X,X,O,X,O,O,O,X,O,X,X,X
LZOTJIS,X,X,X,X,O,O,O,X,X,X,X,X
LZOTJSI,X,X,X,X,O,O,O,X,X,X,X,X
LZOTSIJ,X,X,O,X,O,O,O,X,O,X,X,X
LZOTSJI,X,X,O,X,O,O,O,X,O,X,X,X
LZOITJS,X,X,X,X,O,O,O,X,X,X,X,X
LZOITSJ,X,X,O,X,O,O,O,X,O,X,X,X
LZOIJTS,O,X,X,X,O,X,O,X,O,X,X,X
LZOIJST,O,X,X,X,X,X,O,X,X,X,X,X
LZOISTJ,X,X,O,X,O,X,O,X,X,X,O,X
LZOISJT,X,X,X,X,X,X,O,X,X,X,X,X
LZOJTIS,O,X,X,X,O,O,O,X,O,X,X,X
LZOJTSI,O,X,X,X,O,O,O,X,O,X,X,X
LZOJITS,O,X,X,X,O,O,O,X,O,X,X,X
LZOJIST,O,X,X,X,X,X,O,X,X,X,O,X
LZOJSTI,O,X,X,X,X,X,O,X,X,X,O,X
LZOJSIT,O,X,X,X,X,X,O,X,X,X,O,X
LZOSTIJ,X,X,O,X,O,X,O,X,X,X,O,X
LZOSTJI,X,X,O,X,O,X,O,X,X,X,X,X
LZOSITJ,X,X,O,X,O,X,O,X,X,X,O,X
LZOSIJT,X,X,X,X,X,X,O,X,X,X,X,X
LZOSJTI,X,X,X,X,X,X,O,X,X,X,O,X
LZOSJIT,X,X,X,X,X,X,O,X,X,X,O,X
LOTIJSZ,O,X,O,O,X,X,O,X,O,X,X,X
LOTIJZS,O,X,X,X,O,X,O,X,O,X,O,X
LOTISJZ,X,X,O,X,X,X,X,O,O,X,X,X
LOTISZJ,X,X,O,X,O,X,O,O,O,X,X,X
LOTIZJS,X,X,O,X,O,O,O,X,X,X,X,X
LOTIZSJ,X,X,O,X,O,O,O,X,O,X,O,X
LOTJISZ,O,X,O,O,X,X,O,O,O,X,X,X
LOTJIZS,O,X,X,X,O,X,O,X,O,X,O,X
LOTJSIZ,O,X,O,X,X,X,O,O,O,X,X,X
LOTJSZI,O,X,O,X,X,X,O,O,O,X,X,X
LOTJZIS,O,X,X,X,O,X,O,X,O,X,O,X
LOTJZSI,O,X,X,X,O,X,O,X,O,X,O,X
LOTSIJZ,X,X,O,X,X,X,X,O,O,X,X,X
