sequence,v115@1gB8FeA8BeB8EeD8EeF8DeF8DeA8Je06IvhFxcBTeB?lmBatBXsBGsB,v115@1gB8FeA8BeB8EeD8EeF8DeF8DeA8Je06IvhFxcBTeB?lmBmsB3sBCsB,v115@1gB8FeA8BeB8EeD8EeF8DeF8DeA8Je06IvhFxcB3hB?FjB6sBOtBzrB,v115@1gB8FeA8BeB8EeD8EeF8DeF8DeA8Je06IvhFxdBXjB?lmBmsB6rBTsB,v115@1gB8FeA8BeB8EeD8EeF8DeF8DeA8Je06IvhFxcBTeB?1mBatBGsBXsB,v115@1gB8FeA8BeB8EeD8EeF8DeF8DeA8Je06IvhFXdBFjB?xmB6rBOtBTsB,v115@1gB8FeA8BeB8EeD8EeF8DeF8DeA8Je06IvhFmcBTeB?1mBfoBSsBRxB,v115@1gB8FeA8BeB8EeD8EeF8DeF8DeA8Je06IvhFxcBTeB?1mBSsBetBXsB,v115@1gB8FeA8BeB8EeD8EeF8DeF8DeA8Je06IvhFViBGeB?ZoBThBXnBSxB,v115@1gB8FeA8BeB8EeD8EeF8DeF8DeA8Je06IvhF/iBGeB?ZoBlmBTsB6rB,v115@1gB8FeA8BeB8EeD8EeF8DeF8DeA8Je06IvhFqiBTeB?3hB2sBlmBRxB,v115@1gB8FeA8BeB8EeD8EeF8DeF8DeA8Je06IvhFSiBTeB?xmBetBlmBXsB
LISOZJT,O,X,X,X,O,X,X,X,O,X,X,X
LIZTJSO,X,X,X,X,O,X,O,X,O,X,X,X
LIZTJOS,O,O,X,X,O,X,X,O,X,X,X,O
LIZTSJO,O,X,O,X,X,O,O,X,O,X,X,X
LIZTSOJ,O,X,O,X,O,O,O,X,O,X,X,X
LIZTOJS,O,X,X,X,O,X,X,X,X,X,X,X
LIZTOSJ,O,X,X,X,O,O,O,X,X,X,X,X
LIZJTSO,X,X,X,X,O,X,O,X,O,X,O,X
LIZJTOS,X,O,X,X,O,X,X,O,X,X,O,O
LIZJSTO,X,X,X,X,X,X,X,X,O,X,O,O
LIZJSOT,X,X,X,X,O,X,X,O,O,X,O,O
LIZJOTS,O,O,X,X,O,X,X,O,X,X,O,O
LIZJOST,O,X,X,X,O,X,X,O,O,X,O,O
LIZSTJO,O,X,O,X,X,O,O,X,O,X,X,X
LIZSTOJ,O,X,O,X,X,O,O,X,O,X,X,X
LIZSJTO,X,X,O,X,X,X,X,X,O,X,O,X
LIZSJOT,O,X,X,X,X,X,X,X,O,X,O,O
LIZSOTJ,O,X,O,X,O,X,O,X,O,X,X,X
LIZSOJT,O,X,X,X,O,X,X,X,O,X,X,X
LIZOTJS,O,X,X,X,O,X,X,X,X,X,X,X
LIZOTSJ,O,X,X,X,O,X,O,X,X,O,X,X
LIZOJTS,O,O,X,X,O,X,X,O,X,X,O,O
LIZOJST,O,X,X,X,O,X,X,O,O,X,O,O
LIZOSTJ,O,X,X,X,O,X,O,X,O,X,X,X
LIZOSJT,O,X,X,X,O,X,X,X,O,X,X,X
LIOTJSZ,X,X,X,X,O,X,X,X,X,X,X,X
LIOTJZS,O,X,X,X,O,X,X,X,X,X,X,X
LIOTSJZ,O,X,X,X,X,X,O,X,X,O,X,X
LIOTSZJ,O,X,X,X,O,X,O,X,X,O,X,X
LIOTZJS,O,X,X,X,O,X,X,X,X,X,X,X
LIOTZSJ,O,X,X,X,O,X,O,X,X,O,X,X
LIOJTSZ,X,X,X,X,O,X,X,X,X,X,O,X
LIOJTZS,X,X,X,X,O,X,X,X,X,X,O,O
LIOJSTZ,X,X,X,X,X,X,X,X,O,X,O,X
LIOJSZT,X,X,X,X,O,X,X,X,O,X,O,O
LIOJZTS,O,X,X,X,O,X,X,X,X,X,O,O
LIOJZST,O,X,X,X,O,X,X,X,O,X,O,O
LIOSTJZ,O,X,X,X,X,X,O,X,O,X,X,X
LIOSTZJ,O,X,X,X,X,X,O,X,O,X,X,X
LIOSJTZ,X,X,X,X,X,X,X,X,O,X,X,X
LIOSJZT,O,X,X,X,X,X,X,X,O,X,X,X
LIOSZTJ,O,X,X,X,O,X,O,X,O,X,X,X
LIOSZJT,O,X,X,X,O,X,X,X,O,X,X,X
LIOZTJS,O,X,X,X,O,X,X,X,X,X,X,X
LIOZTSJ,O,X,X,X,O,X,O,X,X,O,X,X
LIOZJTS,O,O,X,X,O,X,X,O,X,X,O,O
LIOZJST,O,X,X,X,O,X,X,O,O,X,O,O
LIOZSTJ,O,X,X,X,O,X,O,X,O,X,X,X
LIOZSJT,O,X,X,X,O,X,X,X,O,X,X,X
LJTISZO,X,X,X,X,O,X,O,O,O,X,X,X
LJTISOZ,X,X,X,X,O,X,O,O,O,X,X,X
LJTIZSO,X,X,X,X,O,X,O,O,O,X,X,X
LJTIZOS,O,O,X,X,O,X,X,O,X,X,X,X
LJTIOSZ,X,X,X,X,O,X,X,O,X,X,X,X
LJTIOZS,O,O,X,X,O,X,X,O,X,X,X,X
LJTSIZO,O,O,O,O,O,X,X,O,O,X,X,X
LJTSIOZ,O,O,X,O,O,X,X,O,O,X,X,X
LJTSZIO,O,O,O,O,O,X,X,O,O,X,X,X
LJTSZOI,O,O,O,O,O,X,X,O,X,X,X,X
LJTSOIZ,O,O,X,O,O,X,X,O,X,X,X,X
LJTSOZI,O,O,X,O,O,X,X,O,X,X,X,X
LJTZISO,X,X,X,X,O,X,O,O,O,X,X,X
LJTZIOS,O,O,X,X,O,X,X,O,X,X,X,X
LJTZSIO,O,O,O,O,O,X,X,O,O,X,X,X
LJTZSOI,O,O,O,O,O,X,X,O,X,X,X,X
LJTZOIS,O,O,X,X,O,X,X,O,X,X,X,X
LJTZOSI,O,O,X,X,O,X,X,O,X,X,X,X
LJTOISZ,X,X,X,X,O,X,X,O,X,X,X,X
LJTOIZS,O,O,X,X,O,X,X,O,X,X,X,X
LJTOSIZ,O,O,X,X,O,X,X,O,X,X,X,X
LJTOSZI,O,O,X,X,O,X,X,O,X,X,X,X
LJTOZIS,O,O,X,X,O,X,X,O,X,X,X,X
LJTOZSI,O,O,X,X,O,X,X,O,X,X,X,X
LJITSZO,X,X,X,X,O,X,O,O,O,X,X,X
LJITSOZ,X,X,X,X,O,X,O,O,O,X,X,X
LJITZSO,X,X,X,X,O,X,O,O,O,X,X,X
LJITZOS,X,O,X,X,O,X,X,O,X,X,X,X
LJITOSZ,X,X,X,X,O,X,X,O,X,X,X,X
LJITOZS,X,O,X,X,O,X,X,O,X,X,X,X
LJISTZO,X,X,X,X,X,X,X,X,O,X,X,O
LJISTOZ,X,X,X,X,X,X,X,X,O,X,X,O
LJISZTO,X,X,X,X,X,X,X,X,O,X,X,O
LJISZOT,X,X,X,X,O,X,X,O,O,X,X,O
LJISOTZ,X,X,X,X,X,X,X,X,O,X,X,O
LJISOZT,X,X,X,X,O,X,X,O,O,X,X,O
LJIZTSO,X,X,X,X,O,X,O,O,O,X,X,X
LJIZTOS,X,O,X,X,O,X,X,O,X,X,X,X
LJIZSTO,X,X,X,X,X,X,X,X,O,X,X,O
LJIZSOT,X,X,X,X,O,X,X,O,O,X,X,O
LJIZOTS,O,O,X,X,O,X,X,O,X,X,X,X
LJIZOST,O,X,X,X,O,X,X,O,O,X,X,O
LJIOTSZ,X,X,X,X,O,X,X,O,X,X,X,X
LJIOTZS,X,X,X,X,O,X,X,O,X,X,X,X
LJIOSTZ,X,X,X,X,X,X,X,X,O,X,X,O
LJIOSZT,X,X,X,X,O,X,X,O,O,X,X,O
LJIOZTS,O,O,X,X,O,X,X,O,X,X,X,X
LJIOZST,O,X,X,X,O,X,X,O,O,X,X,O
LJSTIZO,O,X,O,O,O,X,X,O,O,X,X,X
LJSTIOZ,O,X,X,O,O,X,X,O,O,X,X,X
LJSTZIO,O,X,O,O,O,X,X,O,O,X,X,X
LJSTZOI,O,X,O,O,O,X,X,O,X,X,X,X
LJSTOIZ,O,X,X,O,O,X,X,O,X,X,X,X
LJSTOZI,O,X,X,O,O,X,X,O,X,X,X,X
LJSITZO,X,X,O,X,X,X,X,X,O,X,X,O
LJSITOZ,X,X,X,X,X,X,X,X,O,X,X,O
LJSIZTO,X,X,O,X,X,X,X,X,O,X,X,O
LJSIZOT,O,X,X,X,O,X,X,O,O,X,X,O
LJSIOTZ,X,X,X,X,X,X,X,X,O,X,X,O
LJSIOZT,O,X,X,X,O,X,X,O,O,X,X,O
LJSZTIO,O,X,O,O,O,X,X,O,O,X,X,X
LJSZTOI,O,X,O,O,O,X,X,O,X,X,X,X
LJSZITO,X,X,O,X,X,X,X,X,O,X,X,O
LJSZIOT,O,X,X,X,O,X,X,O,O,X,X,O
LJSZOTI,O,X,X,X,O,X,X,O,X,X,X,X
LJSZOIT,O,X,X,X,O,X,X,O,O,X,X,O
LJSOTIZ,O,X,X,X,O,X,X,O,X,X,X,X
LJSOTZI,O,X,X,X,O,X,X,O,X,X,X,X
LJSOITZ,X,X,X,X,X,X,X,X,O,X,X,O
LJSOIZT,O,X,X,X,O,X,X,O,O,X,X,O
LJSOZTI,O,X,X,X,O,X,X,O,X,X,X,X
LJSOZIT,O,X,X,X,O,X,X,O,O,X,X,O
LJZTISO,X,X,X,X,O,X,O,O,O,X,X,X
LJZTIOS,O,O,X,X,O,X,X,O,X,X,X,X
LJZTSIO,O,O,O,O,O,X,X,O,O,X,X,X
LJZTSOI,O,O,O,O,O,X,X,O,X,X,X,X
LJZTOIS,O,O,X,X,O,X,X,O,X,X,X,X
LJZTOSI,O,O,X,X,O,X,X,O,X,X,X,X
LJZITSO,X,X,X,X,O,X,O,O,O,X,X,X
LJZITOS,X,O,X,X,O,X,X,O,X,X,X,X
LJZISTO,X,X,X,X,X,X,X,X,O,X,X,O
LJZISOT,X,X,X,X,O,X,X,O,O,X,X,O
LJZIOTS,O,O,X,X,O,X,X,O,X,X,X,X
LJZIOST,O,X,X,X,O,X,X,O,O,X,X,O
LJZSTIO,O,X,O,O,O,X,X,O,O,X,X,X
LJZSTOI,O,X,O,O,O,X,X,O,X,X,X,X
LJZSITO,X,X,O,X,X,X,X,X,O,X,X,O
LJZSIOT,O,X,X,X,O,X,X,O,O,X,X,O
LJZSOTI,O,X,X,X,O,X,X,O,X,X,X,X
LJZSOIT,O,X,X,X,O,X,X,O,O,X,X,O
LJZOTIS,O,O,X,X,O,X,X,O,X,X,X,X
LJZOTSI,O,O,X,X,O,X,X,O,X,X,X,X
LJZOITS,O,O,X,X,O,X,X,O,X,X,X,X
LJZOIST,O,X,X,X,O,X,X,O,O,X,X,O
LJZOSTI,O,X,X,X,O,X,X,O,X,X,X,X
LJZOSIT,O,X,X,X,O,X,X,O,O,X,X,O
LJOTISZ,X,X,X,X,O,X,X,O,X,X,X,X
LJOTIZS,O,O,X,X,O,X,X,O,X,X,X,X
LJOTSIZ,O,O,X,X,O,X,X,O,X,X,X,X
LJOTSZI,O,O,X,X,O,X,X,O,X,X,X,X
LJOTZIS,O,O,X,X,O,X,X,O,X,X,X,X
LJOTZSI,O,O,X,X,O,X,X,O,X,X,X,X
LJOITSZ,X,X,X,X,O,X,X,O,X,X,X,X
LJOITZS,X,X,X,X,O,X,X,O,X,X,X,X
LJOISTZ,X,X,X,X,X,X,X,X,O,X,X,O
LJOISZT,X,X,X,X,O,X,X,O,O,X,X,O
LJOIZTS,O,O,X,X,O,X,X,O,X,X,X,X
LJOIZST,O,X,X,X,O,X,X,O,O,X,X,O
LJOSTIZ,O,X,X,X,O,X,X,O,X,X,X,X
LJOSTZI,O,X,X,X,O,X,X,O,X,X,X,X
LJOSITZ,X,X,X,X,X,X,X,X,O,X,X,O
LJOSIZT,O,X,X,X,O,X,X,O,O,X,X,O
LJOSZTI,O,X,X,X,O,X,X,O,X,X,X,X
LJOSZIT,O,X,X,X,O,X,X,O,O,X,X,O
LJOZTIS,O,O,X,X,O,X,X,O,X,X,X,X
LJOZTSI,O,O,X,X,O,X,X,O,X,X,X,X
LJOZITS,O,O,X,X,O,X,X,O,X,X,X,X
LJOZIST,O,X,X,X,O,X,X,O,O,X,X,O
LJOZSTI,O,X,X,X,O,X,X,O,X,X,X,X
LJOZSIT,O,X,X,X,O,X,X,O,O,X,X,O
LSTIJZO,O,X,O,X,X,X,X,X,O,X,X,X
LSTIJOZ,O,X,X,X,X,X,X,X,O,X,X,X
LSTIZJO,O,X,O,X,X,X,X,X,O,X,X,X
LSTIZOJ,O,X,O,X,O,X,X,X,O,X,X,X
LSTIOJZ,O,X,X,X,X,X,X,X,O,X,X,X
LSTIOZJ,O,X,O,X,O,X,X,X,O,X,X,X
LSTJIZO,O,X,O,O,O,X,X,X,O,X,X,X
LSTJIOZ,O,X,X,O,O,X,X,X,O,X,X,X
LSTJZIO,O,X,O,O,O,X,X,X,O,X,X,X
LSTJZOI,O,X,O,O,O,X,X,X,X,X,X,X
LSTJOIZ,O,X,X,O,O,X,X,X,X,X,X,X
LSTJOZI,O,X,X,O,O,X,X,X,X,X,X,X
LSTZIJO,O,X,O,X,X,X,X,X,O,X,X,X
LSTZIOJ,O,X,O,X,O,X,X,X,O,X,X,X
LSTZJIO,O,X,O,O,O,X,X,X,O,X,X,X
LSTZJOI,O,X,O,O,O,X,X,X,X,X,X,X
LSTZOIJ,O,X,O,X,O,X,X,X,O,X,X,X
LSTZOJI,O,X,O,X,O,X,X,X,X,X,X,X
LSTOIJZ,O,X,X,X,X,X,X,X,O,X,X,X
LSTOIZJ,O,X,O,X,O,X,X,X,O,X,X,X
LSTOJIZ,O,X,X,X,O,X,X,X,X,X,X,X
LSTOJZI,O,X,X,X,O,X,X,X,X,X,X,X
LSTOZIJ,O,X,O,X,O,X,X,X,O,X,X,X
LSTOZJI,O,X,O,X,O,X,X,X,X,X,X,X
LSITJZO,O,X,O,X,X,X,X,X,O,X,X,X
LSITJOZ,O,X,X,X,X,X,X,X,O,X,X,X
LSITZJO,O,X,O,X,X,X,X,X,O,X,X,X
LSITZOJ,O,X,O,X,X,X,X,X,O,X,X,X
LSITOJZ,O,X,X,X,X,X,X,X,O,X,X,X
LSITOZJ,O,X,O,X,X,X,X,X,O,X,X,X
LSIJTZO,X,X,O,X,X,X,X,X,O,X,O,X
LSIJTOZ,X,X,X,X,X,X,X,X,O,X,O,X
LSIJZTO,X,X,O,X,X,X,X,X,O,X,O,X
LSIJZOT,O,X,X,X,X,X,X,X,O,X,O,X
LSIJOTZ,X,X,X,X,X,X,X,X,O,X,O,X
LSIJOZT,O,X,X,X,X,X,X,X,O,X,O,X
LSIZTJO,O,X,O,X,X,X,X,X,O,X,X,X
LSIZTOJ,O,X,O,X,X,X,X,X,O,X,X,X
LSIZJTO,X,X,O,X,X,X,X,X,O,X,O,X
LSIZJOT,O,X,X,X,X,X,X,X,O,X,O,X
LSIZOTJ,O,X,O,X,O,X,X,X,O,X,X,X
LSIZOJT,O,X,X,X,O,X,X,X,O,X,X,X
LSIOTJZ,O,X,X,X,X,X,X,X,O,X,X,X
LSIOTZJ,O,X,O,X,X,X,X,X,O,X,X,X
LSIOJTZ,X,X,X,X,X,X,X,X,O,X,X,X
LSIOJZT,O,X,X,X,X,X,X,X,O,X,X,X
LSIOZTJ,O,X,O,X,O,X,X,X,O,X,X,X
LSIOZJT,O,X,X,X,O,X,X,X,O,X,X,X
LSJTIZO,O,X,O,O,O,X,X,X,O,X,X,X
LSJTIOZ,O,X,X,O,O,X,X,X,O,X,X,X
LSJTZIO,O,X,O,O,O,X,X,X,O,X,X,X
LSJTZOI,O,X,O,O,O,X,X,X,X,X,X,X
LSJTOIZ,O,X,X,O,O,X,X,X,X,X,X,X
LSJTOZI,O,X,X,O,O,X,X,X,X,X,X,X
LSJITZO,X,X,O,X,X,X,X,X,O,X,X,X
LSJITOZ,X,X,X,X,X,X,X,X,O,X,X,X
LSJIZTO,X,X,O,X,X,X,X,X,O,X,X,X
LSJIZOT,O,X,X,X,O,X,X,X,O,X,X,X
LSJIOTZ,X,X,X,X,X,X,X,X,O,X,X,X
LSJIOZT,O,X,X,X,O,X,X,X,O,X,X,X
LSJZTIO,O,X,O,O,O,X,X,X,O,X,X,X
LSJZTOI,O,X,O,O,O,X,X,X,X,X,X,X
LSJZITO,X,X,O,X,X,X,X,X,O,X,X,X
LSJZIOT,O,X,X,X,O,X,X,X,O,X,X,X
LSJZOTI,O,X,X,X,O,X,X,X,X,X,X,X
LSJZOIT,O,X,X,X,O,X,X,X,O,X,X,X
LSJOTIZ,O,X,X,X,O,X,X,X,X,X,X,X
LSJOTZI,O,X,X,X,O,X,X,X,X,X,X,X
LSJOITZ,X,X,X,X,X,X,X,X,O,X,X,X
LSJOIZT,O,X,X,X,O,X,X,X,O,X,X,X
LSJOZTI,O,X,X,X,O,X,X,X,X,X,X,X
LSJOZIT,O,X,X,X,O,X,X,X,O,X,X,X
LSZTIJO,O,X,O,X,X,X,X,X,O,X,X,X
LSZTIOJ,O,X,O,X,O,X,X,X,O,X,X,X
LSZTJIO,O,X,O,O,O,X,X,X,O,X,X,X
LSZTJOI,O,X,O,O,O,X,X,X,X,X,X,X
LSZTOIJ,O,X,O,X,O,X,X,X,O,X,X,X
LSZTOJI,O,X,O,X,O,X,X,X,X,X,X,X
LSZITJO,O,X,O,X,X,X,X,X,O,X,X,X
LSZITOJ,O,X,O,X,X,X,X,X,O,X,X,X
LSZIJTO,X,X,O,X,X,X,X,X,O,X,O,X
LSZIJOT,O,X,X,X,X,X,X,X,O,X,O,X
LSZIOTJ,O,X,O,X,O,X,X,X,O,X,X,X
LSZIOJT,O,X,X,X,O,X,X,X,O,X,X,X
LSZJTIO,O,X,O,O,O,X,X,X,O,X,X,X
LSZJTOI,O,X,O,O,O,X,X,X,X,X,X,X
LSZJITO,X,X,O,X,X,X,X,X,O,X,X,X
LSZJIOT,O,X,X,X,O,X,X,X,O,X,X,X
LSZJOTI,O,X,X,X,O,X,X,X,X,X,X,X
LSZJOIT,O,X,X,X,O,X,X,X,O,X,X,X
LSZOTIJ,O,X,O,X,O,X,X,X,O,X,X,X
LSZOTJI,O,X,O,X,O,X,X,X,X,X,X,X
LSZOITJ,O,X,O,X,O,X,X,X,O,X,X,X
LSZOIJT,O,X,O,X,O,X,X,X,O,X,X,X
LSZOJTI,O,X,O,X,O,X,X,X,X,X,X,X
LSZOJIT,O,X,O,X,O,X,X,X,O,X,X,X
LSOTIJZ,O,X,O,X,X,X,X,X,O,X,X,X
LSOTIZJ,O,X,O,X,O,X,X,X,O,X,X,X
LSOTJIZ,O,X,O,X,O,X,X,X,X,X,X,X
LSOTJZI,O,X,O,X,O,X,X,X,X,X,X,X
LSOTZIJ,O,X,O,X,O,X,X,X,O,X,X,X
LSOTZJI,O,X,O,X,O,X,X,X,X,X,X,X
LSOITJZ,O,X,O,X,X,X,X,X,O,X,X,X
LSOITZJ,O,X,O,X,X,X,X,X,O,X,X,X
LSOIJTZ,X,X,O,X,X,X,X,X,O,X,X,X
LSOIJZT,O,X,O,X,X,X,X,X,O,X,X,X
LSOIZTJ,O,X,O,X,O,X,X,X,O,X,X,X
LSOIZJT,O,X,O,X,O,X,X,X,O,X,X,X
LSOJTIZ,O,X,O,X,O,X,X,X,X,X,X,X
LSOJTZI,O,X,O,X,O,X,X,X,X,X,X,X
LSOJITZ,X,X,O,X,X,X,X,X,O,X,X,X
LSOJIZT,O,X,O,X,O,X,X,X,O,X,X,X
LSOJZTI,O,X,O,X,O,X,X,X,X,X,X,X
LSOJZIT,O,X,O,X,O,X,X,X,O,X,X,X
LSOZTIJ,O,X,O,X,O,X,X,X,O,X,X,X
LSOZTJI,O,X,O,X,O,X,X,X,X,X,X,X
LSOZITJ,O,X,O,X,O,X,X,X,O,X,X,X
LSOZIJT,O,X,O,X,O,X,X,X,O,X,X,X
LSOZJTI,O,X,O,X,O,X,X,X,X,X,X,X
LSOZJIT,O,X,O,X,O,X,X,X,O,X,X,X
LZTIJSO,X,X,X,X,O,X,O,X,O,X,X,X
LZTIJOS,O,O,X,X,O,X,X,O,X,X,X,X
LZTISJO,O,X,O,X,X,O,O,X,O,X,X,X
LZTISOJ,O,X,O,X,O,O,O,X,O,X,X,X
LZTIOJS,O,X,X,X,O,X,X,X,X,X,X,X
LZTIOSJ,O,X,X,X,O,O,O,X,X,X,X,X
LZTJISO,X,X,X,X,O,X,O,O,O,X,X,X
LZTJIOS,O,O,X,X,O,X,X,O,X,X,X,X
LZTJSIO,O,O,O,O,O,X,X,O,O,X,X,X
LZTJSOI,O,O,O,O,O,X,X,O,X,X,X,X
LZTJOIS,O,O,X,X,O,X,X,O,X,X,X,X
LZTJOSI,O,O,X,X,O,X,X,O,X,X,X,X
LZTSIJO,O,X,O,X,X,O,X,X,O,X,X,X
LZTSIOJ,O,X,O,X,O,O,X,X,O,X,X,X
LZTSJIO,O,X,O,O,O,X,X,X,O,X,X,X
LZTSJOI,O,X,O,O,O,X,X,X,X,X,X,X
LZTSOIJ,O,X,O,X,O,X,X,X,O,X,X,X
LZTSOJI,O,X,O,X,O,X,X,X,X,X,X,X
LZTOIJS,O,X,X,X,O,X,X,X,X,X,X,X
LZTOISJ,O,X,X,X,O,O,O,X,X,O,X,X
LZTOJIS,O,X,X,X,O,X,X,X,X,X,X,X
LZTOJSI,O,X,X,X,O,X,X,X,X,X,X,X
LZTOSIJ,O,X,O,X,O,O,X,X,X,O,X,X
LZTOSJI,O,X,O,X,O,X,X,X,X,X,X,X
LZITJSO,X,X,X,X,O,X,O,X,O,X,X,X
LZITJOS,O,O,X,X,O,X,X,O,X,X,X,O
LZITSJO,O,X,O,X,X,O,O,X,O,X,X,X
LZITSOJ,O,X,O,X,O,O,O,X,O,X,X,X
LZITOJS,O,X,X,X,O,X,X,X,X,X,X,X
LZITOSJ,O,X,X,X,O,O,O,X,X,X,X,X
LZIJTSO,X,X,X,X,O,X,O,X,O,X,O,X
LZIJTOS,X,O,X,X,O,X,X,O,X,X,O,O
LZIJSTO,X,X,X,X,X,X,X,X,O,X,O,O
LZIJSOT,X,X,X,X,O,X,X,O,O,X,O,O
LZIJOTS,O,O,X,X,O,X,X,O,X,X,O,O
LZIJOST,O,X,X,X,O,X,X,O,O,X,O,O
LZISTJO,O,X,O,X,X,O,O,X,O,X,X,X
LZISTOJ,O,X,O,X,X,O,O,X,O,X,X,X
LZISJTO,X,X,O,X,X,X,X,X,O,X,O,X
LZISJOT,O,X,X,X,X,X,X,X,O,X,O,O
LZISOTJ,O,X,O,X,O,X,O,X,O,X,X,X
LZISOJT,O,X,X,X,O,X,X,X,O,X,X,X
LZIOTJS,O,X,X,X,O,X,X,X,X,X,X,X
LZIOTSJ,O,X,X,X,O,X,O,X,X,O,X,X
LZIOJTS,O,O,X,X,O,X,X,O,X,X,O,O
LZIOJST,O,X,X,X,O,X,X,O,O,X,O,O
LZIOSTJ,O,X,X,X,O,X,O,X,O,X,X,X
LZIOSJT,O,X,X,X,O,X,X,X,O,X,X,X
LZJTISO,X,X,X,X,O,X,O,O,O,X,X,X
LZJTIOS,O,O,X,X,O,X,X,O,X,X,X,X
LZJTSIO,O,O,O,O,O,X,X,O,O,X,X,X
LZJTSOI,O,O,O,O,O,X,X,O,X,X,X,X
LZJTOIS,O,O,X,X,O,X,X,O,X,X,X,X
LZJTOSI,O,O,X,X,O,X,X,O,X,X,X,X
LZJITSO,X,X,X,X,O,X,O,O,O,X,X,X
LZJITOS,X,O,X,X,O,X,X,O,X,X,X,X
LZJISTO,X,X,X,X,X,X,X,X,O,X,X,O
LZJISOT,X,X,X,X,O,X,X,O,O,X,X,O
LZJIOTS,O,O,X,X,O,X,X,O,X,X,X,X
LZJIOST,O,X,X,X,O,X,X,O,O,X,X,O
LZJSTIO,O,X,O,O,O,X,X,O,O,X,X,X
LZJSTOI,O,X,O,O,O,X,X,O,X,X,X,X
LZJSITO,X,X,O,X,X,X,X,X,O,X,X,O
LZJSIOT,O,X,X,X,O,X,X,O,O,X,X,O
LZJSOTI,O,X,X,X,O,X,X,O,X,X,X,X
LZJSOIT,O,X,X,X,O,X,X,O,O,X,X,O
LZJOTIS,O,O,X,X,O,X,X,O,X,X,X,X
LZJOTSI,O,O,X,X,O,X,X,O,X,X,X,X
LZJOITS,O,O,X,X,O,X,X,O,X,X,X,X
LZJOIST,O,X,X,X,O,X,X,O,O,X,X,O
LZJOSTI,O,X,X,X,O,X,X,O,X,X,X,X
LZJOSIT,O,X,X,X,O,X,X,O,O,X,X,O
LZSTIJO,O,X,O,X,X,X,X,X,O,X,X,X
LZSTIOJ,O,X,O,X,O,X,X,X,O,X,X,X
LZSTJIO,O,X,O,O,O,X,X,X,O,X,X,X
LZSTJOI,O,X,O,O,O,X,X,X,X,X,X,X
LZSTOIJ,O,X,O,X,O,X,X,X,O,X,X,X
LZSTOJI,O,X,O,X,O,X,X,X,X,X,X,X
LZSITJO,O,X,O,X,X,X,X,X,O,X,X,X
LZSITOJ,O,X,O,X,X,X,X,X,O,X,X,X
LZSIJTO,X,X,O,X,X,X,X,X,O,X,O,X
LZSIJOT,O,X,X,X,X,X,X,X,O,X,O,X
LZSIOTJ,O,X,O,X,O,X,X,X,O,X,X,X
LZSIOJT,O,X,X,X,O,X,X,X,O,X,X,X
LZSJTIO,O,X,O,O,O,X,X,X,O,X,X,X
LZSJTOI,O,X,O,O,O,X,X,X,X,X,X,X
LZSJITO,X,X,O,X,X,X,X,X,O,X,X,X
LZSJIOT,O,X,X,X,O,X,X,X,O,X,X,X
LZSJOTI,O,X,X,X,O,X,X,X,X,X,X,X
LZSJOIT,O,X,X,X,O,X,X,X,O,X,X,X
LZSOTIJ,O,X,O,X,O,X,X,X,O,X,X,X
LZSOTJI,O,X,O,X,O,X,X,X,X,X,X,X
LZSOITJ,O,X,O,X,O,X,X,X,O,X,X,X
LZSOIJT,O,X,O,X,O,X,X,X,O,X,X,X
LZSOJTI,O,X,O,X,O,X,X,X,X,X,X,X
LZSOJIT,O,X,O,X,O,X,X,X,O,X,X,X
LZOTIJS,O,X,X,X,O,X,X,X,X,X,X,X
LZOTISJ,O,X,O,X,O,O,O,X,X,O,X,X
LZOTJIS,O,X,X,X,O,X,X,X,X,X,X,X
LZOTJSI,O,X,O,X,O,X,X,X,X,X,X,X
LZOTSIJ,O,X,O,X,O,O,X,X,X,O,X,X
LZOTSJI,O,X,O,X,O,X,X,X,X,X,X,X
LZOITJS,O,X,X,X,O,X,X,X,X,X,X,X
LZOITSJ,O,X,O,X,O,O,O,X,X,O,X,X
LZOIJTS,O,O,X,X,O,X,X,O,X,X,O,X
LZOIJST,O,X,X,X,O,X,X,O,O,X,O,X
LZOISTJ,O,X,O,X,O,O,O,X,O,X,X,X
LZOISJT,O,X,O,X,O,X,X,X,O,X,X,X
LZOJTIS,O,O,X,X,O,X,X,O,X,X,X,X
LZOJTSI,O,O,O,X,O,X,X,O,X,X,X,X
LZOJITS,O,O,X,X,O,X,X,O,X,X,X,X
LZOJIST,O,X,X,X,O,X,X,O,O,X,X,O
LZOJSTI,O,X,O,X,O,X,X,O,X,X,X,X
LZOJSIT,O,X,O,X,O,X,X,O,O,X,X,O
LZOSTIJ,O,X,O,X,O,X,X,X,O,X,X,X
LZOSTJI,O,X,O,X,O,X,X,X,X,X,X,X
LZOSITJ,O,X,O,X,O,X,X,X,O,X,X,X
LZOSIJT,O,X,O,X,O,X,X,X,O,X,X,X
LZOSJTI,O,X,O,X,O,X,X,X,X,X,X,X
LZOSJIT,O,X,O,X,O,X,X,X,O,X,X,X
LOTIJSZ,X,X,X,X,O,X,X,X,X,X,X,X
LOTIJZS,O,X,X,X,O,X,X,X,X,X,X,X
LOTISJZ,O,X,O,X,X,X,O,X,X,O,X,X
LOTISZJ,O,X,O,X,O,O,O,X,X,O,X,X
LOTIZJS,O,X,X,X,O,X,X,X,X,X,X,X
LOTIZSJ,O,X,O,X,O,O,O,X,X,O,X,X
