sequence,v115@5gD8GeC8FeF8FeE8CeD8JeO/IvhFxbBflB0gBlhBzq?BCsB,v115@5gD8GeC8FeF8FeE8CeD8Jex6IvhF0cBTfBlgB/qBOr?BCsB,v115@5gD8GeC8FeF8FeE8CeD8Jex6IvhFTfB0gBlhB/qBOr?BCsB,v115@5gD8GeC8FeF8FeE8CeD8Jex6IvhFTfB0gBlhB2qBCs?BXrB,v115@5gD8GeC8FeF8FeE8CeD8Jex6IvhF0cBTfBlgB2qBCs?BXrB,v115@5gD8GeC8FeF8FeE8CeD8JeO/IvhFxbBzfBfmBlhB0q?BCsB,v115@5gD8GeC8FeF8FeE8CeD8Jex6IvhF0cBTfBlgB/qBKr?BWxB,v115@5gD8GeC8FeF8FeE8CeD8JeO/IvhF8fBqgBlhB/qBxr?BTrB,v115@5gD8GeC8FeF8FeE8CeD8JeO/IvhFflB0gBlhB6qBxr?BTrB,v115@5gD8GeC8FeF8FeE8CeD8Jem6IvhFCcBTfBlhB/qBxr?BUrB,v115@5gD8GeC8FeF8FeE8CeD8JeT6IvhFxbBykBfmBWsB0q?BlrB,v115@5gD8GeC8FeF8FeE8CeD8Jex6IvhF0cBTfB/qBFmBCs?BmqB,v115@5gD8GeC8FeF8FeE8CeD8JeT6IvhF1hBmkBCmBxrB/q?BUrB,v115@5gD8GeC8FeF8FeE8CeD8JeT6IvhF2gB3hBxkBFmB0q?BCsB,v115@5gD8GeC8FeF8FeE8CeD8Je06IvhF2kBlhB3lBxrB6q?BTrB,v115@5gD8GeC8FeF8FeE8CeD8JeK/IvhFfgBxbBzgB+rBUn?BlqB,v115@5gD8GeC8FeF8FeE8CeD8JeT/IvhF0gBlhBmfB3lBxr?BSwB,v115@5gD8GeC8FeF8FeE8CeD8JeO/IvhF8fBCcBTlBxrBXr?BlrB,v115@5gD8GeC8FeF8FeE8CeD8Jex7IvhFmfBfmBlhBTfB0q?BCsB
TJIOSZL,O,X,X,X,O,X,X,X,O,O,X,X,X,X,O,X,X,X,X
TJIOZLS,X,X,X,O,O,X,X,X,X,O,X,X,O,X,X,X,O,X,X
TJIOZSL,O,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X
TJLISZO,O,X,X,X,O,X,X,X,O,O,X,X,O,X,O,O,X,X,X
TJLISOZ,O,X,X,X,X,X,X,X,X,O,X,X,O,X,O,O,X,X,X
TJLIZSO,O,X,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X
TJLIZOS,O,X,X,O,O,X,O,X,X,X,X,X,O,X,X,X,X,X,X
TJLIOSZ,O,X,X,X,O,X,X,X,X,O,X,X,O,X,X,O,X,X,X
TJLIOZS,O,X,X,O,O,X,O,X,X,O,O,X,O,X,X,X,X,X,X
TJLSIZO,O,X,X,X,O,X,O,X,O,X,X,X,X,X,X,O,X,X,X
TJLSIOZ,O,X,X,X,O,X,O,X,X,O,X,X,X,X,X,O,X,X,X
TJLSZIO,O,X,X,X,O,X,O,X,O,X,X,X,X,X,X,O,X,X,X
TJLSZOI,O,X,O,O,O,X,O,X,O,O,X,X,X,X,X,O,X,X,X
TJLSOIZ,O,X,X,X,O,X,O,X,X,O,X,X,X,X,X,O,X,X,X
TJLSOZI,O,X,O,O,O,X,O,X,X,O,X,X,X,X,X,O,X,X,X
TJLZISO,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TJLZIOS,O,X,X,O,O,X,O,X,X,X,O,X,X,X,X,X,X,X,X
TJLZSIO,O,X,X,X,O,O,O,X,X,X,O,X,X,X,X,O,X,X,X
TJLZSOI,O,X,X,O,O,O,O,X,X,X,O,X,X,X,X,O,X,X,X
TJLZOIS,O,X,X,O,O,O,O,X,X,X,O,X,X,X,X,X,X,X,X
TJLZOSI,O,O,X,O,O,O,O,X,X,X,O,X,X,X,X,O,X,X,X
TJLOISZ,O,X,X,X,O,X,X,X,X,O,X,X,O,X,X,O,X,X,X
TJLOIZS,O,X,X,O,O,O,O,X,X,O,O,X,O,X,X,X,X,X,X
TJLOSIZ,O,X,X,X,O,X,O,X,X,O,X,X,X,X,X,O,X,X,X
TJLOSZI,O,X,O,O,O,X,O,X,X,O,X,X,X,X,X,O,X,X,X
TJLOZIS,O,X,X,O,O,O,O,X,X,O,O,X,X,X,X,X,X,X,X
TJLOZSI,O,O,X,O,O,O,O,X,X,O,O,X,X,X,X,O,X,X,X
TJSILZO,O,O,X,X,X,X,X,X,O,X,X,X,O,X,O,X,X,X,X
TJSILOZ,O,X,X,X,X,X,X,X,X,O,X,X,O,X,O,X,X,X,X
TJSIZLO,O,O,X,X,X,X,X,X,O,X,X,X,X,X,O,X,X,X,X
TJSIZOL,O,O,X,X,O,X,X,X,O,X,X,X,X,X,O,X,X,X,X
TJSIOLZ,O,O,X,X,X,X,X,X,X,X,X,X,O,X,O,X,X,X,X
TJSIOZL,O,O,X,X,X,X,X,X,O,X,X,X,X,X,O,X,X,X,X
TJSLIZO,O,O,X,X,X,X,O,X,O,X,X,X,X,X,X,O,X,X,X
TJSLIOZ,O,X,X,X,X,X,O,X,X,O,X,X,X,X,X,O,X,X,X
TJSLZIO,O,O,X,X,X,X,O,O,O,X,X,X,X,X,X,O,X,X,X
TJSLZOI,O,O,X,X,X,X,O,O,O,O,X,X,X,X,X,O,X,X,X
TJSLOIZ,O,O,X,X,X,X,O,X,X,O,X,X,X,X,X,O,X,X,X
TJSLOZI,O,O,X,X,X,X,O,X,X,O,X,X,X,X,X,O,X,X,X
TJSZILO,O,O,X,X,X,X,X,X,O,X,X,X,X,X,O,X,X,X,X
TJSZIOL,O,O,X,X,O,X,X,X,O,X,X,X,X,X,O,X,X,X,X
TJSZLIO,O,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
TJSZLOI,O,O,X,X,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X
TJSZOIL,O,O,O,O,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X
TJSZOLI,O,O,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
TJSOILZ,O,O,X,X,X,X,O,X,X,O,X,X,O,X,X,X,X,X,X
TJSOIZL,O,O,X,X,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X
TJSOLIZ,O,O,X,X,X,X,O,X,X,O,X,X,X,X,X,O,X,X,X
TJSOLZI,O,O,X,X,X,X,O,X,X,O,X,X,X,X,X,O,X,X,X
TJSOZIL,O,O,O,O,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X
TJSOZLI,O,O,O,O,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X
TJZILSO,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
TJZILOS,O,X,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X
TJZISLO,O,X,X,X,X,X,X,O,O,X,X,X,X,X,O,X,X,X,X
TJZISOL,O,X,X,X,O,X,X,X,O,X,X,X,X,X,O,X,X,X,X
TJZIOLS,X,X,X,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X
TJZIOSL,O,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TJZLISO,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TJZLIOS,O,X,X,O,O,X,O,X,X,X,O,X,X,X,X,X,X,X,X
TJZLSIO,O,X,X,X,X,O,O,X,X,X,O,X,X,X,X,O,X,X,X
TJZLSOI,O,X,X,O,X,O,O,X,X,X,O,X,X,X,X,O,X,X,X
TJZLOIS,O,X,X,O,O,O,O,X,X,X,O,X,X,X,X,X,X,X,X
TJZLOSI,O,O,X,O,X,O,O,X,X,X,O,X,X,X,X,O,X,X,X
TJZSILO,O,O,X,X,X,O,X,O,O,X,O,X,X,X,O,X,X,X,X
TJZSIOL,O,O,X,X,O,O,X,X,O,X,X,X,X,X,O,X,X,X,X
TJZSLIO,O,O,X,X,X,O,X,O,O,X,O,X,X,X,X,X,X,X,X
TJZSLOI,O,O,X,X,X,O,X,O,O,X,O,X,X,X,X,X,X,X,X
TJZSOIL,O,O,X,O,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X
TJZSOLI,O,O,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
TJZOILS,X,X,X,O,O,O,O,X,X,X,X,X,O,X,X,X,X,O,X
TJZOISL,O,O,X,O,O,O,O,X,X,X,X,X,X,X,X,X,X,O,X
TJZOLIS,X,X,X,O,O,O,O,X,X,X,X,X,X,X,X,X,X,O,X
TJZOLSI,X,O,X,O,X,O,O,X,X,X,X,X,X,X,X,O,X,X,X
TJZOSIL,O,O,X,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X
TJZOSLI,O,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
TJOILSZ,O,X,X,X,O,X,X,X,X,O,X,X,O,X,X,O,X,X,X
TJOILZS,O,X,X,O,O,O,O,X,X,O,X,X,O,X,X,X,X,X,X
TJOISLZ,O,X,X,X,X,X,O,X,X,O,X,X,O,X,O,X,X,X,X
TJOISZL,O,X,X,X,O,X,O,X,O,O,X,X,X,X,O,X,X,X,X
TJOIZLS,X,X,X,O,O,O,O,X,X,O,X,X,O,X,X,X,O,X,X
TJOIZSL,O,O,X,O,O,O,O,X,X,X,X,X,X,X,X,X,O,X,X
TJOLISZ,O,X,X,X,O,X,X,X,X,O,X,X,O,X,X,O,X,X,X
TJOLIZS,O,X,X,O,O,O,O,X,X,O,X,X,O,X,X,X,X,X,X
TJOLSIZ,O,X,X,X,O,X,O,X,X,O,X,X,X,X,X,O,X,X,X
TJOLSZI,O,X,O,O,O,X,O,X,X,O,X,X,X,X,X,O,X,X,X
TJOLZIS,O,X,X,O,O,O,O,X,X,O,X,X,X,X,X,X,X,X,X
TJOLZSI,O,O,X,O,O,O,O,X,X,O,X,X,X,X,X,O,X,X,X
TJOSILZ,O,O,X,X,X,X,O,X,X,O,X,X,O,X,X,X,X,X,X
TJOSIZL,O,O,X,X,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X
TJOSLIZ,O,O,X,X,X,X,O,X,X,O,X,X,X,X,X,O,X,X,X
TJOSLZI,O,O,X,X,X,X,O,X,X,O,X,X,X,X,X,O,X,X,X
TJOSZIL,O,O,O,O,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X
TJOSZLI,O,O,O,O,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X
TJOZILS,X,X,X,O,O,O,O,X,X,O,X,X,O,X,X,X,X,X,X
TJOZISL,O,O,X,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X
TJOZLIS,X,X,X,O,O,O,O,X,X,O,X,X,X,X,X,X,X,X,X
TJOZLSI,X,O,X,O,X,O,O,X,X,O,X,X,X,X,X,O,X,X,X
TJOZSIL,O,O,X,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X
TJOZSLI,O,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
TSILJZO,O,X,X,X,X,X,X,O,O,O,X,X,O,X,O,X,X,X,X
TSILJOZ,O,X,X,X,X,X,X,X,X,O,X,X,O,X,O,X,X,X,X
TSILZJO,O,X,X,X,X,X,X,O,O,O,X,X,X,O,X,X,X,X,X
TSILZOJ,O,O,X,X,X,X,O,O,X,O,X,X,X,O,X,X,X,X,X
TSILOJZ,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
TSILOZJ,O,X,X,X,X,X,X,O,X,O,X,X,X,O,X,X,X,X,X
TSIJLZO,O,X,X,X,X,X,X,O,O,O,X,X,O,X,O,X,X,X,X
TSIJLOZ,O,X,X,X,X,X,X,X,X,O,X,X,O,X,O,X,X,X,X
TSIJZLO,O,X,X,X,X,X,X,X,O,O,X,X,X,X,O,X,X,X,X
TSIJZOL,O,O,X,X,X,X,O,X,O,O,X,X,X,X,O,X,X,X,X
TSIJOLZ,O,X,X,X,X,X,X,X,X,O,X,X,O,X,O,X,X,X,X
TSIJOZL,O,X,X,X,X,X,X,X,O,O,X,X,X,X,O,X,X,X,X
TSIZLJO,O,X,X,X,X,X,X,O,O,O,X,X,X,X,X,X,X,X,X
TSIZLOJ,X,O,X,X,X,X,O,O,X,O,X,X,X,X,X,X,X,X,X
TSIZJLO,O,X,X,X,X,X,X,O,O,O,X,X,X,X,O,X,X,X,X
TSIZJOL,O,O,X,X,X,X,O,X,O,O,X,X,X,O,O,X,X,X,X
TSIZOLJ,X,O,O,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X
TSIZOJL,O,O,O,X,X,X,O,X,O,O,X,X,X,O,X,X,O,X,X
TSIOLJZ,O,X,X,X,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X
TSIOLZJ,X,O,X,X,X,X,O,O,X,O,X,O,X,O,X,X,X,X,X
TSIOJLZ,O,X,X,X,X,X,X,X,X,O,X,O,X,X,O,X,X,X,X
TSIOJZL,O,O,X,X,X,X,O,X,O,O,X,X,X,X,O,X,X,X,X
TSIOZLJ,X,O,O,X,X,X,O,X,X,O,X,O,X,X,X,X,X,X,X
TSIOZJL,O,O,O,X,X,X,O,X,O,O,X,X,X,O,X,X,O,X,X
TSLIJZO,O,O,X,X,X,X,O,O,O,O,X,X,X,X,X,X,X,X,X
TSLIJOZ,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
TSLIZJO,O,O,X,X,X,X,O,O,O,O,X,X,X,O,X,X,X,X,X
TSLIZOJ,O,O,O,X,X,X,O,O,X,O,X,O,X,O,X,X,X,X,X
TSLIOJZ,O,O,X,X,X,X,O,X,X,O,X,O,X,X,X,X,X,X,X
TSLIOZJ,O,O,O,X,X,X,O,O,X,O,X,O,X,O,X,X,X,X,X
TSLJIZO,O,O,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X
TSLJIOZ,O,O,X,X,X,X,X,X,X,O,X,X,X,O,X,X,X,X,X
TSLJZIO,O,O,X,X,X,X,O,O,O,X,X,X,X,X,X,X,X,X,X
TSLJZOI,O,O,O,O,X,X,O,O,O,O,X,O,X,X,X,X,X,X,X
TSLJOIZ,O,O,X,X,X,X,O,X,X,O,X,O,X,X,X,X,X,X,X
TSLJOZI,O,O,O,O,X,X,O,X,X,O,X,O,X,X,X,X,X,X,X
TSLZIJO,O,O,X,X,X,X,O,O,X,X,X,X,X,O,X,X,X,X,X
TSLZIOJ,O,O,O,X,X,X,O,O,X,X,X,O,X,O,X,X,X,X,X
TSLZJIO,O,O,X,X,X,X,O,O,O,X,X,X,X,O,X,X,X,X,X
TSLZJOI,O,O,O,X,X,X,O,O,O,O,X,O,X,X,X,X,X,X,X
TSLZOIJ,O,O,O,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X
TSLZOJI,O,O,O,X,X,X,O,O,X,O,X,O,X,X,X,X,X,X,X
TSLOIJZ,O,O,X,X,X,X,O,X,X,O,X,O,X,X,X,X,X,X,X
TSLOIZJ,O,O,O,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X
TSLOJIZ,O,O,X,X,X,X,O,X,X,O,X,O,X,X,X,X,X,X,X
TSLOJZI,O,O,O,O,X,X,O,X,X,O,X,O,X,X,X,X,X,X,X
TSLOZIJ,O,O,O,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X
TSLOZJI,O,O,O,X,X,X,O,O,X,O,X,O,X,X,X,X,X,X,X
TSJILZO,O,O,X,X,X,X,X,X,O,O,X,X,O,X,O,X,X,X,X
TSJILOZ,O,X,X,X,X,X,X,X,X,O,X,X,O,X,O,X,X,X,X
TSJIZLO,O,O,X,X,X,X,X,X,O,O,X,X,X,X,O,X,X,X,X
TSJIZOL,O,O,X,X,X,X,O,X,O,O,X,X,X,X,O,X,X,X,X
TSJIOLZ,O,O,X,X,X,X,X,X,X,O,X,X,O,O,O,X,X,X,X
TSJIOZL,O,O,X,X,X,X,X,X,O,X,X,X,X,O,O,X,X,X,X
TSJLIZO,O,O,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X
TSJLIOZ,O,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X
TSJLZIO,O,O,X,X,X,X,O,O,O,X,X,X,X,X,X,X,X,X,X
TSJLZOI,O,O,X,X,X,X,O,O,O,O,X,X,X,X,X,X,X,X,X
TSJLOIZ,O,O,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X
TSJLOZI,O,O,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X
TSJZILO,O,O,X,X,X,X,X,X,O,X,X,X,X,X,O,X,X,X,X
TSJZIOL,O,O,X,X,X,X,O,X,O,X,X,X,X,X,O,X,X,X,X
TSJZLIO,O,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
TSJZLOI,O,O,X,X,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X
TSJZOIL,O,O,O,O,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X
TSJZOLI,O,O,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
TSJOILZ,O,O,X,X,X,X,O,X,X,O,X,O,O,X,X,X,X,X,X
TSJOIZL,O,O,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X
TSJOLIZ,O,O,X,X,X,X,O,X,X,O,X,O,X,X,X,X,X,X,X
TSJOLZI,O,O,X,X,X,X,O,X,X,O,X,O,X,X,X,X,X,X,X
TSJOZIL,O,O,O,O,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X
TSJOZLI,O,O,O,O,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X
TSZILJO,O,X,X,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X
TSZILOJ,X,O,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X
TSZIJLO,O,X,X,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X
TSZIJOL,O,O,X,X,X,X,O,X,O,X,X,X,X,O,X,X,X,X,X
TSZIOLJ,X,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
TSZIOJL,O,O,O,X,X,X,O,X,O,X,X,X,X,O,X,X,X,X,X
TSZLIJO,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
TSZLIOJ,O,O,O,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X
TSZLJIO,O,X,X,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X
TSZLJOI,O,X,O,X,X,X,X,O,O,O,X,X,X,X,X,X,X,X,X
TSZLOIJ,O,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
TSZLOJI,O,X,O,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X
TSZJILO,O,X,X,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X
TSZJIOL,O,O,X,X,X,X,O,X,O,X,X,X,X,O,X,X,X,X,X
TSZJLIO,O,X,X,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X
TSZJLOI,O,X,X,X,X,X,X,O,O,O,X,X,X,X,X,X,X,X,X
TSZJOIL,O,O,O,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X
TSZJOLI,O,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
TSZOILJ,X,O,O,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X
TSZOIJL,O,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
TSZOLIJ,X,O,O,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X
TSZOLJI,X,X,O,X,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X
TSZOJIL,O,O,O,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X
TSZOJLI,O,X,O,X,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X
TSOILJZ,O,O,X,X,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X
TSOILZJ,X,O,O,X,X,X,O,X,X,O,X,O,X,X,X,X,X,X,X
TSOIJLZ,O,O,X,X,X,X,O,X,X,O,X,O,X,X,X,X,X,X,X
TSOIJZL,O,O,X,X,X,X,O,X,O,O,X,X,X,X,X,X,X,X,X
TSOIZLJ,O,O,O,X,X,X,O,X,X,O,X,O,X,X,X,X,X,X,X
TSOIZJL,O,O,O,X,X,X,O,X,O,O,X,X,X,X,X,X,O,X,X
TSOLIJZ,O,O,X,X,X,X,O,X,X,O,X,O,X,X,X,X,X,X,X
TSOLIZJ,O,O,O,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X
TSOLJIZ,O,O,X,X,X,X,O,X,X,O,X,O,X,X,X,X,X,X,X
TSOLJZI,O,O,O,O,X,X,O,X,X,O,X,O,X,X,X,X,X,X,X
TSOLZIJ,O,O,O,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X
TSOLZJI,O,O,O,X,X,X,O,O,X,O,X,O,X,X,X,X,X,X,X
TSOJILZ,O,O,X,X,X,X,O,X,X,O,X,O,X,X,X,X,X,X,X
TSOJIZL,O,O,X,X,X,X,O,X,O,O,X,X,X,X,X,X,X,X,X
TSOJLIZ,O,O,X,X,X,X,O,X,X,O,X,O,X,X,X,X,X,X,X
TSOJLZI,O,O,X,X,X,X,O,X,X,O,X,O,X,X,X,X,X,X,X
TSOJZIL,O,O,O,O,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X
TSOJZLI,O,O,O,O,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X
TSOZILJ,O,O,O,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X
TSOZIJL,O,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
TSOZLIJ,O,O,O,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X
TSOZLJI,O,X,O,X,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X
TSOZJIL,O,O,O,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X
TSOZJLI,O,X,O,X,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X
TZILJSO,O,X,X,X,X,X,X,X,X,X,X,X,O,O,X,X,X,X,X
TZILJOS,O,X,X,X,X,X,X,X,X,X,X,X,O,O,X,X,X,X,X
TZILSJO,O,X,X,X,X,X,X,X,X,O,X,X,X,O,X,X,X,X,X
TZILSOJ,X,X,X,X,X,X,X,X,X,O,X,X,X,O,X,X,X,X,X
TZILOJS,O,X,X,X,X,X,X,X,X,O,X,X,X,O,X,X,O,X,X
TZILOSJ,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X
TZIJLSO,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
TZIJLOS,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
TZIJSLO,O,X,X,X,X,X,X,O,O,X,X,X,X,X,O,X,X,X,X
TZIJSOL,O,X,X,X,X,X,X,X,O,X,X,X,X,O,O,X,X,X,X
TZIJOLS,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,O,X,X
TZIJOSL,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,O,X,X
TZISLJO,X,X,X,X,X,X,X,O,O,O,X,X,X,X,X,X,X,X,X
TZISLOJ,X,X,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X
TZISJLO,O,X,X,X,X,X,X,O,O,O,X,X,X,X,O,X,X,X,X
TZISJOL,O,X,X,X,X,X,X,X,O,X,X,X,X,O,O,X,X,X,X
TZISOLJ,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
TZISOJL,X,X,X,X,X,X,X,X,O,O,X,X,X,O,X,X,O,X,X
TZIOLJS,X,X,X,X,X,X,X,X,X,O,X,X,X,O,X,X,O,X,X
TZIOLSJ,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X
TZIOJLS,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,O,X,X
TZIOJSL,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,O,X,X
TZIOSLJ,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
TZIOSJL,O,X,X,X,X,X,X,X,X,O,X,X,X,O,X,X,O,X,X
TZLIJSO,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X
TZLIJOS,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X
TZLISJO,O,X,X,X,X,X,X,X,X,O,X,X,X,O,X,X,X,X,X
TZLISOJ,X,X,X,X,X,X,X,X,X,O,X,X,X,O,X,X,X,X,X
TZLIOJS,O,X,X,X,X,X,X,X,X,O,O,X,X,O,X,X,X,X,X
TZLIOSJ,O,X,X,X,X,X,O,X,X,X,O,X,X,O,X,X,X,X,X
TZLJISO,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TZLJIOS,O,O,X,O,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X
TZLJSIO,O,O,X,X,O,O,X,X,X,X,O,X,X,X,X,X,X,X,O
TZLJSOI,O,O,X,O,O,O,X,X,X,X,O,X,X,X,X,X,X,X,O
TZLJOIS,O,O,X,O,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X
TZLJOSI,O,O,X,O,O,O,O,X,X,X,O,X,X,X,X,X,X,X,X
TZLSIJO,O,O,X,X,X,O,O,X,X,X,X,X,X,O,X,X,X,X,O
TZLSIOJ,O,O,O,X,X,O,O,X,X,X,O,X,X,O,X,X,X,X,O
TZLSJIO,O,O,X,X,X,O,O,X,X,X,X,X,X,O,X,X,X,X,O
TZLSJOI,O,O,O,X,X,O,O,X,X,O,X,X,X,X,X,X,X,X,O
TZLSOIJ,O,O,O,X,X,O,O,X,X,X,O,O,X,X,X,X,X,X,O
TZLSOJI,O,O,O,X,X,O,O,X,X,O,X,X,X,X,X,X,X,X,O
TZLOIJS,O,O,X,X,O,O,X,X,X,O,O,X,X,X,X,X,X,X,X
TZLOISJ,O,O,X,X,X,X,O,X,X,X,O,O,X,X,X,X,X,X,X
TZLOJIS,O,O,X,O,O,O,X,X,X,O,O,X,X,X,X,X,X,X,X
TZLOJSI,O,O,X,O,O,O,O,X,X,O,O,X,X,X,X,X,X,X,X
TZLOSIJ,O,O,O,X,X,O,O,X,X,X,O,O,X,X,X,X,X,X,X
TZLOSJI,O,O,O,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X
TZJILSO,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
TZJILOS,O,X,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X
TZJISLO,O,X,X,X,X,X,X,O,O,X,X,X,X,X,O,X,X,X,X
TZJISOL,O,X,X,X,O,X,X,X,O,X,X,X,X,X,O,X,X,X,X
TZJIOLS,X,X,X,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X
TZJIOSL,O,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TZJLISO,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TZJLIOS,O,X,X,X,O,X,O,X,X,X,O,X,X,X,X,X,X,X,X
TZJLSIO,O,X,X,X,X,O,O,X,X,X,O,X,X,X,X,X,X,X,O
TZJLSOI,O,X,X,X,X,O,O,X,X,X,O,X,X,X,X,X,X,X,O
TZJLOIS,O,X,X,O,O,O,O,X,X,X,O,X,X,X,X,X,X,X,X
TZJLOSI,O,O,X,O,X,O,O,X,X,X,O,X,X,X,X,X,X,X,X
TZJSILO,O,O,X,X,X,O,X,O,O,X,O,X,X,X,X,X,X,X,O
TZJSIOL,O,O,X,X,O,O,X,X,O,X,X,X,X,X,X,X,X,X,O
TZJSLIO,O,O,X,X,X,O,X,O,O,X,O,X,X,X,X,X,X,X,O
