sequence,v115@zgC8GeB8HeB8HeF8CeG8BeB8JeR8IvhFGeBTgBihBU?jBFnB3sB,v115@zgC8GeB8HeB8HeF8CeG8BeB8JeC8IvhFxdB2lBlhB3?iBcoBTsB,v115@zgC8GeB8HeB8HeF8CeG8BeB8Je37IvhF1hB0dB6jBx?lBmnBTsB,v115@zgC8GeB8HeB8HeF8CeG8BeB8JeG8IvhF/iBFeBigBc?oBRmBTsB,v115@zgC8GeB8HeB8HeF8CeG8BeB8JeC8IvhFxdB2lBlhBc?nBTjB3sB,v115@zgC8GeB8HeB8HeF8CeG8BeB8Jez7IvhFRdBSjB2lBF?nBXoBUsB,v115@zgC8GeB8HeB8HeF8CeG8BeB8JeaBJvhFGeBTgBRiBF?nBXoBUsB,v115@zgC8GeB8HeB8HeF8CeG8BeB8JecAJvhFxcB6jBXhBe?oBFnBTsB,v115@zgC8GeB8HeB8HeF8CeG8BeB8JeaBJvhFxdBTgBGjBF?nB8sBfsB,v115@zgC8GeB8HeB8HeF8CeG8BeB8JeG+IvhFigBRiBzgBF?nBXoBUsB
JOZTILS,O,O,O,X,X,X,X,X,O,X
JOZTISL,O,O,O,X,X,X,X,X,X,X
JOZTLIS,O,O,O,X,X,X,X,X,O,X
JOZTLSI,O,O,O,O,X,X,X,X,O,X
JOZTSIL,O,O,O,O,X,O,X,X,X,X
JOZTSLI,O,O,O,O,X,O,X,X,O,X
JOZITLS,O,O,O,X,X,X,X,X,O,X
JOZITSL,O,O,O,O,X,X,X,X,X,X
JOZILTS,O,O,O,O,X,X,X,X,O,X
JOZILST,O,O,O,O,O,X,X,X,X,X
JOZISTL,O,O,O,O,O,X,X,X,X,X
JOZISLT,O,O,O,O,O,X,X,X,X,X
JOZLTIS,O,O,O,O,X,X,X,X,O,X
JOZLTSI,O,O,O,O,X,X,X,X,O,X
JOZLITS,O,O,O,O,X,X,X,X,O,X
JOZLIST,O,O,O,O,O,X,X,X,X,X
JOZLSTI,O,O,O,O,O,X,X,O,O,X
JOZLSIT,O,O,O,O,O,X,X,O,X,X
JOZSTIL,O,O,O,O,O,O,X,O,X,X
JOZSTLI,O,O,O,O,O,O,X,O,O,X
JOZSITL,O,O,O,O,O,X,X,X,X,X
JOZSILT,O,O,O,O,O,X,X,O,X,X
JOZSLTI,O,O,O,O,O,O,X,O,O,X
JOZSLIT,O,O,O,O,O,O,X,O,X,X
STILJZO,O,O,X,X,X,O,X,X,X,O
STILJOZ,X,O,X,X,X,O,O,X,X,O
STILZJO,O,O,X,X,O,O,X,X,X,O
STILZOJ,O,O,X,X,O,X,X,X,X,X
STILOJZ,X,O,X,X,X,O,O,X,X,O
STILOZJ,O,O,X,X,O,X,O,X,X,X
STIJLZO,X,X,X,X,X,O,X,X,X,O
STIJLOZ,X,X,X,X,X,O,O,X,X,O
STIJZLO,X,X,X,X,X,O,X,X,X,O
STIJZOL,X,X,X,X,X,O,O,X,X,X
STIJOLZ,X,X,X,X,X,O,O,X,X,O
STIJOZL,X,X,X,X,X,O,O,X,X,X
STIZLJO,O,X,X,X,X,X,X,X,X,O
STIZLOJ,O,X,X,X,X,X,X,X,X,X
STIZJLO,O,X,X,X,X,X,X,X,X,O
STIZJOL,O,X,X,X,X,X,O,X,X,X
STIZOLJ,O,X,X,X,X,X,O,X,X,X
STIZOJL,O,X,X,X,X,X,O,X,X,X
STIOLJZ,O,X,X,X,X,X,O,X,X,O
STIOLZJ,O,X,X,X,O,X,O,X,X,X
STIOJLZ,O,X,X,X,X,X,O,X,X,O
STIOJZL,O,X,X,X,X,X,O,X,X,X
STIOZLJ,O,X,X,X,X,X,O,X,X,X
STIOZJL,O,X,X,X,X,X,O,X,X,X
STLIJZO,O,O,X,X,X,O,X,X,X,O
STLIJOZ,X,O,X,X,X,O,O,X,X,O
STLIZJO,O,O,X,X,O,O,X,X,X,O
STLIZOJ,O,O,X,X,O,X,X,X,X,X
STLIOJZ,X,O,X,X,X,O,O,X,X,O
STLIOZJ,O,O,X,X,O,X,O,X,X,X
STLJIZO,O,X,X,X,X,O,X,X,X,O
STLJIOZ,X,X,X,X,X,O,O,X,X,O
STLJZIO,O,X,X,X,O,O,X,X,X,X
STLJZOI,O,X,X,X,O,O,X,X,X,X
STLJOIZ,X,X,X,X,X,O,O,X,X,X
STLJOZI,X,X,X,X,O,O,O,X,X,X
STLZIJO,O,O,X,X,O,O,X,X,X,O
STLZIOJ,O,O,X,X,O,X,X,X,X,X
STLZJIO,O,O,X,X,O,O,X,X,X,X
STLZJOI,O,X,X,X,O,O,X,X,X,X
STLZOIJ,O,O,X,X,O,X,X,X,X,X
STLZOJI,O,X,X,X,O,X,X,X,X,X
STLOIJZ,O,O,X,X,X,O,O,X,X,O
STLOIZJ,O,O,X,X,O,X,O,X,X,X
STLOJIZ,O,X,X,X,X,O,O,X,X,X
STLOJZI,O,X,X,X,O,O,O,X,X,X
STLOZIJ,O,O,X,X,O,X,O,X,X,X
STLOZJI,O,O,X,X,O,X,O,X,X,X
STJILZO,X,X,X,X,O,O,X,X,X,O
STJILOZ,X,X,X,X,O,O,O,X,X,O
STJIZLO,X,X,X,X,X,O,X,X,X,O
STJIZOL,X,X,X,X,X,O,O,X,X,X
STJIOLZ,X,X,X,X,O,O,O,X,X,O
STJIOZL,X,X,X,X,X,O,O,X,X,X
STJLIZO,O,X,X,X,O,O,X,X,X,O
STJLIOZ,X,X,X,X,O,O,O,X,X,O
STJLZIO,O,X,X,X,O,O,X,X,X,X
STJLZOI,O,X,X,X,O,O,X,X,X,X
STJLOIZ,X,X,X,X,O,O,O,X,X,X
STJLOZI,X,X,X,X,O,O,O,X,X,X
STJZILO,O,X,X,X,O,O,X,X,X,O
STJZIOL,O,X,X,X,O,O,O,X,X,X
STJZLIO,O,X,X,X,O,O,X,X,X,X
STJZLOI,O,X,X,X,O,O,X,X,X,X
STJZOIL,O,X,X,X,O,O,O,X,X,X
STJZOLI,O,X,X,X,O,O,O,X,X,X
STJOILZ,O,X,X,X,O,O,O,X,X,O
STJOIZL,O,X,X,X,O,O,O,X,X,X
STJOLIZ,O,X,X,X,O,O,O,X,X,X
STJOLZI,O,X,X,X,O,O,O,X,X,X
STJOZIL,O,X,X,X,O,O,O,X,X,X
STJOZLI,O,X,X,X,O,O,O,X,X,X
STZILJO,O,O,X,X,O,X,X,X,X,O
STZILOJ,O,O,X,X,O,X,X,X,X,X
STZIJLO,O,O,X,X,O,X,X,X,X,O
STZIJOL,O,X,X,X,O,X,O,X,X,X
STZIOLJ,O,O,X,X,O,X,O,X,X,X
STZIOJL,O,X,X,X,O,X,O,X,X,X
STZLIJO,O,O,X,X,O,O,X,X,X,O
STZLIOJ,O,O,X,X,O,X,X,X,X,X
STZLJIO,O,O,X,X,O,O,X,X,X,X
STZLJOI,O,X,X,X,O,O,X,X,X,X
STZLOIJ,O,O,X,X,O,X,X,X,X,X
STZLOJI,O,X,X,X,O,X,X,X,X,X
STZJILO,O,O,X,X,O,O,X,X,X,O
STZJIOL,O,X,X,X,O,O,O,X,X,X
STZJLIO,O,O,X,X,O,O,X,X,X,X
STZJLOI,O,X,X,X,O,O,X,X,X,X
STZJOIL,O,X,X,X,O,O,O,X,X,X
STZJOLI,O,X,X,X,O,O,O,X,X,X
STZOILJ,O,O,X,X,O,X,O,X,X,X
STZOIJL,O,X,X,X,O,X,O,X,X,X
STZOLIJ,O,O,X,X,O,X,O,X,X,X
STZOLJI,O,X,X,X,O,X,O,X,X,X
STZOJIL,O,X,X,X,O,X,O,X,X,X
STZOJLI,O,X,X,X,O,X,O,X,X,X
STOILJZ,O,O,X,X,X,X,O,X,X,O
STOILZJ,O,O,X,X,O,X,O,X,X,X
STOIJLZ,O,X,X,X,O,X,O,X,X,O
STOIJZL,O,X,X,X,O,X,O,X,X,X
STOIZLJ,O,X,X,X,O,X,O,X,X,X
STOIZJL,O,X,X,X,O,X,O,X,X,X
STOLIJZ,O,O,X,X,X,O,O,X,X,O
STOLIZJ,O,O,X,X,O,X,O,X,X,X
STOLJIZ,O,X,X,X,X,O,O,X,X,X
STOLJZI,O,X,X,X,O,O,O,X,X,X
STOLZIJ,O,O,X,X,O,X,O,X,X,X
STOLZJI,O,O,X,X,O,X,O,X,X,X
STOJILZ,O,X,X,X,O,O,O,X,X,O
STOJIZL,O,X,X,X,O,O,O,X,X,X
STOJLIZ,O,X,X,X,O,O,O,X,X,X
STOJLZI,O,X,X,X,O,O,O,X,X,X
STOJZIL,O,X,X,X,O,O,O,X,X,X
STOJZLI,O,X,X,X,O,O,O,X,X,X
STOZILJ,O,O,X,X,O,X,O,X,X,X
STOZIJL,O,O,X,X,O,X,O,X,X,X
STOZLIJ,O,O,X,X,O,X,O,X,X,X
STOZLJI,O,O,X,X,O,X,O,X,X,X
STOZJIL,O,O,X,X,O,X,O,X,X,X
STOZJLI,O,O,X,X,O,X,O,X,X,X
SITLJZO,O,X,O,O,X,O,X,X,X,O
SITLJOZ,X,X,O,X,X,O,O,X,X,O
SITLZJO,O,X,O,O,O,O,X,X,X,O
SITLZOJ,O,X,O,O,O,X,X,X,X,X
SITLOJZ,X,X,O,X,X,O,O,X,X,O
SITLOZJ,O,X,O,X,O,X,O,X,X,X
SITJLZO,X,X,O,X,X,O,X,X,X,O
SITJLOZ,X,X,O,X,X,O,O,X,X,O
SITJZLO,X,X,O,O,X,O,X,X,X,O
SITJZOL,X,X,O,O,X,O,O,X,X,X
SITJOLZ,X,X,O,X,X,O,O,X,X,O
SITJOZL,X,X,O,X,X,O,O,X,X,X
SITZLJO,O,X,O,O,X,X,X,X,X,O
SITZLOJ,O,X,O,O,X,X,X,X,X,X
SITZJLO,O,X,O,O,X,X,X,X,X,O
SITZJOL,O,X,O,O,X,X,O,X,X,X
SITZOLJ,O,X,O,O,X,X,O,X,X,X
SITZOJL,O,X,O,O,X,X,O,X,X,X
SITOLJZ,O,X,O,X,X,X,O,X,X,O
SITOLZJ,O,X,O,X,O,X,O,X,X,X
SITOJLZ,O,X,O,X,X,X,O,X,X,O
SITOJZL,O,X,O,X,X,X,O,X,X,X
SITOZLJ,O,X,O,X,X,X,O,X,X,X
SITOZJL,O,X,O,X,X,X,O,X,X,X
SILTJZO,X,X,O,O,X,O,X,X,X,O
SILTJOZ,X,X,O,X,X,O,X,X,X,O
SILTZJO,O,X,O,O,X,O,X,X,X,O
SILTZOJ,X,X,O,O,X,X,X,X,X,X
SILTOJZ,X,X,O,X,X,O,X,X,X,O
SILTOZJ,X,X,O,X,X,X,X,X,X,X
SILJTZO,X,X,O,O,X,O,X,X,X,O
SILJTOZ,X,X,O,X,X,O,X,X,X,O
SILJZTO,O,X,O,O,X,O,X,X,X,O
SILJZOT,O,X,O,O,X,O,X,X,X,O
SILJOTZ,X,X,O,X,X,O,O,X,X,O
SILJOZT,X,X,O,O,X,O,O,X,X,O
SILZTJO,O,X,O,O,X,O,X,X,X,X
SILZTOJ,X,X,O,O,X,X,X,X,X,X
SILZJTO,O,X,O,O,X,O,X,X,X,O
SILZJOT,O,X,O,O,X,O,X,X,X,O
SILZOTJ,X,X,O,O,X,X,X,X,X,X
SILZOJT,O,X,O,O,X,X,X,X,X,X
SILOTJZ,X,X,O,X,X,O,O,X,X,X
SILOTZJ,X,X,O,X,X,X,X,X,X,X
SILOJTZ,X,X,O,X,X,O,O,X,X,O
SILOJZT,X,X,O,O,X,O,O,X,X,O
SILOZTJ,X,X,O,O,X,X,X,X,X,X
SILOZJT,O,X,O,O,X,X,O,X,X,X
SIJTLZO,X,X,O,X,O,O,X,X,X,O
SIJTLOZ,X,X,O,X,O,O,O,X,X,O
SIJTZLO,X,X,O,O,X,O,X,X,X,O
SIJTZOL,X,X,O,O,X,O,O,X,X,X
SIJTOLZ,X,X,O,X,O,O,O,X,X,O
SIJTOZL,X,X,O,X,X,O,O,X,X,X
SIJLTZO,X,X,O,O,O,O,X,X,X,O
SIJLTOZ,X,X,O,X,O,O,X,X,X,O
SIJLZTO,X,X,O,O,O,O,X,X,X,O
SIJLZOT,X,X,O,O,O,O,X,X,X,O
SIJLOTZ,X,X,O,X,O,O,O,X,X,O
SIJLOZT,X,X,O,O,O,O,O,X,X,O
SIJZTLO,X,X,O,O,O,X,X,X,X,X
SIJZTOL,X,X,O,O,O,X,X,X,X,X
SIJZLTO,X,X,O,O,O,X,X,X,X,O
SIJZLOT,X,X,O,O,O,X,X,X,X,O
SIJZOTL,X,X,X,O,O,X,X,X,X,X
SIJZOLT,X,X,X,X,O,X,O,X,X,X
SIJOTLZ,X,X,O,X,O,O,O,X,X,X
SIJOTZL,X,X,O,X,O,O,O,X,X,X
SIJOLTZ,X,X,O,X,O,O,O,X,X,O
SIJOLZT,X,X,O,X,O,O,O,X,X,O
SIJOZTL,X,X,O,O,O,X,X,X,X,X
SIJOZLT,X,X,O,X,O,X,O,X,X,X
SIZTLJO,O,X,O,O,O,X,X,X,X,X
SIZTLOJ,O,X,O,O,O,X,X,X,X,X
SIZTJLO,O,X,O,O,O,X,X,X,X,X
SIZTJOL,O,X,O,O,O,X,X,X,X,X
SIZTOLJ,O,X,O,O,O,X,X,X,X,X
SIZTOJL,O,X,O,O,O,X,X,X,X,X
SIZLTJO,O,X,O,O,O,X,X,X,X,X
SIZLTOJ,X,X,O,O,O,X,X,X,X,X
SIZLJTO,O,X,O,O,O,X,X,X,X,O
SIZLJOT,O,X,O,O,O,X,X,X,X,O
SIZLOTJ,X,X,O,O,X,X,X,X,X,X
SIZLOJT,O,X,O,O,X,X,X,X,X,X
SIZJTLO,O,X,O,O,O,X,X,X,X,X
SIZJTOL,O,X,O,O,O,X,X,X,X,X
SIZJLTO,O,X,O,O,O,X,X,X,X,O
SIZJLOT,O,X,O,O,O,X,X,X,X,O
SIZJOTL,O,X,X,O,O,X,X,X,X,X
SIZJOLT,O,X,X,X,O,X,O,X,X,X
SIZOTLJ,O,X,O,O,O,X,X,X,X,X
SIZOTJL,O,X,O,O,O,X,X,X,X,X
SIZOLTJ,O,X,O,O,O,X,X,X,X,X
SIZOLJT,O,X,O,O,O,X,O,X,X,X
SIZOJTL,O,X,O,O,O,X,X,X,X,X
SIZOJLT,O,X,O,X,O,X,O,X,X,X
SIOTLJZ,O,X,O,X,X,X,O,X,X,X
SIOTLZJ,O,X,O,X,O,X,O,X,X,X
SIOTJLZ,O,X,O,X,O,X,O,X,X,X
SIOTJZL,O,X,O,X,O,X,O,X,X,X
SIOTZLJ,O,X,O,X,O,X,O,X,X,X
SIOTZJL,O,X,O,X,O,X,O,X,X,X
SIOLTJZ,O,X,O,X,X,X,O,X,X,X
SIOLTZJ,O,X,O,X,X,X,O,X,X,X
SIOLJTZ,X,X,O,X,O,X,O,X,X,O
SIOLJZT,O,X,O,O,O,X,O,X,X,O
SIOLZTJ,O,X,O,O,O,X,X,X,X,X
SIOLZJT,O,X,O,O,O,X,O,X,X,X
SIOJTLZ,O,X,O,X,O,X,O,X,X,X
SIOJTZL,O,X,O,X,O,X,O,X,X,X
SIOJLTZ,X,X,O,X,O,X,O,X,X,O
SIOJLZT,O,X,O,X,O,X,O,X,X,O
SIOJZTL,O,X,O,O,O,X,X,X,X,X
SIOJZLT,O,X,O,X,O,X,O,X,X,X
SIOZTLJ,O,X,O,O,O,X,X,X,X,X
SIOZTJL,O,X,O,O,O,X,X,X,X,X
SIOZLTJ,O,X,O,O,O,X,X,X,X,X
SIOZLJT,O,X,O,O,O,X,O,X,X,X
SIOZJTL,O,X,O,O,O,X,X,X,X,X
SIOZJLT,O,X,O,X,O,X,O,X,X,X
SLTIJZO,O,X,X,X,X,O,X,X,X,O
SLTIJOZ,X,X,X,X,X,O,O,X,X,O
SLTIZJO,O,X,X,X,O,O,X,X,X,O
SLTIZOJ,O,X,X,X,O,X,X,X,X,X
SLTIOJZ,X,X,X,X,X,O,O,X,X,O
SLTIOZJ,O,X,X,X,O,X,O,X,X,X
SLTJIZO,O,X,X,X,X,O,X,X,X,O
SLTJIOZ,X,X,X,X,X,O,O,X,X,O
SLTJZIO,O,X,X,X,O,O,X,X,X,X
SLTJZOI,O,X,X,X,O,O,X,X,X,X
SLTJOIZ,X,X,X,X,X,O,O,X,X,X
SLTJOZI,X,X,X,X,O,O,O,X,X,X
SLTZIJO,O,X,X,X,O,O,X,X,X,O
SLTZIOJ,O,X,X,X,O,X,X,X,X,X
SLTZJIO,O,X,X,X,O,O,X,X,X,X
SLTZJOI,O,X,X,X,O,O,X,X,X,X
SLTZOIJ,O,X,X,X,O,X,X,X,X,X
SLTZOJI,O,X,X,X,O,X,X,X,X,X
SLTOIJZ,O,X,X,X,X,O,O,X,X,O
SLTOIZJ,O,X,X,X,O,X,O,X,X,X
SLTOJIZ,O,X,X,X,X,O,O,X,X,X
SLTOJZI,O,X,X,X,O,O,O,X,X,X
SLTOZIJ,O,X,X,X,O,X,O,X,X,X
SLTOZJI,O,X,X,X,O,X,O,X,X,X
SLITJZO,X,X,O,O,X,O,X,X,X,O
SLITJOZ,X,X,O,X,X,O,X,X,X,O
SLITZJO,O,X,O,O,X,O,X,X,X,O
SLITZOJ,X,X,O,O,X,X,X,X,X,X
SLITOJZ,X,X,O,X,X,O,X,X,X,O
SLITOZJ,X,X,O,X,X,X,X,X,X,X
SLIJTZO,X,X,O,O,X,O,X,X,X,O
SLIJTOZ,X,X,O,X,X,O,X,X,X,O
SLIJZTO,O,X,O,O,X,O,X,X,X,O
SLIJZOT,O,X,O,O,X,O,X,X,X,O
SLIJOTZ,X,X,O,X,X,O,O,X,X,O
SLIJOZT,X,X,O,O,X,O,O,X,X,O
SLIZTJO,O,X,O,O,X,O,X,X,X,X
SLIZTOJ,X,X,O,O,X,X,X,X,X,X
SLIZJTO,O,X,O,O,X,O,X,X,X,O
SLIZJOT,O,X,O,O,X,O,X,X,X,O
SLIZOTJ,X,X,O,O,X,X,X,X,X,X
SLIZOJT,O,X,O,O,X,X,X,X,X,X
SLIOTJZ,X,X,O,X,X,O,O,X,X,X
SLIOTZJ,X,X,O,X,X,X,X,X,X,X
SLIOJTZ,X,X,O,X,X,O,O,X,X,O
SLIOJZT,X,X,O,O,X,O,O,X,X,O
SLIOZTJ,X,X,O,O,X,X,X,X,X,X
SLIOZJT,O,X,O,O,X,X,O,X,X,X
SLJTIZO,X,X,O,X,O,O,X,X,X,O
SLJTIOZ,X,X,X,X,O,O,O,X,X,O
SLJTZIO,X,X,O,X,O,O,X,X,X,X
SLJTZOI,X,X,O,X,O,O,X,X,X,X
SLJTOIZ,X,X,X,X,O,O,O,X,X,X
SLJTOZI,X,X,O,X,O,O,O,X,X,X
SLJITZO,X,X,O,O,O,O,X,X,X,O
SLJITOZ,X,X,O,X,O,O,X,X,X,O
SLJIZTO,O,X,O,O,O,O,X,X,X,O
SLJIZOT,O,X,O,O,O,O,X,X,X,O
SLJIOTZ,X,X,O,X,O,O,O,X,X,O
SLJIOZT,X,X,O,O,O,O,O,X,X,O
SLJZTIO,O,X,O,X,O,O,X,O,X,X
SLJZTOI,X,X,O,X,O,O,X,O,X,X
SLJZITO,O,X,O,O,O,O,X,O,X,O
SLJZIOT,O,X,X,O,O,O,X,O,X,O
SLJZOTI,X,X,X,O,O,O,X,O,X,X
SLJZOIT,O,X,X,O,O,O,X,O,X,X
SLJOTIZ,X,X,X,X,O,O,O,X,X,X
SLJOTZI,X,X,X,O,O,O,O,X,X,X
SLJOITZ,X,X,X,O,O,O,O,X,X,O
SLJOIZT,X,X,X,O,O,O,O,X,X,O
SLJOZTI,X,X,X,O,O,O,O,X,X,X
SLJOZIT,X,X,X,O,O,O,O,X,X,X
SLZTIJO,O,X,X,X,O,O,X,O,X,O
SLZTIOJ,O,X,X,X,O,X,X,X,X,X
SLZTJIO,O,X,X,X,O,O,X,O,X,X
SLZTJOI,O,X,X,X,O,O,X,O,X,X
SLZTOIJ,O,X,X,O,O,X,X,X,X,X
SLZTOJI,O,X,X,O,O,X,X,X,X,X
SLZITJO,O,X,X,O,O,O,X,O,X,X
SLZITOJ,X,X,X,O,O,X,X,X,X,X
SLZIJTO,O,X,X,O,O,O,X,O,X,O
SLZIJOT,O,X,X,O,O,O,X,O,X,O
SLZIOTJ,X,X,X,O,X,X,X,X,X,X
SLZIOJT,O,X,X,O,X,X,X,O,X,X
SLZJTIO,O,X,X,X,O,O,X,O,X,X
SLZJTOI,O,X,X,X,O,O,X,O,X,X
SLZJITO,O,X,X,O,O,O,X,O,X,O
SLZJIOT,O,X,X,O,O,O,X,O,X,O
SLZJOTI,O,X,X,O,O,O,X,O,X,X
SLZJOIT,O,X,X,O,O,O,X,O,X,X
SLZOTIJ,O,X,X,O,O,X,X,X,X,X
SLZOTJI,O,X,X,O,O,X,X,X,X,X
SLZOITJ,O,X,X,O,O,X,X,X,X,X
SLZOIJT,O,X,X,O,O,X,X,O,X,X
SLZOJTI,O,X,X,O,O,X,X,O,X,X
SLZOJIT,O,X,X,O,O,X,X,O,X,X
SLOTIJZ,O,X,X,X,X,O,O,X,X,O
SLOTIZJ,O,X,X,X,O,X,O,X,X,X
SLOTJIZ,O,X,X,X,X,O,O,X,X,X
SLOTJZI,O,X,X,O,O,O,O,X,X,X
SLOTZIJ,O,X,X,O,O,X,O,X,X,X
SLOTZJI,O,X,X,O,O,X,O,X,X,X
SLOITJZ,O,X,O,O,X,O,O,X,X,X
SLOITZJ,O,X,O,O,X,X,O,X,X,X
SLOIJTZ,X,X,O,O,O,O,O,X,X,O
SLOIJZT,O,X,O,O,O,O,O,X,X,O
SLOIZTJ,O,X,O,O,O,X,X,X,X,X
SLOIZJT,O,X,O,O,O,X,O,X,X,X
SLOJTIZ,X,X,O,X,O,O,O,X,X,X
SLOJTZI,X,X,O,O,O,O,O,X,X,X
SLOJITZ,X,X,O,O,O,O,O,X,X,O
SLOJIZT,O,X,O,O,O,O,O,X,X,O
SLOJZTI,O,X,O,O,O,O,O,X,X,X
SLOJZIT,O,X,O,O,O,O,O,X,X,X
SLOZTIJ,O,X,X,O,O,X,O,X,X,X
SLOZTJI,O,X,X,O,O,X,O,X,X,X
SLOZITJ,O,X,X,O,O,X,X,X,X,X
SLOZIJT,O,X,X,O,O,X,O,X,X,X
SLOZJTI,O,X,X,O,O,X,O,X,X,X
SLOZJIT,O,X,X,O,O,X,O,X,X,X
SJTILZO,X,O,O,X,O,O,X,X,X,O
SJTILOZ,X,O,X,X,O,O,O,X,X,O
SJTIZLO,X,X,O,X,X,O,X,X,X,O
SJTIZOL,X,X,X,X,X,O,O,X,X,X
SJTIOLZ,X,X,X,X,O,O,O,X,X,O
SJTIOZL,X,X,X,X,X,O,O,X,X,X
SJTLIZO,O,O,O,X,O,O,X,X,X,O
SJTLIOZ,X,O,X,X,O,O,O,X,X,O
SJTLZIO,O,O,O,X,O,O,X,X,X,X
SJTLZOI,O,O,O,X,O,O,X,X,X,X
SJTLOIZ,X,O,X,X,O,O,O,X,X,X
SJTLOZI,X,O,O,X,O,O,O,X,X,X
SJTZILO,O,O,O,X,O,O,X,X,X,O
SJTZIOL,O,O,X,X,O,O,O,X,X,X
SJTZLIO,O,O,O,X,O,O,X,X,X,X
SJTZLOI,O,O,O,X,O,O,X,X,X,X
SJTZOIL,O,O,X,X,O,O,O,X,X,X
SJTZOLI,O,O,O,X,O,O,O,X,X,X
SJTOILZ,O,O,X,X,O,O,O,X,X,O
SJTOIZL,O,X,X,X,O,O,O,X,X,X
SJTOLIZ,O,O,X,X,O,O,O,X,X,X
SJTOLZI,O,O,O,X,O,O,O,X,X,X
SJTOZIL,O,O,X,X,O,O,O,X,X,X
SJTOZLI,O,O,O,X,O,O,O,X,X,X
SJITLZO,X,X,O,X,O,O,X,X,X,O
SJITLOZ,X,X,O,X,O,O,O,X,X,O
SJITZLO,X,X,O,X,X,O,X,X,X,O
SJITZOL,X,X,O,X,X,O,O,X,X,X
SJITOLZ,X,X,O,X,O,O,O,X,X,O
SJITOZL,X,X,O,X,X,O,O,X,X,X
SJILTZO,X,X,O,X,O,O,X,X,X,O
SJILTOZ,X,X,O,X,O,O,X,X,X,O
SJILZTO,X,X,O,X,O,O,X,X,X,O
SJILZOT,X,X,O,X,O,O,X,X,X,O
SJILOTZ,X,X,O,X,O,O,O,X,X,O
SJILOZT,X,X,O,X,O,O,O,X,X,O
SJIZTLO,X,X,O,X,O,X,X,X,X,X
SJIZTOL,X,X,O,X,O,X,X,X,X,X
SJIZLTO,X,X,O,X,O,X,X,X,X,O
SJIZLOT,X,X,O,X,O,X,X,X,X,O
SJIZOTL,X,X,X,X,O,X,X,X,X,X
SJIZOLT,X,X,X,X,O,X,O,X,X,X
SJIOTLZ,X,X,O,X,O,O,O,X,X,X
SJIOTZL,X,X,O,X,O,O,O,X,X,X
SJIOLTZ,X,X,O,X,O,O,O,X,X,O
SJIOLZT,X,X,O,X,O,O,O,X,X,O
SJIOZTL,X,X,X,X,O,X,X,X,X,X
SJIOZLT,X,X,X,X,O,X,O,X,X,X
SJLTIZO,X,O,O,X,O,O,X,X,X,O
SJLTIOZ,X,O,X,X,O,O,O,X,X,O
SJLTZIO,X,O,O,X,O,O,X,X,X,X
SJLTZOI,X,O,O,X,O,O,X,X,X,X
SJLTOIZ,X,O,X,X,O,O,O,X,X,X
SJLTOZI,X,O,O,X,O,O,O,X,X,X
SJLITZO,X,X,O,X,O,O,X,X,X,O
SJLITOZ,X,X,O,X,O,O,X,X,X,O
SJLIZTO,O,X,O,X,O,O,X,X,X,O
SJLIZOT,O,X,O,X,O,O,X,X,X,O
SJLIOTZ,X,X,O,X,O,O,O,X,X,O
SJLIOZT,X,X,O,X,O,O,O,X,X,O
SJLZTIO,O,O,O,X,O,O,X,O,X,X
SJLZTOI,X,O,O,X,O,O,X,O,X,X
SJLZITO,O,O,O,X,O,O,X,O,X,O
SJLZIOT,O,O,X,X,O,O,X,O,X,O
SJLZOTI,X,O,X,X,O,O,X,O,X,X
SJLZOIT,O,O,X,X,O,O,X,O,X,X
SJLOTIZ,X,O,X,X,O,O,O,X,X,X
SJLOTZI,X,O,X,X,O,O,O,X,X,X
SJLOITZ,X,X,X,X,O,O,O,X,X,O
SJLOIZT,X,X,X,X,O,O,O,X,X,O
SJLOZTI,X,O,X,X,O,O,O,X,X,X
SJLOZIT,X,O,X,X,O,O,O,X,X,X
SJZTILO,O,O,O,X,O,O,X,O,X,O
SJZTIOL,O,O,X,X,O,O,O,O,X,X
SJZTLIO,O,O,O,X,O,O,X,O,X,X
SJZTLOI,O,O,O,X,O,O,X,O,X,X
SJZTOIL,O,O,X,X,O,O,O,O,X,X
SJZTOLI,O,O,O,X,O,O,O,O,O,X
SJZITLO,O,O,O,X,O,X,X,O,X,X
SJZITOL,O,O,O,X,O,X,X,O,X,X
SJZILTO,O,O,O,X,O,X,X,O,X,O
SJZILOT,O,O,X,X,O,X,X,O,X,O
SJZIOTL,O,O,X,X,O,X,X,X,X,X
SJZIOLT,O,O,X,X,O,X,O,O,X,X
SJZLTIO,O,O,O,X,O,O,X,O,X,X
SJZLTOI,O,O,O,X,O,O,X,O,X,X
SJZLITO,O,O,O,X,O,O,X,O,X,O
SJZLIOT,O,O,X,X,O,O,X,O,X,O
SJZLOTI,O,O,X,X,O,O,X,O,X,X
SJZLOIT,O,O,X,X,O,O,X,O,X,X
SJZOTIL,O,O,X,X,O,O,O,O,X,X
SJZOTLI,O,O,X,X,O,O,O,O,O,X
SJZOITL,O,O,X,X,O,X,X,X,X,X
SJZOILT,O,O,X,X,O,X,O,O,X,X
SJZOLTI,O,O,X,X,O,O,O,O,O,X
SJZOLIT,O,O,X,X,O,O,O,O,X,X
SJOTILZ,O,O,X,X,O,O,O,X,X,O
SJOTIZL,O,X,X,X,O,O,O,X,X,X
SJOTLIZ,O,O,X,X,O,O,O,X,X,X
