sequence,v115@7gB8HeB8FeG8CeF8CeE8JeO/IvhFVgBahB5hBTdBfr?BUqB,v115@7gB8HeB8FeG8CeF8CeE8JeO/IvhF8fB5hBTdB1lB3q?BarB,v115@7gB8HeB8FeG8CeF8CeE8JeO/IvhF0bBxcBzfBCiBFr?B3qB,v115@7gB8HeB8FeG8CeF8CeE8JeK/IvhFzaBGdBRhBllBcr?B3qB,v115@7gB8HeB8FeG8CeF8CeE8JeO/IvhF8fB5hBTdBamB3g?B1vB,v115@7gB8HeB8FeG8CeF8CeE8Jem6IvhFRcBSiBTfBllBcr?B3qB,v115@7gB8HeB8FeG8CeF8CeE8Jex6IvhFTdBifBGhBXhBFr?BUqB
JLSTOIZ,O,X,O,X,X,X,X
JLSTOZI,O,X,O,O,X,X,X
JLSITZO,O,X,O,X,X,X,X
JLSITOZ,O,X,O,X,X,X,X
JLSIZTO,O,O,X,X,X,X,X
JLSIZOT,O,O,X,X,X,X,X
JLSIOTZ,O,X,X,X,X,X,X
JLSIOZT,O,O,O,O,X,X,X
JLSZTIO,X,O,X,O,X,X,X
JLSZTOI,X,O,X,O,X,X,X
JLSZITO,X,O,X,X,X,X,X
JLSZIOT,X,O,X,O,X,X,X
JLSZOTI,X,O,X,O,X,X,X
JLSZOIT,X,O,X,O,X,X,X
JLSOTIZ,O,X,O,X,X,X,X
JLSOTZI,O,X,O,O,X,X,X
JLSOITZ,O,X,X,X,X,X,X
JLSOIZT,O,O,O,O,X,X,X
JLSOZTI,X,O,X,O,X,X,X
JLSOZIT,X,O,O,O,X,X,X
JLZTISO,X,X,O,O,X,O,X
JLZTIOS,X,X,O,O,X,O,X
JLZTSIO,X,X,O,O,X,O,X
JLZTSOI,X,X,O,O,X,X,X
JLZTOIS,X,X,O,O,X,O,X
JLZTOSI,X,X,O,O,X,O,X
JLZITSO,X,X,O,O,O,O,X
JLZITOS,X,X,O,O,O,O,X
JLZISTO,X,O,X,X,X,X,X
JLZISOT,X,O,X,O,X,X,X
JLZIOTS,X,X,O,O,O,O,X
JLZIOST,X,O,O,O,X,O,X
JLZSTIO,X,O,X,O,X,X,X
JLZSTOI,X,O,X,O,X,X,X
JLZSITO,X,O,X,X,X,X,X
JLZSIOT,X,O,X,O,X,X,X
JLZSOTI,X,O,X,O,X,X,X
JLZSOIT,X,O,X,O,X,X,X
JLZOTIS,X,X,O,O,X,O,X
JLZOTSI,X,X,O,O,X,O,X
JLZOITS,X,X,O,O,O,O,X
JLZOIST,X,O,O,O,X,O,X
JLZOSTI,X,O,X,O,X,O,X
JLZOSIT,X,O,O,O,X,O,X
JLOTISZ,X,X,O,X,X,X,O
JLOTIZS,X,X,O,O,X,O,O
JLOTSIZ,X,X,O,X,X,X,O
JLOTSZI,X,X,O,O,X,X,O
JLOTZIS,X,X,O,O,X,O,O
JLOTZSI,X,X,O,O,X,O,O
JLOITSZ,X,X,O,X,O,X,O
JLOITZS,X,X,O,O,O,O,O
JLOISTZ,O,X,X,X,X,X,X
JLOISZT,O,O,O,O,X,O,X
JLOIZTS,X,X,O,O,O,O,X
JLOIZST,X,O,O,O,X,O,X
JLOSTIZ,O,X,O,X,X,X,X
JLOSTZI,O,X,O,O,X,X,X
JLOSITZ,O,X,X,X,X,X,X
JLOSIZT,O,O,O,O,X,O,X
JLOSZTI,X,O,X,O,X,O,X
JLOSZIT,X,O,O,O,X,O,X
JLOZTIS,X,X,O,O,X,O,X
JLOZTSI,X,X,O,O,X,O,X
JLOZITS,X,X,O,O,O,O,X
JLOZIST,X,O,O,O,X,O,X
JLOZSTI,X,O,X,O,X,O,X
JLOZSIT,X,O,O,O,X,O,X
JSTILZO,O,X,O,X,X,X,X
JSTILOZ,O,X,O,X,X,X,X
JSTIZLO,O,O,O,X,X,X,X
JSTIZOL,O,O,O,X,X,X,X
JSTIOLZ,O,X,X,X,X,X,X
JSTIOZL,O,O,X,X,X,X,X
JSTLIZO,O,X,O,X,X,X,X
JSTLIOZ,O,X,O,X,X,X,X
JSTLZIO,O,X,O,O,X,X,X
JSTLZOI,O,X,O,O,X,X,X
JSTLOIZ,O,X,O,X,X,X,X
JSTLOZI,O,X,O,O,X,X,X
JSTZILO,O,O,O,O,X,X,X
JSTZIOL,O,O,O,X,X,X,X
JSTZLIO,O,O,O,O,X,X,X
JSTZLOI,O,O,O,O,X,X,X
JSTZOIL,O,O,O,X,X,X,X
JSTZOLI,O,O,O,X,X,X,X
JSTOILZ,O,X,X,X,X,X,X
JSTOIZL,O,O,X,X,X,X,X
JSTOLIZ,O,X,O,X,X,X,X
JSTOLZI,O,X,O,X,X,X,X
JSTOZIL,O,O,O,X,X,X,X
JSTOZLI,O,O,O,X,X,X,X
JSITLZO,O,X,X,X,O,X,X
JSITLOZ,O,X,X,X,O,X,X
JSITZLO,O,O,X,X,O,X,X
JSITZOL,O,O,X,X,O,X,X
JSITOLZ,O,X,X,X,O,X,X
JSITOZL,O,O,X,X,O,X,X
JSILTZO,O,X,X,X,X,X,X
JSILTOZ,O,X,X,X,X,X,X
JSILZTO,O,O,X,X,X,X,X
JSILZOT,O,O,X,X,X,X,X
JSILOTZ,O,X,X,X,X,X,X
JSILOZT,O,O,X,O,X,X,X
JSIZTLO,O,O,X,X,O,X,X
JSIZTOL,O,O,X,X,O,X,X
JSIZLTO,O,O,X,X,X,X,X
JSIZLOT,O,O,X,X,X,X,X
JSIZOTL,O,O,X,X,O,X,X
JSIZOLT,O,O,X,X,X,X,X
JSIOTLZ,O,X,X,X,O,X,X
JSIOTZL,O,O,X,X,O,X,X
JSIOLTZ,O,X,X,X,X,X,X
JSIOLZT,O,O,X,X,X,X,X
JSIOZTL,O,O,X,X,O,X,X
JSIOZLT,O,O,X,X,X,X,X
JSLTIZO,O,X,O,X,X,X,X
JSLTIOZ,O,X,O,X,X,X,X
JSLTZIO,O,X,O,O,X,X,X
JSLTZOI,O,X,O,O,X,X,X
JSLTOIZ,O,X,O,X,X,X,X
JSLTOZI,O,X,O,O,X,X,X
JSLITZO,O,X,O,X,X,X,X
JSLITOZ,O,X,O,X,X,X,X
JSLIZTO,O,O,X,X,X,X,X
JSLIZOT,O,O,X,X,X,X,X
JSLIOTZ,O,X,X,X,X,X,X
JSLIOZT,O,O,O,O,X,X,X
JSLZTIO,X,O,X,O,X,X,X
JSLZTOI,X,O,X,O,X,X,X
JSLZITO,X,O,X,X,X,X,X
JSLZIOT,X,O,X,O,X,X,X
JSLZOTI,X,O,X,O,X,X,X
JSLZOIT,X,O,X,O,X,X,X
JSLOTIZ,O,X,O,X,X,X,X
JSLOTZI,O,X,O,O,X,X,X
JSLOITZ,O,X,X,X,X,X,X
JSLOIZT,O,O,O,O,X,X,X
JSLOZTI,X,O,X,O,X,X,X
JSLOZIT,X,O,O,O,X,X,X
JSZTILO,O,O,X,O,X,X,X
JSZTIOL,O,O,X,X,X,X,X
JSZTLIO,O,O,X,O,X,X,X
JSZTLOI,O,O,X,O,X,X,X
JSZTOIL,O,O,X,X,X,X,X
JSZTOLI,O,O,X,X,X,X,X
JSZITLO,O,O,X,X,O,X,X
JSZITOL,O,O,X,X,O,X,X
JSZILTO,O,O,X,X,X,X,X
JSZILOT,O,O,X,O,X,X,X
JSZIOTL,O,O,X,X,O,X,X
JSZIOLT,O,O,X,X,X,X,X
JSZLTIO,X,O,X,O,X,X,X
JSZLTOI,X,O,X,O,X,X,X
JSZLITO,X,O,X,X,X,X,X
JSZLIOT,X,O,X,O,X,X,X
JSZLOTI,X,O,X,O,X,X,X
JSZLOIT,X,O,X,O,X,X,X
JSZOTIL,O,O,X,X,X,X,X
JSZOTLI,O,O,X,X,X,X,X
JSZOITL,O,O,X,X,O,X,X
JSZOILT,O,O,X,X,X,X,X
JSZOLTI,X,O,X,X,X,X,X
JSZOLIT,X,O,X,X,X,X,X
JSOTILZ,O,X,X,X,X,X,X
JSOTIZL,O,O,X,X,X,X,X
JSOTLIZ,O,X,O,X,X,X,X
JSOTLZI,O,X,O,X,X,X,X
JSOTZIL,O,O,O,X,X,X,X
JSOTZLI,O,O,O,X,X,X,X
JSOITLZ,O,X,X,X,O,X,X
JSOITZL,O,O,X,X,O,X,X
JSOILTZ,O,X,X,X,X,X,X
JSOILZT,O,O,X,X,X,X,X
JSOIZTL,O,O,X,X,O,X,X
JSOIZLT,O,O,X,X,X,X,X
JSOLTIZ,O,X,O,X,X,X,X
JSOLTZI,O,X,O,X,X,X,X
JSOLITZ,O,X,X,X,X,X,X
JSOLIZT,O,O,O,X,X,X,X
JSOLZTI,X,O,X,X,X,X,X
JSOLZIT,X,O,O,X,X,X,X
JSOZTIL,O,O,X,X,X,X,X
JSOZTLI,O,O,X,X,X,X,X
JSOZITL,O,O,X,X,O,X,X
JSOZILT,O,O,O,X,X,X,X
JSOZLTI,X,O,X,X,X,X,X
JSOZLIT,X,O,O,X,X,X,X
JZTILSO,X,X,X,O,O,O,X
JZTILOS,X,X,X,O,O,O,X
JZTISLO,X,O,X,O,O,X,X
JZTISOL,X,O,X,X,O,X,X
JZTIOLS,X,X,X,O,O,X,X
JZTIOSL,X,O,X,X,O,X,X
JZTLISO,X,X,O,O,X,O,X
JZTLIOS,X,X,O,O,X,O,X
JZTLSIO,X,X,O,O,X,O,X
JZTLSOI,X,X,O,O,X,X,X
JZTLOIS,X,X,O,O,X,O,X
JZTLOSI,X,X,O,O,X,O,X
JZTSILO,X,O,O,O,X,X,X
JZTSIOL,X,O,O,X,X,X,X
JZTSLIO,X,O,O,O,X,O,X
JZTSLOI,X,O,O,O,X,X,X
JZTSOIL,X,O,O,X,X,X,X
JZTSOLI,X,O,O,X,X,X,X
JZTOILS,X,X,O,O,O,O,X
JZTOISL,X,O,O,X,O,X,X
JZTOLIS,X,X,O,O,X,O,X
JZTOLSI,X,X,O,O,X,O,X
JZTOSIL,X,O,O,X,X,O,X
JZTOSLI,X,O,O,X,X,O,X
JZITLSO,X,X,X,O,O,X,X
JZITLOS,X,X,X,O,O,X,X
JZITSLO,X,O,X,O,O,X,X
JZITSOL,X,O,X,X,O,X,X
JZITOLS,X,X,X,O,O,X,X
JZITOSL,X,O,X,X,O,X,X
JZILTSO,X,X,X,O,O,X,X
JZILTOS,X,X,X,O,O,X,X
JZILSTO,X,O,X,X,X,X,X
JZILSOT,X,O,X,O,X,X,X
JZILOTS,X,X,X,O,O,X,X
JZILOST,X,O,X,O,X,X,X
JZISTLO,O,O,X,X,O,X,X
JZISTOL,O,O,X,X,O,X,X
JZISLTO,O,O,X,X,X,X,X
JZISLOT,O,O,X,O,X,X,X
JZISOTL,O,O,X,X,O,X,X
JZISOLT,O,O,X,X,X,X,X
JZIOTLS,X,X,X,X,O,X,X
JZIOTSL,X,O,X,X,O,X,X
JZIOLTS,X,X,X,O,O,X,X
JZIOLST,X,O,X,O,X,X,X
JZIOSTL,O,O,X,X,O,X,X
JZIOSLT,O,O,X,X,X,X,X
JZLTISO,X,X,O,O,X,O,X
JZLTIOS,X,X,O,O,X,O,X
JZLTSIO,X,X,O,O,X,O,X
JZLTSOI,X,X,O,O,X,X,X
JZLTOIS,X,X,O,O,X,O,X
JZLTOSI,X,X,O,O,X,O,X
JZLITSO,X,X,O,O,O,O,X
JZLITOS,X,X,O,O,O,O,X
JZLISTO,X,O,X,X,X,X,X
JZLISOT,X,O,X,O,X,X,X
JZLIOTS,X,X,O,O,O,O,X
JZLIOST,X,O,O,O,X,O,X
JZLSTIO,X,O,X,O,X,X,X
JZLSTOI,X,O,X,O,X,X,X
JZLSITO,X,O,X,X,X,X,X
JZLSIOT,X,O,X,O,X,X,X
JZLSOTI,X,O,X,O,X,X,X
JZLSOIT,X,O,X,O,X,X,X
JZLOTIS,X,X,O,O,X,O,X
JZLOTSI,X,X,O,O,X,O,X
JZLOITS,X,X,O,O,O,O,X
JZLOIST,X,O,O,O,X,O,X
JZLOSTI,X,O,X,O,X,O,X
JZLOSIT,X,O,O,O,X,O,X
JZSTILO,O,O,X,O,X,X,X
JZSTIOL,O,O,X,X,X,X,X
JZSTLIO,O,O,X,O,X,X,X
JZSTLOI,O,O,X,O,X,X,X
JZSTOIL,O,O,X,X,X,X,X
JZSTOLI,O,O,X,X,X,X,X
JZSITLO,O,O,X,X,O,X,X
JZSITOL,O,O,X,X,O,X,X
JZSILTO,O,O,X,X,X,X,X
JZSILOT,O,O,X,O,X,X,X
JZSIOTL,O,O,X,X,O,X,X
JZSIOLT,O,O,X,X,X,X,X
JZSLTIO,X,O,X,O,X,X,X
JZSLTOI,X,O,X,O,X,X,X
JZSLITO,X,O,X,X,X,X,X
JZSLIOT,X,O,X,O,X,X,X
JZSLOTI,X,O,X,O,X,X,X
JZSLOIT,X,O,X,O,X,X,X
JZSOTIL,O,O,X,X,X,X,X
JZSOTLI,O,O,X,X,X,X,X
JZSOITL,O,O,X,X,O,X,X
JZSOILT,O,O,X,X,X,X,X
JZSOLTI,X,O,X,X,X,X,X
JZSOLIT,X,O,X,X,X,X,X
JZOTILS,X,X,O,O,O,O,X
JZOTISL,X,O,O,X,O,X,X
JZOTLIS,X,X,O,O,X,O,X
JZOTLSI,X,X,O,O,X,O,X
JZOTSIL,X,O,O,X,X,O,X
JZOTSLI,X,O,O,X,X,O,X
JZOITLS,X,X,O,X,O,O,X
JZOITSL,X,O,X,X,O,X,X
JZOILTS,X,X,O,O,O,O,X
JZOILST,X,O,O,O,X,O,X
JZOISTL,O,O,X,X,O,X,X
JZOISLT,O,O,O,X,X,X,X
JZOLTIS,X,X,O,O,X,O,X
JZOLTSI,X,X,O,O,X,O,X
JZOLITS,X,X,O,O,O,O,X
JZOLIST,X,O,O,O,X,O,X
JZOLSTI,X,O,X,O,X,O,X
JZOLSIT,X,O,O,O,X,O,X
JZOSTIL,O,O,X,X,X,X,X
JZOSTLI,O,O,X,X,X,O,X
JZOSITL,O,O,X,X,O,X,X
JZOSILT,O,O,O,X,X,X,X
JZOSLTI,X,O,X,X,X,O,X
JZOSLIT,X,O,O,X,X,O,X
JOTILSZ,X,X,O,X,O,X,O
JOTILZS,X,X,O,X,O,X,O
JOTISLZ,O,X,X,X,O,X,X
JOTISZL,O,O,X,X,O,X,X
JOTIZLS,X,X,O,X,O,X,O
JOTIZSL,X,O,O,X,O,X,X
JOTLISZ,X,X,O,X,X,X,O
JOTLIZS,X,X,O,O,X,O,O
JOTLSIZ,X,X,O,X,X,X,O
JOTLSZI,X,X,O,O,X,X,O
JOTLZIS,X,X,O,O,X,O,O
JOTLZSI,X,X,O,O,X,O,O
JOTSILZ,O,X,X,X,X,X,X
JOTSIZL,O,O,X,X,X,X,X
JOTSLIZ,O,X,O,X,X,X,O
JOTSLZI,O,X,O,X,X,X,O
JOTSZIL,O,O,O,X,X,X,X
JOTSZLI,O,O,O,X,X,X,O
JOTZILS,X,X,O,O,O,O,O
JOTZISL,X,O,O,X,O,X,X
JOTZLIS,X,X,O,O,X,O,O
JOTZLSI,X,X,O,O,X,O,O
JOTZSIL,X,O,O,X,X,X,X
JOTZSLI,X,O,O,X,X,O,O
JOITLSZ,X,X,O,X,O,X,X
JOITLZS,X,X,O,X,O,X,X
JOITSLZ,O,X,X,X,O,X,X
JOITSZL,O,O,X,X,O,X,X
JOITZLS,X,X,O,X,O,X,X
JOITZSL,X,O,O,X,O,X,X
JOILTSZ,X,X,O,X,O,X,X
JOILTZS,X,X,O,O,O,O,X
JOILSTZ,O,X,X,X,X,X,X
JOILSZT,O,O,O,O,X,O,X
JOILZTS,X,X,O,O,O,O,X
JOILZST,X,O,O,O,X,O,X
JOISTLZ,O,X,X,X,O,X,X
JOISTZL,O,O,X,X,O,X,X
JOISLTZ,O,X,X,X,X,X,X
JOISLZT,O,O,X,X,X,X,X
JOISZTL,O,O,X,X,O,X,X
JOISZLT,O,O,X,X,X,X,X
JOIZTLS,X,X,O,X,O,O,X
JOIZTSL,X,O,X,X,O,X,X
JOIZLTS,X,X,O,X,O,O,X
JOIZLST,X,O,O,X,X,O,X
JOIZSTL,O,O,X,X,O,X,X
JOIZSLT,O,O,O,X,X,X,X
JOLTISZ,X,X,O,X,X,X,O
JOLTIZS,X,X,O,O,X,O,O
JOLTSIZ,X,X,O,X,X,X,O
JOLTSZI,X,X,O,O,X,X,O
JOLTZIS,X,X,O,O,X,O,O
JOLTZSI,X,X,O,O,X,O,O
JOLITSZ,X,X,O,X,O,X,O
JOLITZS,X,X,O,O,O,O,O
JOLISTZ,O,X,X,X,X,X,X
JOLISZT,O,O,O,O,X,O,X
JOLIZTS,X,X,O,O,O,O,X
JOLIZST,X,O,O,O,X,O,X
JOLSTIZ,O,X,O,X,X,X,X
JOLSTZI,O,X,O,O,X,X,X
JOLSITZ,O,X,X,X,X,X,X
JOLSIZT,O,O,O,O,X,O,X
JOLSZTI,X,O,X,O,X,O,X
JOLSZIT,X,O,O,O,X,O,X
JOLZTIS,X,X,O,O,X,O,X
JOLZTSI,X,X,O,O,X,O,X
JOLZITS,X,X,O,O,O,O,X
JOLZIST,X,O,O,O,X,O,X
JOLZSTI,X,O,X,O,X,O,X
JOLZSIT,X,O,O,O,X,O,X
JOSTILZ,O,X,X,X,X,X,X
JOSTIZL,O,O,X,X,X,X,X
JOSTLIZ,O,X,O,X,X,X,X
JOSTLZI,O,X,O,X,X,X,X
JOSTZIL,O,O,O,X,X,X,X
JOSTZLI,O,O,O,X,X,X,X
JOSITLZ,O,X,X,X,O,X,X
JOSITZL,O,O,X,X,O,X,X
JOSILTZ,O,X,X,X,X,X,X
JOSILZT,O,O,X,X,X,X,X
JOSIZTL,O,O,X,X,O,X,X
JOSIZLT,O,O,X,X,X,X,X
JOSLTIZ,O,X,O,X,X,X,X
JOSLTZI,O,X,O,X,X,X,X
JOSLITZ,O,X,X,X,X,X,X
JOSLIZT,O,O,O,X,X,O,X
JOSLZTI,X,O,X,X,X,O,X
JOSLZIT,X,O,O,X,X,O,X
JOSZTIL,O,O,X,X,X,X,X
JOSZTLI,O,O,X,X,X,O,X
JOSZITL,O,O,X,X,O,X,X
JOSZILT,O,O,O,X,X,X,X
JOSZLTI,X,O,X,X,X,O,X
JOSZLIT,X,O,O,X,X,O,X
JOZTILS,X,X,O,O,O,O,X
JOZTISL,X,O,O,X,O,X,X
JOZTLIS,X,X,O,O,X,O,X
JOZTLSI,X,X,O,O,X,O,X
JOZTSIL,X,O,O,X,X,O,X
JOZTSLI,X,O,O,X,X,O,X
JOZITLS,X,X,O,X,O,O,X
JOZITSL,X,O,X,X,O,X,X
JOZILTS,X,X,O,O,O,O,X
JOZILST,X,O,O,O,X,O,X
JOZISTL,O,O,X,X,O,X,X
JOZISLT,O,O,O,X,X,X,X
JOZLTIS,X,X,O,O,X,O,X
JOZLTSI,X,X,O,O,X,O,X
JOZLITS,X,X,O,O,O,O,X
JOZLIST,X,O,O,O,X,O,X
JOZLSTI,X,O,X,O,X,O,X
JOZLSIT,X,O,O,O,X,O,X
JOZSTIL,O,O,X,X,X,X,X
JOZSTLI,O,O,X,X,X,O,X
JOZSITL,O,O,X,X,O,X,X
JOZSILT,O,O,O,X,X,X,X
JOZSLTI,X,O,X,X,X,O,X
JOZSLIT,X,O,O,X,X,O,X
STILJZO,O,X,O,X,X,X,X
STILJOZ,O,X,O,X,X,X,X
STILZJO,O,O,O,X,X,X,X
STILZOJ,O,O,O,X,X,X,X
STILOJZ,O,X,O,X,X,X,X
STILOZJ,O,O,O,X,X,X,X
STIJLZO,O,X,O,X,X,X,X
STIJLOZ,O,X,O,X,X,X,X
STIJZLO,O,O,O,X,X,X,X
STIJZOL,O,O,O,X,X,X,X
STIJOLZ,O,X,X,X,X,X,X
STIJOZL,O,O,X,X,X,X,X
STIZLJO,O,O,O,X,X,X,X
STIZLOJ,O,O,O,X,X,X,X
STIZJLO,O,O,O,X,X,X,X
STIZJOL,O,O,O,X,X,X,X
STIZOLJ,O,O,O,X,X,X,X
STIZOJL,O,O,O,X,X,X,X
STIOLJZ,O,X,O,X,X,X,X
STIOLZJ,O,O,O,X,X,X,X
STIOJLZ,O,X,O,X,X,X,X
STIOJZL,O,O,O,X,X,X,X
STIOZLJ,O,O,O,X,X,X,X
STIOZJL,O,O,O,X,X,X,X
STLIJZO,O,X,O,X,X,X,X
STLIJOZ,O,X,O,X,X,X,O
STLIZJO,O,O,O,X,X,X,O
STLIZOJ,O,O,O,X,X,X,O
STLIOJZ,O,X,O,X,X,X,O
STLIOZJ,O,O,O,X,X,X,O
STLJIZO,O,X,O,X,X,X,X
STLJIOZ,O,X,O,X,X,X,O
STLJZIO,O,X,O,O,X,X,X
STLJZOI,O,X,O,O,X,X,X
STLJOIZ,O,X,O,X,X,X,O
STLJOZI,O,X,O,O,X,X,O
STLZIJO,O,O,O,X,X,X,O
STLZIOJ,O,O,O,X,X,X,O
STLZJIO,O,O,O,X,X,X,O
STLZJOI,O,O,O,X,X,X,O
STLZOIJ,O,O,O,X,X,X,O
STLZOJI,O,O,O,X,X,X,O
STLOIJZ,O,X,O,X,X,X,O
STLOIZJ,O,O,O,X,X,X,O
STLOJIZ,O,X,O,X,X,X,O
STLOJZI,O,X,O,O,X,X,O
STLOZIJ,O,O,O,X,X,X,O
STLOZJI,O,O,O,X,X,X,O
STJILZO,O,X,O,X,X,X,X
STJILOZ,O,X,O,X,X,X,X
STJIZLO,O,O,O,X,X,X,X
STJIZOL,O,O,O,X,X,X,X
STJIOLZ,O,X,X,X,X,X,X
STJIOZL,O,O,X,X,X,X,X
STJLIZO,O,X,O,X,X,X,X
STJLIOZ,O,X,O,X,X,X,O
STJLZIO,O,X,O,O,X,X,X
STJLZOI,O,X,O,O,X,X,X
STJLOIZ,O,X,O,X,X,X,O
STJLOZI,O,X,O,O,X,X,O
STJZILO,O,O,O,O,X,X,X
STJZIOL,O,O,O,X,X,X,X
STJZLIO,O,O,O,O,X,X,O
STJZLOI,O,O,O,O,X,X,O
STJZOIL,O,O,O,X,X,X,X
STJZOLI,O,O,O,X,X,X,O
STJOILZ,O,X,O,X,X,X,X
STJOIZL,O,O,O,X,X,X,X
STJOLIZ,O,X,O,X,X,X,O
STJOLZI,O,X,O,X,X,X,O
STJOZIL,O,O,O,X,X,X,X
STJOZLI,O,O,O,X,X,X,O
STZILJO,O,O,O,X,X,X,X
STZILOJ,O,O,O,X,X,X,X
STZIJLO,O,O,O,X,X,X,X
STZIJOL,O,O,O,X,X,X,X
STZIOLJ,O,O,O,X,X,X,X
STZIOJL,O,O,O,X,X,X,X
STZLIJO,O,O,O,X,X,X,O
STZLIOJ,O,O,O,X,X,X,O
STZLJIO,O,O,O,X,X,X,O
STZLJOI,O,O,O,X,X,X,O
STZLOIJ,O,O,O,X,X,X,O
STZLOJI,O,O,O,X,X,X,O
STZJILO,O,O,O,X,X,X,X
STZJIOL,O,O,O,X,X,X,X
STZJLIO,O,O,O,X,X,X,O
STZJLOI,O,O,O,X,X,X,O
STZJOIL,O,O,O,X,X,X,X
STZJOLI,O,O,O,X,X,X,O
STZOILJ,O,O,O,X,X,X,X
STZOIJL,O,O,O,X,X,X,X
STZOLIJ,O,O,O,X,X,X,O
STZOLJI,O,O,O,X,X,X,O
STZOJIL,O,O,O,X,X,X,X
STZOJLI,O,O,O,X,X,X,O
STOILJZ,O,X,O,X,X,X,X
STOILZJ,O,O,O,X,X,X,X
STOIJLZ,O,X,O,X,X,X,X
STOIJZL,O,O,O,X,X,X,X
STOIZLJ,O,O,O,X,X,X,X
STOIZJL,O,O,O,X,X,X,X
STOLIJZ,O,X,O,X,X,X,O
STOLIZJ,O,O,O,X,X,X,O
STOLJIZ,O,X,O,X,X,X,O
STOLJZI,O,X,O,X,X,X,O
STOLZIJ,O,O,O,X,X,X,O
STOLZJI,O,O,O,X,X,X,O
STOJILZ,O,X,O,X,X,X,X
STOJIZL,O,O,O,X,X,X,X
STOJLIZ,O,X,O,X,X,X,O
STOJLZI,O,X,O,X,X,X,O
STOJZIL,O,O,O,X,X,X,X
STOJZLI,O,O,O,X,X,X,O
STOZILJ,O,O,O,X,X,X,X
STOZIJL,O,O,O,X,X,X,X
STOZLIJ,O,O,O,X,X,X,O
STOZLJI,O,O,O,X,X,X,O
STOZJIL,O,O,O,X,X,X,X
STOZJLI,O,O,O,X,X,X,O
SITLJZO,O,X,X,X,O,X,X
SITLJOZ,O,X,X,X,O,X,X
SITLZJO,O,O,X,X,O,X,X
SITLZOJ,O,O,X,X,O,X,X
SITLOJZ,O,X,X,X,O,X,X
SITLOZJ,O,O,X,X,O,X,X
SITJLZO,O,X,X,X,O,X,X
SITJLOZ,O,X,X,X,O,X,X
SITJZLO,O,O,X,X,O,X,X
SITJZOL,O,O,X,X,O,X,X
SITJOLZ,O,X,X,X,O,X,X
SITJOZL,O,O,X,X,O,X,X
SITZLJO,O,O,X,X,O,X,X
SITZLOJ,O,O,X,X,O,X,X
SITZJLO,O,O,X,X,O,X,X
SITZJOL,O,O,X,X,O,X,X
SITZOLJ,O,O,X,X,O,X,X
SITZOJL,O,O,X,X,O,X,X
SITOLJZ,O,X,X,X,O,X,X
SITOLZJ,O,O,X,X,O,X,X
SITOJLZ,O,X,X,X,O,X,X
SITOJZL,O,O,X,X,O,X,X
SITOZLJ,O,O,X,X,O,X,X
SITOZJL,O,O,X,X,O,X,X
SILTJZO,O,X,X,X,X,X,X
SILTJOZ,O,X,X,X,X,X,X
SILTZJO,O,O,X,X,X,X,X
SILTZOJ,O,O,X,X,X,X,X
SILTOJZ,O,X,X,X,X,X,X
SILTOZJ,O,O,X,X,X,X,X
SILJTZO,O,X,X,X,X,X,X
SILJTOZ,O,X,X,X,X,X,X
SILJZTO,O,O,X,X,X,X,X
SILJZOT,O,O,X,X,X,X,X
SILJOTZ,O,X,X,X,X,X,X
SILJOZT,O,O,X,O,X,X,X
SILZTJO,O,O,X,X,X,X,X
SILZTOJ,O,O,X,X,X,X,X
SILZJTO,O,O,X,X,X,X,X
SILZJOT,O,O,X,X,X,X,X
SILZOTJ,O,O,X,X,X,X,X
SILZOJT,O,O,X,X,X,X,X
SILOTJZ,O,X,X,X,X,X,X
SILOTZJ,O,O,X,X,X,X,X
SILOJTZ,O,X,X,X,X,X,X
SILOJZT,O,O,X,O,X,X,X
SILOZTJ,O,O,X,X,X,X,X
SILOZJT,O,O,X,X,X,X,X
SIJTLZO,O,X,X,X,O,X,X
SIJTLOZ,O,X,X,X,O,X,X
SIJTZLO,O,O,X,X,O,X,X
SIJTZOL,O,O,X,X,O,X,X
SIJTOLZ,O,X,X,X,O,X,X
SIJTOZL,O,O,X,X,O,X,X
SIJLTZO,O,X,X,X,X,X,X
SIJLTOZ,O,X,X,X,X,X,X
SIJLZTO,O,O,X,X,X,X,X
SIJLZOT,O,O,X,X,X,X,X
SIJLOTZ,O,X,X,X,X,X,X
SIJLOZT,O,O,X,O,X,X,X
SIJZTLO,O,O,X,X,O,X,X
SIJZTOL,O,O,X,X,O,X,X
SIJZLTO,O,O,X,X,X,X,X
SIJZLOT,O,O,X,X,X,X,X
SIJZOTL,O,O,X,X,O,X,X
SIJZOLT,O,O,X,X,X,X,X
SIJOTLZ,O,X,X,X,O,X,X
SIJOTZL,O,O,X,X,O,X,X
SIJOLTZ,O,X,X,X,X,X,X
SIJOLZT,O,O,X,X,X,X,X
SIJOZTL,O,O,X,X,O,X,X
SIJOZLT,O,O,X,X,X,X,X
SIZTLJO,O,O,X,X,O,X,X
SIZTLOJ,O,O,X,X,O,X,X
SIZTJLO,O,O,X,X,O,X,X
SIZTJOL,O,O,X,X,O,X,X
SIZTOLJ,O,O,X,X,O,X,X
SIZTOJL,O,O,X,X,O,X,X
SIZLTJO,O,O,X,X,X,X,X
SIZLTOJ,O,O,X,X,X,X,X
SIZLJTO,O,O,X,X,X,X,X
SIZLJOT,O,O,X,X,X,X,X
