sequence,v115@ChB8CeB8DeC8AeB8CeH8BeE8JeT6IvhFxbB0dB6jB/?qBFmBmqB,v115@ChB8CeB8DeC8AeB8CeH8BeE8JeT6IvhF0bBxdBKlBG?jBFmBXrB,v115@ChB8CeB8DeC8AeB8CeH8BeE8JeT6IvhFXcBxdBKlBG?jBFmB0qB,v115@ChB8CeB8DeC8AeB8CeH8BeE8JeT6IvhFxbB0dB6jBl?gB2qBXrB,v115@ChB8CeB8DeC8AeB8CeH8BeE8Je2/IvhFXcB0dB6jBx?lBFlBzqB,v115@ChB8CeB8DeC8AeB8CeH8BeE8JeT6IvhFZgB0dB6jBX?mBuqBFrB,v115@ChB8CeB8DeC8AeB8CeH8BeE8JeT6IvhFFcB0dB6jBx?lBmqB/qB,v115@ChB8CeB8DeC8AeB8CeH8BeE8JeT6IvhF1gB0dB6jBx?lB2qBXrB
JOISLTZ,X,O,O,O,O,O,O,X
JOISLZT,X,O,X,O,O,O,O,X
JOISZTL,X,X,X,O,O,O,X,X
JOISZLT,X,X,X,O,O,O,O,X
JOIZTLS,X,X,X,O,O,X,O,O
JOIZTSL,X,X,X,O,O,X,X,X
JOIZLTS,X,O,O,O,O,X,O,X
JOIZLST,O,O,X,O,O,O,O,X
JOIZSTL,X,X,X,O,O,O,X,X
JOIZSLT,X,X,X,O,O,O,O,X
JOLTISZ,X,O,O,O,X,X,O,X
JOLTIZS,X,O,O,O,X,X,O,X
JOLTSIZ,X,O,O,O,X,X,X,X
JOLTSZI,X,O,O,O,O,X,X,X
JOLTZIS,X,O,O,O,X,X,O,X
JOLTZSI,X,O,O,O,O,X,X,X
JOLITSZ,X,O,O,O,O,X,O,X
JOLITZS,X,O,O,O,O,X,O,X
JOLISTZ,X,O,O,O,O,O,O,X
JOLISZT,X,O,X,O,O,O,O,X
JOLIZTS,X,O,O,O,O,X,O,X
JOLIZST,O,O,X,O,O,O,O,X
JOLSTIZ,O,O,O,O,X,X,X,X
JOLSTZI,O,O,O,O,O,X,X,X
JOLSITZ,X,O,O,O,O,O,O,X
JOLSIZT,O,O,X,O,O,O,O,X
JOLSZTI,O,O,X,O,O,X,X,X
JOLSZIT,O,O,X,O,O,O,O,X
JOLZTIS,X,O,O,O,X,X,O,X
JOLZTSI,X,O,O,O,O,X,X,X
JOLZITS,X,O,O,O,O,X,O,X
JOLZIST,O,O,X,O,O,O,O,X
JOLZSTI,O,O,X,O,O,X,X,X
JOLZSIT,O,O,X,O,O,O,O,X
JOSTILZ,O,X,X,O,X,X,X,X
JOSTIZL,O,X,X,O,X,X,X,X
JOSTLIZ,O,X,X,O,X,X,X,X
JOSTLZI,O,X,X,O,O,X,X,X
JOSTZIL,O,X,X,O,X,X,X,X
JOSTZLI,O,X,X,O,O,X,X,X
JOSITLZ,X,X,X,O,O,O,X,X
JOSITZL,X,X,X,O,O,O,X,X
JOSILTZ,X,O,O,O,O,O,O,X
JOSILZT,O,O,X,O,O,O,O,X
JOSIZTL,X,X,X,O,O,O,X,X
JOSIZLT,O,X,X,O,O,O,O,X
JOSLTIZ,O,O,O,O,X,X,X,X
JOSLTZI,O,O,O,O,O,X,X,X
JOSLITZ,X,O,O,O,O,O,O,X
JOSLIZT,O,O,X,O,O,O,O,X
JOSLZTI,O,O,X,O,O,X,X,X
JOSLZIT,O,O,X,O,O,O,O,X
JOSZTIL,O,X,X,O,X,X,X,X
JOSZTLI,O,X,X,O,O,X,X,X
JOSZITL,X,X,X,O,O,O,X,X
JOSZILT,O,X,X,O,O,O,O,X
JOSZLTI,O,X,X,O,O,X,X,X
JOSZLIT,O,X,X,O,O,O,O,X
JOZTILS,X,X,X,O,X,X,O,X
JOZTISL,X,X,X,O,X,X,X,X
JOZTLIS,X,X,X,O,X,X,O,X
JOZTLSI,X,X,X,O,O,X,X,X
JOZTSIL,X,X,X,O,X,X,X,X
JOZTSLI,X,X,X,O,O,X,X,X
JOZITLS,X,X,X,O,O,X,O,O
JOZITSL,X,X,X,O,O,X,X,X
JOZILTS,X,O,O,O,O,X,O,X
JOZILST,O,O,X,O,O,O,O,X
JOZISTL,X,X,X,O,O,O,X,X
JOZISLT,X,X,X,O,O,O,O,X
JOZLTIS,X,O,O,O,X,X,O,X
JOZLTSI,X,O,O,O,O,X,X,X
JOZLITS,X,O,O,O,O,X,O,X
JOZLIST,O,O,X,O,O,O,O,X
JOZLSTI,O,O,X,O,O,X,X,X
JOZLSIT,O,O,X,O,O,O,O,X
JOZSTIL,O,X,X,O,X,X,X,X
JOZSTLI,O,X,X,O,O,X,X,X
JOZSITL,X,X,X,O,O,O,X,X
JOZSILT,O,X,X,O,O,O,O,X
JOZSLTI,O,X,X,O,O,X,X,X
JOZSLIT,O,X,X,O,O,O,O,X
STILJZO,O,X,O,X,O,O,X,X
STILJOZ,O,X,O,X,X,O,X,X
STILZJO,O,X,X,X,O,O,X,X
STILZOJ,O,X,X,X,X,O,X,X
STILOJZ,O,X,O,X,X,O,X,X
STILOZJ,O,X,X,X,X,O,X,X
STIJLZO,O,X,O,X,O,O,X,X
STIJLOZ,O,X,O,X,X,O,X,X
STIJZLO,O,X,O,X,O,O,X,X
STIJZOL,O,X,X,X,X,O,X,X
STIJOLZ,O,X,O,X,X,O,X,X
STIJOZL,O,X,X,X,X,O,X,X
STIZLJO,O,X,X,X,O,O,X,X
STIZLOJ,O,X,X,X,X,O,X,X
STIZJLO,O,X,X,X,O,O,X,X
STIZJOL,O,X,X,X,X,O,X,X
STIZOLJ,O,X,X,X,X,O,X,X
STIZOJL,O,X,X,X,X,O,X,X
STIOLJZ,O,X,X,X,X,O,X,X
STIOLZJ,O,X,X,X,X,O,X,X
STIOJLZ,O,X,X,X,X,O,X,X
STIOJZL,O,X,X,X,X,O,X,X
STIOZLJ,O,X,X,X,X,O,X,X
STIOZJL,O,X,X,X,X,O,X,X
STLIJZO,O,X,O,X,O,O,X,X
STLIJOZ,O,X,O,X,X,O,X,X
STLIZJO,O,X,X,X,O,O,X,X
STLIZOJ,O,X,X,X,X,O,X,X
STLIOJZ,O,X,O,X,X,O,X,X
STLIOZJ,O,X,X,X,X,O,X,X
STLJIZO,O,O,O,X,X,X,X,X
STLJIOZ,O,O,O,X,X,X,X,X
STLJZIO,O,O,O,X,O,X,X,X
STLJZOI,O,O,O,X,O,X,X,X
STLJOIZ,O,O,O,X,X,X,X,X
STLJOZI,O,O,O,X,X,X,X,X
STLZIJO,O,X,X,X,O,O,X,X
STLZIOJ,O,X,X,X,X,O,X,X
STLZJIO,O,O,O,X,O,X,X,X
STLZJOI,O,O,O,X,O,X,X,X
STLZOIJ,O,X,X,X,X,O,X,X
STLZOJI,O,O,O,X,X,X,X,X
STLOIJZ,O,X,O,X,X,O,X,X
STLOIZJ,O,X,X,X,X,O,X,X
STLOJIZ,O,O,O,X,X,X,X,X
STLOJZI,O,O,O,X,X,X,X,X
STLOZIJ,O,X,X,X,X,O,X,X
STLOZJI,O,O,O,X,X,X,X,X
STJILZO,O,O,O,X,X,X,X,X
STJILOZ,O,O,O,X,X,X,X,X
STJIZLO,O,X,O,X,X,X,X,X
STJIZOL,O,X,X,X,X,X,X,X
STJIOLZ,O,X,O,X,X,X,X,X
STJIOZL,O,X,X,X,X,X,X,X
STJLIZO,O,O,O,X,X,X,X,X
STJLIOZ,O,O,O,X,X,X,X,X
STJLZIO,O,O,O,X,O,X,X,X
STJLZOI,O,O,O,X,O,X,X,X
STJLOIZ,O,O,O,X,X,X,X,X
STJLOZI,O,O,O,X,X,X,X,X
STJZILO,O,X,O,X,X,X,X,X
STJZIOL,O,X,X,X,X,X,X,X
STJZLIO,O,X,O,X,O,X,X,X
STJZLOI,O,X,O,X,O,X,X,X
STJZOIL,O,X,X,X,X,X,X,X
STJZOLI,O,X,X,X,X,X,X,X
STJOILZ,O,X,O,X,X,X,X,X
STJOIZL,O,X,X,X,X,X,X,X
STJOLIZ,O,X,O,X,X,X,X,X
STJOLZI,O,X,O,X,X,X,X,X
STJOZIL,O,X,X,X,X,X,X,X
STJOZLI,O,X,X,X,X,X,X,X
STZILJO,O,X,X,X,O,O,X,X
STZILOJ,O,X,X,X,X,O,X,X
STZIJLO,O,X,X,X,O,O,X,X
STZIJOL,O,X,X,X,X,O,X,X
STZIOLJ,O,X,X,X,X,O,X,X
STZIOJL,O,X,X,X,X,O,X,X
STZLIJO,O,X,X,X,O,O,X,X
STZLIOJ,O,X,X,X,X,O,X,X
STZLJIO,O,X,O,X,O,X,X,X
STZLJOI,O,X,O,X,O,X,X,X
STZLOIJ,O,X,X,X,X,O,X,X
STZLOJI,O,X,O,X,X,X,X,X
STZJILO,O,X,O,X,X,X,X,X
STZJIOL,O,X,X,X,X,X,X,X
STZJLIO,O,X,O,X,O,X,X,X
STZJLOI,O,X,O,X,O,X,X,X
STZJOIL,O,X,X,X,X,X,X,X
STZJOLI,O,X,X,X,X,X,X,X
STZOILJ,O,X,X,X,X,O,X,X
STZOIJL,O,X,X,X,X,O,X,X
STZOLIJ,O,X,X,X,X,O,X,X
STZOLJI,O,X,X,X,X,X,X,X
STZOJIL,O,X,X,X,X,X,X,X
STZOJLI,O,X,X,X,X,X,X,X
STOILJZ,O,X,X,X,X,O,X,X
STOILZJ,O,X,X,X,X,O,X,X
STOIJLZ,O,X,X,X,X,O,X,X
STOIJZL,O,X,X,X,X,O,X,X
STOIZLJ,O,X,X,X,X,O,X,X
STOIZJL,O,X,X,X,X,O,X,X
STOLIJZ,O,X,O,X,X,O,X,X
STOLIZJ,O,X,X,X,X,O,X,X
STOLJIZ,O,X,O,X,X,X,X,X
STOLJZI,O,X,O,X,X,X,X,X
STOLZIJ,O,X,X,X,X,O,X,X
STOLZJI,O,X,O,X,X,X,X,X
STOJILZ,O,X,O,X,X,X,X,X
STOJIZL,O,X,X,X,X,X,X,X
STOJLIZ,O,X,O,X,X,X,X,X
STOJLZI,O,X,O,X,X,X,X,X
STOJZIL,O,X,X,X,X,X,X,X
STOJZLI,O,X,X,X,X,X,X,X
STOZILJ,O,X,X,X,X,O,X,X
STOZIJL,O,X,X,X,X,O,X,X
STOZLIJ,O,X,X,X,X,O,X,X
STOZLJI,O,X,X,X,X,X,X,X
STOZJIL,O,X,X,X,X,X,X,X
STOZJLI,O,X,X,X,X,X,X,X
SITLJZO,O,X,X,X,O,O,X,X
SITLJOZ,O,X,X,X,X,O,X,X
SITLZJO,O,X,X,X,O,O,X,X
SITLZOJ,O,X,X,X,X,O,X,O
SITLOJZ,O,X,X,X,X,O,X,X
SITLOZJ,O,X,X,X,X,O,X,O
SITJLZO,O,X,X,X,O,O,X,X
SITJLOZ,O,X,X,X,X,O,X,X
SITJZLO,O,X,X,X,O,O,X,X
SITJZOL,O,X,X,X,X,O,X,X
SITJOLZ,O,X,X,X,X,O,X,X
SITJOZL,O,X,X,X,X,O,X,X
SITZLJO,O,X,X,X,O,O,X,X
SITZLOJ,O,X,X,X,X,O,X,O
SITZJLO,O,X,X,X,O,O,X,X
SITZJOL,O,X,X,X,X,O,X,X
SITZOLJ,O,X,X,X,X,O,X,O
SITZOJL,O,X,X,X,X,O,X,X
SITOLJZ,O,X,X,X,X,O,X,X
SITOLZJ,O,X,X,X,X,O,X,O
SITOJLZ,O,X,X,X,X,O,X,X
SITOJZL,O,X,X,X,X,O,X,X
SITOZLJ,O,X,X,X,X,O,X,O
SITOZJL,O,X,X,X,X,O,X,X
SILTJZO,O,X,X,X,O,O,X,X
SILTJOZ,O,X,X,X,X,O,X,X
SILTZJO,O,X,X,X,O,O,X,X
SILTZOJ,O,X,X,X,X,O,X,X
SILTOJZ,O,X,X,X,X,O,X,X
SILTOZJ,O,X,X,X,X,O,X,X
SILJTZO,X,X,X,X,O,O,O,X
SILJTOZ,X,X,X,X,X,O,O,X
SILJZTO,X,X,X,X,O,O,O,X
SILJZOT,O,X,X,O,O,O,O,X
SILJOTZ,X,X,X,X,O,O,O,X
SILJOZT,O,X,X,O,O,O,O,X
SILZTJO,O,X,X,X,O,O,X,X
SILZTOJ,O,X,X,X,X,O,X,X
SILZJTO,X,X,X,X,O,O,O,X
SILZJOT,O,X,X,O,O,O,O,X
SILZOTJ,O,X,X,X,O,O,X,X
SILZOJT,O,X,X,O,O,O,O,X
SILOTJZ,O,X,X,X,O,O,X,X
SILOTZJ,O,X,X,X,O,O,X,X
SILOJTZ,X,X,X,X,O,O,O,X
SILOJZT,O,X,X,X,O,O,O,X
SILOZTJ,O,X,X,X,O,O,X,X
SILOZJT,O,X,X,O,O,O,O,X
SIJTLZO,X,X,X,X,O,O,X,X
SIJTLOZ,X,X,X,X,X,O,X,X
SIJTZLO,X,X,X,X,O,O,X,X
SIJTZOL,X,X,X,X,X,O,X,X
SIJTOLZ,X,X,X,X,X,O,X,X
SIJTOZL,X,X,X,X,X,O,X,X
SIJLTZO,X,X,X,X,O,O,X,X
SIJLTOZ,X,X,X,X,X,O,X,X
SIJLZTO,X,X,X,X,O,O,X,X
SIJLZOT,O,X,X,O,O,O,X,X
SIJLOTZ,X,X,X,X,O,O,X,X
SIJLOZT,O,X,X,O,O,O,X,X
SIJZTLO,X,X,X,X,O,O,X,X
SIJZTOL,X,X,X,X,X,O,X,X
SIJZLTO,X,X,X,X,O,O,X,X
SIJZLOT,O,X,X,O,O,O,X,X
SIJZOTL,X,X,X,X,X,O,X,X
SIJZOLT,O,X,X,O,O,O,X,X
SIJOTLZ,X,X,X,X,X,O,X,X
SIJOTZL,X,X,X,X,X,O,X,X
SIJOLTZ,X,X,X,X,X,O,X,X
SIJOLZT,O,X,X,O,O,O,X,X
SIJOZTL,X,X,X,X,X,O,X,X
SIJOZLT,O,X,X,O,O,O,X,X
SIZTLJO,O,X,X,X,O,O,X,X
SIZTLOJ,O,X,X,X,X,O,X,O
SIZTJLO,O,X,X,X,O,O,X,X
SIZTJOL,O,X,X,X,X,O,X,X
SIZTOLJ,O,X,X,X,X,O,X,O
SIZTOJL,O,X,X,X,X,O,X,X
SIZLTJO,O,X,X,X,O,O,X,X
SIZLTOJ,O,X,X,X,X,O,X,X
SIZLJTO,X,X,X,X,O,O,O,X
SIZLJOT,O,X,X,O,O,O,O,X
SIZLOTJ,O,X,X,X,O,O,X,X
SIZLOJT,O,X,X,O,O,O,O,X
SIZJTLO,X,X,X,X,O,O,X,X
SIZJTOL,X,X,X,X,X,O,X,X
SIZJLTO,X,X,X,X,O,O,X,X
SIZJLOT,O,X,X,O,O,O,X,X
SIZJOTL,X,X,X,X,X,O,X,X
SIZJOLT,O,X,X,O,O,O,X,X
SIZOTLJ,O,X,X,X,X,O,X,O
SIZOTJL,O,X,X,X,X,O,X,X
SIZOLTJ,O,X,X,X,X,O,X,X
SIZOLJT,O,X,X,O,O,O,O,X
SIZOJTL,X,X,X,X,X,O,X,X
SIZOJLT,O,X,X,X,O,O,X,X
SIOTLJZ,O,X,X,X,X,O,X,X
SIOTLZJ,O,X,X,X,X,O,X,O
SIOTJLZ,O,X,X,X,X,O,X,X
SIOTJZL,O,X,X,X,X,O,X,X
SIOTZLJ,O,X,X,X,X,O,X,O
SIOTZJL,O,X,X,X,X,O,X,X
SIOLTJZ,O,X,X,X,X,O,X,X
SIOLTZJ,O,X,X,X,X,O,X,X
SIOLJTZ,X,X,X,X,X,O,O,X
SIOLJZT,O,X,X,X,O,O,O,X
SIOLZTJ,O,X,X,X,X,O,X,X
SIOLZJT,O,X,X,O,O,O,O,X
SIOJTLZ,X,X,X,X,X,O,X,X
SIOJTZL,X,X,X,X,X,O,X,X
SIOJLTZ,X,X,X,X,X,O,X,X
SIOJLZT,O,X,X,X,O,O,X,X
SIOJZTL,X,X,X,X,X,O,X,X
SIOJZLT,O,X,X,X,O,O,X,X
SIOZTLJ,O,X,X,X,X,O,X,O
SIOZTJL,O,X,X,X,X,O,X,X
SIOZLTJ,O,X,X,X,X,O,X,X
SIOZLJT,O,X,X,O,O,O,O,X
SIOZJTL,X,X,X,X,X,O,X,X
SIOZJLT,O,X,X,X,O,O,X,X
SLTIJZO,O,X,O,X,O,O,X,X
SLTIJOZ,O,X,O,X,X,O,X,X
SLTIZJO,O,X,X,X,O,O,X,X
SLTIZOJ,O,X,X,X,X,O,X,X
SLTIOJZ,O,X,O,X,X,O,X,X
SLTIOZJ,O,X,X,X,X,O,X,X
SLTJIZO,O,O,O,X,X,X,X,X
SLTJIOZ,O,O,O,X,X,X,X,X
SLTJZIO,O,O,O,X,O,X,X,X
SLTJZOI,O,O,O,X,O,X,X,X
SLTJOIZ,O,O,O,X,X,X,X,X
SLTJOZI,O,O,O,X,X,X,X,X
SLTZIJO,O,X,X,X,O,O,X,X
SLTZIOJ,O,X,X,X,X,O,X,X
SLTZJIO,O,O,O,X,O,X,X,X
SLTZJOI,O,O,O,X,O,X,X,X
SLTZOIJ,O,X,X,X,X,O,X,X
SLTZOJI,O,O,O,X,X,X,X,X
SLTOIJZ,O,X,O,X,X,O,X,X
SLTOIZJ,O,X,X,X,X,O,X,X
SLTOJIZ,O,O,O,X,X,X,X,X
SLTOJZI,O,O,O,X,X,X,X,X
SLTOZIJ,O,X,X,X,X,O,X,X
SLTOZJI,O,O,O,X,X,X,X,X
SLITJZO,O,X,X,X,O,O,X,X
SLITJOZ,O,X,X,X,X,O,X,X
SLITZJO,O,X,X,X,O,O,X,X
SLITZOJ,O,X,X,X,X,O,X,X
SLITOJZ,O,X,X,X,X,O,X,X
SLITOZJ,O,X,X,X,X,O,X,X
SLIJTZO,X,X,X,X,O,O,O,X
SLIJTOZ,X,X,X,X,X,O,O,X
SLIJZTO,X,X,X,X,O,O,O,X
SLIJZOT,O,X,X,O,O,O,O,X
SLIJOTZ,X,X,X,X,O,O,O,X
SLIJOZT,O,X,X,O,O,O,O,X
SLIZTJO,O,X,X,X,O,O,X,X
SLIZTOJ,O,X,X,X,X,O,X,X
SLIZJTO,X,X,X,X,O,O,O,X
SLIZJOT,O,X,X,O,O,O,O,X
SLIZOTJ,O,X,X,X,O,O,X,X
SLIZOJT,O,X,X,O,O,O,O,X
SLIOTJZ,O,X,X,X,O,O,X,X
SLIOTZJ,O,X,X,X,O,O,X,X
SLIOJTZ,X,X,X,X,O,O,O,X
SLIOJZT,O,X,X,X,O,O,O,X
SLIOZTJ,O,X,X,X,O,O,X,X
SLIOZJT,O,X,X,O,O,O,O,X
SLJTIZO,O,O,O,O,X,X,X,X
SLJTIOZ,O,O,O,O,X,X,X,X
SLJTZIO,O,O,O,O,O,X,X,X
SLJTZOI,O,O,O,O,O,X,X,X
SLJTOIZ,O,O,O,O,X,X,X,X
SLJTOZI,O,O,O,O,X,X,X,X
SLJITZO,X,O,O,O,O,O,O,X
SLJITOZ,X,O,O,O,X,O,O,X
SLJIZTO,X,X,X,O,O,O,O,X
SLJIZOT,O,O,X,O,O,O,O,X
SLJIOTZ,X,O,O,O,O,O,O,X
SLJIOZT,O,O,X,O,O,O,O,X
SLJZTIO,O,X,X,O,O,X,X,X
SLJZTOI,O,X,X,O,O,X,X,X
SLJZITO,X,X,X,O,O,O,O,X
SLJZIOT,O,O,X,O,O,O,O,X
SLJZOTI,O,O,X,O,O,X,X,X
SLJZOIT,O,O,X,O,O,O,O,X
SLJOTIZ,O,O,O,O,X,X,X,X
SLJOTZI,O,O,O,O,O,X,X,X
SLJOITZ,X,O,O,O,X,O,O,X
SLJOIZT,O,O,X,O,O,O,O,X
SLJOZTI,O,O,X,O,O,X,X,X
SLJOZIT,O,O,X,O,O,O,O,X
SLZTIJO,O,X,X,X,O,O,X,X
SLZTIOJ,O,X,X,X,X,O,X,X
SLZTJIO,O,X,X,X,O,X,X,X
SLZTJOI,O,X,X,X,O,X,X,X
SLZTOIJ,O,X,X,X,X,O,X,X
SLZTOJI,O,X,X,X,X,X,X,X
SLZITJO,O,X,X,X,O,O,X,X
SLZITOJ,O,X,X,X,X,O,X,X
SLZIJTO,X,X,X,X,O,O,O,X
SLZIJOT,O,X,X,O,O,O,O,X
SLZIOTJ,O,X,X,X,O,O,X,X
SLZIOJT,O,X,X,O,O,O,O,X
SLZJTIO,O,X,X,O,O,X,X,X
SLZJTOI,O,X,X,O,O,X,X,X
SLZJITO,X,X,X,O,O,O,O,X
SLZJIOT,O,O,X,O,O,O,O,X
SLZJOTI,O,O,X,O,O,X,X,X
SLZJOIT,O,O,X,O,O,O,O,X
SLZOTIJ,O,X,X,X,O,O,X,X
SLZOTJI,O,X,X,X,O,X,X,X
SLZOITJ,O,X,X,X,O,O,X,X
SLZOIJT,O,X,X,O,O,O,O,X
SLZOJTI,O,O,X,O,O,X,X,X
SLZOJIT,O,O,X,O,O,O,O,X
SLOTIJZ,O,X,O,X,O,O,X,X
SLOTIZJ,O,X,X,X,O,O,X,X
SLOTJIZ,O,O,O,X,X,X,X,X
SLOTJZI,O,O,O,X,O,X,X,X
SLOTZIJ,O,X,X,X,O,O,X,X
SLOTZJI,O,O,O,X,O,X,X,X
SLOITJZ,O,X,X,X,O,O,X,X
SLOITZJ,O,X,X,X,O,O,X,X
SLOIJTZ,X,X,X,X,O,O,O,X
SLOIJZT,O,X,X,X,O,O,O,X
SLOIZTJ,O,X,X,X,O,O,X,X
SLOIZJT,O,X,X,O,O,O,O,X
SLOJTIZ,O,O,O,O,X,X,X,X
SLOJTZI,O,O,O,O,O,X,X,X
SLOJITZ,X,O,O,O,O,O,O,X
SLOJIZT,O,O,X,O,O,O,O,X
SLOJZTI,O,O,X,O,O,X,X,X
SLOJZIT,O,O,X,O,O,O,O,X
SLOZTIJ,O,X,X,X,O,O,X,X
SLOZTJI,O,X,X,X,O,X,X,X
SLOZITJ,O,X,X,X,O,O,X,X
SLOZIJT,O,X,X,O,O,O,O,X
SLOZJTI,O,O,X,O,O,X,X,X
SLOZJIT,O,O,X,O,O,O,O,X
SJTILZO,O,O,O,O,X,X,X,X
SJTILOZ,O,O,O,O,X,X,X,X
SJTIZLO,O,X,O,O,X,X,X,X
SJTIZOL,O,X,X,O,X,X,X,X
SJTIOLZ,O,X,O,O,X,X,X,X
SJTIOZL,O,X,X,O,X,X,X,X
SJTLIZO,O,O,O,O,X,X,X,X
SJTLIOZ,O,O,O,O,X,X,X,X
SJTLZIO,O,O,O,O,O,X,X,X
SJTLZOI,O,O,O,O,O,X,X,X
SJTLOIZ,O,O,O,O,X,X,X,X
SJTLOZI,O,O,O,O,X,X,X,X
SJTZILO,O,X,O,O,X,X,X,X
SJTZIOL,O,X,X,O,X,X,X,X
SJTZLIO,O,X,O,O,O,X,X,X
SJTZLOI,O,X,O,O,O,X,X,X
SJTZOIL,O,X,X,O,X,X,X,X
SJTZOLI,O,X,X,O,X,X,X,X
SJTOILZ,O,X,O,O,X,X,X,X
SJTOIZL,O,X,X,O,X,X,X,X
SJTOLIZ,O,X,O,O,X,X,X,X
SJTOLZI,O,X,O,O,X,X,X,X
SJTOZIL,O,X,X,O,X,X,X,X
SJTOZLI,O,X,X,O,X,X,X,X
SJITLZO,X,O,O,O,O,O,X,X
SJITLOZ,X,O,O,O,X,O,X,X
SJITZLO,X,X,O,O,O,O,X,X
SJITZOL,X,X,X,O,X,O,X,X
SJITOLZ,X,X,O,O,X,O,X,X
SJITOZL,X,X,X,O,X,O,X,X
SJILTZO,X,O,O,O,O,O,O,X
SJILTOZ,X,O,O,O,X,O,O,X
SJILZTO,X,X,X,O,O,O,O,X
SJILZOT,O,O,X,O,O,O,O,X
SJILOTZ,X,O,O,O,O,O,O,X
SJILOZT,O,O,X,O,O,O,O,X
SJIZTLO,X,X,X,O,O,O,X,X
SJIZTOL,X,X,X,O,X,O,X,X
SJIZLTO,X,X,X,O,O,O,O,X
SJIZLOT,O,X,X,O,O,O,O,X
SJIZOTL,X,X,X,O,X,O,X,X
SJIZOLT,O,X,X,O,O,O,O,X
SJIOTLZ,X,X,X,O,X,O,X,X
SJIOTZL,X,X,X,O,X,O,X,X
SJIOLTZ,X,O,O,O,X,O,O,X
SJIOLZT,O,O,X,O,O,O,O,X
SJIOZTL,X,X,X,O,X,O,X,X
SJIOZLT,O,X,X,O,O,O,O,X
SJLTIZO,O,O,O,O,X,X,X,X
SJLTIOZ,O,O,O,O,X,X,X,X
SJLTZIO,O,O,O,O,O,X,X,X
SJLTZOI,O,O,O,O,O,X,X,X
SJLTOIZ,O,O,O,O,X,X,X,X
SJLTOZI,O,O,O,O,X,X,X,X
SJLITZO,X,O,O,O,O,O,O,X
SJLITOZ,X,O,O,O,X,O,O,X
SJLIZTO,X,X,X,O,O,O,O,X
SJLIZOT,O,O,X,O,O,O,O,X
SJLIOTZ,X,O,O,O,O,O,O,X
SJLIOZT,O,O,X,O,O,O,O,X
SJLZTIO,O,X,X,O,O,X,X,X
SJLZTOI,O,X,X,O,O,X,X,X
SJLZITO,X,X,X,O,O,O,O,X
SJLZIOT,O,O,X,O,O,O,O,X
SJLZOTI,O,O,X,O,O,X,X,X
SJLZOIT,O,O,X,O,O,O,O,X
SJLOTIZ,O,O,O,O,X,X,X,X
SJLOTZI,O,O,O,O,O,X,X,X
SJLOITZ,X,O,O,O,X,O,O,X
SJLOIZT,O,O,X,O,O,O,O,X
SJLOZTI,O,O,X,O,O,X,X,X
SJLOZIT,O,O,X,O,O,O,O,X
SJZTILO,O,X,X,O,X,X,X,X
SJZTIOL,O,X,X,O,X,X,X,X
SJZTLIO,O,X,X,O,O,X,X,X
SJZTLOI,O,X,X,O,O,X,X,X
SJZTOIL,O,X,X,O,X,X,X,X
SJZTOLI,O,X,X,O,X,X,X,X
SJZITLO,X,X,X,O,O,O,X,X
SJZITOL,X,X,X,O,X,O,X,X
SJZILTO,X,X,X,O,O,O,O,X
SJZILOT,O,X,X,O,O,O,O,X
SJZIOTL,X,X,X,O,X,O,X,X
SJZIOLT,O,X,X,O,O,O,O,X
SJZLTIO,O,X,X,O,O,X,X,X
SJZLTOI,O,X,X,O,O,X,X,X
SJZLITO,X,X,X,O,O,O,O,X
SJZLIOT,O,X,X,O,O,O,O,X
SJZLOTI,O,X,X,O,O,X,X,X
SJZLOIT,O,X,X,O,O,O,O,X
SJZOTIL,O,X,X,O,X,X,X,X
SJZOTLI,O,X,X,O,O,X,X,X
SJZOITL,X,X,X,O,X,O,X,X
SJZOILT,O,X,X,O,O,O,O,X
SJZOLTI,O,X,X,O,O,X,X,X
SJZOLIT,O,X,X,O,O,O,O,X
SJOTILZ,O,X,X,O,X,X,X,X
SJOTIZL,O,X,X,O,X,X,X,X
SJOTLIZ,O,X,X,O,X,X,X,X
SJOTLZI,O,X,X,O,O,X,X,X
SJOTZIL,O,X,X,O,X,X,X,X
SJOTZLI,O,X,X,O,O,X,X,X
SJOITLZ,X,X,X,O,X,O,X,X
SJOITZL,X,X,X,O,X,O,X,X
SJOILTZ,X,O,O,O,X,O,O,X
SJOILZT,O,O,X,O,O,O,O,X
SJOIZTL,X,X,X,O,X,O,X,X
SJOIZLT,O,X,X,O,O,O,O,X
SJOLTIZ,O,O,O,O,X,X,X,X
SJOLTZI,O,O,O,O,O,X,X,X
SJOLITZ,X,O,O,O,X,O,O,X
SJOLIZT,O,O,X,O,O,O,O,X
SJOLZTI,O,O,X,O,O,X,X,X
SJOLZIT,O,O,X,O,O,O,O,X
SJOZTIL,O,X,X,O,X,X,X,X
SJOZTLI,O,X,X,O,O,X,X,X
SJOZITL,X,X,X,O,X,O,X,X
SJOZILT,O,X,X,O,O,O,O,X
SJOZLTI,O,X,X,O,O,X,X,X
SJOZLIT,O,X,X,O,O,O,O,X
SZTILJO,O,X,X,X,O,O,X,X
SZTILOJ,O,X,X,X,X,O,X,X
SZTIJLO,O,X,X,X,O,O,X,X
SZTIJOL,O,X,X,X,X,O,X,X
SZTIOLJ,O,X,X,X,X,O,X,X
SZTIOJL,O,X,X,X,X,O,X,X
