sequence,v115@zgA8GeC8FeE8FeD8EeF8DeC8JeC7IvhFxcB0gB/qBF?nBTrBmrB,v115@zgA8GeC8FeE8FeD8EeF8DeC8JeC7IvhFxcBTgB/rBF?nB0qBmrB,v115@zgA8GeC8FeE8FeD8EeF8DeC8JeC7IvhFxcBlgBUiB/?qBOrBzrB,v115@zgA8GeC8FeE8FeD8EeF8DeC8Jez6IvhF+gBxcB/mBU?iBlqBywB,v115@zgA8GeC8FeE8FeD8EeF8DeC8JeC7IvhFxcBUiB/qBF?mBzrBmqB,v115@zgA8GeC8FeE8FeD8EeF8DeC8JeWAJvhFxcB/mBUiBT?gBlqBywB,v115@zgA8GeC8FeE8FeD8EeF8DeC8JeC7IvhFxcBlgBUiB2?qBzrBXrB,v115@zgA8GeC8FeE8FeD8EeF8DeC8JeC7IvhFxcBTlB/rBF?nB0qBmrB,v115@zgA8GeC8FeE8FeD8EeF8DeC8Jez6IvhFXdBilBFnB5?lB0rBOrB,v115@zgA8GeC8FeE8FeD8EeF8DeC8JeG7IvhFxcBalB8lBF?nBXrBzrB,v115@zgA8GeC8FeE8FeD8EeF8DeC8JeC7IvhFxcBOlB8lBF?nBXrBzrB,v115@zgA8GeC8FeE8FeD8EeF8DeC8JeC7IvhFXdB2lBFnBx?qBzqB0rB,v115@zgA8GeC8FeE8FeD8EeF8DeC8JeR7IvhFCdBUgBVnBe?rB3lBzrB,v115@zgA8GeC8FeE8FeD8EeF8DeC8JeC7IvhFxcB/qBUmBF?nBmqBzrB,v115@zgA8GeC8FeE8FeD8EeF8DeC8JeC9IvhFRgBVnB3gBe?rBUlBzrB,v115@zgA8GeC8FeE8FeD8EeF8DeC8JeC7IvhF0cBTgBFnBx?qBerBXsB,v115@zgA8GeC8FeE8FeD8EeF8DeC8JeR7IvhFCdB3gBVnBe?rBUlBzrB,v115@zgA8GeC8FeE8FeD8EeF8DeC8JeG7IvhFxcBylBFnBU?lBXrBzrB,v115@zgA8GeC8FeE8FeD8EeF8DeC8JeC7IvhFxcBTgBlhB2?rB0qBXsB,v115@zgA8GeC8FeE8FeD8EeF8DeC8JefAJvhFzgBFnBxqB6?rBOsB0qB,v115@zgA8GeC8FeE8FeD8EeF8DeC8JefAJvhFTcBFnBxqBU?rB6qBOsB,v115@zgA8GeC8FeE8FeD8EeF8DeC8JeC7IvhF0cBlgB/qBx?mBOsBTrB,v115@zgA8GeC8FeE8FeD8EeF8DeC8JefAJvhF8gBCdBVnB2?rBTlBRwB,v115@zgA8GeC8FeE8FeD8EeF8DeC8JeC7IvhFxcBlgBUiB/?qBmrBTrB,v115@zgA8GeC8FeE8FeD8EeF8DeC8Jez6IvhFfhBFnBxqB0?qB6rBOsB,v115@zgA8GeC8FeE8FeD8EeF8DeC8JefAJvhF0bBFnBxqBz?qB6rBOsB
TLSZOJI,O,O,O,O,X,O,X,X,O,O,X,X,X,O,X,X,X,O,X,X,X,O,X,O,X,X
TLSOIJZ,O,X,O,O,O,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,O,O,O,X,X
TLSOIZJ,O,O,O,O,O,X,X,O,O,X,O,X,X,O,X,X,X,O,X,X,X,O,X,O,X,X
TLSOJIZ,O,X,O,O,O,X,X,O,X,X,X,X,X,X,O,X,O,X,X,X,X,O,X,O,X,X
TLSOJZI,O,X,O,O,O,O,X,O,O,X,X,X,O,X,X,X,O,X,X,X,X,O,X,O,X,X
TLSOZIJ,O,X,O,O,O,O,X,O,O,O,O,X,X,O,X,X,X,O,X,X,X,O,X,O,X,X
TLSOZJI,O,X,O,O,O,O,X,O,O,O,X,X,X,O,X,X,X,O,X,X,X,O,X,O,X,X
TLZIJSO,X,X,O,X,X,X,X,X,O,X,X,X,X,X,O,X,X,X,O,X,X,X,O,O,X,X
TLZIJOS,X,X,X,O,X,X,X,X,O,X,X,O,X,X,X,O,X,X,O,X,X,X,O,X,X,X
TLZISJO,O,O,O,O,X,O,X,X,O,X,O,X,X,O,X,X,X,X,X,X,X,X,O,O,X,X
TLZISOJ,O,O,O,O,X,O,X,O,O,X,O,X,X,O,X,X,X,X,X,X,X,X,X,O,X,X
TLZIOJS,X,X,O,X,X,X,O,X,O,X,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X
TLZIOSJ,O,O,O,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TLZJISO,X,X,O,X,X,X,X,X,O,X,X,X,O,X,O,X,X,X,O,X,X,X,X,O,X,X
TLZJIOS,X,X,X,O,X,X,X,X,O,X,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X
TLZJSIO,X,O,X,O,X,O,X,X,O,X,X,X,O,X,X,X,O,X,O,X,X,X,X,X,X,X
TLZJSOI,X,X,X,O,X,O,X,X,O,X,X,X,O,X,X,X,O,X,O,X,X,X,X,X,X,X
TLZJOIS,X,X,X,O,X,X,X,X,O,X,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X
TLZJOSI,X,X,X,O,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
TLZSIJO,O,O,O,O,X,O,X,X,O,O,O,X,X,O,X,X,X,X,X,X,X,X,O,O,X,X
TLZSIOJ,O,O,O,O,X,O,X,O,O,O,O,X,X,O,X,X,X,X,X,X,X,X,X,O,X,X
TLZSJIO,O,O,X,O,X,O,X,X,O,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
TLZSJOI,O,X,X,O,X,O,X,X,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
TLZSOIJ,O,O,X,O,X,O,X,X,O,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
TLZSOJI,O,X,X,O,X,O,X,X,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
TLZOIJS,X,X,X,X,X,X,X,X,O,X,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X
TLZOISJ,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TLZOJIS,X,X,X,O,X,X,X,X,O,X,X,X,O,X,O,X,X,X,O,X,X,X,X,X,X,X
TLZOJSI,X,X,X,O,X,X,X,X,O,X,X,X,O,X,X,X,O,X,O,X,X,X,X,X,X,X
TLZOSIJ,X,O,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TLZOSJI,X,O,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TLOIJSZ,O,X,O,O,X,X,O,X,X,X,X,O,X,X,O,X,O,X,X,X,X,X,O,X,X,X
TLOIJZS,X,X,O,O,X,X,O,X,O,X,X,O,O,X,O,X,X,X,X,X,X,X,O,X,X,X
TLOISJZ,O,X,O,O,O,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,O,X,X,X
TLOISZJ,O,O,O,O,O,X,X,O,O,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
TLOIZJS,X,X,O,X,X,X,O,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
TLOIZSJ,O,X,O,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,O,X
TLOJISZ,O,X,O,O,X,X,O,X,X,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X
TLOJIZS,X,X,O,O,X,X,O,X,O,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X
TLOJSIZ,O,X,X,O,X,X,O,O,X,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X
TLOJSZI,O,X,X,O,X,O,O,O,O,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X
TLOJZIS,X,X,O,O,X,X,O,X,O,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X
TLOJZSI,X,X,X,O,X,X,O,X,O,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X
TLOSIJZ,O,X,O,O,O,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,O,O,X,X,X
TLOSIZJ,O,O,O,O,O,X,X,O,O,X,O,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X
TLOSJIZ,O,X,O,O,O,X,X,O,X,X,X,X,X,X,O,X,O,X,X,X,X,O,X,X,X,X
TLOSJZI,O,X,O,O,O,O,X,O,O,X,X,X,O,X,X,X,O,X,X,X,X,O,X,X,X,X
TLOSZIJ,O,X,O,O,O,O,X,O,O,O,O,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X
TLOSZJI,O,X,O,O,O,O,X,O,O,O,X,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X
TLOZIJS,X,X,O,X,X,X,O,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
TLOZISJ,O,X,O,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TLOZJIS,X,X,O,O,X,X,O,X,O,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X
TLOZJSI,X,X,X,O,X,X,X,X,O,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X
TLOZSIJ,O,O,O,O,O,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TLOZSJI,O,X,X,O,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TJILSZO,O,O,O,O,X,O,X,X,X,X,O,X,X,O,O,X,O,X,X,X,X,X,O,O,X,X
TJILSOZ,X,X,O,O,X,X,O,O,X,X,X,O,X,X,O,X,O,X,X,X,X,X,O,O,X,X
TJILZSO,X,X,O,X,X,X,X,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X,O,O,X,X
TJILZOS,X,X,X,O,X,X,O,X,X,X,X,O,O,X,X,O,X,X,X,X,X,X,O,X,X,X
TJILOSZ,O,X,X,O,X,X,O,X,X,X,X,O,X,X,O,O,X,X,X,X,X,X,O,X,X,X
TJILOZS,X,X,X,O,X,X,O,X,X,X,X,O,X,X,O,O,X,X,X,X,X,X,O,X,X,X
TJISLZO,O,O,O,X,X,X,X,X,X,X,O,X,X,O,O,X,O,O,X,X,X,X,O,O,X,X
TJISLOZ,X,X,O,O,X,X,O,O,X,X,X,O,X,X,O,X,O,X,X,X,X,X,O,O,X,X
TJISZLO,O,O,O,O,X,O,X,X,X,O,O,X,X,X,X,X,O,X,X,X,O,X,O,O,X,X
TJISZOL,X,O,X,O,X,O,X,X,X,O,O,O,X,X,X,O,O,X,X,X,O,X,O,O,X,X
TJISOLZ,X,X,O,O,X,X,X,O,X,X,X,O,X,X,X,O,O,X,X,X,X,X,O,O,X,O
TJISOZL,X,X,X,O,X,X,X,O,X,X,X,O,X,X,X,O,X,X,X,X,X,X,O,X,X,O
TJIZLSO,X,X,X,X,X,X,X,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X,O,O,X,X
TJIZLOS,X,X,X,X,X,X,O,X,X,X,X,O,O,X,X,O,X,X,X,X,X,X,O,X,X,X
TJIZSLO,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,O,X,O,O,O,X
TJIZSOL,X,X,X,X,X,X,X,X,X,X,X,O,O,X,X,O,X,X,X,X,O,X,O,O,O,X
TJIZOLS,X,X,X,O,X,X,X,X,X,X,X,O,O,X,X,O,X,X,X,X,X,X,O,X,X,X
TJIZOSL,X,X,X,O,X,X,X,X,X,X,X,O,X,X,X,O,X,X,X,X,O,X,O,X,O,X
TJIOLSZ,O,X,X,O,X,X,O,X,X,X,X,O,X,X,O,O,X,X,X,X,X,X,O,X,X,X
TJIOLZS,X,X,X,O,X,X,O,X,X,X,X,O,X,X,O,O,X,X,X,X,X,X,O,X,X,X
TJIOSLZ,O,X,X,O,X,X,O,X,X,X,X,O,X,X,O,O,X,X,X,X,X,X,O,X,X,O
TJIOSZL,O,X,X,O,X,X,X,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X,O,X,X,O
TJIOZLS,X,X,X,O,X,X,O,X,X,X,X,O,X,X,O,O,X,X,X,X,X,X,O,X,X,X
TJIOZSL,X,X,X,O,X,X,O,X,X,X,X,O,X,X,X,O,X,X,X,X,O,X,O,X,O,X
TJLISZO,O,O,O,O,X,O,X,X,X,X,O,X,X,O,O,X,O,X,X,X,X,X,O,O,X,X
TJLISOZ,X,X,O,O,X,X,O,O,X,X,X,O,X,X,O,X,O,X,X,X,X,X,O,O,X,X
TJLIZSO,X,X,O,X,X,X,X,X,O,X,X,X,O,X,O,X,X,X,X,X,X,X,O,O,X,X
TJLIZOS,X,X,X,O,X,X,O,X,O,X,X,O,O,X,X,X,X,X,X,X,X,X,O,X,X,X
TJLIOSZ,O,X,X,O,X,X,O,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X,O,X,X,X
TJLIOZS,X,X,X,O,X,X,O,X,O,X,X,O,X,X,O,X,X,X,X,X,X,X,O,X,X,X
TJLSIZO,O,O,X,O,X,O,X,X,X,X,O,X,X,O,O,X,O,X,X,X,X,X,O,O,X,X
TJLSIOZ,X,X,X,O,X,X,O,O,X,X,X,X,X,X,O,X,O,X,X,X,X,X,O,O,X,X
TJLSZIO,O,X,X,O,X,O,X,X,O,O,O,X,O,O,X,X,O,X,X,X,X,X,X,O,X,X
TJLSZOI,O,X,X,O,X,O,X,X,O,O,X,X,O,O,X,X,O,X,X,X,X,X,X,O,X,X
TJLSOIZ,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,O,X,X
TJLSOZI,X,X,X,O,X,O,O,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,O,X,X
TJLZISO,X,X,O,X,X,X,X,X,O,X,X,X,O,X,O,X,X,X,X,X,X,X,X,O,X,X
TJLZIOS,X,X,X,O,X,X,O,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
TJLZSIO,X,O,X,O,X,O,X,X,O,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X
TJLZSOI,X,X,X,O,X,O,X,X,O,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X
TJLZOIS,X,X,X,O,X,X,O,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
TJLZOSI,X,X,X,O,X,X,O,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
TJLOISZ,X,X,X,O,X,X,O,X,X,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X
TJLOIZS,X,X,X,O,X,X,O,X,O,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X
TJLOSIZ,X,X,X,O,X,X,O,X,X,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X
TJLOSZI,X,X,X,O,X,O,O,X,O,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X
TJLOZIS,X,X,X,O,X,X,O,X,O,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X
TJLOZSI,X,X,X,O,X,X,O,X,O,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X
TJSILZO,O,O,O,X,X,X,X,X,X,X,O,X,X,O,O,X,O,O,X,X,X,X,O,O,X,X
TJSILOZ,X,X,O,O,X,X,O,O,X,X,X,O,X,X,O,X,O,X,X,X,X,X,O,O,X,X
TJSIZLO,O,O,O,O,X,O,X,X,X,O,O,X,X,X,X,X,O,X,X,X,O,X,O,O,X,X
TJSIZOL,X,O,O,O,X,O,X,X,X,O,O,O,X,X,X,X,O,X,X,X,O,X,O,O,X,X
TJSIOLZ,X,X,O,O,X,X,X,O,X,X,X,O,X,X,X,X,O,X,X,X,X,X,O,O,X,O
TJSIOZL,X,X,X,O,X,X,X,O,X,X,X,O,X,X,X,X,O,X,X,X,X,X,O,X,X,O
TJSLIZO,O,O,O,O,X,O,X,X,X,X,O,X,X,O,O,X,O,O,X,X,X,X,O,O,X,X
TJSLIOZ,X,X,O,O,X,X,O,O,X,X,X,X,X,X,O,X,O,X,X,X,X,X,O,O,X,X
TJSLZIO,O,X,O,O,X,O,X,X,O,O,O,X,O,O,X,X,O,O,X,X,X,X,X,O,X,X
TJSLZOI,O,X,O,O,X,O,X,X,O,O,X,X,O,O,X,X,O,O,X,X,X,X,X,O,X,X
TJSLOIZ,X,X,O,O,X,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,O,X,X
TJSLOZI,X,X,O,O,X,O,O,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,O,X,X
TJSZILO,O,O,O,O,X,O,X,X,X,O,O,X,O,O,X,X,O,X,X,X,X,X,X,O,X,X
TJSZIOL,X,O,O,O,X,O,X,X,X,O,O,X,O,O,X,X,O,X,X,X,X,X,X,O,X,X
TJSZLIO,O,O,O,O,X,O,X,X,O,O,O,X,O,O,X,X,O,X,X,X,X,X,X,O,X,X
TJSZLOI,O,X,O,O,X,O,X,X,O,O,O,X,O,O,X,X,O,X,X,X,X,X,X,O,X,X
TJSZOIL,O,O,O,O,X,O,X,X,X,O,O,X,O,O,X,X,O,X,X,X,X,X,X,O,X,X
TJSZOLI,O,O,O,O,X,O,X,X,O,X,O,X,O,O,X,X,O,X,X,X,X,X,X,O,X,X
TJSOILZ,X,X,O,O,X,X,O,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,O,X,X
TJSOIZL,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,O,X,X
TJSOLIZ,X,X,O,O,X,X,O,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,O,X,X
TJSOLZI,X,X,O,O,X,X,O,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,O,X,X
TJSOZIL,X,X,O,O,X,O,O,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,O,X,X
TJSOZLI,X,X,O,O,X,O,O,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,O,X,X
TJZILSO,X,X,O,X,X,X,X,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,O,X,X
TJZILOS,X,X,X,X,X,X,O,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X
TJZISLO,X,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X
TJZISOL,X,X,O,X,X,X,X,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X,O,X,X
TJZIOLS,X,X,X,O,X,X,X,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X
TJZIOSL,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
TJZLISO,X,X,O,X,X,X,X,X,O,X,X,X,O,X,O,X,X,X,X,X,X,X,X,O,X,X
TJZLIOS,X,X,X,O,X,X,O,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
TJZLSIO,X,O,X,O,X,O,X,X,O,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X
TJZLSOI,X,X,X,O,X,O,X,X,O,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X
TJZLOIS,X,X,X,O,X,X,O,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
TJZLOSI,X,X,X,O,X,X,O,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
TJZSILO,X,X,O,O,X,O,X,X,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X,O,X,X
TJZSIOL,X,X,O,O,X,O,X,X,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X,O,X,X
TJZSLIO,X,X,O,O,X,O,X,X,O,X,X,X,O,X,X,X,O,X,X,X,X,X,X,O,X,X
TJZSLOI,X,X,O,O,X,O,X,X,O,X,X,X,O,X,X,X,O,X,X,X,X,X,X,O,X,X
TJZSOIL,X,X,O,O,X,O,X,X,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X,O,X,X
TJZSOLI,X,X,O,O,X,O,X,X,O,X,X,X,O,X,X,X,O,X,X,X,X,X,X,O,X,X
TJZOILS,X,X,X,O,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
TJZOISL,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TJZOLIS,X,X,X,O,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
TJZOLSI,X,X,X,O,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
TJZOSIL,X,X,X,O,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
TJZOSLI,X,X,X,O,X,X,O,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
TJOILSZ,O,X,X,O,X,X,O,X,X,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X
TJOILZS,X,X,X,O,X,X,O,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X
TJOISLZ,O,X,X,O,X,X,O,X,X,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X
TJOISZL,O,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
TJOIZLS,X,X,X,O,X,X,O,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X
TJOIZSL,X,X,X,O,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,O,X,X,X,O,X
TJOLISZ,O,X,X,O,X,X,O,X,X,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X
TJOLIZS,X,X,X,O,X,X,O,X,O,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X
TJOLSIZ,O,X,X,O,X,X,O,O,X,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X
TJOLSZI,O,X,X,O,X,O,O,O,O,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X
TJOLZIS,X,X,X,O,X,X,O,X,O,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X
TJOLZSI,X,X,X,O,X,X,O,X,O,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X
TJOSILZ,O,X,X,O,X,X,O,X,X,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X
TJOSIZL,O,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
TJOSLIZ,O,X,X,O,X,X,O,X,X,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X
TJOSLZI,O,X,X,O,X,X,O,X,O,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X
TJOSZIL,O,X,X,O,X,O,O,X,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X
TJOSZLI,O,X,X,O,X,O,O,X,O,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X
TJOZILS,X,X,X,O,X,X,O,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X
TJOZISL,X,X,X,O,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
TJOZLIS,X,X,X,O,X,X,O,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X
TJOZLSI,X,X,X,O,X,X,O,X,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X
TJOZSIL,X,X,X,O,X,X,O,X,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X
TJOZSLI,X,X,X,O,X,X,O,X,O,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X
TSILJZO,O,O,O,O,X,X,X,X,X,X,O,X,X,O,O,X,X,O,X,X,X,O,O,O,X,X
TSILJOZ,X,X,O,O,X,X,X,O,X,X,X,O,X,X,O,X,X,O,X,X,X,O,O,O,X,X
TSILZJO,O,O,O,O,X,X,X,X,O,O,O,X,X,O,X,X,X,O,X,X,O,O,O,O,X,X
TSILZOJ,O,O,O,X,X,X,X,O,O,O,O,X,X,O,X,X,X,O,X,X,O,O,X,O,X,X
TSILOJZ,O,X,O,O,O,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,O,O,O,X,O
TSILOZJ,O,O,O,X,O,X,X,O,O,X,O,X,X,O,X,X,X,O,X,X,X,O,X,O,X,O
TSIJLZO,O,O,O,X,X,X,X,X,X,X,O,X,X,O,X,X,X,O,X,X,X,O,O,O,X,X
TSIJLOZ,X,X,O,O,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,O,O,O,X,X
TSIJZLO,O,O,O,O,X,O,X,X,X,O,O,X,X,X,X,X,X,X,X,X,O,O,O,O,X,X
TSIJZOL,X,O,O,O,X,O,X,X,X,O,O,O,X,X,X,O,X,X,X,X,O,X,O,O,X,X
TSIJOLZ,X,X,O,O,X,X,X,O,X,X,X,O,X,X,X,O,X,X,X,X,X,O,O,O,X,O
TSIJOZL,X,X,X,O,X,X,X,O,X,X,X,O,X,X,X,O,X,X,X,X,X,O,O,X,X,O
TSIZLJO,O,O,O,O,X,O,X,X,O,O,O,X,X,O,X,X,X,O,X,X,O,O,O,O,O,X
TSIZLOJ,O,O,O,X,X,X,X,O,O,O,O,X,X,O,X,X,X,O,X,X,O,O,X,O,O,X
TSIZJLO,O,O,O,O,X,O,X,X,X,O,O,X,X,O,X,X,X,X,X,X,O,O,O,O,O,X
TSIZJOL,X,O,X,O,X,O,X,X,X,O,O,O,X,O,X,O,X,X,X,X,O,X,O,X,O,X
TSIZOLJ,O,O,O,X,X,X,X,O,O,O,O,X,X,O,X,X,X,X,X,X,O,O,X,O,O,O
TSIZOJL,O,O,X,O,X,O,X,O,X,O,O,X,X,O,X,X,X,X,X,X,O,O,X,X,O,O
TSIOLJZ,O,X,O,X,X,X,X,O,X,X,X,X,X,X,X,O,X,X,X,O,X,O,O,O,X,O
TSIOLZJ,O,O,O,X,X,X,X,O,O,X,O,X,X,O,X,X,X,O,X,O,X,O,X,O,X,O
TSIOJLZ,O,X,O,O,X,X,X,O,X,X,X,O,X,X,X,O,X,X,X,O,X,O,O,X,X,O
TSIOJZL,O,X,X,O,X,X,X,O,X,X,X,O,X,X,X,O,X,X,X,O,X,O,O,X,X,O
TSIOZLJ,O,O,O,X,X,X,X,O,O,O,O,X,X,X,X,X,X,X,X,O,O,O,X,X,O,O
TSIOZJL,O,O,O,O,X,X,X,O,X,O,O,X,X,X,X,X,X,X,X,O,O,O,X,X,O,O
TSLIJZO,O,O,O,O,X,O,X,X,X,X,O,X,X,O,O,X,X,O,X,X,X,O,O,O,X,X
TSLIJOZ,X,X,O,O,X,X,X,O,X,X,X,O,X,X,O,X,X,O,X,X,X,O,O,O,X,X
TSLIZJO,O,O,O,O,X,O,X,X,O,O,O,X,X,O,X,X,X,O,X,X,O,O,O,O,X,X
TSLIZOJ,O,O,O,O,X,O,X,O,O,O,O,X,X,O,X,X,X,O,X,X,O,O,X,O,X,X
TSLIOJZ,O,X,O,O,O,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,O,O,O,X,O
TSLIOZJ,O,O,O,O,O,X,X,O,O,X,O,X,X,O,X,X,X,O,X,X,X,O,X,O,X,O
TSLJIZO,O,O,O,O,X,O,X,X,X,X,O,X,X,O,O,X,O,O,X,X,X,O,O,O,X,X
TSLJIOZ,X,X,O,O,X,X,X,O,X,X,X,X,X,X,O,X,O,O,X,X,X,O,O,O,X,X
TSLJZIO,O,X,O,O,X,O,X,X,O,O,O,X,O,O,X,X,O,O,X,X,X,O,X,O,X,X
TSLJZOI,O,X,O,O,X,O,X,X,O,O,X,X,O,O,X,X,O,O,X,X,X,X,X,O,X,X
