sequence,v115@7gB8HeB8FeD8EeH8AeF8Jex6IvhFXcBTdBOkB8kBSm?BlqB,v115@7gB8HeB8FeD8EeH8AeF8Jex6IvhF8gBGdBKkBzfB3h?BlqB,v115@7gB8HeB8FeD8EeH8AeF8JeO/IvhF6hBTdBRgB0gB3k?BlqB,v115@7gB8HeB8FeD8EeH8AeF8Jex6IvhF8gB+hBTdBifB3k?BlqB,v115@7gB8HeB8FeD8EeH8AeF8JeZ/IvhFCbBTdB8kBGhBXh?BlqB,v115@7gB8HeB8FeD8EeH8AeF8JeZ/IvhF8gBGdBzfB3hBCl?BlqB,v115@7gB8HeB8FeD8EeH8AeF8JeZ/IvhFufBTdBcmBXlBll?BCrB,v115@7gB8HeB8FeD8EeH8AeF8Jex6IvhF8gBSiBmfB3hBTk?BlqB,v115@7gB8HeB8FeD8EeH8AeF8JeZ/IvhFlbB+hBTdBClBfl?B8qB,v115@7gB8HeB8FeD8EeH8AeF8JeG8IvhFTdB/kBxlBFlB8q?BipB
JIOTZLS,O,X,X,O,O,X,X,X,X,X
JIOTZSL,O,X,X,O,O,O,X,X,X,X
JIOLTSZ,X,X,X,X,X,X,X,X,O,X
JIOLTZS,X,X,X,X,O,X,X,X,O,X
JIOLSTZ,X,X,X,X,X,X,X,X,O,X
JIOLSZT,X,X,X,X,X,X,X,X,O,O
JIOLZTS,O,X,X,X,O,X,X,X,O,X
JIOLZST,O,X,X,X,O,X,X,X,O,X
JIOSTLZ,X,X,X,X,X,O,X,X,X,X
JIOSTZL,X,X,X,X,O,O,O,X,X,O
JIOSLTZ,X,X,X,X,X,X,X,X,O,X
JIOSLZT,X,X,X,O,X,X,O,X,O,O
JIOSZTL,O,X,X,O,X,O,O,X,X,O
JIOSZLT,O,X,X,O,O,X,O,X,X,O
JIOZTLS,O,X,X,X,O,X,X,X,X,X
JIOZTSL,O,X,X,O,O,X,X,X,X,X
JIOZLTS,O,X,X,X,O,X,X,X,O,X
JIOZLST,O,X,X,O,O,X,X,X,O,X
JIOZSTL,O,X,X,O,X,X,O,X,X,O
JIOZSLT,O,X,X,O,O,X,O,X,X,O
JLTISZO,X,O,X,X,X,O,X,O,O,X
JLTISOZ,X,O,X,X,X,O,X,X,O,X
JLTIZSO,X,O,X,X,O,X,X,O,O,X
JLTIZOS,X,O,X,X,O,X,X,O,O,X
JLTIOSZ,X,O,X,X,X,O,X,X,O,X
JLTIOZS,X,O,X,X,O,X,X,O,O,X
JLTSIZO,X,O,O,O,X,O,X,O,X,X
JLTSIOZ,X,O,O,O,X,O,X,X,X,X
JLTSZIO,X,O,O,O,X,O,X,O,X,X
JLTSZOI,X,O,O,O,X,O,X,O,X,X
JLTSOIZ,X,O,O,O,X,O,X,X,X,X
JLTSOZI,X,O,O,O,X,O,X,X,X,X
JLTZISO,O,O,X,X,O,X,X,O,X,X
JLTZIOS,O,O,X,O,O,X,X,O,X,X
JLTZSIO,O,O,X,O,O,X,X,O,X,X
JLTZSOI,O,O,X,O,O,X,X,O,X,X
JLTZOIS,O,O,X,O,O,X,X,O,X,X
JLTZOSI,O,O,X,O,O,X,X,O,X,X
JLTOISZ,X,O,X,X,X,O,X,O,O,X
JLTOIZS,X,O,X,X,O,X,X,O,O,X
JLTOSIZ,X,O,O,O,X,O,X,O,X,X
JLTOSZI,X,O,O,O,X,O,X,O,X,X
JLTOZIS,O,O,X,O,O,X,X,O,X,X
JLTOZSI,O,O,X,O,O,X,X,O,X,X
JLITSZO,X,O,X,X,X,O,X,X,O,X
JLITSOZ,X,O,X,X,X,O,X,X,O,X
JLITZSO,X,O,X,X,O,X,X,X,O,X
JLITZOS,X,O,X,X,O,X,X,X,O,X
JLITOSZ,X,O,X,X,X,O,X,X,O,X
JLITOZS,X,O,X,X,O,X,X,X,O,X
JLISTZO,X,O,X,X,X,O,X,X,O,X
JLISTOZ,X,O,X,X,X,O,X,X,O,X
JLISZTO,X,O,X,X,X,O,X,X,O,X
JLISZOT,X,O,X,X,X,X,X,X,O,X
JLISOTZ,X,X,X,X,X,X,X,X,O,X
JLISOZT,X,O,X,X,X,X,X,X,O,X
JLIZTSO,O,X,X,X,X,X,X,X,O,X
JLIZTOS,O,X,X,X,O,X,X,X,O,X
JLIZSTO,O,X,X,X,X,X,X,X,O,X
JLIZSOT,O,X,X,X,O,X,X,X,O,X
JLIZOTS,O,X,X,X,O,X,X,X,O,X
JLIZOST,O,X,X,X,O,X,X,X,O,X
JLIOTSZ,X,O,X,X,X,X,X,X,O,X
JLIOTZS,X,O,X,X,O,X,X,X,O,X
JLIOSTZ,X,X,X,X,X,X,X,X,O,X
JLIOSZT,X,O,X,X,X,X,X,X,O,X
JLIOZTS,O,X,X,X,O,X,X,X,O,X
JLIOZST,O,X,X,X,O,X,X,X,O,X
JLSTIZO,X,O,O,X,X,O,X,X,X,X
JLSTIOZ,X,O,O,X,X,O,X,X,X,X
JLSTZIO,X,O,O,O,X,O,X,X,X,X
JLSTZOI,X,O,O,O,X,O,X,X,X,X
JLSTOIZ,X,O,O,X,X,O,X,X,X,X
JLSTOZI,X,O,O,O,X,O,X,X,X,X
JLSITZO,X,O,O,X,X,O,X,X,O,X
JLSITOZ,X,O,O,X,X,O,X,X,O,X
JLSIZTO,X,O,X,O,X,O,X,X,O,X
JLSIZOT,X,O,O,O,X,X,X,X,O,X
JLSIOTZ,X,X,O,X,X,X,X,X,O,X
JLSIOZT,O,O,O,O,X,X,X,X,O,X
JLSZTIO,O,O,O,O,X,X,X,X,X,X
JLSZTOI,O,O,O,O,X,X,X,X,X,X
JLSZITO,O,O,X,O,X,O,X,X,X,X
JLSZIOT,O,O,O,O,X,X,X,X,X,X
JLSZOTI,O,O,O,O,X,X,X,X,X,X
JLSZOIT,O,O,O,O,X,X,X,X,X,X
JLSOTIZ,X,O,O,X,X,X,X,X,X,X
JLSOTZI,X,O,O,O,X,X,X,X,X,X
JLSOITZ,X,X,O,X,X,X,X,X,O,X
JLSOIZT,O,O,O,O,X,X,X,X,O,X
JLSOZTI,O,O,O,O,X,X,X,X,X,X
JLSOZIT,O,O,O,O,X,X,X,X,X,X
JLZTISO,O,O,X,X,X,X,X,X,X,X
JLZTIOS,O,O,X,X,O,X,X,X,X,X
JLZTSIO,O,O,X,X,X,X,X,X,X,X
JLZTSOI,O,O,X,X,X,X,X,X,X,X
JLZTOIS,O,O,X,X,O,X,X,X,X,X
JLZTOSI,O,O,X,X,X,X,X,X,X,X
JLZITSO,O,X,X,X,X,X,X,X,O,X
JLZITOS,O,X,X,X,O,X,X,X,O,X
JLZISTO,O,X,X,X,X,X,X,X,O,X
JLZISOT,O,X,X,X,O,X,X,X,O,X
JLZIOTS,O,X,X,X,O,X,X,X,O,X
JLZIOST,O,X,X,O,O,X,X,X,O,X
JLZSTIO,O,O,X,O,X,X,X,X,X,X
JLZSTOI,O,O,X,O,X,X,X,X,X,X
JLZSITO,O,O,X,O,X,X,X,X,X,X
JLZSIOT,O,O,X,O,O,X,X,X,X,X
JLZSOTI,O,O,X,O,X,X,X,X,X,X
JLZSOIT,O,O,X,O,O,X,X,X,X,X
JLZOTIS,O,O,X,X,O,X,X,X,X,X
JLZOTSI,O,O,X,X,X,X,X,X,X,X
JLZOITS,O,X,X,X,O,X,X,X,O,X
JLZOIST,O,X,X,O,O,X,X,X,O,X
JLZOSTI,O,O,X,O,X,X,X,X,X,X
JLZOSIT,O,O,X,O,O,X,X,X,X,X
JLOTISZ,X,O,X,X,X,X,X,O,O,X
JLOTIZS,X,O,X,X,O,X,X,O,O,X
JLOTSIZ,X,O,O,O,X,X,X,O,X,X
JLOTSZI,X,O,O,O,X,X,X,O,X,X
JLOTZIS,O,O,X,O,O,X,X,O,X,X
JLOTZSI,O,O,X,O,O,X,X,O,X,X
JLOITSZ,X,O,X,X,X,X,X,O,O,X
JLOITZS,X,O,X,X,O,X,X,O,O,X
JLOISTZ,X,X,X,X,X,X,X,X,O,X
JLOISZT,X,O,X,X,X,X,X,X,O,X
JLOIZTS,O,X,X,X,O,X,X,X,O,X
JLOIZST,O,X,X,X,O,X,X,X,O,X
JLOSTIZ,X,O,O,X,X,X,X,O,X,X
JLOSTZI,X,O,O,O,X,X,X,O,X,X
JLOSITZ,X,X,O,X,X,X,X,X,O,X
JLOSIZT,O,O,O,O,X,X,X,X,O,X
JLOSZTI,O,O,O,O,X,X,X,X,X,X
JLOSZIT,O,O,O,O,X,X,X,X,X,X
JLOZTIS,O,O,X,X,O,X,X,O,X,X
JLOZTSI,O,O,X,X,X,X,X,O,X,X
JLOZITS,O,X,X,X,O,X,X,X,O,X
JLOZIST,O,X,X,O,O,X,X,X,O,X
JLOZSTI,O,O,X,O,X,X,X,X,X,X
JLOZSIT,O,O,X,O,O,X,X,X,X,X
JSTILZO,X,O,O,O,X,O,X,X,X,X
JSTILOZ,X,O,O,O,X,O,X,X,X,X
JSTIZLO,X,O,O,O,O,O,O,X,X,X
JSTIZOL,X,O,O,O,O,O,O,X,X,X
JSTIOLZ,X,X,O,O,X,O,X,X,X,X
JSTIOZL,X,X,O,O,O,O,O,X,X,X
JSTLIZO,X,O,O,O,X,O,X,X,X,X
JSTLIOZ,X,O,O,O,X,O,X,X,X,X
JSTLZIO,X,O,O,O,X,O,X,X,X,X
JSTLZOI,X,O,O,O,X,O,X,X,X,X
JSTLOIZ,X,O,O,O,X,O,X,X,X,X
JSTLOZI,X,O,O,O,X,O,X,X,X,X
JSTZILO,X,O,O,O,O,O,O,X,X,X
JSTZIOL,X,O,O,O,O,O,O,X,X,X
JSTZLIO,X,O,O,O,O,O,X,X,X,X
JSTZLOI,X,O,O,O,O,O,X,X,X,X
JSTZOIL,X,O,O,O,O,O,O,X,X,X
JSTZOLI,X,O,O,O,O,O,X,X,X,X
JSTOILZ,X,X,O,O,X,O,X,X,X,X
JSTOIZL,X,X,O,O,O,O,O,X,X,X
JSTOLIZ,X,O,O,O,X,O,X,X,X,X
JSTOLZI,X,O,O,O,X,O,X,X,X,X
JSTOZIL,X,O,O,O,O,O,O,X,X,X
JSTOZLI,X,O,O,O,O,O,X,X,X,X
JSITLZO,X,O,O,X,X,O,X,X,X,X
JSITLOZ,X,O,O,X,X,O,X,X,X,X
JSITZLO,X,O,O,X,O,O,O,X,X,O
JSITZOL,X,O,O,X,O,O,O,X,X,O
JSITOLZ,X,X,O,X,X,O,X,X,X,X
JSITOZL,X,X,O,X,O,O,O,X,X,O
JSILTZO,X,O,O,X,X,O,X,X,O,X
JSILTOZ,X,O,O,X,X,O,X,X,O,X
JSILZTO,X,O,X,O,X,O,O,X,O,O
JSILZOT,X,O,O,O,X,X,O,X,O,O
JSILOTZ,X,X,O,X,X,X,X,X,O,X
JSILOZT,X,O,O,O,X,X,O,X,O,O
JSIZTLO,O,O,X,X,X,O,O,X,X,O
JSIZTOL,O,X,X,O,X,O,O,X,X,O
JSIZLTO,O,O,X,O,X,O,O,X,X,O
JSIZLOT,O,O,O,O,O,X,O,X,X,O
JSIZOTL,O,X,X,O,X,O,O,X,X,O
JSIZOLT,O,O,O,O,O,X,O,X,X,O
JSIOTLZ,X,X,O,X,X,O,X,X,X,X
JSIOTZL,X,X,O,X,O,O,O,X,X,O
JSIOLTZ,X,X,O,X,X,X,X,X,O,X
JSIOLZT,X,X,O,O,X,X,O,X,O,O
JSIOZTL,O,X,X,O,X,O,O,X,X,O
JSIOZLT,O,X,O,O,O,X,O,X,X,O
JSLTIZO,X,O,O,O,X,O,X,X,X,X
JSLTIOZ,X,O,O,O,X,O,X,X,X,X
JSLTZIO,X,O,O,O,X,O,X,X,X,X
JSLTZOI,X,O,O,O,X,O,X,X,X,X
JSLTOIZ,X,O,O,O,X,O,X,X,X,X
JSLTOZI,X,O,O,O,X,O,X,X,X,X
JSLITZO,X,O,O,O,X,O,X,X,O,X
JSLITOZ,X,O,O,X,X,O,X,X,O,X
JSLIZTO,X,O,X,O,X,O,O,X,O,X
JSLIZOT,X,O,O,O,X,X,O,X,O,X
JSLIOTZ,X,X,O,X,X,X,X,X,O,X
JSLIOZT,X,O,O,O,X,X,O,X,O,X
JSLZTIO,O,O,O,O,X,X,X,X,X,X
JSLZTOI,O,O,O,O,X,X,X,X,X,X
JSLZITO,O,O,X,O,X,O,O,X,X,X
JSLZIOT,O,O,O,O,X,X,O,X,X,X
JSLZOTI,O,O,O,O,X,X,X,X,X,X
JSLZOIT,O,O,O,O,X,X,O,X,X,X
JSLOTIZ,X,O,O,O,X,X,X,X,X,X
JSLOTZI,X,O,O,O,X,X,X,X,X,X
JSLOITZ,X,X,O,X,X,X,X,X,O,X
JSLOIZT,X,O,O,O,X,X,O,X,O,X
JSLOZTI,O,O,O,O,X,X,X,X,X,X
JSLOZIT,O,O,O,O,X,X,O,X,X,X
JSZTILO,O,O,O,X,X,O,O,X,X,X
JSZTIOL,O,O,O,O,X,O,O,X,X,X
JSZTLIO,O,O,O,O,X,O,X,X,X,X
JSZTLOI,O,O,O,O,X,O,X,X,X,X
JSZTOIL,O,O,O,O,X,O,O,X,X,X
JSZTOLI,O,O,O,O,X,O,X,X,X,X
JSZITLO,O,O,X,X,X,O,O,X,X,X
JSZITOL,O,X,X,O,X,O,O,X,X,X
JSZILTO,O,O,X,O,X,O,O,X,X,X
JSZILOT,O,O,O,O,O,X,O,X,X,X
JSZIOTL,O,X,X,O,X,O,O,X,X,X
JSZIOLT,O,O,O,O,O,X,O,X,X,X
JSZLTIO,O,O,O,O,X,X,X,X,X,X
JSZLTOI,O,O,O,O,X,X,X,X,X,X
JSZLITO,O,O,X,O,X,O,O,X,X,X
JSZLIOT,O,O,O,O,O,X,O,X,X,X
JSZLOTI,O,O,O,O,X,X,X,X,X,X
JSZLOIT,O,O,O,O,O,X,O,X,X,X
JSZOTIL,O,X,O,O,X,X,O,X,X,X
JSZOTLI,O,X,O,O,X,X,X,X,X,X
JSZOITL,O,X,X,O,X,O,O,X,X,X
JSZOILT,O,O,O,O,O,X,O,X,X,X
JSZOLTI,O,O,O,O,X,X,X,X,X,X
JSZOLIT,O,O,O,O,O,X,O,X,X,X
JSOTILZ,X,X,O,O,X,O,X,X,X,X
JSOTIZL,X,X,O,O,O,O,O,X,X,X
JSOTLIZ,X,O,O,O,X,O,X,X,X,X
JSOTLZI,X,O,O,O,X,O,X,X,X,X
JSOTZIL,X,O,O,O,O,O,O,X,X,X
JSOTZLI,X,O,O,O,O,O,X,X,X,X
JSOITLZ,X,X,O,X,X,O,X,X,X,X
JSOITZL,X,X,O,X,O,O,O,X,X,O
JSOILTZ,X,X,O,X,X,X,X,X,O,X
JSOILZT,X,X,O,O,X,X,O,X,O,O
JSOIZTL,O,X,X,O,X,O,O,X,X,O
JSOIZLT,O,X,O,O,O,X,O,X,X,O
JSOLTIZ,X,O,O,O,X,X,X,X,X,X
JSOLTZI,X,O,O,O,X,X,X,X,X,X
JSOLITZ,X,X,O,X,X,X,X,X,O,X
JSOLIZT,X,O,O,O,X,X,O,X,O,X
JSOLZTI,O,O,O,O,X,X,X,X,X,X
JSOLZIT,O,O,O,O,X,X,O,X,X,X
JSOZTIL,O,X,O,O,X,X,O,X,X,X
JSOZTLI,O,X,O,O,X,X,X,X,X,X
JSOZITL,O,X,X,O,X,O,O,X,X,X
JSOZILT,O,O,O,O,O,X,O,X,X,X
JSOZLTI,O,O,O,O,X,X,X,X,X,X
JSOZLIT,O,O,O,O,O,X,O,X,X,X
JZTILSO,O,O,X,X,O,X,X,X,X,X
JZTILOS,O,O,X,O,O,X,X,X,X,X
JZTISLO,O,O,X,O,O,O,X,X,X,X
JZTISOL,O,O,X,O,O,O,X,X,X,X
JZTIOLS,O,O,X,O,O,X,X,X,X,X
JZTIOSL,O,O,X,O,O,O,X,X,X,X
JZTLISO,O,O,X,X,O,X,X,X,X,X
JZTLIOS,O,O,X,O,O,X,X,X,X,X
JZTLSIO,O,O,X,O,O,X,X,X,X,X
JZTLSOI,O,O,X,O,O,X,X,X,X,X
JZTLOIS,O,O,X,O,O,X,X,X,X,X
JZTLOSI,O,O,X,O,O,X,X,X,X,X
JZTSILO,O,O,X,O,O,O,X,X,X,X
JZTSIOL,O,O,X,O,O,O,X,X,X,X
JZTSLIO,O,O,X,O,O,O,X,X,X,X
JZTSLOI,O,O,X,O,O,O,X,X,X,X
JZTSOIL,O,O,X,O,O,O,X,X,X,X
JZTSOLI,O,O,X,O,O,O,X,X,X,X
JZTOILS,O,O,X,O,O,X,X,X,X,X
JZTOISL,O,O,X,O,O,O,X,X,X,X
JZTOLIS,O,O,X,O,O,X,X,X,X,X
JZTOLSI,O,O,X,O,O,X,X,X,X,X
JZTOSIL,O,X,X,O,O,O,X,X,X,X
JZTOSLI,O,X,X,O,O,O,X,X,X,X
JZITLSO,O,X,X,X,O,X,X,X,X,X
JZITLOS,O,X,X,X,O,X,X,X,X,X
JZITSLO,O,X,X,X,O,O,X,X,X,X
JZITSOL,O,X,X,X,O,O,X,X,X,X
JZITOLS,O,X,X,X,O,X,X,X,X,X
JZITOSL,O,X,X,O,O,O,X,X,X,X
JZILTSO,O,X,X,X,O,X,X,X,O,X
JZILTOS,O,X,X,X,O,X,X,X,O,X
JZILSTO,O,X,X,X,X,X,X,X,O,X
JZILSOT,O,X,X,X,O,X,X,X,O,X
JZILOTS,O,X,X,X,O,X,X,X,O,X
JZILOST,O,X,X,O,O,X,X,X,O,X
JZISTLO,O,X,X,X,X,O,O,X,X,X
JZISTOL,O,X,X,O,X,O,O,X,X,X
JZISLTO,O,X,X,O,X,O,O,X,X,X
JZISLOT,O,X,X,O,O,X,O,X,X,X
JZISOTL,O,X,X,O,X,O,O,X,X,X
JZISOLT,O,X,X,O,O,X,O,X,X,X
JZIOTLS,O,X,X,X,O,X,X,X,X,X
JZIOTSL,O,X,X,O,O,X,X,X,X,X
JZIOLTS,O,X,X,X,O,X,X,X,O,X
JZIOLST,O,X,X,O,O,X,X,X,O,X
JZIOSTL,O,X,X,O,X,X,O,X,X,X
JZIOSLT,O,X,X,O,O,X,O,X,X,X
JZLTISO,O,O,X,X,O,X,X,X,X,X
JZLTIOS,O,O,X,X,O,X,X,X,X,X
JZLTSIO,O,O,X,X,O,X,X,X,X,X
JZLTSOI,O,O,X,X,O,X,X,X,X,X
JZLTOIS,O,O,X,X,O,X,X,X,X,X
JZLTOSI,O,O,X,X,O,X,X,X,X,X
JZLITSO,O,X,X,X,O,X,X,X,O,X
JZLITOS,O,X,X,X,O,X,X,X,O,X
JZLISTO,O,X,X,X,X,X,X,X,O,X
JZLISOT,O,X,X,X,O,X,X,X,O,X
JZLIOTS,O,X,X,X,O,X,X,X,O,X
JZLIOST,O,X,X,O,O,X,X,X,O,X
JZLSTIO,O,O,X,O,X,X,X,X,X,X
JZLSTOI,O,O,X,O,X,X,X,X,X,X
JZLSITO,O,O,X,O,X,X,X,X,X,X
JZLSIOT,O,O,X,O,O,X,X,X,X,X
JZLSOTI,O,O,X,O,X,X,X,X,X,X
JZLSOIT,O,O,X,O,O,X,X,X,X,X
JZLOTIS,O,O,X,X,O,X,X,X,X,X
JZLOTSI,O,O,X,X,O,X,X,X,X,X
JZLOITS,O,X,X,X,O,X,X,X,O,X
JZLOIST,O,X,X,O,O,X,X,X,O,X
JZLOSTI,O,O,X,O,X,X,X,X,X,X
JZLOSIT,O,O,X,O,O,X,X,X,X,X
JZSTILO,O,O,X,X,X,O,O,X,X,X
JZSTIOL,O,O,X,O,X,O,O,X,X,X
JZSTLIO,O,O,X,O,X,O,X,X,X,X
JZSTLOI,O,O,X,O,X,O,X,X,X,X
JZSTOIL,O,O,X,O,X,O,O,X,X,X
JZSTOLI,O,O,X,O,X,O,X,X,X,X
JZSITLO,O,O,X,X,X,O,O,X,X,X
JZSITOL,O,X,X,O,X,O,O,X,X,X
JZSILTO,O,O,X,O,X,O,O,X,X,X
JZSILOT,O,O,X,O,O,X,O,X,X,X
JZSIOTL,O,X,X,O,X,O,O,X,X,X
JZSIOLT,O,O,X,O,O,X,O,X,X,X
JZSLTIO,O,O,X,O,X,X,X,X,X,X
JZSLTOI,O,O,X,O,X,X,X,X,X,X
JZSLITO,O,O,X,O,X,O,O,X,X,X
JZSLIOT,O,O,X,O,O,X,O,X,X,X
JZSLOTI,O,O,X,O,X,X,X,X,X,X
JZSLOIT,O,O,X,O,O,X,O,X,X,X
JZSOTIL,O,X,X,O,X,X,O,X,X,X
JZSOTLI,O,X,X,O,X,X,X,X,X,X
JZSOITL,O,X,X,O,X,O,O,X,X,X
JZSOILT,O,O,X,O,O,X,O,X,X,X
JZSOLTI,O,O,X,O,X,X,X,X,X,X
JZSOLIT,O,O,X,O,O,X,O,X,X,X
JZOTILS,O,X,X,O,O,X,X,X,X,X
JZOTISL,O,X,X,O,O,X,X,X,X,X
JZOTLIS,O,X,X,O,O,X,X,X,X,X
JZOTLSI,O,X,X,O,O,X,X,X,X,X
JZOTSIL,O,X,X,O,O,X,X,X,X,X
JZOTSLI,O,X,X,O,O,X,X,X,X,X
JZOITLS,O,X,X,X,O,X,X,X,X,X
JZOITSL,O,X,X,O,O,X,X,X,X,X
JZOILTS,O,X,X,X,O,X,X,X,O,X
JZOILST,O,X,X,O,O,X,X,X,O,X
JZOISTL,O,X,X,O,X,X,O,X,X,X
JZOISLT,O,X,X,O,O,X,O,X,X,X
JZOLTIS,O,X,X,X,O,X,X,X,X,X
JZOLTSI,O,X,X,X,O,X,X,X,X,X
JZOLITS,O,X,X,X,O,X,X,X,O,X
JZOLIST,O,X,X,O,O,X,X,X,O,X
JZOLSTI,O,X,X,O,X,X,X,X,X,X
JZOLSIT,O,X,X,O,O,X,X,X,X,X
JZOSTIL,O,X,X,O,X,X,O,X,X,X
JZOSTLI,O,X,X,O,X,X,X,X,X,X
JZOSITL,O,X,X,O,X,X,O,X,X,X
JZOSILT,O,X,X,O,O,X,O,X,X,X
JZOSLTI,O,X,X,O,X,X,X,X,X,X
JZOSLIT,O,X,X,O,O,X,O,X,X,X
JOTILSZ,X,X,X,X,X,O,X,O,O,X
JOTILZS,X,X,X,X,O,X,X,O,O,X
JOTISLZ,X,X,X,O,X,O,X,O,X,X
JOTISZL,X,X,X,O,O,O,X,O,X,X
JOTIZLS,O,X,X,O,O,X,X,O,X,X
JOTIZSL,O,X,X,O,O,O,X,O,X,X
JOTLISZ,X,O,X,X,X,O,X,O,O,X
JOTLIZS,X,O,X,X,O,X,X,O,O,X
JOTLSIZ,O,O,O,O,X,O,X,O,X,X
JOTLSZI,O,O,O,O,X,O,X,O,X,X
JOTLZIS,O,O,X,O,O,X,X,O,X,X
JOTLZSI,O,O,X,O,O,X,X,O,X,X
JOTSILZ,X,X,O,O,X,O,X,O,X,X
JOTSIZL,X,X,O,O,O,O,X,O,X,X
JOTSLIZ,X,O,O,O,X,O,X,O,X,X
JOTSLZI,X,O,O,O,X,O,X,O,X,X
JOTSZIL,X,O,O,O,O,O,X,O,X,X
JOTSZLI,X,O,O,O,O,O,X,O,X,X
JOTZILS,O,O,X,O,O,X,X,O,X,X
JOTZISL,O,O,X,O,O,O,X,O,X,X
JOTZLIS,O,O,X,O,O,X,X,O,X,X
JOTZLSI,O,O,X,O,O,X,X,O,X,X
JOTZSIL,O,X,X,O,O,O,X,O,X,X
JOTZSLI,O,X,X,O,O,O,X,O,X,X
JOITLSZ,X,X,X,X,X,O,X,O,O,X
JOITLZS,X,X,X,X,O,X,X,O,O,X
JOITSLZ,X,X,X,O,X,O,X,O,X,X
JOITSZL,X,X,X,O,O,O,X,O,X,O
JOITZLS,O,X,X,O,O,X,X,O,X,X
JOITZSL,O,X,X,O,O,O,X,O,X,X
JOILTSZ,X,X,X,X,X,X,X,O,O,X
JOILTZS,X,X,X,X,O,X,X,O,O,X
JOILSTZ,X,X,X,X,X,X,X,X,O,X
JOILSZT,X,X,X,X,X,X,X,X,O,O
JOILZTS,O,X,X,X,O,X,X,X,O,X
JOILZST,O,X,X,X,O,X,X,X,O,X
JOISTLZ,X,X,X,X,X,O,X,O,X,X
JOISTZL,X,X,X,X,O,O,O,O,X,O
JOISLTZ,X,X,X,X,X,X,X,X,O,X
JOISLZT,X,X,X,O,X,X,O,X,O,O
JOISZTL,O,X,X,O,X,O,O,X,X,O
JOISZLT,O,X,X,O,O,X,O,X,X,O
JOIZTLS,O,X,X,X,O,X,X,O,X,X
JOIZTSL,O,X,X,O,O,X,X,O,X,X
JOIZLTS,O,X,X,X,O,X,X,X,O,X
JOIZLST,O,X,X,O,O,X,X,X,O,X
JOIZSTL,O,X,X,O,X,X,O,X,X,O
JOIZSLT,O,X,X,O,O,X,O,X,X,O
JOLTISZ,X,O,X,X,X,X,X,O,O,X
JOLTIZS,X,O,X,X,O,X,X,O,O,X
JOLTSIZ,X,O,O,O,X,X,X,O,X,X
JOLTSZI,X,O,O,O,X,X,X,O,X,X
JOLTZIS,O,O,X,O,O,X,X,O,X,X
JOLTZSI,O,O,X,O,O,X,X,O,X,X
JOLITSZ,X,O,X,X,X,X,X,O,O,X
JOLITZS,X,O,X,X,O,X,X,O,O,X
JOLISTZ,X,X,X,X,X,X,X,X,O,X
JOLISZT,X,O,X,X,X,X,X,X,O,X
JOLIZTS,O,X,X,X,O,X,X,X,O,X
JOLIZST,O,X,X,X,O,X,X,X,O,X
JOLSTIZ,X,O,O,X,X,X,X,O,X,X
JOLSTZI,X,O,O,O,X,X,X,O,X,X
JOLSITZ,X,X,O,X,X,X,X,X,O,X
JOLSIZT,O,O,O,O,X,X,X,X,O,X
JOLSZTI,O,O,O,O,X,X,X,X,X,X
JOLSZIT,O,O,O,O,X,X,X,X,X,X
JOLZTIS,O,O,X,X,O,X,X,O,X,X
JOLZTSI,O,O,X,X,X,X,X,O,X,X
JOLZITS,O,X,X,X,O,X,X,X,O,X
JOLZIST,O,X,X,O,O,X,X,X,O,X
JOLZSTI,O,O,X,O,X,X,X,X,X,X
JOLZSIT,O,O,X,O,O,X,X,X,X,X
JOSTILZ,X,X,O,O,X,O,X,O,X,X
JOSTIZL,X,X,O,O,O,O,O,O,X,X
JOSTLIZ,X,O,O,O,X,O,X,O,X,X
JOSTLZI,X,O,O,O,X,O,X,O,X,X
JOSTZIL,X,O,O,O,O,O,O,O,X,X
JOSTZLI,X,O,O,O,O,O,X,O,X,X
JOSITLZ,X,X,O,X,X,O,X,O,X,X
JOSITZL,X,X,O,X,O,O,O,O,X,O
JOSILTZ,X,X,O,X,X,X,X,X,O,X
JOSILZT,X,X,O,O,X,X,O,X,O,O
JOSIZTL,O,X,X,O,X,O,O,X,X,O
JOSIZLT,O,X,O,O,O,X,O,X,X,O
JOSLTIZ,X,O,O,O,X,X,X,O,X,X
JOSLTZI,X,O,O,O,X,X,X,O,X,X
JOSLITZ,X,X,O,X,X,X,X,X,O,X
JOSLIZT,X,O,O,O,X,X,O,X,O,X
JOSLZTI,O,O,O,O,X,X,X,X,X,X
JOSLZIT,O,O,O,O,X,X,O,X,X,X
JOSZTIL,O,X,O,O,X,X,O,X,X,X
JOSZTLI,O,X,O,O,X,X,X,X,X,X
JOSZITL,O,X,X,O,X,O,O,X,X,X
JOSZILT,O,O,O,O,O,X,O,X,X,X
JOSZLTI,O,O,O,O,X,X,X,X,X,X
JOSZLIT,O,O,O,O,O,X,O,X,X,X
JOZTILS,O,X,X,O,O,X,X,O,X,X
JOZTISL,O,X,X,O,O,X,X,O,X,X
JOZTLIS,O,X,X,O,O,X,X,O,X,X
JOZTLSI,O,X,X,O,O,X,X,O,X,X
JOZTSIL,O,X,X,O,O,X,X,O,X,X
JOZTSLI,O,X,X,O,O,X,X,O,X,X
JOZITLS,O,X,X,X,O,X,X,O,X,X
JOZITSL,O,X,X,O,O,X,X,O,X,X
JOZILTS,O,X,X,X,O,X,X,X,O,X
