sequence,v115@zgC8GeC8GeD8FeE8EeF8AeA8Lez7IvhFaiBfjB9mB5?oBcsBOtB,v115@zgC8GeC8GeD8FeE8EeF8AeA8Lez7IvhFRdBcjB3hBq?nBdsB+tB,v115@zgC8GeC8GeD8FeE8EeF8AeA8LefBJvhFmcBzdB5jBt?mBcsBKtB,v115@zgC8GeC8GeD8FeE8EeF8AeA8LefBJvhFxcB6jBtmBm?iBcsBTtB,v115@zgC8GeC8GeD8FeE8EeF8AeA8LeC8IvhFdiBzdB/mBc?sBOtB5oB,v115@zgC8GeC8GeD8FeE8EeF8AeA8LeC8IvhFThBxiBXjBd?sB+tB0sB,v115@zgC8GeC8GeD8FeE8EeF8AeA8LefBJvhF6hBTdB8nB5?oBdsBOtB,v115@zgC8GeC8GeD8FeE8EeF8AeA8LeC8IvhFxdBThB0iBd?sB+tBXtB,v115@zgC8GeC8GeD8FeE8EeF8AeA8LeC8IvhFxdBThBXjBd?sB+tB0sB,v115@zgC8GeC8GeD8FeE8EeF8AeA8LeG8IvhFTdBKjBUhBd?sBftB5oB,v115@zgC8GeC8GeD8FeE8EeF8AeA8LeG9IvhFTeBRhBUhBd?sBftB6tB,v115@zgC8GeC8GeD8FeE8EeF8AeA8LefBJvhF0cBGjBRnBd?sBCoBTtB,v115@zgC8GeC8GeD8FeE8EeF8AeA8Lez7IvhF+hB/iBajB5?jBdsBUtB,v115@zgC8GeC8GeD8FeE8EeF8AeA8Lez7IvhFUdBGeBxmB6?tBfsBdtB,v115@zgC8GeC8GeD8FeE8EeF8AeA8Lez7IvhFRdBSjB3hBd?sBGoBUtB,v115@zgC8GeC8GeD8FeE8EeF8AeA8LefBJvhF0cBSjBziB+?tBRsBdsB,v115@zgC8GeC8GeD8FeE8EeF8AeA8LeT+IvhFRhBfoBUhBN?sB+tBCsB,v115@zgC8GeC8GeD8FeE8EeF8AeA8Lez7IvhFSiBejB5jB3?hBdsBUtB,v115@zgC8GeC8GeD8FeE8EeF8AeA8LefBJvhFxcBTeBtmB0?iB+tBisB,v115@zgC8GeC8GeD8FeE8EeF8AeA8Lez7IvhF9mBxiB3nBc?tBasBGtB,v115@zgC8GeC8GeD8FeE8EeF8AeA8LeG9IvhFRhBXjBUhBd?sBStBTtB,v115@zgC8GeC8GeD8FeE8EeF8AeA8LeG9IvhFRhBTjBUhBd?sBftB6tB,v115@zgC8GeC8GeD8FeE8EeF8AeA8Lez7IvhF+jB9mB3iBx?sBasBUtB,v115@zgC8GeC8GeD8FeE8EeF8AeA8Lez7IvhF9mB3iBxsBc?tBasBGtB,v115@zgC8GeC8GeD8FeE8EeF8AeA8LeRBJvhFGjBUhBXjBN?sBCnBTtB,v115@zgC8GeC8GeD8FeE8EeF8AeA8Lez7IvhF8iB3hBNsBO?tB5oBCsB
TIOLSJZ,X,X,X,O,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X
TIOLSZJ,X,X,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
TIOLZJS,O,X,X,X,X,O,X,X,X,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X
TIOLZSJ,O,X,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,O,X,X
TIOJLSZ,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,O,X,O,X,O,X
TIOJLZS,X,O,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X
TIOJSLZ,X,X,X,X,X,O,X,X,O,X,O,X,X,X,X,X,O,X,X,X,X,O,O,X,O,X
TIOJSZL,X,X,X,X,X,X,X,X,O,X,X,X,O,X,X,X,O,X,X,X,X,O,O,X,O,X
TIOJZLS,O,O,X,X,X,O,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,O,X
TIOJZSL,O,O,X,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,O,O,O,X
TIOSLJZ,X,X,X,O,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X
TIOSLZJ,X,X,X,O,X,X,O,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TIOSJLZ,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X,O,X
TIOSJZL,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,O,X
TIOSZLJ,O,X,X,O,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X
TIOSZJL,O,X,X,O,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,O,X,O,X,X
TIOZLJS,O,X,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X
TIOZLSJ,O,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,O,X,X
TIOZJLS,O,X,X,O,X,X,X,X,X,X,X,X,O,X,O,X,X,O,X,X,X,X,X,X,O,X
TIOZJSL,O,X,X,O,X,X,O,X,X,O,X,X,O,X,X,X,X,O,X,O,X,X,X,O,O,X
TIOZSLJ,O,X,X,O,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X,O,X,X
TIOZSJL,O,X,X,O,X,X,O,X,X,O,X,X,O,X,X,X,X,O,X,O,X,X,X,O,X,X
TLIJSZO,X,X,O,X,X,X,X,X,O,X,O,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X
TLIJSOZ,X,X,X,X,X,X,X,X,O,X,O,X,X,O,X,X,O,X,X,X,O,O,X,X,X,X
TLIJZSO,X,X,O,X,X,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X
TLIJZOS,X,X,O,X,X,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
TLIJOSZ,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X
TLIJOZS,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
TLISJZO,X,X,O,X,X,X,O,X,X,X,O,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X
TLISJOZ,X,X,X,X,X,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X,O,O,X,X,X,X
TLISZJO,X,X,O,X,X,X,O,X,X,X,O,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X
TLISZOJ,X,X,O,X,X,X,O,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
TLISOJZ,X,X,X,X,X,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X,O,O,X,X,X,X
TLISOZJ,X,X,O,X,X,X,O,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
TLIZJSO,O,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,O,X,X,O,X,X,X,X,X
TLIZJOS,O,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X
TLIZSJO,O,X,O,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,O,X,X,O,X,X
TLIZSOJ,O,X,O,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,O,X,X
TLIZOJS,O,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X
TLIZOSJ,O,X,O,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,O,X,X
TLIOJSZ,X,X,X,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,O,X,X,X,O,X
TLIOJZS,X,X,X,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,O,X
TLIOSJZ,X,X,X,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X
TLIOSZJ,X,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
TLIOZJS,O,X,O,X,X,O,X,X,X,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X
TLIOZSJ,O,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,O,X,X
TLJISZO,X,O,O,X,X,X,X,X,O,X,X,X,X,O,X,X,X,X,O,X,O,X,X,X,X,X
TLJISOZ,X,O,X,X,X,X,X,X,O,X,X,X,X,O,X,X,O,X,O,X,O,X,X,X,X,X
TLJIZSO,X,O,O,X,X,X,X,O,X,X,X,X,X,O,X,X,X,X,O,X,O,X,X,X,X,X
TLJIZOS,X,O,O,X,X,X,X,O,X,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X
TLJIOSZ,X,X,X,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X,O,X,O,X,X,X,X,X
TLJIOZS,X,O,X,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
TLJSIZO,X,O,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,O,X,O,X,X,X,X,X
TLJSIOZ,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,O,X,O,X,O,X,X,X,X,X
TLJSZIO,X,O,O,X,O,X,X,O,O,X,X,X,O,X,X,X,X,X,O,X,O,X,X,X,X,O
TLJSZOI,X,O,O,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X,O
TLJSOIZ,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,O,X,O,X,O,X,X,X,X,X
TLJSOZI,X,O,X,X,X,X,X,X,O,X,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X,O
TLJZISO,X,O,O,X,X,X,X,O,X,X,X,X,O,X,X,X,X,O,O,X,X,X,X,X,X,X
TLJZIOS,X,O,O,X,X,X,X,O,X,X,X,X,O,X,X,X,X,O,O,X,X,X,X,X,X,X
TLJZSIO,X,O,O,X,O,X,X,O,O,X,X,X,O,X,X,X,X,O,O,X,X,X,X,X,X,O
TLJZSOI,X,O,O,X,O,X,X,X,X,X,X,X,O,X,X,X,X,O,O,X,X,X,X,X,X,O
TLJZOIS,X,O,O,X,X,X,X,O,X,X,X,X,O,X,X,X,X,O,O,X,X,X,X,X,X,X
TLJZOSI,X,O,O,X,X,X,X,O,X,X,X,X,O,X,X,X,X,O,O,X,X,X,X,X,X,X
TLJOISZ,X,X,X,X,X,O,X,X,O,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X
TLJOIZS,X,O,X,X,X,O,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
TLJOSIZ,X,O,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
TLJOSZI,X,O,X,X,X,X,X,O,O,X,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X
TLJOZIS,X,O,X,X,X,O,X,O,X,X,X,X,O,X,X,X,X,O,O,X,X,X,X,X,X,X
TLJOZSI,X,O,X,X,X,X,X,O,O,X,X,X,O,X,X,X,X,O,O,X,X,X,X,X,X,X
TLSIJZO,X,X,O,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,O,X,O,X,X,X,X,X
TLSIJOZ,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,O,X,O,O,X,X,X,X
TLSIZJO,X,X,O,X,X,X,O,X,X,O,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X
TLSIZOJ,X,X,O,X,X,X,O,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TLSIOJZ,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,O,O,X,X,X,X
TLSIOZJ,X,X,O,O,X,X,O,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TLSJIZO,X,O,O,X,X,X,O,X,O,X,O,X,X,X,X,X,X,X,O,X,O,X,X,X,X,X
TLSJIOZ,X,O,X,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X,O,X,O,O,X,X,X,X
TLSJZIO,X,O,O,X,O,X,O,O,O,O,O,X,O,X,X,X,X,X,O,X,O,X,X,X,X,O
TLSJZOI,X,O,O,X,O,X,O,X,X,O,O,X,O,X,X,X,X,X,O,X,X,X,X,X,X,O
TLSJOIZ,X,O,X,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X,O,X,O,O,X,X,X,X
TLSJOZI,X,O,X,X,X,X,O,X,X,O,O,X,O,X,X,X,X,X,O,X,X,X,X,X,X,O
TLSZIJO,X,X,O,O,O,X,O,X,X,O,O,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X
TLSZIOJ,X,X,O,O,X,X,O,X,X,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
TLSZJIO,X,X,O,O,O,X,O,X,X,O,O,X,O,X,O,X,X,O,X,X,O,X,X,X,X,X
TLSZJOI,X,X,O,O,O,X,O,X,X,O,O,X,O,X,O,X,X,O,X,X,X,X,X,X,X,X
TLSZOIJ,X,X,O,O,X,X,O,X,X,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
TLSZOJI,X,X,O,O,O,X,O,X,X,O,O,X,O,X,O,X,X,O,X,X,X,X,X,X,X,X
TLSOIJZ,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,O,O,X,X,X,X
TLSOIZJ,X,X,O,O,X,X,O,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TLSOJIZ,X,O,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,O,O,X,X,X,X
TLSOJZI,X,O,X,O,X,X,O,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O
TLSOZIJ,X,X,O,O,X,X,O,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TLSOZJI,X,X,O,O,X,X,O,X,X,O,O,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X
TLZIJSO,O,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,O,X,X,O,X,X,X,X,X
TLZIJOS,O,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X
TLZISJO,O,X,O,X,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X
TLZISOJ,O,X,O,X,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
TLZIOJS,O,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X
TLZIOSJ,O,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
TLZJISO,O,X,O,O,X,X,X,O,X,X,X,X,O,X,O,X,X,O,X,X,X,X,X,X,X,X
TLZJIOS,O,X,O,X,X,X,X,O,X,X,X,X,O,X,O,X,X,O,X,X,X,X,X,X,X,X
TLZJSIO,O,X,O,O,O,X,X,O,O,O,X,X,O,X,O,X,X,O,X,X,X,X,X,X,X,X
TLZJSOI,O,X,O,O,O,X,X,X,X,O,X,X,O,X,O,X,X,O,X,X,X,X,X,X,X,X
TLZJOIS,O,X,O,X,X,X,X,O,X,X,X,X,O,X,O,X,X,O,X,X,X,X,X,X,X,X
TLZJOSI,O,X,O,O,X,X,X,X,X,O,X,X,O,X,O,X,X,O,X,X,X,X,X,X,X,X
TLZSIJO,O,X,O,O,O,X,O,X,X,O,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X
TLZSIOJ,O,X,O,O,X,X,O,X,X,O,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X
TLZSJIO,O,X,O,O,O,X,O,X,X,O,X,X,O,X,O,X,X,O,X,X,O,X,X,X,X,X
TLZSJOI,O,X,O,O,O,X,O,X,X,O,X,X,O,X,O,X,X,O,X,X,X,X,X,X,X,X
TLZSOIJ,O,X,O,O,X,X,O,X,X,O,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X
TLZSOJI,O,X,O,O,O,X,O,X,X,O,X,X,O,X,O,X,X,O,X,X,X,X,X,X,X,X
TLZOIJS,O,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X
TLZOISJ,O,X,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
TLZOJIS,O,X,O,O,X,X,X,X,X,X,X,X,O,X,O,X,X,O,X,X,X,X,X,X,X,X
TLZOJSI,O,X,O,O,X,X,X,X,X,O,X,X,O,X,O,X,X,O,X,X,X,X,X,X,X,X
TLZOSIJ,O,X,O,O,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
TLZOSJI,O,X,O,O,X,X,O,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
TLOIJSZ,X,X,X,X,X,O,X,X,O,X,X,X,X,O,X,X,X,X,X,X,O,X,X,X,O,X
TLOIJZS,X,X,X,X,X,O,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,O,X
TLOISJZ,X,X,X,O,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X
TLOISZJ,X,X,O,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
TLOIZJS,O,X,O,X,X,O,X,X,X,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X
TLOIZSJ,O,X,O,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,O,X,X
TLOJISZ,X,X,X,X,X,O,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,O,X
TLOJIZS,X,O,X,X,X,O,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,O,X
TLOJSIZ,X,X,X,O,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TLOJSZI,X,O,X,O,X,X,X,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
TLOJZIS,X,O,X,X,X,O,X,O,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X
TLOJZSI,X,O,X,O,X,X,X,O,O,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X
TLOSIJZ,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X
TLOSIZJ,X,X,O,O,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TLOSJIZ,X,X,X,O,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X
TLOSJZI,X,X,X,O,X,X,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TLOSZIJ,X,X,O,O,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TLOSZJI,X,X,O,O,X,X,O,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
TLOZIJS,O,X,O,X,X,O,X,X,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X
TLOZISJ,O,X,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
TLOZJIS,O,X,O,O,X,O,X,O,X,X,X,X,O,X,O,X,X,O,X,X,X,X,X,X,X,X
TLOZJSI,O,X,O,O,X,X,X,O,O,O,X,X,O,X,O,X,X,O,X,X,X,X,X,X,X,X
TLOZSIJ,O,X,O,O,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
TLOZSJI,O,X,O,O,X,X,O,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
TJILSZO,X,O,X,X,X,X,X,X,O,X,O,X,X,X,X,O,X,X,O,X,O,X,X,X,X,X
TJILSOZ,X,O,X,X,X,X,X,X,O,X,O,X,X,X,X,X,O,X,O,X,O,O,X,X,X,X
TJILZSO,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,O,X,O,X,X,X,X,X
TJILZOS,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
TJILOSZ,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X,O,X,X,X,X,X
TJILOZS,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TJISLZO,X,O,X,X,X,X,O,X,O,X,O,X,X,X,X,O,X,X,O,X,O,X,X,X,X,X
TJISLOZ,X,O,X,X,X,X,X,X,O,X,O,X,X,X,X,X,O,X,O,X,O,O,X,X,X,X
TJISZLO,X,X,X,X,X,X,O,X,O,X,O,X,O,X,X,O,X,X,O,X,X,X,X,X,X,O
TJISZOL,X,X,X,X,X,X,O,X,O,X,X,X,O,X,X,X,O,X,O,X,X,O,X,X,X,O
TJISOLZ,X,O,X,X,X,O,X,X,O,X,O,X,X,X,X,X,O,X,O,X,X,O,X,X,X,X
TJISOZL,X,X,X,X,X,X,X,X,O,X,X,X,O,X,X,X,O,X,O,X,X,O,X,X,X,O
TJIZLSO,O,O,X,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X
TJIZLOS,O,O,X,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
TJIZSLO,O,X,X,X,X,X,O,O,X,X,O,X,O,X,X,X,X,X,O,X,X,X,X,O,X,O
TJIZSOL,O,O,X,X,X,X,O,O,X,X,X,X,O,X,X,X,O,X,O,X,X,O,X,O,X,O
TJIZOLS,O,O,X,X,X,O,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
TJIZOSL,O,O,X,X,X,X,O,O,X,X,X,X,O,X,X,X,X,X,O,X,X,X,X,O,X,X
TJIOLSZ,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,O,X
TJIOLZS,X,O,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X
TJIOSLZ,X,X,X,X,X,O,X,X,O,X,O,X,X,X,X,X,O,X,O,X,X,O,X,X,O,X
TJIOSZL,X,X,X,X,X,X,X,X,O,X,X,X,O,X,X,X,O,X,O,X,X,O,X,X,O,X
TJIOZLS,O,O,X,X,X,O,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,O,X
TJIOZSL,O,O,X,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X,O,X,X,X,X,O,O,X
TJLISZO,X,O,O,X,X,X,X,X,O,X,X,X,X,X,X,O,X,X,O,X,O,X,X,X,X,X
TJLISOZ,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,O,X,O,X,O,X,X,X,X,X
TJLIZSO,X,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,O,X,O,X,X,X,X,X
TJLIZOS,X,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
TJLIOSZ,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X,O,X,X,X,X,X
TJLIOZS,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TJLSIZO,X,O,O,X,X,X,X,X,O,X,X,X,X,X,X,O,X,X,O,X,O,X,X,X,X,X
TJLSIOZ,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,O,X,O,X,O,X,X,X,X,X
TJLSZIO,X,O,O,X,O,X,X,O,O,X,X,X,O,X,X,O,X,X,O,X,O,X,X,X,X,O
TJLSZOI,X,O,O,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X,O
TJLSOIZ,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,O,X,O,X,O,X,X,X,X,X
TJLSOZI,X,O,X,X,X,X,X,X,O,X,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X,O
TJLZISO,X,O,O,X,X,X,X,O,X,X,X,X,O,X,X,X,X,O,O,X,X,X,X,X,X,X
TJLZIOS,X,O,O,X,X,X,X,O,X,X,X,X,O,X,X,X,X,O,O,X,X,X,X,X,X,X
TJLZSIO,X,O,O,X,O,X,X,O,O,X,X,X,O,X,X,X,X,O,O,X,X,X,X,X,X,O
TJLZSOI,X,O,O,X,O,X,X,X,X,X,X,X,O,X,X,X,X,O,O,X,X,X,X,X,X,O
TJLZOIS,X,O,O,X,X,X,X,O,X,X,X,X,O,X,X,X,X,O,O,X,X,X,X,X,X,X
TJLZOSI,X,O,O,X,X,X,X,O,X,X,X,X,O,X,X,X,X,O,O,X,X,X,X,X,X,X
TJLOISZ,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
TJLOIZS,X,O,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TJLOSIZ,X,O,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
TJLOSZI,X,O,X,X,X,X,X,O,O,X,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X
TJLOZIS,X,O,X,X,X,O,X,O,X,X,X,X,O,X,X,X,X,O,O,X,X,X,X,X,X,X
TJLOZSI,X,O,X,X,X,X,X,O,O,X,X,X,O,X,X,X,X,O,O,X,X,X,X,X,X,X
TJSILZO,X,O,X,X,X,X,O,X,O,X,O,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X
TJSILOZ,X,O,X,X,X,X,X,X,O,X,O,X,X,X,X,X,O,X,O,X,X,O,X,X,X,X
TJSIZLO,X,X,X,X,X,X,O,X,O,X,O,X,O,X,X,O,X,X,O,X,X,X,X,X,X,O
TJSIZOL,X,X,X,X,X,X,O,X,O,X,X,X,O,X,X,X,O,X,O,X,X,O,X,X,X,O
TJSIOLZ,X,O,X,O,X,O,X,X,O,X,O,X,X,X,X,X,O,X,O,X,X,O,X,X,X,X
TJSIOZL,X,X,X,X,X,X,X,X,O,X,X,X,O,X,X,X,O,X,O,X,X,O,X,X,X,O
TJSLIZO,X,O,O,X,X,X,O,X,O,X,O,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X
TJSLIOZ,X,O,X,X,X,X,X,X,O,X,O,X,X,X,X,X,O,X,O,X,X,O,X,X,X,X
TJSLZIO,X,O,O,X,O,X,O,O,O,O,O,X,O,X,X,O,X,X,O,X,X,X,X,X,X,O
TJSLZOI,X,O,O,X,O,X,O,X,X,O,O,X,O,X,X,X,X,X,O,X,X,X,X,X,X,O
TJSLOIZ,X,O,X,X,X,X,X,X,O,X,O,X,X,X,X,X,O,X,O,X,X,O,X,X,X,X
TJSLOZI,X,O,X,X,X,X,O,X,O,O,O,X,O,X,X,X,X,X,O,X,X,X,X,X,X,O
TJSZILO,X,X,O,O,O,X,O,O,O,O,O,X,O,X,O,O,X,X,O,X,X,X,X,X,X,O
TJSZIOL,X,O,X,O,O,X,O,O,O,O,X,X,O,X,O,X,O,X,O,X,X,O,X,X,X,O
TJSZLIO,X,O,O,O,O,X,O,O,O,O,O,X,O,X,O,O,X,X,O,X,X,X,X,X,X,O
TJSZLOI,X,O,O,O,O,X,O,X,X,O,O,X,O,X,O,X,X,X,O,X,X,X,X,X,X,O
TJSZOIL,X,O,X,O,O,X,O,O,O,O,X,X,O,X,O,X,O,X,O,X,X,O,X,X,X,O
TJSZOLI,X,O,O,O,O,X,O,O,O,O,X,X,O,X,O,X,X,X,O,X,X,X,X,X,X,O
TJSOILZ,X,O,X,O,X,O,X,X,O,X,O,X,X,X,X,X,O,X,O,X,X,O,X,X,X,X
