sequence,v115@7gB8GeD8EeF8DeF8DeD8JeT6IvhFxcBlgB3hBaqBGr?B0qB,v115@7gB8GeD8EeF8DeF8DeD8JeT6IvhF2gBFdB5mBUlBar?B3qB,v115@7gB8GeD8EeF8DeF8DeD8JeT6IvhFxcB3hBFlBCrBOq?BUrB,v115@7gB8GeD8EeF8DeF8DeD8JeT6IvhFxbBXdBFlB8qB+r?BiqB,v115@7gB8GeD8EeF8DeF8DeD8JeT6IvhFxcB3hBFlBGrBiq?B0qB,v115@7gB8GeD8EeF8DeF8DeD8Jei6IvhFfhBxcBzfBumBcq?BVwB,v115@7gB8GeD8EeF8DeF8DeD8Je//IvhFUbBahBFdB5mBmq?BTqB,v115@7gB8GeD8EeF8DeF8DeD8JeT6IvhFxcBUhBFlBCrBOq?B3rB,v115@7gB8GeD8EeF8DeF8DeD8Je//IvhF1gBxcBumBUgBKr?BTqB,v115@7gB8GeD8EeF8DeF8DeD8JeT6IvhFfhBxcBumBFlBUr?BKqB,v115@7gB8GeD8EeF8DeF8DeD8Jex6IvhFXdBUhBFlBCrBmp?BTrB,v115@7gB8GeD8EeF8DeF8DeD8Je37IvhF0fBlhBzlBmkBCn?BxvB
LOTZJSI,O,X,X,X,X,O,X,O,O,X,O,X
LOTZSIJ,O,O,O,X,X,O,X,O,X,X,X,X
LOTZSJI,O,X,O,X,X,O,X,O,O,X,O,X
LOITJSZ,O,X,X,X,X,X,X,X,O,X,X,X
LOITJZS,X,O,X,X,X,X,X,X,O,X,X,X
LOITSJZ,O,X,O,X,X,X,X,X,O,X,X,X
LOITSZJ,O,O,O,X,X,X,X,X,X,X,X,X
LOITZJS,X,O,X,X,X,X,X,O,X,X,X,X
LOITZSJ,X,O,X,X,X,X,X,O,X,X,X,X
LOIJTSZ,O,X,X,X,X,X,X,X,O,X,X,X
LOIJTZS,X,O,X,X,X,X,X,X,O,X,X,X
LOIJSTZ,O,X,O,X,O,X,X,X,O,X,X,X
LOIJSZT,O,X,X,X,X,X,X,X,O,X,X,X
LOIJZTS,X,O,X,X,X,X,X,X,O,X,X,X
LOIJZST,O,O,X,X,X,X,X,X,O,X,X,X
LOISTJZ,O,X,O,X,X,X,X,X,O,X,X,X
LOISTZJ,O,O,O,X,X,X,X,X,X,X,X,X
LOISJTZ,O,X,O,X,O,X,X,X,O,X,X,X
LOISJZT,O,X,X,X,X,X,X,X,O,X,X,X
LOISZTJ,O,O,O,X,X,X,X,X,X,X,X,X
LOISZJT,X,O,X,X,X,X,X,X,X,X,X,X
LOIZTJS,X,O,X,X,X,O,X,O,X,X,X,X
LOIZTSJ,X,O,X,X,X,O,X,O,X,X,X,X
LOIZJTS,X,O,X,X,X,X,X,X,X,X,X,X
LOIZJST,O,O,X,X,X,X,X,X,X,X,X,X
LOIZSTJ,O,O,O,X,X,X,X,X,X,X,X,X
LOIZSJT,X,O,X,X,X,X,X,X,X,X,X,X
LOJTISZ,O,X,X,X,X,X,X,X,O,X,X,X
LOJTIZS,X,X,X,X,X,X,X,X,O,X,X,X
LOJTSIZ,O,X,O,X,O,O,X,X,O,X,X,X
LOJTSZI,O,X,O,X,O,X,X,X,O,X,X,X
LOJTZIS,X,O,X,X,X,X,X,O,O,X,X,X
LOJTZSI,O,X,X,X,X,O,X,O,O,X,X,X
LOJITSZ,O,X,X,X,X,X,X,X,O,X,X,X
LOJITZS,X,O,X,X,X,X,X,X,O,X,X,X
LOJISTZ,O,X,O,X,O,X,X,X,O,X,X,X
LOJISZT,O,X,X,X,X,X,X,X,O,X,X,X
LOJIZTS,X,O,X,X,X,X,X,X,O,X,X,X
LOJIZST,O,O,X,X,X,X,X,X,O,X,X,X
LOJSTIZ,O,X,O,X,O,X,X,X,O,X,X,X
LOJSTZI,O,X,O,X,O,X,X,X,O,X,X,X
LOJSITZ,O,X,O,X,O,X,X,X,O,X,X,X
LOJSIZT,O,X,X,O,X,X,X,X,O,X,X,X
LOJSZTI,O,X,X,O,X,X,X,X,O,X,X,X
LOJSZIT,O,X,X,O,X,X,X,X,O,X,X,X
LOJZTIS,X,O,X,O,X,O,X,X,O,X,X,X
LOJZTSI,O,X,X,O,X,O,X,X,O,X,X,X
LOJZITS,X,O,X,X,X,X,X,X,O,X,X,X
LOJZIST,O,O,X,X,X,X,X,X,O,X,X,X
LOJZSTI,O,X,X,O,X,X,X,X,O,X,X,X
LOJZSIT,O,O,X,O,X,X,X,X,O,X,X,X
LOSTIJZ,O,X,O,X,X,X,X,X,O,X,X,X
LOSTIZJ,O,X,O,X,X,X,X,X,X,X,X,X
LOSTJIZ,O,X,O,X,O,X,X,X,O,X,X,X
LOSTJZI,O,X,O,X,O,X,X,X,O,X,X,X
LOSTZIJ,O,O,O,X,X,X,X,O,X,X,X,X
LOSTZJI,O,X,O,X,X,X,X,O,O,X,O,X
LOSITJZ,O,X,O,X,X,X,X,X,O,X,X,X
LOSITZJ,O,O,O,X,X,X,X,X,X,X,X,X
LOSIJTZ,O,X,O,X,O,X,X,X,O,X,X,X
LOSIJZT,O,X,X,O,X,X,X,X,O,X,X,X
LOSIZTJ,O,O,O,X,X,X,X,X,X,X,X,X
LOSIZJT,X,O,X,X,X,X,X,X,X,X,X,X
LOSJTIZ,O,X,O,X,O,X,X,X,O,X,X,X
LOSJTZI,O,X,O,X,O,X,X,X,O,X,X,X
LOSJITZ,O,X,O,X,O,X,X,X,O,X,X,X
LOSJIZT,O,X,X,O,X,X,X,X,O,X,X,X
LOSJZTI,O,X,X,O,X,X,X,X,O,X,X,X
LOSJZIT,O,X,X,O,X,X,X,X,O,X,X,X
LOSZTIJ,O,O,O,X,X,O,X,X,X,X,X,X
LOSZTJI,O,X,O,X,X,O,X,X,O,X,O,X
LOSZITJ,O,O,O,X,X,X,X,X,X,X,X,X
LOSZIJT,X,O,X,X,X,X,X,X,X,X,X,X
LOSZJTI,O,X,X,X,X,X,X,X,O,X,X,X
LOSZJIT,O,O,X,X,X,X,X,X,O,X,X,X
LOZTIJS,X,O,X,X,X,O,X,O,X,X,X,X
LOZTISJ,X,O,X,X,X,O,X,O,X,X,X,X
LOZTJIS,X,O,X,X,X,O,X,O,O,X,O,X
LOZTJSI,O,X,X,X,X,O,X,O,O,X,O,X
LOZTSIJ,O,O,O,X,X,O,X,O,X,X,X,X
LOZTSJI,O,X,O,X,X,O,X,O,O,X,O,X
LOZITJS,X,O,X,X,X,O,X,O,X,X,X,X
LOZITSJ,X,O,X,X,X,O,X,O,X,X,X,X
LOZIJTS,X,O,X,X,X,X,X,X,X,X,X,X
LOZIJST,O,O,X,X,X,X,X,X,X,X,X,X
LOZISTJ,O,O,O,X,X,X,X,X,X,X,X,X
LOZISJT,X,O,X,X,X,X,X,X,X,X,X,X
LOZJTIS,X,O,X,X,X,O,X,X,O,X,X,X
LOZJTSI,O,X,X,X,X,O,X,X,O,X,X,X
LOZJITS,X,O,X,X,X,X,X,X,O,X,X,X
LOZJIST,O,O,X,X,X,X,X,X,O,X,X,X
LOZJSTI,O,X,X,X,X,X,X,X,O,X,X,X
LOZJSIT,O,O,X,X,X,X,X,X,O,X,X,X
LOZSTIJ,O,O,O,X,X,O,X,X,X,X,X,X
LOZSTJI,O,X,O,X,X,O,X,X,O,X,O,X
LOZSITJ,O,O,O,X,X,X,X,X,X,X,X,X
LOZSIJT,X,O,X,X,X,X,X,X,X,X,X,X
LOZSJTI,O,X,X,X,X,X,X,X,O,X,X,X
LOZSJIT,O,O,X,X,X,X,X,X,O,X,X,X
JTILSZO,O,X,X,X,X,O,O,X,O,X,X,X
JTILSOZ,O,X,X,X,X,O,O,X,O,X,X,X
JTILZSO,X,O,X,X,X,O,O,X,O,X,X,X
JTILZOS,X,O,X,X,X,X,O,X,X,X,X,X
JTILOSZ,O,X,X,X,X,X,O,X,O,X,X,X
JTILOZS,X,O,X,X,X,X,O,X,O,X,X,X
JTISLZO,O,X,X,X,O,O,O,X,O,X,X,X
JTISLOZ,O,X,X,X,O,O,O,X,O,X,X,X
JTISZLO,X,X,X,X,O,O,O,X,X,X,X,X
JTISZOL,X,X,X,X,O,O,O,X,X,X,X,X
JTISOLZ,X,X,X,X,O,O,O,X,O,X,X,X
JTISOZL,X,X,X,X,O,O,O,X,X,X,X,X
JTIZLSO,X,O,X,X,X,O,O,X,X,X,X,X
JTIZLOS,X,O,X,X,X,X,O,X,X,X,X,X
JTIZSLO,X,X,X,X,X,O,O,X,X,O,X,X
JTIZSOL,X,O,X,X,X,O,O,X,X,O,X,X
JTIZOLS,X,O,X,X,X,O,O,X,X,X,X,X
JTIZOSL,X,O,X,X,X,O,O,X,X,X,X,X
JTIOLSZ,X,X,X,X,X,X,O,X,O,X,X,X
JTIOLZS,X,O,X,X,X,X,O,X,O,X,X,X
JTIOSLZ,X,X,X,X,O,O,O,X,O,X,X,X
JTIOSZL,X,X,X,X,O,O,O,X,X,X,X,O
JTIOZLS,X,O,X,X,X,X,O,X,X,X,X,X
JTIOZSL,X,O,X,X,X,X,O,X,X,X,X,O
JTLISZO,O,X,X,X,X,O,O,X,O,X,X,X
JTLISOZ,O,X,X,X,X,O,O,X,O,X,X,X
JTLIZSO,X,X,X,X,X,O,O,X,O,X,X,X
JTLIZOS,X,X,X,X,X,X,O,X,X,X,X,X
JTLIOSZ,O,X,X,X,X,X,O,X,O,X,X,X
JTLIOZS,X,X,X,X,X,X,O,X,O,X,X,X
JTLSIZO,O,X,O,X,O,O,O,X,O,X,X,X
JTLSIOZ,O,X,O,X,O,O,O,X,O,X,X,X
JTLSZIO,O,X,O,X,O,O,O,X,O,X,O,X
JTLSZOI,O,X,O,X,O,O,O,X,O,X,O,X
JTLSOIZ,O,X,O,X,O,O,X,X,O,X,X,X
JTLSOZI,O,X,O,X,O,X,O,X,O,X,X,X
JTLZISO,X,O,X,X,X,O,X,O,O,X,O,X
JTLZIOS,X,O,X,X,X,X,X,O,X,X,O,X
JTLZSIO,O,X,X,X,X,O,O,O,O,X,O,X
JTLZSOI,O,X,X,X,X,O,O,O,O,X,O,X
JTLZOIS,X,O,X,X,X,O,X,O,X,X,O,X
JTLZOSI,O,X,X,X,X,O,X,O,X,X,O,X
JTLOISZ,O,X,X,X,X,X,X,X,O,X,X,X
JTLOIZS,X,X,X,X,X,X,X,X,O,X,X,X
JTLOSIZ,O,X,O,X,O,O,X,X,O,X,X,X
JTLOSZI,O,X,O,X,O,X,O,X,O,X,X,X
JTLOZIS,X,O,X,X,X,X,X,O,O,X,X,X
JTLOZSI,O,X,X,X,X,O,X,O,O,X,X,X
JTSILZO,O,X,O,X,O,O,O,X,O,X,X,X
JTSILOZ,O,X,O,X,O,O,O,X,O,X,X,X
JTSIZLO,X,X,X,O,O,O,O,X,X,X,X,X
JTSIZOL,X,X,X,O,O,O,O,X,X,X,X,X
JTSIOLZ,X,X,O,X,O,O,O,X,O,X,X,X
JTSIOZL,X,X,X,O,O,O,O,X,X,X,X,X
JTSLIZO,O,X,O,X,O,O,O,X,O,X,X,X
JTSLIOZ,O,X,O,X,O,O,O,X,O,X,X,X
JTSLZIO,O,X,O,X,O,O,O,X,O,X,O,X
JTSLZOI,O,X,O,X,O,O,O,X,O,X,O,X
JTSLOIZ,O,X,O,X,O,O,X,X,O,X,X,X
JTSLOZI,O,X,O,X,O,X,O,X,O,X,X,X
JTSZILO,X,X,X,O,O,O,O,X,X,X,X,X
JTSZIOL,X,X,X,O,O,O,O,X,X,X,X,X
JTSZLIO,X,X,X,O,O,O,O,X,X,X,X,X
JTSZLOI,X,X,X,O,O,O,O,X,X,X,X,X
JTSZOIL,X,X,X,O,O,O,X,X,X,X,X,X
JTSZOLI,X,X,X,O,O,O,O,X,X,X,X,X
JTSOILZ,X,X,O,X,O,O,O,X,O,X,X,X
JTSOIZL,X,X,X,O,O,O,O,X,X,X,X,X
JTSOLIZ,X,X,O,X,O,O,X,X,O,X,X,X
JTSOLZI,X,X,O,X,O,X,O,X,O,X,X,X
JTSOZIL,X,X,X,O,O,O,X,X,X,X,X,X
JTSOZLI,X,X,X,O,O,O,O,X,X,X,X,X
JTZILSO,X,O,X,O,X,O,O,X,X,X,X,X
JTZILOS,X,O,X,O,X,X,O,X,X,X,X,X
JTZISLO,X,X,X,O,X,O,O,X,X,O,X,X
JTZISOL,X,O,X,O,X,O,O,X,X,O,X,X
JTZIOLS,X,O,X,O,X,O,O,X,X,X,X,X
JTZIOSL,X,O,X,O,X,O,O,X,X,X,X,X
JTZLISO,X,O,X,O,X,O,X,O,X,X,O,X
JTZLIOS,X,O,X,O,X,X,X,O,X,X,O,X
JTZLSIO,X,X,X,O,X,O,O,O,X,O,O,X
JTZLSOI,X,X,X,O,X,O,O,O,X,O,O,X
JTZLOIS,X,O,X,O,X,O,X,O,X,X,O,X
JTZLOSI,X,X,X,O,X,O,X,O,X,X,O,X
JTZSILO,X,X,X,O,O,O,O,X,X,O,X,X
JTZSIOL,X,X,X,O,O,O,O,X,X,O,X,X
JTZSLIO,X,X,X,O,O,O,O,X,X,O,X,X
JTZSLOI,X,X,X,O,O,O,O,X,X,O,X,X
JTZSOIL,X,X,X,O,O,O,X,X,X,O,X,X
JTZSOLI,X,X,X,O,O,O,O,X,X,O,X,X
JTZOILS,X,O,X,O,X,O,X,X,X,X,X,X
JTZOISL,X,O,X,O,X,O,X,X,X,X,X,X
JTZOLIS,X,O,X,O,X,O,X,O,X,X,X,X
JTZOLSI,X,X,X,O,X,O,X,O,X,X,X,X
JTZOSIL,X,X,X,O,O,O,X,X,X,O,X,X
JTZOSLI,X,X,X,O,O,O,X,X,X,O,X,X
JTOILSZ,X,X,X,X,X,X,O,X,O,X,X,X
JTOILZS,X,O,X,X,X,X,O,X,O,X,X,X
JTOISLZ,X,X,X,X,O,O,O,X,O,X,X,X
JTOISZL,X,X,X,X,O,O,O,X,X,X,X,X
JTOIZLS,X,O,X,X,X,X,O,X,X,X,X,X
JTOIZSL,X,O,X,X,X,X,O,X,X,X,X,X
JTOLISZ,X,X,X,X,X,X,X,X,O,X,X,X
JTOLIZS,X,X,X,X,X,X,X,X,O,X,X,X
JTOLSIZ,X,X,O,X,O,O,X,X,O,X,X,X
JTOLSZI,X,X,O,X,O,X,O,X,O,X,X,X
JTOLZIS,X,O,X,X,X,X,X,O,O,X,X,X
JTOLZSI,X,X,X,X,X,O,X,O,O,X,X,X
JTOSILZ,X,X,O,X,O,O,O,X,O,X,X,X
JTOSIZL,X,X,X,O,O,O,O,X,X,X,X,X
JTOSLIZ,X,X,O,X,O,O,X,X,O,X,X,X
JTOSLZI,X,X,O,X,O,X,O,X,O,X,X,X
JTOSZIL,X,X,X,O,O,O,X,X,X,X,X,X
JTOSZLI,X,X,X,O,O,O,O,X,X,X,X,X
JTOZILS,X,O,X,O,X,O,X,X,X,X,X,X
JTOZISL,X,O,X,O,X,O,X,X,X,X,X,X
JTOZLIS,X,O,X,O,X,O,X,O,X,X,X,X
JTOZLSI,X,X,X,O,X,O,X,O,X,X,X,X
JTOZSIL,X,X,X,O,O,O,X,X,X,X,X,X
JTOZSLI,X,X,X,O,O,O,X,X,X,X,X,X
JITLSZO,O,X,X,X,X,O,O,X,O,X,X,X
JITLSOZ,O,X,X,X,X,O,O,X,O,X,X,X
JITLZSO,X,O,X,X,X,O,O,X,O,X,X,X
JITLZOS,X,O,X,X,X,X,O,X,X,X,X,X
JITLOSZ,O,X,X,X,X,X,O,X,O,X,X,X
JITLOZS,X,O,X,X,X,X,O,X,O,X,X,X
JITSLZO,O,X,X,X,O,O,O,X,O,X,X,X
JITSLOZ,O,X,X,X,O,O,O,X,O,X,X,X
JITSZLO,X,X,X,X,O,O,O,X,X,X,X,X
JITSZOL,X,X,X,X,O,O,O,X,X,X,X,X
JITSOLZ,X,X,X,X,O,O,O,X,O,X,X,X
JITSOZL,X,X,X,X,O,O,O,X,X,X,X,X
JITZLSO,X,O,X,X,X,O,O,X,X,X,X,X
JITZLOS,X,O,X,X,X,X,O,X,X,X,X,X
JITZSLO,X,X,X,X,X,O,O,X,X,O,X,X
JITZSOL,X,O,X,X,X,O,O,X,X,O,X,X
JITZOLS,X,O,X,X,X,O,O,X,X,X,X,X
JITZOSL,X,O,X,X,X,O,O,X,X,X,X,X
JITOLSZ,X,X,X,X,X,X,O,X,O,X,X,X
JITOLZS,X,O,X,X,X,X,O,X,O,X,X,X
JITOSLZ,X,X,X,X,O,O,O,X,O,X,X,X
JITOSZL,X,X,X,X,O,O,O,X,X,X,X,O
JITOZLS,X,O,X,X,X,X,O,X,X,X,X,X
JITOZSL,X,O,X,X,X,X,O,X,X,X,X,O
JILTSZO,O,X,X,X,X,O,O,X,O,X,X,X
JILTSOZ,O,X,X,X,X,O,O,X,O,X,X,X
JILTZSO,X,O,X,X,X,O,O,X,O,X,X,X
JILTZOS,X,O,X,X,X,X,O,X,X,X,X,X
JILTOSZ,O,X,X,X,X,X,O,X,O,X,X,X
JILTOZS,X,O,X,X,X,X,O,X,O,X,X,X
JILSTZO,O,X,O,X,O,X,O,X,O,X,X,X
JILSTOZ,O,X,O,X,O,X,O,X,O,X,X,X
JILSZTO,O,X,X,X,X,X,O,X,O,X,X,X
JILSZOT,O,X,X,X,X,X,O,X,O,X,X,X
JILSOTZ,O,X,O,X,O,X,O,X,O,X,X,X
JILSOZT,O,X,X,X,X,X,O,X,O,X,X,X
JILZTSO,X,O,X,X,X,X,O,O,O,X,X,X
JILZTOS,X,O,X,X,X,X,O,O,X,X,X,X
JILZSTO,O,O,X,X,X,X,O,X,O,O,X,X
JILZSOT,O,O,X,X,X,X,O,X,O,X,X,X
JILZOTS,X,O,X,X,X,X,O,X,O,X,X,X
JILZOST,O,O,X,X,X,X,O,X,O,X,X,X
JILOTSZ,O,X,X,X,X,X,O,X,O,X,X,X
JILOTZS,X,O,X,X,X,X,O,X,O,X,X,X
JILOSTZ,O,X,O,X,O,X,O,X,O,X,X,X
JILOSZT,O,X,X,X,X,X,O,X,O,X,X,X
JILOZTS,X,O,X,X,X,X,O,X,O,X,X,X
JILOZST,O,O,X,X,X,X,O,X,O,X,X,X
JISTLZO,O,X,O,X,O,O,O,X,O,X,X,X
JISTLOZ,O,X,O,X,O,O,O,X,O,X,X,X
JISTZLO,X,X,X,O,O,O,O,X,X,X,X,X
JISTZOL,X,X,X,O,O,O,O,X,X,X,X,X
JISTOLZ,X,X,O,X,O,O,O,X,O,X,X,X
JISTOZL,X,X,X,O,O,O,O,X,X,X,X,X
JISLTZO,O,X,O,X,O,X,O,X,O,X,X,X
JISLTOZ,O,X,O,X,O,X,O,X,O,X,X,X
JISLZTO,O,X,X,O,X,X,O,X,O,X,X,X
JISLZOT,O,X,X,O,X,X,O,X,O,X,X,X
JISLOTZ,O,X,O,X,O,X,O,X,O,X,X,X
JISLOZT,O,X,X,O,X,X,O,X,O,X,X,X
JISZTLO,X,X,X,O,O,X,O,X,X,O,X,X
JISZTOL,X,X,X,O,O,X,O,X,X,O,X,X
JISZLTO,O,X,X,O,X,X,O,X,O,O,X,X
JISZLOT,O,X,X,O,X,X,O,X,O,X,X,X
JISZOTL,X,X,X,O,O,X,O,X,X,O,X,X
JISZOLT,X,X,X,O,X,X,O,X,O,X,X,X
JISOTLZ,X,X,O,X,O,X,O,X,O,X,X,X
JISOTZL,X,X,X,O,O,X,O,X,X,X,X,X
JISOLTZ,O,X,O,X,O,X,O,X,O,X,X,X
JISOLZT,O,X,X,O,X,X,O,X,O,X,X,X
JISOZTL,X,X,X,O,O,X,O,X,X,X,X,X
JISOZLT,X,X,X,O,X,X,O,X,O,X,X,X
JIZTLSO,X,O,X,O,X,X,O,X,X,X,X,X
JIZTLOS,X,O,X,O,X,X,O,X,X,X,X,X
JIZTSLO,X,X,X,O,X,O,O,X,X,O,X,X
JIZTSOL,X,O,X,O,X,O,O,X,X,O,X,X
JIZTOLS,X,O,X,O,X,X,O,X,X,X,X,X
JIZTOSL,X,O,X,O,X,X,O,X,X,X,X,X
JIZLTSO,X,O,X,X,X,X,O,X,O,X,X,X
JIZLTOS,X,O,X,X,X,X,O,X,X,X,X,X
JIZLSTO,O,O,X,X,X,X,O,X,O,O,X,X
JIZLSOT,O,O,X,X,X,X,O,X,O,X,X,X
JIZLOTS,X,O,X,X,X,X,O,X,O,X,X,X
JIZLOST,O,O,X,X,X,X,O,X,O,X,X,X
JIZSTLO,X,X,X,O,O,X,O,X,X,O,X,X
JIZSTOL,X,O,X,O,O,X,O,X,X,O,X,X
JIZSLTO,O,X,X,O,X,X,O,X,O,O,X,X
JIZSLOT,O,X,X,O,X,X,O,X,O,X,X,X
JIZSOTL,X,O,X,O,O,X,O,X,X,O,X,X
JIZSOLT,X,X,X,O,X,X,O,X,O,X,X,X
JIZOTLS,X,O,X,O,X,X,O,X,X,X,X,X
JIZOTSL,X,O,X,O,X,X,O,X,X,X,X,O
JIZOLTS,X,O,X,X,X,X,O,X,O,X,X,X
JIZOLST,X,O,X,X,X,X,O,X,O,X,X,X
JIZOSTL,X,O,X,O,O,X,O,X,X,O,X,O
JIZOSLT,X,X,X,O,X,X,O,X,O,X,X,X
JIOTLSZ,X,X,X,X,X,X,O,X,O,X,X,X
JIOTLZS,X,O,X,X,X,X,O,X,O,X,X,X
JIOTSLZ,X,X,X,X,O,O,O,X,O,X,X,X
JIOTSZL,X,X,X,X,O,O,O,X,X,X,X,O
JIOTZLS,X,O,X,X,X,X,O,X,X,X,X,X
JIOTZSL,X,O,X,X,X,X,O,X,X,X,X,O
JIOLTSZ,O,X,X,X,X,X,O,X,O,X,X,X
JIOLTZS,X,O,X,X,X,X,O,X,O,X,X,X
JIOLSTZ,O,X,O,X,O,X,O,X,O,X,X,X
JIOLSZT,O,X,X,X,X,X,O,X,O,X,X,X
JIOLZTS,X,O,X,X,X,X,O,X,O,X,X,X
JIOLZST,O,O,X,X,X,X,O,X,O,X,X,X
JIOSTLZ,X,X,O,X,O,X,O,X,O,X,X,X
JIOSTZL,X,X,X,O,O,X,O,X,X,X,X,O
JIOSLTZ,O,X,O,X,O,X,O,X,O,X,X,X
JIOSLZT,O,X,X,O,X,X,O,X,O,X,X,X
JIOSZTL,X,X,X,O,O,X,O,X,X,X,X,O
JIOSZLT,X,X,X,O,X,X,O,X,O,X,X,X
JIOZTLS,X,O,X,O,X,X,O,X,X,X,X,X
JIOZTSL,X,O,X,O,X,X,O,X,X,X,X,O
JIOZLTS,X,O,X,X,X,X,O,X,O,X,X,X
JIOZLST,X,O,X,X,X,X,O,X,O,X,X,X
JIOZSTL,X,O,X,O,O,X,O,X,X,O,X,O
JIOZSLT,X,X,X,O,X,X,O,X,O,X,X,X
JLTISZO,O,X,X,X,X,O,O,X,O,X,X,X
JLTISOZ,O,X,X,X,X,O,O,X,O,X,X,X
JLTIZSO,X,X,X,X,X,O,O,X,O,X,X,X
JLTIZOS,X,X,X,X,X,X,O,X,X,X,X,X
JLTIOSZ,O,X,X,X,X,X,O,X,O,X,X,X
JLTIOZS,X,X,X,X,X,X,O,X,O,X,X,X
JLTSIZO,O,X,O,X,O,O,O,X,O,X,X,X
JLTSIOZ,O,X,O,X,O,O,O,X,O,X,X,X
JLTSZIO,O,X,O,X,O,O,O,X,O,X,O,X
JLTSZOI,O,X,O,X,O,O,O,X,O,X,O,X
JLTSOIZ,O,X,O,X,O,O,X,X,O,X,X,X
JLTSOZI,O,X,O,X,O,X,O,X,O,X,X,X
JLTZISO,X,O,X,X,X,O,X,O,O,X,O,X
JLTZIOS,X,O,X,X,X,X,X,O,X,X,O,X
JLTZSIO,O,X,X,X,X,O,O,O,O,X,O,X
JLTZSOI,O,X,X,X,X,O,O,O,O,X,O,X
JLTZOIS,X,O,X,X,X,O,X,O,X,X,O,X
JLTZOSI,O,X,X,X,X,O,X,O,X,X,O,X
JLTOISZ,O,X,X,X,X,X,X,X,O,X,X,X
JLTOIZS,X,X,X,X,X,X,X,X,O,X,X,X
JLTOSIZ,O,X,O,X,O,O,X,X,O,X,X,X
JLTOSZI,O,X,O,X,O,X,O,X,O,X,X,X
JLTOZIS,X,O,X,X,X,X,X,O,O,X,X,X
JLTOZSI,O,X,X,X,X,O,X,O,O,X,X,X
JLITSZO,O,X,X,X,X,O,O,X,O,X,X,X
JLITSOZ,O,X,X,X,X,O,O,X,O,X,X,X
JLITZSO,X,O,X,X,X,O,O,X,O,X,X,X
JLITZOS,X,O,X,X,X,X,O,X,X,X,X,X
JLITOSZ,O,X,X,X,X,X,O,X,O,X,X,X
JLITOZS,X,O,X,X,X,X,O,X,O,X,X,X
JLISTZO,O,X,O,X,O,X,O,X,O,X,X,X
JLISTOZ,O,X,O,X,O,X,O,X,O,X,X,X
JLISZTO,O,X,X,X,X,X,O,X,O,X,X,X
JLISZOT,O,X,X,X,X,X,O,X,O,X,X,X
JLISOTZ,O,X,O,X,O,X,O,X,O,X,X,X
JLISOZT,O,X,X,X,X,X,O,X,O,X,X,X
JLIZTSO,X,O,X,X,X,X,O,O,O,X,X,X
JLIZTOS,X,O,X,X,X,X,O,O,X,X,X,X
JLIZSTO,O,O,X,X,X,X,O,X,O,O,X,X
JLIZSOT,O,O,X,X,X,X,O,X,O,X,X,X
JLIZOTS,X,O,X,X,X,X,O,X,O,X,X,X
JLIZOST,O,O,X,X,X,X,O,X,O,X,X,X
JLIOTSZ,O,X,X,X,X,X,O,X,O,X,X,X
JLIOTZS,X,O,X,X,X,X,O,X,O,X,X,X
JLIOSTZ,O,X,O,X,O,X,O,X,O,X,X,X
JLIOSZT,O,X,X,X,X,X,O,X,O,X,X,X
JLIOZTS,X,O,X,X,X,X,O,X,O,X,X,X
JLIOZST,O,O,X,X,X,X,O,X,O,X,X,X
JLSTIZO,O,X,O,X,O,O,O,X,O,X,X,X
JLSTIOZ,O,X,O,X,O,O,O,X,O,X,X,X
JLSTZIO,O,X,O,X,O,O,O,X,O,X,O,X
JLSTZOI,O,X,O,X,O,O,O,X,O,X,O,X
JLSTOIZ,O,X,O,X,O,O,X,X,O,X,X,X
JLSTOZI,O,X,O,X,O,X,O,X,O,X,X,X
JLSITZO,O,X,O,X,O,X,O,X,O,X,X,X
JLSITOZ,O,X,O,X,O,X,O,X,O,X,X,X
JLSIZTO,O,X,X,O,X,X,O,X,O,X,X,X
JLSIZOT,O,X,X,O,X,X,O,X,O,X,X,X
JLSIOTZ,O,X,O,X,O,X,O,X,O,X,X,X
JLSIOZT,O,X,X,O,X,X,O,X,O,X,X,X
JLSZTIO,O,X,X,O,X,X,O,X,O,X,O,X
JLSZTOI,O,X,X,O,X,X,O,X,O,X,O,X
JLSZITO,O,X,X,O,X,X,O,X,O,X,X,X
JLSZIOT,O,X,X,O,X,X,O,X,O,X,X,X
JLSZOTI,O,X,X,O,X,X,O,X,O,X,X,X
JLSZOIT,O,X,X,O,X,X,O,X,O,X,X,X
JLSOTIZ,O,X,O,X,O,X,X,X,O,X,X,X
JLSOTZI,O,X,O,X,O,X,O,X,O,X,X,X
JLSOITZ,O,X,O,X,O,X,O,X,O,X,X,X
JLSOIZT,O,X,X,O,X,X,O,X,O,X,X,X
JLSOZTI,O,X,X,O,X,X,O,X,O,X,X,X
JLSOZIT,O,X,X,O,X,X,O,X,O,X,X,X
JLZTISO,X,O,X,O,X,O,X,O,O,X,O,X
JLZTIOS,X,O,X,O,X,X,X,O,X,X,O,X
JLZTSIO,O,X,X,O,X,O,O,O,O,O,O,X
JLZTSOI,O,X,X,O,X,O,O,O,O,O,O,X
JLZTOIS,X,O,X,O,X,X,X,O,X,X,O,X
JLZTOSI,O,X,X,O,X,O,X,O,X,X,O,X
JLZITSO,X,O,X,X,X,X,O,O,O,X,X,X
JLZITOS,X,O,X,X,X,X,O,O,X,X,X,X
JLZISTO,O,O,X,X,X,X,O,X,O,O,X,X
